,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05059,333,655.0,,1953.0,,,,,558.0,461.8,153.7,650.3,,,,322.0,,1620.0,,,,,225.0,128.8,-179.3,317.3,,,,,False,,,,,True,True,True,True,,,
05061,222,160.0,,78.0,,,,,114.0,129.1,25.7,120.0,,,,-62.0,,-144.0,,,,,-108.0,-92.9,-196.3,-102.0,,,,,False,,,,,False,False,False,False,,,
05063,569,180.0,,592.0,,,,,395.0,199.0,180.2,162.4,,,,-389.0,,23.0,,,,,-174.0,-370.0,-388.8,-406.6,,,,,True,,,,,True,True,True,False,,,
05065,53,15.0,,0.0,,,,,55.0,69.2,6.0,,,,,-38.0,,-53.0,,,,,2.0,16.2,-47.0,,,,,,False,,,,,True,True,False,,,,
05067,128,15.0,,35.0,,,,,126.0,68.9,46.8,,,,,-113.0,,-93.0,,,,,-2.0,-59.1,-81.2,,,,,,True,,,,,True,True,True,,,,
05069,912,595.0,223.2,1399.0,,,,,727.0,609.1,863.9,163.7,1311.0,,,-317.0,-688.8,487.0,,,,,-185.0,-302.9,-48.1,-748.3,399.0,,,False,False,,,,,True,True,True,False,False,,
05071,258,565.0,,679.0,,,,,427.0,389.1,162.1,253.9,,,,307.0,,421.0,,,,,169.0,131.1,-95.9,-4.1,,,,,False,,,,,True,True,True,True,,,
05073,29,60.0,,13.0,,,,,27.0,66.9,11.8,,,,,31.0,,-16.0,,,,,-2.0,37.9,-17.2,,,,,,True,,,,,True,False,True,,,,
05075,106,90.0,,215.0,,,,,93.0,132.0,14.4,31.8,,,,-16.0,,109.0,,,,,-13.0,26.0,-91.6,-74.2,,,,,False,,,,,True,False,False,False,,,
05077,132,170.0,,139.0,,,,,106.0,152.4,9.0,31.8,,,,38.0,,7.0,,,,,-26.0,20.4,-123.0,-100.2,,,,,True,,,,,True,True,False,False,,,
05079,256,350.0,,19.0,,,,,220.0,75.5,140.6,2.4,,,,94.0,,-237.0,,,,,-36.0,-180.5,-115.4,-253.6,,,,,False,,,,,True,False,False,False,,,
05081,194,90.0,,0.0,,,,,74.0,114.3,70.1,,,,,-104.0,,-194.0,,,,,-120.0,-79.7,-123.9,,,,,,False,,,,,False,True,False,,,,
05083,247,130.0,,166.0,,,,,203.0,257.6,73.2,106.7,,,,-117.0,,-81.0,,,,,-44.0,10.6,-173.8,-140.3,,,,,True,,,,,True,True,False,False,,,
05085,396,260.0,210.4,373.0,,,,,461.0,530.6,224.3,350.3,,,,-136.0,-185.6,-23.0,,,,,65.0,134.6,-171.7,-45.7,,,,False,True,,,,,True,True,False,True,,,
05087,59,25.0,,0.0,,,,,86.0,84.0,3.9,67.2,,,,-34.0,,-59.0,,,,,27.0,25.0,-55.1,8.2,,,,,False,,,,,True,True,False,True,,,
05089,27,10.0,,0.0,,,,,34.0,36.8,4.6,,,,,-17.0,,-27.0,,,,,7.0,9.8,-22.4,,,,,,False,,,,,True,True,False,,,,
05091,243,375.0,,630.0,,,,,440.0,489.9,122.2,390.1,,,,132.0,,387.0,,,,,197.0,246.9,-120.8,147.1,,,,,False,,,,,False,False,True,False,,,
05093,848,485.0,,1035.0,,,,,423.0,671.3,553.0,408.9,,,,-363.0,,187.0,,,,,-425.0,-176.7,-295.0,-439.1,,,,,True,,,,,False,True,True,False,,,
05095,61,45.0,,0.0,,,,,40.0,63.8,19.1,,,,,-16.0,,-61.0,,,,,-21.0,2.8,-41.9,,,,,,False,,,,,False,True,False,,,,
05097,46,20.0,,0.0,,,,,33.0,37.2,3.8,,,,,-26.0,,-46.0,,,,,-13.0,-8.8,-42.2,,,,,,False,,,,,True,True,False,,,,
05099,41,35.0,,0.0,,,,,72.0,82.6,3.8,15.7,,,,-6.0,,-41.0,,,,,31.0,41.6,-37.2,-25.3,,,,,False,,,,,False,False,False,False,,,
05101,97,30.0,,0.0,,,,,17.0,28.3,5.4,,,,,-67.0,,-97.0,,,,,-80.0,-68.7,-91.6,,,,,,False,,,,,False,False,False,,,,
05103,87,55.0,,16.0,,,,,176.0,135.5,28.5,,,,,-32.0,,-71.0,,,,,89.0,48.5,-58.5,,,,,,False,,,,,False,False,False,,,,
05105,21,30.0,,0.0,,,,,36.0,44.1,22.2,,,,,9.0,,-21.0,,,,,15.0,23.1,1.2,,,,,,False,,,,,False,False,True,,,,
05107,169,165.0,,275.0,,,,,221.0,254.7,34.6,1.4,,,,-4.0,,106.0,,,,,52.0,85.7,-134.4,-167.6,,,,,False,,,,,False,False,False,False,,,
05109,124,35.0,,0.0,,,,,68.0,73.0,9.1,,,,,-89.0,,-124.0,,,,,-56.0,-51.0,-114.9,,,,,,False,,,,,True,True,False,,,,
05111,308,90.0,,194.0,,,,,159.0,160.6,23.9,,,,,-218.0,,-114.0,,,,,-149.0,-147.4,-284.1,,,,,,True,,,,,True,True,False,,,,
05113,99,75.0,,116.0,,,,,171.0,117.6,33.9,62.7,,,,-24.0,,17.0,,,,,72.0,18.6,-65.1,-36.3,,,,,True,,,,,False,True,False,False,,,
05115,763,880.0,1206.6,1387.0,,,,,748.0,622.3,532.8,559.4,,,,117.0,443.6,624.0,,,,,-15.0,-140.7,-230.2,-203.6,,,,False,False,,,,,True,False,False,False,,,
05117,70,80.0,,0.0,,,,,38.0,84.5,23.5,,,,,10.0,,-70.0,,,,,-32.0,14.5,-46.5,,,,,,False,,,,,False,False,False,,,,
05119,2899,3460.0,4755.0,3985.0,,,,,3674.0,3299.8,3718.7,2774.7,5023.9,,,561.0,1856.0,1086.0,,,,,775.0,400.8,819.7,-124.3,2124.9,,,False,False,,,,,False,True,False,True,False,,
05121,194,95.0,,254.0,,,,,117.0,172.7,59.0,,,,,-99.0,,60.0,,,,,-77.0,-21.3,-135.0,,,,,,True,,,,,True,True,False,,,,
05123,321,195.0,,371.0,,,,,425.0,250.9,54.5,12.4,,,,-126.0,,50.0,,,,,104.0,-70.1,-266.5,-308.6,,,,,True,,,,,True,True,False,False,,,
05125,789,600.0,1109.2,664.0,,,,,1121.0,990.5,269.2,966.6,,,,-189.0,320.2,-125.0,,,,,332.0,201.5,-519.8,177.6,,,,False,True,,,,,False,False,False,True,,,
05127,65,15.0,,0.0,,,,,39.0,20.8,9.7,,,,,-50.0,,-65.0,,,,,-26.0,-44.2,-55.3,,,,,,False,,,,,True,True,False,,,,
05129,41,10.0,,0.0,,,,,26.0,20.3,3.4,,,,,-31.0,,-41.0,,,,,-15.0,-20.7,-37.6,,,,,,False,,,,,True,True,False,,,,
05131,1564,1480.0,1097.3,2455.0,,,,,2968.0,1533.5,1295.1,1185.3,,,,-84.0,-466.7,891.0,,,,,1404.0,-30.5,-268.9,-378.7,,,,False,False,,,,,False,True,False,False,,,
05133,268,230.0,,218.0,,,,,417.0,150.2,71.4,34.3,,,,-38.0,,-50.0,,,,,149.0,-117.8,-196.6,-233.7,,,,,False,,,,,False,False,False,False,,,
05135,59,75.0,,0.0,,,,,59.0,137.6,24.3,,,,,16.0,,-59.0,,,,,0.0,78.6,-34.7,,,,,,False,,,,,True,False,False,,,,
05137,124,25.0,,0.0,,,,,38.0,48.6,6.8,,,,,-99.0,,-124.0,,,,,-86.0,-75.4,-117.2,,,,,,False,,,,,True,True,False,,,,
05139,319,160.0,,275.0,,,,,443.0,356.6,52.9,56.3,,,,-159.0,,-44.0,,,,,124.0,37.6,-266.1,-262.7,,,,,True,,,,,True,True,False,False,,,
05141,37,15.0,,0.0,,,,,39.0,20.8,6.1,,,,,-22.0,,-37.0,,,,,2.0,-16.2,-30.9,,,,,,False,,,,,True,True,False,,,,
05143,1538,3015.0,9444.6,5398.0,,,,,3464.0,2396.5,1162.0,943.2,2036.8,,,1477.0,7906.6,3860.0,,,,,1926.0,858.5,-376.0,-594.8,498.8,,,False,False,,,,,False,True,True,True,True,,
05145,280,200.0,190.3,355.0,,,,,761.0,397.4,32.4,372.7,,,,-80.0,-89.7,75.0,,,,,481.0,117.4,-247.6,92.7,,,,False,True,,,,,False,False,False,False,,,
05147,10,25.0,,0.0,,,,,25.0,33.1,7.7,,,,,15.0,,-10.0,,,,,15.0,23.1,-2.3,,,,,,True,,,,,False,False,True,,,,
05149,199,405.0,,0.0,,,,,357.0,337.0,79.8,21.2,,,,206.0,,-199.0,,,,,158.0,138.0,-119.2,-177.8,,,,,True,,,,,True,True,True,True,,,
06001,7583,6925.0,5243.8,14386.0,,,,,6662.0,13657.8,4400.5,7278.8,12989.3,,,-658.0,-2339.2,6803.0,,,,,-921.0,6074.8,-3182.5,-304.2,5406.3,,,False,False,,,,,False,False,False,True,False,,
06003,0,0.0,,0.0,,,,,0.0,1.0,0.1,,,,,0.0,,0.0,,,,,0.0,1.0,0.1,,,,,,True,,,,,True,False,False,,,,
06005,214,55.0,,89.0,,,,,113.0,153.2,14.1,,,,,-159.0,,-125.0,,,,,-101.0,-60.8,-199.9,,,,,,True,,,,,True,True,False,,,,
06007,1060,920.0,887.8,1309.0,,,,,818.0,1733.9,381.5,1293.1,,,,-140.0,-172.2,249.0,,,,,-242.0,673.9,-678.5,233.1,,,,False,False,,,,,False,False,False,False,,,
06009,110,100.0,,269.0,,,,,133.0,180.4,25.7,,,,,-10.0,,159.0,,,,,23.0,70.4,-84.3,,,,,,False,,,,,False,False,False,,,,
06011,249,300.0,,0.0,,,,,200.0,127.0,437.0,186.6,,,,51.0,,-249.0,,,,,-49.0,-122.0,188.0,-62.4,,,,,False,,,,,True,False,False,False,,,
06013,6961,4665.0,6364.7,6235.0,,,,,4878.0,7787.7,3890.1,8641.5,5056.3,,,-2296.0,-596.3,-726.0,,,,,-2083.0,826.7,-3070.9,1680.5,-1904.7,,,True,True,,,,,True,True,False,True,True,,
06015,50,30.0,,0.0,,,,,42.0,84.4,10.1,,,,,-20.0,,-50.0,,,,,-8.0,34.4,-39.9,,,,,,False,,,,,True,False,False,,,,
06017,502,435.0,521.1,529.0,,,,,810.0,769.5,123.7,1210.6,,,,-67.0,19.1,27.0,,,,,308.0,267.5,-378.3,708.6,,,,True,True,,,,,False,False,False,False,,,
06019,12886,10240.0,17568.4,18331.0,,,,,10743.0,8797.4,11063.3,8173.5,6536.2,,,-2646.0,4682.4,5445.0,,,,,-2143.0,-4088.6,-1822.7,-4712.5,-6349.8,,,False,False,,,,,True,False,True,False,False,,
06021,240,250.0,,682.0,,,,,197.0,338.6,108.9,231.2,,,,10.0,,442.0,,,,,-43.0,98.6,-131.1,-8.8,,,,,False,,,,,False,False,False,True,,,
06023,164,80.0,58.0,150.0,,,,,309.0,232.8,18.8,154.7,,,,-84.0,-106.0,-14.0,,,,,145.0,68.8,-145.2,-9.3,,,,False,True,,,,,False,True,False,True,,,
06025,1862,3520.0,3541.7,2422.0,,,,,3491.0,1774.3,1688.6,350.6,3146.8,,,1658.0,1679.7,560.0,,,,,1629.0,-87.7,-173.4,-1511.4,1284.8,,,False,True,,,,,True,True,True,True,True,,
06027,153,15.0,,0.0,,,,,6.0,44.3,4.6,,,,,-138.0,,-153.0,,,,,-147.0,-108.7,-148.4,,,,,,False,,,,,False,True,False,,,,
06029,19930,6945.0,7688.0,24207.0,,,,,9081.0,8254.7,15375.2,4675.4,11269.9,,,-12985.0,-12242.0,4277.0,,,,,-10849.0,-11675.3,-4554.8,-15254.6,-8660.1,,,True,True,,,,,True,True,True,False,True,,
06031,2494,1555.0,1289.7,821.0,,,,,2272.0,2090.4,473.8,594.8,2678.6,,,-939.0,-1204.3,-1673.0,,,,,-222.0,-403.6,-2020.2,-1899.2,184.6,,,False,False,,,,,True,True,False,False,True,,
06033,150,160.0,49.6,183.0,,,,,172.0,411.0,65.8,243.7,,,,10.0,-100.4,33.0,,,,,22.0,261.0,-84.2,93.7,,,,False,False,,,,,False,False,False,False,,,
06035,218,1080.0,,0.0,,,,,156.0,65.1,113.6,223.1,,,,862.0,,-218.0,,,,,-62.0,-152.9,-104.4,5.1,,,,,True,,,,,True,True,True,True,,,
06037,77510,113790.0,85428.6,106138.0,,,,,98907.0,93683.1,104799.0,66649.7,153428.8,,,36280.0,7918.6,28628.0,,,,,21397.0,16173.1,27289.0,-10860.3,75918.8,,,True,True,,,,,True,True,True,True,False,,
06039,2160,1430.0,2033.4,2206.0,,,,,1778.0,2000.9,447.1,1487.8,,,,-730.0,-126.6,46.0,,,,,-382.0,-159.1,-1712.9,-672.2,,,,True,True,,,,,True,True,False,True,,,
06041,1715,3650.0,7444.3,1120.0,,,,,1045.0,2370.3,2539.3,2996.8,3293.4,,,1935.0,5729.3,-595.0,,,,,-670.0,655.3,824.3,1281.8,1578.4,,,False,True,,,,,True,True,True,True,True,,
06043,34,20.0,,0.0,,,,,22.0,83.6,9.2,,,,,-14.0,,-34.0,,,,,-12.0,49.6,-24.8,,,,,,False,,,,,True,False,False,,,,
06045,420,360.0,258.3,921.0,,,,,146.0,827.3,496.1,244.0,,,,-60.0,-161.7,501.0,,,,,-274.0,407.3,76.1,-176.0,,,,False,False,,,,,False,False,False,False,,,
06047,5025,2595.0,3485.1,1196.0,,,,,5779.0,2389.6,585.3,2230.6,1954.2,,,-2430.0,-1539.9,-3829.0,,,,,754.0,-2635.4,-4439.7,-2794.4,-3070.8,,,True,False,,,,,True,False,False,False,False,,
06049,5,0.0,,0.0,,,,,4.0,0.0,,,,,,-5.0,,-5.0,,,,,-1.0,-5.0,,,,,,,False,,,,,True,False,,,,,
06051,86,130.0,,0.0,,,,,9.0,55.0,10.2,,,,,44.0,,-86.0,,,,,-77.0,-31.0,-75.8,,,,,,False,,,,,False,True,False,,,,
06053,3812,3110.0,3889.9,2550.0,,,,,4393.0,3154.9,1667.6,3692.0,2140.8,,,-702.0,77.9,-1262.0,,,,,581.0,-657.1,-2144.4,-120.0,-1671.2,,,True,False,,,,,True,True,False,True,False,,
06055,734,530.0,817.3,295.0,,,,,871.0,993.7,83.1,845.8,,,,-204.0,83.3,-439.0,,,,,137.0,259.7,-650.9,111.8,,,,True,False,,,,,True,False,False,True,,,
06057,202,205.0,111.7,351.0,,,,,305.0,363.4,80.2,456.7,,,,3.0,-90.3,149.0,,,,,103.0,161.4,-121.8,254.7,,,,False,False,,,,,False,False,False,False,,,
06059,16790,25550.0,46337.7,13610.0,,,,,31826.0,24588.8,25249.8,20138.4,5137.3,,,8760.0,29547.7,-3180.0,,,,,15036.0,7798.8,8459.8,3348.4,-11652.7,,,False,True,,,,,False,True,True,True,False,,
06061,1460,1125.0,2462.5,1374.0,,,,,2004.0,1167.7,1685.3,2276.6,5683.2,,,-335.0,1002.5,-86.0,,,,,544.0,-292.3,225.3,816.6,4223.2,,,False,True,,,,,False,True,True,False,False,,
06063,17,30.0,,0.0,,,,,45.0,61.5,3.1,,,,,13.0,,-17.0,,,,,28.0,44.5,-13.9,,,,,,False,,,,,False,False,False,,,,
06065,20787,19650.0,35079.8,4987.0,,,,,32837.0,30397.1,17580.7,13397.7,17713.5,,,-1137.0,14292.8,-15800.0,,,,,12050.0,9610.1,-3206.3,-7389.3,-3073.5,,,False,False,,,,,False,False,False,False,False,,
06067,8554,6770.0,10048.1,4760.0,,,,,8687.0,8347.9,9661.9,9634.1,5859.5,,,-1784.0,1494.1,-3794.0,,,,,133.0,-206.1,1107.9,1080.1,-2694.5,,,True,False,,,,,True,True,True,True,False,,
06069,510,505.0,649.5,595.0,,,,,830.0,114.1,171.8,520.4,,,,-5.0,139.5,85.0,,,,,320.0,-395.9,-338.2,10.4,,,,False,False,,,,,False,False,False,False,,,
06071,21658,23270.0,29265.1,23577.0,,,,,28958.0,27152.9,22574.1,14034.0,35896.5,,,1612.0,7607.1,1919.0,,,,,7300.0,5494.9,916.1,-7624.0,14238.5,,,False,False,,,,,False,False,True,False,False,,
06073,13089,18715.0,25195.1,79559.0,,,,,20604.0,29247.5,14926.2,12019.9,27310.5,,,5626.0,12106.1,66470.0,,,,,7515.0,16158.5,1837.2,-1069.1,14221.5,,,False,False,,,,,False,False,True,True,False,,
06075,3675,3450.0,1320.5,8890.0,,,,,3410.0,2913.5,2102.1,2811.3,2697.5,,,-225.0,-2354.5,5215.0,,,,,-265.0,-761.5,-1572.9,-863.7,-977.5,,,False,False,,,,,False,False,False,False,False,,
06077,8069,7700.0,10844.1,1359.0,,,,,8704.0,7343.9,2767.1,6169.3,7094.5,,,-369.0,2775.1,-6710.0,,,,,635.0,-725.1,-5301.9,-1899.7,-974.5,,,False,False,,,,,False,False,False,False,False,,
06079,1452,1540.0,1565.7,1408.0,,,,,2179.0,2255.0,1113.6,2016.5,,,,88.0,113.7,-44.0,,,,,727.0,803.0,-338.4,564.5,,,,False,True,,,,,False,False,False,False,,,
06081,3070,2580.0,2713.5,3296.0,,,,,2880.0,4669.1,1431.7,4234.8,3414.2,,,-490.0,-356.5,226.0,,,,,-190.0,1599.1,-1638.3,1164.8,344.2,,,True,True,,,,,True,False,False,False,True,,
06083,2894,4140.0,2980.0,4020.0,,,,,3824.0,3647.9,2227.0,2524.8,4001.4,,,1246.0,86.0,1126.0,,,,,930.0,753.9,-667.0,-369.2,1107.4,,,True,True,,,,,True,True,True,True,True,,
06085,8196,6585.0,3831.9,3630.0,,,,,8934.0,3468.6,5908.7,7798.1,4883.5,,,-1611.0,-4364.1,-4566.0,,,,,738.0,-4727.4,-2287.3,-397.9,-3312.5,,,False,False,,,,,True,False,False,True,False,,
06087,845,1020.0,788.4,4470.0,,,,,1415.0,1029.4,1132.4,1435.9,,,,175.0,-56.6,3625.0,,,,,570.0,184.4,287.4,590.9,,,,True,False,,,,,False,False,False,False,,,
06089,304,200.0,378.5,197.0,,,,,513.0,794.8,303.8,507.2,,,,-104.0,74.5,-107.0,,,,,209.0,490.8,-0.2,203.2,,,,True,False,,,,,False,False,True,False,,,
06091,5,0.0,,0.0,,,,,0.0,9.0,0.0,,,,,-5.0,,-5.0,,,,,-5.0,4.0,-5.0,,,,,,False,,,,,False,True,True,,,,
06093,79,15.0,,0.0,,,,,12.0,139.4,14.5,,,,,-64.0,,-79.0,,,,,-67.0,60.4,-64.5,,,,,,False,,,,,False,True,False,,,,
06095,2494,2395.0,5128.8,775.0,,,,,2298.0,3091.4,1250.4,3241.0,1644.5,,,-99.0,2634.8,-1719.0,,,,,-196.0,597.4,-1243.6,747.0,-849.5,,,False,False,,,,,False,False,False,False,False,,
06097,2999,2090.0,2843.8,1331.0,,,,,2293.0,4793.3,1657.9,3243.1,3716.0,,,-909.0,-155.2,-1668.0,,,,,-706.0,1794.3,-1341.1,244.1,717.0,,,True,False,,,,,True,False,False,True,True,,
06099,7205,7220.0,9394.2,2470.0,,,,,9610.0,7254.4,4645.9,4644.7,18967.2,,,15.0,2189.2,-4735.0,,,,,2405.0,49.4,-2559.1,-2560.3,11762.2,,,False,False,,,,,False,False,False,False,False,,
06101,732,595.0,826.9,342.0,,,,,609.0,952.1,428.6,887.1,,,,-137.0,94.9,-390.0,,,,,-123.0,220.1,-303.4,155.1,,,,True,False,,,,,True,False,False,False,,,
06103,223,150.0,202.4,302.0,,,,,191.0,475.3,52.4,223.5,,,,-73.0,-20.6,79.0,,,,,-32.0,252.3,-170.6,0.5,,,,True,False,,,,,True,False,False,True,,,
06105,6,0.0,,0.0,,,,,0.0,16.9,0.0,,,,,-6.0,,-6.0,,,,,-6.0,10.9,-6.0,,,,,,False,,,,,False,False,True,,,,
06107,6434,5025.0,6438.7,2158.0,,,,,4609.0,4492.4,1543.7,2933.5,5882.7,,,-1409.0,4.7,-4276.0,,,,,-1825.0,-1941.6,-4890.3,-3500.5,-551.3,,,True,False,,,,,False,False,False,False,True,,
06109,87,105.0,0.0,0.0,,,,,114.0,313.3,40.3,,,,,18.0,-87.0,-87.0,,,,,27.0,226.3,-46.7,,,,,False,False,,,,,False,False,False,,,,
06111,4673,4730.0,7309.4,13318.0,,,,,6789.0,5678.8,3028.2,5436.1,4310.2,,,57.0,2636.4,8645.0,,,,,2116.0,1005.8,-1644.8,763.1,-362.8,,,False,False,,,,,False,False,False,False,False,,
06113,1083,1310.0,1427.1,494.0,,,,,1109.0,1712.3,1398.8,1537.9,1116.2,,,227.0,344.1,-589.0,,,,,26.0,629.3,315.8,454.9,33.2,,,False,False,,,,,True,False,False,False,True,,
06115,592,360.0,455.4,310.0,,,,,513.0,489.7,222.1,344.0,,,,-232.0,-136.6,-282.0,,,,,-79.0,-102.3,-369.9,-248.0,,,,True,False,,,,,True,True,False,False,,,
08001,2074,1695.0,1187.2,1173.0,,,,,1789.0,2602.3,682.7,1292.2,3502.7,,,-379.0,-886.8,-901.0,,,,,-285.0,528.3,-1391.3,-781.8,1428.7,,,False,False,,,,,True,False,False,False,False,,
08003,29,15.0,,0.0,,,,,87.0,128.9,0.7,0.5,,,,-14.0,,-29.0,,,,,58.0,99.9,-28.3,-28.5,,,,,False,,,,,False,False,False,False,,,
08005,1801,1815.0,623.4,3645.0,,,,,1750.0,1797.4,1266.8,624.2,2521.3,,,14.0,-1177.6,1844.0,,,,,-51.0,-3.6,-534.2,-1176.8,720.3,,,False,False,,,,,False,True,False,False,False,,
08007,28,30.0,,0.0,,,,,13.0,17.5,0.8,,,,,2.0,,-28.0,,,,,-15.0,-10.5,-27.2,,,,,,False,,,,,False,False,False,,,,
08009,1,0.0,,0.0,,,,,5.0,0.3,0.6,,,,,-1.0,,-1.0,,,,,4.0,-0.7,-0.4,,,,,,False,,,,,False,True,True,,,,
08011,6,5.0,,0.0,,,,,1.0,19.9,0.3,,,,,-1.0,,-6.0,,,,,-5.0,13.9,-5.7,,,,,,False,,,,,False,False,False,,,,
08013,587,575.0,576.4,1039.0,,,,,710.0,1151.9,426.8,488.0,696.8,,,-12.0,-10.6,452.0,,,,,123.0,564.9,-160.2,-99.0,109.8,,,True,False,,,,,False,False,False,False,False,,
08014,153,85.0,76.5,77.0,,,,,226.0,198.8,21.6,,69.4,,,-68.0,-76.5,-76.0,,,,,73.0,45.8,-131.4,,-83.6,,,False,False,,,,,False,True,False,,False,,
08015,102,585.0,,60.0,,,,,42.0,14.6,528.7,32.3,,,,483.0,,-42.0,,,,,-60.0,-87.4,426.7,-69.7,,,,,True,,,,,True,True,True,True,,,
08017,4,10.0,,0.0,,,,,0.0,8.4,0.3,,,,,6.0,,-4.0,,,,,-4.0,4.4,-3.7,,,,,,True,,,,,True,True,True,,,,
08019,11,10.0,,0.0,,,,,20.0,2.2,1.3,,,,,-1.0,,-11.0,,,,,9.0,-8.8,-9.7,,,,,,False,,,,,False,False,False,,,,
08021,12,10.0,,0.0,,,,,22.0,47.1,4.9,,,,,-2.0,,-12.0,,,,,10.0,35.1,-7.1,,,,,,False,,,,,False,False,False,,,,
08023,4,0.0,,0.0,,,,,9.0,6.0,2.4,,,,,-4.0,,-4.0,,,,,5.0,2.0,-1.6,,,,,,False,,,,,False,True,True,,,,
08025,2,5.0,,0.0,,,,,21.0,5.8,7.8,,,,,3.0,,-2.0,,,,,19.0,3.8,5.8,,,,,,True,,,,,False,False,False,,,,
08027,5,25.0,,0.0,,,,,0.0,22.6,0.3,,,,,20.0,,-5.0,,,,,-5.0,17.6,-4.7,,,,,,True,,,,,True,True,True,,,,
08029,55,15.0,,3.0,,,,,47.0,101.0,11.3,,,,,-40.0,,-52.0,,,,,-8.0,46.0,-43.7,,,,,,False,,,,,True,False,False,,,,
08031,2522,2440.0,1473.9,2119.0,,,,,2747.0,2677.1,1958.3,759.5,2855.2,,,-82.0,-1048.1,-403.0,,,,,225.0,155.1,-563.7,-1762.5,333.2,,,False,False,,,,,False,False,False,False,False,,
08033,1,10.0,,0.0,,,,,0.0,26.5,,,,,,9.0,,-1.0,,,,,-1.0,25.5,,,,,,,True,,,,,True,False,,,,,
08035,584,880.0,208.3,1552.0,,,,,593.0,871.5,884.7,2054.6,1437.1,,,296.0,-375.7,968.0,,,,,9.0,287.5,300.7,1470.6,853.1,,,False,False,,,,,True,True,False,False,False,,
08037,333,350.0,10.8,821.0,,,,,282.0,104.7,218.2,126.2,439.3,,,17.0,-322.2,488.0,,,,,-51.0,-228.3,-114.8,-206.8,106.3,,,False,False,,,,,False,False,False,False,False,,
08039,49,30.0,,0.0,,,,,25.0,41.4,7.5,,,,,-19.0,,-49.0,,,,,-24.0,-7.6,-41.5,,,,,,False,,,,,False,True,False,,,,
08041,2218,2385.0,978.3,3757.0,,,,,1861.0,3312.7,2423.5,2827.2,2892.1,,,167.0,-1239.7,1539.0,,,,,-357.0,1094.7,205.5,609.2,674.1,,,False,False,,,,,False,False,False,False,False,,
08043,74,145.0,,239.0,,,,,120.0,178.9,15.0,,,,,71.0,,165.0,,,,,46.0,104.9,-59.0,,,,,,False,,,,,True,False,True,,,,
08045,309,510.0,340.7,1103.0,,,,,189.0,370.7,532.5,425.1,,,,201.0,31.7,794.0,,,,,-120.0,61.7,223.5,116.1,,,,True,False,,,,,True,True,False,True,,,
08047,5,20.0,,0.0,,,,,15.0,17.4,0.9,,,,,15.0,,-5.0,,,,,10.0,12.4,-4.1,,,,,,True,,,,,True,True,True,,,,
08049,22,40.0,,0.0,,,,,36.0,51.4,2.0,,,,,18.0,,-22.0,,,,,14.0,29.4,-20.0,,,,,,False,,,,,True,False,False,,,,
08051,87,35.0,,0.0,,,,,32.0,24.3,4.5,0.2,,,,-52.0,,-87.0,,,,,-55.0,-62.7,-82.5,-86.8,,,,,False,,,,,False,False,False,False,,,
08053,0,0.0,,0.0,,,,,0.0,0.1,0.1,,,,,0.0,,0.0,,,,,0.0,0.1,0.1,,,,,,True,,,,,True,False,False,,,,
08055,3,5.0,,0.0,,,,,5.0,12.8,0.2,,,,,2.0,,-3.0,,,,,2.0,9.8,-2.8,,,,,,False,,,,,False,False,False,,,,
08057,1,5.0,,0.0,,,,,2.0,23.1,,,,,,4.0,,-1.0,,,,,1.0,22.1,,,,,,,True,,,,,True,False,,,,,
08059,1310,1225.0,628.0,1559.0,,,,,1299.0,2153.7,707.8,1479.8,2168.5,,,-85.0,-682.0,249.0,,,,,-11.0,843.7,-602.2,169.8,858.5,,,False,False,,,,,True,False,False,False,False,,
08061,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
08063,34,0.0,,0.0,,,,,4.0,8.5,3.5,,,,,-34.0,,-34.0,,,,,-30.0,-25.5,-30.5,,,,,,False,,,,,True,True,True,,,,
08065,22,30.0,,0.0,,,,,29.0,40.8,15.6,,,,,8.0,,-22.0,,,,,7.0,18.8,-6.4,,,,,,False,,,,,True,False,True,,,,
