,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29145,372,440.0,794.7,453.0,,,,,578.0,396.6,118.8,389.5,,,53.6,68.0,422.7,81.0,,,,,206.0,24.6,-253.2,17.5,,,-318.4,False,False,,,,,False,True,False,True,,,False
29147,232,15.0,,0.0,,,,,55.0,92.3,14.3,,,,0.0,-217.0,,-232.0,,,,,-177.0,-139.7,-217.7,,,,-232.0,,False,,,,,True,True,False,,,,False
29149,19,5.0,,0.0,,,,,39.0,7.5,4.8,,,,3.1,-14.0,,-19.0,,,,,20.0,-11.5,-14.2,,,,-15.9,,False,,,,,False,True,False,,,,False
29151,58,20.0,,0.0,,,,,25.0,27.9,4.3,,,,406.6,-38.0,,-58.0,,,,,-33.0,-30.1,-53.7,,,,348.6,,False,,,,,True,True,False,,,,False
29153,16,0.0,,0.0,,,,,14.0,8.6,,,,,0.0,-16.0,,-16.0,,,,,-2.0,-7.4,,,,,-16.0,,False,,,,,True,True,,,,,False
29155,134,220.0,,158.0,,,,,148.0,90.5,38.1,33.1,,,365.5,86.0,,24.0,,,,,14.0,-43.5,-95.9,-100.9,,,231.5,,True,,,,,True,True,False,False,,,False
29157,108,40.0,,9.0,,,,,62.0,93.1,4.7,99.4,,,2.7,-68.0,,-99.0,,,,,-46.0,-14.9,-103.3,-8.6,,,-105.3,,False,,,,,True,True,False,True,,,False
29159,541,250.0,,537.0,,,,,164.0,293.6,205.9,219.6,,,776.1,-291.0,,-4.0,,,,,-377.0,-247.4,-335.1,-321.4,,,235.1,,True,,,,,False,True,False,False,,,True
29161,98,0.0,,20.0,,,,,163.0,39.8,70.6,,,,0.1,-98.0,,-78.0,,,,,65.0,-58.2,-27.4,,,,-97.9,,True,,,,,True,True,True,,,,True
29163,101,30.0,,20.0,,,,,36.0,65.0,27.1,,,,3.5,-71.0,,-81.0,,,,,-65.0,-36.0,-73.9,,,,-97.5,,False,,,,,True,True,False,,,,False
29165,243,230.0,148.4,981.0,,,,,261.0,434.4,263.7,366.8,,,758.7,-13.0,-94.6,738.0,,,,,18.0,191.4,20.7,123.8,,,515.7,False,False,,,,,False,False,False,False,,,False
29167,205,175.0,,436.0,,,,,92.0,92.5,152.5,,,,1482.0,-30.0,,231.0,,,,,-113.0,-112.5,-52.5,,,,1277.0,,False,,,,,False,False,False,,,,False
29169,174,75.0,159.7,194.0,,,,,238.0,114.9,13.7,72.5,,,2273.3,-99.0,-14.3,20.0,,,,,64.0,-59.1,-160.3,-101.5,,,2099.3,True,True,,,,,True,True,False,False,,,False
29171,14,5.0,,0.0,,,,,0.0,11.8,,,,,228.6,-9.0,,-14.0,,,,,-14.0,-2.2,,,,,214.6,,False,,,,,False,True,,,,,False
29173,74,0.0,,0.0,,,,,6.0,2.7,4.2,,,,0.0,-74.0,,-74.0,,,,,-68.0,-71.3,-69.8,,,,-74.0,,False,,,,,True,True,True,,,,False
29175,81,20.0,,0.0,,,,,46.0,19.9,5.2,,,,0.8,-61.0,,-81.0,,,,,-35.0,-61.1,-75.8,,,,-80.2,,False,,,,,True,False,False,,,,False
29177,85,35.0,,53.0,,,,,48.0,61.1,11.2,,,,656.5,-50.0,,-32.0,,,,,-37.0,-23.9,-73.8,,,,571.5,,True,,,,,True,True,False,,,,False
29179,9,20.0,,0.0,,,,,10.0,20.9,1.8,,,,0.0,11.0,,-9.0,,,,,1.0,11.9,-7.2,,,,-9.0,,True,,,,,True,False,True,,,,True
29181,57,20.0,,0.0,,,,,45.0,40.2,23.3,,,,498.4,-37.0,,-57.0,,,,,-12.0,-16.8,-33.7,,,,441.4,,False,,,,,True,True,True,,,,False
29183,3486,1790.0,725.8,7666.0,,,,,1262.0,2097.9,1847.6,2029.9,1626.8,,10682.5,-1696.0,-2760.2,4180.0,,,,,-2224.0,-1388.1,-1638.4,-1456.1,-1859.2,,7196.5,False,False,,,,,False,True,True,True,False,,False
29185,19,25.0,,0.0,,,,,10.0,29.6,1.5,,,,449.3,6.0,,-19.0,,,,,-9.0,10.6,-17.5,,,,430.3,,False,,,,,False,False,False,,,,False
29186,66,15.0,,0.0,,,,,35.0,47.9,17.6,,,,109.8,-51.0,,-66.0,,,,,-31.0,-18.1,-48.4,,,,43.8,,False,,,,,True,True,True,,,,True
29187,595,115.0,306.6,67.0,,,,,248.0,255.3,40.2,127.5,,,774.7,-480.0,-288.4,-528.0,,,,,-347.0,-339.7,-554.8,-467.5,,,179.7,True,False,,,,,True,True,False,True,,,True
29189,8859,5505.0,1629.3,6426.0,,,,,4547.0,7391.6,4738.2,4470.6,5566.0,,4459.0,-3354.0,-7229.7,-2433.0,,,,,-4312.0,-1467.4,-4120.8,-4388.4,-3293.0,,-4400.0,False,True,,,,,False,True,False,False,True,,False
29195,174,170.0,,455.0,,,,,92.0,96.6,46.9,8.1,,,673.1,-4.0,,281.0,,,,,-82.0,-77.4,-127.1,-165.9,,,499.1,,False,,,,,False,False,False,False,,,False
29197,9,0.0,,0.0,,,,,0.0,8.0,3.3,,,,0.0,-9.0,,-9.0,,,,,-9.0,-1.0,-5.7,,,,-9.0,,False,,,,,False,True,True,,,,False
29199,10,0.0,,0.0,,,,,3.0,3.5,1.8,,,,0.0,-10.0,,-10.0,,,,,-7.0,-6.5,-8.2,,,,-10.0,,False,,,,,True,True,True,,,,False
29201,304,180.0,,401.0,,,,,198.0,231.0,29.6,153.3,,,31.7,-124.0,,97.0,,,,,-106.0,-73.0,-274.4,-150.7,,,-272.3,,True,,,,,True,True,False,False,,,False
29203,17,15.0,,0.0,,,,,19.0,54.9,25.3,,,,5.1,-2.0,,-17.0,,,,,2.0,37.9,8.3,,,,-11.9,,False,,,,,False,False,False,,,,False
29205,39,5.0,,0.0,,,,,1.0,9.9,4.1,,,,3.2,-34.0,,-39.0,,,,,-38.0,-29.1,-34.9,,,,-35.8,,False,,,,,False,True,False,,,,False
29207,90,75.0,,132.0,,,,,164.0,181.4,15.3,52.0,,,671.3,-15.0,,42.0,,,,,74.0,91.4,-74.7,-38.0,,,581.3,,False,,,,,False,False,False,False,,,False
29209,200,75.0,,24.0,,,,,75.0,114.4,43.4,,,,44.4,-125.0,,-176.0,,,,,-125.0,-85.6,-156.6,,,,-155.6,,False,,,,,False,True,False,,,,False
29211,38,25.0,,0.0,,,,,26.0,32.3,0.7,12.2,,,3.0,-13.0,,-38.0,,,,,-12.0,-5.7,-37.3,-25.8,,,-35.0,,False,,,,,True,True,False,False,,,False
29213,680,215.0,0.0,556.0,,,,,252.0,210.1,363.7,423.0,,,1397.3,-465.0,-680.0,-124.0,,,,,-428.0,-469.9,-316.3,-257.0,,,717.3,False,True,,,,,True,False,True,True,,,False
29215,64,25.0,,0.0,,,,,104.0,75.4,12.9,,,,4.5,-39.0,,-64.0,,,,,40.0,11.4,-51.1,,,,-59.5,,False,,,,,False,True,False,,,,False
29217,33,40.0,,0.0,,,,,49.0,120.6,36.3,,,,76.0,7.0,,-33.0,,,,,16.0,87.6,3.3,,,,43.0,,False,,,,,False,False,True,,,,False
29219,209,105.0,,300.0,,,,,76.0,184.5,82.8,,,,1418.9,-104.0,,91.0,,,,,-133.0,-24.5,-126.2,,,,1209.9,,True,,,,,False,True,False,,,,False
29221,146,65.0,,60.0,,,,,79.0,112.2,21.3,,,,49.0,-81.0,,-86.0,,,,,-67.0,-33.8,-124.7,,,,-97.0,,False,,,,,True,True,False,,,,False
29223,66,0.0,,0.0,,,,,24.0,8.4,,,,,0.0,-66.0,,-66.0,,,,,-42.0,-57.6,,,,,-66.0,,False,,,,,True,True,,,,,False
29225,98,115.0,,397.0,,,,,125.0,194.9,93.0,,,,1620.4,17.0,,299.0,,,,,27.0,96.9,-5.0,,,,1522.4,,False,,,,,False,False,True,,,,False
29227,6,0.0,,0.0,,,,,0.0,1.4,0.3,,,,0.0,-6.0,,-6.0,,,,,-6.0,-4.6,-5.7,,,,-6.0,,False,,,,,False,True,True,,,,False
29229,29,80.0,,0.0,,,,,63.0,44.7,,,,,156.9,51.0,,-29.0,,,,,34.0,15.7,,,,,127.9,,True,,,,,True,True,,,,,False
29510,2522,2115.0,306.2,5061.0,,,,,1902.0,1874.0,1779.0,755.2,1889.5,,3860.3,-407.0,-2215.8,2539.0,,,,,-620.0,-648.0,-743.0,-1766.8,-632.5,,1338.3,False,False,,,,,False,False,False,False,False,,False
30001,66,30.0,,0.0,,,,,5.0,28.1,2.7,,,,459.1,-36.0,,-66.0,,,,,-61.0,-37.9,-63.3,,,,393.1,,False,,,,,False,False,False,,,,False
30003,447,135.0,,0.0,,,,,40.0,124.0,99.0,15.6,,,269.2,-312.0,,-447.0,,,,,-407.0,-323.0,-348.0,-431.4,,,-177.8,,False,,,,,False,False,False,False,,,True
30005,12,20.0,,0.0,,,,,10.0,43.7,,,,,316.9,8.0,,-12.0,,,,,-2.0,31.7,,,,,304.9,,False,,,,,True,False,,,,,False
30007,5,10.0,,0.0,,,,,10.0,1.4,4.1,,,,0.1,5.0,,-5.0,,,,,5.0,-3.6,-0.9,,,,-4.9,,False,,,,,False,True,True,,,,True
30009,41,45.0,,0.0,,,,,31.0,76.6,45.3,,,,36.2,4.0,,-41.0,,,,,-10.0,35.6,4.3,,,,-4.8,,False,,,,,False,False,False,,,,False
30011,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
30013,128,110.0,0.0,157.0,,,,,601.0,136.1,122.9,,,,741.4,-18.0,-128.0,29.0,,,,,473.0,8.1,-5.1,,,,613.4,False,False,,,,,False,True,True,,,,False
30015,10,0.0,,0.0,,,,,11.0,0.0,,,,,,-10.0,,-10.0,,,,,1.0,-10.0,,,,,,,False,,,,,True,False,,,,,
30017,22,15.0,,0.0,,,,,14.0,18.1,,,,,57.2,-7.0,,-22.0,,,,,-8.0,-3.9,,,,,35.2,,False,,,,,False,True,,,,,False
30019,3,0.0,,0.0,,,,,15.0,0.0,,,,,,-3.0,,-3.0,,,,,12.0,-3.0,,,,,,,False,,,,,False,False,,,,,
30021,25,0.0,,0.0,,,,,10.0,6.7,,,,,0.0,-25.0,,-25.0,,,,,-15.0,-18.3,,,,,-25.0,,False,,,,,True,True,,,,,False
30023,24,10.0,,0.0,,,,,19.0,13.3,2.1,,,,23.0,-14.0,,-24.0,,,,,-5.0,-10.7,-21.9,,,,-1.0,,False,,,,,True,True,False,,,,True
30025,1,5.0,,0.0,,,,,9.0,5.6,,,,,0.0,4.0,,-1.0,,,,,8.0,4.6,,,,,-1.0,,True,,,,,False,False,,,,,True
30027,21,10.0,,0.0,,,,,65.0,10.2,,,,,10.4,-11.0,,-21.0,,,,,44.0,-10.8,,,,,-10.6,,False,,,,,False,True,,,,,True
30029,357,225.0,0.5,0.0,,,,,668.0,179.4,563.1,141.9,,,4585.3,-132.0,-356.5,-357.0,,,,,311.0,-177.6,206.1,-215.1,,,4228.3,False,False,,,,,False,False,False,False,,,False
30031,450,795.0,247.8,2896.0,,,,,386.0,373.3,1536.5,559.7,,,982.1,345.0,-202.2,2446.0,,,,,-64.0,-76.7,1086.5,109.7,,,532.1,True,False,,,,,True,True,False,True,,,False
30033,2,50.0,,0.0,,,,,0.0,30.8,,,,,16.3,48.0,,-2.0,,,,,-2.0,28.8,,,,,14.3,,True,,,,,True,True,,,,,True
30035,71,30.0,,0.0,,,,,66.0,50.1,40.5,,,,15.6,-41.0,,-71.0,,,,,-5.0,-20.9,-30.5,,,,-55.4,,False,,,,,True,True,True,,,,False
30037,0,0.0,,0.0,,,,,0.0,0.5,0.3,,,,0.0,0.0,,0.0,,,,,0.0,0.5,0.3,,,,0.0,,True,,,,,True,False,False,,,,True
30039,12,0.0,,0.0,,,,,0.0,10.6,,,,,0.3,-12.0,,-12.0,,,,,-12.0,-1.4,,,,,-11.7,,False,,,,,False,True,,,,,True
30041,23,105.0,,0.0,,,,,82.0,75.0,23.6,,,,775.1,82.0,,-23.0,,,,,59.0,52.0,0.6,,,,752.1,,True,,,,,True,True,True,,,,False
30043,20,40.0,,0.0,,,,,15.0,23.6,2.6,,,,2.6,20.0,,-20.0,,,,,-5.0,3.6,-17.4,,,,-17.4,,False,,,,,True,True,True,,,,True
30045,3,0.0,,0.0,,,,,2.0,0.0,,,,,,-3.0,,-3.0,,,,,-1.0,-3.0,,,,,,,False,,,,,True,False,,,,,
30047,96,260.0,,0.0,,,,,200.0,224.8,112.7,5.7,,,31.9,164.0,,-96.0,,,,,104.0,128.8,16.7,-90.3,,,-64.1,,True,,,,,True,True,True,True,,,True
30049,115,160.0,0.0,0.0,,,,,248.0,190.5,105.2,,,,928.8,45.0,-115.0,-115.0,,,,,133.0,75.5,-9.8,,,,813.8,False,False,,,,,False,False,True,,,,False
30051,0,0.0,,0.0,,,,,3.0,3.8,0.1,,,,0.0,0.0,,0.0,,,,,3.0,3.8,0.1,,,,0.0,,True,,,,,False,False,False,,,,True
30053,36,155.0,,0.0,,,,,22.0,30.0,18.5,,,,16.4,119.0,,-36.0,,,,,-14.0,-6.0,-17.5,,,,-19.6,,True,,,,,True,True,True,,,,True
30055,5,0.0,,0.0,,,,,0.0,0.0,,,,,,-5.0,,-5.0,,,,,-5.0,-5.0,,,,,,,False,,,,,False,False,,,,,
30057,51,75.0,,0.0,,,,,10.0,7.7,16.3,,,,203.1,24.0,,-51.0,,,,,-41.0,-43.3,-34.7,,,,152.1,,False,,,,,False,False,False,,,,False
30059,0,0.0,,0.0,,,,,5.0,12.1,0.3,,,,0.0,0.0,,0.0,,,,,5.0,12.1,0.3,,,,0.0,,True,,,,,False,False,False,,,,True
30061,2,0.0,,0.0,,,,,8.0,0.0,,,,,,-2.0,,-2.0,,,,,6.0,-2.0,,,,,,,False,,,,,False,False,,,,,
30063,244,185.0,179.7,518.0,,,,,706.0,256.6,103.1,115.4,,,4794.5,-59.0,-64.3,274.0,,,,,462.0,12.6,-140.9,-128.6,,,4550.5,False,False,,,,,False,True,False,False,,,False
30065,5,0.0,,0.0,,,,,19.0,4.2,0.1,,,,0.0,-5.0,,-5.0,,,,,14.0,-0.8,-4.9,,,,-5.0,,False,,,,,False,True,True,,,,False
30067,35,70.0,,0.0,,,,,44.0,52.1,15.1,,,,342.8,35.0,,-35.0,,,,,9.0,17.1,-19.9,,,,307.8,,False,,,,,True,True,True,,,,False
30069,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
30071,107,0.0,,0.0,,,,,3.0,0.0,,,,,,-107.0,,-107.0,,,,,-104.0,-107.0,,,,,,,False,,,,,True,False,,,,,
30073,10,15.0,,0.0,,,,,10.0,26.3,0.7,,,,18.5,5.0,,-10.0,,,,,0.0,16.3,-9.3,,,,8.5,,False,,,,,True,False,False,,,,False
30075,1,0.0,,0.0,,,,,0.0,0.0,,,,,,-1.0,,-1.0,,,,,-1.0,-1.0,,,,,,,False,,,,,False,False,,,,,
30077,2,0.0,,0.0,,,,,8.0,0.0,,,,,,-2.0,,-2.0,,,,,6.0,-2.0,,,,,,,False,,,,,False,False,,,,,
30079,1,0.0,,0.0,,,,,0.0,0.0,,,,,,-1.0,,-1.0,,,,,-1.0,-1.0,,,,,,,False,,,,,False,False,,,,,
30081,42,40.0,,0.0,,,,,104.0,130.5,84.6,,,,36.4,-2.0,,-42.0,,,,,62.0,88.5,42.6,,,,-5.6,,False,,,,,False,False,False,,,,False
30083,20,30.0,,0.0,,,,,19.0,35.8,39.1,,,,2.3,10.0,,-20.0,,,,,-1.0,15.8,19.1,,,,-17.7,,False,,,,,True,False,False,,,,False
30085,34,0.0,,0.0,,,,,4.0,1.1,1.7,,,,0.0,-34.0,,-34.0,,,,,-30.0,-33.0,-32.3,,,,-34.0,,False,,,,,True,True,True,,,,True
30087,118,20.0,,0.0,,,,,9.0,21.6,9.9,,,,1.2,-98.0,,-118.0,,,,,-109.0,-96.4,-108.1,,,,-116.8,,False,,,,,False,True,False,,,,False
30089,24,20.0,,0.0,,,,,58.0,77.9,,,,,430.6,-4.0,,-24.0,,,,,34.0,53.9,,,,,406.6,,False,,,,,False,False,,,,,False
30091,3,5.0,,0.0,,,,,0.0,21.5,,,,,2.3,2.0,,-3.0,,,,,-3.0,18.5,,,,,-0.7,,False,,,,,False,False,,,,,True
30093,81,30.0,,24.0,,,,,101.0,28.3,19.3,,,,928.1,-51.0,,-57.0,,,,,20.0,-52.7,-61.7,,,,847.1,,False,,,,,True,False,False,,,,False
30095,20,20.0,,0.0,,,,,38.0,23.4,8.3,,,,67.0,0.0,,-20.0,,,,,18.0,3.4,-11.7,,,,47.0,,False,,,,,False,False,False,,,,False
30097,6,10.0,,0.0,,,,,11.0,27.1,,,,,165.3,4.0,,-6.0,,,,,5.0,21.1,,,,,159.3,,False,,,,,False,False,,,,,False
30099,1,5.0,,0.0,,,,,15.0,23.6,,,,,0.2,4.0,,-1.0,,,,,14.0,22.6,,,,,-0.8,,True,,,,,False,False,,,,,True
30101,17,0.0,,0.0,,,,,16.0,1.3,10.7,,,,0.0,-17.0,,-17.0,,,,,-1.0,-15.7,-6.3,,,,-17.0,,False,,,,,True,True,True,,,,False
30103,1,0.0,,0.0,,,,,0.0,3.5,,,,,0.0,-1.0,,-1.0,,,,,-1.0,2.5,,,,,-1.0,,False,,,,,False,False,,,,,False
30105,33,0.0,,0.0,,,,,2.0,10.3,,,,,0.0,-33.0,,-33.0,,,,,-31.0,-22.7,,,,,-33.0,,False,,,,,True,True,,,,,False
30107,1,0.0,,0.0,,,,,14.0,6.2,0.1,,,,0.0,-1.0,,-1.0,,,,,13.0,5.2,-0.9,,,,-1.0,,False,,,,,False,False,True,,,,True
30109,4,5.0,,0.0,,,,,0.0,6.7,,,,,0.0,1.0,,-4.0,,,,,-4.0,2.7,,,,,-4.0,,False,,,,,False,False,,,,,False
30111,1091,1235.0,1069.0,1800.0,,,,,1539.0,1978.6,1626.0,819.3,568.8,,691.3,144.0,-22.0,709.0,,,,,448.0,887.6,535.0,-271.7,-522.2,,-399.7,True,False,,,,,False,False,False,False,False,,False
31001,65,20.0,,34.0,,,,,66.0,128.9,0.5,15.6,,,1.3,-45.0,,-31.0,,,,,1.0,63.9,-64.5,-49.4,,,-63.7,,True,,,,,True,False,False,False,,,False
31003,8,20.0,,0.0,,,,,10.0,20.6,0.2,,,,0.5,12.0,,-8.0,,,,,2.0,12.6,-7.8,,,,-7.5,,True,,,,,True,False,True,,,,True
31005,1,0.0,,0.0,,,,,0.0,0.0,,,,,,-1.0,,-1.0,,,,,-1.0,-1.0,,,,,,,False,,,,,False,False,,,,,
31007,2,0.0,,0.0,,,,,0.0,3.6,,,,,0.0,-2.0,,-2.0,,,,,-2.0,1.6,,,,,-2.0,,False,,,,,False,True,,,,,True
31009,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
31011,10,0.0,,0.0,,,,,5.0,5.4,0.1,,,,0.0,-10.0,,-10.0,,,,,-5.0,-4.6,-9.9,,,,-10.0,,False,,,,,True,True,True,,,,False
31013,15,0.0,,0.0,,,,,19.0,12.1,0.1,,,,0.0,-15.0,,-15.0,,,,,4.0,-2.9,-14.9,,,,-15.0,,False,,,,,True,True,True,,,,True
31015,9,0.0,,0.0,,,,,0.0,7.1,0.0,,,,0.0,-9.0,,-9.0,,,,,-9.0,-1.9,-9.0,,,,-9.0,,False,,,,,False,True,True,,,,False
31017,2,0.0,,0.0,,,,,0.0,0.0,,,,,,-2.0,,-2.0,,,,,-2.0,-2.0,,,,,,,False,,,,,False,False,,,,,
31019,336,120.0,,165.0,,,,,68.0,251.8,21.3,40.4,,,20.6,-216.0,,-171.0,,,,,-268.0,-84.2,-314.7,-295.6,,,-315.4,,True,,,,,False,True,False,False,,,False
31021,41,15.0,,0.0,,,,,24.0,19.6,0.6,,,,7.0,-26.0,,-41.0,,,,,-17.0,-21.4,-40.4,,,,-34.0,,False,,,,,True,True,False,,,,False
31023,22,5.0,,0.0,,,,,15.0,23.6,2.2,,,,0.0,-17.0,,-22.0,,,,,-7.0,1.6,-19.8,,,,-22.0,,False,,,,,True,True,False,,,,False
31025,126,125.0,,201.0,,,,,65.0,198.3,30.0,119.9,,,31.1,-1.0,,75.0,,,,,-61.0,72.3,-96.0,-6.1,,,-94.9,,False,,,,,False,False,False,False,,,False
31027,21,0.0,,0.0,,,,,20.0,17.3,0.7,,,,0.0,-21.0,,-21.0,,,,,-1.0,-3.7,-20.3,,,,-21.0,,False,,,,,True,True,True,,,,True
31029,10,0.0,,0.0,,,,,0.0,6.8,0.0,,,,0.0,-10.0,,-10.0,,,,,-10.0,-3.2,-10.0,,,,-10.0,,False,,,,,False,True,True,,,,False
31031,3,0.0,,0.0,,,,,0.0,9.9,0.0,,,,0.0,-3.0,,-3.0,,,,,-3.0,6.9,-3.0,,,,-3.0,,False,,,,,False,False,True,,,,True
31033,7,10.0,,0.0,,,,,5.0,37.1,0.6,,,,0.5,3.0,,-7.0,,,,,-2.0,30.1,-6.4,,,,-6.5,,False,,,,,True,False,False,,,,False
31035,19,30.0,,0.0,,,,,5.0,21.4,2.1,,,,3.9,11.0,,-19.0,,,,,-14.0,2.4,-16.9,,,,-15.1,,False,,,,,False,True,False,,,,False
31037,33,20.0,,28.0,,,,,91.0,55.4,3.9,4.9,,,0.0,-13.0,,-5.0,,,,,58.0,22.4,-29.1,-28.1,,,-33.0,,True,,,,,False,False,False,False,,,False
31039,33,10.0,,0.0,,,,,30.0,22.1,1.0,,,,264.4,-23.0,,-33.0,,,,,-3.0,-10.9,-32.0,,,,231.4,,False,,,,,True,True,False,,,,False
31041,27,0.0,,0.0,,,,,4.0,8.5,0.8,,,,0.0,-27.0,,-27.0,,,,,-23.0,-18.5,-26.2,,,,-27.0,,False,,,,,True,True,True,,,,False
31043,92,415.0,,534.0,,,,,120.0,79.8,7.5,14.5,,,0.0,323.0,,442.0,,,,,28.0,-12.2,-84.5,-77.5,,,-92.0,,False,,,,,True,True,True,True,,,True
31045,45,0.0,,0.0,,,,,25.0,21.1,0.1,,,,0.0,-45.0,,-45.0,,,,,-20.0,-23.9,-44.9,,,,-45.0,,False,,,,,True,True,True,,,,False
31047,104,60.0,,56.0,,,,,61.0,87.9,4.3,3.3,,,125.1,-44.0,,-48.0,,,,,-43.0,-16.1,-99.7,-100.7,,,21.1,,False,,,,,True,True,False,False,,,True
31049,1,10.0,,0.0,,,,,0.0,20.8,,,,,1.1,9.0,,-1.0,,,,,-1.0,19.8,,,,,0.1,,True,,,,,True,False,,,,,True
31051,2,30.0,,0.0,,,,,18.0,34.7,4.1,,,,1.5,28.0,,-2.0,,,,,16.0,32.7,2.1,,,,-0.5,,True,,,,,True,False,True,,,,True
31053,143,75.0,,62.0,,,,,169.0,216.5,10.8,30.0,,,153.2,-68.0,,-81.0,,,,,26.0,73.5,-132.2,-113.0,,,10.2,,False,,,,,True,False,False,False,,,True
31055,3999,3080.0,3633.7,1377.0,,,,,3088.0,5333.5,1056.7,1090.7,2591.5,,861.6,-919.0,-365.3,-2622.0,,,,,-911.0,1334.5,-2942.3,-2908.3,-1407.5,,-3137.4,True,False,,,,,True,False,False,False,False,,False
31057,7,5.0,,0.0,,,,,0.0,12.0,,,,,0.0,-2.0,,-7.0,,,,,-7.0,5.0,,,,,-7.0,,False,,,,,False,False,,,,,False
31059,10,10.0,,0.0,,,,,5.0,30.6,0.9,,,,0.2,0.0,,-10.0,,,,,-5.0,20.6,-9.1,,,,-9.8,,False,,,,,False,False,False,,,,False
31061,8,0.0,,0.0,,,,,0.0,5.4,0.1,,,,0.0,-8.0,,-8.0,,,,,-8.0,-2.6,-7.9,,,,-8.0,,False,,,,,False,True,True,,,,True
31063,3,0.0,,0.0,,,,,0.0,8.3,0.0,,,,0.0,-3.0,,-3.0,,,,,-3.0,5.3,-3.0,,,,-3.0,,False,,,,,False,False,True,,,,True
31065,8,0.0,,0.0,,,,,0.0,4.5,0.1,,,,0.0,-8.0,,-8.0,,,,,-8.0,-3.5,-7.9,,,,-8.0,,False,,,,,False,True,True,,,,False
31067,42,40.0,,38.0,,,,,49.0,66.2,2.8,,,,19.0,-2.0,,-4.0,,,,,7.0,24.2,-39.2,,,,-23.0,,False,,,,,False,False,False,,,,False
31069,1,0.0,,0.0,,,,,0.0,4.7,0.1,,,,0.0,-1.0,,-1.0,,,,,-1.0,3.7,-0.9,,,,-1.0,,False,,,,,False,False,True,,,,False
31071,3,5.0,,0.0,,,,,0.0,16.3,0.0,,,,0.1,2.0,,-3.0,,,,,-3.0,13.3,-3.0,,,,-2.9,,False,,,,,False,False,False,,,,False
31073,9,0.0,,0.0,,,,,0.0,1.9,0.2,,,,0.0,-9.0,,-9.0,,,,,-9.0,-7.1,-8.8,,,,-9.0,,False,,,,,False,True,True,,,,False
31075,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
31077,4,5.0,,0.0,,,,,0.0,11.6,0.1,,,,108.3,1.0,,-4.0,,,,,-4.0,7.6,-3.9,,,,104.3,,False,,,,,False,False,False,,,,False
31079,154,145.0,80.6,274.0,,,,,267.0,308.8,25.8,11.3,110.4,,149.4,-9.0,-73.4,120.0,,,,,113.0,154.8,-128.2,-142.7,-43.6,,-4.6,False,False,,,,,False,False,False,False,False,,True
31081,30,35.0,,0.0,,,,,7.0,52.8,4.6,,,,61.3,5.0,,-30.0,,,,,-23.0,22.8,-25.4,,,,31.3,,False,,,,,False,False,False,,,,False
31083,1,0.0,,0.0,,,,,0.0,5.9,0.0,,,,0.0,-1.0,,-1.0,,,,,-1.0,4.9,-1.0,,,,-1.0,,False,,,,,False,False,True,,,,False
31085,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
31087,2,0.0,,0.0,,,,,0.0,3.3,0.0,,,,0.0,-2.0,,-2.0,,,,,-2.0,1.3,-2.0,,,,-2.0,,False,,,,,False,True,True,,,,False
31089,12,0.0,,0.0,,,,,8.0,15.8,0.1,,,,0.0,-12.0,,-12.0,,,,,-4.0,3.8,-11.9,,,,-12.0,,False,,,,,True,True,True,,,,True
31091,2,0.0,,0.0,,,,,0.0,5.5,,,,,0.0,-2.0,,-2.0,,,,,-2.0,3.5,,,,,-2.0,,False,,,,,False,False,,,,,True
