,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
21013,676,196.0,,,,,361.0,,126.8,156.3,1.2,,,118.0,-480.0,,,,,-315.0,,-549.2,-519.7,-674.8,,,-558.0,,,,,True,,False,False,False,,,False
21015,2776,707.0,,,,,853.0,,504.6,226.8,722.0,722.2,,849.0,-2069.0,,,,,-1923.0,,-2271.4,-2549.2,-2054.0,-2053.8,,-1927.0,,,,,True,,False,False,True,True,,True
21017,298,189.0,,,,,197.0,,193.0,89.5,122.7,,,114.0,-109.0,,,,,-101.0,,-105.0,-208.5,-175.3,,,-184.0,,,,,True,,True,False,False,,,False
21019,1163,336.0,,,,,292.0,,343.3,63.2,239.9,,,185.0,-827.0,,,,,-871.0,,-819.7,-1099.8,-923.1,,,-978.0,,,,,False,,True,False,False,,,False
21021,589,287.0,,,,,218.0,,258.2,94.1,386.9,,,290.0,-302.0,,,,,-371.0,,-330.8,-494.9,-202.1,,,-299.0,,,,,False,,False,False,True,,,True
21023,105,0.0,,,,,69.0,,3.3,2.9,,,,7.0,-105.0,,,,,-36.0,,-101.7,-102.1,,,,-98.0,,,,,True,,True,True,,,,True
21025,249,35.0,,,,,100.0,,29.1,1.7,26.9,,,34.0,-214.0,,,,,-149.0,,-219.9,-247.3,-222.1,,,-215.0,,,,,True,,False,False,False,,,False
21027,286,42.0,,,,,97.0,,61.5,7.1,112.5,,,62.0,-244.0,,,,,-189.0,,-224.5,-278.9,-173.5,,,-224.0,,,,,True,,True,False,True,,,True
21029,1760,686.0,,,,,424.0,,572.3,544.5,300.6,,,1164.0,-1074.0,,,,,-1336.0,,-1187.7,-1215.5,-1459.4,,,-596.0,,,,,False,,False,False,False,,,True
21031,213,140.0,,,,,107.0,,111.5,19.2,15.6,,,220.0,-73.0,,,,,-106.0,,-101.5,-193.8,-197.4,,,7.0,,,,,False,,False,False,False,,,True
21033,364,147.0,,,,,136.0,,111.7,15.7,45.1,,,58.0,-217.0,,,,,-228.0,,-252.3,-348.3,-318.9,,,-306.0,,,,,False,,False,False,False,,,False
21035,971,707.0,,,,,420.0,,552.1,299.1,231.9,,,322.0,-264.0,,,,,-551.0,,-418.9,-671.9,-739.1,,,-649.0,,,,,False,,False,False,False,,,False
21037,1809,399.0,,,,,726.0,,285.5,273.1,753.6,,,395.0,-1410.0,,,,,-1083.0,,-1523.5,-1535.9,-1055.4,,,-1414.0,,,,,True,,False,False,True,,,False
21039,115,14.0,,,,,46.0,,12.8,8.5,,,,4.0,-101.0,,,,,-69.0,,-102.2,-106.5,,,,-111.0,,,,,True,,False,False,,,,False
21041,139,28.0,,,,,83.0,,23.7,5.7,0.0,,,13.0,-111.0,,,,,-56.0,,-115.3,-133.3,-139.0,,,-126.0,,,,,True,,False,False,False,,,False
21043,487,252.0,,,,,134.0,,362.2,30.3,197.3,,,289.0,-235.0,,,,,-353.0,,-124.8,-456.7,-289.7,,,-198.0,,,,,False,,True,False,False,,,True
21045,221,21.0,,,,,108.0,,22.5,0.5,17.3,,,39.0,-200.0,,,,,-113.0,,-198.5,-220.5,-203.7,,,-182.0,,,,,True,,True,False,False,,,True
21047,1379,952.0,,,,,793.0,,701.8,160.2,100.3,756.2,,754.0,-427.0,,,,,-586.0,,-677.2,-1218.8,-1278.7,-622.8,,-625.0,,,,,False,,False,False,False,False,,False
21049,511,259.0,,,,,219.0,,335.7,39.8,192.1,,,589.0,-252.0,,,,,-292.0,,-175.3,-471.2,-318.9,,,78.0,,,,,False,,True,False,False,,,True
21051,613,133.0,,,,,233.0,,112.9,52.8,0.0,,,121.0,-480.0,,,,,-380.0,,-500.1,-560.2,-613.0,,,-492.0,,,,,True,,False,False,False,,,False
21053,233,126.0,,,,,142.0,,86.4,19.4,25.9,,,43.0,-107.0,,,,,-91.0,,-146.6,-213.6,-207.1,,,-190.0,,,,,True,,False,False,False,,,False
21055,112,56.0,,,,,90.0,,31.4,5.5,19.4,,,121.0,-56.0,,,,,-22.0,,-80.6,-106.5,-92.6,,,9.0,,,,,True,,False,False,False,,,True
21057,109,21.0,,,,,63.0,,22.8,0.8,2.8,,,64.0,-88.0,,,,,-46.0,,-86.2,-108.2,-106.2,,,-45.0,,,,,True,,True,False,False,,,True
21059,1653,1232.0,,,,,814.0,,1090.5,762.9,810.7,928.1,,1115.0,-421.0,,,,,-839.0,,-562.5,-890.1,-842.3,-724.9,,-538.0,,,,,False,,False,False,False,False,,False
21061,213,56.0,,,,,72.0,,55.6,11.9,50.5,,,122.0,-157.0,,,,,-141.0,,-157.4,-201.1,-162.5,,,-91.0,,,,,True,,False,False,False,,,True
21063,536,98.0,,,,,34.0,,69.2,4.5,,,,139.0,-438.0,,,,,-502.0,,-466.8,-531.5,,,,-397.0,,,,,False,,False,False,,,,True
21065,244,224.0,,,,,149.0,,115.0,71.7,0.1,,,109.0,-20.0,,,,,-95.0,,-129.0,-172.3,-243.9,,,-135.0,,,,,False,,False,False,False,,,False
21067,7837,14546.0,,,,,3433.0,,23742.8,10020.4,5736.4,6104.3,,5287.0,6709.0,,,,,-4404.0,,15905.8,2183.4,-2100.6,-1732.7,,-2550.0,,,,,True,,False,True,True,True,,True
21069,252,42.0,,,,,177.0,,31.9,33.3,,,,117.0,-210.0,,,,,-75.0,,-220.1,-218.7,,,,-135.0,,,,,True,,False,False,,,,True
21071,986,140.0,,,,,161.0,,121.9,56.7,163.3,,,94.0,-846.0,,,,,-825.0,,-864.1,-929.3,-822.7,,,-892.0,,,,,True,,False,False,True,,,False
21073,634,336.0,,,,,359.0,,319.4,42.6,258.6,,,449.0,-298.0,,,,,-275.0,,-314.6,-591.4,-375.4,,,-185.0,,,,,True,,False,False,False,,,True
21075,100,168.0,,,,,67.0,,121.1,42.1,30.4,,,64.0,68.0,,,,,-33.0,,21.1,-57.9,-69.6,,,-36.0,,,,,True,,True,True,False,,,True
21077,119,42.0,,,,,43.0,,8.2,2.3,22.7,,,54.0,-77.0,,,,,-76.0,,-110.8,-116.7,-96.3,,,-65.0,,,,,True,,False,False,False,,,True
21079,384,175.0,,,,,93.0,,195.6,64.9,73.1,,,182.0,-209.0,,,,,-291.0,,-188.4,-319.1,-310.9,,,-202.0,,,,,False,,True,False,False,,,True
21081,431,112.0,,,,,130.0,,149.0,17.7,128.0,,,241.0,-319.0,,,,,-301.0,,-282.0,-413.3,-303.0,,,-190.0,,,,,True,,True,False,True,,,True
21083,972,357.0,,,,,460.0,,282.4,68.2,107.6,,,438.0,-615.0,,,,,-512.0,,-689.6,-903.8,-864.4,,,-534.0,,,,,True,,False,False,False,,,True
21085,492,112.0,,,,,179.0,,71.7,17.0,91.1,,,4.0,-380.0,,,,,-313.0,,-420.3,-475.0,-400.9,,,-488.0,,,,,True,,False,False,False,,,False
21087,198,70.0,,,,,114.0,,49.9,5.9,0.0,,,14.0,-128.0,,,,,-84.0,,-148.1,-192.1,-198.0,,,-184.0,,,,,True,,False,False,False,,,False
21089,877,259.0,,,,,265.0,,212.5,109.5,216.0,,,124.0,-618.0,,,,,-612.0,,-664.5,-767.5,-661.0,,,-753.0,,,,,True,,False,False,False,,,False
21091,196,70.0,,,,,47.0,,70.2,8.8,50.0,,,38.0,-126.0,,,,,-149.0,,-125.8,-187.2,-146.0,,,-158.0,,,,,False,,True,False,False,,,False
21093,2573,819.0,,,,,692.0,,552.6,241.0,826.2,646.4,,530.0,-1754.0,,,,,-1881.0,,-2020.4,-2332.0,-1746.8,-1926.6,,-2043.0,,,,,False,,False,False,True,False,,False
21095,363,252.0,,,,,309.0,,220.2,108.8,45.4,,,152.0,-111.0,,,,,-54.0,,-142.8,-254.2,-317.6,,,-211.0,,,,,True,,False,False,False,,,False
21097,258,126.0,,,,,132.0,,132.6,29.0,92.2,,,182.0,-132.0,,,,,-126.0,,-125.4,-229.0,-165.8,,,-76.0,,,,,True,,True,False,False,,,True
21099,556,147.0,,,,,140.0,,155.7,23.9,87.7,,,160.0,-409.0,,,,,-416.0,,-400.3,-532.1,-468.3,,,-396.0,,,,,False,,True,False,False,,,True
21101,946,1057.0,,,,,357.0,,1288.8,1069.0,690.2,,,622.0,111.0,,,,,-589.0,,342.8,123.0,-255.8,,,-324.0,,,,,False,,False,False,False,,,False
21103,279,70.0,,,,,80.0,,71.2,7.3,63.9,,,23.0,-209.0,,,,,-199.0,,-207.8,-271.7,-215.1,,,-256.0,,,,,True,,True,False,False,,,False
21105,76,56.0,,,,,44.0,,42.1,16.0,,,,77.0,-20.0,,,,,-32.0,,-33.9,-60.0,,,,1.0,,,,,False,,False,False,,,,True
21107,990,931.0,,,,,422.0,,886.7,1108.9,231.2,,,877.0,-59.0,,,,,-568.0,,-103.3,118.9,-758.8,,,-113.0,,,,,False,,False,False,False,,,False
21109,245,126.0,,,,,182.0,,82.7,23.9,0.0,,,90.0,-119.0,,,,,-63.0,,-162.3,-221.1,-245.0,,,-155.0,,,,,True,,False,False,False,,,False
21111,18695,8204.0,,,,,5053.0,,5926.1,3312.6,6529.3,4704.4,,5758.0,-10491.0,,,,,-13642.0,,-12768.9,-15382.4,-12165.7,-13990.6,,-12937.0,,,,,False,,False,False,False,False,,False
21113,1003,574.0,,,,,400.0,,525.9,253.4,292.8,,,0.0,-429.0,,,,,-603.0,,-477.1,-749.6,-710.2,,,-1003.0,,,,,False,,False,False,False,,,False
21115,557,196.0,,,,,221.0,,184.1,35.9,67.1,,,232.0,-361.0,,,,,-336.0,,-372.9,-521.1,-489.9,,,-325.0,,,,,True,,False,False,False,,,True
21117,3071,735.0,,,,,1377.0,,506.6,237.0,587.1,420.7,,726.0,-2336.0,,,,,-1694.0,,-2564.4,-2834.0,-2483.9,-2650.3,,-2345.0,,,,,True,,False,False,False,False,,False
21119,306,140.0,,,,,56.0,,162.7,48.1,0.0,,,55.0,-166.0,,,,,-250.0,,-143.3,-257.9,-306.0,,,-251.0,,,,,False,,True,False,False,,,False
21121,600,623.0,,,,,479.0,,408.8,550.2,113.9,,,289.0,23.0,,,,,-121.0,,-191.2,-49.8,-486.1,,,-311.0,,,,,False,,False,False,False,,,False
21123,391,189.0,,,,,79.0,,177.7,52.4,57.1,,,82.0,-202.0,,,,,-312.0,,-213.3,-338.6,-333.9,,,-309.0,,,,,False,,False,False,False,,,False
21125,1308,791.0,,,,,798.0,,850.5,317.6,358.1,195.6,,439.0,-517.0,,,,,-510.0,,-457.5,-990.4,-949.9,-1112.4,,-869.0,,,,,True,,True,False,False,False,,False
21127,306,126.0,,,,,66.0,,212.7,13.2,,,,377.0,-180.0,,,,,-240.0,,-93.3,-292.8,,,,71.0,,,,,False,,True,False,,,,True
21129,905,0.0,,,,,31.0,,1.1,0.9,,,,0.0,-905.0,,,,,-874.0,,-903.9,-904.1,,,,-905.0,,,,,True,,True,True,,,,False
21131,162,112.0,,,,,63.0,,142.1,17.4,0.0,,,114.0,-50.0,,,,,-99.0,,-19.9,-144.6,-162.0,,,-48.0,,,,,False,,True,False,False,,,True
21133,276,371.0,,,,,115.0,,663.7,381.5,15.1,,,298.0,95.0,,,,,-161.0,,387.7,105.5,-260.9,,,22.0,,,,,False,,False,False,False,,,True
21135,253,119.0,,,,,59.0,,97.7,19.5,1.1,,,307.0,-134.0,,,,,-194.0,,-155.3,-233.5,-251.9,,,54.0,,,,,False,,False,False,False,,,True
21137,416,140.0,,,,,155.0,,198.4,17.6,143.4,,,126.0,-276.0,,,,,-261.0,,-217.6,-398.4,-272.6,,,-290.0,,,,,True,,True,False,True,,,False
21139,192,42.0,,,,,62.0,,41.8,3.2,27.8,,,71.0,-150.0,,,,,-130.0,,-150.2,-188.8,-164.2,,,-121.0,,,,,True,,False,False,False,,,True
21141,584,294.0,,,,,310.0,,213.0,68.6,60.7,,,215.0,-290.0,,,,,-274.0,,-371.0,-515.4,-523.3,,,-369.0,,,,,True,,False,False,False,,,False
21143,109,42.0,,,,,54.0,,32.7,6.2,,,,15.0,-67.0,,,,,-55.0,,-76.3,-102.8,,,,-94.0,,,,,True,,False,False,,,,False
21145,1851,511.0,,,,,664.0,,321.0,184.3,427.9,,,183.0,-1340.0,,,,,-1187.0,,-1530.0,-1666.7,-1423.1,,,-1668.0,,,,,True,,False,False,False,,,False
21147,186,161.0,,,,,115.0,,153.1,14.3,0.0,,,72.0,-25.0,,,,,-71.0,,-32.9,-171.7,-186.0,,,-114.0,,,,,False,,False,False,False,,,False
21149,278,70.0,,,,,54.0,,97.8,8.0,52.9,,,132.0,-208.0,,,,,-224.0,,-180.2,-270.0,-225.1,,,-146.0,,,,,False,,True,False,False,,,True
21151,1878,721.0,,,,,1021.0,,573.0,176.5,388.2,552.2,,363.0,-1157.0,,,,,-857.0,,-1305.0,-1701.5,-1489.8,-1325.8,,-1515.0,,,,,True,,False,False,False,False,,False
21153,347,98.0,,,,,104.0,,60.7,48.2,39.5,,,20.0,-249.0,,,,,-243.0,,-286.3,-298.8,-307.5,,,-327.0,,,,,True,,False,False,False,,,False
21155,681,175.0,,,,,115.0,,141.8,64.6,102.5,,,121.0,-506.0,,,,,-566.0,,-539.2,-616.4,-578.5,,,-560.0,,,,,False,,False,False,False,,,False
21157,557,217.0,,,,,228.0,,214.5,33.9,176.3,,,180.0,-340.0,,,,,-329.0,,-342.5,-523.1,-380.7,,,-377.0,,,,,True,,False,False,False,,,False
21159,321,98.0,,,,,37.0,,116.0,19.8,,,,146.0,-223.0,,,,,-284.0,,-205.0,-301.2,,,,-175.0,,,,,False,,True,False,,,,True
21161,280,63.0,,,,,139.0,,60.9,17.3,94.7,,,138.0,-217.0,,,,,-141.0,,-219.1,-262.7,-185.3,,,-142.0,,,,,True,,False,False,True,,,True
21163,385,238.0,,,,,109.0,,216.6,53.4,162.0,,,194.0,-147.0,,,,,-276.0,,-168.4,-331.6,-223.0,,,-191.0,,,,,False,,False,False,False,,,False
21165,67,49.0,,,,,44.0,,53.0,5.4,,,,63.0,-18.0,,,,,-23.0,,-14.0,-61.6,,,,-4.0,,,,,False,,True,False,,,,True
21167,414,105.0,,,,,114.0,,119.0,11.3,139.2,,,36.0,-309.0,,,,,-300.0,,-295.0,-402.7,-274.8,,,-378.0,,,,,True,,True,False,True,,,False
21169,242,98.0,,,,,57.0,,73.2,11.7,55.0,,,82.0,-144.0,,,,,-185.0,,-168.8,-230.3,-187.0,,,-160.0,,,,,False,,False,False,False,,,False
21171,467,77.0,,,,,125.0,,57.5,14.4,0.0,,,44.0,-390.0,,,,,-342.0,,-409.5,-452.6,-467.0,,,-423.0,,,,,True,,False,False,False,,,False
21173,556,203.0,,,,,403.0,,173.4,43.6,183.6,,,224.0,-353.0,,,,,-153.0,,-382.6,-512.4,-372.4,,,-332.0,,,,,True,,False,False,False,,,True
21175,225,210.0,,,,,82.0,,298.9,13.9,,,,197.0,-15.0,,,,,-143.0,,73.9,-211.1,,,,-28.0,,,,,False,,False,False,,,,False
21177,531,273.0,,,,,284.0,,213.3,202.7,64.2,,,275.0,-258.0,,,,,-247.0,,-317.7,-328.3,-466.8,,,-256.0,,,,,True,,False,False,False,,,True
21179,1514,399.0,,,,,233.0,,318.7,111.0,429.0,,,399.0,-1115.0,,,,,-1281.0,,-1195.3,-1403.0,-1085.0,,,-1115.0,,,,,False,,False,False,True,,,False
21181,113,126.0,,,,,82.0,,384.6,11.3,,,,124.0,13.0,,,,,-31.0,,271.6,-101.7,,,,11.0,,,,,False,,False,False,,,,True
21183,432,287.0,,,,,223.0,,203.4,49.8,73.6,,,300.0,-145.0,,,,,-209.0,,-228.6,-382.2,-358.4,,,-132.0,,,,,False,,False,False,False,,,True
21185,1207,336.0,,,,,342.0,,328.5,45.2,470.8,308.2,,527.0,-871.0,,,,,-865.0,,-878.5,-1161.8,-736.2,-898.8,,-680.0,,,,,True,,False,False,True,False,,True
21187,85,21.0,,,,,88.0,,21.9,0.1,4.1,,,3.0,-64.0,,,,,3.0,,-63.1,-84.9,-80.9,,,-82.0,,,,,True,,True,False,False,,,False
21189,174,28.0,,,,,41.0,,27.4,4.7,,,,36.0,-146.0,,,,,-133.0,,-146.6,-169.3,,,,-138.0,,,,,True,,False,False,,,,True
21191,260,28.0,,,,,61.0,,24.4,0.1,73.3,,,0.0,-232.0,,,,,-199.0,,-235.6,-259.9,-186.7,,,-260.0,,,,,True,,False,False,True,,,False
21193,575,161.0,,,,,274.0,,104.1,79.6,91.1,,,97.0,-414.0,,,,,-301.0,,-470.9,-495.4,-483.9,,,-478.0,,,,,True,,False,False,False,,,False
21195,1233,518.0,,,,,336.0,,504.0,214.7,103.4,,,467.0,-715.0,,,,,-897.0,,-729.0,-1018.3,-1129.6,,,-766.0,,,,,False,,False,False,False,,,False
21197,366,133.0,,,,,60.0,,123.1,26.3,51.3,,,175.0,-233.0,,,,,-306.0,,-242.9,-339.7,-314.7,,,-191.0,,,,,False,,False,False,False,,,True
21199,692,322.0,,,,,996.0,,246.9,137.1,368.6,,,181.0,-370.0,,,,,304.0,,-445.1,-554.9,-323.4,,,-511.0,,,,,True,,False,False,True,,,False
21201,69,7.0,,,,,35.0,,6.7,,,,,46.0,-62.0,,,,,-34.0,,-62.3,,,,,-23.0,,,,,True,,False,,,,,True
21203,285,231.0,,,,,140.0,,283.7,71.8,59.9,,,341.0,-54.0,,,,,-145.0,,-1.3,-213.2,-225.1,,,56.0,,,,,False,,True,False,False,,,False
21205,461,175.0,,,,,362.0,,166.1,34.9,478.9,,,75.0,-286.0,,,,,-99.0,,-294.9,-426.1,17.9,,,-386.0,,,,,True,,False,False,True,,,False
21207,278,154.0,,,,,169.0,,155.2,34.8,39.8,,,224.0,-124.0,,,,,-109.0,,-122.8,-243.2,-238.2,,,-54.0,,,,,True,,True,False,False,,,True
21209,784,630.0,,,,,398.0,,540.6,335.5,404.5,,,427.0,-154.0,,,,,-386.0,,-243.4,-448.5,-379.5,,,-357.0,,,,,False,,False,False,False,,,False
21211,1041,525.0,,,,,271.0,,384.8,125.9,84.3,240.1,,421.0,-516.0,,,,,-770.0,,-656.2,-915.1,-956.7,-800.9,,-620.0,,,,,False,,False,False,False,False,,False
21213,354,56.0,,,,,186.0,,72.8,2.2,60.0,,,22.0,-298.0,,,,,-168.0,,-281.2,-351.8,-294.0,,,-332.0,,,,,True,,True,False,True,,,False
21215,399,105.0,,,,,53.0,,109.4,21.0,106.5,,,70.0,-294.0,,,,,-346.0,,-289.6,-378.0,-292.5,,,-329.0,,,,,False,,True,False,True,,,False
21217,568,217.0,,,,,220.0,,167.5,126.7,164.0,,,314.0,-351.0,,,,,-348.0,,-400.5,-441.3,-404.0,,,-254.0,,,,,True,,False,False,False,,,True
21219,206,154.0,,,,,103.0,,137.8,29.9,17.6,,,221.0,-52.0,,,,,-103.0,,-68.2,-176.1,-188.4,,,15.0,,,,,False,,False,False,False,,,True
21221,192,147.0,,,,,146.0,,98.3,18.4,98.2,,,95.0,-45.0,,,,,-46.0,,-93.7,-173.6,-93.8,,,-97.0,,,,,False,,False,False,False,,,False
21223,102,28.0,,,,,45.0,,17.9,8.8,,,,6.0,-74.0,,,,,-57.0,,-84.1,-93.2,,,,-96.0,,,,,True,,False,False,,,,False
21225,294,287.0,,,,,96.0,,225.4,109.4,0.0,,,170.0,-7.0,,,,,-198.0,,-68.6,-184.6,-294.0,,,-124.0,,,,,False,,False,False,False,,,False
21227,2547,1085.0,,,,,1182.0,,775.0,946.2,49.9,816.6,,571.0,-1462.0,,,,,-1365.0,,-1772.0,-1600.8,-2497.1,-1730.4,,-1976.0,,,,,True,,False,False,False,False,,False
21229,347,147.0,,,,,65.0,,96.3,80.2,39.3,,,257.0,-200.0,,,,,-282.0,,-250.7,-266.8,-307.7,,,-90.0,,,,,False,,False,False,False,,,True
21231,348,140.0,,,,,230.0,,172.9,18.5,100.9,,,254.0,-208.0,,,,,-118.0,,-175.1,-329.5,-247.1,,,-94.0,,,,,True,,True,False,False,,,True
21233,304,259.0,,,,,85.0,,351.1,46.0,102.3,,,271.0,-45.0,,,,,-219.0,,47.1,-258.0,-201.7,,,-33.0,,,,,False,,False,False,False,,,True
21235,896,749.0,,,,,584.0,,1252.3,708.4,4.9,,,457.0,-147.0,,,,,-312.0,,356.3,-187.6,-891.1,,,-439.0,,,,,False,,False,False,False,,,False
21237,125,63.0,,,,,54.0,,70.8,7.5,,,,59.0,-62.0,,,,,-71.0,,-54.2,-117.5,,,,-66.0,,,,,False,,True,False,,,,False
21239,407,154.0,,,,,117.0,,178.9,77.0,174.6,,,157.0,-253.0,,,,,-290.0,,-228.1,-330.0,-232.4,,,-250.0,,,,,False,,True,False,True,,,True
22001,944,231.0,,,,,480.0,,187.0,55.4,1.1,87.4,,268.0,-713.0,,,,,-464.0,,-757.0,-888.6,-942.9,-856.6,,-676.0,,,,,True,,False,False,False,False,,True
22003,399,287.0,,,,,217.0,,219.2,271.8,4.8,106.5,,0.0,-112.0,,,,,-182.0,,-179.8,-127.2,-394.2,-292.5,,-399.0,,,,,False,,False,False,False,False,,False
22005,1761,420.0,,,,,613.0,,350.8,188.5,13.4,221.6,,279.0,-1341.0,,,,,-1148.0,,-1410.2,-1572.5,-1747.6,-1539.4,,-1482.0,,,,,True,,False,False,False,False,,False
22007,258,42.0,,,,,128.0,,48.6,4.8,0.2,,,18.0,-216.0,,,,,-130.0,,-209.4,-253.2,-257.8,,,-240.0,,,,,True,,True,False,False,,,False
22009,457,371.0,,,,,317.0,,343.5,41.6,1.5,160.3,,469.0,-86.0,,,,,-140.0,,-113.5,-415.4,-455.5,-296.7,,12.0,,,,,False,,False,False,False,False,,True
22011,341,77.0,,,,,313.0,,83.6,7.1,1.5,32.1,,20.0,-264.0,,,,,-28.0,,-257.4,-333.9,-339.5,-308.9,,-321.0,,,,,True,,True,False,False,False,,False
22013,260,210.0,,,,,80.0,,176.3,107.1,2.6,,,447.0,-50.0,,,,,-180.0,,-83.7,-152.9,-257.4,,,187.0,,,,,False,,False,False,False,,,False
22015,2710,931.0,,,,,608.0,,780.1,540.5,41.2,302.7,,676.0,-1779.0,,,,,-2102.0,,-1929.9,-2169.5,-2668.8,-2407.3,,-2034.0,,,,,False,,False,False,False,False,,False
22017,4066,2464.0,,,,,1071.0,,1797.9,1168.7,56.1,1293.5,,1531.0,-1602.0,,,,,-2995.0,,-2268.1,-2897.3,-4009.9,-2772.5,,-2535.0,,,,,False,,False,False,False,False,,False
22019,2365,847.0,,,,,1069.0,,613.5,428.3,383.9,390.4,,790.0,-1518.0,,,,,-1296.0,,-1751.5,-1936.7,-1981.1,-1974.6,,-1575.0,,,,,True,,False,False,False,False,,False
22021,327,126.0,,,,,70.0,,103.7,12.9,0.3,,,272.0,-201.0,,,,,-257.0,,-223.3,-314.1,-326.7,,,-55.0,,,,,False,,False,False,False,,,True
22023,91,0.0,,,,,51.0,,64.8,2.2,0.3,,,1.0,-91.0,,,,,-40.0,,-26.2,-88.8,-90.7,,,-90.0,,,,,True,,True,True,True,,,True
22025,195,14.0,,,,,73.0,,29.6,4.6,0.8,,,7.0,-181.0,,,,,-122.0,,-165.4,-190.4,-194.2,,,-188.0,,,,,True,,True,False,False,,,False
22027,186,196.0,,,,,74.0,,179.3,87.3,0.3,,,486.0,10.0,,,,,-112.0,,-6.7,-98.7,-185.7,,,300.0,,,,,False,,True,False,False,,,False
22029,455,49.0,,,,,160.0,,77.0,18.1,0.6,,,295.0,-406.0,,,,,-295.0,,-378.0,-436.9,-454.4,,,-160.0,,,,,True,,True,False,False,,,True
22031,312,210.0,,,,,131.0,,192.7,81.6,3.5,,,196.0,-102.0,,,,,-181.0,,-119.3,-230.4,-308.5,,,-116.0,,,,,False,,False,False,False,,,False
22033,4280,1428.0,,,,,1872.0,,1031.0,577.4,60.6,913.3,,957.0,-2852.0,,,,,-2408.0,,-3249.0,-3702.6,-4219.4,-3366.7,,-3323.0,,,,,True,,False,False,False,False,,False
22035,195,7.0,,,,,60.0,,14.6,4.9,0.1,,,0.0,-188.0,,,,,-135.0,,-180.4,-190.1,-194.9,,,-195.0,,,,,True,,True,False,False,,,False
22037,388,105.0,,,,,185.0,,105.2,19.7,1.1,94.1,,0.0,-283.0,,,,,-203.0,,-282.8,-368.3,-386.9,-293.9,,-388.0,,,,,True,,True,False,False,False,,False
22039,576,105.0,,,,,369.0,,81.4,62.1,0.1,64.2,,34.0,-471.0,,,,,-207.0,,-494.6,-513.9,-575.9,-511.8,,-542.0,,,,,True,,False,False,False,False,,False
22041,477,77.0,,,,,121.0,,68.1,42.0,4.5,106.6,,0.0,-400.0,,,,,-356.0,,-408.9,-435.0,-472.5,-370.4,,-477.0,,,,,True,,False,False,False,True,,False
22043,321,63.0,,,,,123.0,,37.0,6.7,0.6,,,10.0,-258.0,,,,,-198.0,,-284.0,-314.3,-320.4,,,-311.0,,,,,True,,False,False,False,,,False
22045,673,308.0,,,,,387.0,,259.2,65.9,1.3,103.1,,436.0,-365.0,,,,,-286.0,,-413.8,-607.1,-671.7,-569.9,,-237.0,,,,,True,,False,False,False,False,,True
22047,546,77.0,,,,,112.0,,96.5,7.9,0.2,76.7,,65.0,-469.0,,,,,-434.0,,-449.5,-538.1,-545.8,-469.3,,-481.0,,,,,True,,True,False,False,False,,False
22049,430,308.0,,,,,82.0,,262.4,72.4,6.2,,,112.0,-122.0,,,,,-348.0,,-167.6,-357.6,-423.8,,,-318.0,,,,,False,,False,False,False,,,False
22051,4436,1939.0,,,,,1669.0,,1331.7,1132.5,34.6,1049.8,,1482.0,-2497.0,,,,,-2767.0,,-3104.3,-3303.5,-4401.4,-3386.2,,-2954.0,,,,,False,,False,False,False,False,,False
22053,451,203.0,,,,,291.0,,162.0,41.4,4.2,74.5,,239.0,-248.0,,,,,-160.0,,-289.0,-409.6,-446.8,-376.5,,-212.0,,,,,True,,False,False,False,False,,True
22055,2899,623.0,,,,,1334.0,,533.7,525.5,27.8,230.2,,584.0,-2276.0,,,,,-1565.0,,-2365.3,-2373.5,-2871.2,-2668.8,,-2315.0,,,,,True,,False,False,False,False,,False
22057,924,399.0,,,,,597.0,,315.4,153.8,2.8,339.6,,152.0,-525.0,,,,,-327.0,,-608.6,-770.2,-921.2,-584.4,,-772.0,,,,,True,,False,False,False,False,,False
22059,442,119.0,,,,,146.0,,84.0,39.8,0.7,,,204.0,-323.0,,,,,-296.0,,-358.0,-402.2,-441.3,,,-238.0,,,,,True,,False,False,False,,,True
22061,1035,427.0,,,,,266.0,,378.0,525.4,0.2,162.0,,170.0,-608.0,,,,,-769.0,,-657.0,-509.6,-1034.8,-873.0,,-865.0,,,,,False,,False,True,False,False,,False
