,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
35031,2550,350.0,,,,,847.0,,150.7,97.9,1.6,199.0,,0.0,-2200.0,,,,,-1703.0,,-2399.3,-2452.1,-2548.4,-2351.0,,-2550.0,,,,,True,,False,False,False,False,,False
35033,26,14.0,,,,,0.0,,9.4,,,,,254.0,-12.0,,,,,-26.0,,-16.6,,,,,228.0,,,,,False,,False,,,,,False
35035,1071,126.0,,,,,604.0,,191.4,61.2,257.1,,,195.0,-945.0,,,,,-467.0,,-879.6,-1009.8,-813.9,,,-876.0,,,,,True,,True,False,True,,,True
35037,147,21.0,,,,,35.0,,11.7,7.5,,,,8.0,-126.0,,,,,-112.0,,-135.3,-139.5,,,,-139.0,,,,,True,,False,False,,,,False
35039,851,84.0,,,,,130.0,,103.1,46.8,51.1,,,114.0,-767.0,,,,,-721.0,,-747.9,-804.2,-799.9,,,-737.0,,,,,True,,True,False,False,,,True
35041,630,301.0,,,,,267.0,,352.6,48.2,70.4,,,385.0,-329.0,,,,,-363.0,,-277.4,-581.8,-559.6,,,-245.0,,,,,False,,True,False,False,,,True
35043,3477,756.0,,,,,660.0,,597.9,677.8,511.9,485.4,,2006.0,-2721.0,,,,,-2817.0,,-2879.1,-2799.2,-2965.1,-2991.6,,-1471.0,,,,,False,,False,False,False,False,,True
35045,2375,560.0,,,,,1006.0,,343.9,165.7,6.4,250.1,,425.0,-1815.0,,,,,-1369.0,,-2031.1,-2209.3,-2368.6,-2124.9,,-1950.0,,,,,True,,False,False,False,False,,False
35047,292,91.0,,,,,309.0,,77.3,22.1,27.7,,,596.0,-201.0,,,,,17.0,,-214.7,-269.9,-264.3,,,304.0,,,,,True,,False,False,False,,,False
35049,3791,777.0,,,,,656.0,,853.6,477.3,731.7,373.8,,2796.0,-3014.0,,,,,-3135.0,,-2937.4,-3313.7,-3059.3,-3417.2,,-995.0,,,,,False,,True,False,False,False,,True
35051,267,105.0,,,,,13.0,,76.1,16.1,,,,258.0,-162.0,,,,,-254.0,,-190.9,-250.9,,,,-9.0,,,,,False,,False,False,,,,True
35053,467,189.0,,,,,47.0,,255.4,45.0,5.7,,,363.0,-278.0,,,,,-420.0,,-211.6,-422.0,-461.3,,,-104.0,,,,,False,,True,False,False,,,True
35055,648,42.0,,,,,70.0,,70.5,4.5,43.1,,,8.0,-606.0,,,,,-578.0,,-577.5,-643.5,-604.9,,,-640.0,,,,,True,,True,False,True,,,False
35057,206,63.0,,,,,54.0,,81.1,6.4,,,,77.0,-143.0,,,,,-152.0,,-124.9,-199.6,,,,-129.0,,,,,False,,True,False,,,,True
35059,77,42.0,,,,,21.0,,42.8,2.9,,,,134.0,-35.0,,,,,-56.0,,-34.2,-74.1,,,,57.0,,,,,False,,True,False,,,,False
35061,2263,308.0,,,,,376.0,,294.9,121.1,270.9,,,548.0,-1955.0,,,,,-1887.0,,-1968.1,-2141.9,-1992.1,,,-1715.0,,,,,True,,False,False,False,,,True
36001,2338,735.0,,,,,460.0,,536.1,184.8,1208.1,596.0,,1525.0,-1603.0,,,,,-1878.0,,-1801.9,-2153.2,-1129.9,-1742.0,,-813.0,,,,,False,,False,False,True,False,,True
36003,853,140.0,,,,,106.0,,161.6,187.6,281.4,,,152.0,-713.0,,,,,-747.0,,-691.4,-665.4,-571.6,,,-701.0,,,,,False,,True,True,True,,,True
36005,9387,3248.0,,,,,,,1524.7,,,2774.7,,2990.0,-6139.0,,,,,,,-7862.3,,,-6612.3,,-6397.0,,,,,,,False,,,False,,False
36007,2834,3528.0,,,,,780.0,,4016.7,1433.6,802.0,1262.5,,3340.0,694.0,,,,,-2054.0,,1182.7,-1400.4,-2032.0,-1571.5,,506.0,,,,,False,,False,False,False,False,,True
36009,720,371.0,,,,,178.0,,422.7,216.3,376.7,,,950.0,-349.0,,,,,-542.0,,-297.3,-503.7,-343.3,,,230.0,,,,,False,,True,False,True,,,True
36011,605,91.0,,,,,123.0,,98.7,17.6,325.0,,,152.0,-514.0,,,,,-482.0,,-506.3,-587.4,-280.0,,,-453.0,,,,,True,,True,False,True,,,True
36013,857,497.0,,,,,362.0,,377.4,101.0,512.3,,,533.0,-360.0,,,,,-495.0,,-479.6,-756.0,-344.7,,,-324.0,,,,,False,,False,False,True,,,True
36015,2064,1946.0,,,,,382.0,,3304.8,1127.7,538.9,,,1402.0,-118.0,,,,,-1682.0,,1240.8,-936.3,-1525.1,,,-662.0,,,,,False,,False,False,False,,,False
36017,358,84.0,,,,,53.0,,71.9,36.1,59.0,,,289.0,-274.0,,,,,-305.0,,-286.1,-321.9,-299.0,,,-69.0,,,,,False,,False,False,False,,,True
36019,278,91.0,,,,,19.0,,96.1,6.3,27.6,,,515.0,-187.0,,,,,-259.0,,-181.9,-271.7,-250.4,,,237.0,,,,,False,,True,False,False,,,False
36021,395,84.0,,,,,48.0,,62.2,12.5,166.8,,,356.0,-311.0,,,,,-347.0,,-332.8,-382.5,-228.2,,,-39.0,,,,,False,,False,False,True,,,True
36023,732,616.0,,,,,117.0,,898.8,595.5,161.0,,,813.0,-116.0,,,,,-615.0,,166.8,-136.5,-571.0,,,81.0,,,,,False,,False,False,False,,,True
36025,200,42.0,,,,,55.0,,42.7,4.6,122.3,,,60.0,-158.0,,,,,-145.0,,-157.3,-195.4,-77.7,,,-140.0,,,,,True,,True,False,True,,,True
36027,1877,532.0,,,,,451.0,,369.8,81.2,399.5,446.7,,1016.0,-1345.0,,,,,-1426.0,,-1507.2,-1795.8,-1477.5,-1430.3,,-861.0,,,,,False,,False,False,False,False,,True
36029,12385,2506.0,,,,,1737.0,,1519.7,640.2,672.8,1811.8,,2089.0,-9879.0,,,,,-10648.0,,-10865.3,-11744.8,-11712.2,-10573.2,,-10296.0,,,,,False,,False,False,False,False,,False
36031,101,56.0,,,,,41.0,,50.6,9.6,159.5,,,93.0,-45.0,,,,,-60.0,,-50.4,-91.4,58.5,,,-8.0,,,,,False,,False,False,False,,,True
36033,188,21.0,,,,,41.0,,28.6,5.2,,,,471.0,-167.0,,,,,-147.0,,-159.4,-182.8,,,,283.0,,,,,True,,True,False,,,,False
36035,138,49.0,,,,,84.0,,46.0,1.2,234.7,,,176.0,-89.0,,,,,-54.0,,-92.0,-136.8,96.7,,,38.0,,,,,True,,False,False,False,,,True
36037,608,112.0,,,,,88.0,,118.3,9.4,199.7,,,129.0,-496.0,,,,,-520.0,,-489.7,-598.6,-408.3,,,-479.0,,,,,False,,True,False,True,,,True
36039,306,273.0,,,,,56.0,,280.2,57.4,38.6,,,1007.0,-33.0,,,,,-250.0,,-25.8,-248.6,-267.4,,,701.0,,,,,False,,True,False,False,,,False
36041,29,0.0,,,,,7.0,,1.3,0.6,,,,0.0,-29.0,,,,,-22.0,,-27.7,-28.4,,,,-29.0,,,,,True,,True,True,,,,False
36043,306,98.0,,,,,53.0,,72.2,8.7,183.3,,,115.0,-208.0,,,,,-253.0,,-233.8,-297.3,-122.7,,,-191.0,,,,,False,,False,False,True,,,True
36045,330,35.0,,,,,122.0,,39.3,13.6,135.3,,,70.0,-295.0,,,,,-208.0,,-290.7,-316.4,-194.7,,,-260.0,,,,,True,,True,False,True,,,True
36047,16544,12306.0,,,,,,,6618.4,,,8211.0,,14592.0,-4238.0,,,,,,,-9925.6,,,-8333.0,,-1952.0,,,,,,,False,,,False,,True
36049,296,28.0,,,,,36.0,,28.8,7.7,,,,374.0,-268.0,,,,,-260.0,,-267.2,-288.3,,,,78.0,,,,,True,,True,False,,,,True
36051,464,63.0,,,,,118.0,,65.8,13.9,223.3,,,538.0,-401.0,,,,,-346.0,,-398.2,-450.1,-240.7,,,74.0,,,,,True,,True,False,True,,,True
36053,404,42.0,,,,,97.0,,49.1,5.6,244.3,,,126.0,-362.0,,,,,-307.0,,-354.9,-398.4,-159.7,,,-278.0,,,,,True,,True,False,True,,,True
36055,8316,1407.0,,,,,780.0,,973.8,413.6,516.1,814.7,,2051.0,-6909.0,,,,,-7536.0,,-7342.2,-7902.4,-7799.9,-7501.3,,-6265.0,,,,,False,,False,False,False,False,,True
36057,227,56.0,,,,,66.0,,48.4,2.0,218.6,,,158.0,-171.0,,,,,-161.0,,-178.6,-225.0,-8.4,,,-69.0,,,,,True,,False,False,True,,,True
36059,11859,4718.0,,,,,2849.0,,2686.0,2588.0,11265.3,2714.9,,5838.0,-7141.0,,,,,-9010.0,,-9173.0,-9271.0,-593.7,-9144.1,,-6021.0,,,,,False,,False,False,True,False,,True
36061,10306,3535.0,,,,,1757.0,,2357.5,,48789.4,3241.4,,5605.0,-6771.0,,,,,-8549.0,,-7948.5,,38483.4,-7064.6,,-4701.0,,,,,False,,False,,False,False,,True
36063,1800,483.0,,,,,264.0,,310.7,140.5,456.0,322.4,,971.0,-1317.0,,,,,-1536.0,,-1489.3,-1659.5,-1344.0,-1477.6,,-829.0,,,,,False,,False,False,False,False,,True
36065,2203,427.0,,,,,402.0,,247.4,217.3,210.2,130.4,,157.0,-1776.0,,,,,-1801.0,,-1955.6,-1985.7,-1992.8,-2072.6,,-2046.0,,,,,False,,False,False,False,False,,False
36067,5733,1533.0,,,,,968.0,,975.6,501.0,580.5,879.7,,1919.0,-4200.0,,,,,-4765.0,,-4757.4,-5232.0,-5152.5,-4853.3,,-3814.0,,,,,False,,False,False,False,False,,True
36069,761,182.0,,,,,195.0,,163.9,33.3,535.5,,,580.0,-579.0,,,,,-566.0,,-597.1,-727.7,-225.5,,,-181.0,,,,,True,,False,False,True,,,True
36071,3852,3066.0,,,,,848.0,,1748.1,1601.5,939.4,1301.9,,3198.0,-786.0,,,,,-3004.0,,-2103.9,-2250.5,-2912.6,-2550.1,,-654.0,,,,,False,,False,False,False,False,,True
36073,274,49.0,,,,,41.0,,42.6,15.7,47.8,,,33.0,-225.0,,,,,-233.0,,-231.4,-258.3,-226.2,,,-241.0,,,,,False,,False,False,False,,,False
36075,949,203.0,,,,,163.0,,169.7,95.8,687.6,,,196.0,-746.0,,,,,-786.0,,-779.3,-853.2,-261.4,,,-753.0,,,,,False,,False,False,True,,,False
36077,252,105.0,,,,,53.0,,76.6,11.1,106.6,,,265.0,-147.0,,,,,-199.0,,-175.4,-240.9,-145.4,,,13.0,,,,,False,,False,False,True,,,True
36079,1056,203.0,,,,,123.0,,158.7,90.5,607.0,117.1,,211.0,-853.0,,,,,-933.0,,-897.3,-965.5,-449.0,-938.9,,-845.0,,,,,False,,False,False,True,False,,True
36081,15018,7119.0,,,,,,,3518.2,,,5014.5,,9285.0,-7899.0,,,,,,,-11499.8,,,-10003.5,,-5733.0,,,,,,,False,,,False,,True
36083,716,231.0,,,,,106.0,,166.3,158.0,626.1,,,606.0,-485.0,,,,,-610.0,,-549.7,-558.0,-89.9,,,-110.0,,,,,False,,False,False,True,,,True
36085,6031,1862.0,,,,,,,892.6,,,1137.1,,1722.0,-4169.0,,,,,,,-5138.4,,,-4893.9,,-4309.0,,,,,,,False,,,False,,False
36087,4688,5019.0,,,,,791.0,,2523.1,1826.3,2546.1,2231.0,,1454.0,331.0,,,,,-3897.0,,-2164.9,-2861.7,-2141.9,-2457.0,,-3234.0,,,,,False,,False,False,False,False,,False
36089,461,77.0,,,,,89.0,,61.9,6.8,184.8,,,91.0,-384.0,,,,,-372.0,,-399.1,-454.2,-276.2,,,-370.0,,,,,True,,False,False,True,,,True
36091,1039,357.0,,,,,127.0,,316.8,112.6,1055.7,248.3,,520.0,-682.0,,,,,-912.0,,-722.2,-926.4,16.7,-790.7,,-519.0,,,,,False,,False,False,True,False,,True
36093,938,182.0,,,,,110.0,,118.6,69.5,625.4,155.6,,198.0,-756.0,,,,,-828.0,,-819.4,-868.5,-312.6,-782.4,,-740.0,,,,,False,,False,False,True,False,,True
36095,101,49.0,,,,,36.0,,35.4,6.3,,,,247.0,-52.0,,,,,-65.0,,-65.6,-94.7,,,,146.0,,,,,False,,False,False,,,,False
36097,240,119.0,,,,,42.0,,239.0,3.3,,,,253.0,-121.0,,,,,-198.0,,-1.0,-236.7,,,,13.0,,,,,False,,True,False,,,,True
36099,168,35.0,,,,,59.0,,35.9,11.3,41.0,,,95.0,-133.0,,,,,-109.0,,-132.1,-156.7,-127.0,,,-73.0,,,,,True,,True,False,True,,,True
36101,1079,980.0,,,,,328.0,,1366.4,519.8,634.8,,,1244.0,-99.0,,,,,-751.0,,287.4,-559.2,-444.2,,,165.0,,,,,False,,False,False,False,,,False
36103,12453,4109.0,,,,,4211.0,,2439.5,1817.3,9407.1,2718.3,,8829.0,-8344.0,,,,,-8242.0,,-10013.5,-10635.7,-3045.9,-9734.7,,-3624.0,,,,,True,,False,False,True,False,,True
36105,521,217.0,,,,,174.0,,140.7,32.0,113.4,62.2,,232.0,-304.0,,,,,-347.0,,-380.3,-489.0,-407.6,-458.8,,-289.0,,,,,False,,False,False,False,False,,True
36107,771,483.0,,,,,95.0,,486.5,192.0,224.2,,,616.0,-288.0,,,,,-676.0,,-284.5,-579.0,-546.8,,,-155.0,,,,,False,,True,False,False,,,True
36109,600,266.0,,,,,185.0,,256.6,37.4,570.3,,,729.0,-334.0,,,,,-415.0,,-343.4,-562.6,-29.7,,,129.0,,,,,False,,False,False,True,,,True
36111,921,364.0,,,,,156.0,,230.2,50.7,140.1,168.5,,819.0,-557.0,,,,,-765.0,,-690.8,-870.3,-780.9,-752.5,,-102.0,,,,,False,,False,False,False,False,,True
36113,146,154.0,,,,,139.0,,160.8,15.5,140.0,,,350.0,8.0,,,,,-7.0,,14.8,-130.5,-6.0,,,204.0,,,,,True,,False,False,True,,,False
36115,127,70.0,,,,,29.0,,74.1,6.9,50.2,,,171.0,-57.0,,,,,-98.0,,-52.9,-120.1,-76.8,,,44.0,,,,,False,,True,False,False,,,True
36117,734,203.0,,,,,76.0,,176.4,106.1,267.5,,,732.0,-531.0,,,,,-658.0,,-557.6,-627.9,-466.5,,,-2.0,,,,,False,,False,False,True,,,True
36119,10799,2912.0,,,,,2091.0,,1652.0,1280.5,5276.4,1561.0,,2727.0,-7887.0,,,,,-8708.0,,-9147.0,-9518.5,-5522.6,-9238.0,,-8072.0,,,,,False,,False,False,True,False,,False
36121,377,70.0,,,,,64.0,,85.2,11.5,71.2,,,611.0,-307.0,,,,,-313.0,,-291.8,-365.5,-305.8,,,234.0,,,,,False,,True,False,True,,,True
36123,182,42.0,,,,,53.0,,42.1,7.7,,,,286.0,-140.0,,,,,-129.0,,-139.9,-174.3,,,,104.0,,,,,True,,True,False,,,,True
37001,2720,1820.0,,,,,1261.0,,1455.4,617.6,868.1,1688.6,,2214.0,-900.0,,,,,-1459.0,,-1264.6,-2102.4,-1851.9,-1031.4,,-506.0,,,,,False,,False,False,False,False,,True
37003,1017,210.0,,,,,453.0,,262.2,133.5,162.0,,,322.0,-807.0,,,,,-564.0,,-754.8,-883.5,-855.0,,,-695.0,,,,,True,,True,False,False,,,True
37005,135,70.0,,,,,66.0,,41.7,4.9,0.0,,,10.0,-65.0,,,,,-69.0,,-93.3,-130.1,-135.0,,,-125.0,,,,,False,,False,False,False,,,False
37007,246,189.0,,,,,274.0,,193.9,21.9,0.0,,,67.0,-57.0,,,,,28.0,,-52.1,-224.1,-246.0,,,-179.0,,,,,True,,True,False,False,,,False
37009,455,252.0,,,,,141.0,,323.4,46.4,126.3,,,470.0,-203.0,,,,,-314.0,,-131.6,-408.6,-328.7,,,15.0,,,,,False,,True,False,False,,,True
37011,470,602.0,,,,,200.0,,751.4,196.0,61.5,,,456.0,132.0,,,,,-270.0,,281.4,-274.0,-408.5,,,-14.0,,,,,False,,False,False,False,,,True
37013,613,602.0,,,,,498.0,,472.7,263.3,170.8,408.3,,531.0,-11.0,,,,,-115.0,,-140.3,-349.7,-442.2,-204.7,,-82.0,,,,,False,,False,False,False,False,,False
37015,239,231.0,,,,,114.0,,164.6,28.9,0.0,,,349.0,-8.0,,,,,-125.0,,-74.4,-210.1,-239.0,,,110.0,,,,,False,,False,False,False,,,False
37017,361,266.0,,,,,285.0,,264.3,51.7,0.0,,,181.0,-95.0,,,,,-76.0,,-96.7,-309.3,-361.0,,,-180.0,,,,,True,,False,False,False,,,False
37019,1126,959.0,,,,,421.0,,855.5,407.0,226.3,426.1,,1303.0,-167.0,,,,,-705.0,,-270.5,-719.0,-899.7,-699.9,,177.0,,,,,False,,False,False,False,False,,False
37021,2009,1512.0,,,,,2043.0,,1286.9,645.2,1014.5,1364.3,,683.0,-497.0,,,,,34.0,,-722.1,-1363.8,-994.5,-644.7,,-1326.0,,,,,True,,False,False,False,False,,False
37023,1547,1036.0,,,,,1097.0,,915.4,305.0,69.2,499.2,,1369.0,-511.0,,,,,-450.0,,-631.6,-1242.0,-1477.8,-1047.8,,-178.0,,,,,True,,False,False,False,False,,True
37025,2528,1092.0,,,,,2000.0,,906.1,379.3,443.3,414.2,,1060.0,-1436.0,,,,,-528.0,,-1621.9,-2148.7,-2084.7,-2113.8,,-1468.0,,,,,True,,False,False,False,False,,False
37027,1564,1288.0,,,,,894.0,,1295.7,424.9,245.1,609.6,,1849.0,-276.0,,,,,-670.0,,-268.3,-1139.1,-1318.9,-954.4,,285.0,,,,,False,,True,False,False,False,,False
37029,52,63.0,,,,,56.0,,57.1,8.7,30.8,,,218.0,11.0,,,,,4.0,,5.1,-43.3,-21.2,,,166.0,,,,,True,,True,False,False,,,False
37031,840,735.0,,,,,788.0,,799.5,863.9,239.2,,,320.0,-105.0,,,,,-52.0,,-40.5,23.9,-600.8,,,-520.0,,,,,True,,True,True,False,,,False
37033,345,406.0,,,,,170.0,,609.4,146.6,115.6,,,420.0,61.0,,,,,-175.0,,264.4,-198.4,-229.4,,,75.0,,,,,False,,False,False,False,,,False
37035,3212,1589.0,,,,,1584.0,,1356.8,636.2,567.7,814.5,,2080.0,-1623.0,,,,,-1628.0,,-1855.2,-2575.8,-2644.3,-2397.5,,-1132.0,,,,,False,,False,False,False,False,,True
37037,569,448.0,,,,,484.0,,352.6,84.7,205.6,343.6,,564.0,-121.0,,,,,-85.0,,-216.4,-484.3,-363.4,-225.4,,-5.0,,,,,True,,False,False,False,False,,True
37039,226,217.0,,,,,146.0,,198.8,59.8,48.1,,,94.0,-9.0,,,,,-80.0,,-27.2,-166.2,-177.9,,,-132.0,,,,,False,,False,False,False,,,False
37041,172,434.0,,,,,100.0,,421.2,122.0,55.0,,,104.0,262.0,,,,,-72.0,,249.2,-50.0,-117.0,,,-68.0,,,,,True,,True,True,True,,,True
37043,128,154.0,,,,,41.0,,120.7,69.2,74.2,,,211.0,26.0,,,,,-87.0,,-7.3,-58.8,-53.8,,,83.0,,,,,False,,True,False,False,,,False
37045,1613,1582.0,,,,,1036.0,,1560.4,1110.9,719.1,702.6,,1099.0,-31.0,,,,,-577.0,,-52.6,-502.1,-893.9,-910.4,,-514.0,,,,,False,,False,False,False,False,,False
37047,1238,532.0,,,,,412.0,,511.5,152.6,164.0,552.4,,505.0,-706.0,,,,,-826.0,,-726.5,-1085.4,-1074.0,-685.6,,-733.0,,,,,False,,False,False,False,True,,False
37049,1157,1120.0,,,,,1104.0,,1215.8,517.2,634.1,757.5,,3001.0,-37.0,,,,,-53.0,,58.8,-639.8,-522.9,-399.5,,1844.0,,,,,False,,False,False,False,False,,False
37051,3253,2142.0,,,,,2156.0,,1785.4,1418.2,1534.8,1668.3,,2354.0,-1111.0,,,,,-1097.0,,-1467.6,-1834.8,-1718.2,-1584.7,,-899.0,,,,,True,,False,False,False,False,,True
37053,119,98.0,,,,,211.0,,140.5,11.7,111.4,,,479.0,-21.0,,,,,92.0,,21.5,-107.3,-7.6,,,360.0,,,,,False,,False,False,True,,,False
37055,338,119.0,,,,,223.0,,133.9,36.8,104.1,,,126.0,-219.0,,,,,-115.0,,-204.1,-301.2,-233.9,,,-212.0,,,,,True,,True,False,False,,,True
37057,2064,1512.0,,,,,1448.0,,1373.5,849.1,680.3,869.5,,1574.0,-552.0,,,,,-616.0,,-690.5,-1214.9,-1383.7,-1194.5,,-490.0,,,,,False,,False,False,False,False,,True
37059,588,259.0,,,,,346.0,,268.9,61.3,137.7,,,253.0,-329.0,,,,,-242.0,,-319.1,-526.7,-450.3,,,-335.0,,,,,True,,True,False,False,,,False
37061,774,833.0,,,,,507.0,,648.2,114.2,2.0,352.2,,4456.0,59.0,,,,,-267.0,,-125.8,-659.8,-772.0,-421.8,,3682.0,,,,,False,,False,False,False,False,,False
37063,2997,2037.0,,,,,1684.0,,1548.3,720.1,248.8,1178.4,,2284.0,-960.0,,,,,-1313.0,,-1448.7,-2276.9,-2748.2,-1818.6,,-713.0,,,,,False,,False,False,False,False,,True
37065,942,931.0,,,,,465.0,,766.8,528.2,280.0,639.2,,2428.0,-11.0,,,,,-477.0,,-175.2,-413.8,-662.0,-302.8,,1486.0,,,,,False,,False,False,False,False,,False
37067,5469,2184.0,,,,,2514.0,,1728.4,989.1,666.7,1459.8,,2757.0,-3285.0,,,,,-2955.0,,-3740.6,-4479.9,-4802.3,-4009.2,,-2712.0,,,,,True,,False,False,False,False,,True
37069,648,525.0,,,,,481.0,,516.8,129.2,151.2,267.6,,1356.0,-123.0,,,,,-167.0,,-131.2,-518.8,-496.8,-380.4,,708.0,,,,,False,,False,False,False,False,,False
37071,4102,3451.0,,,,,2368.0,,3314.5,2869.0,1314.4,1395.8,,2457.0,-651.0,,,,,-1734.0,,-787.5,-1233.0,-2787.6,-2706.2,,-1645.0,,,,,False,,False,False,False,False,,False
37073,58,70.0,,,,,77.0,,72.4,4.9,26.5,,,172.0,12.0,,,,,19.0,,14.4,-53.1,-31.5,,,114.0,,,,,False,,False,False,False,,,False
37075,60,252.0,,,,,47.0,,304.2,117.6,77.2,,,47.0,192.0,,,,,-13.0,,244.2,57.6,17.2,,,-13.0,,,,,True,,False,True,True,,,True
37077,771,287.0,,,,,508.0,,258.8,58.5,25.8,217.6,,213.0,-484.0,,,,,-263.0,,-512.2,-712.5,-745.2,-553.4,,-558.0,,,,,True,,False,False,False,False,,False
37079,441,553.0,,,,,176.0,,536.9,77.9,195.4,,,244.0,112.0,,,,,-265.0,,95.9,-363.1,-245.6,,,-197.0,,,,,False,,True,False,False,,,False
37081,6818,4571.0,,,,,3138.0,,3600.5,1875.3,2862.0,2523.5,,5349.0,-2247.0,,,,,-3680.0,,-3217.5,-4942.7,-3956.0,-4294.5,,-1469.0,,,,,False,,False,False,False,False,,True
37083,811,476.0,,,,,422.0,,411.4,152.0,77.6,285.8,,405.0,-335.0,,,,,-389.0,,-399.6,-659.0,-733.4,-525.2,,-406.0,,,,,False,,False,False,False,False,,False
37085,1402,1085.0,,,,,1090.0,,1089.3,711.1,632.2,888.4,,1226.0,-317.0,,,,,-312.0,,-312.7,-690.9,-769.8,-513.6,,-176.0,,,,,True,,True,False,False,False,,True
37087,509,98.0,,,,,582.0,,143.2,24.9,264.4,,,198.0,-411.0,,,,,73.0,,-365.8,-484.1,-244.6,,,-311.0,,,,,True,,True,False,True,,,True
37089,948,637.0,,,,,892.0,,505.7,349.9,320.4,273.4,,932.0,-311.0,,,,,-56.0,,-442.3,-598.1,-627.6,-674.6,,-16.0,,,,,True,,False,False,False,False,,True
37091,164,196.0,,,,,192.0,,190.5,38.1,0.0,,,126.0,32.0,,,,,28.0,,26.5,-125.9,-164.0,,,-38.0,,,,,True,,True,False,False,,,False
37093,588,553.0,,,,,561.0,,545.0,97.1,624.2,325.7,,398.0,-35.0,,,,,-27.0,,-43.0,-490.9,36.2,-262.3,,-190.0,,,,,True,,False,False,False,False,,False
37095,39,140.0,,,,,5.0,,116.2,3.3,40.0,,,80.0,101.0,,,,,-34.0,,77.2,-35.7,1.0,,,41.0,,,,,True,,True,True,True,,,True
37097,2142,1043.0,,,,,1688.0,,950.4,403.5,437.0,609.9,,1529.0,-1099.0,,,,,-454.0,,-1191.6,-1738.5,-1705.0,-1532.1,,-613.0,,,,,True,,False,False,False,False,,True
37099,632,532.0,,,,,334.0,,429.7,96.8,48.6,,,145.0,-100.0,,,,,-298.0,,-202.3,-535.2,-583.4,,,-487.0,,,,,False,,False,False,False,,,False
37101,2656,1470.0,,,,,1314.0,,1294.1,331.9,211.5,777.3,,2396.0,-1186.0,,,,,-1342.0,,-1361.9,-2324.1,-2444.5,-1878.7,,-260.0,,,,,False,,False,False,False,False,,True
37103,111,91.0,,,,,58.0,,64.2,5.0,2.0,,,155.0,-20.0,,,,,-53.0,,-46.8,-106.0,-109.0,,,44.0,,,,,False,,False,False,False,,,False
37105,657,700.0,,,,,510.0,,638.4,158.3,468.5,634.3,,679.0,43.0,,,,,-147.0,,-18.6,-498.7,-188.5,-22.7,,22.0,,,,,False,,True,False,False,True,,True
37107,1005,532.0,,,,,602.0,,457.4,186.6,217.0,516.6,,732.0,-473.0,,,,,-403.0,,-547.6,-818.4,-788.0,-488.4,,-273.0,,,,,True,,False,False,False,False,,True
37109,1444,1295.0,,,,,891.0,,1182.3,305.5,511.5,645.7,,878.0,-149.0,,,,,-553.0,,-261.7,-1138.5,-932.5,-798.3,,-566.0,,,,,False,,False,False,False,False,,False
37111,720,455.0,,,,,500.0,,429.2,103.6,134.2,317.2,,419.0,-265.0,,,,,-220.0,,-290.8,-616.4,-585.8,-402.8,,-301.0,,,,,True,,False,False,False,False,,False
37113,262,210.0,,,,,197.0,,225.6,24.2,133.1,,,124.0,-52.0,,,,,-65.0,,-36.4,-237.8,-128.9,,,-138.0,,,,,False,,True,False,False,,,False
37115,387,91.0,,,,,154.0,,101.5,36.0,143.3,,,121.0,-296.0,,,,,-233.0,,-285.5,-351.0,-243.7,,,-266.0,,,,,True,,True,False,True,,,True
37117,285,280.0,,,,,201.0,,314.9,157.7,101.1,,,222.0,-5.0,,,,,-84.0,,29.9,-127.3,-183.9,,,-63.0,,,,,False,,False,False,False,,,False
37119,12660,6013.0,,,,,5287.0,,4266.3,4031.5,423.1,3147.3,,9421.0,-6647.0,,,,,-7373.0,,-8393.7,-8628.5,-12236.9,-9512.7,,-3239.0,,,,,False,,False,False,False,False,,True
37121,344,35.0,,,,,112.0,,40.6,2.3,48.6,,,8.0,-309.0,,,,,-232.0,,-303.4,-341.7,-295.4,,,-336.0,,,,,True,,True,False,True,,,False
37123,303,154.0,,,,,287.0,,174.7,24.8,0.5,173.8,,200.0,-149.0,,,,,-16.0,,-128.3,-278.2,-302.5,-129.2,,-103.0,,,,,True,,True,False,False,True,,True
37125,927,1113.0,,,,,899.0,,933.2,783.8,695.9,496.0,,889.0,186.0,,,,,-28.0,,6.2,-143.2,-231.1,-431.0,,-38.0,,,,,True,,True,True,False,False,,True
