,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
29159,1276,492.0,,235.0,,,,,783.0,,511.7,283.6,598.3,4.6,330.8,93.0,-784.0,,-1041.0,,,,,-493.0,,-764.3,-992.4,-677.7,-1271.4,-945.2,-1183.0,,False,,,,,True,,True,False,True,False,False,False
29161,993,912.0,,1748.0,,,,,516.0,,1662.7,338.0,523.2,184.4,,403.0,-81.0,,755.0,,,,,-477.0,,669.7,-655.0,-469.8,-808.6,,-590.0,,False,,,,,False,,False,False,False,False,,False
29163,598,96.0,,80.0,,,,,165.0,,279.3,60.3,34.6,0.0,,136.0,-502.0,,-518.0,,,,,-433.0,,-318.7,-537.7,-563.4,-598.0,,-462.0,,False,,,,,True,,True,False,False,False,,True
29165,748,516.0,,922.0,,,,,662.0,,872.2,304.9,223.7,622.6,,1337.0,-232.0,,174.0,,,,,-86.0,,124.2,-443.1,-524.3,-125.4,,589.0,,True,,,,,True,,True,False,False,True,,False
29167,516,396.0,,131.0,,,,,517.0,,630.2,254.3,208.9,0.1,,0.0,-120.0,,-385.0,,,,,1.0,,114.2,-261.7,-307.1,-515.9,,-516.0,,False,,,,,True,,True,False,False,False,,False
29169,712,336.0,,230.0,,,,,648.0,,917.6,163.4,107.6,255.9,,795.0,-376.0,,-482.0,,,,,-64.0,,205.6,-548.6,-604.4,-456.1,,83.0,,False,,,,,True,,True,False,False,False,,True
29171,100,42.0,,0.0,,,,,52.0,,106.9,7.6,,,,106.0,-58.0,,-100.0,,,,,-48.0,,6.9,-92.4,,,,6.0,,False,,,,,True,,True,False,,,,True
29173,283,90.0,,18.0,,,,,72.0,,89.0,27.3,17.6,0.0,,15.0,-193.0,,-265.0,,,,,-211.0,,-194.0,-255.7,-265.4,-283.0,,-268.0,,False,,,,,False,,False,False,False,False,,False
29175,706,402.0,,333.0,,,,,316.0,,1235.3,53.8,104.0,0.0,,217.0,-304.0,,-373.0,,,,,-390.0,,529.3,-652.2,-602.0,-706.0,,-489.0,,False,,,,,False,,False,False,False,False,,False
29177,446,150.0,,144.0,,,,,268.0,,270.8,67.2,29.6,95.8,,348.0,-296.0,,-302.0,,,,,-178.0,,-175.2,-378.8,-416.4,-350.2,,-98.0,,False,,,,,True,,True,False,False,False,,True
29179,122,54.0,,0.0,,,,,50.0,,78.5,8.2,7.4,,,115.0,-68.0,,-122.0,,,,,-72.0,,-43.5,-113.8,-114.6,,,-7.0,,False,,,,,False,,True,False,False,,,True
29181,296,288.0,,313.0,,,,,143.0,,419.4,17.7,67.1,42.9,,273.0,-8.0,,17.0,,,,,-153.0,,123.4,-278.3,-228.9,-253.1,,-23.0,,False,,,,,False,,False,False,False,False,,False
29183,10248,4842.0,,7552.0,,,,,2302.0,,5130.1,3200.4,2719.8,5639.0,2348.3,7619.0,-5406.0,,-2696.0,,,,,-7946.0,,-5117.9,-7047.6,-7528.2,-4609.0,-7899.7,-2629.0,,True,,,,,False,,True,False,False,True,False,True
29185,225,72.0,,37.0,,,,,95.0,,179.8,32.9,9.9,24.4,,126.0,-153.0,,-188.0,,,,,-130.0,,-45.2,-192.1,-215.1,-200.6,,-99.0,,False,,,,,True,,True,False,False,False,,True
29186,763,204.0,,141.0,,,,,124.0,,347.3,53.5,109.0,94.6,,196.0,-559.0,,-622.0,,,,,-639.0,,-415.7,-709.5,-654.0,-668.4,,-567.0,,False,,,,,False,,True,False,False,False,,False
29187,2449,720.0,,807.0,,,,,675.0,,1461.7,344.8,570.6,5.5,368.7,541.0,-1729.0,,-1642.0,,,,,-1774.0,,-987.3,-2104.2,-1878.4,-2443.5,-2080.3,-1908.0,,True,,,,,False,,True,False,False,False,False,False
29189,23126,8814.0,,10982.0,,,,,5800.0,,6558.3,5386.9,6942.1,809.6,4649.2,9016.0,-14312.0,,-12144.0,,,,,-17326.0,,-16567.7,-17739.1,-16183.9,-22316.4,-18476.8,-14110.0,,True,,,,,False,,False,False,False,False,False,True
29195,685,168.0,,220.0,,,,,330.0,,265.9,138.4,65.0,0.1,,61.0,-517.0,,-465.0,,,,,-355.0,,-419.1,-546.6,-620.0,-684.9,,-624.0,,True,,,,,True,,True,False,False,False,,False
29197,96,24.0,,0.0,,,,,53.0,,36.6,5.6,5.5,,,54.0,-72.0,,-96.0,,,,,-43.0,,-59.4,-90.4,-90.5,,,-42.0,,False,,,,,True,,True,False,False,,,True
29199,126,78.0,,42.0,,,,,54.0,,23.1,8.0,7.3,,,74.0,-48.0,,-84.0,,,,,-72.0,,-102.9,-118.0,-118.7,,,-52.0,,False,,,,,False,,False,False,False,,,False
29201,1399,660.0,,744.0,,,,,478.0,,1443.1,242.1,191.4,381.0,473.5,1523.0,-739.0,,-655.0,,,,,-921.0,,44.1,-1156.9,-1207.6,-1018.0,-925.5,124.0,,True,,,,,False,,True,False,False,False,False,True
29203,154,66.0,,47.0,,,,,73.0,,428.0,33.8,55.3,0.0,,73.0,-88.0,,-107.0,,,,,-81.0,,274.0,-120.2,-98.7,-154.0,,-81.0,,False,,,,,True,,False,False,False,False,,True
29205,110,36.0,,0.0,,,,,51.0,,141.5,19.0,27.8,,,63.0,-74.0,,-110.0,,,,,-59.0,,31.5,-91.0,-82.2,,,-47.0,,False,,,,,True,,True,False,False,,,True
29207,867,486.0,,340.0,,,,,442.0,,924.3,147.2,122.3,231.9,,251.0,-381.0,,-527.0,,,,,-425.0,,57.3,-719.8,-744.7,-635.1,,-616.0,,False,,,,,False,,True,False,False,False,,False
29209,543,324.0,,331.0,,,,,397.0,,580.3,168.3,197.2,139.6,,142.0,-219.0,,-212.0,,,,,-146.0,,37.3,-374.7,-345.8,-403.4,,-401.0,,True,,,,,True,,True,False,False,False,,False
29211,287,156.0,,0.0,,,,,92.0,,192.9,27.0,44.2,213.3,,52.0,-131.0,,-287.0,,,,,-195.0,,-94.1,-260.0,-242.8,-73.7,,-235.0,,False,,,,,False,,True,False,False,True,,False
29213,1290,318.0,,130.0,,,,,1032.0,,361.4,154.9,320.3,8.3,126.5,105.0,-972.0,,-1160.0,,,,,-258.0,,-928.6,-1135.1,-969.7,-1281.7,-1163.5,-1185.0,,False,,,,,True,,True,False,True,False,False,False
29215,433,330.0,,271.0,,,,,403.0,,1408.2,245.0,131.5,66.4,,0.0,-103.0,,-162.0,,,,,-30.0,,975.2,-188.0,-301.5,-366.6,,-433.0,,False,,,,,True,,False,False,False,False,,False
29217,382,168.0,,191.0,,,,,282.0,,347.5,108.6,70.6,60.9,,125.0,-214.0,,-191.0,,,,,-100.0,,-34.5,-273.4,-311.4,-321.1,,-257.0,,True,,,,,True,,True,False,False,False,,False
29219,629,264.0,,171.0,,,,,235.0,,284.4,71.6,67.5,182.3,,255.0,-365.0,,-458.0,,,,,-394.0,,-344.6,-557.4,-561.5,-446.7,,-374.0,,False,,,,,False,,True,False,False,False,,False
29221,830,222.0,,259.0,,,,,265.0,,480.4,107.9,127.9,0.6,,170.0,-608.0,,-571.0,,,,,-565.0,,-349.6,-722.1,-702.1,-829.4,,-660.0,,True,,,,,True,,True,False,False,False,,False
29223,197,174.0,,124.0,,,,,119.0,,216.3,73.0,,45.3,,0.0,-23.0,,-73.0,,,,,-78.0,,19.3,-124.0,,-151.7,,-197.0,,False,,,,,False,,True,False,,False,,False
29225,785,606.0,,460.0,,,,,561.0,,1777.6,302.4,447.3,360.3,,268.0,-179.0,,-325.0,,,,,-224.0,,992.6,-482.6,-337.7,-424.7,,-517.0,,False,,,,,False,,False,False,False,False,,False
29227,45,24.0,,0.0,,,,,32.0,,20.4,3.1,1.0,,,86.0,-21.0,,-45.0,,,,,-13.0,,-24.6,-41.9,-44.0,,,41.0,,False,,,,,True,,False,False,False,,,False
29229,212,360.0,,128.0,,,,,298.0,,715.7,50.9,94.1,0.0,,178.0,148.0,,-84.0,,,,,86.0,,503.7,-161.1,-117.9,-212.0,,-34.0,,True,,,,,True,,False,False,True,False,,True
29510,5247,1956.0,,2990.0,,,,,1847.0,,1740.8,1055.4,1070.2,34.0,1015.8,2622.0,-3291.0,,-2257.0,,,,,-3400.0,,-3506.2,-4191.6,-4176.8,-5213.0,-4231.2,-2625.0,,True,,,,,False,,False,False,False,False,False,True
30001,339,234.0,,52.0,,,,,99.0,,2467.9,26.7,31.9,0.0,,139.0,-105.0,,-287.0,,,,,-240.0,,2128.9,-312.3,-307.1,-339.0,,-200.0,,False,,,,,False,,False,False,False,False,,False
30003,672,522.0,,0.0,,,,,276.0,,422.5,70.6,300.2,61.3,427.5,604.0,-150.0,,-672.0,,,,,-396.0,,-249.5,-601.4,-371.8,-610.7,-244.5,-68.0,,False,,,,,False,,False,False,False,False,False,True
30005,323,486.0,,0.0,,,,,233.0,,3274.6,6.3,,0.0,,101.0,163.0,,-323.0,,,,,-90.0,,2951.6,-316.7,,-323.0,,-222.0,,False,,,,,True,,False,False,,False,,False
30007,156,96.0,,0.0,,,,,42.0,,153.6,3.8,32.9,,,159.0,-60.0,,-156.0,,,,,-114.0,,-2.4,-152.2,-123.1,,,3.0,,False,,,,,False,,True,False,False,,,True
30009,386,228.0,,0.0,,,,,170.0,,673.3,35.0,138.0,76.9,,192.0,-158.0,,-386.0,,,,,-216.0,,287.3,-351.0,-248.0,-309.1,,-194.0,,False,,,,,False,,False,False,False,False,,False
30011,83,138.0,,20.0,,,,,36.0,,66.6,21.5,,,,37.0,55.0,,-63.0,,,,,-47.0,,-16.4,-61.5,,,,-46.0,,False,,,,,True,,True,False,,,,True
30013,3552,1998.0,,2757.0,,,,,2859.0,,3210.3,303.2,3649.0,390.3,921.6,1230.0,-1554.0,,-795.0,,,,,-693.0,,-341.7,-3248.8,97.0,-3161.7,-2630.4,-2322.0,,True,,,,,True,,True,False,True,False,False,False
30015,222,30.0,,0.0,,,,,94.0,,261.3,16.2,,,,53.0,-192.0,,-222.0,,,,,-128.0,,39.3,-205.8,,,,-169.0,,False,,,,,True,,True,False,,,,True
30017,529,270.0,,,,,,,328.0,,286.9,13.7,,7.9,,345.0,-259.0,,,,,,,-201.0,,-242.1,-515.3,,-521.1,,-184.0,,,,,,,True,,True,False,,False,,True
30019,97,24.0,,0.0,,,,,162.0,,270.7,3.1,,,,8.0,-73.0,,-97.0,,,,,65.0,,173.7,-93.9,,,,-89.0,,False,,,,,True,,False,False,,,,False
30021,467,246.0,,0.0,,,,,262.0,,1433.6,18.2,,37.9,,44.0,-221.0,,-467.0,,,,,-205.0,,966.6,-448.8,,-429.1,,-423.0,,False,,,,,True,,False,False,,False,,False
30023,379,492.0,,549.0,,,,,188.0,,2372.5,36.2,277.3,3.3,,0.0,113.0,,170.0,,,,,-191.0,,1993.5,-342.8,-101.7,-375.7,,-379.0,,False,,,,,False,,False,False,True,False,,False
30025,210,48.0,,0.0,,,,,66.0,,735.9,10.3,,,,24.0,-162.0,,-210.0,,,,,-144.0,,525.9,-199.7,,,,-186.0,,False,,,,,True,,False,False,,,,False
30027,446,228.0,,0.0,,,,,439.0,,2765.1,39.8,,0.0,,298.0,-218.0,,-446.0,,,,,-7.0,,2319.1,-406.2,,-446.0,,-148.0,,False,,,,,True,,False,False,,False,,True
30029,4283,2964.0,,1930.0,,,,,4226.0,,22603.9,543.6,3153.9,600.0,843.8,1572.0,-1319.0,,-2353.0,,,,,-57.0,,18320.9,-3739.4,-1129.1,-3683.0,-3439.2,-2711.0,,False,,,,,True,,False,False,True,False,False,False
30031,5006,1890.0,,1838.0,,,,,1136.0,,4727.7,344.0,2354.8,773.8,511.5,1269.0,-3116.0,,-3168.0,,,,,-3870.0,,-278.3,-4661.9,-2651.2,-4232.2,-4494.5,-3737.0,,False,,,,,False,,True,False,True,False,False,False
30033,56,6.0,,0.0,,,,,47.0,,13.2,0.1,,,,17.0,-50.0,,-56.0,,,,,-9.0,,-42.8,-55.9,,,,-39.0,,False,,,,,True,,True,False,,,,True
30035,441,954.0,,1858.0,,,,,1197.0,,2532.6,76.2,338.3,1.9,,170.0,513.0,,1417.0,,,,,756.0,,2091.6,-364.8,-102.7,-439.1,,-271.0,,False,,,,,False,,False,True,True,True,,True
30037,18,6.0,,0.0,,,,,30.0,,25.1,2.1,0.6,,,27.0,-12.0,,-18.0,,,,,12.0,,7.1,-15.9,-17.4,,,9.0,,False,,,,,False,,True,False,False,,,True
30039,76,108.0,,0.0,,,,,36.0,,296.4,3.7,,,,63.0,32.0,,-76.0,,,,,-40.0,,220.4,-72.3,,,,-13.0,,False,,,,,False,,False,False,,,,True
30041,819,990.0,,250.0,,,,,1323.0,,6218.0,42.8,1229.8,244.1,,305.0,171.0,,-569.0,,,,,504.0,,5399.0,-776.2,410.8,-574.9,,-514.0,,False,,,,,False,,False,False,False,False,,False
30043,346,132.0,,49.0,,,,,64.0,,216.5,37.5,35.2,0.2,,110.0,-214.0,,-297.0,,,,,-282.0,,-129.5,-308.5,-310.8,-345.8,,-236.0,,False,,,,,False,,True,False,False,False,,False
30045,44,18.0,,0.0,,,,,27.0,,36.0,1.6,,,,29.0,-26.0,,-44.0,,,,,-17.0,,-8.0,-42.4,,,,-15.0,,False,,,,,True,,True,False,,,,True
30047,615,546.0,,1818.0,,,,,710.0,,994.1,98.0,346.8,79.3,,389.0,-69.0,,1203.0,,,,,95.0,,379.1,-517.0,-268.2,-535.7,,-226.0,,False,,,,,False,,False,False,False,False,,False
30049,2169,768.0,,1950.0,,,,,1092.0,,2807.3,80.5,1075.3,356.5,,1090.0,-1401.0,,-219.0,,,,,-1077.0,,638.3,-2088.5,-1093.7,-1812.5,,-1079.0,,True,,,,,True,,True,False,True,False,,True
30051,58,18.0,,0.0,,,,,282.0,,143.4,5.3,11.3,,,25.0,-40.0,,-58.0,,,,,224.0,,85.4,-52.7,-46.7,,,-33.0,,False,,,,,False,,False,False,False,,,True
30053,484,372.0,,109.0,,,,,138.0,,1357.0,29.4,119.4,13.0,,298.0,-112.0,,-375.0,,,,,-346.0,,873.0,-454.6,-364.6,-471.0,,-186.0,,False,,,,,False,,False,False,False,False,,False
30055,55,84.0,,0.0,,,,,54.0,,155.0,4.2,,,,41.0,29.0,,-55.0,,,,,-1.0,,100.0,-50.8,,,,-14.0,,False,,,,,True,,False,False,,,,True
30057,276,48.0,,0.0,,,,,36.0,,69.8,10.1,4.2,73.0,,7.0,-228.0,,-276.0,,,,,-240.0,,-206.2,-265.9,-271.8,-203.0,,-269.0,,False,,,,,False,,True,False,False,True,,False
30059,59,54.0,,,,,,,36.0,,123.6,2.4,10.6,,,17.0,-5.0,,,,,,,-23.0,,64.6,-56.6,-48.4,,,-42.0,,,,,,,False,,False,False,False,,,False
30061,54,24.0,,0.0,,,,,12.0,,288.4,12.5,,,,28.0,-30.0,,-54.0,,,,,-42.0,,234.4,-41.5,,,,-26.0,,False,,,,,False,,False,False,,,,True
30063,3121,1368.0,,604.0,,,,,2298.0,,17244.1,412.1,660.3,506.2,452.8,816.0,-1753.0,,-2517.0,,,,,-823.0,,14123.1,-2708.9,-2460.7,-2614.8,-2668.2,-2305.0,,False,,,,,True,,False,False,False,False,False,False
30065,146,144.0,,1.0,,,,,227.0,,137.6,19.5,55.9,,,145.0,-2.0,,-145.0,,,,,81.0,,-8.4,-126.5,-90.1,,,-1.0,,False,,,,,False,,False,False,False,,,True
30067,462,162.0,,1.0,,,,,288.0,,840.1,28.6,44.9,119.2,,167.0,-300.0,,-461.0,,,,,-174.0,,378.1,-433.4,-417.1,-342.8,,-295.0,,False,,,,,True,,False,False,False,False,,True
30069,6,6.0,,0.0,,,,,24.0,,98.2,14.8,,,,8.0,0.0,,-6.0,,,,,18.0,,92.2,8.8,,,,2.0,,False,,,,,False,,False,False,,,,False
30071,131,78.0,,4.0,,,,,333.0,,59.7,0.6,,0.0,,73.0,-53.0,,-127.0,,,,,202.0,,-71.3,-130.4,,-131.0,,-58.0,,False,,,,,False,,False,False,,False,,False
30073,175,132.0,,50.0,,,,,323.0,,2084.4,11.2,20.7,0.0,,93.0,-43.0,,-125.0,,,,,148.0,,1909.4,-163.8,-154.3,-175.0,,-82.0,,False,,,,,False,,False,False,False,False,,False
30075,43,78.0,,0.0,,,,,48.0,,394.7,16.4,,,,32.0,35.0,,-43.0,,,,,5.0,,351.7,-26.6,,,,-11.0,,False,,,,,True,,False,True,,,,True
30077,652,108.0,,1.0,,,,,99.0,,1230.3,23.1,,,,270.0,-544.0,,-651.0,,,,,-553.0,,578.3,-628.9,,,,-382.0,,False,,,,,False,,False,False,,,,True
30079,51,18.0,,0.0,,,,,26.0,,435.4,10.0,,,,4.0,-33.0,,-51.0,,,,,-25.0,,384.4,-41.0,,,,-47.0,,False,,,,,True,,False,False,,,,False
30081,1200,528.0,,1327.0,,,,,681.0,,2832.9,101.1,1274.1,137.3,,837.0,-672.0,,127.0,,,,,-519.0,,1632.9,-1098.9,74.1,-1062.7,,-363.0,,True,,,,,True,,False,False,True,False,,True
30083,316,300.0,,102.0,,,,,454.0,,319.3,26.3,332.2,63.6,,0.0,-16.0,,-214.0,,,,,138.0,,3.3,-289.7,16.2,-252.4,,-316.0,,False,,,,,False,,True,False,False,False,,False
30085,501,858.0,,210.0,,,,,428.0,,3059.7,20.2,126.3,7.9,,0.0,357.0,,-291.0,,,,,-73.0,,2558.7,-480.8,-374.7,-493.1,,-501.0,,True,,,,,True,,False,False,False,False,,False
30087,240,150.0,,0.0,,,,,158.0,,96.5,24.4,37.2,0.0,,28.0,-90.0,,-240.0,,,,,-82.0,,-143.5,-215.6,-202.8,-240.0,,-212.0,,False,,,,,True,,False,False,False,False,,False
30089,150,48.0,,0.0,,,,,45.0,,883.8,28.3,,,,40.0,-102.0,,-150.0,,,,,-105.0,,733.8,-121.7,,,,-110.0,,False,,,,,False,,False,False,,,,False
30091,230,78.0,,0.0,,,,,177.0,,616.2,9.7,,,,45.0,-152.0,,-230.0,,,,,-53.0,,386.2,-220.3,,,,-185.0,,False,,,,,True,,False,False,,,,False
30093,1672,396.0,,568.0,,,,,591.0,,1530.3,65.9,346.3,191.5,,379.0,-1276.0,,-1104.0,,,,,-1081.0,,-141.7,-1606.1,-1325.7,-1480.5,,-1293.0,,True,,,,,True,,True,False,False,False,,False
30095,286,150.0,,54.0,,,,,184.0,,631.4,30.7,94.7,0.0,,147.0,-136.0,,-232.0,,,,,-102.0,,345.4,-255.3,-191.3,-286.0,,-139.0,,False,,,,,True,,False,False,False,False,,False
30097,192,24.0,,0.0,,,,,63.0,,43.1,14.4,,,,21.0,-168.0,,-192.0,,,,,-129.0,,-148.9,-177.6,,,,-171.0,,False,,,,,True,,True,False,,,,False
30099,115,108.0,,0.0,,,,,150.0,,687.9,2.0,,,,36.0,-7.0,,-115.0,,,,,35.0,,572.9,-113.0,,,,-79.0,,False,,,,,False,,False,False,,,,False
30101,301,732.0,,94.0,,,,,542.0,,1934.9,3.2,11.1,34.3,,0.0,431.0,,-207.0,,,,,241.0,,1633.9,-297.8,-289.9,-266.7,,-301.0,,True,,,,,True,,False,True,True,True,,True
30103,18,6.0,,0.0,,,,,33.0,,349.0,1.6,,,,5.0,-12.0,,-18.0,,,,,15.0,,331.0,-16.4,,,,-13.0,,False,,,,,False,,False,False,,,,False
30105,312,582.0,,0.0,,,,,607.0,,2422.6,28.9,,38.1,,0.0,270.0,,-312.0,,,,,295.0,,2110.6,-283.1,,-273.9,,-312.0,,False,,,,,False,,False,False,,False,,False
30107,43,144.0,,0.0,,,,,103.0,,614.4,5.6,19.5,,,61.0,101.0,,-43.0,,,,,60.0,,571.4,-37.4,-23.5,,,18.0,,True,,,,,True,,False,True,True,,,True
30109,51,36.0,,0.0,,,,,87.0,,418.2,1.4,,,,11.0,-15.0,,-51.0,,,,,36.0,,367.2,-49.6,,,,-40.0,,False,,,,,False,,False,False,,,,False
30111,5860,4392.0,,4952.0,,,,,3199.0,,8356.0,1110.6,6175.1,1981.1,1328.4,7641.0,-1468.0,,-908.0,,,,,-2661.0,,2496.0,-4749.4,315.1,-3878.9,-4531.6,1781.0,,True,,,,,False,,False,False,True,False,False,False
31001,905,330.0,,381.0,,,,,564.0,,545.3,365.2,102.4,429.0,,312.0,-575.0,,-524.0,,,,,-341.0,,-359.7,-539.8,-802.6,-476.0,,-593.0,,True,,,,,True,,True,True,False,True,,False
31003,195,72.0,,51.0,,,,,131.0,,366.4,21.2,10.8,0.1,,59.0,-123.0,,-144.0,,,,,-64.0,,171.4,-173.8,-184.2,-194.9,,-136.0,,False,,,,,True,,False,False,False,False,,False
31005,14,6.0,,0.0,,,,,18.0,,8.1,4.8,,,,14.0,-8.0,,-14.0,,,,,4.0,,-5.9,-9.2,,,,0.0,,False,,,,,True,,True,False,,,,True
31007,14,0.0,,0.0,,,,,22.0,,8.3,0.2,,,,0.0,-14.0,,-14.0,,,,,8.0,,-5.7,-13.8,,,,-14.0,,False,,,,,True,,True,True,,,,False
31009,13,12.0,,0.0,,,,,20.0,,11.0,17.9,,,,14.0,-1.0,,-13.0,,,,,7.0,,-2.0,4.9,,,,1.0,,False,,,,,False,,False,False,,,,False
31011,193,60.0,,42.0,,,,,92.0,,185.7,18.3,11.9,0.0,,29.0,-133.0,,-151.0,,,,,-101.0,,-7.3,-174.7,-181.1,-193.0,,-164.0,,False,,,,,True,,True,False,False,False,,False
31013,482,180.0,,151.0,,,,,126.0,,182.2,53.9,146.5,164.9,,100.0,-302.0,,-331.0,,,,,-356.0,,-299.8,-428.1,-335.5,-317.1,,-382.0,,False,,,,,False,,True,False,False,False,,False
31015,87,42.0,,0.0,,,,,70.0,,199.0,13.6,16.6,,,32.0,-45.0,,-87.0,,,,,-17.0,,112.0,-73.4,-70.4,,,-55.0,,False,,,,,True,,False,False,False,,,False
31017,100,24.0,,0.0,,,,,40.0,,80.0,39.7,,,,12.0,-76.0,,-100.0,,,,,-60.0,,-20.0,-60.3,,,,-88.0,,False,,,,,True,,True,True,,,,False
31019,2006,1140.0,,1417.0,,,,,727.0,,1788.1,621.3,431.9,882.5,1451.8,660.0,-866.0,,-589.0,,,,,-1279.0,,-217.9,-1384.7,-1574.1,-1123.5,-554.2,-1346.0,,True,,,,,False,,True,False,False,False,True,False
31021,318,30.0,,2.0,,,,,83.0,,79.2,22.3,4.4,56.9,,18.0,-288.0,,-316.0,,,,,-235.0,,-238.8,-295.6,-313.6,-261.1,,-300.0,,False,,,,,True,,True,False,False,True,,False
31023,353,240.0,,240.0,,,,,118.0,,308.8,59.1,84.8,104.5,,134.0,-113.0,,-113.0,,,,,-235.0,,-44.2,-293.9,-268.2,-248.5,,-219.0,,False,,,,,False,,True,False,False,False,,False
31025,695,276.0,,431.0,,,,,207.0,,549.0,199.8,92.1,266.6,,267.0,-419.0,,-264.0,,,,,-488.0,,-146.0,-495.2,-602.9,-428.4,,-428.0,,True,,,,,False,,True,False,False,False,,False
31027,256,66.0,,80.0,,,,,211.0,,207.3,32.8,22.4,56.4,,83.0,-190.0,,-176.0,,,,,-45.0,,-48.7,-223.2,-233.6,-199.6,,-173.0,,True,,,,,True,,True,False,False,False,,True
31029,150,168.0,,73.0,,,,,52.0,,2088.1,32.5,40.9,0.1,,66.0,18.0,,-77.0,,,,,-98.0,,1938.1,-117.5,-109.1,-149.9,,-84.0,,False,,,,,False,,False,False,False,False,,False
31031,126,48.0,,,,,,,67.0,,43.4,32.0,22.3,,,19.0,-78.0,,,,,,,-59.0,,-82.6,-94.0,-103.7,,,-107.0,,,,,,,True,,False,False,False,,,False
31033,455,108.0,,80.0,,,,,75.0,,169.6,42.5,34.5,,,153.0,-347.0,,-375.0,,,,,-380.0,,-285.4,-412.5,-420.5,,,-302.0,,False,,,,,False,,True,False,False,,,True
31035,263,114.0,,104.0,,,,,49.0,,359.0,24.8,24.0,41.1,,70.0,-149.0,,-159.0,,,,,-214.0,,96.0,-238.2,-239.0,-221.9,,-193.0,,False,,,,,False,,True,False,False,False,,False
31037,437,222.0,,6.0,,,,,194.0,,127.8,101.8,61.1,50.0,,0.0,-215.0,,-431.0,,,,,-243.0,,-309.2,-335.2,-375.9,-387.0,,-437.0,,False,,,,,False,,False,False,False,False,,False
31039,361,156.0,,165.0,,,,,157.0,,374.4,55.9,25.7,154.8,,61.0,-205.0,,-196.0,,,,,-204.0,,13.4,-305.1,-335.3,-206.2,,-300.0,,True,,,,,True,,True,False,False,False,,False
31041,307,168.0,,43.0,,,,,110.0,,1151.5,21.8,34.7,138.8,,126.0,-139.0,,-264.0,,,,,-197.0,,844.5,-285.2,-272.3,-168.2,,-181.0,,False,,,,,False,,False,False,False,False,,False
31043,691,408.0,,0.0,,,,,348.0,,359.0,253.0,73.5,117.8,141.5,330.0,-283.0,,-691.0,,,,,-343.0,,-332.0,-438.0,-617.5,-573.2,-549.5,-361.0,,False,,,,,False,,False,False,False,False,False,False
31045,269,174.0,,29.0,,,,,137.0,,383.9,55.5,93.0,32.8,,150.0,-95.0,,-240.0,,,,,-132.0,,114.9,-213.5,-176.0,-236.2,,-119.0,,False,,,,,False,,False,False,False,False,,False
31047,791,330.0,,422.0,,,,,235.0,,298.9,195.8,114.5,70.5,170.1,145.0,-461.0,,-369.0,,,,,-556.0,,-492.1,-595.2,-676.5,-720.5,-620.9,-646.0,,True,,,,,False,,False,False,False,False,False,False
31049,35,18.0,,0.0,,,,,25.0,,1.9,11.2,,,,61.0,-17.0,,-35.0,,,,,-10.0,,-33.1,-23.8,,,,26.0,,False,,,,,True,,False,False,,,,False
31051,247,78.0,,67.0,,,,,91.0,,215.4,20.0,27.3,0.0,,26.0,-169.0,,-180.0,,,,,-156.0,,-31.6,-227.0,-219.7,-247.0,,-221.0,,False,,,,,True,,True,False,False,False,,False
31053,1418,444.0,,396.0,,,,,626.0,,733.9,402.2,127.2,631.9,169.7,263.0,-974.0,,-1022.0,,,,,-792.0,,-684.1,-1015.8,-1290.8,-786.1,-1248.3,-1155.0,,False,,,,,True,,True,False,False,True,False,False
31055,19756,9654.0,,12603.0,,,,,6150.0,,7570.7,7067.5,4505.4,8047.0,5536.5,5272.0,-10102.0,,-7153.0,,,,,-13606.0,,-12185.3,-12688.5,-15250.6,-11709.0,-14219.5,-14484.0,,True,,,,,False,,False,False,False,False,False,False
31057,46,6.0,,0.0,,,,,24.0,,22.0,8.2,,,,1.0,-40.0,,-46.0,,,,,-22.0,,-24.0,-37.8,,,,-45.0,,False,,,,,True,,True,True,,,,False
31059,259,60.0,,4.0,,,,,51.0,,67.0,24.9,70.8,,,95.0,-199.0,,-255.0,,,,,-208.0,,-192.0,-234.1,-188.2,,,-164.0,,False,,,,,False,,True,False,True,,,True
