,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
16047,509,348.0,,294.0,,,,,216.0,,398.7,70.2,93.6,75.1,,197.0,-161.0,,-215.0,,,,,-293.0,,-110.3,-438.8,-415.4,-433.9,,-312.0,,False,,,,,False,,True,False,False,False,,False
16049,443,258.0,,10.0,,,,,175.0,,293.8,112.0,48.6,0.0,,254.0,-185.0,,-433.0,,,,,-268.0,,-149.2,-331.0,-394.4,-443.0,,-189.0,,False,,,,,False,,True,False,False,False,,False
16051,661,618.0,,640.0,,,,,273.0,,1020.2,153.2,282.2,257.7,,301.0,-43.0,,-21.0,,,,,-388.0,,359.2,-507.8,-378.8,-403.3,,-360.0,,True,,,,,False,,False,False,False,False,,False
16053,923,450.0,,478.0,,,,,322.0,,387.6,144.6,124.6,177.0,,179.0,-473.0,,-445.0,,,,,-601.0,,-535.4,-778.4,-798.4,-746.0,,-744.0,,True,,,,,False,,False,False,False,False,,False
16055,4036,2028.0,,3685.0,,,,,1490.0,,1660.7,798.2,1792.5,755.8,828.6,2300.0,-2008.0,,-351.0,,,,,-2546.0,,-2375.3,-3237.8,-2243.5,-3280.2,-3207.4,-1736.0,,True,,,,,False,,False,False,False,False,False,True
16057,876,648.0,,1242.0,,,,,198.0,,1425.5,198.1,178.4,0.0,,295.0,-228.0,,366.0,,,,,-678.0,,549.5,-677.9,-697.6,-876.0,,-581.0,,False,,,,,False,,False,False,False,False,,False
16059,257,240.0,,,,,,,105.0,,338.0,19.9,150.1,0.0,,194.0,-17.0,,,,,,,-152.0,,81.0,-237.1,-106.9,-257.0,,-63.0,,,,,,,False,,False,False,False,False,,False
16061,129,90.0,,0.0,,,,,7.0,,341.3,12.4,,,,39.0,-39.0,,-129.0,,,,,-122.0,,212.3,-116.6,,,,-90.0,,False,,,,,False,,False,False,,,,False
16063,223,138.0,,0.0,,,,,23.0,,198.4,11.6,14.9,8.8,,115.0,-85.0,,-223.0,,,,,-200.0,,-24.6,-211.4,-208.1,-214.2,,-108.0,,False,,,,,False,,True,False,False,False,,False
16065,2163,3042.0,,1987.0,,,,,603.0,,9405.6,316.9,860.7,14.4,2863.3,0.0,879.0,,-176.0,,,,,-1560.0,,7242.6,-1846.1,-1302.3,-2148.6,700.3,-2163.0,,True,,,,,False,,False,False,False,False,True,False
16067,716,882.0,,623.0,,,,,283.0,,1013.6,63.3,436.8,414.7,,1143.0,166.0,,-93.0,,,,,-433.0,,297.6,-652.7,-279.2,-301.3,,427.0,,True,,,,,False,,False,False,False,False,,False
16069,1617,540.0,,977.0,,,,,524.0,,567.2,266.6,144.5,91.0,,1037.0,-1077.0,,-640.0,,,,,-1093.0,,-1049.8,-1350.4,-1472.5,-1526.0,,-580.0,,True,,,,,False,,True,False,False,False,,True
16071,105,30.0,,0.0,,,,,20.0,,10.1,6.6,,,,10.0,-75.0,,-105.0,,,,,-85.0,,-94.9,-98.4,,,,-95.0,,False,,,,,False,,False,False,,,,False
16073,305,72.0,,33.0,,,,,72.0,,88.2,20.1,15.3,0.0,,14.0,-233.0,,-272.0,,,,,-233.0,,-216.8,-284.9,-289.7,-305.0,,-291.0,,False,,,,,False,,True,False,False,False,,False
16075,545,420.0,,517.0,,,,,167.0,,339.6,96.4,202.1,0.1,,130.0,-125.0,,-28.0,,,,,-378.0,,-205.4,-448.6,-342.9,-544.9,,-415.0,,True,,,,,False,,False,False,False,False,,False
16077,123,186.0,,188.0,,,,,43.0,,104.7,34.7,144.7,0.0,,82.0,63.0,,65.0,,,,,-80.0,,-18.3,-88.3,21.7,-123.0,,-41.0,,False,,,,,False,,True,False,True,False,,True
16079,274,54.0,,0.0,,,,,44.0,,29.5,43.9,,0.0,,401.0,-220.0,,-274.0,,,,,-230.0,,-244.5,-230.1,,-274.0,,127.0,,False,,,,,False,,False,False,,False,,True
16081,293,174.0,,268.0,,,,,67.0,,362.1,32.1,37.3,91.3,,127.0,-119.0,,-25.0,,,,,-226.0,,69.1,-260.9,-255.7,-201.7,,-166.0,,True,,,,,False,,True,False,False,False,,False
16083,3539,2376.0,,2755.0,,,,,1136.0,,3047.7,848.5,2095.0,847.4,819.7,1444.0,-1163.0,,-784.0,,,,,-2403.0,,-491.3,-2690.5,-1444.0,-2691.6,-2719.3,-2095.0,,True,,,,,False,,True,False,False,False,False,False
16085,137,18.0,,0.0,,,,,42.0,,32.0,28.7,0.8,52.4,,6.0,-119.0,,-137.0,,,,,-95.0,,-105.0,-108.3,-136.2,-84.6,,-131.0,,False,,,,,True,,True,True,False,True,,False
16087,334,114.0,,84.0,,,,,49.0,,85.5,34.7,30.3,0.0,,64.0,-220.0,,-250.0,,,,,-285.0,,-248.5,-299.3,-303.7,-334.0,,-270.0,,False,,,,,False,,False,False,False,False,,False
17001,3153,1056.0,,1511.0,,,,,861.0,,1024.1,495.5,1033.5,600.8,484.2,1022.0,-2097.0,,-1642.0,,,,,-2292.0,,-2128.9,-2657.5,-2119.5,-2552.2,-2668.8,-2131.0,,True,,,,,False,,False,False,False,False,False,False
17003,148,30.0,,30.0,,,,,42.0,,42.4,24.9,10.6,0.0,,11.0,-118.0,,-118.0,,,,,-106.0,,-105.6,-123.1,-137.4,-148.0,,-137.0,,False,,,,,True,,True,False,False,False,,False
17005,600,348.0,,202.0,,,,,127.0,,219.8,79.9,228.2,169.1,,259.0,-252.0,,-398.0,,,,,-473.0,,-380.2,-520.1,-371.8,-430.9,,-341.0,,False,,,,,False,,False,False,False,False,,False
17007,2275,1332.0,,2151.0,,,,,602.0,,1799.7,868.7,696.3,696.9,963.6,627.0,-943.0,,-124.0,,,,,-1673.0,,-475.3,-1406.3,-1578.7,-1578.1,-1311.4,-1648.0,,True,,,,,False,,True,False,False,False,False,False
17009,230,90.0,,67.0,,,,,83.0,,55.1,18.5,15.9,,,117.0,-140.0,,-163.0,,,,,-147.0,,-174.9,-211.5,-214.1,,,-113.0,,False,,,,,False,,False,False,False,,,True
17011,1262,252.0,,236.0,,,,,320.0,,214.7,232.2,97.2,42.7,,99.0,-1010.0,,-1026.0,,,,,-942.0,,-1047.3,-1029.8,-1164.8,-1219.3,,-1163.0,,False,,,,,True,,False,False,False,False,,False
17013,171,24.0,,5.0,,,,,37.0,,16.3,27.3,7.1,,,1.0,-147.0,,-166.0,,,,,-134.0,,-154.7,-143.7,-163.9,,,-170.0,,False,,,,,True,,False,True,False,,,False
17015,713,504.0,,425.0,,,,,160.0,,288.8,90.1,486.6,176.6,,256.0,-209.0,,-288.0,,,,,-553.0,,-424.2,-622.9,-226.4,-536.4,,-457.0,,False,,,,,False,,False,False,False,False,,False
17017,511,114.0,,74.0,,,,,86.0,,92.5,90.5,41.1,0.0,,98.0,-397.0,,-437.0,,,,,-425.0,,-418.5,-420.5,-469.9,-511.0,,-413.0,,False,,,,,False,,False,False,False,False,,False
17019,5052,2088.0,,2170.0,,,,,1546.0,,1731.4,2653.2,1017.9,0.5,2162.3,1276.0,-2964.0,,-2882.0,,,,,-3506.0,,-3320.6,-2398.8,-4034.1,-5051.5,-2889.7,-3776.0,,True,,,,,False,,False,True,False,False,True,False
17021,1132,306.0,,156.0,,,,,338.0,,448.8,153.4,164.1,13.4,,152.0,-826.0,,-976.0,,,,,-794.0,,-683.2,-978.6,-967.9,-1118.6,,-980.0,,False,,,,,True,,True,False,False,False,,False
17023,543,132.0,,210.0,,,,,158.0,,382.6,73.8,32.7,132.9,,164.0,-411.0,,-333.0,,,,,-385.0,,-160.4,-469.2,-510.3,-410.1,,-379.0,,True,,,,,True,,True,False,False,True,,True
17025,564,174.0,,332.0,,,,,116.0,,481.8,126.3,48.1,23.6,,21.0,-390.0,,-232.0,,,,,-448.0,,-82.2,-437.7,-515.9,-540.4,,-543.0,,True,,,,,False,,True,False,False,False,,False
17027,1738,846.0,,819.0,,,,,309.0,,614.3,420.4,621.1,584.3,748.1,292.0,-892.0,,-919.0,,,,,-1429.0,,-1123.7,-1317.6,-1116.9,-1153.7,-989.9,-1446.0,,False,,,,,False,,False,False,False,False,False,False
17029,1525,768.0,,811.0,,,,,723.0,,385.0,460.9,246.7,0.6,614.4,968.0,-757.0,,-714.0,,,,,-802.0,,-1140.0,-1064.1,-1278.3,-1524.4,-910.6,-557.0,,True,,,,,False,,False,False,False,False,False,True
17031,139362,52236.0,,66501.0,,,,,27135.0,,27451.3,24825.7,37771.7,68232.1,35710.5,42112.0,-87126.0,,-72861.0,,,,,-112227.0,,-111910.7,-114536.3,-101590.3,-71129.9,-103651.5,-97250.0,,True,,,,,False,,False,False,False,True,False,False
17033,509,390.0,,179.0,,,,,193.0,,612.6,89.7,126.1,0.8,,0.0,-119.0,,-330.0,,,,,-316.0,,103.6,-419.3,-382.9,-508.2,,-509.0,,False,,,,,False,,True,False,False,False,,False
17035,363,96.0,,42.0,,,,,93.0,,74.8,34.0,21.9,0.0,,141.0,-267.0,,-321.0,,,,,-270.0,,-288.2,-329.0,-341.1,-363.0,,-222.0,,False,,,,,False,,False,False,False,False,,True
17037,2910,1068.0,,1267.0,,,,,1045.0,,984.7,1275.2,455.6,802.9,907.2,1715.0,-1842.0,,-1643.0,,,,,-1865.0,,-1925.3,-1634.8,-2454.4,-2107.1,-2002.8,-1195.0,,True,,,,,False,,False,True,False,False,False,True
17039,383,216.0,,295.0,,,,,129.0,,1325.1,150.9,43.1,120.2,,269.0,-167.0,,-88.0,,,,,-254.0,,942.1,-232.1,-339.9,-262.8,,-114.0,,True,,,,,False,,False,False,False,False,,True
17041,835,864.0,,1148.0,,,,,178.0,,483.1,77.9,1790.1,253.9,,305.0,29.0,,313.0,,,,,-657.0,,-351.9,-757.1,955.1,-581.1,,-530.0,,False,,,,,False,,False,False,False,False,,False
17043,24179,7926.0,,8452.0,,,,,5227.0,,5517.8,11748.1,5352.5,10125.1,4866.3,7855.0,-16253.0,,-15727.0,,,,,-18952.0,,-18661.2,-12430.9,-18826.5,-14053.9,-19312.7,-16324.0,,True,,,,,False,,False,True,False,True,False,False
17045,661,54.0,,25.0,,,,,170.0,,108.5,100.5,8.6,99.6,,72.0,-607.0,,-636.0,,,,,-491.0,,-552.5,-560.5,-652.4,-561.4,,-589.0,,False,,,,,True,,True,True,False,True,,True
17047,130,102.0,,115.0,,,,,47.0,,56.0,49.5,11.2,,,74.0,-28.0,,-15.0,,,,,-83.0,,-74.0,-80.5,-118.8,,,-56.0,,True,,,,,False,,False,False,False,,,False
17049,1699,522.0,,795.0,,,,,356.0,,370.9,209.8,401.5,1.6,,330.0,-1177.0,,-904.0,,,,,-1343.0,,-1328.1,-1489.2,-1297.5,-1697.4,,-1369.0,,True,,,,,False,,False,False,False,False,,False
17051,1090,648.0,,497.0,,,,,229.0,,668.6,132.7,197.9,279.2,,301.0,-442.0,,-593.0,,,,,-861.0,,-421.4,-957.3,-892.1,-810.8,,-789.0,,False,,,,,False,,True,False,False,False,,False
17053,580,258.0,,324.0,,,,,123.0,,333.8,62.9,65.2,91.1,,321.0,-322.0,,-256.0,,,,,-457.0,,-246.2,-517.1,-514.8,-488.9,,-259.0,,True,,,,,False,,True,False,False,False,,True
17055,1208,1050.0,,1211.0,,,,,336.0,,899.1,224.3,1200.2,323.6,,660.0,-158.0,,3.0,,,,,-872.0,,-308.9,-983.7,-7.8,-884.4,,-548.0,,True,,,,,False,,False,False,True,False,,False
17057,1063,660.0,,1287.0,,,,,311.0,,2096.4,241.9,542.8,210.6,,619.0,-403.0,,224.0,,,,,-752.0,,1033.4,-821.1,-520.2,-852.4,,-444.0,,True,,,,,False,,False,False,False,False,,False
17059,88,102.0,,46.0,,,,,46.0,,102.6,29.3,12.5,24.5,,67.0,14.0,,-42.0,,,,,-42.0,,14.6,-58.7,-75.5,-63.5,,-21.0,,False,,,,,False,,False,False,False,False,,False
17061,560,96.0,,41.0,,,,,155.0,,44.0,38.4,42.2,3.8,,113.0,-464.0,,-519.0,,,,,-405.0,,-516.0,-521.6,-517.8,-556.2,,-447.0,,False,,,,,True,,False,False,False,False,,True
17063,1893,426.0,,555.0,,,,,403.0,,355.8,619.2,198.7,435.5,,393.0,-1467.0,,-1338.0,,,,,-1490.0,,-1537.2,-1273.8,-1694.3,-1457.5,,-1500.0,,True,,,,,False,,False,True,False,True,,False
17065,280,114.0,,128.0,,,,,84.0,,140.8,58.4,71.5,59.2,,107.0,-166.0,,-152.0,,,,,-196.0,,-139.2,-221.6,-208.5,-220.8,,-173.0,,True,,,,,False,,True,False,False,False,,False
17067,671,162.0,,153.0,,,,,144.0,,115.4,93.9,41.8,91.3,,160.0,-509.0,,-518.0,,,,,-527.0,,-555.6,-577.1,-629.2,-579.7,,-511.0,,False,,,,,False,,False,False,False,False,,False
17069,104,30.0,,0.0,,,,,31.0,,28.9,14.6,3.1,,,16.0,-74.0,,-104.0,,,,,-73.0,,-75.1,-89.4,-100.9,,,-88.0,,False,,,,,True,,False,False,False,,,False
17071,185,96.0,,42.0,,,,,59.0,,117.8,24.9,36.8,14.4,,54.0,-89.0,,-143.0,,,,,-126.0,,-67.2,-160.1,-148.2,-170.6,,-131.0,,False,,,,,False,,True,False,False,False,,False
17073,1863,240.0,,260.0,,,,,527.0,,252.3,542.1,62.0,146.0,,397.0,-1623.0,,-1603.0,,,,,-1336.0,,-1610.7,-1320.9,-1801.0,-1717.0,,-1466.0,,True,,,,,True,,True,True,False,False,,True
17075,1219,270.0,,423.0,,,,,235.0,,317.3,189.3,92.3,206.7,,325.0,-949.0,,-796.0,,,,,-984.0,,-901.7,-1029.7,-1126.7,-1012.3,,-894.0,,True,,,,,False,,True,False,False,False,,True
17077,1229,420.0,,1112.0,,,,,526.0,,233.1,712.2,157.5,0.1,374.3,495.0,-809.0,,-117.0,,,,,-703.0,,-995.9,-516.8,-1071.5,-1228.9,-854.7,-734.0,,True,,,,,True,,False,True,False,False,False,True
17079,400,72.0,,0.0,,,,,79.0,,47.3,18.4,9.0,1.1,,26.0,-328.0,,-400.0,,,,,-321.0,,-352.7,-381.6,-391.0,-398.9,,-374.0,,False,,,,,True,,False,False,False,False,,False
17081,1005,450.0,,796.0,,,,,369.0,,599.0,419.1,157.3,330.3,,217.0,-555.0,,-209.0,,,,,-636.0,,-406.0,-585.9,-847.7,-674.7,,-788.0,,True,,,,,False,,True,False,False,False,,False
17083,773,156.0,,42.0,,,,,167.0,,134.3,165.8,84.6,55.1,,2.0,-617.0,,-731.0,,,,,-606.0,,-638.7,-607.2,-688.4,-717.9,,-771.0,,False,,,,,True,,False,True,False,False,,False
17085,666,408.0,,563.0,,,,,210.0,,613.8,113.8,190.4,250.9,,376.0,-258.0,,-103.0,,,,,-456.0,,-52.2,-552.2,-475.6,-415.1,,-290.0,,True,,,,,False,,True,False,False,False,,False
17087,404,318.0,,486.0,,,,,96.0,,1751.1,69.4,221.2,181.8,,107.0,-86.0,,82.0,,,,,-308.0,,1347.1,-334.6,-182.8,-222.2,,-297.0,,True,,,,,False,,False,False,False,False,,False
17089,16402,6156.0,,11141.0,,,,,3797.0,,3853.8,5750.4,3186.6,1272.3,4416.1,5523.0,-10246.0,,-5261.0,,,,,-12605.0,,-12548.2,-10651.6,-13215.4,-15129.7,-11985.9,-10879.0,,True,,,,,False,,False,False,False,False,False,False
17091,5446,852.0,,1095.0,,,,,973.0,,543.8,1265.5,836.7,1177.4,927.3,1748.0,-4594.0,,-4351.0,,,,,-4473.0,,-4902.2,-4180.5,-4609.3,-4268.6,-4518.7,-3698.0,,True,,,,,True,,False,True,False,True,True,True
17093,3799,1068.0,,1776.0,,,,,725.0,,838.7,1751.9,560.3,1049.8,622.5,1234.0,-2731.0,,-2023.0,,,,,-3074.0,,-2960.3,-2047.1,-3238.7,-2749.2,-3176.5,-2565.0,,True,,,,,False,,False,True,False,False,False,True
17095,1720,1272.0,,1963.0,,,,,613.0,,1225.0,844.0,1522.9,431.6,,857.0,-448.0,,243.0,,,,,-1107.0,,-495.0,-876.0,-197.1,-1288.4,,-863.0,,True,,,,,False,,False,False,True,False,,False
17097,17593,6666.0,,11418.0,,,,,5275.0,,3445.6,10734.0,4981.2,9524.6,3779.9,5788.0,-10927.0,,-6175.0,,,,,-12318.0,,-14147.4,-6859.0,-12611.8,-8068.4,-13813.1,-11805.0,,True,,,,,False,,False,True,False,True,False,False
17099,3913,1086.0,,1881.0,,,,,997.0,,880.0,1125.1,577.2,947.4,814.4,449.0,-2827.0,,-2032.0,,,,,-2916.0,,-3033.0,-2787.9,-3335.8,-2965.6,-3098.6,-3464.0,,True,,,,,False,,False,True,False,False,False,False
17101,738,108.0,,41.0,,,,,186.0,,72.6,66.2,38.3,0.0,,147.0,-630.0,,-697.0,,,,,-552.0,,-665.4,-671.8,-699.7,-738.0,,-591.0,,False,,,,,True,,False,False,False,False,,True
17103,1425,402.0,,533.0,,,,,412.0,,634.4,215.3,247.3,194.3,,371.0,-1023.0,,-892.0,,,,,-1013.0,,-790.6,-1209.7,-1177.7,-1230.7,,-1054.0,,True,,,,,True,,True,False,False,False,,False
17105,1705,366.0,,215.0,,,,,336.0,,275.5,307.8,135.1,245.2,,488.0,-1339.0,,-1490.0,,,,,-1369.0,,-1429.5,-1397.2,-1569.9,-1459.8,,-1217.0,,False,,,,,False,,False,False,False,False,,True
17107,1151,192.0,,87.0,,,,,220.0,,159.4,154.5,84.3,30.9,,218.0,-959.0,,-1064.0,,,,,-931.0,,-991.6,-996.5,-1066.7,-1120.1,,-933.0,,False,,,,,True,,False,False,False,False,,True
17109,940,504.0,,870.0,,,,,297.0,,338.8,365.5,254.8,0.0,,540.0,-436.0,,-70.0,,,,,-643.0,,-601.2,-574.5,-685.2,-940.0,,-400.0,,True,,,,,False,,False,False,False,False,,True
17111,8697,2592.0,,4103.0,,,,,2389.0,,1751.2,2969.3,1390.3,2663.4,1598.6,2594.0,-6105.0,,-4594.0,,,,,-6308.0,,-6945.8,-5727.7,-7306.7,-6033.6,-7098.4,-6103.0,,True,,,,,False,,False,True,False,True,False,True
17113,4466,1692.0,,3293.0,,,,,1166.0,,1284.1,2002.9,608.9,161.2,1363.9,1896.0,-2774.0,,-1173.0,,,,,-3300.0,,-3181.9,-2463.1,-3857.1,-4304.8,-3102.1,-2570.0,,True,,,,,False,,False,True,False,False,False,True
17115,3994,2724.0,,4770.0,,,,,871.0,,3274.3,2198.0,2935.6,1255.3,1390.4,0.0,-1270.0,,776.0,,,,,-3123.0,,-719.7,-1796.0,-1058.4,-2738.7,-2603.6,-3994.0,,True,,,,,False,,True,False,True,False,False,False
17117,1475,438.0,,413.0,,,,,349.0,,332.6,455.9,206.0,223.9,,525.0,-1037.0,,-1062.0,,,,,-1126.0,,-1142.4,-1019.1,-1269.0,-1251.1,,-950.0,,False,,,,,False,,False,True,False,False,,True
17119,7525,2424.0,,3735.0,,,,,2074.0,,2133.6,4230.2,2083.9,2353.5,1464.5,2535.0,-5101.0,,-3790.0,,,,,-5451.0,,-5391.4,-3294.8,-5441.1,-5171.5,-6060.5,-4990.0,,True,,,,,False,,False,True,False,False,False,True
17121,1632,522.0,,912.0,,,,,355.0,,764.6,281.6,172.7,277.7,,407.0,-1110.0,,-720.0,,,,,-1277.0,,-867.4,-1350.4,-1459.3,-1354.3,,-1225.0,,True,,,,,False,,True,False,False,False,,False
17123,273,72.0,,42.0,,,,,78.0,,64.9,34.1,13.8,44.0,,34.0,-201.0,,-231.0,,,,,-195.0,,-208.1,-238.9,-259.2,-229.0,,-239.0,,False,,,,,True,,False,False,False,False,,False
17125,484,162.0,,190.0,,,,,104.0,,309.9,101.8,61.5,76.2,,181.0,-322.0,,-294.0,,,,,-380.0,,-174.1,-382.2,-422.5,-407.8,,-303.0,,True,,,,,False,,True,False,False,False,,True
17127,448,42.0,,26.0,,,,,140.0,,45.1,49.5,9.6,31.1,,7.0,-406.0,,-422.0,,,,,-308.0,,-402.9,-398.5,-438.4,-416.9,,-441.0,,False,,,,,True,,True,True,False,False,,False
17129,304,102.0,,84.0,,,,,61.0,,112.5,61.6,5.2,48.7,,143.0,-202.0,,-220.0,,,,,-243.0,,-191.5,-242.4,-298.8,-255.3,,-161.0,,False,,,,,False,,True,False,False,False,,True
17131,529,204.0,,290.0,,,,,117.0,,345.8,97.0,70.7,94.7,,216.0,-325.0,,-239.0,,,,,-412.0,,-183.2,-432.0,-458.3,-434.3,,-313.0,,True,,,,,False,,True,False,False,False,,True
17133,1225,294.0,,365.0,,,,,192.0,,364.2,313.9,101.0,302.8,,243.0,-931.0,,-860.0,,,,,-1033.0,,-860.8,-911.1,-1124.0,-922.2,,-982.0,,True,,,,,False,,True,True,False,True,,False
17135,615,414.0,,529.0,,,,,306.0,,574.7,285.8,216.3,222.6,,496.0,-201.0,,-86.0,,,,,-309.0,,-40.3,-329.2,-398.7,-392.4,,-119.0,,True,,,,,False,,True,False,False,False,,True
17137,1399,396.0,,658.0,,,,,314.0,,298.4,248.0,42.6,25.9,,40.0,-1003.0,,-741.0,,,,,-1085.0,,-1100.6,-1151.0,-1356.4,-1373.1,,-1359.0,,True,,,,,False,,False,False,False,False,,False
17139,537,516.0,,850.0,,,,,134.0,,415.1,99.0,921.3,213.6,,239.0,-21.0,,313.0,,,,,-403.0,,-121.9,-438.0,384.3,-323.4,,-298.0,,False,,,,,False,,False,False,False,False,,False
17141,1804,714.0,,843.0,,,,,459.0,,865.9,896.7,360.4,490.9,,578.0,-1090.0,,-961.0,,,,,-1345.0,,-938.1,-907.3,-1443.6,-1313.1,,-1226.0,,True,,,,,False,,True,True,False,False,,False
17143,4831,1908.0,,4132.0,,,,,1784.0,,1292.4,1818.0,547.8,1525.3,1450.1,1974.0,-2923.0,,-699.0,,,,,-3047.0,,-3538.6,-3013.0,-4283.2,-3305.7,-3380.9,-2857.0,,True,,,,,False,,False,False,False,False,False,True
17145,680,180.0,,40.0,,,,,177.0,,106.7,131.0,79.1,9.3,,118.0,-500.0,,-640.0,,,,,-503.0,,-573.3,-549.0,-600.9,-670.7,,-562.0,,False,,,,,False,,False,False,False,False,,False
17147,577,192.0,,199.0,,,,,106.0,,229.5,57.6,149.9,142.3,,258.0,-385.0,,-378.0,,,,,-471.0,,-347.5,-519.4,-427.1,-434.7,,-319.0,,True,,,,,False,,True,False,False,False,,True
17149,769,348.0,,596.0,,,,,127.0,,530.0,183.5,283.7,146.6,,355.0,-421.0,,-173.0,,,,,-642.0,,-239.0,-585.5,-485.3,-622.4,,-414.0,,True,,,,,False,,True,False,False,False,,True
17151,65,12.0,,0.0,,,,,33.0,,44.6,10.1,2.1,,,12.0,-53.0,,-65.0,,,,,-32.0,,-20.4,-54.9,-62.9,,,-53.0,,False,,,,,True,,True,False,False,,,False
17153,188,84.0,,42.0,,,,,46.0,,96.7,29.7,24.5,73.0,,30.0,-104.0,,-146.0,,,,,-142.0,,-91.3,-158.3,-163.5,-115.0,,-158.0,,False,,,,,False,,True,False,False,False,,False
17155,160,54.0,,41.0,,,,,44.0,,37.7,32.8,8.8,,,92.0,-106.0,,-119.0,,,,,-116.0,,-122.3,-127.2,-151.2,,,-68.0,,False,,,,,False,,False,False,False,,,True
17157,1112,570.0,,1162.0,,,,,329.0,,368.0,398.0,129.8,369.7,425.6,325.0,-542.0,,50.0,,,,,-783.0,,-744.0,-714.0,-982.2,-742.3,-686.4,-787.0,,True,,,,,False,,False,False,False,False,False,False
17159,442,180.0,,297.0,,,,,171.0,,207.4,83.7,41.2,0.4,,34.0,-262.0,,-145.0,,,,,-271.0,,-234.6,-358.3,-400.8,-441.6,,-408.0,,True,,,,,False,,True,False,False,False,,False
17161,4948,1476.0,,2908.0,,,,,1720.0,,879.2,1920.7,1544.1,989.6,1427.1,1093.0,-3472.0,,-2040.0,,,,,-3228.0,,-4068.8,-3027.3,-3403.9,-3958.4,-3520.9,-3855.0,,True,,,,,True,,False,True,True,False,False,False
17163,5725,1752.0,,1768.0,,,,,1863.0,,1368.5,2452.7,829.8,211.2,1224.3,1293.0,-3973.0,,-3957.0,,,,,-3862.0,,-4356.5,-3272.3,-4895.2,-5513.8,-4500.7,-4432.0,,True,,,,,True,,False,True,False,False,False,False
17165,628,276.0,,135.0,,,,,293.0,,327.5,105.3,139.7,19.1,,74.0,-352.0,,-493.0,,,,,-335.0,,-300.5,-522.7,-488.3,-608.9,,-554.0,,False,,,,,True,,True,False,False,False,,False
17167,6688,2562.0,,3457.0,,,,,1394.0,,3117.2,2482.1,2605.8,1525.5,1550.5,579.0,-4126.0,,-3231.0,,,,,-5294.0,,-3570.8,-4205.9,-4082.2,-5162.5,-5137.5,-6109.0,,True,,,,,False,,True,False,True,False,False,False
17169,190,60.0,,45.0,,,,,66.0,,151.7,16.9,10.1,,,55.0,-130.0,,-145.0,,,,,-124.0,,-38.3,-173.1,-179.9,,,-135.0,,False,,,,,True,,True,False,False,,,False
17171,143,24.0,,0.0,,,,,39.0,,10.1,56.1,,,,17.0,-119.0,,-143.0,,,,,-104.0,,-132.9,-86.9,,,,-126.0,,False,,,,,True,,False,True,,,,False
17173,801,390.0,,347.0,,,,,203.0,,582.7,108.4,149.0,281.2,,494.0,-411.0,,-454.0,,,,,-598.0,,-218.3,-692.6,-652.0,-519.8,,-307.0,,False,,,,,False,,True,False,False,False,,True
17175,187,96.0,,135.0,,,,,43.0,,102.6,15.0,8.2,,,119.0,-91.0,,-52.0,,,,,-144.0,,-84.4,-172.0,-178.8,,,-68.0,,True,,,,,False,,True,False,False,,,True
17177,1684,498.0,,534.0,,,,,572.0,,926.5,523.7,414.9,306.3,,428.0,-1186.0,,-1150.0,,,,,-1112.0,,-757.5,-1160.3,-1269.1,-1377.7,,-1256.0,,True,,,,,True,,True,True,False,False,,False
17179,4336,1776.0,,3556.0,,,,,1090.0,,1551.6,1393.1,1179.2,1050.2,1956.5,1618.0,-2560.0,,-780.0,,,,,-3246.0,,-2784.4,-2942.9,-3156.8,-3285.8,-2379.5,-2718.0,,True,,,,,False,,False,False,False,False,True,False
17181,464,462.0,,313.0,,,,,149.0,,729.5,172.2,109.6,128.7,,130.0,-2.0,,-151.0,,,,,-315.0,,265.5,-291.8,-354.4,-335.3,,-334.0,,False,,,,,False,,False,False,False,False,,False
17183,2375,1608.0,,1325.0,,,,,828.0,,4971.0,748.3,1802.6,834.9,2148.0,0.0,-767.0,,-1050.0,,,,,-1547.0,,2596.0,-1626.7,-572.4,-1540.1,-227.0,-2375.0,,False,,,,,False,,False,False,True,False,True,False
