,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27125,70,56.0,,59.6,,53.0,32.0,,,,24.6,,,47.0,,34.7,,24.9,,,68.0,66.9,,68.0,2.0,,,,,,112.8,,,,,50.6,-14.0,,-10.4,,-17.0,-38.0,,,,-45.4,,,-23.0,,-35.3,,-45.1,,,-2.0,-3.1,,-2.0,-68.0,,,,,,42.8,,,,,-19.4,,True,,False,False,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,False,,,,,False
27127,396,266.0,,271.7,,276.0,274.0,,,,170.1,,,276.0,,284.5,,133.6,,,379.0,259.4,,316.0,74.0,,,,,,272.2,,,,,348.4,-130.0,,-124.3,,-120.0,-122.0,,,,-225.9,,,-120.0,,-111.5,,-262.4,,,-17.0,-136.6,,-80.0,-322.0,,,,,,-123.8,,,,,-47.6,,True,,True,True,,,,False,,,True,,True,,False,,,True,False,,True,False,,,,,,True,,,,,True
27129,341,254.0,,260.6,,259.0,304.0,,,,150.6,,,251.0,,383.6,,77.5,,,440.0,249.3,,312.0,157.0,,,,,,226.6,,,,,258.2,-87.0,,-80.4,,-82.0,-37.0,,,,-190.4,,,-90.0,,42.6,,-263.5,,,99.0,-91.7,,-29.0,-184.0,,,,,,-114.4,,,,,-82.8,,True,,True,True,,,,False,,,False,,True,,False,,,False,False,,True,False,,,,,,False,,,,,True
27131,1431,1052.0,,1071.3,,1119.0,2117.0,,,,550.9,,,1049.0,,3223.0,,815.3,1186.5,,3137.5,1575.9,,1615.0,178.0,,,,,745.0,981.9,,,,,1075.9,-379.0,,-359.7,,-312.0,686.0,,,,-880.1,,,-382.0,,1792.0,,-615.7,-244.5,,1706.5,144.9,,184.0,-1253.0,,,,,-686.0,-449.1,,,,,-355.1,,True,,True,False,,,,False,,,False,,False,,False,True,,False,True,,True,False,,,,,False,False,,,,,True
27133,267,128.0,,124.9,,125.0,83.0,,,,79.4,,,189.0,,55.8,,36.2,,,131.0,166.0,,194.0,130.0,,,,,,180.2,,,,,136.7,-139.0,,-142.1,,-142.0,-184.0,,,,-187.6,,,-78.0,,-211.2,,-230.8,,,-136.0,-101.0,,-73.0,-137.0,,,,,,-86.8,,,,,-130.3,,False,,False,False,,,,False,,,True,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
27135,464,294.0,,287.4,,294.0,379.0,,,,232.0,,,172.0,,224.5,,169.5,,,375.0,319.7,,422.0,48.0,,,,,,340.8,,,,,316.8,-170.0,,-176.6,,-170.0,-85.0,,,,-232.0,,,-292.0,,-239.5,,-294.5,,,-89.0,-144.3,,-42.0,-416.0,,,,,,-123.2,,,,,-147.2,,False,,False,True,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27137,3031,2564.0,,2519.9,,3041.0,3938.0,,,,3654.2,,,3048.0,,5947.0,,1848.3,2919.5,,3234.5,2760.7,,3115.0,,,,,,1966.8,2387.7,3956.0,,,,4022.6,-467.0,,-511.1,,10.0,907.0,,,,623.2,,,17.0,,2916.0,,-1182.7,-111.5,,203.5,-270.3,,84.0,,,,,,-1064.2,-643.3,925.0,,,,991.6,,False,,True,False,,,,False,,,True,,False,,False,True,,True,True,,True,,,,,,False,False,False,,,,False
27139,2605,2230.0,,2202.4,,2974.0,3005.0,,,,2824.3,,,2085.0,,3335.8,,1556.3,2748.5,,5177.0,3509.9,,3359.0,1097.0,,,,,1522.3,1755.2,4126.0,,,,4119.6,-375.0,,-402.6,,369.0,400.0,,,,219.3,,,-520.0,,730.8,,-1048.7,143.5,,2572.0,904.9,,754.0,-1508.0,,,,,-1082.7,-849.8,1521.0,,,,1514.6,,False,,True,False,,,,True,,,False,,False,,False,True,,False,False,,False,False,,,,,False,False,False,,,,False
27141,1899,2368.0,,2315.6,,2480.0,3136.0,,,,2341.3,,,1680.0,,7388.0,,1740.4,3857.5,,5069.0,2407.4,,2827.0,569.0,,,,,1639.5,2199.7,,,,,3791.5,469.0,,416.6,,581.0,1237.0,,,,442.3,,,-219.0,,5489.0,,-158.6,1958.5,,3170.0,508.4,,928.0,-1330.0,,,,,-259.5,300.7,,,,,1892.5,,True,,False,False,,,,True,,,True,,False,,True,False,,False,False,,False,False,,,,,True,True,,,,,False
27143,332,202.0,,202.4,,227.0,268.0,,,,114.8,,,226.0,,439.5,,109.0,,,542.0,321.4,,358.0,41.0,,,,,,226.4,,,,,202.5,-130.0,,-129.6,,-105.0,-64.0,,,,-217.2,,,-106.0,,107.5,,-223.0,,,210.0,-10.6,,26.0,-291.0,,,,,,-105.6,,,,,-129.5,,True,,True,True,,,,False,,,True,,True,,False,,,False,True,,True,False,,,,,,True,,,,,True
27145,3800,3770.0,,3782.6,,4108.0,5114.0,,,,4429.0,,,3793.0,,5013.1,,2366.6,4542.0,,6052.0,4276.6,,4661.0,1535.0,,,,,2941.0,3515.4,3784.0,,,,5804.5,-30.0,,-17.4,,308.0,1314.0,,,,629.0,,,-7.0,,1213.1,,-1433.4,742.0,,2252.0,476.6,,861.0,-2265.0,,,,,-859.0,-284.6,-16.0,,,,2004.5,,True,,False,False,,,,False,,,True,,False,,False,False,,False,False,,False,False,,,,,False,False,True,,,,False
27147,775,268.0,,285.6,,344.0,386.0,,,,223.1,,,636.0,,202.4,,325.5,361.5,,696.0,618.5,,,159.0,,,,,229.5,455.7,,,,,379.8,-507.0,,-489.4,,-431.0,-389.0,,,,-551.9,,,-139.0,,-572.6,,-449.5,-413.5,,-79.0,-156.5,,,-616.0,,,,,-545.5,-319.3,,,,,-395.2,,True,,True,True,,,,False,,,True,,False,,True,True,,True,True,,,False,,,,,False,True,,,,,True
27149,168,214.0,,196.3,,202.0,233.0,,,,135.4,,,218.0,,538.0,,121.4,,,182.0,168.2,,251.0,3.0,,,,,,274.3,,,,,257.7,46.0,,28.3,,34.0,65.0,,,,-32.6,,,50.0,,370.0,,-46.6,,,14.0,0.2,,83.0,-165.0,,,,,,106.3,,,,,89.7,,True,,True,False,,,,True,,,False,,False,,False,,,True,True,,False,False,,,,,,False,,,,,False
27151,206,140.0,,142.0,,179.0,177.0,,,,64.3,,,225.0,,266.4,,50.4,,,334.0,160.2,,213.0,32.0,,,,,,228.8,,,,,211.7,-66.0,,-64.0,,-27.0,-29.0,,,,-141.7,,,19.0,,60.4,,-155.6,,,128.0,-45.8,,7.0,-174.0,,,,,,22.8,,,,,5.7,,True,,True,True,,,,False,,,True,,True,,False,,,False,True,,True,False,,,,,,True,,,,,True
27153,395,462.0,,460.7,,466.0,539.0,,,,225.3,,,712.0,,296.0,,329.4,,,502.0,451.0,,514.0,269.0,,,,,311.8,445.5,,,,,629.3,67.0,,65.7,,71.0,144.0,,,,-169.7,,,317.0,,-99.0,,-65.6,,,107.0,56.0,,119.0,-126.0,,,,,-83.2,50.5,,,,,234.3,,True,,False,False,,,,False,,,False,,False,,True,,,False,True,,False,False,,,,,False,True,,,,,False
27155,51,42.0,,41.4,,47.0,0.0,,,,26.8,,,58.0,,88.6,,11.4,,,83.0,51.7,,67.0,26.0,,,,,,56.2,,,,,46.7,-9.0,,-9.6,,-4.0,-51.0,,,,-24.2,,,7.0,,37.6,,-39.6,,,32.0,0.7,,16.0,-25.0,,,,,,5.2,,,,,-4.3,,False,,True,False,,,,False,,,True,,False,,False,,,False,True,,False,False,,,,,,True,,,,,True
27157,424,142.0,,146.0,,159.0,159.0,,,,109.6,,,329.0,,146.5,,112.4,,,281.0,327.9,,,23.0,,,,,,216.9,,,,,222.9,-282.0,,-278.0,,-265.0,-265.0,,,,-314.4,,,-95.0,,-277.5,,-311.6,,,-143.0,-96.1,,,-401.0,,,,,,-207.1,,,,,-201.1,,True,,True,True,,,,False,,,True,,True,,False,,,True,True,,,False,,,,,,True,,,,,True
27159,269,232.0,,230.1,,234.0,236.0,,,,115.7,,,357.0,,314.4,,86.6,,,244.0,231.3,,301.0,200.0,,,,,,269.4,,,,,271.0,-37.0,,-38.9,,-35.0,-33.0,,,,-153.3,,,88.0,,45.4,,-182.4,,,-25.0,-37.7,,32.0,-69.0,,,,,,0.4,,,,,2.0,,False,,True,True,,,,False,,,False,,False,,False,,,True,False,,True,False,,,,,,True,,,,,True
27161,330,88.0,,98.3,,96.0,61.0,,,,88.1,,,321.0,,63.1,,60.5,,,165.0,235.1,,,72.0,,,,,103.1,143.0,,,,,94.5,-242.0,,-231.7,,-234.0,-269.0,,,,-241.9,,,-9.0,,-266.9,,-269.4,,,-165.0,-94.9,,,-258.0,,,,,-226.9,-187.0,,,,,-235.5,,True,,True,False,,,,True,,,True,,False,,False,,,True,True,,,False,,,,,True,True,,,,,True
27163,3410,4008.0,,4006.9,,4101.0,5030.0,,,,5711.2,,,3560.0,,3793.9,,2658.8,5071.5,,5932.0,4725.2,,5165.0,1516.0,,,,,2932.6,4670.3,7390.0,,,,4031.6,598.0,,596.9,,691.0,1620.0,,,,2301.2,,,150.0,,383.9,,-751.2,1661.5,,2522.0,1315.2,,1755.0,-1894.0,,,,,-477.4,1260.3,3980.0,,,,621.6,,True,,False,False,,,,False,,,True,,True,,False,False,,False,False,,False,False,,,,,True,False,False,,,,False
27165,180,74.0,,75.0,,75.0,25.0,,,,49.7,,,234.0,,30.0,,42.0,,,133.0,139.7,,154.0,35.0,,,,,,107.5,,,,,78.5,-106.0,,-105.0,,-105.0,-155.0,,,,-130.3,,,54.0,,-150.0,,-138.0,,,-47.0,-40.3,,-26.0,-145.0,,,,,,-72.5,,,,,-101.5,,True,,True,False,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27167,127,128.0,,130.2,,139.0,122.0,,,,55.9,,,154.0,,349.9,,12.7,,,153.0,136.2,,165.0,6.0,,,,,,207.1,,,,,218.0,1.0,,3.2,,12.0,-5.0,,,,-71.1,,,27.0,,222.9,,-114.3,,,26.0,9.2,,38.0,-121.0,,,,,,80.1,,,,,91.0,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
27169,751,666.0,,687.1,,850.0,925.0,,,,317.7,,,850.0,,1053.6,,265.6,793.5,,1420.5,892.8,,994.0,302.0,,,,,497.5,814.3,,,,,862.3,-85.0,,-63.9,,99.0,174.0,,,,-433.3,,,99.0,,302.6,,-485.4,42.5,,669.5,141.8,,243.0,-449.0,,,,,-253.5,63.3,,,,,111.3,,True,,False,False,,,,False,,,False,,False,,False,True,,False,False,,False,False,,,,,False,True,,,,,False
27171,2598,2444.0,,2431.1,,3124.0,3322.0,,,,2981.2,,,2362.0,,4222.8,,1615.2,3480.5,,5346.0,3004.9,,3150.0,874.0,,,,,1795.2,2224.8,3792.0,,,,4942.8,-154.0,,-166.9,,526.0,724.0,,,,383.2,,,-236.0,,1624.8,,-982.8,882.5,,2748.0,406.9,,552.0,-1724.0,,,,,-802.8,-373.2,1194.0,,,,2344.8,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
27173,184,136.0,,140.0,,136.0,86.0,,,,77.9,,,182.0,,100.8,,53.1,,,132.0,141.0,,183.0,100.0,,,,,,161.7,,,,,147.8,-48.0,,-44.0,,-48.0,-98.0,,,,-106.1,,,-2.0,,-83.2,,-130.9,,,-52.0,-43.0,,-1.0,-84.0,,,,,,-22.3,,,,,-36.2,,True,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
28001,197,98.0,,98.0,,105.0,111.0,,,,66.2,,,109.0,,120.6,,49.7,103.5,,96.0,135.5,,167.0,122.0,,,,,77.2,106.9,,,,,138.5,-99.0,,-99.0,,-92.0,-86.0,,,,-130.8,,,-88.0,,-76.4,,-147.3,-93.5,,-101.0,-61.5,,-30.0,-75.0,,,,,-119.8,-90.1,,,,,-58.5,,False,,True,True,,,,False,,,True,,True,,False,True,,False,True,,True,True,,,,,False,True,,,,,True
28003,206,228.0,,237.8,,226.0,288.0,,,,136.0,,,299.0,,85.7,,148.4,215.5,,229.0,210.0,,256.0,581.0,,,,,182.2,279.3,,,,,269.0,22.0,,31.8,,20.0,82.0,,,,-70.0,,,93.0,,-120.3,,-57.6,9.5,,23.0,4.0,,50.0,375.0,,,,,-23.8,73.3,,,,,63.0,,False,,True,False,,,,False,,,False,,False,,False,True,,False,True,,False,False,,,,,False,False,,,,,False
28005,83,30.0,,20.7,,24.0,14.0,,,,21.6,,,28.0,,8.5,,13.6,,,22.0,28.1,,36.0,3.0,,,,,,21.2,,,,,40.2,-53.0,,-62.3,,-59.0,-69.0,,,,-61.4,,,-55.0,,-74.5,,-69.4,,,-61.0,-54.9,,-47.0,-80.0,,,,,,-61.8,,,,,-42.8,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,True
28007,182,184.0,,177.8,,185.0,146.0,,,,88.6,,,63.0,,529.9,,82.9,,,400.0,206.9,,243.0,105.0,,,,,,180.2,,,,,266.9,2.0,,-4.2,,3.0,-36.0,,,,-93.4,,,-119.0,,347.9,,-99.1,,,218.0,24.9,,61.0,-77.0,,,,,,-1.8,,,,,84.9,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
28009,51,60.0,,61.6,,60.0,50.0,,,,39.3,,,63.0,,52.0,,25.0,,,69.0,73.5,,70.0,10.0,,,,,,61.8,,,,,80.2,9.0,,10.6,,9.0,-1.0,,,,-11.7,,,12.0,,1.0,,-26.0,,,18.0,22.5,,19.0,-41.0,,,,,,10.8,,,,,29.2,,False,,False,True,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,False,,,,,False
28011,168,202.0,,202.9,,202.0,59.0,,,,135.8,,,138.0,,302.7,,89.1,155.0,,222.0,222.3,,274.0,111.0,,,,,156.0,188.8,,,,,228.5,34.0,,34.9,,34.0,-109.0,,,,-32.2,,,-30.0,,134.7,,-78.9,-13.0,,54.0,54.3,,106.0,-57.0,,,,,-12.0,20.8,,,,,60.5,,False,,False,False,,,,True,,,True,,False,,False,True,,False,False,,False,False,,,,,True,True,,,,,False
28013,75,56.0,,48.0,,55.0,14.0,,,,30.0,,,86.0,,88.5,,25.6,,,51.0,65.1,,74.0,9.0,,,,,,49.0,,,,,55.1,-19.0,,-27.0,,-20.0,-61.0,,,,-45.0,,,11.0,,13.5,,-49.4,,,-24.0,-9.9,,-1.0,-66.0,,,,,,-26.0,,,,,-19.9,,False,,False,False,,,,False,,,True,,True,,False,,,False,True,,True,False,,,,,,False,,,,,False
28015,81,150.0,,150.6,,142.0,24.0,,,,83.0,,,39.0,,165.5,,66.9,,,219.0,146.5,,181.0,37.0,,,,,,98.4,,,,,82.7,69.0,,69.6,,61.0,-57.0,,,,2.0,,,-42.0,,84.5,,-14.1,,,138.0,65.5,,100.0,-44.0,,,,,,17.4,,,,,1.7,,False,,True,True,,,,True,,,True,,False,,True,,,False,True,,False,True,,,,,,True,,,,,True
28017,112,114.0,,110.2,,113.0,36.0,,,,68.1,,,96.0,,198.5,,49.7,,,145.0,107.8,,135.0,2.0,,,,,,81.6,,,,,131.3,2.0,,-1.8,,1.0,-76.0,,,,-43.9,,,-16.0,,86.5,,-62.3,,,33.0,-4.2,,23.0,-110.0,,,,,,-30.4,,,,,19.3,,True,,True,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
28019,77,56.0,,56.9,,57.0,28.0,,,,25.4,,,33.0,,79.1,,15.2,,,73.0,64.9,,77.0,45.0,,,,,,49.8,,,,,65.2,-21.0,,-20.1,,-20.0,-49.0,,,,-51.6,,,-44.0,,2.1,,-61.8,,,-4.0,-12.1,,0.0,-32.0,,,,,,-27.2,,,,,-11.8,,True,,True,False,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,False,,,,,True
28021,24,24.0,,24.6,,19.0,0.0,,,,19.0,,,19.0,,18.0,,19.7,,,10.0,28.2,,32.0,62.0,,,,,,33.2,,,,,36.6,0.0,,0.6,,-5.0,-24.0,,,,-5.0,,,-5.0,,-6.0,,-4.3,,,-14.0,4.2,,8.0,38.0,,,,,,9.2,,,,,12.6,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
28023,65,52.0,,53.1,,43.0,33.0,,,,37.6,,,38.0,,25.8,,38.1,,,43.0,68.1,,53.0,0.0,,,,,,44.5,,,,,74.4,-13.0,,-11.9,,-22.0,-32.0,,,,-27.4,,,-27.0,,-39.2,,-26.9,,,-22.0,3.1,,-12.0,-65.0,,,,,,-20.5,,,,,9.4,,True,,False,False,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,True
28025,111,92.0,,89.0,,79.0,51.0,,,,44.8,,,77.0,,91.5,,54.0,,,63.0,79.7,,97.0,0.0,,,,,,100.3,,,,,106.8,-19.0,,-22.0,,-32.0,-60.0,,,,-66.2,,,-34.0,,-19.5,,-57.0,,,-48.0,-31.3,,-14.0,-111.0,,,,,,-10.7,,,,,-4.2,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,True,,,,,True
28027,147,100.0,,105.1,,98.0,56.0,,,,72.5,,,153.0,,33.7,,31.3,,,119.0,153.4,,157.0,180.0,,,,,75.8,96.6,,,,,96.2,-47.0,,-41.9,,-49.0,-91.0,,,,-74.5,,,6.0,,-113.3,,-115.7,,,-28.0,6.4,,10.0,33.0,,,,,-71.2,-50.4,,,,,-50.8,,True,,False,False,,,,False,,,True,,False,,False,,,True,True,,True,True,,,,,False,False,,,,,False
28029,142,114.0,,112.3,,110.0,20.0,,,,65.4,,,79.0,,153.8,,75.8,,,95.0,148.3,,169.0,67.0,,,,,107.7,79.1,,,,,124.7,-28.0,,-29.7,,-32.0,-122.0,,,,-76.6,,,-63.0,,11.8,,-66.2,,,-47.0,6.3,,27.0,-75.0,,,,,-34.3,-62.9,,,,,-17.3,,False,,False,False,,,,False,,,False,,True,,False,,,False,True,,True,False,,,,,False,False,,,,,True
28031,133,100.0,,93.1,,79.0,46.0,,,,56.5,,,46.0,,76.2,,82.6,,,74.0,88.3,,84.0,106.0,,,,,87.6,75.9,,,,,124.5,-33.0,,-39.9,,-54.0,-87.0,,,,-76.5,,,-87.0,,-56.8,,-50.4,,,-59.0,-44.7,,-49.0,-27.0,,,,,-45.4,-57.1,,,,,-8.5,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,True,,,,,False,False,,,,,True
28033,1334,1310.0,,1292.3,,1356.0,1456.0,,,,1842.2,,,1038.0,,1001.4,,858.2,1372.0,,1762.0,1689.7,,1726.0,512.0,,,,,1072.3,1934.8,1426.0,,,,1808.4,-24.0,,-41.7,,22.0,122.0,,,,508.2,,,-296.0,,-332.6,,-475.8,38.0,,428.0,355.7,,392.0,-822.0,,,,,-261.7,600.8,92.0,,,,474.4,,False,,True,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
28035,430,260.0,,258.8,,240.0,186.0,,,,283.1,,,199.0,,131.1,,178.0,230.5,,231.0,361.7,,366.0,0.0,,,,,261.5,594.5,,,,,269.7,-170.0,,-171.2,,-190.0,-244.0,,,,-146.9,,,-231.0,,-298.9,,-252.0,-199.5,,-199.0,-68.3,,-64.0,-430.0,,,,,-168.5,164.5,,,,,-160.3,,False,,False,False,,,,True,,,False,,False,,False,False,,False,True,,True,False,,,,,True,True,,,,,True
28037,64,28.0,,23.4,,23.0,11.0,,,,14.4,,,18.0,,18.6,,6.7,,,27.0,31.5,,35.0,44.0,,,,,,32.5,,,,,33.1,-36.0,,-40.6,,-41.0,-53.0,,,,-49.6,,,-46.0,,-45.4,,-57.3,,,-37.0,-32.5,,-29.0,-20.0,,,,,,-31.5,,,,,-30.9,,False,,False,False,,,,False,,,False,,False,,False,,,False,True,,True,True,,,,,,True,,,,,True
28039,105,116.0,,113.4,,111.0,0.0,,,,74.4,,,60.0,,121.8,,85.3,,,107.0,133.1,,145.0,28.0,,,,,102.0,160.8,,,,,147.4,11.0,,8.4,,6.0,-105.0,,,,-30.6,,,-45.0,,16.8,,-19.7,,,2.0,28.1,,40.0,-77.0,,,,,-3.0,55.8,,,,,42.4,,True,,True,False,,,,False,,,False,,False,,False,,,True,False,,False,False,,,,,True,False,,,,,False
28041,49,86.0,,96.5,,85.0,28.0,,,,55.4,,,39.0,,109.9,,43.4,,,84.0,90.1,,109.0,28.0,,,,,,75.8,,,,,91.2,37.0,,47.5,,36.0,-21.0,,,,6.4,,,-10.0,,60.9,,-5.6,,,35.0,41.1,,60.0,-21.0,,,,,,26.8,,,,,42.2,,False,,True,True,,,,True,,,True,,False,,True,,,True,False,,False,True,,,,,,True,,,,,False
28043,111,54.0,,52.8,,51.0,27.0,,,,44.0,,,113.0,,41.5,,52.5,,,53.0,83.8,,88.0,8.0,,,,,49.3,85.8,,,,,93.7,-57.0,,-58.2,,-60.0,-84.0,,,,-67.0,,,2.0,,-69.5,,-58.5,,,-58.0,-27.2,,-23.0,-103.0,,,,,-61.7,-25.2,,,,,-17.3,,False,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,False,True,,,,,True
28045,151,190.0,,200.3,,180.0,193.0,,,,120.4,,,108.0,,126.1,,142.8,167.0,,175.0,201.5,,253.0,47.0,,,,,,344.2,,,,,242.8,39.0,,49.3,,29.0,42.0,,,,-30.6,,,-43.0,,-24.9,,-8.2,16.0,,24.0,50.5,,102.0,-104.0,,,,,,193.2,,,,,91.8,,False,,True,False,,,,True,,,False,,True,,True,True,,True,False,,False,False,,,,,,False,,,,,False
28047,712,706.0,,718.3,,650.0,661.0,,,,1318.2,,,453.0,,509.2,,689.8,827.5,,295.0,647.0,,697.0,43.0,,,,,667.6,968.4,610.0,,,,785.3,-6.0,,6.3,,-62.0,-51.0,,,,606.2,,,-259.0,,-202.8,,-22.2,115.5,,-417.0,-65.0,,-15.0,-669.0,,,,,-44.4,256.4,-102.0,,,,73.3,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
28049,1070,882.0,,859.4,,931.0,1337.0,,,,1100.2,,,577.0,,1281.0,,562.1,713.5,,1040.0,1090.3,,1190.0,37.0,,,,,683.2,1125.2,1064.0,,,,1083.1,-188.0,,-210.6,,-139.0,267.0,,,,30.2,,,-493.0,,211.0,,-507.9,-356.5,,-30.0,20.3,,120.0,-1033.0,,,,,-386.8,55.2,-6.0,,,,13.1,,False,,True,False,,,,True,,,False,,False,,False,False,,True,True,,True,False,,,,,False,True,True,,,,True
28051,115,50.0,,48.2,,48.0,0.0,,,,31.4,,,51.0,,112.7,,22.4,,,29.0,51.4,,61.0,17.0,,,,,37.2,31.2,,,,,65.4,-65.0,,-66.8,,-67.0,-115.0,,,,-83.6,,,-64.0,,-2.3,,-92.6,,,-86.0,-63.6,,-54.0,-98.0,,,,,-77.8,-83.8,,,,,-49.6,,False,,False,False,,,,False,,,True,,True,,False,,,False,True,,True,False,,,,,False,False,,,,,True
28053,37,30.0,,33.0,,26.0,14.0,,,,25.7,,,27.0,,3.8,,28.1,,,27.0,38.5,,51.0,0.0,,,,,,26.9,,,,,26.7,-7.0,,-4.0,,-11.0,-23.0,,,,-11.3,,,-10.0,,-33.2,,-8.9,,,-10.0,1.5,,14.0,-37.0,,,,,,-10.1,,,,,-10.3,,True,,False,False,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,,False,,,,,False
28055,8,2.0,,2.1,,2.0,0.0,,,,1.8,,,10.0,,13.1,,0.5,,,0.0,0.9,,2.0,9.0,,,,,,2.0,,,,,2.3,-6.0,,-5.9,,-6.0,-8.0,,,,-6.2,,,2.0,,5.1,,-7.5,,,-8.0,-7.1,,-6.0,1.0,,,,,,-6.0,,,,,-5.7,,True,,False,False,,,,False,,,True,,True,,False,,,False,False,,False,True,,,,,,False,,,,,True
28057,182,166.0,,162.2,,157.0,65.0,,,,100.5,,,131.0,,162.7,,67.9,,,152.0,186.1,,202.0,22.0,,,,,155.4,215.2,,,,,219.6,-16.0,,-19.8,,-25.0,-117.0,,,,-81.5,,,-51.0,,-19.3,,-114.1,,,-30.0,4.1,,20.0,-160.0,,,,,-26.6,33.2,,,,,37.6,,False,,False,False,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,False,False,,,,,False
28059,647,794.0,,796.0,,751.0,826.0,,,,1252.8,,,379.0,,509.8,,636.8,832.0,,742.0,803.1,,827.0,158.0,,,,,669.5,1116.2,494.0,,,,958.8,147.0,,149.0,,104.0,179.0,,,,605.8,,,-268.0,,-137.2,,-10.2,185.0,,95.0,156.1,,180.0,-489.0,,,,,22.5,469.2,-153.0,,,,311.8,,False,,True,False,,,,False,,,False,,True,,True,False,,True,False,,False,False,,,,,True,False,False,,,,False
