,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
28061,59,72.0,,74.5,,66.0,19.0,,,,45.2,,,48.0,,65.6,,40.1,,,61.0,73.0,,94.0,3.0,,,,,,64.8,,,,,89.1,13.0,,15.5,,7.0,-40.0,,,,-13.8,,,-11.0,,6.6,,-18.9,,,2.0,14.0,,35.0,-56.0,,,,,,5.8,,,,,30.1,,False,,True,False,,,,False,,,True,,True,,False,,,True,False,,False,False,,,,,,True,,,,,False
28063,56,12.0,,11.5,,12.0,0.0,,,,8.7,,,17.0,,14.3,,12.2,,,2.0,12.4,,20.0,49.0,,,,,,12.3,,,,,16.5,-44.0,,-44.5,,-44.0,-56.0,,,,-47.3,,,-39.0,,-41.7,,-43.8,,,-54.0,-43.6,,-36.0,-7.0,,,,,,-43.7,,,,,-39.5,,False,,False,False,,,,False,,,True,,True,,True,,,False,True,,True,True,,,,,,True,,,,,True
28065,66,80.0,,82.1,,82.0,22.0,,,,45.9,,,27.0,,112.6,,42.7,,,111.0,96.0,,125.0,1.0,,,,,,54.1,,,,,83.4,14.0,,16.1,,16.0,-44.0,,,,-20.1,,,-39.0,,46.6,,-23.3,,,45.0,30.0,,59.0,-65.0,,,,,,-11.9,,,,,17.4,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
28067,342,238.0,,229.8,,215.0,184.0,,,,212.1,,,258.0,,195.4,,211.7,213.0,,210.0,294.2,,283.0,87.0,,,,,200.8,312.9,,,,,255.7,-104.0,,-112.2,,-127.0,-158.0,,,,-129.9,,,-84.0,,-146.6,,-130.3,-129.0,,-132.0,-47.8,,-59.0,-255.0,,,,,-141.2,-29.1,,,,,-86.3,,False,,False,False,,,,False,,,True,,False,,False,False,,False,True,,True,False,,,,,False,True,,,,,True
28069,78,26.0,,26.7,,26.0,13.0,,,,15.4,,,30.0,,30.5,,19.2,,,18.0,36.7,,42.0,0.0,,,,,,27.2,,,,,44.6,-52.0,,-51.3,,-52.0,-65.0,,,,-62.6,,,-48.0,,-47.5,,-58.8,,,-60.0,-41.3,,-36.0,-78.0,,,,,,-50.8,,,,,-33.4,,True,,False,False,,,,False,,,True,,True,,False,,,False,True,,True,False,,,,,,True,,,,,True
28071,413,308.0,,310.2,,299.0,298.0,,,,221.1,,,241.0,,282.7,,156.1,241.5,,299.0,366.8,,410.0,39.0,,,,,297.3,426.7,,,,,350.8,-105.0,,-102.8,,-114.0,-115.0,,,,-191.9,,,-172.0,,-130.3,,-256.9,-171.5,,-114.0,-46.2,,-3.0,-374.0,,,,,-115.7,13.7,,,,,-62.2,,True,,False,False,,,,False,,,False,,False,,False,False,,False,True,,True,False,,,,,False,True,,,,,True
28073,332,182.0,,182.2,,182.0,153.0,,,,173.4,,,139.0,,95.9,,183.0,230.0,,167.0,223.7,,168.0,305.0,,,,,202.9,301.2,,,,,279.7,-150.0,,-149.8,,-150.0,-179.0,,,,-158.6,,,-193.0,,-236.1,,-149.0,-102.0,,-165.0,-108.3,,-164.0,-27.0,,,,,-129.1,-30.8,,,,,-52.3,,True,,False,False,,,,False,,,False,,False,,True,True,,False,True,,False,True,,,,,True,True,,,,,True
28075,479,456.0,,461.6,,422.0,560.0,,,,317.2,,,255.0,,279.4,,316.2,386.5,,455.0,475.5,,574.0,22.0,,,,,395.8,436.2,,,,,391.1,-23.0,,-17.4,,-57.0,81.0,,,,-161.8,,,-224.0,,-199.6,,-162.8,-92.5,,-24.0,-3.5,,95.0,-457.0,,,,,-83.2,-42.8,,,,,-87.9,,True,,False,False,,,,False,,,False,,False,,False,False,,False,True,,False,False,,,,,False,False,,,,,False
28077,85,76.0,,78.1,,60.0,0.0,,,,63.5,,,29.0,,8.4,,48.4,,,70.0,96.7,,109.0,121.0,,,,,,73.7,,,,,60.1,-9.0,,-6.9,,-25.0,-85.0,,,,-21.5,,,-56.0,,-76.6,,-36.6,,,-15.0,11.7,,24.0,36.0,,,,,,-11.3,,,,,-24.9,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
28079,93,108.0,,105.7,,106.0,37.0,,,,62.7,,,94.0,,102.9,,69.7,,,132.0,114.3,,126.0,71.0,,,,,103.1,87.5,,,,,137.3,15.0,,12.7,,13.0,-56.0,,,,-30.3,,,1.0,,9.9,,-23.3,,,39.0,21.3,,33.0,-22.0,,,,,10.1,-5.5,,,,,44.3,,True,,True,False,,,,False,,,True,,True,,False,,,False,False,,False,False,,,,,True,True,,,,,False
28081,722,718.0,,736.2,,714.0,717.0,,,,559.0,,,509.0,,1034.8,,419.3,586.0,,1089.0,848.5,,994.0,0.0,,,,,643.5,695.5,,,,,706.7,-4.0,,14.2,,-8.0,-5.0,,,,-163.0,,,-213.0,,312.8,,-302.7,-136.0,,367.0,126.5,,272.0,-722.0,,,,,-78.5,-26.5,,,,,-15.3,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
28083,149,168.0,,170.1,,156.0,154.0,,,,128.5,,,146.0,,96.2,,91.2,151.5,,154.0,190.2,,165.0,277.0,,,,,156.1,216.5,,,,,182.0,19.0,,21.1,,7.0,5.0,,,,-20.5,,,-3.0,,-52.8,,-57.8,2.5,,5.0,41.2,,16.0,128.0,,,,,7.1,67.5,,,,,33.0,,False,,True,True,,,,False,,,True,,False,,False,True,,True,False,,True,False,,,,,True,False,,,,,False
28085,302,170.0,,180.1,,157.0,164.0,,,,125.0,,,98.0,,101.1,,115.7,132.5,,157.0,292.7,,347.0,157.0,,,,,164.5,183.8,,,,,171.4,-132.0,,-121.9,,-145.0,-138.0,,,,-177.0,,,-204.0,,-200.9,,-186.3,-169.5,,-145.0,-9.3,,45.0,-145.0,,,,,-137.5,-118.2,,,,,-130.6,,True,,False,False,,,,False,,,False,,False,,False,False,,False,True,,True,False,,,,,False,True,,,,,True
28087,259,316.0,,304.0,,308.0,497.0,,,,180.8,,,237.0,,351.2,,195.5,222.5,,427.5,314.4,,398.0,9.0,,,,,281.4,343.8,,,,,328.3,57.0,,45.0,,49.0,238.0,,,,-78.2,,,-22.0,,92.2,,-63.5,-36.5,,168.5,55.4,,139.0,-250.0,,,,,22.4,84.8,,,,,69.3,,True,,True,False,,,,False,,,True,,False,,False,True,,False,True,,False,False,,,,,True,False,,,,,False
28089,517,496.0,,498.8,,478.0,442.0,,,,331.7,,,243.0,,973.7,,322.2,352.5,,750.0,466.3,,598.0,127.0,,,,,431.7,778.6,,,,,464.6,-21.0,,-18.2,,-39.0,-75.0,,,,-185.3,,,-274.0,,456.7,,-194.8,-164.5,,233.0,-50.7,,81.0,-390.0,,,,,-85.3,261.6,,,,,-52.4,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
28091,131,64.0,,64.1,,64.0,53.0,,,,47.9,,,70.0,,47.7,,42.3,,,76.0,76.3,,82.0,39.0,,,,,54.4,72.9,,,,,92.8,-67.0,,-66.9,,-67.0,-78.0,,,,-83.1,,,-61.0,,-83.3,,-88.7,,,-55.0,-54.7,,-49.0,-92.0,,,,,-76.6,-58.1,,,,,-38.2,,True,,False,False,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,False,True,,,,,True
28093,290,420.0,,418.6,,362.0,319.0,,,,289.3,,,214.0,,246.9,,214.1,340.0,,651.0,427.2,,531.0,314.0,,,,,340.2,355.5,,,,,606.0,130.0,,128.6,,72.0,29.0,,,,-0.7,,,-76.0,,-43.1,,-75.9,50.0,,361.0,137.2,,241.0,24.0,,,,,50.2,65.5,,,,,316.0,,True,,True,True,,,,True,,,True,,True,,True,True,,False,False,,False,True,,,,,True,True,,,,,False
28095,239,178.0,,173.6,,169.0,139.0,,,,121.9,,,185.0,,107.5,,131.8,171.0,,163.0,209.9,,217.0,24.0,,,,,144.6,192.3,,,,,175.6,-61.0,,-65.4,,-70.0,-100.0,,,,-117.1,,,-54.0,,-131.5,,-107.2,-68.0,,-76.0,-29.1,,-22.0,-215.0,,,,,-94.4,-46.7,,,,,-63.4,,False,,False,False,,,,False,,,True,,False,,False,False,,False,True,,True,False,,,,,False,True,,,,,False
28097,82,108.0,,106.0,,106.0,7.0,,,,59.0,,,48.0,,82.5,,38.6,,,169.0,128.3,,140.0,43.0,,,,,,96.8,,,,,171.3,26.0,,24.0,,24.0,-75.0,,,,-23.0,,,-34.0,,0.5,,-43.4,,,87.0,46.3,,58.0,-39.0,,,,,,14.8,,,,,89.3,,True,,True,False,,,,True,,,False,,True,,False,,,False,False,,False,False,,,,,,True,,,,,False
28099,173,198.0,,199.5,,165.0,5.0,,,,132.0,,,103.0,,164.8,,122.4,133.5,,526.0,241.7,,253.0,84.0,,,,,160.9,195.6,,,,,180.5,25.0,,26.5,,-8.0,-168.0,,,,-41.0,,,-70.0,,-8.2,,-50.6,-39.5,,353.0,68.7,,80.0,-89.0,,,,,-12.1,22.6,,,,,7.5,,False,,True,False,,,,False,,,False,,True,,False,False,,False,False,,False,False,,,,,True,True,,,,,True
28101,92,116.0,,119.7,,115.0,53.0,,,,58.2,,,67.0,,190.4,,53.5,,,128.0,109.9,,137.0,2.0,,,,,,83.7,,,,,134.4,24.0,,27.7,,23.0,-39.0,,,,-33.8,,,-25.0,,98.4,,-38.5,,,36.0,17.9,,45.0,-90.0,,,,,,-8.3,,,,,42.4,,False,,True,False,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,,True,,,,,False
28103,64,46.0,,44.8,,46.0,0.0,,,,31.7,,,37.0,,48.0,,18.9,,,81.0,53.1,,63.0,35.0,,,,,,37.3,,,,,47.2,-18.0,,-19.2,,-18.0,-64.0,,,,-32.3,,,-27.0,,-16.0,,-45.1,,,17.0,-10.9,,-1.0,-29.0,,,,,,-26.7,,,,,-16.8,,False,,False,False,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,False,,,,,True
28105,215,196.0,,198.8,,193.0,192.0,,,,140.7,,,174.0,,245.8,,146.5,149.0,,241.0,272.5,,305.0,69.0,,,,,181.9,377.3,,,,,199.8,-19.0,,-16.2,,-22.0,-23.0,,,,-74.3,,,-41.0,,30.8,,-68.5,-66.0,,26.0,57.5,,90.0,-146.0,,,,,-33.1,162.3,,,,,-15.2,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,True
28107,283,238.0,,249.5,,238.0,123.0,,,,123.9,,,184.0,,452.9,,134.3,194.0,,256.0,253.9,,322.0,108.0,,,,,179.6,224.3,,,,,295.3,-45.0,,-33.5,,-45.0,-160.0,,,,-159.1,,,-99.0,,169.9,,-148.7,-89.0,,-27.0,-29.1,,39.0,-175.0,,,,,-103.4,-58.7,,,,,12.3,,True,,False,False,,,,False,,,False,,False,,False,False,,True,True,,True,False,,,,,False,False,,,,,True
28109,211,92.0,,96.7,,95.0,86.0,,,,81.8,,,120.0,,37.8,,87.1,114.0,,110.0,137.4,,108.0,146.0,,,,,85.4,148.0,,,,,101.3,-119.0,,-114.3,,-116.0,-125.0,,,,-129.2,,,-91.0,,-173.2,,-123.9,-97.0,,-101.0,-73.6,,-103.0,-65.0,,,,,-125.6,-63.0,,,,,-109.7,,True,,True,False,,,,False,,,True,,False,,False,True,,True,True,,True,True,,,,,False,True,,,,,True
28111,78,74.0,,76.2,,68.0,35.0,,,,51.2,,,33.0,,27.9,,21.0,,,68.0,71.3,,87.0,67.0,,,,,,63.9,,,,,84.8,-4.0,,-1.8,,-10.0,-43.0,,,,-26.8,,,-45.0,,-50.1,,-57.0,,,-10.0,-6.7,,9.0,-11.0,,,,,,-14.1,,,,,6.8,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
28113,99,168.0,,171.5,,126.0,126.0,,,,118.0,,,126.0,,114.0,,112.7,92.5,,78.0,165.6,,190.0,97.0,,,,,121.1,184.7,,,,,183.8,69.0,,72.5,,27.0,27.0,,,,19.0,,,27.0,,15.0,,13.7,-6.5,,-21.0,66.6,,91.0,-2.0,,,,,22.1,85.7,,,,,84.8,,False,,True,True,,,,True,,,True,,True,,True,True,,True,True,,False,True,,,,,True,False,,,,,False
28115,220,240.0,,235.9,,225.0,90.0,,,,128.0,,,218.0,,284.5,,117.7,209.5,,225.0,222.5,,275.0,233.0,,,,,169.7,320.8,,,,,253.7,20.0,,15.9,,5.0,-130.0,,,,-92.0,,,-2.0,,64.5,,-102.3,-10.5,,5.0,2.5,,55.0,13.0,,,,,-50.3,100.8,,,,,33.7,,True,,True,False,,,,False,,,True,,False,,False,True,,True,True,,False,True,,,,,False,False,,,,,False
28117,183,202.0,,195.3,,201.0,94.0,,,,91.9,,,191.0,,293.1,,84.6,,,209.0,221.7,,266.0,29.0,,,,,166.7,167.6,,,,,259.6,19.0,,12.3,,18.0,-89.0,,,,-91.1,,,8.0,,110.1,,-98.4,,,26.0,38.7,,83.0,-154.0,,,,,-16.3,-15.4,,,,,76.6,,True,,True,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,True,True,,,,,False
28119,43,28.0,,28.1,,28.0,0.0,,,,17.9,,,36.0,,19.8,,9.3,,,15.0,36.2,,46.0,17.0,,,,,,22.3,,,,,31.9,-15.0,,-14.9,,-15.0,-43.0,,,,-25.1,,,-7.0,,-23.2,,-33.7,,,-28.0,-6.8,,3.0,-26.0,,,,,,-20.7,,,,,-11.1,,True,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,False,,,,,True
28121,844,660.0,,625.4,,643.0,842.0,,,,805.3,,,412.0,,888.1,,622.5,597.5,,536.0,757.1,,900.0,153.0,,,,,574.9,1008.0,752.0,,,,788.8,-184.0,,-218.6,,-201.0,-2.0,,,,-38.7,,,-432.0,,44.1,,-221.5,-246.5,,-308.0,-86.9,,56.0,-691.0,,,,,-269.1,164.0,-92.0,,,,-55.2,,False,,False,True,,,,True,,,False,,True,,False,False,,False,True,,True,False,,,,,False,True,True,,,,True
28123,168,104.0,,101.7,,94.0,41.0,,,,65.6,,,87.0,,73.5,,72.7,,,118.0,127.0,,146.0,140.0,,,,,74.7,110.7,,,,,125.6,-64.0,,-66.3,,-74.0,-127.0,,,,-102.4,,,-81.0,,-94.5,,-95.3,,,-50.0,-41.0,,-22.0,-28.0,,,,,-93.3,-57.3,,,,,-42.4,,False,,False,False,,,,False,,,False,,False,,False,,,True,True,,True,True,,,,,False,True,,,,,True
28125,16,2.0,,1.5,,2.0,0.0,,,,7.4,,,12.0,,0.2,,1.8,,,13.0,6.9,,,0.0,,,,,,0.0,,,,,4.5,-14.0,,-14.5,,-14.0,-16.0,,,,-8.6,,,-4.0,,-15.8,,-14.2,,,-3.0,-9.1,,,-16.0,,,,,,-16.0,,,,,-11.5,,False,,False,False,,,,True,,,True,,False,,False,,,True,True,,,False,,,,,,False,,,,,True
28127,132,110.0,,112.1,,105.0,94.0,,,,87.6,,,78.0,,50.8,,74.8,,,142.0,121.2,,128.0,134.0,,,,,94.5,93.3,,,,,123.3,-22.0,,-19.9,,-27.0,-38.0,,,,-44.4,,,-54.0,,-81.2,,-57.2,,,10.0,-10.8,,-4.0,2.0,,,,,-37.5,-38.7,,,,,-8.7,,True,,False,False,,,,False,,,False,,False,,False,,,True,True,,True,True,,,,,False,False,,,,,True
28129,55,52.0,,51.3,,51.0,15.0,,,,26.3,,,42.0,,33.7,,30.6,,,69.0,55.4,,62.0,81.0,,,,,,54.4,,,,,63.4,-3.0,,-3.7,,-4.0,-40.0,,,,-28.7,,,-13.0,,-21.3,,-24.4,,,14.0,0.4,,7.0,26.0,,,,,,-0.6,,,,,8.4,,False,,False,False,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,,True,,,,,False
28131,149,134.0,,134.4,,152.0,179.0,,,,73.2,,,45.0,,222.9,,54.4,,,186.0,152.1,,185.0,22.0,,,,,,140.2,,,,,156.4,-15.0,,-14.6,,3.0,30.0,,,,-75.8,,,-104.0,,73.9,,-94.6,,,37.0,3.1,,36.0,-127.0,,,,,,-8.8,,,,,7.4,,True,,True,False,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,,True,,,,,True
28133,132,94.0,,101.4,,94.0,0.0,,,,82.3,,,137.0,,64.7,,70.5,,,97.0,125.6,,113.0,99.0,,,,,73.0,103.1,,,,,108.6,-38.0,,-30.6,,-38.0,-132.0,,,,-49.7,,,5.0,,-67.3,,-61.5,,,-35.0,-6.4,,-19.0,-33.0,,,,,-59.0,-28.9,,,,,-23.4,,True,,False,False,,,,False,,,True,,False,,False,,,True,True,,True,True,,,,,False,True,,,,,True
28135,55,34.0,,32.3,,32.0,0.0,,,,28.7,,,96.0,,15.0,,37.8,,,34.0,33.3,,33.0,,,,,,,31.4,,,,,69.1,-21.0,,-22.7,,-23.0,-55.0,,,,-26.3,,,41.0,,-40.0,,-17.2,,,-21.0,-21.7,,-22.0,,,,,,,-23.6,,,,,14.1,,False,,False,False,,,,False,,,False,,False,,True,,,False,False,,False,,,,,,,False,,,,,True
28137,211,256.0,,255.7,,239.0,144.0,,,,138.6,,,170.0,,219.0,,153.1,,,247.0,265.2,,342.0,234.0,,,,,223.5,134.1,,,,,296.6,45.0,,44.7,,28.0,-67.0,,,,-72.4,,,-41.0,,8.0,,-57.9,,,36.0,54.2,,131.0,23.0,,,,,12.5,-76.9,,,,,85.6,,True,,True,False,,,,False,,,True,,True,,False,,,True,False,,False,True,,,,,True,False,,,,,False
28139,150,134.0,,133.1,,131.0,101.0,,,,90.4,,,166.0,,108.3,,55.8,,,130.0,152.9,,145.0,110.0,,,,,129.3,148.8,,,,,173.1,-16.0,,-16.9,,-19.0,-49.0,,,,-59.6,,,16.0,,-41.7,,-94.2,,,-20.0,2.9,,-5.0,-40.0,,,,,-20.7,-1.2,,,,,23.1,,False,,False,False,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,False,True,,,,,False
28141,123,166.0,,156.8,,166.0,75.0,,,,82.7,,,134.0,,296.7,,83.8,,,252.0,201.2,,223.0,26.0,,,,,,196.5,,,,,216.1,43.0,,33.8,,43.0,-48.0,,,,-40.3,,,11.0,,173.7,,-39.2,,,129.0,78.2,,100.0,-97.0,,,,,,73.5,,,,,93.1,,True,,False,False,,,,True,,,True,,False,,True,,,False,False,,False,False,,,,,,False,,,,,False
28143,38,34.0,,40.2,,33.0,0.0,,,,28.0,,,46.0,,23.9,,16.3,,,12.0,34.1,,38.0,3.0,,,,,,40.3,,,,,46.6,-4.0,,2.2,,-5.0,-38.0,,,,-10.0,,,8.0,,-14.1,,-21.7,,,-26.0,-3.9,,0.0,-35.0,,,,,,2.3,,,,,8.6,,True,,False,False,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,True,,,,,False
28145,221,202.0,,202.5,,200.0,165.0,,,,114.0,,,208.0,,202.4,,154.9,,,182.0,218.1,,279.0,152.0,,,,,163.2,278.9,,,,,281.9,-19.0,,-18.5,,-21.0,-56.0,,,,-107.0,,,-13.0,,-18.6,,-66.1,,,-39.0,-2.9,,58.0,-69.0,,,,,-57.8,57.9,,,,,60.9,,True,,False,False,,,,False,,,True,,True,,False,,,False,True,,False,False,,,,,False,False,,,,,False
28147,64,60.0,,59.6,,60.0,0.0,,,,39.2,,,35.0,,49.0,,45.4,,,95.0,87.8,,97.0,14.0,,,,,,56.5,,,,,65.3,-4.0,,-4.4,,-4.0,-64.0,,,,-24.8,,,-29.0,,-15.0,,-18.6,,,31.0,23.8,,33.0,-50.0,,,,,,-7.5,,,,,1.3,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,True
28149,119,70.0,,70.4,,71.0,71.0,,,,72.4,,,132.0,,53.8,,94.9,78.0,,74.0,108.6,,104.0,76.0,,,,,48.5,163.6,,,,,84.0,-49.0,,-48.6,,-48.0,-48.0,,,,-46.6,,,13.0,,-65.2,,-24.1,-41.0,,-45.0,-10.4,,-15.0,-43.0,,,,,-70.5,44.6,,,,,-35.0,,True,,True,True,,,,True,,,True,,False,,True,True,,True,True,,True,True,,,,,False,True,,,,,True
28151,306,214.0,,221.2,,181.0,111.0,,,,170.4,,,175.0,,126.3,,119.9,171.5,,174.0,243.4,,253.0,261.0,,,,,198.4,271.9,,,,,249.4,-92.0,,-84.8,,-125.0,-195.0,,,,-135.6,,,-131.0,,-179.7,,-186.1,-134.5,,-132.0,-62.6,,-53.0,-45.0,,,,,-107.6,-34.1,,,,,-56.6,,True,,False,False,,,,False,,,False,,False,,False,False,,False,True,,True,True,,,,,False,True,,,,,True
28153,74,82.0,,80.1,,70.0,27.0,,,,62.7,,,60.0,,57.7,,78.5,,,81.0,88.6,,106.0,3.0,,,,,67.1,95.8,,,,,88.2,8.0,,6.1,,-4.0,-47.0,,,,-11.3,,,-14.0,,-16.3,,4.5,,,7.0,14.6,,32.0,-71.0,,,,,-6.9,21.8,,,,,14.2,,True,,True,False,,,,False,,,False,,False,,True,,,True,False,,False,False,,,,,True,False,,,,,False
28155,45,20.0,,17.3,,17.0,0.0,,,,14.7,,,51.0,,5.8,,9.2,,,15.0,27.5,,30.0,4.0,,,,,,33.2,,,,,22.1,-25.0,,-27.7,,-28.0,-45.0,,,,-30.3,,,6.0,,-39.2,,-35.8,,,-30.0,-17.5,,-15.0,-41.0,,,,,,-11.8,,,,,-22.9,,False,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
28157,38,16.0,,16.1,,15.0,0.0,,,,12.7,,,23.0,,2.9,,3.2,,,7.0,16.1,,22.0,49.0,,,,,,18.4,,,,,17.0,-22.0,,-21.9,,-23.0,-38.0,,,,-25.3,,,-15.0,,-35.1,,-34.8,,,-31.0,-21.9,,-16.0,11.0,,,,,,-19.6,,,,,-21.0,,True,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,True,,,,,,True,,,,,True
28159,217,138.0,,134.3,,134.0,0.0,,,,67.6,,,64.0,,225.5,,70.4,,,167.0,127.6,,189.0,61.0,,,,,,90.6,,,,,178.1,-79.0,,-82.7,,-83.0,-217.0,,,,-149.4,,,-153.0,,8.5,,-146.6,,,-50.0,-89.4,,-28.0,-156.0,,,,,,-126.4,,,,,-38.9,,False,,False,False,,,,False,,,False,,True,,False,,,True,False,,True,False,,,,,,False,,,,,True
28161,84,56.0,,67.2,,45.0,36.0,,,,35.1,,,64.0,,26.1,,52.7,,,39.0,45.3,,49.0,3.0,,,,,,80.2,,,,,73.5,-28.0,,-16.8,,-39.0,-48.0,,,,-48.9,,,-20.0,,-57.9,,-31.3,,,-45.0,-38.7,,-35.0,-81.0,,,,,,-3.8,,,,,-10.5,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
28163,147,144.0,,158.3,,109.0,89.0,,,,67.6,,,110.0,,114.1,,101.8,,,12.0,95.6,,109.0,90.0,,,,,105.7,135.6,,,,,186.1,-3.0,,11.3,,-38.0,-58.0,,,,-79.4,,,-37.0,,-32.9,,-45.2,,,-135.0,-51.4,,-38.0,-57.0,,,,,-41.3,-11.4,,,,,39.1,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,False,False,,,,,False
29001,200,408.0,,411.1,,411.0,484.0,,,,246.2,,,380.0,,802.3,,113.5,,,420.0,351.6,,433.0,,,,,,,488.9,,,,,620.0,208.0,,211.1,,211.0,284.0,,,,46.2,,,180.0,,602.3,,-86.5,,,220.0,151.6,,233.0,,,,,,,288.9,,,,,420.0,,False,,False,False,,,,True,,,True,,False,,True,,,False,True,,False,,,,,,,False,,,,,False
29003,173,198.0,,190.5,,168.0,151.0,,,,130.8,,,146.0,,165.2,,85.6,,,135.0,167.9,,213.0,,,,,,,324.3,,,,,239.3,25.0,,17.5,,-5.0,-22.0,,,,-42.2,,,-27.0,,-7.8,,-87.4,,,-38.0,-5.1,,40.0,,,,,,,151.3,,,,,66.3,,True,,True,True,,,,False,,,False,,True,,False,,,False,True,,False,,,,,,,False,,,,,False
29005,63,88.0,,88.3,,88.0,42.0,,,,49.9,,,35.0,,163.6,,26.4,,,222.0,70.1,,,51.0,,,,,,112.8,,,,,127.5,25.0,,25.3,,25.0,-21.0,,,,-13.1,,,-28.0,,100.6,,-36.6,,,159.0,7.1,,,-12.0,,,,,,49.8,,,,,64.5,,False,,False,True,,,,True,,,False,,False,,False,,,False,True,,,True,,,,,,False,,,,,False
29007,226,262.0,,255.3,,249.0,302.0,,,,150.4,,,224.0,,164.9,,167.1,,,387.0,224.7,,282.0,,,,,,,514.7,,,,,253.3,36.0,,29.3,,23.0,76.0,,,,-75.6,,,-2.0,,-61.1,,-58.9,,,161.0,-1.3,,56.0,,,,,,,288.7,,,,,27.3,,True,,True,False,,,,False,,,True,,False,,False,,,False,True,,False,,,,,,,False,,,,,True
