,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
38009,140,180.0,,181.8,,180.0,129.0,,,,,62.6,,317.0,,439.7,,,,157.5,191.2,,199.0,,,,,,,73.0,,246.1,40.0,,41.8,,40.0,-11.0,,,,,-77.4,,177.0,,299.7,,,,17.5,51.2,,59.0,,,,,,,-67.0,,106.1,,False,,False,True,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,False
38011,31,33.0,,38.0,,33.0,0.0,,,,,16.6,,62.0,,58.1,,,,0.0,29.9,,23.0,,,,,,,11.0,,71.1,2.0,,7.0,,2.0,-31.0,,,,,-14.4,,31.0,,27.1,,,,-31.0,-1.1,,-8.0,,,,,,,-20.0,,40.1,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
38013,66,78.0,,70.2,,76.0,0.0,,,,,24.2,,71.0,,233.0,,,,149.0,79.4,,110.0,,,,,,,12.0,,132.4,12.0,,4.2,,10.0,-66.0,,,,,-41.8,,5.0,,167.0,,,,83.0,13.4,,44.0,,,,,,,-54.0,,66.4,,True,,True,False,,,,,False,,True,,False,,,,False,False,,False,,,,,,,False,,False
38015,3324,3495.0,,3510.6,,3507.0,2624.0,,,,,4861.5,,3337.0,,4371.6,,4692.5,,3534.0,3918.2,,4312.0,,,,1901.7,,,0.0,,4189.4,171.0,,186.6,,183.0,-700.0,,,,,1537.5,,13.0,,1047.6,,1368.5,,210.0,594.2,,988.0,,,,-1422.3,,,-3324.0,,865.4,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,,,,False,,,False,,False
38017,5085,4974.0,,4834.5,5131.9,5905.0,5896.0,,,,,6812.7,,6361.0,,6743.2,,6223.0,,4964.0,5972.9,,7216.0,,,,4756.3,6873.0,,0.0,,7073.8,-111.0,,-250.5,46.9,820.0,811.0,,,,,1727.7,,1276.0,,1658.2,,1138.0,,-121.0,887.9,,2131.0,,,,-328.7,1788.0,,-5085.0,,1988.8,,False,True,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,False,,False,,False
38019,159,312.0,,316.5,,310.0,75.0,,,,,69.2,,120.0,,1681.0,,,,369.5,249.5,,,,,,,,,19.0,,,153.0,,157.5,,151.0,-84.0,,,,,-89.8,,-39.0,,1522.0,,,,210.5,90.5,,,,,,,,,-140.0,,,,False,,True,True,,,,,True,,True,,False,,,,False,True,,,,,,,,,True,,
38021,131,255.0,,254.9,,253.0,194.0,,,,,73.1,,169.0,,410.6,,,,277.0,235.3,,,,,,,,,0.0,,225.2,124.0,,123.9,,122.0,63.0,,,,,-57.9,,38.0,,279.6,,,,146.0,104.3,,,,,,,,,-131.0,,94.2,,True,,True,True,,,,,True,,True,,False,,,,False,True,,,,,,,,,False,,True
38023,31,63.0,,76.6,,64.0,0.0,,,,,19.8,,64.0,,167.9,,,,64.0,41.4,,95.0,,,,,,,22.0,,133.3,32.0,,45.6,,33.0,-31.0,,,,,-11.2,,33.0,,136.9,,,,33.0,10.4,,64.0,,,,,,,-9.0,,102.3,,False,,False,True,,,,,True,,False,,False,,,,False,True,,False,,,,,,,True,,False
38025,69,42.0,,38.3,,42.0,0.0,,,,,19.7,,137.0,,70.2,,,,21.0,45.4,,75.0,,,,,,,19.0,,57.0,-27.0,,-30.7,,-27.0,-69.0,,,,,-49.3,,68.0,,1.2,,,,-48.0,-23.6,,6.0,,,,,,,-50.0,,-12.0,,False,,False,False,,,,,False,,False,,True,,,,False,True,,True,,,,,,,False,,True
38027,72,216.0,,230.5,,154.0,,,,,,99.7,,75.0,,152.6,,,,101.0,156.4,,235.0,,,,,,,360.0,,,144.0,,158.5,,82.0,,,,,,27.7,,3.0,,80.6,,,,29.0,84.4,,163.0,,,,,,,288.0,,,,False,,True,,,,,,True,,True,,True,,,,True,True,,False,,,,,,,False,,
38029,46,54.0,,53.6,,49.0,,,,,,26.2,,65.0,,44.9,,,,0.0,38.4,,27.0,,,,,,,0.0,,44.2,8.0,,7.6,,3.0,,,,,,-19.8,,19.0,,-1.1,,,,-46.0,-7.6,,-19.0,,,,,,,-46.0,,-1.8,,True,,True,,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,True
38031,236,156.0,,148.8,,139.0,15.0,,,,,41.6,,104.0,,256.2,,,,90.0,140.9,,192.0,,,,,,,0.0,,252.9,-80.0,,-87.2,,-97.0,-221.0,,,,,-194.4,,-132.0,,20.2,,,,-146.0,-95.1,,-44.0,,,,,,,-236.0,,16.9,,False,,False,False,,,,,False,,False,,True,,,,False,False,,True,,,,,,,False,,True
38033,30,30.0,,30.3,,30.0,,,,,,16.3,,34.0,,37.1,,,,1.0,19.4,,15.0,,,,,,,0.0,,32.4,0.0,,0.3,,0.0,,,,,,-13.7,,4.0,,7.1,,,,-29.0,-10.6,,-15.0,,,,,,,-30.0,,2.4,,False,,True,,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38035,2450,3243.0,,3312.8,,3631.0,3702.0,,,,,1031.6,,3140.0,,5326.4,,4740.5,,4303.5,3756.5,,4476.0,,,,2133.2,,,0.0,,7444.0,793.0,,862.8,,1181.0,1252.0,,,,,-1418.4,,690.0,,2876.4,,2290.5,,1853.5,1306.5,,2026.0,,,,-316.8,,,-2450.0,,4994.0,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,,,,True,,,False,,False
38037,58,39.0,,37.4,,44.0,5.0,,,,,13.0,,50.0,,103.6,,,,59.0,45.2,,47.0,,,,,,,19.0,,46.1,-19.0,,-20.6,,-14.0,-53.0,,,,,-45.0,,-8.0,,45.6,,,,1.0,-12.8,,-11.0,,,,,,,-39.0,,-11.9,,False,,True,False,,,,,False,,True,,False,,,,True,True,,True,,,,,,,False,,True
38039,106,108.0,,109.6,,97.0,32.0,,,,,40.6,,97.0,,210.0,,,,75.0,78.5,,150.0,,,,,,,0.0,,347.4,2.0,,3.6,,-9.0,-74.0,,,,,-65.4,,-9.0,,104.0,,,,-31.0,-27.5,,44.0,,,,,,,-106.0,,241.4,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38041,88,33.0,,26.3,,34.0,0.0,,,,,17.1,,69.0,,41.1,,,,21.0,49.1,,20.0,,,,,,,0.0,,44.9,-55.0,,-61.7,,-54.0,-88.0,,,,,-70.9,,-19.0,,-46.9,,,,-67.0,-38.9,,-68.0,,,,,,,-88.0,,-43.1,,False,,True,False,,,,,False,,True,,True,,,,False,True,,False,,,,,,,False,,True
38043,60,66.0,,65.1,,65.0,0.0,,,,,23.4,,66.0,,99.2,,,,52.0,74.0,,67.0,,,,,,,70.0,,87.5,6.0,,5.1,,5.0,-60.0,,,,,-36.6,,6.0,,39.2,,,,-8.0,14.0,,7.0,,,,,,,10.0,,27.5,,True,,True,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38045,121,105.0,,112.1,,91.0,1.0,,,,,31.9,,90.0,,134.5,,,,69.0,89.0,,68.0,,,,,,,0.0,,102.9,-16.0,,-8.9,,-30.0,-120.0,,,,,-89.1,,-31.0,,13.5,,,,-52.0,-32.0,,-53.0,,,,,,,-121.0,,-18.1,,True,,False,False,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,False
38047,20,15.0,,24.8,,15.0,0.0,,,,,13.1,,68.0,,23.6,,,,2.0,15.0,,8.0,,,,,,,0.0,,27.2,-5.0,,4.8,,-5.0,-20.0,,,,,-6.9,,48.0,,3.6,,,,-18.0,-5.0,,-12.0,,,,,,,-20.0,,7.2,,True,,False,False,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,False
38049,151,225.0,,237.5,,225.0,0.0,,,,,70.2,,220.0,,494.6,,,,379.0,202.5,,288.0,,,,,,,0.0,,,74.0,,86.5,,74.0,-151.0,,,,,-80.8,,69.0,,343.6,,,,228.0,51.5,,137.0,,,,,,,-151.0,,,,False,,False,False,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,
38051,51,33.0,,30.0,,32.0,,,,,,15.6,,58.0,,32.0,,,,1.0,33.2,,18.0,,,,,,,0.0,,49.0,-18.0,,-21.0,,-19.0,,,,,,-35.4,,7.0,,-19.0,,,,-50.0,-17.8,,-33.0,,,,,,,-51.0,,-2.0,,False,,False,,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,True
38053,218,231.0,,228.4,,231.0,0.0,,,,,81.1,,296.0,,440.0,,,,210.0,269.9,,198.0,,,,,,,74.0,,253.3,13.0,,10.4,,13.0,-218.0,,,,,-136.9,,78.0,,222.0,,,,-8.0,51.9,,-20.0,,,,,,,-144.0,,35.3,,True,,False,False,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,False
38055,236,288.0,,280.3,,288.0,172.0,,,,,85.3,,327.0,,422.3,,,,225.0,289.1,,297.0,,,,,,,141.0,,,52.0,,44.3,,52.0,-64.0,,,,,-150.7,,91.0,,186.3,,,,-11.0,53.1,,61.0,,,,,,,-95.0,,,,True,,False,False,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,
38057,255,192.0,,192.2,,195.0,148.0,,,,,66.6,,298.0,,265.5,,,,120.0,243.3,,162.0,,,,,,,0.0,,213.6,-63.0,,-62.8,,-60.0,-107.0,,,,,-188.4,,43.0,,10.5,,,,-135.0,-11.7,,-93.0,,,,,,,-255.0,,-41.4,,True,,True,False,,,,,False,,True,,True,,,,False,True,,False,,,,,,,False,,True
38059,1117,1149.0,,1128.4,,1149.0,512.0,,,,,369.3,,931.0,,1685.7,,1617.0,,1182.0,1301.2,,1500.0,,,,1141.9,,,0.0,,1351.1,32.0,,11.4,,32.0,-605.0,,,,,-747.7,,-186.0,,568.7,,500.0,,65.0,184.2,,383.0,,,,24.9,,,-1117.0,,234.1,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,True,,,False,,False
38061,367,393.0,,415.2,,409.0,465.0,,,,,130.5,,316.0,,480.5,,,,354.0,435.8,,503.0,,,,,,,0.0,,624.0,26.0,,48.2,,42.0,98.0,,,,,-236.5,,-51.0,,113.5,,,,-13.0,68.8,,136.0,,,,,,,-367.0,,257.0,,False,,False,False,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,False
38063,134,153.0,,146.0,,139.0,0.0,,,,,49.8,,104.0,,133.4,,,,147.0,150.7,,176.0,,,,,,,0.0,,86.1,19.0,,12.0,,5.0,-134.0,,,,,-84.2,,-30.0,,-0.6,,,,13.0,16.7,,42.0,,,,,,,-134.0,,-47.9,,True,,True,False,,,,,False,,False,,True,,,,True,True,,False,,,,,,,False,,False
38065,24,42.0,,37.2,,39.0,0.0,,,,,14.4,,89.0,,65.3,,,,2.0,39.1,,24.0,,,,,,,11.0,,45.2,18.0,,13.2,,15.0,-24.0,,,,,-9.6,,65.0,,41.3,,,,-22.0,15.1,,0.0,,,,,,,-13.0,,21.2,,True,,True,False,,,,,True,,False,,False,,,,False,True,,True,,,,,,,True,,False
38067,251,363.0,,360.7,,356.0,491.0,,,,,113.8,,223.0,,817.8,,,,466.0,308.6,,456.0,,,,,,,40.0,,619.3,112.0,,109.7,,105.0,240.0,,,,,-137.2,,-28.0,,566.8,,,,215.0,57.6,,205.0,,,,,,,-211.0,,368.3,,True,,True,False,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,False
38069,213,207.0,,208.9,,208.0,69.0,,,,,65.6,,225.0,,837.7,,,,297.0,199.4,,246.0,,,,,,,26.0,,467.5,-6.0,,-4.1,,-5.0,-144.0,,,,,-147.4,,12.0,,624.7,,,,84.0,-13.6,,33.0,,,,,,,-187.0,,254.5,,True,,True,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38071,402,417.0,,411.7,,410.0,270.0,,,,,112.3,,544.0,,810.8,,,,314.0,358.4,,607.0,,,,,,,0.0,,709.4,15.0,,9.7,,8.0,-132.0,,,,,-289.7,,142.0,,408.8,,,,-88.0,-43.6,,205.0,,,,,,,-402.0,,307.4,,True,,True,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38073,177,165.0,,164.5,,177.0,26.0,,,,,37.4,,181.0,,478.2,,,,209.0,183.5,,203.0,,,,,,,31.0,,223.9,-12.0,,-12.5,,0.0,-151.0,,,,,-139.6,,4.0,,301.2,,,,32.0,6.5,,26.0,,,,,,,-146.0,,46.9,,False,,True,False,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,False
38075,100,60.0,,56.6,,62.0,0.0,,,,,27.8,,151.0,,51.0,,,,86.0,69.4,,91.0,,,,,,,3.0,,34.7,-40.0,,-43.4,,-38.0,-100.0,,,,,-72.2,,51.0,,-49.0,,,,-14.0,-30.6,,-9.0,,,,,,,-97.0,,-65.3,,False,,True,False,,,,,False,,False,,False,,,,True,True,,True,,,,,,,False,,False
38077,456,438.0,,457.7,,457.0,428.0,,,,,125.9,,598.0,,864.8,,,,440.0,541.8,,596.0,,,,,,,173.0,,1001.8,-18.0,,1.7,,1.0,-28.0,,,,,-330.1,,142.0,,408.8,,,,-16.0,85.8,,140.0,,,,,,,-283.0,,545.8,,True,,True,False,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,False
38079,642,861.0,,867.9,,875.0,1018.0,,,,,240.0,,391.0,,2608.5,,,,1665.0,846.3,,,,,,,,,87.0,,4876.3,219.0,,225.9,,233.0,376.0,,,,,-402.0,,-251.0,,1966.5,,,,1023.0,204.3,,,,,,,,,-555.0,,4234.3,,False,,False,False,,,,,False,,False,,False,,,,False,True,,,,,,,,,False,,False
38081,142,87.0,,83.7,,88.0,0.0,,,,,33.2,,108.0,,117.7,,,,69.0,101.1,,121.0,,,,,,,42.0,,68.7,-55.0,,-58.3,,-54.0,-142.0,,,,,-108.8,,-34.0,,-24.3,,,,-73.0,-40.9,,-21.0,,,,,,,-100.0,,-73.3,,False,,True,False,,,,,False,,True,,True,,,,False,True,,True,,,,,,,False,,False
38083,15,18.0,,15.2,,18.0,0.0,,,,,9.3,,72.0,,40.1,,,,2.0,24.3,,22.0,,,,,,,5.0,,23.4,3.0,,0.2,,3.0,-15.0,,,,,-5.7,,57.0,,25.1,,,,-13.0,9.3,,7.0,,,,,,,-10.0,,8.4,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
38085,186,102.0,,101.3,,98.0,,,,,,44.8,,90.0,,133.9,,,,85.0,92.5,,145.0,,,,,,,0.0,,109.0,-84.0,,-84.7,,-88.0,,,,,,-141.2,,-96.0,,-52.1,,,,-101.0,-93.5,,-41.0,,,,,,,-186.0,,-77.0,,False,,False,,,,,,False,,False,,True,,,,False,False,,True,,,,,,,False,,True
38087,4,3.0,,2.7,,3.0,0.0,,,,,3.4,,24.0,,1.9,,,,3.0,0.0,,3.0,,,,,,,2.0,,4.1,-1.0,,-1.3,,-1.0,-4.0,,,,,-0.6,,20.0,,-2.1,,,,-1.0,-4.0,,-1.0,,,,,,,-2.0,,0.1,,False,,False,False,,,,,True,,False,,False,,,,False,False,,False,,,,,,,False,,True
38089,871,699.0,,722.4,,641.0,479.0,,,,,320.5,,630.0,,699.7,,520.5,,463.0,773.0,,1018.0,,,,603.5,,,476.0,,474.6,-172.0,,-148.6,,-230.0,-392.0,,,,,-550.5,,-241.0,,-171.3,,-350.5,,-408.0,-98.0,,147.0,,,,-267.5,,,-395.0,,-396.4,,True,,False,False,,,,,False,,False,,True,,False,,False,True,,True,,,,False,,,False,,False
38091,62,18.0,,20.8,,23.0,0.0,,,,,11.6,,100.0,,120.8,,,,22.0,29.2,,,,,,,,,0.0,,,-44.0,,-41.2,,-39.0,-62.0,,,,,-50.4,,38.0,,58.8,,,,-40.0,-32.8,,,,,,,,,-62.0,,,,True,,True,False,,,,,False,,True,,False,,,,True,True,,,,,,,,,False,,
38093,1178,1254.0,,1240.8,,1229.0,1471.0,,,,,253.7,,860.0,,2657.2,,,,1866.0,1183.5,,1508.0,,,,694.5,,,0.0,,4756.2,76.0,,62.8,,51.0,293.0,,,,,-924.3,,-318.0,,1479.2,,,,688.0,5.5,,330.0,,,,-483.5,,,-1178.0,,3578.2,,True,,True,False,,,,,False,,False,,False,,,,False,True,,False,,,,False,,,False,,False
38095,64,75.0,,58.4,,64.0,0.0,,,,,19.2,,105.0,,230.7,,,,28.0,57.1,,96.0,,,,,,,0.0,,78.5,11.0,,-5.6,,0.0,-64.0,,,,,-44.8,,41.0,,166.7,,,,-36.0,-6.9,,32.0,,,,,,,-64.0,,14.5,,True,,True,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
38097,275,351.0,,333.3,,344.0,344.0,,,,,81.6,,296.0,,1407.5,,,,556.0,284.4,,504.0,,,,,,,25.0,,834.0,76.0,,58.3,,69.0,69.0,,,,,-193.4,,21.0,,1132.5,,,,281.0,9.4,,229.0,,,,,,,-250.0,,559.0,,True,,True,True,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,False
38099,539,912.0,,886.6,,913.0,877.0,,,,,225.9,,542.0,,2485.5,,,,1479.5,960.4,,1058.0,,,,,,,0.0,,,373.0,,347.6,,374.0,338.0,,,,,-313.1,,3.0,,1946.5,,,,940.5,421.4,,519.0,,,,,,,-539.0,,,,True,,False,True,,,,,True,,True,,False,,,,False,False,,False,,,,,,,False,,
38101,2722,4131.0,,4084.0,,4141.0,3499.0,,,,,1280.5,,2899.0,,9994.1,,7848.0,,6735.0,4619.2,,4284.0,,,,3181.5,,,0.0,,14039.2,1409.0,,1362.0,,1419.0,777.0,,,,,-1441.5,,177.0,,7272.1,,5126.0,,4013.0,1897.2,,1562.0,,,,459.5,,,-2722.0,,11317.2,,True,,False,True,,,,,False,,True,,False,,False,,False,False,,False,,,,True,,,False,,False
38103,72,150.0,,146.4,,156.0,0.0,,,,,44.3,,157.0,,810.3,,,,218.0,166.7,,226.0,,,,,,,0.0,,277.6,78.0,,74.4,,84.0,-72.0,,,,,-27.7,,85.0,,738.3,,,,146.0,94.7,,154.0,,,,,,,-72.0,,205.6,,True,,False,True,,,,,True,,False,,False,,,,False,False,,False,,,,,,,True,,False
38105,749,831.0,,755.9,,831.0,671.0,,,,,369.6,,879.0,,950.4,,870.5,,1044.0,974.7,,1305.0,,,,598.9,,,0.0,,583.3,82.0,,6.9,,82.0,-78.0,,,,,-379.4,,130.0,,201.4,,121.5,,295.0,225.7,,556.0,,,,-150.1,,,-749.0,,-165.7,,True,,False,True,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
39001,509,219.0,,216.4,,260.0,377.0,,,,,63.9,,224.0,,344.5,,,,430.5,260.5,,331.0,,,,,,,199.0,,465.6,-290.0,,-292.6,,-249.0,-132.0,,,,,-445.1,,-285.0,,-164.5,,,,-78.5,-248.5,,-178.0,,,,,,,-310.0,,-43.4,,False,,True,True,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,True
39003,2229,1401.0,,1363.3,,1517.0,1911.0,,,,,473.2,,1482.0,,1555.4,,1854.5,,1510.0,1657.3,,2115.0,,,,962.0,,,1555.0,,2238.3,-828.0,,-865.7,,-712.0,-318.0,,,,,-1755.8,,-747.0,,-673.6,,-374.5,,-719.0,-571.7,,-114.0,,,,-1267.0,,,-674.0,,9.3,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,True,,True
39005,622,270.0,,268.5,,396.0,864.0,,,,,71.3,,449.0,,391.2,,346.5,,562.0,358.3,,420.0,,,,,,,247.0,,310.2,-352.0,,-353.5,,-226.0,242.0,,,,,-550.7,,-173.0,,-230.8,,-275.5,,-60.0,-263.7,,-202.0,,,,,,,-375.0,,-311.8,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,False,,True
39007,1388,687.0,,671.1,,776.0,2394.0,,,,,309.7,,525.0,,794.4,,704.5,,1329.0,1034.4,,963.0,,,,,,,886.0,,15807.1,-701.0,,-716.9,,-612.0,1006.0,,,,,-1078.3,,-863.0,,-593.6,,-683.5,,-59.0,-353.6,,-425.0,,,,,,,-502.0,,14419.1,,False,,True,False,,,,,False,,False,,True,,True,,True,True,,True,,,,,,,True,,False
39009,562,267.0,,259.6,,267.0,206.0,,,,,150.9,,419.0,,257.0,,341.5,,192.0,334.0,,195.0,,,,372.4,,,189.0,,352.8,-295.0,,-302.4,,-295.0,-356.0,,,,,-411.1,,-143.0,,-305.0,,-220.5,,-370.0,-228.0,,-367.0,,,,-189.6,,,-373.0,,-209.2,,False,,False,False,,,,,False,,True,,False,,True,,False,True,,False,,,,True,,,False,,True
39011,973,708.0,,708.1,,727.0,729.0,,,,,207.9,,625.0,,952.4,,954.0,,746.0,760.8,,1094.0,,,,495.3,,,656.0,,1350.3,-265.0,,-264.9,,-246.0,-244.0,,,,,-765.1,,-348.0,,-20.6,,-19.0,,-227.0,-212.2,,121.0,,,,-477.7,,,-317.0,,377.3,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,False
39013,810,411.0,,426.6,,441.0,1024.0,,,,,96.5,,353.0,,471.9,,418.5,,494.0,406.2,,592.0,,,,,,,599.0,,2358.7,-399.0,,-383.4,,-369.0,214.0,,,,,-713.5,,-457.0,,-338.1,,-391.5,,-316.0,-403.8,,-218.0,,,,,,,-211.0,,1548.7,,True,,True,True,,,,,False,,False,,True,,True,,True,False,,True,,,,,,,True,,False
39015,547,282.0,,280.3,,356.0,540.0,,,,,86.2,,339.0,,322.1,,385.0,,404.0,386.1,,468.0,,,,,,,252.0,,717.8,-265.0,,-266.7,,-191.0,-7.0,,,,,-460.8,,-208.0,,-224.9,,-162.0,,-143.0,-160.9,,-79.0,,,,,,,-295.0,,170.8,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,False,,True
39017,5398,3585.0,,3566.3,4305.2,3803.0,5554.0,,,,,8347.1,,3230.0,,3298.3,,3786.5,,4628.5,4771.8,,5514.0,,,,2513.5,4450.0,,2978.0,,6747.6,-1813.0,,-1831.7,-1092.8,-1595.0,156.0,,,,,2949.1,,-2168.0,,-2099.7,,-1611.5,,-769.5,-626.2,,116.0,,,,-2884.5,-948.0,,-2420.0,,1349.6,,False,True,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,False,True,,False,,True
39019,263,123.0,,122.1,,134.0,186.0,,,,,31.2,,130.0,,187.9,,,,154.0,132.6,,161.0,,,,,,,102.0,,205.5,-140.0,,-140.9,,-129.0,-77.0,,,,,-231.8,,-133.0,,-75.1,,,,-109.0,-130.4,,-102.0,,,,,,,-161.0,,-57.5,,False,,True,True,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,True
39021,506,279.0,,278.3,,338.0,587.0,,,,,87.9,,336.0,,320.5,,312.0,,571.0,369.9,,413.0,,,,,,,163.0,,763.9,-227.0,,-227.7,,-168.0,81.0,,,,,-418.1,,-170.0,,-185.5,,-194.0,,65.0,-136.1,,-93.0,,,,,,,-343.0,,257.9,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,False,,False
39023,2196,1461.0,,1480.8,,1587.0,2256.0,,,,,489.8,,1196.0,,1466.3,,1685.0,,2107.5,1878.6,,2102.0,,,,1069.3,1780.0,,1256.0,,6450.7,-735.0,,-715.2,,-609.0,60.0,,,,,-1706.2,,-1000.0,,-729.7,,-511.0,,-88.5,-317.4,,-94.0,,,,-1126.7,-416.0,,-940.0,,4254.7,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,True,,False,,False
39025,2933,1527.0,,1536.8,,1697.0,2540.0,,,,,590.7,,1443.0,,1405.9,,1844.5,,1976.0,2198.1,,2386.0,,,,942.0,2243.0,,1620.0,,3524.1,-1406.0,,-1396.2,,-1236.0,-393.0,,,,,-2342.3,,-1490.0,,-1527.1,,-1088.5,,-957.0,-734.9,,-547.0,,,,-1991.0,-690.0,,-1313.0,,591.1,,True,,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,False,True,,True,,True
39027,466,375.0,,387.2,,417.0,528.0,,,,,103.8,,395.0,,611.4,,507.5,,362.0,436.9,,461.0,,,,,,,398.0,,712.5,-91.0,,-78.8,,-49.0,62.0,,,,,-362.2,,-71.0,,145.4,,41.5,,-104.0,-29.1,,-5.0,,,,,,,-68.0,,246.5,,True,,True,True,,,,,False,,True,,False,,True,,False,True,,True,,,,,,,True,,False
39029,1353,552.0,,561.6,,588.0,965.0,,,,,187.8,,607.0,,447.0,,562.5,,986.0,709.7,,774.0,,,,358.0,,,539.0,,3067.7,-801.0,,-791.4,,-765.0,-388.0,,,,,-1165.2,,-746.0,,-906.0,,-790.5,,-367.0,-643.3,,-579.0,,,,-995.0,,,-814.0,,1714.7,,True,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,False,,,False,,False
39031,397,351.0,,363.1,,443.0,636.0,,,,,86.0,,264.0,,662.8,,502.5,,731.0,345.3,,486.0,,,,,,,362.0,,1124.5,-46.0,,-33.9,,46.0,239.0,,,,,-311.0,,-133.0,,265.8,,105.5,,334.0,-51.7,,89.0,,,,,,,-35.0,,727.5,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,True,,False
