,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
29001,495,292.0,,289.5,,321.0,353.0,,,,,377.8,,383.0,,355.9,50.0,,,504.0,307.5,,,,,,,,325.0,,330.2,-203.0,,-205.5,,-174.0,-142.0,,,,,-117.2,,-112.0,,-139.1,-445.0,,,9.0,-187.5,,,,,,,,-170.0,,-164.8,,False,,True,True,,,,,True,,True,,True,False,,,True,True,,,,,,,,True,,True
29003,322,160.0,,160.3,,161.0,137.0,,,,,177.6,,125.0,,279.5,103.7,,,182.0,181.6,,,,,,,,142.0,,188.0,-162.0,,-161.7,,-161.0,-185.0,,,,,-144.4,,-197.0,,-42.5,-218.3,,,-140.0,-140.4,,,,,,,,-180.0,,-134.0,,True,,True,False,,,,,True,,False,,True,False,,,True,True,,,,,,,,False,,True
29005,125,36.0,,37.0,,34.0,24.0,,,,,49.8,,34.0,,18.2,9.5,,,3.0,38.5,,,,,,,,51.0,,37.7,-89.0,,-88.0,,-91.0,-101.0,,,,,-75.2,,-91.0,,-106.8,-115.5,,,-122.0,-86.5,,,,,,,,-74.0,,-87.3,,True,,False,False,,,,,True,,False,,False,False,,,False,True,,,,,,,,True,,True
29007,436,304.0,,305.9,,277.0,204.0,,,,,300.0,,247.0,,284.5,119.4,,,401.0,276.6,,,,,,,,297.0,,284.0,-132.0,,-130.1,,-159.0,-232.0,,,,,-136.0,,-189.0,,-151.5,-316.6,,,-35.0,-159.4,,,,,,,,-139.0,,-152.0,,True,,False,False,,,,,False,,False,,False,False,,,True,False,,,,,,,,False,,False
29009,535,448.0,,445.1,,449.0,430.0,,,,,394.8,,488.0,,665.4,89.2,547.0,,435.0,419.4,,,,,,,,27.0,,512.8,-87.0,,-89.9,,-86.0,-105.0,,,,,-140.2,,-47.0,,130.4,-445.8,12.0,,-100.0,-115.6,,,,,,,,-508.0,,-22.2,,False,,True,False,,,,,False,,True,,False,False,True,,False,False,,,,,,,,False,,True
29011,178,140.0,,124.0,,125.0,103.0,,,,,158.9,,108.0,,153.9,17.5,,,70.0,131.5,,,,,,,,83.0,,167.3,-38.0,,-54.0,,-53.0,-75.0,,,,,-19.1,,-70.0,,-24.1,-160.5,,,-108.0,-46.5,,,,,,,,-95.0,,-10.7,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
29013,273,96.0,,97.1,,97.0,83.0,,,,,107.5,,150.0,,197.1,18.6,,,50.0,103.3,,,,,,,,91.0,,105.4,-177.0,,-175.9,,-176.0,-190.0,,,,,-165.5,,-123.0,,-75.9,-254.4,,,-223.0,-169.7,,,,,,,,-182.0,,-167.6,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
29015,258,88.0,,95.0,,102.0,41.0,,,,,142.4,,187.0,,124.9,41.7,,,110.0,118.7,,,,,,,,6.0,,102.1,-170.0,,-163.0,,-156.0,-217.0,,,,,-115.6,,-71.0,,-133.1,-216.3,,,-148.0,-139.3,,,,,,,,-252.0,,-155.9,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,False,,True
29017,256,312.0,,311.0,,272.0,159.0,,,,,234.7,,125.0,,339.2,36.0,,,249.0,265.5,,,,,,,,497.0,,315.2,56.0,,55.0,,16.0,-97.0,,,,,-21.3,,-131.0,,83.2,-220.0,,,-7.0,9.5,,,,,,,,241.0,,59.2,,True,,True,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,False
29019,3829,1900.0,,2001.3,,1922.0,4534.0,,,,,2215.3,,1870.0,,1515.5,285.5,1723.0,,1458.0,1990.5,,,,,1935.1,2580.0,,1482.0,,2195.1,-1929.0,,-1827.7,,-1907.0,705.0,,,,,-1613.7,,-1959.0,,-2313.5,-3543.5,-2106.0,,-2371.0,-1838.5,,,,,-1893.9,-1249.0,,-2347.0,,-1633.9,,True,,True,True,,,,,True,,False,,False,False,False,,False,True,,,,,True,True,,False,,True
29021,1493,624.0,,681.4,,615.0,431.0,,,,,771.4,,876.0,,785.7,404.9,1031.0,,307.0,606.7,,,,,487.6,,,448.0,,808.3,-869.0,,-811.6,,-878.0,-1062.0,,,,,-721.6,,-617.0,,-707.3,-1088.1,-462.0,,-1186.0,-886.3,,,,,-1005.4,,,-1045.0,,-684.7,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
29023,814,720.0,,756.7,,768.0,925.0,,,,,607.8,,833.0,,1343.0,142.5,832.5,,606.0,532.5,,,,,814.6,,,205.0,,914.5,-94.0,,-57.3,,-46.0,111.0,,,,,-206.2,,19.0,,529.0,-671.5,18.5,,-208.0,-281.5,,,,,0.6,,,-609.0,,100.5,,True,,True,False,,,,,False,,True,,False,False,True,,False,False,,,,,True,,,False,,False
29025,195,104.0,,101.5,,90.0,75.0,,,,,117.5,,86.0,,61.8,22.2,,,74.0,111.9,,,,,,,,2.0,,114.4,-91.0,,-93.5,,-105.0,-120.0,,,,,-77.5,,-109.0,,-133.2,-172.8,,,-121.0,-83.1,,,,,,,,-193.0,,-80.6,,False,,False,False,,,,,True,,False,,False,False,,,False,True,,,,,,,,False,,True
29027,1329,1232.0,,1236.0,,1195.0,1577.0,,,,,1012.3,,483.0,,1492.1,96.4,1553.0,,1258.0,878.7,,,,,718.8,,,586.0,,1597.7,-97.0,,-93.0,,-134.0,248.0,,,,,-316.7,,-846.0,,163.1,-1232.6,224.0,,-71.0,-450.3,,,,,-610.2,,,-743.0,,268.7,,True,,False,False,,,,,False,,False,,False,False,False,,True,False,,,,,False,,,False,,False
29029,745,524.0,,537.3,,485.0,505.0,,,,,562.6,,416.0,,592.8,102.1,565.0,,354.5,449.3,,,,,379.0,,,161.0,,615.2,-221.0,,-207.7,,-260.0,-240.0,,,,,-182.4,,-329.0,,-152.2,-642.9,-180.0,,-390.5,-295.7,,,,,-366.0,,,-584.0,,-129.8,,True,,False,False,,,,,True,,False,,True,False,True,,False,False,,,,,False,,,False,,True
29031,2179,904.0,,790.4,,855.0,1175.0,,,,,920.5,,757.0,,882.7,243.9,742.0,,684.0,935.8,,,,,777.8,,,778.0,,1030.2,-1275.0,,-1388.6,,-1324.0,-1004.0,,,,,-1258.5,,-1422.0,,-1296.3,-1935.1,-1437.0,,-1495.0,-1243.2,,,,,-1401.2,,,-1401.0,,-1148.8,,False,,False,True,,,,,True,,False,,False,False,False,,False,True,,,,,False,,,False,,True
29033,205,140.0,,141.7,,118.0,80.0,,,,,104.7,,118.0,,158.3,16.5,,,85.0,89.9,,,,,,,,124.0,,148.3,-65.0,,-63.3,,-87.0,-125.0,,,,,-100.3,,-87.0,,-46.7,-188.5,,,-120.0,-115.1,,,,,,,,-81.0,,-56.7,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
29035,104,84.0,,84.2,,80.0,48.0,,,,,79.3,,54.0,,120.3,10.3,,,124.0,75.5,,,,,,,,46.0,,77.5,-20.0,,-19.8,,-24.0,-56.0,,,,,-24.7,,-50.0,,16.3,-93.7,,,20.0,-28.5,,,,,,,,-58.0,,-26.5,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,False
29037,1533,780.0,,706.8,,776.0,1091.0,,,,,793.5,,642.0,,822.8,255.7,704.0,,760.0,807.4,,,,,566.6,,,692.0,,881.5,-753.0,,-826.2,,-757.0,-442.0,,,,,-739.5,,-891.0,,-710.2,-1277.3,-829.0,,-773.0,-725.6,,,,,-966.4,,,-841.0,,-651.5,,False,,False,True,,,,,True,,False,,True,False,False,,False,True,,,,,False,,,False,,True
29039,187,136.0,,117.3,,118.0,83.0,,,,,137.3,,155.0,,134.1,18.6,,,86.0,105.9,,,,,,,,151.0,,155.1,-51.0,,-69.7,,-69.0,-104.0,,,,,-49.7,,-32.0,,-52.9,-168.4,,,-101.0,-81.1,,,,,,,,-36.0,,-31.9,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,True
29041,165,60.0,,63.7,,50.0,47.0,,,,,67.4,,61.0,,28.6,5.6,,,18.0,41.0,,,,,,,,104.0,,87.9,-105.0,,-101.3,,-115.0,-118.0,,,,,-97.6,,-104.0,,-136.4,-159.4,,,-147.0,-124.0,,,,,,,,-61.0,,-77.1,,True,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,True
29043,1275,872.0,,852.5,,859.0,1113.0,,,,,887.1,,797.0,,909.8,227.7,786.0,,883.0,831.4,,,,,769.9,,,1068.0,,944.9,-403.0,,-422.5,,-416.0,-162.0,,,,,-387.9,,-478.0,,-365.2,-1047.3,-489.0,,-392.0,-443.6,,,,,-505.1,,,-207.0,,-330.1,,False,,False,True,,,,,True,,False,,True,False,False,,True,False,,,,,False,,,True,,True
29045,169,92.0,,100.3,,70.0,48.0,,,,,105.9,,56.0,,53.6,13.1,,,70.0,74.5,,,,,,,,115.0,,89.1,-77.0,,-68.7,,-99.0,-121.0,,,,,-63.1,,-113.0,,-115.4,-155.9,,,-99.0,-94.5,,,,,,,,-54.0,,-79.9,,True,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,True,,False
29047,1855,944.0,,825.7,,1064.0,1489.0,,,,,1260.3,,1568.0,,1003.2,396.1,1231.5,,1821.5,1270.9,,,,,750.9,1215.0,,1009.0,,1055.0,-911.0,,-1029.3,,-791.0,-366.0,,,,,-594.7,,-287.0,,-851.8,-1458.9,-623.5,,-33.5,-584.1,,,,,-1104.1,-640.0,,-846.0,,-800.0,,False,,True,True,,,,,True,,True,,True,False,True,,True,True,,,,,False,True,,True,,True
29049,328,244.0,,255.8,,277.0,371.0,,,,,306.0,,160.0,,525.5,40.4,,,339.0,277.0,,,,,,,,183.0,,289.5,-84.0,,-72.2,,-51.0,43.0,,,,,-22.0,,-168.0,,197.5,-287.6,,,11.0,-51.0,,,,,,,,-145.0,,-38.5,,True,,True,True,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,True
29051,2786,1844.0,,1930.4,,1889.0,1918.0,,,,,1826.7,,847.0,,2469.8,259.8,2435.0,,1824.0,2028.9,,,,,1006.6,,,471.0,,2293.5,-942.0,,-855.6,,-897.0,-868.0,,,,,-959.3,,-1939.0,,-316.2,-2526.2,-351.0,,-962.0,-757.1,,,,,-1779.4,,,-2315.0,,-492.5,,True,,True,True,,,,,False,,False,,True,False,True,,False,True,,,,,False,,,False,,True
29053,492,224.0,,221.5,,221.0,109.0,,,,,261.3,,201.0,,236.7,39.3,,,254.0,260.2,,,,,,,,201.0,,258.2,-268.0,,-270.5,,-271.0,-383.0,,,,,-230.7,,-291.0,,-255.3,-452.7,,,-238.0,-231.8,,,,,,,,-291.0,,-233.8,,False,,False,False,,,,,True,,False,,True,False,,,True,True,,,,,,,,False,,True
29055,489,304.0,,302.0,,289.0,256.0,,,,,297.5,,244.0,,510.8,63.2,,,281.0,283.2,,,,,,,,10.0,,336.9,-185.0,,-187.0,,-200.0,-233.0,,,,,-191.5,,-245.0,,21.8,-425.8,,,-208.0,-205.8,,,,,,,,-479.0,,-152.1,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
29057,137,56.0,,49.4,,59.0,28.0,,,,,98.2,,66.0,,83.3,17.5,,,89.0,69.6,,,,,,,,64.0,,58.5,-81.0,,-87.6,,-78.0,-109.0,,,,,-38.8,,-71.0,,-53.7,-119.5,,,-48.0,-67.4,,,,,,,,-73.0,,-78.5,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,True,,True
29059,196,244.0,,234.7,,238.0,287.0,,,,,209.8,,176.0,,586.0,63.8,,,220.0,214.9,,,,,,,,174.0,,323.5,48.0,,38.7,,42.0,91.0,,,,,13.8,,-20.0,,390.0,-132.2,,,24.0,18.9,,,,,,,,-22.0,,127.5,,True,,True,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,True,,False
29061,104,36.0,,34.7,,38.0,33.0,,,,,82.9,,91.0,,76.2,17.5,,,24.0,60.0,,,,,,,,28.0,,42.7,-68.0,,-69.3,,-66.0,-71.0,,,,,-21.1,,-13.0,,-27.8,-86.5,,,-80.0,-44.0,,,,,,,,-76.0,,-61.3,,False,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
29063,263,116.0,,108.3,,118.0,139.0,,,,,142.1,,122.0,,296.3,40.8,,,82.0,128.2,,,,,,,,61.0,,149.6,-147.0,,-154.7,,-145.0,-124.0,,,,,-120.9,,-141.0,,33.3,-222.2,,,-181.0,-134.8,,,,,,,,-202.0,,-113.4,,False,,True,True,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
29065,232,128.0,,144.7,,125.0,98.0,,,,,143.2,,162.0,,180.0,52.4,,,116.0,120.3,,,,,,,,152.0,,113.1,-104.0,,-87.3,,-107.0,-134.0,,,,,-88.8,,-70.0,,-52.0,-179.6,,,-116.0,-111.7,,,,,,,,-80.0,,-118.9,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,True,,False
29067,123,88.0,,90.4,,82.0,56.0,,,,,105.2,,160.0,,63.0,52.0,,,78.0,80.9,,,,,,,,29.0,,96.7,-35.0,,-32.6,,-41.0,-67.0,,,,,-17.8,,37.0,,-60.0,-71.0,,,-45.0,-42.1,,,,,,,,-94.0,,-26.3,,True,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
29069,494,376.0,,329.0,,374.0,530.0,,,,,354.5,,675.0,,673.0,75.6,441.0,,371.0,358.7,,,,,268.0,,,196.0,,518.9,-118.0,,-165.0,,-120.0,36.0,,,,,-139.5,,181.0,,179.0,-418.4,-53.0,,-123.0,-135.3,,,,,-226.0,,,-298.0,,24.9,,False,,False,True,,,,,False,,False,,False,False,True,,False,False,,,,,False,,,False,,True
29071,1874,1348.0,,1349.1,,1407.0,1588.0,,,,,1211.0,,1059.0,,1967.6,498.0,1493.0,,1707.5,1462.4,,,,,958.5,,,1746.0,,1723.6,-526.0,,-524.9,,-467.0,-286.0,,,,,-663.0,,-815.0,,93.6,-1376.0,-381.0,,-166.5,-411.6,,,,,-915.5,,,-128.0,,-150.4,,True,,True,True,,,,,False,,False,,True,False,True,,True,True,,,,,False,,,True,,True
29073,184,148.0,,141.0,,159.0,190.0,,,,,130.7,,108.0,,253.5,30.9,,,159.0,175.7,,,,,,,,137.0,,169.6,-36.0,,-43.0,,-25.0,6.0,,,,,-53.3,,-76.0,,69.5,-153.1,,,-25.0,-8.3,,,,,,,,-47.0,,-14.4,,False,,True,True,,,,,False,,False,,False,False,,,True,True,,,,,,,,False,,True
29075,211,56.0,,58.7,,55.0,40.0,,,,,79.7,,63.0,,39.7,15.7,,,46.0,78.2,,,,,,,,64.0,,58.0,-155.0,,-152.3,,-156.0,-171.0,,,,,-131.3,,-148.0,,-171.3,-195.3,,,-165.0,-132.8,,,,,,,,-147.0,,-153.0,,True,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,True,,True
29077,4137,3144.0,,3371.6,2561.2,2878.0,5200.0,,,,,3351.9,,3240.0,,2503.3,860.9,2198.0,,2262.5,3002.5,,,,,2768.0,1651.0,,3830.0,,3287.5,-993.0,,-765.4,-1575.8,-1259.0,1063.0,,,,,-785.1,,-897.0,,-1633.7,-3276.1,-1939.0,,-1874.5,-1134.5,,,,,-1369.0,-2486.0,,-307.0,,-849.5,,True,False,False,False,,,,,True,,True,,False,False,False,,False,False,,,,,False,False,,True,,True
29079,219,104.0,,112.1,,87.0,20.0,,,,,117.6,,136.0,,60.4,30.7,,,59.0,91.2,,,,,,,,104.0,,92.1,-115.0,,-106.9,,-132.0,-199.0,,,,,-101.4,,-83.0,,-158.6,-188.3,,,-160.0,-127.8,,,,,,,,-115.0,,-126.9,,True,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,False,,False
29081,196,40.0,,40.9,,45.0,35.0,,,,,67.8,,88.0,,45.3,10.0,,,55.0,60.2,,,,,,,,15.0,,49.7,-156.0,,-155.1,,-151.0,-161.0,,,,,-128.2,,-108.0,,-150.7,-185.9,,,-141.0,-135.8,,,,,,,,-181.0,,-146.3,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,False,,True
29083,632,264.0,,258.9,,243.0,221.0,,,,,271.0,,239.0,,243.4,59.0,,,250.0,227.5,,,,,,,,8.0,,295.5,-368.0,,-373.1,,-389.0,-411.0,,,,,-361.0,,-393.0,,-388.6,-573.0,,,-382.0,-404.5,,,,,,,,-624.0,,-336.5,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
29085,112,244.0,,252.8,,162.0,164.0,,,,,179.7,,78.0,,167.5,42.4,,,132.0,107.3,,,,,,,,1.0,,294.0,132.0,,140.8,,50.0,52.0,,,,,67.7,,-34.0,,55.5,-69.6,,,20.0,-4.7,,,,,,,,-111.0,,182.0,,False,,True,True,,,,,True,,True,,True,True,,,True,True,,,,,,,,True,,False
29087,138,40.0,,40.5,,39.0,5.0,,,,,47.2,,30.0,,37.8,9.5,,,86.0,45.2,,,,,,,,37.0,,44.6,-98.0,,-97.5,,-99.0,-133.0,,,,,-90.8,,-108.0,,-100.2,-128.5,,,-52.0,-92.8,,,,,,,,-101.0,,-93.4,,True,,False,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,True
29089,235,84.0,,84.6,,86.0,54.0,,,,,125.4,,103.0,,81.5,26.4,,,185.0,128.2,,,,,,,,81.0,,97.7,-151.0,,-150.4,,-149.0,-181.0,,,,,-109.6,,-132.0,,-153.5,-208.6,,,-50.0,-106.8,,,,,,,,-154.0,,-137.3,,True,,True,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,True
29091,319,608.0,,596.4,,625.0,843.0,,,,,528.4,,728.0,,837.4,183.3,635.5,,626.0,520.6,,,,,,,,474.0,,653.8,289.0,,277.4,,306.0,524.0,,,,,209.4,,409.0,,518.4,-135.7,316.5,,307.0,201.6,,,,,,,,155.0,,334.8,,True,,False,False,,,,,True,,False,,False,True,False,,False,True,,,,,,,,True,,False
29093,121,60.0,,56.0,,58.0,55.0,,,,,87.1,,72.0,,56.7,21.8,,,52.0,73.9,,,,,,,,75.0,,55.5,-61.0,,-65.0,,-63.0,-66.0,,,,,-33.9,,-49.0,,-64.3,-99.2,,,-69.0,-47.1,,,,,,,,-46.0,,-65.5,,False,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,True,,False
29095,6457,2860.0,,3369.0,6837.1,3338.0,3774.0,,,,,4048.6,,3957.0,,3290.2,2778.4,2937.0,,2845.0,3179.7,,,,,2583.9,9653.0,,2516.0,,4198.7,-3597.0,,-3088.0,380.1,-3119.0,-2683.0,,,,,-2408.4,,-2500.0,,-3166.8,-3678.6,-3520.0,,-3612.0,-3277.3,,,,,-3873.1,3196.0,,-3941.0,,-2258.3,,True,True,True,True,,,,,True,,True,,True,False,True,,False,True,,,,,False,True,,False,,True
29097,2632,1728.0,,1644.4,,1670.0,3092.0,,,,,1500.5,,1516.0,,1874.9,306.4,1048.5,,1809.0,1551.2,,,,,1171.5,,,1459.0,,1771.0,-904.0,,-987.6,,-962.0,460.0,,,,,-1131.5,,-1116.0,,-757.1,-2325.6,-1583.5,,-823.0,-1080.8,,,,,-1460.5,,,-1173.0,,-861.0,,False,,False,True,,,,,False,,False,,True,False,False,,True,False,,,,,False,,,False,,True
29099,4899,2060.0,,2051.3,,2073.0,4029.0,,,,,2357.9,,1922.0,,1815.7,1140.4,1724.5,,2204.0,2307.3,,,,,1269.6,2910.0,,2103.0,,2448.0,-2839.0,,-2847.7,,-2826.0,-870.0,,,,,-2541.1,,-2977.0,,-3083.3,-3758.6,-3174.5,,-2695.0,-2591.7,,,,,-3629.4,-1989.0,,-2796.0,,-2451.0,,False,,True,True,,,,,True,,False,,False,False,False,,True,True,,,,,False,True,,True,,True
29101,910,460.0,,494.2,,436.0,786.0,,,,,540.9,,460.0,,480.1,54.5,435.5,,368.0,301.1,,,,,366.8,,,386.0,,434.0,-450.0,,-415.8,,-474.0,-124.0,,,,,-369.1,,-450.0,,-429.9,-855.5,-474.5,,-542.0,-608.9,,,,,-543.2,,,-524.0,,-476.0,,True,,False,True,,,,,True,,False,,True,False,False,,False,False,,,,,False,,,False,,False
29103,67,16.0,,16.6,,18.0,0.0,,,,,25.3,,35.0,,22.4,4.9,,,16.0,25.5,,,,,,,,35.0,,19.3,-51.0,,-50.4,,-49.0,-67.0,,,,,-41.7,,-32.0,,-44.6,-62.1,,,-51.0,-41.5,,,,,,,,-32.0,,-47.7,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,True,,True
29105,522,372.0,,362.1,,367.0,262.0,,,,,385.5,,490.0,,610.3,249.0,527.5,,240.0,351.5,,,,,,,,13.0,,433.6,-150.0,,-159.9,,-155.0,-260.0,,,,,-136.5,,-32.0,,88.3,-273.0,5.5,,-282.0,-170.5,,,,,,,,-509.0,,-88.4,,False,,False,False,,,,,True,,True,,True,False,True,,False,False,,,,,,,,False,,True
29107,597,420.0,,426.2,,386.0,383.0,,,,,347.1,,290.0,,578.5,92.8,423.5,,374.0,326.1,,,,,,,,246.0,,481.4,-177.0,,-170.8,,-211.0,-214.0,,,,,-249.9,,-307.0,,-18.5,-504.2,-173.5,,-223.0,-270.9,,,,,,,,-351.0,,-115.6,,True,,False,False,,,,,False,,False,,True,False,True,,False,False,,,,,,,,False,,True
29109,707,460.0,,462.1,,462.0,432.0,,,,,453.8,,506.0,,719.1,197.6,565.0,,495.0,439.5,,,,,,,,290.0,,548.0,-247.0,,-244.9,,-245.0,-275.0,,,,,-253.2,,-201.0,,12.1,-509.4,-142.0,,-212.0,-267.5,,,,,,,,-417.0,,-159.0,,True,,True,False,,,,,False,,True,,True,False,True,,True,False,,,,,,,,False,,True
29111,209,112.0,,110.9,,114.0,130.0,,,,,110.9,,87.0,,185.4,26.6,,,142.0,119.7,,,,,,,,87.0,,117.7,-97.0,,-98.1,,-95.0,-79.0,,,,,-98.1,,-122.0,,-23.6,-182.4,,,-67.0,-89.3,,,,,,,,-122.0,,-91.3,,False,,True,True,,,,,False,,False,,True,False,,,True,True,,,,,,,,False,,True
29113,1119,640.0,,663.0,,615.0,910.0,,,,,529.4,,429.0,,941.7,171.9,690.5,,521.0,594.4,,,,,373.2,,,24.0,,852.2,-479.0,,-456.0,,-504.0,-209.0,,,,,-589.6,,-690.0,,-177.3,-947.1,-428.5,,-598.0,-524.6,,,,,-745.8,,,-1095.0,,-266.8,,True,,False,True,,,,,False,,False,,True,False,True,,False,False,,,,,False,,,False,,True
29115,143,60.0,,56.3,,48.0,28.0,,,,,67.7,,136.0,,48.0,24.2,,,27.0,43.1,,,,,,,,61.0,,59.0,-83.0,,-86.7,,-95.0,-115.0,,,,,-75.3,,-7.0,,-95.0,-118.8,,,-116.0,-99.9,,,,,,,,-82.0,,-84.0,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,False
29117,197,96.0,,89.6,,86.0,56.0,,,,,145.7,,179.0,,93.2,42.5,,,28.0,84.0,,,,,,,,4.0,,112.9,-101.0,,-107.4,,-111.0,-141.0,,,,,-51.3,,-18.0,,-103.8,-154.5,,,-169.0,-113.0,,,,,,,,-193.0,,-84.1,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,False,,True
29119,139,208.0,,201.5,,169.0,0.0,,,,,227.2,,370.0,,155.5,36.6,,,95.0,112.7,,,,,184.1,,,175.0,,218.6,69.0,,62.5,,30.0,-139.0,,,,,88.2,,231.0,,16.5,-102.4,,,-44.0,-26.3,,,,,45.1,,,36.0,,79.6,,True,,True,False,,,,,False,,False,,True,False,,,True,True,,,,,True,,,True,,False
29121,417,172.0,,178.1,,168.0,88.0,,,,,169.1,,151.0,,178.1,35.1,143.5,,263.0,160.9,,,,,,,,244.0,,184.8,-245.0,,-238.9,,-249.0,-329.0,,,,,-247.9,,-266.0,,-238.9,-381.9,-273.5,,-154.0,-256.1,,,,,,,,-173.0,,-232.2,,True,,False,False,,,,,False,,False,,True,False,False,,True,False,,,,,,,,True,,True
29123,339,260.0,,281.8,,260.0,133.0,,,,,260.2,,131.0,,332.9,42.8,,,377.5,224.8,,,,,,,,85.0,,284.3,-79.0,,-57.2,,-79.0,-206.0,,,,,-78.8,,-208.0,,-6.1,-296.2,,,38.5,-114.2,,,,,,,,-254.0,,-54.7,,True,,False,False,,,,,True,,False,,True,False,,,True,False,,,,,,,,False,,True
29125,141,172.0,,162.5,,170.0,177.0,,,,,190.5,,67.0,,511.2,22.3,,,269.0,146.2,,,,,,,,117.0,,234.2,31.0,,21.5,,29.0,36.0,,,,,49.5,,-74.0,,370.2,-118.7,,,128.0,5.2,,,,,,,,-24.0,,93.2,,True,,True,False,,,,,False,,False,,False,False,,,False,True,,,,,,,,True,,False
29127,765,404.0,,409.5,,422.0,428.0,,,,,410.1,,320.0,,513.0,91.7,,,575.0,426.6,,,,,,,,465.0,,512.8,-361.0,,-355.5,,-343.0,-337.0,,,,,-354.9,,-445.0,,-252.0,-673.3,,,-190.0,-338.4,,,,,,,,-300.0,,-252.2,,True,,True,True,,,,,True,,False,,True,False,,,True,True,,,,,,,,True,,True
