,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
30011,5,13.0,,13.7,,13.0,0.0,,,,,18.1,,18.3,,,24.0,,13.6,,8.3,,6.0,9.1,,17.0,13.0,,,,,,17.8,,,,,12.7,23.6,8.0,,8.7,,8.0,-5.0,,,,,13.1,,13.3,,,19.0,,8.6,,3.3,,1.0,4.1,,12.0,8.0,,,,,,12.8,,,,,7.7,18.6,,False,,False,True,,,,,False,,False,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,False
30013,467,893.0,,903.1,,898.0,1027.0,,,,,331.4,,747.8,,,1227.0,,3782.3,,362.2,,602.0,521.9,,,872.0,,,,,967.7,1039.9,,,,,687.7,1546.4,426.0,,436.1,,431.0,560.0,,,,,-135.6,,280.8,,,760.0,,3315.3,,-104.8,,135.0,54.9,,,405.0,,,,,500.7,572.9,,,,,220.7,1079.4,,False,,False,False,,,,,True,,True,,,False,,False,,True,,True,True,,,True,,,,,False,False,,,,,True,False
30015,37,37.0,,37.3,,37.0,,,,,,40.1,,55.4,,,53.0,,55.8,,20.5,,14.0,31.2,,55.0,42.0,,,,,,35.7,,,,,38.4,59.1,0.0,,0.3,,0.0,,,,,,3.1,,18.4,,,16.0,,18.8,,-16.5,,-23.0,-5.8,,18.0,5.0,,,,,,-1.3,,,,,1.4,22.1,,False,,True,,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30017,65,131.0,,128.3,,129.0,,,,,,86.5,,118.5,,,130.0,,471.2,,60.9,,42.0,90.1,,169.0,132.0,,,,,,250.3,,,,,157.2,197.6,66.0,,63.3,,64.0,,,,,,21.5,,53.5,,,65.0,,406.2,,-4.1,,-23.0,25.1,,104.0,67.0,,,,,,185.3,,,,,92.2,132.6,,True,,True,,,,,,True,,True,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,False,False
30019,21,22.0,,20.8,,16.0,0.0,,,,,16.3,,20.5,,,10.0,,30.5,,10.1,,8.0,15.8,,26.0,21.0,,,,,,34.3,,,,,20.7,19.0,1.0,,-0.2,,-5.0,-21.0,,,,,-4.7,,-0.5,,,-11.0,,9.5,,-10.9,,-13.0,-5.2,,5.0,0.0,,,,,,13.3,,,,,-0.3,-2.0,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True,False
30021,61,134.0,,135.3,,102.0,56.0,,,,,97.9,,184.7,,,107.0,,85.0,,57.6,,110.0,102.3,,144.0,132.0,,,,,,235.9,,,,,87.5,149.5,73.0,,74.3,,41.0,-5.0,,,,,36.9,,123.7,,,46.0,,24.0,,-3.4,,49.0,41.3,,83.0,71.0,,,,,,174.9,,,,,26.5,88.5,,False,,True,True,,,,,True,,False,,,True,,True,,True,,True,True,,False,True,,,,,,False,,,,,True,False
30023,41,57.0,,61.9,,57.0,41.0,,,,,88.1,,67.4,,,80.0,,39.5,,27.4,,37.0,76.9,,73.0,71.0,,,,,,112.5,,,,,58.6,44.8,16.0,,20.9,,16.0,0.0,,,,,47.1,,26.4,,,39.0,,-1.5,,-13.6,,-4.0,35.9,,32.0,30.0,,,,,,71.5,,,,,17.6,3.8,,False,,False,True,,,,,False,,False,,,False,,True,,True,,True,False,,False,False,,,,,,False,,,,,False,True
30025,19,67.0,,65.2,,59.0,0.0,,,,,49.9,,83.2,,,53.0,,135.9,,39.5,,59.0,51.7,,77.0,48.0,,,,,,76.4,,,,,66.4,61.9,48.0,,46.2,,40.0,-19.0,,,,,30.9,,64.2,,,34.0,,116.9,,20.5,,40.0,32.7,,58.0,29.0,,,,,,57.4,,,,,47.4,42.9,,True,,True,True,,,,,True,,False,,,True,,False,,True,,True,True,,False,True,,,,,,False,,,,,True,True
30027,101,100.0,,98.3,,83.0,0.0,,,,,79.0,,121.2,,,73.0,,200.8,,61.1,,75.0,83.0,,126.0,106.0,,,,,,127.4,,,,,91.4,163.2,-1.0,,-2.7,,-18.0,-101.0,,,,,-22.0,,20.2,,,-28.0,,99.8,,-39.9,,-26.0,-18.0,,25.0,5.0,,,,,,26.4,,,,,-9.6,62.2,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30029,947,822.0,,847.7,,810.0,831.0,,,,,923.5,,942.9,,,798.0,,702.5,,335.8,,1007.0,1059.4,,865.0,849.0,,,,,668.1,759.4,,,,,773.5,594.3,-125.0,,-99.3,,-137.0,-116.0,,,,,-23.5,,-4.1,,,-149.0,,-244.5,,-611.2,,60.0,112.4,,-82.0,-98.0,,,,,-278.9,-187.6,,,,,-173.5,-352.7,,True,,False,True,,,,,True,,True,,,False,,False,,False,,True,True,,True,True,,,,,False,False,,,,,False,False
30031,675,1119.0,,1123.7,,1076.0,1077.0,,,,,1053.6,,1167.9,,,681.0,,1209.2,,555.6,,1028.5,1095.6,,1308.0,1191.0,,,,,863.3,1089.0,,,,,1074.7,634.8,444.0,,448.7,,401.0,402.0,,,,,378.6,,492.9,,,6.0,,534.2,,-119.4,,353.5,420.6,,633.0,516.0,,,,,188.3,414.0,,,,,399.7,-40.2,,False,,True,True,,,,,True,,False,,,True,,False,,True,,True,True,,False,False,,,,,True,True,,,,,True,True
30033,5,15.0,,16.6,,9.0,0.0,,,,,10.9,,12.0,,,20.0,,131.6,,1.0,,8.0,9.1,,21.0,16.0,,,,,,27.8,,,,,5.9,12.2,10.0,,11.6,,4.0,-5.0,,,,,5.9,,7.0,,,15.0,,126.6,,-4.0,,3.0,4.1,,16.0,11.0,,,,,,22.8,,,,,0.9,7.2,,False,,True,True,,,,,True,,True,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,True
30035,31,29.0,,39.6,,25.0,31.0,,,,,46.3,,48.2,,,96.0,,5.6,,22.0,,0.0,25.3,,17.0,33.0,,,,,,58.5,,,,,0.0,40.4,-2.0,,8.6,,-6.0,0.0,,,,,15.3,,17.2,,,65.0,,-25.4,,-9.0,,-31.0,-5.7,,-14.0,2.0,,,,,,27.5,,,,,-31.0,9.4,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30037,0,4.0,,4.1,,3.0,0.0,,,,,3.9,,7.1,,,10.0,,4.0,,1.5,,3.0,1.4,,6.0,5.0,,,,,,8.6,,,,,3.2,4.0,4.0,,4.1,,3.0,0.0,,,,,3.9,,7.1,,,10.0,,4.0,,1.5,,3.0,1.4,,6.0,5.0,,,,,,8.6,,,,,3.2,4.0,,False,,True,True,,,,,True,,False,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,True,False
30039,7,24.0,,24.4,,18.0,0.0,,,,,18.1,,28.4,,,49.0,,36.3,,8.5,,12.0,16.9,,27.0,24.0,,,,,,36.5,,,,,18.0,21.0,17.0,,17.4,,11.0,-7.0,,,,,11.1,,21.4,,,42.0,,29.3,,1.5,,5.0,9.9,,20.0,17.0,,,,,,29.5,,,,,11.0,14.0,,False,,True,True,,,,,True,,False,,,False,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,True
30041,88,100.0,,103.8,,79.0,76.0,,,,,145.6,,138.1,,,122.0,,60.2,,56.9,,51.0,79.2,,94.0,115.0,,,,,,127.0,,,,,119.3,174.6,12.0,,15.8,,-9.0,-12.0,,,,,57.6,,50.1,,,34.0,,-27.8,,-31.1,,-37.0,-8.8,,6.0,27.0,,,,,,39.0,,,,,31.3,86.6,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,True,,True,False,,,,,,False,,,,,False,False
30043,61,113.0,,115.1,,103.0,103.0,,,,,74.7,,132.6,,,56.0,,172.2,,50.1,,125.0,84.7,,127.0,108.0,,,,,,89.0,,,,,84.2,62.3,52.0,,54.1,,42.0,42.0,,,,,13.7,,71.6,,,-5.0,,111.2,,-10.9,,64.0,23.7,,66.0,47.0,,,,,,28.0,,,,,23.2,1.3,,False,,True,True,,,,,True,,False,,,True,,False,,True,,False,True,,False,True,,,,,,True,,,,,True,True
30045,8,12.0,,10.9,,13.0,,,,,,10.4,,10.3,,,15.0,,25.1,,5.5,,19.0,11.2,,19.0,14.0,,,,,,16.4,,,,,14.1,26.2,4.0,,2.9,,5.0,,,,,,2.4,,2.3,,,7.0,,17.1,,-2.5,,11.0,3.2,,11.0,6.0,,,,,,8.4,,,,,6.1,18.2,,True,,False,,,,,,True,,True,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,False,False
30047,143,114.0,,115.0,,115.0,82.0,,,,,120.3,,102.1,,,200.0,,96.4,,54.9,,124.0,127.5,,109.0,138.0,,,,,,112.5,,,,,126.6,59.5,-29.0,,-28.0,,-28.0,-61.0,,,,,-22.7,,-40.9,,,57.0,,-46.6,,-88.1,,-19.0,-15.5,,-34.0,-5.0,,,,,,-30.5,,,,,-16.4,-83.5,,True,,True,False,,,,,True,,False,,,False,,False,,False,,True,True,,False,True,,,,,,False,,,,,True,False
30049,477,530.0,,534.4,,551.0,547.0,,,,,416.4,,631.5,,,555.0,,568.6,,193.7,,601.0,517.5,,626.0,522.0,,,,,565.1,631.6,,,,,621.9,359.3,53.0,,57.4,,74.0,70.0,,,,,-60.6,,154.5,,,78.0,,91.6,,-283.3,,124.0,40.5,,149.0,45.0,,,,,88.1,154.6,,,,,144.9,-117.7,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,True,,False,True,,,,,False,False,,,,,False,False
30051,20,22.0,,22.0,,22.0,7.0,,,,,14.6,,15.1,,,11.0,,159.6,,5.3,,73.0,25.8,,19.0,20.0,,,,,,33.6,,,,,46.6,18.6,2.0,,2.0,,2.0,-13.0,,,,,-5.4,,-4.9,,,-9.0,,139.6,,-14.7,,53.0,5.8,,-1.0,0.0,,,,,,13.6,,,,,26.6,-1.4,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False,True
30053,67,121.0,,119.4,,119.0,145.0,,,,,108.7,,120.1,,,71.0,,113.1,,42.2,,175.0,104.4,,176.0,147.0,,,,,,123.5,,,,,122.2,110.2,54.0,,52.4,,52.0,78.0,,,,,41.7,,53.1,,,4.0,,46.1,,-24.8,,108.0,37.4,,109.0,80.0,,,,,,56.5,,,,,55.2,43.2,,True,,True,False,,,,,True,,True,,,True,,True,,True,,False,True,,False,False,,,,,,False,,,,,False,True
30055,12,10.0,,9.4,,9.0,0.0,,,,,12.4,,18.7,,,57.0,,11.0,,4.1,,9.0,13.1,,12.0,10.0,,,,,,19.5,,,,,7.4,9.5,-2.0,,-2.6,,-3.0,-12.0,,,,,0.4,,6.7,,,45.0,,-1.0,,-7.9,,-3.0,1.1,,0.0,-2.0,,,,,,7.5,,,,,-4.6,-2.5,,False,,False,False,,,,,True,,False,,,False,,True,,False,,False,True,,True,False,,,,,,False,,,,,False,False
30057,20,77.0,,76.2,,59.0,0.0,,,,,60.1,,90.5,,,24.0,,67.9,,12.7,,58.0,59.5,,94.0,82.0,,,,,,75.2,,,,,88.0,41.7,57.0,,56.2,,39.0,-20.0,,,,,40.1,,70.5,,,4.0,,47.9,,-7.3,,38.0,39.5,,74.0,62.0,,,,,,55.2,,,,,68.0,21.7,,True,,True,True,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,,True,,,,,False,True
30059,5,2.0,,1.6,,2.0,0.0,,,,,10.4,,5.9,,,26.0,,2.3,,3.0,,9.0,1.2,,,4.0,,,,,,6.3,,,,,1.7,6.4,-3.0,,-3.4,,-3.0,-5.0,,,,,5.4,,0.9,,,21.0,,-2.7,,-2.0,,4.0,-3.8,,,-1.0,,,,,,1.3,,,,,-3.3,1.4,,False,,False,False,,,,,False,,True,,,False,,True,,True,,False,False,,,True,,,,,,True,,,,,False,True
30061,25,16.0,,16.8,,10.0,7.0,,,,,9.1,,16.9,,,24.0,,125.3,,13.0,,3.0,10.1,,19.0,17.0,,,,,,22.3,,,,,8.1,25.0,-9.0,,-8.2,,-15.0,-18.0,,,,,-15.9,,-8.1,,,-1.0,,100.3,,-12.0,,-22.0,-14.9,,-6.0,-8.0,,,,,,-2.7,,,,,-16.9,0.0,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False,True
30063,534,790.0,,797.4,,678.0,816.0,,,,,619.7,,855.7,,,774.0,,500.7,,352.5,,585.0,660.9,,820.0,757.0,,,,,707.3,963.1,,,,,597.2,252.7,256.0,,263.4,,144.0,282.0,,,,,85.7,,321.7,,,240.0,,-33.3,,-181.5,,51.0,126.9,,286.0,223.0,,,,,173.3,429.1,,,,,63.2,-281.3,,False,,True,False,,,,,True,,False,,,True,,True,,True,,True,True,,False,True,,,,,True,False,,,,,True,False
30065,14,19.0,,19.7,,13.0,0.0,,,,,23.3,,35.9,,,55.0,,5.6,,14.2,,2.0,14.4,,20.0,24.0,,,,,,22.3,,,,,13.0,24.6,5.0,,5.7,,-1.0,-14.0,,,,,9.3,,21.9,,,41.0,,-8.4,,0.2,,-12.0,0.4,,6.0,10.0,,,,,,8.3,,,,,-1.0,10.6,,False,,True,False,,,,,False,,False,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,True,False
30067,100,114.0,,118.2,,96.0,168.0,,,,,88.5,,94.1,,,69.0,,195.1,,25.2,,85.0,79.6,,142.0,122.0,,,,,,137.3,,,,,96.0,83.2,14.0,,18.2,,-4.0,68.0,,,,,-11.5,,-5.9,,,-31.0,,95.1,,-74.8,,-15.0,-20.4,,42.0,22.0,,,,,,37.3,,,,,-4.0,-16.8,,False,,True,False,,,,,True,,True,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True,False
30069,1,2.0,,1.9,,1.0,0.0,,,,,0.9,,3.4,,,3.0,,2.6,,1.4,,,0.4,,1.0,2.0,,,,,,18.2,,,,,1.0,6.7,1.0,,0.9,,0.0,-1.0,,,,,-0.1,,2.4,,,2.0,,1.6,,0.4,,,-0.6,,0.0,1.0,,,,,,17.2,,,,,-0.0,5.7,,True,,True,False,,,,,True,,False,,,False,,False,,True,,,True,,True,False,,,,,,False,,,,,True,False
30071,26,25.0,,23.8,,21.0,0.0,,,,,34.1,,29.1,,,20.0,,12.6,,7.7,,21.0,23.1,,23.0,25.0,,,,,,30.6,,,,,22.8,12.7,-1.0,,-2.2,,-5.0,-26.0,,,,,8.1,,3.1,,,-6.0,,-13.4,,-18.3,,-5.0,-2.9,,-3.0,-1.0,,,,,,4.6,,,,,-3.2,-13.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30073,28,49.0,,53.3,,29.0,0.0,,,,,35.4,,69.8,,,28.0,,197.7,,17.9,,23.0,31.1,,59.0,49.0,,,,,,70.7,,,,,28.6,32.3,21.0,,25.3,,1.0,-28.0,,,,,7.4,,41.8,,,0.0,,169.7,,-10.1,,-5.0,3.1,,31.0,21.0,,,,,,42.7,,,,,0.6,4.3,,False,,True,False,,,,,True,,False,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,True
30075,6,10.0,,10.4,,6.0,,,,,,8.6,,12.1,,,21.0,,5.9,,4.0,,6.0,3.0,,6.0,9.0,,,,,,21.8,,,,,5.1,3.1,4.0,,4.4,,0.0,,,,,,2.6,,6.1,,,15.0,,-0.1,,-2.0,,0.0,-3.0,,0.0,3.0,,,,,,15.8,,,,,-0.9,-2.9,,False,,True,,,,,,True,,False,,,False,,True,,True,,True,True,,True,True,,,,,,False,,,,,True,True
30077,264,52.0,,56.7,,31.0,11.0,,,,,63.0,,106.3,,,51.0,,31.4,,26.8,,11.0,42.1,,75.0,58.0,,,,,,73.0,,,,,21.1,91.2,-212.0,,-207.3,,-233.0,-253.0,,,,,-201.0,,-157.7,,,-213.0,,-232.6,,-237.2,,-253.0,-221.9,,-189.0,-206.0,,,,,,-191.0,,,,,-242.9,-172.8,,True,,False,False,,,,,True,,True,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,False,True
30079,15,20.0,,20.4,,20.0,0.0,,,,,13.2,,16.7,,,22.0,,256.2,,2.1,,9.0,15.5,,,17.0,,,,,,24.5,,,,,26.2,25.7,5.0,,5.4,,5.0,-15.0,,,,,-1.8,,1.7,,,7.0,,241.2,,-12.9,,-6.0,0.5,,,2.0,,,,,,9.5,,,,,11.2,10.7,,False,,False,False,,,,,True,,True,,,False,,False,,False,,False,True,,,True,,,,,,False,,,,,False,False
30081,256,486.0,,473.6,,317.0,317.0,,,,,285.8,,574.1,,,196.0,,96.9,,194.1,,367.0,362.5,,447.0,441.0,,,,,,350.5,,,,,171.4,48.1,230.0,,217.6,,61.0,61.0,,,,,29.8,,318.1,,,-60.0,,-159.1,,-61.9,,111.0,106.5,,191.0,185.0,,,,,,94.5,,,,,-84.6,-207.9,,True,,True,True,,,,,True,,False,,,True,,True,,True,,True,True,,True,True,,,,,,True,,,,,True,True
30083,15,26.0,,27.9,,28.0,42.0,,,,,45.8,,41.0,,,123.0,,49.2,,23.3,,2.0,19.8,,,41.0,,,,,,66.4,,,,,56.1,77.7,11.0,,12.9,,13.0,27.0,,,,,30.8,,26.0,,,108.0,,34.2,,8.3,,-13.0,4.8,,,26.0,,,,,,51.4,,,,,41.1,62.7,,False,,False,False,,,,,False,,False,,,False,,False,,True,,False,True,,,False,,,,,,False,,,,,False,False
30085,59,61.0,,62.5,,44.0,48.0,,,,,99.4,,86.1,,,100.0,,30.8,,17.8,,18.0,44.1,,55.0,64.0,,,,,,75.8,,,,,37.0,48.7,2.0,,3.5,,-15.0,-11.0,,,,,40.4,,27.1,,,41.0,,-28.2,,-41.2,,-41.0,-14.9,,-4.0,5.0,,,,,,16.8,,,,,-22.0,-10.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30087,22,24.0,,0.9,,12.0,0.0,,,,,38.5,,37.0,,,63.0,,11.5,,11.4,,16.0,20.6,,0.0,26.0,,,,,,35.6,,,,,3.6,0.5,2.0,,-21.1,,-10.0,-22.0,,,,,16.5,,15.0,,,41.0,,-10.5,,-10.6,,-6.0,-1.4,,-22.0,4.0,,,,,,13.6,,,,,-18.4,-21.5,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False,False
30089,34,39.0,,39.3,,39.0,0.0,,,,,28.3,,41.0,,,50.0,,131.6,,42.2,,43.0,27.7,,56.0,47.0,,,,,,35.5,,,,,53.2,26.2,5.0,,5.3,,5.0,-34.0,,,,,-5.7,,7.0,,,16.0,,97.6,,8.2,,9.0,-6.3,,22.0,13.0,,,,,,1.5,,,,,19.2,-7.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False,False
30091,38,34.0,,39.5,,34.0,0.0,,,,,40.4,,47.0,,,16.0,,24.0,,20.9,,53.0,35.2,,51.0,41.0,,,,,,42.5,,,,,45.5,63.1,-4.0,,1.5,,-4.0,-38.0,,,,,2.4,,9.0,,,-22.0,,-14.0,,-17.1,,15.0,-2.8,,13.0,3.0,,,,,,4.5,,,,,7.5,25.1,,True,,False,False,,,,,True,,False,,,False,,False,,False,,False,True,,False,True,,,,,,False,,,,,False,False
30093,406,553.0,,554.7,,554.0,597.0,,,,,403.6,,492.7,,,286.0,,1949.3,,109.8,,387.0,613.7,,619.0,527.0,,,,,476.8,774.0,,,,,587.3,815.0,147.0,,148.7,,148.0,191.0,,,,,-2.4,,86.7,,,-120.0,,1543.3,,-296.2,,-19.0,207.7,,213.0,121.0,,,,,70.8,368.0,,,,,181.3,409.0,,False,,False,False,,,,,True,,True,,,True,,False,,False,,True,False,,False,True,,,,,True,False,,,,,False,False
30095,29,67.0,,68.7,,45.0,45.0,,,,,46.1,,84.4,,,38.0,,64.7,,28.5,,36.0,44.4,,77.0,69.0,,,,,,84.3,,,,,53.2,60.2,38.0,,39.7,,16.0,16.0,,,,,17.1,,55.4,,,9.0,,35.7,,-0.5,,7.0,15.4,,48.0,40.0,,,,,,55.3,,,,,24.2,31.2,,False,,True,True,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,,False,,,,,True,True
30097,37,36.0,,35.0,,35.0,,,,,,38.5,,31.5,,,20.0,,40.8,,20.3,,66.0,40.0,,47.0,40.0,,,,,,34.5,,,,,31.1,67.2,-1.0,,-2.0,,-2.0,,,,,,1.5,,-5.5,,,-17.0,,3.8,,-16.7,,29.0,3.0,,10.0,3.0,,,,,,-2.5,,,,,-5.9,30.2,,False,,False,,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30099,26,28.0,,29.2,,22.0,0.0,,,,,25.7,,28.3,,,27.0,,16.1,,9.8,,17.0,28.7,,35.0,31.0,,,,,,31.4,,,,,22.4,16.4,2.0,,3.2,,-4.0,-26.0,,,,,-0.3,,2.3,,,1.0,,-9.9,,-16.2,,-9.0,2.7,,9.0,5.0,,,,,,5.4,,,,,-3.6,-9.6,,False,,False,False,,,,,True,,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30101,9,23.0,,12.7,,13.0,0.0,,,,,48.6,,49.7,,,70.0,,0.6,,4.2,,2.0,27.6,,36.0,37.0,,,,,,72.3,,,,,82.1,20.2,14.0,,3.7,,4.0,-9.0,,,,,39.6,,40.7,,,61.0,,-8.4,,-4.8,,-7.0,18.6,,27.0,28.0,,,,,,63.3,,,,,73.1,11.2,,True,,True,True,,,,,False,,False,,,False,,True,,True,,True,False,,False,False,,,,,,False,,,,,False,True
30103,0,0.0,,0.0,,0.0,0.0,,,,,2.6,,1.7,,,16.0,,4.0,,0.7,,2.0,0.3,,3.0,1.0,,,,,,9.1,,,,,2.8,8.2,0.0,,0.0,,0.0,0.0,,,,,2.6,,1.7,,,16.0,,4.0,,0.7,,2.0,0.3,,3.0,1.0,,,,,,9.1,,,,,2.8,8.2,,False,,True,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
30105,35,37.0,,36.7,,30.0,0.0,,,,,53.3,,46.7,,,44.0,,16.7,,24.3,,11.0,29.7,,35.0,43.0,,,,,,51.5,,,,,55.1,56.2,2.0,,1.7,,-5.0,-35.0,,,,,18.3,,11.7,,,9.0,,-18.3,,-10.7,,-24.0,-5.3,,0.0,8.0,,,,,,16.5,,,,,20.1,21.2,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False,False
30107,2,17.0,,16.5,,12.0,0.0,,,,,12.3,,17.6,,,26.0,,30.1,,5.3,,12.0,7.5,,17.0,16.0,,,,,,26.2,,,,,8.4,22.6,15.0,,14.5,,10.0,-2.0,,,,,10.3,,15.6,,,24.0,,28.1,,3.3,,10.0,5.5,,15.0,14.0,,,,,,24.2,,,,,6.4,20.6,,True,,True,True,,,,,True,,False,,,False,,False,,True,,True,True,,False,True,,,,,,False,,,,,True,False
30109,14,16.0,,16.6,,14.0,,,,,,12.2,,5.2,,,38.0,,93.9,,2.6,,9.0,12.8,,20.0,15.0,,,,,,21.1,,,,,10.4,22.1,2.0,,2.6,,0.0,,,,,,-1.8,,-8.8,,,24.0,,79.9,,-11.4,,-5.0,-1.2,,6.0,1.0,,,,,,7.1,,,,,-3.6,8.1,,False,,True,,,,,,True,,False,,,False,,False,,False,,False,True,,False,True,,,,,,False,,,,,False,False
30111,828,1155.0,,1140.6,,1059.0,1176.0,,,,,1242.0,,1183.7,,,1054.0,,939.4,,514.5,,1059.0,1097.6,,1181.0,1236.0,,,,,907.5,1335.2,1151.0,,,,1001.6,821.6,327.0,,312.6,,231.0,348.0,,,,,414.0,,355.7,,,226.0,,111.4,,-313.5,,231.0,269.6,,353.0,408.0,,,,,79.5,507.2,323.0,,,,173.6,-6.4,,True,,True,False,,,,,False,,False,,,True,,True,,True,,True,True,,False,False,,,,,True,False,True,,,,True,True
31001,146,240.0,,238.2,,229.0,256.0,,,,,208.3,,247.7,,,357.0,,238.9,,111.2,,209.0,209.9,,287.0,251.0,,,,,226.3,448.1,,,,,201.8,114.6,94.0,,92.2,,83.0,110.0,,,,,62.3,,101.7,,,211.0,,92.9,,-34.8,,63.0,63.9,,141.0,105.0,,,,,80.3,302.1,,,,,55.8,-31.4,,True,,True,False,,,,,True,,False,,,False,,True,,True,,True,True,,False,False,,,,,True,False,,,,,True,True
