,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
29137,42,47.0,,48.1,,48.0,66.0,,,,,52.0,,38.9,,,41.0,,27.4,,31.6,,55.0,51.3,,63.0,57.0,,,,,,47.6,,,,,50.9,36.3,5.0,,6.1,,6.0,24.0,,,,,10.0,,-3.1,,,-1.0,,-14.6,,-10.4,,13.0,9.3,,21.0,15.0,,,,,,5.6,,,,,8.9,-5.7,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29139,51,32.0,,32.6,,32.0,29.0,,,,,43.7,,20.2,,,51.0,,23.4,,12.5,,39.0,42.2,,34.0,41.0,,,,,,58.4,,,,,27.7,12.5,-19.0,,-18.4,,-19.0,-22.0,,,,,-7.3,,-30.8,,,0.0,,-27.6,,-38.5,,-12.0,-8.8,,-17.0,-10.0,,,,,,7.4,,,,,-23.3,-38.5,,True,,False,False,,,,,True,,False,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,False,False
29141,67,82.0,,81.6,,72.0,72.0,,,,,105.5,,55.6,,,88.0,,57.0,,37.5,,67.0,79.6,,88.0,101.0,,,,,,84.7,,,,,72.0,41.5,15.0,,14.6,,5.0,5.0,,,,,38.5,,-11.4,,,21.0,,-10.0,,-29.5,,0.0,12.6,,21.0,34.0,,,,,,17.7,,,,,5.0,-25.5,,True,,True,True,,,,,False,,True,,,False,,True,,False,,True,True,,False,False,,,,,,False,,,,,True,False
29143,116,116.0,,132.9,,124.0,32.0,,,,,148.6,,83.5,,,134.0,,189.7,,55.2,,169.0,133.6,,199.0,143.0,,,,,104.0,131.3,,,,,109.2,173.7,0.0,,16.9,,8.0,-84.0,,,,,32.6,,-32.5,,,18.0,,73.7,,-60.8,,53.0,17.6,,83.0,27.0,,,,,-12.0,15.3,,,,,-6.8,57.7,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False,False
29145,171,207.0,,208.2,,238.0,257.0,,,,,279.7,,129.5,,,435.0,,219.1,,144.2,,264.0,262.0,,301.0,261.0,,,,,166.7,192.1,,,,,261.7,137.8,36.0,,37.2,,67.0,86.0,,,,,108.7,,-41.5,,,264.0,,48.1,,-26.8,,93.0,91.0,,130.0,90.0,,,,,-4.3,21.1,,,,,90.7,-33.2,,False,,False,False,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,True,True,,,,,False,True
29147,137,191.0,,189.1,,189.0,170.0,,,,,179.3,,94.9,,,222.0,,181.4,,77.3,,214.0,151.7,,216.0,209.0,,,,,,193.5,,,,,208.3,124.7,54.0,,52.1,,52.0,33.0,,,,,42.3,,-42.1,,,85.0,,44.4,,-59.7,,77.0,14.7,,79.0,72.0,,,,,,56.5,,,,,71.3,-12.3,,True,,True,True,,,,,True,,True,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,False,True
29149,20,32.0,,30.9,,31.0,21.0,,,,,41.1,,14.3,,,68.0,,26.9,,19.6,,29.0,31.6,,36.0,40.0,,,,,,45.7,,,,,43.8,23.6,12.0,,10.9,,11.0,1.0,,,,,21.1,,-5.7,,,48.0,,6.9,,-0.4,,9.0,11.6,,16.0,20.0,,,,,,25.7,,,,,23.8,3.6,,True,,True,True,,,,,False,,True,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,False,True
29151,79,84.0,,83.9,,84.0,69.0,,,,,114.4,,42.9,,,79.0,,82.7,,22.0,,110.0,100.7,,94.0,98.0,,,,,,85.2,,,,,107.8,33.1,5.0,,4.9,,5.0,-10.0,,,,,35.4,,-36.1,,,0.0,,3.7,,-57.0,,31.0,21.7,,15.0,19.0,,,,,,6.2,,,,,28.8,-45.9,,True,,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29153,17,17.0,,17.1,,16.0,7.0,,,,,27.0,,19.2,,,40.0,,15.9,,15.4,,6.0,16.5,,24.0,24.0,,,,,,21.5,,,,,18.0,9.2,0.0,,0.1,,-1.0,-10.0,,,,,10.0,,2.2,,,23.0,,-1.1,,-1.6,,-11.0,-0.5,,7.0,7.0,,,,,,4.5,,,,,1.0,-7.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29155,62,66.0,,73.2,,69.0,87.0,,,,,92.3,,42.2,,,176.0,,66.7,,41.5,,68.0,81.1,,106.0,90.0,,,,,,100.6,,,,,69.1,47.2,4.0,,11.2,,7.0,25.0,,,,,30.3,,-19.8,,,114.0,,4.7,,-20.5,,6.0,19.1,,44.0,28.0,,,,,,38.6,,,,,7.1,-14.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29157,97,166.0,,164.4,,154.0,131.0,,,,,173.0,,142.3,,,144.0,,223.3,,55.1,,153.0,154.9,,270.0,201.0,,,,,152.1,205.6,,,,,175.4,128.4,69.0,,67.4,,57.0,34.0,,,,,76.0,,45.3,,,47.0,,126.3,,-41.9,,56.0,57.9,,173.0,104.0,,,,,55.1,108.6,,,,,78.4,31.4,,True,,True,True,,,,,False,,True,,,True,,False,,True,,True,True,,False,False,,,,,True,False,,,,,False,True
29159,95,112.0,,146.6,,121.0,207.0,,,,,176.4,,113.0,,,302.0,,76.7,,131.8,,48.0,130.5,,162.0,185.0,,,,,150.3,230.8,,,,,104.5,123.1,17.0,,51.6,,26.0,112.0,,,,,81.4,,18.0,,,207.0,,-18.3,,36.8,,-47.0,35.5,,67.0,90.0,,,,,55.3,135.8,,,,,9.5,28.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,True,False
29161,226,221.0,,230.0,,249.0,249.0,,,,,240.9,,290.5,,,199.0,,280.6,,144.4,,343.0,251.8,,315.0,257.0,,,,,,253.5,,,,,258.5,298.8,-5.0,,4.0,,23.0,23.0,,,,,14.9,,64.5,,,-27.0,,54.6,,-81.6,,117.0,25.8,,89.0,31.0,,,,,,27.5,,,,,32.5,72.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29163,92,143.0,,142.3,,142.0,183.0,,,,,145.7,,103.4,,,130.0,,176.1,,52.1,,177.0,138.6,,207.0,162.0,,,,,,242.6,,,,,105.0,184.3,51.0,,50.3,,50.0,91.0,,,,,53.7,,11.4,,,38.0,,84.1,,-39.9,,85.0,46.6,,115.0,70.0,,,,,,150.6,,,,,13.0,92.3,,True,,True,False,,,,,False,,True,,,True,,False,,True,,False,True,,False,False,,,,,,False,,,,,True,False
29165,149,159.0,,160.1,,171.0,167.0,,,,,160.3,,258.7,,,435.0,,175.0,,144.1,,232.0,203.5,,378.0,206.0,,,,,160.2,290.8,,,,,181.9,58.7,10.0,,11.1,,22.0,18.0,,,,,11.3,,109.7,,,286.0,,26.0,,-4.9,,83.0,54.5,,229.0,57.0,,,,,11.2,141.8,,,,,32.9,-90.3,,False,,False,False,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,False,False,,,,,False,False
29167,77,63.0,,77.7,,70.0,72.0,,,,,100.8,,30.2,,,148.0,,70.3,,56.5,,63.0,69.7,,79.0,93.0,,,,,,84.3,,,,,95.9,47.7,-14.0,,0.7,,-7.0,-5.0,,,,,23.8,,-46.8,,,71.0,,-6.7,,-20.5,,-14.0,-7.3,,2.0,16.0,,,,,,7.3,,,,,18.9,-29.3,,True,,True,True,,,,,False,,False,,,False,,True,,False,,False,True,,True,False,,,,,,True,,,,,False,False
29169,140,152.0,,149.0,,150.0,168.0,,,,,172.2,,105.6,,,209.0,,136.3,,75.6,,182.0,173.5,,199.0,175.0,,,,,136.7,176.9,,,,,130.3,81.0,12.0,,9.0,,10.0,28.0,,,,,32.2,,-34.4,,,69.0,,-3.7,,-64.4,,42.0,33.5,,59.0,35.0,,,,,-3.3,36.9,,,,,-9.7,-59.0,,True,,True,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,True,False,,,,,True,False
29171,38,14.0,,15.9,,25.0,20.0,,,,,20.4,,7.4,,,31.0,,40.1,,11.8,,25.0,26.6,,26.0,21.0,,,,,,26.4,,,,,29.9,20.1,-24.0,,-22.1,,-13.0,-18.0,,,,,-17.6,,-30.6,,,-7.0,,2.1,,-26.2,,-13.0,-11.4,,-12.0,-17.0,,,,,,-11.6,,,,,-8.1,-17.9,,True,,True,True,,,,,True,,False,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True,True
29173,66,64.0,,64.8,,67.0,79.0,,,,,65.8,,37.3,,,63.0,,86.2,,33.7,,98.0,67.4,,98.0,74.0,,,,,,66.9,,,,,69.9,58.7,-2.0,,-1.2,,1.0,13.0,,,,,-0.2,,-28.7,,,-3.0,,20.2,,-32.3,,32.0,1.4,,32.0,8.0,,,,,,0.9,,,,,3.9,-7.3,,True,,True,False,,,,,True,,False,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,False,False
29175,81,117.0,,115.3,,131.0,131.0,,,,,139.0,,221.7,,,182.0,,274.6,,46.5,,137.5,124.3,,222.0,146.0,,,,,,160.1,,,,,175.3,82.8,36.0,,34.3,,50.0,50.0,,,,,58.0,,140.7,,,101.0,,193.6,,-34.5,,56.5,43.3,,141.0,65.0,,,,,,79.1,,,,,94.3,1.8,,True,,False,False,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,False,True
29177,72,67.0,,72.8,,73.0,110.0,,,,,96.0,,32.3,,,132.0,,72.4,,45.2,,67.0,97.4,,104.0,98.0,,,,,,81.4,,,,,111.6,74.2,-5.0,,0.8,,1.0,38.0,,,,,24.0,,-39.7,,,60.0,,0.4,,-26.8,,-5.0,25.4,,32.0,26.0,,,,,,9.4,,,,,39.6,2.2,,True,,True,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,,False,,,,,False,True
29179,23,19.0,,21.3,,19.0,14.0,,,,,27.1,,12.1,,,29.0,,22.8,,8.3,,19.0,21.9,,23.0,25.0,,,,,,22.7,,,,,11.9,18.0,-4.0,,-1.7,,-4.0,-9.0,,,,,4.1,,-10.9,,,6.0,,-0.2,,-14.7,,-4.0,-1.1,,0.0,2.0,,,,,,-0.3,,,,,-11.1,-5.0,,True,,False,False,,,,,False,,False,,,False,,True,,False,,False,True,,True,True,,,,,,True,,,,,False,False
29181,52,33.0,,36.3,,42.0,51.0,,,,,54.2,,21.4,,,79.0,,47.3,,20.6,,28.0,45.2,,61.0,54.0,,,,,,61.0,,,,,41.9,69.3,-19.0,,-15.7,,-10.0,-1.0,,,,,2.2,,-30.6,,,27.0,,-4.7,,-31.4,,-24.0,-6.8,,9.0,2.0,,,,,,9.0,,,,,-10.1,17.3,,True,,True,True,,,,,True,,False,,,False,,True,,False,,False,True,,True,True,,,,,,True,,,,,True,True
29183,2016,2184.0,,2194.3,2915.5,2227.0,1908.0,,,,,2657.7,,1393.5,,,2259.0,,2563.1,,1475.9,,3013.0,2548.9,,2772.0,2394.0,,,,,2169.9,2793.4,2980.0,,,,2030.9,2108.8,168.0,,178.3,899.5,211.0,-108.0,,,,,641.7,,-622.5,,,243.0,,547.1,,-540.1,,997.0,532.9,,756.0,378.0,,,,,153.9,777.4,964.0,,,,14.9,92.8,,False,False,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,True,False,False,,,,True,True
29185,38,53.0,,52.4,,53.0,63.0,,,,,56.1,,57.5,,,36.0,,118.4,,27.0,,102.0,57.4,,89.0,66.0,,,,,,53.1,,,,,44.8,104.2,15.0,,14.4,,15.0,25.0,,,,,18.1,,19.5,,,-2.0,,80.4,,-11.0,,64.0,19.4,,51.0,28.0,,,,,,15.1,,,,,6.8,66.2,,True,,False,False,,,,,False,,False,,,True,,False,,True,,False,False,,False,False,,,,,,False,,,,,True,False
29186,117,104.0,,82.4,,121.0,146.0,,,,,140.2,,123.3,,,121.0,,118.6,,47.8,,163.0,126.6,,162.0,139.0,,,,,,111.8,,,,,136.9,130.5,-13.0,,-34.6,,4.0,29.0,,,,,23.2,,6.3,,,4.0,,1.6,,-69.2,,46.0,9.6,,45.0,22.0,,,,,,-5.2,,,,,19.9,13.5,,False,,True,False,,,,,False,,True,,,True,,True,,False,,False,True,,False,False,,,,,,True,,,,,False,False
29187,439,509.0,,505.8,,514.0,520.0,,,,,350.1,,344.5,,,489.0,,531.4,,259.8,,581.0,591.7,,756.0,593.0,,,,,441.2,504.9,,,,,524.1,390.6,70.0,,66.8,,75.0,81.0,,,,,-88.9,,-94.5,,,50.0,,92.4,,-179.2,,142.0,152.7,,317.0,154.0,,,,,2.2,65.9,,,,,85.1,-48.4,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,False,,,,,True,True,,,,,False,True
29189,5094,5276.0,,5421.5,5472.9,5338.0,4844.0,,,,,5601.5,,2753.0,,,4988.0,,7352.5,,3287.2,,6237.5,5071.0,,6738.0,5557.0,,,,,5399.0,5474.7,5632.0,,,,3817.8,3196.1,182.0,,327.5,378.9,244.0,-250.0,,,,,507.5,,-2341.0,,,-106.0,,2258.5,,-1806.8,,1143.5,-23.0,,1644.0,463.0,,,,,305.0,380.7,538.0,,,,-1276.2,-1897.9,,False,False,False,False,,,,,False,,False,,,True,,False,,False,,False,True,,False,False,,,,,False,False,False,,,,False,False
29195,101,127.0,,114.0,,136.0,103.0,,,,,164.1,,148.9,,,160.0,,146.7,,92.6,,146.0,145.7,,220.0,163.0,,,,,108.3,203.3,,,,,183.4,123.3,26.0,,13.0,,35.0,2.0,,,,,63.1,,47.9,,,59.0,,45.7,,-8.4,,45.0,44.7,,119.0,62.0,,,,,7.3,102.3,,,,,82.4,22.3,,True,,False,True,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,True,False,,,,,False,True
29197,12,9.0,,12.3,,12.0,17.0,,,,,19.4,,8.0,,,48.0,,6.5,,8.3,,5.0,18.0,,,16.0,,,,,,21.9,,,,,19.2,21.9,-3.0,,0.3,,0.0,5.0,,,,,7.4,,-4.0,,,36.0,,-5.5,,-3.7,,-7.0,6.0,,,4.0,,,,,,9.9,,,,,7.2,9.9,,True,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,,False,,,,,,False,,,,,False,False
29199,13,35.0,,35.7,,36.0,25.0,,,,,29.8,,23.9,,,45.0,,41.1,,5.5,,59.0,32.7,,49.0,39.0,,,,,,53.5,,,,,46.9,17.6,22.0,,22.7,,23.0,12.0,,,,,16.8,,10.9,,,32.0,,28.1,,-7.5,,46.0,19.7,,36.0,26.0,,,,,,40.5,,,,,33.9,4.6,,False,,False,True,,,,,True,,True,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,False,True
29201,241,337.0,,329.7,,338.0,341.0,,,,,349.2,,213.2,,,324.0,,440.4,,141.2,,386.0,339.9,,445.0,360.0,,,,,312.0,334.4,,,,,352.0,301.0,96.0,,88.7,,97.0,100.0,,,,,108.2,,-27.8,,,83.0,,199.4,,-99.8,,145.0,98.9,,204.0,119.0,,,,,71.0,93.4,,,,,111.0,60.0,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,False,,,,,True,True,,,,,False,True
29203,16,10.0,,9.6,,10.0,13.0,,,,,29.6,,8.4,,,39.0,,7.1,,12.4,,6.0,10.8,,9.0,18.0,,,,,,18.7,,,,,17.3,10.1,-6.0,,-6.4,,-6.0,-3.0,,,,,13.6,,-7.6,,,23.0,,-8.9,,-3.6,,-10.0,-5.2,,-7.0,2.0,,,,,,2.7,,,,,1.3,-5.9,,False,,False,True,,,,,False,,False,,,False,,False,,True,,False,True,,False,True,,,,,,True,,,,,True,True
29205,23,19.0,,19.8,,20.0,7.0,,,,,27.6,,14.8,,,36.0,,28.1,,13.0,,36.0,32.5,,35.0,27.0,,,,,,29.6,,,,,15.7,25.7,-4.0,,-3.2,,-3.0,-16.0,,,,,4.6,,-8.2,,,13.0,,5.1,,-10.0,,13.0,9.5,,12.0,4.0,,,,,,6.6,,,,,-7.3,2.7,,True,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,True
29207,154,233.0,,223.2,,228.0,250.0,,,,,204.5,,139.9,,,241.0,,452.4,,83.8,,202.0,199.1,,295.0,252.0,,,,,207.7,224.0,,,,,293.2,67.5,79.0,,69.2,,74.0,96.0,,,,,50.5,,-14.1,,,87.0,,298.4,,-70.2,,48.0,45.1,,141.0,98.0,,,,,53.7,70.0,,,,,139.2,-86.5,,True,,True,False,,,,,True,,True,,,False,,False,,True,,True,True,,False,False,,,,,True,True,,,,,False,False
29209,97,106.0,,109.6,,131.0,141.0,,,,,133.0,,52.3,,,125.0,,144.8,,57.1,,131.0,141.8,,144.0,131.0,,,,,,86.3,,,,,146.6,69.8,9.0,,12.6,,34.0,44.0,,,,,36.0,,-44.7,,,28.0,,47.8,,-39.9,,34.0,44.8,,47.0,34.0,,,,,,-10.7,,,,,49.6,-27.2,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29211,23,54.0,,59.5,,44.0,0.0,,,,,59.9,,37.2,,,51.0,,40.6,,20.8,,44.0,39.9,,63.0,60.0,,,,,,60.7,,,,,52.8,32.2,31.0,,36.5,,21.0,-23.0,,,,,36.9,,14.2,,,28.0,,17.6,,-2.2,,21.0,16.9,,40.0,37.0,,,,,,37.7,,,,,29.8,9.2,,False,,True,True,,,,,False,,True,,,True,,True,,True,,True,True,,False,False,,,,,,False,,,,,True,True
29213,261,256.0,,258.2,,277.0,304.0,,,,,291.0,,147.7,,,290.0,,264.1,,124.0,,367.0,302.8,,318.0,280.0,,,,,244.0,256.4,,,,,322.0,166.0,-5.0,,-2.8,,16.0,43.0,,,,,30.0,,-113.3,,,29.0,,3.1,,-137.0,,106.0,41.8,,57.0,19.0,,,,,-17.0,-4.6,,,,,61.0,-95.0,,True,,False,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,False,True,,,,,False,False
29215,55,61.0,,55.2,,84.0,88.0,,,,,96.8,,39.5,,,123.0,,54.7,,59.5,,86.0,90.3,,77.0,94.0,,,,,,67.3,,,,,84.0,45.7,6.0,,0.2,,29.0,33.0,,,,,41.8,,-15.5,,,68.0,,-0.3,,4.5,,31.0,35.3,,22.0,39.0,,,,,,12.3,,,,,29.0,-9.3,,True,,False,False,,,,,False,,False,,,False,,True,,True,,False,False,,False,False,,,,,,False,,,,,False,False
29217,62,66.0,,67.8,,72.0,89.0,,,,,86.0,,43.8,,,109.0,,43.9,,42.5,,89.0,86.1,,82.0,90.0,,,,,,91.3,,,,,72.4,24.7,4.0,,5.8,,10.0,27.0,,,,,24.0,,-18.2,,,47.0,,-18.1,,-19.5,,27.0,24.1,,20.0,28.0,,,,,,29.3,,,,,10.4,-37.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29219,140,156.0,,157.8,,176.0,211.0,,,,,159.0,,96.7,,,163.0,,336.5,,75.2,,272.0,176.1,,223.0,181.0,,,,,,166.8,,,,,185.5,77.5,16.0,,17.8,,36.0,71.0,,,,,19.0,,-43.3,,,23.0,,196.5,,-64.8,,132.0,36.1,,83.0,41.0,,,,,,26.8,,,,,45.5,-62.5,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29221,112,164.0,,177.7,,169.0,51.0,,,,,194.5,,137.5,,,169.0,,163.5,,78.8,,225.0,187.0,,265.0,201.0,,,,,,155.4,,,,,275.5,203.3,52.0,,65.7,,57.0,-61.0,,,,,82.5,,25.5,,,57.0,,51.5,,-33.2,,113.0,75.0,,153.0,89.0,,,,,,43.4,,,,,163.5,91.3,,False,,False,False,,,,,False,,True,,,False,,True,,True,,False,False,,False,False,,,,,,True,,,,,False,False
29223,36,46.0,,45.2,,44.0,34.0,,,,,49.9,,31.9,,,67.0,,23.6,,34.0,,52.5,44.5,,61.0,55.0,,,,,,50.0,,,,,43.9,14.7,10.0,,9.2,,8.0,-2.0,,,,,13.9,,-4.1,,,31.0,,-12.4,,-2.0,,16.5,8.5,,25.0,19.0,,,,,,14.0,,,,,7.9,-21.3,,True,,True,True,,,,,False,,True,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,True,False
29225,133,167.0,,163.6,,167.0,177.0,,,,,195.3,,110.0,,,169.0,,167.5,,77.0,,227.0,192.9,,217.0,200.0,,,,,150.2,173.3,,,,,148.0,64.0,34.0,,30.6,,34.0,44.0,,,,,62.3,,-23.0,,,36.0,,34.5,,-56.0,,94.0,59.9,,84.0,67.0,,,,,17.2,40.3,,,,,15.0,-69.0,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,False,,,,,True,False,,,,,True,False
29227,11,11.0,,11.4,,14.0,0.0,,,,,11.6,,48.6,,,33.0,,76.9,,2.3,,16.0,14.3,,7.0,12.0,,,,,,21.7,,,,,18.0,20.3,0.0,,0.4,,3.0,-11.0,,,,,0.6,,37.6,,,22.0,,65.9,,-8.7,,5.0,3.3,,-4.0,1.0,,,,,,10.7,,,,,7.0,9.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29229,34,37.0,,37.4,,34.0,32.0,,,,,66.2,,25.4,,,89.0,,34.2,,13.8,,30.0,45.9,,46.0,56.0,,,,,,52.5,,,,,29.5,11.9,3.0,,3.4,,0.0,-2.0,,,,,32.2,,-8.6,,,55.0,,0.2,,-20.2,,-4.0,11.9,,12.0,22.0,,,,,,18.5,,,,,-4.5,-22.1,,False,,True,True,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,,False,,,,,False,False
29510,1224,960.0,,926.7,,975.0,783.0,,,,,1004.7,,579.0,,,1516.0,,1639.3,,594.7,,1596.0,1111.9,,1119.0,,,,,,975.3,1145.2,934.0,,,,1001.8,259.2,-264.0,,-297.3,,-249.0,-441.0,,,,,-219.3,,-645.0,,,292.0,,415.3,,-629.3,,372.0,-112.1,,-105.0,,,,,,-248.7,-78.8,-290.0,,,,-222.2,-964.8,,False,,True,False,,,,,True,,False,,,False,,False,,False,,False,True,,True,,,,,,True,True,False,,,,True,False
30001,48,104.0,,104.4,,86.0,0.0,,,,,83.1,,93.3,,,51.0,,349.0,,49.6,,67.0,91.1,,128.0,108.0,,,,,,136.1,,,,,86.4,141.0,56.0,,56.4,,38.0,-48.0,,,,,35.1,,45.3,,,3.0,,301.0,,1.6,,19.0,43.1,,80.0,60.0,,,,,,88.1,,,,,38.4,93.0,,False,,True,True,,,,,True,,True,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,False
30003,27,157.0,,140.7,,119.0,0.0,,,,,125.6,,132.7,,,126.0,,133.1,,61.6,,67.0,95.3,,108.0,148.0,,,,,,143.2,,,,,118.6,62.3,130.0,,113.7,,92.0,-27.0,,,,,98.6,,105.7,,,99.0,,106.1,,34.6,,40.0,68.3,,81.0,121.0,,,,,,116.2,,,,,91.6,35.3,,True,,True,True,,,,,True,,True,,,True,,True,,True,,True,True,,True,True,,,,,,True,,,,,True,True
30005,35,20.0,,24.2,,18.0,0.0,,,,,50.0,,42.6,,,15.0,,18.0,,17.8,,1.0,18.1,,16.0,33.0,,,,,,24.2,,,,,28.2,59.1,-15.0,,-10.8,,-17.0,-35.0,,,,,15.0,,7.6,,,-20.0,,-17.0,,-17.2,,-34.0,-16.9,,-19.0,-2.0,,,,,,-10.8,,,,,-6.8,24.1,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,True,False
30007,25,32.0,,31.7,,29.0,7.0,,,,,29.9,,45.8,,,30.0,,23.2,,8.0,,26.0,29.2,,35.0,35.0,,,,,,45.0,,,,,31.6,24.8,7.0,,6.7,,4.0,-18.0,,,,,4.9,,20.8,,,5.0,,-1.8,,-17.0,,1.0,4.2,,10.0,10.0,,,,,,20.0,,,,,6.6,-0.2,,True,,True,False,,,,,True,,False,,,True,,True,,False,,True,True,,False,False,,,,,,False,,,,,True,True
30009,39,76.0,,65.8,,55.0,0.0,,,,,86.2,,114.1,,,46.0,,55.4,,34.4,,47.0,76.5,,115.0,92.0,,,,,,70.0,,,,,85.9,94.3,37.0,,26.8,,16.0,-39.0,,,,,47.2,,75.1,,,7.0,,16.4,,-4.6,,8.0,37.5,,76.0,53.0,,,,,,31.0,,,,,46.9,55.3,,True,,True,False,,,,,False,,False,,,True,,True,,True,,True,False,,False,False,,,,,,True,,,,,False,False
