,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
29051,4375,1488.0,,,624.0,,918.3,775.2,708.0,-2887.0,,,-3751.0,,-3456.7,-3599.8,-3667.0,,,False,,False,False,False
29053,690,360.0,,,171.0,,165.0,156.3,196.0,-330.0,,,-519.0,,-525.0,-533.7,-494.0,,,False,,False,False,False
29055,753,192.0,,,137.0,,368.3,292.7,45.0,-561.0,,,-616.0,,-384.7,-460.3,-708.0,,,False,,True,True,False
29057,207,144.0,,,63.0,,22.2,,169.0,-63.0,,,-144.0,,-184.8,,-38.0,,,False,,False,,True
29059,388,144.0,,,141.0,,72.7,82.4,74.0,-244.0,,,-247.0,,-315.3,-305.6,-314.0,,,False,,False,False,False
29061,190,240.0,,,67.0,,117.1,258.9,137.0,50.0,,,-123.0,,-72.9,68.9,-53.0,,,False,,False,False,False
29063,420,208.0,,,90.0,,25.0,239.0,163.0,-212.0,,,-330.0,,-395.0,-181.0,-257.0,,,False,,False,True,False
29065,362,0.0,,,136.0,,11.0,,11.0,-362.0,,,-226.0,,-351.0,,-351.0,,,True,,True,,True
29067,197,288.0,,,191.0,,57.3,,76.0,91.0,,,-6.0,,-139.7,,-121.0,,,True,,False,,False
29069,833,664.0,,,517.0,,74.9,568.5,276.0,-169.0,,,-316.0,,-758.1,-264.5,-557.0,,,False,,False,False,False
29071,2854,1504.0,,,681.0,,891.5,687.4,1435.0,-1350.0,,,-2173.0,,-1962.5,-2166.6,-1419.0,,,False,,False,False,False
29073,301,0.0,,,74.0,,2.4,91.6,8.0,-301.0,,,-227.0,,-298.6,-209.4,-293.0,,,True,,True,True,True
29075,279,112.0,,,74.0,,76.4,40.6,88.0,-167.0,,,-205.0,,-202.6,-238.4,-191.0,,,False,,False,False,False
29077,6897,5656.0,,,4439.0,,18079.9,2553.2,5579.0,-1241.0,,,-2458.0,,11182.9,-4343.8,-1318.0,,,False,,False,False,False
29079,295,128.0,,,98.0,,22.6,94.2,55.0,-167.0,,,-197.0,,-272.4,-200.8,-240.0,,,False,,False,False,False
29081,266,176.0,,,64.0,,196.2,73.7,226.0,-90.0,,,-202.0,,-69.8,-192.3,-40.0,,,False,,True,False,True
29083,828,360.0,,,245.0,,29.2,453.2,113.0,-468.0,,,-583.0,,-798.8,-374.8,-715.0,,,False,,False,True,False
29085,251,128.0,,,54.0,,90.6,,43.0,-123.0,,,-197.0,,-160.4,,-208.0,,,False,,False,,False
29087,178,48.0,,,34.0,,0.0,,107.0,-130.0,,,-144.0,,-178.0,,-71.0,,,False,,False,,True
29089,315,96.0,,,139.0,,20.3,,45.0,-219.0,,,-176.0,,-294.7,,-270.0,,,True,,False,,False
29091,822,1104.0,,,633.0,,164.4,1274.9,841.0,282.0,,,-189.0,,-657.6,452.9,19.0,,,True,,False,False,True
29093,176,16.0,,,58.0,,3.9,,6.0,-160.0,,,-118.0,,-172.1,,-170.0,,,True,,False,,False
29095,9336,1048.0,,,5578.0,,582.4,1055.0,1843.0,-8288.0,,,-3758.0,,-8753.6,-8281.0,-7493.0,,,True,,False,True,True
29097,4045,3240.0,,,2086.0,,180.2,1145.7,2047.0,-805.0,,,-1959.0,,-3864.8,-2899.3,-1998.0,,,False,,False,False,False
29099,6518,2400.0,,,1213.0,,5313.0,1840.7,1299.0,-4118.0,,,-5305.0,,-1205.0,-4677.3,-5219.0,,,False,,True,False,False
29101,1479,0.0,,,664.0,,10.8,62.3,3.0,-1479.0,,,-815.0,,-1468.2,-1416.7,-1476.0,,,True,,True,True,True
29103,79,40.0,,,53.0,,6.7,,56.0,-39.0,,,-26.0,,-72.3,,-23.0,,,True,,False,,True
29105,1014,1072.0,,,436.0,,406.9,377.6,14.0,58.0,,,-578.0,,-607.1,-636.4,-1000.0,,,False,,False,False,False
29107,905,680.0,,,218.0,,282.6,1349.5,254.0,-225.0,,,-687.0,,-622.4,444.5,-651.0,,,False,,False,False,False
29109,1168,776.0,,,637.0,,203.2,360.4,535.0,-392.0,,,-531.0,,-964.8,-807.6,-633.0,,,False,,False,False,False
29111,309,240.0,,,90.0,,306.4,,359.0,-69.0,,,-219.0,,-2.6,,50.0,,,False,,True,,True
29113,1549,768.0,,,270.0,,1425.4,486.9,0.0,-781.0,,,-1279.0,,-123.6,-1062.1,-1549.0,,,False,,True,False,False
29115,197,288.0,,,95.0,,41.8,159.8,413.0,91.0,,,-102.0,,-155.2,-37.2,216.0,,,False,,False,True,False
29117,352,224.0,,,228.0,,133.7,534.7,8.0,-128.0,,,-124.0,,-218.3,182.7,-344.0,,,True,,False,False,False
29119,290,112.0,,,386.0,,3.0,110.5,279.0,-178.0,,,96.0,,-287.0,-179.5,-11.0,,,True,,False,False,True
29121,498,120.0,,,102.0,,11.6,132.0,24.0,-378.0,,,-396.0,,-486.4,-366.0,-474.0,,,False,,False,True,False
29123,577,8.0,,,105.0,,40.5,,23.0,-569.0,,,-472.0,,-536.5,,-554.0,,,True,,True,,True
29125,270,48.0,,,52.0,,36.5,,53.0,-222.0,,,-218.0,,-233.5,,-217.0,,,True,,False,,True
29127,1048,424.0,,,290.0,,123.2,260.8,392.0,-624.0,,,-758.0,,-924.8,-787.2,-656.0,,,False,,False,False,False
29129,54,24.0,,,32.0,,26.9,,13.0,-30.0,,,-22.0,,-27.1,,-41.0,,,True,,True,,False
29131,922,408.0,,,177.0,,196.1,418.9,326.0,-514.0,,,-745.0,,-725.9,-503.1,-596.0,,,False,,False,True,False
29133,538,184.0,,,160.0,,30.9,204.8,130.0,-354.0,,,-378.0,,-507.1,-333.2,-408.0,,,False,,False,True,False
29135,876,240.0,,,139.0,,17.5,75.5,139.0,-636.0,,,-737.0,,-858.5,-800.5,-737.0,,,False,,False,False,False
29137,291,24.0,,,36.0,,5.1,,7.0,-267.0,,,-255.0,,-285.9,,-284.0,,,True,,False,,False
29139,260,24.0,,,44.0,,6.0,25.8,7.0,-236.0,,,-216.0,,-254.0,-234.2,-253.0,,,True,,False,True,False
29141,643,536.0,,,110.0,,144.3,842.5,131.0,-107.0,,,-533.0,,-498.7,199.5,-512.0,,,False,,False,False,False
29143,754,488.0,,,202.0,,84.8,389.8,296.0,-266.0,,,-552.0,,-669.2,-364.2,-458.0,,,False,,False,False,False
29145,1547,0.0,,,1135.0,,305.6,59.0,22.0,-1547.0,,,-412.0,,-1241.4,-1488.0,-1525.0,,,True,,True,True,True
29147,1153,440.0,,,310.0,,292.1,220.1,145.0,-713.0,,,-843.0,,-860.9,-932.9,-1008.0,,,False,,False,False,False
29149,225,168.0,,,174.0,,237.9,,0.0,-57.0,,,-51.0,,12.9,,-225.0,,,True,,True,,False
29151,743,248.0,,,97.0,,109.8,208.3,251.0,-495.0,,,-646.0,,-633.2,-534.7,-492.0,,,False,,False,False,True
29153,155,88.0,,,90.0,,17.8,,26.0,-67.0,,,-65.0,,-137.2,,-129.0,,,True,,False,,False
29155,508,336.0,,,296.0,,327.9,225.6,321.0,-172.0,,,-212.0,,-180.1,-282.4,-187.0,,,False,,False,False,False
29157,864,280.0,,,156.0,,87.2,629.9,66.0,-584.0,,,-708.0,,-776.8,-234.1,-798.0,,,False,,False,True,False
29159,1457,624.0,,,773.0,,76.6,314.7,169.0,-833.0,,,-684.0,,-1380.4,-1142.3,-1288.0,,,True,,False,False,False
29161,1227,248.0,,,488.0,,13.3,270.5,110.0,-979.0,,,-739.0,,-1213.7,-956.5,-1117.0,,,True,,False,True,False
29163,638,88.0,,,146.0,,32.6,44.3,23.0,-550.0,,,-492.0,,-605.4,-593.7,-615.0,,,True,,False,False,False
29165,907,264.0,,,474.0,,41.2,124.0,222.0,-643.0,,,-433.0,,-865.8,-783.0,-685.0,,,True,,False,False,False
29167,655,1144.0,,,438.0,,172.8,486.7,0.0,489.0,,,-217.0,,-482.2,-168.3,-655.0,,,True,,True,True,False
29169,867,480.0,,,611.0,,112.9,361.7,306.0,-387.0,,,-256.0,,-754.1,-505.3,-561.0,,,True,,False,False,False
29171,116,0.0,,,59.0,,5.0,,0.0,-116.0,,,-57.0,,-111.0,,-116.0,,,True,,True,,False
29173,313,32.0,,,55.0,,15.1,,11.0,-281.0,,,-258.0,,-297.9,,-302.0,,,True,,False,,False
29175,889,320.0,,,215.0,,49.0,208.4,574.0,-569.0,,,-674.0,,-840.0,-680.6,-315.0,,,False,,False,False,True
29177,496,136.0,,,146.0,,57.3,56.8,165.0,-360.0,,,-350.0,,-438.7,-439.2,-331.0,,,True,,False,False,True
29179,139,16.0,,,44.0,,2.5,,7.0,-123.0,,,-95.0,,-136.5,,-132.0,,,True,,False,,False
29181,368,0.0,,,103.0,,50.5,117.8,0.0,-368.0,,,-265.0,,-317.5,-250.2,-368.0,,,True,,True,True,False
29183,11747,3032.0,,,1878.0,,5554.9,1373.1,1655.0,-8715.0,,,-9869.0,,-6192.1,-10373.9,-10092.0,,,False,,True,False,False
29185,254,32.0,,,57.0,,2.6,,40.0,-222.0,,,-197.0,,-251.4,,-214.0,,,True,,False,,True
29186,829,152.0,,,95.0,,301.2,165.1,88.0,-677.0,,,-734.0,,-527.8,-663.9,-741.0,,,False,,True,True,False
29187,2834,1024.0,,,562.0,,221.4,2839.9,280.0,-1810.0,,,-2272.0,,-2612.6,5.9,-2554.0,,,False,,False,True,False
29189,25735,8656.0,,,5413.0,,3391.2,4745.1,6350.0,-17079.0,,,-20322.0,,-22343.8,-20989.9,-19385.0,,,False,,False,False,False
29195,776,568.0,,,267.0,,164.7,359.6,281.0,-208.0,,,-509.0,,-611.3,-416.4,-495.0,,,False,,False,False,False
29197,104,40.0,,,53.0,,8.7,,194.0,-64.0,,,-51.0,,-95.3,,90.0,,,True,,False,,False
29199,146,56.0,,,70.0,,28.5,40.9,72.0,-90.0,,,-76.0,,-117.5,-105.1,-74.0,,,True,,False,False,True
29201,1669,656.0,,,406.0,,258.5,441.8,874.0,-1013.0,,,-1263.0,,-1410.5,-1227.2,-795.0,,,False,,False,False,True
29203,203,256.0,,,58.0,,18.3,165.9,228.0,53.0,,,-145.0,,-184.7,-37.1,25.0,,,False,,False,True,True
29205,130,40.0,,,50.0,,13.9,,59.0,-90.0,,,-80.0,,-116.1,,-71.0,,,True,,False,,True
29207,1047,568.0,,,398.0,,171.1,427.2,259.0,-479.0,,,-649.0,,-875.9,-619.8,-788.0,,,False,,False,False,False
29209,658,432.0,,,231.0,,165.2,216.5,213.0,-226.0,,,-427.0,,-492.8,-441.5,-445.0,,,False,,False,False,False
29211,339,232.0,,,107.0,,87.0,76.0,132.0,-107.0,,,-232.0,,-252.0,-263.0,-207.0,,,False,,False,False,False
29213,1448,1464.0,,,792.0,,138.5,560.2,384.0,16.0,,,-656.0,,-1309.5,-887.8,-1064.0,,,False,,False,False,False
29215,570,456.0,,,323.0,,90.7,,42.0,-114.0,,,-247.0,,-479.3,,-528.0,,,False,,False,,False
29217,446,304.0,,,226.0,,217.1,377.5,210.0,-142.0,,,-220.0,,-228.9,-68.5,-236.0,,,False,,False,True,False
29219,706,144.0,,,155.0,,63.7,74.8,55.0,-562.0,,,-551.0,,-642.3,-631.2,-651.0,,,True,,False,False,False
29221,939,464.0,,,201.0,,59.8,287.7,478.0,-475.0,,,-738.0,,-879.2,-651.3,-461.0,,,False,,False,False,True
29223,255,112.0,,,86.0,,6.9,,0.0,-143.0,,,-169.0,,-248.1,,-255.0,,,False,,False,,False
29225,1052,920.0,,,408.0,,181.5,475.3,417.0,-132.0,,,-644.0,,-870.5,-576.7,-635.0,,,False,,False,False,False
29227,50,8.0,,,24.0,,0.8,,3.0,-42.0,,,-26.0,,-49.1,,-47.0,,,True,,False,,False
29229,341,672.0,,,231.0,,100.5,350.8,305.0,331.0,,,-110.0,,-240.5,9.8,-36.0,,,True,,True,True,True
29510,5520,1784.0,,,1523.0,,661.1,1165.0,1350.0,-3736.0,,,-3997.0,,-4858.9,-4355.0,-4170.0,,,False,,False,False,False
30001,440,368.0,,,142.0,,197.4,,382.0,-72.0,,,-298.0,,-242.6,,-58.0,,,False,,False,,True
30003,825,464.0,,,259.0,,39.1,245.9,409.0,-361.0,,,-566.0,,-786.0,-579.1,-416.0,,,False,,False,False,False
30005,442,432.0,,,125.0,,12.8,,309.0,-10.0,,,-317.0,,-429.2,,-133.0,,,False,,False,,False
30007,176,8.0,,,31.0,,1.6,,222.0,-168.0,,,-145.0,,-174.4,,46.0,,,True,,False,,True
30009,452,104.0,,,70.0,,68.6,58.9,114.0,-348.0,,,-382.0,,-383.4,-393.1,-338.0,,,False,,False,False,True
30011,108,40.0,,,37.0,,0.0,,43.0,-68.0,,,-71.0,,-108.0,,-65.0,,,False,,False,,True
30013,4063,1528.0,,,2185.0,,337.7,2234.8,1385.0,-2535.0,,,-1878.0,,-3725.3,-1828.2,-2678.0,,,True,,False,True,False
30015,238,56.0,,,33.0,,21.9,,36.0,-182.0,,,-205.0,,-216.1,,-202.0,,,False,,False,,False
30017,593,40.0,,,408.0,,3.0,27.9,14.0,-553.0,,,-185.0,,-590.0,-565.1,-579.0,,,True,,False,False,False
30019,107,8.0,,,95.0,,0.0,,3.0,-99.0,,,-12.0,,-107.0,,-104.0,,,True,,False,,False
30021,538,72.0,,,289.0,,19.8,,29.0,-466.0,,,-249.0,,-518.2,,-509.0,,,True,,False,,False
30023,547,288.0,,,184.0,,903.9,,62.0,-259.0,,,-363.0,,356.9,,-485.0,,,False,,False,,False
30025,226,96.0,,,80.0,,104.2,,147.0,-130.0,,,-146.0,,-121.8,,-79.0,,,False,,True,,True
30027,527,56.0,,,367.0,,45.8,,30.0,-471.0,,,-160.0,,-481.2,,-497.0,,,True,,False,,False
30029,5373,2600.0,,,2893.0,,797.1,966.5,3243.0,-2773.0,,,-2480.0,,-4575.9,-4406.5,-2130.0,,,True,,False,False,True
30031,5643,1680.0,,,914.0,,805.9,590.1,2872.0,-3963.0,,,-4729.0,,-4837.1,-5052.9,-2771.0,,,False,,False,False,True
30033,57,8.0,,,40.0,,1.4,,8.0,-49.0,,,-17.0,,-55.6,,-49.0,,,True,,False,,False
30035,780,1312.0,,,615.0,,81.0,552.1,438.0,532.0,,,-165.0,,-699.0,-227.9,-342.0,,,True,,False,True,True
30037,19,8.0,,,8.0,,0.0,,12.0,-11.0,,,-11.0,,-19.0,,-7.0,,,False,,False,,True
30039,98,48.0,,,32.0,,78.7,,172.0,-50.0,,,-66.0,,-19.3,,74.0,,,False,,True,,False
30041,1108,456.0,,,1649.0,,400.2,,502.0,-652.0,,,541.0,,-707.8,,-606.0,,,True,,False,,True
30043,381,120.0,,,72.0,,31.2,,67.0,-261.0,,,-309.0,,-349.8,,-314.0,,,False,,False,,False
30045,48,8.0,,,0.0,,5.4,,82.0,-40.0,,,-48.0,,-42.6,,34.0,,,False,,False,,True
30047,748,128.0,,,238.0,,19.1,50.7,109.0,-620.0,,,-510.0,,-728.9,-697.3,-639.0,,,True,,False,False,False
30049,2380,704.0,,,766.0,,71.8,242.2,2596.0,-1676.0,,,-1614.0,,-2308.2,-2137.8,216.0,,,True,,False,False,True
30051,66,16.0,,,76.0,,1.3,,7.0,-50.0,,,10.0,,-64.7,,-59.0,,,True,,False,,False
30053,589,224.0,,,41.0,,197.3,202.8,815.0,-365.0,,,-548.0,,-391.7,-386.2,226.0,,,False,,False,False,True
30055,73,64.0,,,64.0,,8.1,,61.0,-9.0,,,-9.0,,-64.9,,-12.0,,,False,,False,,False
30057,291,128.0,,,83.0,,16.9,52.4,41.0,-163.0,,,-208.0,,-274.1,-238.6,-250.0,,,False,,False,False,False
30059,74,72.0,,,9.0,,0.3,,30.0,-2.0,,,-65.0,,-73.7,,-44.0,,,False,,False,,False
30061,61,32.0,,,8.0,,0.2,,229.0,-29.0,,,-53.0,,-60.8,,168.0,,,False,,False,,False
30063,3786,1160.0,,,1733.0,,38.2,270.0,1571.0,-2626.0,,,-2053.0,,-3747.8,-3516.0,-2215.0,,,True,,False,False,True
30065,172,16.0,,,137.0,,0.4,,2.0,-156.0,,,-35.0,,-171.6,,-170.0,,,True,,False,,False
30067,518,120.0,,,195.0,,9.2,58.0,244.0,-398.0,,,-323.0,,-508.8,-460.0,-274.0,,,True,,False,False,True
30069,9,0.0,,,8.0,,0.0,,,-9.0,,,-1.0,,-9.0,,,,,True,,False,,
30071,150,16.0,,,440.0,,11.5,,8.0,-134.0,,,290.0,,-138.5,,-142.0,,,False,,False,,False
30073,245,280.0,,,54.0,,38.1,,247.0,35.0,,,-191.0,,-206.9,,2.0,,,False,,False,,True
30075,65,128.0,,,88.0,,7.9,,64.0,63.0,,,23.0,,-57.1,,-1.0,,,True,,True,,True
30077,677,0.0,,,108.0,,3.9,,0.0,-677.0,,,-569.0,,-673.1,,-677.0,,,True,,True,,False
30079,66,96.0,,,42.0,,0.0,,50.0,30.0,,,-24.0,,-66.0,,-16.0,,,True,,False,,True
30081,1352,192.0,,,500.0,,98.3,117.4,750.0,-1160.0,,,-852.0,,-1253.7,-1234.6,-602.0,,,True,,False,False,True
30083,376,472.0,,,598.0,,106.5,160.9,38.0,96.0,,,222.0,,-269.5,-215.1,-338.0,,,False,,False,False,False
30085,849,648.0,,,856.0,,27.1,,164.0,-201.0,,,7.0,,-821.9,,-685.0,,,True,,False,,False
30087,295,288.0,,,178.0,,40.1,,42.0,-7.0,,,-117.0,,-254.9,,-253.0,,,False,,False,,False
30089,176,80.0,,,10.0,,4.7,,545.0,-96.0,,,-166.0,,-171.3,,369.0,,,False,,False,,False
30091,253,48.0,,,346.0,,3.4,,36.0,-205.0,,,93.0,,-249.6,,-217.0,,,True,,False,,False
30093,1794,280.0,,,394.0,,19.0,107.8,151.0,-1514.0,,,-1400.0,,-1775.0,-1686.2,-1643.0,,,True,,False,False,False
30095,338,168.0,,,65.0,,15.7,,314.0,-170.0,,,-273.0,,-322.3,,-24.0,,,False,,False,,True
30097,199,64.0,,,19.0,,34.2,,76.0,-135.0,,,-180.0,,-164.8,,-123.0,,,False,,False,,True
30099,149,128.0,,,15.0,,86.1,,307.0,-21.0,,,-134.0,,-62.9,,158.0,,,False,,False,,False
30101,476,376.0,,,705.0,,0.0,146.7,139.0,-100.0,,,229.0,,-476.0,-329.3,-337.0,,,False,,False,False,False
30103,25,0.0,,,16.0,,0.0,,0.0,-25.0,,,-9.0,,-25.0,,-25.0,,,True,,False,,False
30105,453,192.0,,,902.0,,46.7,,32.0,-261.0,,,449.0,,-406.3,,-421.0,,,False,,False,,False
30107,80,32.0,,,12.0,,1.8,,26.0,-48.0,,,-68.0,,-78.2,,-54.0,,,False,,False,,False
30109,70,72.0,,,77.0,,9.8,,40.0,2.0,,,7.0,,-60.2,,-30.0,,,False,,False,,False
30111,7234,3568.0,,,4513.0,,885.1,1371.8,6314.0,-3666.0,,,-2721.0,,-6348.9,-5862.2,-920.0,,,True,,False,False,True
31001,1013,424.0,,,373.0,,42.4,275.2,222.0,-589.0,,,-640.0,,-970.6,-737.8,-791.0,,,False,,False,False,False
31003,231,248.0,,,100.0,,34.4,239.3,106.0,17.0,,,-131.0,,-196.6,8.3,-125.0,,,False,,False,True,False
31005,16,0.0,,,16.0,,0.0,,0.0,-16.0,,,0.0,,-16.0,,-16.0,,,True,,False,,False
31007,14,0.0,,,24.0,,0.0,,0.0,-14.0,,,10.0,,-14.0,,-14.0,,,True,,False,,False
31009,15,0.0,,,19.0,,0.0,,0.0,-15.0,,,4.0,,-15.0,,-15.0,,,True,,False,,False
31011,221,152.0,,,65.0,,16.1,,49.0,-69.0,,,-156.0,,-204.9,,-172.0,,,False,,False,,False
31013,535,176.0,,,98.0,,45.7,,62.0,-359.0,,,-437.0,,-489.3,,-473.0,,,False,,False,,False
31015,103,88.0,,,70.0,,6.2,,37.0,-15.0,,,-33.0,,-96.8,,-66.0,,,False,,False,,False
31017,115,128.0,,,64.0,,0.0,,38.0,13.0,,,-51.0,,-115.0,,-77.0,,,False,,False,,False
31019,2366,1120.0,,,494.0,,542.5,776.2,500.0,-1246.0,,,-1872.0,,-1823.5,-1589.8,-1866.0,,,False,,False,False,False
31021,335,56.0,,,75.0,,26.9,86.0,160.0,-279.0,,,-260.0,,-308.1,-249.0,-175.0,,,True,,False,True,True
31023,418,256.0,,,81.0,,63.8,127.1,157.0,-162.0,,,-337.0,,-354.1,-290.9,-261.0,,,False,,False,False,False
31025,786,240.0,,,130.0,,364.8,154.7,182.0,-546.0,,,-656.0,,-421.2,-631.3,-604.0,,,False,,True,False,False
31027,288,120.0,,,160.0,,14.8,133.8,136.0,-168.0,,,-128.0,,-273.2,-154.2,-152.0,,,True,,False,True,True
31029,233,80.0,,,37.0,,64.5,,81.0,-153.0,,,-196.0,,-168.5,,-152.0,,,False,,False,,True
31031,136,40.0,,,156.0,,0.3,,19.0,-96.0,,,20.0,,-135.7,,-117.0,,,True,,False,,False
31033,480,64.0,,,62.0,,52.9,25.1,217.0,-416.0,,,-418.0,,-427.1,-454.9,-263.0,,,False,,False,False,True
31035,303,80.0,,,35.0,,65.0,62.6,75.0,-223.0,,,-268.0,,-238.0,-240.4,-228.0,,,False,,False,False,False
31037,494,144.0,,,183.0,,124.3,26.0,0.0,-350.0,,,-311.0,,-369.7,-468.0,-494.0,,,True,,False,False,False
31039,425,216.0,,,151.0,,17.2,88.0,129.0,-209.0,,,-274.0,,-407.8,-337.0,-296.0,,,False,,False,False,False
31041,378,112.0,,,123.0,,81.9,42.6,173.0,-266.0,,,-255.0,,-296.1,-335.4,-205.0,,,True,,False,False,True
31043,852,624.0,,,266.0,,430.0,200.7,987.0,-228.0,,,-586.0,,-422.0,-651.3,135.0,,,False,,False,False,True
31045,323,96.0,,,121.0,,12.2,,88.0,-227.0,,,-202.0,,-310.8,,-235.0,,,True,,False,,False
31047,875,208.0,,,161.0,,254.4,142.5,152.0,-667.0,,,-714.0,,-620.6,-732.5,-723.0,,,False,,True,False,False
31049,38,0.0,,,40.0,,0.0,,0.0,-38.0,,,2.0,,-38.0,,-38.0,,,True,,False,,False
31051,293,112.0,,,79.0,,32.9,63.5,109.0,-181.0,,,-214.0,,-260.1,-229.5,-184.0,,,False,,False,False,False
31053,1587,928.0,,,541.0,,138.6,766.9,322.0,-659.0,,,-1046.0,,-1448.4,-820.1,-1265.0,,,False,,False,False,False
31055,22631,8592.0,,,5081.0,,4668.9,10201.9,5530.0,-14039.0,,,-17550.0,,-17962.1,-12429.1,-17101.0,,,False,,False,True,False
31057,49,16.0,,,30.0,,104.1,,46.0,-33.0,,,-19.0,,55.1,,-3.0,,,True,,False,,True
31059,275,24.0,,,37.0,,1.2,28.6,5.0,-251.0,,,-238.0,,-273.8,-246.4,-270.0,,,True,,False,True,False
31061,131,96.0,,,32.0,,226.1,,52.0,-35.0,,,-99.0,,95.1,,-79.0,,,False,,False,,False
31063,106,32.0,,,22.0,,3.3,,79.0,-74.0,,,-84.0,,-102.7,,-27.0,,,False,,False,,True
31065,218,32.0,,,40.0,,3.6,,10.0,-186.0,,,-178.0,,-214.3,,-208.0,,,True,,False,,False
31067,974,408.0,,,150.0,,139.8,306.8,190.0,-566.0,,,-824.0,,-834.2,-667.2,-784.0,,,False,,False,False,False
31069,65,24.0,,,28.0,,20.5,,31.0,-41.0,,,-37.0,,-44.5,,-34.0,,,True,,False,,True
31071,95,8.0,,,29.0,,1.4,,2.0,-87.0,,,-66.0,,-93.6,,-93.0,,,True,,False,,False
31073,66,72.0,,,36.0,,97.2,43.4,41.0,6.0,,,-30.0,,31.2,-22.6,-25.0,,,False,,False,False,False
31075,19,8.0,,,22.0,,0.2,,26.0,-11.0,,,3.0,,-18.8,,7.0,,,True,,False,,True
31077,89,80.0,,,28.0,,38.1,,35.0,-9.0,,,-61.0,,-50.9,,-54.0,,,False,,False,,False
31079,2473,552.0,,,735.0,,206.4,384.4,333.0,-1921.0,,,-1738.0,,-2266.6,-2088.6,-2140.0,,,True,,False,False,False
31081,389,144.0,,,69.0,,60.1,49.9,99.0,-245.0,,,-320.0,,-328.9,-339.1,-290.0,,,False,,False,False,False
31083,113,24.0,,,32.0,,1.6,,6.0,-89.0,,,-81.0,,-111.4,,-107.0,,,True,,False,,False
31085,43,0.0,,,18.0,,0.0,,,-43.0,,,-25.0,,-43.0,,,,,True,,False,,
31087,93,40.0,,,32.0,,23.4,,92.0,-53.0,,,-61.0,,-69.6,,-1.0,,,False,,False,,True
31089,402,320.0,,,205.0,,268.5,,180.0,-82.0,,,-197.0,,-133.5,,-222.0,,,False,,False,,False
31091,31,48.0,,,29.0,,2.5,,18.0,17.0,,,-2.0,,-28.6,,-13.0,,,True,,False,,True
31093,247,80.0,,,60.0,,111.1,50.2,41.0,-167.0,,,-187.0,,-135.9,-196.8,-206.0,,,False,,True,False,False
31095,324,56.0,,,55.0,,16.6,,193.0,-268.0,,,-269.0,,-307.4,,-131.0,,,False,,False,,True
31097,243,168.0,,,39.0,,43.9,,102.0,-75.0,,,-204.0,,-199.1,,-141.0,,,False,,False,,False
31099,338,120.0,,,60.0,,36.0,108.5,107.0,-218.0,,,-278.0,,-302.0,-229.5,-231.0,,,False,,False,False,False
31101,320,24.0,,,58.0,,0.0,,4.0,-296.0,,,-262.0,,-320.0,,-316.0,,,True,,False,,False
31103,17,0.0,,,41.0,,0.0,,0.0,-17.0,,,24.0,,-17.0,,-17.0,,,False,,False,,False
31105,145,32.0,,,37.0,,16.3,11.0,105.0,-113.0,,,-108.0,,-128.7,-134.0,-40.0,,,True,,False,False,True
31107,243,240.0,,,109.0,,13.1,210.2,67.0,-3.0,,,-134.0,,-229.9,-32.8,-176.0,,,False,,False,False,False
31109,9421,4576.0,,,3199.0,,401.3,2691.2,2143.0,-4845.0,,,-6222.0,,-9019.7,-6729.8,-7278.0,,,False,,False,False,False
31111,1803,752.0,,,357.0,,134.2,424.8,822.0,-1051.0,,,-1446.0,,-1668.8,-1378.2,-981.0,,,False,,False,False,True
31113,44,8.0,,,21.0,,0.2,,32.0,-36.0,,,-23.0,,-43.8,,-12.0,,,True,,False,,True
31115,28,0.0,,,24.0,,0.0,,0.0,-28.0,,,-4.0,,-28.0,,-28.0,,,True,,False,,False
31117,11,0.0,,,18.0,,0.0,,0.0,-11.0,,,7.0,,-11.0,,-11.0,,,True,,False,,False
31119,2164,472.0,,,756.0,,330.6,319.0,297.0,-1692.0,,,-1408.0,,-1833.4,-1845.0,-1867.0,,,True,,False,False,False
31121,362,48.0,,,86.0,,117.6,43.4,270.0,-314.0,,,-276.0,,-244.4,-318.6,-92.0,,,True,,True,False,True
31123,265,8.0,,,50.0,,2.5,3.0,2.0,-257.0,,,-215.0,,-262.6,-262.0,-263.0,,,True,,False,False,False
31125,220,72.0,,,50.0,,11.8,,12.0,-148.0,,,-170.0,,-208.2,,-208.0,,,False,,False,,False
31127,164,104.0,,,48.0,,10.1,,38.0,-60.0,,,-116.0,,-153.9,,-126.0,,,False,,False,,False
31129,195,8.0,,,35.0,,2.7,,1.0,-187.0,,,-160.0,,-192.3,,-194.0,,,True,,False,,False
31131,559,248.0,,,124.0,,135.6,244.1,311.0,-311.0,,,-435.0,,-423.4,-314.9,-248.0,,,False,,False,False,True
