,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27045,421,125.0,,108.0,,,,,198.0,,256.4,38.9,,54.2,62.4,,,,134.0,-296.0,,-313.0,,,,,-223.0,,-164.6,-382.1,,-366.8,-358.6,,,,-287.0,,False,,,,,True,,True,False,,False,False,,,,True
27047,848,205.0,,164.0,,,,,411.0,,224.8,121.4,,35.2,183.8,,,,76.0,-643.0,,-684.0,,,,,-437.0,,-623.2,-726.6,,-812.8,-664.2,,,,-772.0,,False,,,,,True,,True,False,,False,False,,,,False
27049,1394,410.0,,668.0,,,,,535.0,,441.4,232.5,,141.1,165.5,,,,712.0,-984.0,,-726.0,,,,,-859.0,,-952.6,-1161.5,,-1252.9,-1228.5,,,,-682.0,,True,,,,,True,,True,False,,False,False,,,,True
27051,176,60.0,,0.0,,,,,158.0,,84.8,15.2,,31.0,,,,,23.0,-116.0,,-176.0,,,,,-18.0,,-91.2,-160.8,,-145.0,,,,,-153.0,,False,,,,,True,,True,False,,False,,,,,False
27053,30423,9850.0,,10046.0,,,,,14601.0,,5085.0,4061.8,,6497.9,7933.2,,4921.6,,6788.0,-20573.0,,-20377.0,,,,,-15822.0,,-25338.0,-26361.2,,-23925.1,-22489.8,,-25501.4,,-23635.0,,True,,,,,True,,False,False,,False,False,,False,,False
27055,488,100.0,,79.0,,,,,215.0,,137.3,95.4,,90.6,22.9,,,,196.0,-388.0,,-409.0,,,,,-273.0,,-350.7,-392.6,,-397.4,-465.1,,,,-292.0,,False,,,,,True,,True,False,,False,False,,,,True
27057,740,465.0,,577.0,,,,,361.0,,2054.8,173.9,,231.2,90.7,,,,369.0,-275.0,,-163.0,,,,,-379.0,,1314.8,-566.1,,-508.8,-649.3,,,,-371.0,,True,,,,,False,,False,False,,False,False,,,,False
27059,1322,265.0,,211.0,,,,,474.0,,463.0,168.4,,229.8,90.3,,,,163.0,-1057.0,,-1111.0,,,,,-848.0,,-859.0,-1153.6,,-1092.2,-1231.7,,,,-1159.0,,False,,,,,True,,True,False,,False,False,,,,False
27061,1136,315.0,,151.0,,,,,533.0,,591.5,321.5,,75.7,104.7,,,,175.0,-821.0,,-985.0,,,,,-603.0,,-544.5,-814.5,,-1060.3,-1031.3,,,,-961.0,,False,,,,,True,,True,True,,False,False,,,,False
27063,276,110.0,,73.0,,,,,129.0,,138.3,30.8,,13.8,62.3,,,,94.0,-166.0,,-203.0,,,,,-147.0,,-137.7,-245.2,,-262.2,-213.7,,,,-182.0,,False,,,,,True,,True,False,,False,False,,,,False
27065,392,125.0,,111.0,,,,,226.0,,237.5,42.9,,27.8,34.1,,,,95.0,-267.0,,-281.0,,,,,-166.0,,-154.5,-349.1,,-364.2,-357.9,,,,-297.0,,False,,,,,True,,True,False,,False,False,,,,False
27067,2310,840.0,,1130.0,,,,,1145.0,,1090.5,400.4,,188.4,428.6,,471.3,,388.0,-1470.0,,-1180.0,,,,,-1165.0,,-1219.5,-1909.6,,-2121.6,-1881.4,,-1838.7,,-1922.0,,True,,,,,True,,True,False,,False,False,,False,,False
27069,175,65.0,,11.0,,,,,44.0,,591.4,9.4,,7.2,,,,,103.0,-110.0,,-164.0,,,,,-131.0,,416.4,-165.6,,-167.8,,,,,-72.0,,False,,,,,False,,False,False,,False,,,,,True
27071,220,40.0,,0.0,,,,,88.0,,100.5,34.0,,5.7,35.8,,,,51.0,-180.0,,-220.0,,,,,-132.0,,-119.5,-186.0,,-214.3,-184.2,,,,-169.0,,False,,,,,True,,True,False,,False,False,,,,True
27073,229,55.0,,42.0,,,,,160.0,,105.5,27.0,,15.7,0.0,,,,31.0,-174.0,,-187.0,,,,,-69.0,,-123.5,-202.0,,-213.3,-229.0,,,,-198.0,,False,,,,,True,,True,False,,False,False,,,,False
27075,288,100.0,,1.0,,,,,120.0,,239.6,49.2,,51.3,0.0,,,,131.0,-188.0,,-287.0,,,,,-168.0,,-48.4,-238.8,,-236.7,-288.0,,,,-157.0,,False,,,,,True,,True,False,,False,False,,,,True
27077,53,20.0,,0.0,,,,,10.0,,60.2,10.6,,,,,,,8.0,-33.0,,-53.0,,,,,-43.0,,7.2,-42.4,,,,,,,-45.0,,False,,,,,False,,True,False,,,,,,,False
27079,829,190.0,,319.0,,,,,237.0,,199.0,54.8,,120.1,0.0,,,,245.0,-639.0,,-510.0,,,,,-592.0,,-630.0,-774.2,,-708.9,-829.0,,,,-584.0,,True,,,,,True,,True,False,,False,False,,,,True
27081,169,105.0,,35.0,,,,,145.0,,111.6,19.3,,17.8,41.6,,,,51.0,-64.0,,-134.0,,,,,-24.0,,-57.4,-149.7,,-151.2,-127.4,,,,-118.0,,False,,,,,True,,True,False,,False,False,,,,False
27083,1175,250.0,,239.0,,,,,852.0,,275.7,159.8,,57.8,304.1,,,,150.0,-925.0,,-936.0,,,,,-323.0,,-899.3,-1015.2,,-1117.2,-870.9,,,,-1025.0,,False,,,,,True,,True,False,,False,True,,,,False
27085,1462,155.0,,156.0,,,,,453.0,,163.0,151.3,,80.0,71.3,,,,87.0,-1307.0,,-1306.0,,,,,-1009.0,,-1299.0,-1310.7,,-1382.0,-1390.7,,,,-1375.0,,True,,,,,True,,True,False,,False,False,,,,False
27087,181,110.0,,69.0,,,,,76.0,,258.4,13.9,,34.7,0.0,,,,72.0,-71.0,,-112.0,,,,,-105.0,,77.4,-167.1,,-146.3,-181.0,,,,-109.0,,False,,,,,False,,False,False,,False,False,,,,False
27089,365,140.0,,0.0,,,,,115.0,,241.4,24.0,,110.5,0.0,,,,155.0,-225.0,,-365.0,,,,,-250.0,,-123.6,-341.0,,-254.5,-365.0,,,,-210.0,,False,,,,,False,,True,False,,False,False,,,,True
27091,501,160.0,,134.0,,,,,316.0,,189.2,82.5,,36.7,0.0,,,,135.0,-341.0,,-367.0,,,,,-185.0,,-311.8,-418.5,,-464.3,-501.0,,,,-366.0,,False,,,,,True,,True,False,,False,False,,,,False
27093,914,125.0,,128.0,,,,,281.0,,251.6,169.3,,24.0,79.5,,,,155.0,-789.0,,-786.0,,,,,-633.0,,-662.4,-744.7,,-890.0,-834.5,,,,-759.0,,True,,,,,True,,True,True,,False,False,,,,True
27095,1098,295.0,,584.0,,,,,333.0,,1073.4,204.5,,158.6,86.4,,,,213.0,-803.0,,-514.0,,,,,-765.0,,-24.6,-893.5,,-939.4,-1011.6,,,,-885.0,,True,,,,,True,,True,False,,False,False,,,,False
27097,1568,750.0,,987.0,,,,,581.0,,2481.4,394.1,,240.8,227.6,,,,537.0,-818.0,,-581.0,,,,,-987.0,,913.4,-1173.9,,-1327.2,-1340.4,,,,-1031.0,,True,,,,,False,,False,False,,False,False,,,,False
27099,1066,120.0,,98.0,,,,,534.0,,172.4,80.8,,30.4,5.7,,77.1,,94.0,-946.0,,-968.0,,,,,-532.0,,-893.6,-985.2,,-1035.6,-1060.3,,-988.9,,-972.0,,False,,,,,True,,True,False,,False,False,,False,,False
27101,303,170.0,,107.0,,,,,149.0,,181.5,50.1,,37.4,97.7,,,,89.0,-133.0,,-196.0,,,,,-154.0,,-121.5,-252.9,,-265.6,-205.3,,,,-214.0,,False,,,,,False,,True,False,,False,False,,,,False
27103,869,275.0,,323.0,,,,,330.0,,260.3,99.6,,208.5,260.6,,,,450.0,-594.0,,-546.0,,,,,-539.0,,-608.7,-769.4,,-660.5,-608.4,,,,-419.0,,True,,,,,True,,False,False,,False,False,,,,True
27105,792,755.0,,,,,,,802.0,,246.3,196.7,,206.6,42.1,,332.0,,1414.0,-37.0,,,,,,,10.0,,-545.7,-595.3,,-585.4,-749.9,,-460.0,,622.0,,,,,,,True,,False,False,,False,False,,False,,False
27107,227,130.0,,67.0,,,,,208.0,,160.2,11.6,,39.8,11.6,,,,79.0,-97.0,,-160.0,,,,,-19.0,,-66.8,-215.4,,-187.2,-215.4,,,,-148.0,,False,,,,,True,,True,False,,False,False,,,,False
27109,3303,1035.0,,1366.0,,,,,1847.0,,871.5,639.4,,652.7,977.5,,877.3,,1193.0,-2268.0,,-1937.0,,,,,-1456.0,,-2431.5,-2663.6,,-2650.3,-2325.5,,-2425.7,,-2110.0,,True,,,,,True,,False,False,,False,False,,False,,True
27111,2154,775.0,,1224.0,,,,,1623.0,,1443.5,486.6,,200.9,280.8,,,,669.0,-1379.0,,-930.0,,,,,-531.0,,-710.5,-1667.4,,-1953.1,-1873.2,,,,-1485.0,,True,,,,,True,,True,False,,False,False,,,,False
27113,442,140.0,,146.0,,,,,374.0,,150.0,55.8,,116.2,46.5,,,,115.0,-302.0,,-296.0,,,,,-68.0,,-292.0,-386.2,,-325.8,-395.5,,,,-327.0,,True,,,,,True,,True,False,,False,False,,,,False
27115,782,180.0,,191.0,,,,,452.0,,282.4,241.8,,63.7,0.0,,,,117.0,-602.0,,-591.0,,,,,-330.0,,-499.6,-540.2,,-718.3,-782.0,,,,-665.0,,True,,,,,True,,True,True,,False,False,,,,False
27117,365,110.0,,133.0,,,,,344.0,,83.8,37.1,,53.1,0.0,,,,51.0,-255.0,,-232.0,,,,,-21.0,,-281.2,-327.9,,-311.9,-365.0,,,,-314.0,,True,,,,,True,,False,False,,False,False,,,,False
27119,1871,690.0,,1052.0,,,,,1013.0,,779.7,219.8,,591.4,187.5,,,,495.0,-1181.0,,-819.0,,,,,-858.0,,-1091.3,-1651.2,,-1279.6,-1683.5,,,,-1376.0,,True,,,,,True,,True,False,,False,False,,,,False
27121,373,90.0,,94.0,,,,,266.0,,193.4,34.6,,5.3,48.6,,,,88.0,-283.0,,-279.0,,,,,-107.0,,-179.6,-338.4,,-367.7,-324.4,,,,-285.0,,True,,,,,True,,True,False,,False,False,,,,False
27123,13150,4230.0,,3196.0,,,,,6008.0,,2805.8,2087.9,,2201.5,3347.9,,4653.1,,3092.0,-8920.0,,-9954.0,,,,,-7142.0,,-10344.2,-11062.1,,-10948.5,-9802.1,,-8496.9,,-10058.0,,False,,,,,True,,False,False,,False,False,,True,,False
27125,130,110.0,,77.0,,,,,52.0,,163.4,7.8,,13.7,,,,,85.0,-20.0,,-53.0,,,,,-78.0,,33.4,-122.2,,-116.3,,,,,-45.0,,False,,,,,False,,False,False,,False,,,,,False
27127,645,175.0,,119.0,,,,,267.0,,245.7,75.0,,83.6,0.0,,,,261.0,-470.0,,-526.0,,,,,-378.0,,-399.3,-570.0,,-561.4,-645.0,,,,-384.0,,False,,,,,True,,True,False,,False,False,,,,True
27129,581,130.0,,129.0,,,,,167.0,,153.5,50.2,,82.1,90.0,,,,70.0,-451.0,,-452.0,,,,,-414.0,,-427.5,-530.8,,-498.9,-491.0,,,,-511.0,,False,,,,,True,,True,False,,False,False,,,,False
27131,2403,365.0,,325.0,,,,,658.0,,324.8,229.5,,87.3,14.8,,136.7,,290.0,-2038.0,,-2078.0,,,,,-1745.0,,-2078.2,-2173.5,,-2315.7,-2388.2,,-2266.3,,-2113.0,,False,,,,,True,,False,False,,False,False,,False,,False
27133,432,210.0,,263.0,,,,,233.0,,242.0,50.9,,33.1,0.0,,,,41.0,-222.0,,-169.0,,,,,-199.0,,-190.0,-381.1,,-398.9,-432.0,,,,-391.0,,True,,,,,True,,True,False,,False,False,,,,False
27135,886,400.0,,450.0,,,,,105.0,,617.9,79.1,,486.9,36.4,,,,309.0,-486.0,,-436.0,,,,,-781.0,,-268.1,-806.9,,-399.1,-849.6,,,,-577.0,,True,,,,,False,,True,False,,True,False,,,,False
27137,5521,1865.0,,1811.0,,,,,2555.0,,2521.0,1229.6,,2065.1,857.1,,968.8,,1604.0,-3656.0,,-3710.0,,,,,-2966.0,,-3000.0,-4291.4,,-3455.9,-4663.9,,-4552.2,,-3917.0,,False,,,,,True,,True,False,,True,False,,False,,False
27139,4853,1180.0,,1432.0,,,,,1313.0,,988.1,322.3,,799.3,973.7,,833.5,,1462.0,-3673.0,,-3421.0,,,,,-3540.0,,-3864.9,-4530.7,,-4053.7,-3879.3,,-4019.5,,-3391.0,,True,,,,,True,,False,False,,False,False,,False,,True
27141,4044,835.0,,782.0,,,,,995.0,,1019.0,368.7,,667.4,384.9,,432.6,,826.0,-3209.0,,-3262.0,,,,,-3049.0,,-3025.0,-3675.3,,-3376.6,-3659.1,,-3611.4,,-3218.0,,False,,,,,True,,True,False,,False,False,,False,,False
27143,523,75.0,,36.0,,,,,105.0,,102.2,58.9,,35.7,3.4,,,,54.0,-448.0,,-487.0,,,,,-418.0,,-420.8,-464.1,,-487.3,-519.6,,,,-469.0,,False,,,,,True,,True,False,,False,False,,,,False
27145,7781,2910.0,,2450.0,,,,,3675.0,,2791.0,1118.2,,2081.7,1337.0,,1371.2,,1676.0,-4871.0,,-5331.0,,,,,-4106.0,,-4990.0,-6662.8,,-5699.3,-6444.0,,-6409.8,,-6105.0,,False,,,,,True,,False,False,,False,False,,False,,False
27147,1157,220.0,,202.0,,,,,420.0,,312.0,112.6,,86.8,248.4,,,,195.0,-937.0,,-955.0,,,,,-737.0,,-845.0,-1044.4,,-1070.2,-908.6,,,,-962.0,,False,,,,,True,,True,False,,False,True,,,,False
27149,326,120.0,,111.0,,,,,463.0,,129.1,90.0,,34.5,17.1,,,,78.0,-206.0,,-215.0,,,,,137.0,,-196.9,-236.0,,-291.5,-308.9,,,,-248.0,,False,,,,,True,,True,False,,False,False,,,,False
27151,374,85.0,,47.0,,,,,334.0,,89.4,33.2,,8.6,0.0,,,,0.0,-289.0,,-327.0,,,,,-40.0,,-284.6,-340.8,,-365.4,-374.0,,,,-374.0,,False,,,,,True,,True,False,,False,False,,,,False
27153,998,600.0,,1391.0,,,,,664.0,,853.4,270.1,,146.6,34.9,,,,299.0,-398.0,,393.0,,,,,-334.0,,-144.6,-727.9,,-851.4,-963.1,,,,-699.0,,True,,,,,True,,True,False,,False,False,,,,False
27155,91,35.0,,0.0,,,,,106.0,,90.9,7.3,,8.4,,,,,21.0,-56.0,,-91.0,,,,,15.0,,-0.1,-83.7,,-82.6,,,,,-70.0,,False,,,,,True,,True,False,,False,,,,,False
27157,660,300.0,,389.0,,,,,294.0,,383.1,75.7,,243.2,128.9,,,,79.0,-360.0,,-271.0,,,,,-366.0,,-276.9,-584.3,,-416.8,-531.1,,,,-581.0,,True,,,,,False,,True,False,,False,False,,,,False
27159,549,265.0,,379.0,,,,,316.0,,1222.6,73.1,,97.6,0.0,,,,154.0,-284.0,,-170.0,,,,,-233.0,,673.6,-475.9,,-451.4,-549.0,,,,-395.0,,True,,,,,True,,False,False,,False,False,,,,False
27161,451,115.0,,82.0,,,,,172.0,,149.3,70.5,,21.9,0.0,,,,70.0,-336.0,,-369.0,,,,,-279.0,,-301.7,-380.4,,-429.1,-451.0,,,,-381.0,,False,,,,,True,,True,False,,False,False,,,,False
27163,7699,4070.0,,6247.0,,,,,2283.0,,2714.3,1280.5,,3898.0,1775.2,,2264.1,,1357.0,-3629.0,,-1452.0,,,,,-5416.0,,-4984.7,-6418.5,,-3801.0,-5923.8,,-5434.9,,-6342.0,,True,,,,,False,,False,False,,False,False,,False,,False
27165,255,100.0,,35.0,,,,,151.0,,82.7,40.6,,23.0,0.0,,,,249.0,-155.0,,-220.0,,,,,-104.0,,-172.3,-214.4,,-232.0,-255.0,,,,-6.0,,False,,,,,True,,False,False,,False,False,,,,True
27167,238,90.0,,68.0,,,,,275.0,,191.6,10.0,,17.2,32.8,,,,43.0,-148.0,,-170.0,,,,,37.0,,-46.4,-228.0,,-220.8,-205.2,,,,-195.0,,False,,,,,True,,True,False,,False,False,,,,False
27169,1494,430.0,,525.0,,,,,878.0,,516.0,224.7,,165.6,0.0,,551.6,,417.0,-1064.0,,-969.0,,,,,-616.0,,-978.0,-1269.3,,-1328.4,-1494.0,,-942.4,,-1077.0,,True,,,,,True,,True,False,,False,False,,True,,False
27171,5029,1115.0,,781.0,,,,,1627.0,,962.1,653.7,,490.7,663.4,,698.0,,552.0,-3914.0,,-4248.0,,,,,-3402.0,,-4066.9,-4375.3,,-4538.3,-4365.6,,-4331.0,,-4477.0,,False,,,,,True,,False,False,,False,False,,False,,False
27173,352,90.0,,72.0,,,,,263.0,,76.7,46.1,,44.5,0.0,,,,37.0,-262.0,,-280.0,,,,,-89.0,,-275.3,-305.9,,-307.5,-352.0,,,,-315.0,,False,,,,,True,,False,False,,False,False,,,,False
28001,334,225.0,,236.0,,,,,284.0,,258.4,125.8,,78.7,0.2,,91.1,,292.0,-109.0,,-98.0,,,,,-50.0,,-75.6,-208.2,,-255.3,-333.8,,-242.9,,-42.0,,True,,,,,True,,True,False,,False,False,,False,,True
28003,512,285.0,,379.0,,,,,413.0,,369.6,93.2,,184.0,0.3,,,,268.0,-227.0,,-133.0,,,,,-99.0,,-142.4,-418.8,,-328.0,-511.7,,,,-244.0,,True,,,,,True,,True,False,,False,False,,,,False
28005,115,50.0,,35.0,,,,,78.0,,89.7,44.3,,4.8,0.3,,,,9.0,-65.0,,-80.0,,,,,-37.0,,-25.3,-70.7,,-110.2,-114.7,,,,-106.0,,False,,,,,True,,True,False,,False,False,,,,False
28007,336,155.0,,220.0,,,,,134.0,,221.0,70.3,,22.4,0.8,,,,67.0,-181.0,,-116.0,,,,,-202.0,,-115.0,-265.7,,-313.6,-335.2,,,,-269.0,,True,,,,,False,,True,False,,False,False,,,,False
28009,152,205.0,,28.0,,,,,114.0,,264.6,18.5,,86.4,72.0,,,,152.0,53.0,,-124.0,,,,,-38.0,,112.6,-133.5,,-65.6,-80.0,,,,0.0,,False,,,,,True,,False,False,,False,False,,,,True
28011,397,195.0,,114.0,,,,,289.0,,119.1,50.7,,122.9,0.3,,132.1,,0.0,-202.0,,-283.0,,,,,-108.0,,-277.9,-346.3,,-274.1,-396.7,,-264.9,,-397.0,,False,,,,,True,,False,False,,False,False,,False,,False
28013,129,85.0,,0.0,,,,,148.0,,241.9,31.6,,21.6,0.1,,,,55.0,-44.0,,-129.0,,,,,19.0,,112.9,-97.4,,-107.4,-128.9,,,,-74.0,,False,,,,,True,,False,False,,False,False,,,,False
28015,231,175.0,,0.0,,,,,82.0,,704.6,45.5,,93.5,127.6,,,,36.0,-56.0,,-231.0,,,,,-149.0,,473.6,-185.5,,-137.5,-103.4,,,,-195.0,,False,,,,,False,,False,False,,False,False,,,,False
28017,221,190.0,,97.0,,,,,159.0,,257.1,70.0,,85.0,0.3,,,,92.0,-31.0,,-124.0,,,,,-62.0,,36.1,-151.0,,-136.0,-220.7,,,,-129.0,,False,,,,,False,,False,False,,False,False,,,,False
28019,127,25.0,,0.0,,,,,54.0,,18.3,16.5,,6.2,0.0,,,,5.0,-102.0,,-127.0,,,,,-73.0,,-108.7,-110.5,,-120.8,-127.0,,,,-122.0,,False,,,,,True,,False,False,,False,False,,,,False
28021,49,35.0,,0.0,,,,,45.0,,64.2,29.4,,3.2,0.0,,,,7.0,-14.0,,-49.0,,,,,-4.0,,15.2,-19.6,,-45.8,-49.0,,,,-42.0,,False,,,,,True,,False,False,,False,False,,,,False
28023,147,245.0,,123.0,,,,,77.0,,283.5,89.6,,140.5,0.5,,,,37.0,98.0,,-24.0,,,,,-70.0,,136.5,-57.4,,-6.5,-146.5,,,,-110.0,,True,,,,,True,,False,True,,True,False,,,,False
28025,220,135.0,,62.0,,,,,110.0,,150.0,76.7,,27.1,0.3,,,,37.0,-85.0,,-158.0,,,,,-110.0,,-70.0,-143.3,,-192.9,-219.7,,,,-183.0,,False,,,,,False,,True,False,,False,False,,,,False
28027,256,105.0,,54.0,,,,,351.0,,193.1,50.9,,12.7,0.1,,107.4,,77.0,-151.0,,-202.0,,,,,95.0,,-62.9,-205.1,,-243.3,-255.9,,-148.6,,-179.0,,False,,,,,True,,True,False,,False,False,,True,,False
28029,266,210.0,,275.0,,,,,215.0,,303.1,96.8,,38.8,0.8,,84.9,,135.0,-56.0,,9.0,,,,,-51.0,,37.1,-169.2,,-227.2,-265.2,,-181.1,,-131.0,,True,,,,,True,,True,False,,False,False,,False,,False
28031,259,335.0,,211.0,,,,,108.0,,350.8,112.4,,157.5,0.1,,,,90.0,76.0,,-48.0,,,,,-151.0,,91.8,-146.6,,-101.5,-258.9,,,,-169.0,,True,,,,,False,,False,False,,False,False,,,,False
28033,3058,2440.0,,2718.0,,,,,1963.0,,2115.9,581.4,,1834.9,112.9,,1146.1,,2914.0,-618.0,,-340.0,,,,,-1095.0,,-942.1,-2476.6,,-1223.1,-2945.1,,-1911.9,,-144.0,,True,,,,,False,,False,False,,False,False,,False,,True
28035,785,595.0,,247.0,,,,,469.0,,527.4,296.3,,283.4,3.1,,374.0,,231.0,-190.0,,-538.0,,,,,-316.0,,-257.6,-488.7,,-501.6,-781.9,,-411.0,,-554.0,,False,,,,,False,,False,False,,False,False,,False,,False
28037,97,70.0,,0.0,,,,,56.0,,134.4,12.9,,3.2,29.0,,,,104.0,-27.0,,-97.0,,,,,-41.0,,37.4,-84.1,,-93.8,-68.0,,,,7.0,,False,,,,,False,,False,False,,False,False,,,,True
28039,263,300.0,,0.0,,,,,120.0,,332.1,80.8,,196.6,0.1,,,,167.0,37.0,,-263.0,,,,,-143.0,,69.1,-182.2,,-66.4,-262.9,,,,-96.0,,False,,,,,False,,False,False,,False,False,,,,False
28041,125,155.0,,17.0,,,,,91.0,,122.1,62.6,,34.0,0.0,,,,127.0,30.0,,-108.0,,,,,-34.0,,-2.9,-62.4,,-91.0,-125.0,,,,2.0,,False,,,,,False,,True,False,,False,False,,,,True
28043,183,150.0,,153.0,,,,,211.0,,183.5,71.5,,32.4,0.2,,54.9,,19.0,-33.0,,-30.0,,,,,28.0,,0.5,-111.5,,-150.6,-182.8,,-128.1,,-164.0,,True,,,,,True,,True,False,,False,False,,False,,False
28045,371,375.0,,479.0,,,,,235.0,,579.7,172.0,,345.5,174.7,,,,449.0,4.0,,108.0,,,,,-136.0,,208.7,-199.0,,-25.5,-196.3,,,,78.0,,False,,,,,False,,False,False,,False,False,,,,False
28047,1893,2195.0,,2297.0,,,,,1303.0,,1759.5,837.2,,2528.6,1244.0,,846.6,,3913.0,302.0,,404.0,,,,,-590.0,,-133.5,-1055.8,,635.6,-649.0,,-1046.4,,2020.0,,False,,,,,False,,True,False,,False,False,,False,,False
28049,2011,1210.0,,956.0,,,,,1437.0,,1051.8,561.6,,819.4,16.8,,422.6,,1123.0,-801.0,,-1055.0,,,,,-574.0,,-959.2,-1449.4,,-1191.6,-1994.2,,-1588.4,,-888.0,,False,,,,,True,,False,False,,False,False,,False,,False
28051,161,85.0,,35.0,,,,,103.0,,66.1,24.1,,23.0,0.1,,68.4,,0.0,-76.0,,-126.0,,,,,-58.0,,-94.9,-136.9,,-138.0,-160.9,,-92.6,,-161.0,,False,,,,,True,,False,False,,False,False,,False,,False
28053,98,195.0,,111.0,,,,,56.0,,137.3,29.6,,44.2,11.6,,,,141.0,97.0,,13.0,,,,,-42.0,,39.3,-68.4,,-53.8,-86.4,,,,43.0,,True,,,,,True,,True,True,,True,True,,,,True
28055,9,5.0,,0.0,,,,,21.0,,9.0,1.4,,,0.0,,,,0.0,-4.0,,-9.0,,,,,12.0,,-0.0,-7.6,,,-9.0,,,,-9.0,,False,,,,,False,,True,False,,,False,,,,False
28057,390,260.0,,242.0,,,,,144.0,,412.5,117.7,,133.1,278.7,,218.3,,64.0,-130.0,,-148.0,,,,,-246.0,,22.5,-272.3,,-256.9,-111.3,,-171.7,,-326.0,,False,,,,,False,,True,False,,False,True,,False,,False
28059,1782,1435.0,,1356.0,,,,,1035.0,,1152.6,709.9,,1378.8,7.9,,544.4,,669.0,-347.0,,-426.0,,,,,-747.0,,-629.4,-1072.1,,-403.2,-1774.1,,-1237.6,,-1113.0,,False,,,,,False,,False,False,,False,False,,False,,False
28061,142,135.0,,70.0,,,,,114.0,,213.4,93.4,,15.9,0.1,,,,29.0,-7.0,,-72.0,,,,,-28.0,,71.4,-48.6,,-126.1,-141.9,,,,-113.0,,False,,,,,False,,False,False,,False,False,,,,False
28063,79,70.0,,35.0,,,,,45.0,,83.8,21.2,,8.2,0.0,,,,104.0,-9.0,,-44.0,,,,,-34.0,,4.8,-57.8,,-70.8,-79.0,,,,25.0,,False,,,,,False,,True,False,,False,False,,,,False
28065,160,85.0,,14.0,,,,,64.0,,94.8,53.2,,18.9,0.0,,,,61.0,-75.0,,-146.0,,,,,-96.0,,-65.2,-106.8,,-141.1,-160.0,,,,-99.0,,False,,,,,False,,True,False,,False,False,,,,False
28067,652,540.0,,526.0,,,,,799.0,,454.1,345.3,,205.8,1.1,,316.7,,200.0,-112.0,,-126.0,,,,,147.0,,-197.9,-306.7,,-446.2,-650.9,,-335.3,,-452.0,,False,,,,,False,,False,False,,False,False,,False,,False
28069,110,50.0,,0.0,,,,,51.0,,55.3,23.9,,4.9,0.0,,,,11.0,-60.0,,-110.0,,,,,-59.0,,-54.7,-86.1,,-105.1,-110.0,,,,-99.0,,False,,,,,True,,True,False,,False,False,,,,False
28071,756,455.0,,482.0,,,,,411.0,,305.8,129.9,,375.8,10.0,,328.1,,273.0,-301.0,,-274.0,,,,,-345.0,,-450.2,-626.1,,-380.2,-746.0,,-427.9,,-483.0,,True,,,,,False,,False,False,,False,False,,False,,False
28073,660,675.0,,676.0,,,,,349.0,,784.5,371.1,,240.6,2.5,,273.7,,606.0,15.0,,16.0,,,,,-311.0,,124.5,-288.9,,-419.4,-657.5,,-386.3,,-54.0,,False,,,,,False,,False,False,,False,False,,False,,False
28075,1018,745.0,,995.0,,,,,689.0,,464.3,255.6,,251.1,388.2,,423.6,,303.0,-273.0,,-23.0,,,,,-329.0,,-553.7,-762.4,,-766.9,-629.8,,-594.4,,-715.0,,True,,,,,False,,False,False,,False,False,,False,,False
28077,200,145.0,,0.0,,,,,65.0,,118.2,50.9,,55.4,0.2,,,,61.0,-55.0,,-200.0,,,,,-135.0,,-81.8,-149.1,,-144.6,-199.8,,,,-139.0,,False,,,,,False,,False,False,,False,False,,,,False
28079,199,160.0,,384.0,,,,,234.0,,340.1,120.0,,35.1,1.6,,86.7,,62.0,-39.0,,185.0,,,,,35.0,,141.1,-79.0,,-163.9,-197.4,,-112.3,,-137.0,,False,,,,,True,,False,False,,False,False,,False,,False
