,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26003,128,85.0,,109.0,,,,,35.0,,1095.9,74.0,,,0.0,,,,85.0,-43.0,,-19.0,,,,,-93.0,,967.9,-54.0,,,-128.0,,,,-43.0,,True,,,,,False,,False,False,,,False,,,,False
26005,2669,805.0,,1048.0,,,,,1239.0,,984.5,1106.5,,817.7,446.0,,396.1,,968.0,-1864.0,,-1621.0,,,,,-1430.0,,-1684.5,-1562.5,,-1851.3,-2223.0,,-2272.9,,-1701.0,,True,,,,,True,,True,True,,True,False,,False,,True
26007,485,0.0,,22.0,,,,,153.0,,92.9,57.9,,0.4,19.3,,,,72.0,-485.0,,-463.0,,,,,-332.0,,-392.1,-427.1,,-484.6,-465.7,,,,-413.0,,True,,,,,True,,True,True,,True,True,,,,True
26009,298,115.0,,264.0,,,,,156.0,,326.9,64.4,,65.6,102.3,,,,174.0,-183.0,,-34.0,,,,,-142.0,,28.9,-233.6,,-232.4,-195.7,,,,-124.0,,True,,,,,True,,True,False,,False,False,,,,True
26011,335,20.0,,19.0,,,,,96.0,,64.4,33.5,,10.2,,,,,17.0,-315.0,,-316.0,,,,,-239.0,,-270.6,-301.5,,-324.8,,,,,-318.0,,False,,,,,True,,True,True,,False,,,,,False
26013,396,70.0,,37.0,,,,,67.0,,241.8,38.0,,25.7,,,,,46.0,-326.0,,-359.0,,,,,-329.0,,-154.2,-358.0,,-370.3,,,,,-350.0,,False,,,,,False,,True,False,,False,,,,,False
26015,1480,555.0,,584.0,,,,,594.0,,806.8,362.8,,229.7,329.3,,,,319.0,-925.0,,-896.0,,,,,-886.0,,-673.2,-1117.2,,-1250.3,-1150.7,,,,-1161.0,,True,,,,,True,,True,False,,False,False,,,,False
26017,3031,630.0,,808.0,,,,,1260.0,,445.9,692.4,,206.8,403.5,,330.9,,656.0,-2401.0,,-2223.0,,,,,-1771.0,,-2585.1,-2338.6,,-2824.2,-2627.5,,-2700.1,,-2375.0,,True,,,,,True,,False,True,,False,False,,False,,True
26019,284,55.0,,85.0,,,,,123.0,,122.9,63.5,,8.3,81.6,,,,69.0,-229.0,,-199.0,,,,,-161.0,,-161.1,-220.5,,-275.7,-202.4,,,,-215.0,,True,,,,,True,,True,True,,False,True,,,,True
26021,4022,1505.0,,2123.0,,,,,1364.0,,1502.7,1652.6,,871.2,751.3,,856.6,,1492.0,-2517.0,,-1899.0,,,,,-2658.0,,-2519.3,-2369.4,,-3150.8,-3270.7,,-3165.4,,-2530.0,,True,,,,,False,,False,True,,False,False,,False,,False
26023,1399,410.0,,689.0,,,,,426.0,,450.4,377.9,,173.6,309.7,,,,434.0,-989.0,,-710.0,,,,,-973.0,,-948.6,-1021.1,,-1225.4,-1089.3,,,,-965.0,,True,,,,,True,,True,False,,False,False,,,,True
26025,3215,2535.0,,4510.0,,,,,1385.0,,2452.5,1781.6,,2017.8,918.8,,2081.7,,1399.0,-680.0,,1295.0,,,,,-1830.0,,-762.5,-1433.4,,-1197.2,-2296.2,,-1133.3,,-1816.0,,False,,,,,False,,False,False,,False,False,,False,,False
26027,1227,695.0,,1137.0,,,,,541.0,,1179.5,451.4,,160.6,280.9,,,,710.0,-532.0,,-90.0,,,,,-686.0,,-47.5,-775.6,,-1066.4,-946.1,,,,-517.0,,True,,,,,False,,True,False,,False,False,,,,True
26029,406,155.0,,181.0,,,,,228.0,,154.9,51.4,,49.9,101.6,,,,158.0,-251.0,,-225.0,,,,,-178.0,,-251.1,-354.6,,-356.1,-304.4,,,,-248.0,,True,,,,,True,,False,False,,False,False,,,,True
26031,347,105.0,,170.0,,,,,253.0,,184.9,77.5,,19.3,75.1,,,,283.0,-242.0,,-177.0,,,,,-94.0,,-162.1,-269.5,,-327.7,-271.9,,,,-64.0,,True,,,,,True,,True,False,,False,False,,,,True
26033,735,120.0,,178.0,,,,,249.0,,156.3,178.6,,94.0,177.7,,,,404.0,-615.0,,-557.0,,,,,-486.0,,-578.7,-556.4,,-641.0,-557.3,,,,-331.0,,True,,,,,True,,True,True,,False,True,,,,True
26035,491,225.0,,545.0,,,,,347.0,,725.6,147.4,,201.0,120.8,,,,245.0,-266.0,,54.0,,,,,-144.0,,234.6,-343.6,,-290.0,-370.2,,,,-246.0,,True,,,,,True,,True,False,,False,False,,,,True
26037,1637,880.0,,2386.0,,,,,729.0,,861.1,499.7,,511.1,359.8,,,,1090.0,-757.0,,749.0,,,,,-908.0,,-775.9,-1137.3,,-1125.9,-1277.2,,,,-547.0,,True,,,,,False,,False,False,,False,False,,,,True
26039,185,70.0,,39.0,,,,,200.0,,54.0,38.9,,17.7,17.2,,,,140.0,-115.0,,-146.0,,,,,15.0,,-131.0,-146.1,,-167.3,-167.8,,,,-45.0,,False,,,,,True,,False,False,,False,False,,,,True
26041,1297,910.0,,508.0,,,,,649.0,,1059.0,175.1,,604.2,475.5,,,,86.0,-387.0,,-789.0,,,,,-648.0,,-238.0,-1121.9,,-692.8,-821.5,,,,-1211.0,,False,,,,,False,,True,False,,False,False,,,,False
26043,1108,795.0,,908.0,,,,,701.0,,1971.1,136.5,,381.0,170.3,,,,374.0,-313.0,,-200.0,,,,,-407.0,,863.1,-971.5,,-727.0,-937.7,,,,-734.0,,True,,,,,False,,False,False,,False,False,,,,False
26045,1984,830.0,,1285.0,,,,,849.0,,1160.7,1005.6,,303.7,506.4,,,,952.0,-1154.0,,-699.0,,,,,-1135.0,,-823.3,-978.4,,-1680.3,-1477.6,,,,-1032.0,,True,,,,,True,,True,True,,False,False,,,,True
26047,718,195.0,,232.0,,,,,270.0,,136.4,71.6,,62.4,91.3,,,,468.0,-523.0,,-486.0,,,,,-448.0,,-581.6,-646.4,,-655.6,-626.7,,,,-250.0,,True,,,,,True,,False,False,,False,False,,,,True
26049,8251,2905.0,,2015.0,,,,,3147.0,,2960.0,5094.9,,1430.7,2094.0,,1829.7,,2799.0,-5346.0,,-6236.0,,,,,-5104.0,,-5291.0,-3156.1,,-6820.3,-6157.0,,-6421.3,,-5452.0,,False,,,,,True,,True,True,,False,False,,False,,False
26051,615,145.0,,246.0,,,,,235.0,,415.2,113.9,,66.2,113.0,,,,145.0,-470.0,,-369.0,,,,,-380.0,,-199.8,-501.1,,-548.8,-502.0,,,,-470.0,,True,,,,,True,,True,False,,False,False,,,,False
26053,401,525.0,,801.0,,,,,264.0,,1602.4,73.9,,469.8,109.8,,,,0.0,124.0,,400.0,,,,,-137.0,,1201.4,-327.1,,68.8,-291.2,,,,-401.0,,False,,,,,False,,False,False,,True,False,,,,False
26055,1202,520.0,,869.0,,,,,1478.0,,447.6,331.6,,222.0,412.9,,,,790.0,-682.0,,-333.0,,,,,276.0,,-754.4,-870.4,,-980.0,-789.1,,,,-412.0,,True,,,,,True,,False,False,,False,False,,,,True
26057,1392,365.0,,484.0,,,,,540.0,,368.3,216.0,,131.0,173.6,,,,192.0,-1027.0,,-908.0,,,,,-852.0,,-1023.7,-1176.0,,-1261.0,-1218.4,,,,-1200.0,,True,,,,,True,,True,False,,False,False,,,,False
26059,1143,245.0,,468.0,,,,,342.0,,384.8,321.6,,69.2,213.5,,,,371.0,-898.0,,-675.0,,,,,-801.0,,-758.2,-821.4,,-1073.8,-929.5,,,,-772.0,,True,,,,,True,,True,True,,False,False,,,,True
26061,613,300.0,,51.0,,,,,585.0,,250.2,259.9,,181.7,0.0,,,,74.0,-313.0,,-562.0,,,,,-28.0,,-362.8,-353.1,,-431.3,-613.0,,,,-539.0,,False,,,,,True,,False,False,,False,False,,,,False
26063,492,35.0,,35.0,,,,,52.0,,99.7,124.8,,3.8,158.7,,,,15.0,-457.0,,-457.0,,,,,-440.0,,-392.3,-367.2,,-488.2,-333.3,,,,-477.0,,False,,,,,True,,True,True,,False,True,,,,False
26065,4300,1475.0,,1425.0,,,,,2280.0,,1053.9,2342.1,,552.6,0.1,,1442.3,,837.0,-2825.0,,-2875.0,,,,,-2020.0,,-3246.1,-1957.9,,-3747.4,-4299.9,,-2857.7,,-3463.0,,False,,,,,True,,False,True,,False,False,,False,,False
26067,1647,565.0,,1222.0,,,,,737.0,,912.5,609.3,,356.5,259.2,,,,431.0,-1082.0,,-425.0,,,,,-910.0,,-734.5,-1037.7,,-1290.5,-1387.8,,,,-1216.0,,True,,,,,True,,True,True,,False,False,,,,False
26069,438,105.0,,68.0,,,,,48.0,,139.2,100.8,,3.4,115.6,,,,92.0,-333.0,,-370.0,,,,,-390.0,,-298.8,-337.2,,-434.6,-322.4,,,,-346.0,,False,,,,,False,,True,False,,False,True,,,,False
26071,295,425.0,,354.0,,,,,234.0,,543.5,146.9,,190.4,152.6,,,,88.0,130.0,,59.0,,,,,-61.0,,248.5,-148.1,,-104.6,-142.4,,,,-207.0,,True,,,,,True,,False,False,,True,False,,,,False
26073,1416,395.0,,293.0,,,,,944.0,,383.2,463.3,,111.5,0.0,,,,350.0,-1021.0,,-1123.0,,,,,-472.0,,-1032.8,-952.7,,-1304.5,-1416.0,,,,-1066.0,,False,,,,,True,,False,True,,False,False,,,,False
26075,3467,995.0,,829.0,,,,,1301.0,,1180.8,1366.7,,471.4,599.3,,647.4,,881.0,-2472.0,,-2638.0,,,,,-2166.0,,-2286.2,-2100.3,,-2995.6,-2867.7,,-2819.6,,-2586.0,,False,,,,,True,,True,True,,False,False,,False,,False
26077,4647,2620.0,,2522.0,,,,,2255.0,,2111.2,3156.7,,1401.1,1553.2,,3120.6,,2311.0,-2027.0,,-2125.0,,,,,-2392.0,,-2535.8,-1490.3,,-3245.9,-3093.8,,-1526.4,,-2336.0,,False,,,,,False,,False,True,,False,False,,True,,False
26079,234,35.0,,90.0,,,,,184.0,,161.9,50.2,,3.1,80.5,,,,86.0,-199.0,,-144.0,,,,,-50.0,,-72.1,-183.8,,-230.9,-153.5,,,,-148.0,,True,,,,,True,,True,True,,False,True,,,,True
26081,18867,6860.0,,8284.0,,,,,7714.0,,7344.0,5857.1,,3182.7,4640.0,,3287.2,,5107.0,-12007.0,,-10583.0,,,,,-11153.0,,-11523.0,-13009.9,,-15684.3,-14227.0,,-15579.8,,-13760.0,,True,,,,,True,,True,False,,False,False,,False,,False
26083,53,5.0,,0.0,,,,,16.0,,92.5,5.9,,,,,,,5.0,-48.0,,-53.0,,,,,-37.0,,39.5,-47.1,,,,,,,-48.0,,False,,,,,True,,True,True,,,,,,,False
26085,135,65.0,,103.0,,,,,136.0,,374.0,28.9,,5.1,,,,,302.0,-70.0,,-32.0,,,,,1.0,,239.0,-106.1,,-129.9,,,,,167.0,,True,,,,,True,,False,False,,False,,,,,False
26087,1581,435.0,,407.0,,,,,457.0,,709.2,653.4,,180.9,456.7,,,,517.0,-1146.0,,-1174.0,,,,,-1124.0,,-871.8,-927.6,,-1400.1,-1124.3,,,,-1064.0,,False,,,,,True,,True,True,,False,True,,,,True
26089,226,70.0,,71.0,,,,,183.0,,158.7,60.7,,19.2,72.7,,,,131.0,-156.0,,-155.0,,,,,-43.0,,-67.3,-165.3,,-206.8,-153.3,,,,-95.0,,True,,,,,True,,True,False,,False,True,,,,True
26091,1502,445.0,,606.0,,,,,616.0,,432.5,753.5,,133.1,374.5,,300.2,,479.0,-1057.0,,-896.0,,,,,-886.0,,-1069.5,-748.5,,-1368.9,-1127.5,,-1201.8,,-1023.0,,True,,,,,True,,False,True,,False,False,,False,,True
26093,3573,1010.0,,1132.0,,,,,1088.0,,1240.6,1759.0,,359.4,1202.5,,592.0,,1149.0,-2563.0,,-2441.0,,,,,-2485.0,,-2332.4,-1814.0,,-3213.6,-2370.5,,-2981.0,,-2424.0,,True,,,,,True,,True,True,,False,True,,False,,True
26095,166,50.0,,0.0,,,,,28.0,,333.7,29.1,,5.3,,,,,41.0,-116.0,,-166.0,,,,,-138.0,,167.7,-136.9,,-160.7,,,,,-125.0,,False,,,,,False,,False,False,,False,,,,,False
26097,127,85.0,,88.0,,,,,58.0,,370.1,29.6,,13.9,77.2,,,,74.0,-42.0,,-39.0,,,,,-69.0,,243.1,-97.4,,-113.1,-49.8,,,,-53.0,,True,,,,,False,,False,False,,False,False,,,,False
26099,18555,5775.0,,6299.0,,,,,5397.0,,3625.9,9402.9,,2491.1,2255.2,,3406.0,,4807.0,-12780.0,,-12256.0,,,,,-13158.0,,-14929.1,-9152.1,,-16063.9,-16299.8,,-15149.0,,-13748.0,,True,,,,,False,,False,True,,False,False,,False,,False
26101,245,95.0,,183.0,,,,,365.0,,194.0,61.3,,32.2,84.0,,,,95.0,-150.0,,-62.0,,,,,120.0,,-51.0,-183.7,,-212.8,-161.0,,,,-150.0,,True,,,,,True,,True,False,,False,False,,,,False
26103,1868,85.0,,793.0,,,,,882.0,,6683.1,868.3,,416.0,120.1,,,,1099.0,-1783.0,,-1075.0,,,,,-986.0,,4815.1,-999.7,,-1452.0,-1747.9,,,,-769.0,,True,,,,,True,,False,True,,True,True,,,,True
26105,369,230.0,,434.0,,,,,444.0,,495.3,167.7,,105.5,102.1,,,,426.0,-139.0,,65.0,,,,,75.0,,126.3,-201.3,,-263.5,-266.9,,,,57.0,,True,,,,,True,,True,False,,False,False,,,,True
26107,760,535.0,,978.0,,,,,511.0,,1265.8,272.2,,407.4,128.2,,,,678.0,-225.0,,218.0,,,,,-249.0,,505.8,-487.8,,-352.6,-631.8,,,,-82.0,,True,,,,,False,,False,False,,False,False,,,,True
26109,619,430.0,,549.0,,,,,470.0,,349.9,147.1,,205.1,185.5,,,,156.0,-189.0,,-70.0,,,,,-149.0,,-269.1,-471.9,,-413.9,-433.5,,,,-463.0,,True,,,,,True,,False,False,,False,False,,,,False
26111,1989,730.0,,1517.0,,,,,1054.0,,700.9,421.7,,682.1,447.4,,,,1012.0,-1259.0,,-472.0,,,,,-935.0,,-1288.1,-1567.3,,-1306.9,-1541.6,,,,-977.0,,True,,,,,True,,False,False,,False,False,,,,True
26113,198,35.0,,79.0,,,,,143.0,,121.2,39.3,,16.3,,,,,180.0,-163.0,,-119.0,,,,,-55.0,,-76.8,-158.7,,-181.7,,,,,-18.0,,True,,,,,True,,True,True,,False,,,,,True
26115,3259,750.0,,916.0,,,,,1033.0,,733.6,1019.8,,210.7,634.3,,504.6,,1167.0,-2509.0,,-2343.0,,,,,-2226.0,,-2525.4,-2239.2,,-3048.3,-2624.7,,-2754.4,,-2092.0,,True,,,,,True,,False,True,,False,False,,False,,True
26117,1370,610.0,,1267.0,,,,,723.0,,1211.7,466.3,,286.1,241.8,,,,572.0,-760.0,,-103.0,,,,,-647.0,,-158.3,-903.7,,-1083.9,-1128.2,,,,-798.0,,True,,,,,True,,True,False,,False,False,,,,False
26119,144,20.0,,0.0,,,,,55.0,,59.9,3.4,,1.4,,,,,59.0,-124.0,,-144.0,,,,,-89.0,,-84.1,-140.6,,-142.6,,,,,-85.0,,False,,,,,True,,True,False,,False,,,,,True
26121,5300,1135.0,,3207.0,,,,,2879.0,,549.6,1534.0,,698.0,584.2,,606.7,,1350.0,-4165.0,,-2093.0,,,,,-2421.0,,-4750.4,-3766.0,,-4602.0,-4715.8,,-4693.3,,-3950.0,,True,,,,,True,,False,True,,False,False,,False,,True
26123,988,370.0,,528.0,,,,,690.0,,459.9,472.7,,194.9,122.1,,,,287.0,-618.0,,-460.0,,,,,-298.0,,-528.1,-515.3,,-793.1,-865.9,,,,-701.0,,True,,,,,True,,True,True,,False,False,,,,False
26125,21358,7060.0,,8635.0,,,,,6320.0,,4555.9,8006.2,,3246.2,2679.2,,4060.2,,7944.0,-14298.0,,-12723.0,,,,,-15038.0,,-16802.1,-13351.8,,-18111.8,-18678.8,,-17297.8,,-13414.0,,True,,,,,False,,False,True,,False,False,,False,,True
26127,584,195.0,,268.0,,,,,334.0,,161.8,219.9,,127.7,26.6,,,,359.0,-389.0,,-316.0,,,,,-250.0,,-422.2,-364.1,,-456.3,-557.4,,,,-225.0,,True,,,,,True,,False,True,,False,False,,,,True
26129,404,90.0,,195.0,,,,,190.0,,197.6,86.0,,10.5,43.3,,,,174.0,-314.0,,-209.0,,,,,-214.0,,-206.4,-318.0,,-393.5,-360.7,,,,-230.0,,True,,,,,True,,True,False,,False,False,,,,True
26131,184,110.0,,35.0,,,,,47.0,,252.2,94.2,,,,,,,56.0,-74.0,,-149.0,,,,,-137.0,,68.2,-89.8,,,,,,,-128.0,,False,,,,,False,,True,False,,,,,,,False
26133,371,120.0,,227.0,,,,,243.0,,205.8,54.4,,104.6,54.8,,,,256.0,-251.0,,-144.0,,,,,-128.0,,-165.2,-316.6,,-266.4,-316.2,,,,-115.0,,True,,,,,True,,True,False,,False,False,,,,True
26135,103,15.0,,6.0,,,,,62.0,,51.7,11.0,,13.2,,,,,2.0,-88.0,,-97.0,,,,,-41.0,,-51.3,-92.0,,-89.8,,,,,-101.0,,False,,,,,True,,True,False,,False,,,,,False
26137,510,155.0,,330.0,,,,,277.0,,138.4,93.1,,29.6,129.8,,,,366.0,-355.0,,-180.0,,,,,-233.0,,-371.6,-416.9,,-480.4,-380.2,,,,-144.0,,True,,,,,True,,False,False,,False,False,,,,True
26139,8752,2540.0,,3384.0,,,,,3718.0,,2100.0,1874.4,,900.4,1693.0,,2178.4,,2345.0,-6212.0,,-5368.0,,,,,-5034.0,,-6652.0,-6877.6,,-7851.6,-7059.0,,-6573.6,,-6407.0,,True,,,,,True,,False,False,,False,False,,False,,False
26141,215,75.0,,115.0,,,,,29.0,,159.2,10.5,,3.5,,,,,204.0,-140.0,,-100.0,,,,,-186.0,,-55.8,-204.5,,-211.5,,,,,-11.0,,True,,,,,False,,True,False,,False,,,,,True
26143,448,145.0,,291.0,,,,,203.0,,261.4,93.8,,42.3,108.9,,,,305.0,-303.0,,-157.0,,,,,-245.0,,-186.6,-354.2,,-405.7,-339.1,,,,-143.0,,True,,,,,True,,True,False,,False,False,,,,True
26145,4670,1535.0,,2918.0,,,,,2291.0,,1020.0,1463.4,,546.0,880.6,,804.0,,1899.0,-3135.0,,-1752.0,,,,,-2379.0,,-3650.0,-3206.6,,-4124.0,-3789.4,,-3866.0,,-2771.0,,True,,,,,True,,False,False,,False,False,,False,,True
26147,2899,975.0,,1315.0,,,,,744.0,,1030.3,1224.5,,1100.8,841.9,,497.6,,1754.0,-1924.0,,-1584.0,,,,,-2155.0,,-1868.7,-1674.5,,-1798.2,-2057.1,,-2401.4,,-1145.0,,True,,,,,False,,True,True,,True,False,,False,,True
26149,1352,670.0,,867.0,,,,,660.0,,626.8,375.7,,377.7,367.0,,257.7,,516.0,-682.0,,-485.0,,,,,-692.0,,-725.2,-976.3,,-974.3,-985.0,,-1094.3,,-836.0,,True,,,,,False,,False,False,,False,False,,False,,False
26151,592,115.0,,160.0,,,,,44.0,,143.6,112.0,,28.8,87.3,,,,191.0,-477.0,,-432.0,,,,,-548.0,,-448.4,-480.0,,-563.2,-504.7,,,,-401.0,,True,,,,,False,,True,False,,False,False,,,,True
26153,108,60.0,,,,,,,43.0,,100.7,38.8,,9.4,,,,,47.0,-48.0,,,,,,,-65.0,,-7.3,-69.2,,-98.6,,,,,-61.0,,,,,,,False,,True,False,,False,,,,,False
26155,1227,355.0,,672.0,,,,,648.0,,342.0,566.6,,94.0,240.2,,,,499.0,-872.0,,-555.0,,,,,-579.0,,-885.0,-660.4,,-1133.0,-986.8,,,,-728.0,,True,,,,,True,,False,True,,False,False,,,,True
26157,1047,295.0,,488.0,,,,,306.0,,317.2,360.6,,52.7,168.4,,,,634.0,-752.0,,-559.0,,,,,-741.0,,-729.8,-686.4,,-994.3,-878.6,,,,-413.0,,True,,,,,True,,True,True,,False,False,,,,True
26159,1752,555.0,,801.0,,,,,767.0,,487.3,429.8,,216.9,305.5,,,,432.0,-1197.0,,-951.0,,,,,-985.0,,-1264.7,-1322.2,,-1535.1,-1446.5,,,,-1320.0,,True,,,,,True,,False,False,,False,False,,,,False
26161,4681,2885.0,,2301.0,,,,,2090.0,,2840.7,4323.6,,3043.0,1903.1,,1432.1,,3380.0,-1796.0,,-2380.0,,,,,-2591.0,,-1840.3,-357.4,,-1638.0,-2777.9,,-3248.9,,-1301.0,,False,,,,,False,,False,True,,True,False,,False,,True
26163,23946,7570.0,,8346.0,,,,,9232.0,,4642.4,14517.5,,3535.0,1791.5,,5247.0,,8042.0,-16376.0,,-15600.0,,,,,-14714.0,,-19303.6,-9428.5,,-20411.0,-22154.5,,-18699.0,,-15904.0,,True,,,,,True,,False,True,,False,False,,False,,True
26165,449,110.0,,149.0,,,,,387.0,,115.8,78.3,,52.4,74.2,,,,219.0,-339.0,,-300.0,,,,,-62.0,,-333.2,-370.7,,-396.6,-374.8,,,,-230.0,,True,,,,,True,,True,False,,False,False,,,,True
27001,578,155.0,,160.0,,,,,213.0,,401.8,62.8,,32.3,59.8,,,,111.0,-423.0,,-418.0,,,,,-365.0,,-176.2,-515.2,,-545.7,-518.2,,,,-467.0,,True,,,,,True,,True,False,,False,False,,,,False
27003,12974,3630.0,,3437.0,,,,,3991.0,,2311.8,1673.4,,2218.7,2028.7,,2340.6,,2239.0,-9344.0,,-9537.0,,,,,-8983.0,,-10662.2,-11300.6,,-10755.3,-10945.3,,-10633.4,,-10735.0,,False,,,,,True,,False,False,,False,False,,False,,False
27005,1447,395.0,,602.0,,,,,936.0,,784.3,164.5,,139.5,141.3,,,,338.0,-1052.0,,-845.0,,,,,-511.0,,-662.7,-1282.5,,-1307.5,-1305.7,,,,-1109.0,,True,,,,,True,,True,False,,False,False,,,,False
27007,1243,700.0,,913.0,,,,,444.0,,1024.0,148.1,,394.6,12.6,,,,551.0,-543.0,,-330.0,,,,,-799.0,,-219.0,-1094.9,,-848.4,-1230.4,,,,-692.0,,True,,,,,False,,True,False,,False,False,,,,False
27009,2010,540.0,,700.0,,,,,568.0,,836.1,282.3,,224.4,242.8,,,,451.0,-1470.0,,-1310.0,,,,,-1442.0,,-1173.9,-1727.7,,-1785.6,-1767.2,,,,-1559.0,,True,,,,,True,,True,False,,False,False,,,,False
27011,171,55.0,,35.0,,,,,241.0,,71.6,21.0,,14.6,0.0,,,,22.0,-116.0,,-136.0,,,,,70.0,,-99.4,-150.0,,-156.4,-171.0,,,,-149.0,,False,,,,,True,,True,False,,False,False,,,,False
27013,2016,440.0,,505.0,,,,,1021.0,,299.0,183.4,,251.5,0.0,,508.8,,226.0,-1576.0,,-1511.0,,,,,-995.0,,-1717.0,-1832.6,,-1764.5,-2016.0,,-1507.2,,-1790.0,,True,,,,,True,,False,False,,False,False,,True,,False
27015,1044,150.0,,167.0,,,,,422.0,,235.0,66.6,,45.8,100.2,,,,122.0,-894.0,,-877.0,,,,,-622.0,,-809.0,-977.4,,-998.2,-943.8,,,,-922.0,,True,,,,,True,,True,False,,False,False,,,,False
27017,1354,260.0,,263.0,,,,,532.0,,255.6,179.4,,98.1,85.7,,,,201.0,-1094.0,,-1091.0,,,,,-822.0,,-1098.4,-1174.6,,-1255.9,-1268.3,,,,-1153.0,,True,,,,,True,,False,False,,False,False,,,,False
27019,2792,515.0,,579.0,,,,,869.0,,466.3,207.7,,170.9,447.5,,410.6,,582.0,-2277.0,,-2213.0,,,,,-1923.0,,-2325.7,-2584.3,,-2621.1,-2344.5,,-2381.4,,-2210.0,,True,,,,,True,,False,False,,False,False,,False,,True
27021,1020,365.0,,528.0,,,,,358.0,,650.2,92.7,,147.6,109.3,,,,434.0,-655.0,,-492.0,,,,,-662.0,,-369.8,-927.3,,-872.4,-910.7,,,,-586.0,,True,,,,,False,,True,False,,False,False,,,,True
27023,423,325.0,,361.0,,,,,338.0,,479.0,120.4,,118.4,82.1,,,,127.0,-98.0,,-62.0,,,,,-85.0,,56.0,-302.6,,-304.6,-340.9,,,,-296.0,,True,,,,,True,,True,False,,False,False,,,,False
27025,2063,850.0,,973.0,,,,,650.0,,1306.8,359.5,,686.5,252.0,,,,586.0,-1213.0,,-1090.0,,,,,-1413.0,,-756.2,-1703.5,,-1376.5,-1811.0,,,,-1477.0,,True,,,,,False,,True,False,,False,False,,,,False
27027,2559,1570.0,,2147.0,,,,,1846.0,,1344.0,682.2,,599.1,380.9,,1032.6,,638.0,-989.0,,-412.0,,,,,-713.0,,-1215.0,-1876.8,,-1959.9,-2178.1,,-1526.4,,-1921.0,,True,,,,,True,,False,False,,False,False,,False,,False
27029,400,170.0,,130.0,,,,,123.0,,941.9,26.0,,231.6,16.1,,,,165.0,-230.0,,-270.0,,,,,-277.0,,541.9,-374.0,,-168.4,-383.9,,,,-235.0,,False,,,,,False,,False,False,,True,False,,,,False
27031,53,20.0,,0.0,,,,,25.0,,137.1,4.4,,,,,,,88.0,-33.0,,-53.0,,,,,-28.0,,84.1,-48.6,,,,,,,35.0,,False,,,,,True,,False,False,,,,,,,False
27033,557,85.0,,35.0,,,,,212.0,,65.4,28.9,,21.5,0.0,,,,99.0,-472.0,,-522.0,,,,,-345.0,,-491.6,-528.1,,-535.5,-557.0,,,,-458.0,,False,,,,,True,,False,False,,False,False,,,,True
27035,2544,780.0,,1296.0,,,,,1041.0,,1281.3,379.0,,252.3,288.5,,,,1008.0,-1764.0,,-1248.0,,,,,-1503.0,,-1262.7,-2165.0,,-2291.7,-2255.5,,,,-1536.0,,True,,,,,True,,True,False,,False,False,,,,True
27037,11582,3280.0,,2490.0,,,,,3904.0,,2254.0,1466.1,,2981.2,2544.7,,2282.9,,2248.0,-8302.0,,-9092.0,,,,,-7678.0,,-9328.0,-10115.9,,-8600.8,-9037.3,,-9299.1,,-9334.0,,False,,,,,True,,False,False,,False,False,,False,,False
27039,446,195.0,,136.0,,,,,147.0,,178.3,85.0,,58.4,0.0,,,,140.0,-251.0,,-310.0,,,,,-299.0,,-267.7,-361.0,,-387.6,-446.0,,,,-306.0,,False,,,,,False,,False,False,,False,False,,,,False
27041,1835,515.0,,549.0,,,,,1243.0,,670.6,226.2,,242.7,273.1,,,,76.0,-1320.0,,-1286.0,,,,,-592.0,,-1164.4,-1608.8,,-1592.3,-1561.9,,,,-1759.0,,True,,,,,True,,True,False,,False,False,,,,False
27043,315,115.0,,142.0,,,,,136.0,,158.3,40.4,,59.2,80.8,,,,85.0,-200.0,,-173.0,,,,,-179.0,,-156.7,-274.6,,-255.8,-234.2,,,,-230.0,,True,,,,,True,,True,False,,False,False,,,,False
