,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
46125,20,0.0,,0.0,,,,27.0,3.8,0.4,,,,,,238.4,-20.0,,-20.0,,,,7.0,-16.2,-19.6,,,,,,218.4,,False,,,,True,True,True,,,,,,False
46127,62,56.0,,90.0,,,,94.0,46.3,7.8,75.3,,,,,297.4,-6.0,,28.0,,,,32.0,-15.7,-54.2,13.3,,,,,235.4,,False,,,,False,False,False,False,,,,,False
46129,3,24.0,,0.0,,,,0.0,4.0,0.3,,,,,,21.5,21.0,,-3.0,,,,-3.0,1.0,-2.7,,,,,,18.5,,True,,,,True,True,True,,,,,,True
46135,22,8.0,,33.0,,,,104.0,22.6,1.8,,,,,,1.8,-14.0,,11.0,,,,82.0,0.6,-20.2,,,,,,-20.2,,True,,,,False,True,False,,,,,,False
46137,7,0.0,,0.0,,,,6.0,7.4,0.0,,,,,,0.0,-7.0,,-7.0,,,,-1.0,0.4,-7.0,,,,,,-7.0,,False,,,,True,True,True,,,,,,False
47001,450,176.0,,450.0,,,,96.0,143.6,170.8,386.3,,,,,1304.4,-274.0,,0.0,,,,-354.0,-306.4,-279.2,-63.7,,,,,854.4,,True,,,,False,False,False,True,,,,,False
47003,292,308.0,,751.0,,,,291.0,255.1,149.5,446.8,,,,,276.6,16.0,,459.0,,,,-1.0,-36.9,-142.5,154.8,,,,,-15.4,,False,,,,True,False,False,False,,,,,True
47005,78,4.0,,0.0,,,,3.0,11.6,1.8,,,,,,3.1,-74.0,,-78.0,,,,-75.0,-66.4,-76.2,,,,,,-74.9,,False,,,,False,True,False,,,,,,False
47007,43,12.0,,0.0,,,,48.0,15.3,0.1,0.4,,,,,25.0,-31.0,,-43.0,,,,5.0,-27.7,-42.9,-42.6,,,,,-18.0,,False,,,,True,True,False,False,,,,,True
47009,872,248.0,,1117.0,,,,178.0,193.5,435.4,657.4,,,,,1079.4,-624.0,,245.0,,,,-694.0,-678.5,-436.6,-214.6,,,,,207.4,,True,,,,False,False,True,True,,,,,True
47011,1007,920.0,,4448.0,,,,622.0,447.9,428.7,2115.9,,,,,879.9,-87.0,,3441.0,,,,-385.0,-559.1,-578.3,1108.9,,,,,-127.1,,False,,,,False,False,False,False,,,,,False
47013,155,68.0,,98.0,,,,13.0,45.3,21.9,,,,,,345.0,-87.0,,-57.0,,,,-142.0,-109.7,-133.1,,,,,,190.0,,True,,,,False,False,False,,,,,,False
47015,79,44.0,,44.0,,,,5.0,18.6,7.8,,,,,,265.1,-35.0,,-35.0,,,,-74.0,-60.4,-71.2,,,,,,186.1,,False,,,,False,False,False,,,,,,False
47017,169,40.0,,43.0,,,,33.0,45.0,19.9,,,,,,946.5,-129.0,,-126.0,,,,-136.0,-124.0,-149.1,,,,,,777.5,,True,,,,False,True,False,,,,,,False
47019,350,32.0,,138.0,,,,162.0,49.8,40.6,,,,,,2.9,-318.0,,-212.0,,,,-188.0,-300.2,-309.4,,,,,,-347.1,,True,,,,True,True,True,,,,,,False
47021,308,124.0,,387.0,,,,45.0,146.1,85.1,269.7,,,,,250.3,-184.0,,79.0,,,,-263.0,-161.9,-222.9,-38.3,,,,,-57.7,,True,,,,False,True,False,True,,,,,True
47023,156,60.0,,28.0,,,,199.0,23.3,11.3,,,,,,321.8,-96.0,,-128.0,,,,43.0,-132.7,-144.7,,,,,,165.8,,False,,,,True,False,False,,,,,,False
47025,166,92.0,,223.0,,,,12.0,44.9,26.1,,,,,,893.5,-74.0,,57.0,,,,-154.0,-121.1,-139.9,,,,,,727.5,,True,,,,False,False,False,,,,,,False
47027,46,12.0,,0.0,,,,0.0,12.0,6.2,,,,,,0.3,-34.0,,-46.0,,,,-46.0,-34.0,-39.8,,,,,,-45.7,,False,,,,False,False,False,,,,,,False
47029,294,172.0,,1042.0,,,,141.0,85.8,75.2,,,,,,520.5,-122.0,,748.0,,,,-153.0,-208.2,-218.8,,,,,,226.5,,False,,,,False,False,False,,,,,,False
47031,278,56.0,,88.0,,,,75.0,112.8,6.5,109.7,,,,,175.3,-222.0,,-190.0,,,,-203.0,-165.2,-271.5,-168.3,,,,,-102.7,,True,,,,True,True,False,True,,,,,True
47033,185,28.0,,9.0,,,,84.0,27.4,16.2,,,,,,58.8,-157.0,,-176.0,,,,-101.0,-157.6,-168.8,,,,,,-126.2,,False,,,,True,False,False,,,,,,True
47035,195,84.0,,186.0,,,,31.0,129.4,25.1,188.8,,,,,85.5,-111.0,,-9.0,,,,-164.0,-65.6,-169.9,-6.2,,,,,-109.5,,True,,,,False,True,False,True,,,,,True
47037,8450,8204.0,,27051.0,,,,5032.0,3079.1,10572.9,9227.8,,5707.0,,,11272.5,-246.0,,18601.0,,,,-3418.0,-5370.9,2122.9,777.8,,-2743.0,,,2822.5,,False,,,,False,False,False,False,,False,,,False
47039,138,16.0,,0.0,,,,8.0,24.4,6.3,,,,,,1.9,-122.0,,-138.0,,,,-130.0,-113.6,-131.7,,,,,,-136.1,,False,,,,False,True,False,,,,,,False
47041,237,76.0,,60.0,,,,13.0,38.0,21.3,,,,,,429.6,-161.0,,-177.0,,,,-224.0,-199.0,-215.7,,,,,,192.6,,False,,,,False,False,False,,,,,,False
47043,374,188.0,,525.0,,,,62.0,113.6,109.8,251.8,,,,,509.2,-186.0,,151.0,,,,-312.0,-260.4,-264.2,-122.2,,,,,135.2,,True,,,,False,False,False,True,,,,,True
47045,286,224.0,,389.0,,,,585.0,151.5,122.2,541.8,,,,,291.3,-62.0,,103.0,,,,299.0,-134.5,-163.8,255.8,,,,,5.3,,False,,,,False,False,False,False,,,,,True
47047,304,272.0,,610.0,,,,289.0,151.7,89.7,555.0,,,,,206.6,-32.0,,306.0,,,,-15.0,-152.3,-214.3,251.0,,,,,-97.4,,False,,,,True,False,False,False,,,,,False
47049,52,24.0,,0.0,,,,2.0,24.5,4.4,,,,,,297.6,-28.0,,-52.0,,,,-50.0,-27.5,-47.6,,,,,,245.6,,False,,,,False,True,False,,,,,,False
47051,187,44.0,,67.0,,,,34.0,94.6,30.6,,,,,,232.1,-143.0,,-120.0,,,,-153.0,-92.4,-156.4,,,,,,45.1,,True,,,,False,True,False,,,,,,True
47053,422,152.0,,497.0,,,,241.0,93.4,172.0,196.6,,,,,683.4,-270.0,,75.0,,,,-181.0,-328.6,-250.0,-225.4,,,,,261.4,,True,,,,True,False,True,True,,,,,True
47055,276,52.0,,121.0,,,,12.0,56.7,37.3,,,,,,63.5,-224.0,,-155.0,,,,-264.0,-219.3,-238.7,,,,,,-212.5,,True,,,,False,True,False,,,,,,True
47057,123,56.0,,112.0,,,,10.0,36.6,20.0,,,,,,45.5,-67.0,,-11.0,,,,-113.0,-86.4,-103.0,,,,,,-77.5,,True,,,,False,False,False,,,,,,False
47059,262,108.0,,381.0,,,,138.0,73.8,68.7,122.2,,,,,123.3,-154.0,,119.0,,,,-124.0,-188.2,-193.3,-139.8,,,,,-138.7,,True,,,,True,False,False,True,,,,,True
47061,41,0.0,,44.0,,,,10.0,17.9,37.7,,,,,,0.1,-41.0,,3.0,,,,-31.0,-23.1,-3.3,,,,,,-40.9,,True,,,,True,True,True,,,,,,True
47063,891,544.0,,1909.0,,,,351.0,241.9,677.4,861.7,,,,,1007.2,-347.0,,1018.0,,,,-540.0,-649.1,-213.6,-29.3,,,,,116.2,,False,,,,False,False,True,True,,,,,True
47065,2833,1580.0,,4943.0,,,,2222.0,2251.0,972.9,2424.9,,1343.8,,,2014.0,-1253.0,,2110.0,,,,-611.0,-582.0,-1860.1,-408.1,,-1489.2,,,-819.0,,False,,,,True,True,False,True,,False,,,True
47067,69,4.0,,0.0,,,,0.0,19.6,0.9,,,,,,320.4,-65.0,,-69.0,,,,-69.0,-49.4,-68.1,,,,,,251.4,,False,,,,False,True,False,,,,,,False
47069,458,212.0,,721.0,,,,197.0,164.9,186.6,93.4,,,,,198.2,-246.0,,263.0,,,,-261.0,-293.1,-271.4,-364.6,,,,,-259.8,,False,,,,False,False,False,False,,,,,False
47071,286,80.0,,156.0,,,,73.0,110.7,19.1,281.0,,,,,172.7,-206.0,,-130.0,,,,-213.0,-175.3,-266.9,-5.0,,,,,-113.3,,True,,,,False,True,False,True,,,,,True
47073,248,44.0,,149.0,,,,24.0,81.9,22.5,,,,,,22.7,-204.0,,-99.0,,,,-224.0,-166.1,-225.5,,,,,,-225.3,,True,,,,False,True,False,,,,,,False
47075,275,116.0,,319.0,,,,83.0,51.5,62.0,,,,,,262.0,-159.0,,44.0,,,,-192.0,-223.5,-213.0,,,,,,-13.0,,True,,,,False,False,False,,,,,,True
47077,378,56.0,,9.0,,,,24.0,52.3,27.0,,,,,,570.2,-322.0,,-369.0,,,,-354.0,-325.7,-351.0,,,,,,192.2,,False,,,,False,False,False,,,,,,True
47079,161,16.0,,36.0,,,,33.0,44.9,10.8,,,,,,4.6,-145.0,,-125.0,,,,-128.0,-116.1,-150.2,,,,,,-156.4,,True,,,,True,True,False,,,,,,False
47081,138,44.0,,0.0,,,,8.0,21.7,17.7,,,,,,621.1,-94.0,,-138.0,,,,-130.0,-116.3,-120.3,,,,,,483.1,,False,,,,False,False,False,,,,,,False
47083,39,20.0,,0.0,,,,2.0,10.4,2.6,,,,,,75.3,-19.0,,-39.0,,,,-37.0,-28.6,-36.4,,,,,,36.3,,False,,,,False,False,False,,,,,,False
47085,73,28.0,,0.0,,,,3.0,34.1,4.2,,,,,,96.6,-45.0,,-73.0,,,,-70.0,-38.9,-68.8,,,,,,23.6,,False,,,,False,True,False,,,,,,True
47087,79,16.0,,0.0,,,,1.0,25.6,6.3,,,,,,0.4,-63.0,,-79.0,,,,-78.0,-53.4,-72.7,,,,,,-78.6,,False,,,,False,True,False,,,,,,False
47089,353,144.0,,529.0,,,,85.0,102.3,211.6,410.8,,,,,218.9,-209.0,,176.0,,,,-268.0,-250.7,-141.4,57.8,,,,,-134.1,,True,,,,False,False,True,True,,,,,True
47091,99,40.0,,74.0,,,,6.0,19.8,23.8,,,,,,134.8,-59.0,,-25.0,,,,-93.0,-79.2,-75.2,,,,,,35.8,,True,,,,False,False,False,,,,,,True
47093,2706,1056.0,,2962.0,,,,1265.0,796.4,1304.3,3803.2,,,,,1768.6,-1650.0,,256.0,,,,-1441.0,-1909.6,-1401.7,1097.2,,,,,-937.4,,True,,,,True,False,True,True,,,,,True
47095,51,0.0,,14.0,,,,116.0,5.0,0.0,20.2,,,,,0.0,-51.0,,-37.0,,,,65.0,-46.0,-51.0,-30.8,,,,,-51.0,,True,,,,False,True,True,True,,,,,False
47097,277,176.0,,478.0,,,,205.0,118.3,91.7,356.6,,,,,124.7,-101.0,,201.0,,,,-72.0,-158.7,-185.3,79.6,,,,,-152.3,,False,,,,True,False,False,True,,,,,False
47099,301,176.0,,497.0,,,,65.0,240.7,156.8,460.3,,,,,514.3,-125.0,,196.0,,,,-236.0,-60.3,-144.2,159.3,,,,,213.3,,False,,,,False,True,False,False,,,,,False
47101,47,4.0,,0.0,,,,0.0,13.8,1.0,,,,,,0.1,-43.0,,-47.0,,,,-47.0,-33.2,-46.0,,,,,,-46.9,,False,,,,False,True,False,,,,,,False
47103,187,44.0,,63.0,,,,20.0,60.5,30.8,,,,,,157.0,-143.0,,-124.0,,,,-167.0,-126.5,-156.2,,,,,,-30.0,,True,,,,False,True,False,,,,,,True
47105,367,128.0,,173.0,,,,133.0,216.4,83.2,297.5,,,,,220.7,-239.0,,-194.0,,,,-234.0,-150.6,-283.8,-69.5,,,,,-146.3,,True,,,,True,True,False,True,,,,,True
47107,240,116.0,,388.0,,,,130.0,217.6,33.3,200.8,,216.2,,,344.6,-124.0,,148.0,,,,-110.0,-22.4,-206.7,-39.2,,-23.8,,,104.6,,False,,,,True,True,False,True,,True,,,True
47109,240,68.0,,0.0,,,,76.0,100.2,49.5,,,,,,115.6,-172.0,,-240.0,,,,-164.0,-139.8,-190.5,,,,,,-124.4,,False,,,,True,True,False,,,,,,True
47111,382,636.0,,1505.0,,,,58.0,133.5,252.7,521.9,,,,,111.5,254.0,,1123.0,,,,-324.0,-248.5,-129.3,139.9,,,,,-270.5,,False,,,,False,True,True,True,,,,,False
47113,572,252.0,,1583.0,,,,1283.0,134.9,258.9,256.8,,,,,649.1,-320.0,,1011.0,,,,711.0,-437.1,-313.1,-315.2,,,,,77.1,,False,,,,False,False,True,True,,,,,True
47115,131,52.0,,140.0,,,,30.0,61.9,25.5,,,,,,27.1,-79.0,,9.0,,,,-101.0,-69.1,-105.5,,,,,,-103.9,,True,,,,False,True,False,,,,,,False
47117,172,116.0,,360.0,,,,21.0,67.4,67.7,,,,,,190.6,-56.0,,188.0,,,,-151.0,-104.6,-104.3,,,,,,18.6,,False,,,,False,False,False,,,,,,True
47119,708,264.0,,368.0,,,,187.0,311.6,390.7,862.7,,,,,1517.9,-444.0,,-340.0,,,,-521.0,-396.4,-317.3,154.7,,,,,809.9,,True,,,,False,True,True,True,,,,,False
47121,64,0.0,,0.0,,,,9.0,13.8,10.7,,,,,,0.0,-64.0,,-64.0,,,,-55.0,-50.2,-53.3,,,,,,-64.0,,False,,,,True,True,True,,,,,,True
47123,215,80.0,,95.0,,,,47.0,140.9,5.2,236.3,,,,,18.7,-135.0,,-120.0,,,,-168.0,-74.1,-209.8,21.3,,,,,-196.3,,True,,,,False,True,False,True,,,,,False
47125,1128,444.0,,1430.0,,,,226.0,526.4,296.3,1126.1,,485.8,,,862.9,-684.0,,302.0,,,,-902.0,-601.6,-831.7,-1.9,,-642.2,,,-265.1,,True,,,,False,True,False,True,,True,,,True
47127,32,24.0,,0.0,,,,0.0,13.0,1.4,,,,,,156.6,-8.0,,-32.0,,,,-32.0,-19.0,-30.6,,,,,,124.6,,False,,,,False,False,False,,,,,,False
47129,51,8.0,,0.0,,,,3.0,23.5,6.2,,,,,,6.3,-43.0,,-51.0,,,,-48.0,-27.5,-44.8,,,,,,-44.7,,False,,,,False,True,False,,,,,,False
47131,307,100.0,,243.0,,,,134.0,144.9,27.8,305.9,,,,,158.2,-207.0,,-64.0,,,,-173.0,-162.1,-279.2,-1.1,,,,,-148.8,,True,,,,True,True,False,True,,,,,True
47133,73,40.0,,60.0,,,,8.0,71.2,32.5,,,,,,16.8,-33.0,,-13.0,,,,-65.0,-1.8,-40.5,,,,,,-56.2,,True,,,,False,True,False,,,,,,False
47135,39,20.0,,0.0,,,,5.0,20.4,9.7,,,,,,43.2,-19.0,,-39.0,,,,-34.0,-18.6,-29.3,,,,,,4.2,,False,,,,False,True,False,,,,,,True
47137,19,0.0,,0.0,,,,0.0,15.6,0.8,,,,,,0.0,-19.0,,-19.0,,,,-19.0,-3.4,-18.2,,,,,,-19.0,,False,,,,False,True,True,,,,,,True
47139,112,28.0,,51.0,,,,10.0,50.4,26.9,,,,,,36.2,-84.0,,-61.0,,,,-102.0,-61.6,-85.1,,,,,,-75.8,,True,,,,False,True,False,,,,,,True
47141,661,588.0,,2920.0,,,,375.0,299.9,280.7,623.1,,229.1,,,1004.1,-73.0,,2259.0,,,,-286.0,-361.1,-380.3,-37.9,,-431.9,,,343.1,,False,,,,False,False,False,True,,False,,,False
47143,214,64.0,,96.0,,,,103.0,106.6,40.5,103.5,,,,,64.2,-150.0,,-118.0,,,,-111.0,-107.4,-173.5,-110.5,,,,,-149.8,,True,,,,True,True,False,True,,,,,True
47145,286,72.0,,256.0,,,,24.0,110.3,42.5,,,,,,1646.1,-214.0,,-30.0,,,,-262.0,-175.7,-243.5,,,,,,1360.1,,True,,,,False,True,False,,,,,,False
47147,599,300.0,,426.0,,,,161.0,354.3,150.7,390.6,,168.5,,,483.2,-299.0,,-173.0,,,,-438.0,-244.7,-448.3,-208.4,,-430.5,,,-115.8,,True,,,,False,True,False,True,,False,,,True
47149,3080,2228.0,,8333.0,,,,1501.0,1119.1,2030.2,3287.9,,1566.9,,,4673.1,-852.0,,5253.0,,,,-1579.0,-1960.9,-1049.8,207.9,,-1513.1,,,1593.1,,False,,,,False,False,False,True,,False,,,False
47151,81,12.0,,0.0,,,,2.0,23.7,3.0,,,,,,704.7,-69.0,,-81.0,,,,-79.0,-57.3,-78.0,,,,,,623.7,,False,,,,False,True,False,,,,,,False
47153,59,56.0,,27.0,,,,6.0,20.3,11.4,,,,,,649.4,-3.0,,-32.0,,,,-53.0,-38.7,-47.6,,,,,,590.4,,False,,,,False,False,False,,,,,,False
47155,892,964.0,,2139.0,,,,223.0,332.3,582.6,2014.8,,,,,1963.4,72.0,,1247.0,,,,-669.0,-559.7,-309.4,1122.8,,,,,1071.4,,False,,,,False,False,False,False,,,,,False
47157,9461,9684.0,,15233.0,,,,14661.0,5390.0,10020.3,11570.7,,6933.0,,,11708.0,223.0,,5772.0,,,,5200.0,-4071.0,559.3,2109.7,,-2528.0,,,2247.0,,False,,,,False,False,False,False,,False,,,False
47159,244,196.0,,583.0,,,,14.0,75.5,202.4,230.6,,,,,145.8,-48.0,,339.0,,,,-230.0,-168.6,-41.6,-13.4,,,,,-98.2,,False,,,,False,False,True,True,,,,,False
47161,45,16.0,,0.0,,,,2.0,37.0,3.0,,,,,,26.1,-29.0,,-45.0,,,,-43.0,-8.0,-42.0,,,,,,-18.9,,False,,,,False,True,False,,,,,,True
47163,642,132.0,,555.0,,,,479.0,154.8,152.9,107.9,,,,,2052.6,-510.0,,-87.0,,,,-163.0,-487.2,-489.1,-534.1,,,,,1410.6,,True,,,,True,True,True,False,,,,,False
47165,1543,1100.0,,5212.0,,,,356.0,520.4,1080.7,1303.3,,1069.0,,,1690.9,-443.0,,3669.0,,,,-1187.0,-1022.6,-462.3,-239.7,,-474.0,,,147.9,,False,,,,False,False,False,True,,False,,,True
47167,457,176.0,,545.0,,,,1294.0,216.7,73.4,244.3,,,,,286.0,-281.0,,88.0,,,,837.0,-240.3,-383.6,-212.7,,,,,-171.0,,True,,,,False,True,False,True,,,,,True
47169,77,80.0,,74.0,,,,84.0,26.5,14.9,10.3,,,,,0.0,3.0,,-3.0,,,,7.0,-50.5,-62.1,-66.7,,,,,-77.0,,False,,,,False,False,False,False,,,,,False
47171,83,8.0,,14.0,,,,67.0,33.0,11.7,,,,,,11.6,-75.0,,-69.0,,,,-16.0,-50.0,-71.3,,,,,,-71.4,,True,,,,True,True,True,,,,,,True
47173,97,28.0,,21.0,,,,4.0,26.2,5.8,,,,,,433.1,-69.0,,-76.0,,,,-93.0,-70.8,-91.2,,,,,,336.1,,False,,,,False,False,False,,,,,,False
47175,26,8.0,,0.0,,,,0.0,10.0,1.6,,,,,,10.2,-18.0,,-26.0,,,,-26.0,-16.0,-24.4,,,,,,-15.8,,False,,,,False,True,False,,,,,,True
47177,320,72.0,,269.0,,,,51.0,83.4,40.4,,,,,,56.9,-248.0,,-51.0,,,,-269.0,-236.6,-279.6,,,,,,-263.1,,True,,,,False,True,False,,,,,,False
47179,844,112.0,,413.0,,,,840.0,143.2,60.7,251.9,,,,,236.3,-732.0,,-431.0,,,,-4.0,-700.8,-783.3,-592.1,,,,,-607.7,,True,,,,True,True,False,True,,,,,True
47181,130,32.0,,0.0,,,,10.0,20.4,18.2,,,,,,28.3,-98.0,,-130.0,,,,-120.0,-109.6,-111.8,,,,,,-101.7,,False,,,,False,False,False,,,,,,False
47183,188,56.0,,121.0,,,,98.0,69.0,31.3,,,,,,4.5,-132.0,,-67.0,,,,-90.0,-119.0,-156.7,,,,,,-183.5,,True,,,,True,True,False,,,,,,False
47185,118,36.0,,92.0,,,,14.0,82.7,44.3,,,,,,121.8,-82.0,,-26.0,,,,-104.0,-35.3,-73.7,,,,,,3.8,,True,,,,False,True,True,,,,,,True
47187,1925,1292.0,,7872.0,,,,1129.0,592.9,2215.6,2917.8,,1516.3,,,4323.0,-633.0,,5947.0,,,,-796.0,-1332.1,290.6,992.8,,-408.7,,,2398.0,,False,,,,False,False,True,False,,True,,,False
47189,1131,740.0,,2410.0,,,,244.0,628.0,1059.0,1611.2,,894.1,,,1519.0,-391.0,,1279.0,,,,-887.0,-503.0,-72.0,480.2,,-236.9,,,388.0,,False,,,,False,False,True,False,,True,,,True
48001,1141,212.0,,359.0,,,,526.0,193.9,132.2,145.0,,,,,120.5,-929.0,,-782.0,,,,-615.0,-947.1,-1008.8,-996.0,,,,,-1020.5,,True,,,,True,False,False,False,,,,,False
48003,157,140.0,,0.0,,,,303.0,51.4,221.7,,,,,,292.2,-17.0,,-157.0,,,,146.0,-105.6,64.7,,,,,,135.2,,False,,,,False,False,False,,,,,,False
48005,1106,308.0,,715.0,,,,890.0,682.6,190.1,878.8,,525.3,,,452.8,-798.0,,-391.0,,,,-216.0,-423.4,-915.9,-227.2,,-580.7,,,-653.2,,True,,,,True,True,False,True,,True,,,True
48007,119,72.0,,149.0,,,,1129.0,42.4,13.1,,,,,,126.9,-47.0,,30.0,,,,1010.0,-76.6,-105.9,,,,,,7.9,,True,,,,False,False,False,,,,,,True
48009,13,8.0,,0.0,,,,0.0,30.6,1.1,,,,,,4.2,-5.0,,-13.0,,,,-13.0,17.6,-11.9,,,,,,-8.8,,False,,,,False,False,False,,,,,,False
48011,5,0.0,,0.0,,,,0.0,5.6,0.1,,,,,,0.0,-5.0,,-5.0,,,,-5.0,0.6,-4.9,,,,,,-5.0,,False,,,,False,True,True,,,,,,False
48013,270,192.0,,242.0,,,,1385.0,117.5,172.3,376.8,,,,,427.3,-78.0,,-28.0,,,,1115.0,-152.5,-97.7,106.8,,,,,157.3,,True,,,,False,False,False,False,,,,,False
48015,132,80.0,,193.0,,,,739.0,116.8,34.3,,,,,,62.5,-52.0,,61.0,,,,607.0,-15.2,-97.7,,,,,,-69.5,,False,,,,False,True,False,,,,,,False
48017,56,36.0,,0.0,,,,80.0,51.9,4.2,81.5,,,,,55.5,-20.0,,-56.0,,,,24.0,-4.1,-51.8,25.5,,,,,-0.5,,False,,,,False,True,False,False,,,,,True
48019,56,44.0,,0.0,,,,105.0,26.6,7.6,,,,,,898.6,-12.0,,-56.0,,,,49.0,-29.4,-48.4,,,,,,842.6,,False,,,,False,False,False,,,,,,False
48021,828,212.0,,187.0,,,,1698.0,342.8,34.0,628.5,,229.7,,,65.8,-616.0,,-641.0,,,,870.0,-485.2,-794.0,-199.5,,-598.3,,,-762.2,,False,,,,False,True,False,True,,True,,,False
48023,6,0.0,,0.0,,,,0.0,14.7,,,,,,,0.0,-6.0,,-6.0,,,,-6.0,8.7,,,,,,,-6.0,,False,,,,False,False,,,,,,,False
48025,455,64.0,,0.0,,,,639.0,90.0,30.1,,,,,,463.5,-391.0,,-455.0,,,,184.0,-365.0,-424.9,,,,,,8.5,,False,,,,True,True,False,,,,,,True
48027,1973,1580.0,,5262.0,,,,10057.0,2063.8,2336.7,4475.9,,1706.2,,,4935.7,-393.0,,3289.0,,,,8084.0,90.8,363.7,2502.9,,-266.8,,,2962.7,,False,,,,False,True,True,False,,True,,,False
48029,26591,21420.0,,14380.0,,,,33864.0,6961.8,23631.1,31324.9,,28789.3,,,38584.7,-5171.0,,-12211.0,,,,7273.0,-19629.2,-2959.9,4733.9,,2198.3,,,11993.7,,False,,,,False,False,True,True,,True,,,False
48031,68,20.0,,0.0,,,,58.0,23.6,7.3,,,,,,7.6,-48.0,,-68.0,,,,-10.0,-44.4,-60.7,,,,,,-60.4,,False,,,,True,True,False,,,,,,False
48033,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,True,,,,True,True,,,,,,,
48035,109,24.0,,0.0,,,,16.0,13.1,1.5,,,,,,63.7,-85.0,,-109.0,,,,-93.0,-95.9,-107.5,,,,,,-45.3,,False,,,,False,False,False,,,,,,True
48037,269,124.0,,137.0,,,,1374.0,383.8,29.1,190.0,,60.5,,,222.7,-145.0,,-132.0,,,,1105.0,114.8,-239.9,-79.0,,-208.5,,,-46.3,,True,,,,False,True,False,True,,False,,,True
48039,3908,2248.0,,3071.0,,,,6992.0,1568.3,3226.0,4121.5,,855.7,,,3001.8,-1660.0,,-837.0,,,,3084.0,-2339.7,-682.0,213.5,,-3052.3,,,-906.2,,True,,,,False,False,True,True,,False,,,True
48041,1508,2444.0,,4113.0,,,,5691.0,969.3,2675.0,4694.6,,3847.2,,,3871.5,936.0,,2605.0,,,,4183.0,-538.7,1167.0,3186.6,,2339.2,,,2363.5,,False,,,,False,True,False,False,,False,,,False
48043,38,232.0,,0.0,,,,26.0,116.8,13.7,16.3,,,,,45.0,194.0,,-38.0,,,,-12.0,78.8,-24.3,-21.7,,,,,7.0,,True,,,,True,True,True,True,,,,,True
48045,4,20.0,,0.0,,,,0.0,10.0,0.9,,,,,,69.5,16.0,,-4.0,,,,-4.0,6.0,-3.1,,,,,,65.5,,True,,,,True,True,True,,,,,,False
48047,76,24.0,,0.0,,,,88.0,30.1,1.5,,,,,,343.5,-52.0,,-76.0,,,,12.0,-45.9,-74.5,,,,,,267.5,,False,,,,True,True,False,,,,,,False
48049,252,124.0,,45.0,,,,1168.0,76.1,24.4,,,,,,1674.4,-128.0,,-207.0,,,,916.0,-175.9,-227.6,,,,,,1422.4,,False,,,,False,False,False,,,,,,False
48051,144,68.0,,88.0,,,,149.0,86.1,38.1,,,,,,57.9,-76.0,,-56.0,,,,5.0,-57.9,-105.9,,,,,,-86.1,,True,,,,True,True,False,,,,,,False
48053,397,116.0,,243.0,,,,857.0,207.3,11.3,448.2,,,,,55.9,-281.0,,-154.0,,,,460.0,-189.7,-385.7,51.2,,,,,-341.1,,True,,,,False,True,False,True,,,,,False
48055,633,536.0,,373.0,,,,2330.0,441.5,996.1,531.6,,,,,1093.5,-97.0,,-260.0,,,,1697.0,-191.5,363.1,-101.4,,,,,460.5,,False,,,,False,False,False,False,,,,,False
48057,356,100.0,,269.0,,,,1069.0,65.8,50.3,,,,,,366.0,-256.0,,-87.0,,,,713.0,-290.2,-305.7,,,,,,10.0,,True,,,,False,False,False,,,,,,True
48059,22,12.0,,0.0,,,,6.0,17.3,3.5,,,,,,43.9,-10.0,,-22.0,,,,-16.0,-4.7,-18.5,,,,,,21.9,,False,,,,False,True,False,,,,,,False
48061,8298,2428.0,,3324.0,,,,9826.0,2328.7,3201.7,6647.2,,6773.7,,,2945.2,-5870.0,,-4974.0,,,,1528.0,-5969.3,-5096.3,-1650.8,,-1524.3,,,-5352.8,,True,,,,True,False,True,True,,True,,,True
