,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27083,544,150.0,,150.4,,155.0,155.0,,,,,113.1,,462.0,,167.3,,103.8,,,49.1,154.2,221.3,247.0,,,,,,,,126.0,,-394.0,,-393.6,,-389.0,-389.0,,,,,-430.9,,-82.0,,-376.7,,-440.2,,,-494.9,-389.8,-322.7,-297.0,,,,,,,,-418.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,True,True,,,,,,,,False,
27085,593,93.0,,97.6,,91.0,91.0,,,,,89.2,,252.0,,93.6,,97.5,103.0,,54.4,124.7,55.8,101.0,,,,,,,,58.0,,-500.0,,-495.4,,-502.0,-502.0,,,,,-503.8,,-341.0,,-499.4,,-495.5,-490.0,,-538.6,-468.3,-537.2,-492.0,,,,,,,,-535.0,,,True,,False,False,,,,,False,,True,,True,,True,True,,False,True,False,True,,,,,,,,False,
27087,70,66.0,,58.6,,44.0,41.0,,,,,27.1,,44.0,,133.7,,9.7,,,26.1,56.9,0.0,102.0,,,,,,,,56.0,,-4.0,,-11.4,,-26.0,-29.0,,,,,-42.9,,-26.0,,63.7,,-60.3,,,-43.9,-13.1,-70.0,32.0,,,,,,,,-14.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,
27089,198,84.0,,83.5,,78.0,0.0,,,,,61.8,,65.0,,113.4,,15.9,,,84.3,97.1,0.0,149.0,,,,,,,,100.0,46.2,-114.0,,-114.5,,-120.0,-198.0,,,,,-136.2,,-133.0,,-84.6,,-182.1,,,-113.7,-100.9,-198.0,-49.0,,,,,,,,-98.0,-151.8,,False,,False,False,,,,,False,,False,,True,,False,,,True,True,False,True,,,,,,,,True,False
27091,164,96.0,,90.4,,90.0,87.0,,,,,73.4,,179.0,,117.0,,54.3,,,29.6,88.6,0.0,143.0,,,,,,,,100.0,143.9,-68.0,,-73.6,,-74.0,-77.0,,,,,-90.6,,15.0,,-47.0,,-109.7,,,-134.4,-75.4,-164.0,-21.0,,,,,,,,-64.0,-20.1,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,True,True
27093,378,75.0,,76.3,,77.0,81.0,,,,,48.9,,157.0,,135.3,,102.7,,,18.2,76.3,62.8,123.0,,,,,,,,103.0,92.3,-303.0,,-301.7,,-301.0,-297.0,,,,,-329.1,,-221.0,,-242.7,,-275.3,,,-359.8,-301.7,-315.2,-255.0,,,,,,,,-275.0,-285.7,,True,,True,True,,,,,False,,True,,True,,True,,,False,True,False,True,,,,,,,,True,True
27095,617,177.0,,204.3,,190.0,346.0,,,,,142.7,,193.0,,500.7,,131.0,,,109.2,192.7,70.2,435.0,,,,,,,,165.0,,-440.0,,-412.7,,-427.0,-271.0,,,,,-474.3,,-424.0,,-116.3,,-486.0,,,-507.8,-424.3,-546.8,-182.0,,,,,,,,-452.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,
27097,636,450.0,,467.2,,377.0,594.0,,,,,198.1,,337.0,,1254.5,,258.7,834.0,,199.5,377.1,186.7,819.0,,,,,,,,448.0,364.9,-186.0,,-168.8,,-259.0,-42.0,,,,,-437.9,,-299.0,,618.5,,-377.3,198.0,,-436.5,-258.9,-449.3,183.0,,,,,,,,-188.0,-271.1,,True,,False,True,,,,,False,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,False
27099,244,72.0,,77.1,,68.0,70.0,,,,,75.5,,317.0,,107.4,,54.2,146.5,,28.0,114.1,4.5,125.0,,,,52.5,,,,76.0,152.1,-172.0,,-166.9,,-176.0,-174.0,,,,,-168.5,,73.0,,-136.6,,-189.8,-97.5,,-216.0,-129.9,-239.5,-119.0,,,,-191.5,,,,-168.0,-91.9,,True,,False,False,,,,,True,,True,,True,,False,True,,False,True,False,True,,,,False,,,,True,True
27101,149,102.0,,102.4,,92.0,65.0,,,,,61.5,,83.0,,110.0,,32.2,,,31.8,98.7,72.6,159.0,,,,,,,,77.0,,-47.0,,-46.6,,-57.0,-84.0,,,,,-87.5,,-66.0,,-39.0,,-116.8,,,-117.2,-50.3,-76.4,10.0,,,,,,,,-72.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,
27103,370,165.0,,159.2,,164.0,184.0,,,,,92.9,,189.0,,156.7,,64.7,163.0,,128.9,188.3,177.9,220.0,,,,,,,,284.0,152.6,-205.0,,-210.8,,-206.0,-186.0,,,,,-277.1,,-181.0,,-213.3,,-305.3,-207.0,,-241.1,-181.7,-192.1,-150.0,,,,,,,,-86.0,-217.4,,False,,False,True,,,,,False,,True,,False,,False,False,,False,True,True,True,,,,,,,,True,False
27105,498,453.0,,469.9,,258.0,,,,,,340.5,,475.0,,179.2,,125.4,,,168.5,409.6,30.1,,,,,259.6,,,,611.0,169.4,-45.0,,-28.1,,-240.0,,,,,,-157.5,,-23.0,,-318.8,,-372.6,,,-329.5,-88.4,-467.9,,,,,-238.4,,,,113.0,-328.6,,True,,False,,,,,,False,,True,,False,,False,,,False,False,False,,,,,False,,,,False,False
27107,131,78.0,,75.7,,58.0,40.0,,,,,34.0,,118.0,,84.3,,7.9,,,29.0,58.0,9.1,107.0,,,,,,,,54.0,49.5,-53.0,,-55.3,,-73.0,-91.0,,,,,-97.0,,-13.0,,-46.7,,-123.1,,,-102.0,-73.0,-121.9,-24.0,,,,,,,,-77.0,-81.5,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,False
27109,1411,621.0,,622.2,,621.0,788.0,,,,,428.9,,1074.0,,555.1,,396.0,744.5,,452.2,600.3,701.9,854.0,,,,539.0,666.0,,,760.0,,-790.0,,-788.8,,-790.0,-623.0,,,,,-982.1,,-337.0,,-855.9,,-1015.0,-666.5,,-958.8,-810.7,-709.1,-557.0,,,,-872.0,-745.0,,,-651.0,,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,True,True,,,,False,True,,,True,
27111,944,465.0,,477.4,,465.0,680.0,,,,,311.8,,929.0,,748.0,,305.0,572.0,,167.6,408.0,221.0,765.0,,,,,,,,457.0,351.4,-479.0,,-466.6,,-479.0,-264.0,,,,,-632.2,,-15.0,,-196.0,,-639.0,-372.0,,-776.4,-536.0,-723.0,-179.0,,,,,,,,-487.0,-592.6,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,True,,,,,,,,False,False
27113,190,84.0,,87.3,,82.0,81.0,,,,,58.0,,212.0,,82.7,,35.2,,,68.1,89.4,34.0,147.0,,,,,,,,66.0,,-106.0,,-102.7,,-108.0,-109.0,,,,,-132.0,,22.0,,-107.3,,-154.8,,,-121.9,-100.6,-156.0,-43.0,,,,,,,,-124.0,,,True,,False,False,,,,,False,,True,,False,,False,,,False,True,False,True,,,,,,,,False,
27115,360,108.0,,107.3,,106.0,100.0,,,,,66.0,,265.0,,158.9,,151.8,,,53.6,142.8,0.0,194.0,,,,,,,,85.0,215.5,-252.0,,-252.7,,-254.0,-260.0,,,,,-294.0,,-95.0,,-201.1,,-208.2,,,-306.4,-217.2,-360.0,-166.0,,,,,,,,-275.0,-144.5,,False,,False,False,,,,,False,,True,,True,,True,,,False,True,False,True,,,,,,,,False,True
27117,188,66.0,,59.9,,60.0,75.0,,,,,52.7,,187.0,,49.3,,23.9,,,38.1,74.3,0.0,91.0,,,,,,,,42.0,93.2,-122.0,,-128.1,,-128.0,-113.0,,,,,-135.3,,-1.0,,-138.7,,-164.1,,,-149.9,-113.7,-188.0,-97.0,,,,,,,,-146.0,-94.8,,False,,False,True,,,,,False,,True,,False,,False,,,False,True,False,True,,,,,,,,False,True
27119,1020,414.0,,408.6,,416.0,576.0,,,,,263.5,,584.0,,418.0,,143.9,509.5,,436.1,455.9,148.7,689.0,,,,,,,,384.0,,-606.0,,-611.4,,-604.0,-444.0,,,,,-756.5,,-436.0,,-602.0,,-876.1,-510.5,,-583.9,-564.1,-871.3,-331.0,,,,,,,,-636.0,,,False,,True,True,,,,,False,,True,,True,,False,True,,True,True,False,True,,,,,,,,False,
27121,189,54.0,,55.1,,53.0,53.0,,,,,22.5,,146.0,,99.5,,23.0,,,4.6,39.8,36.5,78.0,,,,,,,,60.0,,-135.0,,-133.9,,-136.0,-136.0,,,,,-166.5,,-43.0,,-89.5,,-166.0,,,-184.4,-149.2,-152.5,-111.0,,,,,,,,-129.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,True,
27123,6789,2538.0,,2536.0,2811.2,2608.0,2066.0,,,,,3951.3,,3539.0,,1873.4,,1334.7,2652.5,,1739.1,2928.1,2370.3,3107.0,,,,2671.3,3161.0,,,2216.0,,-4251.0,,-4253.0,-3977.8,-4181.0,-4723.0,,,,,-2837.7,,-3250.0,,-4915.6,,-5454.3,-4136.5,,-5049.9,-3860.9,-4418.7,-3682.0,,,,-4117.7,-3628.0,,,-4573.0,,,False,True,True,False,,,,,True,,True,,False,,False,True,,False,True,False,True,,,,True,True,,,False,
27125,60,66.0,,65.5,,47.0,45.0,,,,,57.9,,30.0,,82.2,,5.2,,,11.3,46.8,,,,,,,,,,64.0,,6.0,,5.5,,-13.0,-15.0,,,,,-2.1,,-30.0,,22.2,,-54.8,,,-48.7,-13.2,,,,,,,,,,4.0,,,True,,False,False,,,,,True,,False,,False,,False,,,False,False,,,,,,,,,,True,
27127,249,105.0,,111.7,,82.0,69.0,,,,,67.4,,142.0,,132.6,,49.6,,,52.4,82.4,0.0,181.0,,,,,,,,178.0,,-144.0,,-137.3,,-167.0,-180.0,,,,,-181.6,,-107.0,,-116.4,,-199.4,,,-196.6,-166.6,-249.0,-68.0,,,,,,,,-71.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,True,
27129,240,78.0,,94.4,,80.0,79.0,,,,,66.9,,92.0,,83.8,,33.3,,,46.7,77.5,64.8,114.0,,,,,,,,49.0,,-162.0,,-145.6,,-160.0,-161.0,,,,,-173.1,,-148.0,,-156.2,,-206.7,,,-193.3,-162.5,-175.2,-126.0,,,,,,,,-191.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,
27131,972,219.0,,221.3,,201.0,204.0,,,,,190.9,,384.0,,204.5,,145.5,260.5,,73.1,227.8,12.0,325.0,,,,110.8,,,,195.0,,-753.0,,-750.7,,-771.0,-768.0,,,,,-781.1,,-588.0,,-767.5,,-826.5,-711.5,,-898.9,-744.2,-960.0,-647.0,,,,-861.2,,,,-777.0,,,True,,False,False,,,,,False,,True,,False,,False,True,,False,True,False,True,,,,False,,,,False,
27133,165,126.0,,134.6,,122.0,160.0,,,,,69.2,,130.0,,139.4,,33.2,,,29.5,103.9,0.0,190.0,,,,,,,,37.0,,-39.0,,-30.4,,-43.0,-5.0,,,,,-95.8,,-35.0,,-25.6,,-131.8,,,-135.5,-61.1,-165.0,25.0,,,,,,,,-128.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,
27135,422,240.0,,236.0,,211.0,245.0,,,,,119.6,,63.0,,312.9,,49.5,,,270.1,179.7,25.3,381.0,,,,,,,,221.0,,-182.0,,-186.0,,-211.0,-177.0,,,,,-302.4,,-359.0,,-109.1,,-372.5,,,-151.9,-242.3,-396.7,-41.0,,,,,,,,-201.0,,,False,,False,True,,,,,False,,False,,True,,False,,,True,False,False,True,,,,,,,,False,
27137,2490,1119.0,,1060.0,,1119.0,1100.0,,,,,790.0,,1483.0,,1406.2,,806.5,1464.5,,1183.6,1148.5,668.4,1624.0,,,,732.2,1190.0,,,1108.0,,-1371.0,,-1430.0,,-1371.0,-1390.0,,,,,-1700.0,,-1007.0,,-1083.8,,-1683.5,-1025.5,,-1306.4,-1341.5,-1821.6,-866.0,,,,-1757.8,-1300.0,,,-1382.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,True,True,False,True,,,,False,True,,,False,
27139,2248,708.0,,701.9,,709.0,839.0,,,,,575.5,,768.0,,621.4,,208.1,718.0,,538.5,730.1,695.9,873.0,,,,559.0,856.0,,,810.0,,-1540.0,,-1546.1,,-1539.0,-1409.0,,,,,-1672.5,,-1480.0,,-1626.6,,-2039.9,-1530.0,,-1709.5,-1517.9,-1552.1,-1375.0,,,,-1689.0,-1392.0,,,-1438.0,,,False,,True,True,,,,,False,,True,,False,,False,True,,False,True,False,True,,,,False,True,,,True,
27141,2145,501.0,,498.5,,485.0,490.0,,,,,281.9,,578.0,,584.9,,223.8,580.0,,402.7,508.8,286.6,746.0,,,,321.7,,,,551.0,361.3,-1644.0,,-1646.5,,-1660.0,-1655.0,,,,,-1863.1,,-1567.0,,-1560.1,,-1921.2,-1565.0,,-1742.3,-1636.2,-1858.4,-1399.0,,,,-1823.3,,,,-1594.0,-1783.7,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,False,,,,True,False
27143,191,45.0,,44.6,,45.0,22.0,,,,,41.3,,60.0,,57.0,,37.8,,,22.9,57.4,2.4,54.0,,,,,,,,33.0,40.1,-146.0,,-146.4,,-146.0,-169.0,,,,,-149.7,,-131.0,,-134.0,,-153.2,,,-168.1,-133.6,-188.6,-137.0,,,,,,,,-158.0,-150.9,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,False
27145,3981,1746.0,,1785.5,,1699.0,1607.0,,,,,879.2,,2124.0,,1749.5,,702.1,1907.0,,1323.9,1670.7,1000.7,2670.0,,,,1038.7,1860.0,,,1439.0,,-2235.0,,-2195.5,,-2282.0,-2374.0,,,,,-3101.8,,-1857.0,,-2231.5,,-3278.9,-2074.0,,-2657.1,-2310.3,-2980.3,-1311.0,,,,-2942.3,-2121.0,,,-2542.0,,,True,,False,False,,,,,False,,True,,True,,False,True,,False,False,False,True,,,,False,True,,,False,
27147,382,132.0,,116.0,,132.0,129.0,,,,,107.9,,242.0,,187.7,,75.0,196.0,,59.9,143.6,174.3,225.0,,,,,,,,137.0,,-250.0,,-266.0,,-250.0,-253.0,,,,,-274.1,,-140.0,,-194.3,,-307.0,-186.0,,-322.1,-238.4,-207.7,-157.0,,,,,,,,-245.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,True,True,,,,,,,,True,
27149,158,72.0,,69.3,,63.0,64.0,,,,,46.6,,253.0,,73.4,,56.5,,,21.8,57.7,12.7,107.0,,,,,,,,55.0,56.9,-86.0,,-88.7,,-95.0,-94.0,,,,,-111.4,,95.0,,-84.6,,-101.5,,,-136.2,-100.3,-145.3,-51.0,,,,,,,,-103.0,-101.1,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,False
27151,168,51.0,,50.1,,41.0,29.0,,,,,46.6,,180.0,,52.3,,21.6,,,7.4,40.9,0.0,90.0,,,,,,,,0.0,,-117.0,,-117.9,,-127.0,-139.0,,,,,-121.4,,12.0,,-115.7,,-146.4,,,-160.6,-127.1,-168.0,-78.0,,,,,,,,-168.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,
27153,603,360.0,,358.3,,357.0,762.0,,,,,144.8,,385.0,,494.4,,164.0,,,128.5,340.2,28.2,489.0,,,,,,,,258.0,219.4,-243.0,,-244.7,,-246.0,159.0,,,,,-458.2,,-218.0,,-108.6,,-439.0,,,-474.5,-262.8,-574.8,-114.0,,,,,,,,-345.0,-383.6,,False,,False,True,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,False
27155,40,21.0,,19.3,,19.0,0.0,,,,,8.3,,59.0,,47.8,,4.8,,,7.1,17.6,,23.0,,,,,,,,15.0,,-19.0,,-20.7,,-21.0,-40.0,,,,,-31.7,,19.0,,7.8,,-35.2,,,-32.9,-22.4,,-17.0,,,,,,,,-25.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,,True,,,,,,,,False,
27157,236,180.0,,182.1,,176.0,225.0,,,,,86.8,,170.0,,205.2,,50.1,,,149.3,176.0,99.9,281.0,,,,,,,,75.0,119.2,-56.0,,-53.9,,-60.0,-11.0,,,,,-149.2,,-66.0,,-30.8,,-185.9,,,-86.7,-60.0,-136.1,45.0,,,,,,,,-161.0,-116.8,,True,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,False
27159,280,159.0,,168.2,,159.0,226.0,,,,,41.3,,181.0,,568.4,,48.7,,,70.6,142.5,0.0,309.0,,,,,,,,122.0,129.6,-121.0,,-111.8,,-121.0,-54.0,,,,,-238.7,,-99.0,,288.4,,-231.3,,,-209.4,-137.5,-280.0,29.0,,,,,,,,-158.0,-150.4,,True,,False,True,,,,,False,,True,,False,,False,,,False,False,False,True,,,,,,,,False,False
27161,121,69.0,,70.2,,64.0,55.0,,,,,71.5,,105.0,,93.6,,49.3,,,14.7,73.8,0.0,83.0,,,,,,,,53.0,192.2,-52.0,,-50.8,,-57.0,-66.0,,,,,-49.5,,-16.0,,-27.4,,-71.7,,,-106.3,-47.2,-121.0,-38.0,,,,,,,,-68.0,71.2,,True,,False,False,,,,,True,,True,,True,,False,,,False,True,False,True,,,,,,,,False,False
27163,4289,2442.0,,2411.3,,2164.0,3467.0,,,,,2510.6,,1350.0,,1648.9,,796.6,2230.5,,2373.9,2137.4,1311.6,3307.0,,,,1635.5,4216.0,,,936.0,,-1847.0,,-1877.7,,-2125.0,-822.0,,,,,-1778.4,,-2939.0,,-2640.1,,-3492.4,-2058.5,,-1915.1,-2151.6,-2977.4,-982.0,,,,-2653.5,-73.0,,,-3353.0,,,False,,False,True,,,,,True,,False,,False,,False,False,,False,False,False,True,,,,False,True,,,False,
27165,75,60.0,,65.5,,45.0,21.0,,,,,31.6,,91.0,,53.1,,27.0,,,14.0,47.3,0.0,54.0,,,,,,,,119.0,44.6,-15.0,,-9.5,,-30.0,-54.0,,,,,-43.4,,16.0,,-21.9,,-48.0,,,-61.0,-27.7,-75.0,-21.0,,,,,,,,44.0,-30.4,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,False
27167,111,54.0,,54.9,,50.0,41.0,,,,,29.9,,156.0,,100.5,,6.6,,,11.5,46.6,27.4,82.0,,,,,,,,34.0,72.0,-57.0,,-56.1,,-61.0,-70.0,,,,,-81.1,,45.0,,-10.5,,-104.4,,,-99.5,-64.4,-83.6,-29.0,,,,,,,,-77.0,-39.0,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,False,True
27169,743,258.0,,261.0,,260.0,304.0,,,,,167.9,,509.0,,316.1,,145.5,317.0,,111.8,228.4,0.0,366.0,,,,326.3,,,,326.0,,-485.0,,-482.0,,-483.0,-439.0,,,,,-575.1,,-234.0,,-426.9,,-597.5,-426.0,,-631.2,-514.6,-743.0,-377.0,,,,-416.7,,,,-417.0,,,True,,True,True,,,,,False,,True,,True,,False,True,,False,False,False,True,,,,True,,,,True,
27171,2431,669.0,,678.0,,636.0,499.0,,,,,645.1,,931.0,,579.8,,416.2,825.0,,418.7,794.7,498.1,843.0,,,,480.2,816.0,,,392.0,,-1762.0,,-1753.0,,-1795.0,-1932.0,,,,,-1785.9,,-1500.0,,-1851.2,,-2014.8,-1606.0,,-2012.3,-1636.3,-1932.9,-1588.0,,,,-1950.8,-1615.0,,,-2039.0,,,True,,False,False,,,,,False,,True,,False,,False,True,,False,True,False,True,,,,False,True,,,False,
27173,168,54.0,,52.2,,47.0,44.0,,,,,56.2,,140.0,,45.1,,31.4,,,28.1,57.5,0.0,81.0,,,,,,,,29.0,,-114.0,,-115.8,,-121.0,-124.0,,,,,-111.8,,-28.0,,-122.9,,-136.6,,,-139.9,-110.5,-168.0,-87.0,,,,,,,,-139.0,,,False,,False,False,,,,,True,,True,,False,,False,,,False,True,False,True,,,,,,,,False,
28001,137,135.0,,138.1,,129.0,134.0,,,,,139.9,,177.0,,141.6,,80.2,105.0,,62.8,130.2,0.2,191.0,,,,72.6,,,,174.0,134.2,-2.0,,1.1,,-8.0,-3.0,,,,,2.9,,40.0,,4.6,,-56.8,-32.0,,-74.2,-6.8,-136.8,54.0,,,,-64.4,,,,37.0,-2.8,,True,,False,False,,,,,False,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False
28003,306,171.0,,179.8,,171.0,214.0,,,,,135.5,,245.0,,201.8,,62.7,165.5,,112.1,153.2,0.2,219.0,,,,,,,,181.0,,-135.0,,-126.2,,-135.0,-92.0,,,,,-170.5,,-61.0,,-104.2,,-243.3,-140.5,,-193.9,-152.8,-305.8,-87.0,,,,,,,,-125.0,,,True,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,True,,,,,,,,True,
28005,32,30.0,,36.8,,30.0,21.0,,,,,38.4,,47.0,,48.1,,28.7,,,4.2,37.3,0.2,71.0,,,,,,,,9.0,81.6,-2.0,,4.8,,-2.0,-11.0,,,,,6.4,,15.0,,16.1,,-3.3,,,-27.8,5.3,-31.8,39.0,,,,,,,,-23.0,49.6,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,False
28007,154,93.0,,77.5,,83.0,127.0,,,,,65.0,,81.0,,129.3,,40.2,,,18.0,87.0,0.7,147.0,,,,,,,,60.0,76.8,-61.0,,-76.5,,-71.0,-27.0,,,,,-89.0,,-73.0,,-24.7,,-113.8,,,-136.0,-67.0,-153.3,-7.0,,,,,,,,-94.0,-77.2,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,False
28009,101,123.0,,128.4,,67.0,15.0,,,,,73.2,,66.0,,142.8,,11.9,,,56.3,91.1,47.9,154.0,,,,,,,,106.0,98.3,22.0,,27.4,,-34.0,-86.0,,,,,-27.8,,-35.0,,41.8,,-89.1,,,-44.7,-9.9,-53.1,53.0,,,,,,,,5.0,-2.7,,False,,False,False,,,,,False,,False,,False,,False,,,False,True,False,False,,,,,,,,True,True
28011,229,117.0,,115.4,,85.0,72.0,,,,,157.2,,179.0,,76.2,,35.7,114.5,,75.7,108.5,0.2,88.0,,,,92.8,,,,0.0,142.9,-112.0,,-113.6,,-144.0,-157.0,,,,,-71.8,,-50.0,,-152.8,,-193.3,-114.5,,-153.3,-120.5,-228.8,-141.0,,,,-136.2,,,,-229.0,-86.1,,False,,False,False,,,,,True,,True,,False,,False,False,,False,False,False,False,,,,False,,,,False,True
28013,54,51.0,,43.3,,43.0,0.0,,,,,41.9,,90.0,,127.4,,19.3,,,15.3,52.0,0.1,100.0,,,,,,,,47.0,118.6,-3.0,,-10.7,,-11.0,-54.0,,,,,-12.1,,36.0,,73.4,,-34.7,,,-38.7,-2.0,-53.9,46.0,,,,,,,,-7.0,64.6,,False,,False,False,,,,,False,,False,,False,,False,,,False,True,False,False,,,,,,,,False,False
28015,150,105.0,,62.1,,73.0,0.0,,,,,124.0,,50.0,,266.8,,28.1,,,55.5,91.8,82.8,227.0,,,,,,,,35.0,112.7,-45.0,,-87.9,,-77.0,-150.0,,,,,-26.0,,-100.0,,116.8,,-121.9,,,-94.5,-58.2,-67.2,77.0,,,,,,,,-115.0,-37.3,,False,,False,False,,,,,True,,False,,False,,False,,,False,False,False,False,,,,,,,,False,True
28017,109,114.0,,121.2,,95.0,60.0,,,,,105.9,,95.0,,140.8,,45.5,,,58.7,102.5,0.3,147.0,,,,,,,,63.0,,5.0,,12.2,,-14.0,-49.0,,,,,-3.1,,-14.0,,31.8,,-63.5,,,-50.3,-6.5,-108.7,38.0,,,,,,,,-46.0,,,False,,False,False,,,,,True,,False,,False,,False,,,False,False,False,False,,,,,,,,False,
28019,50,15.0,,11.5,,9.0,0.0,,,,,23.6,,33.0,,8.9,,10.5,,,4.2,18.7,0.0,19.0,,,,,,,,4.0,,-35.0,,-38.5,,-41.0,-50.0,,,,,-26.4,,-17.0,,-41.1,,-39.5,,,-45.8,-31.3,-50.0,-31.0,,,,,,,,-46.0,,,False,,False,False,,,,,True,,True,,False,,False,,,False,True,False,True,,,,,,,,False,
28021,25,21.0,,13.6,,14.0,0.0,,,,,15.6,,29.0,,35.4,,16.8,,,2.5,27.2,0.0,30.0,,,,,,,,6.0,67.9,-4.0,,-11.4,,-11.0,-25.0,,,,,-9.4,,4.0,,10.4,,-8.2,,,-22.5,2.2,-25.0,5.0,,,,,,,,-19.0,42.9,,False,,False,False,,,,,False,,False,,False,,False,,,False,True,False,False,,,,,,,,False,False
28023,82,147.0,,161.7,,91.0,80.0,,,,,140.5,,50.0,,152.6,,53.7,,,88.3,127.7,0.3,175.0,,,,,,,,34.0,,65.0,,79.7,,9.0,-2.0,,,,,58.5,,-32.0,,70.6,,-28.3,,,6.3,45.7,-81.7,93.0,,,,,,,,-48.0,,,False,,True,True,,,,,True,,True,,False,,True,,,True,True,False,False,,,,,,,,True,
28025,109,81.0,,74.9,,68.0,39.0,,,,,63.1,,68.0,,90.8,,44.2,,,21.9,78.6,0.2,98.0,,,,,,,,30.0,91.4,-28.0,,-34.1,,-41.0,-70.0,,,,,-45.9,,-41.0,,-18.2,,-64.8,,,-87.1,-30.4,-108.8,-11.0,,,,,,,,-79.0,-17.6,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,True
