,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28147,90,60.0,0.0,,,,,71.0,,45.5,15.7,,4.3,0.1,,,,91.0,-30.0,-90.0,,,,,-19.0,,-44.5,-74.3,,-85.7,-89.9,,,,1.0,False,,,,,True,,False,False,,False,False,,,,True
28149,182,195.0,197.0,,,,,206.0,,158.1,118.4,,41.7,1.5,,136.6,,209.0,13.0,15.0,,,,,24.0,,-23.9,-63.6,,-140.3,-180.5,,-45.4,,27.0,False,,,,,False,,False,False,,False,False,,False,,False
28151,484,385.0,508.0,,,,,211.0,,259.8,117.4,,191.7,1.6,,207.0,,80.0,-99.0,24.0,,,,,-273.0,,-224.2,-366.6,,-292.3,-482.4,,-277.0,,-404.0,True,,,,,False,,False,False,,False,False,,False,,False
28153,153,125.0,34.0,,,,,112.0,,122.4,79.0,,19.7,1.7,,,,172.0,-28.0,-119.0,,,,,-41.0,,-30.6,-74.0,,-133.3,-151.3,,,,19.0,False,,,,,False,,False,False,,False,False,,,,True
28155,40,60.0,35.0,,,,,52.0,,45.3,20.8,,6.1,1.0,,,,84.0,20.0,-5.0,,,,,12.0,,5.3,-19.2,,-33.9,-39.0,,,,44.0,True,,,,,True,,True,True,,False,False,,,,False
28157,44,35.0,0.0,,,,,40.0,,26.0,7.6,,2.5,0.0,,,,19.0,-9.0,-44.0,,,,,-4.0,,-18.0,-36.4,,-41.5,-44.0,,,,-25.0,False,,,,,True,,False,False,,False,False,,,,False
28159,215,150.0,0.0,,,,,68.0,,121.4,45.5,,37.6,1.4,,,,115.0,-65.0,-215.0,,,,,-147.0,,-93.6,-169.5,,-177.4,-213.6,,,,-100.0,False,,,,,False,,False,False,,False,False,,,,False
28161,163,65.0,37.0,,,,,77.0,,49.7,32.3,,10.1,0.3,,,,25.0,-98.0,-126.0,,,,,-86.0,,-113.3,-130.7,,-152.9,-162.7,,,,-138.0,False,,,,,True,,False,False,,False,False,,,,False
28163,312,115.0,95.0,,,,,134.0,,113.1,90.2,,19.0,0.1,,69.8,,206.0,-197.0,-217.0,,,,,-178.0,,-198.9,-221.8,,-293.0,-311.9,,-242.2,,-106.0,False,,,,,True,,False,False,,False,False,,False,,True
29001,461,170.0,132.0,,,,,344.0,,157.6,62.7,,56.6,137.5,,,,406.0,-291.0,-329.0,,,,,-117.0,,-303.4,-398.3,,-404.4,-323.5,,,,-55.0,False,,,,,True,,False,False,,False,False,,,,True
29003,275,275.0,194.0,,,,,90.0,,275.6,144.0,,261.4,104.4,,,,821.0,0.0,-81.0,,,,,-185.0,,0.6,-131.0,,-13.6,-170.6,,,,546.0,False,,,,,False,,False,False,,False,False,,,,False
29005,78,35.0,24.0,,,,,30.0,,44.1,12.8,,6.7,,,,,78.0,-43.0,-54.0,,,,,-48.0,,-33.9,-65.2,,-71.3,,,,,0.0,False,,,,,False,,True,False,,False,,,,,True
29007,366,150.0,93.0,,,,,182.0,,129.5,149.0,,11.7,0.0,,,,62.0,-216.0,-273.0,,,,,-184.0,,-236.5,-217.0,,-354.3,-366.0,,,,-304.0,False,,,,,True,,False,False,,False,False,,,,False
29009,606,285.0,457.0,,,,,487.0,,287.6,74.9,,185.7,128.9,,,,174.0,-321.0,-149.0,,,,,-119.0,,-318.4,-531.1,,-420.3,-477.1,,,,-432.0,True,,,,,True,,True,False,,False,False,,,,False
29011,238,405.0,429.0,,,,,100.0,,627.7,23.5,,,112.8,,,,234.0,167.0,191.0,,,,,-138.0,,389.7,-214.5,,,-125.2,,,,-4.0,False,,,,,True,,False,False,,,True,,,,True
29013,197,170.0,230.0,,,,,133.0,,241.6,26.6,,61.6,103.8,,,,247.0,-27.0,33.0,,,,,-64.0,,44.6,-170.4,,-135.4,-93.2,,,,50.0,False,,,,,False,,False,False,,False,False,,,,False
29015,253,235.0,414.0,,,,,148.0,,249.5,66.0,,32.5,134.0,,,,0.0,-18.0,161.0,,,,,-105.0,,-3.5,-187.0,,-220.5,-119.0,,,,-253.0,False,,,,,False,,True,False,,False,False,,,,False
29017,299,170.0,35.0,,,,,68.0,,120.0,44.4,,100.6,0.0,,,,247.0,-129.0,-264.0,,,,,-231.0,,-179.0,-254.6,,-198.4,-299.0,,,,-52.0,False,,,,,False,,False,False,,False,False,,,,True
29019,3406,2510.0,4844.0,,,,,1214.0,,1708.8,377.2,,547.0,17.8,,2247.1,,965.0,-896.0,1438.0,,,,,-2192.0,,-1697.2,-3028.8,,-2859.0,-3388.2,,-1158.9,,-2441.0,False,,,,,False,,False,False,,False,False,,False,,False
29021,1349,1345.0,655.0,,,,,708.0,,1203.1,551.0,,830.5,460.9,,1091.4,,3933.0,-4.0,-694.0,,,,,-641.0,,-145.9,-798.0,,-518.5,-888.1,,-257.6,,2584.0,False,,,,,False,,False,False,,False,False,,False,,False
29023,888,560.0,270.0,,,,,473.0,,491.1,148.9,,372.9,177.2,,,,407.0,-328.0,-618.0,,,,,-415.0,,-396.9,-739.1,,-515.1,-710.8,,,,-481.0,False,,,,,False,,False,False,,False,False,,,,False
29025,158,90.0,139.0,,,,,64.0,,117.0,28.1,,10.8,10.9,,,,32.0,-68.0,-19.0,,,,,-94.0,,-41.0,-129.9,,-147.2,-147.1,,,,-126.0,True,,,,,False,,True,False,,False,False,,,,False
29027,1395,700.0,768.0,,,,,268.0,,662.9,134.9,,621.8,314.9,,,,763.0,-695.0,-627.0,,,,,-1127.0,,-732.1,-1260.1,,-773.2,-1080.1,,,,-632.0,True,,,,,False,,False,False,,False,False,,,,True
29029,775,1030.0,636.0,,,,,276.0,,856.7,111.1,,1200.8,468.7,,529.3,,317.0,255.0,-139.0,,,,,-499.0,,81.7,-663.9,,425.8,-306.3,,-245.7,,-458.0,True,,,,,False,,True,False,,False,False,,True,,False
29031,1720,1630.0,682.0,,,,,479.0,,1095.6,286.0,,1885.7,885.1,,852.4,,1107.0,-90.0,-1038.0,,,,,-1241.0,,-624.4,-1434.0,,165.7,-834.9,,-867.6,,-613.0,False,,,,,False,,False,False,,False,False,,False,,False
29033,161,100.0,0.0,,,,,120.0,,56.0,9.8,,18.2,28.5,,,,233.0,-61.0,-161.0,,,,,-41.0,,-105.0,-151.2,,-142.8,-132.5,,,,72.0,False,,,,,True,,False,False,,False,False,,,,False
29035,94,150.0,40.0,,,,,34.0,,30.9,14.4,,21.5,27.7,,,,5.0,56.0,-54.0,,,,,-60.0,,-63.1,-79.6,,-72.5,-66.3,,,,-89.0,True,,,,,False,,False,False,,False,False,,,,False
29037,1178,805.0,325.0,,,,,551.0,,449.7,335.4,,843.9,492.4,,481.4,,842.0,-373.0,-853.0,,,,,-627.0,,-728.3,-842.6,,-334.1,-685.6,,-696.6,,-336.0,False,,,,,False,,False,False,,True,False,,False,,True
29039,180,185.0,221.0,,,,,128.0,,216.6,29.9,,69.6,50.5,,,,207.0,5.0,41.0,,,,,-52.0,,36.6,-150.1,,-110.4,-129.5,,,,27.0,False,,,,,False,,False,False,,False,False,,,,False
29041,123,10.0,0.0,,,,,52.0,,8.9,7.2,,4.7,,,,,47.0,-113.0,-123.0,,,,,-71.0,,-114.1,-115.8,,-118.3,,,,,-76.0,False,,,,,True,,False,False,,False,,,,,True
29043,1266,1145.0,763.0,,,,,763.0,,1243.2,272.1,,669.2,602.3,,654.7,,3761.0,-121.0,-503.0,,,,,-503.0,,-22.8,-993.9,,-596.8,-663.7,,-611.3,,2495.0,False,,,,,False,,True,False,,False,False,,False,,False
29045,140,60.0,37.0,,,,,46.0,,67.8,15.2,,17.1,,,,,155.0,-80.0,-103.0,,,,,-94.0,,-72.2,-124.8,,-122.9,,,,,15.0,False,,,,,False,,True,False,,False,,,,,True
29047,1667,765.0,707.0,,,,,1111.0,,449.8,368.2,,234.8,789.6,,546.5,,768.0,-902.0,-960.0,,,,,-556.0,,-1217.2,-1298.8,,-1432.2,-877.4,,-1120.5,,-899.0,False,,,,,True,,False,False,,False,True,,False,,True
29049,402,355.0,261.0,,,,,104.0,,327.5,58.8,,246.9,107.2,,,,330.0,-47.0,-141.0,,,,,-298.0,,-74.5,-343.2,,-155.1,-294.8,,,,-72.0,False,,,,,False,,False,False,,False,False,,,,False
29051,2828,1870.0,2520.0,,,,,499.0,,1986.4,322.0,,945.9,888.3,,1277.3,,1040.0,-958.0,-308.0,,,,,-2329.0,,-841.6,-2506.0,,-1882.1,-1939.7,,-1550.7,,-1788.0,True,,,,,False,,True,False,,False,False,,False,,False
29053,481,220.0,146.0,,,,,160.0,,201.9,73.0,,89.3,147.8,,,,309.0,-261.0,-335.0,,,,,-321.0,,-279.1,-408.0,,-391.7,-333.2,,,,-172.0,False,,,,,False,,False,False,,False,False,,,,True
29055,480,300.0,119.0,,,,,112.0,,188.7,76.2,,167.3,0.0,,,,64.0,-180.0,-361.0,,,,,-368.0,,-291.3,-403.8,,-312.7,-480.0,,,,-416.0,False,,,,,False,,False,False,,False,False,,,,False
29057,130,135.0,65.0,,,,,61.0,,101.8,28.9,,,17.7,,,,75.0,5.0,-65.0,,,,,-69.0,,-28.2,-101.1,,,-112.3,,,,-55.0,False,,,,,False,,False,False,,,False,,,,False
29059,268,175.0,161.0,,,,,130.0,,224.4,90.4,,53.3,54.8,,,,619.0,-93.0,-107.0,,,,,-138.0,,-43.6,-177.6,,-214.7,-213.2,,,,351.0,False,,,,,False,,True,False,,False,False,,,,False
29061,116,140.0,115.0,,,,,79.0,,177.7,26.2,,62.8,53.7,,,,144.0,24.0,-1.0,,,,,-37.0,,61.7,-89.8,,-53.2,-62.3,,,,28.0,True,,,,,False,,False,False,,False,False,,,,False
29063,263,150.0,135.0,,,,,84.0,,169.8,42.6,,92.9,60.2,,,,262.0,-113.0,-128.0,,,,,-179.0,,-93.2,-220.4,,-170.1,-202.8,,,,-1.0,False,,,,,False,,True,False,,False,False,,,,True
29065,179,265.0,70.0,,,,,92.0,,105.0,69.6,,513.0,46.5,,,,59.0,86.0,-109.0,,,,,-87.0,,-74.0,-109.4,,334.0,-132.5,,,,-120.0,False,,,,,False,,True,False,,False,False,,,,False
29067,108,95.0,123.0,,,,,145.0,,99.8,92.6,,31.4,2.2,,,,46.0,-13.0,15.0,,,,,37.0,,-8.2,-15.4,,-76.6,-105.8,,,,-62.0,False,,,,,False,,True,False,,False,False,,,,False
29069,536,405.0,306.0,,,,,444.0,,374.7,88.7,,250.7,179.4,,,,559.0,-131.0,-230.0,,,,,-92.0,,-161.3,-447.3,,-285.3,-356.6,,,,23.0,False,,,,,True,,False,False,,False,False,,,,True
29071,1763,870.0,424.0,,,,,530.0,,826.4,584.3,,421.6,841.3,,603.4,,2841.0,-893.0,-1339.0,,,,,-1233.0,,-936.6,-1178.7,,-1341.4,-921.7,,-1159.6,,1078.0,False,,,,,False,,False,False,,False,False,,False,,False
29073,185,105.0,6.0,,,,,57.0,,66.1,29.8,,73.4,68.8,,,,113.0,-80.0,-179.0,,,,,-128.0,,-118.9,-155.2,,-111.6,-116.2,,,,-72.0,False,,,,,False,,False,False,,False,False,,,,True
29075,175,80.0,39.0,,,,,55.0,,132.1,23.2,,15.6,24.4,,,,128.0,-95.0,-136.0,,,,,-120.0,,-42.9,-151.8,,-159.4,-150.6,,,,-47.0,False,,,,,False,,True,False,,False,False,,,,True
29077,3926,4570.0,1197.0,,,,,3405.0,,3303.5,1264.4,,5741.5,2761.1,,3259.7,,7055.0,644.0,-2729.0,,,,,-521.0,,-622.5,-2661.6,,1815.5,-1164.9,,-666.3,,3129.0,False,,,,,True,,True,False,,False,False,,False,,False
29079,176,115.0,48.0,,,,,116.0,,120.2,44.9,,54.1,0.0,,,,320.0,-61.0,-128.0,,,,,-60.0,,-55.8,-131.1,,-121.9,-176.0,,,,144.0,False,,,,,True,,True,False,,False,False,,,,False
29081,158,80.0,61.0,,,,,73.0,,146.7,14.9,,18.2,55.2,,,,155.0,-78.0,-97.0,,,,,-85.0,,-11.3,-143.1,,-139.8,-102.8,,,,-3.0,False,,,,,False,,True,False,,False,False,,,,True
29083,502,240.0,290.0,,,,,233.0,,312.1,56.6,,196.4,101.8,,,,71.0,-262.0,-212.0,,,,,-269.0,,-189.9,-445.4,,-305.6,-400.2,,,,-431.0,True,,,,,False,,True,False,,False,False,,,,False
29085,179,165.0,156.0,,,,,57.0,,178.2,56.8,,,6.4,,,,15.0,-14.0,-23.0,,,,,-122.0,,-0.8,-122.2,,,-172.6,,,,-164.0,False,,,,,False,,True,False,,,False,,,,False
29087,93,55.0,0.0,,,,,23.0,,35.4,16.1,,8.2,,,,,68.0,-38.0,-93.0,,,,,-70.0,,-57.6,-76.9,,-84.8,,,,,-25.0,False,,,,,False,,False,False,,False,,,,,True
29089,187,75.0,35.0,,,,,86.0,,67.3,39.7,,9.8,0.0,,,,140.0,-112.0,-152.0,,,,,-101.0,,-119.7,-147.3,,-177.2,-187.0,,,,-47.0,False,,,,,True,,False,False,,False,False,,,,True
29091,557,650.0,362.0,,,,,494.0,,649.9,216.7,,493.1,177.5,,,,1034.0,93.0,-195.0,,,,,-63.0,,92.9,-340.3,,-63.9,-379.5,,,,477.0,False,,,,,True,,True,False,,True,False,,,,False
29093,96,70.0,39.0,,,,,37.0,,76.1,23.6,,5.8,,,,,246.0,-26.0,-57.0,,,,,-59.0,,-19.9,-72.4,,-90.2,,,,,150.0,False,,,,,False,,True,False,,False,,,,,False
29095,5429,3590.0,5606.0,,,,,3161.0,,2012.8,3400.1,,2920.3,1427.6,,2297.9,,1891.0,-1839.0,177.0,,,,,-2268.0,,-3416.2,-2028.9,,-2508.7,-4001.4,,-3131.1,,-3538.0,True,,,,,False,,False,False,,False,False,,False,,False
29097,2437,2240.0,2584.0,,,,,1481.0,,1832.5,441.4,,1000.4,1355.3,,880.7,,4481.0,-197.0,147.0,,,,,-956.0,,-604.5,-1995.6,,-1436.6,-1081.7,,-1556.3,,2044.0,True,,,,,False,,False,False,,False,False,,False,,False
29099,3386,1775.0,1481.0,,,,,921.0,,1686.0,1286.6,,1397.7,1602.8,,1594.4,,2400.0,-1611.0,-1905.0,,,,,-2465.0,,-1700.0,-2099.4,,-1988.3,-1783.2,,-1791.6,,-986.0,False,,,,,False,,False,False,,False,False,,False,,True
29101,813,1320.0,112.0,,,,,457.0,,268.0,57.3,,694.7,351.0,,592.5,,0.0,507.0,-701.0,,,,,-356.0,,-545.0,-755.7,,-118.3,-462.0,,-220.5,,-813.0,False,,,,,True,,False,False,,True,True,,True,,False
29103,47,0.0,0.0,,,,,32.0,,4.4,6.0,,,,,,,68.0,-47.0,-47.0,,,,,-15.0,,-42.6,-41.0,,,,,,,21.0,False,,,,,True,,True,True,,,,,,,True
29105,610,800.0,663.0,,,,,372.0,,947.7,334.0,,783.7,209.1,,,,0.0,190.0,53.0,,,,,-238.0,,337.7,-276.0,,173.7,-400.9,,,,-610.0,True,,,,,False,,False,False,,True,False,,,,False
29107,548,395.0,343.0,,,,,222.0,,273.7,115.7,,159.4,141.4,,,,353.0,-153.0,-205.0,,,,,-326.0,,-274.3,-432.3,,-388.6,-406.6,,,,-195.0,False,,,,,False,,False,False,,False,False,,,,False
29109,762,535.0,496.0,,,,,524.0,,591.0,234.8,,451.8,288.7,,,,697.0,-227.0,-266.0,,,,,-238.0,,-171.0,-527.2,,-310.2,-473.3,,,,-65.0,False,,,,,False,,True,False,,False,False,,,,True
29111,209,150.0,118.0,,,,,57.0,,283.4,34.5,,29.2,0.0,,,,235.0,-59.0,-91.0,,,,,-152.0,,74.4,-174.5,,-179.8,-209.0,,,,26.0,False,,,,,False,,False,False,,False,False,,,,True
29113,869,450.0,800.0,,,,,205.0,,578.8,224.4,,104.2,297.8,,,,0.0,-419.0,-69.0,,,,,-664.0,,-290.2,-644.6,,-764.8,-571.2,,,,-869.0,True,,,,,False,,True,False,,False,False,,,,False
29115,107,115.0,214.0,,,,,131.0,,290.9,14.5,,44.0,23.1,,,,312.0,8.0,107.0,,,,,24.0,,183.9,-92.5,,-63.0,-83.9,,,,205.0,False,,,,,False,,False,False,,False,False,,,,False
29117,160,440.0,263.0,,,,,162.0,,364.1,62.1,,321.5,1.0,,,,0.0,280.0,103.0,,,,,2.0,,204.1,-97.9,,161.5,-159.0,,,,-160.0,True,,,,,True,,True,True,,True,True,,,,True
29119,181,145.0,,,,,,349.0,,81.6,26.5,,21.2,0.7,,97.9,,0.0,-36.0,,,,,,168.0,,-99.4,-154.5,,-159.8,-180.3,,-83.1,,-181.0,,,,,,False,,False,False,,False,False,,False,,False
29121,262,85.0,69.0,,,,,112.0,,129.7,46.0,,13.9,78.8,,,,362.0,-177.0,-193.0,,,,,-150.0,,-132.3,-216.0,,-248.1,-183.2,,,,100.0,False,,,,,True,,True,False,,False,False,,,,True
29123,328,310.0,75.0,,,,,74.0,,125.8,57.3,,113.3,79.6,,,,35.0,-18.0,-253.0,,,,,-254.0,,-202.2,-270.7,,-214.7,-248.4,,,,-293.0,False,,,,,False,,False,False,,False,False,,,,False
29125,185,100.0,72.0,,,,,39.0,,110.9,28.1,,53.6,34.5,,,,276.0,-85.0,-113.0,,,,,-146.0,,-74.1,-156.9,,-131.4,-150.5,,,,91.0,False,,,,,False,,True,False,,False,False,,,,False
29127,626,285.0,180.0,,,,,227.0,,216.8,96.8,,220.8,2.0,,,,874.0,-341.0,-446.0,,,,,-399.0,,-409.2,-529.2,,-405.2,-624.0,,,,248.0,False,,,,,False,,False,False,,False,False,,,,True
29129,29,5.0,0.0,,,,,30.0,,1.6,4.0,,4.5,,,,,56.0,-24.0,-29.0,,,,,1.0,,-27.4,-25.0,,-24.5,,,,,27.0,False,,,,,True,,False,False,,False,,,,,False
29131,624,395.0,245.0,,,,,164.0,,376.8,182.8,,233.5,179.8,,,,1294.0,-229.0,-379.0,,,,,-460.0,,-247.2,-441.2,,-390.5,-444.2,,,,670.0,False,,,,,False,,False,False,,False,False,,,,False
29133,236,115.0,79.0,,,,,102.0,,90.8,30.0,,32.3,0.0,,,,217.0,-121.0,-157.0,,,,,-134.0,,-145.2,-206.0,,-203.7,-236.0,,,,-19.0,False,,,,,False,,False,False,,False,False,,,,True
29135,615,280.0,229.0,,,,,116.0,,203.8,59.0,,86.2,126.1,,,,181.0,-335.0,-386.0,,,,,-499.0,,-411.2,-556.0,,-528.8,-488.9,,,,-434.0,False,,,,,False,,False,False,,False,False,,,,False
29137,193,45.0,0.0,,,,,33.0,,37.9,18.5,,8.5,25.1,,,,89.0,-148.0,-193.0,,,,,-160.0,,-155.1,-174.5,,-184.5,-167.9,,,,-104.0,False,,,,,False,,False,False,,False,False,,,,True
29139,170,15.0,35.0,,,,,34.0,,39.0,15.1,,17.9,,,,,155.0,-155.0,-135.0,,,,,-136.0,,-131.0,-154.9,,-152.1,,,,,-15.0,True,,,,,True,,True,True,,True,,,,,True
29141,410,420.0,376.0,,,,,120.0,,449.6,141.6,,226.9,156.8,,,,111.0,10.0,-34.0,,,,,-290.0,,39.6,-268.4,,-183.1,-253.2,,,,-299.0,False,,,,,False,,False,False,,False,False,,,,False
29143,459,315.0,60.0,,,,,166.0,,260.1,52.8,,218.1,100.8,,,,237.0,-144.0,-399.0,,,,,-293.0,,-198.9,-406.2,,-240.9,-358.2,,,,-222.0,False,,,,,False,,False,False,,False,False,,,,False
29145,1068,505.0,127.0,,,,,887.0,,328.4,63.4,,132.1,58.8,,340.2,,0.0,-563.0,-941.0,,,,,-181.0,,-739.6,-1004.6,,-935.9,-1009.2,,-727.8,,-1068.0,False,,,,,True,,False,False,,False,False,,False,,False
29147,740,425.0,213.0,,,,,239.0,,354.4,41.8,,172.1,0.0,,,,136.0,-315.0,-527.0,,,,,-501.0,,-385.6,-698.2,,-567.9,-740.0,,,,-604.0,False,,,,,False,,False,False,,False,False,,,,False
29149,141,160.0,110.0,,,,,130.0,,160.3,43.1,,95.8,9.2,,,,0.0,19.0,-31.0,,,,,-11.0,,19.3,-97.9,,-45.2,-131.8,,,,-141.0,False,,,,,True,,False,False,,False,False,,,,False
29151,514,330.0,429.0,,,,,77.0,,523.4,36.4,,135.3,58.6,,,,286.0,-184.0,-85.0,,,,,-437.0,,9.4,-477.6,,-378.7,-455.4,,,,-228.0,True,,,,,False,,True,False,,False,False,,,,False
29153,99,110.0,28.0,,,,,68.0,,81.6,53.4,,,0.0,,,,126.0,11.0,-71.0,,,,,-31.0,,-17.4,-45.6,,,-99.0,,,,27.0,False,,,,,False,,False,False,,,False,,,,False
29155,330,250.0,210.0,,,,,250.0,,221.3,85.8,,60.5,47.5,,,,578.0,-80.0,-120.0,,,,,-80.0,,-108.7,-244.2,,-269.5,-282.5,,,,248.0,False,,,,,False,,False,False,,False,False,,,,False
29157,550,255.0,191.0,,,,,110.0,,229.6,56.5,,83.4,0.0,,,,207.0,-295.0,-359.0,,,,,-440.0,,-320.4,-493.5,,-466.6,-550.0,,,,-343.0,False,,,,,False,,False,False,,False,False,,,,False
29159,1151,495.0,208.0,,,,,536.0,,343.8,217.9,,444.4,3.4,,353.7,,104.0,-656.0,-943.0,,,,,-615.0,,-807.2,-933.1,,-706.6,-1147.6,,-797.3,,-1047.0,False,,,,,True,,False,False,,False,False,,False,,False
29161,698,410.0,165.0,,,,,307.0,,275.0,269.1,,459.0,104.1,,,,222.0,-288.0,-533.0,,,,,-391.0,,-423.0,-428.9,,-239.0,-593.9,,,,-476.0,False,,,,,False,,False,False,,True,False,,,,False
29163,379,120.0,69.0,,,,,101.0,,122.5,48.3,,37.8,0.0,,,,301.0,-259.0,-310.0,,,,,-278.0,,-256.5,-330.7,,-341.2,-379.0,,,,-78.0,False,,,,,False,,True,False,,False,False,,,,True
29165,526,360.0,200.0,,,,,395.0,,275.7,215.9,,256.6,493.5,,,,583.0,-166.0,-326.0,,,,,-131.0,,-250.3,-310.1,,-269.4,-32.5,,,,57.0,False,,,,,True,,False,False,,False,True,,,,True
29167,442,365.0,88.0,,,,,347.0,,327.6,209.9,,233.3,0.4,,,,0.0,-77.0,-354.0,,,,,-95.0,,-114.4,-232.1,,-208.7,-441.6,,,,-442.0,False,,,,,False,,False,False,,False,False,,,,False
29169,476,495.0,110.0,,,,,392.0,,296.0,143.8,,237.8,283.4,,,,571.0,19.0,-366.0,,,,,-84.0,,-180.0,-332.2,,-238.2,-192.6,,,,95.0,False,,,,,False,,False,False,,False,False,,,,False
29171,55,45.0,0.0,,,,,43.0,,17.8,6.3,,,,,,,95.0,-10.0,-55.0,,,,,-12.0,,-37.2,-48.7,,,,,,,40.0,False,,,,,False,,False,False,,,,,,,False
29173,168,70.0,8.0,,,,,46.0,,78.0,22.7,,30.4,11.7,,,,26.0,-98.0,-160.0,,,,,-122.0,,-90.0,-145.3,,-137.6,-156.3,,,,-142.0,False,,,,,False,,True,False,,False,False,,,,False
29175,575,580.0,748.0,,,,,221.0,,996.4,57.5,,63.8,144.1,,,,1225.0,5.0,173.0,,,,,-354.0,,421.4,-517.5,,-511.2,-430.9,,,,650.0,False,,,,,False,,False,False,,False,False,,,,False
29177,332,125.0,48.0,,,,,163.0,,86.1,48.2,,33.7,102.4,,,,364.0,-207.0,-284.0,,,,,-169.0,,-245.9,-283.8,,-298.3,-229.6,,,,32.0,False,,,,,True,,False,False,,False,False,,,,True
29179,89,20.0,0.0,,,,,28.0,,23.2,7.6,,3.7,,,,,12.0,-69.0,-89.0,,,,,-61.0,,-65.8,-81.4,,-85.3,,,,,-77.0,False,,,,,True,,True,False,,False,,,,,False
29181,259,110.0,123.0,,,,,86.0,,122.3,16.7,,29.2,27.6,,,,1.0,-149.0,-136.0,,,,,-173.0,,-136.7,-242.3,,-229.8,-231.4,,,,-258.0,True,,,,,False,,True,False,,False,False,,,,False
29183,6855,3460.0,3628.0,,,,,1401.0,,2581.3,2301.0,,2140.4,2184.1,,2357.3,,4775.0,-3395.0,-3227.0,,,,,-5454.0,,-4273.7,-4554.0,,-4714.6,-4670.9,,-4497.7,,-2080.0,True,,,,,False,,False,False,,False,False,,False,,True
29185,146,85.0,47.0,,,,,61.0,,62.6,24.6,,9.1,,,,,24.0,-61.0,-99.0,,,,,-85.0,,-83.4,-121.4,,-136.9,,,,,-122.0,False,,,,,False,,False,False,,False,,,,,False
29186,576,160.0,113.0,,,,,67.0,,150.2,41.0,,57.3,81.9,,,,202.0,-416.0,-463.0,,,,,-509.0,,-425.8,-535.0,,-518.7,-494.1,,,,-374.0,False,,,,,False,,False,False,,False,False,,,,True
29187,1621,1325.0,1403.0,,,,,423.0,,854.3,278.6,,1340.3,3.3,,937.7,,580.0,-296.0,-218.0,,,,,-1198.0,,-766.7,-1342.4,,-280.7,-1617.7,,-683.3,,-1041.0,True,,,,,False,,False,False,,True,False,,False,,False
29189,14225,5700.0,7423.0,,,,,3721.0,,4010.5,5023.5,,4592.4,1963.8,,3750.9,,3620.0,-8525.0,-6802.0,,,,,-10504.0,,-10214.5,-9201.5,,-9632.6,-12261.2,,-10474.1,,-10605.0,True,,,,,False,,False,False,,False,False,,False,,False
29195,485,315.0,363.0,,,,,236.0,,374.9,171.0,,70.3,167.8,,,,309.0,-170.0,-122.0,,,,,-249.0,,-110.1,-314.0,,-414.7,-317.2,,,,-176.0,True,,,,,False,,True,False,,False,False,,,,False
29197,79,20.0,0.0,,,,,33.0,,23.4,4.6,,5.1,,,,,66.0,-59.0,-79.0,,,,,-46.0,,-55.6,-74.4,,-73.9,,,,,-13.0,False,,,,,True,,True,False,,False,,,,,True
29199,91,35.0,35.0,,,,,39.0,,66.4,8.5,,3.3,,,,,125.0,-56.0,-56.0,,,,,-52.0,,-24.6,-82.5,,-87.7,,,,,34.0,False,,,,,True,,True,False,,False,,,,,True
29201,931,800.0,557.0,,,,,322.0,,475.0,204.0,,374.6,299.6,,,,1307.0,-131.0,-374.0,,,,,-609.0,,-456.0,-727.0,,-556.4,-631.4,,,,376.0,False,,,,,False,,False,False,,False,False,,,,False
29203,139,190.0,72.0,,,,,47.0,,167.2,33.3,,136.5,27.3,,,,139.0,51.0,-67.0,,,,,-92.0,,28.2,-105.7,,-2.5,-111.7,,,,0.0,False,,,,,False,,True,False,,True,False,,,,True
29205,74,70.0,0.0,,,,,34.0,,54.3,18.4,,22.3,,,,,99.0,-4.0,-74.0,,,,,-40.0,,-19.7,-55.6,,-51.7,,,,,25.0,False,,,,,False,,False,False,,False,,,,,False
