,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29207,561,495.0,425.0,,,,,309.0,,487.3,117.1,,147.9,193.3,,,,461.0,-66.0,-136.0,,,,,-252.0,,-73.7,-443.9,,-413.1,-367.7,,,,-100.0,False,,,,,False,,False,False,,False,False,,,,False
29209,394,305.0,356.0,,,,,248.0,,381.0,133.8,,190.0,129.1,,,,234.0,-89.0,-38.0,,,,,-146.0,,-13.0,-260.2,,-204.0,-264.9,,,,-160.0,True,,,,,False,,True,False,,False,False,,,,False
29211,236,130.0,0.0,,,,,57.0,,81.2,15.3,,47.6,0.0,,,,37.0,-106.0,-236.0,,,,,-179.0,,-154.8,-220.7,,-188.4,-236.0,,,,-199.0,False,,,,,False,,False,False,,False,False,,,,False
29213,827,520.0,872.0,,,,,676.0,,502.8,118.7,,314.4,323.8,,207.1,,303.0,-307.0,45.0,,,,,-151.0,,-324.2,-708.3,,-512.6,-503.2,,-619.9,,-524.0,True,,,,,True,,False,False,,False,False,,False,,False
29215,372,410.0,205.0,,,,,235.0,,411.1,202.3,,478.4,66.4,,,,3.0,38.0,-167.0,,,,,-137.0,,39.1,-169.7,,106.4,-305.6,,,,-369.0,False,,,,,False,,False,False,,False,False,,,,False
29217,282,180.0,220.0,,,,,215.0,,205.1,85.4,,70.7,75.3,,,,194.0,-102.0,-62.0,,,,,-67.0,,-76.9,-196.6,,-211.3,-206.7,,,,-88.0,True,,,,,True,,True,False,,False,False,,,,True
29219,377,165.0,55.0,,,,,124.0,,90.0,80.3,,74.8,122.9,,,,107.0,-212.0,-322.0,,,,,-253.0,,-287.0,-296.7,,-302.2,-254.1,,,,-270.0,False,,,,,False,,False,False,,False,False,,,,False
29221,591,360.0,327.0,,,,,144.0,,387.8,121.5,,128.5,178.6,,,,332.0,-231.0,-264.0,,,,,-447.0,,-203.2,-469.5,,-462.5,-412.4,,,,-259.0,False,,,,,False,,True,False,,False,False,,,,False
29223,144,145.0,107.0,,,,,70.0,,87.4,72.6,,,0.0,,,,0.0,1.0,-37.0,,,,,-74.0,,-56.6,-71.4,,,-144.0,,,,-144.0,False,,,,,False,,False,False,,,False,,,,False
29225,586,830.0,749.0,,,,,346.0,,1213.1,232.2,,664.3,335.0,,,,783.0,244.0,163.0,,,,,-240.0,,627.1,-353.8,,78.3,-251.0,,,,197.0,True,,,,,True,,False,False,,True,False,,,,True
29227,27,5.0,0.0,,,,,20.0,,5.9,2.8,,1.0,,,,,4.0,-22.0,-27.0,,,,,-7.0,,-21.1,-24.2,,-26.0,,,,,-23.0,False,,,,,True,,True,False,,False,,,,,False
29229,201,345.0,142.0,,,,,188.0,,417.1,46.7,,118.4,108.4,,,,261.0,144.0,-59.0,,,,,-13.0,,216.1,-154.3,,-82.6,-92.6,,,,60.0,True,,,,,True,,False,False,,True,True,,,,True
29510,3601,1370.0,1306.0,,,,,1053.0,,1041.8,1106.8,,814.1,29.9,,923.3,,937.0,-2231.0,-2295.0,,,,,-2548.0,,-2559.2,-2494.2,,-2786.9,-3571.1,,-2677.7,,-2664.0,False,,,,,False,,False,False,,False,False,,False,,False
30001,227,305.0,74.0,,,,,105.0,,822.8,38.0,,352.4,0.0,,,,190.0,78.0,-153.0,,,,,-122.0,,595.8,-189.0,,125.4,-227.0,,,,-37.0,False,,,,,False,,False,False,,False,False,,,,True
30003,575,330.0,,,,,,168.0,,292.8,68.9,,185.4,0.0,,,,324.0,-245.0,,,,,,-407.0,,-282.2,-506.1,,-389.6,-575.0,,,,-251.0,,,,,,False,,False,False,,False,False,,,,False
30005,349,185.0,0.0,,,,,80.0,,2504.8,14.1,,,0.0,,,,197.0,-164.0,-349.0,,,,,-269.0,,2155.8,-334.9,,,-349.0,,,,-152.0,False,,,,,False,,False,False,,,False,,,,True
30007,113,20.0,0.0,,,,,39.0,,20.8,3.0,,17.1,,,,,54.0,-93.0,-113.0,,,,,-74.0,,-92.2,-110.0,,-95.9,,,,,-59.0,False,,,,,True,,True,False,,False,,,,,True
30009,309,140.0,0.0,,,,,118.0,,113.9,27.1,,142.7,66.5,,,,200.0,-169.0,-309.0,,,,,-191.0,,-195.1,-281.9,,-166.3,-242.5,,,,-109.0,False,,,,,False,,False,False,,True,False,,,,True
30011,87,0.0,0.0,,,,,20.0,,27.2,15.7,,,,,,,19.0,-87.0,-87.0,,,,,-67.0,,-59.8,-71.3,,,,,,,-68.0,False,,,,,True,,True,True,,,,,,,True
30013,2525,890.0,857.0,,,,,1702.0,,1250.2,184.1,,780.7,393.1,,,,977.0,-1635.0,-1668.0,,,,,-823.0,,-1274.8,-2340.9,,-1744.3,-2131.9,,,,-1548.0,False,,,,,True,,True,False,,False,False,,,,True
30015,153,55.0,0.0,,,,,61.0,,99.5,27.4,,,,,,,88.0,-98.0,-153.0,,,,,-92.0,,-53.5,-125.6,,,,,,,-65.0,False,,,,,True,,True,False,,,,,,,True
30017,378,95.0,,,,,,197.0,,46.6,83.3,,,28.0,,,,38.0,-283.0,,,,,,-181.0,,-331.4,-294.7,,,-350.0,,,,-340.0,,,,,,True,,False,False,,,False,,,,False
30019,58,25.0,0.0,,,,,76.0,,215.8,8.4,,,,,,,30.0,-33.0,-58.0,,,,,18.0,,157.8,-49.6,,,,,,,-28.0,False,,,,,True,,False,False,,,,,,,True
30021,313,150.0,0.0,,,,,155.0,,201.9,60.1,,,36.8,,,,79.0,-163.0,-313.0,,,,,-158.0,,-111.1,-252.9,,,-276.2,,,,-234.0,False,,,,,True,,True,False,,,False,,,,False
30023,363,430.0,314.0,,,,,175.0,,1278.6,28.7,,253.2,1.1,,,,0.0,67.0,-49.0,,,,,-188.0,,915.6,-334.4,,-109.8,-361.9,,,,-363.0,True,,,,,False,,False,False,,False,False,,,,False
30025,132,35.0,0.0,,,,,50.0,,400.7,15.4,,,,,,,67.0,-97.0,-132.0,,,,,-82.0,,268.7,-116.6,,,,,,,-65.0,False,,,,,True,,False,False,,,,,,,True
30027,283,215.0,0.0,,,,,319.0,,241.9,62.5,,,0.0,,,,463.0,-68.0,-283.0,,,,,36.0,,-41.1,-220.5,,,-283.0,,,,180.0,False,,,,,True,,True,False,,,False,,,,False
30029,3008,2980.0,7062.0,,,,,2710.0,,4961.5,380.7,,5242.0,525.0,,1374.9,,3663.0,-28.0,4054.0,,,,,-298.0,,1953.5,-2627.3,,2234.0,-2483.0,,-1633.1,,655.0,False,,,,,False,,False,False,,False,False,,False,,False
30031,3527,1610.0,2921.0,,,,,952.0,,1847.1,205.9,,1973.6,550.0,,704.9,,2372.0,-1917.0,-606.0,,,,,-2575.0,,-1679.9,-3321.1,,-1553.4,-2977.0,,-2822.1,,-1155.0,True,,,,,False,,True,False,,True,False,,False,,True
30033,37,0.0,0.0,,,,,20.0,,1.7,0.7,,,,,,,0.0,-37.0,-37.0,,,,,-17.0,,-35.3,-36.3,,,,,,,-37.0,False,,,,,True,,True,True,,,,,,,False
30035,532,900.0,663.0,,,,,751.0,,1711.4,55.5,,1016.3,2.8,,,,279.0,368.0,131.0,,,,,219.0,,1179.4,-476.5,,484.3,-529.2,,,,-253.0,True,,,,,True,,False,False,,False,False,,,,True
30037,15,0.0,0.0,,,,,30.0,,5.2,1.5,,0.5,,,,,0.0,-15.0,-15.0,,,,,15.0,,-9.8,-13.5,,-14.5,,,,,-15.0,False,,,,,False,,True,True,,True,,,,,False
30039,63,20.0,0.0,,,,,32.0,,50.7,8.3,,,,,,,110.0,-43.0,-63.0,,,,,-31.0,,-12.3,-54.7,,,,,,,47.0,False,,,,,True,,True,False,,,,,,,False
30041,796,620.0,32.0,,,,,802.0,,1263.4,109.7,,836.2,165.4,,,,311.0,-176.0,-764.0,,,,,6.0,,467.4,-686.3,,40.2,-630.6,,,,-485.0,False,,,,,True,,False,False,,True,False,,,,False
30043,194,65.0,36.0,,,,,74.0,,78.6,42.0,,4.5,0.0,,,,46.0,-129.0,-158.0,,,,,-120.0,,-115.4,-152.0,,-189.5,-194.0,,,,-148.0,False,,,,,True,,True,False,,False,False,,,,False
30045,27,5.0,0.0,,,,,5.0,,5.5,3.9,,,,,,,2.0,-22.0,-27.0,,,,,-22.0,,-21.5,-23.1,,,,,,,-25.0,False,,,,,False,,True,False,,,,,,,False
30047,449,210.0,321.0,,,,,320.0,,292.4,54.0,,253.1,94.1,,,,480.0,-239.0,-128.0,,,,,-129.0,,-156.6,-395.0,,-195.9,-354.9,,,,31.0,True,,,,,True,,True,False,,True,False,,,,True
30049,1290,415.0,1259.0,,,,,671.0,,505.5,86.0,,473.9,385.4,,,,305.0,-875.0,-31.0,,,,,-619.0,,-784.5,-1204.0,,-816.1,-904.6,,,,-985.0,True,,,,,True,,True,False,,True,False,,,,False
30051,19,25.0,0.0,,,,,84.0,,33.2,7.1,,11.3,,,,,32.0,6.0,-19.0,,,,,65.0,,14.2,-11.9,,-7.7,,,,,13.0,False,,,,,False,,False,False,,False,,,,,False
30053,358,215.0,35.0,,,,,78.0,,326.0,19.0,,99.0,52.2,,,,242.0,-143.0,-323.0,,,,,-280.0,,-32.0,-339.0,,-259.0,-305.8,,,,-116.0,False,,,,,False,,True,False,,False,False,,,,True
30055,47,20.0,0.0,,,,,25.0,,22.2,7.1,,,,,,,32.0,-27.0,-47.0,,,,,-22.0,,-24.8,-39.9,,,,,,,-15.0,False,,,,,True,,True,False,,,,,,,True
30057,187,35.0,1.0,,,,,62.0,,37.1,5.5,,4.1,4.1,,,,13.0,-152.0,-186.0,,,,,-125.0,,-149.9,-181.5,,-182.9,-182.9,,,,-174.0,False,,,,,True,,True,False,,False,False,,,,False
30059,61,30.0,,,,,,16.0,,82.6,5.0,,11.7,,,,,54.0,-31.0,,,,,,-45.0,,21.6,-56.0,,-49.3,,,,,-7.0,,,,,,False,,True,False,,False,,,,,True
30061,17,15.0,0.0,,,,,10.0,,26.8,35.6,,,,,,,2.0,-2.0,-17.0,,,,,-7.0,,9.8,18.6,,,,,,,-15.0,False,,,,,False,,False,False,,,,,,,False
30063,2025,2185.0,4703.0,,,,,1518.0,,4311.4,274.1,,2137.7,640.9,,,,2972.0,160.0,2678.0,,,,,-507.0,,2286.4,-1750.9,,112.7,-1384.1,,,,947.0,False,,,,,False,,False,False,,True,False,,,,False
30065,137,10.0,0.0,,,,,126.0,,15.8,22.8,,37.1,,,,,7.0,-127.0,-137.0,,,,,-11.0,,-121.2,-114.2,,-99.9,,,,,-130.0,False,,,,,True,,True,True,,True,,,,,False
30067,275,145.0,0.0,,,,,229.0,,185.6,35.5,,93.3,136.0,,,,197.0,-130.0,-275.0,,,,,-46.0,,-89.4,-239.5,,-181.7,-139.0,,,,-78.0,False,,,,,True,,True,False,,False,False,,,,True
30069,4,10.0,0.0,,,,,15.0,,6.7,19.1,,,,,,,0.0,6.0,-4.0,,,,,11.0,,2.7,15.1,,,,,,,-4.0,True,,,,,False,,True,False,,,,,,,True
30071,93,30.0,,,,,,196.0,,13.2,1.8,,,0.0,,,,6.0,-63.0,,,,,,103.0,,-79.8,-91.2,,,-93.0,,,,-87.0,,,,,,False,,False,False,,,False,,,,False
30073,120,240.0,62.0,,,,,152.0,,582.8,20.5,,133.3,0.0,,,,78.0,120.0,-58.0,,,,,32.0,,462.8,-99.5,,13.3,-120.0,,,,-42.0,True,,,,,True,,False,True,,True,True,,,,True
30075,40,45.0,0.0,,,,,30.0,,54.3,23.5,,,,,,,6.0,5.0,-40.0,,,,,-10.0,,14.3,-16.5,,,,,,,-34.0,False,,,,,False,,False,False,,,,,,,False
30077,354,35.0,,,,,,96.0,,51.7,24.6,,,,,,,107.0,-319.0,,,,,,-258.0,,-302.3,-329.4,,,,,,,-247.0,,,,,,True,,True,False,,,,,,,True
30079,19,60.0,2.0,,,,,15.0,,548.8,26.7,,,,,,,38.0,41.0,-17.0,,,,,-4.0,,529.8,7.7,,,,,,,19.0,True,,,,,True,,False,True,,,,,,,True
30081,546,320.0,508.0,,,,,438.0,,372.7,106.3,,603.2,167.0,,,,782.0,-226.0,-38.0,,,,,-108.0,,-173.3,-439.7,,57.2,-379.0,,,,236.0,True,,,,,True,,True,False,,True,False,,,,False
30083,326,35.0,66.0,,,,,292.0,,108.5,31.5,,39.8,35.5,,,,28.0,-291.0,-260.0,,,,,-34.0,,-217.5,-294.5,,-286.2,-290.5,,,,-298.0,True,,,,,True,,True,False,,True,True,,,,False
30085,524,1010.0,93.0,,,,,383.0,,666.3,15.2,,494.9,9.0,,,,37.0,486.0,-431.0,,,,,-141.0,,142.3,-508.8,,-29.1,-515.0,,,,-487.0,True,,,,,True,,True,False,,True,False,,,,False
30087,219,150.0,0.0,,,,,96.0,,130.9,34.5,,31.1,0.0,,,,158.0,-69.0,-219.0,,,,,-123.0,,-88.1,-184.5,,-187.9,-219.0,,,,-61.0,False,,,,,False,,False,False,,False,False,,,,True
30089,85,90.0,0.0,,,,,22.0,,266.6,57.6,,,,,,,366.0,5.0,-85.0,,,,,-63.0,,181.6,-27.4,,,,,,,281.0,False,,,,,False,,False,False,,,,,,,False
30091,171,50.0,0.0,,,,,122.0,,112.7,12.8,,,,,,,45.0,-121.0,-171.0,,,,,-49.0,,-58.3,-158.2,,,,,,,-126.0,False,,,,,True,,True,False,,,,,,,False
30093,779,280.0,335.0,,,,,405.0,,419.0,63.4,,135.9,247.7,,,,499.0,-499.0,-444.0,,,,,-374.0,,-360.0,-715.6,,-643.1,-531.3,,,,-280.0,True,,,,,True,,True,False,,False,False,,,,True
30095,216,130.0,45.0,,,,,120.0,,168.5,51.4,,128.0,0.0,,,,81.0,-86.0,-171.0,,,,,-96.0,,-47.5,-164.6,,-88.0,-216.0,,,,-135.0,False,,,,,False,,True,False,,False,False,,,,False
30097,123,15.0,0.0,,,,,46.0,,8.0,21.8,,,,,,,9.0,-108.0,-123.0,,,,,-77.0,,-115.0,-101.2,,,,,,,-114.0,False,,,,,True,,False,True,,,,,,,False
30099,79,80.0,,,,,,51.0,,257.5,16.5,,,,,,,80.0,1.0,,,,,,-28.0,,178.5,-62.5,,,,,,,1.0,,,,,,False,,False,False,,,,,,,False
30101,391,265.0,49.0,,,,,384.0,,427.5,1.7,,187.8,53.2,,,,72.0,-126.0,-342.0,,,,,-7.0,,36.5,-389.3,,-203.2,-337.8,,,,-319.0,False,,,,,True,,True,False,,False,False,,,,False
30103,19,30.0,,,,,,14.0,,193.0,5.0,,,,,,,21.0,11.0,,,,,,-5.0,,174.0,-14.0,,,,,,,2.0,,,,,,True,,False,False,,,,,,,True
30105,337,220.0,0.0,,,,,285.0,,401.2,65.2,,,0.4,,,,0.0,-117.0,-337.0,,,,,-52.0,,64.2,-271.8,,,-336.6,,,,-337.0,False,,,,,True,,True,False,,,False,,,,False
30107,48,65.0,0.0,,,,,30.0,,69.1,12.3,,8.6,,,,,48.0,17.0,-48.0,,,,,-18.0,,21.1,-35.7,,-39.4,,,,,0.0,False,,,,,False,,False,False,,False,,,,,True
30109,28,60.0,2.0,,,,,50.0,,399.0,2.8,,,,,,,29.0,32.0,-26.0,,,,,22.0,,371.0,-25.2,,,,,,,1.0,True,,,,,True,,False,True,,,,,,,True
30111,4609,3210.0,4202.0,,,,,2122.0,,2963.5,588.1,,5433.4,1738.6,,1532.1,,4770.0,-1399.0,-407.0,,,,,-2487.0,,-1645.5,-4020.9,,824.4,-2870.4,,-3076.9,,161.0,True,,,,,False,,False,False,,True,False,,False,,True
31001,574,265.0,237.0,,,,,323.0,,189.0,319.6,,72.2,331.8,,,,96.0,-309.0,-337.0,,,,,-251.0,,-385.0,-254.4,,-501.8,-242.2,,,,-478.0,False,,,,,True,,False,True,,False,True,,,,False
31003,127,120.0,67.0,,,,,78.0,,114.2,27.7,,43.6,0.1,,,,47.0,-7.0,-60.0,,,,,-49.0,,-12.8,-99.3,,-83.4,-126.9,,,,-80.0,False,,,,,False,,False,False,,False,False,,,,False
31005,12,5.0,0.0,,,,,10.0,,0.1,6.0,,,,,,,0.0,-7.0,-12.0,,,,,-2.0,,-11.9,-6.0,,,,,,,-12.0,False,,,,,True,,False,True,,,,,,,False
31007,5,0.0,0.0,,,,,11.0,,1.4,0.1,,,,,,,0.0,-5.0,-5.0,,,,,6.0,,-3.6,-4.9,,,,,,,-5.0,False,,,,,False,,True,True,,,,,,,False
31009,10,0.0,0.0,,,,,14.0,,0.4,4.0,,,,,,,0.0,-10.0,-10.0,,,,,4.0,,-9.6,-6.0,,,,,,,-10.0,False,,,,,True,,True,True,,,,,,,False
31011,125,85.0,43.0,,,,,58.0,,103.4,18.3,,13.1,18.5,,,,40.0,-40.0,-82.0,,,,,-67.0,,-21.6,-106.7,,-111.9,-106.5,,,,-85.0,False,,,,,False,,True,False,,False,False,,,,False
31013,271,115.0,110.0,,,,,51.0,,127.0,63.7,,16.4,148.5,,,,59.0,-156.0,-161.0,,,,,-220.0,,-144.0,-207.3,,-254.6,-122.5,,,,-212.0,False,,,,,False,,True,False,,False,True,,,,False
31015,51,45.0,0.0,,,,,48.0,,28.1,8.8,,12.5,,,,,5.0,-6.0,-51.0,,,,,-3.0,,-22.9,-42.2,,-38.5,,,,,-46.0,False,,,,,True,,False,False,,False,,,,,False
31017,65,55.0,0.0,,,,,57.0,,73.8,61.2,,,,,,,25.0,-10.0,-65.0,,,,,-8.0,,8.8,-3.8,,,,,,,-40.0,False,,,,,True,,True,True,,,,,,,False
31019,1441,850.0,1063.0,,,,,415.0,,526.7,411.1,,515.0,733.2,,610.4,,275.0,-591.0,-378.0,,,,,-1026.0,,-914.3,-1029.9,,-926.0,-707.8,,-830.6,,-1166.0,True,,,,,False,,False,False,,False,False,,False,,False
31021,199,60.0,0.0,,,,,61.0,,51.1,18.6,,57.2,,,,,54.0,-139.0,-199.0,,,,,-138.0,,-147.9,-180.4,,-141.8,,,,,-145.0,False,,,,,True,,False,False,,False,,,,,False
31023,235,125.0,86.0,,,,,73.0,,77.0,54.9,,26.0,65.2,,,,44.0,-110.0,-149.0,,,,,-162.0,,-158.0,-180.1,,-209.0,-169.8,,,,-191.0,False,,,,,False,,False,False,,False,False,,,,False
31025,424,225.0,336.0,,,,,133.0,,164.0,138.8,,49.4,191.9,,,,143.0,-199.0,-88.0,,,,,-291.0,,-260.0,-285.1,,-374.6,-232.1,,,,-281.0,True,,,,,False,,False,False,,False,False,,,,False
31027,123,95.0,65.0,,,,,123.0,,68.3,25.0,,29.2,53.4,,,,51.0,-28.0,-58.0,,,,,0.0,,-54.7,-98.0,,-93.8,-69.6,,,,-72.0,False,,,,,True,,False,False,,False,False,,,,False
31029,140,275.0,80.0,,,,,36.0,,973.6,27.2,,33.4,,,,,78.0,135.0,-60.0,,,,,-104.0,,833.6,-112.8,,-106.6,,,,,-62.0,True,,,,,True,,False,True,,True,,,,,True
31031,80,10.0,0.0,,,,,80.0,,11.4,16.4,,18.8,,,,,5.0,-70.0,-80.0,,,,,0.0,,-68.6,-63.6,,-61.2,,,,,-75.0,False,,,,,True,,True,True,,True,,,,,False
31033,282,35.0,0.0,,,,,30.0,,31.2,28.5,,16.4,,,,,24.0,-247.0,-282.0,,,,,-252.0,,-250.8,-253.5,,-265.6,,,,,-258.0,False,,,,,False,,False,False,,False,,,,,False
31035,174,105.0,80.0,,,,,33.0,,81.5,17.0,,24.5,34.8,,,,53.0,-69.0,-94.0,,,,,-141.0,,-92.5,-157.0,,-149.5,-139.2,,,,-121.0,False,,,,,False,,False,False,,False,False,,,,False
31037,320,100.0,1.0,,,,,117.0,,25.0,59.0,,36.9,23.0,,,,0.0,-220.0,-319.0,,,,,-203.0,,-295.0,-261.0,,-283.1,-297.0,,,,-320.0,False,,,,,True,,False,False,,False,False,,,,False
31039,246,190.0,180.0,,,,,121.0,,216.0,45.5,,27.2,130.8,,,,79.0,-56.0,-66.0,,,,,-125.0,,-30.0,-200.6,,-218.8,-115.2,,,,-167.0,False,,,,,False,,True,False,,False,False,,,,False
31041,193,215.0,37.0,,,,,107.0,,249.2,17.5,,73.7,119.7,,,,170.0,22.0,-156.0,,,,,-86.0,,56.2,-175.5,,-119.3,-73.3,,,,-23.0,False,,,,,False,,False,False,,False,False,,,,False
31043,463,465.0,0.0,,,,,208.0,,243.2,149.2,,72.2,64.3,,199.5,,460.0,2.0,-463.0,,,,,-255.0,,-219.8,-313.8,,-390.8,-398.7,,-263.5,,-3.0,False,,,,,False,,False,False,,False,False,,False,,False
31045,219,120.0,1.0,,,,,63.0,,68.0,43.3,,88.3,5.6,,,,50.0,-99.0,-218.0,,,,,-156.0,,-151.0,-175.7,,-130.7,-213.4,,,,-169.0,False,,,,,False,,False,False,,False,False,,,,False
31047,540,145.0,60.0,,,,,137.0,,79.4,143.8,,73.0,31.0,,98.2,,43.0,-395.0,-480.0,,,,,-403.0,,-460.6,-396.2,,-467.0,-509.0,,-441.8,,-497.0,False,,,,,False,,False,False,,False,False,,False,,False
31049,24,0.0,0.0,,,,,14.0,,0.4,5.5,,,,,,,0.0,-24.0,-24.0,,,,,-10.0,,-23.6,-18.5,,,,,,,-24.0,False,,,,,True,,True,True,,,,,,,False
31051,132,165.0,140.0,,,,,68.0,,213.1,18.9,,32.4,0.0,,,,89.0,33.0,8.0,,,,,-64.0,,81.1,-113.1,,-99.6,-132.0,,,,-43.0,True,,,,,False,,False,False,,False,False,,,,False
31053,932,475.0,443.0,,,,,408.0,,291.4,350.3,,210.7,521.4,,369.5,,117.0,-457.0,-489.0,,,,,-524.0,,-640.6,-581.7,,-721.3,-410.6,,-562.5,,-815.0,False,,,,,False,,False,False,,False,True,,False,,False
31055,12348,6330.0,9951.0,,,,,3710.0,,3601.6,3915.4,,2795.2,6263.6,,4310.3,,2799.0,-6018.0,-2397.0,,,,,-8638.0,,-8746.4,-8432.6,,-9552.8,-6084.4,,-8037.7,,-9549.0,True,,,,,False,,False,False,,False,False,,False,,False
31057,32,10.0,0.0,,,,,12.0,,15.2,8.6,,,,,,,18.0,-22.0,-32.0,,,,,-20.0,,-16.8,-23.4,,,,,,,-14.0,False,,,,,True,,True,False,,,,,,,True
31059,191,30.0,0.0,,,,,34.0,,15.6,14.5,,42.8,,,,,7.0,-161.0,-191.0,,,,,-157.0,,-175.4,-176.5,,-148.2,,,,,-184.0,False,,,,,True,,False,False,,True,,,,,False
31061,83,85.0,3.0,,,,,28.0,,120.7,5.7,,9.3,,,,,43.0,2.0,-80.0,,,,,-55.0,,37.7,-77.3,,-73.7,,,,,-40.0,False,,,,,False,,False,False,,False,,,,,False
31063,58,35.0,0.0,,,,,15.0,,16.3,11.1,,3.1,,,,,33.0,-23.0,-58.0,,,,,-43.0,,-41.7,-46.9,,-54.9,,,,,-25.0,False,,,,,False,,False,False,,False,,,,,False
31065,130,70.0,35.0,,,,,31.0,,126.0,14.0,,18.3,,,,,101.0,-60.0,-95.0,,,,,-99.0,,-4.0,-116.0,,-111.7,,,,,-29.0,False,,,,,False,,True,False,,False,,,,,True
31067,643,185.0,210.0,,,,,145.0,,167.8,78.6,,57.6,144.7,,,,74.0,-458.0,-433.0,,,,,-498.0,,-475.2,-564.4,,-585.4,-498.3,,,,-569.0,True,,,,,False,,False,False,,False,False,,,,False
31069,53,0.0,0.0,,,,,15.0,,0.3,2.6,,2.4,,,,,11.0,-53.0,-53.0,,,,,-38.0,,-52.7,-50.4,,-50.6,,,,,-42.0,False,,,,,True,,True,True,,True,,,,,True
31071,52,10.0,0.0,,,,,27.0,,0.7,4.7,,2.2,,,,,0.0,-42.0,-52.0,,,,,-25.0,,-51.3,-47.3,,-49.8,,,,,-52.0,False,,,,,True,,False,False,,False,,,,,False
31073,40,35.0,0.0,,,,,27.0,,28.4,1.1,,11.1,,,,,17.0,-5.0,-40.0,,,,,-13.0,,-11.6,-38.9,,-28.9,,,,,-23.0,False,,,,,False,,False,False,,False,,,,,False
31075,9,0.0,0.0,,,,,12.0,,6.4,11.6,,,,,,,13.0,-9.0,-9.0,,,,,3.0,,-2.6,2.6,,,,,,,4.0,False,,,,,True,,True,True,,,,,,,True
31077,45,15.0,0.0,,,,,24.0,,17.5,6.3,,12.3,,,,,7.0,-30.0,-45.0,,,,,-21.0,,-27.5,-38.7,,-32.7,,,,,-38.0,False,,,,,True,,True,False,,False,,,,,False
31079,1319,645.0,980.0,,,,,586.0,,336.2,746.7,,367.6,153.0,,390.1,,258.0,-674.0,-339.0,,,,,-733.0,,-982.8,-572.3,,-951.4,-1166.0,,-928.9,,-1061.0,True,,,,,False,,False,True,,False,False,,False,,False
31081,192,185.0,136.0,,,,,70.0,,121.0,42.7,,38.6,59.1,,,,86.0,-7.0,-56.0,,,,,-122.0,,-71.0,-149.3,,-153.4,-132.9,,,,-106.0,False,,,,,False,,False,False,,False,False,,,,False
31083,67,55.0,0.0,,,,,26.0,,53.4,29.1,,5.2,,,,,15.0,-12.0,-67.0,,,,,-41.0,,-13.6,-37.9,,-61.8,,,,,-52.0,False,,,,,False,,False,False,,False,,,,,False
31085,30,10.0,0.0,,,,,11.0,,9.1,15.5,,,,,,,23.0,-20.0,-30.0,,,,,-19.0,,-20.9,-14.5,,,,,,,-7.0,False,,,,,True,,False,True,,,,,,,True
31087,61,40.0,,,,,,16.0,,158.6,16.7,,1.9,,,,,39.0,-21.0,,,,,,-45.0,,97.6,-44.3,,-59.1,,,,,-22.0,,,,,,False,,False,False,,False,,,,,False
31089,299,205.0,72.0,,,,,156.0,,322.3,67.2,,237.0,0.4,,,,97.0,-94.0,-227.0,,,,,-143.0,,23.3,-231.8,,-62.0,-298.6,,,,-202.0,False,,,,,False,,True,False,,True,False,,,,False
31091,24,10.0,0.0,,,,,18.0,,0.2,2.9,,,,,,,0.0,-14.0,-24.0,,,,,-6.0,,-23.8,-21.1,,,,,,,-24.0,False,,,,,True,,False,False,,,,,,,False
31093,130,45.0,0.0,,,,,60.0,,63.0,21.7,,4.7,66.1,,,,51.0,-85.0,-130.0,,,,,-70.0,,-67.0,-108.3,,-125.3,-63.9,,,,-79.0,False,,,,,True,,True,False,,False,True,,,,True
31095,190,30.0,30.0,,,,,50.0,,6.9,22.4,,15.0,,,,,8.0,-160.0,-160.0,,,,,-140.0,,-183.1,-167.6,,-175.0,,,,,-182.0,False,,,,,True,,False,False,,False,,,,,False
31097,158,55.0,54.0,,,,,28.0,,23.8,13.1,,22.0,,,,,8.0,-103.0,-104.0,,,,,-130.0,,-134.2,-144.9,,-136.0,,,,,-150.0,False,,,,,False,,False,False,,False,,,,,False
