,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
30079,31,72.0,0.0,,,,32.0,,377.2,25.0,,0.0,,50.0,41.0,-31.0,,,,1.0,,346.2,-6.0,,-31.0,,19.0,True,,,,True,,False,True,,True,,True
30081,610,144.0,152.0,,,,370.0,,266.4,123.5,190.8,98.3,94.4,457.0,-466.0,-458.0,,,,-240.0,,-343.6,-486.5,-419.2,-511.7,-515.6,-153.0,True,,,,True,,True,False,True,False,False,True
30083,335,354.0,211.0,,,,450.0,,280.7,28.7,1363.6,104.2,141.5,38.0,19.0,-124.0,,,,115.0,,-54.3,-306.3,1028.6,-230.8,-193.5,-297.0,False,,,,False,,False,False,False,False,False,False
30085,729,486.0,13.0,,,,647.0,,2060.0,23.7,46.0,27.1,,164.0,-243.0,-716.0,,,,-82.0,,1331.0,-705.3,-683.0,-701.9,,-565.0,False,,,,True,,False,False,False,False,,False
30087,249,216.0,0.0,,,,136.0,,123.2,38.0,83.8,40.1,,42.0,-33.0,-249.0,,,,-113.0,,-125.8,-211.0,-165.2,-208.9,,-207.0,False,,,,False,,False,False,False,False,,False
30089,103,60.0,0.0,,,,8.0,,25.9,32.1,,4.3,,431.0,-43.0,-103.0,,,,-95.0,,-77.1,-70.9,,-98.7,,328.0,False,,,,False,,False,False,,False,,False
30091,181,36.0,,,,,261.0,,81.5,8.8,,3.4,,29.0,-145.0,,,,,80.0,,-99.5,-172.2,,-177.6,,-152.0,,,,,True,,True,False,,False,,False
30093,835,210.0,249.0,,,,296.0,,189.0,83.6,49.2,19.0,95.2,132.0,-625.0,-586.0,,,,-539.0,,-646.0,-751.4,-785.8,-816.0,-739.8,-703.0,True,,,,True,,False,False,False,False,False,False
30095,242,126.0,53.0,,,,51.0,,303.2,33.1,138.8,15.7,,273.0,-116.0,-189.0,,,,-191.0,,61.2,-208.9,-103.2,-226.3,,31.0,False,,,,False,,True,False,True,False,,True
30097,126,48.0,0.0,,,,15.0,,40.0,20.9,,27.2,,62.0,-78.0,-126.0,,,,-111.0,,-86.0,-105.0,,-98.8,,-64.0,False,,,,False,,False,False,,False,,True
30099,95,96.0,,,,,13.0,,74.9,3.2,,85.5,,299.0,1.0,,,,,-82.0,,-20.1,-91.8,,-9.5,,204.0,,,,,False,,False,False,,False,,False
30101,444,282.0,74.0,,,,491.0,,304.0,3.7,73.7,0.0,125.3,138.0,-162.0,-370.0,,,,47.0,,-140.0,-440.3,-370.3,-444.0,-318.7,-306.0,False,,,,True,,True,False,False,False,False,False
30103,25,0.0,0.0,,,,12.0,,7.8,0.1,,0.0,,0.0,-25.0,-25.0,,,,-13.0,,-17.2,-24.9,,-25.0,,-25.0,False,,,,True,,True,True,,False,,False
30105,381,144.0,0.0,,,,652.0,,360.5,29.4,,46.1,,32.0,-237.0,-381.0,,,,271.0,,-20.5,-351.6,,-334.9,,-349.0,False,,,,False,,True,False,,False,,False
30107,61,24.0,0.0,,,,10.0,,105.0,4.4,4.5,1.8,,23.0,-37.0,-61.0,,,,-51.0,,44.0,-56.6,-56.5,-59.2,,-38.0,False,,,,False,,False,False,False,False,,False
30109,40,54.0,0.0,,,,59.0,,8.1,2.3,,7.5,,40.0,14.0,-40.0,,,,19.0,,-31.9,-37.7,,-32.5,,0.0,False,,,,False,,False,False,,False,,True
30111,5251,2676.0,3357.0,,,,3408.0,,2738.4,1115.5,3263.7,874.8,1210.8,4310.0,-2575.0,-1894.0,,,,-1843.0,,-2512.6,-4135.5,-1987.3,-4376.2,-4040.2,-941.0,True,,,,True,,True,False,True,False,False,True
31001,627,318.0,341.0,,,,285.0,,328.2,536.5,57.4,40.8,219.0,199.0,-309.0,-286.0,,,,-342.0,,-298.8,-90.5,-569.6,-586.2,-408.0,-428.0,True,,,,False,,True,True,False,False,False,False
31003,151,186.0,89.0,,,,76.0,,310.1,23.4,39.9,32.7,172.0,102.0,35.0,-62.0,,,,-75.0,,159.1,-127.6,-111.1,-118.3,21.0,-49.0,False,,,,False,,False,False,False,False,True,False
31005,13,0.0,0.0,,,,12.0,,0.2,2.7,,0.0,,0.0,-13.0,-13.0,,,,-1.0,,-12.8,-10.3,,-13.0,,-13.0,False,,,,True,,True,True,,False,,False
31007,5,0.0,0.0,,,,18.0,,2.2,0.1,,0.0,,0.0,-5.0,-5.0,,,,13.0,,-2.8,-4.9,,-5.0,,-5.0,False,,,,False,,True,True,,False,,False
31009,10,0.0,0.0,,,,15.0,,1.4,9.5,,0.0,,0.0,-10.0,-10.0,,,,5.0,,-8.6,-0.5,,-10.0,,-10.0,False,,,,True,,True,True,,False,,False
31011,142,114.0,70.0,,,,50.0,,131.9,22.5,18.4,16.0,,46.0,-28.0,-72.0,,,,-92.0,,-10.1,-119.5,-123.6,-126.0,,-96.0,False,,,,False,,True,False,False,False,,False
31013,294,132.0,109.0,,,,72.0,,362.3,73.5,83.4,45.7,,58.0,-162.0,-185.0,,,,-222.0,,68.3,-220.5,-210.6,-248.3,,-236.0,False,,,,False,,True,False,False,False,,False
31015,60,66.0,0.0,,,,52.0,,120.8,11.8,6.3,6.2,,36.0,6.0,-60.0,,,,-8.0,,60.8,-48.2,-53.7,-53.8,,-24.0,False,,,,False,,False,False,False,False,,False
31017,76,96.0,0.0,,,,47.0,,292.9,91.5,,0.0,,37.0,20.0,-76.0,,,,-29.0,,216.9,15.5,,-76.0,,-39.0,False,,,,False,,False,True,,False,,False
31019,1611,840.0,1141.0,,,,387.0,,871.1,646.8,328.2,541.3,623.5,468.0,-771.0,-470.0,,,,-1224.0,,-739.9,-964.2,-1282.8,-1069.7,-987.5,-1143.0,True,,,,False,,True,False,False,False,False,False
31021,211,42.0,0.0,,,,56.0,,46.1,24.8,36.8,26.7,62.3,135.0,-169.0,-211.0,,,,-155.0,,-164.9,-186.2,-174.2,-184.3,-148.7,-76.0,False,,,,True,,True,False,False,False,True,True
31023,260,192.0,81.0,,,,61.0,,230.2,64.5,27.1,61.8,105.0,150.0,-68.0,-179.0,,,,-199.0,,-29.8,-195.5,-232.9,-198.2,-155.0,-110.0,False,,,,False,,True,False,False,False,False,False
31025,469,180.0,218.0,,,,102.0,,267.0,180.7,64.9,337.8,125.2,153.0,-289.0,-251.0,,,,-367.0,,-202.0,-288.3,-404.1,-131.2,-343.8,-316.0,True,,,,False,,True,True,False,True,False,False
31027,142,90.0,55.0,,,,119.0,,109.5,33.1,45.7,14.2,97.4,118.0,-52.0,-87.0,,,,-23.0,,-32.5,-108.9,-96.3,-127.8,-44.6,-24.0,False,,,,True,,True,False,False,False,True,True
31029,195,60.0,0.0,,,,27.0,,37.3,20.3,5.2,60.8,,72.0,-135.0,-195.0,,,,-168.0,,-157.7,-174.7,-189.8,-134.2,,-123.0,False,,,,False,,False,False,False,True,,True
31031,82,30.0,0.0,,,,117.0,,35.4,35.2,11.8,0.3,,16.0,-52.0,-82.0,,,,35.0,,-46.6,-46.8,-70.2,-81.7,,-66.0,False,,,,True,,True,True,False,False,,False
31033,289,48.0,0.0,,,,48.0,,42.8,25.5,10.9,51.2,21.4,160.0,-241.0,-289.0,,,,-241.0,,-246.2,-263.5,-278.1,-237.8,-267.6,-129.0,False,,,,False,,False,False,False,True,False,True
31035,195,60.0,47.0,,,,27.0,,60.3,19.6,21.0,64.1,47.7,62.0,-135.0,-148.0,,,,-168.0,,-134.7,-175.4,-174.0,-130.9,-147.3,-133.0,False,,,,False,,True,False,False,True,False,True
31037,340,108.0,14.0,,,,145.0,,96.9,99.4,11.0,123.6,25.7,0.0,-232.0,-326.0,,,,-195.0,,-243.1,-240.6,-329.0,-216.4,-314.3,-340.0,False,,,,True,,False,False,False,True,False,False
31039,284,162.0,147.0,,,,116.0,,236.1,72.9,29.6,17.2,76.2,123.0,-122.0,-137.0,,,,-168.0,,-47.9,-211.1,-254.4,-266.8,-207.8,-161.0,False,,,,False,,True,False,False,False,False,False
31041,236,84.0,1.0,,,,91.0,,101.1,18.3,10.5,70.3,37.2,135.0,-152.0,-235.0,,,,-145.0,,-134.9,-217.7,-225.5,-165.7,-198.8,-101.0,False,,,,True,,True,False,False,False,False,True
31043,556,468.0,0.0,,,,213.0,,365.7,154.7,121.1,341.5,178.7,687.0,-88.0,-556.0,,,,-343.0,,-190.3,-401.3,-434.9,-214.5,-377.3,131.0,False,,,,False,,False,False,False,False,False,False
31045,243,72.0,0.0,,,,92.0,,72.4,55.1,24.4,12.2,,75.0,-171.0,-243.0,,,,-151.0,,-170.6,-187.9,-218.6,-230.8,,-168.0,False,,,,True,,True,False,False,False,,True
31047,569,156.0,47.0,,,,130.0,,148.9,257.0,39.4,253.9,114.8,145.0,-413.0,-522.0,,,,-439.0,,-420.1,-312.0,-529.6,-315.1,-454.2,-424.0,False,,,,False,,False,True,False,True,False,False
31049,24,0.0,0.0,,,,30.0,,1.0,9.6,,0.0,,0.0,-24.0,-24.0,,,,6.0,,-23.0,-14.4,,-24.0,,-24.0,False,,,,True,,True,True,,False,,False
31051,165,84.0,0.0,,,,61.0,,67.3,20.4,42.0,32.9,50.2,100.0,-81.0,-165.0,,,,-104.0,,-97.7,-144.6,-123.0,-132.1,-114.8,-65.0,False,,,,False,,False,False,False,False,False,True
31053,1027,696.0,1014.0,,,,415.0,,657.5,504.5,201.4,132.6,578.2,313.0,-331.0,-13.0,,,,-612.0,,-369.5,-522.5,-825.6,-894.4,-448.8,-714.0,True,,,,False,,False,False,False,False,False,False
31055,13614,6444.0,7543.0,,,,3955.0,,5148.2,5034.6,2522.1,3797.3,7595.9,5082.0,-7170.0,-6071.0,,,,-9659.0,,-8465.8,-8579.4,-11091.9,-9816.7,-6018.1,-8532.0,True,,,,False,,False,False,False,False,True,False
31057,34,12.0,0.0,,,,23.0,,13.9,16.1,,101.6,,38.0,-22.0,-34.0,,,,-11.0,,-20.1,-17.9,,67.6,,4.0,False,,,,True,,True,True,,False,,True
31059,197,18.0,0.0,,,,30.0,,21.3,28.6,30.0,1.2,21.1,5.0,-179.0,-197.0,,,,-167.0,,-175.7,-168.4,-167.0,-195.8,-175.9,-192.0,False,,,,True,,True,True,True,False,True,False
31061,100,72.0,,,,,24.0,,107.7,5.2,7.2,217.0,,50.0,-28.0,,,,,-76.0,,7.7,-94.8,-92.8,117.0,,-50.0,,,,,False,,True,False,False,False,,False
31063,65,24.0,0.0,,,,16.0,,27.8,10.5,1.7,2.6,,68.0,-41.0,-65.0,,,,-49.0,,-37.2,-54.5,-63.3,-62.4,,3.0,False,,,,False,,True,False,False,False,,True
31065,144,24.0,0.0,,,,29.0,,8.3,11.9,12.7,3.6,,10.0,-120.0,-144.0,,,,-115.0,,-135.7,-132.1,-131.3,-140.3,,-134.0,False,,,,True,,False,False,False,False,,False
31067,680,306.0,451.0,,,,116.0,,586.4,90.6,99.2,128.0,235.5,181.0,-374.0,-229.0,,,,-564.0,,-93.6,-589.4,-580.8,-552.0,-444.5,-499.0,True,,,,False,,True,False,False,False,False,False
31069,53,18.0,0.0,,,,21.0,,24.1,5.0,1.7,19.7,,26.0,-35.0,-53.0,,,,-32.0,,-28.9,-48.0,-51.3,-33.3,,-27.0,False,,,,True,,True,False,False,True,,True
31071,54,6.0,0.0,,,,21.0,,13.7,4.7,0.6,1.3,,2.0,-48.0,-54.0,,,,-33.0,,-40.3,-49.3,-53.4,-52.7,,-52.0,False,,,,True,,True,False,False,False,,False
31073,47,54.0,,,,,27.0,,48.8,2.5,9.6,92.5,35.0,39.0,7.0,,,,,-20.0,,1.8,-44.5,-37.4,45.5,-12.0,-8.0,,,,,False,,True,False,False,False,False,False
31075,10,6.0,0.0,,,,16.0,,0.5,16.8,,0.2,,25.0,-4.0,-10.0,,,,6.0,,-9.5,6.8,,-9.8,,15.0,False,,,,False,,False,False,,False,,False
31077,50,60.0,,,,,21.0,,87.7,6.3,5.6,31.8,,34.0,10.0,,,,,-29.0,,37.7,-43.7,-44.4,-18.2,,-16.0,,,,,False,,False,False,False,False,,False
31079,1448,414.0,575.0,,,,577.0,,402.0,684.5,84.5,197.8,305.5,297.0,-1034.0,-873.0,,,,-871.0,,-1046.0,-763.5,-1363.5,-1250.2,-1142.5,-1151.0,True,,,,True,,False,True,False,False,False,False
31081,229,108.0,84.0,,,,53.0,,110.3,42.1,43.0,55.1,43.7,86.0,-121.0,-145.0,,,,-176.0,,-118.7,-186.9,-186.0,-173.9,-185.3,-143.0,False,,,,False,,True,False,False,False,False,False
31083,79,18.0,0.0,,,,24.0,,43.4,43.4,2.1,1.6,,6.0,-61.0,-79.0,,,,-55.0,,-35.6,-35.6,-76.9,-77.4,,-73.0,False,,,,True,,True,True,False,False,,False
31085,32,0.0,0.0,,,,13.0,,2.4,0.0,,0.0,,,-32.0,-32.0,,,,-19.0,,-29.6,-32.0,,-32.0,,,False,,,,True,,True,False,,False,,
31087,71,30.0,0.0,,,,24.0,,24.8,23.7,1.6,22.5,,83.0,-41.0,-71.0,,,,-47.0,,-46.2,-47.3,-69.4,-48.5,,12.0,False,,,,False,,False,False,False,False,,True
31089,340,240.0,86.0,,,,153.0,,586.0,66.2,489.5,261.8,,170.0,-100.0,-254.0,,,,-187.0,,246.0,-273.8,149.5,-78.2,,-170.0,False,,,,False,,False,False,False,True,,False
31091,26,36.0,,,,,21.0,,22.9,3.6,,2.5,,18.0,10.0,,,,,-5.0,,-3.1,-22.4,,-23.6,,-8.0,,,,,True,,True,False,,False,,True
31093,141,60.0,0.0,,,,46.0,,60.1,28.2,10.0,111.1,40.1,36.0,-81.0,-141.0,,,,-95.0,,-80.9,-112.8,-131.0,-29.9,-100.9,-105.0,False,,,,False,,True,False,False,True,False,False
31095,196,42.0,,,,,41.0,,37.1,20.9,7.5,16.3,,153.0,-154.0,,,,,-155.0,,-158.9,-175.1,-188.5,-179.7,,-43.0,,,,,False,,False,False,False,False,,True
31097,169,126.0,138.0,,,,29.0,,302.4,14.0,14.5,43.8,,98.0,-43.0,-31.0,,,,-140.0,,133.4,-155.0,-154.5,-125.2,,-71.0,True,,,,False,,False,False,False,False,,False
31099,223,90.0,5.0,,,,45.0,,75.9,22.4,6.5,35.3,84.3,98.0,-133.0,-218.0,,,,-178.0,,-147.1,-200.6,-216.5,-187.7,-138.7,-125.0,False,,,,False,,False,False,False,False,False,True
31101,148,18.0,0.0,,,,43.0,,9.1,45.5,17.1,0.0,,4.0,-130.0,-148.0,,,,-105.0,,-138.9,-102.5,-130.9,-148.0,,-144.0,False,,,,True,,False,True,False,False,,False
31103,12,0.0,0.0,,,,31.0,,4.3,10.2,,0.0,,0.0,-12.0,-12.0,,,,19.0,,-7.7,-1.8,,-12.0,,-12.0,False,,,,False,,True,True,,False,,False
31105,91,24.0,0.0,,,,27.0,,31.5,1.0,1.4,16.0,9.6,86.0,-67.0,-91.0,,,,-64.0,,-59.5,-90.0,-89.6,-75.0,-81.4,-5.0,False,,,,True,,True,False,False,False,False,True
31107,162,180.0,160.0,,,,84.0,,218.9,28.2,93.2,13.1,158.8,65.0,18.0,-2.0,,,,-78.0,,56.9,-133.8,-68.8,-148.9,-3.2,-97.0,True,,,,False,,False,False,False,False,True,False
31109,5755,3432.0,3981.0,,,,2469.0,,3530.9,7046.1,2295.7,398.8,2190.8,1971.0,-2323.0,-1774.0,,,,-3286.0,,-2224.1,1291.1,-3459.3,-5356.2,-3564.2,-3784.0,True,,,,False,,True,True,False,False,False,False
31111,1262,564.0,627.0,,,,269.0,,530.2,144.9,59.7,134.2,347.7,760.0,-698.0,-635.0,,,,-993.0,,-731.8,-1117.1,-1202.3,-1127.8,-914.3,-502.0,True,,,,False,,False,False,False,False,False,True
31113,18,6.0,0.0,,,,16.0,,1.7,4.3,,0.2,,32.0,-12.0,-18.0,,,,-2.0,,-16.3,-13.7,,-17.8,,14.0,False,,,,True,,False,False,,False,,False
31115,12,0.0,0.0,,,,18.0,,2.3,6.3,,0.0,,0.0,-12.0,-12.0,,,,6.0,,-9.7,-5.7,,-12.0,,-12.0,False,,,,True,,True,True,,False,,False
31117,8,0.0,0.0,,,,14.0,,1.4,0.3,,0.0,,0.0,-8.0,-8.0,,,,6.0,,-6.6,-7.7,,-8.0,,-8.0,False,,,,True,,True,True,,False,,False
31119,1379,354.0,251.0,,,,574.0,,364.0,401.0,147.9,330.6,250.4,268.0,-1025.0,-1128.0,,,,-805.0,,-1015.0,-978.0,-1231.1,-1048.4,-1128.6,-1111.0,False,,,,True,,True,True,False,False,False,False
31121,225,36.0,0.0,,,,64.0,,26.0,20.3,17.3,116.5,32.6,247.0,-189.0,-225.0,,,,-161.0,,-199.0,-204.7,-207.7,-108.5,-192.4,22.0,False,,,,True,,False,False,False,True,False,True
31123,130,6.0,0.0,,,,38.0,,9.5,10.9,55.0,2.1,2.4,2.0,-124.0,-130.0,,,,-92.0,,-120.5,-119.1,-75.0,-127.9,-127.6,-128.0,False,,,,True,,True,True,True,False,False,False
31125,131,54.0,47.0,,,,38.0,,145.8,15.6,8.5,9.8,,12.0,-77.0,-84.0,,,,-93.0,,14.8,-115.4,-122.5,-121.2,,-119.0,False,,,,False,,True,False,False,False,,False
31127,111,78.0,39.0,,,,38.0,,82.8,23.6,18.1,10.1,,36.0,-33.0,-72.0,,,,-73.0,,-28.2,-87.4,-92.9,-100.9,,-75.0,False,,,,False,,True,False,False,False,,False
31129,138,6.0,0.0,,,,27.0,,10.3,14.0,1.6,2.7,,1.0,-132.0,-138.0,,,,-111.0,,-127.7,-124.0,-136.4,-135.3,,-137.0,False,,,,True,,True,True,False,False,,False
31131,376,186.0,111.0,,,,95.0,,280.3,106.5,132.3,135.6,181.8,271.0,-190.0,-265.0,,,,-281.0,,-95.7,-269.5,-243.7,-240.4,-194.2,-105.0,False,,,,False,,True,False,False,False,False,True
31133,33,6.0,0.0,,,,23.0,,13.8,13.8,,5.8,,1.0,-27.0,-33.0,,,,-10.0,,-19.2,-19.2,,-27.2,,-32.0,False,,,,True,,True,True,,False,,False
31135,70,6.0,0.0,,,,18.0,,7.1,14.6,,3.8,,21.0,-64.0,-70.0,,,,-52.0,,-62.9,-55.4,,-66.2,,-49.0,False,,,,True,,True,True,,False,,True
31137,292,156.0,107.0,,,,64.0,,105.9,37.3,103.8,48.7,96.2,209.0,-136.0,-185.0,,,,-228.0,,-186.1,-254.7,-188.2,-243.3,-195.8,-83.0,False,,,,False,,False,False,False,False,False,True
31139,221,42.0,14.0,,,,55.0,,41.4,22.8,2.8,29.1,,53.0,-179.0,-207.0,,,,-166.0,,-179.6,-198.2,-218.2,-191.8,,-168.0,False,,,,True,,False,False,False,False,,True
31141,1300,594.0,868.0,,,,373.0,,559.6,464.5,92.6,132.5,303.5,295.0,-706.0,-432.0,,,,-927.0,,-740.4,-835.5,-1207.4,-1167.5,-996.5,-1005.0,True,,,,False,,False,False,False,False,False,False
31143,186,132.0,97.0,,,,31.0,,139.5,18.3,23.4,185.3,68.7,98.0,-54.0,-89.0,,,,-155.0,,-46.5,-167.7,-162.6,-0.7,-117.3,-88.0,False,,,,False,,True,False,False,True,False,False
31145,356,144.0,165.0,,,,47.0,,252.6,27.9,12.3,16.7,,195.0,-212.0,-191.0,,,,-309.0,,-103.4,-328.1,-343.7,-339.3,,-161.0,True,,,,False,,True,False,False,False,,True
31147,164,48.0,30.0,,,,36.0,,43.1,47.0,33.7,5.1,,62.0,-116.0,-134.0,,,,-128.0,,-120.9,-117.0,-130.3,-158.9,,-102.0,False,,,,False,,False,False,False,False,,True
31149,25,30.0,0.0,,,,55.0,,30.4,20.5,,3.7,,0.0,5.0,-25.0,,,,30.0,,5.4,-4.5,,-21.3,,-25.0,False,,,,False,,False,True,,False,,False
31151,448,204.0,55.0,,,,148.0,,186.4,255.7,33.0,42.8,93.2,47.0,-244.0,-393.0,,,,-300.0,,-261.6,-192.3,-415.0,-405.2,-354.8,-401.0,False,,,,False,,False,True,False,False,False,False
31153,4630,2004.0,2612.0,,,,971.0,,1959.1,2708.3,1351.8,1215.3,2119.5,1784.0,-2626.0,-2018.0,,,,-3659.0,,-2670.9,-1921.7,-3278.2,-3414.7,-2510.5,-2846.0,True,,,,False,,False,True,False,False,True,False
31155,451,336.0,313.0,,,,130.0,,486.9,183.6,294.7,156.6,255.8,154.0,-115.0,-138.0,,,,-321.0,,35.9,-267.4,-156.3,-294.4,-195.2,-297.0,False,,,,False,,True,False,False,False,False,False
31157,1809,150.0,86.0,,,,217.0,,179.0,243.9,21.2,53.6,133.7,404.0,-1659.0,-1723.0,,,,-1592.0,,-1630.0,-1565.1,-1787.8,-1755.4,-1675.3,-1405.0,False,,,,True,,True,True,False,False,False,True
31159,394,102.0,116.0,,,,133.0,,212.2,102.8,9.2,10.8,58.1,97.0,-292.0,-278.0,,,,-261.0,,-181.8,-291.2,-384.8,-383.2,-335.9,-297.0,True,,,,True,,True,True,False,False,False,False
31161,153,48.0,0.0,,,,25.0,,36.2,28.0,,61.6,,115.0,-105.0,-153.0,,,,-128.0,,-116.8,-125.0,,-91.4,,-38.0,False,,,,False,,False,False,,True,,True
31163,68,12.0,0.0,,,,22.0,,17.2,5.9,3.7,11.6,,11.0,-56.0,-68.0,,,,-46.0,,-50.8,-62.1,-64.3,-56.4,,-57.0,False,,,,True,,True,False,False,False,,False
31165,7,0.0,0.0,,,,28.0,,2.0,0.8,,0.0,,0.0,-7.0,-7.0,,,,21.0,,-5.0,-6.2,,-7.0,,-7.0,False,,,,False,,True,True,,False,,False
31167,92,42.0,,,,,53.0,,36.4,18.6,6.4,37.9,22.9,155.0,-50.0,,,,,-39.0,,-55.6,-73.3,-85.6,-54.1,-69.1,63.0,,,,,True,,False,False,False,False,False,False
31169,123,6.0,0.0,,,,27.0,,1.5,4.3,5.8,14.5,,3.0,-117.0,-123.0,,,,-96.0,,-121.5,-118.7,-117.2,-108.5,,-120.0,False,,,,True,,False,False,False,True,,False
31171,23,6.0,0.0,,,,24.0,,5.0,4.3,0.2,0.0,,0.0,-17.0,-23.0,,,,1.0,,-18.0,-18.7,-22.8,-23.0,,-23.0,False,,,,True,,False,False,False,False,,False
31173,184,72.0,44.0,,,,52.0,,82.6,67.4,6.8,54.5,22.3,31.0,-112.0,-140.0,,,,-132.0,,-101.4,-116.6,-177.2,-129.5,-161.7,-153.0,False,,,,False,,True,False,False,False,False,False
31175,81,54.0,41.0,,,,38.0,,129.4,16.3,14.8,9.1,,37.0,-27.0,-40.0,,,,-43.0,,48.4,-64.7,-66.2,-71.9,,-44.0,False,,,,False,,False,False,False,False,,False
31177,556,222.0,291.0,,,,126.0,,309.3,102.6,137.9,21.2,249.6,92.0,-334.0,-265.0,,,,-430.0,,-246.7,-453.4,-418.1,-534.8,-306.4,-464.0,True,,,,False,,True,False,False,False,True,False
31179,397,312.0,313.0,,,,134.0,,443.4,66.8,97.3,101.8,172.2,149.0,-85.0,-84.0,,,,-263.0,,46.4,-330.2,-299.7,-295.2,-224.8,-248.0,True,,,,False,,True,False,False,False,False,False
31181,136,12.0,0.0,,,,28.0,,12.0,2.3,1.9,0.6,,12.0,-124.0,-136.0,,,,-108.0,,-124.0,-133.7,-134.1,-135.4,,-124.0,False,,,,True,,False,False,False,False,,False
31183,6,0.0,0.0,,,,18.0,,2.8,3.9,,0.7,,0.0,-6.0,-6.0,,,,12.0,,-3.2,-2.1,,-5.3,,-6.0,False,,,,False,,True,True,,True,,False
31185,597,270.0,274.0,,,,96.0,,303.5,101.0,73.3,87.3,131.5,728.0,-327.0,-323.0,,,,-501.0,,-293.5,-496.0,-523.7,-509.7,-465.5,131.0,True,,,,False,,True,False,False,False,False,True
32001,374,78.0,4.0,,,,25.0,,134.3,54.6,5.5,25.2,64.2,182.0,-296.0,-370.0,,,,-349.0,,-239.7,-319.4,-368.5,-348.8,-309.8,-192.0,False,,,,False,,True,False,False,False,False,True
32003,26060,15426.0,16440.0,,,,6372.0,,11878.0,12028.1,13591.0,11677.1,8608.5,16340.0,-10634.0,-9620.0,,,,-19688.0,,-14182.0,-14031.9,-12469.0,-14382.9,-17451.5,-9720.0,True,,,,False,,False,False,False,False,False,True
32005,157,108.0,116.0,,,,37.0,,147.7,189.1,54.6,103.8,80.8,117.0,-49.0,-41.0,,,,-120.0,,-9.3,32.1,-102.4,-53.2,-76.2,-40.0,True,,,,False,,True,True,False,False,False,True
32007,994,300.0,0.0,,,,86.0,,290.3,137.9,109.6,77.6,228.2,196.0,-694.0,-994.0,,,,-908.0,,-703.7,-856.1,-884.4,-916.4,-765.8,-798.0,False,,,,False,,False,False,False,False,False,False
32009,1,0.0,0.0,,,,0.0,,0.8,0.0,,0.0,,,-1.0,-1.0,,,,-1.0,,-0.2,-1.0,,-1.0,,,False,,,,False,,True,False,,False,,
32011,11,0.0,0.0,,,,0.0,,1.8,5.7,,1.4,,0.0,-11.0,-11.0,,,,-11.0,,-9.2,-5.3,,-9.6,,-11.0,False,,,,False,,True,True,,True,,False
32013,84,54.0,0.0,,,,22.0,,53.3,49.6,1.1,82.3,26.1,102.0,-30.0,-84.0,,,,-62.0,,-30.7,-34.4,-82.9,-1.7,-57.9,18.0,False,,,,False,,False,False,False,True,False,True
32015,59,42.0,,,,,0.0,,29.6,10.1,5.1,70.0,18.9,129.0,-17.0,,,,,-59.0,,-29.4,-48.9,-53.9,11.0,-40.1,70.0,,,,,False,,False,False,False,True,False,False
32017,106,0.0,0.0,,,,0.0,,34.9,3.0,0.1,0.0,,0.0,-106.0,-106.0,,,,-106.0,,-71.1,-103.0,-105.9,-106.0,,-106.0,False,,,,False,,True,True,True,False,,False
32019,262,84.0,98.0,,,,84.0,,157.1,400.7,7.4,40.2,150.6,52.0,-178.0,-164.0,,,,-178.0,,-104.9,138.7,-254.6,-221.8,-111.4,-210.0,True,,,,False,,True,True,False,False,True,False
32021,17,6.0,0.0,,,,0.0,,6.5,4.0,0.2,13.4,,65.0,-11.0,-17.0,,,,-17.0,,-10.5,-13.0,-16.8,-3.6,,48.0,False,,,,False,,True,False,False,True,,False
32023,492,114.0,0.0,,,,20.0,,169.0,148.1,31.6,19.0,61.1,88.0,-378.0,-492.0,,,,-472.0,,-323.0,-343.9,-460.4,-473.0,-430.9,-404.0,False,,,,False,,True,True,False,False,False,False
32027,18,6.0,0.0,,,,2.0,,14.3,17.2,1.0,0.0,,49.0,-12.0,-18.0,,,,-16.0,,-3.7,-0.8,-17.0,-18.0,,31.0,False,,,,False,,True,True,False,False,,False
32029,15,0.0,0.0,,,,0.0,,13.6,9.4,1.3,0.9,,0.0,-15.0,-15.0,,,,-15.0,,-1.4,-5.6,-13.7,-14.1,,-15.0,False,,,,False,,True,True,True,True,,False
