,actual_cases,COVIDhub-baseline,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28087,717,304.0,,,841.0,,76.1,0.7,144.6,,100.0,-413.0,,,124.0,,-640.9,-716.3,-572.4,,-617.0,,,True,,False,False,False,,False
28089,1082,616.0,,,852.0,,105.9,307.3,296.5,,279.0,-466.0,,,-230.0,,-976.1,-774.7,-785.5,,-803.0,,,True,,False,False,False,,False
28091,198,168.0,,,235.0,,0.7,30.2,,,50.0,-30.0,,,37.0,,-197.3,-167.8,,,-148.0,,,False,,False,False,,,False
28093,807,184.0,,,412.0,,0.8,38.9,169.5,,24.0,-623.0,,,-395.0,,-806.2,-768.1,-637.5,,-783.0,,,True,,False,False,False,,False
28095,559,320.0,,,399.0,,2.2,93.3,166.6,,100.0,-239.0,,,-160.0,,-556.8,-465.7,-392.4,,-459.0,,,True,,False,False,False,,False
28097,209,136.0,,,78.0,,0.1,6.4,,,7.0,-73.0,,,-131.0,,-208.9,-202.6,,,-202.0,,,False,,False,False,,,False
28099,506,312.0,,,307.0,,1.9,203.1,259.5,,0.0,-194.0,,,-199.0,,-504.1,-302.9,-246.5,,-506.0,,,False,,False,False,False,,False
28101,210,216.0,,,169.0,,2.1,30.6,,,47.0,6.0,,,-41.0,,-207.9,-179.4,,,-163.0,,,False,,False,False,,,False
28103,103,40.0,,,105.0,,0.8,4.9,,,0.0,-63.0,,,2.0,,-102.2,-98.1,,,-103.0,,,True,,False,False,,,False
28105,492,512.0,,,1023.0,,0.0,499.5,325.7,,100.0,20.0,,,531.0,,-492.0,7.5,-166.3,,-392.0,,,False,,False,True,False,,False
28107,500,624.0,,,364.0,,1.3,28.1,655.7,,128.0,124.0,,,-136.0,,-498.7,-471.9,155.7,,-372.0,,,False,,False,False,False,,False
28109,448,344.0,,,306.0,,278.6,95.8,,,227.0,-104.0,,,-142.0,,-169.4,-352.2,,,-221.0,,,False,,False,False,,,False
28111,186,264.0,,,83.0,,0.0,29.5,,,68.0,78.0,,,-103.0,,-186.0,-156.5,,,-118.0,,,False,,False,False,,,False
28113,318,192.0,,,363.0,,0.8,41.1,252.9,,161.0,-126.0,,,45.0,,-317.2,-276.9,-65.1,,-157.0,,,True,,False,False,True,,False
28115,554,544.0,,,484.0,,2.9,231.4,462.9,,163.0,-10.0,,,-70.0,,-551.1,-322.6,-91.1,,-391.0,,,False,,False,False,False,,False
28117,471,616.0,,,435.0,,155.3,62.3,,,154.0,145.0,,,-36.0,,-315.7,-408.7,,,-317.0,,,True,,False,False,,,False
28119,80,152.0,,,47.0,,0.1,0.0,,,0.0,72.0,,,-33.0,,-79.9,-80.0,,,-80.0,,,True,,False,False,,,False
28121,1557,968.0,,,1086.0,,296.4,305.2,482.9,,732.0,-589.0,,,-471.0,,-1260.6,-1251.8,-1074.1,,-825.0,,,True,,False,False,False,,False
28123,219,184.0,,,360.0,,1.0,37.2,151.0,,79.0,-35.0,,,141.0,,-218.0,-181.8,-68.0,,-140.0,,,False,,False,False,False,,False
28125,33,48.0,,,30.0,,0.1,5.0,,,0.0,15.0,,,-3.0,,-32.9,-28.0,,,-33.0,,,True,,False,False,,,False
28127,340,152.0,,,240.0,,0.7,1.2,,,19.0,-188.0,,,-100.0,,-339.3,-338.8,,,-321.0,,,True,,False,False,,,False
28129,139,104.0,,,113.0,,2.6,17.2,,,37.0,-35.0,,,-26.0,,-136.4,-121.8,,,-102.0,,,True,,False,False,,,False
28131,271,72.0,,,261.0,,13.2,109.2,,,155.0,-199.0,,,-10.0,,-257.8,-161.8,,,-116.0,,,True,,False,True,,,True
28133,374,584.0,,,323.0,,1.0,133.4,223.8,,0.0,210.0,,,-51.0,,-373.0,-240.6,-150.2,,-374.0,,,True,,False,False,True,,False
28135,167,376.0,,,214.0,,0.4,100.9,,,0.0,209.0,,,47.0,,-166.6,-66.1,,,-167.0,,,True,,True,True,,,True
28137,536,320.0,,,253.0,,1.9,38.2,,,97.0,-216.0,,,-283.0,,-534.1,-497.8,,,-439.0,,,False,,False,False,,,False
28139,460,312.0,,,333.0,,0.7,39.5,,,81.0,-148.0,,,-127.0,,-459.3,-420.5,,,-379.0,,,True,,False,False,,,False
28141,314,256.0,,,284.0,,0.7,89.8,,,58.0,-58.0,,,-30.0,,-313.3,-224.2,,,-256.0,,,True,,False,False,,,False
28143,93,128.0,,,79.0,,0.0,133.4,,,0.0,35.0,,,-14.0,,-93.0,40.4,,,-93.0,,,True,,False,False,,,False
28145,474,216.0,,,427.0,,1.2,23.2,,,41.0,-258.0,,,-47.0,,-472.8,-450.8,,,-433.0,,,True,,False,False,,,False
28147,114,112.0,,,91.0,,0.2,18.3,,,54.0,-2.0,,,-23.0,,-113.8,-95.7,,,-60.0,,,False,,False,False,,,False
28149,269,224.0,,,343.0,,2.0,16.9,156.2,,223.0,-45.0,,,74.0,,-267.0,-252.2,-112.8,,-46.0,,,False,,False,False,False,,False
28151,699,424.0,,,354.0,,3.2,103.3,194.5,,3.0,-275.0,,,-345.0,,-695.8,-595.7,-504.5,,-696.0,,,False,,False,False,False,,False
28153,231,88.0,,,253.0,,1.6,12.3,,,28.0,-143.0,,,22.0,,-229.4,-218.7,,,-203.0,,,True,,False,False,,,False
28155,68,80.0,,,95.0,,1.4,10.3,,,31.0,12.0,,,27.0,,-66.6,-57.7,,,-37.0,,,False,,False,False,,,False
28157,59,96.0,,,70.0,,0.0,0.9,,,40.0,37.0,,,11.0,,-59.0,-58.1,,,-19.0,,,True,,False,False,,,True
28159,282,64.0,,,121.0,,1.2,2.6,,,38.0,-218.0,,,-161.0,,-280.8,-279.4,,,-244.0,,,True,,False,False,,,False
28161,213,112.0,,,92.0,,0.7,108.4,,,37.0,-101.0,,,-121.0,,-212.3,-104.6,,,-176.0,,,False,,False,False,,,False
28163,377,216.0,,,384.0,,0.2,88.7,86.2,,65.0,-161.0,,,7.0,,-376.8,-288.3,-290.8,,-312.0,,,True,,False,False,False,,False
29001,549,224.0,,,700.0,,134.3,63.6,,,104.0,-325.0,,,151.0,,-414.7,-485.4,,,-445.0,,,True,,False,False,,,False
29003,404,328.0,,,59.0,,153.6,128.0,,,218.0,-76.0,,,-345.0,,-250.4,-276.0,,,-186.0,,,False,,False,False,,,False
29005,102,24.0,,,5.0,,,13.2,,,7.0,-78.0,,,-97.0,,,-88.8,,,-95.0,,,False,,,False,,,False
29007,456,496.0,,,304.0,,59.1,185.3,,,330.0,40.0,,,-152.0,,-396.9,-270.7,,,-126.0,,,False,,False,False,,,False
29009,760,200.0,,,511.0,,273.5,70.1,,,83.0,-560.0,,,-249.0,,-486.5,-689.9,,,-677.0,,,True,,True,False,,,False
29011,391,184.0,,,75.0,,70.3,25.1,,,58.0,-207.0,,,-316.0,,-320.7,-365.9,,,-333.0,,,False,,False,False,,,False
29013,285,128.0,,,124.0,,,50.3,,,344.0,-157.0,,,-161.0,,,-234.7,,,59.0,,,False,,,False,,,True
29015,435,520.0,,,81.0,,170.9,136.2,,,371.0,85.0,,,-354.0,,-264.1,-298.8,,,-64.0,,,False,,False,False,,,True
29017,385,520.0,,,155.0,,33.2,254.1,,,87.0,135.0,,,-230.0,,-351.8,-130.9,,,-298.0,,,False,,False,True,,,False
29019,4535,3576.0,,,2434.0,,891.8,795.1,1715.4,,1004.0,-959.0,,,-2101.0,,-3643.2,-3739.9,-2819.6,,-3531.0,,,False,,False,False,False,,False
29021,2095,1528.0,,,642.0,,184.3,1545.4,949.2,,1711.0,-567.0,,,-1453.0,,-1910.7,-549.6,-1145.8,,-384.0,,,False,,False,True,False,,True
29023,1181,544.0,,,673.0,,233.8,465.9,,,366.0,-637.0,,,-508.0,,-947.2,-715.1,,,-815.0,,,True,,False,False,,,False
29025,212,168.0,,,41.0,,,117.4,,,156.0,-44.0,,,-171.0,,,-94.6,,,-56.0,,,False,,,False,,,False
29027,1684,616.0,,,477.0,,249.0,347.7,,,288.0,-1068.0,,,-1207.0,,-1435.0,-1336.3,,,-1396.0,,,False,,False,False,,,False
29029,1297,864.0,,,191.0,,443.3,665.5,,,518.0,-433.0,,,-1106.0,,-853.7,-631.5,,,-779.0,,,False,,False,False,,,False
29031,2500,1776.0,,,1023.0,,729.9,490.9,861.6,,764.0,-724.0,,,-1477.0,,-1770.1,-2009.1,-1638.4,,-1736.0,,,False,,False,False,False,,False
29033,192,80.0,,,116.0,,45.7,17.5,,,89.0,-112.0,,,-76.0,,-146.3,-174.5,,,-103.0,,,True,,False,False,,,True
29035,169,192.0,,,36.0,,,87.9,,,211.0,23.0,,,-133.0,,,-81.1,,,42.0,,,False,,,False,,,False
29037,1531,1096.0,,,475.0,,732.2,309.2,583.5,,640.0,-435.0,,,-1056.0,,-798.8,-1221.8,-947.5,,-891.0,,,False,,False,False,False,,False
29039,273,152.0,,,85.0,,,10.5,,,221.0,-121.0,,,-188.0,,,-262.5,,,-52.0,,,False,,,False,,,True
29041,134,32.0,,,35.0,,,3.1,,,10.0,-102.0,,,-99.0,,,-130.9,,,-124.0,,,True,,,False,,,False
29043,1910,1608.0,,,852.0,,726.9,1174.8,428.9,,731.0,-302.0,,,-1058.0,,-1183.1,-735.2,-1481.1,,-1179.0,,,False,,False,False,False,,False
29045,166,40.0,,,63.0,,,4.1,,,35.0,-126.0,,,-103.0,,,-161.9,,,-131.0,,,True,,,False,,,False
29047,1973,1000.0,,,1219.0,,1096.0,511.8,759.2,,783.0,-973.0,,,-754.0,,-877.0,-1461.2,-1213.8,,-1190.0,,,True,,True,False,False,,False
29049,539,168.0,,,69.0,,233.5,20.9,,,55.0,-371.0,,,-470.0,,-305.5,-518.1,,,-484.0,,,False,,True,False,,,False
29051,3569,1456.0,,,646.0,,548.8,903.5,572.3,,537.0,-2113.0,,,-2923.0,,-3020.2,-2665.5,-2996.7,,-3032.0,,,False,,False,False,False,,False
29053,623,472.0,,,170.0,,191.8,184.8,,,208.0,-151.0,,,-453.0,,-431.2,-438.2,,,-415.0,,,False,,False,False,,,False
29055,616,824.0,,,164.0,,141.7,0.0,,,410.0,208.0,,,-452.0,,-474.3,-616.0,,,-206.0,,,False,,False,False,,,True
29057,190,48.0,,,40.0,,,4.8,,,41.0,-142.0,,,-150.0,,,-185.2,,,-149.0,,,False,,,False,,,False
29059,344,168.0,,,139.0,,129.2,19.2,,,47.0,-176.0,,,-205.0,,-214.8,-324.8,,,-297.0,,,False,,False,False,,,False
29061,205,152.0,,,54.0,,,21.9,,,60.0,-53.0,,,-151.0,,,-183.1,,,-145.0,,,False,,,False,,,False
29063,341,160.0,,,95.0,,73.3,39.7,,,110.0,-181.0,,,-246.0,,-267.7,-301.3,,,-231.0,,,False,,False,False,,,False
29065,265,320.0,,,112.0,,101.3,25.3,,,143.0,55.0,,,-153.0,,-163.7,-239.7,,,-122.0,,,False,,False,False,,,False
29067,195,224.0,,,137.0,,73.8,91.0,,,364.0,29.0,,,-58.0,,-121.2,-104.0,,,169.0,,,False,,False,False,,,False
29069,754,816.0,,,477.0,,168.4,346.0,,,443.0,62.0,,,-277.0,,-585.6,-408.0,,,-311.0,,,False,,False,False,,,False
29071,2340,1712.0,,,1064.0,,1058.5,1336.6,915.8,,1133.0,-628.0,,,-1276.0,,-1281.5,-1003.4,-1424.2,,-1207.0,,,False,,False,False,False,,False
29073,221,168.0,,,79.0,,99.9,10.8,,,82.0,-53.0,,,-142.0,,-121.1,-210.2,,,-139.0,,,False,,False,False,,,False
29075,218,64.0,,,26.0,,35.7,46.0,,,125.0,-154.0,,,-192.0,,-182.3,-172.0,,,-93.0,,,False,,False,False,,,True
29077,6368,5608.0,,,3611.0,,3242.8,3563.5,2273.3,,2113.0,-760.0,,,-2757.0,,-3125.2,-2804.5,-4094.7,,-4255.0,,,False,,False,False,False,,False
29079,245,296.0,,,61.0,,4.6,90.9,,,101.0,51.0,,,-184.0,,-240.4,-154.1,,,-144.0,,,False,,False,False,,,False
29081,205,56.0,,,35.0,,58.2,28.8,,,17.0,-149.0,,,-170.0,,-146.8,-176.2,,,-188.0,,,False,,True,False,,,False
29083,631,128.0,,,205.0,,170.2,22.1,,,61.0,-503.0,,,-426.0,,-460.8,-608.9,,,-570.0,,,True,,True,False,,,False
29085,243,112.0,,,23.0,,,72.9,,,123.0,-131.0,,,-220.0,,,-170.1,,,-120.0,,,False,,,False,,,True
29087,113,24.0,,,3.0,,,5.6,,,13.0,-89.0,,,-110.0,,,-107.4,,,-100.0,,,False,,,False,,,False
29089,225,136.0,,,111.0,,22.8,14.9,,,105.0,-89.0,,,-114.0,,-202.2,-210.1,,,-120.0,,,False,,False,False,,,False
29091,940,896.0,,,513.0,,283.6,208.1,,,765.0,-44.0,,,-427.0,,-656.4,-731.9,,,-175.0,,,False,,False,False,,,False
29093,127,0.0,,,71.0,,,10.0,,,1.0,-127.0,,,-56.0,,,-117.0,,,-126.0,,,True,,,True,,,True
29095,6761,4640.0,,,3480.0,,1930.3,2679.8,2976.5,,4815.0,-2121.0,,,-3281.0,,-4830.7,-4081.2,-3784.5,,-1946.0,,,False,,False,False,False,,True
29097,3591,3392.0,,,1750.0,,1412.0,746.3,854.0,,759.0,-199.0,,,-1841.0,,-2179.0,-2844.7,-2737.0,,-2832.0,,,False,,False,False,False,,False
29099,4624,3312.0,,,1831.0,,1939.9,2599.1,2337.8,,1778.0,-1312.0,,,-2793.0,,-2684.1,-2024.9,-2286.2,,-2846.0,,,False,,False,False,False,,False
29101,1239,1400.0,,,668.0,,373.2,106.3,,,734.0,161.0,,,-571.0,,-865.8,-1132.7,,,-505.0,,,False,,False,False,,,False
29103,55,24.0,,,44.0,,,19.2,,,7.0,-31.0,,,-11.0,,,-35.8,,,-48.0,,,True,,,False,,,False
29105,1032,848.0,,,471.0,,223.5,333.9,,,412.0,-184.0,,,-561.0,,-808.5,-698.1,,,-620.0,,,False,,False,False,,,False
29107,813,752.0,,,171.0,,326.5,499.1,,,1090.0,-61.0,,,-642.0,,-486.5,-313.9,,,277.0,,,False,,False,False,,,False
29109,1078,584.0,,,580.0,,339.2,653.3,,,666.0,-494.0,,,-498.0,,-738.8,-424.7,,,-412.0,,,False,,False,True,,,True
29111,288,24.0,,,98.0,,,0.0,,,20.0,-264.0,,,-190.0,,,-288.0,,,-268.0,,,True,,,False,,,False
29113,1113,432.0,,,604.0,,606.5,51.2,,,446.0,-681.0,,,-509.0,,-506.5,-1061.8,,,-667.0,,,True,,True,False,,,True
29115,194,88.0,,,102.0,,,28.9,,,505.0,-106.0,,,-92.0,,,-165.1,,,311.0,,,True,,,False,,,False
29117,301,256.0,,,118.0,,0.2,203.8,,,21.0,-45.0,,,-183.0,,-300.8,-97.2,,,-280.0,,,False,,False,False,,,False
29119,287,224.0,,,453.0,,0.6,328.1,163.2,,68.0,-63.0,,,166.0,,-286.4,41.1,-123.8,,-219.0,,,False,,False,True,False,,False
29121,308,304.0,,,101.0,,166.0,431.9,,,224.0,-4.0,,,-207.0,,-142.0,123.9,,,-84.0,,,False,,False,False,,,False
29123,447,248.0,,,125.0,,0.1,12.5,,,62.0,-199.0,,,-322.0,,-446.9,-434.5,,,-385.0,,,False,,False,False,,,False
29125,228,80.0,,,46.0,,,42.1,,,117.0,-148.0,,,-182.0,,,-185.9,,,-111.0,,,False,,,False,,,True
29127,765,344.0,,,458.0,,43.7,29.1,,,91.0,-421.0,,,-307.0,,-721.3,-736.0,,,-674.0,,,True,,False,False,,,False
29129,33,8.0,,,9.0,,,10.8,,,2.0,-25.0,,,-24.0,,,-22.2,,,-31.0,,,True,,,True,,,False
29131,828,632.0,,,192.0,,185.8,344.6,,,274.0,-196.0,,,-636.0,,-642.2,-483.4,,,-554.0,,,False,,False,False,,,False
29133,298,176.0,,,258.0,,0.0,110.8,,,136.0,-122.0,,,-40.0,,-298.0,-187.2,,,-162.0,,,True,,False,False,,,False
29135,739,440.0,,,174.0,,118.3,571.8,,,361.0,-299.0,,,-565.0,,-620.7,-167.2,,,-378.0,,,False,,False,True,,,False
29137,210,32.0,,,24.0,,,8.4,,,16.0,-178.0,,,-186.0,,,-201.6,,,-194.0,,,False,,,False,,,False
29139,187,88.0,,,54.0,,,40.3,,,67.0,-99.0,,,-133.0,,,-146.7,,,-120.0,,,False,,,False,,,False
29141,627,728.0,,,97.0,,115.7,584.5,,,599.0,101.0,,,-530.0,,-511.3,-42.5,,,-28.0,,,False,,False,True,,,True
29143,609,224.0,,,276.0,,8.5,95.8,,,73.0,-385.0,,,-333.0,,-600.5,-513.2,,,-536.0,,,True,,False,False,,,False
29145,1363,944.0,,,996.0,,267.1,533.6,319.0,,1191.0,-419.0,,,-367.0,,-1095.9,-829.4,-1044.0,,-172.0,,,True,,False,False,False,,True
29147,922,344.0,,,287.0,,0.0,127.7,,,99.0,-578.0,,,-635.0,,-922.0,-794.3,,,-823.0,,,False,,False,False,,,False
29149,217,192.0,,,138.0,,,28.9,,,102.0,-25.0,,,-79.0,,,-188.1,,,-115.0,,,False,,,False,,,False
29151,639,168.0,,,147.0,,101.1,39.2,,,136.0,-471.0,,,-492.0,,-537.9,-599.8,,,-503.0,,,False,,False,False,,,False
29153,147,232.0,,,46.0,,24.5,19.3,,,102.0,85.0,,,-101.0,,-122.5,-127.7,,,-45.0,,,False,,False,False,,,True
29155,483,384.0,,,282.0,,51.8,167.0,,,152.0,-99.0,,,-201.0,,-431.2,-316.0,,,-331.0,,,False,,False,False,,,False
29157,687,536.0,,,255.0,,180.7,132.1,,,218.0,-151.0,,,-432.0,,-506.3,-554.9,,,-469.0,,,False,,False,False,,,False
29159,1460,880.0,,,609.0,,282.8,15.5,,,513.0,-580.0,,,-851.0,,-1177.2,-1444.5,,,-947.0,,,False,,False,False,,,False
29161,886,584.0,,,723.0,,261.1,360.2,,,303.0,-302.0,,,-163.0,,-624.9,-525.8,,,-583.0,,,True,,False,False,,,False
29163,430,312.0,,,321.0,,103.8,94.9,,,137.0,-118.0,,,-109.0,,-326.2,-335.1,,,-293.0,,,True,,False,False,,,False
29165,704,456.0,,,452.0,,934.5,214.5,,,575.0,-248.0,,,-252.0,,230.5,-489.5,,,-129.0,,,False,,True,False,,,True
29167,771,584.0,,,413.0,,460.1,41.3,,,245.0,-187.0,,,-358.0,,-310.9,-729.6,,,-526.0,,,False,,False,False,,,False
29169,759,688.0,,,996.0,,486.1,802.2,,,1216.0,-71.0,,,237.0,,-272.9,43.2,,,457.0,,,False,,False,True,,,False
29171,67,8.0,,,25.0,,,0.5,,,6.0,-59.0,,,-42.0,,,-66.5,,,-61.0,,,True,,,False,,,False
29173,198,48.0,,,73.0,,42.5,19.5,,,14.0,-150.0,,,-125.0,,-155.5,-178.5,,,-184.0,,,True,,False,False,,,False
29175,782,288.0,,,250.0,,277.0,238.9,,,414.0,-494.0,,,-532.0,,-505.0,-543.1,,,-368.0,,,False,,False,False,,,True
29177,386,144.0,,,150.0,,97.8,18.4,,,235.0,-242.0,,,-236.0,,-288.2,-367.6,,,-151.0,,,True,,False,False,,,True
29179,109,32.0,,,21.0,,,2.5,,,162.0,-77.0,,,-88.0,,,-106.5,,,53.0,,,False,,,False,,,True
29181,315,88.0,,,92.0,,89.0,41.8,,,19.0,-227.0,,,-223.0,,-226.0,-273.2,,,-296.0,,,True,,True,False,,,False
29183,8465,4056.0,,,2763.0,,1880.6,925.9,3663.3,,2559.0,-4409.0,,,-5702.0,,-6584.4,-7539.1,-4801.7,,-5906.0,,,False,,False,False,False,,False
29185,199,64.0,,,36.0,,,79.8,,,93.0,-135.0,,,-163.0,,,-119.2,,,-106.0,,,False,,,True,,,True
29186,652,232.0,,,141.0,,158.6,104.1,,,264.0,-420.0,,,-511.0,,-493.4,-547.9,,,-388.0,,,False,,False,False,,,True
29187,2193,3688.0,,,857.0,,711.5,843.9,6264.9,,1147.0,1495.0,,,-1336.0,,-1481.5,-1349.1,4071.9,,-1046.0,,,True,,True,True,False,,True
29189,17630,9128.0,,,7212.0,,2639.0,3059.9,5001.7,,5325.0,-8502.0,,,-10418.0,,-14991.0,-14570.1,-12628.3,,-12305.0,,,False,,False,False,False,,False
29195,677,368.0,,,217.0,,50.4,408.6,,,261.0,-309.0,,,-460.0,,-626.6,-268.4,,,-416.0,,,False,,False,True,,,False
29197,89,8.0,,,27.0,,,0.2,,,2.0,-81.0,,,-62.0,,,-88.8,,,-87.0,,,True,,,False,,,False
29199,108,40.0,,,78.0,,,8.7,,,94.0,-68.0,,,-30.0,,,-99.3,,,-14.0,,,True,,,False,,,True
29201,1243,560.0,,,584.0,,174.5,380.7,,,308.0,-683.0,,,-659.0,,-1068.5,-862.3,,,-935.0,,,True,,False,False,,,False
29203,232,120.0,,,41.0,,,131.0,,,249.0,-112.0,,,-191.0,,,-101.0,,,17.0,,,False,,,True,,,True
29205,101,24.0,,,30.0,,,1.4,,,4.0,-77.0,,,-71.0,,,-99.6,,,-97.0,,,True,,,False,,,False
29207,787,688.0,,,599.0,,131.8,267.3,,,387.0,-99.0,,,-188.0,,-655.2,-519.7,,,-400.0,,,False,,False,False,,,False
29209,577,360.0,,,134.0,,253.0,134.0,,,425.0,-217.0,,,-443.0,,-324.0,-443.0,,,-152.0,,,False,,False,False,,,True
29211,298,8.0,,,57.0,,0.0,1.2,,,2.0,-290.0,,,-241.0,,-298.0,-296.8,,,-296.0,,,True,,False,False,,,False
29213,1191,656.0,,,636.0,,248.3,43.1,317.9,,305.0,-535.0,,,-555.0,,-942.7,-1148.0,-873.1,,-886.0,,,False,,False,False,False,,False
29215,560,680.0,,,345.0,,116.9,113.7,,,581.0,120.0,,,-215.0,,-443.1,-446.3,,,21.0,,,False,,False,False,,,True
29217,386,208.0,,,213.0,,155.5,102.7,,,150.0,-178.0,,,-173.0,,-230.5,-283.3,,,-236.0,,,True,,False,False,,,False
29219,464,320.0,,,318.0,,267.2,79.4,,,171.0,-144.0,,,-146.0,,-196.8,-384.6,,,-293.0,,,False,,False,False,,,False
29221,806,272.0,,,349.0,,171.9,38.8,,,313.0,-534.0,,,-457.0,,-634.1,-767.2,,,-493.0,,,True,,False,False,,,True
29223,236,296.0,,,83.0,,32.6,175.6,,,165.0,60.0,,,-153.0,,-203.4,-60.4,,,-71.0,,,False,,False,False,,,False
29225,1006,1040.0,,,463.0,,319.3,580.4,,,501.0,34.0,,,-543.0,,-686.7,-425.6,,,-505.0,,,False,,False,False,,,False
29227,30,8.0,,,1.0,,,0.4,,,1.0,-22.0,,,-29.0,,,-29.6,,,-29.0,,,False,,,False,,,False
29229,456,784.0,,,231.0,,78.1,727.1,,,382.0,328.0,,,-225.0,,-377.9,271.1,,,-74.0,,,True,,False,True,,,True
29510,3793,1832.0,,,2099.0,,32.2,571.5,1825.4,,1495.0,-1961.0,,,-1694.0,,-3760.8,-3221.6,-1967.6,,-2298.0,,,True,,False,False,False,,False
30001,343,16.0,,,34.0,,,3.0,,,10.0,-327.0,,,-309.0,,,-340.0,,,-333.0,,,True,,,False,,,False
30003,767,496.0,,,391.0,,0.0,91.5,,,0.0,-271.0,,,-376.0,,-767.0,-675.5,,,-767.0,,,False,,False,False,,,False
30005,446,8.0,,,1.0,,,0.0,,,108.0,-438.0,,,-445.0,,,-446.0,,,-338.0,,,False,,,False,,,True
30007,118,0.0,,,8.0,,,0.0,,,0.0,-118.0,,,-110.0,,,-118.0,,,-118.0,,,True,,,False,,,False
30009,359,72.0,,,28.0,,79.6,10.1,,,64.0,-287.0,,,-331.0,,-279.4,-348.9,,,-295.0,,,False,,True,False,,,False
30011,98,0.0,,,0.0,,,0.0,,,,-98.0,,,-98.0,,,-98.0,,,,,,False,,,False,,,
30013,3041,672.0,,,1549.0,,780.5,146.9,,,379.0,-2369.0,,,-1492.0,,-2260.5,-2894.1,,,-2662.0,,,True,,True,False,,,False
30015,182,24.0,,,1.0,,,2.6,,,6.0,-158.0,,,-181.0,,,-179.4,,,-176.0,,,False,,,False,,,False
30017,418,192.0,,,249.0,,40.6,38.5,,,170.0,-226.0,,,-169.0,,-377.4,-379.5,,,-248.0,,,True,,False,False,,,False
30019,67,0.0,,,0.0,,,0.0,,,0.0,-67.0,,,-67.0,,,-67.0,,,-67.0,,,False,,,False,,,False
30021,363,64.0,,,118.0,,,22.2,,,23.0,-299.0,,,-245.0,,,-340.9,,,-340.0,,,True,,,False,,,False
30023,489,224.0,,,18.0,,1.1,9.1,,,152.0,-265.0,,,-471.0,,-487.9,-479.9,,,-337.0,,,False,,False,False,,,False
30025,152,8.0,,,8.0,,,0.0,,,17.0,-144.0,,,-144.0,,,-152.0,,,-135.0,,,False,,,False,,,True
30027,343,8.0,,,126.0,,,33.8,,,2.0,-335.0,,,-217.0,,,-309.2,,,-341.0,,,True,,,True,,,False
30029,4091,776.0,,,18.0,,843.2,165.3,,,1591.0,-3315.0,,,-4073.0,,-3247.8,-3925.7,,,-2500.0,,,False,,True,False,,,True
30031,4195,416.0,,,807.0,,303.6,0.5,195.8,,344.0,-3779.0,,,-3388.0,,-3891.4,-4194.5,-3999.2,,-3851.0,,,True,,False,False,False,,False
30033,39,0.0,,,91.0,,,0.1,,,1.0,-39.0,,,52.0,,,-39.0,,,-38.0,,,False,,,True,,,True
30035,975,112.0,,,0.0,,0.0,62.6,,,69.0,-863.0,,,-975.0,,-975.0,-912.4,,,-906.0,,,False,,False,False,,,False
30037,17,0.0,,,0.0,,,0.0,,,0.0,-17.0,,,-17.0,,,-17.0,,,-17.0,,,False,,,False,,,False
30039,73,0.0,,,0.0,,,8.5,,,0.0,-73.0,,,-73.0,,,-64.5,,,-73.0,,,False,,,True,,,False
30041,998,168.0,,,293.0,,236.8,4.7,,,121.0,-830.0,,,-705.0,,-761.2,-993.3,,,-877.0,,,True,,True,False,,,False
30043,241,80.0,,,32.0,,,31.6,,,98.0,-161.0,,,-209.0,,,-209.4,,,-143.0,,,False,,,False,,,True
30045,30,0.0,,,0.0,,,0.0,,,0.0,-30.0,,,-30.0,,,-30.0,,,-30.0,,,False,,,False,,,False
30047,532,152.0,,,10.0,,161.7,75.6,,,119.0,-380.0,,,-522.0,,-370.3,-456.4,,,-413.0,,,False,,True,False,,,False
30049,1513,112.0,,,188.0,,254.6,13.7,,,1024.0,-1401.0,,,-1325.0,,-1258.4,-1499.3,,,-489.0,,,True,,True,False,,,True
30051,28,8.0,,,0.0,,,0.8,,,2.0,-20.0,,,-28.0,,,-27.2,,,-26.0,,,False,,,False,,,False
30053,434,16.0,,,0.0,,111.7,0.0,,,1.0,-418.0,,,-434.0,,-322.3,-434.0,,,-433.0,,,False,,True,False,,,False
30055,59,32.0,,,36.0,,,0.5,,,26.0,-27.0,,,-23.0,,,-58.5,,,-33.0,,,True,,,False,,,False
30057,215,8.0,,,46.0,,,0.5,,,2.0,-207.0,,,-169.0,,,-214.5,,,-213.0,,,True,,,False,,,False
30059,77,120.0,,,0.0,,,1.6,,,39.0,43.0,,,-77.0,,,-75.4,,,-38.0,,,False,,,False,,,True
30061,24,0.0,,,0.0,,,0.0,,,0.0,-24.0,,,-24.0,,,-24.0,,,-24.0,,,False,,,False,,,False
