,actual_cases,COVIDhub-baseline,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19003,106,16.0,,,27.0,,,7.4,,,4.0,-90.0,,,-79.0,,,-98.6,,,-102.0,,,True,,,False,,,False
19005,365,216.0,,,92.0,,120.2,89.9,,,91.0,-149.0,,,-273.0,,-244.8,-275.1,,,-274.0,,,False,,False,False,,,False
19007,487,72.0,,,110.0,,76.5,45.2,,,29.0,-415.0,,,-377.0,,-410.5,-441.8,,,-458.0,,,True,,True,False,,,False
19009,194,128.0,,,28.0,,,211.3,,,122.0,-66.0,,,-166.0,,,17.3,,,-72.0,,,False,,,True,,,False
19011,1062,336.0,,,306.0,,312.3,118.8,,,325.0,-726.0,,,-756.0,,-749.7,-943.2,,,-737.0,,,False,,False,False,,,False
19013,4632,1368.0,,,2251.0,,254.9,277.6,1086.6,,463.0,-3264.0,,,-2381.0,,-4377.1,-4354.4,-3545.4,,-4169.0,,,True,,False,False,False,,False
19015,602,440.0,,,190.0,,169.5,221.6,,,267.0,-162.0,,,-412.0,,-432.5,-380.4,,,-335.0,,,False,,False,False,,,False
19017,993,328.0,,,324.0,,416.3,8.8,,,89.0,-665.0,,,-669.0,,-576.7,-984.2,,,-904.0,,,False,,True,False,,,False
19019,646,232.0,,,297.0,,238.4,211.8,,,236.0,-414.0,,,-349.0,,-407.6,-434.1,,,-410.0,,,True,,True,False,,,True
19021,768,368.0,,,235.0,,3.5,395.0,107.5,,0.0,-400.0,,,-533.0,,-764.5,-373.0,-660.5,,-768.0,,,False,,False,True,False,,False
19023,498,152.0,,,129.0,,147.3,26.2,,,78.0,-346.0,,,-369.0,,-350.7,-471.8,,,-420.0,,,False,,False,False,,,False
19025,695,168.0,,,62.0,,80.7,31.1,,,94.0,-527.0,,,-633.0,,-614.3,-663.9,,,-601.0,,,False,,False,False,,,False
19027,1054,728.0,,,176.0,,345.9,112.8,,,166.0,-326.0,,,-878.0,,-708.1,-941.1,,,-888.0,,,False,,False,False,,,False
19029,518,56.0,,,50.0,,139.9,1.7,,,151.0,-462.0,,,-468.0,,-378.1,-516.3,,,-367.0,,,False,,True,False,,,True
19031,618,152.0,,,142.0,,169.7,160.9,,,57.0,-466.0,,,-476.0,,-448.3,-457.1,,,-561.0,,,False,,True,True,,,False
19033,1599,480.0,,,660.0,,280.6,7.3,,,200.0,-1119.0,,,-939.0,,-1318.4,-1591.7,,,-1399.0,,,True,,False,False,,,False
19035,434,208.0,,,72.0,,78.2,417.1,,,165.0,-226.0,,,-362.0,,-355.8,-16.9,,,-269.0,,,False,,False,True,,,False
19037,412,168.0,,,150.0,,101.1,261.9,,,71.0,-244.0,,,-262.0,,-310.9,-150.1,,,-341.0,,,False,,False,True,,,False
19039,176,48.0,,,77.0,,0.0,14.9,,,27.0,-128.0,,,-99.0,,-176.0,-161.1,,,-149.0,,,True,,False,False,,,False
19041,592,288.0,,,230.0,,195.9,153.4,,,240.0,-304.0,,,-362.0,,-396.1,-438.6,,,-352.0,,,False,,False,False,,,False
19043,600,128.0,,,130.0,,27.7,79.6,,,38.0,-472.0,,,-470.0,,-572.3,-520.4,,,-562.0,,,True,,False,False,,,False
19045,1519,584.0,,,520.0,,187.9,109.1,,,271.0,-935.0,,,-999.0,,-1331.1,-1409.9,,,-1248.0,,,False,,False,False,,,False
19047,600,688.0,,,146.0,,9.2,277.8,,,0.0,88.0,,,-454.0,,-590.8,-322.2,,,-600.0,,,False,,False,False,,,False
19049,2536,728.0,,,747.0,,149.4,612.1,459.9,,313.0,-1808.0,,,-1789.0,,-2386.6,-1923.9,-2076.1,,-2223.0,,,True,,False,False,False,,False
19051,203,56.0,,,103.0,,36.0,35.8,,,13.0,-147.0,,,-100.0,,-167.0,-167.2,,,-190.0,,,True,,False,False,,,False
19053,205,32.0,,,50.0,,,17.5,,,14.0,-173.0,,,-155.0,,,-187.5,,,-191.0,,,True,,,False,,,False
19055,850,392.0,,,258.0,,169.1,216.6,,,214.0,-458.0,,,-592.0,,-680.9,-633.4,,,-636.0,,,False,,False,False,,,False
19057,1585,432.0,,,1001.0,,69.0,8.7,,,153.0,-1153.0,,,-584.0,,-1516.0,-1576.3,,,-1432.0,,,True,,False,False,,,False
19059,617,256.0,,,114.0,,58.4,122.5,,,168.0,-361.0,,,-503.0,,-558.6,-494.5,,,-449.0,,,False,,False,False,,,False
19061,4984,3104.0,,,1381.0,,1398.8,1547.1,1432.0,,946.0,-1880.0,,,-3603.0,,-3585.2,-3436.9,-3552.0,,-4038.0,,,False,,False,False,False,,False
19063,364,128.0,,,111.0,,0.0,28.8,,,69.0,-236.0,,,-253.0,,-364.0,-335.1,,,-295.0,,,False,,False,False,,,False
19065,596,152.0,,,274.0,,176.7,52.8,,,238.0,-444.0,,,-322.0,,-419.3,-543.2,,,-358.0,,,True,,True,False,,,True
19067,439,288.0,,,205.0,,125.0,44.6,,,131.0,-151.0,,,-234.0,,-314.0,-394.4,,,-308.0,,,False,,False,False,,,False
19069,246,112.0,,,110.0,,0.0,72.9,,,41.0,-134.0,,,-136.0,,-246.0,-173.1,,,-205.0,,,False,,False,False,,,False
19071,200,112.0,,,24.0,,,22.0,,,121.0,-88.0,,,-176.0,,,-178.0,,,-79.0,,,False,,,False,,,True
19073,303,112.0,,,45.0,,,90.0,,,150.0,-191.0,,,-258.0,,,-213.0,,,-153.0,,,False,,,False,,,True
19075,433,184.0,,,111.0,,107.1,140.3,,,57.0,-249.0,,,-322.0,,-325.9,-292.7,,,-376.0,,,False,,False,False,,,False
19077,395,152.0,,,47.0,,100.7,235.6,,,79.0,-243.0,,,-348.0,,-294.3,-159.4,,,-316.0,,,False,,False,True,,,False
19079,442,72.0,,,138.0,,0.0,40.2,,,18.0,-370.0,,,-304.0,,-442.0,-401.8,,,-424.0,,,True,,False,False,,,False
19081,488,32.0,,,71.0,,79.6,16.1,,,8.0,-456.0,,,-417.0,,-408.4,-471.9,,,-480.0,,,True,,True,False,,,False
19083,609,136.0,,,153.0,,142.7,25.9,,,84.0,-473.0,,,-456.0,,-466.3,-583.1,,,-525.0,,,True,,True,False,,,False
19085,705,128.0,,,63.0,,127.1,21.3,,,178.0,-577.0,,,-642.0,,-577.9,-683.8,,,-527.0,,,False,,False,False,,,True
19087,909,1152.0,,,302.0,,274.3,259.1,,,199.0,243.0,,,-607.0,,-634.7,-649.9,,,-710.0,,,False,,False,False,,,False
19089,216,88.0,,,103.0,,0.2,17.2,,,20.0,-128.0,,,-113.0,,-215.8,-198.8,,,-196.0,,,True,,False,False,,,False
19091,396,56.0,,,84.0,,47.2,46.7,,,26.0,-340.0,,,-312.0,,-348.8,-349.3,,,-370.0,,,True,,False,False,,,False
19093,287,224.0,,,50.0,,,56.4,,,77.0,-63.0,,,-237.0,,,-230.6,,,-210.0,,,False,,,False,,,False
19095,554,200.0,,,171.0,,171.0,27.7,,,69.0,-354.0,,,-383.0,,-383.0,-526.3,,,-485.0,,,False,,False,False,,,False
19097,905,288.0,,,229.0,,203.7,226.3,,,160.0,-617.0,,,-676.0,,-701.3,-678.7,,,-745.0,,,False,,False,False,,,False
19099,1018,632.0,,,312.0,,172.8,483.6,,,358.0,-386.0,,,-706.0,,-845.2,-534.4,,,-660.0,,,False,,False,False,,,False
19101,353,56.0,,,228.0,,131.5,4.8,,,115.0,-297.0,,,-125.0,,-221.5,-348.2,,,-238.0,,,True,,True,False,,,True
19103,3139,1568.0,,,2857.0,,0.6,243.9,3344.1,,335.0,-1571.0,,,-282.0,,-3138.4,-2895.1,205.1,,-2804.0,,,True,,False,False,True,,False
19105,1574,224.0,,,273.0,,187.6,23.6,,,104.0,-1350.0,,,-1301.0,,-1386.4,-1550.4,,,-1470.0,,,True,,False,False,,,False
19107,335,72.0,,,125.0,,,22.8,,,57.0,-263.0,,,-210.0,,,-312.2,,,-278.0,,,True,,,False,,,False
19109,548,432.0,,,171.0,,200.3,53.9,,,168.0,-116.0,,,-377.0,,-347.7,-494.1,,,-380.0,,,False,,False,False,,,False
19111,1012,368.0,,,375.0,,284.2,43.1,,,110.0,-644.0,,,-637.0,,-727.8,-968.9,,,-902.0,,,True,,False,False,,,False
19113,7733,2208.0,,,2695.0,,1899.5,869.1,1048.9,,896.0,-5525.0,,,-5038.0,,-5833.5,-6863.9,-6684.1,,-6837.0,,,True,,False,False,False,,False
19115,282,168.0,,,85.0,,7.6,25.6,,,66.0,-114.0,,,-197.0,,-274.4,-256.4,,,-216.0,,,False,,False,False,,,False
19117,141,168.0,,,84.0,,45.4,117.1,,,88.0,27.0,,,-57.0,,-95.6,-23.9,,,-53.0,,,False,,False,True,,,False
19119,530,440.0,,,88.0,,116.6,379.4,,,171.0,-90.0,,,-442.0,,-413.4,-150.6,,,-359.0,,,False,,False,False,,,False
19121,348,144.0,,,93.0,,133.4,367.8,,,147.0,-204.0,,,-255.0,,-214.6,19.8,,,-201.0,,,False,,False,True,,,True
19123,710,368.0,,,258.0,,172.0,38.4,,,168.0,-342.0,,,-452.0,,-538.0,-671.6,,,-542.0,,,False,,False,False,,,False
19125,890,440.0,,,305.0,,285.1,100.0,,,144.0,-450.0,,,-585.0,,-604.9,-790.0,,,-746.0,,,False,,False,False,,,False
19127,1181,168.0,,,500.0,,30.9,106.2,198.8,,27.0,-1013.0,,,-681.0,,-1150.1,-1074.8,-982.2,,-1154.0,,,True,,False,False,True,,False
19129,597,144.0,,,61.0,,217.6,282.3,,,141.0,-453.0,,,-536.0,,-379.4,-314.7,,,-456.0,,,False,,True,True,,,False
19131,388,160.0,,,94.0,,25.5,28.7,,,53.0,-228.0,,,-294.0,,-362.5,-359.3,,,-335.0,,,False,,False,False,,,False
19133,199,136.0,,,45.0,,77.6,92.1,,,152.0,-63.0,,,-154.0,,-121.4,-106.9,,,-47.0,,,False,,False,False,,,True
19135,223,112.0,,,90.0,,49.7,28.0,,,55.0,-111.0,,,-133.0,,-173.3,-195.0,,,-168.0,,,False,,False,False,,,False
19137,258,24.0,,,34.0,,,3.7,,,186.0,-234.0,,,-224.0,,,-254.3,,,-72.0,,,True,,,False,,,True
19139,1201,232.0,,,435.0,,25.5,71.3,143.7,,97.0,-969.0,,,-766.0,,-1175.5,-1129.7,-1057.3,,-1104.0,,,True,,False,False,False,,False
19141,787,384.0,,,171.0,,161.6,223.4,,,158.0,-403.0,,,-616.0,,-625.4,-563.6,,,-629.0,,,False,,False,False,,,False
19143,311,168.0,,,56.0,,23.4,83.9,,,91.0,-143.0,,,-255.0,,-287.6,-227.1,,,-220.0,,,False,,False,False,,,False
19145,814,72.0,,,61.0,,123.1,1.1,,,37.0,-742.0,,,-753.0,,-690.9,-813.0,,,-777.0,,,False,,True,False,,,False
19147,346,176.0,,,85.0,,101.6,53.2,,,79.0,-170.0,,,-261.0,,-244.4,-292.8,,,-267.0,,,False,,False,False,,,False
19149,1314,976.0,,,266.0,,459.1,366.0,,,134.0,-338.0,,,-1048.0,,-854.9,-948.0,,,-1180.0,,,False,,False,False,,,False
19151,290,40.0,,,36.0,,0.0,26.7,,,17.0,-250.0,,,-254.0,,-290.0,-263.3,,,-273.0,,,False,,False,False,,,False
19153,12186,4872.0,,,4508.0,,551.8,2541.2,2975.4,,2003.0,-7314.0,,,-7678.0,,-11634.2,-9644.8,-9210.6,,-10183.0,,,False,,False,False,False,,False
19155,2675,1280.0,,,476.0,,640.6,1451.3,828.9,,804.0,-1395.0,,,-2199.0,,-2034.4,-1223.7,-1846.1,,-1871.0,,,False,,False,True,False,,False
19157,563,216.0,,,216.0,,148.7,279.6,,,218.0,-347.0,,,-347.0,,-414.3,-283.4,,,-345.0,,,False,,False,True,,,True
19159,99,32.0,,,24.0,,,2.9,,,21.0,-67.0,,,-75.0,,,-96.1,,,-78.0,,,False,,,False,,,False
19161,444,536.0,,,68.0,,90.7,809.7,,,154.0,92.0,,,-376.0,,-353.3,365.7,,,-290.0,,,False,,False,False,,,False
19163,5688,2016.0,,,2035.0,,1048.4,1513.2,1012.8,,1536.0,-3672.0,,,-3653.0,,-4639.6,-4174.8,-4675.2,,-4152.0,,,True,,False,False,False,,False
19165,383,72.0,,,59.0,,79.6,1.0,,,28.0,-311.0,,,-324.0,,-303.4,-382.0,,,-355.0,,,False,,True,False,,,False
19167,1873,2008.0,,,552.0,,622.6,1310.1,963.5,,278.0,135.0,,,-1321.0,,-1250.4,-562.9,-909.5,,-1595.0,,,False,,False,False,False,,False
19169,2210,1336.0,,,1729.0,,0.0,545.3,1025.2,,268.0,-874.0,,,-481.0,,-2210.0,-1664.7,-1184.8,,-1942.0,,,True,,False,False,False,,False
19171,638,136.0,,,157.0,,13.0,54.6,,,40.0,-502.0,,,-481.0,,-625.0,-583.4,,,-598.0,,,True,,False,False,,,False
19173,255,24.0,,,33.0,,40.4,11.9,,,84.0,-231.0,,,-222.0,,-214.6,-243.1,,,-171.0,,,True,,True,False,,,True
19175,427,128.0,,,66.0,,67.5,199.7,,,111.0,-299.0,,,-361.0,,-359.5,-227.3,,,-316.0,,,False,,False,True,,,False
19177,178,8.0,,,87.0,,0.0,3.7,,,32.0,-170.0,,,-91.0,,-178.0,-174.3,,,-146.0,,,True,,False,False,,,True
19179,843,576.0,,,571.0,,2.7,365.2,501.6,,174.0,-267.0,,,-272.0,,-840.3,-477.8,-341.4,,-669.0,,,False,,False,False,False,,False
19181,1194,200.0,,,381.0,,404.5,13.0,,,37.0,-994.0,,,-813.0,,-789.5,-1181.0,,,-1157.0,,,True,,True,False,,,False
19183,642,336.0,,,214.0,,139.4,74.7,,,179.0,-306.0,,,-428.0,,-502.6,-567.3,,,-463.0,,,False,,False,False,,,False
19185,178,72.0,,,45.0,,,47.7,,,34.0,-106.0,,,-133.0,,,-130.3,,,-144.0,,,False,,,False,,,False
19187,1684,368.0,,,413.0,,0.4,178.8,376.7,,89.0,-1316.0,,,-1271.0,,-1683.6,-1505.2,-1307.3,,-1595.0,,,True,,False,False,True,,False
19189,487,560.0,,,81.0,,85.2,126.6,,,137.0,73.0,,,-406.0,,-401.8,-360.4,,,-350.0,,,False,,False,False,,,False
19191,440,272.0,,,225.0,,125.7,31.0,,,219.0,-168.0,,,-215.0,,-314.3,-409.0,,,-221.0,,,False,,False,False,,,False
19193,4173,3488.0,,,1094.0,,59.7,2067.0,2219.4,,67.0,-685.0,,,-3079.0,,-4113.3,-2106.0,-1953.6,,-4106.0,,,False,,False,False,False,,False
19195,160,56.0,,,76.0,,54.8,23.6,,,13.0,-104.0,,,-84.0,,-105.2,-136.4,,,-147.0,,,True,,False,False,,,False
19197,454,176.0,,,99.0,,2.7,14.4,,,18.0,-278.0,,,-355.0,,-451.3,-439.6,,,-436.0,,,False,,False,False,,,False
20001,208,40.0,,,42.0,,,4.1,,,44.0,-168.0,,,-166.0,,,-203.9,,,-164.0,,,True,,,False,,,True
20003,252,72.0,,,51.0,,,8.0,,,95.0,-180.0,,,-201.0,,,-244.0,,,-157.0,,,False,,,False,,,True
20005,401,208.0,,,93.0,,0.1,18.5,,,25.0,-193.0,,,-308.0,,-400.9,-382.5,,,-376.0,,,False,,False,False,,,False
20007,143,8.0,,,27.0,,,0.0,,,85.0,-135.0,,,-116.0,,,-143.0,,,-58.0,,,True,,,False,,,True
20009,772,640.0,,,182.0,,114.7,71.0,,,295.0,-132.0,,,-590.0,,-657.3,-701.0,,,-477.0,,,False,,False,False,,,False
20011,252,208.0,,,132.0,,122.6,9.9,,,186.0,-44.0,,,-120.0,,-129.4,-242.1,,,-66.0,,,False,,False,False,,,False
20013,360,80.0,,,56.0,,,6.1,,,179.0,-280.0,,,-304.0,,,-353.9,,,-181.0,,,False,,,False,,,True
20015,1837,144.0,,,380.0,,578.5,53.6,,,18.0,-1693.0,,,-1457.0,,-1258.5,-1783.4,,,-1819.0,,,True,,True,False,,,False
20017,43,0.0,,,18.0,,,0.0,,,0.0,-43.0,,,-25.0,,,-43.0,,,-43.0,,,True,,,False,,,False
20019,29,8.0,,,19.0,,,2.3,,,1.0,-21.0,,,-10.0,,,-26.7,,,-28.0,,,True,,,False,,,False
20021,486,560.0,,,283.0,,147.9,108.6,,,142.0,74.0,,,-203.0,,-338.1,-377.4,,,-344.0,,,False,,False,False,,,False
20023,152,112.0,,,34.0,,,10.1,,,59.0,-40.0,,,-118.0,,,-141.9,,,-93.0,,,False,,,False,,,False
20025,40,8.0,,,32.0,,,3.8,,,3.0,-32.0,,,-8.0,,,-36.2,,,-37.0,,,True,,,False,,,False
20027,236,48.0,,,37.0,,,2.5,,,171.0,-188.0,,,-199.0,,,-233.5,,,-65.0,,,False,,,False,,,True
20029,328,24.0,,,40.0,,,6.8,,,161.0,-304.0,,,-288.0,,,-321.2,,,-167.0,,,True,,,False,,,True
20031,135,56.0,,,35.0,,53.6,10.3,,,9.0,-79.0,,,-100.0,,-81.4,-124.7,,,-126.0,,,False,,False,False,,,False
20033,19,8.0,,,21.0,,,0.1,,,35.0,-11.0,,,2.0,,,-18.9,,,16.0,,,True,,,False,,,False
20035,668,296.0,,,204.0,,320.4,22.7,,,449.0,-372.0,,,-464.0,,-347.6,-645.3,,,-219.0,,,False,,True,False,,,True
20037,931,744.0,,,592.0,,0.1,25.6,,,163.0,-187.0,,,-339.0,,-930.9,-905.4,,,-768.0,,,False,,False,False,,,False
20039,166,64.0,,,19.0,,,50.0,,,72.0,-102.0,,,-147.0,,,-116.0,,,-94.0,,,False,,,False,,,True
20041,458,168.0,,,55.0,,249.5,20.9,,,208.0,-290.0,,,-403.0,,-208.5,-437.1,,,-250.0,,,False,,True,False,,,True
20043,217,128.0,,,35.0,,59.5,20.8,,,56.0,-89.0,,,-182.0,,-157.5,-196.2,,,-161.0,,,False,,False,False,,,False
20045,1725,1384.0,,,1437.0,,1401.4,51.8,452.0,,284.0,-341.0,,,-288.0,,-323.6,-1673.2,-1273.0,,-1441.0,,,True,,True,False,False,,False
20047,71,80.0,,,18.0,,,0.9,,,37.0,9.0,,,-53.0,,,-70.1,,,-34.0,,,False,,,False,,,False
20049,28,0.0,,,14.0,,,0.0,,,0.0,-28.0,,,-14.0,,,-28.0,,,-28.0,,,True,,,False,,,False
20051,1045,776.0,,,452.0,,0.0,248.7,,,134.0,-269.0,,,-593.0,,-1045.0,-796.3,,,-911.0,,,False,,False,False,,,False
20053,452,8.0,,,33.0,,,0.6,,,73.0,-444.0,,,-419.0,,,-451.4,,,-379.0,,,True,,,False,,,True
20055,1843,640.0,,,665.0,,16.6,55.1,187.0,,0.0,-1203.0,,,-1178.0,,-1826.4,-1787.9,-1656.0,,-1843.0,,,True,,False,False,False,,False
20057,1535,1000.0,,,684.0,,17.8,22.5,292.7,,0.0,-535.0,,,-851.0,,-1517.2,-1512.5,-1242.3,,-1535.0,,,False,,False,False,False,,False
20059,520,224.0,,,111.0,,212.3,25.5,,,391.0,-296.0,,,-409.0,,-307.7,-494.5,,,-129.0,,,False,,False,False,,,True
20061,422,224.0,,,246.0,,182.6,5.5,,,236.0,-198.0,,,-176.0,,-239.4,-416.5,,,-186.0,,,True,,False,False,,,True
20063,222,48.0,,,21.0,,,16.5,,,38.0,-174.0,,,-201.0,,,-205.5,,,-184.0,,,False,,,False,,,False
20065,69,8.0,,,16.0,,,0.3,,,1.0,-61.0,,,-53.0,,,-68.7,,,-68.0,,,True,,,False,,,False
20067,388,224.0,,,111.0,,75.6,1026.8,,,89.0,-164.0,,,-277.0,,-312.4,638.8,,,-299.0,,,False,,False,False,,,False
20069,179,40.0,,,53.0,,0.0,0.2,,,83.0,-139.0,,,-126.0,,-179.0,-178.8,,,-96.0,,,True,,False,False,,,True
20071,62,0.0,,,42.0,,,0.0,,,0.0,-62.0,,,-20.0,,,-62.0,,,-62.0,,,True,,,False,,,False
20073,114,16.0,,,28.0,,,1.0,,,1.0,-98.0,,,-86.0,,,-113.0,,,-113.0,,,True,,,False,,,False
20075,46,0.0,,,48.0,,,0.1,,,0.0,-46.0,,,2.0,,,-46.0,,,-46.0,,,True,,,True,,,False
20077,106,0.0,,,39.0,,0.0,12.4,,,0.0,-106.0,,,-67.0,,-106.0,-93.6,,,-106.0,,,True,,False,True,,,False
20079,939,136.0,,,103.0,,279.3,13.0,,,118.0,-803.0,,,-836.0,,-659.7,-926.0,,,-821.0,,,False,,True,False,,,False
20081,107,120.0,,,62.0,,0.1,77.4,,,44.0,13.0,,,-45.0,,-106.9,-29.6,,,-63.0,,,False,,False,False,,,False
20083,84,16.0,,,14.0,,,2.7,,,3.0,-68.0,,,-70.0,,,-81.3,,,-81.0,,,False,,,False,,,False
20085,256,56.0,,,47.0,,109.5,4.8,,,14.0,-200.0,,,-209.0,,-146.5,-251.2,,,-242.0,,,False,,True,False,,,False
20087,299,248.0,,,58.0,,186.7,18.8,,,163.0,-51.0,,,-241.0,,-112.3,-280.2,,,-136.0,,,False,,False,False,,,False
20089,23,8.0,,,15.0,,,0.0,,,58.0,-15.0,,,-8.0,,,-23.0,,,35.0,,,True,,,False,,,False
20091,10863,5824.0,,,3152.0,,4366.7,3922.9,3092.4,,3976.0,-5039.0,,,-7711.0,,-6496.3,-6940.1,-7770.6,,-6887.0,,,False,,False,False,False,,False
20093,141,8.0,,,41.0,,,0.7,,,1.0,-133.0,,,-100.0,,,-140.3,,,-140.0,,,True,,,False,,,False
20095,161,136.0,,,28.0,,,54.4,,,108.0,-25.0,,,-133.0,,,-106.6,,,-53.0,,,False,,,False,,,False
20097,83,16.0,,,19.0,,,1.4,,,29.0,-67.0,,,-64.0,,,-81.7,,,-54.0,,,True,,,False,,,True
20099,390,168.0,,,174.0,,228.7,20.8,,,176.0,-222.0,,,-216.0,,-161.3,-369.2,,,-214.0,,,True,,True,False,,,True
20101,37,16.0,,,25.0,,,9.3,,,3.0,-21.0,,,-12.0,,,-27.7,,,-34.0,,,True,,,False,,,False
20103,1218,848.0,,,602.0,,214.1,70.9,494.5,,483.0,-370.0,,,-616.0,,-1003.9,-1147.1,-723.5,,-735.0,,,False,,False,False,False,,False
20105,21,16.0,,,16.0,,,0.5,,,55.0,-5.0,,,-5.0,,,-20.5,,,34.0,,,False,,,False,,,False
20107,134,72.0,,,43.0,,,13.6,,,162.0,-62.0,,,-91.0,,,-120.4,,,28.0,,,False,,,False,,,True
20109,174,8.0,,,30.0,,,0.0,,,1.0,-166.0,,,-144.0,,,-174.0,,,-173.0,,,True,,,False,,,False
20111,750,328.0,,,407.0,,0.1,41.8,302.0,,61.0,-422.0,,,-343.0,,-749.9,-708.2,-448.0,,-689.0,,,True,,False,False,False,,False
20113,605,112.0,,,105.0,,555.1,25.0,,,17.0,-493.0,,,-500.0,,-49.9,-580.0,,,-588.0,,,False,,True,False,,,False
20115,244,8.0,,,31.0,,,1.9,,,1.0,-236.0,,,-213.0,,,-242.1,,,-243.0,,,True,,,False,,,False
20117,239,16.0,,,28.0,,,9.6,,,421.0,-223.0,,,-211.0,,,-229.4,,,182.0,,,True,,,False,,,True
20119,132,176.0,,,50.0,,,28.8,,,50.0,44.0,,,-82.0,,,-103.2,,,-82.0,,,False,,,False,,,False
20121,433,256.0,,,184.0,,422.5,75.0,,,84.0,-177.0,,,-249.0,,-10.5,-358.0,,,-349.0,,,False,,True,False,,,False
20123,69,32.0,,,32.0,,,0.0,,,98.0,-37.0,,,-37.0,,,-69.0,,,29.0,,,False,,,False,,,True
20125,504,272.0,,,217.0,,106.0,58.3,,,120.0,-232.0,,,-287.0,,-398.0,-445.7,,,-384.0,,,False,,False,False,,,False
20127,96,24.0,,,21.0,,,0.0,,,21.0,-72.0,,,-75.0,,,-96.0,,,-75.0,,,False,,,False,,,False
20129,92,0.0,,,41.0,,,4.1,,,0.0,-92.0,,,-51.0,,,-87.9,,,-92.0,,,True,,,True,,,False
20131,630,104.0,,,45.0,,,0.0,,,81.0,-526.0,,,-585.0,,,-630.0,,,-549.0,,,False,,,False,,,False
20133,323,200.0,,,153.0,,76.5,29.8,,,174.0,-123.0,,,-170.0,,-246.5,-293.2,,,-149.0,,,False,,False,False,,,False
20135,137,64.0,,,20.0,,,3.0,,,6.0,-73.0,,,-117.0,,,-134.0,,,-131.0,,,False,,,False,,,False
20137,967,24.0,,,36.0,,,6.5,,,37.0,-943.0,,,-931.0,,,-960.5,,,-930.0,,,True,,,False,,,True
20139,216,104.0,,,41.0,,,26.2,,,81.0,-112.0,,,-175.0,,,-189.8,,,-135.0,,,False,,,False,,,False
20141,42,0.0,,,25.0,,,0.0,,,0.0,-42.0,,,-17.0,,,-42.0,,,-42.0,,,True,,,False,,,False
20143,110,0.0,,,23.0,,,3.2,,,0.0,-110.0,,,-87.0,,,-106.8,,,-110.0,,,True,,,True,,,False
20145,231,80.0,,,52.0,,0.0,11.0,,,0.0,-151.0,,,-179.0,,-231.0,-220.1,,,-231.0,,,False,,False,False,,,False
20147,223,144.0,,,28.0,,,16.9,,,51.0,-79.0,,,-195.0,,,-206.1,,,-172.0,,,False,,,False,,,False
20149,315,248.0,,,162.0,,309.7,27.4,,,177.0,-67.0,,,-153.0,,-5.3,-287.6,,,-138.0,,,False,,True,False,,,False
20151,305,40.0,,,58.0,,,3.0,,,12.0,-265.0,,,-247.0,,,-302.0,,,-293.0,,,True,,,False,,,False
20153,150,24.0,,,19.0,,,0.0,,,89.0,-126.0,,,-131.0,,,-150.0,,,-61.0,,,False,,,False,,,True
20155,2455,848.0,,,432.0,,0.0,81.9,,,790.0,-1607.0,,,-2023.0,,-2455.0,-2373.1,,,-1665.0,,,False,,False,False,,,False
20157,117,24.0,,,20.0,,,0.0,,,33.0,-93.0,,,-97.0,,,-117.0,,,-84.0,,,False,,,False,,,True
20159,180,128.0,,,42.0,,,15.4,,,128.0,-52.0,,,-138.0,,,-164.6,,,-52.0,,,False,,,False,,,False
20161,1219,2128.0,,,1344.0,,0.0,176.6,2490.2,,805.0,909.0,,,125.0,,-1219.0,-1042.4,1271.2,,-414.0,,,True,,False,False,False,,True
20163,167,104.0,,,57.0,,,6.3,,,65.0,-63.0,,,-110.0,,,-160.7,,,-102.0,,,False,,,False,,,False
20165,100,48.0,,,17.0,,,7.0,,,10.0,-52.0,,,-83.0,,,-93.0,,,-90.0,,,False,,,False,,,False
20167,262,80.0,,,39.0,,,31.9,,,19.0,-182.0,,,-223.0,,,-230.2,,,-243.0,,,False,,,False,,,False
20169,966,560.0,,,252.0,,485.0,18.8,,,360.0,-406.0,,,-714.0,,-481.0,-947.2,,,-606.0,,,False,,False,False,,,False
20171,170,16.0,,,59.0,,0.0,0.5,,,5.0,-154.0,,,-111.0,,-170.0,-169.5,,,-165.0,,,True,,False,False,,,False
20173,11508,3880.0,,,3066.0,,2247.5,1177.2,2118.6,,5486.0,-7628.0,,,-8442.0,,-9260.5,-10330.8,-9389.4,,-6022.0,,,False,,False,False,False,,True
20175,869,952.0,,,580.0,,21.4,92.4,332.9,,0.0,83.0,,,-289.0,,-847.6,-776.6,-536.1,,-869.0,,,False,,False,False,False,,False
