,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
25011,468,712.0,,,732.0,590.0,,,,,409.2,606.6,,1342.2,1184.0,,2007.1,1077.9,1055.5,,505.0,692.3,,906.0,639.2,,,,,,,,,707.8,244.0,,,264.0,122.0,,,,,-58.8,138.6,,874.2,716.0,,1539.1,609.9,587.5,,37.0,224.3,,438.0,171.2,,,,,,,,,239.8,,,False,True,,,,,True,True,,False,False,,False,False,False,,True,True,,False,True,,,,,,,,,True
25013,10202,8740.0,,8923.4,8609.0,6763.0,,,,,7321.5,7352.5,,9695.3,12668.0,,5516.4,8729.7,9451.0,,9495.0,8153.9,,8189.0,8566.4,,,,,7789.1,8826.0,,,10432.5,-1462.0,,-1278.6,-1593.0,-3439.0,,,,,-2880.5,-2849.5,,-506.7,2466.0,,-4685.6,-1472.3,-751.0,,-707.0,-2048.1,,-2013.0,-1635.6,,,,,-2412.9,-1376.0,,,230.5,,True,False,False,,,,,False,False,,True,False,,False,False,True,,True,False,,False,False,,,,,False,True,,,True
25015,1767,1172.0,,,1373.0,930.0,,,,,1020.1,1180.8,,1638.7,1967.0,,1490.7,1954.7,1543.5,,1354.0,1349.5,,1922.0,1331.7,,,,,816.1,1421.0,,,1336.9,-595.0,,,-394.0,-837.0,,,,,-746.9,-586.2,,-128.3,200.0,,-276.3,187.7,-223.5,,-413.0,-417.5,,155.0,-435.3,,,,,-950.9,-346.0,,,-430.1,,,True,False,,,,,False,True,,True,True,,True,True,True,,True,True,,True,True,,,,,False,True,,,True
25017,27164,27340.0,,30945.0,26976.0,20663.0,,,,,23357.0,31065.1,,33103.5,35350.0,,26806.5,28191.8,34288.0,,27824.0,23817.1,,26619.0,21764.2,,,,,27808.8,23792.0,,,31825.1,176.0,,3781.0,-188.0,-6501.0,,,,,-3807.0,3901.1,,5939.5,8186.0,,-357.5,1027.8,7124.0,,660.0,-3346.9,,-545.0,-5399.8,,,,,644.8,-3372.0,,,4661.1,,False,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,,,,,False,False,,,False
25019,0,0.0,,,0.0,0.0,,,,,216.2,4.0,,,25.0,,0.0,0.0,,,,0.2,,87.0,11.2,,,,,,,,,5.0,0.0,,,0.0,0.0,,,,,216.2,4.0,,,25.0,,0.0,0.0,,,,0.2,,87.0,11.2,,,,,,,,,5.0,,,True,True,,,,,False,False,,,False,,True,True,,,,False,,False,False,,,,,,,,,False
25021,11834,10816.0,,12171.0,11575.0,10638.0,,,,,9562.8,14074.6,,15109.0,14711.0,,12443.5,13248.6,13112.0,,10321.0,9982.1,,11208.0,8178.7,,,,,19662.4,13763.0,,,11904.6,-1018.0,,337.0,-259.0,-1196.0,,,,,-2271.2,2240.6,,3275.0,2877.0,,609.5,1414.6,1278.0,,-1513.0,-1851.9,,-626.0,-3655.3,,,,,7828.4,1929.0,,,70.6,,True,True,False,,,,,False,False,,False,False,,True,False,False,,False,False,,True,False,,,,,False,False,,,True
25023,10854,9316.0,,10228.9,9955.0,8433.0,,,,,7343.0,11589.6,,13720.5,12265.0,,11927.5,11406.3,12010.5,,10031.0,9478.9,,9755.0,8223.8,,,,,14147.8,11438.0,,,18601.0,-1538.0,,-625.1,-899.0,-2421.0,,,,,-3511.0,735.6,,2866.5,1411.0,,1073.5,552.3,1156.5,,-823.0,-1375.1,,-1099.0,-2630.2,,,,,3293.8,584.0,,,7747.0,,True,True,False,,,,,False,True,,False,True,,True,True,True,,True,True,,True,False,,,,,False,True,,,False
25025,16686,16780.0,,17695.3,16940.0,18347.0,,,,,13331.0,12739.4,,19930.3,19580.0,,23248.5,8392.6,20329.0,,17992.5,15743.0,,14994.0,9766.8,,,,,16717.5,14399.0,,,23433.8,94.0,,1009.3,254.0,1661.0,,,,,-3355.0,-3946.6,,3244.3,2894.0,,6562.5,-8293.4,3643.0,,1306.5,-943.0,,-1692.0,-6919.2,,,,,31.5,-2287.0,,,6747.8,,False,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,,,,,True,False,,,False
25027,17248,15636.0,,17499.4,16204.0,12246.0,,,,,13321.4,20182.0,,21640.4,21523.0,,15581.1,12255.8,20192.5,,17829.0,15509.0,,16268.0,11620.4,,,,,11093.1,16781.0,,,18985.1,-1612.0,,251.4,-1044.0,-5002.0,,,,,-3926.6,2934.0,,4392.4,4275.0,,-1666.9,-4992.2,2944.5,,581.0,-1739.0,,-980.0,-5627.6,,,,,-6154.9,-467.0,,,1737.1,,True,True,False,,,,,False,False,,False,False,,False,False,False,,True,False,,True,False,,,,,False,True,,,False
26001,65,108.0,,,72.0,71.0,,,,,71.8,40.9,,,283.0,,4.1,75.4,,,52.0,85.4,,68.0,83.6,,,,,,,,,85.5,43.0,,,7.0,6.0,,,,,6.8,-24.1,,,218.0,,-60.9,10.4,,,-13.0,20.4,,3.0,18.6,,,,,,,,,20.5,,,True,True,,,,,True,True,,,False,,False,True,,,True,True,,True,True,,,,,,,,,True
26003,94,60.0,,,42.0,38.0,,,,,66.4,82.6,,,46.0,,8.9,42.1,,,27.0,57.1,,63.0,41.9,,,,,,,,,63.5,-34.0,,,-52.0,-56.0,,,,,-27.6,-11.4,,,-48.0,,-85.1,-51.9,,,-67.0,-36.9,,-31.0,-52.1,,,,,,,,,-30.5,,,False,False,,,,,True,True,,,False,,False,False,,,False,False,,True,False,,,,,,,,,True
26005,1136,1600.0,,,1240.0,1264.0,,,,,963.2,1246.9,,,1722.0,,590.9,1089.9,1332.5,,1028.0,1213.0,,1153.0,1012.9,,,,,1397.2,,,,1607.0,464.0,,,104.0,128.0,,,,,-172.8,110.9,,,586.0,,-545.1,-46.1,196.5,,-108.0,77.0,,17.0,-123.1,,,,,261.2,,,,471.0,,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,True,True,,,,,True,,,,False
26007,282,396.0,,,259.0,170.0,,,,,262.7,454.7,,,612.0,,115.4,294.6,,,231.0,281.5,,274.0,235.4,,,,,,,,,457.1,114.0,,,-23.0,-112.0,,,,,-19.3,172.7,,,330.0,,-166.6,12.6,,,-51.0,-0.5,,-8.0,-46.6,,,,,,,,,175.1,,,True,True,,,,,True,False,,,False,,False,True,,,True,True,,True,True,,,,,,,,,False
26009,217,136.0,,,116.0,59.0,,,,,101.6,57.4,,,366.0,,66.6,158.5,,,89.0,128.4,,116.0,153.6,,,,,,,,,191.0,-81.0,,,-101.0,-158.0,,,,,-115.4,-159.6,,,149.0,,-150.4,-58.5,,,-128.0,-88.6,,-101.0,-63.4,,,,,,,,,-26.0,,,False,False,,,,,False,False,,,False,,False,True,,,False,False,,False,True,,,,,,,,,True
26011,103,100.0,,,94.0,51.0,,,,,100.7,61.8,,,289.0,,20.3,106.2,,,32.0,93.8,,108.0,135.1,,,,,,,,,109.8,-3.0,,,-9.0,-52.0,,,,,-2.3,-41.2,,,186.0,,-82.7,3.2,,,-71.0,-9.2,,5.0,32.1,,,,,,,,,6.8,,,False,False,,,,,True,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
26013,38,0.0,,,29.0,42.0,,,,,74.8,28.7,,,64.0,,12.3,23.8,,,9.0,57.6,,47.0,35.2,,,,,,,,,63.9,-38.0,,,-9.0,4.0,,,,,36.8,-9.3,,,26.0,,-25.7,-14.2,,,-29.0,19.6,,9.0,-2.8,,,,,,,,,25.9,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
26015,582,404.0,,,398.0,141.0,,,,,399.8,238.3,,,884.0,,148.3,555.0,623.0,,270.0,355.5,,428.0,500.2,,,,,894.5,,,,680.1,-178.0,,,-184.0,-441.0,,,,,-182.2,-343.7,,,302.0,,-433.7,-27.0,41.0,,-312.0,-226.5,,-154.0,-81.8,,,,,312.5,,,,98.1,,,False,False,,,,,False,False,,,False,,False,True,True,,False,False,,True,True,,,,,False,,,,True
26017,1027,1636.0,,,1116.0,1034.0,,,,,1009.7,1223.8,,,2184.0,,354.1,954.0,674.0,,980.0,1273.6,,1212.0,892.3,,,,,2068.7,,,,1449.1,609.0,,,89.0,7.0,,,,,-17.3,196.8,,,1157.0,,-672.9,-73.0,-353.0,,-47.0,246.6,,185.0,-134.7,,,,,1041.7,,,,422.1,,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,True,True,,,,,False,,,,True
26019,172,136.0,,,116.0,84.0,,,,,107.4,67.5,,,192.0,,45.1,167.2,,,107.0,147.1,,104.0,124.0,,,,,,,,,196.6,-36.0,,,-56.0,-88.0,,,,,-64.6,-104.5,,,20.0,,-126.9,-4.8,,,-65.0,-24.9,,-68.0,-48.0,,,,,,,,,24.6,,,False,False,,,,,False,False,,,True,,False,True,,,False,True,,False,False,,,,,,,,,True
26021,1464,2068.0,,,1496.0,1295.0,,,,,1443.5,1296.6,,,2230.0,,786.9,1266.0,2531.0,,1215.0,1490.4,,1625.0,1014.3,,,,,2492.4,1021.0,,,2891.0,604.0,,,32.0,-169.0,,,,,-20.5,-167.4,,,766.0,,-677.1,-198.0,1067.0,,-249.0,26.4,,161.0,-449.7,,,,,1028.4,-443.0,,,1427.0,,,True,True,,,,,True,True,,,False,,False,True,False,,True,True,,True,True,,,,,False,True,,,False
26023,534,732.0,,,546.0,316.0,,,,,701.3,822.1,,,701.0,,183.8,448.0,448.0,,447.0,599.5,,560.0,525.7,,,,,706.1,,,,995.0,198.0,,,12.0,-218.0,,,,,167.3,288.1,,,167.0,,-350.2,-86.0,-86.0,,-87.0,65.5,,26.0,-8.3,,,,,172.1,,,,461.0,,,True,False,,,,,True,False,,,True,,False,True,True,,True,True,,True,True,,,,,True,,,,False
26025,977,1840.0,,,1496.0,1357.0,,,,,1348.8,1737.5,,,2207.0,,538.7,1553.9,1558.5,,1632.0,1594.4,,1388.0,1448.6,,,,,2209.5,1063.0,,,1644.4,863.0,,,519.0,380.0,,,,,371.8,760.5,,,1230.0,,-438.3,576.9,581.5,,655.0,617.4,,411.0,471.6,,,,,1232.5,86.0,,,667.4,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,True,,,True
26027,605,880.0,,,667.0,619.0,,,,,557.1,574.7,,,771.0,,506.5,549.4,847.0,,687.0,746.3,,667.0,532.2,,,,,626.4,,,,1165.4,275.0,,,62.0,14.0,,,,,-47.9,-30.3,,,166.0,,-98.5,-55.6,242.0,,82.0,141.3,,62.0,-72.8,,,,,21.4,,,,560.4,,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,,,,,True,,,,False
26029,113,208.0,,,162.0,95.0,,,,,163.0,255.3,,,491.0,,47.2,185.5,,,109.0,183.0,,176.0,181.7,,,,,,,,,247.9,95.0,,,49.0,-18.0,,,,,50.0,142.3,,,378.0,,-65.8,72.5,,,-4.0,70.0,,63.0,68.7,,,,,,,,,134.9,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26031,138,232.0,,,174.0,134.0,,,,,152.2,270.8,,,587.0,,76.4,196.7,,,138.0,197.6,,169.0,163.8,,,,,,,,,281.6,94.0,,,36.0,-4.0,,,,,14.2,132.8,,,449.0,,-61.6,58.7,,,0.0,59.6,,31.0,25.8,,,,,,,,,143.6,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26033,480,472.0,,,350.0,355.0,,,,,512.7,424.8,,,782.0,,263.8,346.1,138.5,,347.0,367.0,,323.0,264.3,,,,,,,,,339.9,-8.0,,,-130.0,-125.0,,,,,32.7,-55.2,,,302.0,,-216.2,-133.9,-341.5,,-133.0,-113.0,,-157.0,-215.7,,,,,,,,,-140.1,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,,,,,False
26035,259,516.0,,,352.0,336.0,,,,,263.5,360.1,,,504.0,,245.0,392.9,480.0,,439.0,426.9,,332.0,284.5,,,,,,,,,781.4,257.0,,,93.0,77.0,,,,,4.5,101.1,,,245.0,,-14.0,133.9,221.0,,180.0,167.9,,73.0,25.5,,,,,,,,,522.4,,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,,,,,,,,,False
26037,916,760.0,,,764.0,792.0,,,,,518.6,377.5,,,1207.0,,380.2,838.5,965.0,,718.5,822.4,,494.0,640.0,,,,,1574.6,,,,851.5,-156.0,,,-152.0,-124.0,,,,,-397.4,-538.5,,,291.0,,-535.8,-77.5,49.0,,-197.5,-93.6,,-422.0,-276.0,,,,,658.6,,,,-64.5,,,True,True,,,,,False,False,,,False,,False,True,True,,False,True,,False,False,,,,,False,,,,True
26039,76,48.0,,,67.0,69.0,,,,,82.2,47.9,,,306.0,,27.1,114.6,,,32.0,78.7,,83.0,106.4,,,,,,,,,144.8,-28.0,,,-9.0,-7.0,,,,,6.2,-28.1,,,230.0,,-48.9,38.6,,,-44.0,2.7,,7.0,30.4,,,,,,,,,68.8,,,True,True,,,,,True,False,,,False,,False,False,,,False,True,,True,False,,,,,,,,,False
26041,195,284.0,,,274.0,171.0,,,,,446.1,78.7,,,594.0,,126.5,357.7,212.5,,153.0,276.4,,277.0,361.7,,,,,338.5,,,,238.0,89.0,,,79.0,-24.0,,,,,251.1,-116.3,,,399.0,,-68.5,162.7,17.5,,-42.0,81.4,,82.0,166.7,,,,,143.5,,,,43.0,,,True,True,,,,,False,False,,,False,,True,False,True,,True,True,,True,False,,,,,False,,,,True
26043,198,348.0,,,235.0,189.0,,,,,324.6,131.1,,,475.0,,95.1,267.8,,,193.0,254.2,,297.0,203.7,,,,,,,,,421.8,150.0,,,37.0,-9.0,,,,,126.6,-66.9,,,277.0,,-102.9,69.8,,,-5.0,56.2,,99.0,5.7,,,,,,,,,223.8,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26045,1122,1152.0,,,892.0,578.0,,,,,796.6,832.7,,,1609.0,,328.0,1161.5,1274.5,,740.5,942.5,,856.0,649.7,,,,,1575.4,,,,1444.2,30.0,,,-230.0,-544.0,,,,,-325.4,-289.3,,,487.0,,-794.0,39.5,152.5,,-381.5,-179.5,,-266.0,-472.3,,,,,453.4,,,,322.2,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
26047,165,120.0,,,137.0,119.0,,,,,204.2,110.7,,,628.0,,95.0,209.8,278.0,,91.0,171.0,,168.0,182.1,,,,,,,,,230.2,-45.0,,,-28.0,-46.0,,,,,39.2,-54.3,,,463.0,,-70.0,44.8,113.0,,-74.0,6.0,,3.0,17.1,,,,,,,,,65.2,,,True,False,,,,,True,False,,,False,,False,True,False,,False,True,,True,True,,,,,,,,,False
26049,3257,6936.0,,6106.9,5414.0,5279.0,,,,,3795.8,5129.9,,5875.7,6056.0,,3287.1,5126.3,5693.5,,5325.0,5350.9,,4807.0,3615.8,,,,,8183.0,2155.0,,,8435.7,3679.0,,2849.9,2157.0,2022.0,,,,,538.8,1872.9,,2618.7,2799.0,,30.1,1869.3,2436.5,,2068.0,2093.9,,1550.0,358.8,,,,,4926.0,-1102.0,,,5178.7,,True,True,True,,,,,True,True,,True,True,,True,True,True,,True,True,,True,True,,,,,False,True,,,False
26051,240,228.0,,,185.0,86.0,,,,,189.8,153.7,,,417.0,,130.8,182.4,,,137.5,199.2,,229.0,184.3,,,,,,,,,373.8,-12.0,,,-55.0,-154.0,,,,,-50.2,-86.3,,,177.0,,-109.2,-57.6,,,-102.5,-40.8,,-11.0,-55.7,,,,,,,,,133.8,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,False,,,,,,,,,False
26053,90,176.0,,,158.0,131.0,,,,,165.3,79.1,,,215.0,,93.7,122.8,,,128.0,162.0,,186.0,163.6,,,,,,,,,207.1,86.0,,,68.0,41.0,,,,,75.3,-10.9,,,125.0,,3.7,32.8,,,38.0,72.0,,96.0,73.6,,,,,,,,,117.1,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,True,,,,,,,,,False
26055,877,1128.0,,,793.0,1054.0,,,,,520.9,962.1,,,1534.0,,619.9,1142.0,1162.5,,786.0,816.5,,712.0,686.3,,,,,556.3,,,,1439.8,251.0,,,-84.0,177.0,,,,,-356.1,85.1,,,657.0,,-257.1,265.0,285.5,,-91.0,-60.5,,-165.0,-190.7,,,,,-320.7,,,,562.8,,,True,True,,,,,False,True,,,False,,False,False,False,,True,True,,True,True,,,,,False,,,,False
26057,348,872.0,,,632.0,417.0,,,,,871.6,603.3,,,754.0,,635.5,515.5,228.5,,642.0,645.2,,596.0,238.4,,,,,1127.1,,,,1184.6,524.0,,,284.0,69.0,,,,,523.6,255.3,,,406.0,,287.5,167.5,-119.5,,294.0,297.2,,248.0,-109.6,,,,,779.1,,,,836.6,,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,,,,,False,,,,False
26059,717,440.0,,,483.0,404.0,,,,,383.0,261.9,,,755.0,,473.2,501.0,707.0,,462.0,521.3,,353.0,441.1,,,,,594.9,,,,935.7,-277.0,,,-234.0,-313.0,,,,,-334.0,-455.1,,,38.0,,-243.8,-216.0,-10.0,,-255.0,-195.7,,-364.0,-275.9,,,,,-122.1,,,,218.7,,,True,False,,,,,False,False,,,True,,True,True,True,,True,True,,False,True,,,,,True,,,,True
26061,382,328.0,,,331.0,492.0,,,,,325.9,360.6,,,427.0,,157.1,514.9,312.0,,272.0,338.8,,205.0,494.9,,,,,,,,,366.7,-54.0,,,-51.0,110.0,,,,,-56.1,-21.4,,,45.0,,-224.9,132.9,-70.0,,-110.0,-43.2,,-177.0,112.9,,,,,,,,,-15.3,,,True,False,,,,,False,True,,,True,,False,False,False,,False,True,,False,False,,,,,,,,,True
26063,383,612.0,,,520.0,385.0,,,,,348.8,347.4,,,712.0,,589.6,536.3,762.0,,646.0,500.6,,455.0,307.7,,,,,,,,,998.0,229.0,,,137.0,2.0,,,,,-34.2,-35.6,,,329.0,,206.6,153.3,379.0,,263.0,117.6,,72.0,-75.3,,,,,,,,,615.0,,,True,True,,,,,True,True,,,False,,True,True,False,,False,True,,True,True,,,,,,,,,False
26065,2199,3628.0,,,2712.0,3375.0,,,,,2220.1,3282.6,,2477.7,3929.0,,1577.5,4494.0,2888.0,,2587.0,3214.1,,2062.0,2507.4,,,,,3629.8,1818.0,,,6201.4,1429.0,,,513.0,1176.0,,,,,21.1,1083.6,,278.7,1730.0,,-621.5,2295.0,689.0,,388.0,1015.1,,-137.0,308.4,,,,,1430.8,-381.0,,,4002.4,,,True,True,,,,,True,True,,True,False,,True,False,True,,True,True,,True,True,,,,,False,True,,,False
26067,660,680.0,,,541.0,233.0,,,,,767.1,659.8,,,1042.0,,121.4,675.4,563.0,,335.0,557.5,,565.0,572.8,,,,,902.7,,,,891.3,20.0,,,-119.0,-427.0,,,,,107.1,-0.2,,,382.0,,-538.6,15.4,-97.0,,-325.0,-102.5,,-95.0,-87.2,,,,,242.7,,,,231.3,,,False,False,,,,,False,True,,,False,,False,True,False,,False,False,,False,False,,,,,False,,,,False
26069,158,344.0,,,250.0,164.0,,,,,233.7,206.0,,,664.0,,95.4,301.4,,,246.0,264.9,,243.0,349.9,,,,,,,,,374.3,186.0,,,92.0,6.0,,,,,75.7,48.0,,,506.0,,-62.6,143.4,,,88.0,106.9,,85.0,191.9,,,,,,,,,216.3,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,False,,,,,,,,,False
26071,98,76.0,,,78.0,36.0,,,,,120.2,50.2,,,162.0,,15.8,87.5,,,29.0,82.5,,82.0,100.6,,,,,,,,,84.5,-22.0,,,-20.0,-62.0,,,,,22.2,-47.8,,,64.0,,-82.2,-10.5,,,-69.0,-15.5,,-16.0,2.6,,,,,,,,,-13.5,,,True,False,,,,,False,False,,,False,,False,True,,,False,True,,True,True,,,,,,,,,True
26073,558,816.0,,,678.0,678.0,,,,,553.5,644.0,,,1052.0,,411.2,803.6,726.0,,534.0,681.9,,572.0,560.3,,,,,2204.4,,,,1400.5,258.0,,,120.0,120.0,,,,,-4.5,86.0,,,494.0,,-146.8,245.6,168.0,,-24.0,123.9,,14.0,2.3,,,,,1646.4,,,,842.5,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,,,,False
26075,1380,2236.0,,,1653.0,1514.0,,,,,1730.4,1171.7,,,2436.0,,745.7,1831.0,1935.5,,1697.5,1799.1,,1596.0,1791.1,,,,,4643.5,1145.0,,,2909.9,856.0,,,273.0,134.0,,,,,350.4,-208.3,,,1056.0,,-634.3,451.0,555.5,,317.5,419.1,,216.0,411.1,,,,,3263.5,-235.0,,,1529.9,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,True,,,False
26077,1982,2756.0,,,2332.0,2576.0,,,,,2078.5,2286.6,,,3542.0,,887.9,2482.7,2389.0,,2054.5,2270.6,,1993.0,4483.8,,,,,4063.2,1592.0,,,3571.2,774.0,,,350.0,594.0,,,,,96.5,304.6,,,1560.0,,-1094.1,500.7,407.0,,72.5,288.6,,11.0,2501.8,,,,,2081.2,-390.0,,,1589.2,,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,True,False,,,,,False,True,,,False
26079,61,128.0,,,100.0,63.0,,,,,77.2,131.2,,,326.0,,90.2,117.7,,,68.0,106.4,,113.0,116.6,,,,,,,,,157.4,67.0,,,39.0,2.0,,,,,16.2,70.2,,,265.0,,29.2,56.7,,,7.0,45.4,,52.0,55.6,,,,,,,,,96.4,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26081,6163,8184.0,,8753.6,5633.0,5439.0,,,,,6371.1,4293.2,,3694.2,10897.0,,2694.9,7024.6,7993.0,,4632.5,5981.8,,6075.0,3582.8,,,,,5474.7,3274.0,,,12902.8,2021.0,,2590.6,-530.0,-724.0,,,,,208.1,-1869.8,,-2468.8,4734.0,,-3468.1,861.6,1830.0,,-1530.5,-181.2,,-88.0,-2580.2,,,,,-688.3,-2889.0,,,6739.8,,False,True,True,,,,,True,True,,False,False,,False,True,True,,True,True,,True,False,,,,,True,False,,,False
26083,39,0.0,,,4.0,0.0,,,,,13.4,2.1,,,7.0,,2.3,2.6,,,31.0,8.8,,0.0,12.0,,,,,,,,,5.6,-39.0,,,-35.0,-39.0,,,,,-25.6,-36.9,,,-32.0,,-36.7,-36.4,,,-8.0,-30.2,,-39.0,-27.0,,,,,,,,,-33.4,,,True,False,,,,,True,True,,,True,,True,True,,,True,True,,False,True,,,,,,,,,True
26085,52,116.0,,,75.0,75.0,,,,,56.4,151.7,,,161.0,,35.5,90.7,,,48.5,106.4,,73.0,84.6,,,,,,,,,105.8,64.0,,,23.0,23.0,,,,,4.4,99.7,,,109.0,,-16.5,38.7,,,-3.5,54.4,,21.0,32.6,,,,,,,,,53.8,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,True
26087,689,1320.0,,,1014.0,859.0,,,,,770.0,901.9,,,1363.0,,558.7,1133.6,1283.5,,961.0,1087.1,,884.0,1067.5,,,,,1772.6,,,,1542.8,631.0,,,325.0,170.0,,,,,81.0,212.9,,,674.0,,-130.3,444.6,594.5,,272.0,398.1,,195.0,378.5,,,,,1083.6,,,,853.8,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,,,,False
26089,189,276.0,,,214.0,250.0,,,,,149.7,212.8,,,240.0,,157.8,206.1,,,258.0,248.7,,120.0,128.2,,,,,,,,,275.1,87.0,,,25.0,61.0,,,,,-39.3,23.8,,,51.0,,-31.2,17.1,,,69.0,59.7,,-69.0,-60.8,,,,,,,,,86.1,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
26091,1415,1496.0,,,1210.0,1374.0,,,,,1017.5,1237.9,,,1674.0,,668.7,1197.7,1113.5,,1093.5,1236.6,,1116.0,986.8,,,,,1515.0,,,,1559.8,81.0,,,-205.0,-41.0,,,,,-397.5,-177.1,,,259.0,,-746.3,-217.3,-301.5,,-321.5,-178.4,,-299.0,-428.2,,,,,100.0,,,,144.8,,,False,True,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
26093,1609,1616.0,,,1214.0,971.0,,,,,1214.5,803.8,,751.0,2848.0,,736.4,1623.4,1934.0,,1207.5,1189.6,,1320.0,1291.7,,,,,2583.5,657.0,,,1557.5,7.0,,,-395.0,-638.0,,,,,-394.5,-805.2,,-858.0,1239.0,,-872.6,14.4,325.0,,-401.5,-419.4,,-289.0,-317.3,,,,,974.5,-952.0,,,-51.5,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,,,,,False,False,,,False
26095,15,12.0,,,11.0,0.0,,,,,172.9,26.1,,,71.0,,7.2,12.4,,,1.0,22.1,,25.0,36.7,,,,,,,,,26.2,-3.0,,,-4.0,-15.0,,,,,157.9,11.1,,,56.0,,-7.8,-2.6,,,-14.0,7.1,,10.0,21.7,,,,,,,,,11.2,,,False,False,,,,,False,False,,,False,,False,True,,,False,False,,False,False,,,,,,,,,False
