,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
48505,132,164.0,,151.5,,144.0,152.0,,,,,94.8,,136.8,,,214.0,291.0,63.0,,,89.0,130.6,,,194.0,142.0,133.8,,,,,,,175.0,,,,145.8,,32.0,,19.5,,12.0,20.0,,,,,-37.2,,4.8,,,82.0,159.0,-69.0,,,-43.0,-1.4,,,62.0,10.0,1.8,,,,,,,43.0,,,,13.8,,,True,,True,True,,,,,False,,True,,,False,False,False,,,False,True,,,False,True,True,,,,,,,False,,,,True,
48507,119,213.0,,225.4,,87.0,7.0,,,,,65.0,,209.9,,,114.0,87.7,21.8,,,15.0,94.4,,,159.0,111.0,49.6,,,,,,,212.0,,,,56.2,,94.0,,106.4,,-32.0,-112.0,,,,,-54.0,,90.9,,,-5.0,-31.3,-97.2,,,-104.0,-24.6,,,40.0,-8.0,-69.4,,,,,,,93.0,,,,-62.8,,,False,,True,False,,,,,True,,True,,,True,True,False,,,False,True,,,True,True,True,,,,,,,True,,,,True,
49001,0,0.0,,0.0,,0.0,0.0,,,,,33.9,,1.2,,,19.0,37.8,0.0,,,,0.0,,,14.0,6.0,0.0,,,,,,,22.9,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,33.9,,1.2,,,19.0,37.8,0.0,,,,0.0,,,14.0,6.0,0.0,,,,,,,22.9,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49003,0,0.0,,0.0,,0.0,0.0,,,,,212.8,,364.2,,,35.0,312.7,0.0,308.0,,,0.0,,,,35.0,38.1,,,,,,,86.1,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,212.8,,364.2,,,35.0,312.7,0.0,308.0,,,0.0,,,,35.0,38.1,,,,,,,86.1,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49005,0,0.0,,0.0,,1.0,0.0,,,,,529.2,,74.4,,,250.0,689.8,0.0,697.0,,,0.0,,,,87.0,80.1,,,,,,,54.0,,,,1.0,,0.0,,0.0,,1.0,0.0,,,,,529.2,,74.4,,,250.0,689.8,0.0,697.0,,,0.0,,,,87.0,80.1,,,,,,,54.0,,,,1.0,,,True,,False,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49007,0,0.0,,0.0,,0.0,0.0,,,,,43.2,,0.3,,,85.0,81.5,0.0,,,,0.0,,,42.0,1.0,20.0,,,,,,,45.2,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,43.2,,0.3,,,85.0,81.5,0.0,,,,0.0,,,42.0,1.0,20.0,,,,,,,45.2,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,False,,,,,,,False,,,,False,
49009,0,0.0,,0.0,,0.0,0.0,,,,,1.4,,0.5,,,4.0,3.4,0.0,,,,0.0,,,2.0,1.0,0.0,,,,,,,18.7,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,1.4,,0.5,,,4.0,3.4,0.0,,,,0.0,,,2.0,1.0,0.0,,,,,,,18.7,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,True,,,False,False,True,,,,,,,False,,,,False,
49011,1535,2384.0,,2405.8,,2194.0,2291.0,,,,,1488.7,,2481.2,,2492.1,1888.0,2371.9,1269.7,2148.5,,1970.0,2262.3,,,2895.0,1988.0,1825.6,,,,,,2260.0,2122.9,2607.0,,,2126.2,,849.0,,870.8,,659.0,756.0,,,,,-46.3,,946.2,,957.1,353.0,836.9,-265.3,613.5,,435.0,727.3,,,1360.0,453.0,290.6,,,,,,725.0,587.9,1072.0,,,591.2,,,False,,True,True,,,,,True,,False,,False,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,False,,,True,
49013,0,0.0,,0.0,,0.0,0.0,,,,,59.1,,37.5,,,64.0,83.9,0.0,,,,0.0,,,41.0,17.0,13.7,,,,,,,23.3,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,59.1,,37.5,,,64.0,83.9,0.0,,,,0.0,,,41.0,17.0,13.7,,,,,,,23.3,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,False,,,,,,,False,,,,False,
49015,0,0.0,,0.0,,0.0,0.0,,,,,30.4,,41.9,,,31.0,35.1,0.0,,,,0.0,,,21.0,8.0,0.0,,,,,,,23.3,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,30.4,,41.9,,,31.0,35.1,0.0,,,,0.0,,,21.0,8.0,0.0,,,,,,,23.3,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49017,0,0.0,,0.0,,0.0,0.0,,,,,21.7,,0.1,,,14.0,28.5,0.0,,,,0.0,,,10.0,5.0,0.0,,,,,,,18.7,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,21.7,,0.1,,,14.0,28.5,0.0,,,,0.0,,,10.0,5.0,0.0,,,,,,,18.7,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49019,0,0.0,,0.0,,0.0,0.0,,,,,25.0,,38.1,,,22.0,34.4,0.0,,,,0.0,,,20.0,11.0,0.0,,,,,,,22.7,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,25.0,,38.1,,,22.0,34.4,0.0,,,,0.0,,,20.0,11.0,0.0,,,,,,,22.7,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49021,0,0.0,,0.0,,1.0,0.0,,,,,228.2,,56.1,,,77.0,323.5,0.0,254.0,,,0.0,,,,26.0,36.3,,,,,,,55.1,,,,1.1,,0.0,,0.0,,1.0,0.0,,,,,228.2,,56.1,,,77.0,323.5,0.0,254.0,,,0.0,,,,26.0,36.3,,,,,,,55.1,,,,1.1,,,True,,False,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49023,0,0.0,,0.0,,1.0,0.0,,,,,56.5,,0.5,,,44.0,64.2,0.0,,,,0.0,,,25.0,8.0,,,,,,,,21.3,,,,1.0,,0.0,,0.0,,1.0,0.0,,,,,56.5,,0.5,,,44.0,64.2,0.0,,,,0.0,,,25.0,8.0,,,,,,,,21.3,,,,1.0,,,True,,False,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,,,,,,,,False,,,,False,
49025,0,0.0,,0.0,,0.0,0.0,,,,,21.3,,34.2,,,9.0,45.2,0.0,,,,0.0,,,16.0,8.0,0.0,,,,,,,20.0,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,21.3,,34.2,,,9.0,45.2,0.0,,,,0.0,,,16.0,8.0,0.0,,,,,,,20.0,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49027,0,0.0,,0.0,,1.0,0.0,,,,,90.1,,0.5,,,12.0,70.8,0.0,,,,0.0,,,27.0,16.0,,,,,,,,20.8,,,,1.0,,0.0,,0.0,,1.0,0.0,,,,,90.1,,0.5,,,12.0,70.8,0.0,,,,0.0,,,27.0,16.0,,,,,,,,20.8,,,,1.0,,,True,,False,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,,,,,,,,False,,,,False,
49029,0,0.0,,0.0,,0.0,0.0,,,,,50.5,,0.5,,,19.0,79.3,0.0,,,,0.0,,,25.0,8.0,0.0,,,,,,,19.6,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,50.5,,0.5,,,19.0,79.3,0.0,,,,0.0,,,25.0,8.0,0.0,,,,,,,19.6,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49031,0,0.0,,0.0,,0.0,0.0,,,,,4.8,,0.5,,,2.0,7.5,0.0,,,,0.0,,,3.0,1.0,0.0,,,,,,,18.0,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,4.8,,0.5,,,2.0,7.5,0.0,,,,0.0,,,3.0,1.0,0.0,,,,,,,18.0,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,True,,,False,False,True,,,,,,,False,,,,False,
49033,0,0.0,,0.0,,0.0,0.0,,,,,4.3,,0.5,,,7.0,12.9,0.0,,,,0.0,,,5.0,2.0,0.0,,,,,,,18.8,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,4.3,,0.5,,,7.0,12.9,0.0,,,,0.0,,,5.0,2.0,0.0,,,,,,,18.8,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49035,5521,7249.0,,6983.7,4314.8,6741.0,8428.0,,,,,4837.9,,7660.9,,8014.3,8442.0,6019.2,3868.3,6043.0,,7173.5,7997.5,,,9231.0,6738.0,6169.6,,,,,,6734.7,6809.8,8273.0,,,6699.0,,1728.0,,1462.7,-1206.2,1220.0,2907.0,,,,,-683.1,,2139.9,,2493.3,2921.0,498.2,-1652.7,522.0,,1652.5,2476.5,,,3710.0,1217.0,648.6,,,,,,1213.7,1288.8,2752.0,,,1178.0,,,True,True,True,False,,,,,True,,False,,False,False,True,True,True,,True,False,,,False,True,True,,,,,,True,True,False,,,True,
49037,124,109.0,,106.3,,72.0,2.0,,,,,79.8,,92.1,,,34.0,71.9,37.2,71.5,,57.0,89.6,,,,89.0,39.1,,,,,,,156.6,,,,78.6,,-15.0,,-17.7,,-52.0,-122.0,,,,,-44.2,,-31.9,,,-90.0,-52.1,-86.8,-52.5,,-67.0,-34.4,,,,-35.0,-84.9,,,,,,,32.6,,,,-45.4,,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,,,,,,,False,,,,False,
49039,0,0.0,,0.0,,0.0,0.0,,,,,140.7,,0.5,,,73.0,181.0,0.0,159.5,,,0.0,,,,25.0,18.6,,,,,,,37.5,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,140.7,,0.5,,,73.0,181.0,0.0,159.5,,,0.0,,,,25.0,18.6,,,,,,,37.5,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49041,0,0.0,,0.0,,0.0,0.0,,,,,76.1,,0.5,,,102.0,117.8,0.0,,,,0.0,,,44.0,31.0,15.7,,,,,,,25.5,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,76.1,,0.5,,,102.0,117.8,0.0,,,,0.0,,,44.0,31.0,15.7,,,,,,,25.5,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,False,,,,,,,False,,,,False,
49043,418,383.0,,372.2,,348.0,400.0,,,,,199.6,,391.9,,510.5,162.0,347.9,128.4,327.0,,436.5,409.2,,,627.0,321.0,279.1,,,,,,357.1,354.3,,,,428.2,,-35.0,,-45.8,,-70.0,-18.0,,,,,-218.4,,-26.1,,92.5,-256.0,-70.1,-289.6,-91.0,,18.5,-8.8,,,209.0,-97.0,-138.9,,,,,,-60.9,-63.7,,,,10.2,,,False,,False,True,,,,,False,,True,,False,False,False,False,False,,True,True,,,False,False,False,,,,,,False,False,,,,True,
49045,433,415.0,,437.1,,364.0,322.0,,,,,276.2,,427.1,,,178.0,401.2,195.4,362.0,,342.0,414.6,,,645.0,372.0,325.9,,,,,,360.4,440.4,,,,414.1,,-18.0,,4.1,,-69.0,-111.0,,,,,-156.8,,-5.9,,,-255.0,-31.8,-237.6,-71.0,,-91.0,-18.4,,,212.0,-61.0,-107.1,,,,,,-72.6,7.4,,,,-18.9,,,True,,False,False,,,,,False,,True,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,True,,,,False,
49047,0,0.0,,0.0,,0.0,0.0,,,,,71.5,,45.9,,,86.0,144.5,0.0,96.5,,,0.0,,,,25.0,22.2,,,,,,,53.4,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,71.5,,45.9,,,86.0,144.5,0.0,96.5,,,0.0,,,,25.0,22.2,,,,,,,53.4,,,,1.0,,,True,,True,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49049,5037,5302.0,,5471.6,3089.8,4523.0,3984.0,,,,,3405.9,,5484.6,,5731.1,4760.0,4097.4,2306.8,4490.5,,4268.0,5285.7,,,6256.0,4421.0,3901.6,,,,,,4691.1,4718.7,4717.0,,,4805.8,,265.0,,434.6,-1947.2,-514.0,-1053.0,,,,,-1631.1,,447.6,,694.1,-277.0,-939.6,-2730.2,-546.5,,-769.0,248.7,,,1219.0,-616.0,-1135.4,,,,,,-345.9,-318.3,-320.0,,,-231.2,,,False,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,True,,,False,False,False,,,,,,False,False,False,,,True,
49051,230,237.0,,243.2,,195.0,252.0,,,,,146.0,,273.7,,275.5,150.0,189.0,111.7,193.5,,201.0,271.3,,,293.0,215.0,168.1,,,,,,252.1,204.7,,,,162.7,,7.0,,13.2,,-35.0,22.0,,,,,-84.0,,43.7,,45.5,-80.0,-41.0,-118.3,-36.5,,-29.0,41.3,,,63.0,-15.0,-61.9,,,,,,22.1,-25.3,,,,-67.3,,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,
49053,0,0.0,,0.0,,0.0,0.0,,,,,889.9,,5951.1,,,425.0,1030.7,0.0,966.0,,,0.0,,,,76.0,133.4,,,,,,,57.9,,,,0.9,,0.0,,0.0,,0.0,0.0,,,,,889.9,,5951.1,,,425.0,1030.7,0.0,966.0,,,0.0,,,,76.0,133.4,,,,,,,57.9,,,,0.9,,,True,,True,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
49055,0,0.0,,0.0,,0.0,0.0,,,,,3.6,,0.5,,,4.0,14.5,0.0,,,,0.0,,,6.0,3.0,0.0,,,,,,,18.6,,,,0.9,,0.0,,0.0,,0.0,0.0,,,,,3.6,,0.5,,,4.0,14.5,0.0,,,,0.0,,,6.0,3.0,0.0,,,,,,,18.6,,,,0.9,,,True,,True,True,,,,,False,,False,,,False,False,True,,,,False,,,False,False,True,,,,,,,False,,,,False,
49057,0,0.0,,0.0,,0.0,0.0,,,,,1107.3,,62.4,,,891.0,1830.1,0.0,1263.5,,,0.0,,,,160.0,156.0,,,,,,,146.7,,,,0.9,,0.0,,0.0,,0.0,0.0,,,,,1107.3,,62.4,,,891.0,1830.1,0.0,1263.5,,,0.0,,,,160.0,156.0,,,,,,,146.7,,,,0.9,,,True,,True,True,,,,,False,,False,,,False,False,True,False,,,False,,,,False,False,,,,,,,False,,,,False,
50001,76,130.0,,135.0,,122.0,253.0,,,,,35.5,,120.8,,,86.0,302.7,69.4,77.5,,214.0,122.2,,,,111.0,22.5,,,,,,,122.0,,,,126.2,,54.0,,59.0,,46.0,177.0,,,,,-40.5,,44.8,,,10.0,226.7,-6.6,1.5,,138.0,46.2,,,,35.0,-53.5,,,,,,,46.0,,,,50.2,,,False,,True,False,,,,,True,,True,,,True,False,True,True,,False,True,,,,True,True,,,,,,,True,,,,True,
50003,120,100.0,,97.6,,93.0,118.0,,,,,46.9,,101.4,,,106.0,97.8,89.4,93.0,,71.0,89.8,,,122.0,97.0,31.5,,,,,,,116.7,,,,85.3,,-20.0,,-22.4,,-27.0,-2.0,,,,,-73.1,,-18.6,,,-14.0,-22.2,-30.6,-27.0,,-49.0,-30.2,,,2.0,-23.0,-88.5,,,,,,,-3.3,,,,-34.7,,,False,,False,True,,,,,False,,True,,,True,False,False,False,,False,False,,,True,False,False,,,,,,,True,,,,False,
50005,22,29.0,,29.7,,28.0,28.0,,,,,19.2,,26.0,,,47.0,29.9,27.7,28.0,,14.0,20.5,,,33.0,46.0,29.7,,,,,,,44.8,,,,23.9,,7.0,,7.7,,6.0,6.0,,,,,-2.8,,4.0,,,25.0,7.9,5.7,6.0,,-8.0,-1.5,,,11.0,24.0,7.7,,,,,,,22.8,,,,1.9,,,False,,True,True,,,,,True,,True,,,False,False,True,True,,False,True,,,False,False,False,,,,,,,False,,,,True,
50007,386,348.0,,336.8,,342.0,410.0,,,,,216.0,,375.2,,438.3,432.0,322.9,342.9,308.0,,384.0,436.7,,,403.0,383.0,278.6,,,,,,355.0,324.2,275.0,,,403.7,,-38.0,,-49.2,,-44.0,24.0,,,,,-170.0,,-10.8,,52.3,46.0,-63.1,-43.1,-78.0,,-2.0,50.7,,,17.0,-3.0,-107.4,,,,,,-31.0,-61.8,-111.0,,,17.7,,,False,,False,True,,,,,False,,True,,False,False,False,False,False,,True,False,,,True,True,False,,,,,,True,False,False,,,True,
50009,12,18.0,,16.7,,11.0,18.0,,,,,5.8,,19.8,,,7.0,11.7,1.5,,,8.0,12.3,,,,14.0,3.5,,,,,,,32.9,,,,10.3,,6.0,,4.7,,-1.0,6.0,,,,,-6.2,,7.8,,,-5.0,-0.3,-10.5,,,-4.0,0.3,,,,2.0,-8.5,,,,,,,20.9,,,,-1.7,,,True,,True,False,,,,,False,,False,,,True,True,False,,,True,True,,,,True,False,,,,,,,False,,,,True,
50011,41,61.0,,60.9,,60.0,68.0,,,,,47.8,,63.2,,,76.0,54.3,92.9,63.0,,28.0,57.0,,,79.0,83.0,32.7,,,,,,,81.2,,,,60.0,,20.0,,19.9,,19.0,27.0,,,,,6.8,,22.2,,,35.0,13.3,51.9,22.0,,-13.0,16.0,,,38.0,42.0,-8.3,,,,,,,40.2,,,,19.0,,,True,,True,False,,,,,True,,False,,,False,True,False,False,,True,True,,,False,False,True,,,,,,,False,,,,True,
50013,9,5.0,,5.4,,5.0,0.0,,,,,3.1,,8.5,,,4.0,6.6,3.6,,,6.0,5.3,,,7.0,10.0,3.8,,,,,,,24.4,,,,4.8,,-4.0,,-3.6,,-4.0,-9.0,,,,,-5.9,,-0.5,,,-5.0,-2.4,-5.4,,,-3.0,-3.7,,,-2.0,1.0,-5.2,,,,,,,15.4,,,,-4.2,,,True,,False,False,,,,,False,,True,,,False,True,False,,,True,True,,,True,True,False,,,,,,,False,,,,False,
50015,48,16.0,,15.8,,14.0,7.0,,,,,14.4,,16.8,,,22.0,12.5,10.4,,,5.5,18.0,,,18.0,27.0,14.7,,,,,,,31.0,,,,11.9,,-32.0,,-32.2,,-34.0,-41.0,,,,,-33.6,,-31.2,,,-26.0,-35.5,-37.6,,,-42.5,-30.0,,,-30.0,-21.0,-33.3,,,,,,,-17.0,,,,-36.1,,,False,,False,False,,,,,False,,True,,,True,False,False,,,False,True,,,True,True,False,,,,,,,True,,,,False,
50017,24,38.0,,41.5,,27.0,21.0,,,,,17.6,,42.5,,,71.0,16.7,14.7,,,24.0,31.3,,,38.0,47.0,16.8,,,,,,,63.3,,,,29.1,,14.0,,17.5,,3.0,-3.0,,,,,-6.4,,18.5,,,47.0,-7.3,-9.3,,,0.0,7.3,,,14.0,23.0,-7.2,,,,,,,39.3,,,,5.1,,,False,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,True,
50019,16,11.0,,8.7,,12.0,0.0,,,,,15.1,,18.6,,,22.0,5.6,19.5,,,5.0,15.8,,,14.0,34.0,17.5,,,,,,,38.5,,,,14.4,,-5.0,,-7.3,,-4.0,-16.0,,,,,-0.9,,2.6,,,6.0,-10.4,3.5,,,-11.0,-0.2,,,-2.0,18.0,1.5,,,,,,,22.5,,,,-1.6,,,False,,True,False,,,,,True,,True,,,False,False,True,,,False,True,,,True,False,True,,,,,,,False,,,,True,
50021,80,86.0,,85.1,,85.0,94.0,,,,,41.0,,80.0,,,165.0,111.7,150.7,81.5,,84.0,77.6,,,108.0,102.0,47.9,,,,,,,145.4,,,,113.5,,6.0,,5.1,,5.0,14.0,,,,,-39.0,,-0.0,,,85.0,31.7,70.7,1.5,,4.0,-2.4,,,28.0,22.0,-32.1,,,,,,,65.4,,,,33.5,,,True,,True,False,,,,,False,,True,,,False,False,False,True,,True,True,,,False,False,False,,,,,,,False,,,,False,
50023,67,49.0,,46.2,,49.0,71.0,,,,,40.0,,66.0,,,129.0,42.7,14.1,42.0,,52.0,56.2,,,51.0,76.0,51.0,,,,,,,56.1,,,,32.6,,-18.0,,-20.8,,-18.0,4.0,,,,,-27.0,,-1.0,,,62.0,-24.3,-52.9,-25.0,,-15.0,-10.8,,,-16.0,9.0,-16.0,,,,,,,-10.9,,,,-34.4,,,False,,False,True,,,,,False,,True,,,False,False,False,False,,True,True,,,True,True,True,,,,,,,True,,,,False,
50025,79,101.0,,97.4,,101.0,125.0,,,,,45.1,,110.1,,,119.0,159.0,110.9,92.0,,114.0,108.1,,,138.0,103.0,29.4,,,,,,,120.9,,,,88.2,,22.0,,18.4,,22.0,46.0,,,,,-33.9,,31.1,,,40.0,80.0,31.9,13.0,,35.0,29.1,,,59.0,24.0,-49.6,,,,,,,41.9,,,,9.2,,,True,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,False,False,False,,,,,,,False,,,,True,
50027,147,109.0,,107.8,,109.0,154.0,,,,,39.7,,100.5,,,139.0,148.9,83.2,80.0,,231.0,121.2,,,129.0,112.0,38.5,,,,,,,128.5,,,,59.5,,-38.0,,-39.2,,-38.0,7.0,,,,,-107.3,,-46.5,,,-8.0,1.9,-63.8,-67.0,,84.0,-25.8,,,-18.0,-35.0,-108.5,,,,,,,-18.5,,,,-87.5,,,False,,False,True,,,,,False,,False,,,True,True,False,False,,False,True,,,True,True,False,,,,,,,True,,,,False,
51001,197,198.0,,188.6,,174.0,277.0,,,,,125.3,,193.8,,,100.0,152.8,70.6,136.0,,320.0,289.1,,,207.0,173.0,110.8,,,,,,,177.1,,,,252.5,,1.0,,-8.4,,-23.0,80.0,,,,,-71.7,,-3.2,,,-97.0,-44.2,-126.4,-61.0,,123.0,92.1,,,10.0,-24.0,-86.2,,,,,,,-19.9,,,,55.5,,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,
51003,257,345.0,,343.5,,333.0,421.0,,,,,215.3,,399.7,,,299.0,270.5,289.5,286.0,,269.0,394.3,,,381.0,401.0,434.6,,,,,,321.8,373.0,,,,491.7,,88.0,,86.5,,76.0,164.0,,,,,-41.7,,142.7,,,42.0,13.5,32.5,29.0,,12.0,137.3,,,124.0,144.0,177.6,,,,,,64.8,116.0,,,,234.7,,,True,,True,False,,,,,True,,False,,,True,True,True,True,,True,False,,,False,False,False,,,,,,True,False,,,,False,
51005,114,71.0,,70.1,,82.0,61.0,,,,,65.0,,83.9,,,84.0,103.2,60.2,,,80.0,83.7,,,116.0,78.0,97.1,,,,,,,96.8,,,,86.0,,-43.0,,-43.9,,-32.0,-53.0,,,,,-49.0,,-30.1,,,-30.0,-10.8,-53.8,,,-34.0,-30.3,,,2.0,-36.0,-16.9,,,,,,,-17.2,,,,-28.0,,,False,,True,False,,,,,False,,True,,,True,True,False,,,True,True,,,True,True,True,,,,,,,True,,,,True,
51007,69,91.0,,92.8,,54.0,57.0,,,,,31.2,,60.4,,,50.0,77.1,17.6,,,2.0,44.8,,,88.0,72.0,48.5,,,,,,,91.5,,,,164.5,,22.0,,23.8,,-15.0,-12.0,,,,,-37.8,,-8.6,,,-19.0,8.1,-51.4,,,-67.0,-24.2,,,19.0,3.0,-20.5,,,,,,,22.5,,,,95.5,,,False,,True,True,,,,,False,,True,,,True,True,False,,,False,False,,,True,True,True,,,,,,,False,,,,False,
51009,206,244.0,,239.5,,189.0,298.0,,,,,121.0,,260.6,,,135.0,137.4,113.0,195.0,,170.0,214.5,,,261.0,216.0,172.3,,,,,,,134.9,,,,189.5,,38.0,,33.5,,-17.0,92.0,,,,,-85.0,,54.6,,,-71.0,-68.6,-93.0,-11.0,,-36.0,8.5,,,55.0,10.0,-33.7,,,,,,,-71.1,,,,-16.5,,,True,,True,False,,,,,False,,False,,,False,False,False,True,,True,True,,,False,True,True,,,,,,,False,,,,True,
51011,137,149.0,,151.0,,130.0,174.0,,,,,72.6,,169.3,,,75.0,123.2,61.1,,,134.0,138.6,,,170.0,126.0,92.6,,,,,,,145.8,,,,168.2,,12.0,,14.0,,-7.0,37.0,,,,,-64.4,,32.3,,,-62.0,-13.8,-75.9,,,-3.0,1.6,,,33.0,-11.0,-44.4,,,,,,,8.8,,,,31.2,,,False,,True,False,,,,,False,,False,,,False,False,False,,,True,True,,,False,True,False,,,,,,,True,,,,False,
