,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
25021,156,153.0,202.4,183.8,109.0,109.0,,,,,,,238.0,83.8,156.0,,67.5,106.3,128.3,,301.0,,12.4,154.4,4.0,,,0.0,15.3,134.5,-3.0,46.4,27.8,-47.0,-47.0,,,,,,,82.0,-72.2,-0.0,,-88.5,-49.7,-27.7,,145.0,,-143.6,-1.6,-152.0,,,-156.0,-140.7,-21.5,False,False,False,False,,,,,,,False,False,True,,False,False,False,,False,,False,True,False,,,False,False,False
25023,116,154.0,98.9,165.4,119.0,119.0,,,,,,,178.0,82.1,155.0,,83.5,119.8,21.6,,867.0,,708.7,138.6,2.0,,,0.0,2.4,111.0,38.0,-17.1,49.4,3.0,3.0,,,,,,,62.0,-33.9,39.0,,-32.5,3.8,-94.4,,751.0,,592.7,22.6,-114.0,,,-116.0,-113.6,-5.0,True,False,True,True,,,,,,,False,True,False,,True,True,False,,False,,False,True,False,,,False,False,True
25025,471,644.0,751.3,636.2,512.0,512.0,,,,,,,647.0,235.2,390.1,,384.8,465.5,51.7,,839.0,,1744.0,631.6,213.0,,,2565.0,261.7,384.0,173.0,280.3,165.2,41.0,41.0,,,,,,,176.0,-235.8,-80.9,,-86.2,-5.5,-419.3,,368.0,,1273.0,160.6,-258.0,,,2094.0,-209.3,-87.0,False,True,True,True,,,,,,,False,False,True,,True,True,False,,False,,False,True,False,,,False,False,True
25027,204,188.0,263.9,179.7,164.0,164.0,,,,,,,297.0,122.9,175.9,,83.3,133.6,44.2,,535.0,,754.5,183.4,2.0,,,0.0,13.9,114.9,-16.0,59.9,-24.3,-40.0,-40.0,,,,,,,93.0,-81.1,-28.1,,-120.7,-70.4,-159.8,,331.0,,550.5,-20.6,-202.0,,,-204.0,-190.1,-89.1,False,False,False,False,,,,,,,False,False,False,,False,False,False,,False,,False,False,False,,,False,False,False
26001,7,1.0,1.1,,1.0,0.0,,,,,,,0.0,1.5,1.6,,2.4,2.1,,0.0,0.0,,0.1,1.1,,,,2.0,1.4,2.4,-6.0,-5.9,,-6.0,-7.0,,,,,,,-7.0,-5.5,-5.4,,-4.6,-4.9,,-7.0,-7.0,,-6.9,-5.9,,,,-5.0,-5.6,-4.6,True,,False,False,,,,,,,False,True,True,,True,True,,False,False,,False,True,,,,True,True,True
26003,1,0.0,0.0,,0.0,0.0,,,,,,,11.0,0.4,1.4,,,0.0,,0.0,1.0,,0.1,,,,,0.0,2.0,3.3,-1.0,-1.0,,-1.0,-1.0,,,,,,,10.0,-0.6,0.4,,,-1.0,,-1.0,0.0,,-0.9,,,,,-1.0,1.0,2.3,False,,False,False,,,,,,,False,True,True,,,True,,False,True,,True,,,,,False,True,False
26005,43,37.0,38.8,,39.0,41.0,,,,,,,52.0,45.7,65.4,,34.9,45.2,55.6,28.0,35.0,,10.7,33.9,,,,36.0,39.4,41.4,-6.0,-4.2,,-4.0,-2.0,,,,,,,9.0,2.7,22.4,,-8.1,2.2,12.6,-15.0,-8.0,,-32.3,-9.1,,,,-7.0,-3.6,-1.6,True,,True,True,,,,,,,False,True,False,,False,True,False,False,False,,False,False,,,,False,True,True
26007,1,1.0,0.5,,0.0,0.0,,,,,,,2.0,2.4,7.0,,0.0,0.0,0.6,,4.0,,0.0,1.1,,,,2.0,1.2,1.5,0.0,-0.5,,-1.0,-1.0,,,,,,,1.0,1.4,6.0,,-1.0,-1.0,-0.4,,3.0,,-1.0,0.1,,,,1.0,0.2,0.5,False,,False,False,,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,False,False,False
26009,7,2.0,3.4,,4.0,11.0,,,,,,,5.0,9.5,14.0,,5.2,6.5,,0.0,0.0,,2.1,2.0,,,,9.0,2.8,3.9,-5.0,-3.6,,-3.0,4.0,,,,,,,-2.0,2.5,7.0,,-1.8,-0.5,,-7.0,-7.0,,-4.9,-5.0,,,,2.0,-4.2,-3.1,True,,True,True,,,,,,,True,True,False,,True,True,,False,False,,True,True,,,,True,True,True
26011,11,4.0,4.3,,3.0,0.0,,,,,,,1.0,4.0,8.4,,2.9,3.0,,0.0,7.0,,2.5,4.6,,,,3.0,4.3,5.2,-7.0,-6.7,,-8.0,-11.0,,,,,,,-10.0,-7.0,-2.6,,-8.1,-8.0,,-11.0,-4.0,,-8.5,-6.4,,,,-8.0,-6.7,-5.8,True,,False,False,,,,,,,False,False,True,,False,False,,False,True,,False,True,,,,False,True,True
26013,4,0.0,0.1,,0.0,0.0,,,,,,,1.0,0.4,0.7,,0.1,0.0,,0.0,1.0,,0.1,0.0,,,,0.0,1.5,3.2,-4.0,-3.9,,-4.0,-4.0,,,,,,,-3.0,-3.6,-3.3,,-3.9,-4.0,,-4.0,-3.0,,-4.0,-4.0,,,,-4.0,-2.5,-0.8,True,,False,False,,,,,,,True,True,True,,True,True,,False,True,,True,True,,,,False,True,True
26015,14,12.0,13.0,,10.0,7.0,,,,,,,30.0,16.1,28.5,,4.9,10.4,14.7,12.0,25.0,,0.3,10.1,,,,12.0,14.0,16.9,-2.0,-1.0,,-4.0,-7.0,,,,,,,16.0,2.1,14.5,,-9.1,-3.6,0.7,-2.0,11.0,,-13.7,-3.9,,,,-2.0,0.0,2.9,True,,False,False,,,,,,,False,False,False,,False,False,True,False,False,,False,False,,,,False,True,False
26017,67,39.0,40.2,,40.0,32.0,,,,,,,59.0,42.6,107.5,,24.4,44.5,60.0,34.0,0.0,,11.0,40.5,,,,40.0,64.4,20.9,-28.0,-26.8,,-27.0,-35.0,,,,,,,-8.0,-24.4,40.5,,-42.6,-22.5,-7.0,-33.0,-67.0,,-56.0,-26.5,,,,-27.0,-2.6,-46.1,True,,True,False,,,,,,,True,True,False,,False,True,True,False,False,,False,True,,,,True,True,False
26019,11,7.0,6.9,,6.0,7.0,,,,,,,5.0,7.0,6.7,,0.8,1.9,,7.0,15.0,,0.0,7.1,,,,6.0,7.1,14.0,-4.0,-4.1,,-5.0,-4.0,,,,,,,-6.0,-4.0,-4.3,,-10.2,-9.1,,-4.0,4.0,,-11.0,-3.9,,,,-5.0,-3.9,3.0,False,,False,False,,,,,,,False,True,False,,False,False,,False,False,,False,True,,,,False,True,True
26021,72,76.0,83.9,,67.0,70.0,,,,,,,93.0,93.4,112.6,,41.7,64.8,46.6,64.0,48.0,,25.8,78.9,58.0,,,79.0,96.6,110.3,4.0,11.9,,-5.0,-2.0,,,,,,,21.0,21.4,40.6,,-30.3,-7.2,-25.4,-8.0,-24.0,,-46.2,6.9,-14.0,,,7.0,24.6,38.3,False,,False,True,,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
26023,43,63.0,57.0,,49.0,58.0,,,,,,,28.0,47.1,46.5,,58.7,48.9,26.3,65.0,84.0,,7.3,56.8,,,,77.0,71.6,72.0,20.0,14.0,,6.0,15.0,,,,,,,-15.0,4.1,3.5,,15.7,5.9,-16.7,22.0,41.0,,-35.7,13.8,,,,34.0,28.6,29.0,True,,True,True,,,,,,,True,True,True,,True,True,True,False,False,,False,True,,,,False,False,False
26025,112,85.0,88.8,,81.0,106.0,,,,,,,76.0,76.1,102.7,,94.3,91.0,59.5,84.0,88.0,,29.8,76.9,104.0,,,93.0,90.5,81.4,-27.0,-23.2,,-31.0,-6.0,,,,,,,-36.0,-35.9,-9.3,,-17.7,-21.0,-52.5,-28.0,-24.0,,-82.2,-35.1,-8.0,,,-19.0,-21.5,-30.6,True,,False,True,,,,,,,False,False,True,,True,True,False,False,True,,False,False,True,,,True,True,False
26027,30,21.0,22.1,,21.0,15.0,,,,,,,26.0,28.8,34.3,,16.7,28.0,31.1,21.0,4.0,,7.2,20.7,,,,21.0,28.6,29.9,-9.0,-7.9,,-9.0,-15.0,,,,,,,-4.0,-1.2,4.3,,-13.3,-2.0,1.1,-9.0,-26.0,,-22.8,-9.3,,,,-9.0,-1.4,-0.1,True,,False,False,,,,,,,True,True,True,,False,True,True,False,False,,False,False,,,,False,True,True
26029,10,7.0,7.2,,7.0,11.0,,,,,,,9.0,11.3,12.0,,4.3,6.8,,,1.0,,2.1,7.2,,,,10.0,6.7,6.2,-3.0,-2.8,,-3.0,1.0,,,,,,,-1.0,1.3,2.0,,-5.7,-3.2,,,-9.0,,-7.9,-2.8,,,,0.0,-3.3,-3.8,True,,False,True,,,,,,,True,True,True,,False,False,,,False,,False,True,,,,True,False,False
26031,11,9.0,9.0,,9.0,14.0,,,,,,,4.0,14.7,15.0,,8.6,15.7,,7.0,2.0,,7.0,9.3,,,,15.0,8.9,11.3,-2.0,-2.0,,-2.0,3.0,,,,,,,-7.0,3.7,4.0,,-2.4,4.7,,-4.0,-9.0,,-4.0,-1.7,,,,4.0,-2.1,0.3,True,,False,False,,,,,,,False,False,False,,False,False,,False,False,,False,True,,,,False,False,True
26033,9,8.0,8.1,,7.0,7.0,,,,,,,14.0,8.1,10.1,,2.2,4.1,,,15.0,,0.0,7.1,,,,9.0,6.8,13.9,-1.0,-0.9,,-2.0,-2.0,,,,,,,5.0,-0.9,1.1,,-6.8,-4.9,,,6.0,,-9.0,-1.9,,,,0.0,-2.2,4.9,True,,False,False,,,,,,,False,True,False,,False,False,,,False,,False,False,,,,True,False,False
26035,8,6.0,6.8,,7.0,8.0,,,,,,,11.0,12.4,21.2,,1.6,4.9,14.5,7.0,3.0,,2.9,6.9,,,,7.0,11.1,7.0,-2.0,-1.2,,-1.0,0.0,,,,,,,3.0,4.4,13.2,,-6.4,-3.1,6.5,-1.0,-5.0,,-5.1,-1.1,,,,-1.0,3.1,-1.0,True,,True,True,,,,,,,False,False,False,,False,False,False,True,False,,False,True,,,,True,False,True
26037,70,29.0,27.2,,27.0,21.0,,,,,,,44.0,31.0,40.9,,27.1,38.1,23.7,28.0,21.0,,4.4,26.0,,,,37.0,39.9,27.7,-41.0,-42.8,,-43.0,-49.0,,,,,,,-26.0,-39.0,-29.1,,-42.9,-31.9,-46.3,-42.0,-49.0,,-65.6,-44.0,,,,-33.0,-30.1,-42.3,False,,False,False,,,,,,,True,True,True,,False,True,False,False,False,,False,False,,,,True,True,False
26039,0,1.0,1.1,,1.0,0.0,,,,,,,5.0,1.5,6.1,,0.0,0.3,9.2,0.0,0.0,,2.1,1.5,,,,1.0,1.7,2.4,1.0,1.1,,1.0,0.0,,,,,,,5.0,1.5,6.1,,0.0,0.3,9.2,0.0,0.0,,2.1,1.5,,,,1.0,1.7,2.4,False,,False,True,,,,,,,False,False,False,,True,True,False,True,True,,False,False,,,,False,False,False
26041,40,11.0,10.0,,14.0,16.0,,,,,,,14.0,15.7,36.5,,16.7,22.2,18.8,11.0,0.0,,6.4,10.1,,,,15.0,23.0,14.7,-29.0,-30.0,,-26.0,-24.0,,,,,,,-26.0,-24.3,-3.5,,-23.3,-17.8,-21.2,-29.0,-40.0,,-33.6,-29.9,,,,-25.0,-17.0,-25.3,False,,True,True,,,,,,,True,True,True,,True,True,True,False,False,,False,False,,,,True,True,True
26043,3,3.0,2.9,,3.0,0.0,,,,,,,12.0,4.0,11.5,,2.1,2.4,,7.0,7.0,,1.1,2.9,,,,4.0,3.9,7.7,0.0,-0.1,,0.0,-3.0,,,,,,,9.0,1.0,8.5,,-0.9,-0.6,,4.0,4.0,,-1.9,-0.1,,,,1.0,0.9,4.7,False,,True,False,,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,False,False
26045,31,21.0,20.8,,16.0,16.0,,,,,,,46.0,28.8,40.5,,5.5,15.3,10.7,21.0,10.0,,7.5,21.2,,,,30.0,24.4,27.3,-10.0,-10.2,,-15.0,-15.0,,,,,,,15.0,-2.2,9.5,,-25.5,-15.7,-20.3,-10.0,-21.0,,-23.5,-9.8,,,,-1.0,-6.6,-3.7,False,,False,False,,,,,,,False,True,True,,False,False,False,False,False,,False,True,,,,True,True,True
26047,20,12.0,10.1,,13.0,27.0,,,,,,,11.0,21.1,21.1,,16.4,24.8,19.7,7.0,0.0,,5.3,12.8,,,,17.0,16.4,10.0,-8.0,-9.9,,-7.0,7.0,,,,,,,-9.0,1.1,1.1,,-3.6,4.8,-0.3,-13.0,-20.0,,-14.7,-7.2,,,,-3.0,-3.6,-10.0,False,,True,True,,,,,,,False,True,True,,True,True,True,False,False,,False,True,,,,True,True,False
26049,89,100.0,95.3,,97.0,120.0,,,,,,,244.0,98.4,214.1,,70.4,100.5,63.4,126.0,152.0,,28.9,101.6,93.0,,,112.0,145.7,43.0,11.0,6.3,,8.0,31.0,,,,,,,155.0,9.4,125.1,,-18.6,11.5,-25.6,37.0,63.0,,-60.1,12.6,4.0,,,23.0,56.7,-46.0,True,,True,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,True,,,False,False,False
26051,6,2.0,3.1,,3.0,0.0,,,,,,,5.0,6.3,17.1,,1.8,0.6,,0.0,0.0,,3.7,7.5,,,,2.0,2.3,3.6,-4.0,-2.9,,-3.0,-6.0,,,,,,,-1.0,0.3,11.1,,-4.2,-5.4,,-6.0,-6.0,,-2.3,1.5,,,,-4.0,-3.7,-2.4,True,,True,False,,,,,,,True,True,False,,False,False,,False,False,,True,True,,,,False,True,True
26053,5,1.0,0.5,,1.0,0.0,,,,,,,6.0,2.6,7.3,,2.0,3.9,7.7,,0.0,,0.5,1.2,,,,2.0,5.3,7.5,-4.0,-4.5,,-4.0,-5.0,,,,,,,1.0,-2.4,2.3,,-3.0,-1.1,2.7,,-5.0,,-4.5,-3.8,,,,-3.0,0.3,2.5,False,,False,False,,,,,,,True,True,True,,True,True,True,,False,,False,True,,,,True,True,True
26055,47,60.0,59.5,,59.0,92.0,,,,,,,63.0,68.8,88.1,,53.3,54.2,46.5,,0.0,,5.5,63.2,,,,90.0,58.1,55.8,13.0,12.5,,12.0,45.0,,,,,,,16.0,21.8,41.1,,6.3,7.2,-0.5,,-47.0,,-41.5,16.2,,,,43.0,11.1,8.8,True,,True,False,,,,,,,False,False,False,,True,True,True,,False,,False,False,,,,False,True,True
26057,11,12.0,10.6,,12.0,12.0,,,,,,,26.0,17.2,23.1,,2.8,9.0,18.3,7.0,9.0,,6.5,12.0,,,,13.0,13.9,6.2,1.0,-0.4,,1.0,1.0,,,,,,,15.0,6.2,12.1,,-8.2,-2.0,7.3,-4.0,-2.0,,-4.5,1.0,,,,2.0,2.9,-4.8,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
26059,6,12.0,13.6,,12.0,7.0,,,,,,,19.0,14.8,29.9,,3.1,9.4,14.0,9.0,11.0,,1.9,14.7,,,,17.0,16.1,8.6,6.0,7.6,,6.0,1.0,,,,,,,13.0,8.8,23.9,,-2.9,3.4,8.0,3.0,5.0,,-4.1,8.7,,,,11.0,10.1,2.6,False,,False,True,,,,,,,False,False,False,,True,True,False,True,True,,True,False,,,,False,False,True
26061,57,7.0,7.1,,7.0,5.0,,,,,,,18.0,7.3,12.1,,9.5,13.9,,,16.0,,2.1,5.8,,,,7.0,6.2,8.5,-50.0,-49.9,,-50.0,-52.0,,,,,,,-39.0,-49.7,-44.9,,-47.5,-43.1,,,-41.0,,-54.9,-51.2,,,,-50.0,-50.8,-48.5,True,,False,False,,,,,,,True,True,True,,True,True,,,True,,False,False,,,,False,False,True
26063,11,8.0,7.0,,7.0,7.0,,,,,,,1.0,11.3,20.7,,4.1,10.0,14.6,7.0,0.0,,0.4,7.6,,,,11.0,13.2,3.6,-3.0,-4.0,,-4.0,-4.0,,,,,,,-10.0,0.3,9.7,,-6.9,-1.0,3.6,-4.0,-11.0,,-10.6,-3.4,,,,0.0,2.2,-7.4,False,,False,False,,,,,,,False,True,False,,False,True,False,False,False,,False,False,,,,True,True,False
26065,209,70.0,61.5,,70.0,85.0,,,,,,,179.0,71.9,181.6,,62.3,84.0,48.3,68.0,48.0,,6.6,71.3,79.0,,,72.0,96.4,50.4,-139.0,-147.5,,-139.0,-124.0,,,,,,,-30.0,-137.1,-27.4,,-146.7,-125.0,-160.7,-141.0,-161.0,,-202.4,-137.7,-130.0,,,-137.0,-112.6,-158.6,False,,False,True,,,,,,,True,True,True,,False,True,False,False,False,,False,True,True,,,True,True,False
26067,93,11.0,10.8,,11.0,3.0,,,,,,,40.0,13.7,23.3,,6.9,12.9,8.0,8.0,15.0,,5.0,12.7,,,,12.0,11.9,18.3,-82.0,-82.2,,-82.0,-90.0,,,,,,,-53.0,-79.3,-69.7,,-86.1,-80.1,-85.0,-85.0,-78.0,,-88.0,-80.3,,,,-81.0,-81.1,-74.7,False,,False,False,,,,,,,True,True,True,,False,True,False,False,True,,False,True,,,,True,True,True
26069,12,1.0,0.6,,1.0,0.0,,,,,,,0.0,3.8,9.6,,2.1,2.9,1.9,,2.0,,2.6,1.0,,,,2.0,2.2,2.4,-11.0,-11.4,,-11.0,-12.0,,,,,,,-12.0,-8.2,-2.4,,-9.9,-9.1,-10.1,,-10.0,,-9.4,-11.0,,,,-10.0,-9.8,-9.6,False,,False,False,,,,,,,False,True,True,,True,True,True,,True,,True,True,,,,True,True,True
26071,10,2.0,2.1,,2.0,0.0,,,,,,,2.0,3.3,6.7,,6.5,7.2,,0.0,0.0,,0.6,,,,,3.0,1.7,4.4,-8.0,-7.8,,-8.0,-10.0,,,,,,,-8.0,-6.7,-3.3,,-3.5,-2.8,,-10.0,-10.0,,-9.4,,,,,-7.0,-8.3,-5.6,True,,False,False,,,,,,,False,True,True,,True,True,,False,False,,False,,,,,True,False,True
26073,124,141.0,136.4,,131.0,274.0,,,,,,,73.0,137.1,55.9,,145.3,130.9,43.4,,0.0,,69.8,129.3,,,,215.0,164.5,127.5,17.0,12.4,,7.0,150.0,,,,,,,-51.0,13.1,-68.1,,21.3,6.9,-80.6,,-124.0,,-54.2,5.3,,,,91.0,40.5,3.5,True,,True,False,,,,,,,False,True,False,,False,True,False,,False,,False,True,,,,False,False,True
26075,61,40.0,41.0,,41.0,51.0,,,,,,,74.0,51.0,93.8,,30.9,43.6,31.2,46.0,36.0,,16.9,37.8,50.0,,,57.0,49.7,48.1,-21.0,-20.0,,-20.0,-10.0,,,,,,,13.0,-10.0,32.8,,-30.1,-17.4,-29.8,-15.0,-25.0,,-44.1,-23.2,-11.0,,,-4.0,-11.3,-12.9,True,,True,True,,,,,,,True,True,False,,False,True,False,True,False,,False,False,True,,,True,True,True
26077,157,103.0,106.5,,100.0,113.0,,,,,,,163.0,95.9,156.0,,81.0,103.6,73.1,91.0,96.0,,18.6,106.6,97.0,,,114.0,131.0,100.9,-54.0,-50.5,,-57.0,-44.0,,,,,,,6.0,-61.1,-1.0,,-76.0,-53.4,-83.9,-66.0,-61.0,,-138.4,-50.4,-60.0,,,-43.0,-26.0,-56.1,True,,False,True,,,,,,,True,False,True,,False,True,False,False,False,,False,True,False,,,True,True,False
26079,7,4.0,4.5,,4.0,6.0,,,,,,,6.0,6.9,6.0,,3.1,3.2,,0.0,1.0,,2.3,3.8,,,,4.0,3.7,4.9,-3.0,-2.5,,-3.0,-1.0,,,,,,,-1.0,-0.1,-1.0,,-3.9,-3.8,,-7.0,-6.0,,-4.7,-3.2,,,,-3.0,-3.3,-2.1,True,,False,True,,,,,,,True,True,True,,False,False,,False,False,,False,False,,,,False,False,True
26081,331,354.0,377.5,363.6,370.0,438.0,,,,,,,470.0,370.4,332.9,,343.9,410.5,116.8,339.0,160.0,,26.6,372.1,586.0,,,422.0,536.7,378.6,23.0,46.5,32.6,39.0,107.0,,,,,,,139.0,39.4,1.9,,12.9,79.5,-214.2,8.0,-171.0,,-304.4,41.1,255.0,,,91.0,205.7,47.6,False,False,False,False,,,,,,,False,False,True,,True,False,False,True,False,,False,False,False,,,False,False,False
26083,2,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.2,0.4,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,1.3,2.9,-2.0,-2.0,,-2.0,-2.0,,,,,,,-2.0,-1.8,-1.6,,,-2.0,,-2.0,-2.0,,-2.0,-2.0,,,,-2.0,-0.7,0.9,False,,False,False,,,,,,,False,True,True,,,True,,False,False,,False,True,,,,False,True,True
26085,0,0.0,0.0,,0.0,0.0,,,,,,,4.0,0.8,3.6,,0.3,0.1,,0.0,1.0,,2.2,0.2,,,,0.0,1.6,4.8,0.0,0.0,,0.0,0.0,,,,,,,4.0,0.8,3.6,,0.3,0.1,,0.0,1.0,,2.2,0.2,,,,0.0,1.6,4.8,True,,True,True,,,,,,,False,False,False,,False,False,,True,False,,False,False,,,,True,False,False
26087,36,13.0,13.2,,13.0,7.0,,,,,,,27.0,29.7,43.0,,11.5,22.2,21.2,,0.0,,6.0,18.4,,,,10.0,23.5,7.1,-23.0,-22.8,,-23.0,-29.0,,,,,,,-9.0,-6.3,7.0,,-24.5,-13.8,-14.8,,-36.0,,-30.0,-17.6,,,,-26.0,-12.5,-28.9,True,,False,False,,,,,,,True,True,True,,False,True,True,,False,,False,True,,,,False,True,False
26089,10,3.0,3.2,,6.0,7.0,,,,,,,7.0,7.1,11.4,,6.1,7.2,,1.0,0.0,,1.1,5.9,,,,5.0,5.8,8.3,-7.0,-6.8,,-4.0,-3.0,,,,,,,-3.0,-2.9,1.4,,-3.9,-2.8,,-9.0,-10.0,,-8.9,-4.1,,,,-5.0,-4.2,-1.7,True,,True,True,,,,,,,True,True,True,,True,True,,False,False,,False,True,,,,True,True,True
26091,131,55.0,57.4,,51.0,63.0,,,,,,,35.0,51.0,81.5,,48.4,63.4,40.1,44.0,87.0,,16.6,49.0,,,,54.0,63.3,46.9,-76.0,-73.6,,-80.0,-68.0,,,,,,,-96.0,-80.0,-49.5,,-82.6,-67.6,-90.9,-87.0,-44.0,,-114.4,-82.0,,,,-77.0,-67.7,-84.1,True,,False,True,,,,,,,False,False,True,,False,True,False,False,True,,False,False,,,,False,True,False
26093,97,73.0,76.6,,75.0,68.0,,,,,,,71.0,93.8,151.5,,66.2,91.5,143.5,62.0,0.0,,41.4,78.4,86.0,,,87.0,102.2,41.1,-24.0,-20.4,,-22.0,-29.0,,,,,,,-26.0,-3.2,54.5,,-30.8,-5.5,46.5,-35.0,-97.0,,-55.6,-18.6,-11.0,,,-10.0,5.2,-55.9,True,,True,False,,,,,,,False,True,False,,False,True,False,False,False,,False,True,True,,,True,True,False
26095,1,16.0,18.2,,7.0,7.0,,,,,,,13.0,12.4,8.3,,0.0,1.5,,,18.0,,5.8,,,,,44.0,11.4,61.4,15.0,17.2,,6.0,6.0,,,,,,,12.0,11.4,7.3,,-1.0,0.5,,,17.0,,4.8,,,,,43.0,10.4,60.4,False,,True,True,,,,,,,True,True,True,,True,True,,,False,,True,,,,,False,True,False
26097,9,3.0,3.5,,3.0,0.0,,,,,,,3.0,4.2,5.7,,2.5,3.2,,0.0,0.0,,0.7,,,,,5.0,3.2,7.8,-6.0,-5.5,,-6.0,-9.0,,,,,,,-6.0,-4.8,-3.3,,-6.5,-5.8,,-9.0,-9.0,,-8.3,,,,,-4.0,-5.8,-1.2,True,,False,False,,,,,,,False,True,True,,False,True,,False,False,,False,,,,,True,True,True
26099,628,683.0,667.0,596.0,667.0,677.0,,,,,,,797.0,411.7,1253.2,,640.2,747.3,235.2,566.0,0.0,,89.0,726.5,688.0,,,667.0,1144.1,282.6,55.0,39.0,-32.0,39.0,49.0,,,,,,,169.0,-216.3,625.2,,12.2,119.3,-392.8,-62.0,-628.0,,-539.0,98.5,60.0,,,39.0,516.1,-345.4,True,True,True,True,,,,,,,False,False,False,,True,False,False,False,False,,False,False,False,,,True,False,False
26101,8,8.0,7.9,,7.0,7.0,,,,,,,10.0,10.4,5.4,,2.0,4.2,,,16.0,,4.8,8.4,,,,10.0,7.3,13.0,0.0,-0.1,,-1.0,-1.0,,,,,,,2.0,2.4,-2.6,,-6.0,-3.8,,,8.0,,-3.2,0.4,,,,2.0,-0.7,5.0,False,,False,False,,,,,,,False,False,False,,False,False,,,False,,False,False,,,,False,False,False
26103,27,8.0,7.4,,14.0,17.0,,,,,,,36.0,14.0,45.2,,6.9,16.8,24.7,7.0,0.0,,0.6,14.3,,,,8.0,18.3,7.5,-19.0,-19.6,,-13.0,-10.0,,,,,,,9.0,-13.0,18.2,,-20.1,-10.2,-2.3,-20.0,-27.0,,-26.4,-12.7,,,,-19.0,-8.7,-19.5,False,,True,True,,,,,,,True,True,True,,False,True,True,False,False,,False,True,,,,False,True,False
26105,10,7.0,6.7,,6.0,0.0,,,,,,,15.0,9.0,16.3,,4.0,6.1,4.6,7.0,0.0,,5.6,6.5,,,,8.0,7.4,13.8,-3.0,-3.3,,-4.0,-10.0,,,,,,,5.0,-1.0,6.3,,-6.0,-3.9,-5.4,-3.0,-10.0,,-4.4,-3.5,,,,-2.0,-2.6,3.8,False,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,True,True,False
26107,20,7.0,6.8,,7.0,6.0,,,,,,,26.0,10.6,16.7,,5.1,6.4,,,10.0,,3.0,7.8,,,,6.0,9.9,8.8,-13.0,-13.2,,-13.0,-14.0,,,,,,,6.0,-9.4,-3.3,,-14.9,-13.6,,,-10.0,,-17.0,-12.2,,,,-14.0,-10.1,-11.2,False,,False,False,,,,,,,True,True,True,,False,False,,,True,,False,True,,,,False,True,True
