,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37017,153,184.0,,191.1,,154.0,244.0,,,,,205.0,,60.2,153.4,,132.8,102.9,,,,158.0,,31.0,,38.1,,1.0,91.0,,,,,52.0,,-92.8,0.4,,-20.2,-50.1,,,,5.0,,,False,,True,False,,,,,False,,False,True,,True,False,,,,True,
37019,196,264.0,978.6,240.7,,221.0,137.0,,,,,699.9,,111.1,214.8,,106.2,236.0,143.0,,,156.0,,68.0,782.6,44.7,,25.0,-59.0,,,,,503.9,,-84.9,18.8,,-89.8,40.0,-53.0,,,-40.0,,False,True,,True,True,,,,,False,,False,True,,False,True,True,,,True,
37021,716,772.0,1859.1,719.9,,728.0,613.0,,,,,1610.1,,461.0,700.9,,3583.1,727.4,490.0,,,575.0,,56.0,1143.1,3.9,,12.0,-103.0,,,,,894.1,,-255.0,-15.1,,2867.1,11.4,-226.0,,,-141.0,,False,True,,True,False,,,,,False,,False,True,,False,True,False,,,False,
37023,270,372.0,470.6,378.8,,285.0,217.0,,,,,360.5,,20.7,198.2,,280.7,397.6,,,,209.0,,102.0,200.6,108.8,,15.0,-53.0,,,,,90.5,,-249.3,-71.8,,10.7,127.6,,,,-61.0,,False,False,,True,True,,,,,True,,False,True,,True,False,,,,True,
37025,766,912.0,1437.4,975.8,,864.0,845.0,,,,,1196.8,,294.6,573.2,,1061.9,676.6,569.0,,,682.0,,146.0,671.4,209.8,,98.0,79.0,,,,,430.8,,-471.4,-192.8,,295.9,-89.4,-197.0,,,-84.0,,False,False,,True,True,,,,,False,,False,False,,False,True,False,,,True,
37027,265,424.0,970.6,425.8,,414.0,204.0,,,,,618.5,,131.9,291.4,,325.4,422.6,,,,234.0,,159.0,705.6,160.8,,149.0,-61.0,,,,,353.5,,-133.1,26.4,,60.4,157.6,,,,-31.0,,False,False,,True,True,,,,,False,,True,True,,True,True,,,,True,
37029,25,28.0,,24.9,,28.0,52.0,,,,,46.3,,13.2,34.0,,31.0,47.0,,,,61.0,,3.0,,-0.1,,3.0,27.0,,,,,21.3,,-11.8,9.0,,6.0,22.0,,,,36.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37031,228,212.0,403.8,202.9,,169.0,170.0,,,,,374.4,,18.7,98.7,,11.5,209.7,,,,115.0,,-16.0,175.8,-25.1,,-59.0,-58.0,,,,,146.4,,-209.3,-129.3,,-216.5,-18.3,,,,-113.0,,False,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
37033,60,40.0,,42.1,,35.0,41.0,,,,,63.5,,8.7,38.9,,31.4,31.8,,,,46.0,,-20.0,,-17.9,,-25.0,-19.0,,,,,3.5,,-51.3,-21.1,,-28.6,-28.2,,,,-14.0,,,True,,False,True,,,,,True,,False,False,,False,False,,,,True,
37035,604,896.0,2505.5,896.3,,877.0,1312.0,,,,,1300.9,,478.3,608.9,,861.9,707.5,417.0,,,636.0,,292.0,1901.5,292.3,,273.0,708.0,,,,,696.9,,-125.7,4.9,,257.9,103.5,-187.0,,,32.0,,False,False,,True,False,,,,,False,,True,True,,True,True,True,,,True,
37037,245,300.0,335.3,304.7,,305.0,385.0,,,,,178.3,,65.7,248.7,,403.7,317.2,,,,304.0,,55.0,90.3,59.7,,60.0,140.0,,,,,-66.7,,-179.3,3.7,,158.7,72.2,,,,59.0,,False,False,,False,False,,,,,False,,False,True,,False,False,,,,False,
37039,220,136.0,,127.4,,60.0,44.0,,,,,227.8,,8.7,71.8,,6.8,144.0,,,,49.0,,-84.0,,-92.6,,-160.0,-176.0,,,,,7.8,,-211.3,-148.2,,-213.2,-76.0,,,,-171.0,,,False,,False,False,,,,,True,,False,False,,False,True,,,,False,
37041,92,116.0,,135.1,,95.0,124.0,,,,,118.9,,12.1,79.3,,14.9,119.0,,,,75.0,,24.0,,43.1,,3.0,32.0,,,,,26.9,,-79.9,-12.7,,-77.1,27.0,,,,-17.0,,,False,,True,False,,,,,False,,False,True,,False,False,,,,True,
37043,26,44.0,,45.7,,21.0,29.0,,,,,36.9,,6.4,12.6,,5.5,43.8,,,,15.0,,18.0,,19.7,,-5.0,3.0,,,,,10.9,,-19.6,-13.4,,-20.6,17.8,,,,-11.0,,,False,,True,True,,,,,True,,False,True,,False,True,,,,True,
37045,512,672.0,1369.6,666.7,,661.0,572.0,,,,,1064.7,,354.9,490.6,,367.8,684.3,,,,570.0,,160.0,857.6,154.7,,149.0,60.0,,,,,552.7,,-157.1,-21.4,,-144.2,172.3,,,,58.0,,False,True,,True,True,,,,,False,,True,True,,True,False,,,,True,
37047,279,300.0,347.2,323.5,,302.0,279.0,,,,,207.1,,158.2,284.7,,4124.9,307.6,,,,280.0,,21.0,68.2,44.5,,23.0,0.0,,,,,-71.9,,-120.8,5.7,,3845.9,28.6,,,,1.0,,False,False,,False,True,,,,,False,,False,True,,False,False,,,,True,
37049,426,284.0,408.0,270.4,,283.0,295.0,,,,,522.2,,26.2,133.0,,128.2,382.7,,,,189.0,,-142.0,-18.0,-155.6,,-143.0,-131.0,,,,,96.2,,-399.8,-293.0,,-297.9,-43.3,,,,-237.0,,True,False,,False,True,,,,,True,,False,False,,False,True,,,,False,
37051,1273,1392.0,2597.0,1412.5,,1129.0,1102.0,,,,,1753.8,,1048.4,999.0,,912.0,1974.1,874.0,,,1077.0,,119.0,1324.0,139.5,,-144.0,-171.0,,,,,480.8,,-224.6,-274.0,,-361.0,701.1,-399.0,,,-196.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37053,53,12.0,,22.5,,6.0,2.0,,,,,55.7,,3.4,4.1,,1.4,20.7,,,,3.0,,-41.0,,-30.5,,-47.0,-51.0,,,,,2.7,,-49.6,-48.9,,-51.6,-32.3,,,,-50.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,False,
37055,33,44.0,,44.0,,33.0,30.0,,,,,211.4,,9.3,35.7,,17.1,21.8,,,,34.0,,11.0,,11.0,,0.0,-3.0,,,,,178.4,,-23.7,2.7,,-15.9,-11.2,,,,1.0,,,False,,True,True,,,,,False,,False,True,,False,False,,,,True,
37057,512,492.0,688.5,484.3,,473.0,667.0,,,,,800.8,,353.1,537.9,,406.6,398.0,416.0,,,408.0,,-20.0,176.5,-27.7,,-39.0,155.0,,,,,288.8,,-158.9,25.9,,-105.4,-114.0,-96.0,,,-104.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37059,79,212.0,,231.8,,170.0,462.0,,,,,244.0,,71.0,189.0,,107.3,123.0,,,,251.0,,133.0,,152.8,,91.0,383.0,,,,,165.0,,-8.0,110.0,,28.3,44.0,,,,172.0,,,False,,True,False,,,,,False,,True,True,,True,True,,,,False,
37061,201,328.0,257.2,353.6,,275.0,278.0,,,,,142.9,,90.4,295.9,,122.2,298.4,,,,181.0,,127.0,56.2,152.6,,74.0,77.0,,,,,-58.1,,-110.6,94.9,,-78.8,97.4,,,,-20.0,,True,False,,True,True,,,,,True,,True,True,,True,True,,,,True,
37063,974,1136.0,4183.1,1121.4,1286.5,989.0,731.0,,,,,958.6,,624.4,1002.2,,923.5,1089.6,711.0,,,810.0,,162.0,3209.1,147.4,312.5,15.0,-243.0,,,,,-15.4,,-349.6,28.2,,-50.5,115.6,-263.0,,,-164.0,,False,True,False,True,False,,,,,True,,False,True,,True,True,False,,,False,
37065,440,232.0,311.0,230.6,,232.0,184.0,,,,,311.8,,170.1,252.4,,212.1,402.1,,,,153.0,,-208.0,-129.0,-209.4,,-208.0,-256.0,,,,,-128.2,,-269.9,-187.6,,-227.9,-37.9,,,,-287.0,,True,False,,False,False,,,,,True,,False,True,,False,True,,,,False,
37067,1112,1320.0,368.9,1205.0,1433.3,1110.0,1493.0,,,,,1480.5,,867.5,1291.4,,724.2,1109.6,926.0,,,987.0,,208.0,-743.1,93.0,321.3,-2.0,381.0,,,,,368.5,,-244.5,179.4,,-387.8,-2.4,-186.0,,,-125.0,,False,True,False,True,False,,,,,False,,False,True,,False,True,True,,,True,
37069,243,344.0,477.8,339.2,,314.0,279.0,,,,,449.3,,159.9,296.8,,312.7,392.6,,,,250.0,,101.0,234.8,96.2,,71.0,36.0,,,,,206.3,,-83.1,53.8,,69.7,149.6,,,,7.0,,False,True,,True,True,,,,,False,,True,True,,True,False,,,,True,
37071,989,1220.0,2213.9,1264.4,,1198.0,1185.0,,,,,2072.5,,1172.0,853.6,,1007.1,1038.2,981.0,,,829.0,,231.0,1224.9,275.4,,209.0,196.0,,,,,1083.5,,183.0,-135.4,,18.1,49.2,-8.0,,,-160.0,,False,False,,True,True,,,,,False,,True,True,,True,True,True,,,True,
37073,56,12.0,,11.6,,11.0,20.0,,,,,32.4,,1.6,6.8,,14.9,25.3,,,,21.0,,-44.0,,-44.4,,-45.0,-36.0,,,,,-23.6,,-54.4,-49.2,,-41.1,-30.7,,,,-35.0,,,False,,False,True,,,,,True,,False,False,,True,True,,,,True,
37075,40,36.0,,35.3,,36.0,,,,,,13.0,,7.4,42.5,,2239.2,,,,,43.0,,-4.0,,-4.7,,-4.0,,,,,,-27.0,,-32.6,2.5,,2199.2,,,,,3.0,,,False,,False,,,,,,False,,False,True,,False,,,,,True,
37077,341,268.0,274.6,275.7,,259.0,271.0,,,,,247.4,,92.1,258.9,,212.0,273.3,,,,210.0,,-73.0,-66.4,-65.3,,-82.0,-70.0,,,,,-93.6,,-248.9,-82.1,,-129.0,-67.7,,,,-131.0,,True,True,,False,True,,,,,False,,False,False,,False,True,,,,False,
37079,126,84.0,,114.1,,83.0,82.0,,,,,106.8,,23.0,89.3,,116.5,79.7,,,,86.0,,-42.0,,-11.9,,-43.0,-44.0,,,,,-19.2,,-103.0,-36.7,,-9.5,-46.3,,,,-40.0,,,True,,False,False,,,,,True,,False,True,,True,False,,,,True,
37081,1673,1652.0,2698.9,1695.5,1874.4,1622.0,1684.0,,,,,2218.6,,1048.5,1679.6,,1527.6,1349.2,1338.0,,,1219.0,,-21.0,1025.9,22.5,201.4,-51.0,11.0,,,,,545.6,,-624.5,6.6,,-145.4,-323.8,-335.0,,,-454.0,,False,False,False,False,True,,,,,False,,False,True,,False,False,False,,,False,
37083,176,304.0,484.1,294.5,,239.0,254.0,,,,,251.5,,107.7,221.6,,186.9,211.7,,,,253.0,,128.0,308.1,118.5,,63.0,78.0,,,,,75.5,,-68.3,45.6,,10.9,35.7,,,,77.0,,False,True,,True,True,,,,,True,,True,True,,True,True,,,,True,
37085,484,548.0,565.4,548.2,,553.0,540.0,,,,,689.2,,503.9,592.2,,564.7,622.0,652.0,,,558.0,,64.0,81.4,64.2,,69.0,56.0,,,,,205.2,,19.9,108.2,,80.7,138.0,168.0,,,74.0,,False,False,,False,True,,,,,False,,True,False,,False,False,False,,,False,
37087,103,504.0,224.6,502.3,,475.0,960.0,,,,,572.3,,180.4,342.1,,492.1,694.6,,,,745.0,,401.0,121.6,399.3,,372.0,857.0,,,,,469.3,,77.4,239.1,,389.1,591.6,,,,642.0,,True,True,,True,False,,,,,False,,True,True,,True,False,,,,False,
37089,284,456.0,898.2,491.2,,438.0,499.0,,,,,628.8,,211.3,300.2,,206.0,412.4,,,,253.0,,172.0,614.2,207.2,,154.0,215.0,,,,,344.8,,-72.7,16.2,,-78.0,128.4,,,,-31.0,,False,False,,True,False,,,,,False,,True,True,,True,True,,,,True,
37091,272,228.0,,228.6,,217.0,442.0,,,,,104.0,,109.9,208.2,,62.0,289.9,,,,183.0,,-44.0,,-43.4,,-55.0,170.0,,,,,-168.0,,-162.1,-63.8,,-210.0,17.9,,,,-89.0,,,True,,False,False,,,,,False,,False,False,,False,True,,,,False,
37093,200,188.0,385.6,184.1,,170.0,96.0,,,,,175.5,,62.1,159.1,,169.5,190.0,,,,112.0,,-12.0,185.6,-15.9,,-30.0,-104.0,,,,,-24.5,,-137.9,-40.9,,-30.5,-10.0,,,,-88.0,,False,False,,False,False,,,,,False,,False,False,,False,True,,,,False,
37095,66,20.0,,11.9,,8.0,0.0,,,,,13.0,,6.3,13.3,,1.1,55.5,,,,27.0,,-46.0,,-54.1,,-58.0,-66.0,,,,,-53.0,,-59.7,-52.7,,-64.9,-10.5,,,,-39.0,,,False,,False,False,,,,,False,,False,False,,False,True,,,,True,
37097,705,540.0,1268.8,548.1,,383.0,371.0,,,,,930.1,,94.8,332.9,,172.2,393.1,184.0,,,368.0,,-165.0,563.8,-156.9,,-322.0,-334.0,,,,,225.1,,-610.2,-372.1,,-532.8,-311.9,-521.0,,,-337.0,,False,True,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37099,138,196.0,,195.0,,152.0,101.0,,,,,394.8,,48.8,127.5,,59.4,185.3,,,,107.0,,58.0,,57.0,,14.0,-37.0,,,,,256.8,,-89.2,-10.5,,-78.6,47.3,,,,-31.0,,,True,,True,True,,,,,False,,False,True,,False,True,,,,True,
37101,780,1100.0,826.7,1006.4,,830.0,627.0,,,,,1053.2,,504.3,914.6,,874.3,877.3,784.0,,,828.0,,320.0,46.7,226.4,,50.0,-153.0,,,,,273.2,,-275.7,134.6,,94.3,97.3,4.0,,,48.0,,True,True,,True,True,,,,,True,,True,True,,True,True,True,,,True,
37103,48,96.0,,100.9,,68.0,182.0,,,,,48.2,,16.7,75.1,,4.8,59.0,,,,88.0,,48.0,,52.9,,20.0,134.0,,,,,0.2,,-31.3,27.1,,-43.2,11.0,,,,40.0,,,False,,True,False,,,,,True,,True,True,,True,True,,,,True,
37105,207,412.0,305.1,395.3,,337.0,397.0,,,,,176.5,,137.3,335.8,,205.2,471.4,,,,397.0,,205.0,98.1,188.3,,130.0,190.0,,,,,-30.5,,-69.7,128.8,,-1.8,264.4,,,,190.0,,True,True,,True,True,,,,,True,,True,True,,True,False,,,,True,
37107,302,148.0,287.9,153.7,,141.0,141.0,,,,,158.9,,61.2,166.3,,136.0,126.1,,,,155.0,,-154.0,-14.1,-148.3,,-161.0,-161.0,,,,,-143.1,,-240.8,-135.7,,-166.0,-175.9,,,,-147.0,,True,True,,False,False,,,,,True,,False,True,,False,False,,,,True,
37109,373,444.0,1067.8,420.8,,444.0,639.0,,,,,717.1,,143.6,295.8,,425.5,601.5,,,,328.0,,71.0,694.8,47.8,,71.0,266.0,,,,,344.1,,-229.4,-77.2,,52.5,228.5,,,,-45.0,,False,True,,False,False,,,,,False,,False,False,,True,False,,,,True,
37111,178,320.0,,354.3,,314.0,291.0,,,,,427.8,,163.4,265.8,,394.1,472.7,,,,272.0,,142.0,,176.3,,136.0,113.0,,,,,249.8,,-14.6,87.8,,216.1,294.7,,,,94.0,,,False,,True,True,,,,,False,,True,True,,False,False,,,,True,
37113,83,60.0,,53.8,,58.0,12.0,,,,,172.5,,3.3,43.1,,90.6,128.7,,,,17.0,,-23.0,,-29.2,,-25.0,-71.0,,,,,89.5,,-79.7,-39.9,,7.6,45.7,,,,-66.0,,,False,,False,False,,,,,False,,False,False,,True,False,,,,False,
37115,30,28.0,,27.6,,28.0,,,,,,79.5,,4.8,24.7,,8.4,74.7,,,,23.0,,-2.0,,-2.4,,-2.0,,,,,,49.5,,-25.2,-5.3,,-21.6,44.7,,,,-7.0,,,False,,False,,,,,,False,,False,False,,False,False,,,,False,
37117,121,76.0,,82.9,,72.0,111.0,,,,,115.6,,18.3,61.4,,59.0,97.4,,,,53.0,,-45.0,,-38.1,,-49.0,-10.0,,,,,-5.4,,-102.7,-59.6,,-62.0,-23.6,,,,-68.0,,,True,,False,True,,,,,True,,False,False,,False,True,,,,False,
37119,4190,5548.0,9905.1,5446.4,4969.0,4569.0,4658.0,,,,,5853.5,,4417.5,3929.5,,3784.7,4830.8,2925.0,,,3386.0,,1358.0,5715.1,1256.4,779.0,379.0,468.0,,,,,1663.5,,227.5,-260.5,,-405.3,640.8,-1265.0,,,-804.0,,False,True,True,True,True,,,,,False,,True,True,,True,True,True,,,True,
37121,27,32.0,,25.7,,24.0,22.0,,,,,54.5,,1.4,17.3,,24.9,61.2,,,,8.0,,5.0,,-1.3,,-3.0,-5.0,,,,,27.5,,-25.6,-9.7,,-2.1,34.2,,,,-19.0,,,True,,True,False,,,,,False,,False,False,,True,False,,,,False,
37123,294,236.0,,259.6,,174.0,229.0,,,,,183.1,,54.4,63.8,,102.0,219.3,,,,173.0,,-58.0,,-34.4,,-120.0,-65.0,,,,,-110.9,,-239.6,-230.2,,-192.0,-74.7,,,,-121.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37125,394,468.0,757.2,478.0,,450.0,639.0,,,,,578.1,,267.8,414.4,,154.4,455.4,,,,432.0,,74.0,363.2,84.0,,56.0,245.0,,,,,184.1,,-126.2,20.4,,-239.6,61.4,,,,38.0,,False,False,,True,False,,,,,False,,False,True,,False,True,,,,True,
37127,623,576.0,822.1,580.5,,533.0,536.0,,,,,630.8,,371.7,555.5,,481.1,538.4,,,,457.0,,-47.0,199.1,-42.5,,-90.0,-87.0,,,,,7.8,,-251.3,-67.5,,-141.9,-84.6,,,,-166.0,,False,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
37129,950,976.0,3226.0,987.5,,888.0,1185.0,,,,,1878.0,,343.7,441.5,,672.1,804.7,254.0,,,584.0,,26.0,2276.0,37.5,,-62.0,235.0,,,,,928.0,,-606.3,-508.5,,-277.9,-145.3,-696.0,,,-366.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37131,54,168.0,,191.6,,137.0,196.0,,,,,95.9,,18.4,106.3,,81.6,251.1,,,,94.0,,114.0,,137.6,,83.0,142.0,,,,,41.9,,-35.6,52.3,,27.6,197.1,,,,40.0,,,False,,True,False,,,,,True,,True,True,,True,False,,,,True,
37133,622,520.0,983.0,486.8,,495.0,269.0,,,,,1429.2,,348.8,503.5,,376.3,907.8,351.0,,,431.0,,-102.0,361.0,-135.2,,-127.0,-353.0,,,,,807.2,,-273.2,-118.5,,-245.7,285.8,-271.0,,,-191.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37135,1110,252.0,752.7,254.3,,231.0,157.0,,,,,546.8,,189.7,210.6,,250.5,224.0,151.0,,,159.0,,-858.0,-357.3,-855.7,,-879.0,-953.0,,,,,-563.2,,-920.3,-899.4,,-859.5,-886.0,-959.0,,,-951.0,,True,True,,False,False,,,,,True,,False,False,,False,False,False,,,False,
37137,155,40.0,,40.8,,29.0,42.0,,,,,62.7,,6.4,21.8,,29.5,30.9,,,,46.0,,-115.0,,-114.2,,-126.0,-113.0,,,,,-92.3,,-148.6,-133.2,,-125.5,-124.1,,,,-109.0,,,True,,False,True,,,,,True,,False,False,,False,False,,,,True,
37139,186,176.0,,189.4,,167.0,261.0,,,,,231.6,,101.9,154.0,,1243.6,136.9,,,,169.0,,-10.0,,3.4,,-19.0,75.0,,,,,45.6,,-84.1,-32.0,,1057.6,-49.1,,,,-17.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37141,131,168.0,277.6,155.9,,147.0,84.0,,,,,369.6,,34.2,147.2,,126.9,125.3,,,,91.0,,37.0,146.6,24.9,,16.0,-47.0,,,,,238.6,,-96.8,16.2,,-4.1,-5.7,,,,-40.0,,False,True,,True,False,,,,,False,,False,True,,True,True,,,,False,
37143,63,80.0,,79.1,,68.0,71.0,,,,,73.2,,5.7,61.1,,95.5,54.3,,,,108.0,,17.0,,16.1,,5.0,8.0,,,,,10.2,,-57.3,-1.9,,32.5,-8.7,,,,45.0,,,True,,True,True,,,,,True,,False,True,,False,True,,,,False,
37145,135,68.0,,61.0,,64.0,70.0,,,,,162.6,,34.3,112.4,,42.0,96.2,,,,37.0,,-67.0,,-74.0,,-71.0,-65.0,,,,,27.6,,-100.7,-22.6,,-93.0,-38.8,,,,-98.0,,,False,,False,True,,,,,True,,False,True,,False,True,,,,False,
37147,2120,892.0,1830.6,849.9,,853.0,733.0,,,,,1121.0,,747.0,924.6,,695.4,415.7,994.0,,,655.0,,-1228.0,-289.4,-1270.1,,-1267.0,-1387.0,,,,,-999.0,,-1373.0,-1195.4,,-1424.6,-1704.3,-1126.0,,,-1465.0,,True,False,,False,False,,,,,True,,False,True,,False,False,True,,,False,
37149,95,100.0,,97.2,,87.0,136.0,,,,,103.5,,28.1,83.0,,44.6,96.6,,,,182.0,,5.0,,2.2,,-8.0,41.0,,,,,8.5,,-66.9,-12.0,,-50.4,1.6,,,,87.0,,,True,,False,False,,,,,False,,False,False,,False,True,,,,False,
37151,363,484.0,987.5,423.9,,398.0,375.0,,,,,455.1,,237.1,334.1,,430.3,453.5,262.0,,,326.0,,121.0,624.5,60.9,,35.0,12.0,,,,,92.1,,-125.9,-28.9,,67.3,90.5,-101.0,,,-37.0,,False,True,,True,True,,,,,True,,False,True,,True,True,True,,,True,
37153,225,108.0,,105.6,,93.0,88.0,,,,,177.6,,30.2,81.8,,94.8,81.7,,,,53.0,,-117.0,,-119.4,,-132.0,-137.0,,,,,-47.4,,-194.8,-143.2,,-130.2,-143.3,,,,-172.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,False,
37155,1117,712.0,1171.5,769.3,,489.0,251.0,,,,,624.7,,365.5,536.0,,147.9,486.7,453.0,,,333.0,,-405.0,54.5,-347.7,,-628.0,-866.0,,,,,-492.3,,-751.5,-581.0,,-969.1,-630.3,-664.0,,,-784.0,,True,True,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37157,440,328.0,534.4,317.2,,318.0,448.0,,,,,585.6,,127.6,231.2,,4869.1,304.8,,,,357.0,,-112.0,94.4,-122.8,,-122.0,8.0,,,,,145.6,,-312.4,-208.8,,4429.1,-135.2,,,,-83.0,,True,False,,False,True,,,,,False,,False,False,,False,False,,,,True,
37159,724,748.0,1042.5,768.9,,749.0,1108.0,,,,,687.8,,463.0,658.1,,1276.3,770.8,561.0,,,648.0,,24.0,318.5,44.9,,25.0,384.0,,,,,-36.2,,-261.0,-65.9,,552.3,46.8,-163.0,,,-76.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
37161,253,296.0,436.4,290.0,,296.0,197.0,,,,,538.6,,158.2,338.6,,188.1,519.4,,,,183.0,,43.0,183.4,37.0,,43.0,-56.0,,,,,285.6,,-94.8,85.6,,-64.9,266.4,,,,-70.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37163,349,332.0,302.8,349.5,,244.0,167.0,,,,,159.6,,194.9,304.4,,80.4,253.7,,,,263.0,,-17.0,-46.2,0.5,,-105.0,-182.0,,,,,-189.4,,-154.1,-44.6,,-268.6,-95.3,,,,-86.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37165,400,264.0,,264.6,,234.0,450.0,,,,,213.6,,134.3,204.0,,105.7,302.4,,,,272.0,,-136.0,,-135.4,,-166.0,50.0,,,,,-186.4,,-265.7,-196.0,,-294.3,-97.6,,,,-128.0,,,True,,False,True,,,,,False,,False,False,,False,True,,,,True,
37167,530,660.0,673.2,628.5,,551.0,1004.0,,,,,662.6,,423.8,454.9,,530.7,477.0,,,,469.0,,130.0,143.2,98.5,,21.0,474.0,,,,,132.6,,-106.2,-75.1,,0.7,-53.0,,,,-61.0,,False,True,,True,False,,,,,False,,True,True,,True,True,,,,True,
37169,68,140.0,,136.4,,132.0,195.0,,,,,285.1,,43.8,103.3,,246.7,109.6,,,,150.0,,72.0,,68.4,,64.0,127.0,,,,,217.1,,-24.2,35.3,,178.7,41.6,,,,82.0,,,True,,True,False,,,,,False,,True,True,,False,True,,,,False,
37171,260,272.0,367.7,252.4,,274.0,155.0,,,,,475.4,,179.8,332.7,,274.1,229.8,,,,197.0,,12.0,107.7,-7.6,,14.0,-105.0,,,,,215.4,,-80.2,72.7,,14.1,-30.2,,,,-63.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
37173,20,64.0,,59.0,,55.0,53.0,,,,,85.4,,25.0,46.2,,3.9,65.4,,,,74.0,,44.0,,39.0,,35.0,33.0,,,,,65.4,,5.0,26.2,,-16.1,45.4,,,,54.0,,,True,,True,True,,,,,False,,True,True,,True,False,,,,False,
37175,142,52.0,,65.4,,35.0,33.0,,,,,107.1,,4.2,37.9,,3.9,66.2,,,,33.0,,-90.0,,-76.6,,-107.0,-109.0,,,,,-34.9,,-137.8,-104.1,,-138.1,-75.8,,,,-109.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,False,
37177,11,28.0,,32.5,,14.0,0.0,,,,,26.5,,8.7,14.3,,10.9,41.8,,,,6.0,,17.0,,21.5,,3.0,-11.0,,,,,15.5,,-2.3,3.3,,-0.1,30.8,,,,-5.0,,,False,,True,True,,,,,True,,True,True,,True,False,,,,True,
37179,1063,1240.0,2040.5,1229.6,,1108.0,1508.0,,,,,1467.0,,549.0,985.1,,849.8,982.1,725.0,,,943.0,,177.0,977.5,166.6,,45.0,445.0,,,,,404.0,,-514.0,-77.9,,-213.2,-80.9,-338.0,,,-120.0,,False,True,,True,False,,,,,False,,False,True,,False,True,False,,,True,
37181,174,152.0,,145.8,,139.0,86.0,,,,,127.6,,48.8,158.6,,152.4,135.5,,,,101.0,,-22.0,,-28.2,,-35.0,-88.0,,,,,-46.4,,-125.2,-15.4,,-21.6,-38.5,,,,-73.0,,,False,,False,False,,,,,False,,False,True,,True,False,,,,False,
37183,3836,3748.0,8977.3,3743.4,3783.0,3694.0,4089.0,,,,,5412.7,,2847.0,2822.0,,3461.6,2639.7,3437.0,,,2602.0,,-88.0,5141.3,-92.6,-53.0,-142.0,253.0,,,,,1576.7,,-989.0,-1014.0,,-374.4,-1196.3,-399.0,,,-1234.0,,False,False,True,False,False,,,,,False,,False,False,,False,False,False,,,False,
37185,39,68.0,,66.6,,64.0,84.0,,,,,98.1,,8.4,45.2,,62.6,81.6,,,,52.0,,29.0,,27.6,,25.0,45.0,,,,,59.1,,-30.6,6.2,,23.6,42.6,,,,13.0,,,True,,True,False,,,,,False,,False,True,,True,False,,,,True,
