,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
23027,3,10.0,10.2,,5.0,0.0,,,,,9.0,15.4,,3.3,6.1,,30.0,,0.0,,7.8,,,,21.0,,7.0,7.2,,2.0,-3.0,,,,,6.0,12.4,,0.3,3.1,,27.0,,-3.0,,4.8,,,,18.0,,False,,True,True,,,,,True,False,,True,True,,False,,True,,True,,,,False,
23029,0,2.0,1.8,,0.0,0.0,,,,,0.0,5.2,,0.1,0.1,,11.0,,2.0,,,,,,2.0,,2.0,1.8,,0.0,0.0,,,,,0.0,5.2,,0.1,0.1,,11.0,,2.0,,,,,,2.0,,True,,True,True,,,,,True,False,,True,True,,False,,True,,,,,,False,
23031,134,106.0,113.7,,82.0,163.0,,,,,13.0,134.6,,49.0,86.6,124.0,108.0,,29.4,,89.6,132.0,,,175.0,,-28.0,-20.3,,-52.0,29.0,,,,,-121.0,0.6,,-85.0,-47.4,-10.0,-26.0,,-104.6,,-44.4,-2.0,,,41.0,,True,,False,False,,,,,False,True,,False,False,True,True,,False,,False,True,,,False,
24001,37,58.0,62.0,,57.0,98.0,,,,,51.0,147.7,,39.4,80.9,44.0,96.0,,105.4,,38.8,,,,86.0,37.9,21.0,25.0,,20.0,61.0,,,,,14.0,110.7,,2.4,43.9,7.0,59.0,,68.4,,1.8,,,,49.0,0.9,False,,True,False,,,,,True,False,,True,False,True,False,,False,,True,,,,False,True
24003,777,608.0,625.0,567.3,554.0,753.0,,,,,795.0,612.8,,450.8,536.2,512.0,812.0,,823.6,,533.1,415.0,,,507.0,614.6,-169.0,-152.0,-209.7,-223.0,-24.0,,,,,18.0,-164.2,,-326.2,-240.8,-265.0,35.0,,46.6,,-243.9,-362.0,,,-270.0,-162.4,True,False,False,True,,,,,True,True,,False,False,False,True,,True,,False,False,,,False,True
24005,1496,1476.0,1459.4,1508.6,1215.0,1806.0,,,,,1074.0,1600.6,,1249.5,1180.2,1087.0,1899.0,,823.2,,1328.0,1161.0,,,1232.0,1510.3,-20.0,-36.6,12.6,-281.0,310.0,,,,,-422.0,104.6,,-246.5,-315.8,-409.0,403.0,,-672.8,,-168.0,-335.0,,,-264.0,14.3,False,True,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,True
24009,53,52.0,41.4,,40.0,22.0,,,,,121.0,132.4,,17.7,38.9,41.0,60.0,,24.8,,115.3,,,,35.0,64.2,-1.0,-11.6,,-13.0,-31.0,,,,,68.0,79.4,,-35.3,-14.1,-12.0,7.0,,-28.2,,62.3,,,,-18.0,11.2,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
24011,86,34.0,34.9,,22.0,14.0,,,,,39.0,46.5,,7.6,23.9,27.0,74.0,,16.7,,29.1,,,,30.0,31.1,-52.0,-51.1,,-64.0,-72.0,,,,,-47.0,-39.5,,-78.4,-62.1,-59.0,-12.0,,-69.3,,-56.9,,,,-56.0,-54.9,True,,False,False,,,,,True,True,,False,False,False,True,,False,,False,,,,False,False
24013,131,70.0,70.1,,67.0,44.0,,,,,198.0,132.1,,34.5,76.9,88.0,129.0,,66.5,,87.8,60.0,,,60.0,89.4,-61.0,-60.9,,-64.0,-87.0,,,,,67.0,1.1,,-96.5,-54.1,-43.0,-2.0,,-64.5,,-43.2,-71.0,,,-71.0,-41.6,True,,False,False,,,,,False,True,,False,True,True,True,,False,,True,False,,,False,True
24015,81,66.0,59.6,,49.0,39.0,,,,,119.0,110.5,,20.3,56.6,48.0,100.0,,47.3,,52.0,,,,52.0,61.2,-15.0,-21.4,,-32.0,-42.0,,,,,38.0,29.5,,-60.7,-24.4,-33.0,19.0,,-33.7,,-29.0,,,,-29.0,-19.8,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,False
24017,200,196.0,189.8,,155.0,146.0,,,,,205.0,235.5,,85.7,163.5,152.0,295.0,,146.0,,326.6,132.0,,,190.0,247.9,-4.0,-10.2,,-45.0,-54.0,,,,,5.0,35.5,,-114.3,-36.5,-48.0,95.0,,-54.0,,126.6,-68.0,,,-10.0,47.9,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
24019,59,50.0,49.6,,50.0,61.0,,,,,53.0,90.1,,16.2,44.4,30.0,0.0,,53.0,,40.8,,,,54.0,51.3,-9.0,-9.4,,-9.0,2.0,,,,,-6.0,31.1,,-42.8,-14.6,-29.0,-59.0,,-6.0,,-18.2,,,,-5.0,-7.7,False,,False,True,,,,,True,False,,False,False,False,False,,True,,False,,,,True,True
24021,270,250.0,236.7,,262.0,382.0,,,,,266.0,195.3,,172.9,265.3,216.0,422.0,,367.1,,248.9,322.0,,,287.0,208.6,-20.0,-33.3,,-8.0,112.0,,,,,-4.0,-74.7,,-97.1,-4.7,-54.0,152.0,,97.1,,-21.1,52.0,,,17.0,-61.4,False,,True,False,,,,,True,False,,False,True,False,False,,False,,False,False,,,True,False
24023,4,6.0,3.7,,3.0,14.0,,,,,12.0,23.5,,1.0,2.8,,17.0,,0.0,,3.9,,,,10.0,8.7,2.0,-0.3,,-1.0,10.0,,,,,8.0,19.5,,-3.0,-1.2,,13.0,,-4.0,,-0.1,,,,6.0,4.7,True,,True,False,,,,,False,False,,False,True,,False,,False,,True,,,,False,False
24025,327,320.0,325.5,,304.0,381.0,,,,,321.0,468.7,,242.3,307.5,210.0,340.0,,306.9,,296.9,285.0,,,344.0,381.6,-7.0,-1.5,,-23.0,54.0,,,,,-6.0,141.7,,-84.7,-19.5,-117.0,13.0,,-20.1,,-30.1,-42.0,,,17.0,54.6,True,,False,False,,,,,True,False,,False,False,False,False,,False,,False,False,,,False,False
24027,350,304.0,303.0,,249.0,213.0,,,,,417.0,401.7,,172.3,272.0,255.0,380.0,,269.8,,242.1,184.0,,,264.0,456.6,-46.0,-47.0,,-101.0,-137.0,,,,,67.0,51.7,,-177.7,-78.0,-95.0,30.0,,-80.2,,-107.9,-166.0,,,-86.0,106.6,False,,False,False,,,,,False,False,,False,False,False,True,,False,,False,False,,,False,False
24029,17,24.0,22.4,,21.0,26.0,,,,,24.0,14.0,,2.9,12.4,14.0,51.0,,28.7,,20.0,,,,22.0,21.4,7.0,5.4,,4.0,9.0,,,,,7.0,-3.0,,-14.1,-4.6,-3.0,34.0,,11.7,,3.0,,,,5.0,4.4,True,,True,False,,,,,False,True,,False,True,True,False,,False,,True,,,,True,True
24031,1115,920.0,907.6,947.2,734.0,685.0,,,,,1224.0,816.2,,644.3,873.7,1029.0,1374.0,,312.1,,775.1,648.0,,,805.0,1347.5,-195.0,-207.4,-167.8,-381.0,-430.0,,,,,109.0,-298.8,,-470.7,-241.3,-86.0,259.0,,-802.9,,-339.9,-467.0,,,-310.0,232.5,False,True,False,False,,,,,True,False,,False,False,True,False,,False,,False,False,,,False,False
24033,1515,1510.0,1559.0,1244.6,1252.0,1235.0,,,,,1405.0,1327.4,,1000.3,1292.9,1503.0,1833.0,,1546.5,,1211.3,1189.0,,,1269.0,1585.5,-5.0,44.0,-270.4,-263.0,-280.0,,,,,-110.0,-187.6,,-514.7,-222.1,-12.0,318.0,,31.5,,-303.7,-326.0,,,-246.0,70.5,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
24035,65,84.0,85.6,,66.0,111.0,,,,,60.0,96.2,,20.7,56.0,41.0,71.0,,79.2,,70.9,,,,90.0,69.6,19.0,20.6,,1.0,46.0,,,,,-5.0,31.2,,-44.3,-9.0,-24.0,6.0,,14.2,,5.9,,,,25.0,4.6,False,,True,False,,,,,True,False,,False,True,False,True,,True,,True,,,,False,True
24037,67,74.0,74.8,,61.0,44.0,,,,,152.0,143.6,,12.8,50.7,53.0,,,31.2,,72.0,,,,56.0,90.0,7.0,7.8,,-6.0,-23.0,,,,,85.0,76.6,,-54.2,-16.3,-14.0,,,-35.8,,5.0,,,,-11.0,23.0,False,,True,False,,,,,False,False,,False,False,False,,,False,,True,,,,False,False
24039,29,58.0,58.7,,35.0,101.0,,,,,30.0,54.0,,27.0,39.8,,85.0,,24.3,,48.4,,,,87.0,28.4,29.0,29.7,,6.0,72.0,,,,,1.0,25.0,,-2.0,10.8,,56.0,,-4.7,,19.4,,,,58.0,-0.6,False,,True,False,,,,,True,True,,True,True,,False,,True,,True,,,,False,True
24041,52,36.0,29.6,,35.0,16.0,,,,,58.0,86.6,,30.9,51.8,40.0,44.0,,34.6,,29.0,,,,27.0,49.1,-16.0,-22.4,,-17.0,-36.0,,,,,6.0,34.6,,-21.1,-0.2,-12.0,-8.0,,-17.4,,-23.0,,,,-25.0,-2.9,False,,False,False,,,,,True,False,,False,True,True,True,,False,,False,,,,False,True
24043,171,180.0,177.0,,180.0,365.0,,,,,133.0,204.2,,149.0,230.8,130.0,262.0,,278.5,,105.5,265.0,,,258.0,134.7,9.0,6.0,,9.0,194.0,,,,,-38.0,33.2,,-22.0,59.8,-41.0,91.0,,107.5,,-65.5,94.0,,,87.0,-36.3,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,False
24045,192,104.0,89.5,,102.0,103.0,,,,,146.0,116.5,,100.1,145.2,102.0,122.0,,94.0,,109.5,,,,106.0,104.5,-88.0,-102.5,,-90.0,-89.0,,,,,-46.0,-75.5,,-91.9,-46.8,-90.0,-70.0,,-98.0,,-82.5,,,,-86.0,-87.5,False,,False,False,,,,,True,True,,False,True,False,True,,False,,True,,,,True,True
24047,124,68.0,72.1,,47.0,20.0,,,,,37.0,94.6,,25.2,59.0,52.0,67.0,,22.9,,72.2,,,,41.0,85.7,-56.0,-51.9,,-77.0,-104.0,,,,,-87.0,-29.4,,-98.8,-65.0,-72.0,-57.0,,-101.1,,-51.8,,,,-83.0,-38.3,True,,False,False,,,,,False,True,,False,False,False,False,,False,,True,,,,False,True
24510,870,1112.0,1171.5,997.9,922.0,722.0,,,,,1104.0,1273.1,,736.2,917.0,905.0,1708.0,,941.4,,910.6,678.0,,,830.0,1390.6,242.0,301.5,127.9,52.0,-148.0,,,,,234.0,403.1,,-133.8,47.0,35.0,838.0,,71.4,,40.6,-192.0,,,-40.0,520.6,False,True,True,True,,,,,True,False,,True,True,True,False,,True,,True,True,,,True,False
25001,73,0.0,0.0,,0.0,0.0,,,,,0.0,43.1,,219.1,6.5,,54.0,,7.3,,0.0,0.0,,,0.0,13.5,-73.0,-73.0,,-73.0,-73.0,,,,,-73.0,-29.9,,146.1,-66.5,,-19.0,,-65.7,,-73.0,-73.0,,,-73.0,-59.5,False,,False,False,,,,,False,True,,False,True,,True,,True,,False,False,,,False,True
25003,24,0.0,0.0,,2.0,0.0,,,,,2.0,25.9,,37.7,4.0,,59.0,,0.3,,0.0,,,,0.0,5.0,-24.0,-24.0,,-22.0,-24.0,,,,,-22.0,1.9,,13.7,-20.0,,35.0,,-23.7,,-24.0,,,,-24.0,-19.0,False,,True,False,,,,,True,True,,True,True,,False,,True,,False,,,,False,True
25005,425,0.0,0.0,523.5,22.0,19.0,,,,,2562.0,247.6,,0.0,77.8,,0.0,,26.3,,0.0,0.0,,,0.0,28.3,-425.0,-425.0,98.5,-403.0,-406.0,,,,,2137.0,-177.4,,-425.0,-347.2,,-425.0,,-398.7,,-425.0,-425.0,,,-425.0,-396.7,False,True,True,True,,,,,False,True,,True,True,,False,,True,,False,False,,,False,True
25007,0,0.0,0.0,,0.0,0.0,,,,,56.0,10.2,,,0.0,,9.0,,0.0,,0.0,,,,,2.5,0.0,0.0,,0.0,0.0,,,,,56.0,10.2,,,0.0,,9.0,,0.0,,0.0,,,,,2.5,True,,True,True,,,,,False,False,,,True,,False,,True,,True,,,,,False
25009,701,0.0,0.0,1382.3,34.0,44.0,,,,,396.0,414.5,,5.9,147.8,,0.0,,24.6,,5.0,2.0,,,0.0,57.4,-701.0,-701.0,681.3,-667.0,-657.0,,,,,-305.0,-286.5,,-695.1,-553.2,,-701.0,,-676.4,,-696.0,-699.0,,,-701.0,-643.6,False,True,True,True,,,,,True,True,,True,True,,False,,True,,True,True,,,False,True
25011,13,0.0,0.0,,2.0,0.0,,,,,7.0,25.4,,33.7,1.5,,41.0,,3.1,,0.0,,,,0.0,6.1,-13.0,-13.0,,-11.0,-13.0,,,,,-6.0,12.4,,20.7,-11.5,,28.0,,-9.9,,-13.0,,,,-13.0,-6.9,False,,True,False,,,,,True,True,,False,True,,False,,True,,False,,,,False,True
25013,202,0.0,0.0,551.3,26.0,15.0,,,,,147.0,195.5,,0.3,55.9,,0.0,,15.4,,23.2,4.0,,,0.0,44.9,-202.0,-202.0,349.3,-176.0,-187.0,,,,,-55.0,-6.5,,-201.7,-146.1,,-202.0,,-186.6,,-178.8,-198.0,,,-202.0,-157.1,False,False,True,True,,,,,True,True,,True,True,,False,,True,,True,True,,,False,True
25015,53,0.0,0.0,,4.0,3.0,,,,,14.0,105.5,,193.9,11.9,,0.0,,2.9,,0.0,0.0,,,0.0,11.2,-53.0,-53.0,,-49.0,-50.0,,,,,-39.0,52.5,,140.9,-41.1,,-53.0,,-50.1,,-53.0,-53.0,,,-53.0,-41.8,False,,True,True,,,,,True,True,,False,True,,False,,True,,False,False,,,False,True
25017,811,0.0,0.0,1523.1,38.0,54.0,,,,,1426.0,849.4,,7.9,313.2,,0.0,,21.6,,0.0,13.0,,,0.0,65.8,-811.0,-811.0,712.1,-773.0,-757.0,,,,,615.0,38.4,,-803.1,-497.8,,-811.0,,-789.4,,-811.0,-798.0,,,-811.0,-745.2,False,True,True,True,,,,,True,True,,True,True,,False,,True,,False,True,,,False,True
25019,0,0.0,0.0,,0.0,0.0,,,,,0.0,3.9,,,0.0,,6.0,,0.0,,0.0,,,,,2.5,0.0,0.0,,0.0,0.0,,,,,0.0,3.9,,,0.0,,6.0,,0.0,,0.0,,,,,2.5,True,,True,True,,,,,True,False,,,False,,False,,True,,True,,,,,False
25021,291,0.0,0.0,546.2,46.0,22.0,,,,,1025.0,250.1,,0.0,69.3,,0.0,,580.8,,0.0,0.0,,,0.0,61.8,-291.0,-291.0,255.2,-245.0,-269.0,,,,,734.0,-40.9,,-291.0,-221.7,,-291.0,,289.8,,-291.0,-291.0,,,-291.0,-229.2,False,True,True,True,,,,,False,True,,True,True,,False,,True,,False,False,,,False,True
25023,255,0.0,0.0,454.7,16.0,19.0,,,,,1866.0,207.2,,0.0,65.9,,0.0,,11.5,,0.0,0.0,,,0.0,25.7,-255.0,-255.0,199.7,-239.0,-236.0,,,,,1611.0,-47.8,,-255.0,-189.1,,-255.0,,-243.5,,-255.0,-255.0,,,-255.0,-229.3,False,True,True,True,,,,,False,True,,True,True,,False,,True,,False,False,,,False,True
25025,973,0.0,0.0,2050.1,51.0,63.0,,,,,1915.0,569.3,,0.0,193.5,,277.0,,17.6,,27.6,3.0,,,0.0,33.0,-973.0,-973.0,1077.1,-922.0,-910.0,,,,,942.0,-403.7,,-973.0,-779.5,,-696.0,,-955.4,,-945.4,-970.0,,,-973.0,-940.0,False,False,True,True,,,,,True,True,,True,True,,True,,True,,True,True,,,False,True
25027,379,0.0,0.0,809.4,20.0,24.0,,,,,744.0,354.7,,1.2,120.6,,0.0,,11.4,,0.0,16.0,,,0.0,38.4,-379.0,-379.0,430.4,-359.0,-355.0,,,,,365.0,-24.3,,-377.8,-258.4,,-379.0,,-367.6,,-379.0,-363.0,,,-379.0,-340.6,False,False,True,True,,,,,True,True,,True,True,,False,,True,,False,True,,,False,True
26001,8,2.0,2.3,,0.0,0.0,,,,,0.0,7.3,,0.5,0.3,0.0,5.0,,1.4,,2.3,,,,3.0,2.8,-6.0,-5.7,,-8.0,-8.0,,,,,-8.0,-0.7,,-7.5,-7.7,-8.0,-3.0,,-6.6,,-5.7,,,,-5.0,-5.2,True,,False,False,,,,,False,True,,False,False,False,True,,False,,True,,,,True,True
26003,1,2.0,1.8,,2.0,0.0,,,,,27.0,7.8,,,0.8,,,,5.6,,,,,,1.0,3.4,1.0,0.8,,1.0,-1.0,,,,,26.0,6.8,,,-0.2,,,,4.6,,,,,,0.0,2.4,True,,False,False,,,,,False,False,,,True,,,,False,,,,,,True,False
26005,80,38.0,38.1,,45.0,43.0,,,,,71.0,96.3,,37.7,62.3,51.0,0.0,,47.6,,30.3,,,,52.0,46.7,-42.0,-41.9,,-35.0,-37.0,,,,,-9.0,16.3,,-42.3,-17.7,-29.0,-80.0,,-32.4,,-49.7,,,,-28.0,-33.3,True,,True,True,,,,,True,True,,False,True,True,False,,True,,False,,,,True,True
26007,2,4.0,4.3,,2.0,0.0,,,,,4.0,13.8,,0.0,2.4,,0.0,,1.7,,4.0,,,,3.0,2.8,2.0,2.3,,0.0,-2.0,,,,,2.0,11.8,,-2.0,0.4,,-2.0,,-0.3,,2.0,,,,1.0,0.8,False,,True,False,,,,,False,False,,True,True,,False,,True,,True,,,,True,True
26009,11,20.0,21.7,,12.0,34.0,,,,,14.0,19.2,,2.9,11.7,,19.0,,3.7,,19.4,,,,42.0,10.8,9.0,10.7,,1.0,23.0,,,,,3.0,8.2,,-8.1,0.7,,8.0,,-7.3,,8.4,,,,31.0,-0.2,False,,True,False,,,,,True,True,,True,True,,True,,True,,True,,,,False,True
26011,15,2.0,1.9,,2.0,0.0,,,,,2.0,16.4,,1.0,1.3,0.0,4.0,,3.8,,1.3,,,,3.0,2.8,-13.0,-13.1,,-13.0,-15.0,,,,,-13.0,1.4,,-14.0,-13.7,-15.0,-11.0,,-11.2,,-13.7,,,,-12.0,-12.2,False,,False,False,,,,,False,True,,False,False,False,True,,True,,False,,,,True,True
26013,4,6.0,6.0,,1.0,0.0,,,,,2.0,1.9,,0.1,1.1,,15.0,,0.3,,4.1,,,,11.0,3.5,2.0,2.0,,-3.0,-4.0,,,,,-2.0,-2.1,,-3.9,-2.9,,11.0,,-3.7,,0.1,,,,7.0,-0.5,False,,False,False,,,,,False,False,,False,False,,False,,False,,True,,,,False,True
26015,26,6.0,7.9,,11.0,14.0,,,,,39.0,31.5,,4.2,19.9,12.0,51.0,,11.9,,4.6,,,,4.0,12.3,-20.0,-18.1,,-15.0,-12.0,,,,,13.0,5.5,,-21.8,-6.1,-14.0,25.0,,-14.1,,-21.4,,,,-22.0,-13.7,True,,True,True,,,,,True,True,,False,True,True,False,,True,,False,,,,False,True
26017,106,120.0,115.6,,96.0,105.0,,,,,83.0,262.9,,52.9,108.5,93.0,0.0,,77.3,,111.8,,,,89.0,115.0,14.0,9.6,,-10.0,-1.0,,,,,-23.0,156.9,,-53.1,2.5,-13.0,-106.0,,-28.7,,5.8,,,,-17.0,9.0,True,,True,True,,,,,False,False,,False,True,True,False,,False,,True,,,,False,True
26019,19,6.0,8.0,,7.0,27.0,,,,,15.0,13.3,,2.1,6.0,,7.0,,15.5,,4.9,,,,7.0,6.3,-13.0,-11.0,,-12.0,8.0,,,,,-4.0,-5.7,,-16.9,-13.0,,-12.0,,-3.5,,-14.1,,,,-12.0,-12.7,True,,True,True,,,,,True,True,,False,True,,True,,True,,False,,,,True,True
26021,148,128.0,134.9,,101.0,107.0,,,,,119.0,232.0,,52.2,100.3,121.0,124.0,,47.5,,107.0,91.0,,,152.0,136.8,-20.0,-13.1,,-47.0,-41.0,,,,,-29.0,84.0,,-95.8,-47.7,-27.0,-24.0,,-100.5,,-41.0,-57.0,,,4.0,-11.2,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,True
26023,106,40.0,44.1,,35.0,37.0,,,,,36.0,89.3,,11.6,33.3,34.0,171.0,,26.8,,41.4,,,,39.0,31.6,-66.0,-61.9,,-71.0,-69.0,,,,,-70.0,-16.7,,-94.4,-72.7,-72.0,65.0,,-79.2,,-64.6,,,,-67.0,-74.4,True,,False,False,,,,,False,True,,False,False,False,True,,False,,True,,,,False,False
26025,197,76.0,77.7,,71.0,70.0,,,,,111.0,179.1,,29.8,74.1,69.0,174.0,,84.7,,65.9,55.0,,,68.0,69.5,-121.0,-119.3,,-126.0,-127.0,,,,,-86.0,-17.9,,-167.2,-122.9,-128.0,-23.0,,-112.3,,-131.1,-142.0,,,-129.0,-127.5,True,,False,False,,,,,True,True,,False,False,False,True,,True,,False,False,,,False,False
26027,51,44.0,46.7,,42.0,37.0,,,,,43.0,97.4,,12.7,47.8,37.0,10.0,,51.6,,31.8,,,,51.0,46.7,-7.0,-4.3,,-9.0,-14.0,,,,,-8.0,46.4,,-38.3,-3.2,-14.0,-41.0,,0.6,,-19.2,,,,0.0,-4.3,True,,False,False,,,,,False,False,,False,True,False,False,,True,,False,,,,True,True
26029,17,18.0,18.0,,13.0,26.0,,,,,19.0,31.2,,1.4,8.9,7.0,20.0,,6.6,,18.0,,,,32.0,9.1,1.0,1.0,,-4.0,9.0,,,,,2.0,14.2,,-15.6,-8.1,-10.0,3.0,,-10.4,,1.0,,,,15.0,-7.9,True,,False,False,,,,,False,False,,False,False,False,False,,False,,True,,,,False,False
26031,21,14.0,12.7,,8.0,16.0,,,,,8.0,34.7,,1.6,10.8,,0.0,,2.3,,10.9,,,,16.0,10.7,-7.0,-8.3,,-13.0,-5.0,,,,,-13.0,13.7,,-19.4,-10.2,,-21.0,,-18.7,,-10.1,,,,-5.0,-10.3,False,,False,True,,,,,False,False,,False,False,,False,,False,,False,,,,True,False
26033,17,8.0,6.6,,6.0,8.0,,,,,22.0,19.1,,1.6,3.5,,0.0,,4.7,,8.5,,,,5.0,7.1,-9.0,-10.4,,-11.0,-9.0,,,,,5.0,2.1,,-15.4,-13.5,,-17.0,,-12.3,,-8.5,,,,-12.0,-9.9,False,,False,False,,,,,True,True,,False,False,,False,,False,,True,,,,False,False
26035,14,26.0,27.0,,19.0,40.0,,,,,22.0,61.7,,4.2,14.7,16.0,0.0,,12.9,,31.7,,,,21.0,26.0,12.0,13.0,,5.0,26.0,,,,,8.0,47.7,,-9.8,0.7,2.0,-14.0,,-1.1,,17.7,,,,7.0,12.0,False,,True,False,,,,,True,False,,True,True,True,False,,True,,False,,,,True,False
26037,99,22.0,28.5,,17.0,14.0,,,,,67.0,72.2,,10.9,31.6,32.0,0.0,,10.5,,20.2,,,,33.0,28.5,-77.0,-70.5,,-82.0,-85.0,,,,,-32.0,-26.8,,-88.1,-67.4,-67.0,-99.0,,-88.5,,-78.8,,,,-66.0,-70.5,True,,False,False,,,,,True,True,,False,True,True,False,,False,,False,,,,True,True
26039,1,6.0,7.5,,4.0,0.0,,,,,10.0,17.5,,0.2,2.2,9.0,13.0,,7.0,,7.0,,,,8.0,6.1,5.0,6.5,,3.0,-1.0,,,,,9.0,16.5,,-0.8,1.2,8.0,12.0,,6.0,,6.0,,,,7.0,5.1,False,,True,True,,,,,False,False,,True,True,False,False,,False,,False,,,,False,False
26041,53,36.0,37.5,,27.0,40.0,,,,,25.0,75.9,,21.4,39.2,26.0,11.0,,27.4,,25.2,,,,34.0,34.7,-17.0,-15.5,,-26.0,-13.0,,,,,-28.0,22.9,,-31.6,-13.8,-27.0,-42.0,,-25.6,,-27.8,,,,-19.0,-18.3,True,,False,True,,,,,False,False,,False,True,False,False,,False,,False,,,,False,False
26043,6,4.0,4.2,,3.0,3.0,,,,,14.0,26.6,,1.5,2.4,,0.0,,1.4,,4.1,,,,1.0,5.7,-2.0,-1.8,,-3.0,-3.0,,,,,8.0,20.6,,-4.5,-3.6,,-6.0,,-4.6,,-1.9,,,,-5.0,-0.3,True,,False,False,,,,,False,False,,False,False,,False,,False,,True,,,,False,True
26045,52,30.0,30.7,,27.0,14.0,,,,,75.0,103.4,,8.9,27.8,40.0,76.0,,23.3,,32.2,,,,37.0,30.3,-22.0,-21.3,,-25.0,-38.0,,,,,23.0,51.4,,-43.1,-24.2,-12.0,24.0,,-28.7,,-19.8,,,,-15.0,-21.7,True,,False,False,,,,,False,False,,False,False,True,False,,False,,True,,,,True,True
26047,34,52.0,54.5,,40.0,99.0,,,,,20.0,53.9,,22.5,44.0,,65.0,,51.4,,35.6,,,,71.0,25.2,18.0,20.5,,6.0,65.0,,,,,-14.0,19.9,,-11.5,10.0,,31.0,,17.4,,1.6,,,,37.0,-8.8,False,,True,False,,,,,True,False,,True,True,,False,,True,,True,,,,False,True
26049,189,218.0,236.0,,187.0,320.0,,,,,393.0,578.6,,126.5,186.6,268.0,580.0,,127.9,,230.6,179.0,,,243.0,224.0,29.0,47.0,,-2.0,131.0,,,,,204.0,389.6,,-62.5,-2.4,79.0,391.0,,-61.1,,41.6,-10.0,,,54.0,35.0,False,,True,False,,,,,False,False,,False,True,False,False,,False,,False,True,,,False,False
26051,8,14.0,3.9,,8.0,14.0,,,,,10.0,22.4,,4.0,10.2,,31.0,,6.0,,13.7,,,,20.0,9.4,6.0,-4.1,,0.0,6.0,,,,,2.0,14.4,,-4.0,2.2,,23.0,,-2.0,,5.7,,,,12.0,1.4,True,,True,False,,,,,True,False,,True,True,,False,,True,,True,,,,False,True
26053,7,16.0,21.7,,8.0,5.0,,,,,10.0,29.7,,5.2,15.2,15.0,0.0,,4.7,,11.9,,,,10.0,23.3,9.0,14.7,,1.0,-2.0,,,,,3.0,22.7,,-1.8,8.2,8.0,-7.0,,-2.3,,4.9,,,,3.0,16.3,False,,True,True,,,,,True,False,,True,True,True,True,,True,,True,,,,True,False
26055,107,78.0,82.2,,66.0,91.0,,,,,114.0,126.2,,44.6,66.5,50.0,168.0,,31.3,,67.2,,,,89.0,60.1,-29.0,-24.8,,-41.0,-16.0,,,,,7.0,19.2,,-62.4,-40.5,-57.0,61.0,,-75.7,,-39.8,,,,-18.0,-46.9,True,,False,True,,,,,True,True,,False,False,False,False,,False,,False,,,,True,False
