,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
12083,1633,2703.0,5366.9,2891.2,1926.1,1881.0,1642.0,,,,,1327.0,3425.6,,2198.2,1687.4,1936.6,1174.0,,1033.8,,2260.2,1352.0,,,2381.0,,10254.4,1070.0,3733.9,1258.2,293.1,248.0,9.0,,,,,-306.0,1792.6,,565.2,54.4,303.6,-459.0,,-599.2,,627.2,-281.0,,,748.0,,8621.4,False,False,True,True,True,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,,False
12085,656,333.0,913.8,335.1,,261.0,297.0,,,,,359.0,243.0,,155.9,256.4,144.1,409.0,,229.7,,287.2,131.0,,,249.0,,1651.9,-323.0,257.8,-320.9,,-395.0,-359.0,,,,,-297.0,-413.0,,-500.1,-399.6,-511.9,-247.0,,-426.3,,-368.8,-525.0,,,-407.0,,995.9,True,True,,False,False,,,,,True,False,,False,False,False,True,,False,,False,False,,,False,,False
12086,16611,39570.0,58679.3,40370.5,32440.7,31839.0,66150.0,,,,,4687.0,20488.3,,35824.4,20862.8,,21926.0,,17537.7,,41240.8,21201.0,,,0.0,,71754.7,22959.0,42068.3,23759.5,15829.7,15228.0,49539.0,,,,,-11924.0,3877.3,,19213.4,4251.8,,5315.0,,926.7,,24629.8,4590.0,,,-16611.0,,55143.7,False,False,True,True,False,,,,,True,True,,True,True,,True,,True,,False,True,,,True,,False
12087,137,324.0,1302.5,323.0,,225.0,187.0,,,,,169.0,375.2,,257.7,256.2,227.6,222.0,,244.4,,219.2,,,,280.0,,5358.7,187.0,1165.5,186.0,,88.0,50.0,,,,,32.0,238.2,,120.7,119.2,90.6,85.0,,107.4,,82.2,,,,143.0,,5221.7,False,True,,True,True,,,,,True,False,,True,True,True,True,,True,,True,,,,True,,False
12089,478,291.0,1021.7,312.3,,237.0,222.0,,,,,572.0,339.3,,246.7,265.5,176.9,192.0,,213.0,,158.0,,,,255.0,,1890.8,-187.0,543.7,-165.7,,-241.0,-256.0,,,,,94.0,-138.7,,-231.3,-212.5,-301.1,-286.0,,-265.0,,-320.0,,,,-223.0,,1412.8,False,True,,False,False,,,,,True,True,,False,False,False,False,,False,,False,,,,False,,False
12091,665,744.0,1681.7,745.6,,558.0,311.0,,,,,1515.0,1019.0,,500.2,557.7,642.4,473.0,,194.8,,656.6,341.0,,,867.0,,1776.8,79.0,1016.7,80.6,,-107.0,-354.0,,,,,850.0,354.0,,-164.8,-107.3,-22.6,-192.0,,-470.2,,-8.4,-324.0,,,202.0,,1111.8,False,False,,False,False,,,,,False,False,,False,False,True,False,,False,,True,False,,,False,,False
12093,154,294.0,,278.3,,227.0,217.0,,,,,261.0,228.8,,101.9,240.0,1.2,169.0,,226.8,,294.7,,,,150.0,,2044.8,140.0,,124.3,,73.0,63.0,,,,,107.0,74.8,,-52.1,86.0,-152.8,15.0,,72.8,,140.7,,,,-4.0,,1890.8,,True,,True,True,,,,,True,True,,True,True,False,True,,True,,False,,,,True,,False
12095,3786,5355.0,21922.5,5278.9,5763.8,4194.0,3805.0,,,,,5349.0,6291.4,,4829.2,4101.2,1760.5,4111.0,,2422.7,,3778.3,2777.0,,,3141.0,,11996.9,1569.0,18136.5,1492.9,1977.8,408.0,19.0,,,,,1563.0,2505.4,,1043.2,315.2,-2025.5,325.0,,-1363.3,,-7.7,-1009.0,,,-645.0,,8210.9,False,True,False,True,True,,,,,True,False,,True,True,False,True,,True,,True,True,,,True,,False
12097,1244,1980.0,6599.7,2013.7,1625.2,1562.0,1465.0,,,,,1786.0,1692.5,,1749.6,1481.9,1008.9,1332.0,,911.0,,2647.2,909.0,,,1157.0,,6325.4,736.0,5355.7,769.7,381.2,318.0,221.0,,,,,542.0,448.5,,505.6,237.9,-235.1,88.0,,-333.0,,1403.2,-335.0,,,-87.0,,5081.4,False,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,False,True,,,True,,False
12099,4003,6906.0,18826.8,6989.9,8056.8,5183.0,5370.0,,,,,4956.0,5087.0,,5532.4,4742.8,1883.2,4849.0,,4356.7,,7540.6,3143.0,,,4084.0,,14025.1,2903.0,14823.8,2986.9,4053.8,1180.0,1367.0,,,,,953.0,1084.0,,1529.4,739.8,-2119.8,846.0,,353.7,,3537.6,-860.0,,,81.0,,10022.1,False,False,False,True,True,,,,,True,True,,True,True,True,True,,True,,False,True,,,True,,False
12101,861,1272.0,6621.9,1276.5,1125.7,1014.0,721.0,,,,,1828.0,1942.6,,1016.0,952.7,714.7,913.0,,1038.5,,860.1,621.0,,,1139.0,,5334.3,411.0,5760.9,415.5,264.7,153.0,-140.0,,,,,967.0,1081.6,,155.0,91.7,-146.3,52.0,,177.5,,-0.9,-240.0,,,278.0,,4473.3,False,False,True,True,True,,,,,False,False,,True,True,True,True,,True,,True,True,,,True,,False
12103,1695,2805.0,11679.4,2844.5,2485.3,2201.0,2347.0,,,,,3220.0,3040.2,,2313.2,1964.5,1159.7,2248.0,,953.3,,2039.3,1399.0,,,2036.0,,6703.1,1110.0,9984.4,1149.5,790.3,506.0,652.0,,,,,1525.0,1345.2,,618.2,269.5,-535.3,553.0,,-741.7,,344.3,-296.0,,,341.0,,5008.1,False,False,True,True,True,,,,,False,False,,True,True,True,True,,True,,True,True,,,True,,False
12105,2381,3564.0,3677.0,3609.9,2658.0,2657.0,3542.0,,,,,2864.0,3386.6,,3052.2,2554.6,1371.5,2095.0,,1629.2,,2577.7,2002.0,,,2391.0,,9118.5,1183.0,1296.0,1228.9,277.0,276.0,1161.0,,,,,483.0,1005.6,,671.2,173.6,-1009.5,-286.0,,-751.8,,196.7,-379.0,,,10.0,,6737.5,False,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
12107,240,363.0,804.9,375.1,,242.0,247.0,,,,,469.0,349.6,,180.7,237.6,203.3,212.0,,167.8,,335.7,,,,246.0,,1709.5,123.0,564.9,135.1,,2.0,7.0,,,,,229.0,109.6,,-59.3,-2.4,-36.7,-28.0,,-72.2,,95.7,,,,6.0,,1469.5,False,False,,True,True,,,,,False,True,,True,True,True,True,,True,,True,,,,True,,False
12109,639,1065.0,2141.6,1102.0,,849.0,1472.0,,,,,1024.0,1167.6,,850.9,780.3,362.6,591.0,,721.9,,931.8,739.0,,,745.0,,4235.7,426.0,1502.6,463.0,,210.0,833.0,,,,,385.0,528.6,,211.9,141.3,-276.4,-48.0,,82.9,,292.8,100.0,,,106.0,,3596.7,False,False,,True,False,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,,False
12111,1080,1491.0,3920.4,1477.2,1081.1,1052.0,1424.0,,,,,917.0,1260.3,,1079.4,1040.2,746.1,888.0,,1021.6,,1403.2,821.0,,,1124.0,,2862.2,411.0,2840.4,397.2,1.1,-28.0,344.0,,,,,-163.0,180.3,,-0.6,-39.8,-333.9,-192.0,,-58.4,,323.2,-259.0,,,44.0,,1782.2,False,True,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
12113,718,948.0,2940.1,934.7,,685.0,509.0,,,,,1602.0,1014.1,,764.4,717.7,620.8,574.0,,231.8,,695.9,508.0,,,737.0,,2575.5,230.0,2222.1,216.7,,-33.0,-209.0,,,,,884.0,296.1,,46.4,-0.3,-97.2,-144.0,,-486.2,,-22.1,-210.0,,,19.0,,1857.5,False,True,,True,True,,,,,False,False,,True,True,True,True,,False,,True,True,,,True,,False
12115,731,1464.0,4014.0,1424.0,1366.2,1261.0,2256.0,,,,,1335.0,1935.1,,1348.7,1012.3,605.9,922.0,,664.5,,1123.8,893.0,,,1104.0,,3334.1,733.0,3283.0,693.0,635.2,530.0,1525.0,,,,,604.0,1204.1,,617.7,281.3,-125.1,191.0,,-66.5,,392.8,162.0,,,373.0,,2603.1,False,True,True,True,False,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,,False
12117,901,1128.0,2148.2,1149.0,1328.5,925.0,909.0,,,,,1778.0,1829.4,,904.6,854.8,576.1,902.0,,947.4,,857.7,588.0,,,903.0,,3503.9,227.0,1247.2,248.0,427.5,24.0,8.0,,,,,877.0,928.4,,3.6,-46.2,-324.9,1.0,,46.4,,-43.3,-313.0,,,2.0,,2602.9,False,False,False,True,True,,,,,False,False,,True,True,False,True,,True,,True,False,,,True,,False
12119,546,573.0,498.6,546.5,,549.0,717.0,,,,,443.0,633.0,,840.9,786.5,378.6,331.0,,637.9,,460.7,584.0,,,516.0,,2831.8,27.0,-47.4,0.5,,3.0,171.0,,,,,-103.0,87.0,,294.9,240.5,-167.4,-215.0,,91.9,,-85.3,38.0,,,-30.0,,2285.8,False,True,,True,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
12121,259,2496.0,,2549.2,,1002.0,2784.0,,,,,506.0,398.4,,3611.8,918.0,747.2,,,762.3,,1414.7,,,,0.0,,6065.8,2237.0,,2290.2,,743.0,2525.0,,,,,247.0,139.4,,3352.8,659.0,488.2,,,503.3,,1155.7,,,,-259.0,,5806.8,,False,,True,False,,,,,True,True,,False,True,True,,,True,,True,,,,True,,False
12123,132,435.0,,472.3,,384.0,509.0,,,,,751.0,308.8,,308.1,393.4,0.3,207.0,,293.9,,455.3,,,,0.0,,2711.6,303.0,,340.3,,252.0,377.0,,,,,619.0,176.8,,176.1,261.4,-131.7,75.0,,161.9,,323.3,,,,-132.0,,2579.6,,False,,True,False,,,,,False,True,,True,True,True,True,,True,,False,,,,True,,False
12125,173,552.0,,531.1,,233.0,562.0,,,,,371.0,146.5,,63.7,232.0,101.3,,,174.7,,394.6,,,,173.0,,3213.9,379.0,,358.1,,60.0,389.0,,,,,198.0,-26.5,,-109.3,59.0,-71.7,,,1.7,,221.6,,,,0.0,,3040.9,,True,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,True,,False
12127,1333,1869.0,5659.7,1949.9,1628.1,1619.0,1395.0,,,,,1741.0,2674.5,,1569.9,1241.0,1022.7,1122.0,,837.2,,1161.7,1651.0,,,1614.0,,6303.2,536.0,4326.7,616.9,295.1,286.0,62.0,,,,,408.0,1341.5,,236.9,-92.0,-310.3,-211.0,,-495.8,,-171.3,318.0,,,281.0,,4970.2,False,False,True,True,True,,,,,True,False,,True,True,True,True,,True,,True,True,,,True,,False
12129,183,252.0,,248.3,,110.0,101.0,,,,,821.0,279.2,,78.1,170.8,4.3,119.0,,67.5,,330.3,,,,153.0,,1059.0,69.0,,65.3,,-73.0,-82.0,,,,,638.0,96.2,,-104.9,-12.2,-178.7,-64.0,,-115.5,,147.3,,,,-30.0,,876.0,,True,,False,False,,,,,False,False,,False,True,False,True,,False,,False,,,,True,,False
12131,247,279.0,950.3,285.7,,196.0,158.0,,,,,533.0,327.5,,121.6,185.0,206.3,184.0,,124.6,,323.5,,,,255.0,,953.6,32.0,703.3,38.7,,-51.0,-89.0,,,,,286.0,80.5,,-125.4,-62.0,-40.7,-63.0,,-122.4,,76.5,,,,8.0,,706.6,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,True,,False
12133,107,249.0,,232.7,,145.0,161.0,,,,,361.0,220.5,,94.1,162.6,0.2,127.0,,67.9,,161.2,,,,143.0,,1351.5,142.0,,125.7,,38.0,54.0,,,,,254.0,113.5,,-12.9,55.6,-106.8,20.0,,-39.1,,54.2,,,,36.0,,1244.5,,True,,True,True,,,,,False,True,,True,True,True,True,,True,,True,,,,True,,False
13001,156,399.0,,371.7,,232.0,273.0,,,,,212.0,151.3,,199.3,256.0,146.3,241.0,,235.6,,397.0,,,,93.0,,723.8,243.0,,215.7,,76.0,117.0,,,,,56.0,-4.7,,43.3,100.0,-9.7,85.0,,79.6,,241.0,,,,-63.0,,567.8,,True,,True,True,,,,,True,True,,True,True,True,True,,True,,True,,,,True,,False
13003,66,99.0,,97.8,,62.0,61.0,,,,,123.0,37.7,,46.2,72.8,0.0,87.0,,61.4,,115.9,,,,31.0,,204.0,33.0,,31.8,,-4.0,-5.0,,,,,57.0,-28.3,,-19.8,6.8,-66.0,21.0,,-4.6,,49.9,,,,-35.0,,138.0,,True,,True,True,,,,,False,True,,True,True,False,True,,True,,False,,,,False,,False
13005,63,117.0,,116.4,,64.0,64.0,,,,,156.0,52.9,,45.7,77.6,0.9,107.0,,53.1,,104.8,,,,47.0,,207.9,54.0,,53.4,,1.0,1.0,,,,,93.0,-10.1,,-17.3,14.6,-62.1,44.0,,-9.9,,41.8,,,,-16.0,,144.9,,True,,True,True,,,,,False,True,,True,True,False,True,,True,,True,,,,True,,False
13007,4,24.0,,24.0,,15.0,0.0,,,,,30.0,10.0,,5.9,17.5,,21.0,,13.4,,21.3,,,,14.0,,40.8,20.0,,20.0,,11.0,-4.0,,,,,26.0,6.0,,1.9,13.5,,17.0,,9.4,,17.3,,,,10.0,,36.8,,False,,True,True,,,,,False,True,,True,True,,True,,True,,True,,,,True,,False
13009,642,339.0,,336.4,,282.0,338.0,,,,,258.0,242.2,,208.7,282.8,82.1,300.0,,390.7,,340.9,,,,246.0,,375.6,-303.0,,-305.6,,-360.0,-304.0,,,,,-384.0,-399.8,,-433.3,-359.2,-559.9,-342.0,,-251.3,,-301.1,,,,-396.0,,-266.4,,False,,False,False,,,,,False,False,,False,False,False,False,,True,,True,,,,False,,True
13011,103,90.0,,92.9,,72.0,94.0,,,,,76.0,103.7,,33.3,72.1,56.5,79.0,,50.8,,76.4,,,,107.0,,360.1,-13.0,,-10.1,,-31.0,-9.0,,,,,-27.0,0.7,,-69.7,-30.9,-46.5,-24.0,,-52.2,,-26.6,,,,4.0,,257.1,,True,,False,True,,,,,False,True,,False,False,False,False,,False,,False,,,,True,,False
13013,468,402.0,422.0,410.4,,359.0,282.0,,,,,408.0,399.2,,376.2,345.4,228.7,361.0,,386.9,,246.6,,,,291.0,,2134.6,-66.0,-46.0,-57.6,,-109.0,-186.0,,,,,-60.0,-68.8,,-91.8,-122.6,-239.3,-107.0,,-81.1,,-221.4,,,,-177.0,,1666.6,True,True,,False,False,,,,,True,False,,False,False,False,False,,False,,False,,,,False,,False
13015,509,540.0,836.9,531.9,,455.0,303.0,,,,,596.0,352.1,,426.8,503.9,358.8,495.0,,420.6,,470.0,,,,350.0,,1752.7,31.0,327.9,22.9,,-54.0,-206.0,,,,,87.0,-156.9,,-82.2,-5.1,-150.2,-14.0,,-88.4,,-39.0,,,,-159.0,,1243.7,False,True,,False,False,,,,,False,False,,False,True,False,True,,False,,False,,,,False,,False
13017,134,339.0,,345.9,,190.0,465.0,,,,,154.0,120.8,,178.8,235.0,68.9,,,189.7,,330.1,,,,244.0,,459.3,205.0,,211.9,,56.0,331.0,,,,,20.0,-13.2,,44.8,101.0,-65.1,,,55.7,,196.1,,,,110.0,,325.3,,False,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,True,,False
13019,77,135.0,,131.1,,93.0,150.0,,,,,270.0,103.5,,69.4,94.2,76.1,96.0,,65.1,,105.7,,,,151.0,,361.2,58.0,,54.1,,16.0,73.0,,,,,193.0,26.5,,-7.6,17.2,-0.9,19.0,,-11.9,,28.7,,,,74.0,,284.2,,True,,True,False,,,,,False,True,,True,True,True,True,,True,,True,,,,False,,False
13021,1529,1329.0,1824.0,1303.6,,1264.0,1399.0,,,,,1082.0,950.4,,1363.0,1099.1,594.4,1057.0,,921.8,,1267.8,1280.0,,,925.0,,1935.4,-200.0,295.0,-225.4,,-265.0,-130.0,,,,,-447.0,-578.6,,-166.0,-429.9,-934.6,-472.0,,-607.2,,-261.2,-249.0,,,-604.0,,406.4,False,False,,False,True,,,,,False,False,,True,False,False,False,,False,,False,False,,,False,,False
13023,122,276.0,,267.9,,124.0,513.0,,,,,76.0,114.5,,26.3,130.9,46.2,,,151.1,,184.2,,,,167.0,,409.4,154.0,,145.9,,2.0,391.0,,,,,-46.0,-7.5,,-95.7,8.9,-75.8,,,29.1,,62.2,,,,45.0,,287.4,,True,,True,False,,,,,True,True,,True,True,True,,,True,,True,,,,True,,False
13025,47,81.0,,82.1,,53.0,64.0,,,,,171.0,96.8,,25.7,52.6,47.1,65.0,,44.6,,77.1,,,,72.0,,268.8,34.0,,35.1,,6.0,17.0,,,,,124.0,49.8,,-21.3,5.6,0.1,18.0,,-2.4,,30.1,,,,25.0,,221.8,,False,,True,True,,,,,False,False,,True,True,True,True,,True,,True,,,,True,,False
13027,58,57.0,,35.6,,44.0,54.0,,,,,271.0,52.0,,19.0,63.5,0.5,87.0,,44.4,,67.1,,,,59.0,,217.7,-1.0,,-22.4,,-14.0,-4.0,,,,,213.0,-6.0,,-39.0,5.5,-57.5,29.0,,-13.6,,9.1,,,,1.0,,159.7,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
13029,172,231.0,,228.7,,174.0,191.0,,,,,199.0,176.5,,160.0,173.0,139.9,189.0,,78.9,,136.9,,,,208.0,,913.4,59.0,,56.7,,2.0,19.0,,,,,27.0,4.5,,-12.0,1.0,-32.1,17.0,,-93.1,,-35.1,,,,36.0,,741.4,,True,,True,True,,,,,True,True,,True,True,True,True,,False,,True,,,,True,,False
13031,956,414.0,939.1,441.8,,295.0,359.0,,,,,420.0,400.7,,238.9,290.8,236.0,310.0,,151.9,,281.6,,,,397.0,,556.8,-542.0,-16.9,-514.2,,-661.0,-597.0,,,,,-536.0,-555.3,,-717.1,-665.2,-720.0,-646.0,,-804.1,,-674.4,,,,-559.0,,-399.2,True,True,,False,False,,,,,True,False,,False,False,False,False,,False,,False,,,,False,,True
13033,149,228.0,,213.5,,179.0,152.0,,,,,112.0,140.1,,206.8,179.2,76.7,165.0,,192.5,,268.1,,,,171.0,,485.6,79.0,,64.5,,30.0,3.0,,,,,-37.0,-8.9,,57.8,30.2,-72.3,16.0,,43.5,,119.1,,,,22.0,,336.6,,True,,True,True,,,,,True,True,,True,True,True,True,,True,,False,,,,True,,False
13035,72,60.0,,67.2,,57.0,41.0,,,,,118.0,64.0,,16.8,60.8,33.8,94.0,,65.3,,60.5,,,,35.0,,110.3,-12.0,,-4.8,,-15.0,-31.0,,,,,46.0,-8.0,,-55.2,-11.2,-38.2,22.0,,-6.7,,-11.5,,,,-37.0,,38.3,,True,,False,False,,,,,False,True,,False,True,False,False,,True,,True,,,,False,,False
13037,20,30.0,,30.4,,16.0,0.0,,,,,79.0,17.6,,6.6,27.3,1.0,41.0,,16.4,,23.8,,,,22.0,,18.0,10.0,,10.4,,-4.0,-20.0,,,,,59.0,-2.4,,-13.4,7.3,-19.0,21.0,,-3.6,,3.8,,,,2.0,,-2.0,,False,,True,False,,,,,False,True,,False,True,False,False,,True,,True,,,,True,,True
13039,238,357.0,483.9,389.0,,271.0,284.0,,,,,419.0,278.3,,257.7,222.2,153.9,235.0,,143.6,,364.1,,,,235.0,,814.4,119.0,245.9,151.0,,33.0,46.0,,,,,181.0,40.3,,19.7,-15.8,-84.1,-3.0,,-94.4,,126.1,,,,-3.0,,576.4,False,False,,True,True,,,,,False,True,,True,True,True,True,,True,,False,,,,True,,False
13043,90,81.0,,80.4,,43.0,52.0,,,,,46.0,67.5,,17.0,42.6,7.4,65.0,,21.0,,113.9,,,,58.0,,221.7,-9.0,,-9.6,,-47.0,-38.0,,,,,-44.0,-22.5,,-73.0,-47.4,-82.6,-25.0,,-69.0,,23.9,,,,-32.0,,131.7,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
13045,405,519.0,772.9,534.6,,420.0,803.0,,,,,619.0,558.3,,252.0,400.0,165.9,471.0,,379.6,,430.5,,,,483.0,,2307.2,114.0,367.9,129.6,,15.0,398.0,,,,,214.0,153.3,,-153.0,-5.0,-239.1,66.0,,-25.4,,25.5,,,,78.0,,1902.2,False,False,,True,False,,,,,False,False,,False,True,False,True,,True,,True,,,,True,,False
13047,216,234.0,212.5,226.3,,195.0,173.0,,,,,400.0,342.1,,108.1,155.5,192.7,186.0,,64.8,,244.1,,,,237.0,,1049.9,18.0,-3.5,10.3,,-21.0,-43.0,,,,,184.0,126.1,,-107.9,-60.5,-23.3,-30.0,,-151.2,,28.1,,,,21.0,,833.9,True,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
13049,132,102.0,,83.5,,124.0,89.0,,,,,231.0,77.1,,153.6,150.7,0.3,,,153.0,,175.3,,,,40.0,,287.3,-30.0,,-48.5,,-8.0,-43.0,,,,,99.0,-54.9,,21.6,18.7,-131.7,,,21.0,,43.3,,,,-92.0,,155.3,,False,,True,False,,,,,False,False,,True,True,False,,,True,,False,,,,False,,False
13051,1139,1653.0,2091.7,1649.7,1366.1,1217.0,1310.0,,,,,1714.0,1553.5,,1132.8,1133.7,793.0,1471.0,,1046.6,,1225.3,1047.0,,,1179.0,,3514.1,514.0,952.7,510.7,227.1,78.0,171.0,,,,,575.0,414.5,,-6.2,-5.3,-346.0,332.0,,-92.4,,86.3,-92.0,,,40.0,,2375.1,False,True,True,True,True,,,,,False,True,,True,True,True,True,,True,,True,True,,,True,,False
13053,617,153.0,,254.6,,108.0,81.0,,,,,115.0,65.1,,72.8,111.9,0.3,177.0,,145.0,,147.2,,,,0.0,,743.0,-464.0,,-362.4,,-509.0,-536.0,,,,,-502.0,-551.9,,-544.2,-505.1,-616.7,-440.0,,-472.0,,-469.8,,,,-617.0,,126.0,,True,,False,False,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,True
13055,277,300.0,,296.6,,198.0,414.0,,,,,147.0,193.4,,314.9,198.2,127.9,,,134.7,,322.6,,,,349.0,,968.7,23.0,,19.6,,-79.0,137.0,,,,,-130.0,-83.6,,37.9,-78.8,-149.1,,,-142.3,,45.6,,,,72.0,,691.7,,True,,False,False,,,,,False,False,,False,False,False,,,False,,False,,,,False,,False
13057,1205,1623.0,1579.9,1530.2,,1205.0,1046.0,,,,,1131.0,1017.5,,1515.4,1297.2,911.2,1083.0,,1227.0,,1165.5,1416.0,,,1436.0,,5940.3,418.0,374.9,325.2,,0.0,-159.0,,,,,-74.0,-187.5,,310.4,92.2,-293.8,-122.0,,22.0,,-39.5,211.0,,,231.0,,4735.3,True,True,,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
13059,1449,633.0,1048.5,684.9,,489.0,327.0,,,,,550.0,617.5,,419.0,477.3,250.2,523.0,,547.2,,510.0,452.0,,,473.0,,1107.4,-816.0,-400.5,-764.1,,-960.0,-1122.0,,,,,-899.0,-831.5,,-1030.0,-971.7,-1198.8,-926.0,,-901.8,,-939.0,-997.0,,,-976.0,,-341.6,True,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,True
13061,14,45.0,,45.1,,27.0,29.0,,,,,15.0,8.0,,15.5,32.8,19.1,,,70.0,,34.1,,,,26.0,,66.7,31.0,,31.1,,13.0,15.0,,,,,1.0,-6.0,,1.5,18.8,5.1,,,56.0,,20.1,,,,12.0,,52.7,,False,,True,True,,,,,True,True,,True,True,True,,,False,,True,,,,True,,False
13063,1197,1494.0,2170.5,1547.7,1343.4,1343.0,1632.0,,,,,1779.0,1282.4,,1241.4,1339.4,652.9,1327.0,,1401.6,,1240.2,990.0,,,1313.0,,4885.8,297.0,973.5,350.7,146.4,146.0,435.0,,,,,582.0,85.4,,44.4,142.4,-544.1,130.0,,204.6,,43.2,-207.0,,,116.0,,3688.8,False,False,True,True,False,,,,,False,True,,True,True,False,True,,True,,True,True,,,True,,False
13065,95,66.0,,65.9,,54.0,71.0,,,,,123.0,38.2,,17.6,43.8,36.9,51.0,,54.0,,66.4,,,,43.0,,265.3,-29.0,,-29.1,,-41.0,-24.0,,,,,28.0,-56.8,,-77.4,-51.2,-58.1,-44.0,,-41.0,,-28.6,,,,-52.0,,170.3,,False,,False,True,,,,,True,False,,False,False,False,False,,False,,True,,,,False,,False
13067,2769,4470.0,6325.0,4699.3,3565.8,3251.0,2832.0,,,,,3757.0,3580.9,,3342.4,2746.4,2815.8,3517.0,,1800.6,,3329.5,2602.0,,,3188.0,,10177.1,1701.0,3556.0,1930.3,796.8,482.0,63.0,,,,,988.0,811.9,,573.4,-22.6,46.8,748.0,,-968.4,,560.5,-167.0,,,419.0,,7408.1,False,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
13069,275,414.0,,416.0,,308.0,394.0,,,,,506.0,202.5,,242.8,293.6,47.6,376.0,,314.2,,295.1,,,,198.0,,680.6,139.0,,141.0,,33.0,119.0,,,,,231.0,-72.5,,-32.2,18.6,-227.4,101.0,,39.2,,20.1,,,,-77.0,,405.6,,False,,True,True,,,,,False,True,,True,True,False,True,,True,,True,,,,True,,False
13071,192,240.0,,243.5,,174.0,274.0,,,,,464.0,119.1,,103.5,199.4,15.6,323.0,,84.7,,189.3,,,,188.0,,315.1,48.0,,51.5,,-18.0,82.0,,,,,272.0,-72.9,,-88.5,7.4,-176.4,131.0,,-107.3,,-2.7,,,,-4.0,,123.1,,False,,True,False,,,,,False,False,,False,True,False,False,,False,,True,,,,True,,False
13073,701,1224.0,2017.6,1175.5,,1045.0,1510.0,,,,,644.0,894.2,,1195.9,866.6,558.5,780.0,,1032.4,,904.8,1440.0,,,1047.0,,1941.8,523.0,1316.6,474.5,,344.0,809.0,,,,,-57.0,193.2,,494.9,165.6,-142.5,79.0,,331.4,,203.8,739.0,,,346.0,,1240.8,False,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,False,,,True,,False
