,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
31161,19,9.0,,9.5,,0.0,0.0,,,,,0.0,1.1,,,1.8,,0.0,,0.0,,5.0,,,,20.0,,43.1,-10.0,,-9.5,,-19.0,-19.0,,,,,-19.0,-17.9,,,-17.2,,-19.0,,-19.0,,-14.0,,,,1.0,,24.1,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,,,,True,,False
31163,5,9.0,,9.7,,0.0,0.0,,,,,0.0,4.4,,0.8,3.0,,3.0,,7.3,,,,,,8.0,,62.4,4.0,,4.7,,-5.0,-5.0,,,,,-5.0,-0.6,,-4.2,-2.0,,-2.0,,2.3,,,,,,3.0,,57.4,,False,,False,False,,,,,False,True,,False,True,,True,,True,,,,,,True,,False
31165,1,0.0,,1.0,,0.0,0.0,,,,,3.0,0.2,,,0.0,,0.0,,0.0,,0.1,,,,0.0,,22.7,-1.0,,-0.0,,-1.0,-1.0,,,,,2.0,-0.8,,,-1.0,,-1.0,,-1.0,,-0.9,,,,-1.0,,21.7,,True,,False,False,,,,,False,True,,,True,,False,,False,,True,,,,False,,False
31167,4,9.0,,9.8,,4.0,0.0,,,,,6.0,11.3,,3.8,3.5,,,,9.3,,5.6,,,,9.0,,70.9,5.0,,5.8,,0.0,-4.0,,,,,2.0,7.3,,-0.2,-0.5,,,,5.3,,1.6,,,,5.0,,66.9,,False,,True,True,,,,,True,False,,True,True,,,,False,,True,,,,False,,False
31169,0,0.0,,0.0,,0.0,0.0,,,,,2.0,2.3,,2.0,0.3,,0.0,,1.4,,,,,,1.0,,34.4,0.0,,0.0,,0.0,0.0,,,,,2.0,2.3,,2.0,0.3,,0.0,,1.4,,,,,,1.0,,34.4,,True,,True,True,,,,,False,False,,False,False,,True,,False,,,,,,False,,False
31171,4,3.0,,3.0,,0.0,0.0,,,,,0.0,2.8,,0.0,0.2,,0.0,,0.2,,,,,,14.0,,29.9,-1.0,,-1.0,,-4.0,-4.0,,,,,-4.0,-1.2,,-4.0,-3.8,,-4.0,,-3.8,,,,,,10.0,,25.9,,False,,False,False,,,,,False,False,,False,False,,False,,False,,,,,,False,,False
31173,23,18.0,,15.7,,4.0,0.0,,,,,11.0,17.0,,0.5,4.9,0.0,35.0,,0.0,,16.3,,,,7.0,,67.1,-5.0,,-7.3,,-19.0,-23.0,,,,,-12.0,-6.0,,-22.5,-18.1,-23.0,12.0,,-23.0,,-6.7,,,,-16.0,,44.1,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
31175,7,9.0,,9.3,,2.0,0.0,,,,,0.0,4.0,,1.2,2.2,,,,2.5,,6.0,,,,32.0,,23.3,2.0,,2.3,,-5.0,-7.0,,,,,-7.0,-3.0,,-5.8,-4.8,,,,-4.5,,-1.0,,,,25.0,,16.3,,False,,False,False,,,,,False,False,,False,False,,,,False,,True,,,,False,,False
31177,35,84.0,,86.3,,59.0,94.0,,,,,31.0,80.2,,32.8,61.3,50.1,48.0,,26.1,,84.0,,,,90.0,,329.5,49.0,,51.3,,24.0,59.0,,,,,-4.0,45.2,,-2.2,26.3,15.1,13.0,,-8.9,,49.0,,,,55.0,,294.5,,False,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,False,,False
31179,18,9.0,,8.2,,3.0,0.0,,,,,12.0,7.7,,4.5,2.7,,3.0,,0.4,,9.6,,,,16.0,,37.3,-9.0,,-9.8,,-15.0,-18.0,,,,,-6.0,-10.3,,-13.5,-15.3,,-15.0,,-17.6,,-8.4,,,,-2.0,,19.3,,False,,False,False,,,,,True,False,,False,False,,False,,False,,True,,,,True,,False
31181,4,3.0,,3.5,,0.0,0.0,,,,,3.0,1.3,,0.5,0.2,,,,0.0,,2.5,,,,5.0,,21.6,-1.0,,-0.5,,-4.0,-4.0,,,,,-1.0,-2.7,,-3.5,-3.8,,,,-4.0,,-1.5,,,,1.0,,17.6,,True,,False,False,,,,,False,False,,False,False,,,,False,,False,,,,False,,False
31183,0,3.0,,3.3,,2.0,0.0,,,,,0.0,4.9,,,0.3,,,,1.7,,1.6,,,,18.0,,40.2,3.0,,3.3,,2.0,0.0,,,,,0.0,4.9,,,0.3,,,,1.7,,1.6,,,,18.0,,40.2,,False,,True,True,,,,,True,False,,,True,,,,True,,True,,,,False,,False
31185,29,45.0,,42.4,,24.0,50.0,,,,,16.0,49.4,,13.6,32.0,,28.0,,13.2,,41.3,,,,51.0,,69.9,16.0,,13.4,,-5.0,21.0,,,,,-13.0,20.4,,-15.4,3.0,,-1.0,,-15.8,,12.3,,,,22.0,,40.9,,True,,True,False,,,,,True,False,,True,True,,True,,True,,True,,,,False,,False
32001,37,60.0,,61.8,,17.0,21.0,,,,,7.0,67.3,,3.1,27.4,,26.0,,12.0,,64.4,,,,192.0,,241.7,23.0,,24.8,,-20.0,-16.0,,,,,-30.0,30.3,,-33.9,-9.6,,-11.0,,-25.0,,27.4,,,,155.0,,204.7,,False,,True,True,,,,,False,False,,False,True,,True,,False,,False,,,,False,,False
32003,8580,13500.0,27692.3,13385.5,10346.2,9884.0,9646.0,,,,,11007.0,9539.1,,13329.8,9731.5,4694.7,9427.0,,9365.7,,9850.8,9006.0,,,9481.0,,31440.6,4920.0,19112.3,4805.5,1766.2,1304.0,1066.0,,,,,2427.0,959.1,,4749.8,1151.5,-3885.3,847.0,,785.7,,1270.8,426.0,,,901.0,,22860.6,False,True,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,True,,False
32005,44,48.0,,50.1,,36.0,20.0,,,,,88.0,112.2,,14.7,35.0,88.4,35.0,,12.4,,121.9,,,,31.0,,225.4,4.0,,6.1,,-8.0,-24.0,,,,,44.0,68.2,,-29.3,-9.0,44.4,-9.0,,-31.6,,77.9,,,,-13.0,,181.4,,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
32007,237,264.0,376.9,266.4,,214.0,22.0,,,,,73.0,222.2,,281.4,216.8,140.1,157.0,,209.9,,231.5,,,,266.0,,749.0,27.0,139.9,29.4,,-23.0,-215.0,,,,,-164.0,-14.8,,44.4,-20.2,-96.9,-80.0,,-27.1,,-5.5,,,,29.0,,512.0,False,False,,True,False,,,,,False,True,,False,True,False,False,,False,,True,,,,False,,False
32009,0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,30.9,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,30.9,,True,,True,True,,,,,True,True,,,True,,True,,True,,,,,,,,False
32011,4,6.0,,5.6,,3.0,0.0,,,,,3.0,9.5,,,1.6,,,,0.8,,3.5,,,,16.0,,59.3,2.0,,1.6,,-1.0,-4.0,,,,,-1.0,5.5,,,-2.4,,,,-3.2,,-0.5,,,,12.0,,55.3,,True,,True,False,,,,,True,False,,,False,,,,False,,True,,,,False,,False
32013,9,6.0,,6.4,,4.0,0.0,,,,,12.0,13.7,,4.7,2.9,2.4,,,10.4,,5.7,,,,9.0,,54.3,-3.0,,-2.6,,-5.0,-9.0,,,,,3.0,4.7,,-4.3,-6.1,-6.6,,,1.4,,-3.3,,,,0.0,,45.3,,True,,False,False,,,,,False,False,,False,False,False,,,True,,False,,,,True,,False
32015,13,3.0,,3.8,,2.0,0.0,,,,,7.0,6.9,,2.0,0.6,,,,1.4,,2.7,,,,3.0,,24.1,-10.0,,-9.2,,-11.0,-13.0,,,,,-6.0,-6.1,,-11.0,-12.4,,,,-11.6,,-10.3,,,,-10.0,,11.1,,True,,False,False,,,,,True,True,,False,False,,,,False,,False,,,,False,,False
32017,2,0.0,,0.2,,0.0,0.0,,,,,3.0,5.4,,0.0,0.3,,0.0,,0.2,,0.2,,,,2.0,,124.6,-2.0,,-1.8,,-2.0,-2.0,,,,,1.0,3.4,,-2.0,-1.7,,-2.0,,-1.8,,-1.8,,,,0.0,,122.6,,True,,False,False,,,,,True,False,,True,True,,False,,True,,True,,,,True,,False
32019,85,132.0,66.7,141.7,,92.0,158.0,,,,,73.0,214.1,,51.4,110.3,77.2,68.0,,90.7,,122.6,,,,175.0,,351.2,47.0,-18.3,56.7,,7.0,73.0,,,,,-12.0,129.1,,-33.6,25.3,-7.8,-17.0,,5.7,,37.6,,,,90.0,,266.2,True,False,,True,False,,,,,True,False,,True,True,True,True,,True,,True,,,,False,,False
32021,1,0.0,,0.2,,0.0,0.0,,,,,0.0,0.8,,0.1,0.2,,0.0,,0.0,,,,,,0.0,,21.1,-1.0,,-0.8,,-1.0,-1.0,,,,,-1.0,-0.2,,-0.9,-0.8,,-1.0,,-1.0,,,,,,-1.0,,20.1,,True,,False,False,,,,,False,True,,True,True,,False,,False,,,,,,False,,False
32023,52,69.0,,78.3,,63.0,5.0,,,,,89.0,178.7,,62.7,77.0,65.2,81.0,,81.5,,46.0,,,,66.0,,1095.9,17.0,,26.3,,11.0,-47.0,,,,,37.0,126.7,,10.7,25.0,13.2,29.0,,29.5,,-6.0,,,,14.0,,1043.9,,False,,True,False,,,,,False,False,,True,False,True,False,,False,,True,,,,True,,False
32027,9,3.0,,2.9,,0.0,0.0,,,,,0.0,5.9,,0.3,0.2,,0.0,,2.6,,,,,,8.0,,41.5,-6.0,,-6.1,,-9.0,-9.0,,,,,-9.0,-3.1,,-8.7,-8.8,,-9.0,,-6.4,,,,,,-1.0,,32.5,,False,,False,False,,,,,False,True,,False,False,,False,,False,,,,,,True,,False
32029,2,6.0,,5.2,,0.0,0.0,,,,,0.0,7.4,,0.1,0.5,,0.0,,1.0,,4.0,,,,14.0,,79.9,4.0,,3.2,,-2.0,-2.0,,,,,-2.0,5.4,,-1.9,-1.5,,-2.0,,-1.0,,2.0,,,,12.0,,77.9,,True,,True,True,,,,,True,False,,True,True,,True,,True,,True,,,,False,,False
32031,1346,1338.0,2044.8,1406.7,1371.0,1183.0,1372.0,,,,,1325.0,1257.5,,1203.2,926.1,649.2,1073.0,,1209.4,,1105.4,896.0,,,1211.0,,3334.6,-8.0,698.8,60.7,25.0,-163.0,26.0,,,,,-21.0,-88.5,,-142.8,-419.9,-696.8,-273.0,,-136.6,,-240.6,-450.0,,,-135.0,,1988.6,False,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
32033,17,3.0,,2.7,,0.0,0.0,,,,,59.0,5.0,,0.3,1.2,,,,0.0,,,,,,4.0,,61.2,-14.0,,-14.3,,-17.0,-17.0,,,,,42.0,-12.0,,-16.7,-15.8,,,,-17.0,,,,,,-13.0,,44.2,,False,,False,False,,,,,False,True,,False,False,,,,False,,,,,,True,,False
32510,67,129.0,179.0,133.8,,105.0,177.0,,,,,165.0,202.9,,54.0,107.4,77.0,74.0,,65.0,,107.3,,,,183.0,,331.7,62.0,112.0,66.8,,38.0,110.0,,,,,98.0,135.9,,-13.0,40.4,10.0,7.0,,-2.0,,40.3,,,,116.0,,264.7,False,False,,True,False,,,,,False,False,,True,True,True,True,,True,,True,,,,False,,False
33001,6,15.0,14.3,15.8,,16.0,20.0,,,,,33.0,80.0,,4.1,15.9,32.2,,,21.0,,10.8,,,,15.0,,25.0,9.0,8.3,9.8,,10.0,14.0,,,,,27.0,74.0,,-1.9,9.9,26.2,,,15.0,,4.8,,,,9.0,,19.0,True,False,,False,False,,,,,False,False,,True,False,False,,,False,,True,,,,False,,False
33003,12,9.0,,7.3,,5.0,3.0,,,,,21.0,49.2,,1.5,2.5,,,,7.1,,9.0,,,,8.0,,18.9,-3.0,,-4.7,,-7.0,-9.0,,,,,9.0,37.2,,-10.5,-9.5,,,,-4.9,,-3.0,,,,-4.0,,6.9,,False,,False,False,,,,,False,False,,False,False,,,,False,,False,,,,False,,False
33005,29,27.0,6.5,22.6,,20.0,52.0,,,,,17.0,105.9,,6.4,22.6,18.8,8.0,,8.8,,24.0,,,,24.0,,48.3,-2.0,-22.5,-6.4,,-9.0,23.0,,,,,-12.0,76.9,,-22.6,-6.4,-10.2,-21.0,,-20.2,,-5.0,,,,-5.0,,19.3,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
33007,4,0.0,,0.0,,0.0,0.0,,,,,3.0,2.6,,0.1,0.2,,0.0,,0.7,,,,,,2.0,,18.4,-4.0,,-4.0,,-4.0,-4.0,,,,,-1.0,-1.4,,-3.9,-3.8,,-4.0,,-3.4,,,,,,-2.0,,14.4,,True,,False,False,,,,,True,True,,True,True,,False,,True,,,,,,True,,False
33009,11,12.0,3.1,11.3,,6.0,0.0,,,,,96.0,20.8,,1.2,4.2,7.1,6.0,,5.1,,12.8,,,,7.0,,20.2,1.0,-7.9,0.3,,-5.0,-11.0,,,,,85.0,9.8,,-9.8,-6.8,-3.9,-5.0,,-5.9,,1.8,,,,-4.0,,9.2,False,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
33011,164,267.0,249.5,279.5,,198.0,294.0,,,,,146.0,377.1,,128.8,207.6,99.6,273.0,,204.1,,244.7,149.0,,,194.0,,470.1,103.0,85.5,115.5,,34.0,130.0,,,,,-18.0,213.1,,-35.2,43.6,-64.4,109.0,,40.1,,80.7,-15.0,,,30.0,,306.1,True,False,,True,False,,,,,True,False,,True,True,True,False,,True,,True,True,,,True,,False
33013,41,24.0,66.7,22.5,,22.0,100.0,,,,,54.0,112.2,,4.9,12.4,33.5,32.0,,21.4,,24.1,15.0,,,22.0,,33.3,-17.0,25.7,-18.5,,-19.0,59.0,,,,,13.0,71.2,,-36.1,-28.6,-7.5,-9.0,,-19.6,,-16.9,-26.0,,,-19.0,,-7.7,False,False,,False,False,,,,,True,False,,False,False,True,True,,False,,True,False,,,False,,True
33015,116,99.0,99.6,103.6,,74.0,65.0,,,,,28.0,258.3,,29.3,100.1,53.7,119.0,,87.9,,76.5,68.0,,,102.0,,134.9,-17.0,-16.4,-12.4,,-42.0,-51.0,,,,,-88.0,142.3,,-86.7,-15.9,-62.3,3.0,,-28.1,,-39.5,-48.0,,,-14.0,,18.9,True,True,,False,False,,,,,False,False,,False,True,False,True,,False,,False,False,,,True,,False
33017,48,42.0,44.5,43.9,,25.0,68.0,,,,,17.0,105.3,,3.0,33.7,17.7,20.0,,12.6,,27.1,37.0,,,48.0,,35.0,-6.0,-3.5,-4.1,,-23.0,20.0,,,,,-31.0,57.3,,-45.0,-14.3,-30.3,-28.0,,-35.4,,-20.9,-11.0,,,0.0,,-13.0,True,True,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
33019,5,9.0,,7.9,,5.0,5.0,,,,,23.0,32.1,,1.6,5.7,,2.0,,1.7,,8.6,,,,6.0,,9.4,4.0,,2.9,,0.0,0.0,,,,,18.0,27.1,,-3.4,0.7,,-3.0,,-3.3,,3.6,,,,1.0,,4.4,,True,,True,True,,,,,False,False,,True,True,,True,,True,,True,,,,True,,False
34001,268,330.0,278.4,364.5,,279.0,304.0,,,,,315.0,290.3,,219.4,338.8,164.3,245.0,,283.8,,302.0,242.0,,,215.0,,438.9,62.0,10.4,96.5,,11.0,36.0,,,,,47.0,22.3,,-48.6,70.8,-103.7,-23.0,,15.8,,34.0,-26.0,,,-53.0,,170.9,True,False,,True,True,,,,,True,True,,True,False,False,True,,True,,True,True,,,True,,False
34003,747,1107.0,96.1,1150.4,1721.8,1101.0,2171.0,,,,,422.0,977.4,,1050.8,1346.3,1323.6,1153.0,,455.0,,917.8,1725.0,,,1275.0,,2633.0,360.0,-650.9,403.4,974.8,354.0,1424.0,,,,,-325.0,230.4,,303.8,599.3,576.6,406.0,,-292.0,,170.8,978.0,,,528.0,,1886.0,False,False,False,True,False,,,,,True,True,,True,False,False,False,,True,,True,False,,,False,,False
34005,441,453.0,134.9,494.1,569.4,323.0,411.0,,,,,325.0,705.5,,293.0,324.3,207.2,346.0,,373.5,,535.2,282.0,,,377.0,,469.6,12.0,-306.1,53.1,128.4,-118.0,-30.0,,,,,-116.0,264.5,,-148.0,-116.7,-233.8,-95.0,,-67.5,,94.2,-159.0,,,-64.0,,28.6,False,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
34007,559,747.0,114.2,742.9,920.4,577.0,1281.0,,,,,668.0,835.0,,401.9,616.2,252.7,530.0,,574.7,,895.1,479.0,,,627.0,,876.9,188.0,-444.8,183.9,361.4,18.0,722.0,,,,,109.0,276.0,,-157.1,57.2,-306.3,-29.0,,15.7,,336.1,-80.0,,,68.0,,317.9,False,True,False,True,False,,,,,True,False,,True,True,False,True,,True,,False,True,,,True,,False
34009,159,66.0,55.7,62.4,,46.0,54.0,,,,,44.0,99.6,,6.5,32.7,106.0,40.0,,16.3,,47.4,,,,44.0,,35.6,-93.0,-103.3,-96.6,,-113.0,-105.0,,,,,-115.0,-59.4,,-152.5,-126.3,-53.0,-119.0,,-142.7,,-111.6,,,,-115.0,,-123.4,False,False,,False,False,,,,,False,True,,False,False,True,False,,False,,False,,,,False,,False
34011,210,264.0,287.6,294.2,,236.0,241.0,,,,,339.0,146.3,,95.7,256.0,16.0,204.0,,108.1,,254.9,227.0,,,243.0,,285.2,54.0,77.6,84.2,,26.0,31.0,,,,,129.0,-63.7,,-114.3,46.0,-194.0,-6.0,,-101.9,,44.9,17.0,,,33.0,,75.2,False,False,,True,True,,,,,False,False,,False,True,False,True,,False,,True,True,,,True,,False
34013,637,588.0,23.0,556.3,942.3,447.0,636.0,,,,,502.0,727.6,,334.8,602.0,337.0,934.0,,424.3,,535.8,379.0,,,576.0,,714.1,-49.0,-614.0,-80.7,305.3,-190.0,-1.0,,,,,-135.0,90.6,,-302.2,-35.0,-300.0,297.0,,-212.7,,-101.2,-258.0,,,-61.0,,77.1,False,False,False,False,True,,,,,False,False,,False,True,False,False,,False,,False,False,,,False,,False
34015,404,492.0,280.4,494.3,,383.0,568.0,,,,,311.0,617.7,,330.7,499.1,287.1,271.0,,386.7,,452.4,439.0,,,544.0,,772.8,88.0,-123.6,90.3,,-21.0,164.0,,,,,-93.0,213.7,,-73.3,95.1,-116.9,-133.0,,-17.3,,48.4,35.0,,,140.0,,368.8,False,False,,True,False,,,,,False,False,,True,False,False,False,,True,,True,True,,,False,,False
34017,442,675.0,38.1,636.9,918.2,548.0,1146.0,,,,,405.0,1960.5,,348.7,719.1,103.9,960.0,,645.9,,397.1,859.0,,,891.0,,926.4,233.0,-403.9,194.9,476.2,106.0,704.0,,,,,-37.0,1518.5,,-93.3,277.1,-338.1,518.0,,203.9,,-44.9,417.0,,,449.0,,484.4,False,True,False,True,False,,,,,True,False,,True,False,False,False,,True,,True,False,,,False,,False
34019,90,30.0,13.9,32.8,,24.0,21.0,,,,,44.0,80.1,,11.7,38.5,74.1,56.0,,28.5,,12.7,,,,22.0,,55.8,-60.0,-76.1,-57.2,,-66.0,-69.0,,,,,-46.0,-9.9,,-78.3,-51.5,-15.9,-34.0,,-61.5,,-77.3,,,,-68.0,,-34.2,False,True,,False,False,,,,,True,True,,False,True,True,True,,False,,False,,,,False,,True
34021,231,201.0,312.4,206.1,298.6,173.0,101.0,,,,,434.0,226.4,,106.0,202.7,153.0,372.0,,139.6,,316.7,127.0,,,159.0,,272.4,-30.0,81.4,-24.9,67.6,-58.0,-130.0,,,,,203.0,-4.6,,-125.0,-28.3,-78.0,141.0,,-91.4,,85.7,-104.0,,,-72.0,,41.4,False,True,False,False,False,,,,,False,True,,False,True,False,False,,False,,False,False,,,False,,False
34023,536,558.0,274.3,558.9,844.0,524.0,840.0,,,,,536.0,722.6,,367.4,509.8,469.8,855.0,,521.7,,660.5,738.0,,,484.0,,625.1,22.0,-261.7,22.9,308.0,-12.0,304.0,,,,,0.0,186.6,,-168.6,-26.2,-66.2,319.0,,-14.3,,124.5,202.0,,,-52.0,,89.1,False,False,False,True,False,,,,,True,False,,False,False,False,False,,True,,False,False,,,False,,False
34025,497,525.0,209.4,506.3,758.0,401.0,473.0,,,,,410.0,614.0,,331.2,414.1,842.4,539.0,,350.5,,530.6,358.0,,,429.0,,729.0,28.0,-287.6,9.3,261.0,-96.0,-24.0,,,,,-87.0,117.0,,-165.8,-82.9,345.4,42.0,,-146.5,,33.6,-139.0,,,-68.0,,232.0,False,True,False,False,True,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
34027,284,291.0,67.4,294.4,454.3,222.0,257.0,,,,,187.0,616.6,,137.6,265.5,677.9,356.0,,9.2,,205.9,235.0,,,287.0,,346.0,7.0,-216.6,10.4,170.3,-62.0,-27.0,,,,,-97.0,332.6,,-146.4,-18.5,393.9,72.0,,-274.9,,-78.1,-49.0,,,3.0,,62.0,False,False,False,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
34029,771,465.0,119.5,459.2,757.8,301.0,205.0,,,,,373.0,587.4,,222.2,388.7,327.8,550.0,,291.0,,436.1,256.0,,,313.0,,640.1,-306.0,-651.5,-311.8,-13.2,-470.0,-566.0,,,,,-398.0,-183.6,,-548.8,-382.3,-443.2,-221.0,,-480.0,,-334.9,-515.0,,,-458.0,,-130.9,False,False,True,False,False,,,,,False,True,,False,False,False,True,,False,,False,False,,,False,,True
34031,620,876.0,110.5,858.9,944.4,849.0,1091.0,,,,,345.0,718.1,,488.7,934.8,348.4,950.0,,996.2,,844.1,1454.0,,,983.0,,1115.3,256.0,-509.5,238.9,324.4,229.0,471.0,,,,,-275.0,98.1,,-131.3,314.8,-271.6,330.0,,376.2,,224.1,834.0,,,363.0,,495.3,False,True,False,True,False,,,,,False,True,,True,False,False,False,,False,,True,False,,,False,,False
34033,72,96.0,57.3,83.0,,64.0,132.0,,,,,80.0,75.2,,31.3,106.3,24.2,64.0,,41.7,,71.9,,,,127.0,,127.3,24.0,-14.7,11.0,,-8.0,60.0,,,,,8.0,3.2,,-40.7,34.3,-47.8,-8.0,,-30.3,,-0.1,,,,55.0,,55.3,True,True,,True,False,,,,,True,True,,False,False,False,True,,False,,True,,,,False,,False
34035,206,207.0,67.4,191.2,,163.0,297.0,,,,,147.0,249.1,,61.4,174.8,278.0,256.0,,165.9,,174.3,148.0,,,206.0,,188.4,1.0,-138.6,-14.8,,-43.0,91.0,,,,,-59.0,43.1,,-144.6,-31.2,72.0,50.0,,-40.1,,-31.7,-58.0,,,0.0,,-17.6,False,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
34037,73,66.0,26.7,68.8,,47.0,49.0,,,,,21.0,165.0,,22.4,57.8,50.2,71.0,,67.4,,72.9,37.0,,,58.0,,53.4,-7.0,-46.3,-4.2,,-26.0,-24.0,,,,,-52.0,92.0,,-50.6,-15.2,-22.8,-2.0,,-5.6,,-0.1,-36.0,,,-15.0,,-19.6,False,True,,False,False,,,,,False,False,,False,False,False,True,,True,,True,False,,,False,,False
34039,415,552.0,24.8,686.8,639.2,451.0,1489.0,,,,,389.0,804.9,,229.0,511.2,323.5,787.0,,1048.9,,364.4,1076.0,,,611.0,,488.9,137.0,-390.2,271.8,224.2,36.0,1074.0,,,,,-26.0,389.9,,-186.0,96.2,-91.5,372.0,,633.9,,-50.6,661.0,,,196.0,,73.9,False,False,False,True,False,,,,,True,False,,False,True,True,False,,False,,True,False,,,False,,True
34041,44,57.0,20.4,65.2,,42.0,37.0,,,,,38.0,77.9,,20.5,53.9,47.4,72.0,,48.1,,58.1,,,,45.0,,101.5,13.0,-23.6,21.2,,-2.0,-7.0,,,,,-6.0,33.9,,-23.5,9.9,3.4,28.0,,4.1,,14.1,,,,1.0,,57.5,False,False,,True,True,,,,,True,False,,False,True,True,False,,True,,False,,,,True,,False
35001,619,687.0,2198.0,663.3,911.4,506.0,518.0,,,,,1846.0,1131.6,,431.8,458.4,456.6,474.0,,356.9,,601.5,224.0,,,393.0,,1202.4,68.0,1579.0,44.3,292.4,-113.0,-101.0,,,,,1227.0,512.6,,-187.2,-160.6,-162.4,-145.0,,-262.1,,-17.5,-395.0,,,-226.0,,583.4,False,True,False,False,False,,,,,False,False,,False,False,False,False,,False,,True,False,,,False,,False
35003,6,3.0,,3.1,,0.0,0.0,,,,,0.0,5.3,,0.0,0.9,,0.0,,0.2,,1.4,,,,5.0,,55.6,-3.0,,-2.9,,-6.0,-6.0,,,,,-6.0,-0.7,,-6.0,-5.1,,-6.0,,-5.8,,-4.6,,,,-1.0,,49.6,,True,,False,False,,,,,False,True,,False,False,,False,,False,,False,,,,True,,False
35005,273,276.0,269.9,276.6,,233.0,349.0,,,,,114.0,381.7,,198.8,219.1,152.7,,,259.4,,270.5,,,,260.0,,461.0,3.0,-3.1,3.6,,-40.0,76.0,,,,,-159.0,108.7,,-74.2,-53.9,-120.3,,,-13.6,,-2.5,,,,-13.0,,188.0,False,False,,False,False,,,,,False,False,,False,False,False,,,False,,True,,,,False,,False
35006,27,54.0,,54.7,,37.0,85.0,,,,,39.0,66.6,,6.5,39.2,0.0,34.0,,23.9,,52.3,,,,39.0,,106.5,27.0,,27.7,,10.0,58.0,,,,,12.0,39.6,,-20.5,12.2,-27.0,7.0,,-3.1,,25.3,,,,12.0,,79.5,,False,,True,False,,,,,True,False,,True,True,True,True,,True,,True,,,,True,,False
35007,6,0.0,,0.0,,0.0,0.0,,,,,1.0,7.4,,0.3,1.1,,0.0,,1.9,,,,,,3.0,,14.3,-6.0,,-6.0,,-6.0,-6.0,,,,,-5.0,1.4,,-5.7,-4.9,,-6.0,,-4.1,,,,,,-3.0,,8.3,,False,,False,False,,,,,True,True,,True,True,,False,,True,,,,,,True,,False
