,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28103,192,140.0,,189.0,,,,40.0,70.6,17.0,136.0,,,118.1,-52.0,,-3.0,,,,-152.0,-121.4,-175.0,-56.0,,,-73.9,,True,,,,False,False,False,False,,,False
28105,578,380.0,,1003.0,,,,537.0,392.1,105.7,897.8,,,876.9,-198.0,,425.0,,,,-41.0,-185.9,-472.3,319.8,,,298.9,,False,,,,True,True,False,False,,,False
28107,711,540.0,,1458.0,,,,532.0,289.5,305.6,959.6,,,943.5,-171.0,,747.0,,,,-179.0,-421.5,-405.4,248.6,,,232.5,,False,,,,False,False,False,False,,,False
28109,286,90.0,,142.0,,,,265.0,47.9,28.6,36.4,79.9,,995.3,-196.0,,-144.0,,,,-21.0,-238.1,-257.4,-249.6,-206.1,,709.3,,True,,,,True,False,False,False,False,,False
28111,175,50.0,,0.0,,,,53.0,26.8,11.0,,,,247.2,-125.0,,-175.0,,,,-122.0,-148.2,-164.0,,,,72.2,,False,,,,True,False,False,,,,True
28113,497,500.0,,1625.0,,,,507.0,122.3,724.0,601.8,,,890.1,3.0,,1128.0,,,,10.0,-374.7,227.0,104.8,,,393.1,,False,,,,False,False,False,False,,,False
28115,538,445.0,,1269.0,,,,458.0,225.6,120.3,965.8,,,319.4,-93.0,,731.0,,,,-80.0,-312.4,-417.7,427.8,,,-218.6,,False,,,,True,False,False,False,,,False
28117,309,85.0,,157.0,,,,146.0,66.9,13.6,291.0,,,150.4,-224.0,,-152.0,,,,-163.0,-242.1,-295.4,-18.0,,,-158.6,,True,,,,True,False,False,True,,,True
28119,187,65.0,,0.0,,,,86.0,28.7,38.3,,,,51.3,-122.0,,-187.0,,,,-101.0,-158.3,-148.7,,,,-135.7,,False,,,,True,False,False,,,,False
28121,1360,1005.0,,3325.0,,,,1156.0,489.0,760.3,2262.3,637.6,,507.1,-355.0,,1965.0,,,,-204.0,-871.0,-599.7,902.3,-722.4,,-852.9,,False,,,,True,False,False,False,False,,False
28123,228,225.0,,208.0,,,,323.0,102.8,62.7,64.0,,,224.0,-3.0,,-20.0,,,,95.0,-125.2,-165.3,-164.0,,,-4.0,,False,,,,False,False,False,False,,,False
28125,164,65.0,,0.0,,,,25.0,12.2,13.6,,,,128.5,-99.0,,-164.0,,,,-139.0,-151.8,-150.4,,,,-35.5,,False,,,,False,False,False,,,,True
28127,485,575.0,,1499.0,,,,168.0,169.5,1008.6,754.0,,,747.7,90.0,,1014.0,,,,-317.0,-315.5,523.6,269.0,,,262.7,,False,,,,False,False,False,False,,,False
28129,186,80.0,,0.0,,,,86.0,43.1,16.9,141.3,,,382.3,-106.0,,-186.0,,,,-100.0,-142.9,-169.1,-44.7,,,196.3,,False,,,,True,False,False,True,,,False
28131,130,75.0,,118.0,,,,196.0,53.1,28.4,,,,638.1,-55.0,,-12.0,,,,66.0,-76.9,-101.6,,,,508.1,,True,,,,False,False,False,,,,False
28133,652,705.0,,2166.0,,,,268.0,159.3,1126.0,570.4,,,454.2,53.0,,1514.0,,,,-384.0,-492.7,474.0,-81.6,,,-197.8,,False,,,,False,False,False,False,,,False
28135,499,225.0,,468.0,,,,100.0,89.0,347.7,265.5,,,420.7,-274.0,,-31.0,,,,-399.0,-410.0,-151.3,-233.5,,,-78.3,,True,,,,False,False,True,True,,,True
28137,442,225.0,,431.0,,,,770.0,207.8,124.8,728.5,,,301.5,-217.0,,-11.0,,,,328.0,-234.2,-317.2,286.5,,,-140.5,,True,,,,False,False,False,False,,,True
28139,230,70.0,,115.0,,,,250.0,39.5,7.4,206.7,,,111.0,-160.0,,-115.0,,,,20.0,-190.5,-222.6,-23.3,,,-119.0,,True,,,,True,False,False,True,,,True
28141,331,90.0,,127.0,,,,40.0,84.7,37.8,,,,370.3,-241.0,,-204.0,,,,-291.0,-246.3,-293.2,,,,39.3,,True,,,,False,False,False,,,,True
28143,234,90.0,,78.0,,,,121.0,32.9,21.2,154.5,,,161.5,-144.0,,-156.0,,,,-113.0,-201.1,-212.8,-79.5,,,-72.5,,False,,,,True,False,False,True,,,True
28145,420,235.0,,701.0,,,,528.0,158.6,216.5,561.0,,,590.0,-185.0,,281.0,,,,108.0,-261.4,-203.5,141.0,,,170.0,,False,,,,True,False,False,True,,,True
28147,299,175.0,,198.0,,,,94.0,105.5,101.4,389.2,,,380.7,-124.0,,-101.0,,,,-205.0,-193.5,-197.6,90.2,,,81.7,,True,,,,False,False,False,True,,,True
28149,578,595.0,,1935.0,,,,799.0,501.8,207.7,1250.6,,,916.9,17.0,,1357.0,,,,221.0,-76.2,-370.3,672.6,,,338.9,,False,,,,False,False,False,False,,,False
28151,1070,875.0,,2257.0,,,,635.0,251.5,821.0,1348.0,,,699.5,-195.0,,1187.0,,,,-435.0,-818.5,-249.0,278.0,,,-370.5,,False,,,,False,False,False,False,,,False
28153,223,370.0,,601.0,,,,236.0,310.7,36.1,351.9,,,54.9,147.0,,378.0,,,,13.0,87.7,-186.9,128.9,,,-168.1,,False,,,,True,True,False,True,,,False
28155,105,10.0,,0.0,,,,114.0,32.8,0.5,123.8,,,152.1,-95.0,,-105.0,,,,9.0,-72.2,-104.5,18.8,,,47.1,,False,,,,True,True,False,True,,,True
28157,112,25.0,,0.0,,,,83.0,9.0,23.7,,,,199.8,-87.0,,-112.0,,,,-29.0,-103.0,-88.3,,,,87.8,,False,,,,True,False,False,,,,False
28159,362,155.0,,445.0,,,,83.0,126.5,27.0,459.9,,,79.6,-207.0,,83.0,,,,-279.0,-235.5,-335.0,97.9,,,-282.4,,True,,,,False,False,False,True,,,False
28161,156,115.0,,101.0,,,,237.0,46.5,19.6,122.1,,,206.6,-41.0,,-55.0,,,,81.0,-109.5,-136.4,-33.9,,,50.6,,False,,,,False,False,False,True,,,False
28163,324,305.0,,572.0,,,,143.0,105.8,79.3,315.6,,,268.5,-19.0,,248.0,,,,-181.0,-218.2,-244.7,-8.4,,,-55.5,,False,,,,False,False,False,True,,,False
29001,60,15.0,,0.0,,,,141.0,49.5,8.7,,,,11.8,-45.0,,-60.0,,,,81.0,-10.5,-51.3,,,,-48.2,,False,,,,False,True,False,,,,False
29003,37,30.0,,0.0,,,,25.0,56.6,6.6,,,,21.8,-7.0,,-37.0,,,,-12.0,19.6,-30.4,,,,-15.2,,False,,,,False,False,False,,,,False
29005,11,10.0,,0.0,,,,0.0,14.4,0.1,,,,239.0,-1.0,,-11.0,,,,-11.0,3.4,-10.9,,,,228.0,,False,,,,False,False,False,,,,False
29007,62,5.0,,0.0,,,,94.0,25.6,11.7,97.8,,,0.5,-57.0,,-62.0,,,,32.0,-36.4,-50.3,35.8,,,-61.5,,False,,,,True,True,True,True,,,False
29009,176,155.0,,469.0,,,,139.0,94.8,8.7,,,,567.9,-21.0,,293.0,,,,-37.0,-81.2,-167.3,,,,391.9,,False,,,,False,False,False,,,,False
29011,42,35.0,,0.0,,,,36.0,92.1,,,,,11.8,-7.0,,-42.0,,,,-6.0,50.1,,,,,-30.2,,False,,,,True,False,,,,,False
29013,32,0.0,,0.0,,,,20.0,13.9,0.3,,,,0.0,-32.0,,-32.0,,,,-12.0,-18.1,-31.7,,,,-32.0,,False,,,,True,True,True,,,,False
29015,73,5.0,,0.0,,,,12.0,18.5,0.5,,,,746.9,-68.0,,-73.0,,,,-61.0,-54.5,-72.5,,,,673.9,,False,,,,True,True,False,,,,False
29017,51,10.0,,0.0,,,,2.0,19.8,0.8,,,,552.2,-41.0,,-51.0,,,,-49.0,-31.2,-50.2,,,,501.2,,False,,,,False,True,False,,,,False
29019,918,485.0,,1480.0,,,,764.0,372.6,133.0,1870.8,,,996.0,-433.0,,562.0,,,,-154.0,-545.4,-785.0,952.8,,,78.0,,False,,,,True,False,False,False,,,True
29021,194,225.0,,443.0,,,,915.0,350.0,20.8,186.7,,,51.2,31.0,,249.0,,,,721.0,156.0,-173.2,-7.3,,,-142.8,,False,,,,False,False,False,True,,,False
29023,167,165.0,,399.0,,,,137.0,177.5,9.1,650.3,,,22.6,-2.0,,232.0,,,,-30.0,10.5,-157.9,483.3,,,-144.4,,False,,,,False,False,False,False,,,False
29025,25,20.0,,0.0,,,,11.0,17.2,0.3,,,,400.1,-5.0,,-25.0,,,,-14.0,-7.8,-24.7,,,,375.1,,False,,,,False,False,False,,,,False
29027,86,60.0,,79.0,,,,29.0,70.6,5.0,,,,1870.8,-26.0,,-7.0,,,,-57.0,-15.4,-81.0,,,,1784.8,,True,,,,False,True,False,,,,False
29029,274,45.0,,60.0,,,,34.0,59.6,11.4,,,,11.6,-229.0,,-214.0,,,,-240.0,-214.4,-262.6,,,,-262.4,,True,,,,False,True,False,,,,False
29031,427,345.0,,1063.0,,,,159.0,200.1,614.5,961.7,,,1671.3,-82.0,,636.0,,,,-268.0,-226.9,187.5,534.7,,,1244.3,,False,,,,False,False,False,False,,,False
29033,84,25.0,,0.0,,,,25.0,13.3,0.4,,,,395.7,-59.0,,-84.0,,,,-59.0,-70.7,-83.6,,,,311.7,,False,,,,False,False,False,,,,False
29035,16,0.0,,0.0,,,,0.0,7.4,0.1,,,,0.0,-16.0,,-16.0,,,,-16.0,-8.6,-15.9,,,,-16.0,,False,,,,False,True,True,,,,False
29037,546,170.0,,691.0,,,,156.0,168.9,87.7,416.7,,,829.4,-376.0,,145.0,,,,-390.0,-377.1,-458.3,-129.3,,,283.4,,True,,,,False,False,False,True,,,True
29039,27,10.0,,0.0,,,,20.0,5.4,0.3,,,,669.2,-17.0,,-27.0,,,,-7.0,-21.6,-26.7,,,,642.2,,False,,,,True,False,False,,,,False
29041,13,0.0,,0.0,,,,5.0,6.3,0.1,,,,0.0,-13.0,,-13.0,,,,-8.0,-6.7,-12.9,,,,-13.0,,False,,,,True,True,True,,,,False
29043,288,35.0,,90.0,,,,122.0,111.0,3.1,,,,10.5,-253.0,,-198.0,,,,-166.0,-177.0,-284.9,,,,-277.5,,True,,,,True,True,False,,,,False
29045,18,0.0,,0.0,,,,0.0,27.5,0.0,,,,0.0,-18.0,,-18.0,,,,-18.0,9.5,-18.0,,,,-18.0,,False,,,,False,True,True,,,,False
29047,518,395.0,,324.0,,,,905.0,1136.8,71.5,2415.7,222.8,,234.7,-123.0,,-194.0,,,,387.0,618.8,-446.5,1897.7,-295.2,,-283.3,,False,,,,False,False,False,False,False,,False
29049,53,30.0,,21.0,,,,24.0,26.8,1.1,,,,615.9,-23.0,,-32.0,,,,-29.0,-26.2,-51.9,,,,562.9,,False,,,,False,False,False,,,,False
29051,294,50.0,,146.0,,,,139.0,50.6,5.1,,,,41.5,-244.0,,-148.0,,,,-155.0,-243.4,-288.9,,,,-252.5,,True,,,,True,True,False,,,,False
29053,97,30.0,,0.0,,,,23.0,32.9,0.8,,,,762.7,-67.0,,-97.0,,,,-74.0,-64.1,-96.2,,,,665.7,,False,,,,False,True,False,,,,False
29055,57,25.0,,0.0,,,,5.0,29.7,0.6,,,,658.7,-32.0,,-57.0,,,,-52.0,-27.3,-56.4,,,,601.7,,False,,,,False,True,False,,,,False
29057,21,0.0,,0.0,,,,5.0,29.3,,,,,0.0,-21.0,,-21.0,,,,-16.0,8.3,,,,,-21.0,,False,,,,True,True,,,,,False
29059,47,10.0,,0.0,,,,18.0,44.2,0.7,,,,3.9,-37.0,,-47.0,,,,-29.0,-2.8,-46.3,,,,-43.1,,False,,,,True,True,False,,,,False
29061,10,5.0,,0.0,,,,7.0,14.6,0.4,,,,0.6,-5.0,,-10.0,,,,-3.0,4.6,-9.6,,,,-9.4,,False,,,,True,True,False,,,,False
29063,22,15.0,,0.0,,,,4.0,24.8,0.9,,,,386.5,-7.0,,-22.0,,,,-18.0,2.8,-21.1,,,,364.5,,False,,,,False,True,False,,,,False
29065,7,5.0,,0.0,,,,3.0,59.6,0.1,,,,8.9,-2.0,,-7.0,,,,-4.0,52.6,-6.9,,,,1.9,,False,,,,False,False,False,,,,True
29067,78,15.0,,0.0,,,,6.0,63.6,0.2,,,,110.2,-63.0,,-78.0,,,,-72.0,-14.4,-77.8,,,,32.2,,False,,,,False,True,False,,,,True
29069,193,85.0,,207.0,,,,551.0,162.4,27.0,391.8,,,113.5,-108.0,,14.0,,,,358.0,-30.6,-166.0,198.8,,,-79.5,,True,,,,False,True,False,False,,,True
29071,373,65.0,,221.0,,,,103.0,298.4,14.9,374.9,35.8,,117.6,-308.0,,-152.0,,,,-270.0,-74.6,-358.1,1.9,-337.2,,-255.4,,True,,,,True,True,False,True,False,,True
29073,16,5.0,,0.0,,,,6.0,40.4,0.6,,,,0.1,-11.0,,-16.0,,,,-10.0,24.4,-15.4,,,,-15.9,,False,,,,True,False,False,,,,False
29075,29,5.0,,0.0,,,,21.0,0.0,3.6,,,,0.6,-24.0,,-29.0,,,,-8.0,-29.0,-25.4,,,,-28.4,,False,,,,True,False,False,,,,False
29077,1123,260.0,,576.0,,,,685.0,457.2,210.2,1443.7,157.6,,181.3,-863.0,,-547.0,,,,-438.0,-665.8,-912.8,320.7,-965.4,,-941.7,,True,,,,True,True,False,True,False,,False
29079,5,10.0,,0.0,,,,24.0,35.7,1.8,,,,4.0,5.0,,-5.0,,,,19.0,30.7,-3.2,,,,-1.0,,False,,,,False,False,True,,,,True
29081,44,20.0,,0.0,,,,8.0,24.6,0.8,,,,145.3,-24.0,,-44.0,,,,-36.0,-19.4,-43.2,,,,101.3,,False,,,,False,True,False,,,,False
29083,56,5.0,,0.0,,,,43.0,20.7,1.4,,,,0.1,-51.0,,-56.0,,,,-13.0,-35.3,-54.6,,,,-55.9,,False,,,,True,True,False,,,,False
29085,28,0.0,,0.0,,,,4.0,0.0,,,,,,-28.0,,-28.0,,,,-24.0,-28.0,,,,,,,False,,,,True,False,,,,,
29087,7,0.0,,0.0,,,,0.0,19.4,0.0,,,,0.0,-7.0,,-7.0,,,,-7.0,12.4,-7.0,,,,-7.0,,False,,,,False,False,True,,,,False
29089,44,0.0,,0.0,,,,10.0,22.1,0.1,,,,0.0,-44.0,,-44.0,,,,-34.0,-21.9,-43.9,,,,-44.0,,False,,,,True,True,True,,,,False
29091,108,45.0,,0.0,,,,51.0,89.4,4.5,,,,323.6,-63.0,,-108.0,,,,-57.0,-18.6,-103.5,,,,215.6,,False,,,,True,True,False,,,,False
29093,20,0.0,,0.0,,,,0.0,29.8,0.0,,,,0.0,-20.0,,-20.0,,,,-20.0,9.8,-20.0,,,,-20.0,,False,,,,False,True,True,,,,True
29095,2591,960.0,,9136.0,,,,1541.0,2431.2,600.7,4307.8,843.2,,1755.5,-1631.0,,6545.0,,,,-1050.0,-159.8,-1990.3,1716.8,-1747.8,,-835.5,,False,,,,True,True,False,False,False,,True
29097,998,1465.0,,112.0,,,,785.0,723.5,1686.6,3356.9,,,3974.7,467.0,,-886.0,,,,-213.0,-274.5,688.6,2358.9,,,2976.7,,False,,,,True,True,False,False,,,False
29099,1042,290.0,,1186.0,,,,266.0,451.6,222.4,498.3,538.0,,789.7,-752.0,,144.0,,,,-776.0,-590.4,-819.6,-543.7,-504.0,,-252.3,,True,,,,False,True,False,True,True,,True
29101,325,245.0,,1091.0,,,,107.0,99.9,333.9,359.8,,,1138.2,-80.0,,766.0,,,,-218.0,-225.1,8.9,34.8,,,813.2,,False,,,,False,False,True,True,,,False
29103,25,0.0,,0.0,,,,0.0,29.5,,,,,0.0,-25.0,,-25.0,,,,-25.0,4.5,,,,,-25.0,,False,,,,False,True,,,,,False
29105,164,75.0,,0.0,,,,47.0,98.5,4.7,,,,649.6,-89.0,,-164.0,,,,-117.0,-65.5,-159.3,,,,485.6,,False,,,,False,True,False,,,,False
29107,83,25.0,,0.0,,,,63.0,35.8,5.6,,,,333.7,-58.0,,-83.0,,,,-20.0,-47.2,-77.4,,,,250.7,,False,,,,True,True,False,,,,False
29109,170,55.0,,4.0,,,,119.0,37.2,5.2,,,,28.3,-115.0,,-166.0,,,,-51.0,-132.8,-164.8,,,,-141.7,,False,,,,True,False,False,,,,False
29111,36,0.0,,0.0,,,,2.0,9.9,0.2,,,,0.0,-36.0,,-36.0,,,,-34.0,-26.1,-35.8,,,,-36.0,,False,,,,True,True,True,,,,False
29113,262,10.0,,0.0,,,,36.0,52.6,5.7,42.6,,,7.2,-252.0,,-262.0,,,,-226.0,-209.4,-256.3,-219.4,,,-254.8,,False,,,,True,True,False,True,,,False
29115,15,15.0,,0.0,,,,30.0,32.2,1.0,,,,333.8,0.0,,-15.0,,,,15.0,17.2,-14.0,,,,318.8,,False,,,,False,False,False,,,,False
29117,44,25.0,,0.0,,,,34.0,32.4,0.9,,,,117.7,-19.0,,-44.0,,,,-10.0,-11.6,-43.1,,,,73.7,,False,,,,True,True,False,,,,False
29119,345,535.0,,3079.0,,,,1083.0,192.4,42.1,366.4,,,58.4,190.0,,2734.0,,,,738.0,-152.6,-302.9,21.4,,,-286.6,,False,,,,False,True,False,True,,,False
29121,49,5.0,,0.0,,,,8.0,20.4,0.2,,,,0.2,-44.0,,-49.0,,,,-41.0,-28.6,-48.8,,,,-48.8,,False,,,,True,True,False,,,,False
29123,19,15.0,,5.0,,,,2.0,20.1,0.1,,,,4.0,-4.0,,-14.0,,,,-17.0,1.1,-18.9,,,,-15.0,,False,,,,False,True,False,,,,False
29125,16,10.0,,0.0,,,,1.0,20.8,0.3,,,,275.0,-6.0,,-16.0,,,,-15.0,4.8,-15.7,,,,259.0,,False,,,,False,True,False,,,,False
29127,156,50.0,,0.0,,,,26.0,52.0,2.6,,,,655.7,-106.0,,-156.0,,,,-130.0,-104.0,-153.4,,,,499.7,,False,,,,False,True,False,,,,False
29129,6,0.0,,0.0,,,,2.0,28.6,0.2,,,,0.0,-6.0,,-6.0,,,,-4.0,22.6,-5.8,,,,-6.0,,False,,,,True,False,True,,,,True
29131,96,35.0,,12.0,,,,12.0,41.7,1.4,,,,137.0,-61.0,,-84.0,,,,-84.0,-54.3,-94.6,,,,41.0,,False,,,,False,True,False,,,,True
29133,45,15.0,,27.0,,,,47.0,24.3,8.0,,,,1.3,-30.0,,-18.0,,,,2.0,-20.7,-37.0,,,,-43.7,,True,,,,True,True,False,,,,False
29135,87,30.0,,0.0,,,,30.0,13.7,2.7,,,,224.3,-57.0,,-87.0,,,,-57.0,-73.3,-84.3,,,,137.3,,False,,,,False,False,False,,,,False
29137,23,0.0,,0.0,,,,0.0,33.3,0.2,,,,0.0,-23.0,,-23.0,,,,-23.0,10.3,-22.8,,,,-23.0,,False,,,,False,True,True,,,,False
29139,23,20.0,,0.0,,,,5.0,28.6,1.0,,,,85.9,-3.0,,-23.0,,,,-18.0,5.6,-22.0,,,,62.9,,False,,,,False,False,False,,,,False
29141,59,30.0,,0.0,,,,13.0,28.0,1.0,,,,894.3,-29.0,,-59.0,,,,-46.0,-31.0,-58.0,,,,835.3,,False,,,,False,False,False,,,,False
29143,186,30.0,,53.0,,,,53.0,36.7,4.3,,,,6.8,-156.0,,-133.0,,,,-133.0,-149.3,-181.7,,,,-179.2,,True,,,,True,True,False,,,,False
29145,411,545.0,,429.0,,,,902.0,273.1,104.3,1897.0,,,273.6,134.0,,18.0,,,,491.0,-137.9,-306.7,1486.0,,,-137.4,,True,,,,False,False,False,False,,,False
29147,153,30.0,,0.0,,,,22.0,33.9,1.1,,,,165.5,-123.0,,-153.0,,,,-131.0,-119.1,-151.9,,,,12.5,,False,,,,False,True,False,,,,True
29149,7,5.0,,0.0,,,,5.0,20.1,0.3,,,,38.6,-2.0,,-7.0,,,,-2.0,13.1,-6.7,,,,31.6,,False,,,,False,False,False,,,,False
29151,41,10.0,,0.0,,,,5.0,18.0,0.2,,,,317.3,-31.0,,-41.0,,,,-36.0,-23.0,-40.8,,,,276.3,,False,,,,False,True,False,,,,False
29153,10,5.0,,0.0,,,,0.0,38.5,,,,,1.0,-5.0,,-10.0,,,,-10.0,28.5,,,,,-9.0,,False,,,,False,False,,,,,False
29155,123,5.0,,13.0,,,,398.0,59.8,0.1,59.8,,,1.1,-118.0,,-110.0,,,,275.0,-63.2,-122.9,-63.2,,,-121.9,,True,,,,False,True,False,True,,,False
29157,75,130.0,,320.0,,,,39.0,98.6,3.3,368.1,,,17.1,55.0,,245.0,,,,-36.0,23.6,-71.7,293.1,,,-57.9,,False,,,,True,True,False,False,,,False
29159,359,60.0,,200.0,,,,138.0,120.0,42.2,268.2,,,50.2,-299.0,,-159.0,,,,-221.0,-239.0,-316.8,-90.8,,,-308.8,,True,,,,True,True,False,True,,,False
29161,44,120.0,,0.0,,,,46.0,0.0,4.9,,,,77.8,76.0,,-44.0,,,,2.0,-44.0,-39.1,,,,33.8,,True,,,,True,True,True,,,,True
29163,60,0.0,,0.0,,,,8.0,38.9,1.9,,,,0.0,-60.0,,-60.0,,,,-52.0,-21.1,-58.1,,,,-60.0,,False,,,,True,True,True,,,,True
29165,213,80.0,,115.0,,,,167.0,230.8,36.9,455.1,,,633.0,-133.0,,-98.0,,,,-46.0,17.8,-176.1,242.1,,,420.0,,True,,,,True,True,False,False,,,False
29167,194,10.0,,0.0,,,,56.0,76.6,1.0,,,,1.1,-184.0,,-194.0,,,,-138.0,-117.4,-193.0,,,,-192.9,,False,,,,True,True,False,,,,False
29169,71,40.0,,53.0,,,,62.0,59.9,0.5,105.0,,,10.7,-31.0,,-18.0,,,,-9.0,-11.1,-70.5,34.0,,,-60.3,,True,,,,True,True,False,False,,,False
29171,11,5.0,,0.0,,,,5.0,41.9,,,,,1.0,-6.0,,-11.0,,,,-6.0,30.9,,,,,-10.0,,False,,,,False,False,,,,,False
29173,23,5.0,,0.0,,,,2.0,21.7,0.3,,,,0.4,-18.0,,-23.0,,,,-21.0,-1.3,-22.7,,,,-22.6,,False,,,,False,True,False,,,,False
29175,55,0.0,,0.0,,,,26.0,20.9,0.3,,,,0.0,-55.0,,-55.0,,,,-29.0,-34.1,-54.7,,,,-55.0,,False,,,,True,True,True,,,,False
29177,90,10.0,,16.0,,,,39.0,23.9,0.9,,,,940.6,-80.0,,-74.0,,,,-51.0,-66.1,-89.1,,,,850.6,,True,,,,True,True,False,,,,False
29179,16,0.0,,0.0,,,,0.0,9.3,0.0,,,,0.0,-16.0,,-16.0,,,,-16.0,-6.7,-16.0,,,,-16.0,,False,,,,False,True,True,,,,False
29181,33,10.0,,0.0,,,,9.0,25.4,1.2,,,,0.3,-23.0,,-33.0,,,,-24.0,-7.6,-31.8,,,,-32.7,,False,,,,False,True,False,,,,False
29183,2837,535.0,,1610.0,,,,968.0,1194.9,153.3,1313.7,442.2,,931.2,-2302.0,,-1227.0,,,,-1869.0,-1642.1,-2683.7,-1523.3,-2394.8,,-1905.8,,True,,,,True,True,False,True,False,,True
29185,18,0.0,,0.0,,,,5.0,24.5,0.0,,,,0.0,-18.0,,-18.0,,,,-13.0,6.5,-18.0,,,,-18.0,,False,,,,True,True,True,,,,False
29186,36,15.0,,0.0,,,,3.0,20.5,0.9,,,,0.8,-21.0,,-36.0,,,,-33.0,-15.5,-35.1,,,,-35.2,,False,,,,False,True,False,,,,False
29187,199,65.0,,379.0,,,,57.0,174.0,8.0,737.5,,,6.0,-134.0,,180.0,,,,-142.0,-25.0,-191.0,538.5,,,-193.0,,False,,,,False,True,False,False,,,False
29189,7829,2720.0,,2788.0,,,,2395.0,4139.4,1374.2,5688.8,6066.4,,1522.2,-5109.0,,-5041.0,,,,-5434.0,-3689.6,-6454.8,-2140.2,-1762.6,,-6306.8,,True,,,,False,True,False,True,True,,False
29195,140,10.0,,26.0,,,,163.0,49.6,0.0,15.9,,,1.4,-130.0,,-114.0,,,,23.0,-90.4,-140.0,-124.1,,,-138.6,,True,,,,True,True,False,True,,,False
29197,5,0.0,,0.0,,,,5.0,35.7,0.2,,,,0.0,-5.0,,-5.0,,,,0.0,30.7,-4.8,,,,-5.0,,False,,,,True,False,True,,,,True
29199,3,0.0,,0.0,,,,8.0,9.2,0.2,,,,0.0,-3.0,,-3.0,,,,5.0,6.2,-2.8,,,,-3.0,,False,,,,False,False,True,,,,True
29201,210,60.0,,56.0,,,,229.0,129.8,8.5,233.5,,,72.0,-150.0,,-154.0,,,,19.0,-80.2,-201.5,23.5,,,-138.0,,False,,,,True,True,False,True,,,True
29203,27,55.0,,0.0,,,,0.0,34.3,1.0,,,,341.2,28.0,,-27.0,,,,-27.0,7.3,-26.0,,,,314.2,,True,,,,True,True,True,,,,False
29205,29,5.0,,0.0,,,,0.0,20.4,0.1,,,,27.3,-24.0,,-29.0,,,,-29.0,-8.6,-28.9,,,,-1.7,,False,,,,False,True,False,,,,True
29207,85,40.0,,73.0,,,,114.0,110.0,2.3,152.2,,,58.4,-45.0,,-12.0,,,,29.0,25.0,-82.7,67.2,,,-26.6,,True,,,,True,True,False,False,,,True
29209,104,40.0,,44.0,,,,25.0,59.0,1.4,,,,640.0,-64.0,,-60.0,,,,-79.0,-45.0,-102.6,,,,536.0,,True,,,,False,True,False,,,,False
29211,29,35.0,,0.0,,,,43.0,35.4,7.1,77.9,,,22.5,6.0,,-29.0,,,,14.0,6.4,-21.9,48.9,,,-6.5,,False,,,,False,False,False,False,,,False
29213,465,175.0,,694.0,,,,166.0,80.1,14.5,,,,458.9,-290.0,,229.0,,,,-299.0,-384.9,-450.5,,,,-6.1,,True,,,,False,False,False,,,,True
29215,45,10.0,,0.0,,,,5.0,99.0,0.3,,,,120.1,-35.0,,-45.0,,,,-40.0,54.0,-44.7,,,,75.1,,False,,,,False,False,False,,,,False
29217,29,55.0,,0.0,,,,45.0,48.3,1.9,,,,837.8,26.0,,-29.0,,,,16.0,19.3,-27.1,,,,808.8,,False,,,,True,True,False,,,,False
29219,144,40.0,,80.0,,,,18.0,64.0,3.6,,,,86.2,-104.0,,-64.0,,,,-126.0,-80.0,-140.4,,,,-57.8,,True,,,,False,True,False,,,,True
29221,45,20.0,,45.0,,,,7.0,77.5,1.1,,,,11.4,-25.0,,0.0,,,,-38.0,32.5,-43.9,,,,-33.6,,True,,,,False,False,False,,,,False
29223,52,5.0,,0.0,,,,0.0,71.4,,,,,0.0,-47.0,,-52.0,,,,-52.0,19.4,,,,,-52.0,,False,,,,False,True,,,,,False
29225,91,60.0,,71.0,,,,43.0,82.8,4.0,,,,258.1,-31.0,,-20.0,,,,-48.0,-8.2,-87.0,,,,167.1,,True,,,,False,True,False,,,,False
29227,5,0.0,,0.0,,,,0.0,4.5,0.0,,,,0.0,-5.0,,-5.0,,,,-5.0,-0.5,-5.0,,,,-5.0,,False,,,,False,True,True,,,,False
29229,41,40.0,,0.0,,,,20.0,21.1,1.0,,,,814.8,-1.0,,-41.0,,,,-21.0,-19.9,-40.0,,,,773.8,,False,,,,False,False,False,,,,False
