,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05077,95,860.0,,0.0,,,,75.0,71.9,289.5,263.4,,,,765.0,,-95.0,,,,-20.0,-23.1,194.5,168.4,,,,,True,,,,True,True,True,True,,,
05079,171,25.0,,1.0,,,,110.0,29.9,2.8,10.7,,,,-146.0,,-170.0,,,,-61.0,-141.1,-168.2,-160.3,,,,,False,,,,True,True,False,False,,,
05081,140,10.0,,0.0,,,,25.0,30.8,19.7,,,,,-130.0,,-140.0,,,,-115.0,-109.2,-120.3,,,,,,False,,,,True,True,True,,,,
05083,194,60.0,,10.0,,,,151.0,71.1,29.0,,,,,-134.0,,-184.0,,,,-43.0,-122.9,-165.0,,,,,,False,,,,True,True,False,,,,
05085,344,185.0,,681.0,,,,176.0,46.4,101.6,1050.1,,,,-159.0,,337.0,,,,-168.0,-297.6,-242.4,706.1,,,,,False,,,,False,False,False,False,,,
05087,74,125.0,,21.0,,,,100.0,97.0,12.1,453.0,,,,51.0,,-53.0,,,,26.0,23.0,-61.9,379.0,,,,,False,,,,True,True,False,False,,,
05089,14,40.0,,0.0,,,,5.0,30.9,1.9,,,,,26.0,,-14.0,,,,-9.0,16.9,-12.1,,,,,,True,,,,True,True,True,,,,
05091,379,110.0,,328.0,,,,148.0,34.3,2155.7,504.2,,,,-269.0,,-51.0,,,,-231.0,-344.7,1776.7,125.2,,,,,True,,,,True,False,False,True,,,
05093,780,265.0,,898.0,,,,351.0,182.2,463.5,866.4,,,,-515.0,,118.0,,,,-429.0,-597.8,-316.5,86.4,,,,,True,,,,True,False,True,True,,,
05095,44,20.0,,0.0,,,,10.0,7.9,2.9,,,,,-24.0,,-44.0,,,,-34.0,-36.1,-41.1,,,,,,False,,,,False,False,False,,,,
05097,30,5.0,,0.0,,,,0.0,28.7,0.2,,,,,-25.0,,-30.0,,,,-30.0,-1.3,-29.8,,,,,,False,,,,False,True,False,,,,
05099,33,15.0,,0.0,,,,21.0,41.8,0.6,99.8,,,,-18.0,,-33.0,,,,-12.0,8.8,-32.4,66.8,,,,,False,,,,True,True,False,False,,,
05101,98,15.0,,0.0,,,,2.0,8.9,0.6,,,,,-83.0,,-98.0,,,,-96.0,-89.1,-97.4,,,,,,False,,,,False,False,False,,,,
05103,79,10.0,,0.0,,,,11.0,23.2,3.9,,,,,-69.0,,-79.0,,,,-68.0,-55.8,-75.1,,,,,,False,,,,True,True,False,,,,
05105,19,40.0,,0.0,,,,12.0,17.1,9.5,,,,,21.0,,-19.0,,,,-7.0,-1.9,-9.5,,,,,,True,,,,True,True,True,,,,
05107,156,140.0,,469.0,,,,154.0,100.6,42.9,352.4,,,,-16.0,,313.0,,,,-2.0,-55.4,-113.1,196.4,,,,,False,,,,True,False,False,False,,,
05109,95,10.0,,0.0,,,,5.0,8.5,0.7,,,,,-85.0,,-95.0,,,,-90.0,-86.5,-94.3,,,,,,False,,,,False,False,False,,,,
05111,208,25.0,,42.0,,,,58.0,52.8,7.5,,,,,-183.0,,-166.0,,,,-150.0,-155.2,-200.5,,,,,,True,,,,True,True,False,,,,
05113,64,30.0,,32.0,,,,116.0,37.6,25.1,,,,,-34.0,,-32.0,,,,52.0,-26.4,-38.9,,,,,,True,,,,False,True,False,,,,
05115,830,370.0,,659.0,,,,650.0,298.9,180.9,1205.0,,,,-460.0,,-171.0,,,,-180.0,-531.1,-649.1,375.0,,,,,True,,,,True,False,False,True,,,
05117,69,5.0,,0.0,,,,5.0,13.8,4.6,,,,,-64.0,,-69.0,,,,-64.0,-55.2,-64.4,,,,,,False,,,,False,True,False,,,,
05119,3135,2675.0,,7586.0,,,,2298.0,1413.6,2923.3,6098.2,4051.2,,,-460.0,,4451.0,,,,-837.0,-1721.4,-211.7,2963.2,916.2,,,,False,,,,False,False,True,False,False,,
05121,155,40.0,,29.0,,,,18.0,26.2,15.0,,,,,-115.0,,-126.0,,,,-137.0,-128.8,-140.0,,,,,,False,,,,False,False,False,,,,
05123,312,360.0,,295.0,,,,292.0,116.3,98.9,61.8,,,,48.0,,-17.0,,,,-20.0,-195.7,-213.1,-250.2,,,,,True,,,,True,False,False,False,,,
05125,680,455.0,,905.0,,,,530.0,194.8,357.6,1475.7,,,,-225.0,,225.0,,,,-150.0,-485.2,-322.4,795.7,,,,,False,,,,True,False,False,False,,,
05127,46,10.0,,0.0,,,,9.0,21.6,2.2,,,,,-36.0,,-46.0,,,,-37.0,-24.4,-43.8,,,,,,False,,,,False,True,False,,,,
05129,18,25.0,,0.0,,,,5.0,2.2,0.7,,,,,7.0,,-18.0,,,,-13.0,-15.8,-17.3,,,,,,False,,,,False,False,False,,,,
05131,1556,995.0,,1242.0,,,,9388.0,341.5,741.8,2731.4,,,,-561.0,,-314.0,,,,7832.0,-1214.5,-814.2,1175.4,,,,,True,,,,False,False,False,False,,,
05133,256,400.0,,284.0,,,,766.0,122.8,61.7,162.5,,,,144.0,,28.0,,,,510.0,-133.2,-194.3,-93.5,,,,,True,,,,False,True,False,True,,,
05135,58,25.0,,22.0,,,,7.0,29.2,8.4,,,,,-33.0,,-36.0,,,,-51.0,-28.8,-49.6,,,,,,False,,,,False,True,False,,,,
05137,49,25.0,,0.0,,,,5.0,5.5,1.5,,,,,-24.0,,-49.0,,,,-44.0,-43.5,-47.5,,,,,,False,,,,False,False,False,,,,
05139,226,35.0,,86.0,,,,249.0,193.5,5.4,247.5,,,,-191.0,,-140.0,,,,23.0,-32.5,-220.6,21.5,,,,,True,,,,True,True,False,True,,,
05141,21,0.0,,0.0,,,,15.0,4.1,3.1,,,,,-21.0,,-21.0,,,,-6.0,-16.9,-17.9,,,,,,False,,,,True,True,True,,,,
05143,2336,3470.0,,3874.0,,,,6129.0,1739.2,1258.4,8777.4,5668.2,,,1134.0,,1538.0,,,,3793.0,-596.8,-1077.6,6441.4,3332.2,,,,False,,,,False,True,True,False,False,,
05145,225,55.0,,116.0,,,,232.0,58.9,45.3,,,,,-170.0,,-109.0,,,,7.0,-166.1,-179.7,,,,,,True,,,,True,True,False,,,,
05147,14,10.0,,0.0,,,,5.0,12.1,1.1,,,,,-4.0,,-14.0,,,,-9.0,-1.9,-12.9,,,,,,False,,,,False,True,False,,,,
05149,385,730.0,,1751.0,,,,498.0,319.7,232.2,1224.9,,,,345.0,,1366.0,,,,113.0,-65.3,-152.8,839.9,,,,,False,,,,True,True,True,False,,,
06001,6657,5315.0,,5638.0,,,,9835.0,14407.8,4579.7,14822.9,6472.8,,,-1342.0,,-1019.0,,,,3178.0,7750.8,-2077.3,8165.9,-184.2,,,,True,,,,False,False,False,False,True,,
06003,0,0.0,,0.0,,,,0.0,3.2,0.1,,,,,0.0,,0.0,,,,0.0,3.2,0.1,,,,,,True,,,,True,False,False,,,,
06005,133,55.0,,26.0,,,,27.0,99.6,4.9,,,,,-78.0,,-107.0,,,,-106.0,-33.4,-128.1,,,,,,False,,,,False,True,False,,,,
06007,889,315.0,,803.0,,,,1252.0,1314.7,87.6,1632.6,,,,-574.0,,-86.0,,,,363.0,425.7,-801.4,743.6,,,,,True,,,,True,True,False,False,,,
06009,94,105.0,,94.0,,,,45.0,128.8,12.8,,,,,11.0,,0.0,,,,-49.0,34.8,-81.2,,,,,,True,,,,False,False,False,,,,
06011,292,265.0,,0.0,,,,195.0,30.7,26.3,,,,,-27.0,,-292.0,,,,-97.0,-261.3,-265.7,,,,,,False,,,,False,False,False,,,,
06013,5595,4380.0,,6223.0,,,,8293.0,7815.0,3777.7,18492.4,4949.0,,,-1215.0,,628.0,,,,2698.0,2220.0,-1817.3,12897.4,-646.0,,,,True,,,,False,False,False,False,True,,
06015,41,40.0,,0.0,,,,40.0,46.1,8.5,,,,,-1.0,,-41.0,,,,-1.0,5.1,-32.5,,,,,,False,,,,False,False,False,,,,
06017,503,340.0,,1881.0,,,,542.0,859.7,111.6,1564.8,,,,-163.0,,1378.0,,,,39.0,356.7,-391.4,1061.8,,,,,False,,,,True,False,False,False,,,
06019,11180,6885.0,,15335.0,,,,15546.0,7416.1,10078.9,26904.1,5424.5,,,-4295.0,,4155.0,,,,4366.0,-3763.9,-1101.1,15724.1,-5755.5,,,,True,,,,False,True,True,False,False,,
06021,238,175.0,,0.0,,,,284.0,261.9,18.1,546.0,,,,-63.0,,-238.0,,,,46.0,23.9,-219.9,308.0,,,,,False,,,,True,True,False,False,,,
06023,138,75.0,,108.0,,,,361.0,170.4,12.9,167.2,,,,-63.0,,-30.0,,,,223.0,32.4,-125.1,29.2,,,,,True,,,,False,True,False,True,,,
06025,2654,4990.0,,7973.0,,,,1668.0,2450.5,3023.6,2296.8,9396.1,,,2336.0,,5319.0,,,,-986.0,-203.5,369.6,-357.2,6742.1,,,,False,,,,True,True,True,True,False,,
06027,58,30.0,,0.0,,,,50.0,57.6,3.8,,,,,-28.0,,-58.0,,,,-8.0,-0.4,-54.2,,,,,,False,,,,True,True,False,,,,
06029,17496,3950.0,,15386.0,,,,8757.0,7789.3,3547.2,11604.8,4843.4,,,-13546.0,,-2110.0,,,,-8739.0,-9706.7,-13948.8,-5891.2,-12652.6,,,,True,,,,True,True,False,True,True,,
06031,1853,1410.0,,4675.0,,,,3410.0,2685.1,442.7,2249.1,1822.5,,,-443.0,,2822.0,,,,1557.0,832.1,-1410.3,396.1,-30.5,,,,False,,,,False,False,False,True,True,,
06033,133,210.0,,512.0,,,,281.0,261.9,40.3,,,,,77.0,,379.0,,,,148.0,128.9,-92.7,,,,,,False,,,,False,False,False,,,,
06035,409,110.0,,0.0,,,,137.0,51.5,7.5,396.2,,,,-299.0,,-409.0,,,,-272.0,-357.5,-401.5,-12.8,,,,,False,,,,True,False,False,True,,,
06037,98952,62205.0,,,,,,120307.0,77512.2,49287.4,157058.1,93440.7,,,-36747.0,,,,,,21355.0,-21439.8,-49664.6,58106.1,-5511.3,,,,,,,,True,True,False,False,True,,
06039,1724,815.0,,1368.0,,,,1791.0,1174.0,111.1,3996.0,,,,-909.0,,-356.0,,,,67.0,-550.0,-1612.9,2272.0,,,,,True,,,,True,True,False,False,,,
06041,2573,4865.0,,,,,,1439.0,1536.1,3126.4,7467.3,12543.8,,,2292.0,,,,,,-1134.0,-1036.9,553.4,4894.3,9970.8,,,,,,,,True,True,True,False,False,,
06043,33,20.0,,0.0,,,,11.0,28.0,4.4,,,,,-13.0,,-33.0,,,,-22.0,-5.0,-28.6,,,,,,False,,,,False,True,False,,,,
06045,295,45.0,,129.0,,,,213.0,271.0,38.0,,,,,-250.0,,-166.0,,,,-82.0,-24.0,-257.0,,,,,,True,,,,True,True,False,,,,
06047,3740,2240.0,,7721.0,,,,4555.0,1912.0,1543.9,7260.1,1468.7,,,-1500.0,,3981.0,,,,815.0,-1828.0,-2196.1,3520.1,-2271.3,,,,False,,,,True,False,False,False,False,,
06049,5,0.0,,0.0,,,,3.0,0.0,,,,,,-5.0,,-5.0,,,,-2.0,-5.0,,,,,,,False,,,,True,False,,,,,
06051,108,25.0,,0.0,,,,41.0,42.5,4.2,,,,,-83.0,,-108.0,,,,-67.0,-65.5,-103.8,,,,,,False,,,,True,True,False,,,,
06053,3297,2355.0,,814.0,,,,4854.0,2646.4,1882.3,8249.6,2048.0,,,-942.0,,-2483.0,,,,1557.0,-650.6,-1414.7,4952.6,-1249.0,,,,False,,,,False,True,False,False,False,,
06055,670,530.0,,2136.0,,,,1275.0,783.9,139.4,2192.0,,,,-140.0,,1466.0,,,,605.0,113.9,-530.6,1522.0,,,,,False,,,,False,True,False,False,,,
06057,193,105.0,,689.0,,,,216.0,256.9,58.5,816.5,,,,-88.0,,496.0,,,,23.0,63.9,-134.5,623.5,,,,,False,,,,True,True,False,False,,,
06059,22885,18645.0,,49371.0,,,,28635.0,18367.6,27284.9,35802.5,25254.6,,,-4240.0,,26486.0,,,,5750.0,-4517.4,4399.9,12917.5,2369.6,,,,False,,,,False,False,False,False,True,,
06061,1358,1085.0,,2873.0,,,,1616.0,1486.2,1881.3,5236.9,1630.0,,,-273.0,,1515.0,,,,258.0,128.2,523.3,3878.9,272.0,,,,False,,,,True,True,False,False,True,,
06063,23,20.0,,0.0,,,,136.0,35.9,1.0,,,,,-3.0,,-23.0,,,,113.0,12.9,-22.0,,,,,,False,,,,False,False,False,,,,
06065,21002,19035.0,,82911.0,,,,7110.0,19716.7,19149.0,35438.0,23297.0,,,-1967.0,,61909.0,,,,-13892.0,-1285.3,-1853.0,14436.0,2295.0,,,,False,,,,False,True,True,False,False,,
06067,6791,6690.0,,1712.0,,,,10593.0,4832.2,14151.3,21698.3,8753.1,,,-101.0,,-5079.0,,,,3802.0,-1958.8,7360.3,14907.3,1962.1,,,,False,,,,False,False,False,False,False,,
06069,444,300.0,,577.0,,,,883.0,41.1,198.7,1233.8,,,,-144.0,,133.0,,,,439.0,-402.9,-245.3,789.8,,,,,True,,,,False,False,False,False,,,
06071,22397,11930.0,,28924.0,,,,6169.0,18581.4,17982.2,35543.4,30847.1,,,-10467.0,,6527.0,,,,-16228.0,-3815.6,-4414.8,13146.4,8450.1,,,,True,,,,False,True,True,False,True,,
06073,16083,14295.0,,33116.0,,,,2900.0,17189.1,15751.0,26601.0,17659.0,,,-1788.0,,17033.0,,,,-13183.0,1106.1,-332.0,10518.0,1576.0,,,,False,,,,False,True,True,False,True,,
06075,3656,1540.0,,1841.0,,,,3573.0,2811.4,579.5,3035.0,5681.6,,,-2116.0,,-1815.0,,,,-83.0,-844.6,-3076.5,-621.0,2025.6,,,,True,,,,True,True,False,True,True,,
06077,7829,6905.0,,14248.0,,,,9112.0,6312.8,4009.6,23930.1,7147.2,,,-924.0,,6419.0,,,,1283.0,-1516.2,-3819.4,16101.1,-681.8,,,,False,,,,False,False,False,False,True,,
06079,1392,965.0,,3121.0,,,,2643.0,1631.9,690.7,3543.4,,,,-427.0,,1729.0,,,,1251.0,239.9,-701.3,2151.4,,,,,False,,,,False,True,False,False,,,
06081,2574,2265.0,,5204.0,,,,4013.0,4220.9,1542.5,7220.5,3642.6,,,-309.0,,2630.0,,,,1439.0,1646.9,-1031.5,4646.5,1068.6,,,,False,,,,False,False,False,False,False,,
06083,3443,2745.0,,3607.0,,,,4214.0,3462.9,2322.2,5008.2,1865.6,,,-698.0,,164.0,,,,771.0,19.9,-1120.8,1565.2,-1577.4,,,,True,,,,False,True,False,False,False,,
06085,6398,5465.0,,8748.0,,,,10433.0,3263.3,9910.1,10157.0,5310.2,,,-933.0,,2350.0,,,,4035.0,-3134.7,3512.1,3759.0,-1087.8,,,,False,,,,False,False,False,False,False,,
06087,783,530.0,,700.0,,,,1337.0,1155.8,483.1,1627.7,,,,-253.0,,-83.0,,,,554.0,372.8,-299.9,844.7,,,,,True,,,,False,False,False,False,,,
06089,270,235.0,,1290.0,,,,661.0,778.9,288.7,1096.8,,,,-35.0,,1020.0,,,,391.0,508.9,18.7,826.8,,,,,False,,,,False,False,True,False,,,
06091,2,0.0,,0.0,,,,5.0,14.9,0.0,,,,,-2.0,,-2.0,,,,3.0,12.9,-2.0,,,,,,False,,,,False,False,True,,,,
06093,62,20.0,,0.0,,,,21.0,71.5,9.1,,,,,-42.0,,-62.0,,,,-41.0,9.5,-52.9,,,,,,False,,,,True,True,False,,,,
06095,2553,1790.0,,2119.0,,,,3172.0,1802.5,1437.4,7446.6,2245.9,,,-763.0,,-434.0,,,,619.0,-750.5,-1115.6,4893.6,-307.1,,,,True,,,,True,True,False,False,True,,
06097,2072,1765.0,,2258.0,,,,2289.0,2631.8,2465.0,5215.9,,,,-307.0,,186.0,,,,217.0,559.8,393.0,3143.9,,,,,True,,,,True,False,False,False,,,
06099,7035,2655.0,,7537.0,,,,7363.0,5132.8,2330.5,10498.6,6525.7,,,-4380.0,,502.0,,,,328.0,-1902.2,-4704.5,3463.6,-509.3,,,,True,,,,True,True,False,True,True,,
06101,678,455.0,,1821.0,,,,822.0,736.2,321.4,1740.7,,,,-223.0,,1143.0,,,,144.0,58.2,-356.6,1062.7,,,,,False,,,,True,True,False,False,,,
06103,188,130.0,,0.0,,,,298.0,345.6,40.0,,,,,-58.0,,-188.0,,,,110.0,157.6,-148.0,,,,,,False,,,,False,False,False,,,,
06105,3,0.0,,0.0,,,,0.0,25.2,0.0,,,,,-3.0,,-3.0,,,,-3.0,22.2,-3.0,,,,,,False,,,,False,False,True,,,,
06107,5848,4610.0,,10120.0,,,,6549.0,4587.1,1352.4,10024.9,5691.7,,,-1238.0,,4272.0,,,,701.0,-1260.9,-4495.6,4176.9,-156.3,,,,False,,,,True,False,False,False,True,,
06109,109,105.0,,0.0,,,,49.0,155.5,15.5,,,,,-4.0,,-109.0,,,,-60.0,46.5,-93.5,,,,,,False,,,,False,False,False,,,,
06111,4906,3980.0,,4172.0,,,,6431.0,4521.2,2825.5,18811.3,7325.0,,,-926.0,,-734.0,,,,1525.0,-384.8,-2080.5,13905.3,2419.0,,,,True,,,,False,True,False,False,False,,
06113,1077,775.0,,622.0,,,,2192.0,1107.8,1805.3,3227.0,4555.9,,,-302.0,,-455.0,,,,1115.0,30.8,728.3,2150.0,3478.9,,,,False,,,,False,True,False,False,False,,
06115,482,225.0,,1118.0,,,,634.0,383.1,202.5,537.2,,,,-257.0,,636.0,,,,152.0,-98.9,-279.5,55.2,,,,,False,,,,True,True,False,True,,,
08001,2116,1145.0,,1896.0,,,,1481.0,1949.2,391.2,994.7,636.5,,,-971.0,,-220.0,,,,-635.0,-166.8,-1724.8,-1121.3,-1479.5,,,,True,,,,True,True,False,False,False,,
08003,27,80.0,,67.0,,,,83.0,116.4,11.2,147.7,,,,53.0,,40.0,,,,56.0,89.4,-15.8,120.7,,,,,True,,,,False,False,True,False,,,
08005,1957,1010.0,,2079.0,,,,1568.0,1956.2,523.9,1069.2,652.8,,,-947.0,,122.0,,,,-389.0,-0.8,-1433.1,-887.8,-1304.2,,,,True,,,,True,True,False,True,False,,
08007,27,10.0,,0.0,,,,5.0,10.0,0.1,,,,,-17.0,,-27.0,,,,-22.0,-17.0,-26.9,,,,,,False,,,,False,False,False,,,,
08009,0,5.0,,0.0,,,,4.0,3.6,0.2,,,,,5.0,,0.0,,,,4.0,3.6,0.2,,,,,,True,,,,True,True,True,,,,
08011,5,5.0,,0.0,,,,0.0,20.4,0.1,,,,,0.0,,-5.0,,,,-5.0,15.4,-4.9,,,,,,False,,,,False,False,False,,,,
08013,598,405.0,,185.0,,,,615.0,765.8,206.8,1942.7,529.6,,,-193.0,,-413.0,,,,17.0,167.8,-391.2,1344.7,-68.4,,,,False,,,,True,True,False,False,True,,
08014,148,105.0,,101.0,,,,141.0,174.4,37.2,,73.1,,,-43.0,,-47.0,,,,-7.0,26.4,-110.8,,-74.9,,,,False,,,,True,True,False,,False,,
08015,225,0.0,,0.0,,,,32.0,14.3,2.1,,,,,-225.0,,-225.0,,,,-193.0,-210.7,-222.9,,,,,,False,,,,True,True,True,,,,
08017,5,0.0,,0.0,,,,0.0,3.6,0.0,,,,,-5.0,,-5.0,,,,-5.0,-1.4,-5.0,,,,,,False,,,,False,True,True,,,,
08019,9,15.0,,0.0,,,,14.0,8.0,0.3,,,,,6.0,,-9.0,,,,5.0,-1.0,-8.7,,,,,,False,,,,True,True,False,,,,
08021,9,10.0,,0.0,,,,15.0,31.8,0.7,,,,,1.0,,-9.0,,,,6.0,22.8,-8.3,,,,,,False,,,,False,False,False,,,,
08023,0,10.0,,0.0,,,,7.0,14.3,0.7,,,,,10.0,,0.0,,,,7.0,14.3,0.7,,,,,,True,,,,True,False,True,,,,
08025,2,5.0,,0.0,,,,4.0,4.9,2.4,,,,,3.0,,-2.0,,,,2.0,2.9,0.4,,,,,,True,,,,True,True,True,,,,
08027,9,0.0,,0.0,,,,0.0,6.7,0.0,,,,,-9.0,,-9.0,,,,-9.0,-2.3,-9.0,,,,,,False,,,,False,True,True,,,,
08029,41,10.0,,0.0,,,,22.0,50.7,2.7,,,,,-31.0,,-41.0,,,,-19.0,9.7,-38.3,,,,,,False,,,,True,True,False,,,,
08031,2854,1860.0,,1885.0,,,,2804.0,2622.5,1206.3,1375.9,1429.7,,,-994.0,,-969.0,,,,-50.0,-231.5,-1647.7,-1478.1,-1424.3,,,,True,,,,True,True,False,False,False,,
08033,2,0.0,,0.0,,,,0.0,0.0,,,,,,-2.0,,-2.0,,,,-2.0,-2.0,,,,,,,False,,,,False,False,,,,,
08035,720,420.0,,638.0,,,,400.0,729.5,293.2,2075.4,460.1,,,-300.0,,-82.0,,,,-320.0,9.5,-426.8,1355.4,-259.9,,,,True,,,,False,True,False,False,True,,
08037,419,80.0,,215.0,,,,268.0,74.0,17.5,87.6,348.7,,,-339.0,,-204.0,,,,-151.0,-345.0,-401.5,-331.4,-70.3,,,,True,,,,True,False,False,True,True,,
08039,47,5.0,,0.0,,,,7.0,16.7,1.5,,,,,-42.0,,-47.0,,,,-40.0,-30.3,-45.5,,,,,,False,,,,True,True,False,,,,
08041,2384,1390.0,,3206.0,,,,1166.0,2976.8,1465.9,3660.1,1155.2,,,-994.0,,822.0,,,,-1218.0,592.8,-918.1,1276.1,-1228.8,,,,True,,,,False,True,True,False,False,,
08043,84,30.0,,0.0,,,,53.0,95.6,1.5,,,,,-54.0,,-84.0,,,,-31.0,11.6,-82.5,,,,,,False,,,,True,True,False,,,,
08045,448,260.0,,626.0,,,,146.0,241.2,58.8,858.2,,,,-188.0,,178.0,,,,-302.0,-206.8,-389.2,410.2,,,,,True,,,,False,False,False,False,,,
08047,9,0.0,,0.0,,,,5.0,7.0,0.1,,,,,-9.0,,-9.0,,,,-4.0,-2.0,-8.9,,,,,,False,,,,True,True,True,,,,
08049,31,15.0,,0.0,,,,25.0,24.6,0.3,,,,,-16.0,,-31.0,,,,-6.0,-6.4,-30.7,,,,,,False,,,,True,True,False,,,,
08051,80,15.0,,0.0,,,,30.0,13.3,0.5,0.6,,,,-65.0,,-80.0,,,,-50.0,-66.7,-79.5,-79.4,,,,,False,,,,True,False,False,False,,,
08053,0,0.0,,0.0,,,,0.0,0.4,0.0,,,,,0.0,,0.0,,,,0.0,0.4,0.0,,,,,,True,,,,True,False,False,,,,
08055,4,0.0,,0.0,,,,5.0,11.1,0.0,,,,,-4.0,,-4.0,,,,1.0,7.1,-4.0,,,,,,False,,,,True,False,True,,,,
08057,7,5.0,,0.0,,,,0.0,20.6,,,,,,-2.0,,-7.0,,,,-7.0,13.6,,,,,,,False,,,,False,False,,,,,
08059,1384,715.0,,2752.0,,,,992.0,1894.1,295.4,654.7,1097.6,,,-669.0,,1368.0,,,,-392.0,510.1,-1088.6,-729.3,-286.4,,,,False,,,,True,True,False,False,True,,
08061,0,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,True,,,,True,True,,,,,
08063,19,10.0,,0.0,,,,0.0,19.4,0.9,,,,,-9.0,,-19.0,,,,-19.0,0.4,-18.1,,,,,,False,,,,False,True,False,,,,
08065,27,10.0,,0.0,,,,27.0,23.8,3.5,,,,,-17.0,,-27.0,,,,0.0,-3.2,-23.5,,,,,,False,,,,True,True,False,,,,
08067,89,135.0,,50.0,,,,62.0,74.6,32.5,111.1,,,,46.0,,-39.0,,,,-27.0,-14.4,-56.5,22.1,,,,,True,,,,True,True,False,True,,,
08069,740,390.0,,2104.0,,,,552.0,922.7,248.9,810.9,291.3,,,-350.0,,1364.0,,,,-188.0,182.7,-491.1,70.9,-448.7,,,,False,,,,True,True,False,True,False,,
08071,9,10.0,,0.0,,,,15.0,22.5,0.2,,,,,1.0,,-9.0,,,,6.0,13.5,-8.8,,,,,,False,,,,False,False,False,,,,
08073,5,0.0,,0.0,,,,0.0,11.3,0.0,,,,,-5.0,,-5.0,,,,-5.0,6.3,-5.0,,,,,,False,,,,False,False,True,,,,
08075,11,20.0,,0.0,,,,31.0,58.4,0.6,37.9,,,,9.0,,-11.0,,,,20.0,47.4,-10.4,26.9,,,,,False,,,,False,False,False,False,,,
08077,188,120.0,,306.0,,,,261.0,208.8,44.0,249.9,,,,-68.0,,118.0,,,,73.0,20.8,-144.0,61.9,,,,,False,,,,False,True,False,True,,,
08079,9,20.0,,0.0,,,,0.0,11.5,0.2,,,,,11.0,,-9.0,,,,-9.0,2.5,-8.8,,,,,,True,,,,True,True,True,,,,
08081,14,15.0,,0.0,,,,5.0,14.9,0.2,,,,,1.0,,-14.0,,,,-9.0,0.9,-13.8,,,,,,False,,,,False,True,False,,,,
08083,40,15.0,,0.0,,,,20.0,44.0,3.8,,,,,-25.0,,-40.0,,,,-20.0,4.0,-36.2,,,,,,False,,,,True,True,False,,,,
08085,92,25.0,,1.0,,,,76.0,73.6,0.9,32.9,,,,-67.0,,-91.0,,,,-16.0,-18.4,-91.1,-59.1,,,,,False,,,,True,True,False,True,,,
08087,29,20.0,,0.0,,,,60.0,55.4,0.7,18.8,,,,-9.0,,-29.0,,,,31.0,26.4,-28.3,-10.2,,,,,False,,,,False,False,False,False,,,
08089,50,0.0,,0.0,,,,17.0,29.5,0.4,,,,,-50.0,,-50.0,,,,-33.0,-20.5,-49.6,,,,,,False,,,,True,True,True,,,,
08091,1,10.0,,0.0,,,,0.0,7.6,0.2,,,,,9.0,,-1.0,,,,-1.0,6.6,-0.8,,,,,,True,,,,True,True,True,,,,
08093,17,0.0,,0.0,,,,17.0,17.7,0.6,,,,,-17.0,,-17.0,,,,0.0,0.7,-16.4,,,,,,False,,,,True,True,True,,,,
08095,4,5.0,,0.0,,,,0.0,6.6,0.2,,,,,1.0,,-4.0,,,,-4.0,2.6,-3.8,,,,,,False,,,,False,False,False,,,,
08097,100,60.0,,9.0,,,,54.0,28.5,5.8,33.0,,,,-40.0,,-91.0,,,,-46.0,-71.5,-94.2,-67.0,,,,,False,,,,False,False,False,False,,,
08099,28,30.0,,0.0,,,,15.0,11.5,0.6,,,,,2.0,,-28.0,,,,-13.0,-16.5,-27.4,,,,,,False,,,,False,False,False,,,,
08101,283,130.0,,96.0,,,,396.0,455.6,25.8,145.6,381.4,,,-153.0,,-187.0,,,,113.0,172.6,-257.2,-137.4,98.4,,,,False,,,,True,False,False,True,True,,
08103,12,5.0,,0.0,,,,0.0,28.9,0.1,,,,,-7.0,,-12.0,,,,-12.0,16.9,-11.9,,,,,,False,,,,False,False,False,,,,
08105,11,30.0,,0.0,,,,24.0,73.9,6.5,,,,,19.0,,-11.0,,,,13.0,62.9,-4.5,,,,,,True,,,,True,False,True,,,,
08107,46,30.0,,0.0,,,,49.0,43.1,2.1,,,,,-16.0,,-46.0,,,,3.0,-2.9,-43.9,,,,,,False,,,,True,True,False,,,,
