,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
06017,2527,2648.0,,2628.7,,2290.0,2541.0,,,,,1616.4,9451.9,,,2653.0,2155.5,1462.9,2156.0,,2229.5,2148.2,0.0,,2389.0,2241.9,,,,,1870.3,3165.0,,,6564.3,1438.0,121.0,,101.7,,-237.0,14.0,,,,,-910.6,6924.9,,,126.0,-371.5,-1064.1,-371.0,,-297.5,-378.8,-2527.0,,-138.0,-285.1,,,,,-656.7,638.0,,,4037.3,-1089.0,,True,,False,True,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06019,20452,20932.0,,21097.1,18359.3,18970.0,3900.0,,,,,19913.5,12217.4,,20760.6,18132.0,6313.4,18138.2,25648.5,,20076.5,21961.9,0.2,,17744.0,27831.5,,,,,20902.7,22837.0,,,24416.4,20690.0,480.0,,645.1,-2092.7,-1482.0,-16552.0,,,,,-538.5,-8234.6,,308.6,-2320.0,-14138.6,-2313.8,5196.5,,-375.5,1509.9,-20451.8,,-2708.0,7379.5,,,,,450.7,2385.0,,,3964.4,238.0,,False,False,False,False,,,,,False,False,,True,False,False,False,False,,True,False,False,,False,False,,,,,True,False,,,False,True
06021,541,520.0,,519.7,,486.0,591.0,,,,,386.3,1344.6,,,427.0,478.7,214.1,,,601.0,483.8,158.3,,481.0,521.7,,,,,,,,,648.1,254.0,-21.0,,-21.3,,-55.0,50.0,,,,,-154.7,803.6,,,-114.0,-62.3,-326.9,,,60.0,-57.2,-382.7,,-60.0,-19.3,,,,,,,,,107.1,-287.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,,,,,,,,,False,False
06023,971,796.0,,777.8,,790.0,1216.0,,,,,523.0,2389.9,,,911.0,1248.3,480.0,776.5,,732.0,680.1,66.6,,1289.0,1213.2,,,,,,455.0,,,1619.2,376.0,-175.0,,-193.2,,-181.0,245.0,,,,,-448.0,1418.9,,,-60.0,277.3,-491.0,-194.5,,-239.0,-290.9,-904.4,,318.0,242.2,,,,,,-516.0,,,648.2,-595.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,False,False,,,,,,False,,,False,False
06025,3330,4276.0,,4716.1,1871.6,3240.0,4055.0,,,,,4359.9,12139.2,,,4207.0,2096.4,2755.8,2929.5,,3684.5,3281.2,0.0,,3564.0,3186.8,,,,,2632.1,0.0,,,4693.4,3206.0,946.0,,1386.1,-1458.4,-90.0,725.0,,,,,1029.9,8809.2,,,877.0,-1233.6,-574.2,-400.5,,354.5,-48.8,-3330.0,,234.0,-143.2,,,,,-697.9,-3330.0,,,1363.4,-124.0,,False,False,True,True,,,,,False,False,,,True,False,True,True,,True,True,False,,True,True,,,,,True,False,,,False,True
06027,448,240.0,,245.4,,188.0,0.0,,,,,174.7,69.5,,,137.0,192.9,76.2,,,110.0,200.1,18.7,,239.0,364.2,,,,,,,,,542.3,188.0,-208.0,,-202.6,,-260.0,-448.0,,,,,-273.3,-378.5,,,-311.0,-255.1,-371.8,,,-338.0,-247.9,-429.3,,-209.0,-83.8,,,,,,,,,94.3,-260.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,,,,,,,,,True,False
06029,23270,25760.0,,28106.3,18402.7,22850.0,34699.0,,,,,20662.5,8320.3,,25128.1,23182.0,24114.1,18315.3,21425.5,,23105.0,22409.3,2684.4,,22200.0,26020.0,,,,,12476.8,18250.0,,,27461.3,14778.0,2490.0,,4836.3,-4867.3,-420.0,11429.0,,,,,-2607.5,-14949.7,,1858.1,-88.0,844.1,-4954.7,-1844.5,,-165.0,-860.7,-20585.6,,-1070.0,2750.0,,,,,-10793.2,-5020.0,,,4191.3,-8492.0,,False,False,True,False,,,,,False,False,,True,True,True,False,True,,True,True,False,,True,False,,,,,False,False,,,False,False
06031,4274,3612.0,,3828.3,2904.3,2960.0,2062.0,,,,,3470.0,4385.0,,,3727.0,2048.1,2777.1,2883.5,,3660.0,3013.0,0.0,,3035.0,5770.6,,,,,1811.4,1703.0,,,5388.6,2194.0,-662.0,,-445.7,-1369.7,-1314.0,-2212.0,,,,,-804.0,111.0,,,-547.0,-2225.9,-1496.9,-1390.5,,-614.0,-1261.0,-4274.0,,-1239.0,1496.6,,,,,-2462.6,-2571.0,,,1114.6,-2080.0,,True,False,False,False,,,,,False,True,,,True,False,False,False,,True,False,False,,False,False,,,,,False,False,,,False,False
06033,1117,800.0,,835.2,,789.0,429.0,,,,,619.6,1131.3,,1175.6,586.0,860.5,672.3,871.0,,917.0,781.4,44.5,,927.0,746.6,,,,,,,,,1684.4,629.0,-317.0,,-281.8,,-328.0,-688.0,,,,,-497.4,14.3,,58.6,-531.0,-256.5,-444.7,-246.0,,-200.0,-335.6,-1072.5,,-190.0,-370.4,,,,,,,,,567.4,-488.0,,True,,False,False,,,,,False,True,,True,False,True,False,True,,True,False,False,,True,False,,,,,,,,,False,False
06035,702,2044.0,,2114.1,,1205.0,1356.0,,,,,1148.0,7698.6,,,436.0,1082.5,921.0,962.5,,432.0,1123.3,0.0,,1502.0,1337.8,,,,,,,,,1832.9,,1342.0,,1412.1,,503.0,654.0,,,,,446.0,6996.6,,,-266.0,380.5,219.0,260.5,,-270.0,421.3,-702.0,,800.0,635.8,,,,,,,,,1130.9,,,False,,True,True,,,,,True,False,,,True,True,True,True,,True,True,True,,True,True,,,,,,,,,True,
06037,304206,399048.0,,409927.3,596228.5,345257.0,595775.0,,,,,352038.1,404746.1,,405778.1,327111.0,390567.6,252796.6,455510.5,,335072.5,325204.2,111767.1,,288169.0,249887.8,,,,,307534.8,0.0,,,909893.1,246950.0,94842.0,,105721.3,292022.5,41051.0,291569.0,,,,,47832.1,100540.1,,101572.1,22905.0,86361.6,-51409.4,151304.5,,30866.5,20998.2,-192438.9,,-16037.0,-54318.2,,,,,3328.8,-304206.0,,,605687.1,-57256.0,,False,False,True,False,,,,,True,False,,False,True,True,True,False,,True,True,False,,True,True,,,,,True,False,,,False,True
06039,3625,3928.0,,4303.9,,3623.0,2557.0,,,,,3076.1,1893.1,,,2767.0,4076.4,1797.0,3291.0,,4523.5,4601.8,349.2,,3123.0,5191.5,,,,,2539.0,2043.0,,,7432.4,2534.0,303.0,,678.9,,-2.0,-1068.0,,,,,-548.9,-1731.9,,,-858.0,451.4,-1828.0,-334.0,,898.5,976.8,-3275.8,,-502.0,1566.5,,,,,-1086.0,-1582.0,,,3807.4,-1091.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06041,2272,1804.0,,1708.9,,1896.0,1063.0,,,,,2226.3,1129.8,,2422.6,1847.0,1529.4,1490.3,2266.5,,2548.0,2010.8,0.8,,2915.0,3472.4,,,,,1026.2,1736.0,,,3050.7,2617.0,-468.0,,-563.1,,-376.0,-1209.0,,,,,-45.7,-1142.2,,150.6,-425.0,-742.6,-781.7,-5.5,,276.0,-261.2,-2271.2,,643.0,1200.4,,,,,-1245.8,-536.0,,,778.7,345.0,,False,,True,False,,,,,True,False,,True,True,False,False,True,,True,True,False,,False,False,,,,,False,False,,,False,True
06043,102,184.0,,188.0,,160.0,373.0,,,,,76.5,1097.3,,,170.0,291.0,129.2,,,142.0,141.6,1.8,,243.0,139.7,,,,,,,,,142.9,59.0,82.0,,86.0,,58.0,271.0,,,,,-25.5,995.3,,,68.0,189.0,27.2,,,40.0,39.6,-100.2,,141.0,37.7,,,,,,,,,40.9,-43.0,,False,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,False,True,,,,,,,,,True,True
06045,781,976.0,,988.9,,869.0,1720.0,,,,,682.8,1413.2,,,741.0,714.8,524.4,872.0,,863.0,747.5,102.6,,1238.0,1316.4,,,,,810.6,,,,1145.4,455.0,195.0,,207.9,,88.0,939.0,,,,,-98.2,632.2,,,-40.0,-66.2,-256.6,91.0,,82.0,-33.5,-678.4,,457.0,535.4,,,,,29.6,,,,364.4,-326.0,,False,,True,False,,,,,True,False,,,True,True,False,True,,True,True,False,,False,False,,,,,True,,,,False,False
06047,6786,6636.0,,6722.1,3335.2,5536.0,10939.0,,,,,5661.6,876.5,,,6938.0,4661.6,3550.5,4183.5,,4437.0,4459.5,389.8,,5552.0,7228.8,,,,,5992.8,0.0,,,7921.4,5302.0,-150.0,,-63.9,-3450.8,-1250.0,4153.0,,,,,-1124.4,-5909.5,,,152.0,-2124.4,-3235.5,-2602.5,,-2349.0,-2326.5,-6396.2,,-1234.0,442.8,,,,,-793.2,-6786.0,,,1135.4,-1484.0,,True,False,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06049,81,132.0,,122.3,,78.0,0.0,,,,,47.1,1502.3,,,104.0,78.1,61.4,,,27.0,54.7,0.0,,146.0,132.4,,,,,,,,,185.1,,51.0,,41.3,,-3.0,-81.0,,,,,-33.9,1421.3,,,23.0,-2.9,-19.6,,,-54.0,-26.3,-81.0,,65.0,51.4,,,,,,,,,104.1,,,True,,True,False,,,,,True,False,,,True,True,True,,,False,True,False,,False,False,,,,,,,,,False,
06051,255,216.0,,175.9,,166.0,242.0,,,,,185.5,5570.0,,,103.0,163.1,41.2,,,80.0,130.7,0.0,,205.0,326.0,,,,,,,,,199.4,138.0,-39.0,,-79.1,,-89.0,-13.0,,,,,-69.5,5315.0,,,-152.0,-91.9,-213.8,,,-175.0,-124.3,-255.0,,-50.0,71.0,,,,,,,,,-55.6,-117.0,,False,,False,True,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
06053,10960,10708.0,,10828.6,8683.8,9080.0,4238.0,,,,,8509.5,11150.2,,15028.4,7754.0,6328.1,5248.9,12933.0,,11286.0,11823.3,0.3,,8535.0,9468.4,,,,,10360.5,8100.0,,,17515.4,9994.0,-252.0,,-131.4,-2276.2,-1880.0,-6722.0,,,,,-2450.5,190.2,,4068.4,-3206.0,-4631.9,-5711.1,1973.0,,326.0,863.3,-10959.7,,-2425.0,-1491.6,,,,,-599.5,-2860.0,,,6555.4,-966.0,,True,False,False,False,,,,,False,True,,False,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06055,2377,2192.0,,2217.7,,2034.0,1853.0,,,,,1523.3,6414.2,,,1764.0,1838.1,1029.7,2299.0,,2289.0,2135.9,1099.5,,2185.0,2155.1,,,,,1994.7,1590.0,,,3365.0,1385.0,-185.0,,-159.3,,-343.0,-524.0,,,,,-853.7,4037.2,,,-613.0,-538.9,-1347.3,-78.0,,-88.0,-241.1,-1277.5,,-192.0,-221.9,,,,,-382.3,-787.0,,,988.0,-992.0,,True,,False,False,,,,,False,False,,,False,False,False,True,,True,False,False,,False,False,,,,,False,False,,,False,False
06057,824,820.0,,824.0,,807.0,1410.0,,,,,555.1,6775.1,,,1244.0,549.4,384.3,820.0,,645.0,738.2,0.1,,1181.0,1026.9,,,,,876.7,,,,887.7,432.0,-4.0,,-0.0,,-17.0,586.0,,,,,-268.9,5951.1,,,420.0,-274.6,-439.7,-4.0,,-179.0,-85.8,-823.9,,357.0,202.9,,,,,52.7,,,,63.7,-392.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
06059,57629,83592.0,,80893.3,136177.9,76581.0,40792.0,,,,,77590.5,98506.8,,99340.2,73760.0,66381.1,41154.9,121838.5,,87184.0,77341.1,18614.1,,68278.0,45046.1,,,,,65675.1,0.0,,,169410.5,45559.0,25963.0,,23264.3,78548.9,18952.0,-16837.0,,,,,19961.5,40877.8,,41711.2,16131.0,8752.1,-16474.1,64209.5,,29555.0,19712.1,-39014.9,,10649.0,-12582.9,,,,,8046.1,-57629.0,,,111781.5,-12070.0,,True,False,True,True,,,,,True,False,,False,True,True,True,False,,False,True,False,,True,True,,,,,True,False,,,False,True
06061,4412,5308.0,,4649.7,3938.1,4067.0,2363.0,,,,,3855.8,15430.5,,3893.0,6074.0,4041.5,2521.3,4393.0,,6821.0,4497.5,1180.3,,5077.0,5047.0,,,,,4760.9,1950.0,,,9764.4,3954.0,896.0,,237.7,-473.9,-345.0,-2049.0,,,,,-556.2,11018.5,,-519.0,1662.0,-370.5,-1890.7,-19.0,,2409.0,85.5,-3231.7,,665.0,635.0,,,,,348.9,-2462.0,,,5352.4,-458.0,,True,True,True,False,,,,,True,False,,True,False,True,False,True,,False,True,False,,True,True,,,,,True,False,,,False,True
06063,140,172.0,,176.5,,97.0,65.0,,,,,77.1,3123.3,,,194.0,75.6,61.8,,,58.0,92.4,0.0,,265.0,233.0,,,,,,,,,161.8,117.0,32.0,,36.5,,-43.0,-75.0,,,,,-62.9,2983.3,,,54.0,-64.4,-78.2,,,-82.0,-47.6,-140.0,,125.0,93.0,,,,,,,,,21.8,-23.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,True,True
06065,83236,87936.0,,85309.5,95601.3,71387.0,94740.0,,,,,66508.6,101324.7,,92186.4,73307.0,60104.9,62713.4,102354.0,,71592.5,72511.0,22686.7,,65399.0,55716.5,,,,,31187.2,0.0,,,125793.0,68596.0,4700.0,,2073.5,12365.3,-11849.0,11504.0,,,,,-16727.4,18088.7,,8950.4,-9929.0,-23131.1,-20522.6,19118.0,,-11643.5,-10725.0,-60549.3,,-17837.0,-27519.5,,,,,-52048.8,-83236.0,,,42557.0,-14640.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06067,20521,21304.0,,21504.0,24038.8,21311.0,11977.0,,,,,16747.1,38042.2,,22794.0,23801.0,17477.5,15082.5,21755.0,,21668.5,18955.2,6003.8,,20709.0,26069.4,,,,,27110.1,11547.0,,,22579.7,14391.0,783.0,,983.0,3517.8,790.0,-8544.0,,,,,-3773.9,17521.2,,2273.0,3280.0,-3043.5,-5438.5,1234.0,,1147.5,-1565.8,-14517.2,,188.0,5548.4,,,,,6589.1,-8974.0,,,2058.7,-6130.0,,False,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,True,False,,,,,False,False,,,False,False
06069,1584,1748.0,,1744.9,,1453.0,1173.0,,,,,1154.1,1123.3,,,1176.0,1198.7,270.5,1543.5,,1426.0,1604.9,240.3,,1360.0,1464.4,,,,,1538.4,,,,5079.1,981.0,164.0,,160.9,,-131.0,-411.0,,,,,-429.9,-460.7,,,-408.0,-385.3,-1313.5,-40.5,,-158.0,20.9,-1343.7,,-224.0,-119.6,,,,,-45.6,,,,3495.1,-603.0,,True,,True,False,,,,,False,False,,,False,False,False,True,,True,True,False,,False,True,,,,,True,,,,False,False
06071,69869,87356.0,,87253.1,101482.3,62360.0,16785.0,,,,,61006.3,61249.1,,89673.2,66704.0,44198.2,71898.6,83607.5,,72206.0,78885.6,3.9,,60781.0,51937.5,,,,,46333.0,0.0,,,197835.5,83328.0,17487.0,,17384.1,31613.3,-7509.0,-53084.0,,,,,-8862.7,-8619.9,,19804.2,-3165.0,-25670.8,2029.6,13738.5,,2337.0,9016.6,-69865.1,,-9088.0,-17931.5,,,,,-23536.0,-69869.0,,,127966.5,13459.0,,True,False,True,False,,,,,True,True,,False,True,False,True,True,,True,True,False,,True,False,,,,,False,False,,,False,True
06073,72268,87412.0,,89322.2,104061.3,80102.0,158305.0,,,,,60916.5,229032.4,,129071.7,60733.0,80601.3,47200.4,87399.5,,90542.0,80185.5,21914.5,,66895.0,45965.2,,,,,70594.2,0.0,,,379245.5,54508.0,15144.0,,17054.2,31793.3,7834.0,86037.0,,,,,-11351.5,156764.4,,56803.7,-11535.0,8333.3,-25067.6,15131.5,,18274.0,7917.5,-50353.5,,-5373.0,-26302.8,,,,,-1673.8,-72268.0,,,306977.5,-17760.0,,False,False,True,False,,,,,True,False,,False,True,True,False,True,,False,True,False,,True,False,,,,,True,False,,,False,False
06075,7149,8060.0,,8115.2,14395.8,7743.0,15930.0,,,,,6360.1,8263.6,,9574.1,5596.0,7696.9,5435.6,,,8216.5,7530.0,2547.2,,7660.0,9159.3,,,,,6276.7,0.0,,,8348.5,5078.0,911.0,,966.2,7246.8,594.0,8781.0,,,,,-788.9,1114.6,,2425.1,-1553.0,547.9,-1713.4,,,1067.5,381.0,-4601.8,,511.0,2010.3,,,,,-872.3,-7149.0,,,1199.5,-2071.0,,False,False,True,False,,,,,True,False,,False,False,True,False,,,False,True,False,,True,False,,,,,True,False,,,False,False
06077,15261,18204.0,,17297.9,14063.9,16282.0,9327.0,,,,,14829.1,13195.1,,19873.5,15108.0,20075.1,10511.5,10710.0,,18824.0,15732.6,2010.2,,14982.0,21670.1,,,,,12361.2,12846.0,,,19235.9,12904.0,2943.0,,2036.9,-1197.1,1021.0,-5934.0,,,,,-431.9,-2065.9,,4612.5,-153.0,4814.1,-4749.5,-4551.0,,3563.0,471.6,-13250.8,,-279.0,6409.1,,,,,-2899.8,-2415.0,,,3974.9,-2357.0,,True,True,True,False,,,,,True,True,,False,True,False,False,False,,False,True,False,,True,False,,,,,True,True,,,False,True
06079,6445,5644.0,,5393.1,,5069.0,6638.0,,,,,3426.4,12285.4,,10267.5,4478.0,7083.4,2920.0,4468.5,,8004.0,6152.1,1117.0,,4890.0,3813.7,,,,,3083.8,4933.0,,,6582.1,3496.0,-801.0,,-1051.9,,-1376.0,193.0,,,,,-3018.6,5840.4,,3822.5,-1967.0,638.4,-3525.0,-1976.5,,1559.0,-292.9,-5328.0,,-1555.0,-2631.3,,,,,-3361.2,-1512.0,,,137.1,-2949.0,,False,,False,True,,,,,False,False,,False,False,True,False,False,,False,True,False,,False,False,,,,,False,False,,,True,False
06081,10425,9892.0,,9733.1,11638.2,9081.0,11842.0,,,,,7388.7,10053.0,,9437.4,7094.0,9939.5,6949.0,8603.0,,10708.5,8549.5,1519.4,,8384.0,10729.7,,,,,9755.6,0.0,,,9372.2,6484.0,-533.0,,-691.9,1213.2,-1344.0,1417.0,,,,,-3036.3,-372.0,,-987.6,-3331.0,-485.5,-3476.0,-1822.0,,283.5,-1875.5,-8905.6,,-2041.0,304.7,,,,,-669.4,-10425.0,,,-1052.8,-3941.0,,False,False,False,False,,,,,False,True,,False,False,True,False,False,,True,False,False,,False,True,,,,,False,False,,,False,False
06083,10579,7292.0,,7385.1,,7447.0,10962.0,,,,,6279.1,4124.6,,14090.4,7708.0,9990.8,6074.7,6955.0,,10115.5,8482.8,679.7,,7430.0,6485.4,,,,,6669.5,8251.0,,,15623.7,4650.0,-3287.0,,-3193.9,,-3132.0,383.0,,,,,-4299.9,-6454.4,,3511.4,-2871.0,-588.2,-4504.3,-3624.0,,-463.5,-2096.2,-9899.3,,-3149.0,-4093.6,,,,,-3909.5,-2328.0,,,5044.7,-5929.0,,True,,True,True,,,,,False,False,,False,True,True,False,False,,True,True,False,,True,False,,,,,False,True,,,False,False
06085,27960,40764.0,,39623.8,50606.6,38045.0,59396.0,,,,,23249.1,54887.2,,42702.2,28934.0,51703.5,12618.6,39143.5,,41768.5,33248.3,11046.0,,29830.0,28235.2,,,,,29533.9,38620.0,,,45421.3,22880.0,12804.0,,11663.8,22646.6,10085.0,31436.0,,,,,-4710.9,26927.2,,14742.2,974.0,23743.5,-15341.4,11183.5,,13808.5,5288.3,-16914.0,,1870.0,275.2,,,,,1573.9,10660.0,,,17461.3,-5080.0,,True,False,True,False,,,,,True,False,,False,True,False,False,True,,False,True,False,,True,True,,,,,True,True,,,False,True
06087,4175,4512.0,,4574.4,,4047.0,4688.0,,,,,2657.1,11971.1,,7424.0,2298.0,3957.5,2347.8,3635.5,,5333.0,4993.5,351.7,,4583.0,3375.4,,,,,3991.1,1978.0,,,6885.7,2965.0,337.0,,399.4,,-128.0,513.0,,,,,-1517.9,7796.1,,3249.0,-1877.0,-217.5,-1827.2,-539.5,,1158.0,818.5,-3823.3,,408.0,-799.6,,,,,-183.9,-2197.0,,,2710.7,-1210.0,,False,,True,False,,,,,False,False,,False,False,True,False,False,,False,False,False,,False,False,,,,,True,False,,,False,False
06089,2257,1960.0,,1482.7,,1413.0,7211.0,,,,,1315.3,49537.4,,,1791.0,1824.3,742.8,1366.0,,295.5,1351.2,0.0,,2303.0,3178.6,,,,,2164.1,888.0,,,2109.7,1138.0,-297.0,,-774.3,,-844.0,4954.0,,,,,-941.7,47280.4,,,-466.0,-432.7,-1514.2,-891.0,,-1961.5,-905.8,-2257.0,,46.0,921.6,,,,,-92.9,-1369.0,,,-147.3,-1119.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,True,False,,,,,True,False,,,True,False
06091,50,52.0,,58.0,,28.0,0.0,,,,,2.3,124.1,,,76.0,202.8,39.7,,,23.0,30.8,,,49.0,19.0,,,,,,,,,9.9,7.0,2.0,,8.0,,-22.0,-50.0,,,,,-47.7,74.1,,,26.0,152.8,-10.3,,,-27.0,-19.2,,,-1.0,-31.0,,,,,,,,,-40.1,-43.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,True,False,,,,,,,,,False,False
06093,356,400.0,,370.4,,307.0,413.0,,,,,206.0,5870.4,,,209.0,343.7,121.6,296.5,,202.0,241.4,0.0,,540.0,510.5,,,,,,,,,366.2,361.0,44.0,,14.4,,-49.0,57.0,,,,,-150.0,5514.4,,,-147.0,-12.3,-234.4,-59.5,,-154.0,-114.6,-356.0,,184.0,154.5,,,,,,,,,10.2,5.0,,True,,False,False,,,,,False,False,,,False,True,False,False,,False,False,False,,False,False,,,,,,,,,True,True
06095,8313,8252.0,,8037.1,6724.9,7529.0,16763.0,,,,,5638.6,15211.0,,8554.4,6680.0,6370.2,5540.7,5356.5,,10966.5,7961.9,1921.0,,7355.0,6770.4,,,,,8681.5,0.0,,,21915.3,5507.0,-61.0,,-275.9,-1588.1,-784.0,8450.0,,,,,-2674.4,6898.0,,241.4,-1633.0,-1942.8,-2772.3,-2956.5,,2653.5,-351.1,-6392.0,,-958.0,-1542.6,,,,,368.5,-8313.0,,,13602.3,-2806.0,,False,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
06097,6479,5912.0,,6010.8,,5108.0,3732.0,,,,,5339.3,7482.7,,6921.0,5173.0,3425.6,3472.4,5264.0,,4652.0,4589.7,738.4,,6782.0,8069.8,,,,,3048.3,0.0,,,12297.6,5443.0,-567.0,,-468.2,,-1371.0,-2747.0,,,,,-1139.7,1003.7,,442.0,-1306.0,-3053.4,-3006.6,-1215.0,,-1827.0,-1889.3,-5740.6,,303.0,1590.8,,,,,-3430.7,-6479.0,,,5818.6,-1036.0,,True,,False,False,,,,,False,False,,True,False,False,False,False,,False,False,False,,True,False,,,,,False,False,,,False,False
06099,12070,10360.0,,10403.5,9170.0,9436.0,9877.0,,,,,10208.1,12687.6,,,12641.0,9137.8,6235.0,17816.0,,10149.5,9582.4,896.9,,9316.0,11920.1,,,,,5556.8,4623.0,,,3024.1,5777.0,-1710.0,,-1666.5,-2900.0,-2634.0,-2193.0,,,,,-1861.9,617.6,,,571.0,-2932.2,-5835.0,5746.0,,-1920.5,-2487.6,-11173.1,,-2754.0,-149.9,,,,,-6513.2,-7447.0,,,-9045.9,-6293.0,,True,False,False,False,,,,,False,True,,,True,False,False,False,,False,False,False,,False,True,,,,,False,False,,,False,False
06101,1711,2008.0,,2055.6,,1524.0,1597.0,,,,,1535.9,4477.8,,,1582.0,1081.2,818.7,1437.0,,1667.5,1445.1,0.0,,1669.0,1276.0,,,,,1662.7,,,,4462.6,981.0,297.0,,344.6,,-187.0,-114.0,,,,,-175.1,2766.8,,,-129.0,-629.8,-892.3,-274.0,,-43.5,-265.9,-1711.0,,-42.0,-435.0,,,,,-48.3,,,,2751.6,-730.0,,False,,True,True,,,,,True,False,,,True,False,False,True,,True,True,False,,True,False,,,,,True,,,,False,False
06103,1316,1308.0,,1328.5,,932.0,1222.0,,,,,708.1,15505.2,,,759.0,1003.5,703.3,931.5,,289.0,818.3,97.2,,1166.0,1077.3,,,,,,,,,1615.3,907.0,-8.0,,12.5,,-384.0,-94.0,,,,,-607.9,14189.2,,,-557.0,-312.5,-612.7,-384.5,,-1027.0,-497.7,-1218.8,,-150.0,-238.7,,,,,,,,,299.3,-409.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,,,,,False,False
06105,31,44.0,,52.5,,35.0,14.0,,,,,36.1,1489.7,,,48.0,11.6,23.6,,,10.0,32.1,0.0,,131.0,132.3,,,,,,,,,61.3,44.0,13.0,,21.5,,4.0,-17.0,,,,,5.1,1458.7,,,17.0,-19.4,-7.4,,,-21.0,1.1,-31.0,,100.0,101.3,,,,,,,,,30.3,13.0,,False,,True,False,,,,,True,False,,,False,False,True,,,False,True,False,,False,False,,,,,,,,,False,False
