,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
27013,281,573.0,,565.1,,542.0,1271.0,,,,,773.0,743.3,,,640.0,335.6,422.9,411.0,,443.0,568.0,,,501.0,480.0,1201.4,,,,,,593.3,,,,690.8,521.0,292.0,,284.1,,261.0,990.0,,,,,492.0,462.3,,,359.0,54.6,141.9,130.0,,162.0,287.0,,,220.0,199.0,920.4,,,,,,312.3,,,,409.8,240.0,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,False,,,,,,False,,,,False,True
27015,134,189.0,,205.0,,197.0,197.0,,,,,324.0,280.9,,,254.0,68.8,216.2,,,259.0,220.9,,,139.0,182.0,230.6,,,,,,,,,,124.6,173.6,55.0,,71.0,,63.0,63.0,,,,,190.0,146.9,,,120.0,-65.2,82.2,,,125.0,86.9,,,5.0,48.0,96.6,,,,,,,,,,-9.4,39.6,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,True,True,False,,,,,,,,,,True,True
27017,152,366.0,,377.6,,284.0,924.0,,,,,427.4,385.3,,,277.0,159.9,253.5,268.5,,189.0,291.4,,,258.0,308.0,314.3,,,,,,588.6,,,,145.4,232.2,214.0,,225.6,,132.0,772.0,,,,,275.4,233.3,,,125.0,7.9,101.5,116.5,,37.0,139.4,,,106.0,156.0,162.3,,,,,,436.6,,,,-6.6,80.2,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,True,,,,,,False,,,,True,True
27019,381,843.0,,728.7,,747.0,1555.0,,,,,1011.5,903.6,,,794.0,390.5,558.6,592.0,,752.0,886.1,,,684.0,596.0,1251.2,,,,,,659.6,,,,830.6,542.9,462.0,,347.7,,366.0,1174.0,,,,,630.5,522.6,,,413.0,9.5,177.6,211.0,,371.0,505.1,,,303.0,215.0,870.2,,,,,,278.6,,,,449.6,161.9,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,False,,,,,,True,,,,True,True
27021,119,198.0,,186.9,,162.0,166.0,,,,,227.5,288.5,,,161.0,102.5,125.9,152.5,,141.0,172.8,,,161.0,164.0,242.1,,,,,,,,,,205.5,135.5,79.0,,67.9,,43.0,47.0,,,,,108.5,169.5,,,42.0,-16.5,6.9,33.5,,22.0,53.8,,,42.0,45.0,123.1,,,,,,,,,,86.5,16.5,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,,,,,False,True
27023,35,63.0,,52.3,,61.0,20.0,,,,,191.5,145.8,,,82.0,26.9,114.2,,,14.0,59.9,,,42.0,74.0,145.9,,,,,,,,,,80.3,74.2,28.0,,17.3,,26.0,-15.0,,,,,156.5,110.8,,,47.0,-8.1,79.2,,,-21.0,24.9,,,7.0,39.0,110.9,,,,,,,,,,45.3,39.2,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,True,False,False,,,,,,,,,,False,False
27025,261,651.0,,675.2,,540.0,1916.0,,,,,666.7,702.3,,,536.0,547.5,328.1,445.5,,402.0,563.8,,,548.0,462.0,665.7,,,,,,538.1,,,,674.0,469.2,390.0,,414.2,,279.0,1655.0,,,,,405.7,441.3,,,275.0,286.5,67.1,184.5,,141.0,302.8,,,287.0,201.0,404.7,,,,,,277.1,,,,413.0,208.2,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,,,,False,True
27027,298,507.0,,530.3,,441.0,1039.0,,,,,754.5,750.9,,,383.0,210.6,527.4,356.0,,256.0,429.4,,,357.0,510.0,736.5,,,,,,799.1,,,,459.8,375.9,209.0,,232.3,,143.0,741.0,,,,,456.5,452.9,,,85.0,-87.4,229.4,58.0,,-42.0,131.4,,,59.0,212.0,438.5,,,,,,501.1,,,,161.8,77.9,,False,,True,False,,,,,False,False,,,True,True,False,True,,True,True,,,True,False,False,,,,,,False,,,,True,True
27029,14,48.0,,53.3,,50.0,0.0,,,,,65.9,94.2,,,45.0,34.1,41.4,,,22.0,49.8,,,48.0,54.0,76.5,,,,,,,,,,49.3,65.5,34.0,,39.3,,36.0,-14.0,,,,,51.9,80.2,,,31.0,20.1,27.4,,,8.0,35.8,,,34.0,40.0,62.5,,,,,,,,,,35.3,51.5,,False,,False,True,,,,,False,False,,,True,True,True,,,True,False,,,False,False,False,,,,,,,,,,False,False
27031,8,15.0,,15.3,,15.0,0.0,,,,,16.7,31.1,,,23.0,13.4,12.8,,,17.0,10.5,,,9.0,16.0,19.4,,,,,,,,,,20.6,,7.0,,7.3,,7.0,-8.0,,,,,8.7,23.1,,,15.0,5.4,4.8,,,9.0,2.5,,,1.0,8.0,11.4,,,,,,,,,,12.6,,,False,,False,False,,,,,False,False,,,False,True,True,,,False,True,,,True,False,False,,,,,,,,,,False,
27033,64,45.0,,60.2,,56.0,5.0,,,,,175.0,129.2,,,97.0,12.9,80.9,,,0.0,44.7,,,31.0,58.0,122.0,,,,,,,,,,68.9,63.5,-19.0,,-3.8,,-8.0,-59.0,,,,,111.0,65.2,,,33.0,-51.1,16.9,,,-64.0,-19.3,,,-33.0,-6.0,58.0,,,,,,,,,,4.9,-0.5,,True,,True,False,,,,,False,False,,,False,False,True,,,False,False,,,False,True,False,,,,,,,,,,True,True
27035,273,411.0,,388.6,,402.0,1328.0,,,,,551.4,553.3,,,457.0,303.9,307.1,285.0,,433.0,432.7,,,310.0,359.0,699.8,,,,,,249.0,,,,517.6,275.8,138.0,,115.6,,129.0,1055.0,,,,,278.4,280.3,,,184.0,30.9,34.1,12.0,,160.0,159.7,,,37.0,86.0,426.8,,,,,,-24.0,,,,244.6,2.8,,True,,True,False,,,,,False,False,,,False,True,True,True,,False,False,,,True,True,False,,,,,,True,,,,False,True
27037,2080,4425.0,,4057.3,4133.9,3790.0,7513.0,,,,,4762.2,4017.4,,4113.1,3290.0,2549.9,3605.1,2974.0,,3706.0,4202.1,,,3723.0,3061.0,3688.0,,,,,,3671.2,7811.0,,,3076.5,2276.9,2345.0,,1977.3,2053.9,1710.0,5433.0,,,,,2682.2,1937.4,,2033.1,1210.0,469.9,1525.1,894.0,,1626.0,2122.1,,,1643.0,981.0,1608.0,,,,,,1591.2,5731.0,,,996.5,196.9,,True,True,True,False,,,,,False,True,,True,True,True,True,True,,True,True,,,True,True,True,,,,,,True,False,,,True,True
27039,152,267.0,,253.0,,223.0,729.0,,,,,175.1,309.4,,,165.0,297.9,137.0,,,370.0,232.1,,,311.0,185.0,157.3,,,,,,,,,,225.2,175.5,115.0,,101.0,,71.0,577.0,,,,,23.1,157.4,,,13.0,145.9,-15.0,,,218.0,80.1,,,159.0,33.0,5.3,,,,,,,,,,73.2,23.5,,True,,True,False,,,,,True,False,,,True,False,True,,,False,True,,,False,True,True,,,,,,,,,,True,True
27041,166,438.0,,421.4,,350.0,501.0,,,,,503.5,512.7,,,288.0,158.4,254.8,288.5,,266.0,383.5,,,351.0,377.0,466.6,,,,,,426.7,,,,182.5,310.8,272.0,,255.4,,184.0,335.0,,,,,337.5,346.7,,,122.0,-7.6,88.8,122.5,,100.0,217.5,,,185.0,211.0,300.6,,,,,,260.7,,,,16.5,144.8,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,,,,True,True
27043,114,252.0,,220.1,,158.0,256.0,,,,,210.7,245.7,,,129.0,138.3,135.3,,,133.0,204.3,,,246.0,152.0,145.3,,,,,,,,,,236.9,101.7,138.0,,106.1,,44.0,142.0,,,,,96.7,131.7,,,15.0,24.3,21.3,,,19.0,90.3,,,132.0,38.0,31.3,,,,,,,,,,122.9,-12.3,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,True,True
27045,136,156.0,,148.3,,140.0,97.0,,,,,186.9,208.8,,,159.0,98.7,140.0,,,86.0,149.5,,,151.0,155.0,163.0,,,,,,,,,,73.2,86.0,20.0,,12.3,,4.0,-39.0,,,,,50.9,72.8,,,23.0,-37.3,4.0,,,-50.0,13.5,,,15.0,19.0,27.0,,,,,,,,,,-62.8,-50.0,,True,,True,False,,,,,False,False,,,False,False,True,,,False,True,,,True,True,False,,,,,,,,,,False,False
27047,382,591.0,,573.6,,530.0,1335.0,,,,,350.4,560.9,,,304.0,816.3,234.4,334.0,,798.5,614.2,,,692.0,430.0,725.2,,,,,,496.5,,,,593.1,386.1,209.0,,191.6,,148.0,953.0,,,,,-31.6,178.9,,,-78.0,434.3,-147.6,-48.0,,416.5,232.2,,,310.0,48.0,343.2,,,,,,114.5,,,,211.1,4.1,,True,,True,False,,,,,True,True,,,True,False,True,True,,False,False,,,False,True,False,,,,,,True,,,,False,True
27049,343,636.0,,597.3,,547.0,1131.0,,,,,546.9,639.1,,,469.0,466.2,373.3,481.0,,416.0,617.3,,,595.0,496.0,764.7,,,,,,696.2,,,,652.1,405.0,293.0,,254.3,,204.0,788.0,,,,,203.9,296.1,,,126.0,123.2,30.3,138.0,,73.0,274.3,,,252.0,153.0,421.7,,,,,,353.2,,,,309.1,62.0,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,False,,,,False,True
27051,32,72.0,,72.8,,60.0,9.0,,,,,67.1,86.1,,,30.0,66.2,56.2,,,66.0,88.8,,,84.0,53.0,59.3,,,,,,,,,,49.6,36.3,40.0,,40.8,,28.0,-23.0,,,,,35.1,54.1,,,-2.0,34.2,24.2,,,34.0,56.8,,,52.0,21.0,27.3,,,,,,,,,,17.6,4.3,,False,,True,True,,,,,True,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,,,,,True,True
27053,5314,10509.0,,9462.7,10557.3,9005.0,28955.0,,,,,11369.8,10564.8,,8008.8,8797.0,7223.4,8577.5,6795.5,,10070.0,11657.7,,,8540.0,7885.0,8253.4,,,,,,8235.6,11010.0,,,11747.2,5848.4,5195.0,,4148.7,5243.3,3691.0,23641.0,,,,,6055.8,5250.8,,2694.8,3483.0,1909.4,3263.5,1481.5,,4756.0,6343.7,,,3226.0,2571.0,2939.4,,,,,,2921.6,5696.0,,,6433.2,534.4,,True,False,True,False,,,,,False,False,,True,True,True,True,True,,True,False,,,True,True,True,,,,,,True,False,,,False,True
27055,171,246.0,,235.3,,159.0,334.0,,,,,259.5,264.3,,,147.0,85.1,112.3,,,122.0,291.5,,,244.0,182.0,176.2,,,,,,,,,,165.8,139.0,75.0,,64.3,,-12.0,163.0,,,,,88.5,93.3,,,-24.0,-85.9,-58.7,,,-49.0,120.5,,,73.0,11.0,5.2,,,,,,,,,,-5.2,-32.0,,True,,True,False,,,,,False,False,,,True,False,True,,,True,False,,,True,True,True,,,,,,,,,,True,True
27057,97,135.0,,132.8,,128.0,80.0,,,,,147.9,211.8,,,125.0,49.5,119.5,,,68.0,136.8,,,106.0,129.0,216.8,,,,,,,,,,175.5,,38.0,,35.8,,31.0,-17.0,,,,,50.9,114.8,,,28.0,-47.5,22.5,,,-29.0,39.8,,,9.0,32.0,119.8,,,,,,,,,,78.5,,,True,,True,True,,,,,False,False,,,True,False,True,,,True,False,,,True,True,False,,,,,,,,,,False,
27059,134,342.0,,371.8,,314.0,927.0,,,,,382.4,404.6,,,363.0,301.9,253.9,251.5,,241.5,297.4,,,260.0,268.0,355.7,,,,,,,,,,396.2,238.2,208.0,,237.8,,180.0,793.0,,,,,248.4,270.6,,,229.0,167.9,119.9,117.5,,107.5,163.4,,,126.0,134.0,221.7,,,,,,,,,,262.2,104.2,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,False,,,,,,,,,,False,True
27061,137,192.0,,223.6,,191.0,65.0,,,,,360.2,353.9,,,301.0,93.9,228.8,190.5,,169.0,238.3,,,159.0,202.0,317.8,,,,,,307.5,,,,261.6,152.1,55.0,,86.6,,54.0,-72.0,,,,,223.2,216.9,,,164.0,-43.1,91.8,53.5,,32.0,101.3,,,22.0,65.0,180.8,,,,,,170.5,,,,124.6,15.1,,False,,True,False,,,,,False,False,,,False,True,False,True,,True,False,,,True,False,False,,,,,,False,,,,False,True
27063,64,72.0,,67.9,,70.0,11.0,,,,,143.8,120.7,,,82.0,21.4,88.9,,,20.0,71.0,,,66.0,61.0,122.1,,,,,,,,,,105.8,70.2,8.0,,3.9,,6.0,-53.0,,,,,79.8,56.7,,,18.0,-42.6,24.9,,,-44.0,7.0,,,2.0,-3.0,58.1,,,,,,,,,,41.8,6.2,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,,,True,True,False,,,,,,,,,,False,True
27065,62,78.0,,75.1,,71.0,5.0,,,,,145.4,140.1,,,166.0,22.0,68.5,,,25.0,77.7,,,59.0,84.0,141.0,,,,,,,,,,41.0,63.9,16.0,,13.1,,9.0,-57.0,,,,,83.4,78.1,,,104.0,-40.0,6.5,,,-37.0,15.7,,,-3.0,22.0,79.0,,,,,,,,,,-21.0,1.9,,True,,True,False,,,,,False,False,,,False,False,True,,,False,True,,,True,False,False,,,,,,,,,,False,True
27067,156,237.0,,281.6,,237.0,161.0,,,,,645.0,472.3,,,335.0,50.8,504.1,216.5,,52.0,190.7,,,139.0,272.0,541.3,,,,,,221.3,,,,188.3,270.7,81.0,,125.6,,81.0,5.0,,,,,489.0,316.3,,,179.0,-105.2,348.1,60.5,,-104.0,34.7,,,-17.0,116.0,385.3,,,,,,65.3,,,,32.3,114.7,,False,,False,True,,,,,False,False,,,False,False,False,True,,False,True,,,True,False,False,,,,,,True,,,,True,False
27069,28,45.0,,43.9,,26.0,0.0,,,,,39.4,79.1,,,27.0,0.9,8.0,,,18.0,25.4,,,23.0,31.0,42.8,,,,,,,,,,47.9,24.0,17.0,,15.9,,-2.0,-28.0,,,,,11.4,51.1,,,-1.0,-27.1,-20.0,,,-10.0,-2.6,,,-5.0,3.0,14.8,,,,,,,,,,19.9,-4.0,,True,,True,False,,,,,True,False,,,True,False,False,,,True,True,,,True,True,True,,,,,,,,,,False,True
27071,43,57.0,,58.4,,55.0,14.0,,,,,76.1,98.2,,,82.0,13.8,48.4,,,17.0,52.1,,,38.0,62.0,64.0,,,,,,,,,,64.1,36.9,14.0,,15.4,,12.0,-29.0,,,,,33.1,55.2,,,39.0,-29.2,5.4,,,-26.0,9.1,,,-5.0,19.0,21.0,,,,,,,,,,21.1,-6.1,,False,,True,False,,,,,False,False,,,False,False,True,,,False,True,,,True,False,False,,,,,,,,,,False,True
27073,19,114.0,,98.7,,67.0,24.0,,,,,91.7,125.9,,,39.0,33.5,38.0,,,32.0,72.0,,,40.0,75.0,66.4,,,,,,,,,,112.1,55.9,95.0,,79.7,,48.0,5.0,,,,,72.7,106.9,,,20.0,14.5,19.0,,,13.0,53.0,,,21.0,56.0,47.4,,,,,,,,,,93.1,36.9,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,True,True
27075,84,99.0,,102.4,,81.0,61.0,,,,,88.0,133.3,,,57.0,105.8,48.9,,,79.5,131.1,,,107.0,82.0,73.9,,,,,,,,,,126.5,65.0,15.0,,18.4,,-3.0,-23.0,,,,,4.0,49.3,,,-27.0,21.8,-35.1,,,-4.5,47.1,,,23.0,-2.0,-10.1,,,,,,,,,,42.5,-19.0,,False,,True,False,,,,,True,False,,,False,False,False,,,True,False,,,False,True,True,,,,,,,,,,False,False
27077,41,33.0,,34.2,,20.0,,,,,,22.3,36.0,,,25.0,10.9,15.3,,,1.0,19.5,,,18.0,19.0,20.5,,,,,,,,,,34.5,,-8.0,,-6.8,,-21.0,,,,,,-18.7,-5.0,,,-16.0,-30.1,-25.7,,,-40.0,-21.5,,,-23.0,-22.0,-20.5,,,,,,,,,,-6.5,,,True,,False,,,,,,False,True,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,True,
27079,146,213.0,,215.1,,222.0,338.0,,,,,285.9,315.4,,,263.0,242.3,187.8,,,129.0,239.3,,,202.0,185.0,331.2,,,,,,,,,,237.9,162.5,67.0,,69.1,,76.0,192.0,,,,,139.9,169.4,,,117.0,96.3,41.8,,,-17.0,93.3,,,56.0,39.0,185.2,,,,,,,,,,91.9,16.5,,False,,False,False,,,,,False,False,,,False,False,True,,,True,False,,,True,True,False,,,,,,,,,,False,True
27081,19,63.0,,66.7,,42.0,4.0,,,,,73.8,88.7,,,34.0,43.3,25.1,,,30.0,59.2,,,41.0,43.0,75.9,,,,,,,,,,90.6,38.0,44.0,,47.7,,23.0,-15.0,,,,,54.8,69.7,,,15.0,24.3,6.1,,,11.0,40.2,,,22.0,24.0,56.9,,,,,,,,,,71.6,19.0,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,,,,False,True
27083,117,282.0,,300.2,,264.0,274.0,,,,,396.9,378.7,,,172.0,154.6,245.8,,,151.5,268.4,,,244.0,247.0,325.2,,,,,,229.7,,,,305.7,209.1,165.0,,183.2,,147.0,157.0,,,,,279.9,261.7,,,55.0,37.6,128.8,,,34.5,151.4,,,127.0,130.0,208.2,,,,,,112.7,,,,188.7,92.1,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,True,,,,False,True
27085,119,321.0,,325.6,,280.0,500.0,,,,,434.9,423.1,,,345.0,120.3,261.8,207.5,,159.0,297.5,,,258.0,287.0,366.0,,,,,,,,,,266.7,255.5,202.0,,206.6,,161.0,381.0,,,,,315.9,304.1,,,226.0,1.3,142.8,88.5,,40.0,178.5,,,139.0,168.0,247.0,,,,,,,,,,147.7,136.5,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,True,False,,,,,,,,,,True,True
27087,19,15.0,,20.0,,20.0,0.0,,,,,47.8,57.4,,,21.0,4.1,28.3,,,2.0,21.7,,,22.0,22.0,51.2,,,,,,,,,,31.9,17.4,-4.0,,1.0,,1.0,-19.0,,,,,28.8,38.4,,,2.0,-14.9,9.3,,,-17.0,2.7,,,3.0,3.0,32.2,,,,,,,,,,12.9,-1.6,,True,,True,False,,,,,False,False,,,True,False,False,,,False,True,,,True,True,False,,,,,,,,,,False,True
27089,15,54.0,,56.6,,49.0,5.0,,,,,77.8,101.1,,,54.0,18.0,44.8,,,4.0,36.1,,,35.0,48.0,82.7,,,,,,,,,,55.7,46.2,39.0,,41.6,,34.0,-10.0,,,,,62.8,86.1,,,39.0,3.0,29.8,,,-11.0,21.1,,,20.0,33.0,67.7,,,,,,,,,,40.7,31.2,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,False,,,,,,,,,,False,True
27091,89,186.0,,197.1,,176.0,132.0,,,,,222.8,255.3,,,173.0,70.9,147.4,,,181.0,206.9,,,170.0,165.0,222.3,,,,,,,,,,182.8,131.9,97.0,,108.1,,87.0,43.0,,,,,133.8,166.3,,,84.0,-18.1,58.4,,,92.0,117.9,,,81.0,76.0,133.3,,,,,,,,,,93.8,42.9,,False,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,True,True,False,,,,,,,,,,True,True
27093,83,165.0,,158.0,,171.0,85.0,,,,,231.5,264.6,,,207.0,70.6,150.1,,,181.0,205.0,,,127.0,168.0,186.7,,,,,,,,,,159.0,133.3,82.0,,75.0,,88.0,2.0,,,,,148.5,181.6,,,124.0,-12.4,67.1,,,98.0,122.0,,,44.0,85.0,103.7,,,,,,,,,,76.0,50.3,,True,,False,True,,,,,False,False,,,False,True,True,,,False,False,,,True,False,False,,,,,,,,,,True,True
27095,75,198.0,,207.7,,182.0,291.0,,,,,263.0,259.6,,,197.0,85.9,155.8,,,97.0,175.0,,,132.0,170.0,259.3,,,,,,,,,,122.1,148.4,123.0,,132.7,,107.0,216.0,,,,,188.0,184.6,,,122.0,10.9,80.8,,,22.0,100.0,,,57.0,95.0,184.3,,,,,,,,,,47.1,73.4,,False,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,,,,True,True
27097,106,372.0,,377.9,,306.0,462.0,,,,,328.0,432.1,,,285.0,297.7,232.4,203.0,,273.0,331.4,,,332.0,285.0,410.3,,,,,,299.6,,,,510.7,274.9,266.0,,271.9,,200.0,356.0,,,,,222.0,326.1,,,179.0,191.7,126.4,97.0,,167.0,225.4,,,226.0,179.0,304.3,,,,,,193.6,,,,404.7,168.9,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,,,,False,True
27099,336,408.0,,395.8,,355.0,468.0,,,,,505.0,516.7,,,387.0,152.8,272.2,269.0,,879.0,419.4,,,404.0,356.0,297.6,,,,,,228.4,,,,294.8,305.2,72.0,,59.8,,19.0,132.0,,,,,169.0,180.7,,,51.0,-183.2,-63.8,-67.0,,543.0,83.4,,,68.0,20.0,-38.4,,,,,,-107.6,,,,-41.2,-30.8,,True,,True,False,,,,,False,False,,,True,False,True,True,,False,False,,,True,True,True,,,,,,False,,,,True,True
27101,94,216.0,,194.5,,134.0,22.0,,,,,153.9,198.5,,,63.0,66.4,57.3,,,266.0,176.9,,,247.0,119.0,134.1,,,,,,,,,,261.5,98.7,122.0,,100.5,,40.0,-72.0,,,,,59.9,104.5,,,-31.0,-27.6,-36.7,,,172.0,82.9,,,153.0,25.0,40.1,,,,,,,,,,167.5,4.7,,True,,True,True,,,,,True,True,,,True,True,True,,,False,True,,,False,True,True,,,,,,,,,,False,True
27103,143,291.0,,280.3,,268.0,534.0,,,,,332.8,364.7,,,317.0,175.4,242.6,202.5,,232.0,292.0,,,257.0,232.0,430.9,,,,,,266.2,,,,281.6,219.1,148.0,,137.3,,125.0,391.0,,,,,189.8,221.7,,,174.0,32.4,99.6,59.5,,89.0,149.0,,,114.0,89.0,287.9,,,,,,123.2,,,,138.6,76.1,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,False,,,,,,True,,,,True,True
27105,164,186.0,,189.2,,184.0,129.0,,,,,460.3,282.7,,,168.0,42.4,124.8,,,190.0,263.0,,,155.0,210.0,230.5,,,,,,223.8,,,,98.9,439.9,22.0,,25.2,,20.0,-35.0,,,,,296.3,118.7,,,4.0,-121.6,-39.2,,,26.0,99.0,,,-9.0,46.0,66.5,,,,,,59.8,,,,-65.1,275.9,,False,,True,False,,,,,False,False,,,True,False,False,,,False,False,,,True,False,False,,,,,,False,,,,False,False
27107,11,18.0,,20.2,,22.0,0.0,,,,,40.2,54.3,,,38.0,29.5,32.6,,,3.0,25.2,,,16.0,23.0,58.6,,,,,,,,,,18.5,18.7,7.0,,9.2,,11.0,-11.0,,,,,29.2,43.3,,,27.0,18.5,21.6,,,-8.0,14.2,,,5.0,12.0,47.6,,,,,,,,,,7.5,7.7,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,True,False,False,,,,,,,,,,False,False
27109,1064,1677.0,,1650.7,,1523.0,1945.0,,,,,1693.6,1626.9,,1557.5,1253.0,2062.7,1318.8,1474.5,,1274.0,1621.4,,,1707.0,1386.0,1166.1,,,,,,1788.1,1103.0,,,1569.0,887.9,613.0,,586.7,,459.0,881.0,,,,,629.6,562.9,,493.5,189.0,998.7,254.8,410.5,,210.0,557.4,,,643.0,322.0,102.1,,,,,,724.1,39.0,,,505.0,-176.1,,True,,True,False,,,,,False,True,,True,True,False,True,True,,True,True,,,False,True,True,,,,,,False,True,,,True,True
27111,270,501.0,,517.9,,474.0,836.0,,,,,585.7,634.3,,,348.0,326.0,350.1,318.0,,560.0,578.6,,,440.0,411.0,850.3,,,,,,491.8,,,,205.0,325.8,231.0,,247.9,,204.0,566.0,,,,,315.7,364.3,,,78.0,56.0,80.1,48.0,,290.0,308.6,,,170.0,141.0,580.3,,,,,,221.8,,,,-65.0,55.8,,False,,True,False,,,,,False,False,,,True,True,True,True,,False,False,,,True,True,False,,,,,,True,,,,True,True
27113,94,51.0,,65.9,,61.0,0.0,,,,,120.6,117.7,,,109.0,68.6,65.1,,,26.0,62.3,,,50.0,58.0,137.0,,,,,,,,,,80.0,58.2,-43.0,,-28.1,,-33.0,-94.0,,,,,26.6,23.7,,,15.0,-25.4,-28.9,,,-68.0,-31.7,,,-44.0,-36.0,43.0,,,,,,,,,,-14.0,-35.8,,True,,True,False,,,,,True,True,,,True,True,True,,,False,True,,,False,True,True,,,,,,,,,,True,True
27115,125,321.0,,391.1,,254.0,107.0,,,,,490.4,420.6,,,261.0,230.3,287.2,,,105.0,259.4,,,329.0,271.0,320.0,,,,,,618.0,,,,294.5,232.5,196.0,,266.1,,129.0,-18.0,,,,,365.4,295.6,,,136.0,105.3,162.2,,,-20.0,134.4,,,204.0,146.0,195.0,,,,,,493.0,,,,169.5,107.5,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,False,,,,True,True
