,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29057,16,26.0,,23.4,,25.0,12.0,,,,,52.5,29.9,,,77.0,34.8,16.4,,3.0,21.1,,,,32.0,23.0,29.3,,,,,,,44.6,,,,37.7,,10.0,,7.4,,9.0,-4.0,,,,,36.5,13.9,,,61.0,18.8,0.4,,-13.0,5.1,,,,16.0,7.0,13.3,,,,,,,28.6,,,,21.7,,,True,,True,True,,,,,False,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,False,,,,False,
29059,43,38.0,,42.2,,42.0,25.0,,,,,51.8,43.9,,,116.0,32.2,30.7,,27.0,42.1,,,,37.0,30.0,52.6,,,,,,,42.1,,,,49.0,46.8,-5.0,,-0.8,,-1.0,-18.0,,,,,8.8,0.9,,,73.0,-10.8,-12.3,,-16.0,-0.9,,,,-6.0,-13.0,9.6,,,,,,,-0.9,,,,6.0,3.8,,True,,True,False,,,,,False,True,,,False,False,False,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
29061,35,42.0,,44.1,,42.0,26.0,,,,,37.7,48.5,,,83.0,67.4,28.7,,20.0,32.7,,,,60.0,37.0,60.2,,,,,,,62.6,,,,59.7,34.7,7.0,,9.1,,7.0,-9.0,,,,,2.7,13.5,,,48.0,32.4,-6.3,,-15.0,-2.3,,,,25.0,2.0,25.2,,,,,,,27.6,,,,24.7,-0.3,,False,,False,False,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,False,,,,False,True
29063,38,60.0,,62.3,,59.0,51.0,,,,,54.7,74.1,,,125.0,49.2,36.6,,47.0,52.5,,,,66.0,55.0,66.8,,,,,,,67.2,,,,63.6,58.4,22.0,,24.3,,21.0,13.0,,,,,16.7,36.1,,,87.0,11.2,-1.4,,9.0,14.5,,,,28.0,17.0,28.8,,,,,,,29.2,,,,25.6,20.4,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
29065,40,44.0,,43.5,,44.0,24.0,,,,,63.6,65.5,,,123.0,20.5,40.1,,27.0,55.1,,,,47.0,44.0,54.9,,,,,,,68.7,,,,54.4,,4.0,,3.5,,4.0,-16.0,,,,,23.6,25.5,,,83.0,-19.5,0.1,,-13.0,15.1,,,,7.0,4.0,14.9,,,,,,,28.7,,,,14.4,,,True,,False,False,,,,,False,False,,,False,False,True,,False,False,,,,False,False,False,,,,,,,False,,,,False,
29067,35,64.0,,65.0,,63.0,45.0,,,,,66.2,67.7,,,120.0,55.7,55.9,,57.0,69.4,,,,81.0,57.0,78.8,,,,,,,62.8,,,,84.3,,29.0,,30.0,,28.0,10.0,,,,,31.2,32.7,,,85.0,20.7,20.9,,22.0,34.4,,,,46.0,22.0,43.8,,,,,,,27.8,,,,49.3,,,False,,True,True,,,,,False,False,,,False,True,True,,True,False,,,,False,True,False,,,,,,,True,,,,False,
29069,85,150.0,,162.7,,144.0,194.0,,,,,202.2,137.2,,,402.0,139.3,101.9,,114.0,128.7,,,,167.0,136.0,131.7,,,,,,111.4,158.6,,,,212.4,132.5,65.0,,77.7,,59.0,109.0,,,,,117.2,52.2,,,317.0,54.3,16.9,,29.0,43.7,,,,82.0,51.0,46.7,,,,,,26.4,73.6,,,,127.4,47.5,,False,,True,False,,,,,False,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,False,,,,False,True
29071,458,730.0,,782.6,,661.0,489.0,,,,,719.0,770.0,,,716.0,687.3,503.3,,549.0,580.6,,,,829.0,617.0,844.2,,,,,,466.7,679.0,,,,779.3,618.7,272.0,,324.6,,203.0,31.0,,,,,261.0,312.0,,,258.0,229.3,45.3,,91.0,122.6,,,,371.0,159.0,386.2,,,,,,8.7,221.0,,,,321.3,160.7,,False,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
29073,54,104.0,,102.5,,88.0,131.0,,,,,72.9,93.0,,,91.0,91.4,54.3,,77.0,83.2,,,,102.0,73.0,78.2,,,,,,,101.5,,,,157.1,57.3,50.0,,48.5,,34.0,77.0,,,,,18.9,39.0,,,37.0,37.4,0.3,,23.0,29.2,,,,48.0,19.0,24.2,,,,,,,47.5,,,,103.1,3.3,,True,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
29075,40,46.0,,42.5,,42.0,23.0,,,,,48.7,47.9,,,67.0,40.8,35.0,,27.0,38.9,,,,52.0,40.0,58.7,,,,,,,64.8,,,,51.4,55.8,6.0,,2.5,,2.0,-17.0,,,,,8.7,7.9,,,27.0,0.8,-5.0,,-13.0,-1.1,,,,12.0,0.0,18.7,,,,,,,24.8,,,,11.4,15.8,,True,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,False,,,,,,,False,,,,False,False
29077,1082,1604.0,,1627.3,,1471.0,905.0,,,,,2451.4,1746.0,,1489.1,2685.0,2196.0,1347.1,,1140.0,1342.4,,,,1720.0,1439.0,1713.3,,,,,,1039.8,1235.2,924.0,,,1818.2,1466.1,522.0,,545.3,,389.0,-177.0,,,,,1369.4,664.0,,407.1,1603.0,1114.0,265.1,,58.0,260.4,,,,638.0,357.0,631.3,,,,,,-42.2,153.2,-158.0,,,736.2,384.1,,False,,True,True,,,,,False,False,,True,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
29079,24,70.0,,72.0,,70.0,63.0,,,,,60.3,84.9,,,125.0,91.6,41.5,,62.0,56.9,,,,77.0,58.0,79.4,,,,,,,79.6,,,,120.4,,46.0,,48.0,,46.0,39.0,,,,,36.3,60.9,,,101.0,67.6,17.5,,38.0,32.9,,,,53.0,34.0,55.4,,,,,,,55.6,,,,96.4,,,False,,False,True,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,
29081,71,92.0,,77.3,,66.0,28.0,,,,,57.9,82.0,,,76.0,28.9,48.3,,40.0,67.0,,,,95.0,61.0,81.6,,,,,,,71.8,,,,86.9,70.6,21.0,,6.3,,-5.0,-43.0,,,,,-13.1,11.0,,,5.0,-42.1,-22.7,,-31.0,-4.0,,,,24.0,-10.0,10.6,,,,,,,0.8,,,,15.9,-0.4,,True,,True,False,,,,,True,True,,,True,False,False,,False,True,,,,False,True,True,,,,,,,True,,,,True,True
29083,75,114.0,,125.0,,114.0,128.0,,,,,112.2,129.4,,,224.0,104.4,78.6,,89.0,89.7,,,,126.0,104.0,117.8,,,,,,,124.0,,,,115.3,122.5,39.0,,50.0,,39.0,53.0,,,,,37.2,54.4,,,149.0,29.4,3.6,,14.0,14.7,,,,51.0,29.0,42.8,,,,,,,49.0,,,,40.3,47.5,,False,,False,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,False
29085,5,18.0,,16.7,,17.0,7.0,,,,,30.1,29.3,,,58.0,5.6,17.1,,7.0,16.3,,,,16.0,19.0,26.3,,,,,,,39.1,,,,24.5,,13.0,,11.7,,12.0,2.0,,,,,25.1,24.3,,,53.0,0.6,12.1,,2.0,11.3,,,,11.0,14.0,21.3,,,,,,,34.1,,,,19.5,,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,True,False,False,,,,,,,False,,,,False,
29087,11,14.0,,12.6,,14.0,0.0,,,,,17.7,19.1,,,39.0,31.9,8.4,,3.0,10.4,,,,16.0,15.0,19.4,,,,,,,31.6,,,,14.1,13.3,3.0,,1.6,,3.0,-11.0,,,,,6.7,8.1,,,28.0,20.9,-2.6,,-8.0,-0.6,,,,5.0,4.0,8.4,,,,,,,20.6,,,,3.1,2.3,,True,,False,False,,,,,False,False,,,False,False,True,,False,True,,,,False,False,False,,,,,,,False,,,,False,True
29089,21,42.0,,41.0,,44.0,17.0,,,,,38.2,41.8,,,78.0,46.4,24.5,,30.0,44.9,,,,40.0,41.0,45.9,,,,,,,67.3,,,,54.5,40.3,21.0,,20.0,,23.0,-4.0,,,,,17.2,20.8,,,57.0,25.4,3.5,,9.0,23.9,,,,19.0,20.0,24.9,,,,,,,46.3,,,,33.5,19.3,,True,,False,True,,,,,True,True,,,False,False,True,,True,False,,,,True,True,False,,,,,,,False,,,,False,True
29091,103,238.0,,243.0,,230.0,14.0,,,,,256.4,271.6,,,402.0,211.6,194.0,,219.0,190.6,,,,309.0,223.0,219.9,,,,,,,168.0,,,,245.1,247.5,135.0,,140.0,,127.0,-89.0,,,,,153.4,168.6,,,299.0,108.6,91.0,,116.0,87.6,,,,206.0,120.0,116.9,,,,,,,65.0,,,,142.1,144.5,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
29093,11,34.0,,36.5,,33.0,17.0,,,,,50.2,41.4,,,77.0,29.2,35.9,,7.0,27.2,,,,43.0,32.0,43.8,,,,,,,54.6,,,,51.9,28.2,23.0,,25.5,,22.0,6.0,,,,,39.2,30.4,,,66.0,18.2,24.9,,-4.0,16.2,,,,32.0,21.0,32.8,,,,,,,43.6,,,,40.9,17.2,,False,,True,True,,,,,False,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
29095,1855,2658.0,,2667.7,5640.0,2484.0,2139.0,,,,,2140.4,2848.4,,,5476.0,2593.4,1862.6,,1880.0,2267.2,,,,4419.0,2265.0,2782.4,,,,,,2231.7,2699.3,1596.0,,,3585.9,2337.3,803.0,,812.7,3785.0,629.0,284.0,,,,,285.4,993.4,,,3621.0,738.4,7.6,,25.0,412.2,,,,2564.0,410.0,927.4,,,,,,376.7,844.3,-259.0,,,1730.9,482.3,,False,False,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,False,True
29097,604,718.0,,758.7,,651.0,545.0,,,,,613.0,582.1,,,1702.0,580.7,600.2,,660.0,625.3,,,,741.0,602.0,665.0,,,,,,573.8,696.6,,,,814.3,785.0,114.0,,154.7,,47.0,-59.0,,,,,9.0,-21.9,,,1098.0,-23.3,-3.8,,56.0,21.3,,,,137.0,-2.0,61.0,,,,,,-30.2,92.6,,,,210.3,181.0,,False,,True,True,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
29099,1003,1496.0,,1511.6,,1478.0,889.0,,,,,1706.6,1495.5,,,1585.0,1579.7,975.3,,1194.0,1243.3,,,,1762.0,1335.0,1732.4,,,,,,1362.9,1113.4,1011.0,,,1971.7,1496.5,493.0,,508.6,,475.0,-114.0,,,,,703.6,492.5,,,582.0,576.7,-27.7,,191.0,240.3,,,,759.0,332.0,729.4,,,,,,359.9,110.4,8.0,,,968.7,493.5,,False,,True,True,,,,,False,True,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,False
29101,152,220.0,,207.9,,206.0,226.0,,,,,267.3,233.2,,,518.0,273.8,181.4,,125.0,186.2,,,,236.0,182.0,239.3,,,,,,157.7,156.4,,,,232.3,128.3,68.0,,55.9,,54.0,74.0,,,,,115.3,81.2,,,366.0,121.8,29.4,,-27.0,34.2,,,,84.0,30.0,87.3,,,,,,5.7,4.4,,,,80.3,-23.7,,True,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
29103,11,10.0,,9.8,,10.0,0.0,,,,,8.2,9.3,,,33.0,2.4,7.8,,11.0,9.1,,,,9.0,9.0,8.6,,,,,,,31.9,,,,9.4,,-1.0,,-1.2,,-1.0,-11.0,,,,,-2.8,-1.7,,,22.0,-8.6,-3.2,,0.0,-1.9,,,,-2.0,-2.0,-2.4,,,,,,,20.9,,,,-1.6,,,False,,False,False,,,,,False,False,,,False,False,False,,True,False,,,,False,False,False,,,,,,,False,,,,False,
29105,103,144.0,,150.7,,140.0,132.0,,,,,220.7,161.3,,,283.0,146.4,139.1,,111.0,132.8,,,,153.0,132.0,157.8,,,,,,,142.3,,,,179.9,115.0,41.0,,47.7,,37.0,29.0,,,,,117.7,58.3,,,180.0,43.4,36.1,,8.0,29.8,,,,50.0,29.0,54.8,,,,,,,39.3,,,,76.9,12.0,,False,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
29107,129,136.0,,142.7,,122.0,79.0,,,,,185.2,160.2,,,311.0,94.4,106.8,,107.0,117.1,,,,146.0,135.0,140.4,,,,,,104.0,140.4,,,,157.2,117.9,7.0,,13.7,,-7.0,-50.0,,,,,56.2,31.2,,,182.0,-34.6,-22.2,,-22.0,-11.9,,,,17.0,6.0,11.4,,,,,,-25.0,11.4,,,,28.2,-11.1,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
29109,105,88.0,,103.9,,137.0,98.0,,,,,197.2,179.6,,,448.0,253.4,122.0,,112.0,154.5,,,,126.0,118.0,171.9,,,,,,,84.2,,,,197.0,125.6,-17.0,,-1.1,,32.0,-7.0,,,,,92.2,74.6,,,343.0,148.4,17.0,,7.0,49.5,,,,21.0,13.0,66.9,,,,,,,-20.8,,,,92.0,20.6,,True,,False,True,,,,,False,False,,,False,False,True,,True,False,,,,False,True,False,,,,,,,False,,,,False,False
29111,21,50.0,,50.6,,47.0,7.0,,,,,39.6,70.9,,,70.0,20.3,36.0,,39.0,44.8,,,,55.0,43.0,42.1,,,,,,,53.1,,,,53.8,70.9,29.0,,29.6,,26.0,-14.0,,,,,18.6,49.9,,,49.0,-0.7,15.0,,18.0,23.8,,,,34.0,22.0,21.1,,,,,,,32.1,,,,32.8,49.9,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,False
29113,196,248.0,,268.6,,254.0,212.0,,,,,335.2,240.7,,,350.0,268.8,213.9,,141.0,197.0,,,,260.0,239.0,365.0,,,,,,250.2,201.7,,,,282.7,257.1,52.0,,72.6,,58.0,16.0,,,,,139.2,44.7,,,154.0,72.8,17.9,,-55.0,1.0,,,,64.0,43.0,169.0,,,,,,54.2,5.7,,,,86.7,61.1,,False,,False,True,,,,,False,True,,,False,False,True,,False,True,,,,False,True,False,,,,,,False,True,,,,False,False
29115,41,60.0,,56.2,,59.0,67.0,,,,,35.3,75.1,,,102.0,604.5,31.3,,61.5,52.9,,,,105.0,50.0,68.5,,,,,,,74.2,,,,37.2,27.6,19.0,,15.2,,18.0,26.0,,,,,-5.7,34.1,,,61.0,563.5,-9.7,,20.5,11.9,,,,64.0,9.0,27.5,,,,,,,33.2,,,,-3.8,-13.4,,True,,True,False,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,False,,,,True,True
29117,86,126.0,,129.0,,129.0,147.0,,,,,110.1,129.7,,,163.0,161.7,91.3,,113.0,91.7,,,,155.0,107.0,93.0,,,,,,,129.2,,,,178.3,196.4,40.0,,43.0,,43.0,61.0,,,,,24.1,43.7,,,77.0,75.7,5.3,,27.0,5.7,,,,69.0,21.0,7.0,,,,,,,43.2,,,,92.3,110.4,,False,,False,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,False
29119,57,134.0,,132.0,,134.0,154.0,,,,,215.0,162.3,,,399.0,81.5,100.8,,102.0,99.8,,,,154.0,111.0,107.7,,,,,,,116.4,,,,200.0,288.1,77.0,,75.0,,77.0,97.0,,,,,158.0,105.3,,,342.0,24.5,43.8,,45.0,42.8,,,,97.0,54.0,50.7,,,,,,,59.4,,,,143.0,231.1,,True,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
29121,107,98.0,,103.6,,101.0,109.0,,,,,82.2,119.6,,,127.0,133.6,64.4,,91.0,104.3,,,,134.0,79.0,71.3,,,,,,,97.1,,,,107.6,93.6,-9.0,,-3.4,,-6.0,2.0,,,,,-24.8,12.6,,,20.0,26.6,-42.6,,-16.0,-2.7,,,,27.0,-28.0,-35.7,,,,,,,-9.9,,,,0.6,-13.4,,True,,True,True,,,,,False,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
29123,42,42.0,,48.2,,43.0,20.0,,,,,111.6,41.5,,,103.0,24.1,46.4,,21.0,34.7,,,,46.0,49.0,74.8,,,,,,,85.2,,,,31.5,61.2,0.0,,6.2,,1.0,-22.0,,,,,69.6,-0.5,,,61.0,-17.9,4.4,,-21.0,-7.3,,,,4.0,7.0,32.8,,,,,,,43.2,,,,-10.5,19.2,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
29125,18,36.0,,36.9,,32.0,8.0,,,,,34.9,39.8,,,58.0,10.1,19.2,,17.5,26.6,,,,32.0,30.0,33.0,,,,,,,67.0,,,,54.5,32.9,18.0,,18.9,,14.0,-10.0,,,,,16.9,21.8,,,40.0,-7.9,1.2,,-0.5,8.6,,,,14.0,12.0,15.0,,,,,,,49.0,,,,36.5,14.9,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
29127,77,116.0,,115.0,,114.0,83.0,,,,,178.7,104.1,,,224.0,70.2,103.0,,73.0,91.6,,,,112.0,108.0,174.5,,,,,,,145.4,,,,158.8,107.7,39.0,,38.0,,37.0,6.0,,,,,101.7,27.1,,,147.0,-6.8,26.0,,-4.0,14.6,,,,35.0,31.0,97.5,,,,,,,68.4,,,,81.8,30.7,,True,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,True,True,False,,,,,,,False,,,,False,True
29129,8,18.0,,18.5,,17.0,2.0,,,,,12.2,21.1,,,33.0,22.8,10.8,,14.0,15.8,,,,18.0,16.0,20.7,,,,,,,43.0,,,,27.4,,10.0,,10.5,,9.0,-6.0,,,,,4.2,13.1,,,25.0,14.8,2.8,,6.0,7.8,,,,10.0,8.0,12.7,,,,,,,35.0,,,,19.4,,,False,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,
29131,66,132.0,,138.0,,132.0,135.0,,,,,181.2,110.7,,,184.0,121.9,106.8,,52.0,99.4,,,,127.0,125.0,148.3,,,,,,,115.5,,,,144.3,122.4,66.0,,72.0,,66.0,69.0,,,,,115.2,44.7,,,118.0,55.9,40.8,,-14.0,33.4,,,,61.0,59.0,82.3,,,,,,,49.5,,,,78.3,56.4,,False,,False,False,,,,,False,True,,,False,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,False,True
29133,43,24.0,,26.9,,26.0,12.0,,,,,75.0,48.9,,,132.0,13.7,26.3,,7.0,21.9,,,,26.0,32.0,55.6,,,,,,,59.2,,,,34.5,67.4,-19.0,,-16.1,,-17.0,-31.0,,,,,32.0,5.9,,,89.0,-29.3,-16.7,,-36.0,-21.1,,,,-17.0,-11.0,12.6,,,,,,,16.2,,,,-8.5,24.4,,True,,True,False,,,,,False,True,,,False,False,True,,False,False,,,,True,True,True,,,,,,,True,,,,True,False
29135,41,88.0,,88.9,,87.0,80.0,,,,,104.5,79.3,,,131.0,58.6,56.9,,27.0,62.4,,,,76.0,81.0,89.9,,,,,,,84.5,,,,133.3,124.4,47.0,,47.9,,46.0,39.0,,,,,63.5,38.3,,,90.0,17.6,15.9,,-14.0,21.4,,,,35.0,40.0,48.9,,,,,,,43.5,,,,92.3,83.4,,False,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,False,False
29137,17,24.0,,21.9,,23.0,18.0,,,,,34.1,26.6,,,57.0,18.2,24.2,,7.0,20.1,,,,26.0,26.0,46.1,,,,,,,59.5,,,,45.0,,7.0,,4.9,,6.0,1.0,,,,,17.1,9.6,,,40.0,1.2,7.2,,-10.0,3.1,,,,9.0,9.0,29.1,,,,,,,42.5,,,,28.0,,,True,,True,True,,,,,False,False,,,False,True,False,,False,True,,,,False,False,False,,,,,,,False,,,,False,
29139,6,30.0,,31.1,,30.0,16.0,,,,,43.0,39.8,,,58.0,14.1,30.0,,11.0,26.7,,,,33.0,31.0,47.4,,,,,,,52.9,,,,37.4,29.8,24.0,,25.1,,24.0,10.0,,,,,37.0,33.8,,,52.0,8.1,24.0,,5.0,20.7,,,,27.0,25.0,41.4,,,,,,,46.9,,,,31.4,23.8,,False,,False,True,,,,,False,False,,,False,True,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,True
29141,25,82.0,,80.1,,81.0,91.0,,,,,116.0,101.9,,,130.0,81.3,72.5,,49.0,67.4,,,,87.0,74.0,85.6,,,,,,,77.5,,,,143.1,63.7,57.0,,55.1,,56.0,66.0,,,,,91.0,76.9,,,105.0,56.3,47.5,,24.0,42.4,,,,62.0,49.0,60.6,,,,,,,52.5,,,,118.1,38.7,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
29143,40,46.0,,47.9,,53.0,5.0,,,,,133.0,49.6,,,173.0,58.7,58.0,,26.0,43.1,,,,56.0,64.0,89.9,,,,,,,81.0,,,,82.4,97.1,6.0,,7.9,,13.0,-35.0,,,,,93.0,9.6,,,133.0,18.7,18.0,,-14.0,3.1,,,,16.0,24.0,49.9,,,,,,,41.0,,,,42.4,57.1,,False,,False,False,,,,,False,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
29145,144,222.0,,215.9,,218.0,137.0,,,,,330.2,184.5,,,933.0,198.3,191.7,,169.0,205.1,,,,305.0,212.0,247.7,,,,,,169.5,177.9,,,,286.6,270.8,78.0,,71.9,,74.0,-7.0,,,,,186.2,40.5,,,789.0,54.3,47.7,,25.0,61.1,,,,161.0,68.0,103.7,,,,,,25.5,33.9,,,,142.6,126.8,,True,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
29147,64,70.0,,73.0,,85.0,47.0,,,,,131.0,66.6,,,246.0,1175.6,79.3,,82.0,67.2,,,,,75.0,144.7,,,,,,,92.6,,,,106.6,142.0,6.0,,9.0,,21.0,-17.0,,,,,67.0,2.6,,,182.0,1111.6,15.3,,18.0,3.2,,,,,11.0,80.7,,,,,,,28.6,,,,42.6,78.0,,False,,False,False,,,,,False,True,,,False,False,False,,False,True,,,,,False,False,,,,,,,False,,,,False,False
29149,28,50.0,,43.4,,51.0,35.0,,,,,65.6,57.9,,,122.0,176.0,40.5,,45.0,51.1,,,,85.0,51.0,84.3,,,,,,,52.5,,,,70.8,40.6,22.0,,15.4,,23.0,7.0,,,,,37.6,29.9,,,94.0,148.0,12.5,,17.0,23.1,,,,57.0,23.0,56.3,,,,,,,24.5,,,,42.8,12.6,,True,,False,True,,,,,False,False,,,False,False,True,,True,False,,,,False,False,False,,,,,,,False,,,,False,True
29151,56,84.0,,86.5,,80.0,67.0,,,,,96.1,83.8,,,106.0,60.0,60.4,,52.0,58.7,,,,84.0,74.0,109.8,,,,,,,88.0,,,,125.6,76.7,28.0,,30.5,,24.0,11.0,,,,,40.1,27.8,,,50.0,4.0,4.4,,-4.0,2.7,,,,28.0,18.0,53.8,,,,,,,32.0,,,,69.6,20.7,,False,,True,True,,,,,False,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
29153,38,124.0,,122.4,,102.0,153.0,,,,,49.7,114.5,,,82.0,125.1,74.2,,131.0,81.8,,,,145.0,75.0,74.4,,,,,,,76.1,,,,140.3,,86.0,,84.4,,64.0,115.0,,,,,11.7,76.5,,,44.0,87.1,36.2,,93.0,43.8,,,,107.0,37.0,36.4,,,,,,,38.1,,,,102.3,,,True,,True,False,,,,,True,True,,,True,False,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,
29155,36,42.0,,42.8,,51.0,28.0,,,,,94.9,57.4,,,215.0,62.2,44.5,,32.0,37.8,,,,54.0,51.0,71.7,,,,,,,75.2,,,,60.7,57.7,6.0,,6.8,,15.0,-8.0,,,,,58.9,21.4,,,179.0,26.2,8.5,,-4.0,1.8,,,,18.0,15.0,35.7,,,,,,,39.2,,,,24.7,21.7,,False,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
29157,40,60.0,,63.7,,64.0,41.0,,,,,145.3,90.3,,,183.0,58.9,62.7,,32.0,47.9,,,,69.0,69.0,111.3,,,,,,,74.0,,,,91.0,171.2,20.0,,23.7,,24.0,1.0,,,,,105.3,50.3,,,143.0,18.9,22.7,,-8.0,7.9,,,,29.0,29.0,71.3,,,,,,,34.0,,,,51.0,131.2,,False,,False,True,,,,,False,False,,,False,True,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
