,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
41069,6,20.0,0.0,,,,,35.0,,6.6,21.8,,15.0,,,,,,,14.0,-6.0,,,,,29.0,,0.6,15.8,,9.0,,,,,,,True,,,,,False,,True,False,,True,,,,,,
41071,876,800.0,237.0,,,,,954.0,,666.1,984.4,,1159.0,241.3,,,955.1,,,-76.0,-639.0,,,,,78.0,,-209.9,108.4,,283.0,-634.7,,,79.1,,,False,,,,,False,,False,False,,False,False,,,False,,
42001,2353,2925.0,2020.0,,,,,2375.0,,3049.0,1786.2,,5168.0,204.2,,,3496.1,,,572.0,-333.0,,,,,22.0,,696.0,-566.8,,2815.0,-2148.8,,,1143.1,,,True,,,,,True,,False,True,,False,False,,,False,,
42003,18276,25800.0,22788.0,,,,,27776.0,,21560.2,28077.9,,26470.0,5617.2,,,23668.2,9738.0,,7524.0,4512.0,,,,,9500.0,,3284.2,9801.9,,8194.0,-12658.8,,,5392.2,-8538.0,,True,,,,,False,,True,False,,False,False,,,True,False,
42005,1420,1800.0,1150.0,,,,,1909.0,,1505.2,1102.3,,2406.0,278.5,,,1499.7,,,380.0,-270.0,,,,,489.0,,85.2,-317.7,,986.0,-1141.5,,,79.7,,,True,,,,,False,,True,True,,False,False,,,True,,
42007,2983,3770.0,1101.0,,,,,4307.0,,4001.8,3183.9,,5362.0,304.6,,,3451.2,1298.0,,787.0,-1882.0,,,,,1324.0,,1018.8,200.9,,2379.0,-2678.4,,,468.2,-1685.0,,False,,,,,False,,False,True,,False,False,,,True,False,
42009,789,1025.0,335.0,,,,,1212.0,,650.8,600.0,,988.0,0.1,,,907.7,,,236.0,-454.0,,,,,423.0,,-138.2,-189.0,,199.0,-788.9,,,118.7,,,False,,,,,False,,True,True,,True,False,,,True,,
42011,10457,10180.0,7481.0,,,,,9568.0,,6743.4,8632.1,,8906.0,1923.4,,,3321.3,6693.0,,-277.0,-2976.0,,,,,-889.0,,-3713.6,-1824.9,,-1551.0,-8533.6,,,-7135.7,-3764.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42013,2312,3455.0,1549.0,,,,,3347.0,,1972.0,2183.2,,3127.0,0.0,,,2013.7,,,1143.0,-763.0,,,,,1035.0,,-340.0,-128.8,,815.0,-2312.0,,,-298.3,,,True,,,,,True,,True,True,,True,False,,,True,,
42015,985,1120.0,510.0,,,,,1570.0,,888.3,695.3,,1432.0,219.2,,,770.2,,,135.0,-475.0,,,,,585.0,,-96.7,-289.7,,447.0,-765.8,,,-214.8,,,False,,,,,False,,True,False,,False,False,,,False,,
42017,11094,12220.0,6739.0,,,,,11178.0,,6132.2,11709.6,,10513.5,21.1,,,10406.8,4599.0,,1126.0,-4355.0,,,,,84.0,,-4961.8,615.6,,-580.5,-11072.9,,,-687.2,-6495.0,,False,,,,,True,,False,True,,True,False,,,True,False,
42019,4060,5290.0,2926.0,,,,,5084.0,,5085.7,3418.6,,6848.0,687.2,,,3487.1,3025.0,,1230.0,-1134.0,,,,,1024.0,,1025.7,-641.4,,2788.0,-3372.8,,,-572.9,-1035.0,,True,,,,,True,,True,True,,False,False,,,True,True,
42021,2332,3215.0,1031.0,,,,,3586.0,,1280.2,1861.1,,2931.5,0.1,,,2853.7,670.0,,883.0,-1301.0,,,,,1254.0,,-1051.8,-470.9,,599.5,-2331.9,,,521.7,-1662.0,,False,,,,,False,,False,True,,True,False,,,True,False,
42023,108,125.0,35.0,,,,,61.0,,777.1,64.5,,152.0,0.0,,,,,,17.0,-73.0,,,,,-47.0,,669.1,-43.5,,44.0,-108.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
42025,1815,1875.0,2948.0,,,,,1450.0,,732.8,1035.1,,1476.0,19.7,,,1535.2,,,60.0,1133.0,,,,,-365.0,,-1082.2,-779.9,,-339.0,-1795.3,,,-279.8,,,False,,,,,False,,False,False,,False,False,,,False,,
42027,2438,2265.0,747.0,,,,,2854.0,,1772.4,1743.0,,2270.5,0.0,,,1407.9,473.0,,-173.0,-1691.0,,,,,416.0,,-665.6,-695.0,,-167.5,-2438.0,,,-1030.1,-1965.0,,False,,,,,False,,False,False,,True,False,,,False,False,
42029,6813,6710.0,3812.0,,,,,8122.0,,5956.9,11626.2,,6743.5,780.1,,,7692.6,2244.0,,-103.0,-3001.0,,,,,1309.0,,-856.1,4813.2,,-69.5,-6032.9,,,879.6,-4569.0,,False,,,,,False,,False,False,,True,False,,,False,False,
42031,542,970.0,468.0,,,,,1023.0,,335.6,452.4,,748.0,0.1,,,,,,428.0,-74.0,,,,,481.0,,-206.4,-89.6,,206.0,-541.9,,,,,,True,,,,,False,,True,True,,True,False,,,,,
42033,1835,2515.0,1515.0,,,,,2289.0,,1104.8,1370.2,,1689.5,45.5,,,1756.0,,,680.0,-320.0,,,,,454.0,,-730.2,-464.8,,-145.5,-1789.5,,,-79.0,,,True,,,,,True,,False,True,,True,False,,,True,,
42035,685,1435.0,777.0,,,,,977.0,,1504.8,795.6,,1843.0,50.7,,,,,,750.0,92.0,,,,,292.0,,819.8,110.6,,1158.0,-634.3,,,,,,True,,,,,True,,False,True,,False,True,,,,,
42037,1627,1640.0,1833.0,,,,,1693.0,,1541.5,1245.1,,2125.5,90.1,,,1171.6,,,13.0,206.0,,,,,66.0,,-85.5,-381.9,,498.5,-1536.9,,,-455.4,,,False,,,,,False,,False,False,,False,False,,,False,,
42039,1240,2195.0,435.0,,,,,2246.0,,1995.8,1166.8,,1819.0,0.0,,,3322.1,,,955.0,-805.0,,,,,1006.0,,755.8,-73.2,,579.0,-1240.0,,,2082.1,,,True,,,,,False,,True,True,,True,False,,,False,,
42041,4463,5720.0,4541.0,,,,,5466.0,,3518.1,4924.9,,7641.5,352.3,,,6459.5,2077.0,,1257.0,78.0,,,,,1003.0,,-944.9,461.9,,3178.5,-4110.7,,,1996.5,-2386.0,,True,,,,,True,,True,True,,False,False,,,False,False,
42043,5255,6005.0,3122.0,,,,,5683.0,,4489.5,5718.7,,5510.0,550.0,,,5699.1,3061.0,,750.0,-2133.0,,,,,428.0,,-765.5,463.7,,255.0,-4705.0,,,444.1,-2194.0,,False,,,,,True,,False,True,,True,False,,,True,False,
42045,9199,9650.0,9152.0,,,,,8193.0,,5227.7,8879.9,,9315.5,1050.8,,,12342.3,4880.0,,451.0,-47.0,,,,,-1006.0,,-3971.3,-319.1,,116.5,-8148.2,,,3143.3,-4319.0,,True,,,,,False,,False,True,,True,False,,,False,False,
42047,844,1090.0,717.0,,,,,754.0,,1456.5,538.2,,1778.5,17.4,,,,,,246.0,-127.0,,,,,-90.0,,612.5,-305.8,,934.5,-826.6,,,,,,True,,,,,True,,False,False,,False,False,,,,,
42049,4348,7015.0,5797.0,,,,,6317.0,,5040.8,6143.4,,6646.5,1639.7,,,6219.9,2701.0,,2667.0,1449.0,,,,,1969.0,,692.8,1795.4,,2298.5,-2708.3,,,1871.9,-1647.0,,True,,,,,True,,True,True,,True,False,,,True,True,
42051,3022,5300.0,1848.0,,,,,3547.0,,8545.7,3449.1,,6383.0,228.1,,,3016.8,2649.0,,2278.0,-1174.0,,,,,525.0,,5523.7,427.1,,3361.0,-2793.9,,,-5.2,-373.0,,True,,,,,True,,False,True,,False,False,,,True,True,
42053,1050,375.0,450.0,,,,,209.0,,188.6,103.0,,305.0,25.1,,,,,,-675.0,-600.0,,,,,-841.0,,-861.4,-947.0,,-745.0,-1024.9,,,,,,True,,,,,False,,False,False,,False,False,,,,,
42055,3236,3650.0,1350.0,,,,,3900.0,,2178.8,2575.5,,3759.5,0.2,,,1981.4,1323.0,,414.0,-1886.0,,,,,664.0,,-1057.2,-660.5,,523.5,-3235.8,,,-1254.6,-1913.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42057,390,345.0,58.0,,,,,364.0,,131.3,201.6,,184.0,0.1,,,,,,-45.0,-332.0,,,,,-26.0,,-258.7,-188.4,,-206.0,-389.9,,,,,,False,,,,,True,,False,False,,False,False,,,,,
42059,863,1160.0,299.0,,,,,843.0,,1207.8,640.4,,1337.5,84.5,,,,,,297.0,-564.0,,,,,-20.0,,344.8,-222.6,,474.5,-778.5,,,,,,False,,,,,True,,False,True,,False,False,,,,,
42061,995,1595.0,1045.0,,,,,1221.0,,1397.0,949.2,,2136.0,92.9,,,987.9,,,600.0,50.0,,,,,226.0,,402.0,-45.8,,1141.0,-902.1,,,-7.1,,,True,,,,,True,,True,True,,False,False,,,True,,
42063,932,1070.0,278.0,,,,,2234.0,,519.4,1009.0,,1071.0,0.3,,,1095.8,,,138.0,-654.0,,,,,1302.0,,-412.6,77.0,,139.0,-931.7,,,163.8,,,False,,,,,False,,False,True,,False,False,,,False,,
42065,726,1005.0,474.0,,,,,1243.0,,426.4,495.9,,749.0,0.0,,,,,,279.0,-252.0,,,,,517.0,,-299.6,-230.1,,23.0,-726.0,,,,,,True,,,,,False,,False,True,,True,False,,,,,
42067,406,605.0,590.0,,,,,580.0,,822.5,345.9,,676.5,0.4,,,,,,199.0,184.0,,,,,174.0,,416.5,-60.1,,270.5,-405.6,,,,,,True,,,,,True,,False,True,,False,False,,,,,
42069,4178,4515.0,5310.0,,,,,5246.0,,4057.1,3939.8,,5436.5,367.1,,,3116.3,3443.0,,337.0,1132.0,,,,,1068.0,,-120.9,-238.2,,1258.5,-3810.9,,,-1061.7,-735.0,,False,,,,,False,,True,True,,False,False,,,False,False,
42071,11611,11320.0,7035.0,,,,,11637.0,,6500.0,10542.9,,11368.0,4373.6,,,8997.3,4609.0,,-291.0,-4576.0,,,,,26.0,,-5111.0,-1068.1,,-243.0,-7237.4,,,-2613.7,-7002.0,,False,,,,,True,,False,False,,True,False,,,False,False,
42073,1403,1980.0,868.0,,,,,2433.0,,1474.7,1486.4,,1798.0,127.7,,,1718.8,,,577.0,-535.0,,,,,1030.0,,71.7,83.4,,395.0,-1275.3,,,315.8,,,True,,,,,False,,True,True,,True,False,,,True,,
42075,3430,3500.0,2420.0,,,,,3784.0,,1977.6,2841.2,,4063.5,460.1,,,3775.1,2245.0,,70.0,-1010.0,,,,,354.0,,-1452.4,-588.8,,633.5,-2969.9,,,345.1,-1185.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42077,8944,10355.0,12772.0,,,,,8831.0,,6759.2,7219.9,,10254.0,1940.8,,,12758.5,6426.0,,1411.0,3828.0,,,,,-113.0,,-2184.8,-1724.1,,1310.0,-7003.2,,,3814.5,-2518.0,,False,,,,,True,,False,False,,True,False,,,False,False,
42079,6440,6510.0,1749.0,,,,,8357.0,,6249.1,5443.9,,10445.5,894.2,,,11058.7,3025.0,,70.0,-4691.0,,,,,1917.0,,-190.9,-996.1,,4005.5,-5545.8,,,4618.7,-3415.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42081,2507,4495.0,1902.0,,,,,2727.0,,4968.8,2695.1,,6265.0,360.2,,,2328.9,,,1988.0,-605.0,,,,,220.0,,2461.8,188.1,,3758.0,-2146.8,,,-178.1,,,True,,,,,True,,False,True,,False,False,,,True,,
42083,1190,1215.0,746.0,,,,,1062.0,,891.0,671.4,,1689.0,0.1,,,,,,25.0,-444.0,,,,,-128.0,,-299.0,-518.6,,499.0,-1189.9,,,,,,False,,,,,False,,False,False,,False,False,,,,,
42085,1844,2770.0,953.0,,,,,3037.0,,1687.3,1663.2,,2409.0,0.2,,,2394.2,,,926.0,-891.0,,,,,1193.0,,-156.7,-180.8,,565.0,-1843.8,,,550.2,,,True,,,,,False,,True,True,,True,False,,,True,,
42087,1002,1340.0,679.0,,,,,1323.0,,435.3,633.8,,751.0,0.0,,,1433.4,,,338.0,-323.0,,,,,321.0,,-566.7,-368.2,,-251.0,-1002.0,,,431.4,,,True,,,,,True,,False,False,,True,False,,,False,,
42089,2858,2810.0,3557.0,,,,,3125.0,,1428.8,2377.8,,2785.0,231.5,,,3260.1,1397.0,,-48.0,699.0,,,,,267.0,,-1429.2,-480.2,,-73.0,-2626.5,,,402.1,-1461.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42091,14183,15270.0,21441.0,,,,,13904.0,,8794.3,15752.9,,13564.5,2194.5,,,7634.1,8844.0,,1087.0,7258.0,,,,,-279.0,,-5388.7,1569.9,,-618.5,-11988.5,,,-6548.9,-5339.0,,False,,,,,True,,False,False,,True,False,,,False,False,
42093,909,1015.0,744.0,,,,,531.0,,1078.2,478.2,,663.0,0.0,,,,,,106.0,-165.0,,,,,-378.0,,169.2,-430.8,,-246.0,-909.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
42095,7636,9120.0,9137.0,,,,,6162.0,,5946.0,5696.4,,9086.0,1707.9,,,10733.9,4721.0,,1484.0,1501.0,,,,,-1474.0,,-1690.0,-1939.6,,1450.0,-5928.1,,,3097.9,-2915.0,,False,,,,,True,,False,False,,True,False,,,False,False,
42097,2243,2355.0,1280.0,,,,,2415.0,,1712.2,1785.2,,3025.5,150.6,,,1319.2,,,112.0,-963.0,,,,,172.0,,-530.8,-457.8,,782.5,-2092.4,,,-923.8,,,False,,,,,False,,False,False,,False,False,,,False,,
42099,966,1275.0,677.0,,,,,1025.0,,1616.6,956.9,,1276.0,101.5,,,,,,309.0,-289.0,,,,,59.0,,650.6,-9.1,,310.0,-864.5,,,,,,True,,,,,True,,False,True,,False,False,,,,,
42101,19344,20770.0,10052.0,,,,,21930.0,,13600.1,24980.2,,18562.5,33.3,,,19688.8,8249.0,,1426.0,-9292.0,,,,,2586.0,,-5743.9,5636.2,,-781.5,-19310.7,,,344.8,-11095.0,,False,,,,,False,,False,False,,True,False,,,True,False,
42103,785,655.0,458.0,,,,,789.0,,559.9,638.5,,856.0,30.4,,,,,,-130.0,-327.0,,,,,4.0,,-225.1,-146.5,,71.0,-754.6,,,,,,False,,,,,True,,False,False,,True,False,,,,,
42105,282,305.0,51.0,,,,,365.0,,76.8,117.6,,216.0,0.0,,,,,,23.0,-231.0,,,,,83.0,,-205.2,-164.4,,-66.0,-282.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
42107,3913,4680.0,3586.0,,,,,3875.0,,4040.0,2963.4,,6054.0,408.8,,,5828.8,3223.0,,767.0,-327.0,,,,,-38.0,,127.0,-949.6,,2141.0,-3504.2,,,1915.8,-690.0,,True,,,,,True,,True,False,,False,False,,,False,True,
42109,766,810.0,426.0,,,,,987.0,,803.3,763.5,,1273.0,157.6,,,,,,44.0,-340.0,,,,,221.0,,37.3,-2.5,,507.0,-608.4,,,,,,False,,,,,False,,True,True,,False,False,,,,,
42111,1790,3105.0,2035.0,,,,,2031.0,,3137.0,1305.7,,3315.5,0.1,,,3262.1,,,1315.0,245.0,,,,,241.0,,1347.0,-484.3,,1525.5,-1789.9,,,1472.1,,,True,,,,,True,,False,True,,False,False,,,False,,
42113,133,80.0,14.0,,,,,122.0,,34.1,54.7,,45.0,0.0,,,,,,-53.0,-119.0,,,,,-11.0,,-98.9,-78.3,,-88.0,-133.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
42115,567,480.0,445.0,,,,,887.0,,342.3,722.5,,448.0,51.7,,,,,,-87.0,-122.0,,,,,320.0,,-224.7,155.5,,-119.0,-515.3,,,,,,False,,,,,False,,False,False,,False,False,,,,,
42117,423,565.0,129.0,,,,,921.0,,414.9,483.8,,584.0,0.0,,,,,,142.0,-294.0,,,,,498.0,,-8.1,60.8,,161.0,-423.0,,,,,,False,,,,,False,,True,True,,False,False,,,,,
42119,1284,1660.0,2424.0,,,,,1108.0,,1061.6,1012.8,,1930.0,371.1,,,974.8,,,376.0,1140.0,,,,,-176.0,,-222.4,-271.2,,646.0,-912.9,,,-309.2,,,False,,,,,True,,True,True,,False,False,,,True,,
42121,840,1525.0,629.0,,,,,1417.0,,1318.8,831.1,,1789.5,0.1,,,,,,685.0,-211.0,,,,,577.0,,478.8,-8.9,,949.5,-839.9,,,,,,True,,,,,True,,True,True,,False,False,,,,,
42123,694,1465.0,940.0,,,,,1113.0,,1770.7,740.9,,2287.5,104.6,,,,,,771.0,246.0,,,,,419.0,,1076.7,46.9,,1593.5,-589.4,,,,,,True,,,,,True,,False,True,,False,True,,,,,
42125,4195,4325.0,2605.0,,,,,5226.0,,3513.7,4019.5,,6089.0,801.0,,,3849.2,1716.0,,130.0,-1590.0,,,,,1031.0,,-681.3,-175.5,,1894.0,-3394.0,,,-345.8,-2479.0,,False,,,,,False,,False,False,,False,False,,,False,False,
42127,997,1955.0,1434.0,,,,,971.0,,2282.7,1113.4,,1940.5,131.5,,,,,,958.0,437.0,,,,,-26.0,,1285.7,116.4,,943.5,-865.5,,,,,,True,,,,,True,,False,True,,True,True,,,,,
42129,6530,9640.0,3014.0,,,,,9083.0,,9066.2,7999.5,,10327.0,0.3,,,8738.7,2948.0,,3110.0,-3516.0,,,,,2553.0,,2536.2,1469.5,,3797.0,-6529.7,,,2208.7,-3582.0,,False,,,,,True,,True,True,,False,False,,,True,False,
42131,319,390.0,81.0,,,,,645.0,,300.0,291.8,,339.0,11.4,,,,,,71.0,-238.0,,,,,326.0,,-19.0,-27.2,,20.0,-307.6,,,,,,False,,,,,False,,True,True,,True,False,,,,,
42133,10052,11990.0,8135.0,,,,,10313.0,,8739.5,8117.9,,11391.5,2087.3,,,7709.7,5247.0,,1938.0,-1917.0,,,,,261.0,,-1312.5,-1934.1,,1339.5,-7964.7,,,-2342.3,-4805.0,,True,,,,,True,,True,True,,True,False,,,False,False,
44001,1650,1245.0,994.0,,,,,615.0,,814.9,750.9,,1060.0,19.2,,,,,,-405.0,-656.0,,,,,-1035.0,,-835.1,-899.1,,-590.0,-1630.8,,,,,,False,,,,,False,,False,False,,False,False,,,,,
44003,4164,4295.0,2055.0,,,,,3783.0,,1825.0,3097.5,,4843.0,0.0,,,3330.6,3801.0,,131.0,-2109.0,,,,,-381.0,,-2339.0,-1066.5,,679.0,-4164.0,,,-833.4,-363.0,,False,,,,,False,,False,False,,False,False,,,False,False,
44005,2055,1580.0,1604.0,,,,,1028.0,,1561.6,1751.5,,1146.0,113.8,,,,,,-475.0,-451.0,,,,,-1027.0,,-493.4,-303.5,,-909.0,-1941.2,,,,,,True,,,,,False,,False,True,,False,False,,,,,
44007,18316,20255.0,11976.0,,,,,21331.0,,7223.4,13832.0,,21856.0,2.6,,,8918.4,13001.0,,1939.0,-6340.0,,,,,3015.0,,-11092.6,-4484.0,,3540.0,-18313.4,,,-9397.6,-5315.0,,False,,,,,False,,False,False,,False,False,,,False,False,
44009,2163,2110.0,931.0,,,,,2098.0,,1354.9,1776.6,,2102.0,0.0,,,2357.7,,,-53.0,-1232.0,,,,,-65.0,,-808.1,-386.4,,-61.0,-2163.0,,,194.7,,,False,,,,,False,,False,False,,False,False,,,False,,
45001,602,325.0,210.0,,,,,591.0,,214.7,257.9,,348.0,163.5,,,,,,-277.0,-392.0,,,,,-11.0,,-387.3,-344.1,,-254.0,-438.5,,,,,,False,,,,,True,,False,False,,True,False,,,,,
45003,4204,2530.0,871.0,,,,,3656.0,,2903.8,2456.0,,4086.0,0.1,,,1158.9,4241.0,,-1674.0,-3333.0,,,,,-548.0,,-1300.2,-1748.0,,-118.0,-4203.9,,,-3045.1,37.0,,False,,,,,True,,True,False,,True,False,,,False,True,
45005,184,70.0,0.0,,,,,120.0,,105.9,46.7,,112.0,0.0,,,,,,-114.0,-184.0,,,,,-64.0,,-78.1,-137.3,,-72.0,-184.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
45007,6159,4080.0,2828.0,,,,,5766.0,,4663.1,2744.3,,6474.5,1374.8,,,3815.5,6766.0,,-2079.0,-3331.0,,,,,-393.0,,-1495.9,-3414.7,,315.5,-4784.2,,,-2343.5,607.0,,False,,,,,True,,True,False,,True,False,,,False,True,
45009,338,180.0,172.0,,,,,216.0,,194.4,123.8,,232.0,0.0,,,,,,-158.0,-166.0,,,,,-122.0,,-143.6,-214.2,,-106.0,-338.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
45011,715,490.0,410.0,,,,,314.0,,1075.2,283.6,,793.5,44.7,,,,,,-225.0,-305.0,,,,,-401.0,,360.2,-431.4,,78.5,-670.3,,,,,,False,,,,,False,,False,False,,True,False,,,,,
45013,4325,2595.0,1751.0,,,,,2710.0,,2976.0,1958.8,,3667.0,187.8,,,1795.8,4016.0,,-1730.0,-2574.0,,,,,-1615.0,,-1349.0,-2366.2,,-658.0,-4137.2,,,-2529.2,-309.0,,False,,,,,True,,True,False,,True,False,,,False,True,
45015,3889,1820.0,995.0,,,,,3420.0,,1739.7,2215.4,,2208.0,1.1,,,1894.1,2675.0,,-2069.0,-2894.0,,,,,-469.0,,-2149.3,-1673.6,,-1681.0,-3887.9,,,-1994.9,-1214.0,,False,,,,,True,,False,True,,True,False,,,True,True,
45017,356,235.0,737.0,,,,,191.0,,716.3,181.5,,525.0,0.0,,,,,,-121.0,381.0,,,,,-165.0,,360.3,-174.5,,169.0,-356.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
45019,9310,3515.0,1506.0,,,,,10559.0,,2815.6,4262.8,,4454.0,10.1,,,2587.4,4138.0,,-5795.0,-7804.0,,,,,1249.0,,-6494.4,-5047.2,,-4856.0,-9299.9,,,-6722.6,-5172.0,,False,,,,,True,,False,True,,True,False,,,False,True,
45021,1628,835.0,310.0,,,,,1587.0,,622.5,697.7,,843.0,292.3,,,779.7,,,-793.0,-1318.0,,,,,-41.0,,-1005.5,-930.3,,-785.0,-1335.7,,,-848.3,,,False,,,,,True,,False,False,,True,False,,,False,,
45023,1055,580.0,437.0,,,,,713.0,,543.5,437.5,,879.0,79.1,,,,,,-475.0,-618.0,,,,,-342.0,,-511.5,-617.5,,-176.0,-975.9,,,,,,False,,,,,True,,False,False,,True,False,,,,,
45025,1178,605.0,497.0,,,,,839.0,,531.7,435.7,,862.0,149.5,,,472.8,,,-573.0,-681.0,,,,,-339.0,,-646.3,-742.3,,-316.0,-1028.5,,,-705.2,,,False,,,,,True,,False,False,,True,False,,,False,,
45027,789,570.0,742.0,,,,,479.0,,798.3,450.4,,796.0,26.2,,,,,,-219.0,-47.0,,,,,-310.0,,9.3,-338.6,,7.0,-762.8,,,,,,True,,,,,False,,True,False,,True,False,,,,,
45029,982,420.0,434.0,,,,,676.0,,612.2,480.2,,485.0,52.3,,,,,,-562.0,-548.0,,,,,-306.0,,-369.8,-501.8,,-497.0,-929.7,,,,,,True,,,,,True,,True,True,,True,False,,,,,
45031,2646,1530.0,1811.0,,,,,1152.0,,2585.2,984.5,,2451.0,148.3,,,740.4,,,-1116.0,-835.0,,,,,-1494.0,,-60.8,-1661.5,,-195.0,-2497.7,,,-1905.6,,,True,,,,,False,,True,False,,True,False,,,False,,
45033,1289,915.0,1430.0,,,,,455.0,,1692.3,611.7,,1789.0,51.5,,,527.2,,,-374.0,141.0,,,,,-834.0,,403.3,-677.3,,500.0,-1237.5,,,-761.8,,,True,,,,,False,,False,False,,False,False,,,False,,
45035,4781,2460.0,1528.0,,,,,2385.0,,2131.0,2134.1,,3078.5,671.3,,,2339.1,4680.0,,-2321.0,-3253.0,,,,,-2396.0,,-2650.0,-2646.9,,-1702.5,-4109.7,,,-2441.9,-101.0,,False,,,,,False,,False,False,,True,False,,,False,True,
45037,801,340.0,316.0,,,,,599.0,,464.6,272.2,,627.0,0.1,,,,,,-461.0,-485.0,,,,,-202.0,,-336.4,-528.8,,-174.0,-800.9,,,,,,False,,,,,True,,True,False,,True,False,,,,,
45039,546,315.0,442.0,,,,,386.0,,485.9,241.7,,593.0,39.4,,,,,,-231.0,-104.0,,,,,-160.0,,-60.1,-304.3,,47.0,-506.6,,,,,,True,,,,,True,,True,False,,True,False,,,,,
45041,5326,4245.0,3371.0,,,,,2251.0,,6683.5,2638.4,,6563.0,724.0,,,3652.9,9663.0,,-1081.0,-1955.0,,,,,-3075.0,,1357.5,-2687.6,,1237.0,-4602.0,,,-1673.1,4337.0,,False,,,,,False,,False,False,,False,False,,,False,False,
45043,1774,1390.0,1592.0,,,,,1174.0,,3346.5,973.5,,2569.0,141.3,,,865.0,,,-384.0,-182.0,,,,,-600.0,,1572.5,-800.5,,795.0,-1632.7,,,-909.0,,,True,,,,,False,,False,False,,False,False,,,False,,
45045,20921,14325.0,11301.0,,,,,13827.0,,16556.4,10502.8,,21256.0,3514.4,,,15477.7,26475.0,,-6596.0,-9620.0,,,,,-7094.0,,-4364.6,-10418.2,,335.0,-17406.6,,,-5443.3,5554.0,,False,,,,,False,,True,False,,True,False,,,True,True,
45047,2135,1215.0,759.0,,,,,1674.0,,1187.8,940.2,,1375.5,229.5,,,1023.9,,,-920.0,-1376.0,,,,,-461.0,,-947.2,-1194.8,,-759.5,-1905.5,,,-1111.1,,,False,,,,,True,,False,False,,True,False,,,False,,
45049,453,240.0,5.0,,,,,358.0,,348.4,203.7,,369.0,0.0,,,,,,-213.0,-448.0,,,,,-95.0,,-104.6,-249.3,,-84.0,-453.0,,,,,,False,,,,,True,,True,False,,True,False,,,,,
45051,9781,5600.0,3710.0,,,,,3934.0,,4353.7,4390.2,,6361.5,651.7,,,3508.4,12818.0,,-4181.0,-6071.0,,,,,-5847.0,,-5427.3,-5390.8,,-3419.5,-9129.3,,,-6272.6,3037.0,,False,,,,,False,,False,False,,True,False,,,False,True,
45053,587,335.0,316.0,,,,,425.0,,333.9,325.6,,394.0,65.5,,,,,,-252.0,-271.0,,,,,-162.0,,-253.1,-261.4,,-193.0,-521.5,,,,,,False,,,,,True,,False,False,,True,False,,,,,
45055,1829,1030.0,603.0,,,,,1115.0,,1285.5,532.1,,1505.0,225.3,,,506.9,,,-799.0,-1226.0,,,,,-714.0,,-543.5,-1296.9,,-324.0,-1603.7,,,-1322.1,,,False,,,,,True,,True,False,,True,False,,,False,,
45057,2880,1890.0,1507.0,,,,,1967.0,,3250.0,1339.4,,2926.5,394.7,,,2207.6,,,-990.0,-1373.0,,,,,-913.0,,370.0,-1540.6,,46.5,-2485.3,,,-672.4,,,False,,,,,True,,True,False,,True,False,,,True,,
45059,2096,1220.0,1112.0,,,,,1658.0,,986.5,945.9,,1128.5,245.5,,,941.1,,,-876.0,-984.0,,,,,-438.0,,-1109.5,-1150.1,,-967.5,-1850.5,,,-1154.9,,,False,,,,,True,,False,False,,False,False,,,False,,
