,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37199,68,46.0,,43.8,,50.0,55.0,,,,,37.4,,,43.5,,,72.0,76.0,42.9,,,21.0,37.7,,,,69.0,49.0,78.5,,,,,,,31.9,,,,65.5,46.2,-22.0,,-24.2,,-18.0,-13.0,,,,,-30.6,,,-24.5,,,4.0,8.0,-25.1,,,-47.0,-30.3,,,,1.0,-19.0,10.5,,,,,,,-36.1,,,,-2.5,-21.8,,False,,True,True,,,,,False,,,False,,,True,True,False,,,False,False,,,,True,True,True,,,,,,,False,,,,True,True
38001,7,23.0,,22.7,,12.0,8.0,,,,,3.8,,,19.4,,,4.0,29.5,17.5,,,18.0,11.5,,,,27.0,18.0,2.8,,,,,,,21.8,,,,27.1,,16.0,,15.7,,5.0,1.0,,,,,-3.2,,,12.4,,,-3.0,22.5,10.5,,,11.0,4.5,,,,20.0,11.0,-4.2,,,,,,,14.8,,,,20.1,,,True,,True,True,,,,,True,,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,
38003,2,4.0,,3.3,,4.0,0.0,,,,,14.3,,,8.6,,,11.0,0.7,8.3,,,0.0,4.7,,,,,11.0,5.8,,,,,,,17.3,,,,2.7,21.7,2.0,,1.3,,2.0,-2.0,,,,,12.3,,,6.6,,,9.0,-1.3,6.3,,,-2.0,2.7,,,,,9.0,3.8,,,,,,,15.3,,,,0.7,19.7,,True,,False,False,,,,,False,,,False,,,False,True,False,,,False,False,,,,,False,False,,,,,,,False,,,,True,False
38005,4,6.0,,6.3,,6.0,3.0,,,,,13.9,,,6.0,,,6.0,4.9,12.4,,,2.0,3.8,,,,6.0,12.0,14.9,,,,,,,8.5,,,,11.0,9.0,2.0,,2.3,,2.0,-1.0,,,,,9.9,,,2.0,,,2.0,0.9,8.4,,,-2.0,-0.2,,,,2.0,8.0,10.9,,,,,,,4.5,,,,7.0,5.0,,False,,False,True,,,,,False,,,False,,,False,True,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
38007,1,0.0,,0.0,,0.0,0.0,,,,,0.5,,,0.8,,,3.0,1.8,0.7,,,1.0,0.3,,,,0.0,1.0,0.5,,,,,,,12.9,,,,0.3,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.5,,,-0.2,,,2.0,0.8,-0.3,,,0.0,-0.7,,,,-1.0,0.0,-0.5,,,,,,,11.9,,,,-0.7,,,False,,False,False,,,,,True,,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True,
38009,13,10.0,,9.9,,7.0,0.0,,,,,7.7,,,11.8,,,12.0,3.6,7.3,,,4.0,7.4,,,,6.0,13.0,2.5,,,,,,,10.7,,,,6.6,10.8,-3.0,,-3.1,,-6.0,-13.0,,,,,-5.3,,,-1.2,,,-1.0,-9.4,-5.7,,,-9.0,-5.6,,,,-7.0,0.0,-10.5,,,,,,,-2.3,,,,-6.4,-2.2,,False,,False,False,,,,,False,,,True,,,True,False,False,,,False,False,,,,False,True,False,,,,,,,True,,,,False,True
38011,9,15.0,,15.1,,13.0,,,,,,6.4,,,10.2,,,9.0,13.8,7.4,,,18.0,10.9,,,,18.0,13.0,2.3,,,,,,,16.2,,,,15.1,14.3,6.0,,6.1,,4.0,,,,,,-2.6,,,1.2,,,0.0,4.8,-1.6,,,9.0,1.9,,,,9.0,4.0,-6.7,,,,,,,7.2,,,,6.1,5.3,,False,,True,,,,,,True,,,True,,,True,True,True,,,False,True,,,,False,True,False,,,,,,,False,,,,False,True
38013,3,6.0,,6.4,,3.0,,,,,,2.9,,,7.1,,,3.0,23.2,2.3,,,3.0,2.0,,,,4.0,6.0,2.1,,,,,,,8.6,,,,7.8,4.3,3.0,,3.4,,0.0,,,,,,-0.1,,,4.1,,,0.0,20.2,-0.7,,,0.0,-1.0,,,,1.0,3.0,-0.9,,,,,,,5.6,,,,4.8,1.3,,False,,True,,,,,,True,,,False,,,True,False,True,,,True,True,,,,True,False,True,,,,,,,False,,,,False,True
38015,103,153.0,,152.5,,144.0,148.0,,,,,144.6,,,129.6,,,140.0,89.6,155.9,129.0,,83.0,102.7,,,,124.0,202.0,95.8,,,,,,187.5,148.1,,,,179.5,194.2,50.0,,49.5,,41.0,45.0,,,,,41.6,,,26.6,,,37.0,-13.4,52.9,26.0,,-20.0,-0.3,,,,21.0,99.0,-7.2,,,,,,84.5,45.1,,,,76.5,91.2,,True,,True,True,,,,,True,,,True,,,True,True,False,True,,True,True,,,,True,False,True,,,,,,False,True,,,,False,False
38017,150,195.0,,196.2,,170.0,159.0,,,,,205.9,,,213.4,,161.3,211.0,119.5,278.5,194.0,,157.0,157.9,,,,175.0,284.0,193.0,,,,,,206.2,169.7,163.0,,,168.4,210.8,45.0,,46.2,,20.0,9.0,,,,,55.9,,,63.4,,11.3,61.0,-30.5,128.5,44.0,,7.0,7.9,,,,25.0,134.0,43.0,,,,,,56.2,19.7,13.0,,,18.4,60.8,,False,,True,True,,,,,False,,,False,,True,False,True,False,True,,True,True,,,,True,False,True,,,,,,False,True,True,,,True,False
38019,3,1.0,,1.0,,1.0,0.0,,,,,4.8,,,2.3,,,6.0,2.4,2.1,,,1.0,1.4,,,,1.0,4.0,2.0,,,,,,,6.1,,,,1.0,,-2.0,,-2.0,,-2.0,-3.0,,,,,1.8,,,-0.7,,,3.0,-0.6,-0.9,,,-2.0,-1.6,,,,-2.0,1.0,-1.0,,,,,,,3.1,,,,-2.0,,,False,,False,False,,,,,True,,,True,,,False,True,True,,,False,True,,,,False,True,True,,,,,,,False,,,,True,
38021,6,7.0,,8.2,,5.0,5.0,,,,,9.0,,,4.4,,,7.0,2.5,11.1,,,2.0,4.9,,,,5.0,10.0,2.3,,,,,,,13.4,,,,6.4,,1.0,,2.2,,-1.0,-1.0,,,,,3.0,,,-1.6,,,1.0,-3.5,5.1,,,-4.0,-1.1,,,,-1.0,4.0,-3.7,,,,,,,7.4,,,,0.4,,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,True,
38023,0,2.0,,2.8,,2.0,0.0,,,,,1.8,,,2.1,,,9.0,0.3,1.6,,,2.0,1.0,,,,1.0,4.0,1.0,,,,,,,6.0,,,,1.6,2.5,2.0,,2.8,,2.0,0.0,,,,,1.8,,,2.1,,,9.0,0.3,1.6,,,2.0,1.0,,,,1.0,4.0,1.0,,,,,,,6.0,,,,1.6,2.5,,False,,False,True,,,,,True,,,False,,,False,True,True,,,False,True,,,,True,False,True,,,,,,,False,,,,True,False
38025,1,2.0,,2.3,,2.0,0.0,,,,,5.0,,,4.8,,,9.0,0.0,3.1,,,3.0,1.3,,,,,4.0,2.0,,,,,,,8.9,,,,0.7,3.7,1.0,,1.3,,1.0,-1.0,,,,,4.0,,,3.8,,,8.0,-1.0,2.1,,,2.0,0.3,,,,,3.0,1.0,,,,,,,7.9,,,,-0.3,2.7,,False,,False,False,,,,,False,,,False,,,False,True,False,,,False,True,,,,,False,False,,,,,,,False,,,,True,False
38027,23,4.0,,3.0,,3.0,0.0,,,,,5.3,,,2.0,,,2.0,2.2,4.0,,,3.0,2.1,,,,3.0,5.0,1.6,,,,,,,8.5,,,,4.4,3.2,-19.0,,-20.0,,-20.0,-23.0,,,,,-17.7,,,-21.0,,,-21.0,-20.8,-19.0,,,-20.0,-20.9,,,,-20.0,-18.0,-21.4,,,,,,,-14.5,,,,-18.6,-19.8,,False,,False,False,,,,,True,,,False,,,False,False,False,,,False,False,,,,False,True,False,,,,,,,True,,,,True,False
38029,1,3.0,,3.1,,3.0,2.0,,,,,5.9,,,2.5,,,4.0,0.7,5.0,,,1.0,3.3,,,,2.0,5.0,3.4,,,,,,,7.8,,,,2.2,19.6,2.0,,2.1,,2.0,1.0,,,,,4.9,,,1.5,,,3.0,-0.3,4.0,,,0.0,2.3,,,,1.0,4.0,2.4,,,,,,,6.8,,,,1.2,18.6,,False,,False,True,,,,,False,,,True,,,False,True,False,,,True,False,,,,True,False,False,,,,,,,False,,,,True,False
38031,2,5.0,,3.0,,3.0,0.0,,,,,5.7,,,3.2,,,3.0,3.3,2.0,,,1.0,3.3,,,,3.0,6.0,5.8,,,,,,,10.5,,,,4.5,3.5,3.0,,1.0,,1.0,-2.0,,,,,3.7,,,1.2,,,1.0,1.3,0.0,,,-1.0,1.3,,,,1.0,4.0,3.8,,,,,,,8.5,,,,2.5,1.5,,True,,True,True,,,,,False,,,True,,,True,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,True,True
38033,0,3.0,,2.5,,4.0,0.0,,,,,4.2,,,3.0,,,2.0,21.1,8.2,,,0.0,4.3,,,,,6.0,2.0,,,,,,,7.2,,,,7.4,,3.0,,2.5,,4.0,0.0,,,,,4.2,,,3.0,,,2.0,21.1,8.2,,,0.0,4.3,,,,,6.0,2.0,,,,,,,7.2,,,,7.4,,,True,,False,True,,,,,False,,,False,,,True,False,False,,,True,False,,,,,False,True,,,,,,,False,,,,False,
38035,80,81.0,,82.4,,82.0,78.0,,,,,97.7,,,86.4,,,85.0,42.3,107.0,89.5,,48.0,67.6,,,,72.0,127.0,35.8,,,,,,115.6,62.7,,,,88.3,101.2,1.0,,2.4,,2.0,-2.0,,,,,17.7,,,6.4,,,5.0,-37.7,27.0,9.5,,-32.0,-12.4,,,,-8.0,47.0,-44.2,,,,,,35.6,-17.3,,,,8.3,21.2,,False,,False,False,,,,,False,,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
38037,1,4.0,,3.5,,2.0,0.0,,,,,2.2,,,3.2,,,3.0,0.3,1.4,,,2.0,1.7,,,,2.0,4.0,1.1,,,,,,,10.4,,,,2.9,3.5,3.0,,2.5,,1.0,-1.0,,,,,1.2,,,2.2,,,2.0,-0.7,0.4,,,1.0,0.7,,,,1.0,3.0,0.1,,,,,,,9.4,,,,1.9,2.5,,True,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,False,,,,True,True
38039,0,1.0,,1.0,,2.0,0.0,,,,,3.9,,,1.1,,,2.0,0.0,2.2,,,3.0,1.1,,,,0.0,3.0,3.2,,,,,,,,,,,0.8,2.6,1.0,,1.0,,2.0,0.0,,,,,3.9,,,1.1,,,2.0,0.0,2.2,,,3.0,1.1,,,,0.0,3.0,3.2,,,,,,,,,,,0.8,2.6,,True,,False,True,,,,,False,,,False,,,False,True,False,,,False,False,,,,True,False,False,,,,,,,,,,,True,False
38041,5,8.0,,6.7,,3.0,,,,,,3.5,,,7.0,,,3.0,2.1,2.7,,,3.0,3.5,,,,4.0,7.0,1.7,,,,,,,8.1,,,,8.0,,3.0,,1.7,,-2.0,,,,,,-1.5,,,2.0,,,-2.0,-2.9,-2.3,,,-2.0,-1.5,,,,-1.0,2.0,-3.3,,,,,,,3.1,,,,3.0,,,True,,True,,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,False,,,,,,,False,,,,True,
38043,1,0.0,,0.0,,1.0,0.0,,,,,2.8,,,1.4,,,2.0,0.5,0.9,,,3.0,1.5,,,,1.0,3.0,2.3,,,,,,,6.7,,,,0.7,,-1.0,,-1.0,,0.0,-1.0,,,,,1.8,,,0.4,,,1.0,-0.5,-0.1,,,2.0,0.5,,,,0.0,2.0,1.3,,,,,,,5.7,,,,-0.3,,,False,,True,False,,,,,False,,,True,,,False,True,True,,,False,True,,,,True,False,False,,,,,,,False,,,,True,
38045,0,2.0,,2.2,,3.0,0.0,,,,,6.0,,,3.5,,,4.0,0.1,4.8,,,8.0,1.9,,,,2.0,5.0,3.2,,,,,,,7.1,,,,4.9,,2.0,,2.2,,3.0,0.0,,,,,6.0,,,3.5,,,4.0,0.1,4.8,,,8.0,1.9,,,,2.0,5.0,3.2,,,,,,,7.1,,,,4.9,,,False,,False,True,,,,,False,,,False,,,False,True,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,
38047,0,0.0,,0.3,,1.0,0.0,,,,,3.4,,,1.0,,,3.0,0.0,1.3,,,3.0,0.7,,,,0.0,2.0,1.4,,,,,,,5.3,,,,0.6,,0.0,,0.3,,1.0,0.0,,,,,3.4,,,1.0,,,3.0,0.0,1.3,,,3.0,0.7,,,,0.0,2.0,1.4,,,,,,,5.3,,,,0.6,,,False,,False,True,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,
38049,6,0.0,,0.0,,2.0,0.0,,,,,6.1,,,4.0,,,7.0,0.8,4.0,,,5.0,1.7,,,,1.0,8.0,2.0,,,,,,,7.8,,,,1.2,4.0,-6.0,,-6.0,,-4.0,-6.0,,,,,0.1,,,-2.0,,,1.0,-5.2,-2.0,,,-1.0,-4.3,,,,-5.0,2.0,-4.0,,,,,,,1.8,,,,-4.8,-2.0,,True,,True,False,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
38051,0,3.0,,2.6,,2.0,0.0,,,,,4.6,,,2.5,,,3.0,0.5,2.1,,,3.0,1.2,,,,,4.0,1.7,,,,,,,7.9,,,,1.9,4.5,3.0,,2.6,,2.0,0.0,,,,,4.6,,,2.5,,,3.0,0.5,2.1,,,3.0,1.2,,,,,4.0,1.7,,,,,,,7.9,,,,1.9,4.5,,True,,True,True,,,,,False,,,True,,,False,True,True,,,False,True,,,,,False,True,,,,,,,False,,,,True,False
38053,17,25.0,,24.5,,19.0,0.0,,,,,17.1,,,27.3,,,22.0,11.3,18.1,,,19.0,18.5,,,,24.0,29.0,7.2,,,,,,,21.4,,,,27.4,22.0,8.0,,7.5,,2.0,-17.0,,,,,0.1,,,10.3,,,5.0,-5.7,1.1,,,2.0,1.5,,,,7.0,12.0,-9.8,,,,,,,4.4,,,,10.4,5.0,,True,,True,False,,,,,True,,,False,,,True,True,True,,,True,True,,,,True,False,False,,,,,,,True,,,,False,True
38055,13,12.0,,12.2,,10.0,,,,,,13.4,,,8.3,,,13.0,7.1,10.6,,,5.0,8.2,,,,8.0,16.0,4.8,,,,,,,12.6,,,,9.5,13.6,-1.0,,-0.8,,-3.0,,,,,,0.4,,,-4.7,,,0.0,-5.9,-2.4,,,-8.0,-4.8,,,,-5.0,3.0,-8.2,,,,,,,-0.4,,,,-3.5,0.6,,True,,False,,,,,,True,,,False,,,True,False,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,True
38057,8,10.0,,11.4,,8.0,3.0,,,,,12.9,,,7.3,,,9.0,2.2,8.9,,,3.0,6.2,,,,6.0,14.0,5.3,,,,,,,16.7,,,,9.3,10.6,2.0,,3.4,,0.0,-5.0,,,,,4.9,,,-0.7,,,1.0,-5.8,0.9,,,-5.0,-1.8,,,,-2.0,6.0,-2.7,,,,,,,8.7,,,,1.3,2.6,,False,,True,False,,,,,False,,,True,,,True,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
38059,27,38.0,,37.6,,38.0,18.0,,,,,55.7,,,35.8,,,45.0,23.7,42.9,43.0,,22.0,28.2,,,,35.0,62.0,28.9,,,,,,45.5,57.0,,,,50.1,58.3,11.0,,10.6,,11.0,-9.0,,,,,28.7,,,8.8,,,18.0,-3.3,15.9,16.0,,-5.0,1.2,,,,8.0,35.0,1.9,,,,,,18.5,30.0,,,,23.1,31.3,,True,,False,True,,,,,False,,,True,,,False,True,False,False,,True,True,,,,True,False,True,,,,,,False,False,,,,False,False
38061,6,8.0,,6.7,,7.0,5.0,,,,,16.7,,,9.9,,,28.0,4.3,15.6,,,6.0,7.0,,,,8.0,14.0,8.6,,,,,,,14.5,,,,9.9,16.8,2.0,,0.7,,1.0,-1.0,,,,,10.7,,,3.9,,,22.0,-1.7,9.6,,,0.0,1.0,,,,2.0,8.0,2.6,,,,,,,8.5,,,,3.9,10.8,,True,,True,True,,,,,False,,,False,,,False,True,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
38063,2,1.0,,0.6,,3.0,0.0,,,,,5.6,,,2.1,,,2.0,5.1,4.4,,,0.0,2.3,,,,,6.0,3.6,,,,,,,9.8,,,,4.1,4.6,-1.0,,-1.4,,1.0,-2.0,,,,,3.6,,,0.1,,,0.0,3.1,2.4,,,-2.0,0.3,,,,,4.0,1.6,,,,,,,7.8,,,,2.1,2.6,,False,,False,False,,,,,False,,,True,,,True,False,False,,,False,True,,,,,False,False,,,,,,,False,,,,False,False
38065,0,2.0,,1.8,,2.0,0.0,,,,,2.0,,,3.5,,,2.0,0.9,0.8,,,1.0,0.9,,,,1.0,3.0,1.4,,,,,,,,,,,1.6,,2.0,,1.8,,2.0,0.0,,,,,2.0,,,3.5,,,2.0,0.9,0.8,,,1.0,0.9,,,,1.0,3.0,1.4,,,,,,,,,,,1.6,,,True,,False,True,,,,,True,,,False,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,,,,,True,
38067,4,3.0,,2.6,,6.0,0.0,,,,,8.0,,,5.0,,,11.0,3.6,4.0,,,2.0,6.0,,,,4.0,9.0,5.9,,,,,,,10.3,,,,6.3,8.1,-1.0,,-1.4,,2.0,-4.0,,,,,4.0,,,1.0,,,7.0,-0.4,-0.0,,,-2.0,2.0,,,,0.0,5.0,1.9,,,,,,,6.3,,,,2.3,4.1,,False,,False,False,,,,,False,,,True,,,False,True,True,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
38069,5,3.0,,3.1,,3.0,0.0,,,,,6.0,,,3.4,,,8.0,2.1,3.6,,,2.0,3.0,,,,3.0,6.0,2.2,,,,,,,7.4,,,,1.4,4.8,-2.0,,-1.9,,-2.0,-5.0,,,,,1.0,,,-1.6,,,3.0,-2.9,-1.4,,,-3.0,-2.0,,,,-2.0,1.0,-2.8,,,,,,,2.4,,,,-3.6,-0.2,,True,,False,False,,,,,True,,,True,,,False,False,True,,,False,True,,,,False,True,False,,,,,,,False,,,,False,True
38071,19,15.0,,15.4,,14.0,7.0,,,,,19.5,,,19.3,,,15.0,13.7,24.8,,,5.0,11.9,,,,17.0,25.0,8.8,,,,,,,14.5,,,,29.6,17.1,-4.0,,-3.6,,-5.0,-12.0,,,,,0.5,,,0.3,,,-4.0,-5.3,5.8,,,-14.0,-7.1,,,,-2.0,6.0,-10.2,,,,,,,-4.5,,,,10.6,-1.9,,True,,False,False,,,,,True,,,True,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,True
38073,7,5.0,,4.6,,5.0,0.0,,,,,7.1,,,7.3,,,8.0,0.5,8.4,,,3.0,6.6,,,,4.0,9.0,4.3,,,,,,,11.0,,,,4.9,10.7,-2.0,,-2.4,,-2.0,-7.0,,,,,0.1,,,0.3,,,1.0,-6.5,1.4,,,-4.0,-0.4,,,,-3.0,2.0,-2.7,,,,,,,4.0,,,,-2.1,3.7,,False,,False,False,,,,,True,,,True,,,True,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
38075,8,8.0,,8.1,,6.0,,,,,,3.6,,,8.5,,,4.0,3.0,2.2,,,7.0,6.4,,,,4.0,7.0,2.3,,,,,,,8.9,,,,6.6,10.0,0.0,,0.1,,-2.0,,,,,,-4.4,,,0.5,,,-4.0,-5.0,-5.8,,,-1.0,-1.6,,,,-4.0,-1.0,-5.7,,,,,,,0.9,,,,-1.4,2.0,,False,,False,,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
38077,39,38.0,,39.2,,26.0,12.0,,,,,23.7,,,24.8,,,19.0,26.1,23.9,,,29.0,27.3,,,,32.0,43.0,14.6,,,,,,,32.0,,,,21.9,31.5,-1.0,,0.2,,-13.0,-27.0,,,,,-15.3,,,-14.2,,,-20.0,-12.9,-15.1,,,-10.0,-11.7,,,,-7.0,4.0,-24.4,,,,,,,-7.0,,,,-17.1,-7.5,,True,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
38079,25,17.0,,10.5,,17.0,14.0,,,,,27.8,,,30.9,,,19.0,8.0,36.9,,,0.0,15.7,,,,22.0,27.0,26.8,,,,,,,21.4,,,,24.1,34.6,-8.0,,-14.5,,-8.0,-11.0,,,,,2.8,,,5.9,,,-6.0,-17.0,11.9,,,-25.0,-9.3,,,,-3.0,2.0,1.8,,,,,,,-3.6,,,,-0.9,9.6,,False,,False,False,,,,,True,,,True,,,True,False,False,,,False,False,,,,True,True,True,,,,,,,True,,,,True,False
38081,1,4.0,,4.6,,3.0,0.0,,,,,4.5,,,4.9,,,5.0,1.4,2.7,,,3.0,1.5,,,,2.0,7.0,3.2,,,,,,,10.0,,,,2.4,7.9,3.0,,3.6,,2.0,-1.0,,,,,3.5,,,3.9,,,4.0,0.4,1.7,,,2.0,0.5,,,,1.0,6.0,2.2,,,,,,,9.0,,,,1.4,6.9,,False,,True,True,,,,,False,,,False,,,False,True,True,,,True,True,,,,True,False,True,,,,,,,False,,,,True,False
38083,1,0.0,,0.0,,1.0,0.0,,,,,1.2,,,1.1,,,1.0,0.0,0.6,,,1.0,0.3,,,,0.0,1.0,0.9,,,,,,,5.2,,,,0.5,,-1.0,,-1.0,,0.0,-1.0,,,,,0.2,,,0.1,,,0.0,-1.0,-0.4,,,0.0,-0.7,,,,-1.0,0.0,-0.1,,,,,,,4.2,,,,-0.5,,,False,,True,False,,,,,True,,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True,
38085,2,7.0,,7.8,,5.0,0.0,,,,,8.3,,,5.3,,,2.0,4.6,6.5,,,1.0,3.9,,,,7.0,9.0,9.2,,,,,,,11.2,,,,6.1,10.1,5.0,,5.8,,3.0,-2.0,,,,,6.3,,,3.3,,,0.0,2.6,4.5,,,-1.0,1.9,,,,5.0,7.0,7.2,,,,,,,9.2,,,,4.1,8.1,,False,,True,True,,,,,False,,,True,,,True,True,True,,,True,True,,,,False,False,False,,,,,,,False,,,,True,False
38087,0,0.0,,0.3,,0.0,0.0,,,,,0.2,,,0.4,,,2.0,0.0,0.5,,,1.0,0.1,,,,0.0,1.0,0.3,,,,,,,11.2,,,,0.8,,0.0,,0.3,,0.0,0.0,,,,,0.2,,,0.4,,,2.0,0.0,0.5,,,1.0,0.1,,,,0.0,1.0,0.3,,,,,,,11.2,,,,0.8,,,False,,True,True,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,
38089,28,30.0,,28.5,,34.0,28.0,,,,,55.3,,,24.0,,,79.0,15.0,39.9,41.0,,7.0,22.1,,,,28.0,46.0,39.6,,,,,,31.7,45.4,,,,43.7,58.4,2.0,,0.5,,6.0,0.0,,,,,27.3,,,-4.0,,,51.0,-13.0,11.9,13.0,,-21.0,-5.9,,,,0.0,18.0,11.6,,,,,,3.7,17.4,,,,15.7,30.4,,True,,False,True,,,,,False,,,False,,,False,False,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
38091,0,4.0,,4.4,,2.0,0.0,,,,,2.0,,,2.1,,,2.0,0.5,1.3,,,2.0,1.1,,,,0.0,4.0,1.3,,,,,,,,,,,2.4,3.1,4.0,,4.4,,2.0,0.0,,,,,2.0,,,2.1,,,2.0,0.5,1.3,,,2.0,1.1,,,,0.0,4.0,1.3,,,,,,,,,,,2.4,3.1,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,False,True,,,,,,,,,,,True,True
38093,13,16.0,,14.5,,17.0,8.0,,,,,34.8,,,20.5,,,26.0,2.5,38.3,,,0.0,17.0,,,,11.0,32.0,16.3,,,,,,28.5,31.7,,,,30.2,34.5,3.0,,1.5,,4.0,-5.0,,,,,21.8,,,7.5,,,13.0,-10.5,25.3,,,-13.0,4.0,,,,-2.0,19.0,3.3,,,,,,15.5,18.7,,,,17.2,21.5,,True,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
38095,2,8.0,,7.5,,4.0,,,,,,4.2,,,9.0,,,4.0,6.2,5.4,,,0.0,2.9,,,,6.0,7.0,1.0,,,,,,,,,,,8.4,,6.0,,5.5,,2.0,,,,,,2.2,,,7.0,,,2.0,4.2,3.4,,,-2.0,0.9,,,,4.0,5.0,-1.0,,,,,,,,,,,6.4,,,True,,True,,,,,,True,,,False,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,,False,
