,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
24039,46,23.0,21.6,,23.0,31.0,,,,,,38.0,,26.0,,24.0,27.2,,14.3,27.0,34.0,0.0,,26.5,,21.3,,,32.0,13.8,-23.0,-24.4,,-23.0,-15.0,,,,,,-8.0,,-20.0,,-22.0,-18.8,,-31.7,-19.0,-12.0,-46.0,,-19.5,,-24.7,,,-14.0,-32.2,False,,False,True,,,,,,True,,True,,True,True,,False,True,True,False,,True,,False,,,True,False
24041,8,22.0,22.7,,19.0,21.0,,,,,,25.9,,20.0,,20.7,34.0,,5.1,17.9,14.0,29.0,,9.7,,19.4,,,22.0,17.3,14.0,14.7,,11.0,13.0,,,,,,17.9,,12.0,,12.7,26.0,,-2.9,9.9,6.0,21.0,,1.7,,11.4,,,14.0,9.3,False,,True,True,,,,,,False,,True,,True,False,,True,True,True,False,,True,,True,,,False,True
24043,115,87.0,93.8,,85.0,76.0,,,,,,110.3,,113.0,,94.1,138.2,,35.2,72.9,100.0,118.0,,93.5,,85.2,76.0,,114.0,74.4,-28.0,-21.2,,-30.0,-39.0,,,,,,-4.7,,-2.0,,-20.9,23.2,,-79.8,-42.1,-15.0,3.0,,-21.5,,-29.8,-39.0,,-1.0,-40.6,True,,False,False,,,,,,True,,True,,True,True,,False,False,True,True,,True,,False,False,,True,False
24045,134,97.0,100.4,,97.0,77.0,,,,,,128.2,,104.0,,66.2,88.1,,104.3,126.0,86.0,75.0,,85.8,,102.4,,,96.0,82.5,-37.0,-33.6,,-37.0,-57.0,,,,,,-5.8,,-30.0,,-67.8,-45.9,,-29.7,-8.0,-48.0,-59.0,,-48.2,,-31.6,,,-38.0,-51.5,True,,False,False,,,,,,True,,True,,False,False,,True,True,False,False,,False,,True,,,False,False
24047,43,44.0,45.1,,35.0,40.0,,,,,,42.5,,35.0,,31.0,70.5,,22.7,33.1,49.0,29.0,,23.8,,38.5,,,41.0,48.8,1.0,2.1,,-8.0,-3.0,,,,,,-0.5,,-8.0,,-12.0,27.5,,-20.3,-9.9,6.0,-14.0,,-19.2,,-4.5,,,-2.0,5.8,False,,False,False,,,,,,True,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
24510,492,414.0,480.9,342.0,403.0,527.0,,,,,,248.5,,442.0,,403.3,386.5,,340.4,376.6,494.0,631.0,,393.5,,412.8,441.0,,452.0,,-78.0,-11.1,-150.0,-89.0,35.0,,,,,,-243.5,,-50.0,,-88.7,-105.5,,-151.6,-115.4,2.0,139.0,,-98.5,,-79.2,-51.0,,-40.0,,True,False,False,True,,,,,,False,,True,,False,False,,False,False,True,False,,False,,False,True,,True,
25001,40,68.0,64.3,,61.0,96.0,,,,,,72.2,,0.0,,70.5,103.8,,37.4,63.0,87.0,94.0,,60.7,,58.6,64.0,,84.0,18.9,28.0,24.3,,21.0,56.0,,,,,,32.2,,-40.0,,30.5,63.8,,-2.6,23.0,47.0,54.0,,20.7,,18.6,24.0,,44.0,-21.1,True,,True,False,,,,,,False,,False,,False,False,,True,True,False,False,,True,,True,True,,False,True
25003,12,11.0,11.5,,12.0,12.0,,,,,,471.6,,16.0,,13.2,38.8,,6.3,15.3,,33.0,,14.2,,11.5,,,10.0,9.3,-1.0,-0.5,,0.0,0.0,,,,,,459.6,,4.0,,1.2,26.8,,-5.7,3.3,,21.0,,2.2,,-0.5,,,-2.0,-2.7,True,,True,True,,,,,,False,,False,,False,False,,False,False,,False,,False,,True,,,False,False
25005,286,288.0,290.1,297.4,289.0,304.0,,,,,,6.7,,183.0,,290.3,444.7,,248.3,329.3,331.0,513.0,,294.8,,264.9,283.0,,323.0,107.1,2.0,4.1,11.4,3.0,18.0,,,,,,-279.3,,-103.0,,4.3,158.7,,-37.7,43.3,45.0,227.0,,8.8,,-21.1,-3.0,,37.0,-178.9,False,False,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
25007,0,0.0,0.0,,0.0,0.0,,,,,,121.3,,0.0,,0.4,5.3,,,0.0,41.0,4.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,121.3,,0.0,,0.4,5.3,,,0.0,41.0,4.0,,0.0,,,,,,1.0,True,,True,True,,,,,,False,,True,,False,False,,,True,False,False,,True,,,,,,False
25009,708,733.0,736.4,659.0,665.0,898.0,,,,,,0.1,,534.0,,714.8,832.1,,540.9,738.7,778.0,1029.0,,535.6,,667.1,874.0,,756.0,,25.0,28.4,-49.0,-43.0,190.0,,,,,,-707.9,,-174.0,,6.8,124.1,,-167.1,30.7,70.0,321.0,,-172.4,,-40.9,166.0,,48.0,,False,False,False,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,
25011,11,7.0,6.9,,7.0,0.0,,,,,,409.2,,2.0,,7.9,16.6,,10.2,13.6,,22.0,,19.3,,6.2,,,9.0,5.2,-4.0,-4.1,,-4.0,-11.0,,,,,,398.2,,-9.0,,-3.1,5.6,,-0.8,2.6,,11.0,,8.3,,-4.8,,,-2.0,-5.8,False,,False,False,,,,,,False,,False,,True,False,,True,True,,False,,False,,False,,,True,False
25013,281,288.0,301.0,296.1,283.0,415.0,,,,,,11.2,,162.0,,277.1,518.6,,268.6,324.8,296.0,405.0,,400.1,,268.0,402.0,,306.0,103.3,7.0,20.0,15.1,2.0,134.0,,,,,,-269.8,,-119.0,,-3.9,237.6,,-12.4,43.8,15.0,124.0,,119.1,,-13.0,121.0,,25.0,-177.7,False,False,True,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,False
25015,36,94.0,85.7,,86.0,181.0,,,,,,555.4,,37.0,,88.7,85.7,,86.0,76.7,91.0,111.0,,133.2,,79.4,,,127.0,13.2,58.0,49.7,,50.0,145.0,,,,,,519.4,,1.0,,52.7,49.7,,50.0,40.7,55.0,75.0,,97.2,,43.4,,,91.0,-22.8,True,,True,False,,,,,,False,,True,,True,True,,True,True,True,False,,False,,True,,,False,True
25017,816,900.0,923.1,910.2,905.0,1095.0,,,,,,0.0,,944.0,,847.6,1152.2,,888.8,1024.9,939.0,1159.0,,1368.1,,855.0,1076.0,,979.0,291.1,84.0,107.1,94.2,89.0,279.0,,,,,,-816.0,,128.0,,31.6,336.2,,72.8,208.9,123.0,343.0,,552.1,,39.0,260.0,,163.0,-524.9,False,False,False,False,,,,,,False,,False,,True,False,,True,False,False,False,,False,,True,False,,False,False
25019,0,0.0,0.0,,0.0,0.0,,,,,,18.2,,0.0,,0.1,5.9,,,0.0,28.0,2.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,18.2,,0.0,,0.1,5.9,,,0.0,28.0,2.0,,0.0,,,,,,1.0,True,,True,True,,,,,,False,,True,,False,False,,,True,False,False,,True,,,,,,False
25021,311,269.0,272.4,274.3,272.0,279.0,,,,,,309.5,,284.0,,254.2,305.9,,272.2,339.7,307.0,284.0,,381.0,,260.8,331.0,,300.0,,-42.0,-38.6,-36.7,-39.0,-32.0,,,,,,-1.5,,-27.0,,-56.8,-5.1,,-38.8,28.7,-4.0,-27.0,,70.0,,-50.2,20.0,,-11.0,,True,True,True,True,,,,,,True,,True,,False,True,,True,True,True,True,,False,,False,True,,True,
25023,268,265.0,269.8,269.0,256.0,312.0,,,,,,3.6,,36.0,,240.2,430.1,,214.4,269.3,257.0,629.0,,457.2,,247.5,298.0,,293.0,69.4,-3.0,1.8,1.0,-12.0,44.0,,,,,,-264.4,,-232.0,,-27.8,162.1,,-53.6,1.3,-11.0,361.0,,189.2,,-20.5,30.0,,25.0,-198.6,True,True,False,False,,,,,,False,,False,,False,False,,False,True,False,False,,False,,False,False,,False,False
25025,626,694.0,696.7,718.4,691.0,806.0,,,,,,0.2,,598.0,,688.3,506.6,,642.4,798.0,631.0,983.0,,929.2,,652.7,718.0,,731.0,323.7,68.0,70.7,92.4,65.0,180.0,,,,,,-625.8,,-28.0,,62.3,-119.4,,16.4,172.0,5.0,357.0,,303.2,,26.7,92.0,,105.0,-302.3,False,False,True,False,,,,,,False,,True,,True,False,,True,False,True,False,,False,,True,False,,False,False
25027,385,336.0,333.9,365.0,342.0,392.0,,,,,,0.7,,349.0,,347.7,452.5,,274.6,392.0,381.0,858.0,,385.0,,313.0,334.0,,363.0,128.8,-49.0,-51.1,-20.0,-43.0,7.0,,,,,,-384.3,,-36.0,,-37.3,67.5,,-110.4,7.0,-4.0,473.0,,-0.0,,-72.0,-51.0,,-22.0,-256.2,False,True,True,True,,,,,,False,,True,,True,False,,False,True,True,False,,True,,False,False,,True,False
26001,2,4.0,3.9,,2.0,0.0,,,,,,5.0,,0.0,,5.7,3.7,,0.8,1.0,6.0,8.0,,4.7,,3.7,,,6.0,2.0,2.0,1.9,,0.0,-2.0,,,,,,3.0,,-2.0,,3.7,1.7,,-1.2,-1.0,4.0,6.0,,2.7,,1.7,,,4.0,0.0,True,,True,False,,,,,,False,,False,,False,True,,True,True,False,False,,False,,True,,,False,True
26003,23,6.0,6.0,,4.0,,,,,,,8.5,,2.0,,6.1,1.6,,,1.6,,11.0,,6.2,,,,,9.0,1.1,-17.0,-17.0,,-19.0,,,,,,,-14.5,,-21.0,,-16.9,-21.4,,,-21.4,,-12.0,,-16.8,,,,,-14.0,-21.9,False,,False,,,,,,,True,,False,,True,False,,,False,,True,,True,,,,,True,False
26005,86,50.0,48.9,,48.0,48.0,,,,,,39.2,,114.0,,47.7,111.7,,31.5,43.6,67.0,53.0,,20.9,,51.2,,,59.0,18.0,-36.0,-37.1,,-38.0,-38.0,,,,,,-46.8,,28.0,,-38.3,25.7,,-54.5,-42.4,-19.0,-33.0,,-65.1,,-34.8,,,-27.0,-68.0,False,,False,False,,,,,,False,,True,,False,True,,False,False,True,True,,False,,True,,,True,False
26007,1,0.0,0.0,,1.0,8.0,,,,,,30.5,,8.0,,1.9,5.9,,0.6,0.8,,13.0,,0.7,,0.5,,,0.0,2.8,-1.0,-1.0,,0.0,7.0,,,,,,29.5,,7.0,,0.9,4.9,,-0.4,-0.2,,12.0,,-0.3,,-0.5,,,-1.0,1.8,False,,True,False,,,,,,False,,False,,True,False,,True,True,,False,,True,,True,,,False,False
26009,9,1.0,0.8,,1.0,0.0,,,,,,35.7,,14.0,,2.8,4.0,,2.0,0.9,0.0,2.0,,0.4,,1.3,,,1.0,2.5,-8.0,-8.2,,-8.0,-9.0,,,,,,26.7,,5.0,,-6.2,-5.0,,-7.0,-8.1,-9.0,-7.0,,-8.6,,-7.7,,,-8.0,-6.5,False,,False,False,,,,,,False,,True,,True,True,,True,False,False,True,,False,,True,,,False,True
26011,8,3.0,3.7,,3.0,0.0,,,,,,9.8,,4.0,,3.7,7.8,,1.7,0.6,6.0,4.0,,0.4,,2.9,,,4.0,4.7,-5.0,-4.3,,-5.0,-8.0,,,,,,1.8,,-4.0,,-4.3,-0.2,,-6.3,-7.4,-2.0,-4.0,,-7.6,,-5.1,,,-4.0,-3.3,True,,False,False,,,,,,True,,True,,True,True,,False,False,True,True,,False,,False,,,True,True
26013,11,15.0,14.3,,8.0,12.0,,,,,,20.3,,5.0,,22.5,2.7,,1.0,8.5,17.0,11.0,,7.0,,,,,17.0,4.6,4.0,3.3,,-3.0,1.0,,,,,,9.3,,-6.0,,11.5,-8.3,,-10.0,-2.5,6.0,0.0,,-4.0,,,,,6.0,-6.4,True,,True,True,,,,,,False,,False,,False,False,,False,True,False,True,,True,,,,,False,False
26015,67,41.0,43.3,,36.0,51.0,,,,,,20.5,,50.0,,44.4,49.8,,17.8,35.4,59.0,52.0,,17.5,,36.1,,,58.0,15.5,-26.0,-23.7,,-31.0,-16.0,,,,,,-46.5,,-17.0,,-22.6,-17.2,,-49.2,-31.6,-8.0,-15.0,,-49.5,,-30.9,,,-9.0,-51.5,True,,False,True,,,,,,False,,True,,True,True,,False,False,True,True,,False,,False,,,True,False
26017,51,45.0,49.1,,43.0,48.0,,,,,,30.9,,123.0,,39.4,121.7,,23.0,40.5,49.0,0.0,,43.1,,43.6,,,43.0,37.1,-6.0,-1.9,,-8.0,-3.0,,,,,,-20.1,,72.0,,-11.6,70.7,,-28.0,-10.5,-2.0,-51.0,,-7.9,,-7.4,,,-8.0,-13.9,True,,False,True,,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,False,False
26019,8,5.0,5.1,,5.0,7.0,,,,,,13.3,,14.0,,4.3,12.9,,2.4,3.0,6.0,4.0,,1.7,,5.9,,,2.0,6.2,-3.0,-2.9,,-3.0,-1.0,,,,,,5.3,,6.0,,-3.7,4.9,,-5.6,-5.0,-2.0,-4.0,,-6.3,,-2.1,,,-6.0,-1.8,True,,False,True,,,,,,False,,False,,False,False,,False,False,True,False,,False,,True,,,False,True
26021,138,80.0,76.9,,70.0,87.0,,,,,,74.4,,160.0,,69.5,150.8,,53.9,71.5,102.0,24.0,,15.4,,69.8,69.0,,83.0,55.6,-58.0,-61.1,,-68.0,-51.0,,,,,,-63.6,,22.0,,-68.5,12.8,,-84.1,-66.5,-36.0,-114.0,,-122.6,,-68.2,-69.0,,-55.0,-82.4,False,,False,True,,,,,,False,,True,,False,True,,False,False,True,False,,False,,False,False,,True,False
26023,39,38.0,32.6,,34.0,39.0,,,,,,41.6,,42.0,,38.6,60.3,,14.7,33.8,50.0,1.0,,22.0,,38.4,,,40.0,30.1,-1.0,-6.4,,-5.0,0.0,,,,,,2.6,,3.0,,-0.4,21.3,,-24.3,-5.2,11.0,-38.0,,-17.0,,-0.6,,,1.0,-8.9,False,,False,True,,,,,,False,,False,,True,False,,False,False,False,False,,False,,True,,,False,False
26025,241,227.0,224.6,,172.0,341.0,,,,,,76.5,,131.0,,228.7,184.4,,150.2,171.5,288.0,90.0,,28.1,,221.0,258.0,,252.0,23.0,-14.0,-16.4,,-69.0,100.0,,,,,,-164.5,,-110.0,,-12.3,-56.6,,-90.8,-69.5,47.0,-151.0,,-212.9,,-20.0,17.0,,11.0,-218.0,False,,False,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,True,False
26027,53,57.0,55.9,,45.0,68.0,,,,,,23.5,,45.0,,46.8,60.7,,25.7,46.7,75.0,0.0,,14.4,,45.0,,,55.0,24.6,4.0,2.9,,-8.0,15.0,,,,,,-29.5,,-8.0,,-6.2,7.7,,-27.3,-6.3,22.0,-53.0,,-38.6,,-8.0,,,2.0,-28.4,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
26029,7,4.0,4.5,,5.0,7.0,,,,,,10.6,,30.0,,4.8,14.6,,0.5,4.8,6.0,11.0,,2.6,,4.6,,,3.0,4.4,-3.0,-2.5,,-2.0,0.0,,,,,,3.6,,23.0,,-2.2,7.6,,-6.5,-2.2,-1.0,4.0,,-4.4,,-2.4,,,-4.0,-2.6,True,,True,True,,,,,,False,,False,,True,False,,False,True,True,False,,False,,True,,,False,True
26031,4,5.0,5.0,,4.0,1.0,,,,,,12.2,,19.0,,5.0,8.8,,2.6,2.0,4.0,10.0,,1.1,,4.6,,,6.0,3.6,1.0,1.0,,0.0,-3.0,,,,,,8.2,,15.0,,1.0,4.8,,-1.4,-2.0,0.0,6.0,,-2.9,,0.6,,,2.0,-0.4,True,,True,False,,,,,,False,,False,,True,False,,False,False,True,False,,False,,True,,,False,True
26033,6,7.0,7.4,,6.0,7.0,,,,,,36.9,,34.0,,5.8,15.2,,2.6,4.6,7.0,16.0,,1.8,,7.1,,,8.0,4.5,1.0,1.4,,0.0,1.0,,,,,,30.9,,28.0,,-0.2,9.2,,-3.4,-1.4,1.0,10.0,,-4.2,,1.1,,,2.0,-1.5,False,,True,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,,,False,False
26035,31,6.0,5.9,,4.0,0.0,,,,,,11.4,,26.0,,4.3,13.5,,1.2,4.0,6.0,6.0,,6.2,,5.8,,,6.0,2.7,-25.0,-25.1,,-27.0,-31.0,,,,,,-19.6,,-5.0,,-26.7,-17.5,,-29.8,-27.0,-25.0,-25.0,,-24.8,,-25.2,,,-25.0,-28.3,False,,False,False,,,,,,True,,True,,False,True,,False,False,False,False,,True,,False,,,False,False
26037,51,61.0,63.2,,53.0,64.0,,,,,,42.2,,73.0,,57.5,95.9,,35.3,52.6,84.0,101.0,,22.4,,53.1,,,61.0,38.2,10.0,12.2,,2.0,13.0,,,,,,-8.8,,22.0,,6.5,44.9,,-15.7,1.6,33.0,50.0,,-28.6,,2.1,,,10.0,-12.8,False,,True,False,,,,,,True,,False,,True,False,,False,True,False,False,,False,,True,,,False,False
26039,4,2.0,2.9,,2.0,0.0,,,,,,11.6,,20.0,,2.3,4.9,,0.2,1.0,3.0,3.0,,1.4,,1.8,,,2.0,1.8,-2.0,-1.1,,-2.0,-4.0,,,,,,7.6,,16.0,,-1.7,0.9,,-3.8,-3.0,-1.0,-1.0,,-2.6,,-2.2,,,-2.0,-2.2,True,,False,False,,,,,,False,,False,,True,True,,False,False,True,True,,False,,False,,,False,False
26041,153,241.0,242.1,,207.0,386.0,,,,,,13.8,,103.0,,358.3,50.9,,225.1,156.2,291.0,116.0,,81.2,,208.4,,,207.0,61.2,88.0,89.1,,54.0,233.0,,,,,,-139.2,,-50.0,,205.3,-102.1,,72.1,3.2,138.0,-37.0,,-71.8,,55.4,,,54.0,-91.8,False,,True,False,,,,,,False,,True,,False,False,,True,True,False,True,,True,,True,,,True,False
26043,86,80.0,79.6,,77.0,101.0,,,,,,10.9,,121.0,,100.8,14.8,,51.2,59.3,89.0,129.0,,17.5,,78.8,,,81.0,16.4,-6.0,-6.4,,-9.0,15.0,,,,,,-75.1,,35.0,,14.8,-71.2,,-34.8,-26.7,3.0,43.0,,-68.5,,-7.2,,,-5.0,-69.6,False,,False,False,,,,,,False,,False,,False,False,,False,False,True,False,,False,,False,,,True,False
26045,86,66.0,66.1,,59.0,76.0,,,,,,48.7,,77.0,,62.8,70.5,,30.2,55.6,97.0,94.0,,23.4,,59.0,,,84.0,23.3,-20.0,-19.9,,-27.0,-10.0,,,,,,-37.3,,-9.0,,-23.2,-15.5,,-55.8,-30.4,11.0,8.0,,-62.6,,-27.0,,,-2.0,-62.7,True,,False,True,,,,,,False,,True,,False,True,,False,False,True,True,,False,,False,,,True,False
26047,10,10.0,10.5,,8.0,7.0,,,,,,15.9,,37.0,,9.6,11.0,,2.9,8.1,13.0,14.0,,2.4,,10.6,,,11.0,7.7,0.0,0.5,,-2.0,-3.0,,,,,,5.9,,27.0,,-0.4,1.0,,-7.1,-1.9,3.0,4.0,,-7.6,,0.6,,,1.0,-2.3,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
26049,411,329.0,334.0,,310.0,330.0,,,,,,276.7,,311.0,,308.0,419.1,,236.4,283.7,442.0,269.0,,39.2,,327.6,328.0,,359.0,,-82.0,-77.0,,-101.0,-81.0,,,,,,-134.3,,-100.0,,-103.0,8.1,,-174.6,-127.3,31.0,-142.0,,-371.8,,-83.4,-83.0,,-52.0,,True,,False,True,,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,False,,True,
26051,20,13.0,14.0,,11.0,17.0,,,,,,11.7,,20.0,,15.0,11.3,,3.8,8.5,13.0,11.0,,6.1,,11.1,,,18.0,3.7,-7.0,-6.0,,-9.0,-3.0,,,,,,-8.3,,0.0,,-5.0,-8.7,,-16.2,-11.5,-7.0,-9.0,,-13.9,,-8.9,,,-2.0,-16.3,True,,False,True,,,,,,False,,True,,True,False,,False,False,False,False,,False,,False,,,True,False
26053,17,15.0,15.6,,9.0,6.0,,,,,,12.4,,25.0,,15.5,7.1,,4.8,8.1,,23.0,,9.1,,12.7,,,14.0,3.4,-2.0,-1.4,,-8.0,-11.0,,,,,,-4.6,,8.0,,-1.5,-9.9,,-12.2,-8.9,,6.0,,-7.9,,-4.3,,,-3.0,-13.6,True,,False,False,,,,,,False,,False,,True,False,,False,False,,False,,False,,False,,,False,False
26055,53,43.0,44.7,,37.0,36.0,,,,,,24.6,,185.0,,38.6,52.3,,25.2,36.7,55.0,72.0,,15.0,,40.1,,,46.0,24.0,-10.0,-8.3,,-16.0,-17.0,,,,,,-28.4,,132.0,,-14.4,-0.7,,-27.8,-16.3,2.0,19.0,,-38.0,,-12.9,,,-7.0,-29.0,True,,False,False,,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,,,True,False
26057,43,31.0,29.8,,28.0,35.0,,,,,,19.2,,51.0,,32.3,37.7,,5.2,22.2,35.0,8.0,,9.6,,28.2,,,29.0,14.8,-12.0,-13.2,,-15.0,-8.0,,,,,,-23.8,,8.0,,-10.7,-5.3,,-37.8,-20.8,-8.0,-35.0,,-33.4,,-14.8,,,-14.0,-28.2,False,,False,True,,,,,,False,,True,,True,True,,False,False,True,False,,False,,False,,,False,False
26059,29,17.0,16.9,,15.0,21.0,,,,,,28.7,,32.0,,19.2,23.9,,3.3,15.4,18.0,20.0,,5.1,,14.8,,,20.0,6.8,-12.0,-12.1,,-14.0,-8.0,,,,,,-0.3,,3.0,,-9.8,-5.1,,-25.7,-13.6,-11.0,-9.0,,-23.9,,-14.2,,,-9.0,-22.2,False,,False,True,,,,,,True,,True,,True,True,,False,False,True,True,,False,,False,,,True,False
26061,153,166.0,164.8,,147.0,202.0,,,,,,27.0,,140.0,,243.4,50.1,,130.4,125.1,214.0,223.0,,224.7,,147.2,,,158.0,79.5,13.0,11.8,,-6.0,49.0,,,,,,-126.0,,-13.0,,90.4,-102.9,,-22.6,-27.9,61.0,70.0,,71.7,,-5.8,,,5.0,-73.5,True,,True,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,True,False
26063,17,2.0,1.7,,2.0,0.0,,,,,,14.1,,3.0,,3.0,11.3,,0.1,1.7,,14.0,,2.9,,1.9,,,1.0,4.4,-15.0,-15.3,,-15.0,-17.0,,,,,,-2.9,,-14.0,,-14.0,-5.7,,-16.9,-15.3,,-3.0,,-14.1,,-15.1,,,-16.0,-12.6,False,,False,False,,,,,,True,,True,,True,True,,False,False,,True,,True,,False,,,False,True
26065,283,200.0,137.9,,172.0,119.0,,,,,,346.9,,281.0,,194.9,512.3,,115.1,171.8,205.0,127.0,,23.8,,192.5,145.0,,178.0,238.0,-83.0,-145.1,,-111.0,-164.0,,,,,,63.9,,-2.0,,-88.1,229.3,,-167.9,-111.2,-78.0,-156.0,,-259.2,,-90.5,-138.0,,-105.0,-45.0,False,,False,False,,,,,,True,,True,,False,False,,False,False,True,False,,False,,False,False,,False,True
26067,66,24.0,24.7,,20.0,7.0,,,,,,30.6,,67.0,,22.0,34.5,,12.5,19.7,26.0,25.0,,13.8,,22.9,,,30.0,18.7,-42.0,-41.3,,-46.0,-59.0,,,,,,-35.4,,1.0,,-44.0,-31.5,,-53.5,-46.3,-40.0,-41.0,,-52.2,,-43.1,,,-36.0,-47.3,True,,False,False,,,,,,True,,True,,False,True,,False,False,True,True,,False,,False,,,True,False
26069,10,17.0,16.5,,15.0,28.0,,,,,,12.4,,2.0,,15.7,32.8,,5.8,14.3,17.0,2.0,,6.7,,17.3,,,15.0,14.6,7.0,6.5,,5.0,18.0,,,,,,2.4,,-8.0,,5.7,22.8,,-4.2,4.3,7.0,-8.0,,-3.3,,7.3,,,5.0,4.6,True,,True,False,,,,,,True,,False,,True,False,,True,True,False,False,,True,,False,,,True,True
26071,46,82.0,85.5,,62.0,113.0,,,,,,5.3,,29.0,,133.4,17.6,,57.0,53.0,102.0,,,67.6,,,,,76.0,26.1,36.0,39.5,,16.0,67.0,,,,,,-40.7,,-17.0,,87.4,-28.4,,11.0,7.0,56.0,,,21.6,,,,,30.0,-19.9,False,,True,False,,,,,,False,,True,,False,True,,True,True,False,,,True,,,,,True,True
26073,80,42.0,39.6,,37.0,45.0,,,,,,39.9,,171.0,,34.1,67.4,,16.1,35.6,34.0,31.0,,10.6,,52.6,,,40.0,36.5,-38.0,-40.4,,-43.0,-35.0,,,,,,-40.1,,91.0,,-45.9,-12.6,,-63.9,-44.4,-46.0,-49.0,,-69.4,,-27.4,,,-40.0,-43.5,False,,False,True,,,,,,False,,False,,False,True,,False,False,False,False,,False,,True,,,False,False
26075,152,98.0,96.7,,79.0,110.0,,,,,,83.1,,121.0,,79.3,219.9,,45.9,78.4,133.0,54.0,,29.2,,87.9,85.0,,91.0,42.5,-54.0,-55.3,,-73.0,-42.0,,,,,,-68.9,,-31.0,,-72.7,67.9,,-106.1,-73.6,-19.0,-98.0,,-122.8,,-64.1,-67.0,,-61.0,-109.5,False,,False,True,,,,,,False,,True,,False,False,,False,False,True,False,,False,,False,False,,False,False
26077,426,335.0,332.2,,284.0,337.0,,,,,,189.6,,266.0,,331.5,422.4,,251.6,284.3,440.0,190.0,,37.2,,328.9,282.0,,352.0,165.8,-91.0,-93.8,,-142.0,-89.0,,,,,,-236.4,,-160.0,,-94.5,-3.6,,-174.4,-141.7,14.0,-236.0,,-388.8,,-97.1,-144.0,,-74.0,-260.2,False,,False,True,,,,,,False,,False,,False,True,,False,False,True,False,,False,,False,False,,True,False
26079,7,6.0,5.8,,6.0,7.0,,,,,,13.5,,19.0,,6.9,9.8,,2.4,4.8,7.0,5.0,,4.8,,5.7,,,7.0,4.3,-1.0,-1.2,,-1.0,0.0,,,,,,6.5,,12.0,,-0.1,2.8,,-4.6,-2.2,0.0,-2.0,,-2.2,,-1.3,,,0.0,-2.7,False,,False,True,,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,True,False
