,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31145,78,0.0,,,,21.0,1.1,0.0,,,3.0,-78.0,,,,-57.0,-76.9,-78.0,,,-75.0,,,,True,True,False,,,True
31147,46,7.0,,,,39.0,8.5,6.0,,,18.0,-39.0,,,,-7.0,-37.5,-40.0,,,-28.0,,,,True,True,False,,,True
31149,46,7.0,,,,14.0,,5.0,2.6,,3.0,-39.0,,,,-32.0,,-41.0,-43.4,,-43.0,,,,True,,False,False,,False
31151,178,91.0,,,,117.0,6.8,0.0,41.1,,4.0,-87.0,,,,-61.0,-171.2,-178.0,-136.9,,-174.0,,,,True,False,False,False,,False
31153,1756,1127.0,,,,1008.0,481.5,558.0,903.3,,796.0,-629.0,,,,-748.0,-1274.5,-1198.0,-852.7,,-960.0,,,,False,False,False,False,,False
31155,373,105.0,,,,101.0,18.5,28.3,59.4,,91.0,-268.0,,,,-272.0,-354.5,-344.7,-313.6,,-282.0,,,,False,False,False,False,,False
31157,140,105.0,,,,248.0,16.2,18.1,76.4,,62.0,-35.0,,,,108.0,-123.8,-121.9,-63.6,,-78.0,,,,False,False,False,False,,False
31159,121,98.0,,,,91.0,13.6,47.5,164.2,,70.0,-23.0,,,,-30.0,-107.4,-73.5,43.2,,-51.0,,,,False,False,False,False,,False
31161,53,14.0,,,,1.0,,1.4,,,7.0,-39.0,,,,-52.0,,-51.6,,,-46.0,,,,False,,False,,,False
31163,17,7.0,,,,7.0,0.6,2.0,,,11.0,-10.0,,,,-10.0,-16.4,-15.0,,,-6.0,,,,False,False,False,,,True
31165,3,0.0,,,,20.0,,0.0,1.2,,0.0,-3.0,,,,17.0,,-3.0,-1.8,,-3.0,,,,False,,False,True,,False
31167,18,0.0,,,,28.0,2.0,0.0,9.1,,3.0,-18.0,,,,10.0,-16.0,-18.0,-8.9,,-15.0,,,,True,True,False,True,,True
31169,11,0.0,,,,13.0,1.4,8.1,,,1.0,-11.0,,,,2.0,-9.6,-2.9,,,-10.0,,,,True,True,True,,,True
31171,7,7.0,,,,0.0,0.1,0.3,1.7,,8.0,0.0,,,,-7.0,-6.9,-6.7,-5.3,,1.0,,,,False,False,False,False,,False
31173,79,35.0,,,,29.0,1.9,15.2,19.8,,7.0,-44.0,,,,-50.0,-77.1,-63.8,-59.2,,-72.0,,,,False,False,False,False,,False
31175,36,35.0,,,,14.0,1.9,16.8,,,71.0,-1.0,,,,-22.0,-34.1,-19.2,,,35.0,,,,False,False,False,,,False
31177,194,77.0,,,,108.0,18.4,30.5,90.6,,112.0,-117.0,,,,-86.0,-175.6,-163.5,-103.4,,-82.0,,,,True,False,False,True,,True
31179,204,28.0,,,,42.0,5.0,21.4,22.5,,15.0,-176.0,,,,-162.0,-199.0,-182.6,-181.5,,-189.0,,,,True,False,False,False,,False
31181,19,7.0,,,,13.0,0.5,0.0,6.3,,3.0,-12.0,,,,-6.0,-18.5,-19.0,-12.7,,-16.0,,,,True,False,False,False,,False
31183,2,0.0,,,,0.0,,0.5,0.3,,0.0,-2.0,,,,-2.0,,-1.5,-1.7,,-2.0,,,,False,,True,True,,False
31185,182,56.0,,,,51.0,6.4,11.1,23.5,,62.0,-126.0,,,,-131.0,-175.6,-170.9,-158.5,,-120.0,,,,False,False,False,False,,True
32001,87,0.0,,,,8.0,1.6,56.8,100.8,,50.0,-87.0,,,,-79.0,-85.4,-30.2,13.8,,-37.0,,,,True,True,True,True,,True
32003,15315,26397.0,,,,20548.0,21236.1,11666.0,18210.1,,9554.0,11082.0,,,,5233.0,5921.1,-3649.0,2895.1,,-5761.0,,,,True,True,True,True,,True
32005,116,77.0,,,,126.0,12.7,8.0,172.9,,75.0,-39.0,,,,10.0,-103.3,-108.0,56.9,,-41.0,,,,True,False,False,False,,False
32007,354,672.0,,,,114.0,427.3,479.8,485.6,,401.0,318.0,,,,-240.0,73.3,125.8,131.6,,47.0,,,,True,True,True,True,,True
32009,0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,True,,True,,,
32011,5,7.0,,,,7.0,,0.2,8.1,,8.0,2.0,,,,2.0,,-4.8,3.1,,3.0,,,,False,,False,False,,False
32013,36,14.0,,,,48.0,0.1,17.9,7.3,,9.0,-22.0,,,,12.0,-35.9,-18.1,-28.7,,-27.0,,,,True,False,True,False,,False
32015,35,14.0,,,,9.0,1.5,1.2,8.6,,6.0,-21.0,,,,-26.0,-33.5,-33.8,-26.4,,-29.0,,,,False,False,False,False,,False
32017,8,14.0,,,,7.0,0.0,0.4,7.8,,7.0,6.0,,,,-1.0,-8.0,-7.6,-0.2,,-1.0,,,,True,False,False,True,,True
32019,216,189.0,,,,84.0,33.6,93.0,158.8,,276.0,-27.0,,,,-132.0,-182.4,-123.0,-57.2,,60.0,,,,False,False,False,False,,False
32021,2,7.0,,,,0.0,0.1,1.0,,,2.0,5.0,,,,-2.0,-1.9,-1.0,,,0.0,,,,True,True,True,,,True
32023,79,189.0,,,,106.0,36.5,47.0,109.5,,150.0,110.0,,,,27.0,-42.5,-32.0,30.5,,71.0,,,,True,True,True,True,,True
32027,8,21.0,,,,0.0,0.3,4.6,,,9.0,13.0,,,,-8.0,-7.7,-3.4,,,1.0,,,,True,True,True,,,True
32029,9,0.0,,,,0.0,0.1,0.9,2.8,,3.0,-9.0,,,,-9.0,-8.9,-8.1,-6.2,,-6.0,,,,False,True,True,True,,True
32031,3827,3437.0,,,,2629.0,3194.4,3370.6,2675.4,,2055.0,-390.0,,,,-1198.0,-632.6,-456.4,-1151.6,,-1772.0,,,,False,False,False,False,,False
32033,59,56.0,,,,105.0,0.4,3.7,,,72.0,-3.0,,,,46.0,-58.6,-55.3,,,13.0,,,,False,False,False,,,False
32510,187,133.0,,,,285.0,24.0,99.6,98.1,,166.0,-54.0,,,,98.0,-163.0,-87.4,-88.9,,-21.0,,,,False,False,False,False,,True
33001,51,7.0,,,,56.0,0.2,5.3,20.0,,1.0,-44.0,,,,5.0,-50.8,-45.7,-31.0,,-50.0,,,,True,False,False,True,,False
33003,36,21.0,,,,15.0,0.2,7.2,16.7,,52.0,-15.0,,,,-21.0,-35.8,-28.8,-19.3,,16.0,,,,False,False,False,False,,False
33005,48,35.0,,,,41.0,17.4,23.9,31.8,,10.0,-13.0,,,,-7.0,-30.6,-24.1,-16.2,,-38.0,,,,True,False,False,False,,False
33007,6,0.0,,,,0.0,0.0,0.4,,,0.0,-6.0,,,,-6.0,-6.0,-5.6,,,-6.0,,,,False,True,True,,,False
33009,55,14.0,,,,42.0,0.2,1.2,14.4,,16.0,-41.0,,,,-13.0,-54.8,-53.8,-40.6,,-39.0,,,,True,False,False,True,,True
33011,887,336.0,,,,360.0,58.6,49.0,327.6,,152.0,-551.0,,,,-527.0,-828.4,-838.0,-559.4,,-735.0,,,,True,False,False,False,,False
33013,199,91.0,,,,98.0,10.9,61.8,66.3,,87.0,-108.0,,,,-101.0,-188.1,-137.2,-132.7,,-112.0,,,,True,False,False,False,,False
33015,454,245.0,,,,121.0,37.5,223.9,172.0,,151.0,-209.0,,,,-333.0,-416.5,-230.1,-282.0,,-303.0,,,,False,False,False,False,,False
33017,237,28.0,,,,62.0,3.4,136.9,24.1,,6.0,-209.0,,,,-175.0,-233.6,-100.1,-212.9,,-231.0,,,,True,False,True,False,,False
33019,21,7.0,,,,27.0,0.1,0.0,4.8,,0.0,-14.0,,,,6.0,-20.9,-21.0,-16.2,,-21.0,,,,True,False,False,False,,False
34001,1015,693.0,,,,615.0,192.3,614.4,457.5,,856.0,-322.0,,,,-400.0,-822.7,-400.6,-557.5,,-159.0,,,,False,False,False,False,,True
34003,2034,1372.0,,,,522.0,170.9,1765.1,1185.0,,759.0,-662.0,,,,-1512.0,-1863.1,-268.9,-849.0,,-1275.0,,,,False,False,True,False,,False
34005,1354,924.0,,,,679.0,510.8,1065.2,828.9,,614.0,-430.0,,,,-675.0,-843.2,-288.8,-525.1,,-740.0,,,,False,False,True,False,,False
34007,1639,1148.0,,,,1231.0,334.9,2379.8,1352.0,,664.0,-491.0,,,,-408.0,-1304.1,740.8,-287.0,,-975.0,,,,True,False,False,True,,False
34009,374,196.0,,,,173.0,62.3,91.0,86.5,,211.0,-178.0,,,,-201.0,-311.7,-283.0,-287.5,,-163.0,,,,False,False,False,False,,True
34011,436,511.0,,,,712.0,110.9,301.9,246.9,,497.0,75.0,,,,276.0,-325.1,-134.1,-189.1,,61.0,,,,False,False,False,False,,True
34013,1779,1239.0,,,,779.0,320.5,1080.1,585.3,,1119.0,-540.0,,,,-1000.0,-1458.5,-698.9,-1193.7,,-660.0,,,,False,False,False,False,,False
34015,1547,1015.0,,,,633.0,364.0,576.7,1226.2,,825.0,-532.0,,,,-914.0,-1183.0,-970.3,-320.8,,-722.0,,,,False,False,False,True,,False
34017,1272,1064.0,,,,613.0,239.8,539.1,568.9,,599.0,-208.0,,,,-659.0,-1032.2,-732.9,-703.1,,-673.0,,,,False,False,False,False,,False
34019,305,224.0,,,,81.0,43.8,118.6,74.9,,1196.0,-81.0,,,,-224.0,-261.2,-186.4,-230.1,,891.0,,,,False,False,False,False,,False
34021,618,532.0,,,,861.0,174.7,1.2,353.1,,555.0,-86.0,,,,243.0,-443.3,-616.9,-264.9,,-63.0,,,,False,False,False,False,,True
34023,2311,1246.0,,,,910.0,600.3,1172.8,1347.3,,1017.0,-1065.0,,,,-1401.0,-1710.7,-1138.2,-963.7,,-1294.0,,,,False,False,False,True,,False
34025,2420,798.0,,,,483.0,325.3,645.2,698.3,,426.0,-1622.0,,,,-1937.0,-2094.7,-1774.8,-1721.7,,-1994.0,,,,False,False,False,False,,False
34027,913,469.0,,,,339.0,144.2,69.5,166.6,,305.0,-444.0,,,,-574.0,-768.8,-843.5,-746.4,,-608.0,,,,False,False,False,False,,False
34029,4437,1176.0,,,,530.0,327.2,730.0,958.9,,1549.0,-3261.0,,,,-3907.0,-4109.8,-3707.0,-3478.1,,-2888.0,,,,False,False,False,False,,True
34031,1561,1603.0,,,,603.0,406.3,2897.5,1398.1,,1003.0,42.0,,,,-958.0,-1154.7,1336.5,-162.9,,-558.0,,,,False,False,False,False,,False
34033,185,203.0,,,,173.0,20.9,139.6,97.1,,163.0,18.0,,,,-12.0,-164.1,-45.4,-87.9,,-22.0,,,,True,False,False,False,,False
34035,858,287.0,,,,283.0,33.6,359.5,273.5,,138.0,-571.0,,,,-575.0,-824.4,-498.5,-584.5,,-720.0,,,,False,False,True,False,,False
34037,251,91.0,,,,28.0,16.4,97.1,18.8,,63.0,-160.0,,,,-223.0,-234.6,-153.9,-232.2,,-188.0,,,,False,False,True,False,,False
34039,1411,840.0,,,,689.0,161.6,5248.0,414.3,,361.0,-571.0,,,,-722.0,-1249.4,3837.0,-996.7,,-1050.0,,,,False,False,False,False,,False
34041,134,119.0,,,,66.0,13.3,119.1,99.1,,213.0,-15.0,,,,-68.0,-120.7,-14.9,-34.9,,79.0,,,,False,False,True,False,,False
35001,2058,1456.0,,,,2308.0,1544.0,1367.1,923.5,,860.0,-602.0,,,,250.0,-514.0,-690.9,-1134.5,,-1198.0,,,,True,True,False,False,,False
35003,6,0.0,,,,0.0,0.0,0.6,0.1,,0.0,-6.0,,,,-6.0,-6.0,-5.4,-5.9,,-6.0,,,,False,True,True,True,,False
35005,900,560.0,,,,238.0,509.0,559.6,471.7,,337.0,-340.0,,,,-662.0,-391.0,-340.4,-428.3,,-563.0,,,,False,False,False,False,,False
35006,84,28.0,,,,47.0,11.5,22.2,18.8,,21.0,-56.0,,,,-37.0,-72.5,-61.8,-65.2,,-63.0,,,,True,False,False,False,,False
35007,22,7.0,,,,0.0,0.3,3.3,,,3.0,-15.0,,,,-22.0,-21.7,-18.7,,,-19.0,,,,False,False,False,,,False
35009,433,315.0,,,,480.0,72.5,97.0,361.0,,139.0,-118.0,,,,47.0,-360.5,-336.0,-72.0,,-294.0,,,,True,False,False,True,,False
35011,2,0.0,,,,0.0,,0.0,,,,-2.0,,,,-2.0,,-2.0,,,,,,,False,,False,,,
35013,1306,462.0,,,,1286.0,428.2,346.5,574.7,,305.0,-844.0,,,,-20.0,-877.8,-959.5,-731.3,,-1001.0,,,,True,False,False,True,,False
35015,604,350.0,,,,198.0,89.4,105.2,280.6,,282.0,-254.0,,,,-406.0,-514.6,-498.8,-323.4,,-322.0,,,,False,False,False,False,,False
35017,70,14.0,,,,38.0,5.1,0.0,5.6,,9.0,-56.0,,,,-32.0,-64.9,-70.0,-64.4,,-61.0,,,,True,False,False,False,,False
35019,4,14.0,,,,1.0,0.6,0.0,14.3,,4.0,10.0,,,,-3.0,-3.4,-4.0,10.3,,0.0,,,,True,True,True,False,,True
35021,0,7.0,,,,0.0,0.0,0.0,,,4.0,7.0,,,,0.0,0.0,0.0,,,4.0,,,,True,True,True,,,True
35023,13,21.0,,,,14.0,6.5,29.1,42.1,,3.0,8.0,,,,1.0,-6.5,16.1,29.1,,-10.0,,,,True,True,False,False,,False
35025,614,798.0,,,,492.0,313.0,773.7,731.2,,306.0,184.0,,,,-122.0,-301.0,159.7,117.2,,-308.0,,,,True,False,True,True,,False
35027,88,77.0,,,,14.0,11.1,32.9,79.1,,65.0,-11.0,,,,-74.0,-76.9,-55.1,-8.9,,-23.0,,,,False,False,False,True,,False
35028,13,0.0,,,,8.0,0.7,0.8,13.3,,1.0,-13.0,,,,-5.0,-12.3,-12.2,0.3,,-12.0,,,,True,True,True,True,,True
35029,230,28.0,,,,80.0,14.7,88.7,148.4,,15.0,-202.0,,,,-150.0,-215.3,-141.3,-81.6,,-215.0,,,,True,False,True,True,,False
35031,286,0.0,,,,154.0,77.6,161.5,413.7,,0.0,-286.0,,,,-132.0,-208.4,-124.5,127.7,,-286.0,,,,True,True,True,True,,False
35033,3,0.0,,,,0.0,,0.0,0.9,,0.0,-3.0,,,,-3.0,,-3.0,-2.1,,-3.0,,,,False,,False,True,,False
35035,88,21.0,,,,82.0,8.0,12.8,18.7,,24.0,-67.0,,,,-6.0,-80.0,-75.2,-69.3,,-64.0,,,,True,False,False,False,,True
35037,20,98.0,,,,14.0,2.4,23.1,54.3,,85.0,78.0,,,,-6.0,-17.6,3.1,34.3,,65.0,,,,True,True,True,True,,True
35039,73,119.0,,,,61.0,53.9,39.5,72.0,,60.0,46.0,,,,-12.0,-19.1,-33.5,-1.0,,-13.0,,,,True,True,True,True,,True
35041,152,126.0,,,,158.0,17.7,23.8,136.6,,62.0,-26.0,,,,6.0,-134.3,-128.2,-15.4,,-90.0,,,,True,False,False,True,,False
35043,335,126.0,,,,190.0,157.6,131.6,246.6,,78.0,-209.0,,,,-145.0,-177.4,-203.4,-88.4,,-257.0,,,,True,True,True,True,,False
35045,344,161.0,,,,265.0,133.8,244.7,235.0,,34.0,-183.0,,,,-79.0,-210.2,-99.3,-109.0,,-310.0,,,,True,False,True,True,,False
35047,60,63.0,,,,213.0,8.5,171.4,21.4,,111.0,3.0,,,,153.0,-51.5,111.4,-38.6,,51.0,,,,False,False,False,False,,False
35049,420,469.0,,,,650.0,394.1,417.5,366.7,,340.0,49.0,,,,230.0,-25.9,-2.5,-53.3,,-80.0,,,,False,True,True,False,,False
35051,28,14.0,,,,1.0,4.0,15.6,14.2,,15.0,-14.0,,,,-27.0,-24.0,-12.4,-13.8,,-13.0,,,,False,False,True,True,,True
35053,63,7.0,,,,18.0,2.5,12.5,7.8,,3.0,-56.0,,,,-45.0,-60.5,-50.5,-55.2,,-60.0,,,,True,False,True,True,,False
35055,41,0.0,,,,23.0,10.0,4.4,22.3,,9.0,-41.0,,,,-18.0,-31.0,-36.6,-18.7,,-32.0,,,,True,True,True,True,,True
35057,26,0.0,,,,9.0,1.9,1.9,1.4,,4.0,-26.0,,,,-17.0,-24.1,-24.1,-24.6,,-22.0,,,,True,True,True,True,,True
35059,8,0.0,,,,7.0,3.0,0.1,,,0.0,-8.0,,,,-1.0,-5.0,-7.8,,,-8.0,,,,True,True,True,,,False
35061,162,210.0,,,,262.0,116.0,165.4,77.6,,158.0,48.0,,,,100.0,-46.0,3.4,-84.4,,-4.0,,,,False,True,True,False,,True
36001,587,350.0,,,,217.0,67.5,241.5,259.4,,156.0,-237.0,,,,-370.0,-519.5,-345.5,-327.6,,-431.0,,,,False,False,False,False,,False
36003,60,28.0,,,,53.0,2.7,20.3,20.5,,169.0,-32.0,,,,-7.0,-57.3,-39.7,-39.5,,109.0,,,,True,False,False,False,,False
36005,2871,0.0,,,,,,0.0,,,,-2871.0,,,,,,-2871.0,,,,,,,,,False,,,
36007,1173,434.0,,,,126.0,112.1,331.0,294.6,,407.0,-739.0,,,,-1047.0,-1060.9,-842.0,-878.4,,-766.0,,,,False,False,False,False,,False
36009,177,56.0,,,,109.0,14.6,42.2,54.4,,168.0,-121.0,,,,-68.0,-162.4,-134.8,-122.6,,-9.0,,,,True,False,False,False,,True
36011,75,21.0,,,,10.0,1.8,10.1,19.1,,2.0,-54.0,,,,-65.0,-73.2,-65.0,-55.9,,-73.0,,,,False,False,False,False,,False
36013,395,168.0,,,,112.0,19.3,88.4,176.1,,782.0,-227.0,,,,-283.0,-375.7,-306.6,-218.9,,387.0,,,,False,False,False,True,,False
36015,735,42.0,,,,65.0,2.8,31.1,26.6,,9.0,-693.0,,,,-670.0,-732.2,-703.9,-708.4,,-726.0,,,,True,False,False,False,,False
36017,48,35.0,,,,1.0,4.0,0.1,16.0,,64.0,-13.0,,,,-47.0,-44.0,-47.9,-32.0,,16.0,,,,False,False,False,False,,False
36019,37,70.0,,,,38.0,9.5,31.1,47.5,,534.0,33.0,,,,1.0,-27.5,-5.9,10.5,,497.0,,,,True,True,True,True,,False
36021,56,70.0,,,,2.0,2.6,12.3,83.7,,20.0,14.0,,,,-54.0,-53.4,-43.7,27.7,,-36.0,,,,False,False,False,False,,False
36023,195,7.0,,,,3.0,1.5,2.2,4.7,,1.0,-188.0,,,,-192.0,-193.5,-192.8,-190.3,,-194.0,,,,False,False,False,False,,False
36025,37,14.0,,,,0.0,0.2,5.7,8.5,,5.0,-23.0,,,,-37.0,-36.8,-31.3,-28.5,,-32.0,,,,False,False,False,False,,False
36027,492,595.0,,,,245.0,125.5,468.9,498.1,,820.0,103.0,,,,-247.0,-366.5,-23.1,6.1,,328.0,,,,False,False,True,True,,False
36029,2642,2093.0,,,,1186.0,737.2,3078.4,1789.0,,2633.0,-549.0,,,,-1456.0,-1904.8,436.4,-853.0,,-9.0,,,,False,False,True,False,,True
36031,80,273.0,,,,10.0,224.8,340.8,104.9,,922.0,193.0,,,,-70.0,144.8,260.8,24.9,,842.0,,,,True,True,False,True,,False
36033,15,14.0,,,,2.0,0.5,1.7,22.4,,89.0,-1.0,,,,-13.0,-14.5,-13.3,7.4,,74.0,,,,False,False,False,False,,False
36035,44,35.0,,,,1.0,2.6,33.9,14.4,,11.0,-9.0,,,,-43.0,-41.4,-10.1,-29.6,,-33.0,,,,False,False,False,False,,False
36037,68,42.0,,,,52.0,1.2,24.6,39.9,,19.0,-26.0,,,,-16.0,-66.8,-43.4,-28.1,,-49.0,,,,True,False,False,False,,False
36039,74,56.0,,,,0.0,4.0,41.6,48.6,,99.0,-18.0,,,,-74.0,-70.0,-32.4,-25.4,,25.0,,,,False,False,False,False,,False
36041,3,28.0,,,,0.0,0.1,2.4,12.6,,97.0,25.0,,,,-3.0,-2.9,-0.6,9.6,,94.0,,,,True,True,True,True,,False
36043,69,49.0,,,,0.0,2.0,23.5,58.5,,97.0,-20.0,,,,-69.0,-67.0,-45.5,-10.5,,28.0,,,,False,False,False,True,,False
36045,37,7.0,,,,0.0,1.2,0.9,12.5,,2.0,-30.0,,,,-37.0,-35.8,-36.1,-24.5,,-35.0,,,,False,False,False,True,,False
36047,7506,0.0,,,,,,0.0,,,,-7506.0,,,,,,-7506.0,,,,,,,,,False,,,
36049,8,0.0,,,,0.0,0.7,0.0,23.0,,0.0,-8.0,,,,-8.0,-7.3,-8.0,15.0,,-8.0,,,,False,True,False,False,,False
36051,40,7.0,,,,46.0,1.1,9.6,5.9,,2.0,-33.0,,,,6.0,-38.9,-30.4,-34.1,,-38.0,,,,True,False,True,False,,False
36053,77,77.0,,,,2.0,9.4,76.1,75.4,,113.0,0.0,,,,-75.0,-67.6,-0.9,-1.6,,36.0,,,,False,False,False,False,,False
36055,1090,1078.0,,,,655.0,221.8,1009.4,483.9,,520.0,-12.0,,,,-435.0,-868.2,-80.6,-606.1,,-570.0,,,,False,False,False,False,,False
36057,52,63.0,,,,0.0,4.1,48.4,55.3,,74.0,11.0,,,,-52.0,-47.9,-3.6,3.3,,22.0,,,,False,False,True,True,,False
36059,3636,2198.0,,,,698.0,1078.3,124.0,3122.4,,2468.0,-1438.0,,,,-2938.0,-2557.7,-3511.9,-513.6,,-1168.0,,,,False,False,False,True,,True
36061,2716,13475.0,,,,5026.0,,13456.9,8920.6,,9249.0,10759.0,,,,2310.0,,10740.9,6204.6,,6533.0,,,,True,,True,True,,True
36063,316,259.0,,,,233.0,91.5,205.9,139.1,,269.0,-57.0,,,,-83.0,-224.5,-110.1,-176.9,,-47.0,,,,False,False,False,False,,True
36065,287,329.0,,,,18.0,93.0,187.2,152.6,,204.0,42.0,,,,-269.0,-194.0,-99.8,-134.4,,-83.0,,,,False,False,False,False,,False
36067,991,651.0,,,,158.0,105.6,213.0,311.9,,651.0,-340.0,,,,-833.0,-885.4,-778.0,-679.1,,-340.0,,,,False,False,False,False,,False
36069,134,77.0,,,,64.0,18.2,35.2,29.8,,107.0,-57.0,,,,-70.0,-115.8,-98.8,-104.2,,-27.0,,,,False,False,False,False,,True
36071,1470,693.0,,,,376.0,197.3,804.1,634.3,,704.0,-777.0,,,,-1094.0,-1272.7,-665.9,-835.7,,-766.0,,,,False,False,True,False,,True
36073,40,28.0,,,,21.0,0.5,11.8,9.8,,121.0,-12.0,,,,-19.0,-39.5,-28.2,-30.2,,81.0,,,,False,False,False,False,,False
36075,266,70.0,,,,1.0,24.9,67.2,57.4,,125.0,-196.0,,,,-265.0,-241.1,-198.8,-208.6,,-141.0,,,,False,False,False,False,,True
36077,235,42.0,,,,0.0,3.5,16.5,33.1,,119.0,-193.0,,,,-235.0,-231.5,-218.5,-201.9,,-116.0,,,,False,False,False,False,,True
36079,202,98.0,,,,4.0,19.2,102.0,105.0,,116.0,-104.0,,,,-198.0,-182.8,-100.0,-97.0,,-86.0,,,,False,False,True,True,,True
36081,4602,0.0,,,,,,0.0,,,,-4602.0,,,,,,-4602.0,,,,,,,,,False,,,
36083,157,168.0,,,,67.0,67.7,86.0,123.8,,120.0,11.0,,,,-90.0,-89.3,-71.0,-33.2,,-37.0,,,,False,False,False,False,,False
36085,1235,0.0,,,,,,0.0,,,,-1235.0,,,,,,-1235.0,,,,,,,,,False,,,
36087,2572,847.0,,,,519.0,185.7,353.4,872.5,,337.0,-1725.0,,,,-2053.0,-2386.3,-2218.6,-1699.5,,-2235.0,,,,False,False,False,True,,False
36089,79,14.0,,,,0.0,2.6,0.4,17.0,,280.0,-65.0,,,,-79.0,-76.4,-78.6,-62.0,,201.0,,,,False,False,False,True,,False
36091,328,210.0,,,,95.0,20.8,157.2,131.8,,148.0,-118.0,,,,-233.0,-307.2,-170.8,-196.2,,-180.0,,,,False,False,False,False,,False
36093,279,497.0,,,,102.0,191.7,315.9,329.8,,924.0,218.0,,,,-177.0,-87.3,36.9,50.8,,645.0,,,,True,True,True,True,,False
36095,24,0.0,,,,0.0,0.5,1.7,3.7,,0.0,-24.0,,,,-24.0,-23.5,-22.3,-20.3,,-24.0,,,,False,True,True,True,,False
36097,42,7.0,,,,4.0,0.1,1.6,9.3,,205.0,-35.0,,,,-38.0,-41.9,-40.4,-32.7,,163.0,,,,False,False,False,True,,False
36099,20,14.0,,,,9.0,0.9,12.0,10.7,,3.0,-6.0,,,,-11.0,-19.1,-8.0,-9.3,,-17.0,,,,False,False,False,False,,False
36101,351,21.0,,,,98.0,2.2,37.5,34.1,,30.0,-330.0,,,,-253.0,-348.8,-313.5,-316.9,,-321.0,,,,True,False,True,True,,True
36103,2901,2429.0,,,,656.0,996.2,2482.8,2977.4,,2112.0,-472.0,,,,-2245.0,-1904.8,-418.2,76.4,,-789.0,,,,False,False,True,True,,False
36105,150,14.0,,,,63.0,0.4,0.9,26.2,,19.0,-136.0,,,,-87.0,-149.6,-149.1,-123.8,,-131.0,,,,True,False,False,True,,True
36107,129,63.0,,,,18.0,6.5,25.6,70.6,,286.0,-66.0,,,,-111.0,-122.5,-103.4,-58.4,,157.0,,,,False,False,False,True,,False
36109,232,42.0,,,,31.0,2.4,35.3,23.5,,210.0,-190.0,,,,-201.0,-229.6,-196.7,-208.5,,-22.0,,,,False,False,False,False,,True
36111,229,259.0,,,,104.0,40.2,126.7,293.2,,282.0,30.0,,,,-125.0,-188.8,-102.3,64.2,,53.0,,,,False,False,False,False,,False
36113,114,21.0,,,,26.0,0.5,3.1,20.9,,6.0,-93.0,,,,-88.0,-113.5,-110.9,-93.1,,-108.0,,,,True,False,False,False,,False
36115,51,35.0,,,,42.0,1.7,60.4,22.3,,158.0,-16.0,,,,-9.0,-49.3,9.4,-28.7,,107.0,,,,True,False,True,False,,False
36117,86,42.0,,,,11.0,11.5,15.6,43.1,,19.0,-44.0,,,,-75.0,-74.5,-70.4,-42.9,,-67.0,,,,False,False,False,True,,False
36119,2196,1512.0,,,,797.0,512.6,1583.8,2437.4,,861.0,-684.0,,,,-1399.0,-1683.4,-612.2,241.4,,-1335.0,,,,False,False,True,True,,False
36121,29,21.0,,,,43.0,2.5,15.0,11.6,,43.0,-8.0,,,,14.0,-26.5,-14.0,-17.4,,14.0,,,,False,False,False,False,,False
36123,12,0.0,,,,8.0,1.8,3.0,4.2,,1.0,-12.0,,,,-4.0,-10.2,-9.0,-7.8,,-11.0,,,,True,True,True,True,,True
37001,1456,1582.0,,,,888.0,569.7,1370.1,1654.6,,729.0,126.0,,,,-568.0,-886.3,-85.9,198.6,,-727.0,,,,False,False,True,False,,False
37003,205,210.0,,,,276.0,91.9,152.5,393.8,,151.0,5.0,,,,71.0,-113.1,-52.5,188.8,,-54.0,,,,False,False,False,False,,False
37005,58,63.0,,,,56.0,9.5,34.2,137.4,,33.0,5.0,,,,-2.0,-48.5,-23.8,79.4,,-25.0,,,,True,False,False,False,,False
37007,265,217.0,,,,283.0,36.2,174.6,89.0,,127.0,-48.0,,,,18.0,-228.8,-90.4,-176.0,,-138.0,,,,True,False,False,False,,False
37009,138,98.0,,,,124.0,9.7,50.8,146.7,,73.0,-40.0,,,,-14.0,-128.3,-87.2,8.7,,-65.0,,,,True,False,False,True,,False
37011,320,84.0,,,,110.0,14.3,57.0,60.9,,51.0,-236.0,,,,-210.0,-305.7,-263.0,-259.1,,-269.0,,,,True,False,False,False,,False
37013,578,392.0,,,,292.0,82.2,138.6,287.8,,212.0,-186.0,,,,-286.0,-495.8,-439.4,-290.2,,-366.0,,,,False,False,False,False,,False
