,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
36109,82,57.0,35.6,,64.0,93.0,,,,,,73.0,,78.1,194.0,,13.3,65.5,284.9,51.0,,15.7,,,,,46.0,92.3,67.8,-25.0,-46.4,,-18.0,11.0,,,,,,-9.0,,-3.9,112.0,,-68.7,-16.5,202.9,-31.0,,-66.3,,,,,-36.0,10.3,-14.2,False,,True,True,,,,,,True,,True,False,,False,True,False,False,,False,,,,,False,True,True
36111,116,72.0,68.8,,67.0,80.0,,,,,,86.0,,73.9,137.9,,19.0,59.2,61.0,114.0,,42.5,67.6,44.0,,,57.0,92.9,137.0,-44.0,-47.2,,-49.0,-36.0,,,,,,-30.0,,-42.1,21.9,,-97.0,-56.8,-55.0,-2.0,,-73.5,-48.4,-72.0,,,-59.0,-23.1,21.0,False,,False,True,,,,,,True,,True,True,,False,False,False,True,,False,False,False,,,False,True,True
36113,73,24.0,29.8,,28.0,101.0,,,,,,22.0,,53.6,73.2,,11.2,46.8,17.4,21.0,,49.1,,,,,60.0,28.9,39.8,-49.0,-43.2,,-45.0,28.0,,,,,,-51.0,,-19.4,0.2,,-61.8,-26.2,-55.6,-52.0,,-23.9,,,,,-13.0,-44.1,-33.2,True,,True,True,,,,,,False,,True,True,,False,True,False,False,,True,,,,,True,True,True
36115,30,12.0,15.6,,12.0,78.0,,,,,,20.0,,43.2,50.6,,0.6,10.6,8.4,21.0,,9.6,,,,,27.0,14.5,18.8,-18.0,-14.4,,-18.0,48.0,,,,,,-10.0,,13.2,20.6,,-29.4,-19.4,-21.6,-9.0,,-20.4,,,,,-3.0,-15.5,-11.2,True,,False,False,,,,,,True,,True,False,,False,False,False,True,,False,,,,,True,True,True
36117,52,24.0,26.3,,25.0,17.0,,,,,,21.0,,30.6,78.1,,6.4,29.0,63.9,21.0,,28.5,,,,,18.0,26.9,43.4,-28.0,-25.7,,-27.0,-35.0,,,,,,-31.0,,-21.4,26.1,,-45.6,-23.0,11.9,-31.0,,-23.5,,,,,-34.0,-25.1,-8.6,True,,True,False,,,,,,False,,True,True,,False,True,True,False,,True,,,,,False,True,True
36119,1092,807.0,832.9,736.2,811.0,1256.0,,,,,,871.0,,689.8,1332.6,,499.1,812.7,1510.9,415.0,,771.0,811.2,848.0,,,731.0,951.6,1171.3,-285.0,-259.1,-355.8,-281.0,164.0,,,,,,-221.0,,-402.2,240.6,,-592.9,-279.3,418.9,-677.0,,-321.0,-280.8,-244.0,,,-361.0,-140.4,79.3,True,False,True,True,,,,,,True,,False,True,,False,True,False,False,,False,True,True,,,False,True,True
36121,18,12.0,11.7,,10.0,0.0,,,,,,28.0,,31.7,53.3,,0.3,5.4,16.9,0.0,,1.4,,,,,19.0,9.9,37.2,-6.0,-6.3,,-8.0,-18.0,,,,,,10.0,,13.7,35.3,,-17.7,-12.6,-1.1,-18.0,,-16.6,,,,,1.0,-8.1,19.2,False,,False,False,,,,,,False,,False,False,,False,False,True,False,,False,,,,,True,False,False
36123,9,0.0,0.0,,0.0,0.0,,,,,,12.0,,16.4,33.7,,1.0,0.3,,0.0,,0.1,,,,,0.0,5.3,6.4,-9.0,-9.0,,-9.0,-9.0,,,,,,3.0,,7.4,24.7,,-8.0,-8.7,,-9.0,,-8.9,,,,,-9.0,-3.7,-2.6,False,,False,False,,,,,,True,,True,False,,True,True,,False,,True,,,,,False,True,True
37001,609,507.0,474.9,,482.0,571.0,,,,,,310.0,,532.2,399.1,,279.3,444.0,375.0,405.0,,494.6,477.5,1449.0,,,373.0,681.5,1050.2,-102.0,-134.1,,-127.0,-38.0,,,,,,-299.0,,-76.8,-209.9,,-329.7,-165.0,-234.0,-204.0,,-114.4,-131.5,840.0,,,-236.0,72.5,441.2,False,,False,True,,,,,,False,,True,False,,False,False,False,False,,False,False,False,,,False,True,False
37003,97,36.0,25.8,,49.0,88.0,,,,,,96.0,,101.4,99.1,,15.7,48.7,106.5,,,45.7,,,,,29.0,92.8,230.1,-61.0,-71.2,,-48.0,-9.0,,,,,,-1.0,,4.4,2.1,,-81.3,-48.3,9.5,,,-51.3,,,,,-68.0,-4.2,133.1,False,,True,True,,,,,,True,,True,True,,False,True,True,,,True,,,,,False,True,False
37005,31,12.0,12.4,,11.0,0.0,,,,,,13.0,,14.7,21.2,,1.6,10.5,0.0,18.0,,14.7,,,,,11.0,43.2,38.1,-19.0,-18.6,,-20.0,-31.0,,,,,,-18.0,,-16.3,-9.8,,-29.4,-20.5,-31.0,-13.0,,-16.4,,,,,-20.0,12.2,7.1,True,,False,False,,,,,,True,,True,True,,False,False,False,True,,True,,,,,False,True,True
37007,114,132.0,136.1,,100.0,135.0,,,,,,50.0,,245.5,81.0,,47.6,102.2,60.3,166.0,,66.0,,,,,108.0,171.6,433.0,18.0,22.1,,-14.0,21.0,,,,,,-64.0,,131.5,-33.0,,-66.4,-11.8,-53.7,52.0,,-48.0,,,,,-6.0,57.6,319.0,False,,True,False,,,,,,False,,False,False,,False,True,False,False,,False,,,,,True,False,False
37009,74,21.0,22.4,,25.0,7.0,,,,,,34.0,,74.1,63.4,,2.9,24.7,67.9,21.0,,31.4,,,,,16.0,45.6,43.1,-53.0,-51.6,,-49.0,-67.0,,,,,,-40.0,,0.1,-10.6,,-71.1,-49.3,-6.1,-53.0,,-42.6,,,,,-58.0,-28.4,-30.9,True,,True,False,,,,,,True,,True,True,,False,True,True,False,,True,,,,,False,True,True
37011,118,189.0,157.2,,83.0,450.0,,,,,,83.0,,383.8,112.9,,24.1,61.9,2.5,232.0,,72.8,,,,,143.0,236.0,793.8,71.0,39.2,,-35.0,332.0,,,,,,-35.0,,265.8,-5.1,,-93.9,-56.1,-115.5,114.0,,-45.2,,,,,25.0,118.0,675.8,True,,True,False,,,,,,True,,False,True,,False,True,False,False,,True,,,,,True,False,False
37013,196,171.0,164.1,,181.0,384.0,,,,,,113.0,,296.7,154.7,,135.4,192.2,142.5,181.0,,64.8,,,,,233.0,247.3,541.6,-25.0,-31.9,,-15.0,188.0,,,,,,-83.0,,100.7,-41.3,,-60.6,-3.8,-53.5,-15.0,,-131.2,,,,,37.0,51.3,345.6,False,,True,False,,,,,,False,,False,False,,False,True,False,True,,False,,,,,False,False,False
37015,101,84.0,89.1,,63.0,116.0,,,,,,45.0,,57.7,68.8,,42.2,105.6,0.0,65.0,,53.2,,,,,56.0,135.4,153.3,-17.0,-11.9,,-38.0,15.0,,,,,,-56.0,,-43.3,-32.2,,-58.8,4.6,-101.0,-36.0,,-47.8,,,,,-45.0,34.4,52.3,True,,False,True,,,,,,False,,False,False,,False,True,False,False,,False,,,,,False,False,False
37017,111,60.0,50.3,,62.0,124.0,,,,,,111.0,,139.1,84.1,,14.3,70.0,9.7,58.0,,60.8,,,,,49.0,104.8,267.1,-51.0,-60.7,,-49.0,13.0,,,,,,0.0,,28.1,-26.9,,-96.7,-41.0,-101.3,-53.0,,-50.2,,,,,-62.0,-6.2,156.1,False,,True,True,,,,,,True,,True,True,,False,True,False,False,,True,,,,,False,True,False
37019,273,153.0,147.1,,147.0,254.0,,,,,,244.0,,174.9,231.0,,74.1,160.1,65.1,244.0,,60.4,115.5,141.0,,,161.0,195.3,452.8,-120.0,-125.9,,-126.0,-19.0,,,,,,-29.0,,-98.1,-42.0,,-198.9,-112.9,-207.9,-29.0,,-212.6,-157.5,-132.0,,,-112.0,-77.7,179.8,False,,False,True,,,,,,True,,True,True,,False,True,False,True,,False,False,False,,,True,True,False
37021,567,348.0,347.4,,314.0,125.0,,,,,,696.0,,374.0,558.3,,205.9,314.1,595.3,254.0,,46.6,234.3,298.0,,,259.0,547.2,416.1,-219.0,-219.6,,-253.0,-442.0,,,,,,129.0,,-193.0,-8.7,,-361.1,-252.9,28.3,-313.0,,-520.4,-332.7,-269.0,,,-308.0,-19.8,-150.9,False,,False,False,,,,,,True,,True,True,,False,False,True,False,,False,False,False,,,False,True,True
37023,283,177.0,175.2,,175.0,246.0,,,,,,265.0,,189.2,150.4,,65.5,192.0,40.2,159.0,,90.7,133.4,,,,147.0,212.9,417.3,-106.0,-107.8,,-108.0,-37.0,,,,,,-18.0,,-93.8,-132.6,,-217.5,-91.0,-242.8,-124.0,,-192.3,-149.6,,,,-136.0,-70.1,134.3,False,,False,True,,,,,,True,,True,False,,False,True,False,False,,False,False,,,,False,True,False
37025,545,522.0,522.9,,416.0,308.0,,,,,,674.0,,591.1,381.1,,252.4,457.2,310.4,455.0,,215.6,368.3,415.0,,,418.0,736.3,2540.5,-23.0,-22.1,,-129.0,-237.0,,,,,,129.0,,46.1,-163.9,,-292.6,-87.8,-234.6,-90.0,,-329.4,-176.7,-130.0,,,-127.0,191.3,1995.5,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
37027,339,123.0,121.9,,117.0,173.0,,,,,,232.0,,172.9,170.2,,40.2,111.5,95.9,117.0,,69.4,81.3,,,,97.0,169.0,303.6,-216.0,-217.1,,-222.0,-166.0,,,,,,-107.0,,-166.1,-168.8,,-298.8,-227.5,-243.1,-222.0,,-269.6,-257.7,,,,-242.0,-170.0,-35.4,False,,False,True,,,,,,True,,True,True,,False,False,False,False,,False,False,,,,False,True,True
37029,15,9.0,9.7,,10.0,7.0,,,,,,19.0,,11.5,22.1,,2.2,4.7,21.6,0.0,,18.1,,,,,10.0,14.5,55.0,-6.0,-5.3,,-5.0,-8.0,,,,,,4.0,,-3.5,7.1,,-12.8,-10.3,6.6,-15.0,,3.1,,,,,-5.0,-0.5,40.0,True,,True,False,,,,,,True,,True,False,,False,False,False,False,,True,,,,,True,True,False
37031,223,105.0,108.5,,105.0,77.0,,,,,,116.0,,132.1,145.5,,44.7,78.6,128.5,64.0,,19.2,,,,,56.0,153.6,168.7,-118.0,-114.5,,-118.0,-146.0,,,,,,-107.0,,-90.9,-77.5,,-178.3,-144.4,-94.5,-159.0,,-203.8,,,,,-167.0,-69.4,-54.3,True,,False,False,,,,,,True,,True,True,,False,False,True,False,,False,,,,,False,True,True
37033,174,147.0,147.7,,103.0,186.0,,,,,,16.0,,194.0,57.7,,103.5,75.6,28.0,50.0,,63.4,,,,,220.0,150.7,548.1,-27.0,-26.3,,-71.0,12.0,,,,,,-158.0,,20.0,-116.3,,-70.5,-98.4,-146.0,-124.0,,-110.6,,,,,46.0,-23.3,374.1,True,,False,True,,,,,,False,,True,False,,False,False,False,False,,False,,,,,False,True,False
37035,524,462.0,470.5,,401.0,233.0,,,,,,433.0,,439.2,371.0,,291.4,407.9,245.9,638.0,,199.6,427.0,323.0,,,404.0,616.4,979.1,-62.0,-53.5,,-123.0,-291.0,,,,,,-91.0,,-84.8,-153.0,,-232.6,-116.1,-278.1,114.0,,-324.4,-97.0,-201.0,,,-120.0,92.4,455.1,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
37037,171,81.0,80.5,,81.0,32.0,,,,,,94.0,,157.4,74.6,,27.5,91.1,136.4,33.0,,67.3,49.5,,,,58.0,135.4,833.3,-90.0,-90.5,,-90.0,-139.0,,,,,,-77.0,,-13.6,-96.4,,-143.5,-79.9,-34.6,-138.0,,-103.7,-121.5,,,,-113.0,-35.6,662.3,False,,False,False,,,,,,True,,True,False,,False,True,True,False,,False,False,,,,False,True,False
37039,109,144.0,159.8,,103.0,39.0,,,,,,69.0,,194.9,90.2,,48.3,103.4,109.2,77.0,,41.1,,,,,95.0,175.3,186.8,35.0,50.8,,-6.0,-70.0,,,,,,-40.0,,85.9,-18.8,,-60.7,-5.6,0.2,-32.0,,-67.9,,,,,-14.0,66.3,77.8,False,,True,False,,,,,,False,,False,True,,False,True,True,True,,False,,,,,True,False,False
37041,138,102.0,106.3,,66.0,62.0,,,,,,39.0,,88.2,48.1,,34.3,89.1,19.7,96.0,,20.9,,,,,78.0,121.2,157.4,-36.0,-31.7,,-72.0,-76.0,,,,,,-99.0,,-49.8,-89.9,,-103.7,-48.9,-118.3,-42.0,,-117.1,,,,,-60.0,-16.8,19.4,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,True,True
37043,37,21.0,20.5,,24.0,0.0,,,,,,26.0,,23.9,18.0,,7.3,24.9,33.7,,,25.9,,,,,30.0,25.6,59.9,-16.0,-16.5,,-13.0,-37.0,,,,,,-11.0,,-13.1,-19.0,,-29.7,-12.1,-3.3,,,-11.1,,,,,-7.0,-11.4,22.9,False,,True,False,,,,,,True,,True,False,,False,True,True,,,True,,,,,True,True,False
37045,591,543.0,502.3,,489.0,675.0,,,,,,246.0,,592.2,393.8,,474.1,529.7,300.8,951.0,,442.7,380.7,,,,584.0,706.8,1467.1,-48.0,-88.7,,-102.0,84.0,,,,,,-345.0,,1.2,-197.2,,-116.9,-61.3,-290.2,360.0,,-148.3,-210.3,,,,-7.0,115.8,876.1,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,False,,,,True,False,False
37047,181,177.0,169.4,,160.0,128.0,,,,,,254.0,,226.8,136.8,,62.6,142.9,81.3,159.0,,157.0,164.7,,,,126.0,254.5,603.3,-4.0,-11.6,,-21.0,-53.0,,,,,,73.0,,45.8,-44.2,,-118.4,-38.1,-99.7,-22.0,,-24.0,-16.3,,,,-55.0,73.5,422.3,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,,,,False,False,False
37049,473,360.0,346.9,,333.0,338.0,,,,,,221.0,,374.0,310.2,,259.3,302.3,287.9,463.0,,351.3,298.2,,,,384.0,423.4,781.9,-113.0,-126.1,,-140.0,-135.0,,,,,,-252.0,,-99.0,-162.8,,-213.7,-170.7,-185.1,-10.0,,-121.7,-174.8,,,,-89.0,-49.6,308.9,False,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,False,,,,True,True,False
37051,903,1005.0,1009.4,,972.0,582.0,,,,,,976.0,,926.1,814.5,,979.1,986.1,881.3,1079.0,,732.0,938.0,725.0,,,879.0,1190.3,1924.9,102.0,106.4,,69.0,-321.0,,,,,,73.0,,23.1,-88.5,,76.1,83.1,-21.7,176.0,,-171.0,35.0,-178.0,,,-24.0,287.3,1021.9,False,,True,False,,,,,,True,,True,True,,True,True,True,False,,False,True,False,,,True,False,False
37053,29,45.0,38.0,,55.0,74.0,,,,,,53.0,,140.2,53.8,,54.4,77.7,77.4,26.0,,89.6,,,,,114.0,53.6,450.6,16.0,9.0,,26.0,45.0,,,,,,24.0,,111.2,24.8,,25.4,48.7,48.4,-3.0,,60.6,,,,,85.0,24.6,421.6,True,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,False,False,False
37055,41,15.0,15.5,,22.0,33.0,,,,,,82.0,,86.2,47.6,,5.0,29.3,40.1,,,0.0,,,,,11.0,21.7,39.6,-26.0,-25.5,,-19.0,-8.0,,,,,,41.0,,45.2,6.6,,-36.0,-11.7,-0.9,,,-41.0,,,,,-30.0,-19.3,-1.4,True,,True,True,,,,,,False,,False,True,,False,True,True,,,False,,,,,False,True,True
37057,555,477.0,468.2,,444.0,549.0,,,,,,358.0,,525.9,431.8,,326.5,430.2,250.4,612.0,,464.3,363.7,456.0,,,494.0,638.0,1484.3,-78.0,-86.8,,-111.0,-6.0,,,,,,-197.0,,-29.1,-123.2,,-228.5,-124.8,-304.6,57.0,,-90.7,-191.3,-99.0,,,-61.0,83.0,929.3,False,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,False,False,,,True,False,False
37059,92,36.0,35.6,,47.0,21.0,,,,,,64.0,,128.2,72.5,,12.6,47.8,56.3,40.0,,49.4,,,,,46.0,58.8,301.8,-56.0,-56.4,,-45.0,-71.0,,,,,,-28.0,,36.2,-19.5,,-79.4,-44.2,-35.7,-52.0,,-42.6,,,,,-46.0,-33.2,209.8,False,,True,False,,,,,,True,,True,True,,False,True,True,True,,True,,,,,True,True,False
37061,211,63.0,60.8,,55.0,1.0,,,,,,176.0,,102.8,52.7,,11.6,56.8,1.8,132.0,,20.1,53.7,,,,59.0,79.4,181.5,-148.0,-150.2,,-156.0,-210.0,,,,,,-35.0,,-108.2,-158.3,,-199.4,-154.2,-209.2,-79.0,,-190.9,-157.3,,,,-152.0,-131.6,-29.5,False,,False,False,,,,,,True,,True,False,,False,False,False,True,,False,False,,,,False,True,True
37063,698,660.0,619.3,536.8,555.0,331.0,,,,,,587.0,,573.0,366.7,,335.9,554.3,302.2,741.0,,408.4,543.0,575.0,,,537.0,823.3,1708.1,-38.0,-78.7,-161.2,-143.0,-367.0,,,,,,-111.0,,-125.0,-331.3,,-362.1,-143.7,-395.8,43.0,,-289.6,-155.0,-123.0,,,-161.0,125.3,1010.1,False,False,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,False,,,False,False,False
37065,296,291.0,287.0,,272.0,302.0,,,,,,97.0,,325.5,241.1,,211.3,263.7,181.0,281.0,,257.7,315.9,,,,229.0,417.1,824.8,-5.0,-9.0,,-24.0,6.0,,,,,,-199.0,,29.5,-54.9,,-84.7,-32.3,-115.0,-15.0,,-38.3,19.9,,,,-67.0,121.1,528.8,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,False,,,,False,False,False
37067,782,621.0,611.2,,572.0,321.0,,,,,,899.0,,564.2,647.0,,338.9,581.7,508.2,483.0,,548.3,600.7,392.0,,,476.0,908.2,1241.3,-161.0,-170.8,,-210.0,-461.0,,,,,,117.0,,-217.8,-135.0,,-443.1,-200.3,-273.8,-299.0,,-233.7,-181.3,-390.0,,,-306.0,126.2,459.3,False,,False,False,,,,,,True,,False,True,,False,False,False,False,,False,False,False,,,False,True,False
37069,145,120.0,130.7,,116.0,197.0,,,,,,98.0,,182.4,143.6,,46.1,113.3,112.5,75.0,,85.3,101.6,,,,79.0,168.1,743.7,-25.0,-14.3,,-29.0,52.0,,,,,,-47.0,,37.4,-1.4,,-98.9,-31.7,-32.5,-70.0,,-59.7,-43.4,,,,-66.0,23.1,598.7,True,,False,False,,,,,,False,,False,True,,False,False,False,False,,False,False,,,,False,True,False
37071,1119,873.0,870.8,,798.0,697.0,,,,,,686.0,,902.7,597.0,,838.8,796.9,406.5,1197.0,,306.4,592.2,843.0,,,817.0,1107.9,4376.3,-246.0,-248.2,,-321.0,-422.0,,,,,,-433.0,,-216.3,-522.0,,-280.2,-322.1,-712.5,78.0,,-812.6,-526.8,-276.0,,,-302.0,-11.1,3257.3,False,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,False,False,,,False,True,False
37073,20,45.0,45.6,,40.0,42.0,,,,,,33.0,,41.8,34.1,,24.3,49.7,24.2,,,34.8,,,,,61.0,60.2,124.8,25.0,25.6,,20.0,22.0,,,,,,13.0,,21.8,14.1,,4.3,29.7,4.2,,,14.8,,,,,41.0,40.2,104.8,False,,True,True,,,,,,True,,True,True,,True,False,True,,,True,,,,,False,False,False
37075,85,48.0,47.4,,42.0,156.0,,,,,,42.0,,88.2,24.4,,3.1,34.3,10.2,7.0,,20.8,,,,,42.0,76.5,403.2,-37.0,-37.6,,-43.0,71.0,,,,,,-43.0,,3.2,-60.6,,-81.9,-50.7,-74.8,-78.0,,-64.2,,,,,-43.0,-8.5,318.2,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,False,True,False
37077,130,147.0,140.8,,143.0,211.0,,,,,,94.0,,190.8,129.0,,41.5,127.6,53.2,98.0,,164.8,184.6,,,,85.0,220.8,867.1,17.0,10.8,,13.0,81.0,,,,,,-36.0,,60.8,-1.0,,-88.5,-2.4,-76.8,-32.0,,34.8,54.6,,,,-45.0,90.8,737.1,True,,True,False,,,,,,False,,False,True,,False,True,False,False,,False,False,,,,False,False,False
37079,241,81.0,78.2,,78.0,114.0,,,,,,39.0,,137.6,41.0,,11.5,54.4,0.0,40.0,,99.7,,,,,52.0,110.5,263.4,-160.0,-162.8,,-163.0,-127.0,,,,,,-202.0,,-103.4,-199.9,,-229.5,-186.6,-241.0,-201.0,,-141.3,,,,,-189.0,-130.5,22.4,False,,False,True,,,,,,False,,True,False,,False,False,False,False,,True,,,,,False,True,True
37081,1504,1371.0,1394.9,1184.2,1179.0,745.0,,,,,,1194.0,,1100.3,885.6,,858.6,1258.2,957.8,1556.0,,926.9,1191.0,1126.0,,,1256.0,1684.9,2944.5,-133.0,-109.1,-319.8,-325.0,-759.0,,,,,,-310.0,,-403.7,-618.4,,-645.4,-245.8,-546.2,52.0,,-577.1,-313.0,-378.0,,,-248.0,180.9,1440.5,True,False,False,False,,,,,,False,,False,False,,False,False,False,True,,False,False,False,,,False,False,False
37083,178,108.0,98.9,,95.0,79.0,,,,,,94.0,,146.9,126.2,,54.0,105.3,86.6,101.0,,42.1,,,,,77.0,143.4,216.8,-70.0,-79.1,,-83.0,-99.0,,,,,,-84.0,,-31.1,-51.8,,-124.0,-72.7,-91.4,-77.0,,-135.8,,,,,-101.0,-34.6,38.8,False,,False,False,,,,,,False,,True,True,,False,False,False,False,,False,,,,,False,True,True
37085,427,468.0,443.4,,466.0,256.0,,,,,,361.0,,497.0,231.2,,604.2,564.0,294.1,676.0,,783.3,426.2,758.0,,,602.0,535.1,2659.4,41.0,16.4,,39.0,-171.0,,,,,,-66.0,,70.0,-195.8,,177.2,137.0,-132.9,249.0,,356.3,-0.8,331.0,,,175.0,108.1,2232.4,True,,True,False,,,,,,False,,False,False,,False,False,False,False,,False,True,False,,,False,False,False
37087,56,81.0,79.5,,80.0,43.0,,,,,,215.0,,161.9,198.9,,22.0,82.4,95.6,97.0,,69.9,,,,,85.0,123.1,198.4,25.0,23.5,,24.0,-13.0,,,,,,159.0,,105.9,142.9,,-34.0,26.4,39.6,41.0,,13.9,,,,,29.0,67.1,142.4,True,,True,True,,,,,,False,,False,False,,False,False,False,False,,True,,,,,False,False,False
37089,225,240.0,212.6,,215.0,347.0,,,,,,235.0,,305.6,254.8,,136.2,215.5,117.8,413.0,,24.5,181.5,,,,262.0,301.8,535.3,15.0,-12.4,,-10.0,122.0,,,,,,10.0,,80.6,29.8,,-88.8,-9.5,-107.2,188.0,,-200.5,-43.5,,,,37.0,76.8,310.3,True,,True,False,,,,,,True,,False,False,,False,True,False,False,,False,False,,,,False,False,False
37091,114,135.0,143.2,,120.0,129.0,,,,,,82.0,,151.1,90.8,,95.3,136.6,0.0,126.0,,107.4,,,,,96.0,207.5,215.2,21.0,29.2,,6.0,15.0,,,,,,-32.0,,37.1,-23.2,,-18.7,22.6,-114.0,12.0,,-6.6,,,,,-18.0,93.5,101.2,False,,True,True,,,,,,False,,False,False,,True,False,False,True,,True,,,,,True,False,False
37093,260,285.0,287.1,,260.0,989.0,,,,,,194.0,,357.5,125.9,,125.5,194.7,195.7,491.0,,155.7,,,,,362.0,380.3,870.8,25.0,27.1,,0.0,729.0,,,,,,-66.0,,97.5,-134.1,,-134.5,-65.3,-64.3,231.0,,-104.3,,,,,102.0,120.3,610.8,False,,True,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,False,False
37095,24,3.0,1.4,,3.0,21.0,,,,,,22.0,,9.1,12.7,,0.2,2.6,0.0,0.0,,1.4,,,,,6.0,20.4,30.2,-21.0,-22.6,,-21.0,-3.0,,,,,,-2.0,,-14.9,-11.3,,-23.8,-21.4,-24.0,-24.0,,-22.6,,,,,-18.0,-3.6,6.2,False,,False,True,,,,,,True,,True,True,,False,False,False,False,,False,,,,,True,True,True
37097,395,351.0,349.7,,298.0,148.0,,,,,,595.0,,370.7,315.8,,253.2,328.5,265.8,311.0,,181.4,286.7,229.0,,,253.0,535.2,2366.2,-44.0,-45.3,,-97.0,-247.0,,,,,,200.0,,-24.3,-79.2,,-141.8,-66.5,-129.2,-84.0,,-213.6,-108.3,-166.0,,,-142.0,140.2,1971.2,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,False,False,,,False,False,False
37099,130,36.0,39.5,,37.0,0.0,,,,,,209.0,,86.4,103.0,,6.8,34.8,49.4,40.0,,31.0,,,,,23.0,52.5,61.0,-94.0,-90.5,,-93.0,-130.0,,,,,,79.0,,-43.6,-27.0,,-123.2,-95.2,-80.6,-90.0,,-99.0,,,,,-107.0,-77.5,-69.0,True,,True,False,,,,,,True,,True,True,,False,False,True,True,,False,,,,,False,True,True
37101,511,327.0,305.0,,292.0,290.0,,,,,,500.0,,385.4,276.6,,152.8,310.4,186.9,235.0,,299.5,222.8,214.0,,,232.0,467.8,1482.8,-184.0,-206.0,,-219.0,-221.0,,,,,,-11.0,,-125.6,-234.4,,-358.2,-200.6,-324.1,-276.0,,-211.5,-288.2,-297.0,,,-279.0,-43.2,971.8,False,,False,False,,,,,,True,,True,False,,False,False,False,False,,False,False,False,,,False,True,False
37103,23,3.0,3.3,,3.0,1.0,,,,,,12.0,,3.7,17.6,,1.0,4.8,11.2,4.0,,5.2,,,,,2.0,17.4,47.5,-20.0,-19.7,,-20.0,-22.0,,,,,,-11.0,,-19.3,-5.4,,-22.0,-18.2,-11.8,-19.0,,-17.8,,,,,-21.0,-5.6,24.5,True,,False,False,,,,,,True,,True,True,,False,True,True,True,,True,,,,,False,True,False
37105,229,171.0,163.9,,136.0,174.0,,,,,,109.0,,198.2,85.9,,45.6,135.6,53.4,174.0,,112.1,151.6,,,,131.0,219.4,257.7,-58.0,-65.1,,-93.0,-55.0,,,,,,-120.0,,-30.8,-143.1,,-183.4,-93.4,-175.6,-55.0,,-116.9,-77.4,,,,-98.0,-9.6,28.7,False,,False,True,,,,,,False,,True,False,,False,False,False,True,,False,False,,,,False,True,True
