,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01121,462,220.0,169.0,,186.0,188.0,,,,,,186.0,,356.8,359.9,,136.3,217.9,153.4,,76.0,,171.0,,,,,47.5,1631.1,-242.0,-293.0,,-276.0,-274.0,,,,,,-276.0,,-105.2,-102.1,,-325.7,-244.1,-308.6,,-386.0,,-291.0,,,,,-414.5,1169.1,False,,False,False,,,,,,False,,True,True,,False,False,False,,False,,False,,,,,False,False
01123,120,48.0,65.1,,50.0,30.0,,,,,,115.0,,161.5,87.1,,26.5,53.8,20.5,,22.1,,,,,,,19.7,256.7,-72.0,-54.9,,-70.0,-90.0,,,,,,-5.0,,41.5,-32.9,,-93.5,-66.2,-99.5,,-97.9,,,,,,,-100.3,136.7,True,,True,False,,,,,,True,,True,True,,False,True,False,,False,,,,,,,False,False
01125,2809,872.0,869.0,1883.6,816.0,381.0,,,,,,1013.0,,897.0,602.2,,793.6,890.4,274.8,,823.6,,618.5,693.0,,,,659.7,5203.0,-1937.0,-1940.0,-925.4,-1993.0,-2428.0,,,,,,-1796.0,,-1912.0,-2206.8,,-2015.4,-1918.6,-2534.2,,-1985.4,,-2190.5,-2116.0,,,,-2149.3,2394.0,False,True,False,False,,,,,,True,,True,False,,False,True,False,,False,,False,False,,,,False,False
01127,383,396.0,388.2,,342.0,563.0,,,,,,201.0,,523.3,133.4,,164.4,365.7,158.2,,355.0,,204.9,,,,,363.5,2522.0,13.0,5.2,,-41.0,180.0,,,,,,-182.0,,140.3,-249.6,,-218.6,-17.3,-224.8,,-28.0,,-178.1,,,,,-19.5,2139.0,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,False,False
01129,68,28.0,12.6,,17.0,2.0,,,,,,51.0,,125.8,45.4,,3.1,23.8,0.0,,4.7,,,,,,,22.5,612.3,-40.0,-55.4,,-51.0,-66.0,,,,,,-17.0,,57.8,-22.6,,-64.9,-44.2,-68.0,,-63.3,,,,,,,-45.5,544.3,False,,False,False,,,,,,True,,False,True,,False,False,False,,False,,,,,,,False,False
01131,25,20.0,20.6,,15.0,10.0,,,,,,24.0,,28.1,20.0,,1.3,12.9,0.1,,7.2,,,,,,,17.5,97.1,-5.0,-4.4,,-10.0,-15.0,,,,,,-1.0,,3.1,-5.0,,-23.7,-12.1,-24.9,,-17.8,,,,,,,-7.5,72.1,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,,False,False
01133,166,188.0,179.4,,162.0,280.0,,,,,,75.0,,240.3,82.4,,117.6,144.1,75.5,,298.4,,,,,,,122.3,224.4,22.0,13.4,,-4.0,114.0,,,,,,-91.0,,74.3,-83.6,,-48.4,-21.9,-90.5,,132.4,,,,,,,-43.7,58.4,True,,True,False,,,,,,False,,False,False,,False,True,False,,False,,,,,,,False,False
02013,5,0.0,0.0,,0.0,0.0,,,,,,,,0.0,1.1,,,0.0,,,0.0,,,,,,,4.0,22.8,-5.0,-5.0,,-5.0,-5.0,,,,,,,,-5.0,-3.9,,,-5.0,,,-5.0,,,,,,,-1.0,17.8,False,,False,False,,,,,,,,False,True,,,True,,,False,,,,,,,True,False
02016,1,4.0,2.7,,0.0,0.0,,,,,,,,3.2,1.6,,,0.4,,,0.2,,,,,,,4.2,13.7,3.0,1.7,,-1.0,-1.0,,,,,,,,2.2,0.6,,,-0.6,,,-0.8,,,,,,,3.2,12.7,True,,True,True,,,,,,,,True,True,,,True,,,True,,,,,,,False,False
02020,1818,1080.0,1103.4,,1024.0,2849.0,,,,,,,,1107.5,1584.2,,737.1,958.8,875.2,,527.6,,612.2,1000.0,,,,467.3,2726.4,-738.0,-714.6,,-794.0,1031.0,,,,,,,,-710.5,-233.8,,-1080.9,-859.2,-942.8,,-1290.4,,-1205.8,-818.0,,,,-1350.7,908.4,True,,False,False,,,,,,,,True,True,,False,False,False,,False,,False,False,,,,False,False
02050,90,84.0,71.3,,29.0,0.0,,,,,,,,52.9,40.9,,2.8,24.4,,,33.1,,,,,,,38.8,318.4,-6.0,-18.7,,-61.0,-90.0,,,,,,,,-37.1,-49.1,,-87.2,-65.6,,,-56.9,,,,,,,-51.2,228.4,False,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,,False,False
02060,0,0.0,0.8,,0.0,0.0,,,,,,,,0.0,0.0,,0.2,0.0,,,0.0,,,,,,,4.2,25.4,0.0,0.8,,0.0,0.0,,,,,,,,0.0,0.0,,0.2,0.0,,,0.0,,,,,,,4.2,25.4,False,,True,True,,,,,,,,True,True,,False,True,,,True,,,,,,,False,False
02068,11,0.0,0.1,,0.0,0.0,,,,,,,,1.7,2.7,,,0.0,,,0.1,,,,,,,4.1,356.2,-11.0,-10.9,,-11.0,-11.0,,,,,,,,-9.3,-8.3,,,-11.0,,,-10.9,,,,,,,-6.9,345.2,True,,False,False,,,,,,,,True,True,,,True,,,True,,,,,,,True,False
02070,6,4.0,2.5,,0.0,0.0,,,,,,,,0.1,5.2,,0.1,0.1,,,1.4,,,,,,,4.2,42.2,-2.0,-3.5,,-6.0,-6.0,,,,,,,,-5.9,-0.8,,-5.9,-5.9,,,-4.6,,,,,,,-1.8,36.2,False,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,,True,False
02090,658,504.0,513.1,,506.0,,,,,,,,,605.4,382.5,,596.9,415.9,329.3,,482.5,,,,,,,140.8,920.0,-154.0,-144.9,,-152.0,,,,,,,,,-52.6,-275.5,,-61.1,-242.1,-328.7,,-175.5,,,,,,,-517.2,262.0,True,,True,,,,,,,,,True,False,,True,False,False,,False,,,,,,,False,False
02100,1,0.0,0.1,,0.0,0.0,,,,,,,,0.4,0.1,,,0.0,,,0.0,,,,,,,4.1,53.3,-1.0,-0.9,,-1.0,-1.0,,,,,,,,-0.6,-0.9,,,-1.0,,,-1.0,,,,,,,3.1,52.3,True,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,0.5,2.6,,,0.0,,,0.0,,,,,,,,35.6,0.0,0.0,,0.0,0.0,,,,,,,,0.5,2.6,,,0.0,,,0.0,,,,,,,,35.6,True,,True,True,,,,,,,,False,False,,,True,,,True,,,,,,,,False
02110,86,172.0,168.8,,139.0,113.0,,,,,,,,221.2,92.9,,103.6,129.4,1.1,,338.8,,,,,,,45.1,228.2,86.0,82.8,,53.0,27.0,,,,,,,,135.2,6.9,,17.6,43.4,-84.9,,252.8,,,,,,,-40.9,142.2,True,,True,True,,,,,,,,False,True,,True,True,True,,False,,,,,,,True,False
02122,77,28.0,29.7,,27.0,15.0,,,,,,,,129.7,100.2,,1.5,21.0,152.1,,4.4,,,,,,,23.2,183.5,-49.0,-47.3,,-50.0,-62.0,,,,,,,,52.7,23.2,,-75.5,-56.0,75.1,,-72.6,,,,,,,-53.8,106.5,True,,False,False,,,,,,,,False,True,,False,False,False,,False,,,,,,,False,False
02130,8,4.0,5.4,,0.0,0.0,,,,,,,,0.0,7.9,,1.0,0.7,,,0.0,,,,,,,6.1,22.0,-4.0,-2.6,,-8.0,-8.0,,,,,,,,-8.0,-0.1,,-7.0,-7.3,,,-8.0,,,,,,,-1.9,14.0,True,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,,True,False
02150,22,8.0,7.7,,2.0,0.0,,,,,,,,10.5,4.8,,0.3,0.6,,,3.6,,,,,,,4.9,85.1,-14.0,-14.3,,-20.0,-22.0,,,,,,,,-11.5,-17.2,,-21.7,-21.4,,,-18.4,,,,,,,-17.1,63.1,False,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,,False,False
02158,8,4.0,2.7,,4.0,0.0,,,,,,,,5.6,,,,1.2,,,3.2,,,,,,,,,-4.0,-5.3,,-4.0,-8.0,,,,,,,,-2.4,,,,-6.8,,,-4.8,,,,,,,,,False,,False,False,,,,,,,,True,,,,False,,,False,,,,,,,,
02164,10,0.0,0.0,,0.0,0.0,,,,,,,,0.3,1.5,,,0.0,,,0.0,,,,,,,4.0,217.5,-10.0,-10.0,,-10.0,-10.0,,,,,,,,-9.7,-8.5,,,-10.0,,,-10.0,,,,,,,-6.0,207.5,False,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,,True,False
02170,196,108.0,115.1,,113.0,64.0,,,,,,,,191.7,351.4,,60.7,119.3,301.3,,104.8,,,,,,,69.9,635.5,-88.0,-80.9,,-83.0,-132.0,,,,,,,,-4.3,155.4,,-135.3,-76.7,105.3,,-91.2,,,,,,,-126.1,439.5,True,,True,False,,,,,,,,True,False,,False,True,False,,False,,,,,,,False,False
02180,52,24.0,22.4,,8.0,0.0,,,,,,,,15.7,15.3,,1.0,11.7,,,4.6,,,,,,,5.5,53.2,-28.0,-29.6,,-44.0,-52.0,,,,,,,,-36.3,-36.7,,-51.0,-40.3,,,-47.4,,,,,,,-46.5,1.2,False,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,,False,True
02185,98,48.0,46.6,,30.0,7.0,,,,,,,,90.0,34.7,,2.3,33.8,,,21.7,,,,,,,14.2,90.0,-50.0,-51.4,,-68.0,-91.0,,,,,,,,-8.0,-63.3,,-95.7,-64.2,,,-76.3,,,,,,,-83.8,-8.0,False,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,,False,True
02188,96,12.0,15.2,,8.0,0.0,,,,,,,,14.5,17.6,,3.0,4.9,,,6.6,,,,,,,8.8,31.9,-84.0,-80.8,,-88.0,-96.0,,,,,,,,-81.5,-78.4,,-93.0,-91.1,,,-89.4,,,,,,,-87.2,-64.1,True,,False,False,,,,,,,,True,True,,False,False,,,False,,,,,,,False,True
02195,1,0.0,0.0,,0.0,0.0,,,,,,,,0.4,0.1,,0.1,0.0,,,0.0,,,,,,,,23.3,-1.0,-1.0,,-1.0,-1.0,,,,,,,,-0.6,-0.9,,-0.9,-1.0,,,-1.0,,,,,,,,22.3,True,,False,False,,,,,,,,True,True,,True,True,,,False,,,,,,,,False
02198,2,8.0,8.2,,5.0,0.0,,,,,,,,10.4,12.7,,1.7,3.0,,,4.6,,,,,,,,15.5,6.0,6.2,,3.0,-2.0,,,,,,,,8.4,10.7,,-0.3,1.0,,,2.6,,,,,,,,13.5,False,,True,True,,,,,,,,False,False,,True,True,,,True,,,,,,,,False
02220,14,8.0,8.5,,3.0,0.0,,,,,,,,5.1,10.5,,0.7,0.9,,,2.8,,,,,,,5.5,17.9,-6.0,-5.5,,-11.0,-14.0,,,,,,,,-8.9,-3.5,,-13.3,-13.1,,,-11.2,,,,,,,-8.5,3.9,True,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,,False,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,14.2,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,14.2,True,,True,True,,,,,,,,True,True,,,True,,,True,,,,,,,,False
02240,13,8.0,9.3,,0.0,0.0,,,,,,,,7.2,0.5,,0.3,1.4,,,1.4,,,,,,,4.5,130.7,-5.0,-3.7,,-13.0,-13.0,,,,,,,,-5.8,-12.5,,-12.7,-11.6,,,-11.7,,,,,,,-8.5,117.7,True,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,,False,False
02261,11,0.0,0.2,,0.0,0.0,,,,,,,,6.6,3.6,,1.9,1.5,,,10.9,,,,,,,7.1,200.4,-11.0,-10.8,,-11.0,-11.0,,,,,,,,-4.4,-7.4,,-9.1,-9.5,,,-0.1,,,,,,,-3.9,189.4,True,,False,False,,,,,,,,True,True,,True,True,,,True,,,,,,,True,False
02275,1,0.0,0.4,,0.0,0.0,,,,,,,,1.4,0.8,,,0.1,,,0.2,,,,,,,,18.9,-1.0,-0.6,,-1.0,-1.0,,,,,,,,0.4,-0.2,,,-0.9,,,-0.8,,,,,,,,17.9,True,,False,False,,,,,,,,True,True,,,True,,,True,,,,,,,,False
02282,6,4.0,1.9,,1.0,0.0,,,,,,,,2.6,0.0,,,0.3,,,0.8,,,,,,,4.8,89.7,-2.0,-4.1,,-5.0,-6.0,,,,,,,,-3.4,-6.0,,,-5.7,,,-5.2,,,,,,,-1.2,83.7,False,,False,False,,,,,,,,False,False,,,False,,,False,,,,,,,True,False
02290,15,8.0,4.7,,5.0,0.0,,,,,,,,9.3,2.4,,3.8,4.2,,,0.2,,,,,,,6.3,77.0,-7.0,-10.3,,-10.0,-15.0,,,,,,,,-5.7,-12.6,,-11.2,-10.8,,,-14.8,,,,,,,-8.7,62.0,False,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,,False,False
04001,333,100.0,102.2,,47.0,43.0,,,,,,368.0,,46.9,69.2,,15.8,72.3,3.6,,11.9,,154.8,,,,,119.2,147.4,-233.0,-230.8,,-286.0,-290.0,,,,,,35.0,,-286.1,-263.8,,-317.2,-260.7,-329.4,,-321.1,,-178.2,,,,,-213.8,-185.6,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,True,,,,,True,True
04003,97,72.0,52.8,,66.0,10.0,,,,,,187.0,,216.4,95.2,,14.4,62.7,133.3,,8.8,,69.0,,,,,34.3,502.8,-25.0,-44.2,,-31.0,-87.0,,,,,,90.0,,119.4,-1.8,,-82.6,-34.3,36.3,,-88.2,,-28.0,,,,,-62.7,405.8,False,,False,False,,,,,,False,,False,True,,False,False,False,,False,,False,,,,,False,False
04005,979,396.0,389.0,,408.0,343.0,,,,,,676.0,,258.8,138.1,,597.9,634.0,18.9,,2879.3,,273.9,1865.0,,,,64.4,836.2,-583.0,-590.0,,-571.0,-636.0,,,,,,-303.0,,-720.2,-840.9,,-381.1,-345.0,-960.1,,1900.3,,-705.1,886.0,,,,-914.6,-142.8,False,,True,False,,,,,,True,,False,False,,True,True,False,,False,,False,False,,,,False,True
04007,359,156.0,144.2,,81.0,18.0,,,,,,59.0,,240.8,74.9,,80.8,100.4,0.6,,16.4,,107.1,,,,,60.6,10642.4,-203.0,-214.8,,-278.0,-341.0,,,,,,-300.0,,-118.2,-284.1,,-278.2,-258.6,-358.4,,-342.6,,-251.9,,,,,-298.4,10283.4,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,False,,,,,False,False
04009,165,68.0,72.9,,62.0,84.0,,,,,,103.0,,175.5,64.3,,9.9,51.4,0.0,,46.0,,,,,,,93.7,1738.2,-97.0,-92.1,,-103.0,-81.0,,,,,,-62.0,,10.5,-100.7,,-155.1,-113.6,-165.0,,-119.0,,,,,,,-71.3,1573.2,True,,False,True,,,,,,True,,True,False,,False,False,False,,False,,,,,,,True,False
04011,4,4.0,4.5,,0.0,0.0,,,,,,14.0,,1.0,6.1,,0.0,1.0,,,1.8,,,,,,,5.3,64.8,0.0,0.5,,-4.0,-4.0,,,,,,10.0,,-3.0,2.1,,-4.0,-3.0,,,-2.2,,,,,,,1.3,60.8,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,,,False,False
04012,46,32.0,25.8,,13.0,1.0,,,,,,28.0,,546.0,19.6,,2.9,22.9,0.0,,3.9,,,,,,,11.8,12472.3,-14.0,-20.2,,-33.0,-45.0,,,,,,-18.0,,500.0,-26.4,,-43.1,-23.1,-46.0,,-42.1,,,,,,,-34.2,12426.3,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,,False,False
04013,8555,5744.0,6027.9,4188.4,4627.0,5764.0,,,,,,6853.0,,4620.3,4976.1,,5350.1,5489.8,1284.4,,1324.9,,3985.8,4356.0,,,,3577.0,22919.7,-2811.0,-2527.1,-4366.6,-3928.0,-2791.0,,,,,,-1702.0,,-3934.7,-3578.9,,-3204.9,-3065.2,-7270.6,,-7230.1,,-4569.2,-4199.0,,,,-4978.0,14364.7,True,False,False,True,,,,,,True,,False,False,,False,False,False,,False,,False,False,,,,False,False
04015,306,160.0,93.7,,163.0,290.0,,,,,,439.0,,432.1,173.9,,36.8,169.3,196.4,,115.7,,167.4,71.0,,,,217.5,9154.1,-146.0,-212.3,,-143.0,-16.0,,,,,,133.0,,126.1,-132.1,,-269.2,-136.7,-109.6,,-190.3,,-138.6,-235.0,,,,-88.5,8848.1,False,,True,True,,,,,,True,,True,True,,False,True,True,,False,,True,False,,,,True,False
04017,211,132.0,126.1,,113.0,101.0,,,,,,454.0,,184.1,107.5,,49.9,111.4,10.3,,51.4,,148.7,,,,,107.3,388.7,-79.0,-84.9,,-98.0,-110.0,,,,,,243.0,,-26.9,-103.5,,-161.1,-99.6,-200.7,,-159.6,,-62.3,,,,,-103.7,177.7,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,True,,,,,False,False
04019,4006,2092.0,2325.7,1820.5,1752.0,1216.0,,,,,,2007.0,,2066.9,1266.7,,1318.6,1762.6,1593.5,,692.9,,1254.4,1171.0,,,,1730.5,20949.6,-1914.0,-1680.3,-2185.5,-2254.0,-2790.0,,,,,,-1999.0,,-1939.1,-2739.3,,-2687.4,-2243.4,-2412.5,,-3313.1,,-2751.6,-2835.0,,,,-2275.5,16943.6,True,False,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,False,,,,False,False
04021,835,924.0,1096.8,989.7,712.0,3877.0,,,,,,716.0,,1334.2,365.1,,655.5,585.7,348.4,,392.9,,712.9,538.0,,,,457.0,17448.2,89.0,261.8,154.7,-123.0,3042.0,,,,,,-119.0,,499.2,-469.9,,-179.5,-249.3,-486.6,,-442.1,,-122.1,-297.0,,,,-378.0,16613.2,False,False,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,False,,,,False,False
04023,126,44.0,87.2,,37.0,34.0,,,,,,122.0,,164.3,25.8,,5.0,33.5,1.4,,13.9,,44.1,,,,,29.6,235.7,-82.0,-38.8,,-89.0,-92.0,,,,,,-4.0,,38.3,-100.2,,-121.0,-92.5,-124.6,,-112.1,,-81.9,,,,,-96.4,109.7,True,,False,False,,,,,,True,,True,False,,False,False,False,,False,,True,,,,,False,False
04025,275,256.0,271.7,,228.0,11.0,,,,,,366.0,,334.7,311.1,,135.1,211.7,279.6,,246.1,,179.3,150.0,,,,156.6,11230.0,-19.0,-3.3,,-47.0,-264.0,,,,,,91.0,,59.7,36.1,,-139.9,-63.3,4.6,,-28.9,,-95.7,-125.0,,,,-118.4,10955.0,True,,False,False,,,,,,False,,False,False,,False,False,True,,False,,False,False,,,,False,False
04027,608,268.0,246.9,352.6,240.0,83.0,,,,,,498.0,,324.9,235.4,,93.1,264.1,10.2,,65.2,,1260.3,143.0,,,,309.9,8878.4,-340.0,-361.1,-255.4,-368.0,-525.0,,,,,,-110.0,,-283.1,-372.6,,-514.9,-343.9,-597.8,,-542.8,,652.3,-465.0,,,,-298.1,8270.4,False,True,False,False,,,,,,True,,True,False,,False,False,False,,False,,False,False,,,,True,False
05001,240,68.0,67.2,,55.0,24.0,,,,,,100.0,,207.9,51.7,,20.7,54.7,15.2,,56.3,,,,,,,36.9,109.7,-172.0,-172.8,,-185.0,-216.0,,,,,,-140.0,,-32.1,-188.3,,-219.3,-185.3,-224.8,,-183.7,,,,,,,-203.1,-130.3,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,,False,True
05003,73,36.0,33.1,,19.0,3.0,,,,,,57.0,,147.1,38.5,,10.3,27.2,0.1,,0.8,,,,,,,15.2,73.6,-37.0,-39.9,,-54.0,-70.0,,,,,,-16.0,,74.1,-34.5,,-62.7,-45.8,-72.9,,-72.2,,,,,,,-57.8,0.6,False,,False,False,,,,,,True,,False,True,,False,False,False,,False,,,,,,,False,True
05005,260,208.0,220.5,,185.0,189.0,,,,,,102.0,,250.1,162.8,,132.9,154.9,157.2,,348.1,,,,,,,42.9,255.7,-52.0,-39.5,,-75.0,-71.0,,,,,,-158.0,,-9.9,-97.2,,-127.1,-105.1,-102.8,,88.1,,,,,,,-217.1,-4.3,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,,False,True
05007,1338,932.0,888.5,,652.0,575.0,,,,,,1825.0,,951.9,263.0,,433.9,802.9,236.4,,406.1,,524.2,748.0,,,,395.6,1966.6,-406.0,-449.5,,-686.0,-763.0,,,,,,487.0,,-386.1,-1075.0,,-904.1,-535.1,-1101.6,,-932.0,,-813.8,-590.0,,,,-942.4,628.6,False,,False,False,,,,,,False,,True,False,,False,False,False,,False,,False,False,,,,False,False
05009,394,336.0,325.5,,331.0,1313.0,,,,,,240.0,,466.0,208.6,,580.6,404.1,198.5,,160.3,,,,,,,128.1,412.5,-58.0,-68.5,,-63.0,919.0,,,,,,-154.0,,72.0,-185.4,,186.6,10.1,-195.5,,-233.7,,,,,,,-265.9,18.5,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,,,,,,,False,True
05011,28,68.0,62.9,,35.0,37.0,,,,,,48.0,,56.8,33.0,,5.5,36.6,0.0,,22.0,,,,,,,72.8,44.9,40.0,34.9,,7.0,9.0,,,,,,20.0,,28.8,5.0,,-22.5,8.6,-28.0,,-6.0,,,,,,,44.8,16.9,True,,True,True,,,,,,True,,True,True,,True,True,True,,True,,,,,,,False,True
05013,10,20.0,18.2,,6.0,0.0,,,,,,10.0,,11.1,5.7,,,1.6,,,0.1,,,,,,,5.4,55.8,10.0,8.2,,-4.0,-10.0,,,,,,0.0,,1.1,-4.3,,,-8.4,,,-9.9,,,,,,,-4.6,45.8,True,,True,False,,,,,,True,,True,True,,,True,,,True,,,,,,,True,False
05015,303,228.0,228.9,,168.0,203.0,,,,,,196.0,,353.4,78.2,,96.9,119.4,102.2,,101.6,,,,,,,102.7,1051.7,-75.0,-74.1,,-135.0,-100.0,,,,,,-107.0,,50.4,-224.8,,-206.1,-183.6,-200.8,,-201.4,,,,,,,-200.3,748.7,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,,,,,,,False,False
05017,42,28.0,95.6,,19.0,25.0,,,,,,63.0,,26.4,22.3,,3.1,20.5,0.6,,10.2,,,,,,,29.0,92.7,-14.0,53.6,,-23.0,-17.0,,,,,,21.0,,-15.6,-19.7,,-38.9,-21.5,-41.4,,-31.8,,,,,,,-13.0,50.7,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,,,,,,True,False
05019,143,80.0,80.7,,75.0,36.0,,,,,,91.0,,563.9,40.1,,12.4,74.3,62.7,,17.2,,,,,,,60.2,64.1,-63.0,-62.3,,-68.0,-107.0,,,,,,-52.0,,420.9,-102.9,,-130.6,-68.7,-80.3,,-125.8,,,,,,,-82.8,-78.9,True,,False,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,,False,False
05021,147,104.0,104.8,,77.0,132.0,,,,,,81.0,,430.0,60.7,,51.7,66.7,50.2,,37.6,,,,,,,43.9,145.6,-43.0,-42.2,,-70.0,-15.0,,,,,,-66.0,,283.0,-86.3,,-95.3,-80.3,-96.8,,-109.4,,,,,,,-103.1,-1.4,True,,False,True,,,,,,False,,False,False,,False,False,False,,False,,,,,,,False,True
05023,96,116.0,119.8,,86.0,183.0,,,,,,99.0,,188.6,41.5,,72.5,72.8,50.5,,2.0,,,,,,,36.0,305.8,20.0,23.8,,-10.0,87.0,,,,,,3.0,,92.6,-54.5,,-23.5,-23.2,-45.5,,-94.0,,,,,,,-60.0,209.8,False,,True,False,,,,,,True,,False,False,,False,False,False,,False,,,,,,,False,False
05025,39,64.0,58.0,,19.0,1.0,,,,,,18.0,,43.1,23.0,,20.5,33.3,3.2,,9.2,,,,,,,11.0,258.5,25.0,19.0,,-20.0,-38.0,,,,,,-21.0,,4.1,-16.0,,-18.5,-5.7,-35.8,,-29.8,,,,,,,-28.0,219.5,True,,True,False,,,,,,True,,True,True,,True,True,False,,False,,,,,,,False,False
05027,273,88.0,92.0,,58.0,32.0,,,,,,55.0,,204.5,99.1,,40.9,70.8,0.0,,20.0,,,,,,,40.9,144.2,-185.0,-181.0,,-215.0,-241.0,,,,,,-218.0,,-68.5,-173.9,,-232.1,-202.2,-273.0,,-253.0,,,,,,,-232.1,-128.8,True,,False,False,,,,,,False,,True,True,,False,False,False,,False,,,,,,,False,True
05029,76,60.0,62.3,,61.0,61.0,,,,,,178.0,,295.3,49.2,,20.5,45.2,78.8,,12.4,,,,,,,30.8,291.8,-16.0,-13.7,,-15.0,-15.0,,,,,,102.0,,219.3,-26.8,,-55.5,-30.8,2.8,,-63.6,,,,,,,-45.2,215.8,True,,True,True,,,,,,False,,False,False,,False,False,True,,False,,,,,,,False,False
05031,1261,1260.0,1272.3,,891.0,5343.0,,,,,,1052.0,,1271.6,503.2,,557.7,865.5,600.3,,492.2,,855.6,,,,,610.4,1739.0,-1.0,11.3,,-370.0,4082.0,,,,,,-209.0,,10.6,-757.8,,-703.3,-395.5,-660.7,,-768.8,,-405.4,,,,,-650.6,478.0,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,False,False
05033,626,428.0,425.2,,363.0,343.0,,,,,,444.0,,567.5,179.2,,216.5,295.5,271.2,,203.8,,,,,,,172.6,2436.7,-198.0,-200.8,,-263.0,-283.0,,,,,,-182.0,,-58.5,-446.8,,-409.5,-330.5,-354.8,,-422.2,,,,,,,-453.4,1810.7,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,,,,,,,False,False
05035,260,384.0,384.5,,325.0,654.0,,,,,,334.0,,849.9,156.7,,94.2,265.0,6.6,,105.7,,349.9,,,,,230.1,4224.7,124.0,124.5,,65.0,394.0,,,,,,74.0,,589.9,-103.3,,-165.8,5.0,-253.4,,-154.3,,89.9,,,,,-29.9,3964.7,False,,True,False,,,,,,True,,False,True,,False,True,False,,False,,True,,,,,True,False
