,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28093,185,310.0,204.0,,,,,308.0,,203.9,,129.6,2.4,,137.3,285.7,,202.0,125.0,19.0,,,,,123.0,,18.9,,-55.4,-182.6,,-47.7,100.7,,17.0,True,,,,,True,,True,,True,False,,True,True,,True
28095,255,335.0,215.0,,,,,319.0,,222.8,,196.9,26.6,,185.9,249.0,,183.0,80.0,-40.0,,,,,64.0,,-32.2,,-58.1,-228.4,,-69.1,-6.0,,-72.0,True,,,,,True,,True,,True,False,,True,True,,True
28097,89,80.0,41.0,,,,,49.0,,46.1,,18.2,0.2,,39.3,80.0,,19.0,-9.0,-48.0,,,,,-40.0,,-42.9,,-70.8,-88.8,,-49.7,-9.0,,-70.0,False,,,,,False,,False,,False,False,,False,True,,False
28099,252,210.0,168.0,,,,,252.0,,82.8,,28.3,3.3,,105.3,186.9,,0.0,-42.0,-84.0,,,,,0.0,,-169.2,,-223.7,-248.7,,-146.7,-65.1,,-252.0,False,,,,,True,,False,,False,False,,False,False,,False
28101,126,165.0,175.0,,,,,134.0,,108.9,,36.1,3.5,,28.9,166.6,,117.0,39.0,49.0,,,,,8.0,,-17.1,,-89.9,-122.5,,-97.1,40.6,,-9.0,False,,,,,True,,True,,False,False,,False,False,,True
28103,50,65.0,40.0,,,,,68.0,,41.4,,11.6,1.7,,2.7,133.9,,0.0,15.0,-10.0,,,,,18.0,,-8.6,,-38.4,-48.3,,-47.3,83.9,,-50.0,True,,,,,False,,True,,False,False,,False,False,,False
28105,337,790.0,1701.0,,,,,893.0,,184.1,,343.9,0.1,,345.9,538.8,,513.0,453.0,1364.0,,,,,556.0,,-152.9,,6.9,-336.9,,8.9,201.8,,176.0,False,,,,,False,,True,,True,True,,True,True,,True
28107,271,200.0,95.0,,,,,230.0,,133.8,,36.0,2.1,,46.1,229.0,,86.0,-71.0,-176.0,,,,,-41.0,,-137.2,,-235.0,-268.9,,-224.9,-42.0,,-185.0,False,,,,,True,,False,,False,False,,False,True,,False
28109,214,220.0,124.0,,,,,446.0,,261.5,,74.7,266.5,,88.6,216.2,,123.0,6.0,-90.0,,,,,232.0,,47.5,,-139.3,52.5,,-125.4,2.2,,-91.0,False,,,,,False,,False,,False,False,,False,True,,False
28111,113,280.0,97.0,,,,,94.0,,69.4,,80.3,57.3,,54.4,195.7,,139.0,167.0,-16.0,,,,,-19.0,,-43.6,,-32.7,-55.7,,-58.6,82.7,,26.0,True,,,,,True,,True,,True,True,,True,True,,True
28113,130,215.0,167.0,,,,,452.0,,200.8,,115.8,2.6,,71.2,285.9,,99.0,85.0,37.0,,,,,322.0,,70.8,,-14.2,-127.4,,-58.8,155.9,,-31.0,True,,,,,False,,True,,True,False,,True,False,,True
28115,291,285.0,277.0,,,,,300.0,,145.7,,63.9,5.2,,177.0,289.7,,100.0,-6.0,-14.0,,,,,9.0,,-145.3,,-227.1,-285.8,,-114.0,-1.3,,-191.0,False,,,,,False,,False,,False,False,,False,True,,False
28117,276,285.0,197.0,,,,,349.0,,153.2,,67.3,25.3,,68.1,202.0,,114.0,9.0,-79.0,,,,,73.0,,-122.8,,-208.7,-250.7,,-207.9,-74.0,,-162.0,False,,,,,False,,False,,False,False,,False,False,,False
28119,60,145.0,47.0,,,,,27.0,,41.0,,70.7,0.4,,47.2,112.4,,0.0,85.0,-13.0,,,,,-33.0,,-19.0,,10.7,-59.6,,-12.8,52.4,,-60.0,True,,,,,True,,True,,True,True,,True,True,,True
28121,605,850.0,652.0,,,,,805.0,,635.3,,737.8,245.4,,365.3,607.9,,524.0,245.0,47.0,,,,,200.0,,30.3,,132.8,-359.6,,-239.7,2.9,,-81.0,True,,,,,True,,True,,True,False,,True,True,,True
28123,75,160.0,136.0,,,,,280.0,,90.6,,54.4,1.8,,21.4,117.3,,83.0,85.0,61.0,,,,,205.0,,15.6,,-20.6,-73.2,,-53.6,42.3,,8.0,True,,,,,False,,True,,True,True,,True,True,,True
28125,24,25.0,6.0,,,,,21.0,,21.0,,23.6,0.1,,4.2,55.5,,0.0,1.0,-18.0,,,,,-3.0,,-3.0,,-0.4,-23.9,,-19.8,31.5,,-24.0,False,,,,,False,,False,,True,False,,False,False,,False
28127,185,115.0,55.0,,,,,229.0,,130.9,,50.8,1.8,,6.1,53.5,,59.0,-70.0,-130.0,,,,,44.0,,-54.1,,-134.2,-183.2,,-178.9,-131.5,,-126.0,False,,,,,True,,True,,False,False,,False,False,,False
28129,76,145.0,71.0,,,,,106.0,,59.7,,18.4,3.8,,14.7,97.3,,91.0,69.0,-5.0,,,,,30.0,,-16.3,,-57.6,-72.2,,-61.3,21.3,,15.0,True,,,,,True,,True,,True,False,,True,True,,True
28131,88,105.0,49.0,,,,,258.0,,104.5,,37.3,45.3,,36.0,150.9,,60.0,17.0,-39.0,,,,,170.0,,16.5,,-50.7,-42.7,,-52.0,62.9,,-28.0,False,,,,,False,,True,,False,False,,False,False,,False
28133,231,270.0,130.0,,,,,266.0,,139.8,,136.0,2.0,,121.7,115.0,,0.0,39.0,-101.0,,,,,35.0,,-91.2,,-95.0,-229.0,,-109.3,-116.0,,-231.0,False,,,,,True,,False,,False,False,,False,False,,False
28135,127,245.0,55.0,,,,,135.0,,76.6,,78.3,0.6,,34.5,114.9,,13.0,118.0,-72.0,,,,,8.0,,-50.4,,-48.7,-126.4,,-92.5,-12.1,,-114.0,True,,,,,True,,True,,True,False,,True,True,,True
28137,201,125.0,47.0,,,,,182.0,,97.2,,37.4,2.6,,50.2,97.5,,43.0,-76.0,-154.0,,,,,-19.0,,-103.8,,-163.6,-198.4,,-150.8,-103.5,,-158.0,False,,,,,True,,False,,False,False,,False,False,,False
28139,218,130.0,64.0,,,,,252.0,,94.2,,17.9,0.8,,38.4,168.6,,56.0,-88.0,-154.0,,,,,34.0,,-123.8,,-200.1,-217.2,,-179.6,-49.4,,-162.0,False,,,,,True,,False,,False,False,,False,True,,False
28141,171,170.0,77.0,,,,,245.0,,149.3,,95.4,1.1,,112.9,255.9,,102.0,-1.0,-94.0,,,,,74.0,,-21.7,,-75.6,-169.9,,-58.1,84.9,,-69.0,False,,,,,False,,False,,False,False,,False,False,,False
28143,56,45.0,19.0,,,,,47.0,,47.5,,9.8,0.0,,86.2,191.9,,10.0,-11.0,-37.0,,,,,-9.0,,-8.5,,-46.2,-56.0,,30.2,135.9,,-46.0,False,,,,,True,,True,,False,False,,False,False,,False
28145,178,165.0,48.0,,,,,302.0,,168.2,,51.6,2.0,,33.8,232.9,,87.0,-13.0,-130.0,,,,,124.0,,-9.8,,-126.4,-176.0,,-144.2,54.9,,-91.0,False,,,,,False,,True,,False,False,,False,False,,False
28147,41,65.0,30.0,,,,,164.0,,42.8,,11.1,0.3,,22.6,35.8,,32.0,24.0,-11.0,,,,,123.0,,1.8,,-29.9,-40.7,,-18.4,-5.2,,-9.0,True,,,,,False,,True,,False,False,,True,True,,True
28149,127,185.0,103.0,,,,,305.0,,166.2,,25.3,4.6,,35.6,156.6,,112.0,58.0,-24.0,,,,,178.0,,39.2,,-101.7,-122.4,,-91.4,29.6,,-15.0,True,,,,,False,,True,,False,False,,False,True,,True
28151,318,445.0,274.0,,,,,284.0,,232.0,,240.3,7.8,,132.4,277.2,,81.0,127.0,-44.0,,,,,-34.0,,-86.0,,-77.7,-310.2,,-185.6,-40.8,,-237.0,True,,,,,True,,True,,True,False,,False,True,,False
28153,95,60.0,39.0,,,,,211.0,,38.7,,13.1,4.2,,45.8,98.3,,29.0,-35.0,-56.0,,,,,116.0,,-56.3,,-81.9,-90.8,,-49.2,3.3,,-66.0,False,,,,,False,,False,,False,False,,False,True,,False
28155,46,75.0,53.0,,,,,60.0,,40.8,,7.0,2.8,,4.4,29.9,,30.0,29.0,7.0,,,,,14.0,,-5.2,,-39.0,-43.2,,-41.6,-16.1,,-16.0,True,,,,,True,,True,,False,False,,False,True,,True
28157,33,40.0,33.0,,,,,100.0,,37.0,,4.5,0.0,,4.6,52.6,,11.0,7.0,0.0,,,,,67.0,,4.0,,-28.5,-33.0,,-28.4,19.6,,-22.0,True,,,,,False,,True,,False,False,,False,False,,False
28159,81,90.0,40.0,,,,,114.0,,64.8,,13.8,2.9,,7.4,90.9,,37.0,9.0,-41.0,,,,,33.0,,-16.2,,-67.2,-78.1,,-73.6,9.9,,-44.0,False,,,,,False,,False,,False,False,,False,False,,False
28161,77,150.0,91.0,,,,,59.0,,52.3,,13.0,31.0,,21.2,100.2,,117.0,73.0,14.0,,,,,-18.0,,-24.7,,-64.0,-46.0,,-55.8,23.2,,40.0,True,,,,,True,,True,,True,True,,True,True,,True
28163,127,120.0,64.0,,,,,387.0,,101.4,,46.0,0.6,,101.4,112.4,,92.0,-7.0,-63.0,,,,,260.0,,-25.6,,-81.0,-126.4,,-25.6,-14.6,,-35.0,False,,,,,False,,False,,False,False,,False,False,,False
29001,144,190.0,254.0,,,,,654.0,,146.2,,118.2,118.1,,361.9,75.7,,194.0,46.0,110.0,,,,,510.0,,2.2,,-25.8,-25.9,,217.9,-68.3,,50.0,False,,,,,False,,True,,True,True,,False,False,,False
29003,197,95.0,196.0,,,,,106.0,,92.0,,75.6,109.4,,116.3,79.6,,89.0,-102.0,-1.0,,,,,-91.0,,-105.0,,-121.4,-87.6,,-80.7,-117.4,,-108.0,True,,,,,True,,False,,False,True,,True,False,,False
29005,32,40.0,0.0,,,,,17.0,,20.2,,6.8,,,53.6,,,59.0,8.0,-32.0,,,,,-15.0,,-11.8,,-25.2,,,21.6,,,27.0,False,,,,,False,,False,,False,,,False,,,False
29007,183,245.0,549.0,,,,,202.0,,190.8,,71.4,44.1,,127.8,121.3,,293.0,62.0,366.0,,,,,19.0,,7.8,,-111.6,-138.9,,-55.2,-61.7,,110.0,False,,,,,True,,True,,False,False,,True,True,,False
29009,211,110.0,87.0,,,,,251.0,,180.0,,54.9,195.5,,55.1,92.2,,63.0,-101.0,-124.0,,,,,40.0,,-31.0,,-156.1,-15.5,,-155.9,-118.8,,-148.0,False,,,,,True,,True,,False,True,,False,False,,False
29011,204,60.0,94.0,,,,,47.0,,38.6,,,84.8,,41.6,35.2,,59.0,-144.0,-110.0,,,,,-157.0,,-165.4,,,-119.2,,-162.4,-168.8,,-145.0,True,,,,,False,,False,,,True,,False,False,,False
29013,108,40.0,79.0,,,,,96.0,,41.9,,17.0,,,6.3,34.6,,56.0,-68.0,-29.0,,,,,-12.0,,-66.1,,-91.0,,,-101.7,-73.4,,-52.0,True,,,,,True,,True,,False,,,False,False,,True
29015,262,20.0,4.0,,,,,57.0,,72.9,,6.9,127.7,,6.7,53.5,,4.0,-242.0,-258.0,,,,,-205.0,,-189.1,,-255.1,-134.3,,-255.3,-208.5,,-258.0,False,,,,,True,,True,,False,True,,False,True,,False
29017,240,155.0,249.0,,,,,63.0,,80.2,,139.5,40.4,,75.2,87.4,,121.0,-85.0,9.0,,,,,-177.0,,-159.8,,-100.5,-199.6,,-164.8,-152.6,,-119.0,True,,,,,False,,False,,False,False,,False,False,,False
29019,2135,5005.0,9063.0,,,,,1998.0,,642.1,,2795.3,1576.4,,1953.2,2518.7,,2512.0,2870.0,6928.0,,,,,-137.0,,-1492.9,,660.3,-558.6,,-181.8,383.7,,377.0,False,,,,,True,,True,,True,True,,True,True,,True
29021,1082,535.0,878.0,,,,,969.0,,302.0,,417.4,118.6,,734.2,350.7,,588.0,-547.0,-204.0,,,,,-113.0,,-780.0,,-664.6,-963.4,,-347.8,-731.3,,-494.0,True,,,,,True,,False,,False,False,,True,False,,True
29023,424,185.0,187.0,,,,,344.0,,209.4,,123.8,152.4,,21.8,178.0,,258.0,-239.0,-237.0,,,,,-80.0,,-214.6,,-300.2,-271.6,,-402.2,-246.0,,-166.0,True,,,,,True,,True,,False,False,,False,False,,True
29025,81,40.0,29.0,,,,,50.0,,26.8,,9.7,,,28.7,36.9,,78.0,-41.0,-52.0,,,,,-31.0,,-54.2,,-71.3,,,-52.3,-44.1,,-3.0,False,,,,,True,,False,,False,,,False,False,,True
29027,451,455.0,554.0,,,,,307.0,,256.7,,575.3,234.2,,537.6,614.4,,354.0,4.0,103.0,,,,,-144.0,,-194.3,,124.3,-216.8,,86.6,163.4,,-97.0,False,,,,,False,,False,,False,False,,False,False,,False
29029,716,380.0,685.0,,,,,156.0,,217.2,,381.9,398.4,,87.1,209.1,,309.0,-336.0,-31.0,,,,,-560.0,,-498.8,,-334.1,-317.6,,-628.9,-506.9,,-407.0,True,,,,,False,,False,,True,True,,False,False,,False
29031,1190,535.0,487.0,,,,,567.0,,337.5,,465.1,460.2,,721.7,336.7,,403.0,-655.0,-703.0,,,,,-623.0,,-852.5,,-724.9,-729.8,,-468.3,-853.3,,-787.0,False,,,,,True,,False,,False,False,,True,False,,False
29033,47,35.0,0.0,,,,,90.0,,41.6,,3.9,18.0,,0.0,25.7,,106.0,-12.0,-47.0,,,,,43.0,,-5.4,,-43.1,-29.0,,-47.0,-21.3,,59.0,False,,,,,False,,True,,False,False,,False,False,,False
29035,104,30.0,35.0,,,,,16.0,,14.5,,8.2,,,1.9,,,27.0,-74.0,-69.0,,,,,-88.0,,-89.5,,-95.8,,,-102.1,,,-77.0,True,,,,,False,,False,,False,,,False,,,False
29037,602,390.0,312.0,,,,,496.0,,525.2,,234.9,691.9,,169.5,236.4,,346.0,-212.0,-290.0,,,,,-106.0,,-76.8,,-367.1,89.9,,-432.5,-365.6,,-256.0,False,,,,,True,,True,,False,True,,False,False,,False
29039,120,60.0,53.0,,,,,62.0,,23.2,,12.5,,,22.9,25.5,,126.0,-60.0,-67.0,,,,,-58.0,,-96.8,,-107.5,,,-97.1,-94.5,,6.0,False,,,,,True,,False,,False,,,False,False,,True
29041,23,50.0,,,,,,24.0,,15.4,,7.7,,,7.6,,,130.0,27.0,,,,,,1.0,,-7.6,,-15.3,,,-15.4,,,107.0,,,,,,True,,True,,True,,,True,,,False
29043,1054,800.0,1452.0,,,,,415.0,,435.9,,603.6,811.5,,465.8,583.9,,852.0,-254.0,398.0,,,,,-639.0,,-618.1,,-450.4,-242.5,,-588.2,-470.1,,-202.0,False,,,,,False,,False,,False,True,,False,False,,True
29045,35,45.0,34.0,,,,,54.0,,25.6,,16.9,,,6.1,,,31.0,10.0,-1.0,,,,,19.0,,-9.4,,-18.1,,,-28.9,,,-4.0,True,,,,,False,,True,,False,,,False,,,True
29047,539,630.0,689.0,,,,,1358.0,,799.5,,179.9,685.4,,201.0,610.6,,510.0,91.0,150.0,,,,,819.0,,260.5,,-359.1,146.4,,-338.0,71.6,,-29.0,False,,,,,False,,False,,False,False,,False,True,,True
29049,182,120.0,206.0,,,,,117.0,,94.6,,80.9,151.1,,277.8,52.6,,124.0,-62.0,24.0,,,,,-65.0,,-87.4,,-101.1,-30.9,,95.8,-129.4,,-58.0,True,,,,,False,,False,,False,True,,False,False,,True
29051,1114,805.0,1411.0,,,,,546.0,,430.4,,504.7,425.1,,2379.3,587.0,,797.0,-309.0,297.0,,,,,-568.0,,-683.6,,-609.3,-688.9,,1265.3,-527.0,,-317.0,True,,,,,False,,False,,False,False,,False,False,,False
29053,235,300.0,395.0,,,,,132.0,,114.4,,138.1,131.7,,185.2,341.7,,183.0,65.0,160.0,,,,,-103.0,,-120.6,,-96.9,-103.3,,-49.8,106.7,,-52.0,False,,,,,False,,False,,False,False,,True,False,,True
29055,266,205.0,225.0,,,,,85.0,,157.3,,60.7,122.6,,19.6,215.0,,122.0,-61.0,-41.0,,,,,-181.0,,-108.7,,-205.3,-143.4,,-246.4,-51.0,,-144.0,True,,,,,False,,False,,False,False,,False,True,,False
29057,73,40.0,35.0,,,,,24.0,,20.8,,,,,1.4,,,70.0,-33.0,-38.0,,,,,-49.0,,-52.2,,,,,-71.7,,,-3.0,False,,,,,False,,False,,,,,False,,,True
29059,122,65.0,85.0,,,,,74.0,,111.8,,25.7,86.4,,23.7,29.1,,36.0,-57.0,-37.0,,,,,-48.0,,-10.2,,-96.3,-35.6,,-98.3,-92.9,,-86.0,True,,,,,True,,True,,False,True,,False,False,,False
29061,129,105.0,82.0,,,,,59.0,,12.1,,17.2,,,16.0,53.2,,166.0,-24.0,-47.0,,,,,-70.0,,-116.8,,-111.8,,,-113.0,-75.8,,37.0,False,,,,,False,,False,,False,,,False,False,,False
29063,110,80.0,180.0,,,,,181.0,,65.9,,52.4,,,14.5,71.6,,75.0,-30.0,70.0,,,,,71.0,,-44.1,,-57.6,,,-95.5,-38.4,,-35.0,False,,,,,False,,False,,False,,,False,False,,False
29065,155,75.0,87.0,,,,,42.0,,53.0,,33.1,,,55.0,,,220.0,-80.0,-68.0,,,,,-113.0,,-102.0,,-121.9,,,-100.0,,,65.0,True,,,,,False,,False,,False,,,False,,,True
29067,132,40.0,12.0,,,,,61.0,,80.8,,7.7,52.3,,18.0,,,37.0,-92.0,-120.0,,,,,-71.0,,-51.2,,-124.3,-79.7,,-114.0,,,-95.0,False,,,,,True,,True,,False,True,,False,,,False
29069,393,420.0,467.0,,,,,282.0,,191.8,,197.5,95.0,,209.4,631.5,,302.0,27.0,74.0,,,,,-111.0,,-201.2,,-195.5,-298.0,,-183.6,238.5,,-91.0,False,,,,,False,,False,,False,False,,False,False,,False
29071,940,655.0,602.0,,,,,633.0,,776.9,,455.6,958.2,,680.7,403.4,,429.0,-285.0,-338.0,,,,,-307.0,,-163.1,,-484.4,18.2,,-259.3,-536.6,,-511.0,False,,,,,False,,True,,False,True,,True,False,,False
29073,93,85.0,292.0,,,,,50.0,,56.2,,4.1,27.8,,159.4,128.5,,37.0,-8.0,199.0,,,,,-43.0,,-36.8,,-88.9,-65.2,,66.4,35.5,,-56.0,False,,,,,False,,False,,False,False,,False,False,,False
29075,59,45.0,35.0,,,,,43.0,,26.1,,4.8,17.2,,3.5,23.0,,42.0,-14.0,-24.0,,,,,-16.0,,-32.9,,-54.2,-41.8,,-55.5,-36.0,,-17.0,False,,,,,False,,False,,False,False,,False,False,,False
29077,3921,4300.0,5725.0,,,,,1788.0,,1526.6,,6986.1,2614.6,,2499.7,2545.7,,3314.0,379.0,1804.0,,,,,-2133.0,,-2394.4,,3065.1,-1306.4,,-1421.3,-1375.3,,-607.0,False,,,,,False,,False,,False,False,,False,False,,False
29079,144,245.0,364.0,,,,,63.0,,32.0,,67.4,,,70.4,122.4,,221.0,101.0,220.0,,,,,-81.0,,-112.0,,-76.6,,,-73.6,-21.6,,77.0,False,,,,,True,,False,,True,,,True,True,,True
29081,62,75.0,87.0,,,,,52.0,,17.7,,32.7,,,0.3,40.5,,94.0,13.0,25.0,,,,,-10.0,,-44.3,,-29.3,,,-61.7,-21.5,,32.0,False,,,,,True,,False,,False,,,False,False,,False
29083,165,65.0,58.0,,,,,144.0,,75.2,,40.2,102.7,,15.1,49.4,,64.0,-100.0,-107.0,,,,,-21.0,,-89.8,,-124.8,-62.3,,-149.9,-115.6,,-101.0,False,,,,,True,,True,,False,True,,False,False,,False
29085,84,20.0,7.0,,,,,18.0,,61.6,,,,,18.1,,,7.0,-64.0,-77.0,,,,,-66.0,,-22.4,,,,,-65.9,,,-77.0,False,,,,,False,,True,,,,,False,,,False
29087,26,40.0,5.0,,,,,11.0,,34.3,,12.0,,,11.3,,,38.0,14.0,-21.0,,,,,-15.0,,8.3,,-14.0,,,-14.7,,,12.0,False,,,,,False,,True,,True,,,False,,,True
29089,78,125.0,171.0,,,,,71.0,,84.6,,23.1,20.9,,73.9,,,47.0,47.0,93.0,,,,,-7.0,,6.6,,-54.9,-57.1,,-4.1,,,-31.0,False,,,,,True,,True,,False,False,,True,,,True
29091,557,410.0,1332.0,,,,,230.0,,294.1,,313.2,250.1,,94.6,436.1,,463.0,-147.0,775.0,,,,,-327.0,,-262.9,,-243.8,-306.9,,-462.4,-120.9,,-94.0,False,,,,,False,,False,,False,False,,False,True,,True
29093,42,0.0,60.0,,,,,24.0,,19.8,,5.3,,,1.6,,,0.0,-42.0,18.0,,,,,-18.0,,-22.2,,-36.7,,,-40.4,,,-42.0,True,,,,,True,,True,,True,,,True,,,False
29095,2377,2780.0,4389.0,,,,,3499.0,,4135.9,,2376.5,1369.6,,274.6,2556.8,,3082.0,403.0,2012.0,,,,,1122.0,,1758.9,,-0.5,-1007.4,,-2102.4,179.8,,705.0,False,,,,,False,,False,,True,False,,False,True,,False
29097,1996,1820.0,4310.0,,,,,1078.0,,519.2,,1024.2,683.5,,602.4,927.5,,1266.0,-176.0,2314.0,,,,,-918.0,,-1476.8,,-971.8,-1312.5,,-1393.6,-1068.5,,-730.0,False,,,,,False,,False,,False,False,,False,False,,False
29099,2019,2090.0,2234.0,,,,,1252.0,,2204.4,,2291.5,1902.1,,1778.6,1736.9,,1554.0,71.0,215.0,,,,,-767.0,,185.4,,272.5,-116.9,,-240.4,-282.1,,-465.0,False,,,,,False,,False,,False,False,,False,False,,False
29101,758,280.0,605.0,,,,,581.0,,239.1,,768.0,199.1,,663.4,138.4,,269.0,-478.0,-153.0,,,,,-177.0,,-518.9,,10.0,-558.9,,-94.6,-619.6,,-489.0,True,,,,,True,,False,,True,False,,True,False,,False
29103,14,20.0,0.0,,,,,36.0,,10.8,,,,,2.9,,,59.0,6.0,-14.0,,,,,22.0,,-3.2,,,,,-11.1,,,45.0,False,,,,,False,,True,,,,,False,,,False
29105,599,180.0,275.0,,,,,234.0,,228.2,,109.5,204.4,,148.2,103.0,,214.0,-419.0,-324.0,,,,,-365.0,,-370.8,,-489.5,-394.6,,-450.8,-496.0,,-385.0,True,,,,,True,,True,,False,True,,False,False,,True
29107,407,165.0,280.0,,,,,173.0,,138.9,,49.3,155.7,,181.8,177.6,,238.0,-242.0,-127.0,,,,,-234.0,,-268.1,,-357.7,-251.3,,-225.2,-229.4,,-169.0,True,,,,,True,,False,,False,False,,True,True,,True
29109,434,190.0,165.0,,,,,279.0,,387.1,,155.0,298.2,,100.3,172.1,,153.0,-244.0,-269.0,,,,,-155.0,,-46.9,,-279.0,-135.8,,-333.7,-261.9,,-281.0,False,,,,,True,,True,,False,True,,False,False,,False
29111,86,25.0,28.0,,,,,69.0,,34.7,,14.3,,,22.5,,,72.0,-61.0,-58.0,,,,,-17.0,,-51.3,,-71.7,,,-63.5,,,-14.0,True,,,,,True,,True,,False,,,False,,,True
29113,334,315.0,453.0,,,,,382.0,,408.9,,96.6,476.4,,89.6,187.3,,310.0,-19.0,119.0,,,,,48.0,,74.9,,-237.4,142.4,,-244.4,-146.7,,-24.0,False,,,,,False,,False,,False,False,,False,False,,False
29115,100,20.0,70.0,,,,,73.0,,28.6,,19.5,,,17.7,10.2,,21.0,-80.0,-30.0,,,,,-27.0,,-71.4,,-80.5,,,-82.3,-89.8,,-79.0,True,,,,,True,,True,,False,,,False,False,,True
29117,183,1315.0,3351.0,,,,,93.0,,49.2,,1659.4,81.5,,58.0,587.3,,293.0,1132.0,3168.0,,,,,-90.0,,-133.8,,1476.4,-101.5,,-125.0,404.3,,110.0,False,,,,,True,,True,,False,True,,True,True,,True
29119,151,55.0,0.0,,,,,293.0,,38.5,,4.0,0.4,,2.3,71.0,,23.0,-96.0,-151.0,,,,,142.0,,-112.5,,-147.0,-150.6,,-148.7,-80.0,,-128.0,False,,,,,False,,False,,False,False,,False,True,,False
29121,103,35.0,35.0,,,,,78.0,,49.3,,25.9,,,17.7,62.7,,38.0,-68.0,-68.0,,,,,-25.0,,-53.7,,-77.1,,,-85.3,-40.3,,-65.0,False,,,,,True,,True,,False,,,False,True,,True
29123,190,395.0,679.0,,,,,62.0,,122.6,,228.1,29.2,,48.0,,,168.0,205.0,489.0,,,,,-128.0,,-67.4,,38.1,-160.8,,-142.0,,,-22.0,False,,,,,True,,True,,True,True,,True,,,True
29125,63,25.0,47.0,,,,,19.0,,37.7,,32.2,,,14.4,,,25.0,-38.0,-16.0,,,,,-44.0,,-25.3,,-30.8,,,-48.6,,,-38.0,True,,,,,False,,True,,True,,,False,,,False
29127,234,390.0,384.0,,,,,355.0,,386.7,,398.5,44.7,,0.0,358.8,,231.0,156.0,150.0,,,,,121.0,,152.7,,164.5,-189.3,,-234.0,124.8,,-3.0,True,,,,,True,,True,,False,False,,False,True,,True
29129,9,30.0,0.0,,,,,11.0,,7.7,,7.5,,,50.7,,,56.0,21.0,-9.0,,,,,2.0,,-1.3,,-1.5,,,41.7,,,47.0,True,,,,,True,,True,,True,,,False,,,False
29131,341,270.0,333.0,,,,,130.0,,305.0,,194.9,268.9,,46.1,213.7,,237.0,-71.0,-8.0,,,,,-211.0,,-36.0,,-146.1,-72.1,,-294.9,-127.3,,-104.0,True,,,,,False,,True,,False,False,,False,False,,False
29133,99,75.0,80.0,,,,,154.0,,59.6,,13.7,2.7,,6.7,114.0,,74.0,-24.0,-19.0,,,,,55.0,,-39.4,,-85.3,-96.3,,-92.3,15.0,,-25.0,True,,,,,False,,False,,False,False,,False,True,,False
29135,195,90.0,36.0,,,,,121.0,,71.7,,16.3,88.8,,2.5,64.4,,155.0,-105.0,-159.0,,,,,-74.0,,-123.3,,-178.7,-106.2,,-192.5,-130.6,,-40.0,False,,,,,True,,False,,False,False,,False,False,,True
29137,28,35.0,41.0,,,,,21.0,,62.5,,38.9,,,12.8,,,11.0,7.0,13.0,,,,,-7.0,,34.5,,10.9,,,-15.2,,,-17.0,False,,,,,False,,False,,False,,,False,,,False
29139,39,10.0,29.0,,,,,34.0,,20.8,,22.4,,,13.8,17.6,,5.0,-29.0,-10.0,,,,,-5.0,,-18.2,,-16.6,,,-25.2,-21.4,,-34.0,True,,,,,True,,True,,True,,,True,True,,False
29141,352,140.0,167.0,,,,,76.0,,124.4,,161.0,137.0,,116.3,83.6,,185.0,-212.0,-185.0,,,,,-276.0,,-227.6,,-191.0,-215.0,,-235.7,-268.4,,-167.0,True,,,,,False,,False,,True,False,,False,False,,True
29143,210,225.0,160.0,,,,,132.0,,159.5,,86.2,113.9,,111.2,208.4,,183.0,15.0,-50.0,,,,,-78.0,,-50.5,,-123.8,-96.1,,-98.8,-1.6,,-27.0,False,,,,,False,,False,,False,False,,False,True,,False
29145,491,295.0,258.0,,,,,581.0,,193.3,,56.4,150.9,,0.2,159.2,,184.0,-196.0,-233.0,,,,,90.0,,-297.7,,-434.6,-340.1,,-490.8,-331.8,,-307.0,False,,,,,True,,False,,False,False,,False,False,,False
