,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
33015,408,276.0,632.0,,,,93.0,47.3,131.0,461.7,384.2,,195.0,-132.0,224.0,,,,-315.0,-360.7,-277.0,53.7,-23.8,,-213.0,False,,,,False,False,False,True,True,,False
33017,226,66.0,139.0,,,,69.0,4.0,39.5,7.7,53.4,,44.0,-160.0,-87.0,,,,-157.0,-222.0,-186.5,-218.3,-172.6,,-182.0,True,,,,True,False,False,False,False,,False
33019,18,18.0,12.0,,,,14.0,0.1,,3.0,16.4,,10.0,0.0,-6.0,,,,-4.0,-17.9,,-15.0,-1.6,,-8.0,False,,,,False,False,,False,False,,False
34001,682,384.0,249.0,,,,444.0,175.6,278.5,202.9,517.7,,237.0,-298.0,-433.0,,,,-238.0,-506.4,-403.5,-479.1,-164.3,,-445.0,False,,,,True,False,False,False,True,,False
34003,1587,1224.0,384.0,,,,647.0,726.3,3195.5,524.3,1188.8,,494.0,-363.0,-1203.0,,,,-940.0,-860.7,1608.5,-1062.7,-398.2,,-1093.0,False,,,,False,False,False,False,False,,False
34005,1138,660.0,653.0,,,,476.0,341.0,375.5,44.1,706.4,,432.0,-478.0,-485.0,,,,-662.0,-797.0,-762.5,-1093.9,-431.6,,-706.0,False,,,,False,False,False,False,True,,False
34007,1302,1068.0,1309.0,,,,987.0,406.6,564.0,740.2,1365.9,,658.0,-234.0,7.0,,,,-315.0,-895.4,-738.0,-561.8,63.9,,-644.0,True,,,,False,False,False,False,True,,False
34009,183,120.0,165.0,,,,126.0,31.6,232.3,47.8,32.8,,175.0,-63.0,-18.0,,,,-57.0,-151.4,49.3,-135.2,-150.2,,-8.0,True,,,,True,False,True,False,False,,True
34011,311,312.0,244.0,,,,472.0,81.1,11.7,781.1,211.2,,217.0,1.0,-67.0,,,,161.0,-229.9,-299.3,470.1,-99.8,,-94.0,False,,,,False,False,False,False,False,,False
34013,1413,1128.0,1320.0,,,,903.0,412.0,709.6,0.0,1029.5,,947.0,-285.0,-93.0,,,,-510.0,-1001.0,-703.4,-1413.0,-383.5,,-466.0,True,,,,False,False,False,False,False,,False
34015,1274,666.0,347.0,,,,482.0,297.7,713.7,416.6,368.1,,489.0,-608.0,-927.0,,,,-792.0,-976.3,-560.3,-857.4,-905.9,,-785.0,False,,,,False,False,True,False,False,,False
34017,1025,588.0,275.0,,,,650.0,142.1,277.1,558.8,515.6,,333.0,-437.0,-750.0,,,,-375.0,-882.9,-747.9,-466.2,-509.4,,-692.0,False,,,,True,False,False,False,False,,False
34019,235,138.0,255.0,,,,70.0,21.2,230.2,190.3,34.7,,308.0,-97.0,20.0,,,,-165.0,-213.8,-4.8,-44.7,-200.3,,73.0,True,,,,False,False,True,True,False,,True
34021,498,342.0,339.0,,,,662.0,165.2,324.9,239.9,332.6,,266.0,-156.0,-159.0,,,,164.0,-332.8,-173.1,-258.1,-165.4,,-232.0,False,,,,False,False,False,False,False,,False
34023,1889,1002.0,636.0,,,,771.0,415.7,1086.9,926.5,814.3,,880.0,-887.0,-1253.0,,,,-1118.0,-1473.3,-802.1,-962.5,-1074.7,,-1009.0,False,,,,False,False,True,False,False,,False
34025,2059,762.0,1021.0,,,,775.0,389.0,1557.6,219.0,1005.3,,485.0,-1297.0,-1038.0,,,,-1284.0,-1670.0,-501.4,-1840.0,-1053.7,,-1574.0,True,,,,True,False,True,False,True,,False
34027,661,402.0,336.0,,,,379.0,77.5,1447.8,309.9,318.7,,257.0,-259.0,-325.0,,,,-282.0,-583.5,786.8,-351.1,-342.3,,-404.0,False,,,,False,False,False,False,False,,False
34029,3921,1344.0,3154.0,,,,332.0,409.0,679.2,812.3,1091.1,,2046.0,-2577.0,-767.0,,,,-3589.0,-3512.0,-3241.8,-3108.7,-2829.9,,-1875.0,True,,,,False,False,False,False,False,,True
34031,1255,972.0,1152.0,,,,554.0,260.5,862.9,469.4,1262.0,,687.0,-283.0,-103.0,,,,-701.0,-994.5,-392.1,-785.6,7.0,,-568.0,True,,,,False,False,False,False,True,,False
34033,138,150.0,166.0,,,,115.0,21.3,66.0,98.3,97.1,,140.0,12.0,28.0,,,,-23.0,-116.7,-72.0,-39.7,-40.9,,2.0,False,,,,False,False,False,False,False,,True
34035,620,276.0,153.0,,,,294.0,80.6,574.8,174.8,238.7,,162.0,-344.0,-467.0,,,,-326.0,-539.4,-45.2,-445.2,-381.3,,-458.0,False,,,,True,False,True,False,False,,False
34037,191,180.0,173.0,,,,33.0,30.8,180.2,126.3,62.9,,242.0,-11.0,-18.0,,,,-158.0,-160.2,-10.8,-64.7,-128.1,,51.0,False,,,,False,False,True,False,False,,False
34039,1097,594.0,1658.0,,,,672.0,130.7,872.8,34.9,339.5,,351.0,-503.0,561.0,,,,-425.0,-966.3,-224.2,-1062.1,-757.5,,-746.0,False,,,,True,False,True,False,False,,False
34041,93,72.0,62.0,,,,99.0,7.7,97.1,45.1,86.7,,44.0,-21.0,-31.0,,,,6.0,-85.3,4.1,-47.9,-6.3,,-49.0,False,,,,True,False,True,False,True,,False
35001,1811,1482.0,1899.0,,,,1207.0,867.5,384.0,393.7,984.5,,1528.0,-329.0,88.0,,,,-604.0,-943.5,-1427.0,-1417.3,-826.5,,-283.0,True,,,,False,False,False,False,False,,True
35003,6,0.0,0.0,,,,6.0,0.0,,0.0,0.9,,0.0,-6.0,-6.0,,,,0.0,-6.0,,-6.0,-5.1,,-6.0,False,,,,True,True,,False,True,,False
35005,813,522.0,502.0,,,,121.0,604.3,224.6,391.6,456.6,,463.0,-291.0,-311.0,,,,-692.0,-208.7,-588.4,-421.4,-356.4,,-350.0,False,,,,False,True,False,False,False,,False
35006,71,78.0,49.0,,,,98.0,1.1,0.0,7.6,115.8,,7.0,7.0,-22.0,,,,27.0,-69.9,-71.0,-63.4,44.8,,-64.0,False,,,,False,False,False,False,False,,False
35007,22,0.0,0.0,,,,2.0,0.1,,0.4,5.8,,0.0,-22.0,-22.0,,,,-20.0,-21.9,,-21.6,-16.2,,-22.0,False,,,,True,True,,True,True,,False
35009,402,186.0,94.0,,,,331.0,46.3,151.4,61.2,104.4,,187.0,-216.0,-308.0,,,,-71.0,-355.7,-250.6,-340.8,-297.6,,-215.0,False,,,,True,False,False,False,False,,True
35011,2,0.0,0.0,,,,0.0,,,0.0,,,,-2.0,-2.0,,,,-2.0,,,-2.0,,,,False,,,,False,,,False,,,
35013,1177,774.0,765.0,,,,834.0,462.6,444.8,151.9,610.7,,482.0,-403.0,-412.0,,,,-343.0,-714.4,-732.2,-1025.1,-566.3,,-695.0,False,,,,True,False,False,False,False,,False
35015,536,408.0,555.0,,,,160.0,146.8,113.2,200.8,323.1,,367.0,-128.0,19.0,,,,-376.0,-389.2,-422.8,-335.2,-212.9,,-169.0,True,,,,False,False,False,False,False,,False
35017,65,30.0,0.0,,,,31.0,1.2,,0.1,16.6,,7.0,-35.0,-65.0,,,,-34.0,-63.8,,-65.0,-48.4,,-58.0,False,,,,True,False,,False,False,,False
35019,4,0.0,0.0,,,,6.0,0.2,,0.0,1.3,,0.0,-4.0,-4.0,,,,2.0,-3.8,,-4.0,-2.7,,-4.0,False,,,,True,True,,False,True,,False
35021,0,0.0,0.0,,,,0.0,0.0,,0.0,0.1,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.1,,0.0,True,,,,True,False,,True,False,,True
35023,9,24.0,0.0,,,,7.0,2.6,,6.7,32.8,,36.0,15.0,-9.0,,,,-2.0,-6.4,,-2.3,23.8,,27.0,True,,,,True,True,,True,False,,False
35025,523,546.0,387.0,,,,306.0,215.9,264.6,233.3,399.3,,269.0,23.0,-136.0,,,,-217.0,-307.1,-258.4,-289.7,-123.7,,-254.0,False,,,,False,False,False,False,False,,False
35027,84,24.0,3.0,,,,10.0,4.6,94.9,51.2,47.8,,3.0,-60.0,-81.0,,,,-74.0,-79.4,10.9,-32.8,-36.2,,-81.0,False,,,,False,False,True,True,True,,False
35028,10,18.0,49.0,,,,24.0,0.3,,1.0,17.4,,141.0,8.0,39.0,,,,14.0,-9.7,,-9.0,7.4,,131.0,False,,,,False,False,,False,True,,False
35029,177,318.0,53.0,,,,68.0,50.1,22.7,273.0,218.9,,729.0,141.0,-124.0,,,,-109.0,-126.9,-154.3,96.0,41.9,,552.0,True,,,,True,True,False,True,True,,False
35031,212,444.0,205.0,,,,367.0,44.3,6.3,31.3,481.8,,0.0,232.0,-7.0,,,,155.0,-167.7,-205.7,-180.7,269.8,,-212.0,True,,,,True,True,True,True,False,,True
35033,3,0.0,0.0,,,,0.0,,,0.0,0.6,,0.0,-3.0,-3.0,,,,-3.0,,,-3.0,-2.4,,-3.0,False,,,,False,,,False,True,,False
35035,80,48.0,0.0,,,,95.0,1.0,66.5,15.5,29.3,,13.0,-32.0,-80.0,,,,15.0,-79.0,-13.5,-64.5,-50.7,,-67.0,False,,,,True,False,True,False,False,,False
35037,18,6.0,0.0,,,,19.0,0.9,,12.8,60.9,,2.0,-12.0,-18.0,,,,1.0,-17.1,,-5.2,42.9,,-16.0,False,,,,True,False,,True,False,,False
35039,64,54.0,42.0,,,,86.0,22.7,45.7,81.1,34.1,,18.0,-10.0,-22.0,,,,22.0,-41.3,-18.3,17.1,-29.9,,-46.0,False,,,,False,False,False,False,False,,False
35041,143,42.0,55.0,,,,77.0,4.5,58.0,39.4,85.2,,51.0,-101.0,-88.0,,,,-66.0,-138.5,-85.0,-103.6,-57.8,,-92.0,True,,,,True,False,True,False,True,,True
35043,271,384.0,784.0,,,,188.0,171.7,132.8,5.8,300.6,,701.0,113.0,513.0,,,,-83.0,-99.3,-138.2,-265.2,29.6,,430.0,False,,,,True,True,False,False,True,,False
35045,274,420.0,228.0,,,,431.0,58.8,20.9,36.5,352.8,,280.0,146.0,-46.0,,,,157.0,-215.2,-253.1,-237.5,78.8,,6.0,True,,,,False,False,False,False,True,,True
35047,44,96.0,42.0,,,,90.0,1.6,,6.9,66.9,,115.0,52.0,-2.0,,,,46.0,-42.4,,-37.1,22.9,,71.0,True,,,,True,True,,True,True,,False
35049,359,366.0,514.0,,,,281.0,109.7,338.3,225.6,254.7,,221.0,7.0,155.0,,,,-78.0,-249.3,-20.7,-133.4,-104.3,,-138.0,False,,,,False,False,False,False,False,,False
35051,27,6.0,0.0,,,,6.0,1.0,,0.0,7.8,,1.0,-21.0,-27.0,,,,-21.0,-26.0,,-27.0,-19.2,,-26.0,False,,,,False,False,,False,True,,False
35053,62,6.0,0.0,,,,24.0,1.0,,3.7,7.2,,7.0,-56.0,-62.0,,,,-38.0,-61.0,,-58.3,-54.8,,-55.0,False,,,,True,False,,False,True,,True
35055,39,6.0,0.0,,,,43.0,0.6,17.1,1.2,14.6,,0.0,-33.0,-39.0,,,,4.0,-38.4,-21.9,-37.8,-24.4,,-39.0,False,,,,True,False,True,False,True,,False
35057,26,0.0,0.0,,,,11.0,0.7,,2.0,2.3,,0.0,-26.0,-26.0,,,,-15.0,-25.3,,-24.1,-23.7,,-26.0,False,,,,True,True,,True,True,,False
35059,6,12.0,0.0,,,,6.0,0.4,,0.0,12.9,,0.0,6.0,-6.0,,,,0.0,-5.6,,-6.0,6.9,,-6.0,False,,,,True,True,,True,False,,False
35061,138,144.0,93.0,,,,127.0,34.4,267.6,73.3,64.9,,114.0,6.0,-45.0,,,,-11.0,-103.6,129.6,-64.7,-73.1,,-24.0,False,,,,False,False,False,False,False,,False
36001,526,366.0,618.0,,,,224.0,105.0,285.8,232.1,349.7,,276.0,-160.0,92.0,,,,-302.0,-421.0,-240.2,-293.9,-176.3,,-250.0,True,,,,False,False,False,False,False,,False
36003,56,24.0,32.0,,,,60.0,3.9,,39.0,17.1,,82.0,-32.0,-24.0,,,,4.0,-52.1,,-17.0,-38.9,,26.0,True,,,,True,False,,True,False,,True
36005,2294,0.0,,,,,,,,0.0,,,,-2294.0,,,,,,,,-2294.0,,,,,,,,,,,False,,,
36007,1114,354.0,674.0,,,,160.0,62.1,191.8,149.8,203.2,,493.0,-760.0,-440.0,,,,-954.0,-1051.9,-922.2,-964.2,-910.8,,-621.0,True,,,,False,False,False,False,False,,True
36009,158,114.0,361.0,,,,125.0,48.4,43.7,48.8,79.7,,772.0,-44.0,203.0,,,,-33.0,-109.6,-114.3,-109.2,-78.3,,614.0,False,,,,True,False,False,False,False,,False
36011,64,66.0,226.0,,,,19.0,1.9,40.5,3.6,64.5,,88.0,2.0,162.0,,,,-45.0,-62.1,-23.5,-60.4,0.5,,24.0,False,,,,False,False,False,False,True,,False
36013,309,516.0,3796.0,,,,164.0,192.6,249.5,162.2,238.9,,3579.0,207.0,3487.0,,,,-145.0,-116.4,-59.5,-146.8,-70.1,,3270.0,False,,,,True,True,True,True,True,,False
36015,733,12.0,0.0,,,,68.0,7.3,46.3,17.0,10.9,,5.0,-721.0,-733.0,,,,-665.0,-725.7,-686.7,-716.0,-722.1,,-728.0,False,,,,True,False,True,True,False,,False
36017,46,12.0,0.0,,,,4.0,4.7,25.0,0.4,5.4,,18.0,-34.0,-46.0,,,,-42.0,-41.3,-21.0,-45.6,-40.6,,-28.0,False,,,,False,False,True,False,False,,True
36019,28,54.0,235.0,,,,19.0,3.1,6.2,14.8,16.3,,260.0,26.0,207.0,,,,-9.0,-24.9,-21.8,-13.2,-11.7,,232.0,False,,,,True,True,True,True,True,,False
36021,48,48.0,6.0,,,,35.0,2.1,33.3,6.2,24.7,,19.0,0.0,-42.0,,,,-13.0,-45.9,-14.7,-41.8,-23.3,,-29.0,False,,,,False,False,False,False,False,,False
36023,195,0.0,0.0,,,,8.0,3.4,,0.6,3.1,,0.0,-195.0,-195.0,,,,-187.0,-191.6,,-194.4,-191.9,,-195.0,False,,,,True,True,,True,True,,False
36025,34,18.0,0.0,,,,0.0,4.4,14.2,0.1,11.4,,21.0,-16.0,-34.0,,,,-34.0,-29.6,-19.8,-33.9,-22.6,,-13.0,False,,,,False,False,False,False,False,,True
36027,399,558.0,1000.0,,,,106.0,110.6,174.1,516.1,417.8,,699.0,159.0,601.0,,,,-293.0,-288.4,-224.9,117.1,18.8,,300.0,False,,,,False,False,False,True,True,,False
36029,2314,1968.0,2421.0,,,,1422.0,701.4,407.4,1977.1,1917.1,,2587.0,-346.0,107.0,,,,-892.0,-1612.6,-1906.6,-336.9,-396.9,,273.0,True,,,,False,False,False,True,False,,True
36031,52,168.0,280.0,,,,32.0,106.7,94.7,41.2,69.1,,583.0,116.0,228.0,,,,-20.0,54.7,42.7,-10.8,17.1,,531.0,False,,,,True,True,True,True,True,,False
36033,13,12.0,0.0,,,,4.0,0.9,,3.6,11.3,,8.0,-1.0,-13.0,,,,-9.0,-12.1,,-9.4,-1.7,,-5.0,False,,,,False,False,,False,False,,False
36035,41,18.0,0.0,,,,13.0,0.3,30.2,9.3,7.3,,9.0,-23.0,-41.0,,,,-28.0,-40.7,-10.8,-31.7,-33.7,,-32.0,False,,,,False,False,True,False,False,,False
36037,65,18.0,1.0,,,,68.0,2.4,20.4,5.8,29.6,,7.0,-47.0,-64.0,,,,3.0,-62.6,-44.6,-59.2,-35.4,,-58.0,False,,,,True,False,True,False,True,,False
36039,72,12.0,2.0,,,,2.0,0.3,11.9,27.1,22.6,,15.0,-60.0,-70.0,,,,-70.0,-71.7,-60.1,-44.9,-49.4,,-57.0,False,,,,False,False,False,True,True,,True
36041,1,12.0,0.0,,,,0.0,0.1,,1.9,,,9.0,11.0,-1.0,,,,-1.0,-0.9,,0.9,,,8.0,True,,,,True,True,,True,,,True
36043,63,36.0,0.0,,,,7.0,4.9,57.9,9.5,40.1,,15.0,-27.0,-63.0,,,,-56.0,-58.1,-5.1,-53.5,-22.9,,-48.0,False,,,,False,False,True,False,True,,False
36045,32,30.0,35.0,,,,10.0,4.7,61.5,0.4,16.2,,21.0,-2.0,3.0,,,,-22.0,-27.3,29.5,-31.6,-15.8,,-11.0,False,,,,False,False,False,False,False,,False
36047,6578,0.0,,,,,,,,0.0,,,,-6578.0,,,,,,,,-6578.0,,,,,,,,,,,False,,,
36049,7,6.0,0.0,,,,0.0,2.3,,2.9,25.1,,1.0,-1.0,-7.0,,,,-7.0,-4.7,,-4.1,18.1,,-6.0,False,,,,False,False,,False,False,,False
36051,37,18.0,0.0,,,,53.0,0.2,79.9,2.6,10.6,,9.0,-19.0,-37.0,,,,16.0,-36.8,42.9,-34.4,-26.4,,-28.0,False,,,,True,False,False,False,False,,False
36053,50,162.0,315.0,,,,10.0,41.2,29.8,208.0,102.5,,761.0,112.0,265.0,,,,-40.0,-8.8,-20.2,158.0,52.5,,711.0,False,,,,True,True,True,False,True,,False
36055,965,750.0,672.0,,,,568.0,201.4,413.3,624.2,384.3,,447.0,-215.0,-293.0,,,,-397.0,-763.6,-551.7,-340.8,-580.7,,-518.0,False,,,,False,False,False,False,False,,False
36057,43,54.0,42.0,,,,5.0,3.9,70.0,55.1,58.3,,31.0,11.0,-1.0,,,,-38.0,-39.1,27.0,12.1,15.3,,-12.0,True,,,,False,False,False,False,False,,False
36059,3287,2094.0,3957.0,,,,883.0,1104.3,6841.2,9965.1,2592.2,,2201.0,-1193.0,670.0,,,,-2404.0,-2182.7,3554.2,6678.1,-694.8,,-1086.0,True,,,,False,False,False,False,True,,True
36061,2283,11082.0,10033.0,,,,4144.0,,11658.2,7643.5,8461.2,,8140.0,8799.0,7750.0,,,,1861.0,,9375.2,5360.5,6178.2,,5857.0,True,,,,True,,False,True,True,,True
36063,277,234.0,326.0,,,,231.0,49.6,91.7,199.5,123.8,,304.0,-43.0,49.0,,,,-46.0,-227.4,-185.3,-77.5,-153.2,,27.0,False,,,,False,False,False,False,False,,True
36065,261,156.0,78.0,,,,148.0,34.1,59.1,107.5,88.1,,106.0,-105.0,-183.0,,,,-113.0,-226.9,-201.9,-153.5,-172.9,,-155.0,False,,,,False,False,False,False,False,,False
36067,881,660.0,994.0,,,,325.0,188.1,192.6,426.3,369.4,,799.0,-221.0,113.0,,,,-556.0,-692.9,-688.4,-454.7,-511.6,,-82.0,True,,,,False,False,False,False,False,,True
36069,126,48.0,68.0,,,,79.0,9.6,63.8,3.8,15.3,,72.0,-78.0,-58.0,,,,-47.0,-116.4,-62.2,-122.2,-110.7,,-54.0,True,,,,True,False,True,False,False,,True
36071,1388,492.0,517.0,,,,283.0,185.4,91.3,387.0,437.5,,504.0,-896.0,-871.0,,,,-1105.0,-1202.6,-1296.7,-1001.0,-950.5,,-884.0,True,,,,False,False,False,False,False,,True
36073,38,12.0,0.0,,,,28.0,0.4,3.5,6.0,3.5,,10.0,-26.0,-38.0,,,,-10.0,-37.6,-34.5,-32.0,-34.5,,-28.0,False,,,,True,False,False,False,False,,False
36075,256,60.0,85.0,,,,15.0,30.3,45.2,42.1,64.2,,53.0,-196.0,-171.0,,,,-241.0,-225.7,-210.8,-213.9,-191.8,,-203.0,True,,,,False,False,False,False,True,,False
36077,225,60.0,223.0,,,,1.0,58.0,10.3,0.5,29.9,,257.0,-165.0,-2.0,,,,-224.0,-167.0,-214.7,-224.5,-195.1,,32.0,True,,,,False,False,False,False,False,,True
36079,181,126.0,146.0,,,,11.0,57.9,190.2,72.9,103.3,,195.0,-55.0,-35.0,,,,-170.0,-123.1,9.2,-108.1,-77.7,,14.0,True,,,,False,False,True,False,False,,True
36081,3931,0.0,,,,,,,,0.0,,,,-3931.0,,,,,,,,-3931.0,,,,,,,,,,,False,,,
36083,140,102.0,48.0,,,,84.0,48.4,106.4,31.2,86.6,,56.0,-38.0,-92.0,,,,-56.0,-91.6,-33.6,-108.8,-53.4,,-84.0,False,,,,False,False,True,False,False,,False
36085,1121,0.0,,,,,,,,0.0,,,,-1121.0,,,,,,,,-1121.0,,,,,,,,,,,False,,,
36087,2472,600.0,1116.0,,,,307.0,208.3,704.7,293.4,595.2,,543.0,-1872.0,-1356.0,,,,-2165.0,-2263.7,-1767.3,-2178.7,-1876.8,,-1929.0,True,,,,False,False,True,False,False,,False
36089,71,48.0,0.0,,,,9.0,3.6,9.1,9.7,26.9,,567.0,-23.0,-71.0,,,,-62.0,-67.4,-61.9,-61.3,-44.1,,496.0,False,,,,False,False,False,False,False,,False
36091,309,114.0,79.0,,,,178.0,33.6,134.7,39.8,66.2,,81.0,-195.0,-230.0,,,,-131.0,-275.4,-174.3,-269.2,-242.8,,-228.0,False,,,,True,False,True,False,False,,False
36093,196,498.0,1166.0,,,,69.0,185.6,265.1,428.7,325.9,,963.0,302.0,970.0,,,,-127.0,-10.4,69.1,232.7,129.9,,767.0,False,,,,True,True,True,True,True,,False
36095,24,0.0,0.0,,,,0.0,0.8,,0.9,5.6,,0.0,-24.0,-24.0,,,,-24.0,-23.2,,-23.1,-18.4,,-24.0,False,,,,False,True,,True,True,,False
36097,40,12.0,0.0,,,,2.0,0.1,,2.9,9.2,,59.0,-28.0,-40.0,,,,-38.0,-39.9,,-37.1,-30.8,,19.0,False,,,,False,False,,False,False,,True
36099,17,18.0,3.0,,,,11.0,3.9,27.7,7.8,19.1,,7.0,1.0,-14.0,,,,-6.0,-13.1,10.7,-9.2,2.1,,-10.0,False,,,,False,False,False,False,False,,False
36101,347,24.0,26.0,,,,116.0,4.9,28.0,23.4,31.7,,15.0,-323.0,-321.0,,,,-231.0,-342.1,-319.0,-323.6,-315.3,,-332.0,True,,,,True,False,True,False,True,,False
36103,2645,1536.0,1007.0,,,,1008.0,717.0,3870.5,1285.0,2339.2,,1062.0,-1109.0,-1638.0,,,,-1637.0,-1928.0,1225.5,-1360.0,-305.8,,-1583.0,False,,,,False,False,False,False,True,,False
36105,129,126.0,321.0,,,,79.0,23.6,6.1,27.2,63.4,,1006.0,-3.0,192.0,,,,-50.0,-105.4,-122.9,-101.8,-65.6,,877.0,False,,,,False,False,False,False,False,,False
36107,125,24.0,49.0,,,,14.0,0.7,44.0,19.5,11.3,,30.0,-101.0,-76.0,,,,-111.0,-124.3,-81.0,-105.5,-113.7,,-95.0,True,,,,False,False,True,False,False,,True
36109,215,102.0,455.0,,,,54.0,20.3,113.6,45.9,53.5,,817.0,-113.0,240.0,,,,-161.0,-194.7,-101.4,-169.1,-161.5,,602.0,False,,,,False,False,True,False,False,,False
36111,193,216.0,355.0,,,,47.0,54.3,55.2,136.4,203.0,,241.0,23.0,162.0,,,,-146.0,-138.7,-137.8,-56.6,10.0,,48.0,False,,,,False,False,False,False,True,,False
36113,108,36.0,36.0,,,,63.0,3.2,10.8,15.0,34.6,,48.0,-72.0,-72.0,,,,-45.0,-104.8,-97.2,-93.0,-73.4,,-60.0,False,,,,True,False,False,False,False,,True
36115,50,6.0,0.0,,,,58.0,0.0,5.9,7.4,11.7,,13.0,-44.0,-50.0,,,,8.0,-50.0,-44.1,-42.6,-38.3,,-37.0,False,,,,True,False,False,True,True,,True
36117,81,30.0,24.0,,,,24.0,3.3,69.0,23.4,29.5,,20.0,-51.0,-57.0,,,,-57.0,-77.7,-12.0,-57.6,-51.5,,-61.0,False,,,,False,False,True,False,False,,False
36119,1952,1464.0,1640.0,,,,1140.0,728.5,1667.5,1137.8,2141.5,,1169.0,-488.0,-312.0,,,,-812.0,-1223.5,-284.5,-814.2,189.5,,-783.0,True,,,,False,False,True,False,True,,False
36121,25,24.0,12.0,,,,58.0,1.1,25.1,8.4,17.9,,30.0,-1.0,-13.0,,,,33.0,-23.9,0.1,-16.6,-7.1,,5.0,False,,,,False,False,True,False,False,,False
36123,10,12.0,0.0,,,,9.0,1.3,,1.6,11.2,,6.0,2.0,-10.0,,,,-1.0,-8.7,,-8.4,1.2,,-4.0,False,,,,True,False,,False,True,,False
37001,1153,1428.0,2129.0,,,,1029.0,425.4,328.6,1476.1,1579.5,,1214.0,275.0,976.0,,,,-124.0,-727.6,-824.4,323.1,426.5,,61.0,False,,,,True,False,False,False,False,,True
37003,184,204.0,333.0,,,,273.0,95.8,128.2,92.5,194.6,,187.0,20.0,149.0,,,,89.0,-88.2,-55.8,-91.5,10.6,,3.0,False,,,,False,False,False,False,True,,True
37005,45,102.0,15.0,,,,48.0,14.0,0.0,35.4,167.3,,114.0,57.0,-30.0,,,,3.0,-31.0,-45.0,-9.6,122.3,,69.0,True,,,,True,True,True,True,False,,False
37007,228,240.0,377.0,,,,228.0,44.1,73.9,143.7,160.4,,156.0,12.0,149.0,,,,0.0,-183.9,-154.1,-84.3,-67.6,,-72.0,False,,,,True,False,False,False,False,,False
37009,120,72.0,17.0,,,,100.0,14.8,76.9,18.0,112.3,,70.0,-48.0,-103.0,,,,-20.0,-105.2,-43.1,-102.0,-7.7,,-50.0,False,,,,True,False,True,False,True,,False
37011,299,90.0,81.0,,,,179.0,92.1,64.4,30.9,50.8,,77.0,-209.0,-218.0,,,,-120.0,-206.9,-234.6,-268.1,-248.2,,-222.0,False,,,,True,True,False,False,False,,False
37013,491,402.0,676.0,,,,316.0,223.6,252.2,79.0,248.7,,440.0,-89.0,185.0,,,,-175.0,-267.4,-238.8,-412.0,-242.3,,-51.0,False,,,,False,False,False,False,False,,True
37015,226,354.0,495.0,,,,112.0,137.7,133.6,594.1,259.1,,182.0,128.0,269.0,,,,-114.0,-88.3,-92.4,368.1,33.1,,-44.0,False,,,,True,True,True,False,True,,True
37017,258,192.0,131.0,,,,303.0,45.3,46.2,38.4,110.9,,164.0,-66.0,-127.0,,,,45.0,-212.7,-211.8,-219.7,-147.1,,-94.0,False,,,,True,False,False,False,False,,False
37019,440,186.0,102.0,,,,404.0,50.6,120.4,60.0,167.1,,93.0,-254.0,-338.0,,,,-36.0,-389.4,-319.6,-380.0,-272.9,,-347.0,False,,,,True,False,False,False,False,,False
37021,931,1122.0,1055.0,,,,1170.0,429.3,790.9,207.5,1066.5,,822.0,191.0,124.0,,,,239.0,-501.7,-140.1,-723.5,135.5,,-109.0,True,,,,False,False,True,False,True,,True
37023,460,342.0,183.0,,,,555.0,72.1,67.5,178.3,237.5,,178.0,-118.0,-277.0,,,,95.0,-387.9,-392.5,-281.7,-222.5,,-282.0,False,,,,True,False,False,False,False,,False
37025,1081,1242.0,2684.0,,,,1372.0,350.1,304.8,670.6,1044.5,,1243.0,161.0,1603.0,,,,291.0,-730.9,-776.2,-410.4,-36.5,,162.0,False,,,,False,False,False,False,True,,False
37027,488,420.0,795.0,,,,473.0,103.7,152.2,148.7,243.8,,270.0,-68.0,307.0,,,,-15.0,-384.3,-335.8,-339.3,-244.2,,-218.0,False,,,,True,False,False,False,False,,False
37029,26,72.0,80.0,,,,11.0,37.0,,42.0,119.2,,76.0,46.0,54.0,,,,-15.0,11.0,,16.0,93.2,,50.0,False,,,,True,True,,True,False,,False
37031,358,408.0,1028.0,,,,497.0,348.6,372.7,281.8,276.8,,512.0,50.0,670.0,,,,139.0,-9.4,14.7,-76.2,-81.2,,154.0,False,,,,False,True,True,False,False,,False
