,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
36101,354,64.0,7.2,,,129.0,20.0,115.3,54.6,,110.0,-290.0,-346.8,,,-225.0,-334.0,-238.7,-299.4,,-244.0,False,,,True,False,True,False,,True
36103,3248,2880.0,949.2,,,867.0,3240.5,0.0,3734.4,,2014.0,-368.0,-2298.8,,,-2381.0,-7.5,-3248.0,486.4,,-1234.0,False,,,False,True,False,False,,False
36105,152,40.0,12.5,,,18.0,6.0,74.7,37.8,,33.0,-112.0,-139.5,,,-134.0,-146.0,-77.3,-114.2,,-119.0,False,,,False,False,True,False,,False
36107,138,16.0,,,,23.0,73.8,3.3,9.5,,4.0,-122.0,,,,-115.0,-64.2,-134.7,-128.5,,-134.0,,,,True,True,False,False,,False
36109,238,32.0,15.9,,,30.0,71.0,8.8,24.4,,9.0,-206.0,-222.1,,,-208.0,-167.0,-229.2,-213.6,,-229.0,False,,,False,True,False,False,,False
36111,266,256.0,82.4,,,52.0,42.8,266.8,338.0,,86.0,-10.0,-183.6,,,-214.0,-223.2,0.8,72.0,,-180.0,False,,,False,False,True,False,,False
36113,117,32.0,22.6,,,27.0,10.0,16.8,71.7,,27.0,-85.0,-94.4,,,-90.0,-107.0,-100.2,-45.3,,-90.0,False,,,False,False,False,True,,False
36115,56,32.0,17.3,,,38.0,3.8,17.7,25.2,,116.0,-24.0,-38.7,,,-18.0,-52.2,-38.3,-30.8,,60.0,False,,,True,False,False,False,,False
36117,92,160.0,141.5,,,17.0,44.9,10.4,143.0,,613.0,68.0,49.5,,,-75.0,-47.1,-81.6,51.0,,521.0,True,,,False,True,False,True,,False
36119,2412,2040.0,144.1,,,723.0,1309.2,1569.8,3275.4,,1867.0,-372.0,-2267.9,,,-1689.0,-1102.8,-842.2,863.4,,-545.0,False,,,False,False,False,False,,False
36121,32,16.0,,,,65.0,24.7,16.1,7.8,,10.0,-16.0,,,,33.0,-7.3,-15.9,-24.2,,-22.0,,,,False,True,True,False,,False
36123,12,24.0,,,,11.0,,19.1,21.2,,17.0,12.0,,,,-1.0,,7.1,9.2,,5.0,,,,True,,True,True,,True
37001,1693,1728.0,2120.5,,,917.0,350.1,1029.1,2020.0,,987.0,35.0,427.5,,,-776.0,-1342.9,-663.9,327.0,,-706.0,False,,,False,False,False,False,,False
37003,235,296.0,,,,324.0,82.7,710.0,480.9,,581.0,61.0,,,,89.0,-152.3,475.0,245.9,,346.0,,,,False,False,False,False,,False
37005,68,80.0,,,,54.0,0.1,37.9,130.8,,5.0,12.0,,,,-14.0,-67.9,-30.1,62.8,,-63.0,,,,False,False,False,False,,False
37007,293,312.0,,,,251.0,88.9,191.9,144.2,,321.0,19.0,,,,-42.0,-204.1,-101.1,-148.8,,28.0,,,,False,False,False,False,,False
37009,149,88.0,,,,104.0,146.5,45.0,208.3,,33.0,-61.0,,,,-45.0,-2.5,-104.0,59.3,,-116.0,,,,True,True,False,True,,False
37011,330,56.0,,,,131.0,40.9,203.3,51.9,,7.0,-274.0,,,,-199.0,-289.1,-126.7,-278.1,,-323.0,,,,True,False,True,False,,False
37013,621,232.0,,,,622.0,435.9,26.2,214.4,,60.0,-389.0,,,,1.0,-185.1,-594.9,-406.6,,-561.0,,,,True,True,False,False,,False
37015,330,352.0,,,,80.0,81.8,253.7,257.6,,207.0,22.0,,,,-250.0,-248.2,-76.3,-72.4,,-123.0,,,,False,False,False,False,,False
37017,321,224.0,,,,247.0,66.3,227.0,93.7,,138.0,-97.0,,,,-74.0,-254.7,-94.0,-227.3,,-183.0,,,,True,False,True,False,,False
37019,515,496.0,3638.1,,,717.0,238.2,122.6,372.4,,155.0,-19.0,3123.1,,,202.0,-276.8,-392.4,-142.6,,-360.0,False,,,False,False,False,False,,False
37021,1284,1464.0,6822.9,,,1603.0,553.6,1252.3,1158.5,,1009.0,180.0,5538.9,,,319.0,-730.4,-31.7,-125.5,,-275.0,False,,,False,False,True,True,,False
37023,585,472.0,667.3,,,824.0,124.0,478.3,663.2,,92.0,-113.0,82.3,,,239.0,-461.0,-106.7,78.2,,-493.0,True,,,False,False,True,True,,False
37025,1462,1312.0,3293.3,,,1537.0,355.2,682.3,669.3,,597.0,-150.0,1831.3,,,75.0,-1106.8,-779.7,-792.7,,-865.0,False,,,True,False,False,False,,False
37027,631,448.0,1082.7,,,694.0,223.8,480.3,152.3,,128.0,-183.0,451.7,,,63.0,-407.2,-150.7,-478.7,,-503.0,False,,,True,False,True,False,,False
37029,44,56.0,,,,4.0,,34.9,121.7,,30.0,12.0,,,,-40.0,,-9.1,77.7,,-14.0,,,,False,,True,False,,False
37031,475,280.0,1043.2,,,1046.0,361.6,0.0,220.3,,92.0,-195.0,568.2,,,571.0,-113.4,-475.0,-254.7,,-383.0,False,,,False,True,False,False,,False
37033,287,56.0,,,,95.0,52.9,44.9,36.6,,27.0,-231.0,,,,-192.0,-234.1,-242.1,-250.4,,-260.0,,,,True,False,False,False,,False
37035,1209,1080.0,897.2,,,1187.0,355.1,674.2,879.6,,554.0,-129.0,-311.8,,,-22.0,-853.9,-534.8,-329.4,,-655.0,False,,,True,False,False,False,,False
37037,425,344.0,562.1,,,300.0,215.4,229.3,286.0,,129.0,-81.0,137.1,,,-125.0,-209.6,-195.7,-139.0,,-296.0,False,,,False,False,False,False,,False
37039,381,128.0,,,,162.0,111.4,18.7,247.0,,23.0,-253.0,,,,-219.0,-269.6,-362.3,-134.0,,-358.0,,,,True,False,False,True,,False
37041,284,80.0,,,,45.0,42.6,21.3,289.0,,20.0,-204.0,,,,-239.0,-241.4,-262.8,5.0,,-264.0,,,,False,False,False,True,,False
37043,70,0.0,,,,32.0,,10.2,91.9,,0.0,-70.0,,,,-38.0,,-59.8,21.9,,-70.0,,,,True,,True,True,,False
37045,1287,1096.0,2833.8,,,835.0,442.4,699.8,882.2,,511.0,-191.0,1546.8,,,-452.0,-844.6,-587.2,-404.8,,-776.0,False,,,False,False,False,False,,False
37047,516,576.0,353.1,,,545.0,104.7,396.2,823.0,,370.0,60.0,-162.9,,,29.0,-411.3,-119.8,307.0,,-146.0,False,,,True,False,False,False,,False
37049,1060,664.0,1290.9,,,1784.0,188.5,125.3,782.3,,507.0,-396.0,230.9,,,724.0,-871.5,-934.7,-277.7,,-553.0,True,,,False,False,False,True,,False
37051,2447,2736.0,4930.8,,,2838.0,1283.4,1622.4,2212.2,,1109.0,289.0,2483.8,,,391.0,-1163.6,-824.6,-234.8,,-1338.0,False,,,False,False,False,True,,False
37053,115,56.0,,,,12.0,,9.5,58.3,,271.0,-59.0,,,,-103.0,,-105.5,-56.7,,156.0,,,,False,,False,True,,False
37055,84,24.0,,,,77.0,83.4,11.1,19.8,,8.0,-60.0,,,,-7.0,-0.6,-72.9,-64.2,,-76.0,,,,True,True,False,False,,False
37057,1273,848.0,1692.5,,,1155.0,208.6,537.1,492.0,,748.0,-425.0,419.5,,,-118.0,-1064.4,-735.9,-781.0,,-525.0,True,,,True,False,False,False,,False
37059,189,176.0,,,,242.0,130.3,161.7,45.3,,45.0,-13.0,,,,53.0,-58.7,-27.3,-143.7,,-144.0,,,,False,False,False,False,,False
37061,438,136.0,677.7,,,683.0,51.8,46.7,185.3,,118.0,-302.0,239.7,,,245.0,-386.2,-391.3,-252.7,,-320.0,True,,,True,False,False,True,,False
37063,1780,2104.0,1928.9,,,1860.0,476.2,1420.9,2023.4,,955.0,324.0,148.9,,,80.0,-1303.8,-359.1,243.4,,-825.0,True,,,True,False,False,True,,False
37065,823,744.0,316.8,,,405.0,169.3,641.3,1145.0,,503.0,-79.0,-506.2,,,-418.0,-653.7,-181.7,322.0,,-320.0,False,,,False,False,False,False,,False
37067,2009,2400.0,1119.8,,,2282.0,501.3,2220.9,2133.3,,1665.0,391.0,-889.2,,,273.0,-1507.7,211.9,124.3,,-344.0,False,,,True,False,True,True,,True
37069,397,488.0,1188.5,,,289.0,296.6,410.7,421.7,,284.0,91.0,791.5,,,-108.0,-100.4,13.7,24.7,,-113.0,False,,,False,False,True,True,,False
37071,2408,1920.0,6315.3,,,1924.0,463.8,904.3,1060.7,,1000.0,-488.0,3907.3,,,-484.0,-1944.2,-1503.7,-1347.3,,-1408.0,False,,,True,False,False,False,,False
37073,96,40.0,,,,12.0,,2.5,30.9,,22.0,-56.0,,,,-84.0,,-93.5,-65.1,,-74.0,,,,False,,False,False,,False
37075,169,88.0,,,,32.0,,1.4,,,51.0,-81.0,,,,-137.0,,-167.7,,,-118.0,,,,False,,False,,,False
37077,465,880.0,454.3,,,325.0,105.5,580.9,999.8,,543.0,415.0,-10.7,,,-140.0,-359.5,115.9,534.8,,78.0,True,,,True,True,True,False,,True
37079,405,120.0,,,,111.0,59.8,24.1,43.5,,35.0,-285.0,,,,-294.0,-345.2,-380.9,-361.5,,-370.0,,,,False,False,False,False,,False
37081,3678,2648.0,3934.5,,,2710.0,664.4,1672.6,1574.1,,1664.0,-1030.0,256.5,,,-968.0,-3013.6,-2005.4,-2103.9,,-2014.0,True,,,True,False,False,False,,False
37083,364,432.0,1124.4,,,287.0,125.5,91.1,488.3,,265.0,68.0,760.4,,,-77.0,-238.5,-272.9,124.3,,-99.0,False,,,False,False,False,False,,False
37085,1095,1104.0,2001.1,,,855.0,629.5,1207.1,1626.2,,693.0,9.0,906.1,,,-240.0,-465.5,112.1,531.2,,-402.0,False,,,False,False,False,False,,False
37087,175,288.0,955.7,,,486.0,238.5,114.7,345.4,,127.0,113.0,780.7,,,311.0,63.5,-60.3,170.4,,-48.0,False,,,False,True,True,False,,True
37089,582,560.0,1173.2,,,822.0,246.1,427.6,303.3,,236.0,-22.0,591.2,,,240.0,-335.9,-154.4,-278.7,,-346.0,False,,,False,False,False,False,,False
37091,415,480.0,,,,125.0,41.9,498.5,580.1,,371.0,65.0,,,,-290.0,-373.1,83.5,165.1,,-44.0,,,,False,False,False,False,,True
37093,556,480.0,621.0,,,389.0,210.7,249.2,363.6,,305.0,-76.0,65.0,,,-167.0,-345.3,-306.8,-192.4,,-251.0,True,,,False,False,False,False,,False
37095,89,96.0,,,,3.0,,143.7,28.5,,112.0,7.0,,,,-86.0,,54.7,-60.5,,23.0,,,,False,,False,False,,False
37097,1162,1264.0,1963.7,,,1186.0,356.6,466.5,877.3,,695.0,102.0,801.7,,,24.0,-805.4,-695.5,-284.7,,-467.0,False,,,True,False,False,False,,False
37099,284,112.0,,,,261.0,93.6,8.8,97.3,,30.0,-172.0,,,,-23.0,-190.4,-275.2,-186.7,,-254.0,,,,True,False,False,False,,False
37101,1370,1192.0,1404.0,,,1202.0,486.2,344.7,1228.5,,497.0,-178.0,34.0,,,-168.0,-883.8,-1025.3,-141.5,,-873.0,True,,,True,False,False,True,,False
37103,54,144.0,,,,11.0,73.2,50.5,129.8,,57.0,90.0,,,,-43.0,19.2,-3.5,75.8,,3.0,,,,True,True,True,True,,True
37105,481,376.0,329.9,,,420.0,90.0,169.5,312.6,,118.0,-105.0,-151.1,,,-61.0,-391.0,-311.5,-168.4,,-363.0,False,,,True,False,False,False,,False
37107,468,512.0,100.8,,,584.0,135.1,504.7,399.1,,707.0,44.0,-367.2,,,116.0,-332.9,36.7,-68.9,,239.0,False,,,False,False,True,False,,False
37109,1008,688.0,1173.3,,,664.0,217.8,609.0,594.2,,563.0,-320.0,165.3,,,-344.0,-790.2,-399.0,-413.8,,-445.0,True,,,False,False,False,False,,False
37111,366,272.0,,,,425.0,175.7,45.4,253.5,,51.0,-94.0,,,,59.0,-190.3,-320.6,-112.5,,-315.0,,,,True,False,False,False,,False
37113,196,120.0,,,,209.0,24.5,8.6,282.7,,38.0,-76.0,,,,13.0,-171.5,-187.4,86.7,,-158.0,,,,True,False,False,False,,False
37115,77,32.0,,,,119.0,,24.2,272.2,,24.0,-45.0,,,,42.0,,-52.8,195.2,,-53.0,,,,True,,False,False,,False
37117,254,152.0,,,,121.0,67.0,173.2,54.1,,54.0,-102.0,,,,-133.0,-187.0,-80.8,-199.9,,-200.0,,,,False,False,True,False,,False
37119,6900,7384.0,8826.6,,,5586.0,1143.3,3177.7,5577.1,,2905.0,484.0,1926.6,,,-1314.0,-5756.7,-3722.3,-1322.9,,-3995.0,False,,,False,False,False,False,,False
37121,66,0.0,,,,94.0,47.6,0.0,87.7,,0.0,-66.0,,,,28.0,-18.4,-66.0,21.7,,-66.0,,,,True,True,False,True,,False
37123,376,336.0,,,,241.0,186.5,72.5,312.5,,76.0,-40.0,,,,-135.0,-189.5,-303.5,-63.5,,-300.0,,,,False,False,False,False,,False
37125,851,608.0,816.3,,,612.0,296.7,625.3,501.9,,494.0,-243.0,-34.7,,,-239.0,-554.3,-225.7,-349.1,,-357.0,True,,,True,False,True,False,,False
37127,1431,1256.0,1939.0,,,561.0,396.2,1015.1,1014.6,,856.0,-175.0,508.0,,,-870.0,-1034.8,-415.9,-416.4,,-575.0,False,,,False,False,False,False,,False
37129,1862,1008.0,958.8,,,3872.0,547.3,707.4,629.6,,204.0,-854.0,-903.2,,,2010.0,-1314.7,-1154.6,-1232.4,,-1658.0,False,,,False,False,False,False,,False
37131,173,0.0,,,,63.0,63.8,87.7,42.5,,0.0,-173.0,,,,-110.0,-109.2,-85.3,-130.5,,-173.0,,,,True,True,True,True,,False
37133,1315,1176.0,3279.2,,,4619.0,820.9,299.1,1165.2,,728.0,-139.0,1964.2,,,3304.0,-494.1,-1015.9,-149.8,,-587.0,False,,,False,False,False,False,,False
37135,1319,712.0,1481.2,,,606.0,290.4,842.6,444.3,,1019.0,-607.0,162.2,,,-713.0,-1028.6,-476.4,-874.7,,-300.0,True,,,False,False,True,False,,True
37137,206,48.0,,,,11.0,,9.9,40.1,,9.0,-158.0,,,,-195.0,,-196.1,-165.9,,-197.0,,,,False,,False,False,,False
37139,307,384.0,,,,115.0,86.0,199.5,473.0,,329.0,77.0,,,,-192.0,-221.0,-107.5,166.0,,22.0,,,,False,False,False,False,,True
37141,405,304.0,511.2,,,354.0,188.4,173.6,159.4,,284.0,-101.0,106.2,,,-51.0,-216.6,-231.4,-245.6,,-121.0,False,,,True,False,False,False,,False
37143,116,64.0,,,,12.0,,8.0,58.2,,44.0,-52.0,,,,-104.0,,-108.0,-57.8,,-72.0,,,,False,,False,False,,False
37145,252,280.0,,,,159.0,188.6,148.9,331.4,,395.0,28.0,,,,-93.0,-63.4,-103.1,79.4,,143.0,,,,False,False,False,False,,False
37147,3134,2232.0,4151.7,,,1635.0,648.4,1586.2,4227.6,,1628.0,-902.0,1017.7,,,-1499.0,-2485.6,-1547.8,1093.6,,-1506.0,False,,,False,False,False,False,,False
37149,136,88.0,,,,134.0,111.0,13.7,89.3,,154.0,-48.0,,,,-2.0,-25.0,-122.3,-46.7,,18.0,,,,True,True,False,True,,True
37151,890,584.0,1116.3,,,1021.0,224.9,379.6,344.1,,300.0,-306.0,226.3,,,131.0,-665.1,-510.4,-545.9,,-590.0,True,,,True,False,False,False,,False
37153,600,384.0,,,,439.0,50.0,256.0,242.6,,390.0,-216.0,,,,-161.0,-550.0,-344.0,-357.4,,-210.0,,,,True,False,False,False,,True
37155,2074,1752.0,3475.9,,,1410.0,296.9,232.4,1160.4,,848.0,-322.0,1401.9,,,-664.0,-1777.1,-1841.6,-913.6,,-1226.0,False,,,False,False,False,False,,False
37157,926,336.0,406.4,,,440.0,263.2,154.3,137.1,,147.0,-590.0,-519.6,,,-486.0,-662.8,-771.7,-788.9,,-779.0,True,,,True,False,False,False,,False
37159,1348,1336.0,2367.0,,,1109.0,332.0,1288.2,910.7,,694.0,-12.0,1019.0,,,-239.0,-1016.0,-59.8,-437.3,,-654.0,False,,,False,False,False,False,,False
37161,571,800.0,849.4,,,723.0,385.9,437.5,1617.5,,466.0,229.0,278.4,,,152.0,-185.1,-133.5,1046.5,,-105.0,False,,,True,True,True,False,,True
37163,737,80.0,366.4,,,623.0,97.4,468.0,128.1,,203.0,-657.0,-370.6,,,-114.0,-639.6,-269.0,-608.9,,-534.0,True,,,True,True,True,True,,True
37165,981,608.0,,,,412.0,69.7,199.8,877.2,,319.0,-373.0,,,,-569.0,-911.3,-781.2,-103.8,,-662.0,,,,False,False,False,True,,False
37167,979,1400.0,1362.6,,,552.0,275.4,673.3,758.0,,1094.0,421.0,383.6,,,-427.0,-703.6,-305.7,-221.0,,115.0,True,,,False,False,True,True,,True
37169,231,80.0,,,,222.0,125.9,14.5,105.6,,17.0,-151.0,,,,-9.0,-105.1,-216.5,-125.4,,-214.0,,,,True,True,False,True,,False
37171,438,560.0,886.4,,,408.0,298.9,297.7,366.6,,329.0,122.0,448.4,,,-30.0,-139.1,-140.3,-71.4,,-109.0,False,,,True,False,False,True,,True
37173,56,8.0,,,,62.0,63.0,1.3,181.0,,12.0,-48.0,,,,6.0,7.0,-54.7,125.0,,-44.0,,,,True,True,False,False,,True
37175,185,160.0,,,,213.0,50.9,47.5,256.4,,254.0,-25.0,,,,28.0,-134.1,-137.5,71.4,,69.0,,,,False,False,False,False,,False
37177,13,24.0,,,,3.0,32.1,18.6,94.5,,24.0,11.0,,,,-10.0,19.1,5.6,81.5,,11.0,,,,True,False,True,False,,False
37179,1884,2032.0,2676.9,,,1674.0,655.8,1915.2,1293.0,,1323.0,148.0,792.9,,,-210.0,-1228.2,31.2,-591.0,,-561.0,False,,,False,False,True,False,,False
37181,290,360.0,,,,232.0,92.4,232.9,350.8,,254.0,70.0,,,,-58.0,-197.6,-57.1,60.8,,-36.0,,,,True,False,True,True,,True
37183,6333,5576.0,5449.2,,,5746.0,1130.4,3151.7,3159.0,,2858.0,-757.0,-883.8,,,-587.0,-5202.6,-3181.3,-3174.0,,-3475.0,False,,,True,False,False,False,,False
37185,104,88.0,,,,62.0,73.0,106.3,45.0,,33.0,-16.0,,,,-42.0,-31.0,2.3,-59.0,,-71.0,,,,False,False,True,False,,False
37187,78,64.0,,,,50.0,48.6,20.4,113.6,,18.0,-14.0,,,,-28.0,-29.4,-57.6,35.6,,-60.0,,,,False,False,False,False,,False
37189,816,352.0,490.0,,,245.0,73.1,120.5,388.1,,332.0,-464.0,-326.0,,,-571.0,-742.9,-695.5,-427.9,,-484.0,True,,,False,False,False,True,,False
37191,1251,912.0,313.3,,,1185.0,110.3,293.5,730.3,,887.0,-339.0,-937.7,,,-66.0,-1140.7,-957.5,-520.7,,-364.0,False,,,True,False,False,False,,False
37193,492,904.0,484.8,,,449.0,111.0,190.1,486.9,,847.0,412.0,-7.2,,,-43.0,-381.0,-301.9,-5.1,,355.0,True,,,True,True,True,True,,True
37195,889,608.0,984.4,,,637.0,145.2,332.6,523.0,,165.0,-281.0,95.4,,,-252.0,-743.8,-556.4,-366.0,,-724.0,True,,,True,False,False,False,,False
37197,264,240.0,,,,226.0,67.0,189.7,337.3,,72.0,-24.0,,,,-38.0,-197.0,-74.3,73.3,,-192.0,,,,False,False,False,False,,False
37199,151,0.0,,,,82.0,25.7,0.1,106.4,,0.0,-151.0,,,,-69.0,-125.3,-150.9,-44.6,,-151.0,,,,True,True,True,True,,False
38001,39,8.0,,,,10.0,,0.2,3.7,,46.0,-31.0,,,,-29.0,,-38.8,-35.3,,7.0,,,,True,,False,False,,True
38003,224,48.0,,,,16.0,,44.2,71.8,,41.0,-176.0,,,,-208.0,,-179.8,-152.2,,-183.0,,,,False,,False,True,,False
38005,236,248.0,,,,35.0,0.0,74.5,179.9,,38.0,12.0,,,,-201.0,-236.0,-161.5,-56.1,,-198.0,,,,False,False,False,False,,False
38007,26,8.0,,,,0.0,,1.3,9.0,,19.0,-18.0,,,,-26.0,,-24.7,-17.0,,-7.0,,,,False,,False,True,,True
38009,116,32.0,,,,72.0,,8.9,,,19.0,-84.0,,,,-44.0,,-107.1,,,-97.0,,,,True,,False,,,False
38011,55,40.0,,,,8.0,,2.2,27.2,,75.0,-15.0,,,,-47.0,,-52.8,-27.8,,20.0,,,,False,,False,False,,False
38013,21,0.0,,,,8.0,,14.4,,,0.0,-21.0,,,,-13.0,,-6.6,,,-21.0,,,,True,,True,,,False
38015,3193,1616.0,2744.1,,,1619.0,739.8,1688.0,654.3,,743.0,-1577.0,-448.9,,,-1574.0,-2453.2,-1505.0,-2538.7,,-2450.0,True,,,True,False,True,False,,False
38017,3184,712.0,99.4,,,1512.0,131.8,339.8,472.0,,461.0,-2472.0,-3084.6,,,-1672.0,-3052.2,-2844.2,-2712.0,,-2723.0,False,,,True,False,False,False,,False
38019,27,0.0,,,,16.0,,4.8,,,0.0,-27.0,,,,-11.0,,-22.2,,,-27.0,,,,True,,True,,,False
38021,146,16.0,,,,1.0,,2.4,,,21.0,-130.0,,,,-145.0,,-143.6,,,-125.0,,,,False,,False,,,True
38023,20,16.0,,,,16.0,,1.5,5.0,,18.0,-4.0,,,,-4.0,,-18.5,-15.0,,-2.0,,,,False,,False,False,,True
38025,126,8.0,,,,9.0,,6.2,2.5,,1.0,-118.0,,,,-117.0,,-119.8,-123.5,,-125.0,,,,True,,False,False,,False
38027,111,8.0,,,,0.0,,4.7,,,16.0,-103.0,,,,-111.0,,-106.3,,,-95.0,,,,False,,False,,,True
38029,213,48.0,,,,0.0,,4.3,,,68.0,-165.0,,,,-213.0,,-208.7,,,-145.0,,,,False,,False,,,True
38031,61,8.0,,,,0.0,,32.0,,,0.0,-53.0,,,,-61.0,,-29.0,,,-61.0,,,,False,,True,,,False
38033,77,56.0,,,,0.0,,101.8,27.6,,47.0,-21.0,,,,-77.0,,24.8,-49.4,,-30.0,,,,False,,False,False,,False
38035,1860,824.0,349.1,,,564.0,122.9,2597.9,520.0,,1010.0,-1036.0,-1510.9,,,-1296.0,-1737.1,737.9,-1340.0,,-850.0,False,,,False,False,True,False,,True
38037,43,0.0,,,,8.0,,0.0,0.7,,0.0,-43.0,,,,-35.0,,-43.0,-42.3,,-43.0,,,,True,,False,True,,False
38039,27,24.0,,,,0.0,,16.4,,,12.0,-3.0,,,,-27.0,,-10.6,,,-15.0,,,,False,,False,,,False
38041,71,8.0,,,,8.0,,4.3,6.5,,62.0,-63.0,,,,-63.0,,-66.7,-64.5,,-9.0,,,,False,,False,False,,True
38043,43,72.0,,,,0.0,,8.9,,,48.0,29.0,,,,-43.0,,-34.1,,,5.0,,,,False,,False,,,True
38045,102,0.0,,,,0.0,,6.2,4.5,,0.0,-102.0,,,,-102.0,,-95.8,-97.5,,-102.0,,,,False,,True,True,,False
38047,83,0.0,,,,0.0,,2.0,2.8,,0.0,-83.0,,,,-83.0,,-81.0,-80.2,,-83.0,,,,False,,True,True,,False
38049,98,40.0,,,,46.0,,5.9,,,59.0,-58.0,,,,-52.0,,-92.1,,,-39.0,,,,True,,False,,,True
38051,74,88.0,,,,0.0,,10.3,,,35.0,14.0,,,,-74.0,,-63.7,,,-39.0,,,,False,,False,,,False
38053,258,24.0,,,,55.0,,4.2,25.0,,10.0,-234.0,,,,-203.0,,-253.8,-233.0,,-248.0,,,,True,,False,True,,False
38055,269,312.0,,,,72.0,1.4,137.5,221.5,,169.0,43.0,,,,-197.0,-267.6,-131.5,-47.5,,-100.0,,,,False,False,False,False,,False
38057,220,48.0,,,,57.0,,19.9,,,80.0,-172.0,,,,-163.0,,-200.1,,,-140.0,,,,True,,False,,,True
38059,1155,664.0,,,,294.0,282.7,635.5,675.0,,333.0,-491.0,,,,-861.0,-872.3,-519.5,-480.0,,-822.0,,,,False,False,False,True,,False
38061,188,176.0,,,,50.0,18.2,87.7,80.4,,143.0,-12.0,,,,-138.0,-169.8,-100.3,-107.6,,-45.0,,,,False,False,False,False,,False
38063,94,16.0,,,,0.0,,5.4,,,3.0,-78.0,,,,-94.0,,-88.6,,,-91.0,,,,False,,False,,,False
38065,27,0.0,,,,13.0,,0.2,2.6,,0.0,-27.0,,,,-14.0,,-26.8,-24.4,,-27.0,,,,True,,True,True,,False
38067,115,0.0,,,,24.0,,0.1,30.5,,0.0,-115.0,,,,-91.0,,-114.9,-84.5,,-115.0,,,,True,,True,True,,False
38069,24,40.0,,,,44.0,,5.2,,,96.0,16.0,,,,20.0,,-18.8,,,72.0,,,,False,,False,,,False
38071,251,128.0,,,,47.0,,44.0,106.4,,33.0,-123.0,,,,-204.0,,-207.0,-144.6,,-218.0,,,,False,,False,False,,False
38073,72,0.0,,,,8.0,,2.8,6.3,,5.0,-72.0,,,,-64.0,,-69.2,-65.7,,-67.0,,,,True,,True,True,,True
38075,80,8.0,,,,8.0,,1.6,9.5,,46.0,-72.0,,,,-72.0,,-78.4,-70.5,,-34.0,,,,False,,False,True,,True
38077,171,80.0,,,,40.0,37.0,49.4,259.7,,22.0,-91.0,,,,-131.0,-134.0,-121.6,88.7,,-149.0,,,,False,False,False,True,,False
38079,166,216.0,,,,141.0,,52.6,221.7,,141.0,50.0,,,,-25.0,,-113.4,55.7,,-25.0,,,,True,,False,False,,True
38081,86,0.0,,,,0.0,,3.5,,,0.0,-86.0,,,,-86.0,,-82.5,,,-86.0,,,,False,,True,,,False
38083,9,8.0,,,,7.0,,4.4,15.5,,2.0,-1.0,,,,-2.0,,-4.6,6.5,,-7.0,,,,False,,False,False,,False
38085,100,112.0,,,,16.0,,124.9,103.9,,69.0,12.0,,,,-84.0,,24.9,3.9,,-31.0,,,,False,,False,True,,False
38087,7,8.0,,,,0.0,,0.3,2.3,,18.0,1.0,,,,-7.0,,-6.7,-4.7,,11.0,,,,False,,False,False,,False
38089,1622,928.0,,,,258.0,237.2,541.0,1108.0,,440.0,-694.0,,,,-1364.0,-1384.8,-1081.0,-514.0,,-1182.0,,,,False,False,False,True,,False
38091,16,16.0,,,,0.0,,15.5,,,3.0,0.0,,,,-16.0,,-0.5,,,-13.0,,,,False,,False,,,False
38093,472,24.0,,,,78.0,28.9,0.0,4.4,,3.0,-448.0,,,,-394.0,-443.1,-472.0,-467.6,,-469.0,,,,True,True,False,False,,False
38095,32,0.0,,,,23.0,,1.5,1.9,,0.0,-32.0,,,,-9.0,,-30.6,-30.1,,-32.0,,,,True,,True,True,,False
38097,99,64.0,,,,10.0,,25.7,65.1,,34.0,-35.0,,,,-89.0,,-73.3,-33.9,,-65.0,,,,False,,False,True,,False
38099,158,80.0,,,,40.0,50.9,41.1,178.9,,77.0,-78.0,,,,-118.0,-107.1,-116.9,20.9,,-81.0,,,,False,False,False,True,,False
38101,1163,336.0,499.0,,,1159.0,142.4,223.7,374.3,,425.0,-827.0,-664.0,,,-4.0,-1020.6,-939.3,-788.7,,-738.0,True,,,True,False,False,True,,True
38103,36,24.0,,,,8.0,,7.4,,,3.0,-12.0,,,,-28.0,,-28.6,,,-33.0,,,,False,,False,,,False
38105,1106,256.0,,,,337.0,234.6,84.2,87.3,,141.0,-850.0,,,,-769.0,-871.4,-1021.8,-1018.7,,-965.0,,,,True,False,False,False,,False
39001,100,80.0,,,,92.0,,23.5,70.2,,47.0,-20.0,,,,-8.0,,-76.5,-29.8,,-53.0,,,,True,,False,False,,False
