,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
31053,1212,570.0,526.0,,,,,486.0,,343.6,426.7,222.7,588.6,436.8,,122.0,-642.0,-686.0,,,,,-726.0,,-868.4,-785.3,-989.3,-623.4,-775.2,,-1090.0,False,,,,,False,,False,False,False,True,False,,False
31055,17471,7596.0,12191.0,,,,,4363.0,,4123.2,4899.6,2932.7,7186.3,4928.4,,3013.0,-9875.0,-5280.0,,,,,-13108.0,,-13347.8,-12571.4,-14538.3,-10284.7,-12542.6,,-14458.0,True,,,,,False,,False,False,False,False,False,,False
31057,39,12.0,0.0,,,,,14.0,,19.5,10.0,,,,,21.0,-27.0,-39.0,,,,,-25.0,,-19.5,-29.0,,,,,-18.0,False,,,,,True,,True,False,,,,,True
31059,235,36.0,0.0,,,,,40.0,,18.4,17.8,54.9,,,,8.0,-199.0,-235.0,,,,,-195.0,,-216.6,-217.2,-180.1,,,,-227.0,False,,,,,True,,False,False,True,,,,False
31061,101,102.0,4.0,,,,,34.0,,158.0,6.5,9.6,,,,45.0,1.0,-97.0,,,,,-67.0,,57.0,-94.5,-91.4,,,,-56.0,False,,,,,False,,False,False,False,,,,False
31063,82,42.0,0.0,,,,,18.0,,21.2,12.8,3.2,,,,40.0,-40.0,-82.0,,,,,-64.0,,-60.8,-69.2,-78.8,,,,-42.0,False,,,,,False,,False,False,False,,,,False
31065,167,84.0,42.0,,,,,37.0,,163.2,16.1,19.3,,,,109.0,-83.0,-125.0,,,,,-130.0,,-3.8,-150.9,-147.7,,,,-58.0,False,,,,,False,,True,False,False,,,,True
31067,802,222.0,249.0,,,,,173.0,,205.9,89.6,61.0,156.8,,,79.0,-580.0,-553.0,,,,,-629.0,,-596.1,-712.4,-741.0,-645.2,,,-723.0,True,,,,,False,,False,False,False,False,,,False
31069,59,0.0,0.0,,,,,18.0,,0.4,3.2,2.7,,,,12.0,-59.0,-59.0,,,,,-41.0,,-58.6,-55.8,-56.3,,,,-47.0,False,,,,,True,,True,True,True,,,,True
31071,78,12.0,0.0,,,,,33.0,,1.0,5.6,2.2,,,,0.0,-66.0,-78.0,,,,,-45.0,,-77.0,-72.4,-75.8,,,,-78.0,False,,,,,True,,False,False,False,,,,False
31073,55,42.0,0.0,,,,,32.0,,34.1,1.2,11.8,,,,18.0,-13.0,-55.0,,,,,-23.0,,-20.9,-53.8,-43.2,,,,-37.0,False,,,,,False,,False,False,False,,,,False
31075,15,0.0,0.0,,,,,14.0,,7.4,13.6,,,,,16.0,-15.0,-15.0,,,,,-1.0,,-7.6,-1.4,,,,,1.0,False,,,,,True,,True,True,,,,,True
31077,73,18.0,0.0,,,,,29.0,,20.8,7.5,13.2,,,,8.0,-55.0,-73.0,,,,,-44.0,,-52.2,-65.5,-59.8,,,,-65.0,False,,,,,True,,True,False,False,,,,False
31079,1893,774.0,1213.0,,,,,695.0,,390.8,908.4,389.5,175.5,442.2,,287.0,-1119.0,-680.0,,,,,-1198.0,,-1502.2,-984.6,-1503.5,-1717.5,-1450.8,,-1606.0,True,,,,,False,,False,True,False,False,False,,False
31081,286,222.0,163.0,,,,,84.0,,146.7,51.8,40.0,66.0,,,94.0,-64.0,-123.0,,,,,-202.0,,-139.3,-234.2,-246.0,-220.0,,,-192.0,False,,,,,False,,False,False,False,False,,,False
31083,80,66.0,0.0,,,,,31.0,,66.0,34.6,5.4,,,,17.0,-14.0,-80.0,,,,,-49.0,,-14.0,-45.4,-74.6,,,,-63.0,False,,,,,False,,True,False,False,,,,False
31085,36,12.0,0.0,,,,,13.0,,11.2,17.9,,,,,26.0,-24.0,-36.0,,,,,-23.0,,-24.8,-18.1,,,,,-10.0,False,,,,,True,,False,True,,,,,True
31087,70,48.0,,,,,,19.0,,228.7,19.9,2.0,,,,45.0,-22.0,,,,,,-51.0,,158.7,-50.1,-68.0,,,,-25.0,,,,,,False,,False,False,False,,,,False
31089,332,246.0,86.0,,,,,186.0,,420.8,76.2,310.4,0.5,,,103.0,-86.0,-246.0,,,,,-146.0,,88.8,-255.8,-21.6,-331.5,,,-229.0,False,,,,,False,,False,False,True,False,,,False
31091,27,12.0,0.0,,,,,21.0,,0.2,3.3,,,,,0.0,-15.0,-27.0,,,,,-6.0,,-26.8,-23.7,,,,,-27.0,False,,,,,True,,False,False,,,,,False
31093,202,54.0,1.0,,,,,73.0,,75.1,25.8,4.8,73.3,,,56.0,-148.0,-201.0,,,,,-129.0,,-126.9,-176.2,-197.2,-128.7,,,-146.0,False,,,,,True,,True,False,False,True,,,True
31095,245,36.0,37.0,,,,,61.0,,8.3,26.1,16.8,,,,9.0,-209.0,-208.0,,,,,-184.0,,-236.7,-218.9,-228.2,,,,-236.0,True,,,,,True,,False,False,False,,,,False
31097,221,66.0,62.0,,,,,34.0,,28.9,14.6,23.2,,,,9.0,-155.0,-159.0,,,,,-187.0,,-192.1,-206.4,-197.8,,,,-212.0,False,,,,,False,,False,False,False,,,,False
31099,265,246.0,45.0,,,,,65.0,,101.6,18.1,83.3,195.8,,,46.0,-19.0,-220.0,,,,,-200.0,,-163.4,-246.9,-181.7,-69.2,,,-219.0,False,,,,,False,,False,False,False,False,,,False
31101,250,30.0,0.0,,,,,47.0,,22.3,33.8,30.1,,,,14.0,-220.0,-250.0,,,,,-203.0,,-227.7,-216.2,-219.9,,,,-236.0,False,,,,,True,,False,True,True,,,,False
31103,10,12.0,0.0,,,,,30.0,,1.8,8.0,,,,,0.0,2.0,-10.0,,,,,20.0,,-8.2,-2.0,,,,,-10.0,False,,,,,False,,False,False,,,,,False
31105,122,48.0,,,,,,22.0,,89.9,3.3,3.7,,,,51.0,-74.0,,,,,,-100.0,,-32.1,-118.7,-118.3,,,,-71.0,,,,,,False,,True,False,False,,,,True
31107,174,168.0,155.0,,,,,106.0,,132.8,25.0,93.4,0.0,,,36.0,-6.0,-19.0,,,,,-68.0,,-41.2,-149.0,-80.6,-174.0,,,-138.0,False,,,,,False,,False,False,False,False,,,False
31109,7012,3534.0,4775.0,,,,,2697.0,,2131.9,5764.4,2670.5,4410.2,2655.5,,1081.0,-3478.0,-2237.0,,,,,-4315.0,,-4880.1,-1247.6,-4341.5,-2601.8,-4356.5,,-5931.0,True,,,,,False,,False,True,False,True,False,,False
31111,1446,498.0,1000.0,,,,,418.0,,393.8,171.7,145.6,319.9,,,153.0,-948.0,-446.0,,,,,-1028.0,,-1052.2,-1274.3,-1300.4,-1126.1,,,-1293.0,True,,,,,False,,False,False,False,False,,,False
31113,29,0.0,0.0,,,,,18.0,,1.4,2.8,,,,,4.0,-29.0,-29.0,,,,,-11.0,,-27.6,-26.2,,,,,-25.0,False,,,,,True,,True,True,,,,,True
31115,24,6.0,0.0,,,,,18.0,,0.9,6.4,,,,,0.0,-18.0,-24.0,,,,,-6.0,,-23.1,-17.6,,,,,-24.0,False,,,,,True,,False,True,,,,,False
31117,9,6.0,0.0,,,,,14.0,,16.0,2.2,,,,,8.0,-3.0,-9.0,,,,,5.0,,7.0,-6.8,,,,,-1.0,False,,,,,False,,False,False,,,,,True
31119,1887,450.0,383.0,,,,,665.0,,229.7,261.4,166.5,14.3,,,135.0,-1437.0,-1504.0,,,,,-1222.0,,-1657.3,-1625.6,-1720.5,-1872.7,,,-1752.0,False,,,,,True,,False,False,False,False,,,False
31121,299,102.0,29.0,,,,,101.0,,109.7,18.3,20.1,50.2,,,173.0,-197.0,-270.0,,,,,-198.0,,-189.3,-280.7,-278.9,-248.8,,,-126.0,False,,,,,False,,True,False,False,False,,,True
31123,195,6.0,0.0,,,,,32.0,,1.1,8.8,93.1,,,,0.0,-189.0,-195.0,,,,,-163.0,,-193.9,-186.2,-101.9,,,,-195.0,False,,,,,True,,False,True,True,,,,False
31125,174,48.0,32.0,,,,,57.0,,70.3,9.5,15.9,,,,18.0,-126.0,-142.0,,,,,-117.0,,-103.7,-164.5,-158.1,,,,-156.0,False,,,,,True,,True,False,False,,,,False
31127,135,72.0,37.0,,,,,48.0,,40.5,19.8,17.9,0.0,,,20.0,-63.0,-98.0,,,,,-87.0,,-94.5,-115.2,-117.1,-135.0,,,-115.0,False,,,,,False,,False,False,False,False,,,False
31129,153,60.0,32.0,,,,,36.0,,12.7,15.5,16.9,,,,7.0,-93.0,-121.0,,,,,-117.0,,-140.3,-137.5,-136.1,,,,-146.0,False,,,,,False,,False,False,False,,,,False
31131,461,204.0,210.0,,,,,138.0,,197.9,109.7,131.8,136.4,,,111.0,-257.0,-251.0,,,,,-323.0,,-263.1,-351.3,-329.2,-324.6,,,-350.0,True,,,,,False,,False,False,False,False,,,False
31133,48,12.0,0.0,,,,,23.0,,7.5,10.7,,,,,2.0,-36.0,-48.0,,,,,-25.0,,-40.5,-37.3,,,,,-46.0,False,,,,,True,,False,False,,,,,False
31135,84,12.0,0.0,,,,,18.0,,2.3,12.7,,,,,7.0,-72.0,-84.0,,,,,-66.0,,-81.7,-71.3,,,,,-77.0,False,,,,,True,,False,True,,,,,False
31137,332,210.0,235.0,,,,,103.0,,379.9,36.3,98.1,116.2,,,187.0,-122.0,-97.0,,,,,-229.0,,47.9,-295.7,-233.9,-215.8,,,-145.0,True,,,,,False,,True,False,False,False,,,False
31139,275,48.0,5.0,,,,,77.0,,24.0,25.6,8.3,0.0,,,10.0,-227.0,-270.0,,,,,-198.0,,-251.0,-249.4,-266.7,-275.0,,,-265.0,False,,,,,True,,False,False,False,False,,,False
31141,1637,354.0,463.0,,,,,457.0,,233.1,288.8,77.2,57.1,234.3,,95.0,-1283.0,-1174.0,,,,,-1180.0,,-1403.9,-1348.2,-1559.8,-1579.9,-1402.7,,-1542.0,True,,,,,True,,False,False,False,False,False,,False
31143,175,258.0,242.0,,,,,50.0,,503.7,18.4,161.9,93.7,,,88.0,83.0,67.0,,,,,-125.0,,328.7,-156.6,-13.1,-81.3,,,-87.0,True,,,,,False,,False,False,True,True,,,False
31145,429,222.0,302.0,,,,,67.0,,1475.3,21.7,44.9,,,,211.0,-207.0,-127.0,,,,,-362.0,,1046.3,-407.3,-384.1,,,,-218.0,True,,,,,False,,False,False,False,,,,False
31147,222,78.0,80.0,,,,,47.0,,56.5,34.0,74.6,,,,39.0,-144.0,-142.0,,,,,-175.0,,-165.5,-188.0,-147.4,,,,-183.0,True,,,,,False,,False,False,False,,,,False
31149,28,12.0,0.0,,,,,57.0,,1.3,14.0,,,,,0.0,-16.0,-28.0,,,,,29.0,,-26.7,-14.0,,,,,-28.0,False,,,,,False,,False,True,,,,,False
31151,570,150.0,101.0,,,,,159.0,,86.5,191.5,20.8,15.5,,,13.0,-420.0,-469.0,,,,,-411.0,,-483.5,-378.5,-549.2,-554.5,,,-557.0,False,,,,,True,,False,True,False,False,,,False
31153,5779,2736.0,4854.0,,,,,1201.0,,1700.3,1626.9,2340.4,2156.5,1620.0,,1055.0,-3043.0,-925.0,,,,,-4578.0,,-4078.7,-4152.1,-3438.6,-3622.5,-4159.0,,-4724.0,True,,,,,False,,False,False,False,False,False,,False
31155,559,240.0,162.0,,,,,179.0,,189.3,161.2,104.3,0.0,,,71.0,-319.0,-397.0,,,,,-380.0,,-369.7,-397.8,-454.7,-559.0,,,-488.0,False,,,,,False,,False,False,False,False,,,False
31157,2033,168.0,226.0,,,,,254.0,,137.9,200.1,25.8,199.8,,,161.0,-1865.0,-1807.0,,,,,-1779.0,,-1895.1,-1832.9,-2007.2,-1833.2,,,-1872.0,True,,,,,True,,False,True,False,True,,,False
31159,466,102.0,117.0,,,,,186.0,,118.5,102.7,12.8,178.6,,,46.0,-364.0,-349.0,,,,,-280.0,,-347.5,-363.3,-453.2,-287.4,,,-420.0,True,,,,,True,,True,True,False,True,,,False
31161,193,66.0,0.0,,,,,34.0,,92.9,28.7,,,,,100.0,-127.0,-193.0,,,,,-159.0,,-100.1,-164.3,,,,,-93.0,False,,,,,False,,True,False,,,,,True
31163,85,30.0,0.0,,,,,37.0,,26.8,5.7,6.3,,,,11.0,-55.0,-85.0,,,,,-48.0,,-58.2,-79.3,-78.7,,,,-74.0,False,,,,,True,,False,False,False,,,,False
31165,10,6.0,0.0,,,,,18.0,,0.9,1.7,,,,,0.0,-4.0,-10.0,,,,,8.0,,-9.1,-8.3,,,,,-10.0,False,,,,,False,,False,False,,,,,False
31167,133,18.0,0.0,,,,,75.0,,21.0,14.5,13.3,,,,49.0,-115.0,-133.0,,,,,-58.0,,-112.0,-118.5,-119.7,,,,-84.0,False,,,,,True,,True,False,False,,,,True
31169,177,36.0,,,,,,39.0,,27.0,9.8,7.0,,,,51.0,-141.0,,,,,,-138.0,,-150.0,-167.2,-170.0,,,,-126.0,,,,,,True,,False,False,False,,,,True
31171,22,12.0,0.0,,,,,22.0,,28.4,2.9,1.7,,,,16.0,-10.0,-22.0,,,,,0.0,,6.4,-19.1,-20.3,,,,-6.0,False,,,,,True,,True,False,False,,,,True
31173,227,150.0,71.0,,,,,61.0,,91.5,50.7,5.8,0.0,,,37.0,-77.0,-156.0,,,,,-166.0,,-135.5,-176.3,-221.2,-227.0,,,-190.0,False,,,,,False,,False,False,False,False,,,False
31175,114,42.0,7.0,,,,,51.0,,24.3,13.3,29.2,,,,6.0,-72.0,-107.0,,,,,-63.0,,-89.7,-100.7,-84.8,,,,-108.0,False,,,,,True,,False,False,False,,,,False
31177,668,300.0,363.0,,,,,175.0,,321.0,78.3,184.0,191.9,,,75.0,-368.0,-305.0,,,,,-493.0,,-347.0,-589.7,-484.0,-476.1,,,-593.0,True,,,,,False,,True,False,False,False,,,False
31179,430,318.0,263.0,,,,,159.0,,144.2,55.1,94.6,0.0,,,40.0,-112.0,-167.0,,,,,-271.0,,-285.8,-374.9,-335.4,-430.0,,,-390.0,False,,,,,False,,False,False,False,False,,,False
31181,148,54.0,1.0,,,,,50.0,,25.0,4.9,17.0,,,,23.0,-94.0,-147.0,,,,,-98.0,,-123.0,-143.1,-131.0,,,,-125.0,False,,,,,False,,False,False,False,,,,False
31183,10,6.0,0.0,,,,,23.0,,41.2,7.7,,,,,17.0,-4.0,-10.0,,,,,13.0,,31.2,-2.3,,,,,7.0,False,,,,,False,,False,True,,,,,False
31185,598,432.0,545.0,,,,,151.0,,486.0,80.5,161.8,213.8,,,694.0,-166.0,-53.0,,,,,-447.0,,-112.0,-517.5,-436.2,-384.2,,,96.0,True,,,,,False,,True,False,False,False,,,True
32001,485,90.0,0.0,,,,,17.0,,131.1,74.8,16.7,67.8,,,66.0,-395.0,-485.0,,,,,-468.0,,-353.9,-410.2,-468.3,-417.2,,,-419.0,False,,,,,False,,True,False,False,False,,,False
32003,32174,16470.0,19433.0,,,,,6738.0,,11762.4,15003.2,15009.3,1638.2,8204.9,,15810.0,-15704.0,-12741.0,,,,,-25436.0,,-20411.6,-17170.8,-17164.7,-30535.8,-23969.1,,-16364.0,True,,,,,False,,False,False,False,False,False,,False
32005,181,156.0,230.0,,,,,53.0,,168.2,194.2,81.7,122.0,,,257.0,-25.0,49.0,,,,,-128.0,,-12.8,13.2,-99.3,-59.0,,,76.0,False,,,,,False,,True,True,False,False,,,False
32007,1211,414.0,0.0,,,,,110.0,,358.8,150.1,199.0,192.4,,,411.0,-797.0,-1211.0,,,,,-1101.0,,-852.2,-1060.9,-1012.0,-1018.6,,,-800.0,False,,,,,False,,False,False,False,False,,,False
32009,5,0.0,0.0,,,,,0.0,,0.3,0.0,,,,,,-5.0,-5.0,,,,,-5.0,,-4.7,-5.0,,,,,,False,,,,,False,,True,False,,,,,
32011,12,0.0,0.0,,,,,0.0,,1.1,3.6,,,,,0.0,-12.0,-12.0,,,,,-12.0,,-10.9,-8.4,,,,,-12.0,False,,,,,False,,True,True,,,,,False
32013,122,66.0,0.0,,,,,10.0,,38.8,41.5,9.8,32.6,,,15.0,-56.0,-122.0,,,,,-112.0,,-83.2,-80.5,-112.2,-89.4,,,-107.0,False,,,,,False,,False,False,False,False,,,False
32015,72,72.0,0.0,,,,,0.0,,76.1,9.9,15.2,,,,73.0,0.0,-72.0,,,,,-72.0,,4.1,-62.1,-56.8,,,,1.0,False,,,,,False,,False,False,False,,,,False
32017,148,42.0,,,,,,0.0,,54.6,8.2,0.5,,,,185.0,-106.0,,,,,,-148.0,,-93.4,-139.8,-147.5,,,,37.0,,,,,,False,,True,False,False,,,,True
32019,243,360.0,212.0,,,,,85.0,,201.6,495.3,93.7,238.5,,,324.0,117.0,-31.0,,,,,-158.0,,-41.4,252.3,-149.3,-4.5,,,81.0,True,,,,,False,,True,False,False,True,,,True
32021,52,0.0,0.0,,,,,0.0,,1.0,0.9,0.6,,,,35.0,-52.0,-52.0,,,,,-52.0,,-51.0,-51.1,-51.4,,,,-17.0,False,,,,,False,,True,True,True,,,,True
32023,592,72.0,0.0,,,,,61.0,,103.0,144.0,34.9,84.2,,,43.0,-520.0,-592.0,,,,,-531.0,,-489.0,-448.0,-557.1,-507.8,,,-549.0,False,,,,,False,,True,True,False,True,,,False
32027,27,0.0,0.0,,,,,0.0,,5.0,11.0,2.5,,,,0.0,-27.0,-27.0,,,,,-27.0,,-22.0,-16.0,-24.5,,,,-27.0,False,,,,,False,,True,True,True,,,,False
32029,18,30.0,0.0,,,,,0.0,,112.8,12.9,2.3,,,,92.0,12.0,-18.0,,,,,-18.0,,94.8,-5.1,-15.7,,,,74.0,False,,,,,False,,False,True,False,,,,False
32031,9879,4170.0,4321.0,,,,,1193.0,,3256.1,3093.4,3260.5,3138.7,2215.3,,3085.0,-5709.0,-5558.0,,,,,-8686.0,,-6622.9,-6785.6,-6618.5,-6740.3,-7663.7,,-6794.0,True,,,,,False,,False,False,False,False,False,,False
32033,155,60.0,0.0,,,,,2.0,,81.7,34.1,11.8,,,,96.0,-95.0,-155.0,,,,,-153.0,,-73.3,-120.9,-143.2,,,,-59.0,False,,,,,False,,True,False,False,,,,True
32510,974,144.0,142.0,,,,,103.0,,163.1,36.6,58.2,352.2,,,221.0,-830.0,-832.0,,,,,-871.0,,-810.9,-937.4,-915.8,-621.8,,,-753.0,False,,,,,False,,True,False,False,True,,,True
33001,360,102.0,265.0,,,,,190.0,,120.2,67.2,45.9,203.3,,,588.0,-258.0,-95.0,,,,,-170.0,,-239.8,-292.8,-314.1,-156.7,,,228.0,True,,,,,True,,True,False,False,True,,,True
33003,158,42.0,37.0,,,,,68.0,,55.0,72.2,3.7,110.1,,,182.0,-116.0,-121.0,,,,,-90.0,,-103.0,-85.8,-154.3,-47.9,,,24.0,False,,,,,True,,True,True,False,True,,,True
33005,264,30.0,35.0,,,,,81.0,,48.5,198.0,4.0,158.3,,,48.0,-234.0,-229.0,,,,,-183.0,,-215.5,-66.0,-260.0,-105.7,,,-216.0,True,,,,,True,,True,True,False,True,,,True
33007,249,0.0,0.0,,,,,254.0,,14.1,21.4,0.4,,,,0.0,-249.0,-249.0,,,,,5.0,,-234.9,-227.6,-248.6,,,,-249.0,False,,,,,True,,True,True,True,,,,False
33009,299,60.0,89.0,,,,,156.0,,48.7,116.6,8.0,188.8,,,123.0,-239.0,-210.0,,,,,-143.0,,-250.3,-182.4,-291.0,-110.2,,,-176.0,True,,,,,True,,False,True,False,True,,,True
33011,2754,1500.0,4678.0,,,,,861.0,,1248.9,888.0,600.6,1871.3,676.9,,6562.0,-1254.0,1924.0,,,,,-1893.0,,-1505.1,-1866.0,-2153.4,-882.7,-2077.1,,3808.0,False,,,,,False,,False,False,False,True,False,,False
33013,792,438.0,1121.0,,,,,330.0,,216.6,583.5,118.4,512.4,,,480.0,-354.0,329.0,,,,,-462.0,,-575.4,-208.5,-673.6,-279.6,,,-312.0,True,,,,,False,,False,True,False,True,,,True
33015,1908,576.0,1504.0,,,,,370.0,,467.3,997.9,179.3,879.6,292.0,,2069.0,-1332.0,-404.0,,,,,-1538.0,,-1440.7,-910.1,-1728.7,-1028.4,-1616.0,,161.0,True,,,,,False,,False,True,False,True,False,,True
33017,786,162.0,75.0,,,,,259.0,,132.7,738.4,31.9,977.2,,,107.0,-624.0,-711.0,,,,,-527.0,,-653.3,-47.6,-754.1,191.2,,,-679.0,False,,,,,True,,False,True,False,True,,,False
33019,127,36.0,73.0,,,,,27.0,,49.6,49.1,2.3,,,,40.0,-91.0,-54.0,,,,,-100.0,,-77.4,-77.9,-124.7,,,,-87.0,True,,,,,False,,True,True,False,,,,True
34001,3589,1248.0,2100.0,,,,,1008.0,,862.6,2978.5,822.8,954.8,770.1,,1841.0,-2341.0,-1489.0,,,,,-2581.0,,-2726.4,-610.5,-2766.2,-2634.2,-2818.9,,-1748.0,True,,,,,False,,False,True,False,False,False,,True
34003,9878,2490.0,4137.0,,,,,1569.0,,1390.9,8118.1,1899.3,4654.2,2038.6,,5092.0,-7388.0,-5741.0,,,,,-8309.0,,-8487.1,-1759.9,-7978.7,-5223.8,-7839.4,,-4786.0,True,,,,,False,,False,True,False,True,False,,True
34005,4834,1362.0,2289.0,,,,,1316.0,,930.8,3021.0,1075.0,1125.0,703.5,,2185.0,-3472.0,-2545.0,,,,,-3518.0,,-3903.2,-1813.0,-3759.0,-3709.0,-4130.5,,-2649.0,True,,,,,False,,False,True,False,False,False,,True
34007,7156,1998.0,3640.0,,,,,1638.0,,1276.6,3516.1,976.3,893.7,1219.2,,3933.0,-5158.0,-3516.0,,,,,-5518.0,,-5879.4,-3639.9,-6179.7,-6262.3,-5936.8,,-3223.0,True,,,,,False,,False,True,False,False,False,,True
34009,1121,102.0,155.0,,,,,403.0,,142.8,321.5,17.9,489.2,45.7,,810.0,-1019.0,-966.0,,,,,-718.0,,-978.2,-799.5,-1103.1,-631.8,-1075.3,,-311.0,True,,,,,True,,True,True,False,True,False,,True
34011,1279,258.0,177.0,,,,,627.0,,188.0,734.3,70.7,10.5,249.4,,314.0,-1021.0,-1102.0,,,,,-652.0,,-1091.0,-544.7,-1208.3,-1268.5,-1029.6,,-965.0,False,,,,,True,,False,True,False,False,False,,True
34013,12350,2574.0,2377.0,,,,,1729.0,,1337.3,7438.2,1270.2,2420.5,3160.0,,5207.0,-9776.0,-9973.0,,,,,-10621.0,,-11012.7,-4911.8,-11079.8,-9929.5,-9190.0,,-7143.0,False,,,,,False,,False,True,False,False,True,,True
34015,3769,948.0,437.0,,,,,1000.0,,726.2,2699.3,574.7,816.6,657.4,,525.0,-2821.0,-3332.0,,,,,-2769.0,,-3042.8,-1069.7,-3194.3,-2952.4,-3111.6,,-3244.0,False,,,,,True,,False,True,False,False,False,,False
34017,9026,1632.0,2786.0,,,,,1164.0,,852.6,5349.5,588.5,3182.3,731.1,,2105.0,-7394.0,-6240.0,,,,,-7862.0,,-8173.4,-3676.5,-8437.5,-5843.7,-8294.9,,-6921.0,True,,,,,False,,False,True,False,True,False,,True
34019,846,384.0,769.0,,,,,167.0,,285.1,1110.4,95.9,899.4,148.2,,723.0,-462.0,-77.0,,,,,-679.0,,-560.9,264.4,-750.1,53.4,-697.8,,-123.0,True,,,,,False,,False,True,False,True,False,,True
34021,3937,612.0,1061.0,,,,,1195.0,,368.5,2316.1,271.5,1217.8,362.5,,1140.0,-3325.0,-2876.0,,,,,-2742.0,,-3568.5,-1620.9,-3665.5,-2719.2,-3574.5,,-2797.0,True,,,,,True,,False,True,False,True,False,,True
34023,8454,2676.0,2442.0,,,,,1884.0,,1571.9,7243.7,1671.3,2981.5,1577.8,,3057.0,-5778.0,-6012.0,,,,,-6570.0,,-6882.1,-1210.3,-6782.7,-5472.5,-6876.2,,-5397.0,False,,,,,False,,False,True,False,True,False,,True
34025,6457,3528.0,5510.0,,,,,1708.0,,2129.7,7575.4,2191.0,2509.5,1965.9,,5350.0,-2929.0,-947.0,,,,,-4749.0,,-4327.3,1118.4,-4266.0,-3947.5,-4491.1,,-1107.0,True,,,,,False,,False,True,False,False,False,,True
34027,5190,948.0,1459.0,,,,,879.0,,568.4,3094.6,473.2,1821.2,560.4,,1392.0,-4242.0,-3731.0,,,,,-4311.0,,-4621.6,-2095.4,-4716.8,-3368.8,-4629.6,,-3798.0,True,,,,,False,,False,True,False,True,False,,True
34029,5905,5718.0,4616.0,,,,,2392.0,,3417.7,14230.0,2470.0,2677.6,5246.3,,4414.0,-187.0,-1289.0,,,,,-3513.0,,-2487.3,8325.0,-3435.0,-3227.4,-658.7,,-1491.0,False,,,,,False,,False,False,False,False,False,,False
34031,8500,2106.0,3737.0,,,,,1071.0,,973.4,3485.4,729.5,2607.0,1218.6,,3077.0,-6394.0,-4763.0,,,,,-7429.0,,-7526.6,-5014.6,-7770.5,-5893.0,-7281.4,,-5423.0,True,,,,,False,,False,True,False,True,False,,True
34033,499,150.0,162.0,,,,,210.0,,113.3,269.3,22.6,285.8,116.3,,232.0,-349.0,-337.0,,,,,-289.0,,-385.7,-229.7,-476.4,-213.2,-382.7,,-267.0,True,,,,,True,,False,True,False,True,False,,True
34035,3223,690.0,743.0,,,,,633.0,,403.3,2006.5,152.0,1300.5,344.0,,778.0,-2533.0,-2480.0,,,,,-2590.0,,-2819.7,-1216.5,-3071.0,-1922.5,-2879.0,,-2445.0,True,,,,,False,,False,True,False,True,False,,True
34037,852,222.0,300.0,,,,,148.0,,171.9,1016.8,100.7,665.0,95.2,,229.0,-630.0,-552.0,,,,,-704.0,,-680.1,164.8,-751.3,-187.0,-756.8,,-623.0,True,,,,,False,,False,True,False,True,False,,True
34039,9686,1986.0,3396.0,,,,,1483.0,,1013.6,4297.7,697.4,2743.7,937.8,,3407.0,-7700.0,-6290.0,,,,,-8203.0,,-8672.4,-5388.3,-8988.6,-6942.3,-8748.2,,-6279.0,True,,,,,False,,False,True,False,True,False,,True
34041,855,126.0,127.0,,,,,178.0,,80.7,598.1,23.3,331.1,72.0,,304.0,-729.0,-728.0,,,,,-677.0,,-774.3,-256.9,-831.7,-523.9,-783.0,,-551.0,True,,,,,True,,False,True,False,True,False,,True
35001,13594,4518.0,7447.0,,,,,3121.0,,4048.8,5004.9,4747.3,2452.8,2161.4,,6950.0,-9076.0,-6147.0,,,,,-10473.0,,-9545.2,-8589.1,-8846.7,-11141.2,-11432.6,,-6644.0,True,,,,,False,,False,True,True,False,False,,True
35003,23,0.0,0.0,,,,,0.0,,1.7,1.3,0.2,,,,0.0,-23.0,-23.0,,,,,-23.0,,-21.3,-21.7,-22.8,,,,-23.0,False,,,,,False,,True,True,True,,,,False
35005,2337,1092.0,1280.0,,,,,327.0,,1146.2,402.3,1010.0,490.8,593.4,,1059.0,-1245.0,-1057.0,,,,,-2010.0,,-1190.8,-1934.8,-1327.0,-1846.2,-1743.6,,-1278.0,True,,,,,False,,True,False,False,False,False,,False
