,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
36015,1372,1350.0,,1051.0,,,,,326.0,,3774.9,872.0,,1329.8,482.6,,,730.0,-22.0,,-321.0,,,,,-1046.0,,2402.9,-500.0,,-42.2,-889.4,,,-642.0,,False,,,,,False,,False,False,,False,False,,,False
36017,247,165.0,,423.0,,,,,51.0,,137.8,201.5,,146.6,59.8,,,224.0,-82.0,,176.0,,,,,-196.0,,-109.2,-45.5,,-100.4,-187.2,,,-23.0,,False,,,,,False,,False,True,,False,False,,,True
36019,220,70.0,,132.0,,,,,9.0,,54.3,214.4,,26.9,27.2,,,43.0,-150.0,,-88.0,,,,,-211.0,,-165.7,-5.6,,-193.1,-192.8,,,-177.0,,True,,,,,False,,False,True,,False,False,,,False
36021,311,120.0,,229.0,,,,,58.0,,78.5,179.2,,28.4,147.0,,,195.0,-191.0,,-82.0,,,,,-253.0,,-232.5,-131.8,,-282.6,-164.0,,,-116.0,,True,,,,,False,,False,True,,False,True,,,True
36023,471,530.0,,1016.0,,,,,118.0,,2072.0,293.5,,469.1,30.1,,,605.0,59.0,,545.0,,,,,-353.0,,1601.0,-177.5,,-1.9,-440.9,,,134.0,,False,,,,,False,,False,False,,True,False,,,False
36025,141,65.0,,78.0,,,,,52.0,,76.2,130.0,,3.4,72.2,,,106.0,-76.0,,-63.0,,,,,-89.0,,-64.8,-11.0,,-137.6,-68.8,,,-35.0,,True,,,,,False,,True,True,,False,True,,,True
36027,1251,365.0,,434.0,,,,,382.0,,301.0,1506.2,,105.2,82.2,,266.3,342.0,-886.0,,-817.0,,,,,-869.0,,-950.0,255.2,,-1145.8,-1168.8,,-984.7,-909.0,,True,,,,,True,,False,True,,False,False,,False,False
36029,8161,1690.0,,1657.0,,,,,1567.0,,1035.0,6863.2,,711.2,2362.3,,1111.6,1273.0,-6471.0,,-6504.0,,,,,-6594.0,,-7126.0,-1297.8,,-7449.8,-5798.7,,-7049.4,-6888.0,,False,,,,,False,,False,True,,False,True,,False,False
36031,56,60.0,,37.0,,,,,13.0,,39.1,150.6,,22.2,103.9,,,27.0,4.0,,-19.0,,,,,-43.0,,-16.9,94.6,,-33.8,47.9,,,-29.0,,False,,,,,False,,False,False,,False,False,,,False
36033,152,30.0,,28.0,,,,,8.0,,20.9,78.3,,9.2,,,,13.0,-122.0,,-124.0,,,,,-144.0,,-131.1,-73.7,,-142.8,,,,-139.0,,False,,,,,False,,False,True,,False,,,,False
36035,71,30.0,,31.0,,,,,81.0,,27.1,131.9,,3.7,153.6,,,11.0,-41.0,,-40.0,,,,,10.0,,-43.9,60.9,,-67.3,82.6,,,-60.0,,True,,,,,True,,False,False,,False,False,,,False
36037,364,65.0,,104.0,,,,,65.0,,52.8,228.3,,12.0,185.2,,,43.0,-299.0,,-260.0,,,,,-299.0,,-311.2,-135.7,,-352.0,-178.8,,,-321.0,,True,,,,,False,,False,True,,False,True,,,False
36039,157,430.0,,921.0,,,,,50.0,,541.8,177.4,,75.6,65.1,,,514.0,273.0,,764.0,,,,,-107.0,,384.8,20.4,,-81.4,-91.9,,,357.0,,False,,,,,True,,False,True,,True,True,,,False
36041,20,5.0,,0.0,,,,,5.0,,5.6,1.8,,1.1,,,,30.0,-15.0,,-20.0,,,,,-15.0,,-14.4,-18.2,,-18.9,,,,10.0,,False,,,,,False,,True,False,,False,,,,True
36043,196,50.0,,52.0,,,,,31.0,,51.4,261.3,,6.3,139.2,,,30.0,-146.0,,-144.0,,,,,-165.0,,-144.6,65.3,,-189.7,-56.8,,,-166.0,,True,,,,,False,,True,True,,False,True,,,False
36045,221,25.0,,35.0,,,,,103.0,,49.2,188.0,,3.0,99.4,,,96.0,-196.0,,-186.0,,,,,-118.0,,-171.8,-33.0,,-218.0,-121.6,,,-125.0,,True,,,,,True,,True,True,,False,True,,,True
36047,11236,7295.0,,6664.0,,,,,,,4323.5,21731.2,,,,,3574.4,5024.0,-3941.0,,-4572.0,,,,,,,-6912.5,10495.2,,,,,-7661.6,-6212.0,,False,,,,,,,False,False,,,,,False,False
36049,245,0.0,,0.0,,,,,31.0,,23.1,17.9,,12.5,,,,1.0,-245.0,,-245.0,,,,,-214.0,,-221.9,-227.1,,-232.5,,,,-244.0,,False,,,,,True,,True,True,,True,,,,True
36051,338,100.0,,361.0,,,,,108.0,,74.6,244.4,,19.9,147.8,,,175.0,-238.0,,23.0,,,,,-230.0,,-263.4,-93.6,,-318.1,-190.2,,,-163.0,,True,,,,,True,,False,True,,False,True,,,True
36053,264,110.0,,64.0,,,,,112.0,,60.8,312.9,,26.7,196.1,,,469.0,-154.0,,-200.0,,,,,-152.0,,-203.2,48.9,,-237.3,-67.9,,,205.0,,False,,,,,True,,False,True,,False,True,,,False
36055,5421,1420.0,,1907.0,,,,,671.0,,846.3,5580.8,,520.7,1785.4,,806.1,2175.0,-4001.0,,-3514.0,,,,,-4750.0,,-4574.7,159.8,,-4900.3,-3635.6,,-4614.9,-3246.0,,True,,,,,False,,False,True,,False,True,,False,True
36057,122,45.0,,54.0,,,,,31.0,,41.7,183.3,,3.0,130.7,,,59.0,-77.0,,-68.0,,,,,-91.0,,-80.3,61.3,,-119.0,8.7,,,-63.0,,True,,,,,False,,False,True,,False,True,,,True
36059,7775,3265.0,,2673.0,,,,,2453.0,,2084.8,10664.6,,2024.8,9146.1,,1571.7,2343.0,-4510.0,,-5102.0,,,,,-5322.0,,-5690.2,2889.6,,-5750.2,1371.1,,-6203.3,-5432.0,,False,,,,,False,,False,True,,False,True,,False,False
36061,7125,2875.0,,3229.0,,,,,1578.0,,2403.1,10526.2,,,39750.0,,1652.7,2713.0,-4250.0,,-3896.0,,,,,-5547.0,,-4721.9,3401.2,,,32625.0,,-5472.3,-4412.0,,True,,,,,False,,False,True,,,False,,False,False
36063,1142,320.0,,355.0,,,,,288.0,,228.6,1439.3,,116.8,939.3,,209.4,522.0,-822.0,,-787.0,,,,,-854.0,,-913.4,297.3,,-1025.2,-202.7,,-932.6,-620.0,,True,,,,,False,,False,True,,False,True,,False,True
36065,1452,285.0,,287.0,,,,,388.0,,246.3,766.2,,114.7,400.3,,116.3,417.0,-1167.0,,-1165.0,,,,,-1064.0,,-1205.7,-685.8,,-1337.3,-1051.7,,-1335.7,-1035.0,,True,,,,,True,,False,True,,False,True,,False,True
36067,3970,1150.0,,1160.0,,,,,895.0,,884.9,3286.2,,427.3,1493.4,,587.2,1285.0,-2820.0,,-2810.0,,,,,-3075.0,,-3085.1,-683.8,,-3542.7,-2476.6,,-3382.8,-2685.0,,True,,,,,False,,False,True,,False,True,,False,True
36069,513,235.0,,511.0,,,,,176.0,,147.5,459.2,,169.8,506.2,,,325.0,-278.0,,-2.0,,,,,-337.0,,-365.5,-53.8,,-343.2,-6.8,,,-188.0,,True,,,,,False,,False,True,,False,True,,,True
36071,2660,1705.0,,1163.0,,,,,724.0,,1140.1,4063.1,,890.1,949.2,,1031.2,1214.0,-955.0,,-1497.0,,,,,-1936.0,,-1519.9,1403.1,,-1769.9,-1710.8,,-1628.8,-1446.0,,False,,,,,False,,False,False,,False,False,,False,False
36073,194,80.0,,201.0,,,,,35.0,,70.2,192.1,,7.4,41.2,,,170.0,-114.0,,7.0,,,,,-159.0,,-123.8,-1.9,,-186.6,-152.8,,,-24.0,,True,,,,,False,,False,True,,False,False,,,True
36075,582,175.0,,171.0,,,,,157.0,,159.2,869.1,,99.8,400.6,,,295.0,-407.0,,-411.0,,,,,-425.0,,-422.8,287.1,,-482.2,-181.4,,,-287.0,,False,,,,,False,,False,True,,False,True,,,True
36077,141,25.0,,0.0,,,,,44.0,,44.5,187.6,,1.3,60.3,,,12.0,-116.0,,-141.0,,,,,-97.0,,-96.5,46.6,,-139.7,-80.7,,,-129.0,,False,,,,,True,,True,True,,False,True,,,False
36079,625,280.0,,409.0,,,,,108.0,,161.0,473.0,,114.7,269.4,,167.3,205.0,-345.0,,-216.0,,,,,-517.0,,-464.0,-152.0,,-510.3,-355.6,,-457.7,-420.0,,True,,,,,False,,False,True,,False,False,,False,False
36081,10286,4845.0,,5551.0,,,,,,,2467.1,16072.7,,,,,2425.1,3552.0,-5441.0,,-4735.0,,,,,,,-7818.9,5786.7,,,,,-7860.9,-6734.0,,True,,,,,,,False,False,,,,,False,False
36083,473,255.0,,510.0,,,,,72.0,,195.3,902.2,,130.8,484.4,,,516.0,-218.0,,37.0,,,,,-401.0,,-277.7,429.2,,-342.2,11.4,,,43.0,,True,,,,,False,,False,False,,False,True,,,True
36085,4120,1485.0,,2265.0,,,,,,,840.5,4395.4,,,,,726.4,1128.0,-2635.0,,-1855.0,,,,,,,-3279.5,275.4,,,,,-3393.6,-2992.0,,True,,,,,,,False,True,,,,,False,False
36087,3386,2175.0,,1807.0,,,,,681.0,,1442.6,4942.7,,1032.3,1928.7,,1528.9,827.0,-1211.0,,-1579.0,,,,,-2705.0,,-1943.4,1556.7,,-2353.7,-1457.3,,-1857.1,-2559.0,,False,,,,,False,,False,False,,False,False,,False,False
36089,303,55.0,,60.0,,,,,77.0,,52.8,412.4,,13.1,144.9,,,100.0,-248.0,,-243.0,,,,,-226.0,,-250.2,109.4,,-289.9,-158.1,,,-203.0,,True,,,,,True,,False,True,,False,True,,,True
36091,673,305.0,,388.0,,,,,81.0,,247.6,1006.4,,77.5,957.8,,258.4,390.0,-368.0,,-285.0,,,,,-592.0,,-425.4,333.4,,-595.5,284.8,,-414.6,-283.0,,True,,,,,False,,False,True,,False,True,,False,True
36093,571,200.0,,336.0,,,,,87.0,,108.6,561.7,,112.3,716.2,,141.3,510.0,-371.0,,-235.0,,,,,-484.0,,-462.4,-9.3,,-458.7,145.2,,-429.7,-61.0,,True,,,,,False,,False,True,,False,True,,False,True
36095,66,35.0,,42.0,,,,,32.0,,51.2,111.1,,5.4,70.5,,,213.0,-31.0,,-24.0,,,,,-34.0,,-14.8,45.1,,-60.6,4.5,,,147.0,,True,,,,,False,,True,False,,False,True,,,False
36097,167,100.0,,201.0,,,,,36.0,,376.6,61.4,,8.0,,,,113.0,-67.0,,34.0,,,,,-131.0,,209.6,-105.6,,-159.0,,,,-54.0,,True,,,,,False,,False,False,,False,,,,True
36099,114,55.0,,83.0,,,,,71.0,,59.9,82.3,,6.8,37.4,,,92.0,-59.0,,-31.0,,,,,-43.0,,-54.1,-31.7,,-107.2,-76.6,,,-22.0,,True,,,,,True,,True,True,,False,False,,,True
36101,678,935.0,,1425.0,,,,,305.0,,2141.1,576.5,,458.2,570.9,,,953.0,257.0,,747.0,,,,,-373.0,,1463.1,-101.5,,-219.8,-107.1,,,275.0,,False,,,,,False,,False,True,,True,True,,,False
36103,7866,2920.0,,2237.0,,,,,3576.0,,1648.3,11398.8,,1674.3,7456.9,,1384.2,2065.0,-4946.0,,-5629.0,,,,,-4290.0,,-6217.7,3532.8,,-6191.7,-409.1,,-6481.8,-5801.0,,False,,,,,True,,False,True,,False,True,,False,False
36105,391,145.0,,170.0,,,,,111.0,,99.4,439.5,,18.4,30.9,,86.4,154.0,-246.0,,-221.0,,,,,-280.0,,-291.6,48.5,,-372.6,-360.1,,-304.6,-237.0,,True,,,,,False,,False,True,,False,False,,False,True
36107,589,455.0,,873.0,,,,,108.0,,883.5,260.6,,233.9,201.4,,,640.0,-134.0,,284.0,,,,,-481.0,,294.5,-328.4,,-355.1,-387.6,,,51.0,,False,,,,,False,,False,False,,False,False,,,True
36109,342,290.0,,878.0,,,,,175.0,,270.5,466.1,,102.7,385.3,,,352.0,-52.0,,536.0,,,,,-167.0,,-71.5,124.1,,-239.3,43.3,,,10.0,,False,,,,,False,,False,False,,False,True,,,True
36111,602,235.0,,323.0,,,,,141.0,,183.3,921.0,,65.9,10.8,,98.8,158.0,-367.0,,-279.0,,,,,-461.0,,-418.7,319.0,,-536.1,-591.2,,-503.2,-444.0,,True,,,,,False,,False,True,,False,False,,False,False
36113,100,40.0,,20.0,,,,,126.0,,38.9,206.7,,8.0,192.6,,,9.0,-60.0,,-80.0,,,,,26.0,,-61.1,106.7,,-92.0,92.6,,,-91.0,,False,,,,,True,,False,False,,False,False,,,False
36115,92,45.0,,67.0,,,,,134.0,,50.6,333.2,,5.0,32.9,,,41.0,-47.0,,-25.0,,,,,42.0,,-41.4,241.2,,-87.0,-59.1,,,-51.0,,True,,,,,True,,True,False,,False,False,,,False
36117,524,80.0,,136.0,,,,,121.0,,125.2,284.4,,30.6,238.7,,,131.0,-444.0,,-388.0,,,,,-403.0,,-398.8,-239.6,,-493.4,-285.3,,,-393.0,,True,,,,,True,,True,True,,False,True,,,True
36119,7071,2755.0,,3442.0,,,,,1800.0,,1590.2,5023.6,,1470.5,4631.2,,1467.6,2778.0,-4316.0,,-3629.0,,,,,-5271.0,,-5480.8,-2047.4,,-5600.5,-2439.8,,-5603.4,-4293.0,,True,,,,,False,,False,True,,False,True,,False,True
36121,234,65.0,,77.0,,,,,119.0,,67.6,111.5,,25.0,49.4,,,61.0,-169.0,,-157.0,,,,,-115.0,,-166.4,-122.5,,-209.0,-184.6,,,-173.0,,True,,,,,True,,True,True,,False,False,,,False
36123,140,65.0,,183.0,,,,,59.0,,74.7,41.4,,19.3,,,,250.0,-75.0,,43.0,,,,,-81.0,,-65.3,-98.6,,-120.7,,,,110.0,,True,,,,,False,,True,False,,False,,,,False
37001,1716,1900.0,,2873.0,,,,,1005.0,,1692.4,1407.5,,667.7,687.9,,1260.1,1997.0,184.0,,1157.0,,,,,-711.0,,-23.6,-308.5,,-1048.3,-1028.1,,-455.9,281.0,,False,,,,,False,,True,False,,False,False,,False,False
37003,759,430.0,,835.0,,,,,280.0,,372.5,243.2,,588.6,111.2,,,652.0,-329.0,,76.0,,,,,-479.0,,-386.5,-515.8,,-170.4,-647.8,,,-107.0,,True,,,,,False,,False,False,,True,False,,,True
37005,109,75.0,,22.0,,,,,41.0,,65.3,22.4,,5.3,0.0,,,110.0,-34.0,,-87.0,,,,,-68.0,,-43.7,-86.6,,-103.7,-109.0,,,1.0,,False,,,,,False,,False,False,,False,False,,,True
37007,164,105.0,,84.0,,,,,180.0,,161.0,96.4,,31.4,0.0,,,57.0,-59.0,,-80.0,,,,,16.0,,-3.0,-67.6,,-132.6,-164.0,,,-107.0,,False,,,,,True,,True,False,,False,False,,,False
37009,337,205.0,,320.0,,,,,108.0,,323.2,169.0,,58.6,66.2,,,393.0,-132.0,,-17.0,,,,,-229.0,,-13.8,-168.0,,-278.4,-270.8,,,56.0,,True,,,,,False,,True,False,,False,False,,,True
37011,322,345.0,,354.0,,,,,119.0,,379.4,176.7,,676.9,85.7,,,81.0,23.0,,32.0,,,,,-203.0,,57.4,-145.3,,354.9,-236.3,,,-241.0,,False,,,,,False,,False,False,,False,False,,,False
37013,390,665.0,,935.0,,,,,305.0,,688.8,183.0,,421.9,156.4,,420.2,667.0,275.0,,545.0,,,,,-85.0,,298.8,-207.0,,31.9,-233.6,,30.2,277.0,,False,,,,,True,,False,True,,True,True,,True,False
37015,160,145.0,,138.0,,,,,97.0,,121.9,84.7,,42.5,0.0,,,166.0,-15.0,,-22.0,,,,,-63.0,,-38.1,-75.3,,-117.5,-160.0,,,6.0,,False,,,,,False,,False,False,,False,False,,,True
37017,231,270.0,,247.0,,,,,226.0,,208.4,275.9,,83.5,0.0,,,193.0,39.0,,16.0,,,,,-5.0,,-22.6,44.9,,-147.5,-231.0,,,-38.0,,True,,,,,True,,True,False,,False,False,,,True
37019,719,765.0,,1238.0,,,,,462.0,,798.0,561.5,,388.1,203.2,,329.0,1134.0,46.0,,519.0,,,,,-257.0,,79.0,-157.5,,-330.9,-515.8,,-390.0,415.0,,False,,,,,False,,False,False,,False,False,,False,False
37021,1381,1045.0,,753.0,,,,,1446.0,,1220.0,814.4,,485.5,619.1,,844.6,721.0,-336.0,,-628.0,,,,,65.0,,-161.0,-566.6,,-895.5,-761.9,,-536.4,-660.0,,False,,,,,True,,True,False,,False,False,,False,False
37023,1023,585.0,,782.0,,,,,712.0,,661.0,418.9,,237.7,48.9,,400.8,566.0,-438.0,,-241.0,,,,,-311.0,,-362.0,-604.1,,-785.3,-974.1,,-622.2,-457.0,,True,,,,,True,,True,False,,False,False,,False,False
37025,1712,1075.0,,1583.0,,,,,1469.0,,922.6,796.8,,451.9,178.7,,601.1,1398.0,-637.0,,-129.0,,,,,-243.0,,-789.4,-915.2,,-1260.1,-1533.3,,-1110.9,-314.0,,True,,,,,True,,False,False,,False,False,,False,True
37027,1092,1010.0,,1364.0,,,,,634.0,,1098.1,389.3,,436.7,226.8,,455.0,1119.0,-82.0,,272.0,,,,,-458.0,,6.1,-702.7,,-655.3,-865.2,,-637.0,27.0,,False,,,,,False,,True,False,,False,False,,False,True
37029,37,20.0,,0.0,,,,,45.0,,23.5,28.5,,7.9,12.9,,,13.0,-17.0,,-37.0,,,,,8.0,,-13.5,-8.5,,-29.1,-24.1,,,-24.0,,False,,,,,True,,True,True,,False,False,,,False
37031,569,560.0,,734.0,,,,,277.0,,943.0,144.2,,502.8,185.1,,,317.0,-9.0,,165.0,,,,,-292.0,,374.0,-424.8,,-66.2,-383.9,,,-252.0,,False,,,,,False,,False,False,,False,False,,,False
37033,221,310.0,,323.0,,,,,119.0,,535.2,184.6,,172.5,0.0,,,195.0,89.0,,102.0,,,,,-102.0,,314.2,-36.4,,-48.5,-221.0,,,-26.0,,False,,,,,False,,False,True,,True,False,,,True
37035,2255,1660.0,,2754.0,,,,,1120.0,,1514.0,574.5,,1045.3,469.7,,900.7,2173.0,-595.0,,499.0,,,,,-1135.0,,-741.0,-1680.5,,-1209.7,-1785.3,,-1354.3,-82.0,,True,,,,,False,,False,False,,False,False,,False,True
37037,409,335.0,,497.0,,,,,260.0,,374.3,281.9,,79.8,165.4,,251.5,462.0,-74.0,,88.0,,,,,-149.0,,-34.7,-127.1,,-329.2,-243.6,,-157.5,53.0,,False,,,,,False,,True,False,,False,False,,False,True
37039,166,135.0,,105.0,,,,,131.0,,176.2,71.9,,33.8,0.8,,,119.0,-31.0,,-61.0,,,,,-35.0,,10.2,-94.1,,-132.2,-165.2,,,-47.0,,False,,,,,False,,True,False,,False,False,,,False
37041,95,175.0,,178.0,,,,,74.0,,375.8,66.5,,41.6,33.9,,,89.0,80.0,,83.0,,,,,-21.0,,280.8,-28.5,,-53.4,-61.1,,,-6.0,,False,,,,,True,,False,True,,True,True,,,True
37043,102,100.0,,139.0,,,,,36.0,,158.9,23.6,,43.4,48.1,,,172.0,-2.0,,37.0,,,,,-66.0,,56.9,-78.4,,-58.6,-53.9,,,70.0,,False,,,,,False,,False,False,,False,False,,,False
37045,1132,955.0,,1015.0,,,,,683.0,,1224.2,434.4,,652.0,479.6,,370.1,679.0,-177.0,,-117.0,,,,,-449.0,,92.2,-697.6,,-480.0,-652.4,,-761.9,-453.0,,True,,,,,False,,True,False,,False,False,,False,False
37047,860,365.0,,334.0,,,,,369.0,,401.4,366.5,,99.5,125.2,,264.1,345.0,-495.0,,-526.0,,,,,-491.0,,-458.6,-493.5,,-760.5,-734.8,,-595.9,-515.0,,False,,,,,True,,True,True,,False,False,,False,False
37049,768,725.0,,543.0,,,,,742.0,,854.6,518.2,,443.0,538.3,,509.1,764.0,-43.0,,-225.0,,,,,-26.0,,86.6,-249.8,,-325.0,-229.7,,-258.9,-4.0,,False,,,,,True,,False,False,,False,False,,False,True
37051,2282,1960.0,,2796.0,,,,,1740.0,,1539.2,2032.8,,1774.3,1197.2,,1375.2,2084.0,-322.0,,514.0,,,,,-542.0,,-742.8,-249.2,,-507.7,-1084.8,,-906.8,-198.0,,False,,,,,False,,False,True,,False,False,,False,True
37053,89,50.0,,35.0,,,,,199.0,,125.8,73.8,,5.9,55.8,,,89.0,-39.0,,-54.0,,,,,110.0,,36.8,-15.2,,-83.1,-33.2,,,0.0,,False,,,,,False,,True,True,,False,True,,,True
37055,260,90.0,,120.0,,,,,48.0,,151.7,77.4,,102.8,106.9,,,130.0,-170.0,,-140.0,,,,,-212.0,,-108.3,-182.6,,-157.2,-153.1,,,-130.0,,True,,,,,False,,True,False,,True,True,,,True
37057,1390,1150.0,,945.0,,,,,1145.0,,1348.8,796.5,,719.4,490.1,,642.8,1367.0,-240.0,,-445.0,,,,,-245.0,,-41.2,-593.5,,-670.6,-899.9,,-747.2,-23.0,,False,,,,,False,,True,False,,False,False,,False,True
37059,408,325.0,,505.0,,,,,219.0,,329.9,145.0,,140.5,73.7,,,517.0,-83.0,,97.0,,,,,-189.0,,-78.1,-263.0,,-267.5,-334.3,,,109.0,,False,,,,,False,,True,False,,False,False,,,False
37061,532,520.0,,849.0,,,,,334.0,,444.3,590.2,,121.7,1.6,,188.8,479.0,-12.0,,317.0,,,,,-198.0,,-87.7,58.2,,-410.3,-530.4,,-343.2,-53.0,,False,,,,,False,,False,False,,False,False,,False,False
37063,2108,1410.0,,1192.0,,,,,1218.0,,1179.5,1053.8,,675.2,49.0,,897.7,2022.0,-698.0,,-916.0,,,,,-890.0,,-928.5,-1054.2,,-1432.8,-2059.0,,-1210.3,-86.0,,False,,,,,False,,False,False,,False,False,,False,True
37065,612,935.0,,1010.0,,,,,255.0,,895.7,472.0,,681.8,232.9,,688.1,1716.0,323.0,,398.0,,,,,-357.0,,283.7,-140.0,,69.8,-379.1,,76.1,1104.0,,False,,,,,False,,True,True,,True,False,,True,False
37067,3860,2220.0,,3140.0,,,,,1995.0,,1724.1,1287.1,,1372.6,1312.4,,1495.2,2817.0,-1640.0,,-720.0,,,,,-1865.0,,-2135.9,-2572.9,,-2487.4,-2547.6,,-2364.8,-1043.0,,True,,,,,False,,False,False,,False,False,,False,True
37069,446,155.0,,171.0,,,,,355.0,,277.1,171.7,,52.4,60.9,,75.8,140.0,-291.0,,-275.0,,,,,-91.0,,-168.9,-274.3,,-393.6,-385.1,,-370.2,-306.0,,True,,,,,True,,True,True,,False,False,,False,False
37071,2860,2755.0,,2424.0,,,,,1707.0,,2794.1,1229.3,,3179.0,1079.9,,1181.9,2183.0,-105.0,,-436.0,,,,,-1153.0,,-65.9,-1630.7,,319.0,-1780.1,,-1678.1,-677.0,,False,,,,,False,,True,False,,False,False,,False,False
37073,35,25.0,,18.0,,,,,60.0,,35.4,24.2,,1.8,5.6,,,24.0,-10.0,,-17.0,,,,,25.0,,0.4,-10.8,,-33.2,-29.4,,,-11.0,,False,,,,,False,,True,False,,False,False,,,False
37075,39,70.0,,70.0,,,,,38.0,,135.8,28.4,,15.7,0.0,,,25.0,31.0,,31.0,,,,,-1.0,,96.8,-10.6,,-23.3,-39.0,,,-14.0,,False,,,,,True,,False,True,,True,False,,,True
37077,552,365.0,,478.0,,,,,351.0,,280.3,206.7,,116.5,0.7,,272.3,596.0,-187.0,,-74.0,,,,,-201.0,,-271.7,-345.3,,-435.5,-551.3,,-279.7,44.0,,True,,,,,False,,False,False,,False,False,,False,True
37079,290,485.0,,412.0,,,,,139.0,,535.9,143.8,,130.8,141.3,,,222.0,195.0,,122.0,,,,,-151.0,,245.9,-146.2,,-159.2,-148.7,,,-68.0,,True,,,,,True,,False,True,,True,True,,,True
37081,4773,3330.0,,2375.0,,,,,2716.0,,3852.1,2724.6,,1525.7,2166.9,,1933.1,5010.0,-1443.0,,-2398.0,,,,,-2057.0,,-920.9,-2048.4,,-3247.3,-2606.1,,-2839.9,237.0,,False,,,,,False,,True,False,,False,False,,False,True
37083,580,465.0,,688.0,,,,,194.0,,404.2,279.4,,329.0,101.1,,257.1,494.0,-115.0,,108.0,,,,,-386.0,,-175.8,-300.6,,-251.0,-478.9,,-322.9,-86.0,,True,,,,,False,,False,False,,False,False,,False,True
37085,974,770.0,,843.0,,,,,799.0,,757.2,422.8,,555.3,462.5,,553.1,643.0,-204.0,,-131.0,,,,,-175.0,,-216.8,-551.2,,-418.7,-511.5,,-420.9,-331.0,,True,,,,,True,,False,False,,False,False,,False,False
37087,297,190.0,,187.0,,,,,429.0,,165.7,290.6,,43.9,167.5,,,407.0,-107.0,,-110.0,,,,,132.0,,-131.3,-6.4,,-253.1,-129.5,,,110.0,,False,,,,,False,,False,True,,False,False,,,False
37089,599,745.0,,1622.0,,,,,616.0,,572.4,543.5,,509.2,378.3,,366.4,1145.0,146.0,,1023.0,,,,,17.0,,-26.6,-55.5,,-89.8,-220.7,,-232.6,546.0,,False,,,,,True,,True,True,,True,False,,False,False
37091,101,90.0,,90.0,,,,,80.0,,156.8,62.8,,38.6,0.0,,,51.0,-11.0,,-11.0,,,,,-21.0,,55.8,-38.2,,-62.4,-101.0,,,-50.0,,False,,,,,False,,False,False,,False,False,,,False
37093,417,430.0,,262.0,,,,,368.0,,334.5,380.8,,206.3,427.5,,309.3,214.0,13.0,,-155.0,,,,,-49.0,,-82.5,-36.2,,-210.7,10.5,,-107.7,-203.0,,False,,,,,False,,False,False,,False,True,,False,False
37095,8,130.0,,0.0,,,,,0.0,,21.8,30.5,,102.5,37.7,,,87.0,122.0,,-8.0,,,,,-8.0,,13.8,22.5,,94.5,29.7,,,79.0,,True,,,,,True,,True,True,,True,True,,,True
37097,1437,900.0,,1076.0,,,,,1221.0,,790.7,726.8,,530.9,351.0,,473.2,1204.0,-537.0,,-361.0,,,,,-216.0,,-646.3,-710.2,,-906.1,-1086.0,,-963.8,-233.0,,True,,,,,True,,False,False,,False,False,,False,True
37099,490,410.0,,821.0,,,,,228.0,,397.1,269.7,,161.4,51.4,,,152.0,-80.0,,331.0,,,,,-262.0,,-92.9,-220.3,,-328.6,-438.6,,,-338.0,,False,,,,,False,,False,False,,False,False,,,False
37101,1929,1140.0,,1250.0,,,,,912.0,,996.5,802.9,,498.1,165.8,,615.3,1198.0,-789.0,,-679.0,,,,,-1017.0,,-932.5,-1126.1,,-1430.9,-1763.2,,-1313.7,-731.0,,True,,,,,False,,False,False,,False,False,,False,True
37103,70,10.0,,0.0,,,,,34.0,,62.1,12.4,,0.8,0.0,,,75.0,-60.0,,-70.0,,,,,-36.0,,-7.9,-57.6,,-69.2,-70.0,,,5.0,,False,,,,,True,,True,True,,False,False,,,True
37105,423,605.0,,840.0,,,,,365.0,,475.8,477.9,,300.1,338.6,,321.3,502.0,182.0,,417.0,,,,,-58.0,,52.8,54.9,,-122.9,-84.4,,-101.7,79.0,,False,,,,,True,,True,True,,True,True,,True,True
