,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
31145,371,290.0,,377.0,,,,,124.0,,3337.9,35.6,,139.5,4.5,,,98.0,-81.0,,6.0,,,,,-247.0,,2966.9,-335.4,,-231.5,-366.5,,,-273.0,,True,,,,,False,,False,False,,False,False,,,False
31147,214,40.0,,38.0,,,,,60.0,,100.2,39.0,,67.2,,,,49.0,-174.0,,-176.0,,,,,-154.0,,-113.8,-175.0,,-146.8,,,,-165.0,,False,,,,,True,,True,False,,True,,,,True
31149,24,10.0,,0.0,,,,,55.0,,19.2,11.3,,,,,,0.0,-14.0,,-24.0,,,,,31.0,,-4.8,-12.7,,,,,,-24.0,,False,,,,,False,,True,True,,,,,,False
31151,522,240.0,,254.0,,,,,169.0,,130.3,145.4,,73.0,27.8,,,6.0,-282.0,,-268.0,,,,,-353.0,,-391.7,-376.6,,-449.0,-494.2,,,-516.0,,True,,,,,False,,False,False,,False,False,,,False
31153,5115,3320.0,,4972.0,,,,,1367.0,,3646.1,2008.1,,3087.8,2264.6,,1874.8,2544.0,-1795.0,,-143.0,,,,,-3748.0,,-1468.9,-3106.9,,-2027.2,-2850.4,,-3240.2,-2571.0,,True,,,,,False,,True,False,,False,False,,False,False
31155,513,230.0,,115.0,,,,,194.0,,307.5,116.8,,121.0,0.0,,,202.0,-283.0,,-398.0,,,,,-319.0,,-205.5,-396.2,,-392.0,-513.0,,,-311.0,,False,,,,,False,,True,False,,False,False,,,False
31157,1987,230.0,,410.0,,,,,446.0,,250.9,149.8,,101.2,128.8,,,353.0,-1757.0,,-1577.0,,,,,-1541.0,,-1736.1,-1837.2,,-1885.8,-1858.2,,,-1634.0,,True,,,,,True,,True,False,,False,False,,,True
31159,434,160.0,,148.0,,,,,207.0,,191.7,100.2,,60.7,166.1,,,146.0,-274.0,,-286.0,,,,,-227.0,,-242.3,-333.8,,-373.3,-267.9,,,-288.0,,False,,,,,True,,True,False,,False,True,,,False
31161,160,165.0,,0.0,,,,,45.0,,148.1,23.6,,,0.0,,,99.0,5.0,,-160.0,,,,,-115.0,,-11.9,-136.4,,,-160.0,,,-61.0,,False,,,,,False,,False,False,,,False,,,False
31163,82,15.0,,0.0,,,,,26.0,,44.6,5.2,,5.4,,,,12.0,-67.0,,-82.0,,,,,-56.0,,-37.4,-76.8,,-76.6,,,,-70.0,,False,,,,,True,,True,False,,False,,,,False
31165,6,20.0,,0.0,,,,,29.0,,17.6,1.6,,,,,,30.0,14.0,,-6.0,,,,,23.0,,11.6,-4.4,,,,,,24.0,,True,,,,,False,,True,True,,,,,,False
31167,126,35.0,,,,,,,78.0,,64.4,14.4,,18.5,,,,47.0,-91.0,,,,,,,-48.0,,-61.6,-111.6,,-107.5,,,,-79.0,,,,,,,True,,True,False,,False,,,,True
31169,170,35.0,,,,,,,38.0,,53.8,21.5,,9.4,,,,54.0,-135.0,,,,,,,-132.0,,-116.2,-148.5,,-160.6,,,,-116.0,,,,,,,True,,True,False,,False,,,,True
31171,20,5.0,,0.0,,,,,20.0,,10.1,2.3,,0.6,,,,1.0,-15.0,,-20.0,,,,,0.0,,-9.9,-17.7,,-19.4,,,,-19.0,,False,,,,,True,,True,False,,False,,,,False
31173,220,30.0,,34.0,,,,,77.0,,56.1,33.7,,4.0,0.0,,,15.0,-190.0,,-186.0,,,,,-143.0,,-163.9,-186.3,,-216.0,-220.0,,,-205.0,,True,,,,,True,,True,True,,False,False,,,False
31175,104,50.0,,1.0,,,,,51.0,,51.3,11.8,,32.2,,,,66.0,-54.0,,-103.0,,,,,-53.0,,-52.7,-92.2,,-71.8,,,,-38.0,,False,,,,,True,,True,False,,False,,,,True
31177,615,265.0,,313.0,,,,,173.0,,593.0,97.7,,152.4,171.9,,,81.0,-350.0,,-302.0,,,,,-442.0,,-22.0,-517.3,,-462.6,-443.1,,,-534.0,,True,,,,,False,,True,False,,False,False,,,False
31179,398,160.0,,153.0,,,,,154.0,,476.8,50.7,,26.3,0.0,,,144.0,-238.0,,-245.0,,,,,-244.0,,78.8,-347.3,,-371.7,-398.0,,,-254.0,,False,,,,,False,,True,False,,False,False,,,False
31181,91,285.0,,147.0,,,,,60.0,,752.1,4.2,,23.9,,,,87.0,194.0,,56.0,,,,,-31.0,,661.1,-86.8,,-67.1,,,,-4.0,,True,,,,,True,,False,True,,True,,,,True
31183,9,5.0,,0.0,,,,,22.0,,133.2,7.1,,,,,,3.0,-4.0,,-9.0,,,,,13.0,,124.2,-1.9,,,,,,-6.0,,False,,,,,False,,False,True,,,,,,False
31185,504,470.0,,677.0,,,,,146.0,,1876.6,107.1,,168.0,237.7,,,833.0,-34.0,,173.0,,,,,-358.0,,1372.6,-396.9,,-336.0,-266.3,,,329.0,,False,,,,,False,,False,False,,False,False,,,False
32001,470,75.0,,0.0,,,,,58.0,,190.6,61.0,,15.0,49.1,,,105.0,-395.0,,-470.0,,,,,-412.0,,-279.4,-409.0,,-455.0,-420.9,,,-365.0,,False,,,,,False,,True,False,,False,False,,,True
32003,28955,16095.0,,25169.0,,,,,8485.0,,11531.4,10899.2,,15308.7,952.1,,8320.7,17053.0,-12860.0,,-3786.0,,,,,-20470.0,,-17423.6,-18055.8,,-13646.3,-28002.9,,-20634.3,-11902.0,,True,,,,,False,,False,False,,False,False,,False,True
32005,153,140.0,,226.0,,,,,88.0,,241.0,127.1,,79.6,118.2,,,185.0,-13.0,,73.0,,,,,-65.0,,88.0,-25.9,,-73.4,-34.8,,,32.0,,False,,,,,False,,False,False,,False,False,,,False
32007,1099,560.0,,0.0,,,,,112.0,,470.9,173.0,,411.6,173.9,,257.9,912.0,-539.0,,-1099.0,,,,,-987.0,,-628.1,-926.0,,-687.4,-925.1,,-841.1,-187.0,,False,,,,,False,,False,False,,False,False,,False,True
32009,5,0.0,,0.0,,,,,9.0,,1.1,0.0,,,,,,,-5.0,,-5.0,,,,,4.0,,-3.9,-5.0,,,,,,,,False,,,,,True,,True,False,,,,,,
32011,12,0.0,,0.0,,,,,10.0,,2.4,2.8,,,,,,0.0,-12.0,,-12.0,,,,,-2.0,,-9.6,-9.2,,,,,,-12.0,,False,,,,,True,,True,True,,,,,,False
32013,113,45.0,,0.0,,,,,35.0,,104.6,29.4,,0.5,23.7,,,180.0,-68.0,,-113.0,,,,,-78.0,,-8.4,-83.6,,-112.5,-89.3,,,67.0,,False,,,,,False,,True,False,,False,False,,,True
32015,71,0.0,,0.0,,,,,21.0,,21.3,6.3,,17.6,,,,5.0,-71.0,,-71.0,,,,,-50.0,,-49.7,-64.7,,-53.4,,,,-66.0,,False,,,,,True,,True,True,,True,,,,True
32017,128,100.0,,24.0,,,,,15.0,,772.4,10.5,,2.2,,,,158.0,-28.0,,-104.0,,,,,-113.0,,644.4,-117.5,,-125.8,,,,30.0,,False,,,,,False,,False,False,,False,,,,False
32019,210,165.0,,251.0,,,,,150.0,,413.5,364.5,,31.4,185.0,,,757.0,-45.0,,41.0,,,,,-60.0,,203.5,154.5,,-178.6,-25.0,,,547.0,,True,,,,,False,,False,False,,False,True,,,False
32021,52,0.0,,0.0,,,,,18.0,,2.1,1.1,,0.6,,,,0.0,-52.0,,-52.0,,,,,-34.0,,-49.9,-50.9,,-51.4,,,,-52.0,,False,,,,,True,,True,True,,True,,,,False
32023,554,190.0,,0.0,,,,,50.0,,257.4,142.0,,77.8,57.2,,,154.0,-364.0,,-554.0,,,,,-504.0,,-296.6,-412.0,,-476.2,-496.8,,,-400.0,,False,,,,,False,,True,False,,False,False,,,False
32027,26,5.0,,0.0,,,,,17.0,,13.5,7.5,,3.0,,,,31.0,-21.0,,-26.0,,,,,-9.0,,-12.5,-18.5,,-23.0,,,,5.0,,False,,,,,True,,True,True,,False,,,,True
32029,13,25.0,,0.0,,,,,14.0,,58.0,10.9,,1.9,,,,3.0,12.0,,-13.0,,,,,1.0,,45.0,-2.1,,-11.1,,,,-10.0,,False,,,,,True,,False,True,,True,,,,True
32031,9175,3520.0,,4569.0,,,,,1414.0,,3373.3,1819.9,,3693.2,3136.2,,1937.8,4452.0,-5655.0,,-4606.0,,,,,-7761.0,,-5801.7,-7355.1,,-5481.8,-6038.8,,-7237.2,-4723.0,,True,,,,,False,,False,False,,True,False,,False,True
32033,143,60.0,,0.0,,,,,23.0,,124.3,37.2,,16.0,,,,103.0,-83.0,,-143.0,,,,,-120.0,,-18.7,-105.8,,-127.0,,,,-40.0,,False,,,,,False,,True,False,,False,,,,True
32510,917,285.0,,726.0,,,,,153.0,,283.8,64.0,,132.1,259.6,,,451.0,-632.0,,-191.0,,,,,-764.0,,-633.2,-853.0,,-784.9,-657.4,,,-466.0,,True,,,,,False,,False,False,,False,False,,,True
33001,344,80.0,,211.0,,,,,153.0,,218.7,64.8,,12.9,145.6,,,101.0,-264.0,,-133.0,,,,,-191.0,,-125.3,-279.2,,-331.1,-198.4,,,-243.0,,True,,,,,True,,True,False,,False,True,,,True
33003,155,10.0,,7.0,,,,,253.0,,78.8,49.4,,0.6,61.6,,,18.0,-145.0,,-148.0,,,,,98.0,,-76.2,-105.6,,-154.4,-93.4,,,-137.0,,False,,,,,True,,True,True,,False,True,,,True
33005,252,60.0,,125.0,,,,,195.0,,110.9,125.3,,15.8,104.7,,,58.0,-192.0,,-127.0,,,,,-57.0,,-141.1,-126.7,,-236.2,-147.3,,,-194.0,,True,,,,,True,,True,True,,False,True,,,False
33007,240,45.0,,58.0,,,,,21.0,,49.2,17.5,,3.4,,,,38.0,-195.0,,-182.0,,,,,-219.0,,-190.8,-222.5,,-236.6,,,,-202.0,,True,,,,,False,,True,False,,False,,,,False
33009,283,80.0,,213.0,,,,,70.0,,147.5,115.1,,13.4,160.2,,,72.0,-203.0,,-70.0,,,,,-213.0,,-135.5,-167.9,,-269.6,-122.8,,,-211.0,,True,,,,,False,,True,True,,False,True,,,False
33011,2535,1095.0,,796.0,,,,,499.0,,1124.1,1049.6,,465.3,1800.4,,590.7,661.0,-1440.0,,-1739.0,,,,,-2036.0,,-1410.9,-1485.4,,-2069.7,-734.6,,-1944.3,-1874.0,,False,,,,,False,,True,False,,False,True,,False,False
33013,721,355.0,,687.0,,,,,188.0,,562.5,667.0,,104.3,446.8,,,400.0,-366.0,,-34.0,,,,,-533.0,,-158.5,-54.0,,-616.7,-274.2,,,-321.0,,True,,,,,False,,True,True,,False,True,,,True
33015,1762,730.0,,1119.0,,,,,323.0,,720.1,1022.4,,240.8,1057.7,,586.4,460.0,-1032.0,,-643.0,,,,,-1439.0,,-1041.9,-739.6,,-1521.2,-704.3,,-1175.6,-1302.0,,True,,,,,False,,False,True,,False,True,,False,False
33017,750,180.0,,213.0,,,,,232.0,,237.6,567.5,,15.7,754.8,,,130.0,-570.0,,-537.0,,,,,-518.0,,-512.4,-182.5,,-734.3,4.8,,,-620.0,,True,,,,,True,,True,True,,False,True,,,False
33019,124,15.0,,36.0,,,,,64.0,,83.0,43.2,,11.8,,,,18.0,-109.0,,-88.0,,,,,-60.0,,-41.0,-80.8,,-112.2,,,,-106.0,,True,,,,,True,,True,True,,False,,,,True
34001,2524,1135.0,,1066.0,,,,,1049.0,,766.1,1848.0,,798.4,1099.0,,620.1,1008.0,-1389.0,,-1458.0,,,,,-1475.0,,-1757.9,-676.0,,-1725.6,-1425.0,,-1903.9,-1516.0,,False,,,,,False,,False,True,,False,False,,False,False
34003,7808,2660.0,,4219.0,,,,,1675.0,,1445.7,5800.8,,2054.1,3976.7,,1598.5,3619.0,-5148.0,,-3589.0,,,,,-6133.0,,-6362.3,-2007.2,,-5753.9,-3831.3,,-6209.5,-4189.0,,True,,,,,False,,False,True,,False,True,,False,True
34005,3923,1340.0,,1854.0,,,,,1369.0,,863.7,2144.1,,1068.0,579.0,,1185.8,1531.0,-2583.0,,-2069.0,,,,,-2554.0,,-3059.3,-1778.9,,-2855.0,-3344.0,,-2737.2,-2392.0,,True,,,,,True,,False,True,,False,False,,False,True
34007,5801,1605.0,,992.0,,,,,1818.0,,1082.4,2380.1,,883.6,555.7,,814.2,2223.0,-4196.0,,-4809.0,,,,,-3983.0,,-4718.6,-3420.9,,-4917.4,-5245.3,,-4986.8,-3578.0,,False,,,,,True,,False,True,,False,False,,False,True
34009,444,60.0,,53.0,,,,,453.0,,49.9,189.6,,24.2,586.3,,23.5,3.0,-384.0,,-391.0,,,,,9.0,,-394.1,-254.4,,-419.8,142.3,,-420.5,-441.0,,False,,,,,True,,False,True,,False,True,,False,False
34011,795,195.0,,195.0,,,,,630.0,,178.8,456.3,,22.5,10.9,,191.4,310.0,-600.0,,-600.0,,,,,-165.0,,-616.2,-338.7,,-772.5,-784.1,,-603.6,-485.0,,False,,,,,True,,False,True,,False,False,,False,True
34013,10096,3280.0,,5315.0,,,,,1904.0,,1599.9,6681.3,,2100.5,2539.8,,1833.9,4372.0,-6816.0,,-4781.0,,,,,-8192.0,,-8496.1,-3414.7,,-7995.5,-7556.2,,-8262.1,-5724.0,,True,,,,,False,,False,True,,False,False,,False,True
34015,2814,1060.0,,1316.0,,,,,1022.0,,652.0,1346.4,,606.1,1443.3,,1416.6,796.0,-1754.0,,-1498.0,,,,,-1792.0,,-2162.0,-1467.6,,-2207.9,-1370.7,,-1397.4,-2018.0,,True,,,,,False,,False,True,,False,True,,True,False
34017,7160,2315.0,,3633.0,,,,,1445.0,,999.7,3901.6,,1283.6,1867.0,,1107.1,3184.0,-4845.0,,-3527.0,,,,,-5715.0,,-6160.3,-3258.4,,-5876.4,-5293.0,,-6052.9,-3976.0,,True,,,,,False,,False,True,,False,False,,False,True
34019,712,140.0,,42.0,,,,,174.0,,165.7,655.1,,47.4,490.6,,42.7,88.0,-572.0,,-670.0,,,,,-538.0,,-546.3,-56.9,,-664.6,-221.4,,-669.3,-624.0,,False,,,,,True,,True,True,,False,True,,False,False
34021,3332,560.0,,973.0,,,,,1175.0,,319.3,1457.8,,380.4,863.9,,383.9,827.0,-2772.0,,-2359.0,,,,,-2157.0,,-3012.7,-1874.2,,-2951.6,-2468.1,,-2948.1,-2505.0,,True,,,,,True,,False,True,,False,True,,False,True
34023,6849,2590.0,,2739.0,,,,,2049.0,,1362.0,5908.8,,1920.1,2640.3,,1574.6,2833.0,-4259.0,,-4110.0,,,,,-4800.0,,-5487.0,-940.2,,-4928.9,-4208.7,,-5274.4,-4016.0,,True,,,,,False,,False,True,,False,True,,False,True
34025,5069,2535.0,,1660.0,,,,,1758.0,,1587.3,5209.0,,1669.5,2142.1,,1575.9,2168.0,-2534.0,,-3409.0,,,,,-3311.0,,-3481.7,140.0,,-3399.5,-2926.9,,-3493.1,-2901.0,,False,,,,,False,,False,True,,False,False,,False,False
34027,3748,1060.0,,1649.0,,,,,874.0,,620.8,2108.8,,750.7,1268.3,,796.4,1824.0,-2688.0,,-2099.0,,,,,-2874.0,,-3127.2,-1639.2,,-2997.3,-2479.7,,-2951.6,-1924.0,,True,,,,,False,,False,True,,False,True,,False,True
34029,4048,3895.0,,3049.0,,,,,2604.0,,2767.6,9010.0,,1967.7,2308.2,,2617.0,2488.0,-153.0,,-999.0,,,,,-1444.0,,-1280.4,4962.0,,-2080.3,-1739.8,,-1431.0,-1560.0,,False,,,,,False,,False,False,,False,False,,False,False
34031,6892,1765.0,,2936.0,,,,,1133.0,,1005.9,4314.0,,706.6,2537.4,,823.4,1983.0,-5127.0,,-3956.0,,,,,-5759.0,,-5886.1,-2578.0,,-6185.4,-4354.6,,-6068.6,-4909.0,,True,,,,,False,,False,True,,False,True,,False,True
34033,321,115.0,,111.0,,,,,222.0,,76.1,213.4,,24.8,292.5,,95.8,53.0,-206.0,,-210.0,,,,,-99.0,,-244.9,-107.6,,-296.2,-28.5,,-225.2,-268.0,,False,,,,,True,,False,True,,False,True,,False,False
34035,2141,515.0,,624.0,,,,,654.0,,356.6,1657.4,,189.0,807.5,,243.1,532.0,-1626.0,,-1517.0,,,,,-1487.0,,-1784.4,-483.6,,-1952.0,-1333.5,,-1897.9,-1609.0,,True,,,,,True,,False,True,,False,True,,False,True
34037,677,130.0,,128.0,,,,,150.0,,113.7,702.0,,96.6,237.8,,96.3,121.0,-547.0,,-549.0,,,,,-527.0,,-563.3,25.0,,-580.4,-439.2,,-580.7,-556.0,,False,,,,,True,,False,True,,False,True,,False,False
34039,7164,2180.0,,4034.0,,,,,1531.0,,1006.8,3802.7,,1113.3,2459.6,,1022.6,2240.0,-4984.0,,-3130.0,,,,,-5633.0,,-6157.2,-3361.3,,-6050.7,-4704.4,,-6141.4,-4924.0,,True,,,,,False,,False,True,,False,True,,False,True
34041,710,140.0,,222.0,,,,,196.0,,97.8,414.1,,24.3,110.5,,78.4,220.0,-570.0,,-488.0,,,,,-514.0,,-612.2,-295.9,,-685.7,-599.5,,-631.6,-490.0,,True,,,,,True,,False,True,,False,False,,False,True
35001,12384,6050.0,,8012.0,,,,,3699.0,,6478.1,3993.3,,7424.7,2118.7,,2796.2,7293.0,-6334.0,,-4372.0,,,,,-8685.0,,-5905.9,-8390.7,,-4959.3,-10265.3,,-9587.8,-5091.0,,True,,,,,False,,True,False,,True,False,,False,True
35003,23,0.0,,0.0,,,,,0.0,,4.0,1.9,,0.1,,,,0.0,-23.0,,-23.0,,,,,-23.0,,-19.0,-21.1,,-22.9,,,,-23.0,,False,,,,,False,,True,True,,True,,,,False
35005,2134,1015.0,,1253.0,,,,,419.0,,1659.2,302.2,,900.6,462.8,,650.6,1478.0,-1119.0,,-881.0,,,,,-1715.0,,-474.8,-1831.8,,-1233.4,-1671.2,,-1483.4,-656.0,,True,,,,,False,,True,False,,False,False,,False,True
35006,828,155.0,,41.0,,,,,194.0,,130.8,124.8,,30.9,5.1,,,281.0,-673.0,,-787.0,,,,,-634.0,,-697.2,-703.2,,-797.1,-822.9,,,-547.0,,False,,,,,True,,False,False,,False,False,,,True
35007,89,5.0,,0.0,,,,,34.0,,9.6,11.9,,0.7,,,,1.0,-84.0,,-89.0,,,,,-55.0,,-79.4,-77.1,,-88.3,,,,-88.0,,False,,,,,True,,True,True,,False,,,,False
35009,1525,985.0,,2145.0,,,,,1042.0,,1539.8,260.3,,492.6,390.0,,448.3,1285.0,-540.0,,620.0,,,,,-483.0,,14.8,-1264.7,,-1032.4,-1135.0,,-1076.7,-240.0,,False,,,,,True,,True,False,,False,False,,False,True
35011,32,0.0,,0.0,,,,,0.0,,19.4,5.3,,,,,,0.0,-32.0,,-32.0,,,,,-32.0,,-12.6,-26.7,,,,,,-32.0,,False,,,,,False,,True,True,,,,,,False
35013,7261,3030.0,,4509.0,,,,,2929.0,,3214.1,1428.3,,3928.4,1107.0,,1572.1,1253.0,-4231.0,,-2752.0,,,,,-4332.0,,-4046.9,-5832.7,,-3332.6,-6154.0,,-5688.9,-6008.0,,True,,,,,False,,True,False,,True,False,,False,False
35015,1347,715.0,,824.0,,,,,516.0,,739.2,335.3,,363.2,80.0,,454.4,821.0,-632.0,,-523.0,,,,,-831.0,,-607.8,-1011.7,,-983.8,-1267.0,,-892.6,-526.0,,True,,,,,False,,True,False,,False,False,,False,True
35017,253,90.0,,50.0,,,,,42.0,,99.5,90.6,,32.0,137.2,,,244.0,-163.0,,-203.0,,,,,-211.0,,-153.5,-162.4,,-221.0,-115.8,,,-9.0,,False,,,,,False,,True,True,,False,True,,,True
35019,59,5.0,,0.0,,,,,8.0,,13.3,2.3,,0.6,,,,3.0,-54.0,,-59.0,,,,,-51.0,,-45.7,-56.7,,-58.4,,,,-56.0,,False,,,,,True,,True,False,,False,,,,False
35021,3,0.0,,0.0,,,,,0.0,,0.6,0.1,,0.0,,,,0.0,-3.0,,-3.0,,,,,-3.0,,-2.4,-2.9,,-3.0,,,,-3.0,,False,,,,,False,,True,True,,True,,,,False
35023,48,25.0,,0.0,,,,,6.0,,20.3,10.9,,1.4,0.0,,,37.0,-23.0,,-48.0,,,,,-42.0,,-27.7,-37.1,,-46.6,-48.0,,,-11.0,,False,,,,,False,,False,False,,False,False,,,True
35025,1782,755.0,,1079.0,,,,,904.0,,614.9,330.1,,370.8,292.8,,371.2,794.0,-1027.0,,-703.0,,,,,-878.0,,-1167.1,-1451.9,,-1411.2,-1489.2,,-1410.8,-988.0,,True,,,,,True,,False,False,,False,False,,False,True
35027,344,215.0,,0.0,,,,,35.0,,267.5,109.3,,121.0,81.4,,,1.0,-129.0,,-344.0,,,,,-309.0,,-76.5,-234.7,,-223.0,-262.6,,,-343.0,,False,,,,,False,,True,False,,False,False,,,False
35028,73,0.0,,0.0,,,,,21.0,,11.1,11.2,,2.2,,,,2.0,-73.0,,-73.0,,,,,-52.0,,-61.9,-61.8,,-70.8,,,,-71.0,,False,,,,,True,,True,True,,True,,,,True
35029,1166,445.0,,473.0,,,,,91.0,,324.2,98.9,,277.4,50.6,,,373.0,-721.0,,-693.0,,,,,-1075.0,,-841.8,-1067.1,,-888.6,-1115.4,,,-793.0,,True,,,,,False,,False,False,,False,False,,,False
35031,1529,280.0,,80.0,,,,,826.0,,147.3,226.2,,81.7,1.2,,158.3,0.0,-1249.0,,-1449.0,,,,,-703.0,,-1381.7,-1302.8,,-1447.3,-1527.8,,-1370.7,-1529.0,,False,,,,,True,,False,False,,False,False,,False,False
35033,18,25.0,,0.0,,,,,4.0,,32.4,16.6,,,,,,114.0,7.0,,-18.0,,,,,-14.0,,14.4,-1.4,,,,,,96.0,,False,,,,,False,,False,True,,,,,,False
35035,824,255.0,,291.0,,,,,726.0,,341.2,273.4,,154.2,233.0,,,1066.0,-569.0,,-533.0,,,,,-98.0,,-482.8,-550.6,,-669.8,-591.0,,,242.0,,True,,,,,True,,True,True,,False,False,,,True
35037,107,35.0,,0.0,,,,,48.0,,20.4,23.9,,3.5,,,,181.0,-72.0,,-107.0,,,,,-59.0,,-86.6,-83.1,,-103.5,,,,74.0,,False,,,,,True,,False,False,,False,,,,False
35039,617,110.0,,47.0,,,,,108.0,,136.8,121.5,,57.2,19.7,,,257.0,-507.0,,-570.0,,,,,-509.0,,-480.2,-495.5,,-559.8,-597.3,,,-360.0,,False,,,,,False,,True,True,,False,False,,,True
35041,486,170.0,,200.0,,,,,285.0,,361.0,106.8,,40.3,42.8,,,135.0,-316.0,,-286.0,,,,,-201.0,,-125.0,-379.2,,-445.7,-443.2,,,-351.0,,True,,,,,True,,True,False,,False,False,,,False
35043,2258,885.0,,2167.0,,,,,667.0,,876.4,905.2,,1062.1,471.2,,410.1,1722.0,-1373.0,,-91.0,,,,,-1591.0,,-1381.6,-1352.8,,-1195.9,-1786.8,,-1847.9,-536.0,,True,,,,,False,,False,True,,True,False,,False,True
35045,1360,575.0,,418.0,,,,,964.0,,297.5,512.9,,343.5,3.6,,291.0,999.0,-785.0,,-942.0,,,,,-396.0,,-1062.5,-847.1,,-1016.5,-1356.4,,-1069.0,-361.0,,False,,,,,True,,False,False,,False,False,,False,True
35047,208,120.0,,31.0,,,,,275.0,,137.1,83.5,,62.6,24.0,,,150.0,-88.0,,-177.0,,,,,67.0,,-70.9,-124.5,,-145.4,-184.0,,,-58.0,,False,,,,,True,,True,False,,False,False,,,True
35049,2758,835.0,,1401.0,,,,,624.0,,975.7,771.2,,635.0,647.9,,419.1,879.0,-1923.0,,-1357.0,,,,,-2134.0,,-1782.3,-1986.8,,-2123.0,-2110.1,,-2338.9,-1879.0,,True,,,,,False,,True,False,,False,False,,False,True
35051,163,50.0,,0.0,,,,,24.0,,231.9,57.5,,6.8,,,,158.0,-113.0,,-163.0,,,,,-139.0,,68.9,-105.5,,-156.2,,,,-5.0,,False,,,,,False,,True,True,,False,,,,True
35053,345,130.0,,0.0,,,,,55.0,,256.7,87.4,,49.5,0.5,,,133.0,-215.0,,-345.0,,,,,-290.0,,-88.3,-257.6,,-295.5,-344.5,,,-212.0,,False,,,,,False,,True,False,,False,False,,,True
35055,485,65.0,,35.0,,,,,87.0,,112.1,62.1,,7.1,34.1,,,170.0,-420.0,,-450.0,,,,,-398.0,,-372.9,-422.9,,-477.9,-450.9,,,-315.0,,False,,,,,True,,True,False,,False,False,,,True
35057,133,20.0,,0.0,,,,,32.0,,68.7,33.4,,3.1,,,,15.0,-113.0,,-133.0,,,,,-101.0,,-64.3,-99.6,,-129.9,,,,-118.0,,False,,,,,True,,True,True,,False,,,,False
35059,52,5.0,,0.0,,,,,14.0,,32.3,4.8,,1.2,,,,18.0,-47.0,,-52.0,,,,,-38.0,,-19.7,-47.2,,-50.8,,,,-34.0,,False,,,,,True,,True,False,,False,,,,True
35061,1499,465.0,,1127.0,,,,,363.0,,390.0,501.8,,467.7,187.5,,,1613.0,-1034.0,,-372.0,,,,,-1136.0,,-1109.0,-997.2,,-1031.3,-1311.5,,,114.0,,True,,,,,False,,False,True,,True,False,,,True
36001,1615,590.0,,684.0,,,,,427.0,,404.6,1479.5,,231.4,659.7,,367.3,564.0,-1025.0,,-931.0,,,,,-1188.0,,-1210.4,-135.5,,-1383.6,-955.3,,-1247.7,-1051.0,,True,,,,,False,,False,True,,False,True,,False,False
36003,607,280.0,,625.0,,,,,134.0,,279.3,170.6,,499.1,265.9,,,724.0,-327.0,,18.0,,,,,-473.0,,-327.7,-436.4,,-107.9,-341.1,,,117.0,,True,,,,,False,,False,False,,True,False,,,True
36005,6328,2725.0,,3571.0,,,,,,,1254.1,8017.7,,,,,1709.8,2578.0,-3603.0,,-2757.0,,,,,,,-5073.9,1689.7,,,,,-4618.2,-3750.0,,True,,,,,,,False,True,,,,,False,False
36007,1948,2220.0,,2033.0,,,,,726.0,,4590.3,2296.9,,1037.1,803.6,,1458.6,1512.0,272.0,,85.0,,,,,-1222.0,,2642.3,348.9,,-910.9,-1144.4,,-489.4,-436.0,,True,,,,,False,,False,False,,False,False,,False,False
36009,443,220.0,,425.0,,,,,156.0,,378.0,398.2,,119.8,280.1,,,389.0,-223.0,,-18.0,,,,,-287.0,,-65.0,-44.8,,-323.2,-162.9,,,-54.0,,True,,,,,False,,True,True,,False,True,,,True
36011,414,215.0,,520.0,,,,,108.0,,141.1,434.3,,102.7,259.6,,,437.0,-199.0,,106.0,,,,,-306.0,,-272.9,20.3,,-311.3,-154.4,,,23.0,,True,,,,,False,,False,True,,False,True,,,True
36013,573,535.0,,1169.0,,,,,314.0,,625.3,816.8,,107.3,491.4,,,844.0,-38.0,,596.0,,,,,-259.0,,52.3,243.8,,-465.7,-81.6,,,271.0,,False,,,,,False,,False,False,,False,False,,,False
