,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26083,47,4.0,,6.0,,4.0,0.0,,,,,3.8,,13.0,,67.3,,5.1,,,,4.4,,,,,,,,,5.0,,-43.0,,-41.0,,-43.0,-47.0,,,,,-43.2,,-34.0,,20.3,,-41.9,,,,-42.6,,,,,,,,,-42.0,,,True,,False,False,,,,,False,,True,,True,,True,,,,True,,,,,,,,,True,
26085,109,52.0,,47.5,,50.0,80.0,,,,,10.6,,106.0,,256.1,,23.3,,,4.8,19.5,,,,,,,,,210.0,,-57.0,,-61.5,,-59.0,-29.0,,,,,-98.4,,-3.0,,147.1,,-85.7,,,-104.2,-89.5,,,,,,,,,101.0,,,False,,False,True,,,,,False,,True,,False,,False,,,False,False,,,,,,,,,False,
26087,1079,348.0,,345.4,,348.0,330.0,,,,,200.3,,371.0,,546.2,,512.9,420.5,,160.7,340.2,384.8,,,,,,,,419.0,,-731.0,,-733.6,,-731.0,-749.0,,,,,-878.7,,-708.0,,-532.8,,-566.1,-658.5,,-918.3,-738.8,-694.2,,,,,,,,-660.0,,,False,,False,False,,,,,False,,True,,True,,True,True,,False,False,True,,,,,,,,True,
26089,176,56.0,,58.2,,57.0,53.0,,,,,39.8,,148.0,,118.1,,49.2,,,16.1,51.6,57.3,,,,,,,,95.0,47.6,-120.0,,-117.8,,-119.0,-123.0,,,,,-136.2,,-28.0,,-57.9,,-126.8,,,-159.9,-124.4,-118.7,,,,,,,,-81.0,-128.4,,True,,True,False,,,,,False,,True,,True,,False,,,False,False,True,,,,,,,,True,False
26091,1007,356.0,,347.6,,356.0,477.0,,,,,228.5,,491.0,,346.5,,599.8,415.0,,126.4,371.6,318.9,,,,254.8,,,,379.0,,-651.0,,-659.4,,-651.0,-530.0,,,,,-778.5,,-516.0,,-660.5,,-407.2,-592.0,,-880.6,-635.4,-688.1,,,,-752.2,,,,-628.0,,,False,,False,True,,,,,False,,True,,False,,True,True,,False,True,False,,,,False,,,,True,
26093,2592,808.0,,794.7,,812.0,897.0,,,,,516.7,,873.0,,978.7,,1366.1,853.5,,334.8,760.9,1016.0,,,,511.4,1080.0,,,922.0,,-1784.0,,-1797.3,,-1780.0,-1695.0,,,,,-2075.3,,-1719.0,,-1613.3,,-1225.9,-1738.5,,-2257.2,-1831.1,-1576.0,,,,-2080.6,-1512.0,,,-1670.0,,,False,,True,True,,,,,False,,True,,True,,True,True,,False,False,True,,,,False,True,,,True,
26095,152,40.0,,40.0,,30.0,0.0,,,,,12.3,,23.0,,224.4,,23.5,,,4.7,41.3,,,,,,,,,36.0,,-112.0,,-112.0,,-122.0,-152.0,,,,,-139.7,,-129.0,,72.4,,-128.5,,,-147.3,-110.7,,,,,,,,,-116.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,True,,,,,,,,,False,
26097,92,68.0,,68.9,,69.0,73.0,,,,,32.8,,47.0,,269.5,,24.5,,,12.9,76.9,69.8,,,,,,,,67.0,,-24.0,,-23.1,,-23.0,-19.0,,,,,-59.2,,-45.0,,177.5,,-67.5,,,-79.1,-15.1,-22.2,,,,,,,,-25.0,,,True,,True,True,,,,,False,,False,,False,,False,,,False,True,True,,,,,,,,False,
26099,13803,4620.0,,4630.4,4399.5,4350.0,5015.0,,,,,7335.1,,4415.0,,3037.2,,7364.5,4427.5,,2328.9,4923.5,2057.8,,,,2964.4,5187.0,,,4012.0,,-9183.0,,-9172.6,-9403.5,-9453.0,-8788.0,,,,,-6467.9,,-9388.0,,-10765.8,,-6438.5,-9375.5,,-11474.1,-8879.5,-11745.2,,,,-10838.6,-8616.0,,,-9791.0,,,True,False,False,True,,,,,True,,False,,False,,True,False,,False,True,False,,,,False,True,,,False,
26101,173,76.0,,75.8,,79.0,141.0,,,,,69.0,,280.0,,140.0,,50.7,,,28.7,74.1,69.6,,,,,,,,73.0,,-97.0,,-97.2,,-94.0,-32.0,,,,,-104.0,,107.0,,-33.0,,-122.3,,,-144.3,-98.9,-103.4,,,,,,,,-100.0,,,False,,True,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
26103,1567,68.0,,264.4,,393.0,675.0,,,,,403.8,,711.0,,5059.3,,698.8,1503.0,,364.8,675.4,109.5,,,,,,,,973.0,631.8,-1499.0,,-1302.6,,-1174.0,-892.0,,,,,-1163.2,,-856.0,,3492.3,,-868.2,-64.0,,-1202.2,-891.6,-1457.5,,,,,,,,-594.0,-935.2,,True,,True,True,,,,,True,,True,,False,,True,True,,True,True,True,,,,,,,,True,True
26105,285,184.0,,190.3,,184.0,334.0,,,,,97.6,,344.0,,355.7,,131.2,,,90.0,144.3,84.8,,,,,,,,328.0,216.8,-101.0,,-94.7,,-101.0,49.0,,,,,-187.4,,59.0,,70.7,,-153.8,,,-195.0,-140.7,-200.2,,,,,,,,43.0,-68.2,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,True
26107,567,428.0,,429.4,,404.0,755.0,,,,,261.0,,404.0,,912.8,,222.0,490.5,,323.5,307.5,112.6,,,,,,,,530.0,,-139.0,,-137.6,,-163.0,188.0,,,,,-306.0,,-163.0,,345.8,,-345.0,-76.5,,-243.5,-259.5,-454.4,,,,,,,,-37.0,,,True,,False,False,,,,,False,,False,,False,,False,True,,False,False,False,,,,,,,,True,
26109,507,344.0,,345.5,,287.0,435.0,,,,,224.1,,378.0,,284.7,,123.3,,,170.5,271.7,167.1,,,,,,,,145.0,,-163.0,,-161.5,,-220.0,-72.0,,,,,-282.9,,-129.0,,-222.3,,-383.7,,,-336.5,-235.3,-339.9,,,,,,,,-362.0,,,True,,False,True,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,False,
26111,1618,584.0,,584.1,,577.0,1166.0,,,,,323.9,,835.0,,545.5,,338.5,560.5,,550.9,546.6,385.5,,,,,,,,812.0,358.6,-1034.0,,-1033.9,,-1041.0,-452.0,,,,,-1294.1,,-783.0,,-1072.5,,-1279.5,-1057.5,,-1067.1,-1071.4,-1232.5,,,,,,,,-806.0,-1259.4,,True,,False,True,,,,,False,,True,,False,,False,False,,False,False,False,,,,,,,,True,False
26113,153,28.0,,33.8,,33.0,62.0,,,,,14.8,,114.0,,89.7,,31.1,,,14.0,30.0,,,,,,,,,122.0,54.1,-125.0,,-119.2,,-120.0,-91.0,,,,,-138.2,,-39.0,,-63.3,,-121.9,,,-139.0,-123.0,,,,,,,,,-31.0,-98.9,,True,,True,True,,,,,False,,True,,True,,True,,,False,True,,,,,,,,,True,True
26115,2406,600.0,,593.6,,594.0,727.0,,,,,349.7,,834.0,,588.1,,772.6,678.0,,197.7,581.3,533.2,,,,428.1,781.0,,,926.0,,-1806.0,,-1812.4,,-1812.0,-1679.0,,,,,-2056.3,,-1572.0,,-1817.9,,-1633.4,-1728.0,,-2208.3,-1824.7,-1872.8,,,,-1977.9,-1625.0,,,-1480.0,,,False,,False,True,,,,,False,,True,,False,,True,True,,False,False,False,,,,False,True,,,True,
26117,936,488.0,,502.4,,488.0,970.0,,,,,342.2,,571.0,,888.5,,372.7,535.5,,255.6,372.1,211.8,,,,,,,,464.0,,-448.0,,-433.6,,-448.0,34.0,,,,,-593.8,,-365.0,,-47.5,,-563.3,-400.5,,-680.4,-563.9,-724.2,,,,,,,,-472.0,,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,,,,,,,,False,
26119,91,16.0,,15.8,,13.0,0.0,,,,,11.7,,42.0,,42.5,,2.8,,,1.3,9.0,,,,,,,,,39.0,,-75.0,,-75.2,,-78.0,-91.0,,,,,-79.3,,-49.0,,-48.5,,-88.2,,,-89.7,-82.0,,,,,,,,,-52.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,,,,,,,,,True,
26121,4223,908.0,,894.3,,869.0,2405.0,,,,,869.9,,2280.0,,444.2,,1154.0,681.0,,635.5,875.2,493.5,,,,534.5,2607.0,,,990.0,,-3315.0,,-3328.7,,-3354.0,-1818.0,,,,,-3353.1,,-1943.0,,-3778.8,,-3069.1,-3542.0,,-3587.5,-3347.8,-3729.5,,,,-3688.5,-1616.0,,,-3233.0,,,False,,False,True,,,,,False,,True,,False,,True,False,,False,False,False,,,,False,True,,,True,
26123,723,296.0,,296.2,,293.0,415.0,,,,,205.4,,546.0,,351.5,,369.9,347.5,,164.6,267.1,108.0,,,,,,,,238.0,,-427.0,,-426.8,,-430.0,-308.0,,,,,-517.6,,-177.0,,-371.5,,-353.1,-375.5,,-558.4,-455.9,-615.0,,,,,,,,-485.0,,,True,,False,True,,,,,False,,True,,True,,True,True,,False,False,False,,,,,,,,False,
26125,16038,5648.0,,5614.1,5956.4,5238.0,6811.0,,,,,6769.0,,5161.0,,3818.9,,6157.5,5560.5,,2986.0,6352.3,2449.7,,,,3540.5,5337.0,,,6392.0,,-10390.0,,-10423.9,-10081.6,-10800.0,-9227.0,,,,,-9269.0,,-10877.0,,-12219.1,,-9880.5,-10477.5,,-13052.0,-9685.7,-13588.3,,,,-12497.5,-10701.0,,,-9646.0,,,False,True,False,True,,,,,True,,False,,False,,True,False,,False,True,False,,,,False,False,,,True,
26127,433,156.0,,143.5,,140.0,208.0,,,,,107.7,,273.0,,123.3,,170.2,,,104.2,163.9,23.4,,,,,,,,275.0,,-277.0,,-289.5,,-293.0,-225.0,,,,,-325.3,,-160.0,,-309.7,,-262.8,,,-328.8,-269.1,-409.6,,,,,,,,-158.0,,,False,,False,True,,,,,False,,True,,False,,True,,,False,True,False,,,,,,,,True,
26129,285,72.0,,71.7,,71.0,150.0,,,,,44.5,,150.0,,145.1,,67.8,,,10.0,59.5,35.0,,,,,,,,123.0,49.8,-213.0,,-213.3,,-214.0,-135.0,,,,,-240.5,,-135.0,,-139.9,,-217.2,,,-275.0,-225.5,-250.0,,,,,,,,-162.0,-235.2,,False,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,False
26131,166,88.0,,89.3,,65.0,28.0,,,,,93.2,,38.0,,187.8,,74.4,,,,63.9,,,,,,,,,48.0,,-78.0,,-76.7,,-101.0,-138.0,,,,,-72.8,,-128.0,,21.8,,-91.6,,,,-102.1,,,,,,,,,-118.0,,,True,,False,False,,,,,True,,False,,True,,False,,,,False,,,,,,,,,False,
26133,273,96.0,,96.8,,96.0,173.0,,,,,44.5,,192.0,,151.2,,41.6,,,78.2,85.5,45.5,,,,,,,,180.0,,-177.0,,-176.2,,-177.0,-100.0,,,,,-228.5,,-81.0,,-121.8,,-231.4,,,-194.8,-187.5,-227.5,,,,,,,,-93.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
26135,65,12.0,,14.1,,13.0,6.0,,,,,9.3,,49.0,,39.0,,8.9,,,10.4,8.8,,,,,,,,,2.0,,-53.0,,-50.9,,-52.0,-59.0,,,,,-55.7,,-16.0,,-26.0,,-56.1,,,-54.6,-56.2,,,,,,,,,-63.0,,,True,,True,False,,,,,False,,True,,True,,False,,,False,False,,,,,,,,,False,
26137,393,124.0,,127.5,,122.0,249.0,,,,,51.1,,222.0,,107.7,,75.8,,,28.2,85.9,107.6,,,,,,,,271.0,,-269.0,,-265.5,,-271.0,-144.0,,,,,-341.9,,-171.0,,-285.3,,-317.2,,,-364.8,-307.1,-285.4,,,,,,,,-122.0,,,True,,False,True,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,True,
26139,6892,2032.0,,2071.4,,1993.0,2654.0,,,,,1268.8,,2982.0,,1695.9,,1481.0,2037.0,,846.5,1941.5,1463.1,,,,1794.5,1912.0,,,1955.0,1459.4,-4860.0,,-4820.6,,-4899.0,-4238.0,,,,,-5623.2,,-3910.0,,-5196.1,,-5411.0,-4855.0,,-6045.5,-4950.5,-5428.9,,,,-5097.5,-4980.0,,,-4937.0,-5432.6,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,False,,,,False,False,,,False,False
26141,147,60.0,,58.2,,51.0,89.0,,,,,39.0,,24.0,,112.0,,7.6,,,3.4,42.3,,,,,,,,,146.0,74.0,-87.0,,-88.8,,-96.0,-58.0,,,,,-108.0,,-123.0,,-35.0,,-139.4,,,-143.6,-104.7,,,,,,,,,-1.0,-73.0,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,,,,,,,,,True,True
26143,316,116.0,,116.7,,116.0,223.0,,,,,80.3,,159.0,,190.3,,74.9,,,39.3,99.3,89.6,,,,,,,,233.0,104.2,-200.0,,-199.3,,-200.0,-93.0,,,,,-235.7,,-157.0,,-125.7,,-241.1,,,-276.7,-216.7,-226.4,,,,,,,,-83.0,-211.8,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,False
26145,3675,1228.0,,1240.1,,1176.0,2243.0,,,,,984.1,,1852.0,,828.9,,1111.2,1199.0,,515.0,1190.1,746.3,,,,708.2,1395.0,,,1521.0,,-2447.0,,-2434.9,,-2499.0,-1432.0,,,,,-2690.9,,-1823.0,,-2846.1,,-2563.8,-2476.0,,-3160.0,-2484.9,-2928.7,,,,-2966.8,-2280.0,,,-2154.0,,,True,,False,True,,,,,False,,True,,False,,False,False,,False,False,False,,,,False,True,,,True,
26147,2146,780.0,,792.2,,799.0,1035.0,,,,,452.9,,612.0,,811.0,,945.5,991.0,,850.1,787.8,694.1,,,,440.6,953.0,,,1315.0,704.9,-1366.0,,-1353.8,,-1347.0,-1111.0,,,,,-1693.1,,-1534.0,,-1335.0,,-1200.5,-1155.0,,-1295.9,-1358.2,-1451.9,,,,-1705.4,-1193.0,,,-831.0,-1441.1,,True,,True,True,,,,,False,,False,,True,,True,True,,True,True,False,,,,False,True,,,True,False
26149,1095,536.0,,554.1,,502.0,687.0,,,,,259.5,,527.0,,496.9,,290.3,611.5,,325.8,494.9,320.0,,,,238.8,,,,450.0,,-559.0,,-540.9,,-593.0,-408.0,,,,,-835.5,,-568.0,,-598.1,,-804.7,-483.5,,-769.2,-600.1,-775.0,,,,-856.2,,,,-645.0,,,True,,False,True,,,,,False,,False,,False,,False,True,,False,False,False,,,,False,,,,False,
26151,360,92.0,,101.9,,86.0,121.0,,,,,70.7,,36.0,,109.5,,84.0,78.5,,27.3,74.6,68.0,,,,,,,,124.0,,-268.0,,-258.1,,-274.0,-239.0,,,,,-289.3,,-324.0,,-250.5,,-276.0,-281.5,,-332.7,-285.4,-292.0,,,,,,,,-236.0,,,True,,False,True,,,,,False,,False,,True,,False,False,,False,False,False,,,,,,,,True,
26153,97,48.0,,48.8,,44.0,,,,,,22.1,,34.0,,71.2,,31.9,,,8.3,45.0,,,,,,,,,38.0,,-49.0,,-48.2,,-53.0,,,,,,-74.9,,-63.0,,-25.8,,-65.1,,,-88.7,-52.0,,,,,,,,,-59.0,,,True,,False,,,,,,False,,False,,True,,False,,,False,False,,,,,,,,,False,
26155,944,284.0,,279.6,,280.0,518.0,,,,,182.3,,515.0,,270.9,,445.5,287.0,,86.4,213.5,201.1,,,,,,,,373.0,,-660.0,,-664.5,,-664.0,-426.0,,,,,-761.7,,-429.0,,-673.1,,-498.5,-657.0,,-857.6,-730.5,-742.9,,,,,,,,-571.0,,,False,,False,True,,,,,False,,True,,False,,True,True,,False,False,False,,,,,,,,True,
26157,790,236.0,,225.7,,229.0,371.0,,,,,134.6,,249.0,,250.4,,277.7,216.5,,50.5,220.1,139.2,,,,,,,,481.0,,-554.0,,-564.3,,-561.0,-419.0,,,,,-655.4,,-541.0,,-539.6,,-512.3,-573.5,,-739.5,-569.9,-650.8,,,,,,,,-309.0,,,False,,False,True,,,,,False,,True,,True,,True,False,,False,False,False,,,,,,,,True,
26159,1312,444.0,,442.9,,390.0,628.0,,,,,324.4,,614.0,,385.7,,333.1,398.5,,196.9,380.1,260.0,,,,,,,,351.0,,-868.0,,-869.1,,-922.0,-684.0,,,,,-987.6,,-698.0,,-926.3,,-978.9,-913.5,,-1115.1,-931.9,-1052.0,,,,,,,,-961.0,,,False,,False,True,,,,,False,,True,,False,,False,False,,False,False,False,,,,,,,,False,
26161,3435,2308.0,,2360.6,,2277.0,1904.0,,,,,3296.3,,1694.0,,2298.5,,3359.1,1950.5,,2384.7,2216.5,1654.3,,,,1264.3,3439.0,,,2797.0,,-1127.0,,-1074.4,,-1158.0,-1531.0,,,,,-138.7,,-1741.0,,-1136.5,,-75.9,-1484.5,,-1050.3,-1218.5,-1780.7,,,,-2170.7,4.0,,,-638.0,,,True,,False,False,,,,,True,,False,,False,,True,False,,True,False,False,,,,False,True,,,True,
26163,17430,6056.0,,6132.1,6135.6,6003.0,6675.0,,,,,7392.7,,7520.0,,3960.6,,10957.6,5925.5,,3231.3,6358.7,1623.0,,,,4459.3,7089.0,,,6513.0,,-11374.0,,-11297.9,-11294.4,-11427.0,-10755.0,,,,,-10037.3,,-9910.0,,-13469.4,,-6472.4,-11504.5,,-14198.7,-11071.3,-15807.0,,,,-12970.7,-10341.0,,,-10917.0,,,True,True,False,True,,,,,True,,True,,False,,True,False,,False,True,False,,,,False,True,,,True,
26165,303,88.0,,87.8,,83.0,114.0,,,,,62.1,,296.0,,87.9,,61.3,80.5,,43.0,75.2,58.6,,,,,,,,147.0,69.1,-215.0,,-215.2,,-220.0,-189.0,,,,,-240.9,,-7.0,,-215.1,,-241.7,-222.5,,-260.0,-227.8,-244.4,,,,,,,,-156.0,-233.9,,False,,False,True,,,,,False,,True,,False,,False,False,,False,False,False,,,,,,,,True,False
27001,439,124.0,,116.0,,119.0,123.0,,,,,111.0,,167.0,,288.1,,52.1,,,30.9,121.1,54.6,,,,,,,,94.0,,-315.0,,-323.0,,-320.0,-316.0,,,,,-328.0,,-272.0,,-150.9,,-386.9,,,-408.1,-317.9,-384.4,,,,,,,,-345.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27003,10188,2904.0,,2905.6,,2761.0,2761.0,,,,,4307.1,,3166.0,,1944.6,,1376.4,3216.0,,1934.1,3078.3,1805.2,,,,1994.6,2815.0,,,1979.0,,-7284.0,,-7282.4,,-7427.0,-7427.0,,,,,-5880.9,,-7022.0,,-8243.4,,-8811.6,-6972.0,,-8253.9,-7109.7,-8382.8,,,,-8193.4,-7373.0,,,-8209.0,,,True,,False,False,,,,,True,,True,,False,,False,True,,False,True,False,,,,False,False,,,False,
27005,1055,316.0,,274.0,,316.0,475.0,,,,,180.2,,738.0,,581.3,,134.4,518.0,,127.8,329.9,128.6,,,,,,,,301.0,,-739.0,,-781.0,,-739.0,-580.0,,,,,-874.8,,-317.0,,-473.7,,-920.6,-537.0,,-927.2,-725.1,-926.4,,,,,,,,-754.0,,,False,,False,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,
27007,853,560.0,,561.2,,511.0,726.0,,,,,181.2,,351.0,,784.9,,122.9,898.5,,339.2,511.7,10.9,,,,,,,,497.0,,-293.0,,-291.8,,-342.0,-127.0,,,,,-671.8,,-502.0,,-68.1,,-730.1,45.5,,-513.8,-341.3,-842.1,,,,,,,,-356.0,,,True,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,,,,,,,,False,
27009,1588,432.0,,462.1,,446.0,561.0,,,,,176.1,,449.0,,643.9,,232.6,566.5,,206.6,468.4,218.6,,,,,,,,412.0,,-1156.0,,-1125.9,,-1142.0,-1027.0,,,,,-1411.9,,-1139.0,,-944.1,,-1355.4,-1021.5,,-1381.4,-1119.6,-1369.4,,,,,,,,-1176.0,,,True,,True,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,
27011,126,44.0,,44.9,,42.0,28.0,,,,,32.5,,185.0,,56.6,,17.9,,,13.3,60.1,0.0,,,,,,,,21.0,,-82.0,,-81.1,,-84.0,-98.0,,,,,-93.5,,59.0,,-69.4,,-108.1,,,-112.7,-65.9,-126.0,,,,,,,,-105.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27013,1563,352.0,,372.6,,346.0,395.0,,,,,290.2,,800.0,,248.1,,154.1,359.5,,209.7,344.4,0.0,,,,407.3,,,,219.0,,-1211.0,,-1190.4,,-1217.0,-1168.0,,,,,-1272.8,,-763.0,,-1314.9,,-1408.9,-1203.5,,-1353.3,-1218.6,-1563.0,,,,-1155.7,,,,-1344.0,,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,False,,,,True,,,,False,
27015,749,120.0,,114.0,,120.0,133.0,,,,,69.9,,318.0,,181.3,,56.4,,,40.1,118.8,89.3,,,,,,,,105.0,,-629.0,,-635.0,,-629.0,-616.0,,,,,-679.1,,-431.0,,-567.7,,-692.6,,,-708.9,-630.2,-659.7,,,,,,,,-644.0,,,False,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27017,984,208.0,,217.5,,207.0,209.0,,,,,157.9,,421.0,,196.2,,146.4,259.0,,93.4,258.2,77.4,,,,,,,,166.0,171.1,-776.0,,-766.5,,-777.0,-775.0,,,,,-826.1,,-563.0,,-787.8,,-837.6,-725.0,,-890.6,-725.8,-906.6,,,,,,,,-818.0,-812.9,,True,,False,True,,,,,False,,True,,False,,False,True,,False,True,False,,,,,,,,False,False
27019,2041,412.0,,398.6,,406.0,459.0,,,,,275.1,,684.0,,374.7,,175.9,476.0,,162.9,485.4,391.1,,,,341.7,,,,449.0,,-1629.0,,-1642.4,,-1635.0,-1582.0,,,,,-1765.9,,-1357.0,,-1666.3,,-1865.1,-1565.0,,-1878.1,-1555.6,-1649.9,,,,-1699.3,,,,-1592.0,,,False,,False,True,,,,,False,,True,,False,,False,True,,False,True,False,,,,False,,,,True,
27021,751,292.0,,270.4,,264.0,411.0,,,,,158.6,,282.0,,476.9,,78.2,415.0,,131.5,234.3,99.9,,,,,,,,368.0,,-459.0,,-480.6,,-487.0,-340.0,,,,,-592.4,,-469.0,,-274.1,,-672.8,-336.0,,-619.5,-516.7,-651.1,,,,,,,,-383.0,,,False,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,,,,,,,,True,
27023,292,260.0,,259.8,,248.0,288.0,,,,,89.8,,261.0,,384.3,,100.1,,,101.8,214.0,75.1,,,,,,,,125.0,,-32.0,,-32.2,,-44.0,-4.0,,,,,-202.2,,-31.0,,92.3,,-191.9,,,-190.2,-78.0,-216.9,,,,,,,,-167.0,,,False,,False,True,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,False,
27025,1719,680.0,,688.4,,675.0,778.0,,,,,323.5,,514.0,,984.1,,297.0,1019.0,,566.8,711.2,232.6,,,,,,,,522.0,564.9,-1039.0,,-1030.6,,-1044.0,-941.0,,,,,-1395.5,,-1205.0,,-734.9,,-1422.0,-700.0,,-1152.2,-1007.8,-1486.4,,,,,,,,-1197.0,-1154.1,,True,,False,True,,,,,False,,False,,True,,False,True,,False,True,False,,,,,,,,False,False
27027,1968,1256.0,,1312.9,,1146.0,1677.0,,,,,772.2,,1465.0,,1082.7,,561.2,1381.0,,556.7,1190.2,350.9,,,,880.0,,,,613.0,,-712.0,,-655.1,,-822.0,-291.0,,,,,-1195.8,,-503.0,,-885.3,,-1406.8,-587.0,,-1411.3,-777.8,-1617.1,,,,-1088.0,,,,-1355.0,,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,False,,,,False,,,,False,
27029,302,136.0,,135.2,,127.0,106.0,,,,,32.0,,96.0,,683.3,,22.1,,,167.5,129.9,15.0,,,,,,,,148.0,104.3,-166.0,,-166.8,,-175.0,-196.0,,,,,-270.0,,-206.0,,381.3,,-279.9,,,-134.5,-172.1,-287.0,,,,,,,,-154.0,-197.7,,False,,False,False,,,,,False,,False,,False,,False,,,True,False,False,,,,,,,,True,False
27031,41,16.0,,14.8,,16.0,0.0,,,,,6.7,,19.0,,98.1,,3.7,,,,18.0,,,,,,,,,55.0,,-25.0,,-26.2,,-25.0,-41.0,,,,,-34.3,,-22.0,,57.1,,-37.3,,,,-23.0,,,,,,,,,14.0,,,False,,False,False,,,,,False,,True,,False,,False,,,,True,,,,,,,,,True,
27033,351,68.0,,69.5,,52.0,28.0,,,,,37.3,,162.0,,52.3,,24.0,,,20.2,80.4,0.0,,,,,,,,82.0,,-283.0,,-281.5,,-299.0,-323.0,,,,,-313.7,,-189.0,,-298.7,,-327.0,,,-330.8,-270.6,-351.0,,,,,,,,-269.0,,,True,,False,False,,,,,False,,True,,False,,False,,,False,True,False,,,,,,,,True,
27035,1986,624.0,,643.9,,624.0,1006.0,,,,,272.9,,820.0,,972.7,,312.4,891.0,,233.8,556.7,264.2,,,,,,,,876.0,605.1,-1362.0,,-1342.1,,-1362.0,-980.0,,,,,-1713.1,,-1166.0,,-1013.3,,-1673.6,-1095.0,,-1752.2,-1429.3,-1721.8,,,,,,,,-1110.0,-1380.9,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,,,,,,,,True,False
