,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27037,8542,2624.0,,2560.8,2603.1,2576.0,2035.0,,,,,4088.1,,3096.0,,1884.1,,1214.7,2806.0,,2455.5,3209.4,2247.1,,,,1924.6,4000.0,,,1946.0,,-5918.0,,-5981.2,-5938.9,-5966.0,-6507.0,,,,,-4453.9,,-5446.0,,-6657.9,,-7327.3,-5736.0,,-6086.5,-5332.6,-6294.9,,,,-6617.4,-4542.0,,,-6596.0,,,False,False,False,False,,,,,True,,True,,False,,False,True,,False,True,False,,,,False,True,,,False,
27039,360,156.0,,153.3,,119.0,111.0,,,,,63.2,,117.0,,140.2,,70.7,,,52.2,141.8,0.0,,,,,,,,121.0,155.8,-204.0,,-206.7,,-241.0,-249.0,,,,,-296.8,,-243.0,,-219.8,,-289.4,,,-307.8,-218.2,-360.0,,,,,,,,-239.0,-204.2,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,False
27041,1366,412.0,,416.5,,423.0,430.0,,,,,252.1,,968.0,,518.9,,186.6,626.5,,222.2,436.5,247.9,,,,,,,,75.0,,-954.0,,-949.5,,-943.0,-936.0,,,,,-1113.9,,-398.0,,-847.1,,-1179.4,-739.5,,-1143.8,-929.5,-1118.1,,,,,,,,-1291.0,,,True,,True,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,
27043,222,92.0,,89.6,,97.0,112.0,,,,,57.2,,106.0,,122.8,,33.2,,,47.6,106.4,71.7,,,,,,,,74.0,,-130.0,,-132.4,,-125.0,-110.0,,,,,-164.8,,-116.0,,-99.2,,-188.8,,,-174.4,-115.6,-150.3,,,,,,,,-148.0,,,False,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27045,308,100.0,,91.4,,93.0,89.0,,,,,54.8,,156.0,,192.6,,32.8,,,46.0,114.2,53.7,,,,,,,,113.0,,-208.0,,-216.6,,-215.0,-219.0,,,,,-253.2,,-152.0,,-115.4,,-275.2,,,-262.0,-193.8,-254.3,,,,,,,,-195.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,
27047,643,164.0,,167.5,,168.0,128.0,,,,,104.2,,322.0,,180.8,,100.6,170.5,,33.9,181.4,157.4,,,,,,,,75.0,145.1,-479.0,,-475.5,,-475.0,-515.0,,,,,-538.8,,-321.0,,-462.2,,-542.4,-472.5,,-609.1,-461.6,-485.6,,,,,,,,-568.0,-497.9,,True,,True,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,False
27049,1102,328.0,,338.4,,337.0,512.0,,,,,187.0,,418.0,,343.8,,191.7,313.5,,134.7,347.0,147.4,,,,,,,,570.0,,-774.0,,-763.6,,-765.0,-590.0,,,,,-915.0,,-684.0,,-758.2,,-910.3,-788.5,,-967.3,-755.0,-954.6,,,,,,,,-532.0,,,True,,True,True,,,,,False,,True,,True,,False,False,,False,True,False,,,,,,,,True,
27051,119,48.0,,48.2,,47.0,0.0,,,,,33.8,,123.0,,63.9,,12.5,,,27.0,49.0,,,,,,,,,20.0,47.2,-71.0,,-70.8,,-72.0,-119.0,,,,,-85.2,,4.0,,-55.1,,-106.5,,,-92.0,-70.0,,,,,,,,,-99.0,-71.8,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,,,,,,,,,False,False
27053,23097,7880.0,,7916.6,6878.6,7894.0,8016.0,,,,,11615.2,,11567.0,,4378.0,,3302.8,8558.5,,5692.6,9117.4,6937.3,,,,4387.4,19518.0,,,5899.0,,-15217.0,,-15180.4,-16218.4,-15203.0,-15081.0,,,,,-11481.8,,-11530.0,,-18719.0,,-19794.2,-14538.5,,-17404.4,-13979.6,-16159.7,,,,-18709.6,-3579.0,,,-17198.0,,,True,False,True,True,,,,,True,,True,,False,,False,True,,False,True,False,,,,False,True,,,False,
27055,385,80.0,,83.3,,80.0,63.0,,,,,53.1,,168.0,,103.0,,78.8,,,72.7,104.2,19.1,,,,,,,,152.0,,-305.0,,-301.7,,-305.0,-322.0,,,,,-331.9,,-217.0,,-282.0,,-306.2,,,-312.3,-280.8,-365.9,,,,,,,,-233.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,
27057,519,372.0,,390.8,,312.0,457.0,,,,,191.0,,285.0,,1543.3,,145.5,,,194.2,312.5,83.5,,,,,,,,344.0,343.7,-147.0,,-128.2,,-207.0,-62.0,,,,,-328.0,,-234.0,,1024.3,,-373.5,,,-324.8,-206.5,-435.5,,,,,,,,-175.0,-175.3,,True,,False,True,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,False
27059,1012,212.0,,231.0,,212.0,172.0,,,,,116.4,,372.0,,353.1,,137.1,355.5,,186.1,275.3,79.6,,,,,,,,146.0,249.3,-800.0,,-781.0,,-800.0,-840.0,,,,,-895.6,,-640.0,,-658.9,,-874.9,-656.5,,-825.9,-736.7,-932.4,,,,,,,,-866.0,-762.7,,True,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,True
27061,882,252.0,,264.6,,252.0,133.0,,,,,175.4,,420.0,,452.8,,261.7,622.0,,72.4,294.0,94.0,,,,,,,,161.0,,-630.0,,-617.4,,-630.0,-749.0,,,,,-706.6,,-462.0,,-429.2,,-620.3,-260.0,,-809.6,-588.0,-788.0,,,,,,,,-721.0,,,True,,False,False,,,,,False,,True,,True,,True,True,,False,True,False,,,,,,,,False,
27063,176,88.0,,90.3,,86.0,58.0,,,,,35.7,,100.0,,109.8,,25.7,,,13.2,84.9,55.0,,,,,,,,83.0,,-88.0,,-85.7,,-90.0,-118.0,,,,,-140.3,,-76.0,,-66.2,,-150.3,,,-162.8,-91.1,-121.0,,,,,,,,-93.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27065,278,100.0,,106.0,,97.0,89.0,,,,,80.9,,177.0,,177.3,,36.5,,,26.7,99.0,31.0,,,,,,,,79.0,,-178.0,,-172.0,,-181.0,-189.0,,,,,-197.1,,-101.0,,-100.7,,-241.5,,,-251.3,-179.0,-247.0,,,,,,,,-199.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27067,1640,672.0,,697.6,,625.0,911.0,,,,,286.7,,893.0,,888.0,,327.3,1076.5,,179.5,533.3,386.9,,,,402.1,,,,378.0,,-968.0,,-942.4,,-1015.0,-729.0,,,,,-1353.3,,-747.0,,-752.0,,-1312.7,-563.5,,-1460.5,-1106.7,-1253.1,,,,-1237.9,,,,-1262.0,,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,,,,False,,,,False,
27069,132,52.0,,52.9,,38.0,11.0,,,,,12.0,,34.0,,453.4,,7.9,,,6.8,41.9,,,,,,,,,92.0,74.9,-80.0,,-79.1,,-94.0,-121.0,,,,,-120.0,,-98.0,,321.4,,-124.1,,,-125.2,-90.1,,,,,,,,,-40.0,-57.1,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,True,True
27071,150,32.0,,31.0,,34.0,0.0,,,,,27.5,,69.0,,77.1,,28.1,,,5.5,52.2,30.9,,,,,,,,44.0,56.2,-118.0,,-119.0,,-116.0,-150.0,,,,,-122.5,,-81.0,,-72.9,,-121.9,,,-144.5,-97.8,-119.1,,,,,,,,-106.0,-93.8,,False,,True,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,True
27073,171,44.0,,44.3,,42.0,35.0,,,,,30.2,,121.0,,80.7,,23.0,,,13.5,45.7,0.0,,,,,,,,29.0,80.6,-127.0,,-126.7,,-129.0,-136.0,,,,,-140.8,,-50.0,,-90.3,,-148.0,,,-157.5,-125.3,-171.0,,,,,,,,-142.0,-90.4,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,True
27075,208,80.0,,75.4,,71.0,1.0,,,,,34.0,,95.0,,174.4,,40.5,,,40.5,75.3,0.0,,,,,,,,108.0,,-128.0,,-132.6,,-137.0,-207.0,,,,,-174.0,,-113.0,,-33.6,,-167.5,,,-167.5,-132.7,-208.0,,,,,,,,-100.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
27077,36,16.0,,15.3,,12.0,0.0,,,,,6.2,,8.0,,45.0,,9.4,,,,13.7,,,,,,,,,8.0,,-20.0,,-20.7,,-24.0,-36.0,,,,,-29.8,,-28.0,,9.0,,-26.6,,,,-22.3,,,,,,,,,-28.0,,,False,,False,False,,,,,False,,False,,True,,False,,,,False,,,,,,,,,False,
27079,629,152.0,,141.6,,152.0,249.0,,,,,98.0,,188.0,,157.8,,46.9,,,97.1,173.8,0.0,,,,,,,,209.0,,-477.0,,-487.4,,-477.0,-380.0,,,,,-531.0,,-441.0,,-471.2,,-582.1,,,-531.9,-455.2,-629.0,,,,,,,,-420.0,,,False,,False,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,
27081,111,84.0,,78.8,,75.0,28.0,,,,,42.5,,112.0,,89.4,,16.3,,,17.0,74.6,37.6,,,,,,,,47.0,74.6,-27.0,,-32.2,,-36.0,-83.0,,,,,-68.5,,1.0,,-21.6,,-94.7,,,-94.0,-36.4,-73.4,,,,,,,,-64.0,-36.4,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,False
27083,824,200.0,,197.1,,205.0,197.0,,,,,133.5,,652.0,,222.4,,133.4,,,54.5,211.5,268.2,,,,,,,,141.0,,-624.0,,-626.9,,-619.0,-627.0,,,,,-690.5,,-172.0,,-601.6,,-690.6,,,-769.5,-612.5,-555.8,,,,,,,,-683.0,,,False,,True,False,,,,,False,,True,,True,,False,,,False,True,True,,,,,,,,False,
27085,1103,124.0,,132.3,,125.0,125.0,,,,,103.5,,350.0,,127.9,,125.5,147.0,,67.7,171.4,64.9,,,,,,,,74.0,,-979.0,,-970.7,,-978.0,-978.0,,,,,-999.5,,-753.0,,-975.1,,-977.5,-956.0,,-1035.3,-931.6,-1038.1,,,,,,,,-1029.0,,,True,,True,True,,,,,False,,True,,True,,True,True,,False,True,False,,,,,,,,False,
27087,122,88.0,,78.3,,60.0,55.0,,,,,30.1,,60.0,,194.2,,12.0,,,31.0,75.3,0.0,,,,,,,,66.0,,-34.0,,-43.7,,-62.0,-67.0,,,,,-91.9,,-62.0,,72.2,,-110.0,,,-91.0,-46.7,-122.0,,,,,,,,-56.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
27089,278,112.0,,112.1,,103.0,0.0,,,,,67.0,,90.0,,172.0,,20.1,,,99.8,129.3,0.0,,,,,,,,131.0,80.5,-166.0,,-165.9,,-175.0,-278.0,,,,,-211.0,,-188.0,,-106.0,,-257.9,,,-178.2,-148.7,-278.0,,,,,,,,-147.0,-197.5,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,True,False
27091,324,128.0,,122.8,,122.0,112.0,,,,,86.4,,247.0,,153.8,,69.2,,,33.9,121.0,0.0,,,,,,,,120.0,179.9,-196.0,,-201.2,,-202.0,-212.0,,,,,-237.6,,-77.0,,-170.2,,-254.8,,,-290.1,-203.0,-324.0,,,,,,,,-204.0,-144.1,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,True
27093,635,100.0,,102.1,,102.0,105.0,,,,,57.0,,218.0,,191.2,,136.2,,,21.6,106.0,72.7,,,,,,,,132.0,,-535.0,,-532.9,,-533.0,-530.0,,,,,-578.0,,-417.0,,-443.8,,-498.8,,,-613.4,-529.0,-562.3,,,,,,,,-503.0,,,True,,True,True,,,,,False,,True,,True,,True,,,False,True,False,,,,,,,,True,
27095,837,236.0,,280.3,,256.0,464.0,,,,,157.7,,263.0,,764.4,,169.0,,,136.5,259.0,80.0,,,,,,,,194.0,,-601.0,,-556.7,,-581.0,-373.0,,,,,-679.3,,-574.0,,-72.6,,-668.0,,,-700.5,-578.0,-757.0,,,,,,,,-643.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27097,1299,600.0,,620.9,,508.0,790.0,,,,,220.5,,458.0,,1859.8,,330.6,1327.0,,226.0,508.4,211.7,,,,,,,,506.0,557.0,-699.0,,-678.1,,-791.0,-509.0,,,,,-1078.5,,-841.0,,560.8,,-968.4,28.0,,-1073.0,-790.6,-1087.3,,,,,,,,-793.0,-742.0,,True,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,,,,,,,,False,False
27099,748,96.0,,102.0,,87.0,84.0,,,,,92.2,,425.0,,140.4,,68.6,198.0,,29.6,157.2,5.2,,,,65.4,,,,87.0,188.8,-652.0,,-646.0,,-661.0,-664.0,,,,,-655.8,,-323.0,,-607.6,,-679.4,-550.0,,-718.4,-590.8,-742.8,,,,-682.6,,,,-661.0,-559.2,,True,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,False,True
27101,234,136.0,,137.0,,124.0,86.0,,,,,69.4,,115.0,,146.4,,41.4,,,35.4,133.4,87.0,,,,,,,,85.0,,-98.0,,-97.0,,-110.0,-148.0,,,,,-164.6,,-119.0,,-87.6,,-192.6,,,-198.6,-100.6,-147.0,,,,,,,,-149.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
27103,670,220.0,,212.7,,219.0,254.0,,,,,108.8,,259.0,,208.9,,82.9,225.0,,169.0,251.3,223.3,,,,,,,,377.0,,-450.0,,-457.3,,-451.0,-416.0,,,,,-561.2,,-411.0,,-461.1,,-587.1,-445.0,,-501.0,-418.7,-446.7,,,,,,,,-293.0,,,False,,False,True,,,,,False,,True,,False,,False,True,,False,True,True,,,,,,,,True,
27105,658,604.0,,620.3,,298.0,,,,,,373.9,,638.0,,216.3,,162.0,,,192.0,560.6,36.8,,,,299.3,,,,968.0,308.7,-54.0,,-37.7,,-360.0,,,,,,-284.1,,-20.0,,-441.7,,-496.0,,,-466.0,-97.4,-621.2,,,,-358.7,,,,310.0,-349.3,,True,,False,,,,,,False,,True,,False,,False,,,False,False,False,,,,False,,,,False,False
27107,179,104.0,,100.3,,80.0,53.0,,,,,38.7,,163.0,,120.8,,9.8,,,35.2,80.3,10.6,,,,,,,,69.0,,-75.0,,-78.7,,-99.0,-126.0,,,,,-140.3,,-16.0,,-58.2,,-169.2,,,-143.8,-98.7,-168.4,,,,,,,,-110.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27109,2657,828.0,,825.7,,828.0,1074.0,,,,,496.0,,1458.0,,718.2,,519.3,1024.5,,561.9,811.8,856.6,,,,708.2,912.0,,,995.0,,-1829.0,,-1831.3,,-1829.0,-1583.0,,,,,-2161.0,,-1199.0,,-1938.8,,-2137.7,-1632.5,,-2095.1,-1845.2,-1800.4,,,,-1948.8,-1745.0,,,-1662.0,,,False,,False,True,,,,,False,,True,,False,,False,True,,False,False,True,,,,False,True,,,True,
27111,1564,620.0,,639.7,,620.0,948.0,,,,,342.9,,1273.0,,1078.9,,398.7,837.0,,188.6,556.0,256.5,,,,,,,,578.0,,-944.0,,-924.3,,-944.0,-616.0,,,,,-1221.1,,-291.0,,-485.1,,-1165.3,-727.0,,-1375.4,-1008.0,-1307.5,,,,,,,,-986.0,,,True,,False,True,,,,,False,,True,,True,,False,True,,False,False,False,,,,,,,,False,
27113,295,112.0,,117.5,,112.0,114.0,,,,,63.1,,292.0,,115.3,,45.6,,,92.3,121.1,41.1,,,,,,,,92.0,,-183.0,,-177.5,,-183.0,-181.0,,,,,-231.9,,-3.0,,-179.7,,-249.4,,,-202.7,-173.9,-253.9,,,,,,,,-203.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27115,608,144.0,,144.5,,143.0,140.0,,,,,84.4,,358.0,,219.4,,198.6,,,59.8,193.0,0.0,,,,,,,,103.0,248.5,-464.0,,-463.5,,-465.0,-468.0,,,,,-523.6,,-250.0,,-388.6,,-409.4,,,-548.2,-415.0,-608.0,,,,,,,,-505.0,-359.5,,True,,False,False,,,,,False,,True,,True,,True,,,False,True,False,,,,,,,,False,True
27117,295,88.0,,75.8,,77.0,103.0,,,,,60.8,,264.0,,66.5,,30.8,,,46.4,99.7,0.0,,,,,,,,48.0,112.4,-207.0,,-219.2,,-218.0,-192.0,,,,,-234.2,,-31.0,,-228.5,,-264.2,,,-248.6,-195.3,-295.0,,,,,,,,-247.0,-182.6,,False,,False,True,,,,,False,,True,,False,,False,,,False,True,False,,,,,,,,False,True
27119,1522,552.0,,544.0,,554.0,814.0,,,,,288.5,,797.0,,592.4,,183.9,776.5,,525.9,615.0,171.8,,,,,,,,454.0,,-970.0,,-978.0,,-968.0,-708.0,,,,,-1233.5,,-725.0,,-929.6,,-1338.1,-745.5,,-996.1,-907.0,-1350.2,,,,,,,,-1068.0,,,False,,True,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,
27121,288,72.0,,74.7,,71.0,74.0,,,,,28.6,,205.0,,144.2,,28.8,,,5.1,56.7,43.5,,,,,,,,75.0,,-216.0,,-213.3,,-217.0,-214.0,,,,,-259.4,,-83.0,,-143.8,,-259.2,,,-282.9,-231.3,-244.5,,,,,,,,-213.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
27123,10193,3384.0,,3401.6,3653.0,3464.0,2631.0,,,,,5794.4,,4771.0,,2367.9,,1726.0,3558.5,,2013.3,3975.7,2912.4,,,,3644.6,4345.0,,,2714.0,,-6809.0,,-6791.4,-6540.0,-6729.0,-7562.0,,,,,-4398.6,,-5422.0,,-7825.1,,-8467.0,-6634.5,,-8179.7,-6217.3,-7280.6,,,,-6548.4,-5848.0,,,-7479.0,,,True,True,True,False,,,,,True,,True,,False,,False,True,,False,True,False,,,,True,True,,,False,
27125,97,88.0,,89.9,,64.0,61.0,,,,,62.1,,41.0,,121.0,,6.7,,,12.8,64.7,,,,,,,,,78.0,,-9.0,,-7.1,,-33.0,-36.0,,,,,-34.9,,-56.0,,24.0,,-90.3,,,-84.2,-32.3,,,,,,,,,-19.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,False,
27127,453,140.0,,153.2,,114.0,93.0,,,,,77.5,,202.0,,187.1,,63.1,,,68.4,114.1,0.0,,,,,,,,227.0,,-313.0,,-299.8,,-339.0,-360.0,,,,,-375.5,,-251.0,,-265.9,,-389.9,,,-384.6,-338.9,-453.0,,,,,,,,-226.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
27129,402,104.0,,126.6,,106.0,103.0,,,,,74.9,,128.0,,117.7,,42.5,,,64.2,106.7,79.0,,,,,,,,61.0,,-298.0,,-275.4,,-296.0,-299.0,,,,,-327.1,,-274.0,,-284.3,,-359.5,,,-337.8,-295.3,-323.0,,,,,,,,-341.0,,,True,,True,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27131,1803,292.0,,293.3,,263.0,266.0,,,,,220.0,,520.0,,266.1,,188.5,359.0,,82.0,314.8,13.7,,,,125.5,,,,247.0,,-1511.0,,-1509.7,,-1540.0,-1537.0,,,,,-1583.0,,-1283.0,,-1536.9,,-1614.5,-1444.0,,-1721.0,-1488.2,-1789.3,,,,-1677.5,,,,-1556.0,,,True,,False,False,,,,,False,,True,,False,,False,True,,False,True,False,,,,False,,,,False,
27133,283,168.0,,180.5,,164.0,210.0,,,,,79.4,,181.0,,190.7,,42.5,,,31.9,137.3,0.0,,,,,,,,40.0,,-115.0,,-102.5,,-119.0,-73.0,,,,,-203.6,,-102.0,,-92.3,,-240.5,,,-251.1,-145.7,-283.0,,,,,,,,-243.0,,,True,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27135,640,320.0,,314.8,,290.0,345.0,,,,,130.9,,84.0,,458.8,,64.9,,,377.9,244.0,31.3,,,,,,,,277.0,,-320.0,,-325.2,,-350.0,-295.0,,,,,-509.1,,-556.0,,-181.2,,-575.1,,,-262.1,-396.0,-608.7,,,,,,,,-363.0,,,False,,False,True,,,,,False,,False,,True,,False,,,True,False,False,,,,,,,,False,
27137,3999,1492.0,,1423.2,,1492.0,1455.0,,,,,886.1,,2015.0,,1948.1,,1027.0,2066.0,,1617.0,1551.9,779.7,,,,864.6,1603.0,,,1386.0,,-2507.0,,-2575.8,,-2507.0,-2544.0,,,,,-3112.9,,-1984.0,,-2050.9,,-2972.0,-1933.0,,-2382.0,-2447.1,-3219.3,,,,-3134.4,-2396.0,,,-2613.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,True,True,False,,,,False,True,,,False,
27139,3783,944.0,,931.8,,945.0,1131.0,,,,,650.4,,1038.0,,810.0,,267.7,982.5,,678.1,985.8,851.2,,,,701.8,1184.0,,,1128.0,,-2839.0,,-2851.2,,-2838.0,-2652.0,,,,,-3132.6,,-2745.0,,-2973.0,,-3515.3,-2800.5,,-3104.9,-2797.2,-2931.8,,,,-3081.2,-2599.0,,,-2655.0,,,False,,True,True,,,,,False,,True,,False,,False,True,,False,True,False,,,,False,True,,,True,
27141,3203,668.0,,657.2,,637.0,635.0,,,,,323.4,,786.0,,798.8,,296.7,818.5,,535.6,698.4,342.7,,,,382.5,,,,704.0,565.1,-2535.0,,-2545.8,,-2566.0,-2568.0,,,,,-2879.6,,-2417.0,,-2404.2,,-2906.3,-2384.5,,-2667.4,-2504.6,-2860.3,,,,-2820.5,,,,-2499.0,-2637.9,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,True,False
27143,399,60.0,,59.2,,60.0,29.0,,,,,46.8,,82.0,,79.2,,48.6,,,29.4,79.6,3.0,,,,,,,,45.0,,-339.0,,-339.8,,-339.0,-370.0,,,,,-352.2,,-317.0,,-319.8,,-350.4,,,-369.6,-319.4,-396.0,,,,,,,,-354.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
27145,6052,2328.0,,2339.6,,2168.0,2030.0,,,,,1054.2,,2897.0,,2286.2,,915.8,2636.5,,1715.0,2273.0,1193.2,,,,1218.5,2329.0,,,1599.0,,-3724.0,,-3712.4,,-3884.0,-4022.0,,,,,-4997.8,,-3155.0,,-3765.8,,-5136.2,-3415.5,,-4337.0,-3779.0,-4858.8,,,,-4833.5,-3723.0,,,-4453.0,,,True,,False,False,,,,,False,,True,,False,,False,True,,False,False,False,,,,False,True,,,False,
27147,834,176.0,,161.0,,177.0,165.0,,,,,123.8,,330.0,,250.0,,95.0,272.5,,74.4,195.2,215.5,,,,,,,,170.0,,-658.0,,-673.0,,-657.0,-669.0,,,,,-710.2,,-504.0,,-584.0,,-739.0,-561.5,,-759.6,-638.8,-618.5,,,,,,,,-664.0,,,False,,True,False,,,,,False,,True,,True,,False,True,,False,True,True,,,,,,,,False,
27149,239,96.0,,93.5,,87.0,89.0,,,,,52.9,,356.0,,100.8,,73.7,,,28.4,79.9,15.2,,,,,,,,68.0,77.5,-143.0,,-145.5,,-152.0,-150.0,,,,,-186.1,,117.0,,-138.2,,-165.3,,,-210.6,-159.1,-223.8,,,,,,,,-171.0,-161.5,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,False
27151,267,68.0,,65.3,,56.0,38.0,,,,,52.2,,255.0,,70.8,,27.6,,,8.2,57.2,0.0,,,,,,,,0.0,,-199.0,,-201.7,,-211.0,-229.0,,,,,-214.8,,-12.0,,-196.2,,-239.4,,,-258.8,-209.8,-267.0,,,,,,,,-267.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
27153,795,480.0,,477.0,,477.0,1078.0,,,,,162.9,,523.0,,675.0,,218.3,,,140.2,466.1,32.2,,,,,,,,285.0,389.8,-315.0,,-318.0,,-318.0,283.0,,,,,-632.1,,-272.0,,-120.0,,-576.7,,,-654.8,-328.9,-762.8,,,,,,,,-510.0,-405.2,,False,,False,True,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,False
27155,61,28.0,,26.1,,26.0,0.0,,,,,10.6,,82.0,,68.7,,6.2,,,8.0,24.8,,,,,,,,,19.0,,-33.0,,-34.9,,-35.0,-61.0,,,,,-50.4,,21.0,,7.7,,-54.8,,,-53.0,-36.2,,,,,,,,,-42.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,,,,,,,,,False,
27157,492,240.0,,244.8,,237.0,306.0,,,,,102.1,,231.0,,290.8,,63.8,,,197.5,237.5,117.0,,,,,,,,78.0,,-252.0,,-247.2,,-255.0,-186.0,,,,,-389.9,,-261.0,,-201.2,,-428.2,,,-294.5,-254.5,-375.0,,,,,,,,-414.0,,,True,,False,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
27159,428,212.0,,225.5,,212.0,302.0,,,,,50.8,,248.0,,888.2,,61.5,,,85.9,192.8,0.0,,,,,,,,142.0,,-216.0,,-202.5,,-216.0,-126.0,,,,,-377.2,,-180.0,,460.2,,-366.5,,,-342.1,-235.2,-428.0,,,,,,,,-286.0,,,True,,False,True,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,False,
