,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
37029,28,15.0,,16.2,,13.0,0.0,,,,,32.3,,28.0,,4.8,22.1,,,6.0,21.1,,9.0,,,,,,,31.0,,13.0,-13.0,,-11.8,,-15.0,-28.0,,,,,4.3,,0.0,,-23.2,-5.9,,,-22.0,-6.9,,-19.0,,,,,,,3.0,,-15.0,,True,,False,False,,,,,True,,True,,False,True,,,False,True,,False,,,,,,,True,,False
37031,359,279.0,,291.8,,261.0,243.0,,,,,379.0,,427.0,,453.6,99.3,356.0,,225.0,138.0,,428.0,,,,185.5,,,124.0,,324.1,-80.0,,-67.2,,-98.0,-116.0,,,,,20.0,,68.0,,94.6,-259.7,-3.0,,-134.0,-221.0,,69.0,,,,-173.5,,,-235.0,,-34.9,,True,,False,False,,,,,True,,True,,False,False,True,,False,False,,True,,,,False,,,False,,True
37033,135,117.0,,115.9,,114.0,72.0,,,,,141.6,,100.0,,178.9,81.4,,,86.0,124.4,,72.0,,,,,,,80.0,,140.9,-18.0,,-19.1,,-21.0,-63.0,,,,,6.6,,-35.0,,43.9,-53.6,,,-49.0,-10.6,,-63.0,,,,,,,-55.0,,5.9,,False,,False,False,,,,,True,,False,,False,False,,,False,True,,False,,,,,,,False,,True
37035,1498,1218.0,,1235.3,,1278.0,1278.0,,,,,1109.9,,1067.0,,1307.3,497.4,1279.0,,1575.5,1438.9,,1786.0,,,,908.2,1391.0,,980.0,,1561.6,-280.0,,-262.7,,-220.0,-220.0,,,,,-388.1,,-431.0,,-190.7,-1000.6,-219.0,,77.5,-59.1,,288.0,,,,-589.8,-107.0,,-518.0,,63.6,,True,,True,True,,,,,False,,False,,True,False,True,,True,True,,False,,,,False,True,,False,,True
37037,289,186.0,,190.8,,185.0,173.0,,,,,236.4,,221.0,,172.9,155.8,187.5,,132.0,204.9,,248.0,,,,182.9,,,162.0,,228.7,-103.0,,-98.2,,-104.0,-116.0,,,,,-52.6,,-68.0,,-116.1,-133.2,-101.5,,-157.0,-84.1,,-41.0,,,,-106.1,,,-127.0,,-60.3,,True,,False,False,,,,,True,,True,,False,False,True,,False,True,,True,,,,False,,,False,,True
37039,114,48.0,,42.6,,49.0,49.0,,,,,104.3,,146.0,,111.9,24.7,,,28.0,56.5,,55.0,,,,,,,21.0,,68.8,-66.0,,-71.4,,-65.0,-65.0,,,,,-9.7,,32.0,,-2.1,-89.3,,,-86.0,-57.5,,-59.0,,,,,,,-93.0,,-45.2,,False,,True,True,,,,,True,,True,,True,False,,,False,True,,True,,,,,,,False,,True
37041,47,93.0,,88.3,,66.0,65.0,,,,,82.4,,52.0,,108.4,27.8,,,16.0,54.7,,49.0,,,,,,,57.0,,114.7,46.0,,41.3,,19.0,18.0,,,,,35.4,,5.0,,61.4,-19.2,,,-31.0,7.7,,2.0,,,,,,,10.0,,67.7,,True,,True,True,,,,,True,,True,,False,True,,,True,True,,True,,,,,,,True,,False
37043,32,117.0,,112.3,,116.0,160.0,,,,,80.5,,45.0,,168.0,18.7,,,115.0,78.9,,147.0,,,,,,,75.0,,155.6,85.0,,80.3,,84.0,128.0,,,,,48.5,,13.0,,136.0,-13.3,,,83.0,46.9,,115.0,,,,,,,43.0,,123.6,,True,,True,False,,,,,True,,True,,False,True,,,True,True,,False,,,,,,,True,,False
37045,630,819.0,,823.4,,828.0,956.0,,,,,844.5,,690.0,,684.6,295.8,798.0,,795.0,881.5,,1050.0,,,,872.5,,,583.0,,951.0,189.0,,193.4,,198.0,326.0,,,,,214.5,,60.0,,54.6,-334.2,168.0,,165.0,251.5,,420.0,,,,242.5,,,-47.0,,321.0,,False,,False,False,,,,,False,,True,,True,False,True,,True,False,,False,,,,False,,,True,,False
37047,654,351.0,,345.7,,319.0,264.0,,,,,425.1,,293.0,,322.8,184.2,297.5,,285.0,346.6,,470.0,,,,317.5,,,296.0,,430.0,-303.0,,-308.3,,-335.0,-390.0,,,,,-228.9,,-361.0,,-331.2,-469.8,-356.5,,-369.0,-307.4,,-184.0,,,,-336.5,,,-358.0,,-224.0,,False,,False,False,,,,,True,,False,,False,False,False,,False,False,,True,,,,False,,,False,,True
37049,438,462.0,,453.5,,463.0,470.0,,,,,569.8,,567.0,,449.7,241.0,474.0,,461.0,502.8,,498.0,,,,354.3,,,338.0,,539.2,24.0,,15.5,,25.0,32.0,,,,,131.8,,129.0,,11.7,-197.0,36.0,,23.0,64.8,,60.0,,,,-83.7,,,-100.0,,101.2,,True,,False,False,,,,,False,,False,,True,False,False,,True,False,,False,,,,False,,,False,,False
37051,1502,1239.0,,1230.4,,1266.0,1440.0,,,,,1384.5,,1298.0,,1186.1,986.5,1239.5,,1327.5,1589.4,,1569.0,,,,1266.2,1236.0,,1173.0,,1472.9,-263.0,,-271.6,,-236.0,-62.0,,,,,-117.5,,-204.0,,-315.9,-515.5,-262.5,,-174.5,87.4,,67.0,,,,-235.8,-266.0,,-329.0,,-29.1,,False,,True,True,,,,,True,,True,,False,False,True,,True,True,,True,,,,True,False,,False,,True
37053,79,9.0,,11.0,,12.0,1.0,,,,,48.6,,55.0,,45.6,25.3,,,2.0,23.9,,10.0,,,,,,,10.0,,11.8,-70.0,,-68.0,,-67.0,-78.0,,,,,-30.4,,-24.0,,-33.4,-53.7,,,-77.0,-55.1,,-69.0,,,,,,,-69.0,,-67.2,,True,,True,False,,,,,True,,True,,True,True,,,False,True,,True,,,,,,,True,,True
37055,200,63.0,,66.6,,80.0,82.0,,,,,82.7,,129.0,,111.5,49.6,88.0,,66.0,89.1,,63.0,,,,,,,52.0,,81.1,-137.0,,-133.4,,-120.0,-118.0,,,,,-117.3,,-71.0,,-88.5,-150.4,-112.0,,-134.0,-110.9,,-137.0,,,,,,,-148.0,,-118.9,,True,,True,True,,,,,True,,True,,True,False,True,,True,True,,False,,,,,,,False,,True
37057,958,705.0,,710.1,,712.0,998.0,,,,,758.4,,958.0,,658.8,539.7,772.0,,653.0,874.3,,732.0,,,,768.2,644.0,,735.0,,938.9,-253.0,,-247.9,,-246.0,40.0,,,,,-199.6,,0.0,,-299.2,-418.3,-186.0,,-305.0,-83.7,,-226.0,,,,-189.8,-314.0,,-223.0,,-19.1,,True,,True,True,,,,,True,,True,,False,False,True,,False,True,,True,,,,True,False,,True,,True
37059,318,132.0,,140.4,,154.0,100.0,,,,,145.2,,180.0,,166.0,50.0,151.0,,158.0,178.9,,128.0,,,,,,,127.0,,159.9,-186.0,,-177.6,,-164.0,-218.0,,,,,-172.8,,-138.0,,-152.0,-268.0,-167.0,,-160.0,-139.1,,-190.0,,,,,,,-191.0,,-158.1,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,False,,,,,,,False,,True
37061,348,312.0,,325.2,,314.0,307.0,,,,,332.4,,303.0,,312.8,312.6,304.0,,327.0,378.4,,411.0,,,,231.9,,,340.0,,419.1,-36.0,,-22.8,,-34.0,-41.0,,,,,-15.6,,-45.0,,-35.2,-35.4,-44.0,,-21.0,30.4,,63.0,,,,-116.1,,,-8.0,,71.1,,True,,True,False,,,,,True,,False,,True,True,False,,True,True,,False,,,,False,,,True,,False
37063,1369,1290.0,,1245.1,,1261.0,2178.0,,,,,1443.8,,945.0,,1008.1,764.5,1145.0,,1152.0,1450.6,,1818.0,,,,1100.0,1711.0,,1298.0,,1702.0,-79.0,,-123.9,,-108.0,809.0,,,,,74.8,,-424.0,,-360.9,-604.5,-224.0,,-217.0,81.6,,449.0,,,,-269.0,342.0,,-71.0,,333.0,,False,,False,False,,,,,True,,False,,False,False,False,,False,False,,False,,,,False,False,,True,,False
37065,323,378.0,,373.6,,360.0,302.0,,,,,402.9,,258.0,,465.2,207.9,502.0,,308.0,346.8,,375.0,,,,438.8,,,259.0,,504.1,55.0,,50.6,,37.0,-21.0,,,,,79.9,,-65.0,,142.2,-115.1,179.0,,-15.0,23.8,,52.0,,,,115.8,,,-64.0,,181.1,,True,,True,True,,,,,False,,False,,False,False,False,,True,True,,True,,,,False,,,False,,False
37067,2788,1737.0,,1711.0,,1789.0,1685.0,,,,,1698.9,,1789.0,,1795.1,906.4,1804.0,,2196.5,2167.8,,2612.0,,,,1575.9,2005.0,,1787.0,,2287.3,-1051.0,,-1077.0,,-999.0,-1103.0,,,,,-1089.1,,-999.0,,-992.9,-1881.6,-984.0,,-591.5,-620.2,,-176.0,,,,-1212.1,-783.0,,-1001.0,,-500.7,,False,,True,False,,,,,False,,True,,True,False,True,,True,True,,True,,,,False,True,,True,,True
37069,323,237.0,,250.9,,240.0,291.0,,,,,218.4,,266.0,,293.8,115.5,217.5,,167.0,210.9,,307.0,,,,202.8,,,289.0,,311.4,-86.0,,-72.1,,-83.0,-32.0,,,,,-104.6,,-57.0,,-29.2,-207.5,-105.5,,-156.0,-112.1,,-16.0,,,,-120.2,,,-34.0,,-11.6,,True,,True,True,,,,,False,,True,,True,False,False,,False,False,,True,,,,False,,,True,,True
37071,1620,1965.0,,1961.7,,1948.0,2716.0,,,,,1998.8,,1557.0,,1673.6,913.4,1986.0,,1694.0,2071.1,,2483.0,,,,1473.8,2874.0,,1309.0,,2548.7,345.0,,341.7,,328.0,1096.0,,,,,378.8,,-63.0,,53.6,-706.6,366.0,,74.0,451.1,,863.0,,,,-146.2,1254.0,,-311.0,,928.7,,True,,True,False,,,,,False,,True,,True,False,False,,True,False,,False,,,,True,False,,True,,False
37073,25,9.0,,12.0,,9.0,0.0,,,,,29.5,,34.0,,8.4,4.8,,,0.0,11.5,,10.0,,,,,,,1.0,,9.2,-16.0,,-13.0,,-16.0,-25.0,,,,,4.5,,9.0,,-16.6,-20.2,,,-25.0,-13.5,,-15.0,,,,,,,-24.0,,-15.8,,True,,False,False,,,,,True,,True,,False,False,,,False,True,,True,,,,,,,False,,True
37075,19,21.0,,23.2,,24.0,14.0,,,,,55.0,,42.0,,28.9,11.8,,,1.0,28.1,,20.0,,,,,,,11.0,,27.6,2.0,,4.2,,5.0,-5.0,,,,,36.0,,23.0,,9.9,-7.2,,,-18.0,9.1,,1.0,,,,,,,-8.0,,8.6,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,,False
37077,363,276.0,,276.1,,277.0,573.0,,,,,323.7,,274.0,,348.8,179.9,285.0,,237.0,308.9,,354.0,,,,201.1,,,377.0,,387.6,-87.0,,-86.9,,-86.0,210.0,,,,,-39.3,,-89.0,,-14.2,-183.1,-78.0,,-126.0,-54.1,,-9.0,,,,-161.9,,,14.0,,24.6,,True,,True,False,,,,,True,,False,,True,False,True,,False,True,,True,,,,False,,,True,,True
37079,167,108.0,,128.4,,117.0,115.0,,,,,147.3,,114.0,,253.1,67.2,,,101.0,130.6,,80.0,,,,,,,55.0,,144.1,-59.0,,-38.6,,-50.0,-52.0,,,,,-19.7,,-53.0,,86.1,-99.8,,,-66.0,-36.4,,-87.0,,,,,,,-112.0,,-22.9,,True,,True,True,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,True
37081,3253,2721.0,,2701.3,2629.0,2682.0,4552.0,,,,,2510.7,,2198.0,,2317.1,1555.4,2573.0,,2101.5,2948.8,,3769.0,,,,2565.2,2803.0,,2692.0,,3232.2,-532.0,,-551.7,-624.0,-571.0,1299.0,,,,,-742.3,,-1055.0,,-935.9,-1697.6,-680.0,,-1151.5,-304.2,,516.0,,,,-687.8,-450.0,,-561.0,,-20.8,,False,False,False,False,,,,,False,,False,,False,False,False,,False,True,,True,,,,False,True,,False,,True
37083,349,333.0,,336.5,,332.0,375.0,,,,,379.1,,221.0,,399.5,140.1,356.5,,310.0,342.1,,489.0,,,,285.4,,,218.0,,431.0,-16.0,,-12.5,,-17.0,26.0,,,,,30.1,,-128.0,,50.5,-208.9,7.5,,-39.0,-6.9,,140.0,,,,-63.6,,,-131.0,,82.0,,True,,False,False,,,,,False,,False,,False,False,True,,False,True,,False,,,,False,,,False,,False
37085,621,540.0,,533.2,,573.0,581.0,,,,,625.6,,585.0,,569.8,246.6,571.5,,575.0,636.1,,664.0,,,,466.8,589.0,,483.0,,680.9,-81.0,,-87.8,,-48.0,-40.0,,,,,4.6,,-36.0,,-51.2,-374.4,-49.5,,-46.0,15.1,,43.0,,,,-154.2,-32.0,,-138.0,,59.9,,False,,True,True,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,True,,False,,True
37087,233,144.0,,133.0,,144.0,175.0,,,,,151.5,,444.0,,102.5,104.9,120.5,,140.0,142.7,,170.0,,,,,,,245.0,,158.3,-89.0,,-100.0,,-89.0,-58.0,,,,,-81.5,,211.0,,-130.5,-128.1,-112.5,,-93.0,-90.3,,-63.0,,,,,,,12.0,,-74.7,,False,,False,True,,,,,True,,False,,False,False,False,,False,False,,True,,,,,,,True,,True
37089,377,285.0,,254.4,,296.0,187.0,,,,,410.7,,645.0,,382.9,230.6,384.5,,290.0,371.4,,304.0,,,,294.1,,,233.0,,380.8,-92.0,,-122.6,,-81.0,-190.0,,,,,33.7,,268.0,,5.9,-146.4,7.5,,-87.0,-5.6,,-73.0,,,,-82.9,,,-144.0,,3.8,,False,,True,False,,,,,True,,False,,True,False,True,,True,True,,True,,,,True,,,False,,True
37091,77,24.0,,23.4,,24.0,22.0,,,,,93.4,,94.0,,52.9,24.4,,,12.0,47.3,,22.0,,,,,,,36.0,,34.6,-53.0,,-53.6,,-53.0,-55.0,,,,,16.4,,17.0,,-24.1,-52.6,,,-65.0,-29.7,,-55.0,,,,,,,-41.0,,-42.4,,False,,False,False,,,,,True,,True,,True,True,,,False,True,,False,,,,,,,True,,True
37093,277,207.0,,204.7,,213.0,189.0,,,,,316.9,,262.0,,236.3,143.5,222.5,,212.0,250.7,,173.0,,,,214.2,,,183.0,,256.7,-70.0,,-72.3,,-64.0,-88.0,,,,,39.9,,-15.0,,-40.7,-133.5,-54.5,,-65.0,-26.3,,-104.0,,,,-62.8,,,-94.0,,-20.3,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,False,,,,True,,,False,,True
37095,6,0.0,,2.0,,2.0,0.0,,,,,27.3,,7.0,,3.0,5.3,,,15.0,1.7,,1.0,,,,,,,0.0,,7.6,-6.0,,-4.0,,-4.0,-6.0,,,,,21.3,,1.0,,-3.0,-0.7,,,9.0,-4.3,,-5.0,,,,,,,-6.0,,1.6,,True,,True,False,,,,,False,,True,,True,True,,,False,True,,True,,,,,,,False,,True
37097,1001,714.0,,711.1,,787.0,925.0,,,,,775.2,,1056.0,,631.8,371.4,634.5,,826.0,784.1,,1048.0,,,,636.2,802.0,,632.0,,897.5,-287.0,,-289.9,,-214.0,-76.0,,,,,-225.8,,55.0,,-369.2,-629.6,-366.5,,-175.0,-216.9,,47.0,,,,-364.8,-199.0,,-369.0,,-103.5,,False,,True,True,,,,,True,,True,,False,False,False,,True,True,,True,,,,False,True,,False,,True
37099,216,387.0,,407.1,,387.0,601.0,,,,,334.0,,249.0,,763.3,220.6,457.5,,357.0,312.7,,605.0,,,,,,,8.0,,469.3,171.0,,191.1,,171.0,385.0,,,,,118.0,,33.0,,547.3,4.6,241.5,,141.0,96.7,,389.0,,,,,,,-208.0,,253.3,,False,,False,False,,,,,True,,True,,False,True,False,,True,True,,False,,,,,,,False,,False
37101,1235,1113.0,,1087.5,,1141.0,1304.0,,,,,1025.1,,718.0,,1244.6,636.1,991.0,,1263.0,1109.7,,1660.0,,,,946.4,1538.0,,891.0,,1390.2,-122.0,,-147.5,,-94.0,69.0,,,,,-209.9,,-517.0,,9.6,-598.9,-244.0,,28.0,-125.3,,425.0,,,,-288.6,303.0,,-344.0,,155.2,,False,,True,True,,,,,False,,False,,True,False,False,,True,False,,False,,,,False,False,,False,,False
37103,40,12.0,,7.6,,17.0,0.0,,,,,34.7,,32.0,,86.5,15.3,,,19.0,21.5,,,,,,,,,7.0,,31.3,-28.0,,-32.4,,-23.0,-40.0,,,,,-5.3,,-8.0,,46.5,-24.7,,,-21.0,-18.5,,,,,,,,,-33.0,,-8.7,,False,,True,False,,,,,True,,True,,False,True,,,True,True,,,,,,,,,False,,True
37105,214,276.0,,280.9,,271.0,223.0,,,,,349.9,,267.0,,361.1,211.9,376.5,,235.0,311.7,,336.0,,,,225.4,,,202.0,,368.0,62.0,,66.9,,57.0,9.0,,,,,135.9,,53.0,,147.1,-2.1,162.5,,21.0,97.7,,122.0,,,,11.4,,,-12.0,,154.0,,False,,True,True,,,,,False,,True,,False,True,False,,True,False,,False,,,,True,,,True,,False
37107,407,444.0,,447.2,,435.0,482.0,,,,,433.4,,322.0,,535.3,188.6,463.5,,414.0,427.8,,614.0,,,,314.9,,,345.0,,581.6,37.0,,40.2,,28.0,75.0,,,,,26.4,,-85.0,,128.3,-218.4,56.5,,7.0,20.8,,207.0,,,,-92.1,,,-62.0,,174.6,,False,,True,False,,,,,True,,False,,False,False,False,,True,True,,False,,,,False,,,False,,False
37109,602,675.0,,694.8,,694.0,912.0,,,,,641.0,,563.0,,658.9,236.3,643.5,,698.5,810.9,,951.0,,,,706.7,,,586.0,,850.7,73.0,,92.8,,92.0,310.0,,,,,39.0,,-39.0,,56.9,-365.7,41.5,,96.5,208.9,,349.0,,,,104.7,,,-16.0,,248.7,,False,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,False,,,True,,False
37111,313,234.0,,240.2,,249.0,224.0,,,,,248.0,,366.0,,274.6,99.9,286.0,,258.0,290.2,,290.0,,,,138.9,,,193.0,,291.1,-79.0,,-72.8,,-64.0,-89.0,,,,,-65.0,,53.0,,-38.4,-213.1,-27.0,,-55.0,-22.8,,-23.0,,,,-174.1,,,-120.0,,-21.9,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,,,False,,True
37113,129,63.0,,73.2,,93.0,68.0,,,,,88.6,,199.0,,157.3,153.7,101.5,,97.0,100.1,,84.0,,,,,,,53.0,,97.3,-66.0,,-55.8,,-36.0,-61.0,,,,,-40.4,,70.0,,28.3,24.7,-27.5,,-32.0,-28.9,,-45.0,,,,,,,-76.0,,-31.7,,True,,True,True,,,,,True,,False,,True,True,True,,True,True,,True,,,,,,,False,,True
37115,145,261.0,,265.1,,263.0,526.0,,,,,209.2,,153.0,,1142.0,80.4,,,334.0,216.8,,387.0,,,,,,,199.0,,450.1,116.0,,120.1,,118.0,381.0,,,,,64.2,,8.0,,997.0,-64.6,,,189.0,71.8,,242.0,,,,,,,54.0,,305.1,,False,,False,False,,,,,True,,True,,False,True,,,False,True,,False,,,,,,,True,,False
37117,111,120.0,,122.0,,122.0,125.0,,,,,142.2,,104.0,,151.1,68.3,,,104.0,128.0,,127.0,,,,,,,109.0,,140.5,9.0,,11.0,,11.0,14.0,,,,,31.2,,-7.0,,40.1,-42.7,,,-7.0,17.0,,16.0,,,,,,,-2.0,,29.5,,False,,False,False,,,,,False,,True,,False,False,,,True,False,,False,,,,,,,True,,False
37119,5747,4788.0,,4806.9,3507.7,4798.0,5473.0,,,,,4411.6,,4242.0,,4402.1,2142.1,4927.0,,5694.0,5345.1,,6806.0,,,,4290.0,5078.0,,4921.0,,6376.4,-959.0,,-940.1,-2239.3,-949.0,-274.0,,,,,-1335.4,,-1505.0,,-1344.9,-3604.9,-820.0,,-53.0,-401.9,,1059.0,,,,-1457.0,-669.0,,-826.0,,629.4,,True,False,True,True,,,,,False,,False,,False,False,True,,True,True,,False,,,,False,True,,True,,True
37121,214,120.0,,121.4,,121.0,197.0,,,,,87.5,,100.0,,152.2,38.0,,,161.0,109.4,,155.0,,,,,,,118.0,,159.5,-94.0,,-92.6,,-93.0,-17.0,,,,,-126.5,,-114.0,,-61.8,-176.0,,,-53.0,-104.6,,-59.0,,,,,,,-96.0,,-54.5,,True,,True,True,,,,,False,,False,,True,False,,,True,False,,True,,,,,,,False,,True
37123,122,117.0,,122.1,,124.0,53.0,,,,,146.4,,184.0,,130.6,41.1,,,140.0,125.1,,120.0,,,,79.4,,,92.0,,146.8,-5.0,,0.1,,2.0,-69.0,,,,,24.4,,62.0,,8.6,-80.8,,,18.0,3.1,,-2.0,,,,-42.6,,,-30.0,,24.8,,True,,True,False,,,,,False,,False,,False,False,,,False,True,,True,,,,False,,,False,,False
37125,387,267.0,,282.7,,286.0,189.0,,,,,353.4,,449.0,,331.2,171.3,365.5,,174.0,287.2,,195.0,,,,303.6,,,193.0,,346.0,-120.0,,-104.3,,-101.0,-198.0,,,,,-33.6,,62.0,,-55.8,-215.7,-21.5,,-213.0,-99.8,,-192.0,,,,-83.4,,,-194.0,,-41.0,,True,,True,False,,,,,True,,True,,True,False,True,,False,True,,False,,,,True,,,False,,True
37127,639,732.0,,771.8,,700.0,666.0,,,,,750.3,,438.0,,598.8,309.4,747.5,,645.0,802.0,,740.0,,,,778.4,,,555.0,,927.3,93.0,,132.8,,61.0,27.0,,,,,111.3,,-201.0,,-40.2,-329.6,108.5,,6.0,163.0,,101.0,,,,139.4,,,-84.0,,288.3,,False,,True,True,,,,,False,,False,,True,False,False,,True,False,,False,,,,False,,,True,,False
37129,1080,798.0,,803.0,,797.0,743.0,,,,,957.6,,838.0,,695.3,415.9,737.5,,782.0,962.6,,1232.0,,,,625.9,1097.0,,694.0,,1059.5,-282.0,,-277.0,,-283.0,-337.0,,,,,-122.4,,-242.0,,-384.7,-664.1,-342.5,,-298.0,-117.4,,152.0,,,,-454.1,17.0,,-386.0,,-20.5,,True,,False,False,,,,,True,,True,,False,False,False,,False,True,,True,,,,False,True,,False,,True
37131,164,75.0,,83.4,,75.0,42.0,,,,,95.9,,62.0,,84.6,36.6,,,70.0,84.0,,120.0,,,,,,,50.0,,94.9,-89.0,,-80.6,,-89.0,-122.0,,,,,-68.1,,-102.0,,-79.4,-127.4,,,-94.0,-80.0,,-44.0,,,,,,,-114.0,,-69.1,,True,,False,False,,,,,True,,False,,True,False,,,False,True,,True,,,,,,,False,,True
37133,1143,1014.0,,980.1,,1051.0,1618.0,,,,,1040.2,,1078.0,,1045.7,483.9,1031.5,,1044.0,1119.7,,1462.0,,,,862.1,1131.0,,628.0,,1226.3,-129.0,,-162.9,,-92.0,475.0,,,,,-102.8,,-65.0,,-97.3,-659.1,-111.5,,-99.0,-23.3,,319.0,,,,-280.9,-12.0,,-515.0,,83.3,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,False,,,,False,True,,False,,True
37135,505,378.0,,378.0,,369.0,446.0,,,,,473.4,,515.0,,333.2,203.8,366.0,,311.0,367.7,,535.0,,,,323.4,359.0,,324.0,,544.7,-127.0,,-127.0,,-136.0,-59.0,,,,,-31.6,,10.0,,-171.8,-301.2,-139.0,,-194.0,-137.3,,30.0,,,,-181.6,-146.0,,-181.0,,39.7,,True,,False,True,,,,,True,,True,,False,False,False,,False,False,,True,,,,False,False,,False,,True
37137,46,54.0,,53.7,,50.0,2.0,,,,,73.5,,33.0,,50.1,16.7,,,44.0,54.4,,84.0,,,,,,,42.0,,75.0,8.0,,7.7,,4.0,-44.0,,,,,27.5,,-13.0,,4.1,-29.3,,,-2.0,8.4,,38.0,,,,,,,-4.0,,29.0,,True,,True,False,,,,,False,,False,,True,False,,,True,False,,False,,,,,,,True,,False
37139,118,150.0,,165.9,,146.0,123.0,,,,,198.3,,129.0,,160.5,74.6,149.5,,129.0,153.9,,201.0,,,,,,,134.0,,169.0,32.0,,47.9,,28.0,5.0,,,,,80.3,,11.0,,42.5,-43.4,31.5,,11.0,35.9,,83.0,,,,,,,16.0,,51.0,,False,,True,True,,,,,False,,True,,False,False,True,,True,False,,False,,,,,,,True,,False
37141,296,378.0,,364.1,,361.0,556.0,,,,,348.2,,237.0,,856.7,289.1,432.5,,327.0,351.4,,636.0,,,,351.5,,,326.0,,542.9,82.0,,68.1,,65.0,260.0,,,,,52.2,,-59.0,,560.7,-6.9,136.5,,31.0,55.4,,340.0,,,,55.5,,,30.0,,246.9,,True,,True,False,,,,,True,,True,,False,True,False,,True,True,,False,,,,True,,,True,,False
37143,51,63.0,,64.0,,54.0,4.0,,,,,58.9,,34.0,,58.1,22.7,,,41.0,54.5,,81.0,,,,,,,56.0,,71.5,12.0,,13.0,,3.0,-47.0,,,,,7.9,,-17.0,,7.1,-28.3,,,-10.0,3.5,,30.0,,,,,,,5.0,,20.5,,False,,True,False,,,,,True,,False,,True,False,,,True,True,,False,,,,,,,True,,False
37145,170,249.0,,250.9,,243.0,37.0,,,,,231.5,,183.0,,348.4,122.9,273.5,,232.0,249.7,,362.0,,,,,,,218.0,,332.7,79.0,,80.9,,73.0,-133.0,,,,,61.5,,13.0,,178.4,-47.1,103.5,,62.0,79.7,,192.0,,,,,,,48.0,,162.7,,False,,True,False,,,,,True,,True,,False,True,False,,True,False,,False,,,,,,,True,,False
37147,1017,711.0,,680.2,,677.0,670.0,,,,,956.0,,737.0,,619.3,349.4,833.5,,584.0,793.2,,788.0,,,,614.2,680.0,,511.0,,904.5,-306.0,,-336.8,,-340.0,-347.0,,,,,-61.0,,-280.0,,-397.7,-667.6,-183.5,,-433.0,-223.8,,-229.0,,,,-402.8,-337.0,,-506.0,,-112.5,,False,,False,False,,,,,True,,True,,False,False,True,,False,True,,True,,,,False,False,,False,,True
