,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
37149,48,69.0,,61.6,,67.0,0.0,,,,,62.5,,119.0,,108.7,33.5,,,46.0,71.0,,55.0,,,,,,,110.0,,76.6,21.0,,13.6,,19.0,-48.0,,,,,14.5,,71.0,,60.7,-14.5,,,-2.0,23.0,,7.0,,,,,,,62.0,,28.6,,True,,True,False,,,,,True,,False,,False,True,,,True,False,,True,,,,,,,False,,False
37151,1009,810.0,,780.7,,830.0,1134.0,,,,,815.1,,902.0,,687.0,484.9,845.0,,826.0,935.4,,1070.0,,,,947.7,757.0,,860.0,,1015.0,-199.0,,-228.3,,-179.0,125.0,,,,,-193.9,,-107.0,,-322.0,-524.1,-164.0,,-183.0,-73.6,,61.0,,,,-61.3,-252.0,,-149.0,,6.0,,False,,True,True,,,,,True,,True,,False,False,True,,True,True,,True,,,,True,False,,True,,True
37153,285,165.0,,162.4,,165.0,27.0,,,,,241.6,,306.0,,201.1,147.7,254.5,,106.0,197.3,,114.0,,,,158.8,,,94.0,,212.2,-120.0,,-122.6,,-120.0,-258.0,,,,,-43.4,,21.0,,-83.9,-137.3,-30.5,,-179.0,-87.7,,-171.0,,,,-126.2,,,-191.0,,-72.8,,False,,False,False,,,,,True,,True,,True,False,True,,False,True,,False,,,,False,,,False,,True
37155,832,783.0,,759.2,,733.0,729.0,,,,,871.0,,701.0,,914.8,452.3,992.0,,649.0,973.1,,676.0,,,,692.7,599.0,,531.0,,930.5,-49.0,,-72.8,,-99.0,-103.0,,,,,39.0,,-131.0,,82.8,-379.7,160.0,,-183.0,141.1,,-156.0,,,,-139.3,-233.0,,-301.0,,98.5,,False,,False,False,,,,,True,,False,,False,False,False,,False,False,,False,,,,False,False,,False,,False
37157,614,738.0,,755.2,,746.0,917.0,,,,,774.0,,407.0,,759.7,397.3,750.0,,688.0,798.5,,1073.0,,,,699.6,,,683.0,,912.7,124.0,,141.2,,132.0,303.0,,,,,160.0,,-207.0,,145.7,-216.7,136.0,,74.0,184.5,,459.0,,,,85.6,,,69.0,,298.7,,False,,False,False,,,,,False,,False,,False,False,False,,True,False,,False,,,,True,,,True,,False
37159,934,543.0,,548.2,,573.0,767.0,,,,,653.0,,867.0,,428.7,336.6,509.5,,573.0,691.8,,601.0,,,,524.6,590.0,,595.0,,613.6,-391.0,,-385.8,,-361.0,-167.0,,,,,-281.0,,-67.0,,-505.3,-597.4,-424.5,,-361.0,-242.2,,-333.0,,,,-409.4,-344.0,,-339.0,,-320.4,,True,,True,True,,,,,True,,True,,False,False,False,,True,True,,True,,,,False,True,,True,,True
37161,361,297.0,,307.4,,301.0,278.0,,,,,312.2,,589.0,,400.6,297.4,390.5,,221.0,302.7,,230.0,,,,296.0,,,269.0,,353.4,-64.0,,-53.6,,-60.0,-83.0,,,,,-48.8,,228.0,,39.6,-63.6,29.5,,-140.0,-58.3,,-131.0,,,,-65.0,,,-92.0,,-7.6,,True,,True,False,,,,,True,,False,,True,True,True,,False,True,,False,,,,False,,,False,,True
37163,553,546.0,,545.9,,542.0,812.0,,,,,490.8,,348.0,,538.3,359.6,406.5,,591.0,553.5,,736.0,,,,427.2,,,595.0,,612.9,-7.0,,-7.1,,-11.0,259.0,,,,,-62.2,,-205.0,,-14.7,-193.4,-146.5,,38.0,0.5,,183.0,,,,-125.8,,,42.0,,59.9,,False,,False,False,,,,,False,,False,,False,False,False,,False,True,,False,,,,False,,,False,,False
37165,182,183.0,,153.9,,181.0,142.0,,,,,252.9,,208.0,,198.2,94.9,231.0,,118.0,180.3,,110.0,,,,230.2,,,125.0,,244.5,1.0,,-28.1,,-1.0,-40.0,,,,,70.9,,26.0,,16.2,-87.1,49.0,,-64.0,-1.7,,-72.0,,,,48.2,,,-57.0,,62.5,,False,,False,False,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,False
37167,321,177.0,,159.3,,181.0,104.0,,,,,283.6,,394.0,,206.7,99.6,232.0,,103.0,182.3,,34.0,,,,206.8,,,195.0,,243.8,-144.0,,-161.7,,-140.0,-217.0,,,,,-37.4,,73.0,,-114.3,-221.4,-89.0,,-218.0,-138.7,,-287.0,,,,-114.2,,,-126.0,,-77.2,,False,,True,False,,,,,True,,True,,True,False,True,,False,True,,False,,,,True,,,True,,True
37169,310,138.0,,136.2,,172.0,114.0,,,,,164.3,,211.0,,212.9,106.4,206.5,,183.0,181.8,,124.0,,,,,,,134.0,,179.6,-172.0,,-173.8,,-138.0,-196.0,,,,,-145.7,,-99.0,,-97.1,-203.6,-103.5,,-127.0,-128.2,,-186.0,,,,,,,-176.0,,-130.4,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,False,,,,,,,False,,True
37171,587,669.0,,687.3,,699.0,975.0,,,,,539.6,,414.0,,757.2,294.2,637.5,,850.0,712.8,,880.0,,,,411.8,,,649.0,,936.0,82.0,,100.3,,112.0,388.0,,,,,-47.4,,-173.0,,170.2,-292.8,50.5,,263.0,125.8,,293.0,,,,-175.2,,,62.0,,349.0,,False,,False,False,,,,,True,,False,,False,False,True,,False,False,,False,,,,False,,,True,,False
37173,65,105.0,,94.6,,99.0,94.0,,,,,91.6,,72.0,,291.5,56.0,,,110.0,92.6,,156.0,,,,,,,53.0,,140.3,40.0,,29.6,,34.0,29.0,,,,,26.6,,7.0,,226.5,-9.0,,,45.0,27.6,,91.0,,,,,,,-12.0,,75.3,,True,,True,True,,,,,True,,True,,False,True,,,False,True,,False,,,,,,,True,,False
37175,73,75.0,,77.0,,80.0,94.0,,,,,78.3,,198.0,,123.7,38.9,94.0,,72.0,82.9,,77.0,,,,,,,84.0,,86.3,2.0,,4.0,,7.0,21.0,,,,,5.3,,125.0,,50.7,-34.1,21.0,,-1.0,9.9,,4.0,,,,,,,11.0,,13.3,,False,,False,False,,,,,False,,False,,False,False,False,,True,False,,False,,,,,,,False,,False
37177,6,9.0,,12.6,,9.0,0.0,,,,,13.0,,7.0,,15.3,3.7,,,9.0,5.4,,12.0,,,,,,,3.0,,12.9,3.0,,6.6,,3.0,-6.0,,,,,7.0,,1.0,,9.3,-2.3,,,3.0,-0.6,,6.0,,,,,,,-3.0,,6.9,,False,,False,False,,,,,False,,True,,False,True,,,False,True,,False,,,,,,,False,,False
37179,1154,699.0,,699.4,,694.0,640.0,,,,,815.3,,1174.0,,645.4,477.2,731.5,,635.0,921.5,,728.0,,,,684.4,707.0,,709.0,,881.0,-455.0,,-454.6,,-460.0,-514.0,,,,,-338.7,,20.0,,-508.6,-676.8,-422.5,,-519.0,-232.5,,-426.0,,,,-469.6,-447.0,,-445.0,,-273.0,,True,,False,False,,,,,True,,True,,False,False,True,,False,True,,True,,,,False,True,,True,,True
37181,325,150.0,,159.3,,159.0,170.0,,,,,200.9,,221.0,,156.1,85.5,153.0,,167.0,154.0,,211.0,,,,115.3,,,110.0,,183.5,-175.0,,-165.7,,-166.0,-155.0,,,,,-124.1,,-104.0,,-168.9,-239.5,-172.0,,-158.0,-171.0,,-114.0,,,,-209.7,,,-215.0,,-141.5,,True,,True,True,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,,,False,,True
37183,4402,3579.0,,3431.7,3262.2,3419.0,3989.0,,,,,3363.9,,2499.0,,3232.4,2289.5,3112.0,,2874.5,3796.5,,5023.0,,,,2807.4,4591.0,,3949.0,,4904.4,-823.0,,-970.3,-1139.8,-983.0,-413.0,,,,,-1038.1,,-1903.0,,-1169.6,-2112.5,-1290.0,,-1527.5,-605.5,,621.0,,,,-1594.6,189.0,,-453.0,,502.4,,False,False,False,True,,,,,False,,False,,False,False,False,,False,True,,True,,,,False,True,,True,,True
37185,93,204.0,,210.0,,137.0,86.0,,,,,161.4,,87.0,,134.3,78.9,,,172.0,129.5,,262.0,,,,,,,189.0,,253.9,111.0,,117.0,,44.0,-7.0,,,,,68.4,,-6.0,,41.3,-14.1,,,79.0,36.5,,169.0,,,,,,,96.0,,160.9,,False,,True,True,,,,,True,,True,,True,True,,,True,True,,False,,,,,,,True,,False
37187,30,63.0,,66.7,,53.0,,,,,,66.0,,39.0,,35.9,13.9,,,54.0,54.7,,27.0,,,,,,,71.0,,70.7,33.0,,36.7,,23.0,,,,,,36.0,,9.0,,5.9,-16.1,,,24.0,24.7,,-3.0,,,,,,,41.0,,40.7,,False,,True,,,,,,False,,True,,True,True,,,True,True,,True,,,,,,,False,,False
37189,275,189.0,,183.7,,189.0,112.0,,,,,306.1,,330.0,,213.4,88.5,243.0,,73.0,219.3,,113.0,,,,179.3,,,166.0,,262.7,-86.0,,-91.3,,-86.0,-163.0,,,,,31.1,,55.0,,-61.6,-186.5,-32.0,,-202.0,-55.7,,-162.0,,,,-95.7,,,-109.0,,-12.3,,False,,False,False,,,,,True,,True,,True,False,True,,False,True,,False,,,,False,,,False,,True
37191,683,903.0,,981.4,,881.0,870.0,,,,,857.2,,608.0,,1071.7,657.8,1043.0,,852.0,926.8,,994.0,,,,666.9,,,616.0,,1199.3,220.0,,298.4,,198.0,187.0,,,,,174.2,,-75.0,,388.7,-25.2,360.0,,169.0,243.8,,311.0,,,,-16.1,,,-67.0,,516.3,,False,,True,True,,,,,True,,True,,False,True,False,,True,False,,False,,,,True,,,True,,False
37193,615,543.0,,542.3,,583.0,595.0,,,,,497.5,,471.0,,570.7,258.8,536.5,,767.0,643.9,,752.0,,,,612.0,,,500.0,,664.5,-72.0,,-72.7,,-32.0,-20.0,,,,,-117.5,,-144.0,,-44.3,-356.2,-78.5,,152.0,28.9,,137.0,,,,-3.0,,,-115.0,,49.5,,False,,True,True,,,,,False,,False,,True,False,False,,False,True,,False,,,,True,,,False,,True
37195,604,759.0,,768.8,,773.0,869.0,,,,,723.8,,422.0,,767.5,339.1,692.5,,929.0,837.0,,1061.0,,,,731.0,,,759.0,,987.8,155.0,,164.8,,169.0,265.0,,,,,119.8,,-182.0,,163.5,-264.9,88.5,,325.0,233.0,,457.0,,,,127.0,,,155.0,,383.8,,False,,False,False,,,,,True,,False,,False,False,True,,False,False,,False,,,,True,,,False,,False
37197,273,306.0,,302.6,,371.0,376.0,,,,,290.9,,193.0,,376.7,209.9,329.5,,405.0,390.9,,463.0,,,,,,,265.0,,405.6,33.0,,29.6,,98.0,103.0,,,,,17.9,,-80.0,,103.7,-63.1,56.5,,132.0,117.9,,190.0,,,,,,,-8.0,,132.6,,True,,False,False,,,,,True,,False,,False,False,False,,False,False,,False,,,,,,,True,,False
37199,149,93.0,,80.1,,98.0,149.0,,,,,154.4,,99.0,,167.6,77.0,,,99.0,93.1,,152.0,,,,,,,56.0,,102.1,-56.0,,-68.9,,-51.0,0.0,,,,,5.4,,-50.0,,18.6,-72.0,,,-50.0,-55.9,,3.0,,,,,,,-93.0,,-46.9,,False,,True,True,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
38001,65,51.0,,55.6,,51.0,0.0,,,,,49.8,,80.0,,122.8,17.6,,,73.0,42.2,,55.0,,,,,,,20.0,,52.3,-14.0,,-9.4,,-14.0,-65.0,,,,,-15.2,,15.0,,57.8,-47.4,,,8.0,-22.8,,-10.0,,,,,,,-45.0,,-12.7,,True,,False,False,,,,,False,,False,,False,False,,,True,False,,True,,,,,,,False,,True
38003,488,183.0,,185.0,,196.0,193.0,,,,,170.6,,337.0,,193.0,19.3,,,278.0,164.5,,253.0,,,,,,,123.0,,208.5,-305.0,,-303.0,,-292.0,-295.0,,,,,-317.4,,-151.0,,-295.0,-468.7,,,-210.0,-323.5,,-235.0,,,,,,,-365.0,,-279.5,,True,,True,True,,,,,False,,True,,True,False,,,True,False,,True,,,,,,,False,,True
38005,169,132.0,,127.5,,132.0,79.0,,,,,230.0,,150.0,,148.1,25.5,,,167.0,134.2,,137.0,,,,,,,10.0,,144.3,-37.0,,-41.5,,-37.0,-90.0,,,,,61.0,,-19.0,,-20.9,-143.5,,,-2.0,-34.8,,-32.0,,,,,,,-159.0,,-24.7,,False,,False,False,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,False,,True
38007,7,0.0,,0.2,,1.0,0.0,,,,,10.0,,56.0,,5.0,2.6,,,10.0,1.7,,2.0,,,,,,,2.0,,3.3,-7.0,,-6.8,,-6.0,-7.0,,,,,3.0,,49.0,,-2.0,-4.4,,,3.0,-5.3,,-5.0,,,,,,,-5.0,,-3.7,,True,,True,False,,,,,True,,False,,True,True,,,True,True,,True,,,,,,,True,,True
38009,155,267.0,,261.0,,261.0,83.0,,,,,202.8,,207.0,,513.8,14.9,,,312.0,244.4,,,,,,,,,152.0,,315.1,112.0,,106.0,,106.0,-72.0,,,,,47.8,,52.0,,358.8,-140.1,,,157.0,89.4,,,,,,,,,-3.0,,160.1,,True,,True,True,,,,,True,,True,,False,False,,,False,True,,,,,,,,,True,,False
38011,33,84.0,,80.4,,80.0,3.0,,,,,65.3,,102.0,,131.5,4.7,,,48.0,57.8,,77.0,,,,,,,24.0,,97.2,51.0,,47.4,,47.0,-30.0,,,,,32.3,,69.0,,98.5,-28.3,,,15.0,24.8,,44.0,,,,,,,-9.0,,64.2,,True,,True,True,,,,,True,,False,,False,True,,,True,True,,True,,,,,,,True,,False
38013,78,75.0,,81.2,,73.0,3.0,,,,,59.7,,53.0,,139.6,1.4,,,101.0,50.7,,87.0,,,,,,,38.0,,79.0,-3.0,,3.2,,-5.0,-75.0,,,,,-18.3,,-25.0,,61.6,-76.6,,,23.0,-27.3,,9.0,,,,,,,-40.0,,1.0,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,True
38015,3579,3087.0,,3094.3,,3090.0,2094.0,,,,,2626.3,,2347.0,,3910.1,326.8,4093.0,,3362.0,3783.3,,3428.0,,,,2402.9,,,173.0,,4043.3,-492.0,,-484.7,,-489.0,-1485.0,,,,,-952.7,,-1232.0,,331.1,-3252.2,514.0,,-217.0,204.3,,-151.0,,,,-1176.1,,,-3406.0,,464.3,,True,,True,False,,,,,False,,False,,True,False,False,,True,True,,True,,,,False,,,False,,True
38017,5281,3804.0,,3751.1,,4021.0,5528.0,,,,,4158.6,,4746.0,,3925.2,1371.4,4548.0,,3977.5,4585.8,,4508.0,,,,2418.0,4164.0,,959.0,,4693.9,-1477.0,,-1529.9,,-1260.0,247.0,,,,,-1122.4,,-535.0,,-1355.8,-3909.6,-733.0,,-1303.5,-695.2,,-773.0,,,,-2863.0,-1117.0,,-4322.0,,-587.1,,False,,True,True,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,True,,False,,True
38019,221,102.0,,109.3,,83.0,63.0,,,,,102.9,,75.0,,66.4,10.4,,,123.0,81.5,,121.0,,,,,,,96.0,,126.5,-119.0,,-111.7,,-138.0,-158.0,,,,,-118.1,,-146.0,,-154.6,-210.6,,,-98.0,-139.5,,-100.0,,,,,,,-125.0,,-94.5,,True,,False,False,,,,,True,,False,,False,False,,,True,False,,True,,,,,,,False,,True
38021,186,228.0,,234.1,,222.0,120.0,,,,,176.6,,112.0,,371.0,11.0,,,255.0,163.1,,223.0,,,,,,,4.0,,250.6,42.0,,48.1,,36.0,-66.0,,,,,-9.4,,-74.0,,185.0,-175.0,,,69.0,-22.9,,37.0,,,,,,,-182.0,,64.6,,False,,True,False,,,,,True,,False,,False,False,,,False,True,,True,,,,,,,False,,False
38023,47,69.0,,72.4,,46.0,0.0,,,,,39.7,,45.0,,164.0,3.7,,,42.0,36.8,,28.0,,,,,,,37.0,,54.2,22.0,,25.4,,-1.0,-47.0,,,,,-7.3,,-2.0,,117.0,-43.3,,,-5.0,-10.2,,-19.0,,,,,,,-10.0,,7.2,,False,,True,False,,,,,True,,True,,False,False,,,True,True,,True,,,,,,,True,,True
38025,63,51.0,,47.1,,44.0,0.0,,,,,60.7,,246.0,,28.9,2.8,,,11.0,48.9,,27.0,,,,,,,24.0,,54.4,-12.0,,-15.9,,-19.0,-63.0,,,,,-2.3,,183.0,,-34.1,-60.2,,,-52.0,-14.1,,-36.0,,,,,,,-39.0,,-8.6,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,False,,,,,,,False,,True
38027,123,87.0,,86.7,,87.0,,,,,,72.4,,39.0,,162.7,1.5,,,87.0,87.2,,86.0,,,,,,,3.0,,93.0,-36.0,,-36.3,,-36.0,,,,,,-50.6,,-84.0,,39.7,-121.5,,,-36.0,-35.8,,-37.0,,,,,,,-120.0,,-30.0,,False,,False,,,,,,False,,False,,False,False,,,False,True,,False,,,,,,,False,,True
38029,41,33.0,,33.5,,34.0,,,,,,34.6,,47.0,,32.3,2.5,,,27.0,43.7,,24.0,,,,,,,6.0,,53.7,-8.0,,-7.5,,-7.0,,,,,,-6.4,,6.0,,-8.7,-38.5,,,-14.0,2.7,,-17.0,,,,,,,-35.0,,12.7,,True,,True,,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,False
38031,214,108.0,,126.1,,95.0,0.0,,,,,77.6,,81.0,,132.1,5.4,,,94.0,92.6,,95.0,,,,,,,3.0,,102.8,-106.0,,-87.9,,-119.0,-214.0,,,,,-136.4,,-133.0,,-81.9,-208.6,,,-120.0,-121.4,,-119.0,,,,,,,-211.0,,-111.2,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,False,,,,,,,False,,False
38033,30,18.0,,12.2,,18.0,,,,,,30.5,,52.0,,13.0,7.4,,,18.0,26.2,,18.0,,,,,,,3.0,,27.3,-12.0,,-17.8,,-12.0,,,,,,0.5,,22.0,,-17.0,-22.6,,,-12.0,-3.8,,-12.0,,,,,,,-27.0,,-2.7,,False,,False,,,,,,True,,False,,False,False,,,False,True,,False,,,,,,,False,,True
38035,3084,2508.0,,2456.3,,2519.0,4057.0,,,,,2218.4,,2406.0,,3254.7,356.8,3119.5,,3241.5,2507.5,,2934.0,,,,1424.6,,,104.0,,3297.7,-576.0,,-627.7,,-565.0,973.0,,,,,-865.6,,-678.0,,170.7,-2727.2,35.5,,157.5,-576.5,,-150.0,,,,-1659.4,,,-2980.0,,213.7,,False,,True,False,,,,,False,,False,,True,False,True,,True,False,,True,,,,False,,,False,,True
38037,63,51.0,,51.3,,46.0,10.0,,,,,46.6,,45.0,,71.5,1.7,,,44.0,41.1,,27.0,,,,,,,41.0,,48.1,-12.0,,-11.7,,-17.0,-53.0,,,,,-16.4,,-18.0,,8.5,-61.3,,,-19.0,-21.9,,-36.0,,,,,,,-22.0,,-14.9,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,False,,,,,,,False,,False
38039,98,72.0,,73.0,,70.0,21.0,,,,,69.5,,66.0,,73.4,2.7,,,119.0,63.1,,82.0,,,,,,,22.0,,82.9,-26.0,,-25.0,,-28.0,-77.0,,,,,-28.5,,-32.0,,-24.6,-95.3,,,21.0,-34.9,,-16.0,,,,,,,-76.0,,-15.1,,True,,False,False,,,,,False,,False,,True,False,,,True,False,,True,,,,,,,False,,True
38041,70,30.0,,22.0,,39.0,1.0,,,,,47.9,,83.0,,95.7,6.9,,,42.0,42.3,,,,,,,,,2.0,,39.0,-40.0,,-48.0,,-31.0,-69.0,,,,,-22.1,,13.0,,25.7,-63.1,,,-28.0,-27.7,,,,,,,,,-68.0,,-31.0,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,,False,,True
38043,65,54.0,,50.8,,53.0,0.0,,,,,50.0,,38.0,,131.3,5.8,,,67.0,53.8,,57.0,,,,,,,44.0,,56.3,-11.0,,-14.2,,-12.0,-65.0,,,,,-15.0,,-27.0,,66.3,-59.2,,,2.0,-11.2,,-8.0,,,,,,,-21.0,,-8.7,,False,,False,False,,,,,False,,False,,False,False,,,True,False,,True,,,,,,,False,,True
38045,119,69.0,,70.4,,69.0,0.0,,,,,68.6,,70.0,,105.2,1.7,,,59.0,76.9,,43.0,,,,,,,24.0,,80.3,-50.0,,-48.6,,-50.0,-119.0,,,,,-50.4,,-49.0,,-13.8,-117.3,,,-60.0,-42.1,,-76.0,,,,,,,-95.0,,-38.7,,True,,False,False,,,,,False,,True,,True,False,,,False,True,,False,,,,,,,False,,True
38047,21,12.0,,15.9,,15.0,0.0,,,,,32.0,,53.0,,24.1,5.5,,,10.0,21.3,,,,,,,,,1.0,,23.7,-9.0,,-5.1,,-6.0,-21.0,,,,,11.0,,32.0,,3.1,-15.5,,,-11.0,0.3,,,,,,,,,-20.0,,2.7,,True,,True,False,,,,,False,,False,,True,False,,,False,True,,,,,,,,,False,,True
38049,194,147.0,,151.5,,151.0,0.0,,,,,124.9,,134.0,,256.4,12.9,,,326.0,175.2,,100.0,,,,,,,41.0,,173.7,-47.0,,-42.5,,-43.0,-194.0,,,,,-69.1,,-60.0,,62.4,-181.1,,,132.0,-18.8,,-94.0,,,,,,,-153.0,,-20.3,,True,,True,False,,,,,False,,False,,False,False,,,False,True,,False,,,,,,,False,,True
38051,56,24.0,,22.9,,29.0,,,,,,31.1,,41.0,,33.9,5.9,,,5.0,39.1,,16.0,,,,,,,2.0,,35.0,-32.0,,-33.1,,-27.0,,,,,,-24.9,,-15.0,,-22.1,-50.1,,,-51.0,-16.9,,-40.0,,,,,,,-54.0,,-21.0,,False,,True,,,,,,True,,True,,True,False,,,False,True,,False,,,,,,,False,,True
38053,226,270.0,,264.2,,268.0,0.0,,,,,280.9,,516.0,,485.6,44.7,,,222.0,266.8,,302.0,,,,,,,145.0,,281.8,44.0,,38.2,,42.0,-226.0,,,,,54.9,,290.0,,259.6,-181.3,,,-4.0,40.8,,76.0,,,,,,,-81.0,,55.8,,True,,True,False,,,,,False,,False,,False,False,,,True,True,,False,,,,,,,False,,False
38055,263,300.0,,320.4,,291.0,158.0,,,,,232.0,,238.0,,531.4,19.3,,,305.0,281.1,,347.0,,,,,,,147.0,,356.7,37.0,,57.4,,28.0,-105.0,,,,,-31.0,,-25.0,,268.4,-243.7,,,42.0,18.1,,84.0,,,,,,,-116.0,,93.7,,False,,True,False,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,False
38057,277,195.0,,187.4,,202.0,219.0,,,,,179.9,,234.0,,481.8,20.1,,,126.0,202.8,,179.0,,,,,,,13.0,,233.3,-82.0,,-89.6,,-75.0,-58.0,,,,,-97.1,,-43.0,,204.8,-256.9,,,-151.0,-74.2,,-98.0,,,,,,,-264.0,,-43.7,,False,,True,True,,,,,False,,True,,False,False,,,False,True,,False,,,,,,,False,,True
38059,1195,1038.0,,1028.8,,1033.0,427.0,,,,,801.4,,673.0,,1077.8,84.9,1287.5,,1263.0,1224.2,,738.0,,,,1007.4,,,63.0,,1241.7,-157.0,,-166.2,,-162.0,-768.0,,,,,-393.6,,-522.0,,-117.2,-1110.1,92.5,,68.0,29.2,,-457.0,,,,-187.6,,,-1132.0,,46.7,,False,,False,False,,,,,False,,False,,True,False,True,,True,True,,False,,,,False,,,False,,True
38061,411,207.0,,222.6,,238.0,144.0,,,,,230.3,,301.0,,363.5,29.7,,,276.0,245.2,,191.0,,,,,,,77.0,,256.4,-204.0,,-188.4,,-173.0,-267.0,,,,,-180.7,,-110.0,,-47.5,-381.3,,,-135.0,-165.8,,-220.0,,,,,,,-334.0,,-154.6,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,False,,,,,,,False,,True
38063,153,39.0,,33.1,,41.0,0.0,,,,,45.0,,57.0,,51.9,5.9,,,36.0,54.7,,27.0,,,,,,,7.0,,46.3,-114.0,,-119.9,,-112.0,-153.0,,,,,-108.0,,-96.0,,-101.1,-147.1,,,-117.0,-98.3,,-126.0,,,,,,,-146.0,,-106.7,,False,,True,False,,,,,True,,True,,True,False,,,False,True,,False,,,,,,,False,,True
38065,32,36.0,,43.5,,35.0,3.0,,,,,32.0,,71.0,,65.3,2.6,,,1.0,29.9,,24.0,,,,,,,15.0,,34.8,4.0,,11.5,,3.0,-29.0,,,,,0.0,,39.0,,33.3,-29.4,,,-31.0,-2.1,,-8.0,,,,,,,-17.0,,2.8,,False,,True,False,,,,,True,,False,,False,False,,,False,True,,False,,,,,,,False,,True
38067,310,159.0,,156.8,,167.0,113.0,,,,,172.4,,189.0,,169.4,12.3,,,197.0,170.8,,163.0,,,,,,,91.0,,173.7,-151.0,,-153.2,,-143.0,-197.0,,,,,-137.6,,-121.0,,-140.6,-297.7,,,-113.0,-139.2,,-147.0,,,,,,,-219.0,,-136.3,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
38069,229,189.0,,198.3,,189.0,101.0,,,,,141.1,,148.0,,719.3,3.4,,,268.0,139.9,,,,,,,,,97.0,,269.4,-40.0,,-30.7,,-40.0,-128.0,,,,,-87.9,,-81.0,,490.3,-225.6,,,39.0,-89.1,,,,,,,,,-132.0,,40.4,,True,,False,False,,,,,False,,False,,False,False,,,True,False,,,,,,,,,False,,False
38071,430,354.0,,357.7,,360.0,233.0,,,,,270.7,,369.0,,415.4,18.8,,,323.0,373.7,,384.0,,,,,,,88.0,,402.3,-76.0,,-72.3,,-70.0,-197.0,,,,,-159.3,,-61.0,,-14.6,-411.2,,,-107.0,-56.3,,-46.0,,,,,,,-342.0,,-27.7,,True,,True,False,,,,,False,,True,,True,False,,,False,True,,True,,,,,,,False,,True
