,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27039,211,45.0,,45.1,,46.0,46.0,,,,,87.3,,,114.0,,26.3,,55.2,,,149.0,180.6,,,12.0,,,,,,86.0,,,,,63.2,-166.0,,-165.9,,-165.0,-165.0,,,,,-123.7,,,-97.0,,-184.7,,-155.8,,,-62.0,-30.4,,,-199.0,,,,,,-125.0,,,,,-147.8,,True,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,False,,,,,,True,,,,,True
27041,463,506.0,,496.1,,523.0,635.0,,,,,290.0,,,464.0,,874.9,,221.1,608.0,,807.0,523.1,,561.0,90.0,,,,,448.0,431.5,,,,,622.6,43.0,,33.1,,60.0,172.0,,,,,-173.0,,,1.0,,411.9,,-241.9,145.0,,344.0,60.1,,98.0,-373.0,,,,,-15.0,-31.5,,,,,159.6,,True,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,False,False,,,,,True,True,,,,,False
27043,95,47.0,,47.7,,48.0,45.0,,,,,46.6,,,114.0,,40.4,,32.2,,,71.0,97.3,,97.0,18.0,,,,,,57.3,,,,,126.9,-48.0,,-47.3,,-47.0,-50.0,,,,,-48.4,,,19.0,,-54.6,,-62.8,,,-24.0,2.3,,2.0,-77.0,,,,,,-37.7,,,,,31.9,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27045,141,74.0,,75.5,,75.0,71.0,,,,,68.1,,,109.0,,73.3,,36.6,,,139.0,158.6,,162.0,43.0,,,,,,78.8,,,,,92.0,-67.0,,-65.5,,-66.0,-70.0,,,,,-72.9,,,-32.0,,-67.7,,-104.4,,,-2.0,17.6,,21.0,-98.0,,,,,,-62.2,,,,,-49.0,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27047,312,107.0,,103.6,,132.0,158.0,,,,,121.1,,,286.0,,114.9,,110.5,136.0,,369.0,265.5,,,68.0,,,,,,171.2,,,,,105.6,-205.0,,-208.4,,-180.0,-154.0,,,,,-190.9,,,-26.0,,-197.1,,-201.5,-176.0,,57.0,-46.5,,,-244.0,,,,,,-140.8,,,,,-206.4,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,False,,,,,,True,,,,,False
27049,569,142.0,,151.1,,192.0,154.0,,,,,136.0,,,325.0,,66.6,,178.9,250.0,,386.0,432.1,,,123.0,,,,,,171.7,,,,,298.9,-427.0,,-417.9,,-377.0,-415.0,,,,,-433.0,,,-244.0,,-502.4,,-390.1,-319.0,,-183.0,-136.9,,,-446.0,,,,,,-397.4,,,,,-270.1,,True,,True,True,,,,,False,,,True,,False,,True,True,,True,True,,,False,,,,,,True,,,,,True
27051,48,35.0,,34.4,,34.0,21.0,,,,,28.6,,,49.0,,27.1,,13.9,,,52.0,47.1,,49.0,1.0,,,,,,43.8,,,,,34.3,-13.0,,-13.6,,-14.0,-27.0,,,,,-19.4,,,1.0,,-20.9,,-34.1,,,4.0,-0.9,,1.0,-47.0,,,,,,-4.2,,,,,-13.7,,False,,False,False,,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,False
27053,7554,7826.0,,7778.1,9267.9,9006.0,9006.0,,,,,8619.3,,,8538.0,,10971.7,,5557.4,7475.5,,11574.5,9195.5,,8590.0,1843.0,,,,,6684.3,7732.3,10084.0,,,,11261.7,272.0,,224.1,1713.9,1452.0,1452.0,,,,,1065.3,,,984.0,,3417.7,,-1996.6,-78.5,,4020.5,1641.5,,1036.0,-5711.0,,,,,-869.7,178.3,2530.0,,,,3707.7,,True,False,False,False,,,,,False,,,False,,False,,False,True,,False,False,,False,False,,,,,False,True,False,,,,False
27055,126,120.0,,121.5,,122.0,169.0,,,,,71.1,,,100.0,,153.4,,87.0,,,233.0,153.6,,161.0,43.0,,,,,,143.5,,,,,117.1,-6.0,,-4.5,,-4.0,43.0,,,,,-54.9,,,-26.0,,27.4,,-39.0,,,107.0,27.6,,35.0,-83.0,,,,,,17.5,,,,,-8.9,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
27057,144,158.0,,154.5,,142.0,137.0,,,,,106.9,,,189.0,,123.6,,73.8,,,119.0,142.4,,155.0,176.0,,,,,,112.8,,,,,162.5,14.0,,10.5,,-2.0,-7.0,,,,,-37.1,,,45.0,,-20.4,,-70.2,,,-25.0,-1.6,,11.0,32.0,,,,,,-31.2,,,,,18.5,,True,,True,True,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
27059,330,366.0,,346.5,,404.0,506.0,,,,,246.7,,,355.0,,728.2,,184.1,455.5,,515.0,377.0,,391.0,72.0,,,,,,346.6,,,,,771.7,36.0,,16.5,,74.0,176.0,,,,,-83.3,,,25.0,,398.2,,-145.9,125.5,,185.0,47.0,,61.0,-258.0,,,,,,16.6,,,,,441.7,,True,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,False,False,,,,,,True,,,,,False
27061,310,265.0,,275.5,,290.0,355.0,,,,,146.1,,,374.0,,412.4,,171.3,291.0,,294.5,290.3,,322.0,132.0,,,,,275.6,265.9,,,,,288.8,-45.0,,-34.5,,-20.0,45.0,,,,,-163.9,,,64.0,,102.4,,-138.7,-19.0,,-15.5,-19.7,,12.0,-178.0,,,,,-34.4,-44.1,,,,,-21.2,,True,,True,False,,,,,False,,,False,,False,,False,True,,True,True,,True,False,,,,,True,True,,,,,True
27063,70,48.0,,48.5,,49.0,36.0,,,,,29.8,,,80.0,,31.8,,20.0,,,60.0,63.9,,64.0,47.0,,,,,,62.9,,,,,53.2,-22.0,,-21.5,,-21.0,-34.0,,,,,-40.2,,,10.0,,-38.2,,-50.0,,,-10.0,-6.1,,-6.0,-23.0,,,,,,-7.1,,,,,-16.8,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27065,82,109.0,,105.7,,115.0,132.0,,,,,50.2,,,149.0,,356.9,,51.6,,,132.0,114.6,,126.0,11.0,,,,,,98.0,,,,,57.7,27.0,,23.7,,33.0,50.0,,,,,-31.8,,,67.0,,274.9,,-30.4,,,50.0,32.6,,44.0,-71.0,,,,,,16.0,,,,,-24.3,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
27067,689,429.0,,439.7,,432.0,400.0,,,,,374.3,,,485.0,,432.3,,291.6,421.5,,478.0,554.7,,556.0,227.0,,,,,374.8,397.9,,,,,480.0,-260.0,,-249.3,,-257.0,-289.0,,,,,-314.7,,,-204.0,,-256.7,,-397.4,-267.5,,-211.0,-134.3,,-133.0,-462.0,,,,,-314.2,-291.1,,,,,-209.0,,True,,True,False,,,,,False,,,True,,True,,False,False,,True,True,,True,False,,,,,False,False,,,,,True
27069,43,27.0,,24.5,,25.0,7.0,,,,,22.6,,,25.0,,14.0,,20.2,,,36.0,30.6,,36.0,69.0,,,,,,32.3,,,,,50.7,-16.0,,-18.5,,-18.0,-36.0,,,,,-20.4,,,-18.0,,-29.0,,-22.8,,,-7.0,-12.4,,-7.0,26.0,,,,,,-10.7,,,,,7.7,,False,,False,False,,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27071,59,56.0,,52.7,,61.0,0.0,,,,,37.1,,,82.0,,109.3,,25.4,,,71.0,60.8,,58.0,30.0,,,,,,71.7,,,,,66.7,-3.0,,-6.3,,2.0,-59.0,,,,,-21.9,,,23.0,,50.3,,-33.6,,,12.0,1.8,,-1.0,-29.0,,,,,,12.7,,,,,7.7,,False,,True,False,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
27073,75,57.0,,55.3,,57.0,34.0,,,,,35.1,,,52.0,,81.1,,20.9,,,84.0,61.7,,65.0,29.0,,,,,,55.6,,,,,84.8,-18.0,,-19.7,,-18.0,-41.0,,,,,-39.9,,,-23.0,,6.1,,-54.1,,,9.0,-13.3,,-10.0,-46.0,,,,,,-19.4,,,,,9.8,,False,,False,False,,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,False,,,,,True
27075,106,50.0,,50.2,,50.0,0.0,,,,,29.2,,,45.0,,56.9,,33.6,,,48.0,59.1,,67.0,8.0,,,,,,55.6,,,,,100.8,-56.0,,-55.8,,-56.0,-106.0,,,,,-76.8,,,-61.0,,-49.1,,-72.4,,,-58.0,-46.9,,-39.0,-98.0,,,,,,-50.4,,,,,-5.2,,True,,False,False,,,,,False,,,False,,True,,False,,,False,True,,True,False,,,,,,True,,,,,True
27077,8,9.0,,9.0,,9.0,0.0,,,,,8.8,,,14.0,,4.7,,8.8,,,16.0,9.7,,11.0,14.0,,,,,,22.2,,,,,12.2,1.0,,1.0,,1.0,-8.0,,,,,0.8,,,6.0,,-3.3,,0.8,,,8.0,1.7,,3.0,6.0,,,,,,14.2,,,,,4.2,,True,,False,False,,,,,True,,,False,,False,,True,,,False,False,,False,False,,,,,,False,,,,,False
27079,290,149.0,,151.3,,188.0,185.0,,,,,106.4,,,216.0,,188.1,,85.1,,,338.0,284.1,,291.0,70.0,,,,,,153.6,,,,,254.7,-141.0,,-138.7,,-102.0,-105.0,,,,,-183.6,,,-74.0,,-101.9,,-204.9,,,48.0,-5.9,,1.0,-220.0,,,,,,-136.4,,,,,-35.3,,True,,True,True,,,,,False,,,True,,True,,False,,,True,True,,True,False,,,,,,True,,,,,True
27081,37,30.0,,29.7,,30.0,11.0,,,,,33.0,,,43.0,,14.7,,10.4,,,27.0,36.1,,37.0,13.0,,,,,,37.1,,,,,33.1,-7.0,,-7.3,,-7.0,-26.0,,,,,-4.0,,,6.0,,-22.3,,-26.6,,,-10.0,-0.9,,0.0,-24.0,,,,,,0.1,,,,,-3.9,,False,,False,False,,,,,True,,,True,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
27083,280,289.0,,296.5,,293.0,235.0,,,,,209.8,,,254.0,,490.2,,149.0,,,496.5,320.2,,337.0,69.0,,,,,241.3,285.7,,,,,404.5,9.0,,16.5,,13.0,-45.0,,,,,-70.2,,,-26.0,,210.2,,-131.0,,,216.5,40.2,,57.0,-211.0,,,,,-38.7,5.7,,,,,124.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,False,True,,,,,False
27085,510,374.0,,376.9,,421.0,556.0,,,,,216.1,,,322.0,,1437.1,,200.1,380.0,,772.0,427.0,,457.0,76.0,,,,,,393.0,,,,,640.2,-136.0,,-133.1,,-89.0,46.0,,,,,-293.9,,,-188.0,,927.1,,-309.9,-130.0,,262.0,-83.0,,-53.0,-434.0,,,,,,-117.0,,,,,130.2,,True,,True,True,,,,,False,,,False,,False,,False,True,,False,True,,True,False,,,,,,True,,,,,True
27087,52,29.0,,27.7,,27.0,14.0,,,,,27.7,,,46.0,,15.3,,7.1,,,27.0,27.4,,29.0,15.0,,,,,,36.0,,,,,20.5,-23.0,,-24.3,,-25.0,-38.0,,,,,-24.3,,,-6.0,,-36.7,,-44.9,,,-25.0,-24.6,,-23.0,-37.0,,,,,,-16.0,,,,,-31.5,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
27089,80,64.0,,60.8,,48.0,7.0,,,,,43.3,,,59.0,,27.4,,20.9,,,29.0,47.6,,58.0,75.0,,,,,,80.5,,,,,69.3,-16.0,,-19.2,,-32.0,-73.0,,,,,-36.7,,,-21.0,,-52.6,,-59.1,,,-51.0,-32.4,,-22.0,-5.0,,,,,,0.5,,,,,-10.7,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,True,,,,,,True,,,,,True
27091,160,74.0,,76.1,,82.0,55.0,,,,,53.1,,,196.0,,92.4,,27.9,,,139.0,137.9,,145.0,46.0,,,,,,97.8,,,,,82.4,-86.0,,-83.9,,-78.0,-105.0,,,,,-106.9,,,36.0,,-67.6,,-132.1,,,-21.0,-22.1,,-15.0,-114.0,,,,,,-62.2,,,,,-77.6,,True,,True,False,,,,,False,,,True,,True,,False,,,True,True,,True,False,,,,,,True,,,,,True
27093,257,209.0,,207.8,,222.0,271.0,,,,,154.8,,,193.0,,539.1,,88.0,,,434.0,222.4,,238.0,39.0,,,,,,246.2,,,,,302.2,-48.0,,-49.2,,-35.0,14.0,,,,,-102.2,,,-64.0,,282.1,,-169.0,,,177.0,-34.6,,-19.0,-218.0,,,,,,-10.8,,,,,45.2,,False,,True,True,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
27095,220,314.0,,321.2,,321.0,368.0,,,,,170.1,,,262.0,,636.7,,146.3,,,532.0,268.0,,320.0,76.0,,,,,,277.6,,,,,822.9,94.0,,101.2,,101.0,148.0,,,,,-49.9,,,42.0,,416.7,,-73.7,,,312.0,48.0,,100.0,-144.0,,,,,,57.6,,,,,602.9,,False,,False,False,,,,,True,,,True,,False,,True,,,False,True,,False,False,,,,,,True,,,,,False
27097,663,247.0,,247.6,,248.0,202.0,,,,,176.1,,,353.0,,175.0,,130.9,331.5,,264.0,278.3,,276.0,98.0,,,,,215.9,270.4,,,,,311.2,-416.0,,-415.4,,-415.0,-461.0,,,,,-486.9,,,-310.0,,-488.0,,-532.1,-331.5,,-399.0,-384.7,,-387.0,-565.0,,,,,-447.1,-392.6,,,,,-351.8,,True,,True,False,,,,,False,,,True,,False,,False,True,,True,True,,True,False,,,,,False,True,,,,,True
27099,504,75.0,,81.5,,82.0,88.0,,,,,87.9,,,365.0,,59.8,,98.8,91.0,,274.0,292.9,,,50.0,,,,,61.2,104.1,,,,,40.1,-429.0,,-422.5,,-422.0,-416.0,,,,,-416.1,,,-139.0,,-444.2,,-405.2,-413.0,,-230.0,-211.1,,,-454.0,,,,,-442.8,-399.9,,,,,-463.9,,True,,True,True,,,,,True,,,True,,False,,True,True,,True,True,,,False,,,,,False,True,,,,,False
27101,85,80.0,,79.9,,78.0,48.0,,,,,63.8,,,64.0,,75.3,,32.1,,,78.0,89.3,,88.0,20.0,,,,,,81.6,,,,,89.7,-5.0,,-5.1,,-7.0,-37.0,,,,,-21.2,,,-21.0,,-9.7,,-52.9,,,-7.0,4.3,,3.0,-65.0,,,,,,-3.4,,,,,4.7,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
27103,300,168.0,,167.7,,220.0,225.0,,,,,130.7,,,257.0,,214.3,,121.0,182.5,,353.0,278.6,,294.0,59.0,,,,,,221.5,,,,,287.7,-132.0,,-132.3,,-80.0,-75.0,,,,,-169.3,,,-43.0,,-85.7,,-179.0,-117.5,,53.0,-21.4,,-6.0,-241.0,,,,,,-78.5,,,,,-12.3,,False,,True,True,,,,,False,,,True,,True,,False,True,,True,True,,True,False,,,,,,True,,,,,True
27105,160,199.0,,196.2,,169.0,0.0,,,,,137.3,,,276.0,,98.5,,89.5,,,140.5,171.2,,201.0,97.0,,,,,167.4,206.9,,,,,254.1,39.0,,36.2,,9.0,-160.0,,,,,-22.7,,,116.0,,-61.5,,-70.5,,,-19.5,11.2,,41.0,-63.0,,,,,7.4,46.9,,,,,94.1,,True,,True,False,,,,,True,,,False,,False,,False,,,True,True,,False,False,,,,,True,False,,,,,False
27107,48,47.0,,47.6,,48.0,38.0,,,,,36.8,,,60.0,,54.2,,13.0,,,52.0,43.4,,60.0,8.0,,,,,,69.2,,,,,50.8,-1.0,,-0.4,,0.0,-10.0,,,,,-11.2,,,12.0,,6.2,,-35.0,,,4.0,-4.6,,12.0,-40.0,,,,,,21.2,,,,,2.8,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
27109,1246,496.0,,503.2,,503.0,437.0,,,,,902.7,,,1102.0,,283.3,,519.5,582.0,,1350.5,1247.6,,,229.0,,,,,461.0,618.6,,,,,568.2,-750.0,,-742.8,,-743.0,-809.0,,,,,-343.3,,,-144.0,,-962.7,,-726.5,-664.0,,104.5,1.6,,,-1017.0,,,,,-785.0,-627.4,,,,,-677.8,,True,,True,False,,,,,True,,,True,,False,,True,True,,True,True,,,False,,,,,False,True,,,,,True
27111,620,561.0,,555.0,,597.0,609.0,,,,,356.8,,,581.0,,1145.6,,355.9,607.5,,892.0,691.0,,659.0,122.0,,,,,486.1,326.8,,,,,952.0,-59.0,,-65.0,,-23.0,-11.0,,,,,-263.2,,,-39.0,,525.6,,-264.1,-12.5,,272.0,71.0,,39.0,-498.0,,,,,-133.9,-293.2,,,,,332.0,,False,,True,True,,,,,False,,,True,,False,,False,True,,False,False,,True,False,,,,,False,False,,,,,False
27113,105,106.0,,107.1,,109.0,109.0,,,,,63.1,,,142.0,,139.4,,47.1,,,138.0,105.2,,110.0,6.0,,,,,,159.3,,,,,218.9,1.0,,2.1,,4.0,4.0,,,,,-41.9,,,37.0,,34.4,,-57.9,,,33.0,0.2,,5.0,-99.0,,,,,,54.3,,,,,113.9,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,False,False,,,,,,False,,,,,False
27115,248,160.0,,160.2,,171.0,153.0,,,,,155.0,,,277.0,,187.8,,86.5,,,248.0,170.6,,195.0,53.0,,,,,,168.9,,,,,286.7,-88.0,,-87.8,,-77.0,-95.0,,,,,-93.0,,,29.0,,-60.2,,-161.5,,,0.0,-77.4,,-53.0,-195.0,,,,,,-79.1,,,,,38.7,,True,,True,False,,,,,False,,,True,,True,,False,,,True,True,,True,False,,,,,,True,,,,,True
27117,107,107.0,,105.9,,97.0,81.0,,,,,93.2,,,97.0,,99.8,,32.8,,,96.0,93.5,,108.0,43.0,,,,,,137.4,,,,,127.5,0.0,,-1.1,,-10.0,-26.0,,,,,-13.8,,,-10.0,,-7.2,,-74.2,,,-11.0,-13.5,,1.0,-64.0,,,,,,30.4,,,,,20.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
27119,502,398.0,,390.2,,402.0,424.0,,,,,198.6,,,421.0,,374.6,,176.8,584.0,,415.5,401.6,,456.0,202.0,,,,,369.2,349.1,,,,,451.8,-104.0,,-111.8,,-100.0,-78.0,,,,,-303.4,,,-81.0,,-127.4,,-325.2,82.0,,-86.5,-100.4,,-46.0,-300.0,,,,,-132.8,-152.9,,,,,-50.2,,False,,True,True,,,,,False,,,True,,False,,False,True,,True,True,,True,False,,,,,False,False,,,,,True
27121,99,114.0,,110.7,,114.0,96.0,,,,,81.1,,,99.0,,370.6,,42.1,,,239.0,119.9,,131.0,19.0,,,,,,111.4,,,,,121.1,15.0,,11.7,,15.0,-3.0,,,,,-17.9,,,0.0,,271.6,,-56.9,,,140.0,20.9,,32.0,-80.0,,,,,,12.4,,,,,22.1,,True,,False,True,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
27123,3404,3401.0,,3342.6,4275.0,4112.0,4493.0,,,,,3470.4,,,4121.0,,4742.6,,2707.8,3203.0,,4112.0,3906.5,,3732.0,865.0,,,,,2950.7,3804.3,4194.0,,,,5762.9,-3.0,,-61.4,871.0,708.0,1089.0,,,,,66.4,,,717.0,,1338.6,,-696.2,-201.0,,708.0,502.5,,328.0,-2539.0,,,,,-453.3,400.3,790.0,,,,2358.9,,False,False,False,False,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
27125,37,28.0,,29.2,,28.0,18.0,,,,,15.9,,,22.0,,17.9,,12.8,,,37.0,34.1,,37.0,1.0,,,,,,49.8,,,,,29.7,-9.0,,-7.8,,-9.0,-19.0,,,,,-21.1,,,-15.0,,-19.1,,-24.2,,,0.0,-2.9,,0.0,-36.0,,,,,,12.8,,,,,-7.3,,True,,False,False,,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,False,,,,,True
27127,204,133.0,,138.3,,131.0,115.0,,,,,126.6,,,131.0,,123.4,,63.8,,,156.0,127.0,,142.0,33.0,,,,,,130.6,,,,,164.8,-71.0,,-65.7,,-73.0,-89.0,,,,,-77.4,,,-73.0,,-80.6,,-140.2,,,-48.0,-77.0,,-62.0,-171.0,,,,,,-73.4,,,,,-39.2,,True,,False,False,,,,,False,,,False,,False,,False,,,True,False,,True,False,,,,,,False,,,,,True
27129,162,127.0,,128.7,,127.0,131.0,,,,,110.6,,,119.0,,157.2,,38.5,,,182.0,118.7,,133.0,64.0,,,,,,125.6,,,,,106.9,-35.0,,-33.3,,-35.0,-31.0,,,,,-51.4,,,-43.0,,-4.8,,-123.5,,,20.0,-43.3,,-29.0,-98.0,,,,,,-36.4,,,,,-55.1,,True,,False,True,,,,,False,,,False,,True,,False,,,True,False,,True,False,,,,,,False,,,,,False
27131,831,526.0,,533.4,,572.0,901.0,,,,,384.1,,,502.0,,1142.8,,389.3,501.5,,1175.0,764.2,,760.0,89.0,,,,,446.7,512.9,,,,,761.7,-305.0,,-297.6,,-259.0,70.0,,,,,-446.9,,,-329.0,,311.8,,-441.7,-329.5,,344.0,-66.8,,-71.0,-742.0,,,,,-384.3,-318.1,,,,,-69.3,,True,,True,True,,,,,False,,,False,,False,,False,False,,False,True,,True,False,,,,,False,False,,,,,True
27133,118,64.0,,64.3,,64.0,45.0,,,,,53.3,,,89.0,,30.5,,18.5,,,68.0,83.3,,90.0,53.0,,,,,,78.3,,,,,88.0,-54.0,,-53.7,,-54.0,-73.0,,,,,-64.7,,,-29.0,,-87.5,,-99.5,,,-50.0,-34.7,,-28.0,-65.0,,,,,,-39.7,,,,,-30.0,,True,,False,False,,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27135,218,147.0,,146.9,,147.0,193.0,,,,,156.1,,,84.0,,113.5,,89.1,,,193.0,156.7,,200.0,39.0,,,,,,157.2,,,,,170.1,-71.0,,-71.1,,-71.0,-25.0,,,,,-61.9,,,-134.0,,-104.5,,-128.9,,,-25.0,-61.3,,-18.0,-179.0,,,,,,-60.8,,,,,-47.9,,False,,False,True,,,,,True,,,False,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
27137,1509,1282.0,,1283.2,,1370.0,1676.0,,,,,1545.9,,,1418.0,,2290.1,,890.6,1295.5,,1393.0,1277.7,,1356.0,,,,,,1157.6,1231.6,1608.0,,,,2098.9,-227.0,,-225.8,,-139.0,167.0,,,,,36.9,,,-91.0,,781.1,,-618.4,-213.5,,-116.0,-231.3,,-153.0,,,,,,-351.4,-277.4,99.0,,,,589.9,,True,,True,True,,,,,True,,,True,,False,,False,True,,True,False,,True,,,,,,False,False,True,,,,False
27139,1535,1115.0,,1106.5,,1339.0,1421.0,,,,,1344.0,,,994.0,,1406.6,,747.2,1169.5,,1977.0,1650.7,,1545.0,426.0,,,,,932.8,838.2,1836.0,,,,1479.7,-420.0,,-428.5,,-196.0,-114.0,,,,,-191.0,,,-541.0,,-128.4,,-787.8,-365.5,,442.0,115.7,,10.0,-1109.0,,,,,-602.2,-696.8,301.0,,,,-55.3,,False,,True,True,,,,,True,,,False,,True,,False,True,,False,True,,True,False,,,,,False,False,True,,,,True
27141,1058,1184.0,,1181.8,,1184.0,1553.0,,,,,1076.6,,,797.0,,2691.7,,851.1,1495.0,,1859.0,1110.9,,1258.0,241.0,,,,,1003.2,1097.1,,,,,2345.3,126.0,,123.8,,126.0,495.0,,,,,18.6,,,-261.0,,1633.7,,-206.9,437.0,,801.0,52.9,,200.0,-817.0,,,,,-54.8,39.1,,,,,1287.3,,True,,False,False,,,,,True,,,False,,False,,False,False,,False,True,,False,False,,,,,True,True,,,,,False
27143,208,101.0,,102.8,,109.0,109.0,,,,,83.0,,,108.0,,164.0,,54.1,,,217.0,167.3,,168.0,21.0,,,,,,105.1,,,,,114.1,-107.0,,-105.2,,-99.0,-99.0,,,,,-125.0,,,-100.0,,-44.0,,-153.9,,,9.0,-40.7,,-40.0,-187.0,,,,,,-102.9,,,,,-93.9,,True,,True,True,,,,,False,,,True,,True,,False,,,True,True,,True,False,,,,,,True,,,,,True
27145,2071,1885.0,,1884.7,,1968.0,2365.0,,,,,2113.9,,,1822.0,,2238.0,,1127.4,1995.0,,2489.0,1968.3,,2060.0,692.0,,,,,1676.9,1717.0,1967.0,,,,3383.6,-186.0,,-186.3,,-103.0,294.0,,,,,42.9,,,-249.0,,167.0,,-943.6,-76.0,,418.0,-102.7,,-11.0,-1379.0,,,,,-394.1,-354.0,-104.0,,,,1312.6,,False,,True,False,,,,,True,,,False,,True,,False,True,,False,True,,True,False,,,,,False,False,True,,,,False
