,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01095,467,434.0,,430.9,,431.0,448.0,,,,,433.6,,,273.0,,421.3,,210.9,346.0,,639.0,545.6,,545.0,164.0,,,,,360.1,394.8,,,,,547.4,-33.0,,-36.1,,-36.0,-19.0,,,,,-33.4,,,-194.0,,-45.7,,-256.1,-121.0,,172.0,78.6,,78.0,-303.0,,,,,-106.9,-72.2,,,,,80.4,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
01097,744,716.0,,781.7,724.9,695.0,792.0,,,,,857.1,,,674.0,,405.4,,743.6,612.5,,544.0,813.3,,805.0,196.0,,,,,619.9,916.4,,,,,848.2,-28.0,,37.7,-19.1,-49.0,48.0,,,,,113.1,,,-70.0,,-338.6,,-0.4,-131.5,,-200.0,69.3,,61.0,-548.0,,,,,-124.1,172.4,,,,,104.2,,False,True,False,False,,,,,False,,,False,,False,,True,False,,False,False,,False,False,,,,,False,False,,,,,False
01099,43,31.0,,30.8,,31.0,16.0,,,,,19.5,,,31.0,,32.7,,21.1,,,42.0,48.4,,48.0,22.0,,,,,,30.1,,,,,20.8,-12.0,,-12.2,,-12.0,-27.0,,,,,-23.5,,,-12.0,,-10.3,,-21.9,,,-1.0,5.4,,5.0,-21.0,,,,,,-12.9,,,,,-22.2,,False,,False,False,,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,False,,,,,False
01101,424,448.0,,446.5,556.8,446.0,515.0,,,,,642.1,,,343.0,,256.8,,412.6,468.0,,438.0,529.0,,460.0,2.0,,,,,386.5,550.8,368.0,,,,538.8,24.0,,22.5,132.8,22.0,91.0,,,,,218.1,,,-81.0,,-167.2,,-11.4,44.0,,14.0,105.0,,36.0,-422.0,,,,,-37.5,126.8,-56.0,,,,114.8,,True,False,True,False,,,,,False,,,False,,False,,True,False,,True,False,,False,False,,,,,False,False,False,,,,False
01103,698,515.0,,515.1,,491.0,591.0,,,,,564.7,,,325.0,,425.1,,327.0,462.5,,491.0,546.2,,530.0,197.0,,,,,444.2,614.0,,,,,526.9,-183.0,,-182.9,,-207.0,-107.0,,,,,-133.3,,,-373.0,,-272.9,,-371.0,-235.5,,-207.0,-151.8,,-168.0,-501.0,,,,,-253.8,-84.0,,,,,-171.1,,True,,False,True,,,,,True,,,False,,False,,False,False,,False,True,,True,False,,,,,False,True,,,,,True
01105,27,21.0,,20.5,,16.0,0.0,,,,,17.8,,,14.0,,15.7,,8.3,,,9.0,17.6,,20.0,6.0,,,,,,10.0,,,,,34.2,-6.0,,-6.5,,-11.0,-27.0,,,,,-9.2,,,-13.0,,-11.3,,-18.7,,,-18.0,-9.4,,-7.0,-21.0,,,,,,-17.0,,,,,7.2,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
01107,66,76.0,,76.3,,52.0,45.0,,,,,55.7,,,44.0,,40.2,,49.6,,,83.0,75.4,,71.0,52.0,,,,,,55.1,,,,,51.6,10.0,,10.3,,-14.0,-21.0,,,,,-10.3,,,-22.0,,-25.8,,-16.4,,,17.0,9.4,,5.0,-14.0,,,,,,-10.9,,,,,-14.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
01109,39,67.0,,64.4,,60.0,49.0,,,,,51.9,,,53.0,,37.5,,43.0,52.0,,60.0,64.2,,61.0,35.0,,,,,71.4,107.1,,,,,105.4,28.0,,25.4,,21.0,10.0,,,,,12.9,,,14.0,,-1.5,,4.0,13.0,,21.0,25.2,,22.0,-4.0,,,,,32.4,68.1,,,,,66.4,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,True,True,,,,,False,False,,,,,False
01111,51,51.0,,51.7,,44.0,36.0,,,,,35.8,,,44.0,,20.9,,29.6,,,35.0,57.6,,63.0,35.0,,,,,,62.6,,,,,46.5,0.0,,0.7,,-7.0,-15.0,,,,,-15.2,,,-7.0,,-30.1,,-21.4,,,-16.0,6.6,,12.0,-16.0,,,,,,11.6,,,,,-4.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
01113,100,36.0,,33.5,,35.0,28.0,,,,,49.3,,,89.0,,6.0,,39.9,35.0,,47.0,60.1,,56.0,5.0,,,,,35.4,73.9,,,,,35.2,-64.0,,-66.5,,-65.0,-72.0,,,,,-50.7,,,-11.0,,-94.0,,-60.1,-65.0,,-53.0,-39.9,,-44.0,-95.0,,,,,-64.6,-26.1,,,,,-64.8,,False,,False,False,,,,,True,,,True,,False,,True,False,,True,True,,True,False,,,,,False,True,,,,,False
01115,221,262.0,,268.8,,256.0,241.0,,,,,209.2,,,165.0,,132.4,,165.7,277.5,,277.0,278.5,,257.0,,,,,,228.5,248.1,,,,,256.0,41.0,,47.8,,35.0,20.0,,,,,-11.8,,,-56.0,,-88.6,,-55.3,56.5,,56.0,57.5,,36.0,,,,,,7.5,27.1,,,,,35.0,,False,,True,True,,,,,True,,,False,,False,,False,False,,False,False,,True,,,,,,True,True,,,,,True
01117,716,731.0,,720.0,,720.0,899.0,,,,,836.7,,,348.0,,719.7,,355.7,621.5,,963.0,899.2,,842.0,214.0,,,,,652.8,954.1,778.0,,,,634.2,15.0,,4.0,,4.0,183.0,,,,,120.7,,,-368.0,,3.7,,-360.3,-94.5,,247.0,183.2,,126.0,-502.0,,,,,-63.2,238.1,62.0,,,,-81.8,,True,,True,False,,,,,False,,,False,,True,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
01119,25,21.0,,20.7,,21.0,7.0,,,,,19.2,,,18.0,,22.0,,12.7,,,29.0,29.2,,34.0,12.0,,,,,,10.3,,,,,30.2,-4.0,,-4.3,,-4.0,-18.0,,,,,-5.8,,,-7.0,,-3.0,,-12.3,,,4.0,4.2,,9.0,-13.0,,,,,,-14.7,,,,,5.2,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,False,,,,,False
01121,198,185.0,,183.6,,166.0,121.0,,,,,165.3,,,166.0,,124.5,,110.1,165.0,,270.0,292.8,,267.0,101.0,,,,,186.5,169.3,,,,,40.9,-13.0,,-14.4,,-32.0,-77.0,,,,,-32.7,,,-32.0,,-73.5,,-87.9,-33.0,,72.0,94.8,,69.0,-97.0,,,,,-11.5,-28.7,,,,,-157.1,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,True,False,,,,,False
01123,89,125.0,,124.6,,111.0,23.0,,,,,95.3,,,66.0,,104.1,,65.5,99.0,,151.0,135.6,,133.0,88.0,,,,,111.2,99.6,,,,,113.3,36.0,,35.6,,22.0,-66.0,,,,,6.3,,,-23.0,,15.1,,-23.5,10.0,,62.0,46.6,,44.0,-1.0,,,,,22.2,10.6,,,,,24.3,,True,,True,False,,,,,True,,,True,,True,,True,True,,False,False,,False,True,,,,,True,True,,,,,True
01125,630,585.0,,620.7,574.9,556.0,537.0,,,,,926.8,,,466.0,,338.4,,343.6,513.5,,543.0,703.4,,706.0,313.0,,,,,605.0,544.2,556.0,,,,654.4,-45.0,,-9.3,-55.1,-74.0,-93.0,,,,,296.8,,,-164.0,,-291.6,,-286.4,-116.5,,-87.0,73.4,,76.0,-317.0,,,,,-25.0,-85.8,-74.0,,,,24.4,,True,False,False,False,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,True,False,False,,,,True
01127,180,149.0,,149.1,,149.0,153.0,,,,,140.9,,,159.0,,45.7,,111.1,171.0,,121.0,162.0,,154.0,203.0,,,,,120.3,187.9,,,,,146.5,-31.0,,-30.9,,-31.0,-27.0,,,,,-39.1,,,-21.0,,-134.3,,-68.9,-9.0,,-59.0,-18.0,,-26.0,23.0,,,,,-59.7,7.9,,,,,-33.5,,True,,False,True,,,,,False,,,True,,False,,False,True,,False,True,,True,True,,,,,False,True,,,,,False
01129,29,63.0,,60.0,,57.0,0.0,,,,,33.0,,,27.0,,57.5,,28.8,,,56.0,57.0,,67.0,4.0,,,,,,53.5,,,,,83.3,34.0,,31.0,,28.0,-29.0,,,,,4.0,,,-2.0,,28.5,,-0.2,,,27.0,28.0,,38.0,-25.0,,,,,,24.5,,,,,54.3,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,False,True,,,,,,True,,,,,False
01131,16,16.0,,15.2,,15.0,0.0,,,,,13.0,,,13.0,,8.0,,9.1,,,17.0,15.2,,18.0,4.0,,,,,,12.7,,,,,17.4,0.0,,-0.8,,-1.0,-16.0,,,,,-3.0,,,-3.0,,-8.0,,-6.9,,,1.0,-0.8,,2.0,-12.0,,,,,,-3.3,,,,,1.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
01133,80,104.0,,100.5,,80.0,60.0,,,,,59.0,,,69.0,,70.1,,56.4,,,78.0,82.5,,104.0,55.0,,,,,95.5,118.0,,,,,119.0,24.0,,20.5,,0.0,-20.0,,,,,-21.0,,,-11.0,,-9.9,,-23.6,,,-2.0,2.5,,24.0,-25.0,,,,,15.5,38.0,,,,,39.0,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,False,False,,,,,True,False,,,,,False
02013,2,1.0,,0.7,,1.0,0.0,,,,,1.9,,,,,1.4,,0.9,,,3.0,3.2,,,3.0,,,,,,,,,,,1.5,-1.0,,-1.3,,-1.0,-2.0,,,,,-0.1,,,,,-0.6,,-1.1,,,1.0,1.2,,,1.0,,,,,,,,,,,-0.5,,False,,False,False,,,,,True,,,,,True,,False,,,False,False,,,False,,,,,,,,,,,True
02016,1,2.0,,2.0,,2.0,0.0,,,,,7.1,,,,,2.3,,0.7,,,1.0,1.2,,3.0,8.0,,,,,,5.9,,,,,2.6,1.0,,1.0,,1.0,-1.0,,,,,6.1,,,,,1.3,,-0.3,,,0.0,0.2,,2.0,7.0,,,,,,4.9,,,,,1.6,,False,,False,False,,,,,False,,,,,False,,True,,,True,True,,False,False,,,,,,False,,,,,False
02020,2417,2065.0,,2087.8,,2235.0,2235.0,,,,,2787.8,,,,,2060.9,,1148.7,2215.5,,2681.5,2614.4,,2663.0,793.0,,,,,1970.9,2519.2,2727.0,,,,2981.0,-352.0,,-329.2,,-182.0,-182.0,,,,,370.8,,,,,-356.1,,-1268.3,-201.5,,264.5,197.4,,246.0,-1624.0,,,,,-446.1,102.2,310.0,,,,564.0,,True,,True,True,,,,,False,,,,,False,,False,True,,True,True,,True,False,,,,,False,True,True,,,,False
02050,238,245.0,,240.1,,240.0,,,,,,109.3,,,,,428.3,,96.3,,,219.0,197.1,,265.0,87.0,,,,,,371.2,,,,,558.2,7.0,,2.1,,2.0,,,,,,-128.7,,,,,190.3,,-141.7,,,-19.0,-40.9,,27.0,-151.0,,,,,,133.2,,,,,320.2,,True,,True,,,,,,False,,,,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,0.3,,,,,0.0,,0.0,,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,0.0,,0.0,,0.0,0.0,,,,,0.3,,,,,0.0,,0.0,,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,,True,,True,True,,,,,False,,,,,True,,True,,,,False,,True,False,,,,,,,,,,,False
02068,2,5.0,,5.3,,2.0,0.0,,,,,5.0,,,,,3.5,,3.6,,,3.0,2.0,,4.0,,,,,,,25.6,,,,,2.0,3.0,,3.3,,0.0,-2.0,,,,,3.0,,,,,1.5,,1.6,,,1.0,-0.0,,2.0,,,,,,,23.6,,,,,-0.0,,False,,True,True,,,,,True,,,,,True,,True,,,True,True,,True,,,,,,,False,,,,,True
02070,14,13.0,,11.5,,10.0,0.0,,,,,7.8,,,,,24.6,,13.9,,,9.0,9.3,,12.0,14.0,,,,,,22.7,,,,,11.5,-1.0,,-2.5,,-4.0,-14.0,,,,,-6.2,,,,,10.6,,-0.1,,,-5.0,-4.7,,-2.0,0.0,,,,,,8.7,,,,,-2.5,,False,,False,False,,,,,False,,,,,False,,True,,,False,False,,False,True,,,,,,False,,,,,False
02090,317,314.0,,330.7,,316.0,3.0,,,,,270.3,,,,,106.1,,155.6,299.0,,319.0,420.1,,403.0,297.0,,,,,325.1,410.5,,,,,326.0,-3.0,,13.7,,-1.0,-314.0,,,,,-46.7,,,,,-210.9,,-161.4,-18.0,,2.0,103.1,,86.0,-20.0,,,,,8.1,93.5,,,,,9.0,,False,,True,False,,,,,False,,,,,False,,False,False,,True,False,,False,False,,,,,False,False,,,,,False
02100,0,1.0,,0.9,,1.0,0.0,,,,,1.2,,,,,1.4,,0.1,,,1.0,0.3,,2.0,3.0,,,,,,,,,,,1.5,1.0,,0.9,,1.0,0.0,,,,,1.2,,,,,1.4,,0.1,,,1.0,0.3,,2.0,3.0,,,,,,,,,,,1.5,,True,,False,True,,,,,False,,,,,False,,True,,,False,True,,False,False,,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.9,,,,,0.0,,0.6,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.9,,,,,0.0,,0.6,,,,0.0,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,False,,,,,True,,False,,,,False,,True,,,,,,,,,,,,
02110,54,79.0,,76.0,,85.0,102.0,,,,,61.5,,,,,30.5,,45.9,85.0,,110.0,101.0,,102.0,78.0,,,,,,,,,,,103.6,25.0,,22.0,,31.0,48.0,,,,,7.5,,,,,-23.5,,-8.1,31.0,,56.0,47.0,,48.0,24.0,,,,,,,,,,,49.6,,True,,False,False,,,,,True,,,,,True,,True,False,,False,False,,False,True,,,,,,,,,,,False
02122,401,389.0,,379.9,,381.0,381.0,,,,,204.0,,,,,427.0,,271.5,,,462.0,416.4,,444.0,148.0,,,,,325.7,247.4,,,,,291.9,-12.0,,-21.1,,-20.0,-20.0,,,,,-197.0,,,,,26.0,,-129.5,,,61.0,15.4,,43.0,-253.0,,,,,-75.3,-153.6,,,,,-109.1,,False,,False,False,,,,,False,,,,,False,,False,,,False,False,,False,False,,,,,False,False,,,,,False
02130,21,48.0,,46.9,,47.0,31.0,,,,,35.4,,,,,192.2,,8.9,,,80.0,42.8,,61.0,,,,,,,,,,,,113.1,27.0,,25.9,,26.0,10.0,,,,,14.4,,,,,171.2,,-12.1,,,59.0,21.8,,40.0,,,,,,,,,,,,92.1,,True,,True,True,,,,,True,,,,,False,,True,,,False,True,,False,,,,,,,,,,,,False
02150,57,21.0,,19.7,,20.0,0.0,,,,,15.4,,,,,15.2,,20.7,,,37.0,36.5,,40.0,48.0,,,,,,50.0,,,,,32.7,-36.0,,-37.3,,-37.0,-57.0,,,,,-41.6,,,,,-41.8,,-36.3,,,-20.0,-20.5,,-17.0,-9.0,,,,,,-7.0,,,,,-24.3,,False,,False,False,,,,,False,,,,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
02158,29,34.0,,31.1,,23.0,17.0,,,,,28.0,,,,,26.1,,,,,5.0,20.8,,32.0,,,,,,,,,,,,,5.0,,2.1,,-6.0,-12.0,,,,,-1.0,,,,,-2.9,,,,,-24.0,-8.2,,3.0,,,,,,,,,,,,,,True,,False,False,,,,,True,,,,,True,,,,,False,False,,True,,,,,,,,,,,,
02164,12,13.0,,12.6,,7.0,1.0,,,,,10.4,,,,,7.5,,2.5,,,11.0,,,15.0,9.0,,,,,,15.6,,,,,4.0,1.0,,0.6,,-5.0,-11.0,,,,,-1.6,,,,,-4.5,,-9.5,,,-1.0,,,3.0,-3.0,,,,,,3.6,,,,,-8.0,,True,,False,False,,,,,False,,,,,False,,False,,,False,,,False,False,,,,,,False,,,,,False
02170,252,390.0,,356.1,,370.0,14.0,,,,,210.0,,,,,274.0,,393.7,589.5,,297.0,397.1,,433.0,345.0,,,,,383.8,352.3,,,,,746.2,138.0,,104.1,,118.0,-238.0,,,,,-42.0,,,,,22.0,,141.7,337.5,,45.0,145.1,,181.0,93.0,,,,,131.8,100.3,,,,,494.2,,True,,True,False,,,,,True,,,,,True,,False,False,,True,False,,False,True,,,,,True,True,,,,,False
02180,20,11.0,,10.9,,11.0,0.0,,,,,12.1,,,,,4.9,,8.4,,,15.0,17.2,,19.0,25.0,,,,,,16.8,,,,,15.8,-9.0,,-9.1,,-9.0,-20.0,,,,,-7.9,,,,,-15.1,,-11.6,,,-5.0,-2.8,,-1.0,5.0,,,,,,-3.2,,,,,-4.2,,False,,False,False,,,,,True,,,,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
02185,30,63.0,,61.4,,56.0,0.0,,,,,39.0,,,,,122.1,,28.3,,,35.0,54.9,,67.0,26.0,,,,,,85.7,,,,,56.6,33.0,,31.4,,26.0,-30.0,,,,,9.0,,,,,92.1,,-1.7,,,5.0,24.9,,37.0,-4.0,,,,,,55.7,,,,,26.6,,True,,True,True,,,,,True,,,,,False,,True,,,True,True,,False,True,,,,,,False,,,,,True
02188,32,23.0,,23.8,,18.0,0.0,,,,,20.1,,,,,11.4,,15.4,,,14.0,23.7,,18.0,27.0,,,,,,34.6,,,,,43.1,-9.0,,-8.2,,-14.0,-32.0,,,,,-11.9,,,,,-20.6,,-16.6,,,-18.0,-8.3,,-14.0,-5.0,,,,,,2.6,,,,,11.1,,True,,False,False,,,,,False,,,,,False,,False,,,False,True,,False,True,,,,,,True,,,,,False
02195,1,2.0,,2.1,,1.0,0.0,,,,,2.8,,,,,0.2,,0.3,,,1.0,0.9,,2.0,,,,,,,,,,,,,1.0,,1.1,,0.0,-1.0,,,,,1.8,,,,,-0.8,,-0.7,,,0.0,-0.1,,1.0,,,,,,,,,,,,,,False,,True,False,,,,,False,,,,,True,,True,,,True,True,,False,,,,,,,,,,,,
02198,2,6.0,,5.8,,6.0,,,,,,4.0,,,,,37.2,,1.6,,,4.0,7.1,,8.0,,,,,,,,,,,,,4.0,,3.8,,4.0,,,,,,2.0,,,,,35.2,,-0.4,,,2.0,5.1,,6.0,,,,,,,,,,,,,,True,,False,,,,,,True,,,,,False,,True,,,True,False,,False,,,,,,,,,,,,
02220,34,22.0,,22.6,,29.0,7.0,,,,,12.9,,,,,34.4,,11.3,,,59.0,40.9,,45.0,20.0,,,,,,,,,,,61.8,-12.0,,-11.4,,-5.0,-27.0,,,,,-21.1,,,,,0.4,,-22.7,,,25.0,6.9,,11.0,-14.0,,,,,,,,,,,27.8,,True,,True,False,,,,,False,,,,,True,,False,,,False,True,,True,False,,,,,,,,,,,False
02230,2,0.0,,0.2,,0.0,0.0,,,,,1.1,,,,,0.0,,1.2,,,,0.0,,0.0,,,,,,,,,,,,,-2.0,,-1.8,,-2.0,-2.0,,,,,-0.9,,,,,-2.0,,-0.8,,,,-2.0,,-2.0,,,,,,,,,,,,,,True,,False,False,,,,,True,,,,,False,,True,,,,True,,False,,,,,,,,,,,,
02240,71,50.0,,52.3,,51.0,0.0,,,,,34.4,,,,,60.7,,13.6,,,56.0,43.8,,48.0,21.0,,,,,,62.5,,,,,128.2,-21.0,,-18.7,,-20.0,-71.0,,,,,-36.6,,,,,-10.3,,-57.4,,,-15.0,-27.2,,-23.0,-50.0,,,,,,-8.5,,,,,57.2,,True,,True,False,,,,,False,,,,,True,,False,,,True,False,,False,False,,,,,,True,,,,,False
02261,20,22.0,,21.6,,23.0,,,,,,16.5,,,,,22.8,,17.8,,,28.0,22.9,,29.0,24.0,,,,,,26.9,,,,,31.2,2.0,,1.6,,3.0,,,,,,-3.5,,,,,2.8,,-2.2,,,8.0,2.9,,9.0,4.0,,,,,,6.9,,,,,11.2,,True,,False,,,,,,False,,,,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
02275,1,0.0,,0.0,,0.0,0.0,,,,,0.7,,,,,0.0,,0.1,,,1.0,1.5,,2.0,,,,,,,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.3,,,,,-1.0,,-0.9,,,0.0,0.5,,1.0,,,,,,,,,,,,,,False,,False,False,,,,,True,,,,,False,,True,,,True,True,,False,,,,,,,,,,,,
02282,4,4.0,,3.7,,2.0,0.0,,,,,5.6,,,,,2.7,,0.0,,,2.0,0.9,,,,,,,,,,,,,,2.4,0.0,,-0.3,,-2.0,-4.0,,,,,1.6,,,,,-1.3,,-4.0,,,-2.0,-3.1,,,,,,,,,,,,,,-1.6,,False,,False,False,,,,,False,,,,,False,,False,,,False,False,,,,,,,,,,,,,,False
02290,16,7.0,,7.5,,7.0,0.0,,,,,6.5,,,,,2.5,,2.8,,,7.0,10.5,,13.0,,,,,,,8.1,,,,,7.6,-9.0,,-8.5,,-9.0,-16.0,,,,,-9.5,,,,,-13.5,,-13.2,,,-9.0,-5.5,,-3.0,,,,,,,-7.9,,,,,-8.4,,True,,False,False,,,,,False,,,,,False,,False,,,False,True,,True,,,,,,,True,,,,,True
04001,522,237.0,,242.0,,237.0,121.0,,,,,302.3,,,374.0,,248.5,,164.3,170.0,,229.0,249.2,,260.0,23.0,,,,,196.7,292.2,,,,,251.2,-285.0,,-280.0,,-285.0,-401.0,,,,,-219.7,,,-148.0,,-273.5,,-357.7,-352.0,,-293.0,-272.8,,-262.0,-499.0,,,,,-325.3,-229.8,,,,,-270.8,,True,,False,False,,,,,True,,,True,,True,,False,False,,False,True,,True,False,,,,,False,True,,,,,True
04003,401,298.0,,294.9,,298.0,358.0,,,,,203.8,,,287.0,,563.1,,371.4,197.0,,318.0,297.9,,329.0,112.0,,,,,247.0,328.6,,,,,611.6,-103.0,,-106.1,,-103.0,-43.0,,,,,-197.2,,,-114.0,,162.1,,-29.6,-204.0,,-83.0,-103.1,,-72.0,-289.0,,,,,-154.0,-72.4,,,,,210.6,,False,,False,True,,,,,False,,,False,,False,,True,False,,True,False,,True,False,,,,,False,True,,,,,False
04005,617,475.0,,476.4,,476.0,528.0,,,,,512.5,,,364.0,,529.7,,321.5,488.0,,432.0,457.9,,550.0,303.0,,,,,398.5,440.0,628.0,,,,520.1,-142.0,,-140.6,,-141.0,-89.0,,,,,-104.5,,,-253.0,,-87.3,,-295.5,-129.0,,-185.0,-159.1,,-67.0,-314.0,,,,,-218.5,-177.0,11.0,,,,-96.9,,True,,True,True,,,,,True,,,False,,True,,False,True,,False,False,,True,False,,,,,False,False,True,,,,True
04007,265,205.0,,210.5,,172.0,164.0,,,,,159.8,,,123.0,,158.3,,132.8,177.5,,136.0,184.6,,220.0,106.0,,,,,172.5,236.7,,,,,248.0,-60.0,,-54.5,,-93.0,-101.0,,,,,-105.2,,,-142.0,,-106.7,,-132.2,-87.5,,-129.0,-80.4,,-45.0,-159.0,,,,,-92.5,-28.3,,,,,-17.0,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,False,True,,,,,True
04009,225,240.0,,233.1,,229.0,258.0,,,,,140.0,,,113.0,,266.6,,132.4,230.5,,216.0,229.0,,268.0,132.0,,,,,200.8,250.4,,,,,177.8,15.0,,8.1,,4.0,33.0,,,,,-85.0,,,-112.0,,41.6,,-92.6,5.5,,-9.0,4.0,,43.0,-93.0,,,,,-24.2,25.4,,,,,-47.2,,True,,True,False,,,,,False,,,False,,False,,False,True,,True,True,,False,False,,,,,False,False,,,,,False
04011,43,19.0,,21.1,,11.0,0.0,,,,,7.9,,,19.0,,28.1,,8.8,,,3.0,11.2,,8.0,7.0,,,,,,38.6,,,,,11.4,-24.0,,-21.9,,-32.0,-43.0,,,,,-35.1,,,-24.0,,-14.9,,-34.2,,,-40.0,-31.8,,-35.0,-36.0,,,,,,-4.4,,,,,-31.6,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,True,,,,,False
04012,68,37.0,,34.9,,37.0,21.0,,,,,20.7,,,41.0,,39.2,,16.4,,,38.0,33.8,,39.0,26.0,,,,,,26.6,,,,,63.5,-31.0,,-33.1,,-31.0,-47.0,,,,,-47.3,,,-27.0,,-28.8,,-51.6,,,-30.0,-34.2,,-29.0,-42.0,,,,,,-41.4,,,,,-4.5,,False,,False,False,,,,,False,,,True,,True,,False,,,True,False,,True,False,,,,,,False,,,,,True
04013,12679,9255.0,,9233.5,10808.2,9869.0,12227.0,,,,,9404.4,,,7408.0,,7662.6,,9898.5,8612.0,,11048.5,10839.3,,11218.0,5095.0,,,,,7767.0,10038.4,11255.0,,,,16346.6,-3424.0,,-3445.5,-1870.8,-2810.0,-452.0,,,,,-3274.6,,,-5271.0,,-5016.4,,-2780.5,-4067.0,,-1630.5,-1839.7,,-1461.0,-7584.0,,,,,-4912.0,-2640.6,-1424.0,,,,3667.6,,False,True,True,True,,,,,True,,,False,,False,,True,False,,True,True,,True,False,,,,,False,True,True,,,,False
