,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
28113,400,438.0,,434.7,,445.0,558.0,,,,,541.2,,,,445.0,,638.5,196.1,338.0,,402.0,448.3,444.2,619.0,541.0,501.5,,,,,,,,,461.8,38.0,,34.7,,45.0,158.0,,,,,141.2,,,,45.0,,238.5,-203.9,-62.0,,2.0,48.3,44.2,219.0,141.0,101.5,,,,,,,,,61.8,,True,,False,False,,,,,False,,,,False,,False,False,False,,True,False,False,False,False,False,,,,,,,,,False
28115,731,864.0,,839.9,,717.0,320.0,,,,,697.7,,,,702.0,,1728.6,283.4,757.0,,794.0,710.7,687.5,1150.0,744.0,520.1,,,,,690.7,,,,835.2,133.0,,108.9,,-14.0,-411.0,,,,,-33.3,,,,-29.0,,997.6,-447.6,26.0,,63.0,-20.3,-43.5,419.0,13.0,-210.9,,,,,-40.3,,,,104.2,,True,,True,False,,,,,True,,,,True,,False,False,True,,True,True,True,False,True,False,,,,,True,,,,True
28117,412,387.0,,406.7,,388.0,174.0,,,,,475.8,,,,541.0,,389.9,179.5,,,335.5,403.8,381.6,538.0,447.0,427.1,,,,,,,,,531.5,-25.0,,-5.3,,-24.0,-238.0,,,,,63.8,,,,129.0,,-22.1,-232.5,,,-76.5,-8.2,-30.4,126.0,35.0,15.1,,,,,,,,,119.5,,True,,True,False,,,,,False,,,,False,,True,False,,,False,True,False,False,False,True,,,,,,,,,False
28119,74,78.0,,79.0,,70.0,0.0,,,,,49.7,,,,102.0,,58.8,19.3,,,44.0,68.5,80.2,62.0,98.0,115.6,,,,,,,,,64.6,4.0,,5.0,,-4.0,-74.0,,,,,-24.3,,,,28.0,,-15.2,-54.7,,,-30.0,-5.5,6.2,-12.0,24.0,41.6,,,,,,,,,-9.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
28121,1898,2298.0,,2376.1,,2435.0,2203.0,,,,,4117.2,,3819.0,,1813.0,,3448.3,1560.1,2328.0,,2435.5,2386.3,2143.6,3428.0,2512.0,1689.2,,,,,1967.7,3077.0,,,3990.7,400.0,,478.1,,537.0,305.0,,,,,2219.2,,1921.0,,-85.0,,1550.3,-337.9,430.0,,537.5,488.3,245.6,1530.0,614.0,-208.8,,,,,69.7,1179.0,,,2092.7,,False,,False,True,,,,,False,,False,,True,,False,True,False,,False,False,True,False,False,True,,,,,True,False,,,False
28123,325,435.0,,469.6,,430.0,426.0,,,,,418.1,,,,347.0,,505.1,252.9,,,480.5,424.9,378.5,675.0,447.0,396.0,,,,,,,,,413.8,110.0,,144.6,,105.0,101.0,,,,,93.1,,,,22.0,,180.1,-72.1,,,155.5,99.9,53.5,350.0,122.0,71.0,,,,,,,,,88.8,,False,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,False,False,True,,,,,,,,,True
28125,43,36.0,,34.9,,37.0,10.0,,,,,50.8,,,,37.0,,43.1,3.8,,,28.0,46.1,59.5,35.0,59.0,56.0,,,,,,,,,36.5,-7.0,,-8.1,,-6.0,-33.0,,,,,7.8,,,,-6.0,,0.1,-39.2,,,-15.0,3.1,16.5,-8.0,16.0,13.0,,,,,,,,,-6.5,,False,,True,False,,,,,False,,,,True,,True,False,,,False,True,False,False,False,False,,,,,,,,,True
28127,394,333.0,,335.8,,297.0,150.0,,,,,482.1,,,,320.0,,253.4,203.4,,,324.0,342.9,332.3,471.0,400.0,262.5,,,,,,,,,240.9,-61.0,,-58.2,,-97.0,-244.0,,,,,88.1,,,,-74.0,,-140.6,-190.6,,,-70.0,-51.1,-61.7,77.0,6.0,-131.5,,,,,,,,,-153.1,,True,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,,,,False
28129,204,213.0,,203.9,,213.0,104.0,,,,,206.3,,,,195.0,,393.2,86.3,,,286.0,207.4,215.6,323.0,253.0,189.2,,,,,,,,,181.6,9.0,,-0.1,,9.0,-100.0,,,,,2.3,,,,-9.0,,189.2,-117.7,,,82.0,3.4,11.6,119.0,49.0,-14.8,,,,,,,,,-22.4,,True,,False,False,,,,,True,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,,,,False
28131,249,321.0,,315.3,,280.0,306.0,,,,,470.0,,,,215.0,,246.2,137.8,,,269.0,316.9,296.3,396.0,329.0,262.5,,,,,,,,,258.3,72.0,,66.3,,31.0,57.0,,,,,221.0,,,,-34.0,,-2.8,-111.2,,,20.0,67.9,47.3,147.0,80.0,13.5,,,,,,,,,9.3,,True,,True,True,,,,,False,,,,True,,True,False,,,True,True,True,False,False,True,,,,,,,,,True
28133,352,261.0,,252.4,,243.0,0.0,,,,,406.3,,,,354.0,,177.5,169.1,,,200.0,299.5,292.5,466.0,337.0,354.4,,,,,180.3,,,,279.2,-91.0,,-99.6,,-109.0,-352.0,,,,,54.3,,,,2.0,,-174.5,-182.9,,,-152.0,-52.5,-59.5,114.0,-15.0,2.4,,,,,-171.7,,,,-72.8,,False,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,False,True,True,,,,,False,,,,True
28135,171,171.0,,170.4,,194.0,0.0,,,,,182.2,,,,246.0,,197.6,62.6,,,264.0,237.8,215.0,253.0,203.0,150.1,,,,,,,,,170.0,0.0,,-0.6,,23.0,-171.0,,,,,11.2,,,,75.0,,26.6,-108.4,,,93.0,66.8,44.0,82.0,32.0,-20.9,,,,,,,,,-1.0,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
28137,384,474.0,,473.3,,421.0,165.0,,,,,592.6,,,,483.0,,457.8,240.6,,,363.0,474.4,489.0,561.0,440.0,312.1,,,,,,,,,358.5,90.0,,89.3,,37.0,-219.0,,,,,208.6,,,,99.0,,73.8,-143.4,,,-21.0,90.4,105.0,177.0,56.0,-71.9,,,,,,,,,-25.5,,True,,True,False,,,,,False,,,,False,,True,False,,,True,False,False,False,True,True,,,,,,,,,True
28139,489,528.0,,558.8,,478.0,271.0,,,,,546.7,,,,466.0,,587.8,103.2,,,728.0,504.0,513.0,694.0,458.0,308.0,,,,,,,,,550.9,39.0,,69.8,,-11.0,-218.0,,,,,57.7,,,,-23.0,,98.8,-385.8,,,239.0,15.0,24.0,205.0,-31.0,-181.0,,,,,,,,,61.9,,False,,True,False,,,,,False,,,,True,,False,False,,,False,True,True,False,True,False,,,,,,,,,False
28141,308,324.0,,318.1,,331.0,55.0,,,,,305.2,,,,394.0,,319.1,136.5,,,545.0,341.8,324.0,446.0,359.0,315.2,,,,,,,,,361.5,16.0,,10.1,,23.0,-253.0,,,,,-2.8,,,,86.0,,11.1,-171.5,,,237.0,33.8,16.0,138.0,51.0,7.2,,,,,,,,,53.5,,True,,False,False,,,,,True,,,,False,,True,False,,,False,False,True,False,False,True,,,,,,,,,False
28143,97,72.0,,77.9,,76.0,14.0,,,,,106.7,,,,110.0,,75.2,25.9,,,52.0,93.6,97.1,76.0,103.0,158.1,,,,,,,,,63.8,-25.0,,-19.1,,-21.0,-83.0,,,,,9.7,,,,13.0,,-21.8,-71.1,,,-45.0,-3.4,0.1,-21.0,6.0,61.1,,,,,,,,,-33.2,,True,,True,False,,,,,True,,,,True,,True,False,,,False,True,True,True,True,False,,,,,,,,,False
28145,765,951.0,,938.7,,745.0,542.0,,,,,676.2,,,,599.0,,1353.3,316.1,,,1020.0,782.4,729.1,1150.0,706.0,576.5,,,,,,,,,1101.5,186.0,,173.7,,-20.0,-223.0,,,,,-88.8,,,,-166.0,,588.3,-448.9,,,255.0,17.4,-35.9,385.0,-59.0,-188.5,,,,,,,,,336.5,,True,,True,False,,,,,True,,,,True,,False,False,,,False,True,True,False,True,False,,,,,,,,,False
28147,154,153.0,,152.1,,150.0,0.0,,,,,144.1,,,,136.0,,190.4,78.3,,,170.0,189.2,186.1,231.0,192.0,158.9,,,,,,,,,109.6,-1.0,,-1.9,,-4.0,-154.0,,,,,-9.9,,,,-18.0,,36.4,-75.7,,,16.0,35.2,32.1,77.0,38.0,4.9,,,,,,,,,-44.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
28149,734,534.0,,506.0,,630.0,1001.0,,,,,780.1,,,,539.0,,1267.5,392.0,561.5,,1036.5,675.8,635.5,801.0,614.0,760.4,,,,,,,,,352.3,-200.0,,-228.0,,-104.0,267.0,,,,,46.1,,,,-195.0,,533.5,-342.0,-172.5,,302.5,-58.2,-98.5,67.0,-120.0,26.4,,,,,,,,,-381.7,,False,,True,False,,,,,True,,,,True,,False,False,True,,False,True,True,True,True,True,,,,,,,,,False
28151,743,570.0,,525.2,,549.0,391.0,,,,,817.3,,,,546.0,,556.8,321.9,557.5,,457.0,653.7,665.4,865.0,663.0,695.6,,,,,316.4,,,,537.6,-173.0,,-217.8,,-194.0,-352.0,,,,,74.3,,,,-197.0,,-186.2,-421.1,-185.5,,-286.0,-89.3,-77.6,122.0,-80.0,-47.4,,,,,-426.6,,,,-205.4,,False,,False,False,,,,,True,,,,False,,False,False,False,,False,True,True,True,True,True,,,,,False,,,,False
28153,292,417.0,,396.2,,356.0,33.0,,,,,329.2,,,,290.0,,818.1,202.5,,,567.0,394.8,377.1,553.0,380.0,300.3,,,,,,,,,223.9,125.0,,104.2,,64.0,-259.0,,,,,37.2,,,,-2.0,,526.1,-89.5,,,275.0,102.8,85.1,261.0,88.0,8.3,,,,,,,,,-68.1,,True,,True,False,,,,,True,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,,,,True
28155,229,183.0,,182.1,,177.0,22.0,,,,,177.9,,,,172.0,,378.0,48.2,,,296.0,191.7,177.1,266.0,180.0,146.9,,,,,,,,,134.3,-46.0,,-46.9,,-52.0,-207.0,,,,,-51.1,,,,-57.0,,149.0,-180.8,,,67.0,-37.3,-51.9,37.0,-49.0,-82.1,,,,,,,,,-94.7,,False,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,True,False,False,,,,,,,,,False
28157,57,132.0,,131.0,,119.0,0.0,,,,,126.1,,,,98.0,,348.1,19.4,,,181.0,116.1,117.3,188.0,140.0,141.1,,,,,,,,,117.2,75.0,,74.0,,62.0,-57.0,,,,,69.1,,,,41.0,,291.1,-37.6,,,124.0,59.1,60.3,131.0,83.0,84.1,,,,,,,,,60.2,,True,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,False,False,False,,,,,,,,,True
28159,353,444.0,,461.0,,350.0,20.0,,,,,421.2,,,,238.0,,358.4,179.1,,,412.0,428.9,433.7,507.0,396.0,267.3,,,,,,,,,348.5,91.0,,108.0,,-3.0,-333.0,,,,,68.2,,,,-115.0,,5.4,-173.9,,,59.0,75.9,80.7,154.0,43.0,-85.7,,,,,,,,,-4.5,,False,,True,False,,,,,True,,,,False,,True,False,,,True,True,True,False,True,True,,,,,,,,,True
28161,194,192.0,,189.9,,180.0,91.0,,,,,184.4,,,,209.0,,178.2,77.1,,,158.0,183.7,182.0,266.0,199.0,155.3,,,,,,,,,191.6,-2.0,,-4.1,,-14.0,-103.0,,,,,-9.6,,,,15.0,,-15.8,-116.9,,,-36.0,-10.3,-12.0,72.0,5.0,-38.7,,,,,,,,,-2.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
28163,362,279.0,,276.4,,297.0,256.0,,,,,434.7,,,,340.0,,255.2,271.5,,,388.0,345.1,306.0,464.0,403.0,297.6,,,,,,,,,288.4,-83.0,,-85.6,,-65.0,-106.0,,,,,72.7,,,,-22.0,,-106.8,-90.5,,,26.0,-16.9,-56.0,102.0,41.0,-64.4,,,,,,,,,-73.6,,False,,True,False,,,,,True,,,,True,,False,False,,,True,True,True,False,True,True,,,,,,,,,True
29001,355,360.0,,327.2,,308.0,220.0,,,,,399.1,,,,458.0,,197.4,140.6,,,299.0,347.2,415.2,538.0,309.0,307.8,,,,,,,,,612.0,5.0,,-27.8,,-47.0,-135.0,,,,,44.1,,,,103.0,,-157.6,-214.4,,,-56.0,-7.8,60.2,183.0,-46.0,-47.2,,,,,,,,,257.0,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29003,168,204.0,,184.4,,205.0,199.0,,,,,222.2,,,,277.0,,127.2,112.1,,,144.0,205.9,258.3,178.0,223.0,208.5,,,,,,,,,270.3,36.0,,16.4,,37.0,31.0,,,,,54.2,,,,109.0,,-40.8,-55.9,,,-24.0,37.9,90.3,10.0,55.0,40.5,,,,,,,,,102.3,,True,,False,True,,,,,False,,,,False,,False,False,,,True,False,False,True,False,False,,,,,,,,,False
29005,12,69.0,,69.8,,49.0,46.0,,,,,39.0,,,,82.0,,24.5,22.9,,,53.0,44.1,79.6,53.0,60.0,47.8,,,,,,,,,46.6,57.0,,57.8,,37.0,34.0,,,,,27.0,,,,70.0,,12.5,10.9,,,41.0,32.1,67.6,41.0,48.0,35.8,,,,,,,,,34.6,,False,,True,True,,,,,True,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,,,,True
29007,492,429.0,,451.6,,397.0,402.0,,,,,318.8,,,,348.0,,386.8,234.4,,,421.5,379.5,448.2,428.0,396.0,368.1,,,,,,,,,500.6,-63.0,,-40.4,,-95.0,-90.0,,,,,-173.2,,,,-144.0,,-105.2,-257.6,,,-70.5,-112.5,-43.8,-64.0,-96.0,-123.9,,,,,,,,,8.6,,True,,False,False,,,,,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,,,,True
29009,217,237.0,,228.1,,245.0,126.0,,,,,141.0,,,,555.0,,129.1,171.3,242.0,,257.0,306.8,329.2,176.0,305.0,312.6,,,,,,,,,261.2,20.0,,11.1,,28.0,-91.0,,,,,-76.0,,,,338.0,,-87.9,-45.7,25.0,,40.0,89.8,112.2,-41.0,88.0,95.6,,,,,,,,,44.2,,True,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,,,,,False
29011,87,102.0,,103.6,,101.0,66.0,,,,,87.5,,,,170.0,,42.9,51.6,,,62.0,107.8,140.8,138.0,110.0,120.8,,,,,,,,,122.3,15.0,,16.6,,14.0,-21.0,,,,,0.5,,,,83.0,,-44.1,-35.4,,,-25.0,20.8,53.8,51.0,23.0,33.8,,,,,,,,,35.3,,False,,True,False,,,,,True,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29013,198,192.0,,186.6,,166.0,145.0,,,,,116.5,,,,248.0,,121.9,57.7,,,174.0,172.3,208.4,187.0,169.0,138.5,,,,,,,,,185.9,-6.0,,-11.4,,-32.0,-53.0,,,,,-81.5,,,,50.0,,-76.1,-140.3,,,-24.0,-25.7,10.4,-11.0,-29.0,-59.5,,,,,,,,,-12.1,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29015,175,459.0,,469.4,,381.0,457.0,,,,,375.9,,,,233.0,,1083.0,134.6,,,406.0,371.0,348.1,715.0,342.0,272.8,,,,,,,,,354.4,284.0,,294.4,,206.0,282.0,,,,,200.9,,,,58.0,,908.0,-40.4,,,231.0,196.0,173.1,540.0,167.0,97.8,,,,,,,,,179.4,,False,,True,True,,,,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,,,,True
29017,63,108.0,,82.7,,116.0,100.0,,,,,74.3,,,,189.0,,76.7,80.5,,,48.0,122.1,152.4,114.0,136.0,196.4,,,,,,,,,150.1,45.0,,19.7,,53.0,37.0,,,,,11.3,,,,126.0,,13.7,17.5,,,-15.0,59.1,89.4,51.0,73.0,133.4,,,,,,,,,87.1,,True,,False,True,,,,,True,,,,False,,True,True,,,True,False,False,False,False,False,,,,,,,,,False
29019,1904,2217.0,,2274.3,,2091.0,2966.0,,,,,2179.0,,1818.1,,1991.0,,1119.1,1281.7,2020.0,,2102.5,2190.8,2628.2,2144.0,1914.0,2200.3,,,,,2868.0,1375.0,,,3110.8,313.0,,370.3,,187.0,1062.0,,,,,275.0,,-85.9,,87.0,,-784.9,-622.3,116.0,,198.5,286.8,724.2,240.0,10.0,296.3,,,,,964.0,-529.0,,,1206.8,,False,,True,False,,,,,True,,True,,True,,False,False,True,,True,True,False,True,True,True,,,,,False,False,,,False
29021,617,1260.0,,1263.8,,1152.0,1084.0,,,,,1542.2,,,,1702.0,,1020.2,765.1,4047.5,,1042.0,1172.6,1392.8,1204.0,1079.0,1201.6,,,,,1009.8,,,,2057.9,643.0,,646.8,,535.0,467.0,,,,,925.2,,,,1085.0,,403.2,148.1,3430.5,,425.0,555.6,775.8,587.0,462.0,584.6,,,,,392.8,,,,1440.9,,False,,True,True,,,,,False,,,,False,,True,True,False,,True,True,False,True,True,True,,,,,True,,,,False
29023,334,600.0,,628.4,,562.0,478.0,,,,,591.4,,,,938.0,,355.5,315.6,583.0,,601.0,551.1,619.6,568.0,545.0,558.5,,,,,723.5,,,,677.4,266.0,,294.4,,228.0,144.0,,,,,257.4,,,,604.0,,21.5,-18.4,249.0,,267.0,217.1,285.6,234.0,211.0,224.5,,,,,389.5,,,,343.4,,False,,True,True,,,,,True,,,,False,,True,True,True,,False,True,False,True,True,True,,,,,False,,,,False
29025,103,93.0,,90.9,,91.0,97.0,,,,,105.2,,,,147.0,,42.3,37.9,,,58.0,89.2,142.9,71.0,99.0,110.5,,,,,,,,,128.5,-10.0,,-12.1,,-12.0,-6.0,,,,,2.2,,,,44.0,,-60.7,-65.1,,,-45.0,-13.8,39.9,-32.0,-4.0,7.5,,,,,,,,,25.5,,False,,False,True,,,,,True,,,,False,,False,False,,,False,False,False,False,True,True,,,,,,,,,False
29027,561,615.0,,622.8,,578.0,301.0,,,,,471.3,,,,585.0,,404.0,288.0,717.5,,379.0,571.9,701.8,485.0,538.0,733.4,,,,,1159.6,,,,979.6,54.0,,61.8,,17.0,-260.0,,,,,-89.7,,,,24.0,,-157.0,-273.0,156.5,,-182.0,10.9,140.8,-76.0,-23.0,172.4,,,,,598.6,,,,418.6,,False,,True,False,,,,,False,,,,True,,False,False,False,,False,True,False,False,True,False,,,,,False,,,,False
29029,432,471.0,,476.7,,472.0,384.0,,,,,273.8,,,,442.0,,327.5,204.2,484.5,,511.0,516.9,552.6,470.0,507.0,524.6,,,,,311.7,,,,529.7,39.0,,44.7,,40.0,-48.0,,,,,-158.2,,,,10.0,,-104.5,-227.8,52.5,,79.0,84.9,120.6,38.0,75.0,92.6,,,,,-120.3,,,,97.7,,False,,False,False,,,,,False,,,,True,,False,False,False,,False,False,False,True,False,False,,,,,False,,,,False
29031,820,987.0,,982.2,,942.0,601.0,,,,,862.0,,,,1233.0,,457.8,606.3,1910.5,,636.0,898.6,985.6,656.0,1006.0,1319.5,,,,,801.2,,,,1334.4,167.0,,162.2,,122.0,-219.0,,,,,42.0,,,,413.0,,-362.2,-213.7,1090.5,,-184.0,78.6,165.6,-164.0,186.0,499.5,,,,,-18.8,,,,514.4,,True,,True,False,,,,,True,,,,False,,False,False,False,,False,True,True,True,False,False,,,,,True,,,,False
29033,126,216.0,,219.6,,155.0,157.0,,,,,174.6,,,,155.0,,105.4,63.8,,,186.0,144.8,179.9,179.0,150.0,134.7,,,,,,,,,207.4,90.0,,93.6,,29.0,31.0,,,,,48.6,,,,29.0,,-20.6,-62.2,,,60.0,18.8,53.9,53.0,24.0,8.7,,,,,,,,,81.4,,False,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,True
29035,38,66.0,,66.0,,61.0,63.0,,,,,71.1,,,,82.0,,32.4,15.2,,,37.0,55.7,76.6,94.0,66.0,71.7,,,,,,,,,80.0,28.0,,28.0,,23.0,25.0,,,,,33.1,,,,44.0,,-5.6,-22.8,,,-1.0,17.7,38.6,56.0,28.0,33.7,,,,,,,,,42.0,,True,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,False,False,False,,,,,,,,,False
29037,1071,1353.0,,1355.2,,1352.0,1601.0,,,,,1137.6,,,,1407.0,,999.6,929.0,1404.0,,1582.0,1402.9,1654.9,2164.0,1214.0,1100.4,,,,,1365.5,,,,1431.1,282.0,,284.2,,281.0,530.0,,,,,66.6,,,,336.0,,-71.4,-142.0,333.0,,511.0,331.9,583.9,1093.0,143.0,29.4,,,,,294.5,,,,360.1,,False,,True,False,,,,,True,,,,False,,True,True,False,,False,False,False,False,True,True,,,,,False,,,,False
29039,73,30.0,,30.6,,27.0,14.0,,,,,56.1,,,,202.0,,3.7,29.0,,,18.0,41.4,74.9,17.0,88.0,55.0,,,,,,,,,20.9,-43.0,,-42.4,,-46.0,-59.0,,,,,-16.9,,,,129.0,,-69.3,-44.0,,,-55.0,-31.6,1.9,-56.0,15.0,-18.0,,,,,,,,,-52.1,,True,,False,False,,,,,True,,,,False,,False,False,,,False,True,True,False,True,True,,,,,,,,,False
29041,61,48.0,,46.3,,37.0,27.0,,,,,69.8,,,,114.0,,19.9,8.6,,,21.0,51.3,84.8,30.0,64.0,35.3,,,,,,,,,56.7,-13.0,,-14.7,,-24.0,-34.0,,,,,8.8,,,,53.0,,-41.1,-52.4,,,-40.0,-9.7,23.8,-31.0,3.0,-25.7,,,,,,,,,-4.3,,False,,False,False,,,,,True,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,,,,True
29043,1066,1296.0,,1299.5,,1151.0,1662.0,,,,,1325.7,,,,973.0,,1102.0,549.9,1403.5,,1225.0,1185.4,1293.1,1571.0,1184.0,1356.8,,,,,829.7,,,,980.0,230.0,,233.5,,85.0,596.0,,,,,259.7,,,,-93.0,,36.0,-516.1,337.5,,159.0,119.4,227.1,505.0,118.0,290.8,,,,,-236.3,,,,-86.0,,False,,True,False,,,,,False,,,,True,,True,False,False,,True,True,True,False,True,False,,,,,False,,,,True
29045,41,48.0,,46.5,,48.0,52.0,,,,,13.4,,,,90.0,,18.1,34.8,,,10.0,40.1,81.4,29.0,63.0,55.5,,,,,,,,,65.6,7.0,,5.5,,7.0,11.0,,,,,-27.6,,,,49.0,,-22.9,-6.2,,,-31.0,-0.9,40.4,-12.0,22.0,14.5,,,,,,,,,24.6,,True,,False,False,,,,,False,,,,False,,False,True,,,False,True,False,False,False,False,,,,,,,,,False
29047,984,1293.0,,1215.4,,1360.0,1734.0,,,,,3451.2,,,,3492.0,,794.2,1494.1,2183.0,,1400.0,1432.3,1875.8,1742.0,1583.0,1161.3,,,,,903.2,825.0,,,1442.4,309.0,,231.4,,376.0,750.0,,,,,2467.2,,,,2508.0,,-189.8,510.1,1199.0,,416.0,448.3,891.8,758.0,599.0,177.3,,,,,-80.8,-159.0,,,458.4,,True,,False,False,,,,,False,,,,False,,True,False,False,,False,False,False,False,False,True,,,,,True,True,,,False
29049,215,303.0,,288.6,,294.0,254.0,,,,,381.8,,,,343.0,,290.9,87.7,,,421.0,299.1,334.9,409.0,269.0,231.7,,,,,,,,,368.5,88.0,,73.6,,79.0,39.0,,,,,166.8,,,,128.0,,75.9,-127.3,,,206.0,84.1,119.9,194.0,54.0,16.7,,,,,,,,,153.5,,True,,True,True,,,,,False,,,,False,,True,False,,,False,True,False,False,True,True,,,,,,,,,False
29051,786,897.0,,900.6,,883.0,474.0,,,,,989.8,,,,886.0,,397.2,561.8,1077.5,,307.0,911.9,1040.0,611.0,877.0,1596.1,,,,,2522.4,,,,1116.6,111.0,,114.6,,97.0,-312.0,,,,,203.8,,,,100.0,,-388.8,-224.2,291.5,,-479.0,125.9,254.0,-175.0,91.0,810.1,,,,,1736.4,,,,330.6,,False,,True,False,,,,,False,,,,True,,False,False,False,,False,False,False,False,True,False,,,,,False,,,,False
29053,189,222.0,,236.1,,213.0,120.0,,,,,209.3,,,,248.0,,120.7,70.5,,,201.0,238.3,279.5,246.0,218.0,305.6,,,,,,,,,218.4,33.0,,47.1,,24.0,-69.0,,,,,20.3,,,,59.0,,-68.3,-118.5,,,12.0,49.3,90.5,57.0,29.0,116.6,,,,,,,,,29.4,,False,,True,False,,,,,True,,,,False,,False,False,,,True,False,False,False,True,False,,,,,,,,,True
29055,354,330.0,,318.0,,311.0,350.0,,,,,305.8,,,,293.0,,177.2,118.4,,,242.0,321.1,349.2,294.0,312.0,320.5,,,,,,,,,492.7,-24.0,,-36.0,,-43.0,-4.0,,,,,-48.2,,,,-61.0,,-176.8,-235.6,,,-112.0,-32.9,-4.8,-60.0,-42.0,-33.5,,,,,,,,,138.7,,False,,False,True,,,,,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,,,,False
29057,50,51.0,,55.4,,49.0,39.0,,,,,37.9,,,,82.0,,18.0,32.4,,,35.0,55.2,79.9,75.0,59.0,65.0,,,,,,,,,50.3,1.0,,5.4,,-1.0,-11.0,,,,,-12.1,,,,32.0,,-32.0,-17.6,,,-15.0,5.2,29.9,25.0,9.0,15.0,,,,,,,,,0.3,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,True
