,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29059,63,72.0,,67.6,,70.0,42.0,,,,,76.8,,,,192.0,,35.2,53.2,,,30.0,77.1,122.0,42.0,124.0,115.1,,,,,,,,,70.1,9.0,,4.6,,7.0,-21.0,,,,,13.8,,,,129.0,,-27.8,-9.8,,,-33.0,14.1,59.0,-21.0,61.0,52.1,,,,,,,,,7.1,,True,,True,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,True
29061,76,99.0,,93.8,,96.0,86.0,,,,,136.6,,,,151.0,,84.1,36.3,,,101.0,85.1,123.3,160.0,93.0,133.8,,,,,,,,,136.0,23.0,,17.8,,20.0,10.0,,,,,60.6,,,,75.0,,8.1,-39.7,,,25.0,9.1,47.3,84.0,17.0,57.8,,,,,,,,,60.0,,True,,True,True,,,,,False,,,,False,,True,False,,,False,True,False,False,True,False,,,,,,,,,False
29063,105,147.0,,150.7,,145.0,114.0,,,,,114.8,,,,187.0,,62.5,59.9,,,168.0,149.3,219.4,100.0,139.0,162.3,,,,,,,,,170.3,42.0,,45.7,,40.0,9.0,,,,,9.8,,,,82.0,,-42.5,-45.1,,,63.0,44.3,114.4,-5.0,34.0,57.3,,,,,,,,,65.3,,False,,True,True,,,,,True,,,,False,,False,False,,,False,False,False,True,True,False,,,,,,,,,False
29065,107,120.0,,122.2,,115.0,98.0,,,,,86.5,,,,195.0,,89.3,88.8,,,54.0,106.7,157.5,89.0,135.0,155.6,,,,,,,,,148.1,13.0,,15.2,,8.0,-9.0,,,,,-20.5,,,,88.0,,-17.7,-18.2,,,-53.0,-0.3,50.5,-18.0,28.0,48.6,,,,,,,,,41.1,,False,,True,True,,,,,False,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,,,,False
29067,129,135.0,,129.6,,110.0,130.0,,,,,169.4,,,,171.0,,59.7,96.7,,,94.0,127.5,147.8,177.0,126.0,102.1,,,,,,,,,92.5,6.0,,0.6,,-19.0,1.0,,,,,40.4,,,,42.0,,-69.3,-32.3,,,-35.0,-1.5,18.8,48.0,-3.0,-26.9,,,,,,,,,-36.5,,True,,False,True,,,,,False,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,,,,False
29069,263,240.0,,250.7,,247.0,194.0,,,,,139.3,,,,836.0,,148.2,150.8,293.0,,151.0,246.9,282.7,154.0,269.0,303.7,,,,,,,,,285.4,-23.0,,-12.3,,-16.0,-69.0,,,,,-123.7,,,,573.0,,-114.8,-112.2,30.0,,-112.0,-16.1,19.7,-109.0,6.0,40.7,,,,,,,,,22.4,,True,,True,False,,,,,False,,,,False,,False,False,False,,False,True,True,False,True,False,,,,,,,,,True
29071,1124,1263.0,,1260.9,,1176.0,881.0,,,,,1116.3,,,,1342.0,,684.1,788.9,1192.0,,1048.0,1320.3,1295.5,1070.0,1247.0,1273.8,,,,,1605.0,,,,971.3,139.0,,136.9,,52.0,-243.0,,,,,-7.7,,,,218.0,,-439.9,-335.1,68.0,,-76.0,196.3,171.5,-54.0,123.0,149.8,,,,,481.0,,,,-152.7,,True,,True,False,,,,,True,,,,False,,False,False,True,,True,False,False,True,True,False,,,,,False,,,,False
29073,126,150.0,,158.3,,142.0,160.0,,,,,105.8,,,,163.0,,101.7,71.4,,,100.0,148.5,176.5,125.0,141.0,137.9,,,,,,,,,159.3,24.0,,32.3,,16.0,34.0,,,,,-20.2,,,,37.0,,-24.3,-54.6,,,-26.0,22.5,50.5,-1.0,15.0,11.9,,,,,,,,,33.3,,False,,True,False,,,,,True,,,,False,,False,False,,,False,True,False,True,True,True,,,,,,,,,False
29075,108,135.0,,132.3,,113.0,118.0,,,,,122.8,,,,111.0,,85.5,38.6,,,100.0,115.6,134.2,144.0,114.0,152.4,,,,,,,,,177.6,27.0,,24.3,,5.0,10.0,,,,,14.8,,,,3.0,,-22.5,-69.4,,,-8.0,7.6,26.2,36.0,6.0,44.4,,,,,,,,,69.6,,True,,True,True,,,,,True,,,,True,,True,False,,,True,True,True,False,True,False,,,,,,,,,False
29077,3058,3777.0,,3855.6,,3614.0,4705.0,,,,,4209.3,,4132.9,,3687.0,,2686.7,1792.2,5992.0,,3577.0,3604.4,3365.8,3809.0,3554.0,3184.1,,,,,2249.1,1972.0,,,5882.6,719.0,,797.6,,556.0,1647.0,,,,,1151.3,,1074.9,,629.0,,-371.3,-1265.8,2934.0,,519.0,546.4,307.8,751.0,496.0,126.1,,,,,-808.9,-1086.0,,,2824.6,,False,,True,False,,,,,False,,False,,True,,True,False,False,,True,True,True,False,True,True,,,,,False,False,,,False
29079,104,141.0,,148.4,,132.0,148.0,,,,,112.0,,,,196.0,,62.7,61.7,,,201.0,133.2,177.5,133.0,123.0,120.6,,,,,,,,,113.3,37.0,,44.4,,28.0,44.0,,,,,8.0,,,,92.0,,-41.3,-42.3,,,97.0,29.2,73.5,29.0,19.0,16.6,,,,,,,,,9.3,,False,,True,False,,,,,True,,,,False,,False,False,,,False,True,False,True,True,True,,,,,,,,,True
29081,128,249.0,,261.7,,163.0,158.0,,,,,187.6,,,,147.0,,186.7,28.7,,,184.0,161.6,183.2,319.0,170.0,143.8,,,,,,,,,235.3,121.0,,133.7,,35.0,30.0,,,,,59.6,,,,19.0,,58.7,-99.3,,,56.0,33.6,55.2,191.0,42.0,15.8,,,,,,,,,107.3,,False,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,,,,True
29083,197,246.0,,229.4,,230.0,217.0,,,,,339.9,,,,326.0,,107.2,96.4,261.0,,68.0,213.4,276.5,208.0,256.0,298.8,,,,,,,,,286.9,49.0,,32.4,,33.0,20.0,,,,,142.9,,,,129.0,,-89.8,-100.6,64.0,,-129.0,16.4,79.5,11.0,59.0,101.8,,,,,,,,,89.9,,True,,True,True,,,,,False,,,,False,,False,False,False,,False,True,False,True,False,False,,,,,,,,,False
29085,37,45.0,,46.1,,49.0,27.0,,,,,30.8,,,,89.0,,24.1,37.7,,,30.5,70.6,99.1,30.0,59.0,63.3,,,,,,,,,60.0,8.0,,9.1,,12.0,-10.0,,,,,-6.2,,,,52.0,,-12.9,0.7,,,-6.5,33.6,62.1,-7.0,22.0,26.3,,,,,,,,,23.0,,False,,False,False,,,,,True,,,,False,,False,True,,,True,False,False,True,False,False,,,,,,,,,False
29087,23,54.0,,62.0,,48.0,19.0,,,,,46.5,,,,64.0,,14.8,35.0,,,9.0,43.3,75.5,50.0,55.0,79.1,,,,,,,,,77.4,31.0,,39.0,,25.0,-4.0,,,,,23.5,,,,41.0,,-8.2,12.0,,,-14.0,20.3,52.5,27.0,32.0,56.1,,,,,,,,,54.4,,False,,True,True,,,,,True,,,,False,,True,True,,,True,True,False,True,False,False,,,,,,,,,False
29089,63,90.0,,89.6,,86.0,103.0,,,,,34.6,,,,132.0,,38.5,63.8,,,44.0,81.5,128.3,45.0,93.0,121.8,,,,,,,,,65.2,27.0,,26.6,,23.0,40.0,,,,,-28.4,,,,69.0,,-24.5,0.8,,,-19.0,18.5,65.3,-18.0,30.0,58.8,,,,,,,,,2.2,,True,,True,False,,,,,False,,,,False,,True,True,,,True,True,False,True,False,False,,,,,,,,,True
29091,326,1167.0,,1086.1,,473.0,1584.0,,,,,2540.9,,,,648.0,,147.0,357.3,233.0,,156.0,598.6,421.3,1412.0,1031.0,249.2,,,,,,,,,1675.6,841.0,,760.1,,147.0,1258.0,,,,,2214.9,,,,322.0,,-179.0,31.3,-93.0,,-170.0,272.6,95.3,1086.0,705.0,-76.8,,,,,,,,,1349.6,,True,,True,False,,,,,False,,,,True,,True,True,True,,True,True,True,False,True,True,,,,,,,,,False
29093,124,93.0,,100.0,,70.0,63.0,,,,,120.5,,,,116.0,,29.9,62.6,,,22.0,76.6,109.4,110.0,87.0,39.0,,,,,,,,,108.9,-31.0,,-24.0,,-54.0,-61.0,,,,,-3.5,,,,-8.0,,-94.1,-61.4,,,-102.0,-47.4,-14.6,-14.0,-37.0,-85.0,,,,,,,,,-15.1,,True,,False,False,,,,,True,,,,True,,False,False,,,False,False,True,True,False,False,,,,,,,,,True
29095,3536,4911.0,,4887.5,9835.9,4873.0,4953.0,,,,,10965.4,,,,9318.0,,3612.7,4771.0,10432.0,,3633.0,4867.5,5607.6,7667.0,5173.0,4685.4,,,,,4125.5,2735.0,,,6237.7,1375.0,,1351.5,6299.9,1337.0,1417.0,,,,,7429.4,,,,5782.0,,76.7,1235.0,6896.0,,97.0,1331.5,2071.6,4131.0,1637.0,1149.4,,,,,589.5,-801.0,,,2701.7,,True,False,True,False,,,,,False,,,,False,,True,True,False,,True,True,False,False,False,True,,,,,True,True,,,False
29097,1142,1233.0,,1181.0,,1179.0,1216.0,,,,,898.7,,,,2069.0,,525.6,768.7,1268.0,,709.0,1188.4,1346.1,937.0,1282.0,1819.1,,,,,823.6,,,,1415.0,91.0,,39.0,,37.0,74.0,,,,,-243.3,,,,927.0,,-616.4,-373.3,126.0,,-433.0,46.4,204.1,-205.0,140.0,677.1,,,,,-318.4,,,,273.0,,True,,True,True,,,,,False,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,False,,,,False
29099,2445,2823.0,,2838.1,,2763.0,2515.0,,,,,2680.1,,,,2959.0,,1491.0,1884.8,4711.0,,2650.5,3081.9,3209.4,2068.0,2769.0,3391.2,,,,,2725.5,1987.0,,,4765.1,378.0,,393.1,,318.0,70.0,,,,,235.1,,,,514.0,,-954.0,-560.2,2266.0,,205.5,636.9,764.4,-377.0,324.0,946.2,,,,,280.5,-458.0,,,2320.1,,False,,True,True,,,,,True,,,,False,,False,False,False,,True,False,False,True,True,False,,,,,True,False,,,False
29101,411,558.0,,539.4,,531.0,428.0,,,,,525.3,,,,678.0,,328.3,300.0,540.0,,319.0,519.0,681.6,499.0,560.0,605.3,,,,,549.1,,,,668.3,147.0,,128.4,,120.0,17.0,,,,,114.3,,,,267.0,,-82.7,-111.0,129.0,,-92.0,108.0,270.6,88.0,149.0,194.3,,,,,138.1,,,,257.3,,True,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,False,False,,,,,True,,,,False
29103,12,9.0,,11.3,,10.0,0.0,,,,,2.1,,,,48.0,,1.3,16.7,,,3.0,9.9,39.7,5.0,20.0,13.9,,,,,,,,,23.7,-3.0,,-0.7,,-2.0,-12.0,,,,,-9.9,,,,36.0,,-10.7,4.7,,,-9.0,-2.1,27.7,-7.0,8.0,1.9,,,,,,,,,11.7,,True,,True,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,True,,,,,,,,,False
29105,335,627.0,,654.2,,562.0,568.0,,,,,650.0,,,,446.0,,594.6,376.3,524.0,,561.0,574.6,599.2,969.0,557.0,455.2,,,,,,,,,798.5,292.0,,319.2,,227.0,233.0,,,,,315.0,,,,111.0,,259.6,41.3,189.0,,226.0,239.6,264.2,634.0,222.0,120.2,,,,,,,,,463.5,,False,,True,True,,,,,False,,,,True,,True,True,True,,True,True,True,False,True,True,,,,,,,,,False
29107,362,354.0,,356.7,,335.0,271.0,,,,,314.4,,,,510.0,,197.0,138.8,321.0,,278.5,372.3,468.1,249.0,368.0,394.7,,,,,,,,,439.9,-8.0,,-5.3,,-27.0,-91.0,,,,,-47.6,,,,148.0,,-165.0,-223.2,-41.0,,-83.5,10.3,106.1,-113.0,6.0,32.7,,,,,,,,,77.9,,True,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,True,False,,,,,,,,,False
29109,262,249.0,,239.0,,277.0,150.0,,,,,199.7,,,,584.0,,121.2,194.3,304.0,,180.0,306.4,362.8,157.0,305.0,369.7,,,,,,,,,341.2,-13.0,,-23.0,,15.0,-112.0,,,,,-62.3,,,,322.0,,-140.8,-67.7,42.0,,-82.0,44.4,100.8,-105.0,43.0,107.7,,,,,,,,,79.2,,False,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,,,,,False
29111,77,105.0,,108.8,,65.0,70.0,,,,,107.1,,,,139.0,,41.1,35.4,,,43.0,51.7,106.8,82.0,111.0,63.7,,,,,,,,,114.6,28.0,,31.8,,-12.0,-7.0,,,,,30.1,,,,62.0,,-35.9,-41.6,,,-34.0,-25.3,29.8,5.0,34.0,-13.3,,,,,,,,,37.6,,False,,True,True,,,,,False,,,,False,,False,False,,,False,True,False,True,False,True,,,,,,,,,False
29113,621,798.0,,810.6,,759.0,588.0,,,,,841.7,,,,713.0,,421.5,449.6,829.0,,624.0,882.0,1021.1,778.0,772.0,807.1,,,,,924.1,,,,844.9,177.0,,189.6,,138.0,-33.0,,,,,220.7,,,,92.0,,-199.5,-171.4,208.0,,3.0,261.0,400.1,157.0,151.0,186.1,,,,,303.1,,,,223.9,,False,,True,True,,,,,False,,,,True,,False,True,False,,True,False,False,True,True,False,,,,,False,,,,False
29115,48,99.0,,101.3,,91.0,85.0,,,,,86.4,,,,190.0,,44.0,39.0,,,92.0,100.4,159.9,81.0,99.0,90.6,,,,,,,,,118.7,51.0,,53.3,,43.0,37.0,,,,,38.4,,,,142.0,,-4.0,-9.0,,,44.0,52.4,111.9,33.0,51.0,42.6,,,,,,,,,70.7,,False,,True,True,,,,,True,,,,False,,True,True,,,True,False,False,True,False,True,,,,,,,,,False
29117,181,180.0,,175.0,,155.0,161.0,,,,,141.8,,,,261.0,,116.5,73.5,,,118.0,135.1,202.1,161.0,173.0,146.5,,,,,,,,,187.0,-1.0,,-6.0,,-26.0,-20.0,,,,,-39.2,,,,80.0,,-64.5,-107.5,,,-63.0,-45.9,21.1,-20.0,-8.0,-34.5,,,,,,,,,6.0,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29119,184,165.0,,168.7,,158.0,126.0,,,,,196.6,,,,450.0,,151.7,108.5,,,141.0,158.0,198.2,212.0,190.0,200.8,,,,,,,,,216.4,-19.0,,-15.3,,-26.0,-58.0,,,,,12.6,,,,266.0,,-32.3,-75.5,,,-43.0,-26.0,14.2,28.0,6.0,16.8,,,,,,,,,32.4,,True,,False,False,,,,,True,,,,False,,False,False,,,False,False,True,False,True,True,,,,,,,,,False
29121,167,129.0,,121.2,,126.0,80.0,,,,,76.5,,,,224.0,,53.1,84.7,186.5,,22.0,121.7,203.7,66.0,138.0,127.8,,,,,,,,,146.9,-38.0,,-45.8,,-41.0,-87.0,,,,,-90.5,,,,57.0,,-113.9,-82.3,19.5,,-145.0,-45.3,36.7,-101.0,-29.0,-39.2,,,,,,,,,-20.1,,False,,False,False,,,,,False,,,,False,,False,False,True,,False,False,True,False,True,False,,,,,,,,,True
29123,199,204.0,,213.4,,174.0,35.0,,,,,138.3,,,,183.0,,103.1,111.0,,,148.0,179.1,211.8,143.0,172.0,258.6,,,,,,,,,300.7,5.0,,14.4,,-25.0,-164.0,,,,,-60.7,,,,-16.0,,-95.9,-88.0,,,-51.0,-19.9,12.8,-56.0,-27.0,59.6,,,,,,,,,101.7,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29125,58,66.0,,64.3,,62.0,49.0,,,,,35.4,,,,93.0,,33.1,38.6,,,20.0,55.9,92.1,42.0,76.0,90.0,,,,,,,,,85.6,8.0,,6.3,,4.0,-9.0,,,,,-22.6,,,,35.0,,-24.9,-19.4,,,-38.0,-2.1,34.1,-16.0,18.0,32.0,,,,,,,,,27.6,,True,,True,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,,,,False
29127,282,486.0,,496.0,,433.0,357.0,,,,,254.4,,,,431.0,,371.7,289.5,,,305.0,426.0,489.0,413.0,444.0,502.9,,,,,,,,,555.2,204.0,,214.0,,151.0,75.0,,,,,-27.6,,,,149.0,,89.7,7.5,,,23.0,144.0,207.0,131.0,162.0,220.9,,,,,,,,,273.2,,False,,True,True,,,,,True,,,,True,,True,True,,,True,True,False,True,True,False,,,,,,,,,False
29129,31,36.0,,36.8,,29.0,18.0,,,,,45.1,,,,41.0,,7.4,9.8,,,41.0,33.5,55.9,14.0,31.0,14.3,,,,,,,,,34.6,5.0,,5.8,,-2.0,-13.0,,,,,14.1,,,,10.0,,-23.6,-21.1,,,10.0,2.5,24.9,-17.0,0.0,-16.7,,,,,,,,,3.6,,False,,True,False,,,,,False,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,,,,True
29131,303,348.0,,345.6,,322.0,242.0,,,,,292.2,,,,316.0,,287.2,207.7,,,318.0,339.6,372.3,426.0,360.0,358.1,,,,,,,,,465.6,45.0,,42.6,,19.0,-61.0,,,,,-10.8,,,,13.0,,-15.8,-95.3,,,15.0,36.6,69.3,123.0,57.0,55.1,,,,,,,,,162.6,,True,,True,False,,,,,True,,,,True,,True,False,,,True,True,False,False,False,False,,,,,,,,,False
29133,112,216.0,,252.7,,196.0,234.0,,,,,244.6,,,,277.0,,72.9,105.1,,,140.0,191.2,234.0,183.0,186.0,262.6,,,,,,,,,262.0,104.0,,140.7,,84.0,122.0,,,,,132.6,,,,165.0,,-39.1,-6.9,,,28.0,79.2,122.0,71.0,74.0,150.6,,,,,,,,,150.0,,False,,True,False,,,,,False,,,,False,,True,True,,,True,True,False,True,True,False,,,,,,,,,False
29135,152,171.0,,157.6,,166.0,107.0,,,,,170.8,,,,211.0,,94.0,76.4,,,83.5,179.1,241.1,120.0,174.0,223.7,,,,,,,,,287.9,19.0,,5.6,,14.0,-45.0,,,,,18.8,,,,59.0,,-58.0,-75.6,,,-68.5,27.1,89.1,-32.0,22.0,71.7,,,,,,,,,135.9,,True,,True,False,,,,,True,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29137,84,90.0,,84.3,,82.0,71.0,,,,,48.7,,,,87.0,,35.5,51.9,,,50.0,85.9,123.2,47.0,89.0,107.3,,,,,,,,,78.4,6.0,,0.3,,-2.0,-13.0,,,,,-35.3,,,,3.0,,-48.5,-32.1,,,-34.0,1.9,39.2,-37.0,5.0,23.3,,,,,,,,,-5.6,,True,,True,False,,,,,False,,,,True,,False,False,,,False,True,False,False,True,False,,,,,,,,,True
29139,105,105.0,,105.1,,103.0,72.0,,,,,88.6,,,,117.0,,44.2,27.2,,,127.0,119.1,168.8,72.0,104.0,102.4,,,,,,,,,122.4,0.0,,0.1,,-2.0,-33.0,,,,,-16.4,,,,12.0,,-60.8,-77.8,,,22.0,14.1,63.8,-33.0,-1.0,-2.6,,,,,,,,,17.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
29141,185,366.0,,383.6,,294.0,251.0,,,,,294.9,,,,223.0,,379.9,118.1,,,309.0,322.8,352.7,557.0,292.0,263.1,,,,,,,,,398.0,181.0,,198.6,,109.0,66.0,,,,,109.9,,,,38.0,,194.9,-66.9,,,124.0,137.8,167.7,372.0,107.0,78.1,,,,,,,,,213.0,,False,,True,True,,,,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,,,,False
29143,155,183.0,,189.5,,167.0,42.0,,,,,158.4,,,,342.0,,69.7,94.3,,,41.0,181.5,215.0,100.0,182.0,254.8,,,,,,,,,209.4,28.0,,34.5,,12.0,-113.0,,,,,3.4,,,,187.0,,-85.3,-60.7,,,-114.0,26.5,60.0,-55.0,27.0,99.8,,,,,,,,,54.4,,False,,True,False,,,,,True,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,,,,False
29145,370,264.0,,246.3,,279.0,96.0,,,,,192.0,,,,1147.0,,83.8,273.9,342.5,,200.0,326.3,406.4,155.0,440.0,478.4,,,,,208.3,,,,337.9,-106.0,,-123.7,,-91.0,-274.0,,,,,-178.0,,,,777.0,,-286.2,-96.1,-27.5,,-170.0,-43.7,36.4,-215.0,70.0,108.4,,,,,-161.7,,,,-32.1,,False,,True,False,,,,,False,,,,False,,False,True,True,,False,True,True,False,True,False,,,,,False,,,,True
29147,120,228.0,,217.9,,206.0,152.0,,,,,63.2,,,,378.0,,135.0,153.4,,,116.0,197.0,302.3,134.0,255.0,438.6,,,,,,,,,314.9,108.0,,97.9,,86.0,32.0,,,,,-56.8,,,,258.0,,15.0,33.4,,,-4.0,77.0,182.3,14.0,135.0,318.6,,,,,,,,,194.9,,True,,True,True,,,,,True,,,,False,,True,True,,,True,True,False,True,False,False,,,,,,,,,False
29149,79,201.0,,206.3,,96.0,91.0,,,,,352.4,,,,182.0,,43.3,56.4,,,46.0,128.5,141.3,247.0,152.0,83.4,,,,,,,,,134.2,122.0,,127.3,,17.0,12.0,,,,,273.4,,,,103.0,,-35.7,-22.6,,,-33.0,49.5,62.3,168.0,73.0,4.4,,,,,,,,,55.2,,False,,True,True,,,,,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,,,,True
29151,159,135.0,,145.2,,134.0,76.0,,,,,84.9,,,,185.0,,97.4,56.6,,,93.0,134.9,187.5,100.0,142.0,179.1,,,,,,,,,161.0,-24.0,,-13.8,,-25.0,-83.0,,,,,-74.1,,,,26.0,,-61.6,-102.4,,,-66.0,-24.1,28.5,-59.0,-17.0,20.1,,,,,,,,,2.0,,True,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,True,True,,,,,,,,,True
29153,52,81.0,,83.1,,62.0,53.0,,,,,113.7,,,,100.0,,33.4,53.4,,,62.0,75.6,98.6,92.0,80.0,53.0,,,,,,,,,54.4,29.0,,31.1,,10.0,1.0,,,,,61.7,,,,48.0,,-18.6,1.4,,,10.0,23.6,46.6,40.0,28.0,1.0,,,,,,,,,2.4,,False,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,False,True,True,,,,,,,,,True
29155,91,138.0,,152.4,,159.0,190.0,,,,,102.8,,,,454.0,,117.8,93.1,,,87.0,157.3,187.3,117.0,156.0,203.6,,,,,,,,,176.4,47.0,,61.4,,68.0,99.0,,,,,11.8,,,,363.0,,26.8,2.1,,,-4.0,66.3,96.3,26.0,65.0,112.6,,,,,,,,,85.4,,False,,False,False,,,,,True,,,,False,,True,True,,,True,False,False,True,False,False,,,,,,,,,False
29157,185,183.0,,196.2,,152.0,109.0,,,,,155.2,,,,294.0,,64.2,105.0,,,63.0,183.1,235.8,116.0,234.0,340.5,,,,,,,,,124.6,-2.0,,11.2,,-33.0,-76.0,,,,,-29.8,,,,109.0,,-120.8,-80.0,,,-122.0,-1.9,50.8,-69.0,49.0,155.5,,,,,,,,,-60.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,,,,False
29159,592,1671.0,,1599.1,,1173.0,1115.0,,,,,1849.9,,,,724.0,,4345.8,570.1,1072.5,,2363.5,1311.6,1077.0,2190.0,1247.0,864.0,,,,,1264.3,,,,873.4,1079.0,,1007.1,,581.0,523.0,,,,,1257.9,,,,132.0,,3753.8,-21.9,480.5,,1771.5,719.6,485.0,1598.0,655.0,272.0,,,,,672.3,,,,281.4,,True,,True,True,,,,,False,,,,True,,False,True,True,,False,True,True,False,True,True,,,,,True,,,,True
29161,433,477.0,,488.0,,422.0,305.0,,,,,608.8,,,,438.0,,285.6,307.4,563.0,,346.0,450.0,512.4,358.0,471.0,399.2,,,,,,,,,494.6,44.0,,55.0,,-11.0,-128.0,,,,,175.8,,,,5.0,,-147.4,-125.6,130.0,,-87.0,17.0,79.4,-75.0,38.0,-33.8,,,,,,,,,61.6,,False,,True,False,,,,,False,,,,True,,False,False,False,,False,True,False,False,True,True,,,,,,,,,False
29163,187,258.0,,250.9,,245.0,241.0,,,,,221.0,,,,248.0,,146.7,106.8,,,94.0,239.4,294.6,213.0,244.0,288.3,,,,,,,,,272.1,71.0,,63.9,,58.0,54.0,,,,,34.0,,,,61.0,,-40.3,-80.2,,,-93.0,52.4,107.6,26.0,57.0,101.3,,,,,,,,,85.1,,True,,True,True,,,,,True,,,,True,,True,False,,,False,True,False,True,True,False,,,,,,,,,False
29165,505,441.0,,448.1,,454.0,300.0,,,,,806.4,,,,1235.0,,360.0,461.8,576.5,,277.0,468.5,644.5,632.0,605.0,455.1,,,,,,,,,573.7,-64.0,,-56.9,,-51.0,-205.0,,,,,301.4,,,,730.0,,-145.0,-43.2,71.5,,-228.0,-36.5,139.5,127.0,100.0,-49.9,,,,,,,,,68.7,,True,,True,False,,,,,False,,,,False,,False,True,False,,False,True,False,False,False,True,,,,,,,,,False
29167,239,327.0,,345.6,,351.0,390.0,,,,,232.0,,,,391.0,,612.6,227.5,868.5,,301.0,340.2,359.8,574.0,360.0,271.7,,,,,,,,,433.2,88.0,,106.6,,112.0,151.0,,,,,-7.0,,,,152.0,,373.6,-11.5,629.5,,62.0,101.2,120.8,335.0,121.0,32.7,,,,,,,,,194.2,,False,,False,False,,,,,True,,,,False,,False,True,False,,True,False,False,False,False,True,,,,,,,,,False
