,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26003,41,30.0,,27.7,,24.0,23.0,,,,,34.2,50.0,,,25.0,,6.9,22.4,,,15.0,26.6,,49.0,31.0,28.2,,,,,,59.1,,,,38.3,-11.0,,-13.3,,-17.0,-18.0,,,,,-6.8,9.0,,,-16.0,,-34.1,-18.6,,,-26.0,-14.4,,8.0,-10.0,-12.8,,,,,,18.1,,,,-2.7,,False,,False,False,,,,,True,True,,,False,,False,False,,,False,False,,True,True,False,,,,,,False,,,,True
26005,510,800.0,,841.6,,658.0,674.0,,,,,476.6,703.9,,,882.0,,407.9,568.0,744.5,,546.0,619.2,,977.0,652.0,655.1,,,,,736.4,670.9,,,,791.6,290.0,,331.6,,148.0,164.0,,,,,-33.4,193.9,,,372.0,,-102.1,58.0,234.5,,36.0,109.2,,467.0,142.0,145.1,,,,,226.4,160.9,,,,281.6,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,True,True,,,,True
26007,109,198.0,,198.6,,140.0,115.0,,,,,137.0,282.1,,,309.0,,76.4,155.7,,,113.0,143.2,,318.0,158.0,151.9,,,,,,169.6,,,,258.8,89.0,,89.6,,31.0,6.0,,,,,28.0,173.1,,,200.0,,-32.6,46.7,,,4.0,34.2,,209.0,49.0,42.9,,,,,,60.6,,,,149.8,,False,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
26009,98,68.0,,73.7,,60.0,40.0,,,,,51.7,20.8,,,184.0,,40.3,79.7,,,47.0,62.9,,90.0,59.0,97.0,,,,,,79.8,,,,80.0,-30.0,,-24.3,,-38.0,-58.0,,,,,-46.3,-77.2,,,86.0,,-57.7,-18.3,,,-51.0,-35.1,,-8.0,-39.0,-1.0,,,,,,-18.2,,,,-18.0,,True,,False,False,,,,,False,False,,,False,,False,True,,,False,False,,True,False,True,,,,,,True,,,,True
26011,44,50.0,,60.5,,49.0,37.0,,,,,50.3,26.4,,,146.0,,16.4,53.2,,,19.0,47.5,,,55.0,63.5,,,,,,66.1,,,,42.9,6.0,,16.5,,5.0,-7.0,,,,,6.3,-17.6,,,102.0,,-27.6,9.2,,,-25.0,3.5,,,11.0,19.5,,,,,,22.1,,,,-1.1,,False,,True,False,,,,,False,False,,,False,,False,False,,,False,True,,,False,False,,,,,,False,,,,True
26013,26,0.0,,0.0,,18.0,30.0,,,,,34.7,10.3,,,34.0,,10.2,15.6,,,7.0,28.4,,,23.0,22.0,,,,,,71.0,,,,59.8,-26.0,,-26.0,,-8.0,4.0,,,,,8.7,-15.7,,,8.0,,-15.8,-10.4,,,-19.0,2.4,,,-3.0,-4.0,,,,,,45.0,,,,33.8,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,,True,True,,,,,,False,,,,False
26015,271,202.0,,184.2,,206.0,103.0,,,,,190.4,93.8,,,453.0,,107.5,279.7,340.5,,154.0,188.8,,291.0,221.0,273.7,,,,,362.3,208.0,,,,323.9,-69.0,,-86.8,,-65.0,-168.0,,,,,-80.6,-177.2,,,182.0,,-163.5,8.7,69.5,,-117.0,-82.2,,20.0,-50.0,2.7,,,,,91.3,-63.0,,,,52.9,,False,,True,False,,,,,False,False,,,False,,False,True,False,,False,False,,True,True,True,,,,,False,True,,,,True
26017,540,818.0,,808.1,,594.0,591.0,,,,,506.8,764.5,,,1112.0,,261.5,505.4,439.0,,516.0,630.1,,880.0,676.0,535.9,,,,,972.4,738.5,,,,943.3,278.0,,268.1,,54.0,51.0,,,,,-33.2,224.5,,,572.0,,-278.5,-34.6,-101.0,,-24.0,90.1,,340.0,136.0,-4.1,,,,,432.4,198.5,,,,403.3,,True,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,False,True,True,,,,,False,True,,,,False
26019,86,68.0,,72.7,,64.0,59.0,,,,,54.7,26.1,,,99.0,,34.7,91.5,,,56.0,74.7,,123.0,61.0,73.2,,,,,,79.8,,,,96.3,-18.0,,-13.3,,-22.0,-27.0,,,,,-31.3,-59.9,,,13.0,,-51.3,5.5,,,-30.0,-11.3,,37.0,-25.0,-12.8,,,,,,-6.2,,,,10.3,,True,,False,False,,,,,False,False,,,True,,False,True,,,False,True,,False,False,True,,,,,,True,,,,True
26021,662,1034.0,,1047.2,,800.0,753.0,,,,,732.5,802.3,,,1144.0,,551.4,670.7,1291.0,,615.0,776.5,,1305.0,893.0,722.2,,,,,1188.5,1008.7,686.0,,,1399.8,372.0,,385.2,,138.0,91.0,,,,,70.5,140.3,,,482.0,,-110.6,8.7,629.0,,-47.0,114.5,,643.0,231.0,60.2,,,,,526.5,346.7,24.0,,,737.8,,False,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,False,True,True,,,False
26023,255,366.0,,407.8,,282.0,195.0,,,,,338.4,542.9,,,359.0,,126.6,239.1,262.0,,228.0,299.4,,404.0,305.0,262.3,,,,,360.1,309.4,,,,389.6,111.0,,152.8,,27.0,-60.0,,,,,83.4,287.9,,,104.0,,-128.4,-15.9,7.0,,-27.0,44.4,,149.0,50.0,7.3,,,,,105.1,54.4,,,,134.6,,False,,True,True,,,,,True,False,,,True,,False,True,True,,True,True,,False,True,True,,,,,True,True,,,,False
26025,386,920.0,,938.2,,766.0,751.0,,,,,666.9,1111.3,,,1125.0,,381.3,715.8,835.0,,846.0,799.1,,969.0,760.0,781.8,,,,,1087.6,1122.2,659.0,,,659.7,534.0,,552.2,,380.0,365.0,,,,,280.9,725.3,,,739.0,,-4.7,329.8,449.0,,460.0,413.1,,583.0,374.0,395.8,,,,,701.6,736.2,273.0,,,273.7,,False,,True,True,,,,,True,False,,,False,,True,True,True,,True,True,,False,True,True,,,,,False,False,True,,,True
26027,276,440.0,,453.8,,352.0,340.0,,,,,277.8,345.1,,,397.0,,316.8,271.9,448.5,,353.0,369.4,,525.0,368.0,314.0,,,,,356.3,390.8,,,,448.3,164.0,,177.8,,76.0,64.0,,,,,1.8,69.1,,,121.0,,40.8,-4.1,172.5,,77.0,93.4,,249.0,92.0,38.0,,,,,80.3,114.8,,,,172.3,,False,,True,True,,,,,True,True,,,True,,True,True,False,,True,True,,False,True,True,,,,,True,True,,,,False
26029,28,104.0,,102.9,,89.0,66.0,,,,,82.8,149.4,,,247.0,,30.1,95.0,,,62.0,92.2,,157.0,92.0,105.9,,,,,,138.7,,,,114.6,76.0,,74.9,,61.0,38.0,,,,,54.8,121.4,,,219.0,,2.1,67.0,,,34.0,64.2,,129.0,64.0,77.9,,,,,,110.7,,,,86.6,,True,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,False,,,,,,False,,,,False
26031,50,116.0,,125.3,,95.0,84.0,,,,,80.9,170.3,,,294.0,,45.9,97.1,,,73.0,98.9,,162.0,92.0,100.1,,,,,,147.7,,,,159.6,66.0,,75.3,,45.0,34.0,,,,,30.9,120.3,,,244.0,,-4.1,47.1,,,23.0,48.9,,112.0,42.0,50.1,,,,,,97.7,,,,109.6,,False,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
26033,291,236.0,,252.4,,188.0,192.0,,,,,263.7,219.3,,,393.0,,165.0,180.8,107.5,,185.0,184.9,,384.0,187.0,197.4,,,,,,248.5,,,,191.8,-55.0,,-38.6,,-103.0,-99.0,,,,,-27.3,-71.7,,,102.0,,-126.0,-110.2,-183.5,,-106.0,-106.1,,93.0,-104.0,-93.6,,,,,,-42.5,,,,-99.2,,True,,False,False,,,,,True,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,,True,,,,False
26035,121,258.0,,262.2,,197.0,185.0,,,,,141.4,207.7,,,257.0,,146.3,185.4,243.0,,222.0,209.0,,335.0,188.0,179.4,,,,,,251.5,,,,334.3,137.0,,141.2,,76.0,64.0,,,,,20.4,86.7,,,136.0,,25.3,64.4,122.0,,101.0,88.0,,214.0,67.0,58.4,,,,,,130.5,,,,213.3,,False,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,False,True,True,,,,,,True,,,,False
26037,473,380.0,,419.0,,388.0,428.0,,,,,249.9,134.2,,,616.0,,259.4,405.2,513.0,,347.0,414.5,,474.0,303.0,397.7,,,,,668.9,390.0,,,,459.6,-93.0,,-54.0,,-85.0,-45.0,,,,,-223.1,-338.8,,,143.0,,-213.6,-67.8,40.0,,-126.0,-58.5,,1.0,-170.0,-75.3,,,,,195.9,-83.0,,,,-13.4,,True,,True,True,,,,,False,False,,,False,,False,True,True,,False,True,,True,False,True,,,,,False,True,,,,True
26039,46,24.0,,15.8,,37.0,41.0,,,,,40.0,17.5,,,154.0,,20.8,58.4,,,20.0,38.1,,58.0,39.0,61.7,,,,,,65.8,,,,71.8,-22.0,,-30.2,,-9.0,-5.0,,,,,-6.0,-28.5,,,108.0,,-25.2,12.4,,,-26.0,-7.9,,12.0,-7.0,15.7,,,,,,19.8,,,,25.8,,False,,True,True,,,,,True,False,,,False,,False,True,,,False,True,,True,True,True,,,,,,True,,,,False
26041,96,142.0,,134.9,,137.0,111.0,,,,,205.4,37.1,,,308.0,,83.7,171.7,129.5,,85.0,136.9,,167.0,137.0,188.3,,,,,163.5,214.8,,,,237.3,46.0,,38.9,,41.0,15.0,,,,,109.4,-58.9,,,212.0,,-12.3,75.7,33.5,,-11.0,40.9,,71.0,41.0,92.3,,,,,67.5,118.8,,,,141.3,,True,,True,True,,,,,False,False,,,False,,True,False,True,,True,True,,False,True,False,,,,,False,False,,,,False
26043,121,174.0,,174.5,,124.0,119.0,,,,,158.6,78.2,,,247.0,,72.6,143.7,,,99.0,126.9,,183.0,149.0,119.5,,,,,,189.8,,,,197.7,53.0,,53.5,,3.0,-2.0,,,,,37.6,-42.8,,,126.0,,-48.4,22.7,,,-22.0,5.9,,62.0,28.0,-1.5,,,,,,68.8,,,,76.7,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
26045,544,576.0,,564.5,,485.0,353.0,,,,,402.5,453.2,,,818.0,,233.6,583.1,663.0,,405.0,481.7,,738.0,496.0,445.4,,,,,726.4,793.1,,,,688.1,32.0,,20.5,,-59.0,-191.0,,,,,-141.5,-90.8,,,274.0,,-310.4,39.1,119.0,,-139.0,-62.3,,194.0,-48.0,-98.6,,,,,182.4,249.1,,,,144.1,,True,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
26047,73,60.0,,69.0,,72.0,73.0,,,,,97.3,42.6,,,317.0,,59.7,102.5,148.0,,54.0,83.4,,,82.0,115.9,,,,,,122.8,,,,118.3,-13.0,,-4.0,,-1.0,0.0,,,,,24.3,-30.4,,,244.0,,-13.3,29.5,75.0,,-19.0,10.4,,,9.0,42.9,,,,,,49.8,,,,45.3,,True,,True,True,,,,,False,False,,,False,,False,False,False,,False,True,,,True,False,,,,,,False,,,,False
26049,1605,3468.0,,3474.4,2948.0,2832.0,2829.0,,,,,1957.8,2995.0,,3130.1,3070.0,,2153.4,2516.6,3116.5,,2720.5,2729.6,,4119.0,2721.0,2065.4,,,,,4075.6,3382.5,1502.0,,,4920.9,1863.0,,1869.4,1343.0,1227.0,1224.0,,,,,352.8,1390.0,,1525.1,1465.0,,548.4,911.6,1511.5,,1115.5,1124.6,,2514.0,1116.0,460.4,,,,,2470.6,1777.5,-103.0,,,3315.9,,False,True,True,True,,,,,True,True,,True,True,,True,True,True,,True,True,,False,True,True,,,,,False,True,True,,,False
26051,116,114.0,,110.9,,103.0,59.0,,,,,97.1,87.8,,,214.0,,80.2,95.9,,,77.0,100.6,,178.0,121.0,120.3,,,,,,145.6,,,,191.4,-2.0,,-5.1,,-13.0,-57.0,,,,,-18.9,-28.2,,,98.0,,-35.8,-20.1,,,-39.0,-15.4,,62.0,5.0,4.3,,,,,,29.6,,,,75.4,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
26053,19,88.0,,89.9,,83.0,74.0,,,,,80.4,45.6,,,111.0,,65.0,64.9,,,70.0,82.6,,120.0,93.0,95.1,,,,,,122.1,,,,99.0,69.0,,70.9,,64.0,55.0,,,,,61.4,26.6,,,92.0,,46.0,45.9,,,51.0,63.6,,101.0,74.0,76.1,,,,,,103.1,,,,80.0,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,False,False,,,,,,False,,,,False
26055,366,564.0,,557.5,,420.0,547.0,,,,,266.7,551.7,,,774.0,,386.5,552.7,587.5,,400.0,414.7,,720.0,404.0,439.5,,,,,376.6,482.9,,,,714.4,198.0,,191.5,,54.0,181.0,,,,,-99.3,185.7,,,408.0,,20.5,186.7,221.5,,34.0,48.7,,354.0,38.0,73.5,,,,,10.6,116.9,,,,348.4,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,,,,False
26057,167,436.0,,440.6,,359.0,267.0,,,,,430.5,352.1,,,387.0,,368.1,254.5,169.0,,363.0,327.4,,352.0,341.0,195.0,,,,,522.8,400.2,,,,398.2,269.0,,273.6,,192.0,100.0,,,,,263.5,185.1,,,220.0,,201.1,87.5,2.0,,196.0,160.4,,185.0,174.0,28.0,,,,,355.8,233.2,,,,231.2,,False,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,True,,,,,False,True,,,,True
26059,392,220.0,,215.3,,266.0,233.0,,,,,187.0,90.0,,,383.0,,296.6,260.4,389.0,,247.0,271.5,,330.0,193.0,288.4,,,,,298.7,249.0,,,,529.7,-172.0,,-176.7,,-126.0,-159.0,,,,,-205.0,-302.0,,,-9.0,,-95.4,-131.6,-3.0,,-145.0,-120.5,,-62.0,-199.0,-103.6,,,,,-93.3,-143.0,,,,137.7,,False,,True,True,,,,,False,False,,,True,,True,True,True,,True,True,,True,False,True,,,,,True,True,,,,True
26061,64,164.0,,167.9,,167.0,246.0,,,,,158.1,216.5,,,223.0,,98.0,221.0,170.0,,151.0,169.9,,259.0,113.0,272.1,,,,,,216.1,,,,223.4,100.0,,103.9,,103.0,182.0,,,,,94.1,152.5,,,159.0,,34.0,157.0,106.0,,87.0,105.9,,195.0,49.0,208.1,,,,,,152.1,,,,159.4,,False,,False,False,,,,,True,False,,,False,,True,False,False,,True,False,,False,True,False,,,,,,False,,,,False
26063,169,306.0,,295.4,,281.0,256.0,,,,,182.8,209.1,,,359.0,,337.9,277.9,397.5,,377.0,259.3,,528.0,260.0,197.8,,,,,,275.9,,,,579.1,137.0,,126.4,,112.0,87.0,,,,,13.8,40.1,,,190.0,,168.9,108.9,228.5,,208.0,90.3,,359.0,91.0,28.8,,,,,,106.9,,,,410.1,,True,,True,True,,,,,True,True,,,False,,False,True,False,,False,True,,False,True,True,,,,,,True,,,,False
26065,1053,1814.0,,1807.5,,1425.0,1685.0,,,,,1137.8,2019.9,,1385.8,1992.0,,1037.6,2041.9,1563.5,,1339.0,1588.4,,2296.0,1304.0,1335.6,,,,,1884.6,1946.5,1144.0,,,3228.3,761.0,,754.5,,372.0,632.0,,,,,84.8,966.9,,332.8,939.0,,-15.4,988.9,510.5,,286.0,535.4,,1243.0,251.0,282.6,,,,,831.6,893.5,91.0,,,2175.3,,True,,True,True,,,,,True,False,,True,False,,True,False,True,,True,True,,False,True,True,,,,,False,False,True,,,False
26067,340,340.0,,371.7,,299.0,159.0,,,,,370.7,358.8,,,535.0,,89.5,330.4,338.0,,185.0,276.7,,451.0,302.0,383.0,,,,,419.3,342.4,,,,534.0,0.0,,31.7,,-41.0,-181.0,,,,,30.7,18.8,,,195.0,,-250.5,-9.6,-2.0,,-155.0,-63.3,,111.0,-38.0,43.0,,,,,79.3,2.4,,,,194.0,,False,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
26069,79,172.0,,173.0,,132.0,103.0,,,,,118.7,133.4,,,333.0,,61.9,150.4,,,128.0,134.2,,211.0,135.0,203.4,,,,,,189.6,,,,209.6,93.0,,94.0,,53.0,24.0,,,,,39.7,54.4,,,254.0,,-17.1,71.4,,,49.0,55.2,,132.0,56.0,124.4,,,,,,110.6,,,,130.6,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,True,False,,,,,,False,,,,False
26071,33,38.0,,33.2,,37.0,22.0,,,,,58.2,34.8,,,84.0,,12.4,42.4,,,14.0,37.5,,35.0,38.0,43.2,,,,,,67.3,,,,42.3,5.0,,0.2,,4.0,-11.0,,,,,25.2,1.8,,,51.0,,-20.6,9.4,,,-19.0,4.5,,2.0,5.0,10.2,,,,,,34.3,,,,9.3,,True,,True,False,,,,,False,True,,,False,,False,False,,,False,True,,True,False,False,,,,,,False,,,,False
26073,307,408.0,,434.8,,356.0,367.0,,,,,274.1,296.3,,,538.0,,265.7,388.2,394.5,,268.0,343.6,,507.0,329.0,383.4,,,,,818.2,406.1,,,,636.2,101.0,,127.8,,49.0,60.0,,,,,-32.9,-10.7,,,231.0,,-41.3,81.2,87.5,,-39.0,36.6,,200.0,22.0,76.4,,,,,511.2,99.1,,,,329.2,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,False,True,,,,False
26075,740,1118.0,,1218.5,,897.0,814.0,,,,,837.7,618.7,,,1234.0,,523.7,943.4,1103.0,,861.5,925.4,,1427.0,921.0,1221.0,,,,,1974.5,986.5,724.0,,,1538.7,378.0,,478.5,,157.0,74.0,,,,,97.7,-121.3,,,494.0,,-216.3,203.4,363.0,,121.5,185.4,,687.0,181.0,481.0,,,,,1234.5,246.5,-16.0,,,798.7,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,False,,,,,False,True,True,,,False
26077,856,1378.0,,1318.0,,1192.0,1251.0,,,,,1015.5,1385.2,,,1815.0,,623.8,1119.3,1266.0,,1002.0,1157.2,,1450.0,1111.0,2116.4,,,,,1898.3,1336.4,990.0,,,2310.4,522.0,,462.0,,336.0,395.0,,,,,159.5,529.2,,,959.0,,-232.2,263.3,410.0,,146.0,301.2,,594.0,255.0,1260.4,,,,,1042.3,480.4,134.0,,,1454.4,,True,,True,True,,,,,True,False,,,False,,True,True,True,,True,True,,False,True,False,,,,,False,True,True,,,False
26079,33,64.0,,66.1,,52.0,36.0,,,,,39.5,64.2,,,162.0,,50.4,55.3,,,38.0,51.6,,91.0,56.0,76.5,,,,,,82.8,,,,86.7,31.0,,33.1,,19.0,3.0,,,,,6.5,31.2,,,129.0,,17.4,22.3,,,5.0,18.6,,58.0,23.0,43.5,,,,,,49.8,,,,53.7,,False,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,False,,,,,,False,,,,False
26081,2976,4092.0,,4079.2,4196.6,3143.0,2949.0,,,,,3146.0,2614.4,,2413.0,5641.0,,1971.8,3625.9,4360.0,,2489.5,3113.5,,4783.0,3441.0,2510.8,,,,,3186.4,3915.0,2288.0,,,3655.6,1116.0,,1103.2,1220.6,167.0,-27.0,,,,,170.0,-361.6,,-563.0,2665.0,,-1004.2,649.9,1384.0,,-486.5,137.5,,1807.0,465.0,-465.2,,,,,210.4,939.0,-688.0,,,679.6,,True,False,True,True,,,,,True,True,,True,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,True,,,True
26083,12,0.0,,0.0,,2.0,0.0,,,,,6.5,0.8,,,4.0,,1.9,1.9,,,15.0,3.3,,1.0,0.0,7.0,,,,,,23.1,,,,2.3,-12.0,,-12.0,,-10.0,-12.0,,,,,-5.5,-11.2,,,-8.0,,-10.1,-10.1,,,3.0,-8.7,,-11.0,-12.0,-5.0,,,,,,11.1,,,,-9.7,,False,,True,False,,,,,True,True,,,True,,True,True,,,True,True,,True,False,True,,,,,,True,,,,True
26085,21,58.0,,56.0,,44.0,42.0,,,,,30.0,100.1,,,81.0,,24.6,47.5,,,26.0,50.5,,94.0,44.0,49.4,,,,,,57.8,,,,52.2,37.0,,35.0,,23.0,21.0,,,,,9.0,79.1,,,60.0,,3.6,26.5,,,5.0,29.5,,73.0,23.0,28.4,,,,,,36.8,,,,31.2,,True,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,True,,,,True
26087,341,660.0,,641.7,,539.0,494.0,,,,,391.7,472.9,,,686.0,,377.4,574.6,717.0,,524.0,553.4,,954.0,511.0,634.0,,,,,783.3,569.6,,,,1114.1,319.0,,300.7,,198.0,153.0,,,,,50.7,131.9,,,345.0,,36.4,233.6,376.0,,183.0,212.4,,613.0,170.0,293.0,,,,,442.3,228.6,,,,773.1,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,False,True,,,,False
26089,71,138.0,,140.9,,112.0,126.0,,,,,81.7,136.7,,,123.0,,87.7,107.2,,,131.0,121.8,,207.0,87.0,94.5,,,,,,133.5,,,,115.6,67.0,,69.9,,41.0,55.0,,,,,10.7,65.7,,,52.0,,16.7,36.2,,,60.0,50.8,,136.0,16.0,23.5,,,,,,62.5,,,,44.6,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,True
26091,574,748.0,,731.2,,634.0,692.0,,,,,503.3,731.3,,,842.0,,425.9,587.3,641.0,,563.0,626.1,,1003.0,619.0,531.0,,,,,748.3,738.7,,,,729.6,174.0,,157.2,,60.0,118.0,,,,,-70.7,157.3,,,268.0,,-148.1,13.3,67.0,,-11.0,52.1,,429.0,45.0,-43.0,,,,,174.3,164.7,,,,155.6,,True,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,False,True,,,,True
26093,648,808.0,,830.5,,649.0,568.0,,,,,601.4,397.4,,499.6,1441.0,,512.5,838.5,1044.0,,644.5,624.1,,1179.0,737.0,843.4,,,,,1139.0,989.8,458.0,,,735.0,160.0,,182.5,,1.0,-80.0,,,,,-46.6,-250.6,,-148.4,793.0,,-135.5,190.5,396.0,,-3.5,-23.9,,531.0,89.0,195.4,,,,,491.0,341.8,-190.0,,,87.0,,False,,True,True,,,,,True,False,,True,False,,True,False,False,,True,True,,False,True,False,,,,,False,False,False,,,True
26095,12,6.0,,6.1,,7.0,0.0,,,,,80.4,11.5,,,36.0,,5.4,6.4,,,1.0,9.6,,,11.0,27.2,,,,,,38.8,,,,13.9,-6.0,,-5.9,,-5.0,-12.0,,,,,68.4,-0.5,,,24.0,,-6.6,-5.6,,,-11.0,-2.4,,,-1.0,15.2,,,,,,26.8,,,,1.9,,True,,True,False,,,,,False,True,,,False,,False,True,,,False,True,,,True,False,,,,,,False,,,,True
26097,25,20.0,,22.3,,23.0,33.0,,,,,32.4,27.0,,,81.0,,8.5,37.4,,,11.0,22.9,,44.0,24.0,52.0,,,,,,62.7,,,,49.5,-5.0,,-2.7,,-2.0,8.0,,,,,7.4,2.0,,,56.0,,-16.5,12.4,,,-14.0,-2.1,,19.0,-1.0,27.0,,,,,,37.7,,,,24.5,,True,,True,False,,,,,False,True,,,False,,False,False,,,False,True,,False,True,False,,,,,,False,,,,False
26099,2969,4990.0,,5126.9,4959.3,3991.0,3072.0,,,,,3892.9,3649.7,,2941.1,5593.0,,2383.7,5793.3,5588.0,,3086.5,3803.1,,6020.0,4016.0,4562.2,,,,,8168.2,6029.5,3384.0,,,3627.9,2021.0,,2157.9,1990.3,1022.0,103.0,,,,,923.9,680.7,,-27.9,2624.0,,-585.3,2824.3,2619.0,,117.5,834.1,,3051.0,1047.0,1593.2,,,,,5199.2,3060.5,415.0,,,658.9,,False,True,True,True,,,,,True,True,,True,False,,True,False,False,,True,True,,False,True,True,,,,,False,False,True,,,True
26101,80,90.0,,90.2,,80.0,65.0,,,,,54.9,44.1,,,166.0,,64.8,103.4,,,79.0,85.8,,136.0,82.0,96.3,,,,,,141.7,,,,67.7,10.0,,10.2,,0.0,-15.0,,,,,-25.1,-35.9,,,86.0,,-15.2,23.4,,,-1.0,5.8,,56.0,2.0,16.3,,,,,,61.7,,,,-12.3,,False,,True,False,,,,,False,False,,,False,,False,False,,,True,True,,False,True,False,,,,,,False,,,,False
26103,166,238.0,,238.8,,212.0,156.0,,,,,291.9,231.2,,,455.0,,107.0,251.8,149.0,,116.0,189.4,,314.0,229.0,285.7,,,,,266.4,408.3,,,,314.2,72.0,,72.8,,46.0,-10.0,,,,,125.9,65.2,,,289.0,,-59.0,85.8,-17.0,,-50.0,23.4,,148.0,63.0,119.7,,,,,100.4,242.3,,,,148.2,,False,,True,True,,,,,False,True,,,False,,True,False,True,,True,True,,False,True,False,,,,,False,False,,,,False
