,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26105,106,214.0,,216.5,,171.0,176.0,,,,,123.1,207.6,,,202.0,,159.2,156.1,,,205.0,177.3,,308.0,172.0,135.1,,,,,,197.8,,,,243.9,108.0,,110.5,,65.0,70.0,,,,,17.1,101.6,,,96.0,,53.2,50.1,,,99.0,71.3,,202.0,66.0,29.1,,,,,,91.8,,,,137.9,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
26107,120,138.0,,149.0,,142.0,124.0,,,,,118.9,84.1,,,301.0,,158.6,193.2,235.5,,133.0,136.7,,224.0,107.0,215.6,,,,,,134.5,,,,137.7,18.0,,29.0,,22.0,4.0,,,,,-1.1,-35.9,,,181.0,,38.6,73.2,115.5,,13.0,16.7,,104.0,-13.0,95.6,,,,,,14.5,,,,17.7,,False,,False,True,,,,,True,False,,,False,,False,False,False,,True,True,,False,True,False,,,,,,True,,,,True
26109,124,156.0,,158.1,,128.0,123.0,,,,,139.1,236.6,,,170.0,,38.5,108.5,,,84.0,133.2,,180.0,142.0,123.5,,,,,,182.1,,,,139.9,32.0,,34.1,,4.0,-1.0,,,,,15.1,112.6,,,46.0,,-85.5,-15.5,,,-40.0,9.2,,56.0,18.0,-0.5,,,,,,58.1,,,,15.9,,False,,True,True,,,,,True,False,,,False,,False,True,,,False,True,,False,True,True,,,,,,False,,,,True
26111,402,388.0,,385.4,,323.0,298.0,,,,,279.6,299.3,,,746.0,,203.3,328.2,400.5,,174.0,310.2,,472.0,313.0,375.6,,,,,416.6,417.7,,,,288.9,-14.0,,-16.6,,-79.0,-104.0,,,,,-122.4,-102.7,,,344.0,,-198.7,-73.8,-1.5,,-228.0,-91.8,,70.0,-89.0,-26.4,,,,,14.6,15.7,,,,-113.1,,False,,False,False,,,,,False,False,,,False,,False,False,True,,False,False,,False,False,False,,,,,False,False,,,,False
26113,110,66.0,,65.5,,59.0,58.0,,,,,45.2,50.3,,,103.0,,73.8,64.4,,,51.0,56.4,,115.0,45.0,74.5,,,,,,80.5,,,,89.0,-44.0,,-44.5,,-51.0,-52.0,,,,,-64.8,-59.7,,,-7.0,,-36.2,-45.6,,,-59.0,-53.6,,5.0,-65.0,-35.5,,,,,,-29.5,,,,-21.0,,False,,False,False,,,,,False,False,,,True,,True,False,,,False,False,,True,False,True,,,,,,True,,,,True
26115,703,920.0,,909.6,,709.0,553.0,,,,,609.0,631.3,,615.9,1433.0,,528.7,827.4,939.5,,599.0,717.6,,1197.0,772.0,898.3,,,,,1018.7,1209.4,430.0,,,1201.6,217.0,,206.6,,6.0,-150.0,,,,,-94.0,-71.7,,-87.1,730.0,,-174.3,124.4,236.5,,-104.0,14.6,,494.0,69.0,195.3,,,,,315.7,506.4,-273.0,,,498.6,,True,,True,True,,,,,True,True,,True,False,,True,True,False,,True,True,,False,True,True,,,,,False,False,False,,,False
26117,236,364.0,,373.1,,400.0,508.0,,,,,174.3,183.8,,,517.0,,521.9,296.8,603.5,,366.0,412.3,,510.0,341.0,336.4,,,,,438.2,297.0,,,,609.8,128.0,,137.1,,164.0,272.0,,,,,-61.7,-52.2,,,281.0,,285.9,60.8,367.5,,130.0,176.3,,274.0,105.0,100.4,,,,,202.2,61.0,,,,373.8,,False,,False,False,,,,,True,True,,,False,,False,True,False,,False,False,,False,True,True,,,,,False,True,,,,False
26119,64,10.0,,12.1,,23.0,30.0,,,,,25.4,12.0,,,101.0,,11.5,43.3,,,18.0,33.2,,,16.0,40.6,,,,,,34.0,,,,76.9,-54.0,,-51.9,,-41.0,-34.0,,,,,-38.6,-52.0,,,37.0,,-52.5,-20.7,,,-46.0,-30.8,,,-48.0,-23.4,,,,,,-30.0,,,,12.9,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,,True,True,,,,,,True,,,,True
26121,456,964.0,,961.6,,794.0,695.0,,,,,823.5,632.6,,,1412.0,,407.2,769.2,1036.5,,531.0,760.2,,1046.0,813.0,664.6,,,,,1207.2,963.0,417.0,,,1386.2,508.0,,505.6,,338.0,239.0,,,,,367.5,176.6,,,956.0,,-48.8,313.2,580.5,,75.0,304.2,,590.0,357.0,208.6,,,,,751.2,507.0,-39.0,,,930.2,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,False,True,True,,,False
26123,171,248.0,,245.7,,203.0,124.0,,,,,165.9,285.7,,,356.0,,99.2,243.9,301.0,,177.0,203.1,,326.0,224.0,187.4,,,,,,252.4,,,,279.4,77.0,,74.7,,32.0,-47.0,,,,,-5.1,114.7,,,185.0,,-71.8,72.9,130.0,,6.0,32.1,,155.0,53.0,16.4,,,,,,81.4,,,,108.4,,True,,True,True,,,,,True,False,,,False,,True,True,False,,True,True,,False,True,True,,,,,,False,,,,False
26125,4396,6402.0,,6423.9,6512.7,5402.0,6076.0,,,,,5112.5,5099.3,,4233.7,7730.0,,3285.3,6953.0,6785.5,,4844.5,5132.0,,7987.0,4711.0,4620.9,,,,,9020.1,6882.0,4644.0,,,8225.0,2006.0,,2027.9,2116.7,1006.0,1680.0,,,,,716.5,703.3,,-162.3,3334.0,,-1110.7,2557.0,2389.5,,448.5,736.0,,3591.0,315.0,224.9,,,,,4624.1,2486.0,248.0,,,3829.0,,False,False,True,True,,,,,True,True,,True,False,,True,False,False,,True,True,,False,True,True,,,,,False,False,True,,,False
26127,94,152.0,,154.3,,142.0,127.0,,,,,134.1,115.1,,,181.0,,86.1,118.2,,,115.0,132.6,,219.0,150.0,312.7,,,,,,131.0,,,,144.2,58.0,,60.3,,48.0,33.0,,,,,40.1,21.1,,,87.0,,-7.9,24.2,,,21.0,38.6,,125.0,56.0,218.7,,,,,,37.0,,,,50.2,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,True,False,,,,,,True,,,,True
26129,78,180.0,,171.2,,126.0,95.0,,,,,109.5,208.6,,,193.0,,52.9,122.3,,,133.0,136.3,,257.0,132.0,100.7,,,,,,171.1,,,,247.9,102.0,,93.2,,48.0,17.0,,,,,31.5,130.6,,,115.0,,-25.1,44.3,,,55.0,58.3,,179.0,54.0,22.7,,,,,,93.1,,,,169.9,,True,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
26131,5,8.0,,6.2,,8.0,3.0,,,,,20.5,15.0,,,15.0,,1.5,8.9,,,1.0,12.4,,9.0,14.0,21.9,,,,,,37.7,,,,11.1,3.0,,1.2,,3.0,-2.0,,,,,15.5,10.0,,,10.0,,-3.5,3.9,,,-4.0,7.4,,4.0,9.0,16.9,,,,,,32.7,,,,6.1,,True,,False,True,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
26133,74,152.0,,143.2,,115.0,89.0,,,,,84.9,227.4,,,195.0,,82.6,96.3,,,110.0,126.7,,207.0,124.0,108.6,,,,,,154.0,,,,171.1,78.0,,69.2,,41.0,15.0,,,,,10.9,153.4,,,121.0,,8.6,22.3,,,36.0,52.7,,133.0,50.0,34.6,,,,,,80.0,,,,97.1,,True,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
26135,35,36.0,,47.0,,34.0,68.0,,,,,29.6,11.7,,,70.0,,11.0,30.0,,,16.0,31.8,,54.0,34.0,36.9,,,,,,42.9,,,,59.2,1.0,,12.0,,-1.0,33.0,,,,,-5.4,-23.3,,,35.0,,-24.0,-5.0,,,-19.0,-3.2,,19.0,-1.0,1.9,,,,,,7.9,,,,24.2,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
26137,49,140.0,,145.4,,101.0,67.0,,,,,103.1,262.4,,,268.0,,62.1,100.6,,,89.0,109.8,,188.0,110.0,99.8,,,,,,164.9,,,,155.7,91.0,,96.4,,52.0,18.0,,,,,54.1,213.4,,,219.0,,13.1,51.6,,,40.0,60.8,,139.0,61.0,50.8,,,,,,115.9,,,,106.7,,False,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
26139,1111,2162.0,,2220.0,,1682.0,1491.0,,,,,1321.5,1897.9,,,2342.0,,804.9,1459.3,2102.5,,1339.5,1681.5,,2386.0,1781.0,1590.0,,,,,2352.7,1810.9,1098.0,,,2910.2,1051.0,,1109.0,,571.0,380.0,,,,,210.5,786.9,,,1231.0,,-306.1,348.3,991.5,,228.5,570.5,,1275.0,670.0,479.0,,,,,1241.7,699.9,-13.0,,,1799.2,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,False,True,True,,,False
26141,72,114.0,,117.1,,86.0,100.0,,,,,69.7,92.4,,,107.0,,110.1,86.9,,,86.0,74.6,,161.0,88.0,69.7,,,,,,94.5,,,,127.2,42.0,,45.1,,14.0,28.0,,,,,-2.3,20.4,,,35.0,,38.1,14.9,,,14.0,2.6,,89.0,16.0,-2.3,,,,,,22.5,,,,55.2,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
26143,72,196.0,,191.0,,117.0,72.0,,,,,102.3,168.1,,,191.0,,48.4,123.5,,,115.0,154.6,,228.0,132.0,93.4,,,,,,158.4,,,,199.2,124.0,,119.0,,45.0,0.0,,,,,30.3,96.1,,,119.0,,-23.6,51.5,,,43.0,82.6,,156.0,60.0,21.4,,,,,,86.4,,,,127.2,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
26145,1005,1504.0,,1437.4,,1319.0,1129.0,,,,,1040.8,1037.1,,,1839.0,,732.8,1144.6,1603.5,,1472.0,1312.8,,1883.0,1177.0,1279.6,,,,,1940.9,1380.4,895.0,,,2109.6,499.0,,432.4,,314.0,124.0,,,,,35.8,32.1,,,834.0,,-272.2,139.6,598.5,,467.0,307.8,,878.0,172.0,274.6,,,,,935.9,375.4,-110.0,,,1104.6,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,False,True,True,,,False
26147,727,910.0,,878.5,,769.0,523.0,,,,,662.5,656.8,,,1669.0,,444.0,787.4,1069.5,,717.5,745.8,,1307.0,836.0,,,,,,1140.0,1180.4,464.0,,,1225.8,183.0,,151.5,,42.0,-204.0,,,,,-64.5,-70.2,,,942.0,,-283.0,60.4,342.5,,-9.5,18.8,,580.0,109.0,,,,,,413.0,453.4,-263.0,,,498.8,,True,,True,False,,,,,True,True,,,False,,False,True,False,,True,True,,False,True,,,,,,False,False,False,,,False
26149,332,510.0,,504.6,,432.0,433.0,,,,,329.3,547.6,,,525.0,,337.3,324.6,492.0,,426.0,457.1,,609.0,426.0,,,,,,428.0,478.2,,,,582.7,178.0,,172.6,,100.0,101.0,,,,,-2.7,215.6,,,193.0,,5.3,-7.4,160.0,,94.0,125.1,,277.0,94.0,,,,,,96.0,146.2,,,,250.7,,True,,True,True,,,,,True,False,,,False,,True,True,True,,True,True,,False,True,,,,,,True,True,,,,False
26151,168,252.0,,234.6,,201.0,154.0,,,,,162.9,234.8,,,644.0,,81.8,237.0,353.5,,193.0,200.5,,363.0,224.0,167.9,,,,,,244.9,,,,258.2,84.0,,66.6,,33.0,-14.0,,,,,-5.1,66.8,,,476.0,,-86.2,69.0,185.5,,25.0,32.5,,195.0,56.0,-0.1,,,,,,76.9,,,,90.2,,True,,True,True,,,,,True,True,,,False,,False,True,False,,True,True,,False,True,True,,,,,,True,,,,False
26153,20,14.0,,14.1,,15.0,2.0,,,,,15.5,11.5,,,51.0,,1.6,16.6,,,15.0,17.8,,20.0,15.0,36.5,,,,,,50.1,,,,10.8,-6.0,,-5.9,,-5.0,-18.0,,,,,-4.5,-8.5,,,31.0,,-18.4,-3.4,,,-5.0,-2.2,,0.0,-5.0,16.5,,,,,,30.1,,,,-9.2,,True,,True,False,,,,,True,False,,,False,,False,True,,,True,True,,True,True,False,,,,,,False,,,,False
26155,323,348.0,,372.2,,316.0,183.0,,,,,267.5,307.8,,,630.0,,117.6,336.2,398.5,,250.0,302.4,,466.0,310.0,382.5,,,,,523.7,634.5,,,,395.8,25.0,,49.2,,-7.0,-140.0,,,,,-55.5,-15.2,,,307.0,,-205.4,13.2,75.5,,-73.0,-20.6,,143.0,-13.0,59.5,,,,,200.7,311.5,,,,72.8,,False,,True,False,,,,,False,True,,,False,,False,True,False,,False,True,,False,True,False,,,,,False,False,,,,False
26157,307,420.0,,415.4,,355.0,364.0,,,,,262.3,385.3,,,427.0,,292.5,282.3,430.5,,357.0,359.9,,515.0,318.0,328.6,,,,,468.0,408.3,,,,741.4,113.0,,108.4,,48.0,57.0,,,,,-44.7,78.3,,,120.0,,-14.5,-24.7,123.5,,50.0,52.9,,208.0,11.0,21.6,,,,,161.0,101.3,,,,434.4,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,False,True,,,,False
26159,304,546.0,,556.2,,480.0,363.0,,,,,367.4,576.9,,,556.0,,332.7,367.8,589.0,,406.0,472.8,,692.0,503.0,490.1,,,,,501.1,424.6,,,,748.6,242.0,,252.2,,176.0,59.0,,,,,63.4,272.9,,,252.0,,28.7,63.8,285.0,,102.0,168.8,,388.0,199.0,186.1,,,,,197.1,120.6,,,,444.6,,False,,True,True,,,,,True,False,,,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,,,,False
26161,1121,1834.0,,1812.7,,1730.0,1734.0,,,,,1211.4,1275.9,,1745.7,2385.0,,1502.5,1808.4,1813.0,,1457.0,1458.0,,2286.0,1282.0,1510.9,,,,,1967.3,1742.7,1878.0,,,2188.1,713.0,,691.7,,609.0,613.0,,,,,90.4,154.9,,624.7,1264.0,,381.5,687.4,692.0,,336.0,337.0,,1165.0,161.0,389.9,,,,,846.3,621.7,757.0,,,1067.1,,True,,True,True,,,,,True,True,,True,False,,True,True,True,,True,True,,False,True,True,,,,,False,True,False,,,False
26163,5706,8984.0,,8886.3,10021.4,7239.0,6303.0,,,,,7401.8,8948.9,,6254.1,11518.0,,5139.6,10952.5,10527.0,,7239.5,7347.1,,11384.0,7181.0,5330.8,,,,,14488.0,8882.1,4819.0,,,22332.3,3278.0,,3180.3,4315.4,1533.0,597.0,,,,,1695.8,3242.9,,548.1,5812.0,,-566.4,5246.5,4821.0,,1533.5,1641.1,,5678.0,1475.0,-375.2,,,,,8782.0,3176.1,-887.0,,,16626.3,,True,False,True,True,,,,,True,True,,True,False,,True,False,False,,True,True,,False,True,True,,,,,False,True,True,,,False
26165,72,178.0,,175.9,,146.0,90.0,,,,,103.0,207.3,,,290.0,,109.3,143.2,210.0,,156.0,155.4,,286.0,141.0,156.7,,,,,,237.5,,,,189.2,106.0,,103.9,,74.0,18.0,,,,,31.0,135.3,,,218.0,,37.3,71.2,138.0,,84.0,83.4,,214.0,69.0,84.7,,,,,,165.5,,,,117.2,,True,,True,True,,,,,True,False,,,False,,True,True,False,,True,True,,False,True,True,,,,,,False,,,,False
27001,64,142.0,,152.1,,95.0,80.0,,,,,64.7,120.8,,,147.0,,79.0,52.9,,,31.0,91.7,,138.0,114.0,132.3,,,,,,107.8,,,,124.9,78.0,,88.1,,31.0,16.0,,,,,0.7,56.8,,,83.0,,15.0,-11.1,,,-33.0,27.7,,74.0,50.0,68.3,,,,,,43.8,,,,60.9,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,True,True,,,,,,True,,,,True
27003,1462,2580.0,,2687.8,2243.9,1959.0,1583.0,,,,,2039.1,1639.9,,,3223.0,,1061.7,1537.9,2012.5,,1360.0,1905.5,,2669.0,2319.0,2090.5,,,,,1897.4,2098.9,2026.0,,,3138.3,1118.0,,1225.8,781.9,497.0,121.0,,,,,577.1,177.9,,,1761.0,,-400.3,75.9,550.5,,-102.0,443.5,,1207.0,857.0,628.5,,,,,435.4,636.9,564.0,,,1676.3,,False,True,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,True,True,True,,,False
27005,114,216.0,,224.8,,181.0,164.0,,,,,188.5,222.8,,,323.0,,69.8,139.5,120.0,,89.0,196.9,,259.0,220.0,268.4,,,,,134.1,145.9,,,,242.1,102.0,,110.8,,67.0,50.0,,,,,74.5,108.8,,,209.0,,-44.2,25.5,6.0,,-25.0,82.9,,145.0,106.0,154.4,,,,,20.1,31.9,,,,128.1,,False,,True,True,,,,,True,False,,,False,,True,True,True,,True,True,,False,False,False,,,,,True,True,,,,False
27007,134,356.0,,396.3,,310.0,236.0,,,,,252.9,330.9,,,354.0,,167.4,187.7,396.5,,225.0,283.8,,396.0,338.0,367.5,,,,,,283.8,,,,292.3,222.0,,262.3,,176.0,102.0,,,,,118.9,196.9,,,220.0,,33.4,53.7,262.5,,91.0,149.8,,262.0,204.0,233.5,,,,,,149.8,,,,158.3,,False,,True,True,,,,,True,True,,,True,,True,True,False,,True,True,,False,True,False,,,,,,True,,,,True
27009,222,322.0,,318.4,,246.0,148.0,,,,,254.6,240.9,,,358.0,,59.8,158.6,181.0,,183.0,243.8,,249.0,292.0,304.9,,,,,511.7,272.3,,,,290.8,100.0,,96.4,,24.0,-74.0,,,,,32.6,18.9,,,136.0,,-162.2,-63.4,-41.0,,-39.0,21.8,,27.0,70.0,82.9,,,,,289.7,50.3,,,,68.8,,True,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,True,True,True,,,,,False,True,,,,True
27011,20,50.0,,54.0,,49.0,57.0,,,,,37.3,20.0,,,50.0,,56.0,26.4,,,14.0,26.6,,68.0,43.0,67.3,,,,,,57.1,,,,64.0,30.0,,34.0,,29.0,37.0,,,,,17.3,-0.0,,,30.0,,36.0,6.4,,,-6.0,6.6,,48.0,23.0,47.3,,,,,,37.1,,,,44.0,,False,,True,False,,,,,True,True,,,False,,False,True,,,True,True,,False,True,False,,,,,,False,,,,False
27013,255,324.0,,341.4,,274.0,170.0,,,,,374.3,287.8,,,511.0,,129.9,266.3,333.5,,137.0,255.5,,351.0,300.0,409.9,,,,,224.7,301.7,,,,290.5,69.0,,86.4,,19.0,-85.0,,,,,119.3,32.8,,,256.0,,-125.1,11.3,78.5,,-118.0,0.5,,96.0,45.0,154.9,,,,,-30.3,46.7,,,,35.5,,False,,True,False,,,,,False,True,,,False,,False,True,False,,False,True,,False,True,False,,,,,True,True,,,,True
27015,119,190.0,,190.0,,165.0,113.0,,,,,171.6,182.2,,,221.0,,60.6,131.3,,,86.0,152.3,,246.0,181.0,211.2,,,,,,181.4,,,,305.1,71.0,,71.0,,46.0,-6.0,,,,,52.6,63.2,,,102.0,,-58.4,12.3,,,-33.0,33.3,,127.0,62.0,92.2,,,,,,62.4,,,,186.1,,True,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,False,True,False,,,,,,True,,,,False
27017,149,274.0,,306.2,,205.0,203.0,,,,,221.7,261.0,,,363.0,,115.4,171.9,155.5,,132.0,207.0,,313.0,253.0,236.8,,,,,286.1,206.9,,,,353.2,125.0,,157.2,,56.0,54.0,,,,,72.7,112.0,,,214.0,,-33.6,22.9,6.5,,-17.0,58.0,,164.0,104.0,87.8,,,,,137.1,57.9,,,,204.2,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,True,,,,,False,True,,,,False
27019,332,660.0,,604.5,,516.0,456.0,,,,,543.5,549.4,,,691.0,,241.1,477.3,747.0,,314.0,497.4,,767.0,553.0,574.0,,,,,465.9,596.4,,,,784.2,328.0,,272.5,,184.0,124.0,,,,,211.5,217.4,,,359.0,,-90.9,145.3,415.0,,-18.0,165.4,,435.0,221.0,242.0,,,,,133.9,264.4,,,,452.2,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,,,,False
27021,98,216.0,,207.4,,174.0,145.0,,,,,148.9,131.2,,,209.0,,104.7,88.1,234.0,,78.0,147.0,,249.0,184.0,246.8,,,,,,122.7,,,,336.9,118.0,,109.4,,76.0,47.0,,,,,50.9,33.2,,,111.0,,6.7,-9.9,136.0,,-20.0,49.0,,151.0,86.0,148.8,,,,,,24.7,,,,238.9,,True,,True,True,,,,,True,True,,,True,,True,True,False,,True,True,,False,True,False,,,,,,True,,,,False
27023,72,210.0,,219.0,,118.0,56.0,,,,,129.9,123.4,,,106.0,,85.7,101.6,,,128.0,119.8,,188.0,141.0,139.7,,,,,,160.3,,,,139.3,138.0,,147.0,,46.0,-16.0,,,,,57.9,51.4,,,34.0,,13.7,29.6,,,56.0,47.8,,116.0,69.0,67.7,,,,,,88.3,,,,67.3,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,True,,,,True
27025,249,464.0,,471.9,,353.0,299.0,,,,,311.7,299.4,,,547.0,,237.7,208.3,293.0,,249.0,347.6,,458.0,385.0,467.4,,,,,417.1,276.3,,,,472.6,215.0,,222.9,,104.0,50.0,,,,,62.7,50.4,,,298.0,,-11.3,-40.7,44.0,,0.0,98.6,,209.0,136.0,218.4,,,,,168.1,27.3,,,,223.6,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,False,,,,,True,True,,,,False
27027,233,450.0,,385.8,,329.0,309.0,,,,,421.0,339.2,,,638.0,,145.4,302.3,279.5,,242.0,345.6,,429.0,403.0,396.1,,,,,411.1,341.2,,,,714.9,217.0,,152.8,,96.0,76.0,,,,,188.0,106.2,,,405.0,,-87.6,69.3,46.5,,9.0,112.6,,196.0,170.0,163.1,,,,,178.1,108.2,,,,481.9,,True,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,False
27029,35,34.0,,34.1,,36.0,35.0,,,,,45.3,31.5,,,65.0,,4.7,23.1,,,14.0,34.0,,37.0,41.0,59.2,,,,,,42.2,,,,44.1,-1.0,,-0.9,,1.0,0.0,,,,,10.3,-3.5,,,30.0,,-30.3,-11.9,,,-21.0,-1.0,,2.0,6.0,24.2,,,,,,7.2,,,,9.1,,True,,False,True,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
27031,6,14.0,,12.8,,9.0,2.0,,,,,9.2,20.8,,,8.0,,3.8,13.1,,,0.0,8.9,,14.0,13.0,16.7,,,,,,30.0,,,,12.7,8.0,,6.8,,3.0,-4.0,,,,,3.2,14.8,,,2.0,,-2.2,7.1,,,-6.0,2.9,,8.0,7.0,10.7,,,,,,24.0,,,,6.7,,True,,True,True,,,,,True,False,,,True,,True,True,,,True,True,,False,True,False,,,,,,False,,,,True
27033,40,142.0,,134.1,,102.0,127.0,,,,,122.4,65.1,,,99.0,,48.1,81.0,,,41.0,84.7,,166.0,122.0,122.5,,,,,,118.0,,,,199.6,102.0,,94.1,,62.0,87.0,,,,,82.4,25.1,,,59.0,,8.1,41.0,,,1.0,44.7,,126.0,82.0,82.5,,,,,,78.0,,,,159.6,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
27035,171,284.0,,280.1,,242.0,149.0,,,,,286.5,199.0,,,556.0,,113.6,207.4,236.5,,116.0,250.1,,333.0,303.0,339.2,,,,,278.3,240.3,,,,394.6,113.0,,109.1,,71.0,-22.0,,,,,115.5,28.0,,,385.0,,-57.4,36.4,65.5,,-55.0,79.1,,162.0,132.0,168.2,,,,,107.3,69.3,,,,223.6,,True,,True,True,,,,,False,True,,,False,,True,True,True,,True,True,,False,False,False,,,,,True,True,,,,False
27037,2009,3248.0,,3307.2,2661.6,2379.0,2028.0,,,,,2522.2,2090.9,,1867.0,3125.0,,1354.9,2381.6,3333.5,,1851.0,2404.5,,3738.0,2559.0,2445.7,,,,,2408.2,2869.8,2009.0,,,6277.6,1239.0,,1298.2,652.6,370.0,19.0,,,,,513.2,81.9,,-142.0,1116.0,,-654.1,372.6,1324.5,,-158.0,395.5,,1729.0,550.0,436.7,,,,,399.2,860.8,0.0,,,4268.6,,False,True,True,True,,,,,True,True,,True,True,,True,True,False,,True,True,,False,True,True,,,,,True,True,True,,,False
27039,78,138.0,,112.0,,128.0,122.0,,,,,109.7,162.2,,,136.0,,57.9,65.5,,,114.0,147.0,,93.0,120.0,149.4,,,,,,132.9,,,,97.8,60.0,,34.0,,50.0,44.0,,,,,31.7,84.2,,,58.0,,-20.1,-12.5,,,36.0,69.0,,15.0,42.0,71.4,,,,,,54.9,,,,19.8,,True,,True,True,,,,,True,False,,,True,,True,True,,,True,False,,True,True,False,,,,,,True,,,,True
