,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29091,1076,792.0,,,,1281.0,,90.5,,1258.3,,,-284.0,,,,205.0,,-985.5,,182.3,,,,,,True,,False,,True,,
29093,269,264.0,,,,226.0,,1096.3,,,,,-5.0,,,,-43.0,,827.3,,,,,,,,False,,False,,,,
29095,11431,16000.0,,,,17476.0,,75302.0,,9501.3,,,4569.0,,,,6045.0,,63871.0,,-1929.7,,,,,,False,,False,,True,,
29097,3643,7648.0,,,,4491.0,,18347.8,,3553.8,,,4005.0,,,,848.0,,14704.8,,-89.2,,,,,,True,,False,,True,,
29099,8195,11256.0,,,,6981.0,,44958.0,,7520.5,,,3061.0,,,,-1214.0,,36763.0,,-674.5,,,,,,True,,False,,True,,
29101,1330,2160.0,,,,1575.0,,4408.2,,2300.2,,,830.0,,,,245.0,,3078.2,,970.2,,,,,,True,,False,,False,,
29103,56,168.0,,,,118.0,,1445.6,,,,,112.0,,,,62.0,,1389.6,,,,,,,,True,,False,,,,
29105,1121,1264.0,,,,839.0,,2568.6,,334.0,,,143.0,,,,-282.0,,1447.6,,-787.0,,,,,,False,,False,,False,,
29107,983,1352.0,,,,1041.0,,1482.4,,1825.7,,,369.0,,,,58.0,,499.4,,842.7,,,,,,True,,False,,False,,
29109,905,1872.0,,,,1182.0,,2603.6,,793.7,,,967.0,,,,277.0,,1698.6,,-111.3,,,,,,True,,False,,True,,
29111,217,680.0,,,,315.0,,1367.4,,,,,463.0,,,,98.0,,1150.4,,,,,,,,True,,False,,,,
29113,1941,2736.0,,,,1631.0,,6126.5,,1153.8,,,795.0,,,,-310.0,,4185.5,,-787.2,,,,,,True,,False,,True,,
29115,213,368.0,,,,488.0,,1618.8,,,,,155.0,,,,275.0,,1405.8,,,,,,,,False,,False,,,,
29117,445,504.0,,,,574.0,,883.2,,,,,59.0,,,,129.0,,438.2,,,,,,,,False,,False,,,,
29119,427,320.0,,,,942.0,,195.9,,284.3,,,-107.0,,,,515.0,,-231.1,,-142.7,,,,,,False,,False,,False,,
29121,561,1000.0,,,,557.0,,2972.6,,,,,439.0,,,,-4.0,,2411.6,,,,,,,,True,,False,,,,
29123,572,928.0,,,,390.0,,886.0,,,,,356.0,,,,-182.0,,314.0,,,,,,,,True,,True,,,,
29125,189,368.0,,,,153.0,,135.8,,,,,179.0,,,,-36.0,,-53.2,,,,,,,,True,,True,,,,
29127,1060,1968.0,,,,1125.0,,2763.1,,814.5,,,908.0,,,,65.0,,1703.1,,-245.5,,,,,,True,,False,,True,,
29129,87,128.0,,,,113.0,,957.1,,,,,41.0,,,,26.0,,870.1,,,,,,,,True,,False,,,,
29131,889,1256.0,,,,616.0,,1276.7,,582.3,,,367.0,,,,-273.0,,387.7,,-306.7,,,,,,True,,False,,True,,
29133,585,552.0,,,,518.0,,168.2,,,,,-33.0,,,,-67.0,,-416.8,,,,,,,,False,,False,,,,
29135,553,1664.0,,,,482.0,,1992.1,,,,,1111.0,,,,-71.0,,1439.1,,,,,,,,True,,False,,,,
29137,258,536.0,,,,181.0,,1317.4,,,,,278.0,,,,-77.0,,1059.4,,,,,,,,True,,False,,,,
29139,269,272.0,,,,208.0,,78.1,,,,,3.0,,,,-61.0,,-190.9,,,,,,,,False,,False,,,,
29141,616,704.0,,,,429.0,,445.6,,,,,88.0,,,,-187.0,,-170.4,,,,,,,,False,,False,,,,
29143,566,1544.0,,,,579.0,,2488.6,,,,,978.0,,,,13.0,,1922.6,,,,,,,,True,,False,,,,
29145,1084,2112.0,,,,2544.0,,1885.5,,859.4,,,1028.0,,,,1460.0,,801.5,,-224.6,,,,,,False,,True,,True,,
29147,787,1480.0,,,,1076.0,,1422.1,,581.2,,,693.0,,,,289.0,,635.1,,-205.8,,,,,,True,,True,,True,,
29149,292,272.0,,,,392.0,,190.4,,,,,-20.0,,,,100.0,,-101.6,,,,,,,,False,,False,,,,
29151,493,912.0,,,,353.0,,756.2,,,,,419.0,,,,-140.0,,263.2,,,,,,,,True,,True,,,,
29153,163,152.0,,,,170.0,,31.7,,,,,-11.0,,,,7.0,,-131.3,,,,,,,,True,,False,,,,
29155,381,968.0,,,,797.0,,2603.9,,,,,587.0,,,,416.0,,2222.9,,,,,,,,True,,False,,,,
29157,665,1928.0,,,,642.0,,3838.2,,798.2,,,1263.0,,,,-23.0,,3173.2,,133.2,,,,,,True,,False,,True,,
29159,1857,2728.0,,,,1849.0,,2454.4,,617.3,,,871.0,,,,-8.0,,597.4,,-1239.7,,,,,,True,,True,,False,,
29161,1358,2072.0,,,,1117.0,,5072.2,,971.6,,,714.0,,,,-241.0,,3714.2,,-386.4,,,,,,True,,False,,True,,
29163,680,1296.0,,,,706.0,,5490.0,,,,,616.0,,,,26.0,,4810.0,,,,,,,,True,,False,,,,
29165,1300,1280.0,,,,2544.0,,1843.9,,1179.2,,,-20.0,,,,1244.0,,543.9,,-120.8,,,,,,False,,False,,False,,
29167,715,792.0,,,,803.0,,258.4,,214.6,,,77.0,,,,88.0,,-456.6,,-500.4,,,,,,False,,False,,False,,
29169,1476,1128.0,,,,1316.0,,960.1,,749.7,,,-348.0,,,,-160.0,,-515.9,,-726.3,,,,,,True,,False,,False,,
29171,109,232.0,,,,163.0,,1910.2,,,,,123.0,,,,54.0,,1801.2,,,,,,,,True,,False,,,,
29173,371,680.0,,,,262.0,,4543.5,,,,,309.0,,,,-109.0,,4172.5,,,,,,,,True,,False,,,,
29175,696,1552.0,,,,1011.0,,951.0,,,,,856.0,,,,315.0,,255.0,,,,,,,,True,,True,,,,
29177,700,1192.0,,,,823.0,,4403.0,,,,,492.0,,,,123.0,,3703.0,,,,,,,,True,,False,,,,
29179,111,208.0,,,,147.0,,178.9,,,,,97.0,,,,36.0,,67.9,,,,,,,,True,,True,,,,
29181,290,712.0,,,,416.0,,3739.2,,,,,422.0,,,,126.0,,3449.2,,,,,,,,True,,False,,,,
29183,13472,19680.0,,,,12036.0,,52584.1,,10365.2,,,6208.0,,,,-1436.0,,39112.1,,-3106.8,,,,,,True,,False,,True,,
29185,255,600.0,,,,216.0,,2770.0,,,,,345.0,,,,-39.0,,2515.0,,,,,,,,True,,False,,,,
29186,660,1696.0,,,,630.0,,3284.2,,,,,1036.0,,,,-30.0,,2624.2,,,,,,,,True,,False,,,,
29187,2875,5216.0,,,,2683.0,,8676.7,,2549.9,,,2341.0,,,,-192.0,,5801.7,,-325.1,,,,,,True,,False,,True,,
29189,34386,41120.0,,,,29649.0,,131592.4,,25918.9,,,6734.0,,,,-4737.0,,97206.4,,-8467.1,,,,,,True,,False,,False,,
29195,818,1744.0,,,,920.0,,2542.4,,1092.7,,,926.0,,,,102.0,,1724.4,,274.7,,,,,,True,,False,,True,,
29197,119,248.0,,,,181.0,,976.0,,,,,129.0,,,,62.0,,857.0,,,,,,,,True,,False,,,,
29199,98,304.0,,,,219.0,,1823.5,,,,,206.0,,,,121.0,,1725.5,,,,,,,,True,,False,,,,
29201,1457,2584.0,,,,1475.0,,2407.5,,1940.6,,,1127.0,,,,18.0,,950.5,,483.6,,,,,,True,,True,,True,,
29203,120,184.0,,,,186.0,,18.8,,,,,64.0,,,,66.0,,-101.2,,,,,,,,False,,False,,,,
29205,159,296.0,,,,159.0,,3049.2,,,,,137.0,,,,0.0,,2890.2,,,,,,,,True,,False,,,,
29207,869,1592.0,,,,1201.0,,3048.2,,1249.2,,,723.0,,,,332.0,,2179.2,,380.2,,,,,,True,,False,,True,,
29209,781,984.0,,,,618.0,,1033.5,,,,,203.0,,,,-163.0,,252.5,,,,,,,,True,,False,,,,
29211,215,456.0,,,,294.0,,50.6,,,,,241.0,,,,79.0,,-164.4,,,,,,,,True,,True,,,,
29213,1716,1992.0,,,,1286.0,,1429.2,,893.0,,,276.0,,,,-430.0,,-286.8,,-823.0,,,,,,False,,False,,False,,
29215,596,872.0,,,,680.0,,2175.4,,,,,276.0,,,,84.0,,1579.4,,,,,,,,True,,False,,,,
29217,676,768.0,,,,609.0,,4332.0,,,,,92.0,,,,-67.0,,3656.0,,,,,,,,True,,False,,,,
29219,883,1304.0,,,,840.0,,4248.8,,,,,421.0,,,,-43.0,,3365.8,,,,,,,,True,,False,,,,
29221,771,1968.0,,,,883.0,,5248.5,,,,,1197.0,,,,112.0,,4477.5,,,,,,,,True,,False,,,,
29223,308,368.0,,,,355.0,,492.3,,,,,60.0,,,,47.0,,184.3,,,,,,,,True,,False,,,,
29225,1149,1328.0,,,,787.0,,996.8,,1154.9,,,179.0,,,,-362.0,,-152.2,,5.9,,,,,,False,,True,,True,,
29227,79,72.0,,,,72.0,,12.0,,,,,-7.0,,,,-7.0,,-67.0,,,,,,,,False,,False,,,,
29229,507,344.0,,,,411.0,,193.4,,,,,-163.0,,,,-96.0,,-313.6,,,,,,,,True,,False,,,,
29510,7287,8944.0,,,,9874.0,,18973.8,,3068.3,,,1657.0,,,,2587.0,,11686.8,,-4218.7,,,,,,False,,False,,False,,
30001,402,672.0,,,,213.0,,81.9,,,,,270.0,,,,-189.0,,-320.1,,,,,,,,True,,False,,,,
30003,668,504.0,,,,882.0,,70.6,,292.0,,,-164.0,,,,214.0,,-597.4,,-376.0,,,,,,False,,False,,False,,
30005,160,456.0,,,,269.0,,17.8,,,,,296.0,,,,109.0,,-142.2,,,,,,,,True,,True,,,,
30007,195,192.0,,,,214.0,,264.0,,,,,-3.0,,,,19.0,,69.0,,,,,,,,False,,False,,,,
30009,252,976.0,,,,386.0,,3789.9,,,,,724.0,,,,134.0,,3537.9,,,,,,,,True,,False,,,,
30011,61,72.0,,,,82.0,,0.5,,,,,11.0,,,,21.0,,-60.5,,,,,,,,False,,False,,,,
30013,3382,5344.0,,,,7586.0,,258.4,,3471.2,,,1962.0,,,,4204.0,,-3123.6,,89.2,,,,,,False,,False,,True,,
30015,204,320.0,,,,252.0,,184.2,,,,,116.0,,,,48.0,,-19.8,,,,,,,,True,,True,,,,
30017,518,896.0,,,,715.0,,61.2,,,,,378.0,,,,197.0,,-456.8,,,,,,,,True,,False,,,,
30019,82,88.0,,,,57.0,,3.0,,,,,6.0,,,,-25.0,,-79.0,,,,,,,,False,,False,,,,
30021,624,704.0,,,,581.0,,209.8,,,,,80.0,,,,-43.0,,-414.2,,,,,,,,True,,False,,,,
30023,281,728.0,,,,434.0,,332.5,,,,,447.0,,,,153.0,,51.5,,,,,,,,True,,True,,,,
30025,116,368.0,,,,93.0,,271.6,,,,,252.0,,,,-23.0,,155.6,,,,,,,,True,,True,,,,
30027,511,744.0,,,,942.0,,344.7,,,,,233.0,,,,431.0,,-166.3,,,,,,,,False,,True,,,,
30029,4336,5760.0,,,,5824.0,,6586.9,,9259.9,,,1424.0,,,,1488.0,,2250.9,,4923.9,,,,,,False,,False,,False,,
30031,4835,8904.0,,,,3210.0,,8459.3,,5664.6,,,4069.0,,,,-1625.0,,3624.3,,829.6,,,,,,True,,True,,True,,
30033,29,104.0,,,,241.0,,132.9,,,,,75.0,,,,212.0,,103.9,,,,,,,,False,,False,,,,
30035,262,40.0,,,,581.0,,3.4,,85.7,,,-222.0,,,,319.0,,-258.6,,-176.3,,,,,,False,,False,,True,,
30037,27,32.0,,,,108.0,,71.0,,,,,5.0,,,,81.0,,44.0,,,,,,,,False,,False,,,,
30039,81,96.0,,,,122.0,,5.3,,,,,15.0,,,,41.0,,-75.7,,,,,,,,False,,False,,,,
30041,606,920.0,,,,1056.0,,66.2,,318.5,,,314.0,,,,450.0,,-539.8,,-287.5,,,,,,False,,False,,True,,
30043,555,520.0,,,,329.0,,563.9,,,,,-35.0,,,,-226.0,,8.9,,,,,,,,False,,True,,,,
30045,45,104.0,,,,122.0,,596.4,,,,,59.0,,,,77.0,,551.4,,,,,,,,False,,False,,,,
30047,803,656.0,,,,1552.0,,381.7,,,,,-147.0,,,,749.0,,-421.3,,,,,,,,False,,False,,,,
30049,3542,3048.0,,,,3358.0,,1786.5,,5152.0,,,-494.0,,,,-184.0,,-1755.5,,1610.0,,,,,,True,,False,,False,,
30051,60,24.0,,,,101.0,,0.2,,,,,-36.0,,,,41.0,,-59.8,,,,,,,,False,,False,,,,
30053,659,1232.0,,,,390.0,,8150.9,,,,,573.0,,,,-269.0,,7491.9,,,,,,,,True,,False,,,,
30055,74,48.0,,,,278.0,,0.9,,,,,-26.0,,,,204.0,,-73.1,,,,,,,,False,,False,,,,
30057,246,480.0,,,,177.0,,224.4,,,,,234.0,,,,-69.0,,-21.6,,,,,,,,True,,True,,,,
30059,13,40.0,,,,120.0,,2.6,,,,,27.0,,,,107.0,,-10.4,,,,,,,,False,,True,,,,
30061,172,72.0,,,,181.0,,7.2,,,,,-100.0,,,,9.0,,-164.8,,,,,,,,True,,False,,,,
30063,3508,3544.0,,,,4092.0,,5776.4,,4061.4,,,36.0,,,,584.0,,2268.4,,553.4,,,,,,False,,False,,False,,
30065,98,208.0,,,,627.0,,83.2,,,,,110.0,,,,529.0,,-14.8,,,,,,,,False,,True,,,,
30067,510,744.0,,,,447.0,,2104.6,,,,,234.0,,,,-63.0,,1594.6,,,,,,,,True,,False,,,,
30069,7,0.0,,,,118.0,,3.0,,,,,-7.0,,,,111.0,,-4.0,,,,,,,,False,,True,,,,
30071,221,80.0,,,,274.0,,6.0,,,,,-141.0,,,,53.0,,-215.0,,,,,,,,True,,False,,,,
30073,174,248.0,,,,247.0,,3.0,,,,,74.0,,,,73.0,,-171.0,,,,,,,,True,,False,,,,
30075,32,0.0,,,,62.0,,4.1,,,,,-32.0,,,,30.0,,-27.9,,,,,,,,True,,True,,,,
30077,453,480.0,,,,483.0,,107.9,,,,,27.0,,,,30.0,,-345.1,,,,,,,,False,,False,,,,
30079,82,72.0,,,,92.0,,1.1,,,,,-10.0,,,,10.0,,-80.9,,,,,,,,False,,False,,,,
30081,1530,912.0,,,,1205.0,,771.9,,,,,-618.0,,,,-325.0,,-758.1,,,,,,,,True,,False,,,,
30083,454,648.0,,,,820.0,,172.4,,,,,194.0,,,,366.0,,-281.6,,,,,,,,False,,False,,,,
30085,295,280.0,,,,551.0,,17.2,,371.8,,,-15.0,,,,256.0,,-277.8,,76.8,,,,,,False,,False,,False,,
30087,271,0.0,,,,468.0,,8.4,,,,,-271.0,,,,197.0,,-262.6,,,,,,,,True,,True,,,,
30089,354,312.0,,,,336.0,,1015.0,,,,,-42.0,,,,-18.0,,661.0,,,,,,,,True,,False,,,,
30091,169,544.0,,,,82.0,,932.1,,,,,375.0,,,,-87.0,,763.1,,,,,,,,True,,False,,,,
30093,2133,2712.0,,,,1400.0,,409.3,,,,,579.0,,,,-733.0,,-1723.7,,,,,,,,False,,False,,,,
30095,250,424.0,,,,360.0,,356.6,,,,,174.0,,,,110.0,,106.6,,,,,,,,True,,True,,,,
30097,149,328.0,,,,106.0,,185.6,,,,,179.0,,,,-43.0,,36.6,,,,,,,,True,,True,,,,
30099,195,168.0,,,,318.0,,173.2,,,,,-27.0,,,,123.0,,-21.8,,,,,,,,False,,True,,,,
30101,122,784.0,,,,312.0,,214.4,,,,,662.0,,,,190.0,,92.4,,,,,,,,True,,True,,,,
30103,19,32.0,,,,124.0,,1.9,,,,,13.0,,,,105.0,,-17.1,,,,,,,,False,,False,,,,
30105,196,336.0,,,,542.0,,19.2,,,,,140.0,,,,346.0,,-176.8,,,,,,,,False,,False,,,,
30107,70,40.0,,,,199.0,,11.1,,,,,-30.0,,,,129.0,,-58.9,,,,,,,,False,,False,,,,
30109,56,80.0,,,,219.0,,16.0,,,,,24.0,,,,163.0,,-40.0,,,,,,,,False,,False,,,,
30111,5583,9040.0,,,,6843.0,,6392.7,,4404.8,,,3457.0,,,,1260.0,,809.7,,-1178.2,,,,,,True,,True,,True,,
31001,1182,1384.0,,,,2781.0,,1907.6,,1113.2,,,202.0,,,,1599.0,,725.6,,-68.8,,,,,,False,,False,,True,,
31003,191,320.0,,,,610.0,,230.9,,,,,129.0,,,,419.0,,39.9,,,,,,,,False,,True,,,,
31005,5,64.0,,,,50.0,,242.5,,,,,59.0,,,,45.0,,237.5,,,,,,,,True,,False,,,,
31007,19,16.0,,,,57.0,,143.8,,,,,-3.0,,,,38.0,,124.8,,,,,,,,False,,False,,,,
31009,11,32.0,,,,52.0,,215.2,,,,,21.0,,,,41.0,,204.2,,,,,,,,False,,False,,,,
31011,211,280.0,,,,416.0,,235.8,,,,,69.0,,,,205.0,,24.8,,,,,,,,False,,True,,,,
31013,421,448.0,,,,783.0,,860.1,,,,,27.0,,,,362.0,,439.1,,,,,,,,False,,False,,,,
31015,74,56.0,,,,394.0,,4.8,,,,,-18.0,,,,320.0,,-69.2,,,,,,,,False,,False,,,,
31017,87,232.0,,,,223.0,,346.1,,,,,145.0,,,,136.0,,259.1,,,,,,,,True,,False,,,,
31019,1678,3848.0,,,,3902.0,,7979.9,,2476.0,,,2170.0,,,,2224.0,,6301.9,,798.0,,,,,,False,,False,,True,,
31021,241,592.0,,,,314.0,,848.8,,,,,351.0,,,,73.0,,607.8,,,,,,,,True,,False,,,,
31023,335,464.0,,,,621.0,,397.9,,,,,129.0,,,,286.0,,62.9,,,,,,,,False,,True,,,,
31025,1040,896.0,,,,1021.0,,986.5,,,,,-144.0,,,,-19.0,,-53.5,,,,,,,,True,,True,,,,
31027,339,312.0,,,,596.0,,123.9,,,,,-27.0,,,,257.0,,-215.1,,,,,,,,False,,False,,,,
31029,167,296.0,,,,259.0,,637.0,,,,,129.0,,,,92.0,,470.0,,,,,,,,True,,False,,,,
31031,125,208.0,,,,575.0,,595.7,,,,,83.0,,,,450.0,,470.7,,,,,,,,False,,False,,,,
31033,447,1008.0,,,,685.0,,3925.2,,,,,561.0,,,,238.0,,3478.2,,,,,,,,True,,False,,,,
31035,306,416.0,,,,292.0,,96.3,,,,,110.0,,,,-14.0,,-209.7,,,,,,,,True,,False,,,,
31037,338,720.0,,,,933.0,,445.8,,375.5,,,382.0,,,,595.0,,107.8,,37.5,,,,,,False,,True,,True,,
31039,425,528.0,,,,611.0,,651.1,,,,,103.0,,,,186.0,,226.1,,,,,,,,False,,False,,,,
31041,358,256.0,,,,778.0,,330.2,,,,,-102.0,,,,420.0,,-27.8,,,,,,,,False,,True,,,,
31043,717,1104.0,,,,1516.0,,610.7,,683.4,,,387.0,,,,799.0,,-106.3,,-33.6,,,,,,False,,True,,True,,
31045,191,520.0,,,,585.0,,687.5,,,,,329.0,,,,394.0,,496.5,,,,,,,,False,,False,,,,
31047,905,1536.0,,,,1757.0,,1763.7,,847.9,,,631.0,,,,852.0,,858.7,,-57.1,,,,,,False,,False,,True,,
31049,50,56.0,,,,108.0,,438.8,,,,,6.0,,,,58.0,,388.8,,,,,,,,False,,False,,,,
31051,235,416.0,,,,353.0,,1872.4,,,,,181.0,,,,118.0,,1637.4,,,,,,,,True,,False,,,,
31053,1701,2304.0,,,,2828.0,,2485.0,,1444.9,,,603.0,,,,1127.0,,784.0,,-256.1,,,,,,False,,False,,True,,
31055,25838,32928.0,,,,32018.0,,94827.2,,30260.3,,,7090.0,,,,6180.0,,68989.2,,4422.3,,,,,,True,,False,,True,,
31057,75,56.0,,,,90.0,,71.3,,,,,-19.0,,,,15.0,,-3.7,,,,,,,,True,,True,,,,
31059,172,608.0,,,,306.0,,436.2,,,,,436.0,,,,134.0,,264.2,,,,,,,,True,,True,,,,
31061,75,224.0,,,,157.0,,892.4,,,,,149.0,,,,82.0,,817.4,,,,,,,,True,,False,,,,
31063,94,152.0,,,,85.0,,178.3,,,,,58.0,,,,-9.0,,84.3,,,,,,,,True,,False,,,,
31065,202,320.0,,,,235.0,,726.9,,,,,118.0,,,,33.0,,524.9,,,,,,,,True,,False,,,,
31067,920,1952.0,,,,1374.0,,6424.1,,,,,1032.0,,,,454.0,,5504.1,,,,,,,,True,,False,,,,
31069,35,72.0,,,,174.0,,30.6,,,,,37.0,,,,139.0,,-4.4,,,,,,,,False,,True,,,,
31071,66,72.0,,,,125.0,,16.0,,,,,6.0,,,,59.0,,-50.0,,,,,,,,False,,False,,,,
31073,81,88.0,,,,182.0,,202.9,,,,,7.0,,,,101.0,,121.9,,,,,,,,False,,False,,,,
31075,13,32.0,,,,67.0,,62.9,,,,,19.0,,,,54.0,,49.9,,,,,,,,False,,False,,,,
31077,100,216.0,,,,149.0,,1142.3,,,,,116.0,,,,49.0,,1042.3,,,,,,,,True,,False,,,,
31079,2589,3472.0,,,,5899.0,,6607.6,,2448.4,,,883.0,,,,3310.0,,4018.6,,-140.6,,,,,,False,,False,,True,,
31081,385,576.0,,,,648.0,,1669.3,,,,,191.0,,,,263.0,,1284.3,,,,,,,,False,,False,,,,
31083,84,208.0,,,,203.0,,750.8,,,,,124.0,,,,119.0,,666.8,,,,,,,,True,,False,,,,
31085,24,24.0,,,,79.0,,4.0,,,,,0.0,,,,55.0,,-20.0,,,,,,,,False,,False,,,,
31087,108,128.0,,,,126.0,,120.9,,,,,20.0,,,,18.0,,12.9,,,,,,,,True,,True,,,,
31089,242,608.0,,,,1290.0,,311.1,,,,,366.0,,,,1048.0,,69.1,,,,,,,,False,,True,,,,
31091,10,88.0,,,,78.0,,229.4,,,,,78.0,,,,68.0,,219.4,,,,,,,,True,,False,,,,
31093,236,336.0,,,,573.0,,132.5,,,,,100.0,,,,337.0,,-103.5,,,,,,,,False,,False,,,,
31095,342,736.0,,,,475.0,,3281.0,,,,,394.0,,,,133.0,,2939.0,,,,,,,,True,,False,,,,
31097,337,752.0,,,,254.0,,146.9,,,,,415.0,,,,-83.0,,-190.1,,,,,,,,True,,True,,,,
31099,223,552.0,,,,410.0,,1350.4,,,,,329.0,,,,187.0,,1127.4,,,,,,,,True,,False,,,,
31101,404,496.0,,,,598.0,,3230.9,,,,,92.0,,,,194.0,,2826.9,,,,,,,,False,,False,,,,
31103,21,56.0,,,,111.0,,371.7,,,,,35.0,,,,90.0,,350.7,,,,,,,,False,,False,,,,
31105,239,168.0,,,,211.0,,313.9,,,,,-71.0,,,,-28.0,,74.9,,,,,,,,True,,False,,,,
31107,375,240.0,,,,753.0,,79.1,,,,,-135.0,,,,378.0,,-295.9,,,,,,,,False,,False,,,,
31109,11434,13536.0,,,,19999.0,,40175.3,,9182.6,,,2102.0,,,,8565.0,,28741.3,,-2251.4,,,,,,False,,False,,False,,
31111,1426,2672.0,,,,3036.0,,6998.5,,574.4,,,1246.0,,,,1610.0,,5572.5,,-851.6,,,,,,False,,False,,True,,
31113,49,32.0,,,,64.0,,269.6,,,,,-17.0,,,,15.0,,220.6,,,,,,,,True,,False,,,,
31115,25,16.0,,,,63.0,,16.9,,,,,-9.0,,,,38.0,,-8.1,,,,,,,,False,,True,,,,
31117,11,8.0,,,,60.0,,25.4,,,,,-3.0,,,,49.0,,14.4,,,,,,,,False,,False,,,,
31119,1615,2952.0,,,,4424.0,,1690.3,,1695.4,,,1337.0,,,,2809.0,,75.3,,80.4,,,,,,False,,True,,True,,
31121,319,608.0,,,,867.0,,2319.8,,,,,289.0,,,,548.0,,2000.8,,,,,,,,False,,False,,,,
31123,223,312.0,,,,281.0,,682.6,,,,,89.0,,,,58.0,,459.6,,,,,,,,True,,False,,,,
31125,172,304.0,,,,324.0,,187.2,,,,,132.0,,,,152.0,,15.2,,,,,,,,False,,True,,,,
31127,275,216.0,,,,256.0,,155.7,,,,,-59.0,,,,-19.0,,-119.3,,,,,,,,True,,False,,,,
31129,163,216.0,,,,207.0,,57.9,,,,,53.0,,,,44.0,,-105.1,,,,,,,,True,,False,,,,
31131,507,992.0,,,,824.0,,1448.5,,,,,485.0,,,,317.0,,941.5,,,,,,,,True,,False,,,,
31133,124,120.0,,,,117.0,,738.4,,,,,-4.0,,,,-7.0,,614.4,,,,,,,,False,,False,,,,
31135,142,376.0,,,,154.0,,1508.2,,,,,234.0,,,,12.0,,1366.2,,,,,,,,True,,False,,,,
31137,376,504.0,,,,673.0,,507.8,,,,,128.0,,,,297.0,,131.8,,,,,,,,False,,False,,,,
31139,221,400.0,,,,592.0,,73.6,,,,,179.0,,,,371.0,,-147.4,,,,,,,,False,,True,,,,
31141,1128,3632.0,,,,3225.0,,5279.7,,2019.7,,,2504.0,,,,2097.0,,4151.7,,891.7,,,,,,True,,False,,True,,
31143,94,224.0,,,,358.0,,167.6,,,,,130.0,,,,264.0,,73.6,,,,,,,,False,,True,,,,
31145,610,616.0,,,,757.0,,443.3,,,,,6.0,,,,147.0,,-166.7,,,,,,,,False,,False,,,,
31147,327,400.0,,,,301.0,,361.7,,,,,73.0,,,,-26.0,,34.7,,,,,,,,True,,True,,,,
31149,33,24.0,,,,243.0,,0.9,,,,,-9.0,,,,210.0,,-32.1,,,,,,,,False,,False,,,,
31151,572,1112.0,,,,1177.0,,807.6,,730.9,,,540.0,,,,605.0,,235.6,,158.9,,,,,,False,,True,,True,,
31153,8197,10208.0,,,,8829.0,,16530.5,,11095.2,,,2011.0,,,,632.0,,8333.5,,2898.2,,,,,,True,,False,,False,,
31155,952,1080.0,,,,1134.0,,2404.3,,,,,128.0,,,,182.0,,1452.3,,,,,,,,False,,False,,,,
31157,832,4632.0,,,,3004.0,,12019.3,,1975.2,,,3800.0,,,,2172.0,,11187.3,,1143.2,,,,,,True,,False,,True,,
31159,549,856.0,,,,1250.0,,1062.2,,,,,307.0,,,,701.0,,513.2,,,,,,,,False,,False,,,,
31161,190,264.0,,,,287.0,,152.1,,,,,74.0,,,,97.0,,-37.9,,,,,,,,False,,True,,,,
31163,63,152.0,,,,164.0,,44.8,,,,,89.0,,,,101.0,,-18.2,,,,,,,,False,,True,,,,
31165,15,16.0,,,,77.0,,516.9,,,,,1.0,,,,62.0,,501.9,,,,,,,,False,,False,,,,
31167,196,224.0,,,,448.0,,108.6,,,,,28.0,,,,252.0,,-87.4,,,,,,,,False,,False,,,,
31169,248,472.0,,,,269.0,,2162.3,,,,,224.0,,,,21.0,,1914.3,,,,,,,,True,,False,,,,
31171,22,40.0,,,,62.0,,45.5,,,,,18.0,,,,40.0,,23.5,,,,,,,,False,,False,,,,
31173,270,464.0,,,,500.0,,317.7,,,,,194.0,,,,230.0,,47.7,,,,,,,,False,,True,,,,
31175,143,120.0,,,,307.0,,144.7,,,,,-23.0,,,,164.0,,1.7,,,,,,,,False,,True,,,,
31177,857,1368.0,,,,998.0,,2727.3,,,,,511.0,,,,141.0,,1870.3,,,,,,,,True,,False,,,,
31179,307,864.0,,,,762.0,,619.1,,,,,557.0,,,,455.0,,312.1,,,,,,,,True,,True,,,,
31181,134,152.0,,,,236.0,,42.0,,,,,18.0,,,,102.0,,-92.0,,,,,,,,False,,False,,,,
31183,22,16.0,,,,85.0,,4.1,,,,,-6.0,,,,63.0,,-17.9,,,,,,,,False,,False,,,,
31185,476,1032.0,,,,1066.0,,644.4,,,,,556.0,,,,590.0,,168.4,,,,,,,,False,,True,,,,
32001,1048,928.0,,,,574.0,,5939.8,,,,,-120.0,,,,-474.0,,4891.8,,,,,,,,False,,False,,,,
