,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28027,614,270.0,495.0,,,,423.0,,719.9,199.9,336.5,464.0,,,,,-344.0,-119.0,,,,-191.0,,105.9,-414.1,-277.5,-150.0,,,,,True,,,,True,,True,False,True,True,,,,
28029,665,330.0,302.0,,,,406.0,,329.6,280.7,448.5,711.0,,,,,-335.0,-363.0,,,,-259.0,,-335.4,-384.3,-216.5,46.0,,,,,False,,,,True,,False,False,True,True,,,,
28031,785,462.0,288.0,,,,256.0,,388.3,215.0,499.0,489.0,,,,,-323.0,-497.0,,,,-529.0,,-396.7,-570.0,-286.0,-296.0,,,,,False,,,,False,,False,False,True,True,,,,
28033,5993,3780.0,2623.0,,,,4401.0,,1633.5,2728.1,4254.0,6195.0,,3743.5,,,-2213.0,-3370.0,,,,-1592.0,,-4359.5,-3264.9,-1739.0,202.0,,-2249.5,,,False,,,,True,,False,False,True,True,,False,,
28035,1836,1440.0,1650.0,,,,937.0,,2063.4,810.7,1418.5,2075.0,,1313.2,,,-396.0,-186.0,,,,-899.0,,227.4,-1025.3,-417.5,239.0,,-522.8,,,True,,,,False,,True,False,False,True,,False,,
28037,299,156.0,51.0,,,,121.0,,1205.9,48.2,235.0,227.0,,,,,-143.0,-248.0,,,,-178.0,,906.9,-250.8,-64.0,-72.0,,,,,False,,,,False,,False,False,True,True,,,,
28039,586,270.0,331.0,,,,357.0,,143.3,189.3,282.0,581.0,,,,,-316.0,-255.0,,,,-229.0,,-442.7,-396.7,-304.0,-5.0,,,,,True,,,,True,,False,False,True,True,,,,
28041,442,132.0,114.0,,,,211.0,,20.9,115.8,168.0,303.0,,,,,-310.0,-328.0,,,,-231.0,,-421.1,-326.2,-274.0,-139.0,,,,,False,,,,True,,False,False,True,True,,,,
28043,673,330.0,182.0,,,,421.0,,472.8,198.1,432.0,571.0,,,,,-343.0,-491.0,,,,-252.0,,-200.2,-474.9,-241.0,-102.0,,,,,False,,,,True,,True,False,True,True,,,,
28045,1109,528.0,492.0,,,,607.0,,164.3,344.6,525.0,1107.0,,,,,-581.0,-617.0,,,,-502.0,,-944.7,-764.4,-584.0,-2.0,,,,,False,,,,True,,False,False,False,True,,,,
28047,4969,2118.0,2463.0,,,,2423.0,,920.4,1971.1,1979.5,4401.0,,2055.5,,,-2851.0,-2506.0,,,,-2546.0,,-4048.6,-2997.9,-2989.5,-568.0,,-2913.5,,,True,,,,True,,False,False,False,True,,False,,
28049,5196,3144.0,3552.0,,,,2764.0,,2656.9,2535.4,3075.0,5164.0,,2892.8,,,-2052.0,-1644.0,,,,-2432.0,,-2539.1,-2660.6,-2121.0,-32.0,,-2303.2,,,True,,,,False,,False,False,False,True,,False,,
28051,338,462.0,332.0,,,,212.0,,934.0,200.9,565.0,465.0,,,,,124.0,-6.0,,,,-126.0,,596.0,-137.1,227.0,127.0,,,,,True,,,,False,,False,False,False,False,,,,
28053,248,102.0,17.0,,,,131.0,,88.4,58.0,101.5,175.0,,,,,-146.0,-231.0,,,,-117.0,,-159.6,-190.0,-146.5,-73.0,,,,,False,,,,True,,False,False,False,True,,,,
28055,38,48.0,0.0,,,,42.0,,0.0,1.6,13.0,44.0,,,,,10.0,-38.0,,,,4.0,,-38.0,-36.4,-25.0,6.0,,,,,False,,,,True,,False,False,False,True,,,,
28057,957,540.0,405.0,,,,576.0,,314.7,294.8,678.0,785.0,,,,,-417.0,-552.0,,,,-381.0,,-642.3,-662.2,-279.0,-172.0,,,,,False,,,,True,,False,False,True,True,,,,
28059,3162,2046.0,2138.0,,,,1772.0,,631.3,1661.7,1838.0,3275.0,,1908.7,,,-1116.0,-1024.0,,,,-1390.0,,-2530.7,-1500.3,-1324.0,113.0,,-1253.3,,,True,,,,False,,False,False,False,True,,False,,
28061,758,174.0,142.0,,,,224.0,,128.2,153.6,164.0,383.0,,,,,-584.0,-616.0,,,,-534.0,,-629.8,-604.4,-594.0,-375.0,,,,,False,,,,True,,False,False,False,True,,,,
28063,152,102.0,45.0,,,,96.0,,3455.2,52.3,91.0,166.0,,,,,-50.0,-107.0,,,,-56.0,,3303.2,-99.7,-61.0,14.0,,,,,False,,,,False,,False,False,False,True,,,,
28065,245,198.0,167.0,,,,121.0,,39.6,105.9,174.0,282.0,,,,,-47.0,-78.0,,,,-124.0,,-205.4,-139.1,-71.0,37.0,,,,,False,,,,False,,False,False,False,True,,,,
28067,2249,1056.0,1073.0,,,,1149.0,,1143.9,855.7,1457.0,1758.0,,593.3,,,-1193.0,-1176.0,,,,-1100.0,,-1105.1,-1393.3,-792.0,-491.0,,-1655.7,,,True,,,,True,,True,False,True,True,,False,,
28069,296,186.0,58.0,,,,133.0,,2731.3,117.9,290.0,294.0,,,,,-110.0,-238.0,,,,-163.0,,2435.3,-178.1,-6.0,-2.0,,,,,False,,,,False,,False,False,True,True,,,,
28071,1373,918.0,1184.0,,,,1005.0,,2109.1,873.7,1229.0,1354.0,,534.8,,,-455.0,-189.0,,,,-368.0,,736.1,-499.3,-144.0,-19.0,,-838.2,,,True,,,,True,,False,False,True,True,,False,,
28073,1647,1158.0,1374.0,,,,737.0,,2307.2,643.8,938.0,1902.0,,900.5,,,-489.0,-273.0,,,,-910.0,,660.2,-1003.2,-709.0,255.0,,-746.5,,,True,,,,False,,False,False,False,True,,False,,
28075,1932,1104.0,1060.0,,,,1224.0,,1208.2,964.4,1259.0,1894.0,,1123.4,,,-828.0,-872.0,,,,-708.0,,-723.8,-967.6,-673.0,-38.0,,-808.6,,,False,,,,True,,True,False,True,True,,True,,
28077,253,126.0,172.0,,,,155.0,,240.1,130.6,125.0,295.0,,,,,-127.0,-81.0,,,,-98.0,,-12.9,-122.4,-128.0,42.0,,,,,True,,,,True,,True,True,False,True,,,,
28079,862,222.0,332.0,,,,383.0,,197.2,183.7,358.0,424.0,,,,,-640.0,-530.0,,,,-479.0,,-664.8,-678.3,-504.0,-438.0,,,,,True,,,,True,,False,False,True,True,,,,
28081,3312,2106.0,1632.0,,,,2030.0,,856.3,1412.8,2200.0,3035.0,,1948.8,,,-1206.0,-1680.0,,,,-1282.0,,-2455.7,-1899.2,-1112.0,-277.0,,-1363.2,,,False,,,,False,,False,False,True,True,,False,,
28083,835,408.0,371.0,,,,507.0,,240.4,300.0,366.0,634.0,,,,,-427.0,-464.0,,,,-328.0,,-594.6,-535.0,-469.0,-201.0,,,,,False,,,,True,,False,False,False,True,,,,
28085,910,450.0,791.0,,,,575.0,,1310.0,509.2,424.0,907.0,,,,,-460.0,-119.0,,,,-335.0,,400.0,-400.8,-486.0,-3.0,,,,,True,,,,True,,True,True,False,True,,,,
28087,2603,648.0,902.0,,,,1017.0,,423.1,567.6,947.5,1285.0,,632.1,,,-1955.0,-1701.0,,,,-1586.0,,-2179.9,-2035.4,-1655.5,-1318.0,,-1970.9,,,True,,,,True,,False,False,True,True,,False,,
28089,2997,1356.0,1812.0,,,,1136.0,,1536.4,1225.2,1717.0,2525.0,,1411.2,,,-1641.0,-1185.0,,,,-1861.0,,-1460.6,-1771.8,-1280.0,-472.0,,-1585.8,,,True,,,,False,,True,False,True,True,,True,,
28091,782,522.0,578.0,,,,355.0,,756.3,294.4,412.0,714.0,,,,,-260.0,-204.0,,,,-427.0,,-25.7,-487.6,-370.0,-68.0,,,,,True,,,,False,,True,False,False,True,,,,
28093,1039,690.0,741.0,,,,736.0,,283.2,475.3,767.5,1093.0,,473.0,,,-349.0,-298.0,,,,-303.0,,-755.8,-563.7,-271.5,54.0,,-566.0,,,True,,,,True,,False,False,True,True,,False,,
28095,1388,594.0,484.0,,,,756.0,,655.1,464.1,723.0,1019.0,,,,,-794.0,-904.0,,,,-632.0,,-732.9,-923.9,-665.0,-369.0,,,,,False,,,,True,,True,False,True,True,,,,
28097,305,168.0,269.0,,,,189.0,,50.7,90.9,188.0,265.0,,,,,-137.0,-36.0,,,,-116.0,,-254.3,-214.1,-117.0,-40.0,,,,,True,,,,True,,False,False,True,True,,,,
28099,995,270.0,510.0,,,,537.0,,353.5,377.5,180.0,750.0,,190.9,,,-725.0,-485.0,,,,-458.0,,-641.5,-617.5,-815.0,-245.0,,-804.1,,,True,,,,True,,True,True,False,True,,False,,
28101,696,186.0,209.0,,,,343.0,,191.8,232.0,221.0,468.0,,,,,-510.0,-487.0,,,,-353.0,,-504.2,-464.0,-475.0,-228.0,,,,,True,,,,True,,True,True,True,True,,,,
28103,337,132.0,66.0,,,,138.0,,349.1,97.8,166.0,237.0,,,,,-205.0,-271.0,,,,-199.0,,12.1,-239.2,-171.0,-100.0,,,,,False,,,,True,,True,False,True,True,,,,
28105,1297,540.0,455.0,,,,716.0,,502.4,472.1,678.0,1030.0,,427.9,,,-757.0,-842.0,,,,-581.0,,-794.6,-824.9,-619.0,-267.0,,-869.1,,,False,,,,True,,False,False,True,True,,False,,
28107,1232,774.0,549.0,,,,657.0,,697.1,551.4,1199.0,967.0,,545.6,,,-458.0,-683.0,,,,-575.0,,-534.9,-680.6,-33.0,-265.0,,-686.4,,,False,,,,False,,False,False,True,True,,False,,
28109,1478,696.0,1233.0,,,,676.0,,1416.8,337.5,800.5,1230.0,,,,,-782.0,-245.0,,,,-802.0,,-61.2,-1140.5,-677.5,-248.0,,,,,True,,,,False,,True,False,True,True,,,,
28111,277,204.0,301.0,,,,183.0,,224.6,76.7,210.0,318.0,,,,,-73.0,24.0,,,,-94.0,,-52.4,-200.3,-67.0,41.0,,,,,True,,,,False,,True,False,True,True,,,,
28113,811,180.0,283.0,,,,574.0,,224.1,308.7,201.0,535.0,,,,,-631.0,-528.0,,,,-237.0,,-586.9,-502.3,-610.0,-276.0,,,,,True,,,,True,,True,True,True,True,,,,
28115,1425,552.0,531.0,,,,834.0,,414.7,396.2,569.0,1028.0,,,,,-873.0,-894.0,,,,-591.0,,-1010.3,-1028.8,-856.0,-397.0,,,,,False,,,,True,,False,False,True,True,,,,
28117,868,510.0,273.0,,,,735.0,,216.9,255.9,662.0,834.0,,,,,-358.0,-595.0,,,,-133.0,,-651.1,-612.1,-206.0,-34.0,,,,,False,,,,True,,False,False,True,True,,,,
28119,146,108.0,104.0,,,,118.0,,208.8,46.6,120.0,176.0,,,,,-38.0,-42.0,,,,-28.0,,62.8,-99.4,-26.0,30.0,,,,,False,,,,True,,False,False,True,True,,,,
28121,4284,2406.0,2574.0,,,,2227.0,,2209.9,2200.0,2651.5,4283.0,,2427.1,,,-1878.0,-1710.0,,,,-2057.0,,-2074.1,-2084.0,-1632.5,-1.0,,-1856.9,,,True,,,,False,,False,False,True,True,,True,,
28123,756,342.0,535.0,,,,414.0,,972.5,399.4,530.0,740.0,,,,,-414.0,-221.0,,,,-342.0,,216.5,-356.6,-226.0,-16.0,,,,,True,,,,True,,True,True,True,True,,,,
28125,101,30.0,2.0,,,,58.0,,1818.3,10.3,43.0,101.0,,,,,-71.0,-99.0,,,,-43.0,,1717.3,-90.7,-58.0,0.0,,,,,False,,,,True,,False,False,True,True,,,,
28127,751,318.0,413.0,,,,393.0,,471.0,299.2,357.0,605.0,,,,,-433.0,-338.0,,,,-358.0,,-280.0,-451.8,-394.0,-146.0,,,,,True,,,,True,,True,False,True,True,,,,
28129,419,174.0,240.0,,,,229.0,,113.3,131.2,154.0,430.0,,,,,-245.0,-179.0,,,,-190.0,,-305.7,-287.8,-265.0,11.0,,,,,True,,,,True,,False,False,False,True,,,,
28131,565,396.0,402.0,,,,251.0,,421.2,245.0,479.0,489.0,,,,,-169.0,-163.0,,,,-314.0,,-143.8,-320.0,-86.0,-76.0,,,,,True,,,,False,,True,False,True,True,,,,
28133,773,276.0,88.0,,,,452.0,,814.6,206.7,195.0,507.0,,,,,-497.0,-685.0,,,,-321.0,,41.6,-566.3,-578.0,-266.0,,,,,False,,,,True,,True,False,False,True,,,,
28135,351,156.0,94.0,,,,292.0,,266.4,91.3,138.0,350.0,,,,,-195.0,-257.0,,,,-59.0,,-84.6,-259.7,-213.0,-1.0,,,,,False,,,,True,,True,False,False,True,,,,
28137,851,546.0,466.0,,,,640.0,,343.5,312.7,504.0,942.0,,,,,-305.0,-385.0,,,,-211.0,,-507.5,-538.3,-347.0,91.0,,,,,False,,,,True,,False,False,False,True,,,,
28139,954,318.0,276.0,,,,641.0,,419.0,174.1,370.0,604.0,,,,,-636.0,-678.0,,,,-313.0,,-535.0,-779.9,-584.0,-350.0,,,,,False,,,,True,,True,False,True,True,,,,
28141,630,270.0,265.0,,,,549.0,,168.0,244.3,138.0,503.0,,,,,-360.0,-365.0,,,,-81.0,,-462.0,-385.7,-492.0,-127.0,,,,,False,,,,True,,False,False,False,True,,,,
28143,196,96.0,110.0,,,,129.0,,38.8,35.1,89.0,199.0,,,,,-100.0,-86.0,,,,-67.0,,-157.2,-160.9,-107.0,3.0,,,,,True,,,,True,,False,False,False,True,,,,
28145,1532,522.0,482.0,,,,775.0,,580.5,457.0,562.0,835.0,,,,,-1010.0,-1050.0,,,,-757.0,,-951.5,-1075.0,-970.0,-697.0,,,,,False,,,,True,,True,False,True,True,,,,
28147,304,204.0,97.0,,,,173.0,,77.1,122.6,207.0,353.0,,,,,-100.0,-207.0,,,,-131.0,,-226.9,-181.4,-97.0,49.0,,,,,False,,,,False,,False,False,True,True,,,,
28149,1398,366.0,402.0,,,,715.0,,484.6,337.8,411.0,705.0,,,,,-1032.0,-996.0,,,,-683.0,,-913.4,-1060.2,-987.0,-693.0,,,,,True,,,,True,,True,False,True,True,,,,
28151,1442,870.0,573.0,,,,694.0,,1532.6,691.2,857.5,1290.0,,730.2,,,-572.0,-869.0,,,,-748.0,,90.6,-750.8,-584.5,-152.0,,-711.8,,,False,,,,False,,True,False,False,True,,False,,
28153,685,168.0,253.0,,,,321.0,,204.2,197.2,249.0,416.0,,,,,-517.0,-432.0,,,,-364.0,,-480.8,-487.8,-436.0,-269.0,,,,,True,,,,True,,True,True,True,True,,,,
28155,422,168.0,42.0,,,,213.0,,166.6,55.3,161.0,260.0,,,,,-254.0,-380.0,,,,-209.0,,-255.4,-366.7,-261.0,-162.0,,,,,False,,,,True,,False,False,False,True,,,,
28157,160,90.0,46.0,,,,145.0,,1482.9,20.1,115.0,191.0,,,,,-70.0,-114.0,,,,-15.0,,1322.9,-139.9,-45.0,31.0,,,,,False,,,,True,,False,False,True,True,,,,
28159,715,588.0,171.0,,,,290.0,,1507.1,320.0,443.0,637.0,,,,,-127.0,-544.0,,,,-425.0,,792.1,-395.0,-272.0,-78.0,,,,,False,,,,False,,False,False,False,True,,,,
28161,382,282.0,142.0,,,,242.0,,490.2,138.6,217.0,350.0,,,,,-100.0,-240.0,,,,-140.0,,108.2,-243.4,-165.0,-32.0,,,,,False,,,,False,,False,False,False,True,,,,
28163,726,552.0,611.0,,,,474.0,,348.1,365.4,470.0,717.0,,,,,-174.0,-115.0,,,,-252.0,,-377.9,-360.6,-256.0,-9.0,,,,,True,,,,False,,False,False,False,True,,,,
29001,695,420.0,500.0,,,,963.0,,236.8,306.2,170.0,594.0,,,,,-275.0,-195.0,,,,268.0,,-458.2,-388.8,-525.0,-101.0,,,,,True,,,,True,,False,False,False,True,,,,
29003,384,528.0,295.0,,,,560.0,,590.2,241.3,469.0,878.0,,,,,144.0,-89.0,,,,176.0,,206.2,-142.7,85.0,494.0,,,,,True,,,,False,,False,True,True,False,,,,
29005,72,150.0,139.0,,,,168.0,,127.8,53.0,94.0,178.0,,,,,78.0,67.0,,,,96.0,,55.8,-19.0,22.0,106.0,,,,,True,,,,False,,True,True,True,False,,,,
29007,816,822.0,704.0,,,,727.0,,394.3,396.9,784.0,1045.0,,,,,6.0,-112.0,,,,-89.0,,-421.7,-419.1,-32.0,229.0,,,,,False,,,,False,,False,False,False,False,,,,
29009,486,492.0,573.0,,,,962.0,,359.1,425.6,177.0,986.0,,,,,6.0,87.0,,,,476.0,,-126.9,-60.4,-309.0,500.0,,,,,False,,,,False,,False,False,False,False,,,,
29011,208,186.0,148.0,,,,315.0,,47.8,123.1,143.0,335.0,,,,,-22.0,-60.0,,,,107.0,,-160.2,-84.9,-65.0,127.0,,,,,False,,,,False,,False,False,False,False,,,,
29013,380,480.0,449.0,,,,435.0,,564.6,80.6,445.5,590.0,,,,,100.0,69.0,,,,55.0,,184.6,-299.4,65.5,210.0,,,,,True,,,,True,,False,False,True,False,,,,
29015,544,204.0,238.0,,,,398.0,,70.2,149.9,168.0,550.0,,,,,-340.0,-306.0,,,,-146.0,,-473.8,-394.1,-376.0,6.0,,,,,True,,,,True,,False,False,False,True,,,,
29017,198,222.0,316.0,,,,399.0,,92.7,132.3,179.0,442.0,,,,,24.0,118.0,,,,201.0,,-105.3,-65.7,-19.0,244.0,,,,,False,,,,False,,False,False,True,False,,,,
29019,3967,4062.0,2446.0,,,,3964.0,,1580.0,2852.0,2793.0,6156.0,,1353.6,,,95.0,-1521.0,,,,-3.0,,-2387.0,-1115.0,-1174.0,2189.0,,-2613.4,,,False,,,,True,,False,False,False,False,,False,,
29021,1769,2484.0,1930.0,,,,3484.0,,1722.5,1691.1,2274.0,3742.0,,2023.8,,,715.0,161.0,,,,1715.0,,-46.5,-77.9,505.0,1973.0,,254.8,,,True,,,,False,,True,True,True,False,,True,,
29023,862,1086.0,978.0,,,,1679.0,,1492.9,573.6,1120.0,1478.0,,,,,224.0,116.0,,,,817.0,,630.9,-288.4,258.0,616.0,,,,,True,,,,False,,False,False,False,False,,,,
29025,195,258.0,254.0,,,,273.0,,180.4,97.4,303.0,306.0,,,,,63.0,59.0,,,,78.0,,-14.6,-97.6,108.0,111.0,,,,,True,,,,False,,True,False,False,False,,,,
29027,1223,1614.0,932.0,,,,1162.0,,491.4,556.5,1228.0,2037.0,,4253.4,,,391.0,-291.0,,,,-61.0,,-731.6,-666.5,5.0,814.0,,3030.4,,,True,,,,True,,False,False,True,False,,False,,
29029,953,834.0,761.0,,,,832.0,,568.1,480.9,634.0,1445.0,,588.8,,,-119.0,-192.0,,,,-121.0,,-384.9,-472.1,-319.0,492.0,,-364.2,,,False,,,,False,,False,False,False,False,,False,,
29031,1808,2886.0,1860.0,,,,2477.0,,1350.3,1313.1,2210.0,3326.0,,1671.0,,,1078.0,52.0,,,,669.0,,-457.7,-494.9,402.0,1518.0,,-137.0,,,True,,,,True,,True,True,True,False,,True,,
29033,285,306.0,327.0,,,,274.0,,369.6,123.4,341.0,312.0,,,,,21.0,42.0,,,,-11.0,,84.6,-161.6,56.0,27.0,,,,,False,,,,True,,False,False,False,False,,,,
29035,103,126.0,172.0,,,,161.0,,483.9,33.3,107.0,192.0,,,,,23.0,69.0,,,,58.0,,380.9,-69.7,4.0,89.0,,,,,False,,,,False,,False,False,True,False,,,,
29037,2309,2298.0,1403.0,,,,2467.0,,1757.7,1326.1,1859.5,3373.0,,2938.5,,,-11.0,-906.0,,,,158.0,,-551.3,-982.9,-449.5,1064.0,,629.5,,,False,,,,False,,False,False,False,False,,False,,
29039,135,132.0,213.0,,,,370.0,,59.3,71.3,45.0,404.0,,,,,-3.0,78.0,,,,235.0,,-75.7,-63.7,-90.0,269.0,,,,,False,,,,False,,False,False,False,False,,,,
29041,119,126.0,103.0,,,,204.0,,27.9,30.4,59.0,253.0,,,,,7.0,-16.0,,,,85.0,,-91.1,-88.6,-60.0,134.0,,,,,False,,,,False,,False,False,False,False,,,,
29043,2296,1584.0,1103.0,,,,1711.0,,813.8,808.8,1393.0,2607.0,,788.1,,,-712.0,-1193.0,,,,-585.0,,-1482.2,-1487.2,-903.0,311.0,,-1507.9,,,False,,,,True,,False,False,False,True,,False,,
29045,89,168.0,193.0,,,,216.0,,95.6,84.6,155.0,261.0,,,,,79.0,104.0,,,,127.0,,6.6,-4.4,66.0,172.0,,,,,False,,,,False,,True,True,True,False,,,,
29047,2192,2040.0,1420.0,,,,6324.0,,1905.3,2685.5,1203.5,5619.0,,1891.8,,,-152.0,-772.0,,,,4132.0,,-286.7,493.5,-988.5,3427.0,,-300.2,,,False,,,,False,,False,False,False,False,,False,,
29049,495,324.0,294.0,,,,647.0,,180.5,123.3,311.0,654.0,,,,,-171.0,-201.0,,,,152.0,,-314.5,-371.7,-184.0,159.0,,,,,False,,,,True,,False,False,False,True,,,,
29051,1879,3438.0,1896.0,,,,1795.0,,1316.4,1330.8,2100.0,4002.0,,6379.5,,,1559.0,17.0,,,,-84.0,,-562.6,-548.2,221.0,2123.0,,4500.5,,,True,,,,True,,True,True,True,False,,False,,
29053,387,426.0,333.0,,,,487.0,,143.5,188.6,322.0,710.0,,,,,39.0,-54.0,,,,100.0,,-243.5,-198.4,-65.0,323.0,,,,,False,,,,False,,False,False,False,False,,,,
29055,667,582.0,590.0,,,,602.0,,285.7,245.8,595.0,860.0,,,,,-85.0,-77.0,,,,-65.0,,-381.3,-421.2,-72.0,193.0,,,,,True,,,,True,,False,False,True,False,,,,
29057,103,102.0,149.0,,,,160.0,,33.3,71.0,43.0,200.0,,,,,-1.0,46.0,,,,57.0,,-69.7,-32.0,-60.0,97.0,,,,,False,,,,False,,False,False,False,False,,,,
29059,133,216.0,187.0,,,,355.0,,144.4,156.5,224.0,482.0,,,,,83.0,54.0,,,,222.0,,11.4,23.5,91.0,349.0,,,,,True,,,,False,,True,True,False,False,,,,
29061,176,156.0,125.0,,,,294.0,,32.2,47.8,124.5,256.0,,,,,-20.0,-51.0,,,,118.0,,-143.8,-128.2,-51.5,80.0,,,,,False,,,,False,,False,False,False,False,,,,
29063,246,444.0,217.0,,,,472.0,,300.5,130.4,381.0,598.0,,,,,198.0,-29.0,,,,226.0,,54.5,-115.6,135.0,352.0,,,,,True,,,,False,,True,True,True,False,,,,
29065,232,378.0,468.0,,,,400.0,,532.3,245.4,387.0,488.0,,,,,146.0,236.0,,,,168.0,,300.3,13.4,155.0,256.0,,,,,False,,,,False,,False,True,False,False,,,,
29067,252,264.0,167.0,,,,305.0,,109.8,164.5,294.0,363.0,,,,,12.0,-85.0,,,,53.0,,-142.2,-87.5,42.0,111.0,,,,,False,,,,False,,False,False,False,False,,,,
29069,505,606.0,534.0,,,,1350.0,,237.4,316.5,477.5,810.0,,,,,101.0,29.0,,,,845.0,,-267.6,-188.5,-27.5,305.0,,,,,True,,,,False,,False,False,True,False,,,,
29071,2442,2538.0,1958.0,,,,2765.0,,1489.1,1405.1,2164.5,4451.0,,2517.2,,,96.0,-484.0,,,,323.0,,-952.9,-1036.9,-277.5,2009.0,,75.2,,,False,,,,False,,False,False,False,False,,True,,
29073,270,360.0,406.0,,,,364.0,,131.6,149.5,404.0,465.0,,,,,90.0,136.0,,,,94.0,,-138.4,-120.5,134.0,195.0,,,,,False,,,,False,,False,False,False,False,,,,
29075,246,216.0,263.0,,,,222.0,,102.4,78.6,128.0,259.0,,,,,-30.0,17.0,,,,-24.0,,-143.6,-167.4,-118.0,13.0,,,,,True,,,,True,,False,False,False,True,,,,
29077,6719,6072.0,4932.0,,,,6703.0,,3557.4,3516.9,5083.5,7997.0,,2135.3,,,-647.0,-1787.0,,,,-16.0,,-3161.6,-3202.1,-1635.5,1278.0,,-4583.7,,,False,,,,True,,False,False,False,False,,False,,
29079,236,192.0,408.0,,,,405.0,,142.8,118.4,96.5,317.0,,,,,-44.0,172.0,,,,169.0,,-93.2,-117.6,-139.5,81.0,,,,,False,,,,False,,False,False,False,False,,,,
29081,283,216.0,213.0,,,,303.0,,114.5,57.2,290.0,336.0,,,,,-67.0,-70.0,,,,20.0,,-168.5,-225.8,7.0,53.0,,,,,False,,,,True,,False,False,True,True,,,,
29083,450,624.0,825.0,,,,602.0,,334.6,197.2,500.0,779.0,,,,,174.0,375.0,,,,152.0,,-115.4,-252.8,50.0,329.0,,,,,False,,,,True,,True,False,True,False,,,,
29085,79,132.0,84.0,,,,161.0,,17.2,89.4,52.0,277.0,,,,,53.0,5.0,,,,82.0,,-61.8,10.4,-27.0,198.0,,,,,True,,,,False,,False,True,True,False,,,,
29087,77,180.0,207.0,,,,131.0,,305.3,94.0,118.0,191.0,,,,,103.0,130.0,,,,54.0,,228.3,17.0,41.0,114.0,,,,,False,,,,True,,False,True,True,False,,,,
29089,150,378.0,379.0,,,,254.0,,136.4,196.2,343.0,438.0,,,,,228.0,229.0,,,,104.0,,-13.6,46.2,193.0,288.0,,,,,False,,,,True,,True,True,True,False,,,,
29091,941,408.0,270.0,,,,1153.0,,174.1,320.6,297.0,809.0,,,,,-533.0,-671.0,,,,212.0,,-766.9,-620.4,-644.0,-132.0,,,,,False,,,,True,,False,False,False,True,,,,
29093,203,156.0,201.0,,,,266.0,,249.5,126.0,37.0,275.0,,,,,-47.0,-2.0,,,,63.0,,46.5,-77.0,-166.0,72.0,,,,,True,,,,False,,True,False,False,False,,,,
29095,8242,8754.0,6912.0,,,,15805.0,,5953.6,12615.5,7661.5,16345.0,,11386.7,,,512.0,-1330.0,,,,7563.0,,-2288.4,4373.5,-580.5,8103.0,,3144.7,,,False,,,,False,,False,False,False,False,,False,,
29097,2483,2736.0,2500.0,,,,3775.0,,1522.2,2160.3,1430.0,4084.0,,2170.2,,,253.0,17.0,,,,1292.0,,-960.8,-322.7,-1053.0,1601.0,,-312.8,,,True,,,,False,,False,False,False,False,,False,,
29099,5593,7674.0,5882.0,,,,6405.0,,5198.8,4164.5,6138.0,10169.0,,7958.7,,,2081.0,289.0,,,,812.0,,-394.2,-1428.5,545.0,4576.0,,2365.7,,,True,,,,True,,True,True,True,False,,False,,
29101,928,1056.0,645.0,,,,1323.0,,591.8,656.5,996.5,1631.0,,1041.9,,,128.0,-283.0,,,,395.0,,-336.2,-271.5,68.5,703.0,,113.9,,,False,,,,False,,False,False,True,False,,True,,
29103,25,54.0,45.0,,,,118.0,,38.2,46.6,8.0,97.0,,,,,29.0,20.0,,,,93.0,,13.2,21.6,-17.0,72.0,,,,,True,,,,False,,True,True,True,False,,,,
29105,877,690.0,740.0,,,,828.0,,441.4,539.0,816.0,969.0,,,,,-187.0,-137.0,,,,-49.0,,-435.6,-338.0,-61.0,92.0,,,,,True,,,,True,,False,False,True,True,,,,
29107,705,864.0,593.0,,,,887.0,,395.0,227.7,1052.0,1178.0,,,,,159.0,-112.0,,,,182.0,,-310.0,-477.3,347.0,473.0,,,,,True,,,,False,,False,False,False,False,,,,
29109,606,672.0,650.0,,,,1021.0,,352.7,493.2,527.0,1114.0,,,,,66.0,44.0,,,,415.0,,-253.3,-112.8,-79.0,508.0,,,,,True,,,,False,,False,False,False,False,,,,
