,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01101,4245,3008.0,,,3684.0,4851.0,,,,,4555.1,,5603.2,,3071.0,,3642.3,1911.8,2382.5,,4190.0,3768.5,4129.2,4197.0,4410.9,,,,,2767.8,5169.0,,,3461.0,-1237.0,,,-561.0,606.0,,,,,310.1,,1358.2,,-1174.0,,-602.7,-2333.2,-1862.5,,-55.0,-476.5,-115.8,-48.0,165.9,,,,,-1477.2,924.0,,,-784.0,,,True,True,,,,,True,,False,,True,,True,False,False,,True,True,True,True,True,,,,,False,True,,,True
01103,3241,3524.0,,,3199.0,2997.0,,,,,4088.4,,,,3104.0,,3106.0,1697.9,2551.5,,3530.5,3440.7,3971.0,3424.0,2634.2,,,,,3206.1,,,,3610.3,283.0,,,-42.0,-244.0,,,,,847.4,,,,-137.0,,-135.0,-1543.1,-689.5,,289.5,199.7,730.0,183.0,-606.8,,,,,-34.9,,,,369.3,,,True,True,,,,,False,,,,True,,True,False,False,,False,True,False,True,False,,,,,True,,,,False
01105,187,128.0,,,108.0,0.0,,,,,109.8,,,,143.0,,64.3,46.7,,,98.0,152.3,154.2,177.0,107.7,,,,,,,,,119.7,-59.0,,,-79.0,-187.0,,,,,-77.2,,,,-44.0,,-122.7,-140.3,,,-89.0,-34.7,-32.8,-10.0,-79.3,,,,,,,,,-67.3,,,False,False,,,,,False,,,,True,,False,False,,,False,True,True,True,False,,,,,,,,,False
01107,478,372.0,,,351.0,221.0,,,,,441.5,,,,418.0,,164.6,178.8,,,359.5,412.7,430.5,475.0,336.7,,,,,,,,,363.5,-106.0,,,-127.0,-257.0,,,,,-36.5,,,,-60.0,,-313.4,-299.2,,,-118.5,-65.3,-47.5,-3.0,-141.3,,,,,,,,,-114.5,,,False,False,,,,,True,,,,True,,False,False,,,False,True,True,True,False,,,,,,,,,False
01109,597,284.0,,,296.0,235.0,,,,,289.6,,,,463.0,,265.4,209.2,302.0,,375.0,354.9,399.4,480.0,441.9,,,,,,,,,276.9,-313.0,,,-301.0,-362.0,,,,,-307.4,,,,-134.0,,-331.6,-387.8,-295.0,,-222.0,-242.1,-197.6,-117.0,-155.1,,,,,,,,,-320.1,,,True,False,,,,,True,,,,True,,False,False,True,,True,True,True,True,True,,,,,,,,,False
01111,213,152.0,,,169.0,148.0,,,,,194.4,,,,389.0,,126.7,135.9,,,168.0,205.8,250.6,381.0,219.4,,,,,,,,,158.0,-61.0,,,-44.0,-65.0,,,,,-18.6,,,,176.0,,-86.3,-77.1,,,-45.0,-7.2,37.6,168.0,6.4,,,,,,,,,-55.0,,,True,False,,,,,True,,,,False,,False,False,,,True,True,True,False,True,,,,,,,,,True
01113,598,432.0,,,468.0,704.0,,,,,386.0,,,,848.0,,453.2,319.3,520.5,,463.0,513.5,603.7,864.0,530.3,,,,,223.6,,,,410.2,-166.0,,,-130.0,106.0,,,,,-212.0,,,,250.0,,-144.8,-278.7,-77.5,,-135.0,-84.5,5.7,266.0,-67.7,,,,,-374.4,,,,-187.8,,,True,True,,,,,False,,,,False,,True,False,True,,True,True,True,False,True,,,,,False,,,,False
01115,1957,1908.0,,,2045.0,2417.0,,,,,2619.9,,,,1727.0,,3133.2,938.2,1377.5,,2176.0,2139.2,2111.3,2199.0,,,,,,1265.5,,,,2716.4,-49.0,,,88.0,460.0,,,,,662.9,,,,-230.0,,1176.2,-1018.8,-579.5,,219.0,182.2,154.3,242.0,,,,,,-691.5,,,,759.4,,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,,,,,,False,,,,False
01117,4898,4404.0,,,4686.0,4197.0,,,,,6248.0,,6593.7,,3796.0,,5558.1,2738.5,3623.0,,4895.5,4678.3,5396.1,5223.0,4086.7,,,,,4187.2,5385.0,,,5294.4,-494.0,,,-212.0,-701.0,,,,,1350.0,,1695.7,,-1102.0,,660.1,-2159.5,-1275.0,,-2.5,-219.7,498.1,325.0,-811.3,,,,,-710.8,487.0,,,396.4,,,True,False,,,,,False,,False,,False,,False,False,False,,True,True,False,True,False,,,,,False,True,,,True
01119,228,188.0,,,179.0,173.0,,,,,317.7,,,,214.0,,138.2,85.9,,,156.0,215.9,227.6,246.0,123.3,,,,,,,,,225.0,-40.0,,,-49.0,-55.0,,,,,89.7,,,,-14.0,,-89.8,-142.1,,,-72.0,-12.1,-0.4,18.0,-104.7,,,,,,,,,-3.0,,,False,False,,,,,False,,,,True,,False,False,,,False,True,True,True,False,,,,,,,,,True
01121,1468,1548.0,,,1582.0,411.0,,,,,1770.7,,,,1669.0,,2634.3,879.7,1221.0,,1589.0,1720.5,1621.8,1789.0,1185.6,,,,,1189.7,,,,2068.6,80.0,,,114.0,-1057.0,,,,,302.7,,,,201.0,,1166.3,-588.3,-247.0,,121.0,252.5,153.8,321.0,-282.4,,,,,-278.3,,,,600.6,,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,,,,,False,,,,False
01123,494,472.0,,,472.0,79.0,,,,,647.5,,,,605.0,,474.2,399.3,349.5,,419.0,532.3,562.0,719.0,547.4,,,,,,,,,512.8,-22.0,,,-22.0,-415.0,,,,,153.5,,,,111.0,,-19.8,-94.7,-144.5,,-75.0,38.3,68.0,225.0,53.4,,,,,,,,,18.8,,,False,False,,,,,False,,,,False,,True,False,False,,False,False,False,False,False,,,,,,,,,True
01125,4689,5232.0,,,5386.0,7053.0,,,,,5884.1,,9679.5,,4335.0,,5825.0,2662.2,3382.0,,6719.0,5997.7,5791.8,5694.0,4342.3,,,,,3783.5,5496.0,,,7065.1,543.0,,,697.0,2364.0,,,,,1195.1,,4990.5,,-354.0,,1136.0,-2026.8,-1307.0,,2030.0,1308.7,1102.8,1005.0,-346.7,,,,,-905.5,807.0,,,2376.1,,,False,False,,,,,False,,False,,True,,False,False,False,,False,False,False,False,True,,,,,False,False,,,False
01127,1318,1784.0,,,1523.0,1102.0,,,,,1544.7,,,,1590.0,,2764.6,900.2,953.5,,1571.0,1741.4,1503.2,1943.0,1423.4,,,,,1518.7,,,,1516.9,466.0,,,205.0,-216.0,,,,,226.7,,,,272.0,,1446.6,-417.8,-364.5,,253.0,423.4,185.2,625.0,105.4,,,,,200.7,,,,198.9,,,True,True,,,,,True,,,,True,,False,True,True,,True,True,True,False,True,,,,,True,,,,True
01129,292,304.0,,,334.0,1.0,,,,,332.2,,,,354.0,,368.5,95.8,,,395.0,352.8,247.3,359.0,206.6,,,,,,,,,408.6,12.0,,,42.0,-291.0,,,,,40.2,,,,62.0,,76.5,-196.2,,,103.0,60.8,-44.7,67.0,-85.4,,,,,,,,,116.6,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
01131,187,460.0,,,222.0,24.0,,,,,848.1,,,,126.0,,297.3,95.1,,,179.5,265.1,175.3,344.0,125.0,,,,,,,,,439.3,273.0,,,35.0,-163.0,,,,,661.1,,,,-61.0,,110.3,-91.9,,,-7.5,78.1,-11.7,157.0,-62.0,,,,,,,,,252.3,,,True,True,,,,,False,,,,True,,True,True,,,True,True,True,True,True,,,,,,,,,True
01133,545,644.0,,,593.0,314.0,,,,,363.5,,,,650.0,,722.8,257.8,,,446.0,559.2,513.8,636.0,570.9,,,,,,,,,760.1,99.0,,,48.0,-231.0,,,,,-181.5,,,,105.0,,177.8,-287.2,,,-99.0,14.2,-31.2,91.0,25.9,,,,,,,,,215.1,,,True,False,,,,,False,,,,False,,False,False,,,False,True,True,True,True,,,,,,,,,False
02013,0,0.0,,,7.0,0.0,,,,,21.5,,,,,,5.8,9.6,,,16.0,8.4,40.8,34.0,37.8,,,,,,,,,5.9,0.0,,,7.0,0.0,,,,,21.5,,,,,,5.8,9.6,,,16.0,8.4,40.8,34.0,37.8,,,,,,,,,5.9,,,False,True,,,,,False,,,,,,False,False,,,False,False,False,False,False,,,,,,,,,False
02016,66,184.0,,,118.0,,,,,,106.5,,,,,,3198.5,57.6,,,34.0,94.7,91.6,121.0,108.4,,,,,,,,,1073.3,118.0,,,52.0,,,,,,40.5,,,,,,3132.5,-8.4,,,-32.0,28.7,25.6,55.0,42.4,,,,,,,,,1007.3,,,True,,,,,,True,,,,,,False,True,,,True,True,True,True,True,,,,,,,,,False
02020,3944,7440.0,,7247.7,6389.0,9883.0,,,,,5377.0,,7100.6,,,,3726.8,3827.5,5397.5,,6229.0,6262.1,8317.4,5312.0,6585.2,,,,,5713.5,6639.0,,,7260.4,3496.0,,3303.7,2445.0,5939.0,,,,,1433.0,,3156.6,,,,-217.2,-116.5,1453.5,,2285.0,2318.1,4373.4,1368.0,2641.2,,,,,1769.5,2695.0,,,3316.4,,True,True,False,,,,,True,,True,,,,True,True,True,,True,True,False,True,True,,,,,True,True,,,True
02050,859,972.0,,,631.0,0.0,,,,,822.9,,,,,,434.6,322.1,,,619.0,700.6,825.2,656.0,741.7,,,,,,,,,1164.1,113.0,,,-228.0,-859.0,,,,,-36.1,,,,,,-424.4,-536.9,,,-240.0,-158.4,-33.8,-203.0,-117.3,,,,,,,,,305.1,,,False,False,,,,,True,,,,,,False,False,,,False,False,True,False,False,,,,,,,,,False
02060,0,0.0,,,0.0,0.0,,,,,0.2,,,,,,0.0,0.0,,,,0.0,0.8,9.0,3.0,,,,,,,,,4.1,0.0,,,0.0,0.0,,,,,0.2,,,,,,0.0,0.0,,,,0.0,0.8,9.0,3.0,,,,,,,,,4.1,,,True,True,,,,,False,,,,,,True,True,,,,True,False,False,False,,,,,,,,,False
02068,6,32.0,,,28.0,1.0,,,,,28.9,,,,,,78.9,9.3,,,12.0,27.2,34.7,29.0,,,,,,,,,,38.0,26.0,,,22.0,-5.0,,,,,22.9,,,,,,72.9,3.3,,,6.0,21.2,28.7,23.0,,,,,,,,,,32.0,,,True,True,,,,,True,,,,,,False,True,,,True,True,False,True,,,,,,,,,,False
02070,41,8.0,,,8.0,0.0,,,,,74.9,,,,,,3.4,6.1,,,1.0,17.4,52.0,57.0,62.2,,,,,,,,,8.5,-33.0,,,-33.0,-41.0,,,,,33.9,,,,,,-37.6,-34.9,,,-40.0,-23.6,11.0,16.0,21.2,,,,,,,,,-32.5,,,False,False,,,,,False,,,,,,False,False,,,False,True,True,True,True,,,,,,,,,True
02090,1095,2068.0,,,1803.0,2327.0,,,,,1661.4,,,,,,2169.6,764.2,1753.5,,1370.0,1940.7,2596.3,1753.0,1686.4,,,,,1362.5,,,,2165.2,973.0,,,708.0,1232.0,,,,,566.4,,,,,,1074.6,-330.8,658.5,,275.0,845.7,1501.3,658.0,591.4,,,,,267.5,,,,1070.2,,,True,False,,,,,True,,,,,,False,True,True,,True,True,False,True,True,,,,,True,,,,False
02100,4,8.0,,,7.0,0.0,,,,,11.2,,,,,,71.8,0.8,,,5.0,8.9,10.9,29.0,9.8,,,,,,,,,7.6,4.0,,,3.0,-4.0,,,,,7.2,,,,,,67.8,-3.2,,,1.0,4.9,6.9,25.0,5.8,,,,,,,,,3.6,,,True,False,,,,,False,,,,,,False,True,,,True,False,False,False,False,,,,,,,,,True
02105,0,0.0,,,0.0,0.0,,,,,3.7,,,,,,0.0,0.0,,,,0.3,0.5,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,3.7,,,,,,0.0,0.0,,,,0.3,0.5,,,,,,,,,,,,,,True,True,,,,,False,,,,,,True,True,,,,False,False,,,,,,,,,,,
02110,119,188.0,,,166.0,147.0,,,,,258.6,,,,,,130.0,95.7,302.5,,120.0,262.9,331.4,151.0,352.2,,,,,,,,,185.0,69.0,,,47.0,28.0,,,,,139.6,,,,,,11.0,-23.3,183.5,,1.0,143.9,212.4,32.0,233.2,,,,,,,,,66.0,,,True,True,,,,,False,,,,,,True,True,False,,True,False,False,True,False,,,,,,,,,True
02122,544,1044.0,,,952.0,1336.0,,,,,1099.5,,,,,,708.1,785.7,,,774.5,1042.3,1510.5,1037.0,813.9,,,,,508.8,,,,1145.9,500.0,,,408.0,792.0,,,,,555.5,,,,,,164.1,241.7,,,230.5,498.3,966.5,493.0,269.9,,,,,-35.2,,,,601.9,,,True,False,,,,,False,,,,,,True,True,,,True,True,False,True,True,,,,,True,,,,False
02130,36,36.0,,,31.0,0.0,,,,,87.2,,,,,,31.9,16.6,,,24.0,53.4,92.2,58.0,,,,,,,,,,34.1,0.0,,,-5.0,-36.0,,,,,51.2,,,,,,-4.1,-19.4,,,-12.0,17.4,56.2,22.0,,,,,,,,,,-1.9,,,False,False,,,,,False,,,,,,False,False,,,False,False,False,False,,,,,,,,,,False
02150,301,916.0,,,836.0,,,,,,1045.2,,,,,,3940.6,332.1,,,2288.0,755.2,690.8,426.0,384.1,,,,,,,,,2822.7,615.0,,,535.0,,,,,,744.2,,,,,,3639.6,31.1,,,1987.0,454.2,389.8,125.0,83.1,,,,,,,,,2521.7,,,True,,,,,,False,,,,,,False,True,,,False,True,True,True,True,,,,,,,,,False
02158,319,584.0,,,485.0,0.0,,,,,568.4,,,,,,1664.5,197.2,,,838.0,387.8,431.6,,,,,,,,,,,,265.0,,,166.0,-319.0,,,,,249.4,,,,,,1345.5,-121.8,,,519.0,68.8,112.6,,,,,,,,,,,,,,True,False,,,,,True,,,,,,False,True,,,False,True,True,,,,,,,,,,,
02164,13,20.0,,,15.0,0.0,,,,,35.4,,,,,,8.0,7.6,,,27.0,,27.7,31.0,38.8,,,,,,,,,10.2,7.0,,,2.0,-13.0,,,,,22.4,,,,,,-5.0,-5.4,,,14.0,,14.7,18.0,25.8,,,,,,,,,-2.8,,,True,False,,,,,False,,,,,,True,True,,,False,,False,False,False,,,,,,,,,True
02170,1505,2516.0,,,2468.0,3951.0,,,,,3434.9,,,,,,10996.8,1724.0,2353.0,,971.0,2508.4,2804.3,2050.0,1167.9,,,,,2076.0,,,,3415.6,1011.0,,,963.0,2446.0,,,,,1929.9,,,,,,9491.8,219.0,848.0,,-534.0,1003.4,1299.3,545.0,-337.1,,,,,571.0,,,,1910.6,,,True,False,,,,,False,,,,,,False,True,True,,True,True,False,True,True,,,,,True,,,,False
02180,32,24.0,,,22.0,0.0,,,,,70.5,,,,,,7.8,39.4,,,3.0,51.8,104.6,97.0,129.9,,,,,,,,,31.9,-8.0,,,-10.0,-32.0,,,,,38.5,,,,,,-24.2,7.4,,,-29.0,19.8,72.6,65.0,97.9,,,,,,,,,-0.1,,,False,False,,,,,False,,,,,,False,True,,,False,False,False,False,False,,,,,,,,,True
02185,215,396.0,,,342.0,0.0,,,,,534.4,,,,,,948.5,194.6,,,592.0,324.2,367.0,252.0,291.4,,,,,,,,,468.6,181.0,,,127.0,-215.0,,,,,319.4,,,,,,733.5,-20.4,,,377.0,109.2,152.0,37.0,76.4,,,,,,,,,253.6,,,True,False,,,,,False,,,,,,False,True,,,False,True,True,True,True,,,,,,,,,False
02188,96,52.0,,,47.0,0.0,,,,,73.7,,,,,,15.4,45.5,,,28.0,53.1,101.6,111.0,99.1,,,,,,,,,66.6,-44.0,,,-49.0,-96.0,,,,,-22.3,,,,,,-80.6,-50.5,,,-68.0,-42.9,5.6,15.0,3.1,,,,,,,,,-29.4,,,False,False,,,,,True,,,,,,False,False,,,False,True,True,True,True,,,,,,,,,True
02195,10,12.0,,,4.0,0.0,,,,,7.5,,,,,,258.0,0.2,,,3.0,4.7,19.2,30.0,,,,,,,,,,,2.0,,,-6.0,-10.0,,,,,-2.5,,,,,,248.0,-9.8,,,-7.0,-5.3,9.2,20.0,,,,,,,,,,,,,False,False,,,,,False,,,,,,False,False,,,False,False,False,False,,,,,,,,,,
02198,11,24.0,,,23.0,,,,,,50.8,,,,,,135.4,15.0,,,19.0,28.3,40.8,,,,,,,,,,,,13.0,,,12.0,,,,,,39.8,,,,,,124.4,4.0,,,8.0,17.3,29.8,,,,,,,,,,,,,,True,,,,,,False,,,,,,False,True,,,True,False,False,,,,,,,,,,,
02220,46,36.0,,,41.0,0.0,,,,,96.1,,,,,,25.7,47.0,,,35.0,75.1,118.9,95.0,90.0,,,,,,,,,80.9,-10.0,,,-5.0,-46.0,,,,,50.1,,,,,,-20.3,1.0,,,-11.0,29.1,72.9,49.0,44.0,,,,,,,,,34.9,,,True,False,,,,,False,,,,,,False,True,,,False,False,False,False,False,,,,,,,,,False
02230,6,0.0,,,0.0,0.0,,,,,5.0,,,,,,0.1,6.3,,,7.0,7.6,13.4,,,,,,,,,,,,-6.0,,,-6.0,-6.0,,,,,-1.0,,,,,,-5.9,0.3,,,1.0,1.6,7.4,,,,,,,,,,,,,,False,False,,,,,True,,,,,,True,True,,,True,True,False,,,,,,,,,,,
02240,59,120.0,,,100.0,0.0,,,,,128.1,,,,,,64.8,33.1,,,54.0,97.2,167.2,117.0,151.4,,,,,,,,,181.5,61.0,,,41.0,-59.0,,,,,69.1,,,,,,5.8,-25.9,,,-5.0,38.2,108.2,58.0,92.4,,,,,,,,,122.5,,,True,True,,,,,False,,,,,,True,True,,,True,True,False,True,False,,,,,,,,,False
02261,80,80.0,,,83.0,,,,,,120.2,,,,,,58.9,66.2,,,86.0,81.5,129.2,116.0,107.8,,,,,,,,,97.6,0.0,,,3.0,,,,,,40.2,,,,,,-21.1,-13.8,,,6.0,1.5,49.2,36.0,27.8,,,,,,,,,17.6,,,False,,,,,,False,,,,,,False,False,,,False,False,False,False,False,,,,,,,,,False
02275,3,4.0,,,4.0,0.0,,,,,8.8,,,,,,239.8,0.7,,,4.0,4.2,11.8,,,,,,,,,,,,1.0,,,1.0,-3.0,,,,,5.8,,,,,,236.8,-2.3,,,1.0,1.2,8.8,,,,,,,,,,,,,,False,False,,,,,False,,,,,,False,False,,,False,False,False,,,,,,,,,,,
02282,9,8.0,,,3.0,0.0,,,,,16.2,,,,,,0.1,0.2,,,11.0,2.1,18.9,9.0,,,,,,,,,,3.6,-1.0,,,-6.0,-9.0,,,,,7.2,,,,,,-8.9,-8.8,,,2.0,-6.9,9.9,0.0,,,,,,,,,,-5.4,,,False,False,,,,,False,,,,,,False,False,,,False,False,False,True,,,,,,,,,,False
02290,48,28.0,,,27.0,,,,,,58.1,,,,,,20.2,26.7,,,6.0,35.4,71.8,76.0,,,,,,,,,,32.6,-20.0,,,-21.0,,,,,,10.1,,,,,,-27.8,-21.3,,,-42.0,-12.6,23.8,28.0,,,,,,,,,,-15.4,,,False,,,,,,True,,,,,,False,False,,,False,True,False,False,,,,,,,,,,True
04001,1789,2356.0,,,2104.0,2109.0,,,,,2229.6,,,,3004.0,,1241.7,1660.8,2197.5,,2551.0,2480.6,3643.0,1997.0,1872.4,,,,,1315.2,,,,3394.1,567.0,,,315.0,320.0,,,,,440.6,,,,1215.0,,-547.3,-128.2,408.5,,762.0,691.6,1854.0,208.0,83.4,,,,,-473.8,,,,1605.1,,,True,True,,,,,True,,,,False,,True,True,True,,False,False,False,True,True,,,,,True,,,,False
04003,3682,3212.0,,,3142.0,3535.0,,,,,4958.3,,,,1841.0,,5488.9,2755.3,3177.0,,3752.5,2853.8,3209.9,2956.0,1908.5,,,,,2618.1,,,,5978.2,-470.0,,,-540.0,-147.0,,,,,1276.3,,,,-1841.0,,1806.9,-926.7,-505.0,,70.5,-828.2,-472.1,-726.0,-1773.5,,,,,-1063.9,,,,2296.2,,,False,True,,,,,False,,,,False,,False,False,False,,True,False,False,False,False,,,,,False,,,,False
04005,3641,3532.0,,,3497.0,2561.0,,,,,4049.2,,6472.5,,2372.0,,3661.7,2221.8,3233.5,,3908.0,3728.3,5012.2,3300.0,3486.5,,,,,1815.3,4134.0,,,3817.1,-109.0,,,-144.0,-1080.0,,,,,408.2,,2831.5,,-1269.0,,20.7,-1419.2,-407.5,,267.0,87.3,1371.2,-341.0,-154.5,,,,,-1825.7,493.0,,,176.1,,,False,False,,,,,False,,False,,False,,True,False,False,,False,True,False,False,False,,,,,False,False,,,False
04007,1415,1316.0,,,1226.0,1269.0,,,,,1414.8,,,,1270.0,,769.5,791.4,1120.5,,1545.0,1370.6,1616.7,1286.0,1156.5,,,,,1047.1,,,,1218.4,-99.0,,,-189.0,-146.0,,,,,-0.2,,,,-145.0,,-645.5,-623.6,-294.5,,130.0,-44.4,201.7,-129.0,-258.5,,,,,-367.9,,,,-196.6,,,False,False,,,,,True,,,,False,,False,False,False,,False,True,False,False,False,,,,,False,,,,False
04009,1469,812.0,,,761.0,699.0,,,,,1019.9,,,,904.0,,296.2,477.9,762.0,,745.0,1065.5,1273.6,803.0,824.8,,,,,469.9,,,,819.2,-657.0,,,-708.0,-770.0,,,,,-449.1,,,,-565.0,,-1172.8,-991.1,-707.0,,-724.0,-403.5,-195.4,-666.0,-644.2,,,,,-999.1,,,,-649.8,,,False,False,,,,,True,,,,True,,False,False,False,,False,True,True,False,True,,,,,False,,,,True
04011,139,136.0,,,131.0,0.0,,,,,308.8,,,,172.0,,125.0,50.7,,,119.5,172.1,242.7,163.0,37.3,,,,,,,,,223.2,-3.0,,,-8.0,-139.0,,,,,169.8,,,,33.0,,-14.0,-88.3,,,-19.5,33.1,103.7,24.0,-101.7,,,,,,,,,84.2,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
04012,750,408.0,,,420.0,692.0,,,,,283.6,,,,663.0,,937.8,277.7,,,371.0,370.2,495.6,412.0,479.6,,,,,,,,,515.5,-342.0,,,-330.0,-58.0,,,,,-466.4,,,,-87.0,,187.8,-472.3,,,-379.0,-379.8,-254.4,-338.0,-270.4,,,,,,,,,-234.5,,,True,True,,,,,False,,,,True,,True,False,,,False,False,True,True,True,,,,,,,,,True
04013,124421,98148.0,,94012.6,106711.0,108453.0,,,,,91342.9,,147904.0,,94370.0,,143630.8,88910.8,136291.5,,146306.5,108035.4,77586.0,92073.0,92793.0,,,,,81518.2,159507.0,,,135214.8,-26273.0,,-30408.4,-17710.0,-15968.0,,,,,-33078.1,,23483.0,,-30051.0,,19209.8,-35510.2,11870.5,,21885.5,-16385.6,-46835.0,-32348.0,-31628.0,,,,,-42902.8,35086.0,,,10793.8,,False,True,True,,,,,False,,True,,False,,True,False,True,,True,True,False,False,False,,,,,False,False,,,True
04015,6696,4868.0,,,5053.0,6171.0,,,,,8413.3,,,,3935.0,,9676.2,3915.8,4529.0,,5937.0,5199.6,5892.8,4645.0,4095.7,,,,,4182.7,6752.0,,,7572.2,-1828.0,,,-1643.0,-525.0,,,,,1717.3,,,,-2761.0,,2980.2,-2780.2,-2167.0,,-759.0,-1496.4,-803.2,-2051.0,-2600.3,,,,,-2513.3,56.0,,,876.2,,,True,True,,,,,True,,,,False,,False,False,False,,True,True,True,False,False,,,,,False,True,,,True
04017,2799,3456.0,,,3451.0,508.0,,,,,3245.7,,5622.3,,4062.0,,4463.4,2047.0,2901.5,,4286.0,3321.9,4271.8,3315.0,2840.1,,,,,3389.1,,,,5231.0,657.0,,,652.0,-2291.0,,,,,446.7,,2823.3,,1263.0,,1664.4,-752.0,102.5,,1487.0,522.9,1472.8,516.0,41.1,,,,,590.1,,,,2432.0,,,True,False,,,,,True,,False,,False,,False,False,True,,False,True,False,True,True,,,,,True,,,,False
04019,29790,27688.0,,26690.8,27885.0,40177.0,,,,,35944.7,,55958.4,,23406.0,,39992.5,22774.1,35275.5,,35419.5,27099.9,27698.7,25897.0,21348.5,,,,,20169.0,60129.0,,,26620.1,-2102.0,,-3099.2,-1905.0,10387.0,,,,,6154.7,,26168.4,,-6384.0,,10202.5,-7015.9,5485.5,,5629.5,-2690.1,-2091.3,-3893.0,-8441.5,,,,,-9621.0,30339.0,,,-3169.9,,False,True,False,,,,,False,,False,,False,,False,False,False,,False,False,True,False,False,,,,,False,False,,,False
04021,11869,10620.0,,10775.1,11052.0,9536.0,,,,,16516.1,,19278.2,,11361.0,,11715.3,8010.0,11602.5,,12965.5,10868.7,11175.5,9408.0,9517.4,,,,,8092.8,18063.0,,,16211.8,-1249.0,,-1093.9,-817.0,-2333.0,,,,,4647.1,,7409.2,,-508.0,,-153.7,-3859.0,-266.5,,1096.5,-1000.3,-693.5,-2461.0,-2351.6,,,,,-3776.2,6194.0,,,4342.8,,True,True,False,,,,,False,,False,,True,,True,False,True,,True,True,True,False,False,,,,,False,False,,,False
04023,1781,2068.0,,,1934.0,0.0,,,,,1356.1,,,,1244.0,,2206.8,1031.0,2264.5,,2121.0,2096.2,2788.7,1755.0,1652.9,,,,,1524.8,,,,2862.8,287.0,,,153.0,-1781.0,,,,,-424.9,,,,-537.0,,425.8,-750.0,483.5,,340.0,315.2,1007.7,-26.0,-128.1,,,,,-256.2,,,,1081.8,,,True,False,,,,,False,,,,False,,False,False,False,,False,False,False,True,True,,,,,True,,,,False
04025,5550,5548.0,,,5594.0,5204.0,,,,,9402.9,,,,3980.0,,6575.8,3970.2,7334.5,,6463.0,6588.8,6352.8,5184.0,3679.8,,,,,3421.3,10094.0,,,14049.1,-2.0,,,44.0,-346.0,,,,,3852.9,,,,-1570.0,,1025.8,-1579.8,1784.5,,913.0,1038.8,802.8,-366.0,-1870.2,,,,,-2128.7,4544.0,,,8499.1,,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,,,,,False,False,,,False
