,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26069,211,376.0,,,336.0,273.0,,,,,232.5,,,,899.0,,413.6,185.0,,,251.0,334.4,478.5,295.0,343.4,,,,,,,,,445.4,165.0,,,125.0,62.0,,,,,21.5,,,,688.0,,202.6,-26.0,,,40.0,123.4,267.5,84.0,132.4,,,,,,,,,234.4,,,True,True,,,,,True,,,,False,,False,True,,,True,True,False,True,True,,,,,,,,,False
26071,92,72.0,,,78.0,65.0,,,,,64.7,,,,216.0,,28.7,96.7,,,39.0,81.9,194.8,84.0,154.0,,,,,,,,,127.5,-20.0,,,-14.0,-27.0,,,,,-27.3,,,,124.0,,-63.3,4.7,,,-53.0,-10.1,102.8,-8.0,62.0,,,,,,,,,35.5,,,True,False,,,,,False,,,,False,,False,True,,,False,True,False,True,False,,,,,,,,,False
26073,664,968.0,,,891.0,933.0,,,,,795.8,,,,1578.0,,586.4,673.0,1018.0,,645.5,858.5,1330.7,731.0,671.0,,,,,2047.6,,,,1439.9,304.0,,,227.0,269.0,,,,,131.8,,,,914.0,,-77.6,9.0,354.0,,-18.5,194.5,666.7,67.0,7.0,,,,,1383.6,,,,775.9,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,False,,,,False
26075,1690,2672.0,,,2344.0,1558.0,,,,,1967.1,,,,3177.0,,2219.4,1659.7,7034.0,,2100.5,2340.8,3248.6,1959.0,2151.0,,,,,3574.6,2267.0,,,4055.3,982.0,,,654.0,-132.0,,,,,277.1,,,,1487.0,,529.4,-30.3,5344.0,,410.5,650.8,1558.6,269.0,461.0,,,,,1884.6,577.0,,,2365.3,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,False,True,,,False
26077,2254,2616.0,,,2386.0,1620.0,,,,,2575.0,,,,4926.0,,1817.3,3348.7,2756.0,,2210.0,2382.5,3954.1,1939.0,4008.1,,,,,4917.4,3416.0,,,3760.6,362.0,,,132.0,-634.0,,,,,321.0,,,,2672.0,,-436.7,1094.7,502.0,,-44.0,128.5,1700.1,-315.0,1754.1,,,,,2663.4,1162.0,,,1506.6,,,True,False,,,,,True,,,,False,,False,False,False,,True,True,False,True,False,,,,,False,False,,,False
26079,80,148.0,,,129.0,84.0,,,,,159.5,,,,521.0,,127.1,58.0,,,110.0,134.6,292.2,138.0,154.0,,,,,,,,,167.5,68.0,,,49.0,4.0,,,,,79.5,,,,441.0,,47.1,-22.0,,,30.0,54.6,212.2,58.0,74.0,,,,,,,,,87.5,,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,False,,,,,,,,,False
26081,6803,11396.0,,11486.2,8148.0,7671.0,,,,,11225.5,,8321.0,,14779.0,,7069.0,8991.2,12377.5,,7900.5,9393.1,14635.2,7875.0,4994.8,,,,,5439.7,4304.0,,,12809.9,4593.0,,4683.2,1345.0,868.0,,,,,4422.5,,1518.0,,7976.0,,266.0,2188.2,5574.5,,1097.5,2590.1,7832.2,1072.0,-1808.2,,,,,-1363.3,-2499.0,,,6006.9,,False,True,True,,,,,True,,True,,False,,True,True,False,,True,True,False,True,True,,,,,True,True,,,False
26083,24,28.0,,,15.0,0.0,,,,,17.9,,,,13.0,,7.4,13.3,,,1.0,20.9,61.5,23.0,21.3,,,,,,,,,28.1,4.0,,,-9.0,-24.0,,,,,-6.1,,,,-11.0,,-16.6,-10.7,,,-23.0,-3.1,37.5,-1.0,-2.7,,,,,,,,,4.1,,,False,False,,,,,False,,,,False,,False,False,,,False,True,False,True,True,,,,,,,,,False
26085,62,120.0,,,97.0,102.0,,,,,85.2,,,,266.0,,88.6,69.1,,,80.0,108.7,197.8,91.0,91.8,,,,,,,,,131.2,58.0,,,35.0,40.0,,,,,23.2,,,,204.0,,26.6,7.1,,,18.0,46.7,135.8,29.0,29.8,,,,,,,,,69.2,,,True,True,,,,,True,,,,False,,True,True,,,True,True,False,True,True,,,,,,,,,False
26087,857,1736.0,,,1566.0,1216.0,,,,,1639.9,,,,1875.0,,1501.9,1218.9,2552.5,,1651.0,1576.8,1873.1,1119.0,1078.8,,,,,1779.0,,,,2012.6,879.0,,,709.0,359.0,,,,,782.9,,,,1018.0,,644.9,361.9,1695.5,,794.0,719.8,1016.1,262.0,221.8,,,,,922.0,,,,1155.6,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,False,,,,False
26089,194,304.0,,,300.0,320.0,,,,,204.7,,,,373.0,,332.5,109.8,,,295.0,261.5,407.5,178.0,205.1,,,,,,,,,396.3,110.0,,,106.0,126.0,,,,,10.7,,,,179.0,,138.5,-84.2,,,101.0,67.5,213.5,-16.0,11.1,,,,,,,,,202.3,,,True,False,,,,,True,,,,False,,False,True,,,True,True,False,True,True,,,,,,,,,False
26091,1377,1600.0,,,1518.0,1139.0,,,,,1224.4,,,,2168.0,,1449.5,1154.1,3556.0,,1564.0,1393.4,1778.6,1194.0,717.3,,,,,1956.4,,,,2191.6,223.0,,,141.0,-238.0,,,,,-152.6,,,,791.0,,72.5,-222.9,2179.0,,187.0,16.4,401.6,-183.0,-659.7,,,,,579.4,,,,814.6,,,True,False,,,,,True,,,,False,,True,True,False,,True,True,False,True,False,,,,,False,,,,False
26093,1589,2732.0,,,2220.0,2347.0,,,,,1975.6,,2047.0,,3537.0,,1846.3,2873.5,3072.0,,2135.0,2318.0,3485.6,1865.0,1628.7,,,,,2899.6,1250.0,,,3280.2,1143.0,,,631.0,758.0,,,,,386.6,,458.0,,1948.0,,257.3,1284.5,1483.0,,546.0,729.0,1896.6,276.0,39.7,,,,,1310.6,-339.0,,,1691.2,,,True,True,,,,,True,,True,,False,,True,False,False,,True,True,False,True,True,,,,,False,True,,,False
26095,17,24.0,,,24.0,0.0,,,,,79.2,,,,86.0,,5.4,37.5,,,4.0,32.6,88.0,37.0,55.5,,,,,,,,,38.7,7.0,,,7.0,-17.0,,,,,62.2,,,,69.0,,-11.6,20.5,,,-13.0,15.6,71.0,20.0,38.5,,,,,,,,,21.7,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
26097,46,108.0,,,121.0,131.0,,,,,111.6,,,,245.0,,131.0,39.7,,,104.0,122.5,192.7,91.0,128.6,,,,,,,,,159.8,62.0,,,75.0,85.0,,,,,65.6,,,,199.0,,85.0,-6.3,,,58.0,76.5,146.7,45.0,82.6,,,,,,,,,113.8,,,False,False,,,,,False,,,,False,,False,True,,,True,False,False,True,False,,,,,,,,,False
26099,7307,13536.0,,14131.4,11546.0,7755.0,,,,,15354.9,,11573.1,,15391.0,,11950.1,17053.8,14732.5,,10013.5,11366.4,17621.3,9829.0,10066.8,,,,,20611.3,8168.0,,,14410.8,6229.0,,6824.4,4239.0,448.0,,,,,8047.9,,4266.1,,8084.0,,4643.1,9746.8,7425.5,,2706.5,4059.4,10314.3,2522.0,2759.8,,,,,13304.3,861.0,,,7103.8,,False,True,True,,,,,False,,True,,False,,True,False,False,,True,True,False,True,True,,,,,False,True,,,False
26101,173,224.0,,,208.0,199.0,,,,,239.9,,,,533.0,,215.4,67.4,,,185.0,220.2,389.7,196.0,170.1,,,,,,,,,239.8,51.0,,,35.0,26.0,,,,,66.9,,,,360.0,,42.4,-105.6,,,12.0,47.2,216.7,23.0,-2.9,,,,,,,,,66.8,,,True,True,,,,,False,,,,False,,True,False,,,True,True,False,True,True,,,,,,,,,False
26103,398,728.0,,,642.0,376.0,,,,,723.0,,,,1249.0,,320.7,582.2,1169.5,,332.0,592.7,1143.3,597.0,722.7,,,,,844.8,,,,1038.9,330.0,,,244.0,-22.0,,,,,325.0,,,,851.0,,-77.3,184.2,771.5,,-66.0,194.7,745.3,199.0,324.7,,,,,446.8,,,,640.9,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,False,,,,False
26105,275,424.0,,,404.0,422.0,,,,,312.4,,,,600.0,,453.4,259.8,,,360.0,368.9,549.0,323.0,269.5,,,,,,,,,594.6,149.0,,,129.0,147.0,,,,,37.4,,,,325.0,,178.4,-15.2,,,85.0,93.9,274.0,48.0,-5.5,,,,,,,,,319.6,,,True,True,,,,,True,,,,False,,False,True,,,True,True,False,True,True,,,,,,,,,False
26107,249,568.0,,,497.0,446.0,,,,,540.4,,,,895.0,,467.8,215.2,616.5,,506.0,530.7,811.6,396.0,398.9,,,,,,,,,515.3,319.0,,,248.0,197.0,,,,,291.4,,,,646.0,,218.8,-33.8,367.5,,257.0,281.7,562.6,147.0,149.9,,,,,,,,,266.3,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,,,,,True
26109,274,332.0,,,288.0,277.0,,,,,211.1,,,,497.0,,211.6,180.0,,,200.0,277.1,459.6,299.0,367.5,,,,,,,,,412.6,58.0,,,14.0,3.0,,,,,-62.9,,,,223.0,,-62.4,-94.0,,,-74.0,3.1,185.6,25.0,93.5,,,,,,,,,138.6,,,True,True,,,,,False,,,,False,,False,False,,,False,True,False,True,False,,,,,,,,,False
26111,819,996.0,,,820.0,776.0,,,,,701.6,,,,2035.0,,541.7,545.6,1010.5,,450.0,835.5,1418.3,685.0,947.7,,,,,927.1,,,,958.3,177.0,,,1.0,-43.0,,,,,-117.4,,,,1216.0,,-277.3,-273.4,191.5,,-369.0,16.5,599.3,-134.0,128.7,,,,,108.1,,,,139.3,,,True,True,,,,,True,,,,False,,False,False,False,,False,True,False,True,True,,,,,True,,,,True
26113,197,216.0,,,157.0,160.0,,,,,173.9,,,,336.0,,148.2,59.4,,,145.0,165.5,283.7,144.0,136.1,,,,,,,,,219.9,19.0,,,-40.0,-37.0,,,,,-23.1,,,,139.0,,-48.8,-137.6,,,-52.0,-31.5,86.7,-53.0,-60.9,,,,,,,,,22.9,,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,,,,,,,,,False
26115,1604,2676.0,,,2059.0,1767.0,,,,,1797.3,,2121.7,,3635.0,,1835.9,2306.4,2473.5,,1885.0,2201.4,2978.1,1999.0,1598.9,,,,,2211.9,1223.0,,,2606.0,1072.0,,,455.0,163.0,,,,,193.3,,517.7,,2031.0,,231.9,702.4,869.5,,281.0,597.4,1374.1,395.0,-5.1,,,,,607.9,-381.0,,,1002.0,,,True,True,,,,,True,,True,,False,,True,True,True,,True,True,False,True,True,,,,,True,True,,,True
26117,708,1200.0,,,1029.0,692.0,,,,,1080.7,,,,1513.0,,996.7,664.9,1803.5,,951.5,1026.3,1396.7,833.0,673.9,,,,,1145.6,,,,1671.5,492.0,,,321.0,-16.0,,,,,372.7,,,,805.0,,288.7,-43.1,1095.5,,243.5,318.3,688.7,125.0,-34.1,,,,,437.6,,,,963.5,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,True,,,,False
26119,95,120.0,,,108.0,105.0,,,,,98.2,,,,318.0,,124.1,18.0,,,92.0,122.1,168.1,84.0,98.4,,,,,,,,,197.8,25.0,,,13.0,10.0,,,,,3.2,,,,223.0,,29.1,-77.0,,,-3.0,27.1,73.1,-11.0,3.4,,,,,,,,,102.8,,,True,True,,,,,True,,,,False,,False,False,,,True,False,False,True,True,,,,,,,,,False
26121,1220,2148.0,,,1553.0,1021.0,,,,,1548.7,,,,3984.0,,855.2,2163.5,4868.0,,1138.0,1831.7,2980.9,1556.0,1403.1,,,,,2361.2,612.0,,,2960.1,928.0,,,333.0,-199.0,,,,,328.7,,,,2764.0,,-364.8,943.5,3648.0,,-82.0,611.7,1760.9,336.0,183.1,,,,,1141.2,-608.0,,,1740.1,,,True,True,,,,,True,,,,False,,True,False,False,,True,True,False,True,True,,,,,False,True,,,False
26123,407,644.0,,,559.0,382.0,,,,,478.9,,,,1069.0,,555.9,505.5,852.0,,522.0,604.5,989.1,528.0,398.5,,,,,,,,,873.3,237.0,,,152.0,-25.0,,,,,71.9,,,,662.0,,148.9,98.5,445.0,,115.0,197.5,582.1,121.0,-8.5,,,,,,,,,466.3,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,,,,,False
26125,10383,15616.0,,18272.5,13041.0,10131.0,,,,,18148.4,,13005.8,,18981.0,,12413.2,22624.2,16755.0,,11000.5,13043.2,20247.4,10802.0,9261.9,,,,,22266.3,8280.0,,,35428.2,5233.0,,7889.5,2658.0,-252.0,,,,,7765.4,,2622.8,,8598.0,,2030.2,12241.2,6372.0,,617.5,2660.2,9864.4,419.0,-1121.1,,,,,11883.3,-2103.0,,,25045.2,,False,True,True,,,,,False,,True,,False,,True,False,False,,True,True,False,True,True,,,,,False,True,,,False
26127,232,532.0,,,503.0,581.0,,,,,322.0,,,,513.0,,510.7,283.6,,,359.0,420.0,615.3,383.0,692.3,,,,,,,,,676.1,300.0,,,271.0,349.0,,,,,90.0,,,,281.0,,278.7,51.6,,,127.0,188.0,383.3,151.0,460.3,,,,,,,,,444.1,,,True,False,,,,,True,,,,True,,True,True,,,True,True,False,True,False,,,,,,,,,False
26129,230,384.0,,,329.0,301.0,,,,,282.6,,,,574.0,,565.9,80.0,,,298.0,347.5,416.2,272.0,191.8,,,,,,,,,748.1,154.0,,,99.0,71.0,,,,,52.6,,,,344.0,,335.9,-150.0,,,68.0,117.5,186.2,42.0,-38.2,,,,,,,,,518.1,,,True,True,,,,,True,,,,False,,False,True,,,True,True,False,True,True,,,,,,,,,False
26131,14,24.0,,,27.0,24.0,,,,,39.7,,,,47.0,,10.1,35.5,,,3.0,33.8,85.5,43.0,52.1,,,,,,,,,43.7,10.0,,,13.0,10.0,,,,,25.7,,,,33.0,,-3.9,21.5,,,-11.0,19.8,71.5,29.0,38.1,,,,,,,,,29.7,,,False,False,,,,,False,,,,False,,True,False,,,False,False,False,False,False,,,,,,,,,False
26133,211,308.0,,,291.0,239.0,,,,,241.3,,,,605.0,,310.3,125.0,,,274.0,298.3,446.1,265.0,242.5,,,,,,,,,400.4,97.0,,,80.0,28.0,,,,,30.3,,,,394.0,,99.3,-86.0,,,63.0,87.3,235.1,54.0,31.5,,,,,,,,,189.4,,,True,True,,,,,True,,,,False,,False,True,,,True,True,False,True,True,,,,,,,,,False
26135,71,116.0,,,133.0,219.0,,,,,97.8,,,,219.0,,242.1,23.0,,,18.0,126.5,142.7,107.0,106.1,,,,,,,,,233.2,45.0,,,62.0,148.0,,,,,26.8,,,,148.0,,171.1,-48.0,,,-53.0,55.5,71.7,36.0,35.1,,,,,,,,,162.2,,,False,False,,,,,True,,,,False,,False,False,,,False,False,False,True,True,,,,,,,,,False
26137,150,268.0,,,234.0,141.0,,,,,310.3,,,,777.0,,161.1,64.4,,,186.0,258.2,446.0,233.0,232.4,,,,,,,,,341.8,118.0,,,84.0,-9.0,,,,,160.3,,,,627.0,,11.1,-85.6,,,36.0,108.2,296.0,83.0,82.4,,,,,,,,,191.8,,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,True,,,,,,,,,False
26139,3040,4744.0,,5094.1,3440.0,3589.0,,,,,3908.4,,,,6084.0,,3030.2,3678.6,5091.5,,2956.0,3837.6,6578.8,3530.0,2671.3,,,,,2539.7,2176.0,,,4740.2,1704.0,,2054.1,400.0,549.0,,,,,868.4,,,,3044.0,,-9.8,638.6,2051.5,,-84.0,797.6,3538.8,490.0,-368.7,,,,,-500.3,-864.0,,,1700.2,,False,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,True,True,,,True
26141,158,308.0,,,255.0,286.0,,,,,216.4,,,,334.0,,314.1,38.1,,,208.0,223.6,297.6,196.0,119.9,,,,,,,,,291.5,150.0,,,97.0,128.0,,,,,58.4,,,,176.0,,156.1,-119.9,,,50.0,65.6,139.6,38.0,-38.1,,,,,,,,,133.5,,,True,True,,,,,True,,,,False,,False,True,,,True,True,True,True,True,,,,,,,,,True
26143,214,292.0,,,260.0,233.0,,,,,198.2,,,,556.0,,275.9,98.9,,,170.0,266.9,416.4,249.0,229.2,,,,,,,,,320.6,78.0,,,46.0,19.0,,,,,-15.8,,,,342.0,,61.9,-115.1,,,-44.0,52.9,202.4,35.0,15.2,,,,,,,,,106.6,,,True,True,,,,,True,,,,False,,True,False,,,True,True,False,True,True,,,,,,,,,False
26145,2356,4504.0,,,3796.0,3599.0,,,,,3661.3,,,,4810.0,,3879.1,3746.0,4090.0,,3661.0,3834.3,5166.9,3181.0,2332.1,,,,,4545.4,2460.0,,,6309.1,2148.0,,,1440.0,1243.0,,,,,1305.3,,,,2454.0,,1523.1,1390.0,1734.0,,1305.0,1478.3,2810.9,825.0,-23.9,,,,,2189.4,104.0,,,3953.1,,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,True,,,,,False,True,,,False
26147,1589,2912.0,,,2317.0,2173.0,,,,,1979.1,,,,4024.0,,3009.8,1940.5,2495.5,,2223.0,2510.1,3264.2,2129.0,,,,,,1312.4,1361.0,,,4145.3,1323.0,,,728.0,584.0,,,,,390.1,,,,2435.0,,1420.8,351.5,906.5,,634.0,921.1,1675.2,540.0,,,,,,-276.6,-228.0,,,2556.3,,,True,True,,,,,True,,,,False,,False,True,True,,True,True,False,True,,,,,,True,True,,,False
26149,814,1096.0,,,974.0,942.0,,,,,750.5,,,,1403.0,,983.1,749.3,1061.5,,930.0,1019.5,1363.5,825.0,,,,,,464.0,,,,1240.3,282.0,,,160.0,128.0,,,,,-63.5,,,,589.0,,169.1,-64.7,247.5,,116.0,205.5,549.5,11.0,,,,,,-350.0,,,,426.3,,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,,,,,,False,,,,False
26151,400,756.0,,,710.0,706.0,,,,,527.6,,,,1525.0,,1441.1,353.3,1141.0,,700.5,672.5,787.0,562.0,470.2,,,,,,,,,1034.3,356.0,,,310.0,306.0,,,,,127.6,,,,1125.0,,1041.1,-46.7,741.0,,300.5,272.5,387.0,162.0,70.2,,,,,,,,,634.3,,,True,True,,,,,True,,,,False,,False,True,False,,True,True,False,True,True,,,,,,,,,False
26153,38,64.0,,,56.0,28.0,,,,,49.0,,,,150.0,,121.8,28.3,,,19.5,64.0,108.5,49.0,79.6,,,,,,,,,57.1,26.0,,,18.0,-10.0,,,,,11.0,,,,112.0,,83.8,-9.7,,,-18.5,26.0,70.5,11.0,41.6,,,,,,,,,19.1,,,True,True,,,,,True,,,,False,,False,True,,,True,False,False,True,False,,,,,,,,,True
26155,666,916.0,,,896.0,552.0,,,,,682.3,,,,1677.0,,958.2,805.9,1089.5,,628.0,883.2,1179.7,698.0,803.2,,,,,1251.8,,,,1124.2,250.0,,,230.0,-114.0,,,,,16.3,,,,1011.0,,292.2,139.9,423.5,,-38.0,217.2,513.7,32.0,137.2,,,,,585.8,,,,458.2,,,True,True,,,,,True,,,,False,,False,True,False,,True,True,False,True,True,,,,,False,,,,False
26157,673,912.0,,,753.0,626.0,,,,,793.3,,,,1213.0,,682.3,578.9,937.5,,736.0,845.2,1129.8,650.0,695.8,,,,,,,,,1442.6,239.0,,,80.0,-47.0,,,,,120.3,,,,540.0,,9.3,-94.1,264.5,,63.0,172.2,456.8,-23.0,22.8,,,,,,,,,769.6,,,True,True,,,,,True,,,,False,,True,True,False,,True,True,False,True,True,,,,,,,,,False
26159,789,1564.0,,,1267.0,939.0,,,,,1045.7,,,,1502.0,,1055.8,753.4,1624.5,,1289.0,1372.0,1679.7,1203.0,891.7,,,,,1249.5,,,,1668.9,775.0,,,478.0,150.0,,,,,256.7,,,,713.0,,266.8,-35.6,835.5,,500.0,583.0,890.7,414.0,102.7,,,,,460.5,,,,879.9,,,True,True,,,,,True,,,,True,,True,True,False,,True,True,False,True,True,,,,,True,,,,False
26161,2860,4112.0,,,3506.0,4954.0,,,,,3669.2,,3336.9,,5873.0,,2978.4,3951.8,4345.5,,3005.5,3463.2,5536.3,2531.0,3028.1,,,,,4520.9,3168.0,,,4671.7,1252.0,,,646.0,2094.0,,,,,809.2,,476.9,,3013.0,,118.4,1091.8,1485.5,,145.5,603.2,2676.3,-329.0,168.1,,,,,1660.9,308.0,,,1811.7,,,True,False,,,,,True,,True,,False,,True,True,False,,True,True,False,True,True,,,,,False,True,,,False
26163,13718,22268.0,,25330.2,20696.0,13837.0,,,,,24021.3,,21835.0,,30466.0,,24459.9,32410.8,30341.0,,15694.5,18648.9,24424.0,17606.0,11683.9,,,,,30308.0,15251.0,,,31131.9,8550.0,,11612.2,6978.0,119.0,,,,,10303.3,,8117.0,,16748.0,,10741.9,18692.8,16623.0,,1976.5,4930.9,10706.0,3888.0,-2034.1,,,,,16590.0,1533.0,,,17413.9,,False,True,True,,,,,False,,True,,False,,False,False,False,,True,True,False,True,True,,,,,False,True,,,False
26165,241,412.0,,,363.0,179.0,,,,,423.7,,,,895.0,,290.4,160.3,558.5,,421.0,394.5,646.2,353.0,303.4,,,,,,,,,430.8,171.0,,,122.0,-62.0,,,,,182.7,,,,654.0,,49.4,-80.7,317.5,,180.0,153.5,405.2,112.0,62.4,,,,,,,,,189.8,,,True,True,,,,,False,,,,False,,True,True,False,,False,True,False,True,True,,,,,,,,,False
27001,153,260.0,,,249.0,214.0,,,,,196.0,,,,447.0,,68.2,73.9,,,240.0,304.0,441.6,241.0,262.7,,,,,,,,,356.0,107.0,,,96.0,61.0,,,,,43.0,,,,294.0,,-84.8,-79.1,,,87.0,151.0,288.6,88.0,109.7,,,,,,,,,203.0,,,True,True,,,,,True,,,,False,,True,True,,,True,False,False,True,False,,,,,,,,,False
27003,3846,8440.0,,7577.1,5878.0,6619.0,,,,,5612.8,,,,9384.0,,4045.0,6325.5,6132.0,,5257.5,6001.5,10136.4,6524.0,5924.6,,,,,4152.5,4718.0,,,6430.0,4594.0,,3731.1,2032.0,2773.0,,,,,1766.8,,,,5538.0,,199.0,2479.5,2286.0,,1411.5,2155.5,6290.4,2678.0,2078.6,,,,,306.5,872.0,,,2584.0,,True,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,True,,,,,True,True,,,True
27005,288,756.0,,,553.0,524.0,,,,,674.2,,,,1036.0,,296.7,284.4,270.0,,500.0,599.8,935.0,683.0,769.0,,,,,287.5,,,,853.6,468.0,,,265.0,236.0,,,,,386.2,,,,748.0,,8.7,-3.6,-18.0,,212.0,311.8,647.0,395.0,481.0,,,,,-0.5,,,,565.6,,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,False,,,,,True,,,,False
27007,414,868.0,,,728.0,616.0,,,,,721.4,,,,1222.0,,458.6,451.1,753.0,,605.0,746.2,1123.1,765.0,962.7,,,,,,,,,759.8,454.0,,,314.0,202.0,,,,,307.4,,,,808.0,,44.6,37.1,339.0,,191.0,332.2,709.1,351.0,548.7,,,,,,,,,345.8,,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,False,,,,,,,,,True
27009,536,884.0,,,553.0,407.0,,,,,718.6,,,,1134.0,,432.9,368.9,383.5,,457.0,574.8,1141.5,781.0,817.9,,,,,1079.8,,,,823.3,348.0,,,17.0,-129.0,,,,,182.6,,,,598.0,,-103.1,-167.1,-152.5,,-79.0,38.8,605.5,245.0,281.9,,,,,543.8,,,,287.3,,,True,True,,,,,True,,,,False,,True,True,True,,True,True,False,True,True,,,,,False,,,,True
27011,56,172.0,,,150.0,148.0,,,,,117.0,,,,172.0,,113.9,30.4,,,182.0,154.2,237.8,117.0,154.5,,,,,,,,,151.8,116.0,,,94.0,92.0,,,,,61.0,,,,116.0,,57.9,-25.6,,,126.0,98.2,181.8,61.0,98.5,,,,,,,,,95.8,,,True,True,,,,,True,,,,False,,True,True,,,False,True,False,True,True,,,,,,,,,True
27013,608,960.0,,,708.0,580.0,,,,,1023.6,,,,1679.0,,365.1,853.8,509.5,,573.5,831.8,1648.5,843.0,1018.6,,,,,475.2,,,,842.1,352.0,,,100.0,-28.0,,,,,415.6,,,,1071.0,,-242.9,245.8,-98.5,,-34.5,223.8,1040.5,235.0,410.6,,,,,-132.8,,,,234.1,,,True,True,,,,,False,,,,False,,True,True,True,,True,True,False,True,False,,,,,True,,,,True
27015,277,752.0,,,551.0,422.0,,,,,556.7,,,,705.0,,373.4,143.9,,,386.0,478.4,711.0,620.0,636.6,,,,,,,,,1166.4,475.0,,,274.0,145.0,,,,,279.7,,,,428.0,,96.4,-133.1,,,109.0,201.4,434.0,343.0,359.6,,,,,,,,,889.4,,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,,,,,,,,,False
27017,408,868.0,,,664.0,573.0,,,,,916.1,,,,1055.0,,402.1,212.7,482.5,,584.5,686.7,1014.0,740.0,620.5,,,,,804.4,,,,1075.8,460.0,,,256.0,165.0,,,,,508.1,,,,647.0,,-5.9,-195.3,74.5,,176.5,278.7,606.0,332.0,212.5,,,,,396.4,,,,667.8,,,True,True,,,,,False,,,,False,,True,True,True,,True,True,False,True,True,,,,,True,,,,False
