,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29187,915,1119.0,,,983.0,1875.0,,,,,1269.1,289.7,,,973.0,,1017.7,665.8,902.0,,728.5,904.4,,1196.0,1151.0,,,,,,919.4,,,,1012.3,204.0,,,68.0,960.0,,,,,354.1,-625.3,,,58.0,,102.7,-249.2,-13.0,,-186.5,-10.6,,281.0,236.0,,,,,,4.4,,,,97.3,,,True,False,,,,,False,False,,,True,,True,False,True,,True,True,,False,False,,,,,,True,,,,True
29189,10873,13206.0,,9986.9,11022.0,12701.0,,,,,10936.9,22992.6,,11788.8,10039.0,,8405.7,10669.7,13726.5,,10563.0,10725.7,,13599.0,11395.0,,,,,,14081.1,10488.0,,,12704.7,2333.0,,-886.1,149.0,1828.0,,,,,63.9,12119.6,,915.8,-834.0,,-2467.3,-203.3,2853.5,,-310.0,-147.3,,2726.0,522.0,,,,,,3208.1,-385.0,,,1831.7,,True,True,True,,,,,True,False,,True,True,,False,True,False,,True,True,,False,True,,,,,,False,True,,,True
29195,300,288.0,,,260.0,145.0,,,,,275.7,111.9,,,361.0,,216.5,212.7,,,149.0,242.7,,335.0,319.0,326.1,,,,,,,,,342.5,-12.0,,,-40.0,-155.0,,,,,-24.3,-188.1,,,61.0,,-83.5,-87.3,,,-151.0,-57.3,,35.0,19.0,26.1,,,,,,,,,42.5,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
29197,52,75.0,,,43.0,6.0,,,,,27.5,3.8,,,48.0,,201.7,36.6,,,17.0,40.8,,99.0,71.0,51.3,,,,,,,,,44.5,23.0,,,-9.0,-46.0,,,,,-24.5,-48.2,,,-4.0,,149.7,-15.4,,,-35.0,-11.2,,47.0,19.0,-0.7,,,,,,,,,-7.5,,,True,False,,,,,False,False,,,True,,False,True,,,False,True,,False,True,True,,,,,,,,,True
29199,16,33.0,,,23.0,18.0,,,,,30.0,2.5,,,56.0,,14.1,23.6,,,3.0,20.3,,27.0,47.0,27.9,,,,,,,,,27.3,17.0,,,7.0,2.0,,,,,14.0,-13.5,,,40.0,,-1.9,7.6,,,-13.0,4.3,,11.0,31.0,11.9,,,,,,,,,11.3,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,False,True,,,,,,,,,True
29201,345,336.0,,,380.0,184.0,,,,,401.9,91.3,,,729.0,,80.8,311.2,486.5,,156.0,290.1,,338.0,442.0,490.3,,,,,503.7,,,,463.6,-9.0,,,35.0,-161.0,,,,,56.9,-253.7,,,384.0,,-264.2,-33.8,141.5,,-189.0,-54.9,,-7.0,97.0,145.3,,,,,158.7,,,,118.6,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,True,False,False,,,,,False,,,,False
29203,40,48.0,,,60.0,34.0,,,,,64.6,5.7,,,100.0,,98.2,29.1,,,44.0,62.1,,69.0,74.0,51.7,,,,,,,,,77.0,8.0,,,20.0,-6.0,,,,,24.6,-34.3,,,60.0,,58.2,-10.9,,,4.0,22.1,,29.0,34.0,11.7,,,,,,,,,37.0,,,False,True,,,,,False,False,,,False,,False,False,,,True,False,,False,False,False,,,,,,,,,False
29205,42,48.0,,,49.0,42.0,,,,,45.6,15.6,,,66.0,,6.8,48.9,,,45.0,52.9,,58.0,69.0,55.0,,,,,,,,,32.6,6.0,,,7.0,0.0,,,,,3.6,-26.4,,,24.0,,-35.2,6.9,,,3.0,10.9,,16.0,27.0,13.0,,,,,,,,,-9.4,,,False,True,,,,,True,False,,,False,,False,False,,,True,False,,False,False,False,,,,,,,,,False
29207,150,243.0,,,243.0,180.0,,,,,258.4,24.2,,,614.0,,113.8,216.2,332.5,,96.0,202.0,,250.0,359.0,372.2,,,,,,,,,215.9,93.0,,,93.0,30.0,,,,,108.4,-125.8,,,464.0,,-36.2,66.2,182.5,,-54.0,52.0,,100.0,209.0,222.2,,,,,,,,,65.9,,,False,True,,,,,False,False,,,False,,True,True,False,,True,True,,False,False,False,,,,,,,,,True
29209,253,330.0,,,323.0,223.0,,,,,287.8,108.1,,,369.0,,143.7,215.0,310.5,,328.0,343.9,,344.0,340.0,306.5,,,,,,,,,388.6,77.0,,,70.0,-30.0,,,,,34.8,-144.9,,,116.0,,-109.3,-38.0,57.5,,75.0,90.9,,91.0,87.0,53.5,,,,,,,,,135.6,,,True,True,,,,,True,False,,,False,,False,True,True,,True,False,,False,False,True,,,,,,,,,False
29211,77,78.0,,,66.0,8.0,,,,,81.1,11.7,,,96.0,,34.6,44.1,,,19.0,57.5,,105.0,86.0,84.3,,,,,,,,,107.3,1.0,,,-11.0,-69.0,,,,,4.1,-65.3,,,19.0,,-42.4,-32.9,,,-58.0,-19.5,,28.0,9.0,7.3,,,,,,,,,30.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
29213,484,474.0,,,467.0,376.0,,,,,580.3,75.3,,,741.0,,277.6,408.1,682.0,,339.0,451.8,,632.0,623.0,741.3,,,,,331.0,,,,503.0,-10.0,,,-17.0,-108.0,,,,,96.3,-408.7,,,257.0,,-206.4,-75.9,198.0,,-145.0,-32.2,,148.0,139.0,257.3,,,,,-153.0,,,,19.0,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,,,,False
29215,181,345.0,,,285.0,295.0,,,,,230.2,144.5,,,326.0,,277.8,255.1,,,227.0,287.2,,471.0,356.0,244.8,,,,,,,,,358.9,164.0,,,104.0,114.0,,,,,49.2,-36.5,,,145.0,,96.8,74.1,,,46.0,106.2,,290.0,175.0,63.8,,,,,,,,,177.9,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,False,True,,,,,,,,,False
29217,337,231.0,,,177.0,157.0,,,,,154.2,154.4,,,274.0,,59.6,122.0,,,140.0,181.1,,237.0,246.0,208.8,,,,,,,,,216.3,-106.0,,,-160.0,-180.0,,,,,-182.8,-182.6,,,-63.0,,-277.4,-215.0,,,-197.0,-155.9,,-100.0,-91.0,-128.2,,,,,,,,,-120.7,,,False,False,,,,,False,False,,,True,,False,False,,,False,False,,True,True,False,,,,,,,,,False
29219,300,327.0,,,293.0,142.0,,,,,236.2,70.3,,,345.0,,270.7,230.6,283.0,,287.0,269.9,,348.0,392.0,365.9,,,,,,,,,267.4,27.0,,,-7.0,-158.0,,,,,-63.8,-229.7,,,45.0,,-29.3,-69.4,-17.0,,-13.0,-30.1,,48.0,92.0,65.9,,,,,,,,,-32.6,,,True,False,,,,,False,False,,,False,,False,False,True,,True,False,,False,False,False,,,,,,,,,False
29221,245,156.0,,,178.0,32.0,,,,,235.1,48.9,,,358.0,,64.5,168.5,,,76.0,201.7,,162.0,278.0,294.4,,,,,,,,,110.8,-89.0,,,-67.0,-213.0,,,,,-9.9,-196.1,,,113.0,,-180.5,-76.5,,,-169.0,-43.3,,-83.0,33.0,49.4,,,,,,,,,-134.2,,,True,False,,,,,True,False,,,False,,False,True,,,False,True,,True,True,True,,,,,,,,,False
29223,100,111.0,,,112.0,114.0,,,,,124.0,21.3,,,187.0,,77.3,88.6,,,81.0,104.7,,133.0,143.0,126.9,,,,,,,,,123.4,11.0,,,12.0,14.0,,,,,24.0,-78.7,,,87.0,,-22.7,-11.4,,,-19.0,4.7,,33.0,43.0,26.9,,,,,,,,,23.4,,,False,False,,,,,False,False,,,False,,False,False,,,False,True,,False,False,False,,,,,,,,,False
29225,437,438.0,,,430.0,245.0,,,,,395.7,503.4,,,427.0,,295.6,280.1,432.0,,423.0,448.3,,435.0,478.0,439.7,,,,,274.7,,,,533.7,1.0,,,-7.0,-192.0,,,,,-41.3,66.4,,,-10.0,,-141.4,-156.9,-5.0,,-14.0,11.3,,-2.0,41.0,2.7,,,,,-162.3,,,,96.7,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,,,,False
29227,20,9.0,,,17.0,14.0,,,,,18.1,2.0,,,31.0,,21.2,12.1,,,0.0,13.2,,,23.0,24.1,,,,,,,,,30.6,-11.0,,,-3.0,-6.0,,,,,-1.9,-18.0,,,11.0,,1.2,-7.9,,,-20.0,-6.8,,,3.0,4.1,,,,,,,,,10.6,,,True,True,,,,,True,False,,,False,,True,True,,,False,True,,,True,True,,,,,,,,,True
29229,244,186.0,,,203.0,220.0,,,,,173.4,125.7,,,231.0,,211.7,111.5,,,125.0,175.1,,252.0,246.0,247.5,,,,,,,,,276.4,-58.0,,,-41.0,-24.0,,,,,-70.6,-118.3,,,-13.0,,-32.3,-132.5,,,-119.0,-68.9,,8.0,2.0,3.5,,,,,,,,,32.4,,,True,True,,,,,False,False,,,True,,True,False,,,False,False,,True,True,True,,,,,,,,,True
29510,2416,2958.0,,,2740.0,3082.0,,,,,2590.2,6966.1,,2624.7,2934.0,,1852.7,2794.8,3256.5,,2205.0,2638.4,,3296.0,,,,,,,3015.8,1665.0,,,2869.3,542.0,,,324.0,666.0,,,,,174.2,4550.1,,208.7,518.0,,-563.3,378.8,840.5,,-211.0,222.4,,880.0,,,,,,,599.8,-751.0,,,453.3,,,True,False,,,,,True,False,,True,True,,False,True,False,,True,True,,False,,,,,,,False,False,,,True
30001,88,159.0,,,122.0,0.0,,,,,102.3,75.9,,,52.0,,451.0,91.8,,,124.0,123.3,,270.0,99.0,144.3,,,,,,,,,221.4,71.0,,,34.0,-88.0,,,,,14.3,-12.1,,,-36.0,,363.0,3.8,,,36.0,35.3,,182.0,11.0,56.3,,,,,,,,,133.4,,,True,False,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,,,,False
30003,221,153.0,,,151.0,0.0,,,,,230.2,82.0,,,162.0,,53.8,120.7,,,148.0,227.8,,110.0,133.0,321.1,,,,,,,,,160.9,-68.0,,,-70.0,-221.0,,,,,9.2,-139.0,,,-59.0,,-167.2,-100.3,,,-73.0,6.8,,-111.0,-88.0,100.1,,,,,,,,,-60.1,,,False,False,,,,,True,False,,,True,,False,False,,,False,True,,False,False,False,,,,,,,,,True
30005,31,57.0,,,38.0,0.0,,,,,61.9,73.6,,,28.0,,34.1,39.8,,,32.0,45.5,,23.0,50.0,44.3,,,,,,,,,36.0,26.0,,,7.0,-31.0,,,,,30.9,42.6,,,-3.0,,3.1,8.8,,,1.0,14.5,,-8.0,19.0,13.3,,,,,,,,,5.0,,,True,False,,,,,False,False,,,True,,True,True,,,True,True,,True,True,True,,,,,,,,,True
30007,59,54.0,,,50.0,40.0,,,,,41.1,35.4,,,42.0,,57.1,42.9,,,62.0,64.8,,90.0,37.0,52.1,,,,,,,,,60.2,-5.0,,,-9.0,-19.0,,,,,-17.9,-23.6,,,-17.0,,-1.9,-16.1,,,3.0,5.8,,31.0,-22.0,-6.9,,,,,,,,,1.2,,,False,False,,,,,False,False,,,False,,True,False,,,True,False,,False,False,False,,,,,,,,,True
30009,58,36.0,,,41.0,21.0,,,,,67.2,48.9,,,48.0,,17.5,52.9,,,18.0,55.3,,49.0,53.0,90.9,,,,,,,,,61.9,-22.0,,,-17.0,-37.0,,,,,9.2,-9.1,,,-10.0,,-40.5,-5.1,,,-40.0,-2.7,,-9.0,-5.0,32.9,,,,,,,,,3.9,,,True,False,,,,,True,True,,,True,,False,True,,,False,True,,True,True,False,,,,,,,,,True
30011,13,12.0,,,15.0,,,,,,17.1,2.0,,,21.0,,14.2,15.6,,,11.0,19.5,,16.0,12.0,26.8,,,,,,,,,17.1,-1.0,,,2.0,,,,,,4.1,-11.0,,,8.0,,1.2,2.6,,,-2.0,6.5,,3.0,-1.0,13.8,,,,,,,,,4.1,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
30013,601,1053.0,,,796.0,478.0,,,,,1026.8,677.3,,,1455.0,,444.4,756.8,712.5,,651.0,885.5,,1246.0,703.0,1168.6,,,,,1369.7,,,,997.6,452.0,,,195.0,-123.0,,,,,425.8,76.3,,,854.0,,-156.6,155.8,111.5,,50.0,284.5,,645.0,102.0,567.6,,,,,768.7,,,,396.6,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,True,False,,,,,False,,,,True
30015,66,75.0,,,45.0,,,,,,43.8,115.8,,,19.0,,18.2,31.9,,,34.0,52.1,,76.0,47.0,100.2,,,,,,,,,39.2,9.0,,,-21.0,,,,,,-22.2,49.8,,,-47.0,,-47.8,-34.1,,,-32.0,-13.9,,10.0,-19.0,34.2,,,,,,,,,-26.8,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
30017,127,117.0,,,92.0,,,,,,100.0,52.8,,,279.0,,30.6,89.8,,,48.0,92.1,,154.0,68.0,147.6,,,,,,,,,154.6,-10.0,,,-35.0,,,,,,-27.0,-74.2,,,152.0,,-96.4,-37.2,,,-79.0,-34.9,,27.0,-59.0,20.6,,,,,,,,,27.6,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
30019,13,0.0,,,4.0,0.0,,,,,13.7,1.9,,,42.0,,1.2,5.4,,,0.0,3.5,,9.0,5.0,18.7,,,,,,,,,10.3,-13.0,,,-9.0,-13.0,,,,,0.7,-11.1,,,29.0,,-11.8,-7.6,,,-13.0,-9.5,,-4.0,-8.0,5.7,,,,,,,,,-2.7,,,True,False,,,,,True,True,,,False,,True,True,,,False,True,,True,True,True,,,,,,,,,True
30021,150,123.0,,,134.0,251.0,,,,,104.3,23.1,,,211.0,,129.8,112.5,,,120.0,197.8,,152.0,105.0,164.4,,,,,,,,,181.4,-27.0,,,-16.0,101.0,,,,,-45.7,-126.9,,,61.0,,-20.2,-37.5,,,-30.0,47.8,,2.0,-45.0,14.4,,,,,,,,,31.4,,,True,False,,,,,False,False,,,False,,True,False,,,False,False,,True,False,True,,,,,,,,,False
30023,67,39.0,,,40.0,25.0,,,,,79.7,7.8,,,94.0,,15.7,58.2,,,6.0,43.5,,54.0,42.0,168.9,,,,,,,,,48.6,-28.0,,,-27.0,-42.0,,,,,12.7,-59.2,,,27.0,,-51.3,-8.8,,,-61.0,-23.5,,-13.0,-25.0,101.9,,,,,,,,,-18.4,,,True,False,,,,,True,False,,,True,,False,True,,,False,True,,True,True,False,,,,,,,,,True
30025,8,3.0,,,6.0,0.0,,,,,23.1,2.4,,,36.0,,0.5,8.5,,,1.0,11.5,,,5.0,42.8,,,,,,,,,12.2,-5.0,,,-2.0,-8.0,,,,,15.1,-5.6,,,28.0,,-7.5,0.5,,,-7.0,3.5,,,-3.0,34.8,,,,,,,,,4.2,,,True,False,,,,,False,False,,,False,,False,True,,,False,True,,,True,False,,,,,,,,,True
30027,85,72.0,,,73.0,0.0,,,,,107.7,54.7,,,77.0,,23.1,73.0,,,43.0,79.9,,123.0,78.0,168.1,,,,,,,,,177.3,-13.0,,,-12.0,-85.0,,,,,22.7,-30.3,,,-8.0,,-61.9,-12.0,,,-42.0,-5.1,,38.0,-7.0,83.1,,,,,,,,,92.3,,,True,False,,,,,False,False,,,True,,False,True,,,False,True,,False,True,False,,,,,,,,,False
30029,938,1251.0,,,871.0,751.0,,,,,976.8,598.6,,827.1,1693.0,,516.3,881.2,815.5,,825.0,985.2,,1326.0,890.0,1396.2,,,,,1084.2,,,,1526.6,313.0,,,-67.0,-187.0,,,,,38.8,-339.4,,-110.9,755.0,,-421.7,-56.8,-122.5,,-113.0,47.2,,388.0,-48.0,458.2,,,,,146.2,,,,588.6,,,True,True,,,,,True,False,,True,False,,False,True,True,,True,True,,False,True,False,,,,,True,,,,False
30031,1430,954.0,,,876.0,911.0,,,,,837.1,436.4,,1362.9,819.0,,331.4,825.4,779.0,,484.0,999.0,,1081.0,621.0,2035.4,,,,,1706.4,,,,1753.6,-476.0,,,-554.0,-519.0,,,,,-592.9,-993.6,,-67.1,-611.0,,-1098.6,-604.6,-651.0,,-946.0,-431.0,,-349.0,-809.0,605.4,,,,,276.4,,,,323.6,,,False,False,,,,,False,False,,True,False,,False,False,False,,False,True,,True,False,False,,,,,True,,,,True
30033,4,9.0,,,5.0,0.0,,,,,8.2,2.4,,,21.0,,0.7,3.5,,,14.0,1.9,,,3.0,9.5,,,,,,,,,8.3,5.0,,,1.0,-4.0,,,,,4.2,-1.6,,,17.0,,-3.3,-0.5,,,10.0,-2.1,,,-1.0,5.5,,,,,,,,,4.3,,,True,True,,,,,True,True,,,False,,True,True,,,False,True,,,True,False,,,,,,,,,True
30035,80,192.0,,,130.0,61.0,,,,,173.2,152.6,,,151.0,,126.6,67.5,,,91.0,152.6,,154.0,117.0,163.5,,,,,,,,,193.8,112.0,,,50.0,-19.0,,,,,93.2,72.6,,,71.0,,46.6,-12.5,,,11.0,72.6,,74.0,37.0,83.5,,,,,,,,,113.8,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,,,,False
30037,8,30.0,,,14.0,,,,,,9.7,16.1,,,5.0,,322.9,11.5,,,12.0,15.8,,,15.0,,,,,,,,,,79.4,22.0,,,6.0,,,,,,1.7,8.1,,,-3.0,,314.9,3.5,,,4.0,7.8,,,7.0,,,,,,,,,,71.4,,,True,,,,,,True,True,,,True,,False,True,,,True,True,,,True,,,,,,,,,,False
30039,23,9.0,,,11.0,0.0,,,,,15.9,4.6,,,27.0,,12.4,15.2,,,28.0,9.9,,18.0,9.0,23.1,,,,,,,,,14.6,-14.0,,,-12.0,-23.0,,,,,-7.1,-18.4,,,4.0,,-10.6,-7.8,,,5.0,-13.1,,-5.0,-14.0,0.1,,,,,,,,,-8.4,,,True,False,,,,,True,False,,,True,,True,True,,,True,True,,True,False,True,,,,,,,,,True
30041,195,183.0,,,138.0,116.0,,,,,184.0,161.9,,,137.0,,57.7,120.9,,,137.0,184.4,,106.0,135.0,219.8,,,,,,,,,122.9,-12.0,,,-57.0,-79.0,,,,,-11.0,-33.1,,,-58.0,,-137.3,-74.1,,,-58.0,-10.6,,-89.0,-60.0,24.8,,,,,,,,,-72.1,,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,False,,,,,,,,,False
30043,162,171.0,,,104.0,143.0,,,,,107.6,88.2,,,81.0,,95.9,109.5,,,69.0,129.8,,228.0,108.0,105.6,,,,,,,,,175.9,9.0,,,-58.0,-19.0,,,,,-54.4,-73.8,,,-81.0,,-66.1,-52.5,,,-93.0,-32.2,,66.0,-54.0,-56.4,,,,,,,,,13.9,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
30045,5,9.0,,,7.0,0.0,,,,,11.4,14.2,,,12.0,,0.7,9.0,,,7.0,8.4,,10.0,4.0,8.6,,,,,,,,,4.4,4.0,,,2.0,-5.0,,,,,6.4,9.2,,,7.0,,-4.3,4.0,,,2.0,3.4,,5.0,-1.0,3.6,,,,,,,,,-0.6,,,True,False,,,,,False,False,,,False,,False,True,,,True,True,,False,True,True,,,,,,,,,True
30047,202,360.0,,,299.0,349.0,,,,,183.1,277.7,,,460.0,,546.9,190.6,323.0,,109.0,241.0,,442.0,237.0,318.8,,,,,,,,,438.0,158.0,,,97.0,147.0,,,,,-18.9,75.7,,,258.0,,344.9,-11.4,121.0,,-93.0,39.0,,240.0,35.0,116.8,,,,,,,,,236.0,,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,False,True,True,,,,,,,,,False
30049,1045,1158.0,,,823.0,860.0,,,,,680.0,899.0,,,973.0,,547.9,693.7,615.0,,849.0,938.3,,1496.0,699.0,824.5,,,,,1242.4,,,,1211.2,113.0,,,-222.0,-185.0,,,,,-365.0,-146.0,,,-72.0,,-497.1,-351.3,-430.0,,-196.0,-106.7,,451.0,-346.0,-220.5,,,,,197.4,,,,166.2,,,False,False,,,,,False,False,,,True,,False,False,False,,False,True,,False,False,False,,,,,False,,,,False
30051,4,0.0,,,3.0,0.0,,,,,10.0,3.5,,,20.0,,0.2,6.1,,,28.0,1.1,,1.0,2.0,14.8,,,,,,,,,4.4,-4.0,,,-1.0,-4.0,,,,,6.0,-0.5,,,16.0,,-3.8,2.1,,,24.0,-2.9,,-3.0,-2.0,10.8,,,,,,,,,0.4,,,True,False,,,,,False,True,,,False,,True,True,,,False,True,,True,True,False,,,,,,,,,True
30053,231,225.0,,,185.0,214.0,,,,,140.4,238.8,,,199.0,,66.5,141.1,,,176.0,238.4,,295.0,142.0,220.6,,,,,,,,,157.0,-6.0,,,-46.0,-17.0,,,,,-90.6,7.8,,,-32.0,,-164.5,-89.9,,,-55.0,7.4,,64.0,-89.0,-10.4,,,,,,,,,-74.0,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,,,,False
30055,14,27.0,,,22.0,,,,,,21.6,31.6,,,94.0,,3.7,15.3,,,24.0,19.4,,26.0,18.0,29.5,,,,,,,,,22.6,13.0,,,8.0,,,,,,7.6,17.6,,,80.0,,-10.3,1.3,,,10.0,5.4,,12.0,4.0,15.5,,,,,,,,,8.6,,,True,,,,,,True,False,,,False,,True,True,,,True,True,,True,True,False,,,,,,,,,True
30057,72,63.0,,,43.0,,,,,,52.4,120.3,,,26.0,,29.6,50.7,,,13.0,54.2,,80.0,43.0,63.7,,,,,,,,,69.9,-9.0,,,-29.0,,,,,,-19.6,48.3,,,-46.0,,-42.4,-21.3,,,-59.0,-17.8,,8.0,-29.0,-8.3,,,,,,,,,-2.1,,,False,,,,,,False,False,,,False,,False,False,,,False,False,,True,False,True,,,,,,,,,True
30059,4,0.0,,,3.0,0.0,,,,,10.2,1.0,,,12.0,,2.2,0.9,,,3.0,1.4,,0.0,1.0,10.0,,,,,,,,,1.9,-4.0,,,-1.0,-4.0,,,,,6.2,-3.0,,,8.0,,-1.8,-3.1,,,-1.0,-2.6,,-4.0,-3.0,6.0,,,,,,,,,-2.1,,,True,False,,,,,False,True,,,False,,True,True,,,True,True,,False,True,False,,,,,,,,,True
30061,59,96.0,,,50.0,0.0,,,,,44.6,79.8,,,85.0,,42.6,64.3,,,96.0,80.8,,126.0,49.0,18.9,,,,,,,,,82.8,37.0,,,-9.0,-59.0,,,,,-14.4,20.8,,,26.0,,-16.4,5.3,,,37.0,21.8,,67.0,-10.0,-40.1,,,,,,,,,23.8,,,True,False,,,,,True,True,,,True,,True,True,,,False,True,,False,True,False,,,,,,,,,True
30063,898,969.0,,,866.0,673.0,,,,,815.2,1346.3,,,1734.0,,370.4,998.6,964.0,,810.0,899.2,,1119.0,598.0,1280.9,,,,,726.7,,,,892.5,71.0,,,-32.0,-225.0,,,,,-82.8,448.3,,,836.0,,-527.6,100.6,66.0,,-88.0,1.2,,221.0,-300.0,382.9,,,,,-171.3,,,,-5.5,,,True,False,,,,,False,False,,,False,,False,False,True,,False,True,,False,False,False,,,,,False,,,,True
30065,13,33.0,,,23.0,0.0,,,,,30.5,11.0,,,30.0,,12.8,17.3,,,17.0,22.4,,33.0,23.0,65.0,,,,,,,,,32.3,20.0,,,10.0,-13.0,,,,,17.5,-2.0,,,17.0,,-0.2,4.3,,,4.0,9.4,,20.0,10.0,52.0,,,,,,,,,19.3,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,False,,,,,,,,,True
30067,102,156.0,,,106.0,119.0,,,,,109.6,108.5,,,89.0,,40.8,92.7,,,80.0,127.6,,204.0,100.0,153.1,,,,,,,,,131.7,54.0,,,4.0,17.0,,,,,7.6,6.5,,,-13.0,,-61.2,-9.3,,,-22.0,25.6,,102.0,-2.0,51.1,,,,,,,,,29.7,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,,,,True
30069,1,0.0,,,0.0,0.0,,,,,1.1,1.0,,,3.0,,0.3,1.5,,,3.0,0.1,,0.0,2.0,,,,,,,,,,1.7,-1.0,,,-1.0,-1.0,,,,,0.1,0.0,,,2.0,,-0.7,0.5,,,2.0,-0.9,,-1.0,1.0,,,,,,,,,,0.7,,,False,False,,,,,True,True,,,False,,True,True,,,False,True,,False,False,,,,,,,,,,True
30071,50,90.0,,,68.0,,,,,,65.1,50.2,,,20.0,,21.2,34.3,,,82.0,69.0,,93.0,56.0,77.3,,,,,,,,,72.6,40.0,,,18.0,,,,,,15.1,0.2,,,-30.0,,-28.8,-15.7,,,32.0,19.0,,43.0,6.0,27.3,,,,,,,,,22.6,,,True,,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,,,,True
30073,29,57.0,,,43.0,0.0,,,,,48.8,64.6,,,54.0,,9.7,35.9,,,19.0,38.2,,77.0,49.0,67.8,,,,,,,,,38.0,28.0,,,14.0,-29.0,,,,,19.8,35.6,,,25.0,,-19.3,6.9,,,-10.0,9.2,,48.0,20.0,38.8,,,,,,,,,9.0,,,True,False,,,,,True,False,,,True,,True,True,,,True,True,,False,True,False,,,,,,,,,True
