,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29129,12,10.0,,9.8,,7.0,0.0,,,,,4.9,,4.5,,,11.0,8.4,5.6,,,3.0,6.9,0.0,,8.0,10.0,4.4,,,,,,22.6,,,,15.2,,-2.0,,-2.2,,-5.0,-12.0,,,,,-7.1,,-7.5,,,-1.0,-3.6,-6.4,,,-9.0,-5.1,-12.0,,-4.0,-2.0,-7.6,,,,,,10.6,,,,3.2,,,False,,False,False,,,,,False,,False,,,True,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,
29131,94,76.0,,76.6,,72.0,50.0,,,,,71.7,,47.9,,,79.0,64.1,62.6,,,54.0,79.2,0.0,,72.0,84.0,75.3,,,,,,73.0,,,,101.5,71.0,-18.0,,-17.4,,-22.0,-44.0,,,,,-22.3,,-46.1,,,-15.0,-29.9,-31.4,,,-40.0,-14.8,-94.0,,-22.0,-10.0,-18.7,,,,,,-21.0,,,,7.5,-23.0,,True,,False,False,,,,,False,,False,,,True,False,False,,,False,True,False,,False,True,False,,,,,,False,,,,True,False
29133,24,34.0,,30.5,,32.0,17.0,,,,,35.1,,23.1,,,65.0,31.9,26.1,,,9.0,21.9,0.0,,26.0,33.0,46.4,,,,,,45.3,,,,40.2,26.0,10.0,,6.5,,8.0,-7.0,,,,,11.1,,-0.9,,,41.0,7.9,2.1,,,-15.0,-2.1,-24.0,,2.0,9.0,22.4,,,,,,21.3,,,,16.2,2.0,,True,,True,True,,,,,False,,True,,,False,True,True,,,False,True,False,,True,True,False,,,,,,False,,,,False,True
29135,50,62.0,,65.8,,62.0,45.0,,,,,41.6,,28.5,,,61.0,62.5,33.5,,,46.0,63.6,0.0,,53.0,75.0,77.5,,,,,,82.2,,,,90.2,44.0,12.0,,15.8,,12.0,-5.0,,,,,-8.4,,-21.5,,,11.0,12.5,-16.5,,,-4.0,13.6,-50.0,,3.0,25.0,27.5,,,,,,32.2,,,,40.2,-6.0,,False,,False,True,,,,,True,,False,,,True,False,False,,,True,False,False,,True,False,False,,,,,,False,,,,False,True
29137,24,29.0,,28.7,,28.0,18.0,,,,,17.9,,19.8,,,25.0,36.6,15.4,,,28.0,28.2,0.0,,31.0,29.0,10.0,,,,,,38.4,,,,33.3,,5.0,,4.7,,4.0,-6.0,,,,,-6.1,,-4.2,,,1.0,12.6,-8.6,,,4.0,4.2,-24.0,,7.0,5.0,-14.0,,,,,,14.4,,,,9.3,,,True,,True,False,,,,,False,,True,,,True,False,False,,,True,True,False,,False,False,False,,,,,,False,,,,False,
29139,23,31.0,,33.2,,28.0,24.0,,,,,19.0,,18.3,,,28.0,32.1,19.1,,,23.0,27.5,0.0,,34.0,32.0,31.4,,,,,,58.0,,,,30.8,24.0,8.0,,10.2,,5.0,1.0,,,,,-4.0,,-4.7,,,5.0,9.1,-3.9,,,0.0,4.5,-23.0,,11.0,9.0,8.4,,,,,,35.0,,,,7.8,1.0,,False,,True,True,,,,,True,,True,,,True,False,True,,,True,True,False,,False,False,False,,,,,,False,,,,True,True
29141,58,57.0,,58.2,,45.0,23.0,,,,,45.0,,68.2,,,55.0,47.7,42.1,,,32.0,45.1,0.0,,49.0,57.0,56.1,,,,,,65.7,,,,91.7,59.0,-1.0,,0.2,,-13.0,-35.0,,,,,-13.0,,10.2,,,-3.0,-10.3,-15.9,,,-26.0,-12.9,-58.0,,-9.0,-1.0,-1.9,,,,,,7.7,,,,33.7,1.0,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
29143,53,58.0,,57.8,,55.0,7.0,,,,,57.9,,9.6,,,77.0,62.8,35.8,,,53.0,50.8,0.0,,50.0,52.0,63.8,,,,,,88.0,,,,83.9,65.0,5.0,,4.8,,2.0,-46.0,,,,,4.9,,-43.4,,,24.0,9.8,-17.2,,,0.0,-2.2,-53.0,,-3.0,-1.0,10.8,,,,,,35.0,,,,30.9,12.0,,True,,True,False,,,,,True,,False,,,False,False,False,,,True,True,False,,True,True,False,,,,,,False,,,,False,False
29145,152,153.0,,150.4,,149.0,163.0,,,,,113.6,,82.6,,,358.0,145.1,90.0,115.5,,229.0,148.9,0.0,,170.0,162.0,151.6,,,,,147.1,169.1,,,,251.0,109.0,1.0,,-1.6,,-3.0,11.0,,,,,-38.4,,-69.4,,,206.0,-6.9,-62.0,-36.5,,77.0,-3.1,-152.0,,18.0,10.0,-0.4,,,,,-4.9,17.1,,,,99.0,-43.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,True,,,,,False,False,,,,False,False
29147,136,0.0,,0.0,,13.0,13.0,,,,,55.1,,16.7,,,92.0,0.8,32.3,,,48.0,10.4,0.0,,14.0,28.0,82.4,,,,,,22.7,,,,38.8,35.0,-136.0,,-136.0,,-123.0,-123.0,,,,,-80.9,,-119.3,,,-44.0,-135.2,-103.7,,,-88.0,-125.6,-136.0,,-122.0,-108.0,-53.6,,,,,,-113.3,,,,-97.2,-101.0,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,False,,True,True,True,,,,,,True,,,,True,True
29149,59,30.0,,27.4,,25.0,21.0,,,,,20.8,,24.4,,,55.0,33.9,19.2,,,25.0,26.3,0.0,,30.0,30.0,16.2,,,,,,50.9,,,,15.0,20.0,-29.0,,-31.6,,-34.0,-38.0,,,,,-38.2,,-34.6,,,-4.0,-25.1,-39.8,,,-34.0,-32.7,-59.0,,-29.0,-29.0,-42.8,,,,,,-8.1,,,,-44.0,-39.0,,False,,False,False,,,,,False,,False,,,True,True,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
29151,49,59.0,,62.2,,48.0,48.0,,,,,39.0,,18.0,,,47.0,62.1,33.4,,,36.0,56.2,0.0,,52.0,67.0,26.6,,,,,,72.8,,,,50.9,43.0,10.0,,13.2,,-1.0,-1.0,,,,,-10.0,,-31.0,,,-2.0,13.1,-15.6,,,-13.0,7.2,-49.0,,3.0,18.0,-22.4,,,,,,23.8,,,,1.9,-6.0,,False,,True,True,,,,,False,,False,,,True,False,False,,,False,True,False,,True,False,False,,,,,,False,,,,True,True
29153,32,22.0,,22.5,,21.0,13.0,,,,,14.0,,23.3,,,35.0,37.4,16.1,,,24.0,20.7,0.0,,24.0,23.0,8.4,,,,,,33.4,,,,14.4,,-10.0,,-9.5,,-11.0,-19.0,,,,,-18.0,,-8.7,,,3.0,5.4,-15.9,,,-8.0,-11.3,-32.0,,-8.0,-9.0,-23.6,,,,,,1.4,,,,-17.6,,,True,,False,False,,,,,False,,True,,,True,True,False,,,True,False,False,,True,True,False,,,,,,True,,,,False,
29155,42,29.0,,30.6,,29.0,16.0,,,,,39.0,,7.1,,,103.0,23.8,28.2,,,11.0,28.1,0.0,,26.0,34.0,44.4,,,,,,49.4,,,,35.5,31.0,-13.0,,-11.4,,-13.0,-26.0,,,,,-3.0,,-34.9,,,61.0,-18.2,-13.8,,,-31.0,-13.9,-42.0,,-16.0,-8.0,2.4,,,,,,7.4,,,,-6.5,-11.0,,True,,False,False,,,,,True,,False,,,False,False,False,,,False,False,False,,False,True,True,,,,,,True,,,,True,True
29157,56,51.0,,58.3,,51.0,42.0,,,,,58.7,,26.6,,,78.0,46.9,28.9,,,35.0,52.8,0.0,,46.0,57.0,71.7,,,,,,71.5,,,,81.8,67.0,-5.0,,2.3,,-5.0,-14.0,,,,,2.7,,-29.4,,,22.0,-9.1,-27.1,,,-21.0,-3.2,-56.0,,-10.0,1.0,15.7,,,,,,15.5,,,,25.8,11.0,,True,,False,False,,,,,True,,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,False,,,,False,False
29159,204,226.0,,217.3,,176.0,126.0,,,,,122.3,,32.8,,,206.0,217.8,113.7,148.0,,28.0,141.5,0.0,,188.0,207.0,238.3,,,,,240.4,246.2,,,,141.9,193.0,22.0,,13.3,,-28.0,-78.0,,,,,-81.7,,-171.2,,,2.0,13.8,-90.3,-56.0,,-176.0,-62.5,-204.0,,-16.0,3.0,34.3,,,,,36.4,42.2,,,,-62.1,-11.0,,True,,False,False,,,,,False,,False,,,True,True,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,False,True
29161,105,148.0,,147.3,,131.0,122.0,,,,,91.1,,70.0,,,129.0,163.1,84.8,112.0,,112.0,156.6,0.0,,147.0,148.0,127.1,,,,,,132.0,,,,175.0,91.0,43.0,,42.3,,26.0,17.0,,,,,-13.9,,-35.0,,,24.0,58.1,-20.2,7.0,,7.0,51.6,-105.0,,42.0,43.0,22.1,,,,,,27.0,,,,70.0,-14.0,,True,,True,True,,,,,True,,True,,,True,False,True,True,,True,False,False,,True,False,True,,,,,,True,,,,False,True
29163,43,52.0,,50.7,,42.0,42.0,,,,,38.4,,30.6,,,55.0,42.0,36.6,,,37.0,49.2,0.0,,57.0,57.0,55.0,,,,,,66.0,,,,42.2,39.0,9.0,,7.7,,-1.0,-1.0,,,,,-4.6,,-12.4,,,12.0,-1.0,-6.4,,,-6.0,6.2,-43.0,,14.0,14.0,12.0,,,,,,23.0,,,,-0.8,-4.0,,True,,True,True,,,,,True,,False,,,False,True,True,,,True,True,False,,False,False,False,,,,,,False,,,,True,True
29165,151,198.0,,192.8,,193.0,229.0,,,,,110.1,,50.8,,,300.0,251.7,137.9,173.5,,154.0,182.9,50.5,,350.0,261.0,103.8,,,,,219.7,234.8,,,,198.7,153.0,47.0,,41.8,,42.0,78.0,,,,,-40.9,,-100.2,,,149.0,100.7,-13.1,22.5,,3.0,31.9,-100.5,,199.0,110.0,-47.2,,,,,68.7,83.8,,,,47.7,2.0,,True,,True,False,,,,,True,,False,,,False,False,True,True,,True,True,False,,False,False,False,,,,,False,False,,,,False,True
29167,99,91.0,,90.0,,88.0,92.0,,,,,103.1,,33.2,,,88.0,71.1,54.6,159.0,,34.0,65.2,0.0,,85.0,93.0,76.0,,,,,,99.0,,,,118.4,83.0,-8.0,,-9.0,,-11.0,-7.0,,,,,4.1,,-65.8,,,-11.0,-27.9,-44.4,60.0,,-65.0,-33.8,-99.0,,-14.0,-6.0,-23.0,,,,,,0.0,,,,19.4,-16.0,,False,,False,True,,,,,True,,False,,,False,False,False,False,,False,False,False,,False,True,False,,,,,,True,,,,False,False
29169,192,85.0,,74.4,,85.0,56.0,,,,,106.8,,71.7,,,149.0,56.2,95.6,83.0,,19.0,90.4,0.0,,149.0,98.0,143.8,,,,,101.8,92.7,,,,112.4,148.0,-107.0,,-117.6,,-107.0,-136.0,,,,,-85.2,,-120.3,,,-43.0,-135.8,-96.4,-109.0,,-173.0,-101.6,-192.0,,-43.0,-94.0,-48.2,,,,,-90.2,-99.3,,,,-79.6,-44.0,,False,,False,False,,,,,True,,False,,,True,False,True,False,,False,True,False,,True,True,True,,,,,True,True,,,,True,True
29171,2,6.0,,6.4,,5.0,0.0,,,,,5.7,,6.5,,,16.0,3.6,3.9,,,6.0,4.8,0.0,,6.0,8.0,1.5,,,,,,19.7,,,,1.6,,4.0,,4.4,,3.0,-2.0,,,,,3.7,,4.5,,,14.0,1.6,1.9,,,4.0,2.8,-2.0,,4.0,6.0,-0.5,,,,,,17.7,,,,-0.4,,,False,,True,True,,,,,True,,False,,,False,True,True,,,False,True,True,,False,False,True,,,,,,False,,,,True,
29173,35,41.0,,39.7,,36.0,32.0,,,,,24.8,,21.0,,,31.0,41.7,19.7,,,36.0,39.6,0.0,,41.0,39.0,13.8,,,,,,47.4,,,,72.4,25.0,6.0,,4.7,,1.0,-3.0,,,,,-10.2,,-14.0,,,-4.0,6.7,-15.3,,,1.0,4.6,-35.0,,6.0,4.0,-21.2,,,,,,12.4,,,,37.4,-10.0,,True,,True,True,,,,,False,,False,,,True,False,False,,,True,True,False,,False,True,False,,,,,,False,,,,False,False
29175,61,55.0,,53.2,,51.0,38.0,,,,,51.3,,80.7,,,96.0,50.7,37.2,,,37.0,54.0,0.0,,62.0,62.0,84.1,,,,,,87.4,,,,43.0,55.0,-6.0,,-7.8,,-10.0,-23.0,,,,,-9.7,,19.7,,,35.0,-10.3,-23.8,,,-24.0,-7.0,-61.0,,1.0,1.0,23.1,,,,,,26.4,,,,-18.0,-6.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,True,False,,,,,,False,,,,False,False
29177,87,88.0,,85.0,,75.0,73.0,,,,,44.5,,57.1,,,97.0,75.0,55.7,,,67.0,88.5,0.0,,105.0,95.0,79.0,,,,,,79.8,,,,70.0,85.0,1.0,,-2.0,,-12.0,-14.0,,,,,-42.5,,-29.9,,,10.0,-12.0,-31.3,,,-20.0,1.5,-87.0,,18.0,8.0,-8.0,,,,,,-7.2,,,,-17.0,-2.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
29179,14,5.0,,4.9,,7.0,3.0,,,,,14.7,,7.4,,,23.0,9.2,4.7,,,8.0,7.2,0.0,,5.0,10.0,3.7,,,,,,18.0,,,,6.8,4.0,-9.0,,-9.1,,-7.0,-11.0,,,,,0.7,,-6.6,,,9.0,-4.8,-9.3,,,-6.0,-6.8,-14.0,,-9.0,-4.0,-10.3,,,,,,4.0,,,,-7.2,-10.0,,False,,True,False,,,,,True,,True,,,False,True,False,,,True,True,False,,False,True,False,,,,,,True,,,,True,False
29181,30,29.0,,32.7,,29.0,14.0,,,,,22.2,,16.5,,,55.0,41.3,18.3,,,30.0,29.4,0.0,,28.0,33.0,32.6,,,,,,47.3,,,,31.7,24.0,-1.0,,2.7,,-1.0,-16.0,,,,,-7.8,,-13.5,,,25.0,11.3,-11.7,,,0.0,-0.6,-30.0,,-2.0,3.0,2.6,,,,,,17.3,,,,1.7,-6.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,True,True,False,,False,False,False,,,,,,False,,,,False,False
29183,1454,1156.0,,1161.3,28.5,1092.0,1220.0,,,,,1067.0,,646.5,,983.5,1214.0,1021.4,951.9,1588.0,,829.0,1148.0,4.6,,1144.0,1320.0,1179.6,,,,,1116.1,1327.1,796.0,,,1374.5,923.0,-298.0,,-292.7,-1425.5,-362.0,-234.0,,,,,-387.0,,-807.5,,-470.5,-240.0,-432.6,-502.1,134.0,,-625.0,-306.0,-1449.4,,-310.0,-134.0,-274.4,,,,,-337.9,-126.9,-658.0,,,-79.5,-531.0,,True,False,False,True,,,,,False,,False,,False,True,False,False,True,,False,False,False,,False,True,True,,,,,False,True,False,,,True,False
29185,22,35.0,,31.5,,31.0,21.0,,,,,14.7,,25.0,,,35.0,44.1,15.0,,,30.0,30.9,0.0,,34.0,32.0,11.3,,,,,,50.1,,,,46.3,28.0,13.0,,9.5,,9.0,-1.0,,,,,-7.3,,3.0,,,13.0,22.1,-7.0,,,8.0,8.9,-22.0,,12.0,10.0,-10.7,,,,,,28.1,,,,24.3,6.0,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,False,,True,True,True,,,,,,False,,,,False,True
29186,44,61.0,,61.2,,54.0,49.0,,,,,47.2,,58.3,,,75.0,50.2,36.2,,,39.0,63.7,0.0,,63.0,62.0,56.2,,,,,,92.2,,,,95.6,56.0,17.0,,17.2,,10.0,5.0,,,,,3.2,,14.3,,,31.0,6.2,-7.8,,,-5.0,19.7,-44.0,,19.0,18.0,12.2,,,,,,48.2,,,,51.6,12.0,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,False,False,,False,False,True,,,,,,False,,,,False,True
29187,319,336.0,,341.3,,269.0,255.0,,,,,255.3,,103.3,,,264.0,318.3,247.8,270.0,,269.0,322.7,0.0,,313.0,303.0,275.3,,,,,320.3,332.5,,,,303.6,226.0,17.0,,22.3,,-50.0,-64.0,,,,,-63.7,,-215.7,,,-55.0,-0.7,-71.2,-49.0,,-50.0,3.7,-319.0,,-6.0,-16.0,-43.7,,,,,1.3,13.5,,,,-15.4,-93.0,,False,,False,False,,,,,False,,False,,,False,True,False,False,,False,True,False,,True,True,False,,,,,True,True,,,,True,False
29189,4343,3559.0,,3664.4,999.3,3318.0,4261.0,,,,,2407.5,,5685.6,,3080.8,2652.0,3675.3,2430.7,3567.0,,3353.0,3527.5,1.2,,3179.0,3261.0,3183.8,,,,,3530.2,3404.0,2152.0,,,4848.3,,-784.0,,-678.6,-3343.7,-1025.0,-82.0,,,,,-1935.5,,1342.6,,-1262.2,-1691.0,-667.7,-1912.3,-776.0,,-990.0,-815.5,-4341.8,,-1164.0,-1082.0,-1159.2,,,,,-812.8,-939.0,-2191.0,,,505.3,,,True,False,False,True,,,,,False,,False,,False,False,True,False,True,,False,False,False,,False,False,False,,,,,False,False,False,,,True,
29195,103,95.0,,95.7,,91.0,91.0,,,,,59.7,,76.2,,,103.0,71.8,68.1,,,86.0,96.1,0.0,,99.0,95.0,91.1,,,,,,144.1,,,,109.4,78.0,-8.0,,-7.3,,-12.0,-12.0,,,,,-43.3,,-26.8,,,0.0,-31.2,-34.9,,,-17.0,-6.9,-103.0,,-4.0,-8.0,-11.9,,,,,,41.1,,,,6.4,-25.0,,True,,False,False,,,,,False,,False,,,True,False,False,,,False,True,False,,True,False,False,,,,,,False,,,,True,False
29197,23,14.0,,12.8,,14.0,0.0,,,,,7.8,,9.7,,,16.0,14.1,9.4,,,16.0,14.2,0.0,,13.0,15.0,2.6,,,,,,21.9,,,,14.0,,-9.0,,-10.2,,-9.0,-23.0,,,,,-15.2,,-13.3,,,-7.0,-8.9,-13.6,,,-7.0,-8.8,-23.0,,-10.0,-8.0,-20.4,,,,,,-1.1,,,,-9.0,,,False,,False,False,,,,,False,,False,,,True,True,False,,,True,True,False,,False,True,False,,,,,,True,,,,False,
29199,2,6.0,,5.9,,5.0,0.0,,,,,5.4,,5.6,,,15.0,3.5,5.1,,,3.0,5.1,0.0,,6.0,10.0,4.4,,,,,,18.6,,,,9.3,10.0,4.0,,3.9,,3.0,-2.0,,,,,3.4,,3.6,,,13.0,1.5,3.1,,,1.0,3.1,-2.0,,4.0,8.0,2.4,,,,,,16.6,,,,7.3,8.0,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,True,,False,False,True,,,,,,False,,,,False,False
29201,132,97.0,,94.5,,97.0,125.0,,,,,106.2,,85.1,,,187.0,82.3,74.7,83.0,,54.0,92.8,0.0,,90.0,108.0,133.5,,,,,116.8,134.9,,,,139.8,80.0,-35.0,,-37.5,,-35.0,-7.0,,,,,-25.8,,-46.9,,,55.0,-49.7,-57.3,-49.0,,-78.0,-39.2,-132.0,,-42.0,-24.0,1.5,,,,,-15.2,2.9,,,,7.8,-52.0,,False,,False,True,,,,,True,,False,,,False,False,False,False,,False,False,False,,False,True,True,,,,,True,True,,,,True,False
29203,21,5.0,,6.2,,6.0,7.0,,,,,13.2,,11.3,,,24.0,4.9,7.3,,,3.0,5.4,0.0,,8.0,12.0,24.3,,,,,,19.0,,,,9.7,,-16.0,,-14.8,,-15.0,-14.0,,,,,-7.8,,-9.7,,,3.0,-16.1,-13.7,,,-18.0,-15.6,-21.0,,-13.0,-9.0,3.3,,,,,,-2.0,,,,-11.3,,,True,,True,True,,,,,True,,True,,,True,False,True,,,False,True,False,,True,True,True,,,,,,True,,,,True,
29205,16,16.0,,15.2,,10.0,7.0,,,,,9.9,,6.0,,,18.0,14.9,7.4,,,2.0,12.6,0.0,,12.0,17.0,7.0,,,,,,31.0,,,,9.4,7.0,0.0,,-0.8,,-6.0,-9.0,,,,,-6.1,,-10.0,,,2.0,-1.1,-8.6,,,-14.0,-3.4,-16.0,,-4.0,1.0,-9.0,,,,,,15.0,,,,-6.6,-9.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
29207,65,48.0,,50.1,,47.0,19.0,,,,,57.1,,38.6,,,146.0,49.6,40.0,45.0,,27.0,46.2,0.0,,38.0,69.0,63.2,,,,,,76.1,,,,45.7,61.0,-17.0,,-14.9,,-18.0,-46.0,,,,,-7.9,,-26.4,,,81.0,-15.4,-25.0,-20.0,,-38.0,-18.8,-65.0,,-27.0,4.0,-1.8,,,,,,11.1,,,,-19.3,-4.0,,True,,False,False,,,,,True,,False,,,False,True,False,False,,False,False,False,,False,True,True,,,,,,True,,,,False,True
29209,94,93.0,,90.7,,71.0,85.0,,,,,63.9,,17.4,,,125.0,70.5,61.8,76.0,,41.0,70.6,0.0,,81.0,66.0,84.5,,,,,,87.4,,,,74.6,89.0,-1.0,,-3.3,,-23.0,-9.0,,,,,-30.1,,-76.6,,,31.0,-23.5,-32.2,-18.0,,-53.0,-23.4,-94.0,,-13.0,-28.0,-9.5,,,,,,-6.6,,,,-19.4,-5.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,False,,,,False,False
29211,32,17.0,,18.2,,17.0,15.0,,,,,16.5,,17.2,,,30.0,12.6,15.4,,,17.0,18.0,0.0,,22.0,20.0,26.3,,,,,,32.4,,,,30.2,26.0,-15.0,,-13.8,,-15.0,-17.0,,,,,-15.5,,-14.8,,,-2.0,-19.4,-16.6,,,-15.0,-14.0,-32.0,,-10.0,-12.0,-5.7,,,,,,0.4,,,,-1.8,-6.0,,True,,False,False,,,,,False,,True,,,True,False,False,,,False,True,False,,True,True,True,,,,,,True,,,,True,True
29213,190,172.0,,178.2,,148.0,193.0,,,,,144.0,,0.0,,,218.0,148.0,95.0,133.0,,53.0,119.0,0.0,,154.0,147.0,149.5,,,,,155.0,152.2,,,,155.3,110.0,-18.0,,-11.8,,-42.0,3.0,,,,,-46.0,,-190.0,,,28.0,-42.0,-95.0,-57.0,,-137.0,-71.0,-190.0,,-36.0,-43.0,-40.5,,,,,-35.0,-37.8,,,,-34.7,-80.0,,True,,False,True,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
29215,56,82.0,,81.4,,61.0,54.0,,,,,49.9,,44.8,,,94.0,66.2,53.4,,,42.0,60.9,0.0,,71.0,83.0,61.8,,,,,,105.7,,,,62.1,67.0,26.0,,25.4,,5.0,-2.0,,,,,-6.1,,-11.2,,,38.0,10.2,-2.6,,,-14.0,4.9,-56.0,,15.0,27.0,5.8,,,,,,49.7,,,,6.1,11.0,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,False,,True,False,True,,,,,,False,,,,True,True
29217,89,187.0,,193.6,,110.0,211.0,,,,,48.7,,117.6,,,91.0,283.3,66.2,,,82.0,110.1,18.1,,168.0,133.0,71.7,,,,,,126.4,,,,151.2,108.0,98.0,,104.6,,21.0,122.0,,,,,-40.3,,28.6,,,2.0,194.3,-22.8,,,-7.0,21.1,-70.9,,79.0,44.0,-17.3,,,,,,37.4,,,,62.2,19.0,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,True,,True,True,True,,,,,,True,,,,True,True
29219,105,93.0,,89.6,,86.0,84.0,,,,,73.5,,42.4,,,87.0,82.9,67.3,170.5,,85.0,92.3,0.1,,103.0,105.0,95.3,,,,,,102.0,,,,71.8,74.0,-12.0,,-15.4,,-19.0,-21.0,,,,,-31.5,,-62.6,,,-18.0,-22.1,-37.7,65.5,,-20.0,-12.7,-104.9,,-2.0,0.0,-9.7,,,,,,-3.0,,,,-33.2,-31.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,True,True,True,,,,,,True,,,,False,False
29221,95,87.0,,91.3,,86.0,26.0,,,,,52.0,,62.6,,,92.0,92.0,46.4,,,68.0,89.2,0.0,,92.0,88.0,61.1,,,,,,93.8,,,,104.5,67.0,-8.0,,-3.7,,-9.0,-69.0,,,,,-43.0,,-32.4,,,-3.0,-3.0,-48.6,,,-27.0,-5.8,-95.0,,-3.0,-7.0,-33.9,,,,,,-1.2,,,,9.5,-28.0,,True,,False,False,,,,,False,,False,,,True,True,False,,,False,True,False,,True,True,False,,,,,,True,,,,False,False
29223,34,32.0,,30.7,,29.0,24.0,,,,,26.3,,38.4,,,48.0,29.5,26.8,,,25.0,28.9,0.0,,32.0,37.0,33.5,,,,,,46.1,,,,39.1,,-2.0,,-3.3,,-5.0,-10.0,,,,,-7.7,,4.4,,,14.0,-4.5,-7.2,,,-9.0,-5.1,-34.0,,-2.0,3.0,-0.5,,,,,,12.1,,,,5.1,,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,True,,,,,,False,,,,False,
