,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27013,322,248.0,,255.0,,222.0,169.0,,,,,357.5,267.3,,,421.0,,83.8,,207.7,269.5,,93.0,222.0,0.0,,237.0,252.0,416.0,,,,,202.5,,,,88.7,-74.0,,-67.0,,-100.0,-153.0,,,,,35.5,-54.7,,,99.0,,-238.2,,-114.3,-52.5,,-229.0,-100.0,-322.0,,-85.0,-70.0,94.0,,,,,-119.5,,,,-233.3,,True,,False,False,,,,,True,True,,,False,,False,,False,True,,False,False,False,,False,True,False,,,,,False,,,,False
27015,111,142.0,,153.7,,127.0,62.0,,,,,167.7,136.4,,,183.0,,53.8,,89.8,,,60.0,107.9,0.0,,147.0,147.0,198.4,,,,,,,,,96.7,31.0,,42.7,,16.0,-49.0,,,,,56.7,25.4,,,72.0,,-57.2,,-21.2,,,-51.0,-3.1,-111.0,,36.0,36.0,87.4,,,,,,,,,-14.3,,False,,True,False,,,,,False,True,,,False,,False,,True,,,False,True,False,,False,False,False,,,,,,,,,True
27017,173,196.0,,209.5,,124.0,115.0,,,,,200.1,178.8,,,194.0,,79.8,,104.8,118.5,,101.0,123.8,0.1,,195.0,190.0,139.1,,,,,240.4,,,,157.4,23.0,,36.5,,-49.0,-58.0,,,,,27.1,5.8,,,21.0,,-93.2,,-68.2,-54.5,,-72.0,-49.2,-172.9,,22.0,17.0,-33.9,,,,,67.4,,,,-15.6,,False,,False,False,,,,,False,True,,,True,,False,,False,False,,False,False,False,,True,True,False,,,,,False,,,,True
27019,434,358.0,,363.6,,311.0,188.0,,,,,480.3,314.7,,,539.0,,163.7,,326.3,375.0,,197.0,300.7,0.1,,392.0,341.0,355.2,,,,,305.3,,,,422.6,-76.0,,-70.4,,-123.0,-246.0,,,,,46.3,-119.3,,,105.0,,-270.3,,-107.7,-59.0,,-237.0,-133.3,-433.9,,-42.0,-93.0,-78.8,,,,,-128.7,,,,-11.4,,True,,False,False,,,,,True,False,,,False,,False,,False,True,,False,False,False,,True,False,False,,,,,False,,,,True
27021,115,98.0,,97.8,,98.0,46.0,,,,,137.7,103.3,,,128.0,,52.0,,70.4,123.0,,50.0,92.1,0.0,,119.0,107.0,146.2,,,,,,,,,121.3,-17.0,,-17.2,,-17.0,-69.0,,,,,22.7,-11.7,,,13.0,,-63.0,,-44.6,8.0,,-65.0,-22.9,-115.0,,4.0,-8.0,31.2,,,,,,,,,6.3,,False,,False,False,,,,,False,True,,,True,,False,,False,True,,False,False,False,,True,True,False,,,,,,,,,True
27023,54,78.0,,53.2,,57.0,29.0,,,,,106.0,80.5,,,77.0,,44.3,,72.2,,,38.0,56.6,0.0,,92.0,80.0,86.0,,,,,,,,,27.2,24.0,,-0.8,,3.0,-25.0,,,,,52.0,26.5,,,23.0,,-9.7,,18.2,,,-16.0,2.6,-54.0,,38.0,26.0,32.0,,,,,,,,,-26.8,,True,,True,False,,,,,False,False,,,True,,True,,True,,,True,True,False,,False,False,False,,,,,,,,,False
27025,355,222.0,,209.9,,201.0,121.0,,,,,301.8,243.7,,,334.0,,124.3,,132.2,139.5,,171.0,204.8,0.2,,236.0,231.0,422.1,,,,,211.9,,,,139.8,-133.0,,-145.1,,-154.0,-234.0,,,,,-53.2,-111.3,,,-21.0,,-230.7,,-222.8,-215.5,,-184.0,-150.2,-354.8,,-119.0,-124.0,67.1,,,,,-143.1,,,,-215.2,,False,,False,False,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,True,True,,,,,False,,,,False
27027,267,270.0,,299.3,,226.0,169.0,,,,,408.1,239.3,,,287.0,,110.6,,219.3,129.0,,223.0,208.7,0.0,,250.0,286.0,222.1,,,,,398.6,,,,478.0,3.0,,32.3,,-41.0,-98.0,,,,,141.1,-27.7,,,20.0,,-156.4,,-47.7,-138.0,,-44.0,-58.3,-267.0,,-17.0,19.0,-44.9,,,,,131.6,,,,211.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
27029,35,32.0,,31.7,,30.0,9.0,,,,,39.8,55.3,,,32.0,,4.4,,18.6,,,0.0,32.4,0.0,,32.0,33.0,43.3,,,,,,,,,16.5,-3.0,,-3.3,,-5.0,-26.0,,,,,4.8,20.3,,,-3.0,,-30.6,,-16.4,,,-35.0,-2.6,-35.0,,-3.0,-2.0,8.3,,,,,,,,,-18.5,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,True,False,,False,True,False,,,,,,,,,False
27031,9,2.0,,1.4,,2.0,0.0,,,,,7.9,10.0,,,13.0,,2.3,,6.8,,,0.0,7.8,0.0,,,7.0,9.2,,,,,,,,,0.9,-7.0,,-7.6,,-7.0,-9.0,,,,,-1.1,1.0,,,4.0,,-6.7,,-2.2,,,-9.0,-1.2,-9.0,,,-2.0,0.2,,,,,,,,,-8.1,,False,,False,False,,,,,True,True,,,True,,True,,True,,,False,True,False,,,True,True,,,,,,,,,False
27033,31,48.0,,49.5,,40.0,35.0,,,,,99.8,42.7,,,80.0,,23.6,,54.9,,,25.0,31.1,0.0,,61.0,61.0,78.2,,,,,,,,,35.7,17.0,,18.5,,9.0,4.0,,,,,68.8,11.7,,,49.0,,-7.4,,23.9,,,-6.0,0.1,-31.0,,30.0,30.0,47.2,,,,,,,,,4.7,,False,,True,True,,,,,False,True,,,False,,True,,False,,,True,True,False,,False,False,False,,,,,,,,,True
27035,219,178.0,,183.8,,143.0,71.0,,,,,273.9,215.0,,,358.0,,63.8,,169.2,117.5,,74.0,139.4,0.0,,168.0,203.0,174.7,,,,,230.7,,,,167.0,-41.0,,-35.2,,-76.0,-148.0,,,,,54.9,-4.0,,,139.0,,-155.2,,-49.8,-101.5,,-145.0,-79.6,-219.0,,-51.0,-16.0,-44.3,,,,,11.7,,,,-52.0,,True,,False,False,,,,,False,True,,,False,,False,,False,False,,False,False,False,,False,True,False,,,,,True,,,,False
27037,2437,2094.0,,2228.8,1968.5,1714.0,1424.0,,,,,2321.4,1703.7,,1303.6,2200.0,,997.9,,1766.1,1914.5,,1351.5,1739.2,1.4,,2185.0,1664.0,2367.1,,,,,1814.7,1206.0,,,4297.6,-343.0,,-208.2,-468.5,-723.0,-1013.0,,,,,-115.6,-733.3,,-1133.4,-237.0,,-1439.1,,-670.9,-522.5,,-1085.5,-697.8,-2435.6,,-252.0,-773.0,-69.9,,,,,-622.3,-1231.0,,,1860.6,,True,False,False,False,,,,,True,False,,False,True,,False,,False,False,,False,False,False,,True,False,True,,,,,False,False,,,False
27039,135,64.0,,66.7,,54.0,43.0,,,,,90.0,54.1,,,116.0,,49.0,,54.3,,,48.0,48.8,0.0,,77.0,77.0,148.5,,,,,,,,,0.1,-71.0,,-68.3,,-81.0,-92.0,,,,,-45.0,-80.9,,,-19.0,,-86.0,,-80.7,,,-87.0,-86.2,-135.0,,-58.0,-58.0,13.5,,,,,,,,,-134.9,,True,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
27041,250,228.0,,252.3,,197.0,138.0,,,,,254.9,173.6,,,238.0,,84.5,,115.7,101.5,,95.0,188.5,0.0,,212.0,235.0,292.1,,,,,227.2,,,,260.1,-22.0,,2.3,,-53.0,-112.0,,,,,4.9,-76.4,,,-12.0,,-165.5,,-134.3,-148.5,,-155.0,-61.5,-250.0,,-38.0,-15.0,42.1,,,,,-22.8,,,,10.1,,True,,False,False,,,,,True,False,,,True,,False,,False,False,,False,False,False,,False,True,False,,,,,False,,,,True
27043,136,90.0,,83.2,,80.0,57.0,,,,,92.0,55.4,,,97.0,,63.9,,70.4,,,86.0,70.8,0.0,,101.0,79.0,126.1,,,,,,,,,91.9,-46.0,,-52.8,,-56.0,-79.0,,,,,-44.0,-80.6,,,-39.0,,-72.1,,-65.6,,,-50.0,-65.2,-136.0,,-35.0,-57.0,-9.9,,,,,,,,,-44.1,,False,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,False,True,,,,,,,,,True
27045,105,150.0,,149.3,,107.0,80.0,,,,,108.1,171.0,,,109.0,,88.3,,84.5,,,119.0,90.6,0.0,,179.0,125.0,130.1,,,,,,,,,105.4,45.0,,44.3,,2.0,-25.0,,,,,3.1,66.0,,,4.0,,-16.7,,-20.5,,,14.0,-14.4,-105.0,,74.0,20.0,25.1,,,,,,,,,0.4,,True,,True,True,,,,,True,False,,,True,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,True
27047,298,130.0,,125.3,,105.0,49.0,,,,,138.5,121.1,,,229.0,,45.1,,92.9,138.5,,51.0,96.0,0.1,,131.0,117.0,120.9,,,,,,,,,0.4,-168.0,,-172.7,,-193.0,-249.0,,,,,-159.5,-176.9,,,-69.0,,-252.9,,-205.1,-159.5,,-247.0,-202.0,-297.9,,-167.0,-181.0,-177.1,,,,,,,,,-297.6,,False,,False,False,,,,,True,False,,,True,,False,,False,True,,False,False,False,,True,False,False,,,,,,,,,False
27049,390,278.0,,269.0,,152.0,106.0,,,,,261.7,196.1,,,293.0,,119.5,,212.5,297.5,,152.0,241.0,0.1,,308.0,245.0,153.7,,,,,216.6,,,,118.0,-112.0,,-121.0,,-238.0,-284.0,,,,,-128.3,-193.9,,,-97.0,,-270.5,,-177.5,-92.5,,-238.0,-149.0,-389.9,,-82.0,-145.0,-236.3,,,,,-173.4,,,,-272.0,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,True,False,False,,,,,False,,,,False
27051,45,38.0,,31.3,,24.0,16.0,,,,,31.7,40.5,,,29.0,,10.0,,24.0,,,10.0,23.6,0.0,,41.0,31.0,26.5,,,,,,,,,31.2,-7.0,,-13.7,,-21.0,-29.0,,,,,-13.3,-4.5,,,-16.0,,-35.0,,-21.0,,,-35.0,-21.4,-45.0,,-4.0,-14.0,-18.5,,,,,,,,,-13.8,,False,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
27053,5739,4736.0,,4437.5,4812.3,3801.0,3955.0,,,,,5250.4,4310.2,,2731.1,6255.0,,2221.5,,4632.1,4037.5,,3046.5,4289.7,13.8,,4550.0,3926.0,7262.4,,,,,3942.0,2728.0,,,1281.3,-1003.0,,-1301.5,-926.7,-1938.0,-1784.0,,,,,-488.6,-1428.8,,-3007.9,516.0,,-3517.5,,-1106.9,-1701.5,,-2692.5,-1449.3,-5725.2,,-1189.0,-1813.0,1523.4,,,,,-1797.0,-3011.0,,,-4457.7,,False,True,False,False,,,,,True,False,,False,True,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
27055,134,158.0,,184.1,,113.0,93.0,,,,,115.9,127.8,,,97.0,,90.2,,90.5,,,110.0,93.2,0.0,,183.0,123.0,187.0,,,,,,,,,156.5,24.0,,50.1,,-21.0,-41.0,,,,,-18.1,-6.2,,,-37.0,,-43.8,,-43.5,,,-24.0,-40.8,-134.0,,49.0,-11.0,53.0,,,,,,,,,22.5,,False,,True,False,,,,,True,True,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,True
27057,65,70.0,,63.4,,60.0,42.0,,,,,93.5,81.4,,,98.0,,34.0,,50.8,,,59.0,43.9,0.0,,74.0,84.0,121.1,,,,,,,,,65.1,5.0,,-1.6,,-5.0,-23.0,,,,,28.5,16.4,,,33.0,,-31.0,,-14.2,,,-6.0,-21.1,-65.0,,9.0,19.0,56.1,,,,,,,,,0.1,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,True
27059,195,156.0,,183.2,,142.0,69.0,,,,,196.4,141.1,,,244.0,,83.9,,155.5,181.5,,68.0,111.5,0.0,,154.0,158.0,255.3,,,,,,,,,92.1,-39.0,,-11.8,,-53.0,-126.0,,,,,1.4,-53.9,,,49.0,,-111.1,,-39.5,-13.5,,-127.0,-83.5,-195.0,,-41.0,-37.0,60.3,,,,,,,,,-102.9,,True,,False,False,,,,,True,False,,,False,,False,,False,True,,False,False,False,,False,True,False,,,,,,,,,False
27061,134,126.0,,143.7,,128.0,88.0,,,,,198.0,111.8,,,214.0,,95.6,,109.1,92.0,,109.0,111.6,0.0,,177.0,147.0,231.3,,,,,328.1,,,,214.8,-8.0,,9.7,,-6.0,-46.0,,,,,64.0,-22.2,,,80.0,,-38.4,,-24.9,-42.0,,-25.0,-22.4,-134.0,,43.0,13.0,97.3,,,,,194.1,,,,80.8,,False,,True,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
27063,50,86.0,,77.6,,66.0,59.0,,,,,85.1,56.4,,,63.0,,51.1,,60.5,,,72.0,44.0,0.0,,89.0,66.0,33.6,,,,,,,,,143.2,36.0,,27.6,,16.0,9.0,,,,,35.1,6.4,,,13.0,,1.1,,10.5,,,22.0,-6.0,-50.0,,39.0,16.0,-16.4,,,,,,,,,93.2,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,False
27065,44,54.0,,47.5,,51.0,20.0,,,,,73.2,88.4,,,111.0,,19.7,,52.5,,,20.0,52.9,0.0,,63.0,63.0,71.2,,,,,,,,,50.4,10.0,,3.5,,7.0,-24.0,,,,,29.2,44.4,,,67.0,,-24.3,,8.5,,,-24.0,8.9,-44.0,,19.0,19.0,27.2,,,,,,,,,6.4,,True,,True,False,,,,,False,False,,,False,,False,,True,,,False,True,False,,False,False,False,,,,,,,,,True
27067,153,262.0,,293.8,,175.0,175.0,,,,,357.5,204.0,,,299.0,,91.8,,232.7,120.5,,90.0,181.5,0.0,,245.0,248.0,159.5,,,,,244.4,,,,105.6,109.0,,140.8,,22.0,22.0,,,,,204.5,51.0,,,146.0,,-61.2,,79.7,-32.5,,-63.0,28.5,-153.0,,92.0,95.0,6.5,,,,,91.4,,,,-47.4,,False,,True,True,,,,,False,True,,,False,,True,,True,True,,True,True,False,,True,True,True,,,,,True,,,,True
27069,17,12.0,,15.4,,12.0,17.0,,,,,24.0,17.9,,,12.0,,5.8,,13.8,,,0.0,6.7,0.0,,12.0,17.0,22.4,,,,,,,,,33.7,-5.0,,-1.6,,-5.0,0.0,,,,,7.0,0.9,,,-5.0,,-11.2,,-3.2,,,-17.0,-10.3,-17.0,,-5.0,0.0,5.4,,,,,,,,,16.7,,True,,False,True,,,,,False,True,,,False,,False,,True,,,False,False,False,,False,True,False,,,,,,,,,False
27071,29,40.0,,38.3,,37.0,0.0,,,,,49.6,53.3,,,53.0,,23.3,,29.7,,,29.0,29.0,0.0,,51.0,41.0,55.4,,,,,,,,,61.9,11.0,,9.3,,8.0,-29.0,,,,,20.6,24.3,,,24.0,,-5.7,,0.7,,,0.0,0.0,-29.0,,22.0,12.0,26.4,,,,,,,,,32.9,,True,,True,False,,,,,False,False,,,False,,True,,True,,,True,True,False,,False,False,False,,,,,,,,,False
27073,63,56.0,,76.1,,43.0,42.0,,,,,50.7,52.3,,,32.0,,34.5,,38.1,,,43.0,41.4,0.0,,54.0,48.0,40.9,,,,,,,,,47.3,-7.0,,13.1,,-20.0,-21.0,,,,,-12.3,-10.7,,,-31.0,,-28.5,,-24.9,,,-20.0,-21.6,-63.0,,-9.0,-15.0,-22.1,,,,,,,,,-15.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
27075,60,30.0,,29.1,,30.0,14.0,,,,,37.8,31.6,,,49.0,,12.9,,22.3,,,16.0,33.9,0.0,,30.0,35.0,38.2,,,,,,,,,34.2,-30.0,,-30.9,,-30.0,-46.0,,,,,-22.2,-28.4,,,-11.0,,-47.1,,-37.7,,,-44.0,-26.1,-60.0,,-30.0,-25.0,-21.8,,,,,,,,,-25.8,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,True,False,,False,True,True,,,,,,,,,True
27077,13,16.0,,15.1,,12.0,,,,,,12.4,16.2,,,10.0,,9.1,,13.2,,,15.0,9.4,0.0,,11.0,13.0,16.3,,,,,,,,,13.8,3.0,,2.1,,-1.0,,,,,,-0.6,3.2,,,-3.0,,-3.9,,0.2,,,2.0,-3.6,-13.0,,-2.0,0.0,3.3,,,,,,,,,0.8,,True,,True,,,,,,True,False,,,False,,False,,True,,,True,False,False,,True,True,False,,,,,,,,,True
27079,141,90.0,,94.7,,83.0,38.0,,,,,148.4,113.4,,,190.0,,42.3,,75.5,,,51.0,83.2,0.0,,102.0,98.0,198.9,,,,,,,,,43.8,-51.0,,-46.3,,-58.0,-103.0,,,,,7.4,-27.6,,,49.0,,-98.7,,-65.5,,,-90.0,-57.8,-141.0,,-39.0,-43.0,57.9,,,,,,,,,-97.2,,True,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
27081,30,18.0,,14.8,,15.0,13.0,,,,,35.1,22.1,,,24.0,,4.8,,16.8,,,0.0,10.4,0.0,,16.0,21.0,32.3,,,,,,,,,17.0,-12.0,,-15.2,,-15.0,-17.0,,,,,5.1,-7.9,,,-6.0,,-25.2,,-13.2,,,-30.0,-19.6,-30.0,,-14.0,-9.0,2.3,,,,,,,,,-13.0,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,False,True,True,,,,,,,,,False
27083,183,148.0,,141.3,,95.0,86.0,,,,,199.4,103.7,,,151.0,,63.8,,142.2,,,55.0,105.2,0.0,,149.0,152.0,105.5,,,,,127.4,,,,0.0,-35.0,,-41.7,,-88.0,-97.0,,,,,16.4,-79.3,,,-32.0,,-119.2,,-40.8,,,-128.0,-77.8,-183.0,,-34.0,-31.0,-77.5,,,,,-55.6,,,,-183.0,,False,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,False,,,,False
27085,164,186.0,,193.7,,121.0,67.0,,,,,240.7,152.1,,,253.0,,69.9,,148.9,202.5,,33.0,103.7,0.0,,187.0,184.0,122.9,,,,,,,,,124.6,22.0,,29.7,,-43.0,-97.0,,,,,76.7,-11.9,,,89.0,,-94.1,,-15.1,38.5,,-131.0,-60.3,-164.0,,23.0,20.0,-41.1,,,,,,,,,-39.4,,False,,False,False,,,,,False,True,,,False,,False,,True,False,,False,False,False,,False,True,False,,,,,,,,,False
27087,16,40.0,,40.4,,22.0,16.0,,,,,30.2,31.0,,,16.0,,8.6,,13.3,,,0.0,25.6,0.0,,32.0,28.0,33.7,,,,,,,,,44.4,24.0,,24.4,,6.0,0.0,,,,,14.2,15.0,,,0.0,,-7.4,,-2.7,,,-16.0,9.6,-16.0,,16.0,12.0,17.7,,,,,,,,,28.4,,False,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,True,,True,True,True,,,,,,,,,False
27089,27,28.0,,29.3,,25.0,30.0,,,,,49.0,34.6,,,28.0,,14.6,,32.2,,,18.0,21.9,0.0,,,38.0,24.0,,,,,,,,,18.1,1.0,,2.3,,-2.0,3.0,,,,,22.0,7.6,,,1.0,,-12.4,,5.2,,,-9.0,-5.1,-27.0,,,11.0,-3.0,,,,,,,,,-8.9,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,,False,False,,,,,,,,,False
27091,99,100.0,,103.9,,80.0,60.0,,,,,126.6,58.7,,,140.0,,54.7,,87.3,,,142.0,59.6,0.0,,121.0,100.0,73.3,,,,,,,,,71.0,1.0,,4.9,,-19.0,-39.0,,,,,27.6,-40.3,,,41.0,,-44.3,,-11.7,,,43.0,-39.4,-99.0,,22.0,1.0,-25.7,,,,,,,,,-28.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
27093,93,116.0,,105.7,,73.0,32.0,,,,,146.3,109.4,,,147.0,,30.1,,80.6,,,26.0,67.8,0.0,,97.0,111.0,95.5,,,,,,,,,106.5,23.0,,12.7,,-20.0,-61.0,,,,,53.3,16.4,,,54.0,,-62.9,,-12.4,,,-67.0,-25.2,-93.0,,4.0,18.0,2.5,,,,,,,,,13.5,,True,,True,False,,,,,False,True,,,False,,False,,True,,,False,False,False,,True,True,True,,,,,,,,,True
27095,99,106.0,,110.6,,101.0,48.0,,,,,141.7,96.4,,,157.0,,47.7,,78.4,,,55.0,89.1,0.0,,100.0,105.0,158.1,,,,,,,,,54.3,7.0,,11.6,,2.0,-51.0,,,,,42.7,-2.6,,,58.0,,-51.3,,-20.6,,,-44.0,-9.9,-99.0,,1.0,6.0,59.1,,,,,,,,,-44.7,,False,,True,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
27097,182,90.0,,93.1,,86.0,44.0,,,,,171.2,127.2,,,205.0,,41.6,,86.0,37.5,,41.0,90.7,0.1,,102.0,114.0,226.9,,,,,244.9,,,,127.4,-92.0,,-88.9,,-96.0,-138.0,,,,,-10.8,-54.8,,,23.0,,-140.4,,-96.0,-144.5,,-141.0,-91.3,-181.9,,-80.0,-68.0,44.9,,,,,62.9,,,,-54.6,,True,,False,False,,,,,True,True,,,True,,False,,False,False,,False,True,False,,True,True,True,,,,,True,,,,True
27099,201,146.0,,137.2,,136.0,129.0,,,,,257.4,135.0,,,268.0,,75.7,,168.5,232.5,,106.0,119.9,0.0,,187.0,151.0,398.9,,,,,83.5,,,,162.9,-55.0,,-63.8,,-65.0,-72.0,,,,,56.4,-66.0,,,67.0,,-125.3,,-32.5,31.5,,-95.0,-81.1,-201.0,,-14.0,-50.0,197.9,,,,,-117.5,,,,-38.1,,False,,False,False,,,,,False,False,,,False,,False,,True,True,,False,False,False,,True,True,False,,,,,False,,,,True
27101,96,28.0,,28.9,,27.0,24.0,,,,,59.1,24.1,,,44.0,,12.8,,36.9,,,14.0,37.7,0.0,,31.0,36.0,25.8,,,,,,,,,28.3,-68.0,,-67.1,,-69.0,-72.0,,,,,-36.9,-71.9,,,-52.0,,-83.2,,-59.1,,,-82.0,-58.3,-96.0,,-65.0,-60.0,-70.2,,,,,,,,,-67.7,,True,,False,False,,,,,True,False,,,True,,False,,True,,,False,True,False,,True,True,False,,,,,,,,,True
27103,159,136.0,,152.1,,126.0,64.0,,,,,150.0,159.5,,,218.0,,45.8,,92.4,140.0,,49.0,130.0,0.1,,129.0,124.0,182.1,,,,,,,,,11.2,-23.0,,-6.9,,-33.0,-95.0,,,,,-9.0,0.5,,,59.0,,-113.2,,-66.6,-19.0,,-110.0,-29.0,-158.9,,-30.0,-35.0,23.1,,,,,,,,,-147.8,,True,,False,False,,,,,True,True,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,,,,,False
27105,100,86.0,,86.9,,82.0,,,,,,265.5,73.6,,,162.0,,42.8,,72.8,,,34.0,61.4,0.2,,88.0,105.0,138.5,,,,,68.6,,,,148.3,-14.0,,-13.1,,-18.0,,,,,,165.5,-26.4,,,62.0,,-57.2,,-27.2,,,-66.0,-38.6,-99.8,,-12.0,5.0,38.5,,,,,-31.4,,,,48.3,,True,,False,,,,,,False,False,,,False,,False,,False,,,False,False,False,,True,True,False,,,,,False,,,,False
27107,12,8.0,,8.1,,6.0,4.0,,,,,25.3,20.8,,,30.0,,1.5,,8.5,,,0.0,4.8,0.0,,6.0,12.0,7.5,,,,,,,,,4.3,-4.0,,-3.9,,-6.0,-8.0,,,,,13.3,8.8,,,18.0,,-10.5,,-3.5,,,-12.0,-7.2,-12.0,,-6.0,0.0,-4.5,,,,,,,,,-7.7,,True,,False,False,,,,,False,False,,,False,,False,,True,,,False,False,False,,False,True,False,,,,,,,,,False
27109,1074,734.0,,689.4,,690.0,465.0,,,,,750.4,569.8,,610.3,916.0,,491.8,,539.7,904.0,,718.0,570.6,0.5,,806.0,713.0,1566.0,,,,,900.9,540.0,,,579.1,-340.0,,-384.6,,-384.0,-609.0,,,,,-323.6,-504.2,,-463.7,-158.0,,-582.2,,-534.3,-170.0,,-356.0,-503.4,-1073.5,,-268.0,-361.0,492.0,,,,,-173.1,-534.0,,,-494.9,,False,,False,False,,,,,True,False,,False,True,,False,,False,True,,False,False,False,,True,False,False,,,,,True,False,,,False
27111,269,210.0,,212.9,,171.0,94.0,,,,,305.8,206.3,,,301.0,,93.1,,205.7,187.5,,98.0,132.3,0.0,,234.0,220.0,223.5,,,,,220.8,,,,256.1,-59.0,,-56.1,,-98.0,-175.0,,,,,36.8,-62.7,,,32.0,,-175.9,,-63.3,-81.5,,-171.0,-136.7,-269.0,,-35.0,-49.0,-45.5,,,,,-48.2,,,,-12.9,,True,,False,False,,,,,True,False,,,True,,False,,False,False,,False,False,False,,True,True,True,,,,,True,,,,True
