,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26151,32,14.0,,6.0,,,,8.0,32.1,4.1,,,13.0,,,,,,,15.7,-18.0,,-26.0,,,,-24.0,0.1,-27.9,,,-19.0,,,,,,,-16.3,,False,,,,False,True,False,,,False,,,,,,,True
26153,1,4.0,,0.0,,,,0.0,2.9,0.2,,,,,,,,,,5.0,3.0,,-1.0,,,,-1.0,1.9,-0.8,,,,,,,,,,4.0,,True,,,,True,True,True,,,,,,,,,,False
26155,16,14.0,13.6,0.0,,,,86.0,71.3,2.0,13.9,6.4,,,,11.9,,,,19.8,-2.0,-2.4,-16.0,,,,70.0,55.3,-14.0,-2.1,-9.6,,,,-4.1,,,,3.8,False,False,,,,False,False,False,False,False,,,,False,,,,False
26157,26,26.0,22.8,15.0,,,,21.0,32.7,2.1,34.1,20.5,38.0,,,18.9,,,,87.0,0.0,-3.2,-11.0,,,,-5.0,6.7,-23.9,8.1,-5.5,12.0,,,-7.1,,,,61.0,False,False,,,,False,False,False,False,False,False,,,False,,,,False
26159,82,72.0,56.5,88.0,,,,56.0,91.9,22.6,89.1,41.7,75.0,,,58.8,,,,266.4,-10.0,-25.5,6.0,,,,-26.0,9.9,-59.4,7.1,-40.3,-7.0,,,-23.2,,,,184.4,False,True,,,,False,True,False,True,False,True,,,False,,,,False
26161,411,322.0,107.0,831.0,,,,389.0,503.1,248.2,338.2,144.0,361.0,,,262.1,464.0,,,781.8,-89.0,-304.0,420.0,,,,-22.0,92.1,-162.8,-72.8,-267.0,-50.0,,,-148.9,53.0,,,370.8,False,False,,,,True,False,False,True,False,True,,,False,True,,,False
26163,1979,1550.0,317.0,1806.0,,,,2349.0,3229.3,857.9,1623.5,404.1,3133.0,,,2556.5,1812.0,,,2127.3,-429.0,-1662.0,-173.0,,,,370.0,1250.3,-1121.1,-355.5,-1574.9,1154.0,,,577.5,-167.0,,,148.3,False,True,,,,True,False,False,True,False,False,,,False,True,,,True
26165,5,30.0,,38.0,,,,32.0,26.6,5.7,,,,,,,,,,21.4,25.0,,33.0,,,,27.0,21.6,0.7,,,,,,,,,,16.4,,False,,,,False,True,True,,,,,,,,,,True
27001,9,2.0,,0.0,,,,0.0,3.0,0.7,,,,,,,,,,0.0,-7.0,,-9.0,,,,-9.0,-6.0,-8.3,,,,,,,,,,-9.0,,False,,,,False,True,False,,,,,,,,,,False
27003,557,426.0,296.5,527.0,,,,710.0,653.7,279.2,491.8,265.5,564.0,,,432.1,370.0,,,472.8,-131.0,-260.5,-30.0,,,,153.0,96.7,-277.8,-65.2,-291.5,7.0,,,-124.9,-187.0,,,-84.2,False,True,,,,False,True,False,True,False,True,,,True,False,,,True
27005,39,14.0,,10.0,,,,6.0,19.3,6.9,,,18.0,,,,,,,63.6,-25.0,,-29.0,,,,-33.0,-19.7,-32.1,,,-21.0,,,,,,,24.6,,False,,,,False,True,False,,,True,,,,,,,True
27007,99,36.0,,0.0,,,,5.0,54.7,5.9,,,44.0,,,,,,,345.8,-63.0,,-99.0,,,,-94.0,-44.3,-93.1,,,-55.0,,,,,,,246.8,,False,,,,False,True,False,,,True,,,,,,,False
27009,47,44.0,,45.0,,,,53.0,42.1,12.6,,16.9,62.0,,,,,,,151.8,-3.0,,-2.0,,,,6.0,-4.9,-34.4,,-30.1,15.0,,,,,,,104.8,,True,,,,False,False,False,,False,False,,,,,,,False
27011,4,6.0,,0.0,,,,7.0,2.2,1.0,,,,,,,,,,19.6,2.0,,-4.0,,,,3.0,-1.8,-3.0,,,,,,,,,,15.6,,False,,,,False,True,False,,,,,,,,,,False
27013,187,220.0,165.6,290.0,,,,105.0,147.6,178.9,208.0,270.2,203.0,,,,,,,291.2,33.0,-21.4,103.0,,,,-82.0,-39.4,-8.1,21.0,83.2,16.0,,,,,,,104.2,True,False,,,,False,False,True,True,False,True,,,,,,,False
27015,27,28.0,,33.0,,,,21.0,34.6,4.8,,,28.0,,,,,,,60.9,1.0,,6.0,,,,-6.0,7.6,-22.2,,,1.0,,,,,,,33.9,,False,,,,False,False,False,,,False,,,,,,,False
27017,22,10.0,,0.0,,,,21.0,28.9,9.5,,,,,,,,,,14.2,-12.0,,-22.0,,,,-1.0,6.9,-12.5,,,,,,,,,,-7.8,,False,,,,True,True,False,,,,,,,,,,True
27019,174,210.0,132.5,575.0,,,,157.0,210.3,158.8,350.9,171.4,212.0,,,,,,,515.7,36.0,-41.5,401.0,,,,-17.0,36.3,-15.2,176.9,-2.6,38.0,,,,,,,341.7,False,False,,,,True,False,True,False,True,False,,,,,,,False
27021,25,8.0,,0.0,,,,2.0,12.6,1.1,,,,,,,,,,14.7,-17.0,,-25.0,,,,-23.0,-12.4,-23.9,,,,,,,,,,-10.3,,False,,,,False,True,False,,,,,,,,,,True
27023,8,4.0,,0.0,,,,18.0,15.4,11.0,,,,,,,,,,1.2,-4.0,,-8.0,,,,10.0,7.4,3.0,,,,,,,,,,-6.8,,False,,,,False,False,True,,,,,,,,,,False
27025,40,20.0,14.8,19.0,,,,35.0,35.9,5.6,29.8,25.1,27.0,,,,,,,20.0,-20.0,-25.2,-21.0,,,,-5.0,-4.1,-34.4,-10.2,-14.9,-13.0,,,,,,,-20.0,False,False,,,,True,True,False,True,True,True,,,,,,,True
27027,85,54.0,91.1,63.0,,,,69.0,103.3,13.5,55.7,48.1,,,,41.1,,,,145.8,-31.0,6.1,-22.0,,,,-16.0,18.3,-71.5,-29.3,-36.9,,,,-43.9,,,,60.8,True,True,,,,True,True,False,True,False,,,,False,,,,False
27029,4,10.0,,0.0,,,,0.0,4.2,0.9,,,,,,,,,,101.3,6.0,,-4.0,,,,-4.0,0.2,-3.1,,,,,,,,,,97.3,,True,,,,True,True,True,,,,,,,,,,False
27031,1,0.0,,0.0,,,,0.0,2.4,,,,,,,,,,,0.0,-1.0,,-1.0,,,,-1.0,1.4,,,,,,,,,,,-1.0,,False,,,,False,False,,,,,,,,,,,False
27033,17,16.0,,0.0,,,,23.0,26.6,2.2,,17.3,27.0,,,,,,,82.0,-1.0,,-17.0,,,,6.0,9.6,-14.8,,0.3,10.0,,,,,,,65.0,,False,,,,False,False,False,,True,False,,,,,,,False
27035,39,14.0,29.0,8.0,,,,32.0,67.0,2.2,18.9,14.8,25.0,,,,,,,24.9,-25.0,-10.0,-31.0,,,,-7.0,28.0,-36.8,-20.1,-24.2,-14.0,,,,,,,-14.1,True,False,,,,True,False,False,True,True,True,,,,,,,True
27037,731,738.0,412.0,1720.0,,,,486.0,1061.7,703.8,986.3,613.4,783.0,,,681.0,909.0,,,1189.3,7.0,-319.0,989.0,,,,-245.0,330.7,-27.2,255.3,-117.6,52.0,,,-50.0,178.0,,,458.3,False,False,,,,False,False,False,False,False,False,,,False,False,,,False
27039,22,24.0,,27.0,,,,18.0,32.8,13.2,,,27.0,,,,,,,40.6,2.0,,5.0,,,,-4.0,10.8,-8.8,,,5.0,,,,,,,18.6,,False,,,,False,False,False,,,False,,,,,,,False
27041,43,16.0,,18.0,,,,19.0,26.4,7.8,,,19.0,,,,,,,17.0,-27.0,,-25.0,,,,-24.0,-16.6,-35.2,,,-24.0,,,,,,,-26.0,,True,,,,True,True,False,,,True,,,,,,,True
27043,13,12.0,,0.0,,,,13.0,26.5,9.4,,,14.0,,,,,,,2.5,-1.0,,-13.0,,,,0.0,13.5,-3.6,,,1.0,,,,,,,-10.5,,False,,,,True,False,False,,,False,,,,,,,False
27045,18,14.0,,0.0,,,,7.0,23.3,3.7,,,14.0,,,,,,,24.7,-4.0,,-18.0,,,,-11.0,5.3,-14.3,,,-4.0,,,,,,,6.7,,False,,,,False,False,False,,,False,,,,,,,False
27047,24,44.0,,44.0,,,,54.0,70.2,8.8,,42.7,71.0,,,,,,,62.6,20.0,,20.0,,,,30.0,46.2,-15.2,,18.7,47.0,,,,,,,38.6,,False,,,,False,False,True,,True,False,,,,,,,False
27049,17,22.0,,29.0,,,,31.0,72.5,5.5,,38.8,34.0,,,,,,,22.9,5.0,,12.0,,,,14.0,55.5,-11.5,,21.8,17.0,,,,,,,5.9,,False,,,,False,False,False,,False,False,,,,,,,False
27051,12,30.0,,0.0,,,,4.0,10.0,2.7,,,,,,,,,,32.9,18.0,,-12.0,,,,-8.0,-2.0,-9.3,,,,,,,,,,20.9,,True,,,,True,True,True,,,,,,,,,,False
27053,2739,2356.0,1455.8,6853.0,,,,2534.0,1822.2,1938.4,3300.4,736.5,3251.0,,,2467.7,1664.0,,,3479.3,-383.0,-1283.2,4114.0,,,,-205.0,-916.8,-800.6,561.4,-2002.5,512.0,,,-271.3,-1075.0,,,740.3,False,False,,,,True,False,False,False,False,False,,,True,False,,,False
27055,2,14.0,,0.0,,,,10.0,21.3,3.4,,,13.0,,,,,,,29.7,12.0,,-2.0,,,,8.0,19.3,1.4,,,11.0,,,,,,,27.7,,True,,,,True,False,True,,,True,,,,,,,False
27057,8,8.0,,0.0,,,,2.0,7.3,0.5,,,,,,,,,,8.9,0.0,,-8.0,,,,-6.0,-0.7,-7.5,,,,,,,,,,0.9,,False,,,,False,False,False,,,,,,,,,,False
27059,18,18.0,,28.0,,,,26.0,57.1,13.9,,,27.0,,,,,,,18.4,0.0,,10.0,,,,8.0,39.1,-4.1,,,9.0,,,,,,,0.4,,False,,,,False,False,False,,,False,,,,,,,False
27061,47,14.0,,0.0,,,,11.0,28.6,6.4,,,18.0,,,,,,,217.0,-33.0,,-47.0,,,,-36.0,-18.4,-40.6,,,-29.0,,,,,,,170.0,,False,,,,False,True,False,,,True,,,,,,,False
27063,8,4.0,,0.0,,,,16.0,7.9,4.8,,,,,,,,,,27.1,-4.0,,-8.0,,,,8.0,-0.1,-3.2,,,,,,,,,,19.1,,False,,,,False,True,True,,,,,,,,,,False
27065,5,6.0,,0.0,,,,3.0,6.8,0.8,,,,,,,,,,19.8,1.0,,-5.0,,,,-2.0,1.8,-4.2,,,,,,,,,,14.8,,False,,,,False,False,False,,,,,,,,,,False
27067,43,40.0,,30.0,,,,85.0,55.9,8.0,,12.0,110.0,,,,,,,154.4,-3.0,,-13.0,,,,42.0,12.9,-35.0,,-31.0,67.0,,,,,,,111.4,,False,,,,False,False,False,,False,False,,,,,,,False
27069,1,0.0,,0.0,,,,0.0,1.9,0.0,,,,,,,,,,0.0,-1.0,,-1.0,,,,-1.0,0.9,-1.0,,,,,,,,,,-1.0,,False,,,,False,True,True,,,,,,,,,,True
27071,34,14.0,,0.0,,,,5.0,17.2,1.0,,,13.0,,,,,,,13.7,-20.0,,-34.0,,,,-29.0,-16.8,-33.0,,,-21.0,,,,,,,-20.3,,False,,,,False,True,False,,,False,,,,,,,False
27073,1,2.0,,0.0,,,,3.0,3.0,0.2,,,,,,,,,,133.7,1.0,,-1.0,,,,2.0,2.0,-0.8,,,,,,,,,,132.7,,False,,,,False,False,True,,,,,,,,,,False
27075,8,0.0,,0.0,,,,0.0,5.0,0.5,,,,,,,,,,0.0,-8.0,,-8.0,,,,-8.0,-3.0,-7.5,,,,,,,,,,-8.0,,False,,,,False,True,True,,,,,,,,,,True
27077,1,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,,False,,,,False,False,,,,,,,,,,,
27079,49,54.0,,107.0,,,,18.0,64.6,45.4,,65.4,53.0,,,,,,,70.0,5.0,,58.0,,,,-31.0,15.6,-3.6,,16.4,4.0,,,,,,,21.0,,False,,,,False,False,True,,False,True,,,,,,,False
27081,34,14.0,,0.0,,,,9.0,12.7,0.9,,,20.0,,,,,,,127.7,-20.0,,-34.0,,,,-25.0,-21.3,-33.1,,,-14.0,,,,,,,93.7,,False,,,,False,False,False,,,True,,,,,,,False
27083,62,48.0,,30.0,,,,54.0,76.2,9.7,,53.3,81.0,,,,,,,27.5,-14.0,,-32.0,,,,-8.0,14.2,-52.3,,-8.7,19.0,,,,,,,-34.5,,False,,,,True,False,False,,True,False,,,,,,,False
27085,16,24.0,,26.0,,,,29.0,76.7,8.7,,33.7,28.0,,,,,,,36.7,8.0,,10.0,,,,13.0,60.7,-7.3,,17.7,12.0,,,,,,,20.7,,False,,,,False,False,True,,False,False,,,,,,,False
27087,8,4.0,,0.0,,,,2.0,2.9,0.7,,,,,,,,,,0.1,-4.0,,-8.0,,,,-6.0,-5.1,-7.3,,,,,,,,,,-7.9,,False,,,,False,False,False,,,,,,,,,,False
27089,12,2.0,,0.0,,,,2.0,1.8,0.8,,,,,,,,,,171.0,-10.0,,-12.0,,,,-10.0,-10.2,-11.2,,,,,,,,,,159.0,,False,,,,False,False,False,,,,,,,,,,False
27091,18,24.0,,13.0,,,,31.0,26.8,2.1,,13.5,,,,,,,,7.1,6.0,,-5.0,,,,13.0,8.8,-15.9,,-4.5,,,,,,,,-10.9,,True,,,,False,False,False,,True,,,,,,,,False
27093,17,2.0,,0.0,,,,11.0,19.5,7.6,,,,,,,,,,2.2,-15.0,,-17.0,,,,-6.0,2.5,-9.4,,,,,,,,,,-14.8,,False,,,,True,True,True,,,,,,,,,,True
27095,12,10.0,,0.0,,,,7.0,23.7,3.9,,,14.0,,,,,,,190.3,-2.0,,-12.0,,,,-5.0,11.7,-8.1,,,2.0,,,,,,,178.3,,False,,,,False,False,False,,,False,,,,,,,False
27097,10,10.0,,0.0,,,,12.0,26.8,5.9,,,16.0,,,,,,,24.8,0.0,,-10.0,,,,2.0,16.8,-4.1,,,6.0,,,,,,,14.8,,False,,,,False,False,False,,,False,,,,,,,False
27099,53,74.0,,37.0,,,,113.0,51.2,12.4,,79.3,,,,,,,,70.4,21.0,,-16.0,,,,60.0,-1.8,-40.6,,26.3,,,,,,,,17.4,,True,,,,False,True,False,,False,,,,,,,,True
27101,42,30.0,,0.0,,,,12.0,25.7,8.1,,,35.0,,,,,,,32.7,-12.0,,-42.0,,,,-30.0,-16.3,-33.9,,,-7.0,,,,,,,-9.3,,False,,,,False,False,False,,,True,,,,,,,True
27103,60,88.0,,173.0,,,,41.0,81.3,65.4,,82.8,77.0,,,,,,,125.3,28.0,,113.0,,,,-19.0,21.3,5.4,,22.8,17.0,,,,,,,65.3,,False,,,,True,True,True,,True,True,,,,,,,False
27105,41,44.0,,61.0,,,,119.0,32.8,7.7,,8.7,,,,,,,,0.0,3.0,,20.0,,,,78.0,-8.2,-33.3,,-32.3,,,,,,,,-41.0,,False,,,,False,False,False,,False,,,,,,,,False
27107,9,2.0,,0.0,,,,4.0,5.6,1.4,,,,,,,,,,12.9,-7.0,,-9.0,,,,-5.0,-3.4,-7.6,,,,,,,,,,3.9,,False,,,,True,True,False,,,,,,,,,,True
27109,238,316.0,221.8,497.0,,,,266.0,440.1,240.4,342.8,267.3,363.0,,,277.3,400.0,,,721.8,78.0,-16.2,259.0,,,,28.0,202.1,2.4,104.8,29.3,125.0,,,39.3,162.0,,,483.8,True,False,,,,True,False,True,False,True,False,,,True,False,,,False
27111,35,36.0,20.3,45.0,,,,10.0,52.8,9.1,55.4,13.5,41.0,,,,,,,88.6,1.0,-14.7,10.0,,,,-25.0,17.8,-25.9,20.4,-21.5,6.0,,,,,,,53.6,False,False,,,,False,False,False,False,False,False,,,,,,,False
27113,10,6.0,,0.0,,,,19.0,5.1,7.0,,,11.0,,,,,,,3.2,-4.0,,-10.0,,,,9.0,-4.9,-3.0,,,1.0,,,,,,,-6.8,,False,,,,False,False,True,,,True,,,,,,,False
27115,10,18.0,,9.0,,,,11.0,26.1,2.4,,4.6,26.0,,,,,,,30.6,8.0,,-1.0,,,,1.0,16.1,-7.6,,-5.4,16.0,,,,,,,20.6,,True,,,,True,False,True,,True,False,,,,,,,False
27117,61,64.0,,0.0,,,,31.0,39.4,10.2,,,39.0,,,,,,,15.6,3.0,,-61.0,,,,-30.0,-21.6,-50.8,,,-22.0,,,,,,,-45.4,,False,,,,False,False,False,,,False,,,,,,,False
27119,21,14.0,,0.0,,,,8.0,22.9,10.6,,,22.0,,,,,,,84.7,-7.0,,-21.0,,,,-13.0,1.9,-10.4,,,1.0,,,,,,,63.7,,False,,,,False,True,False,,,True,,,,,,,False
27121,18,6.0,,0.0,,,,3.0,1.5,0.6,,,,,,,,,,32.2,-12.0,,-18.0,,,,-15.0,-16.5,-17.4,,,,,,,,,,14.2,,False,,,,False,False,False,,,,,,,,,,False
27123,995,728.0,1755.2,898.0,,,,1800.0,673.3,470.3,984.2,308.3,1161.0,,,682.8,720.0,,,775.8,-267.0,760.2,-97.0,,,,805.0,-321.7,-524.7,-10.8,-686.7,166.0,,,-312.2,-275.0,,,-219.2,False,True,,,,False,False,False,True,False,True,,,False,False,,,True
27125,4,2.0,,0.0,,,,0.0,1.8,0.1,,,,,,,,,,0.1,-2.0,,-4.0,,,,-4.0,-2.2,-3.9,,,,,,,,,,-3.9,,False,,,,False,False,False,,,,,,,,,,False
27127,5,10.0,,0.0,,,,7.0,17.7,2.3,,,15.0,,,,,,,19.8,5.0,,-5.0,,,,2.0,12.7,-2.7,,,10.0,,,,,,,14.8,,False,,,,True,False,True,,,False,,,,,,,False
27129,9,10.0,,0.0,,,,4.0,14.3,4.5,,,,,,,,,,0.7,1.0,,-9.0,,,,-5.0,5.3,-4.5,,,,,,,,,,-8.3,,False,,,,False,False,False,,,,,,,,,,False
27131,65,88.0,124.8,83.0,,,,108.0,229.1,33.0,82.1,72.8,,,,,,,,161.9,23.0,59.8,18.0,,,,43.0,164.1,-32.0,17.1,7.8,,,,,,,,96.9,False,True,,,,False,False,False,True,True,,,,,,,,False
27133,26,8.0,,0.0,,,,5.0,11.5,2.1,,,13.0,,,,,,,56.4,-18.0,,-26.0,,,,-21.0,-14.5,-23.9,,,-13.0,,,,,,,30.4,,False,,,,False,True,False,,,True,,,,,,,False
27135,11,24.0,,0.0,,,,8.0,14.6,2.5,,,23.0,,,,,,,50.7,13.0,,-11.0,,,,-3.0,3.6,-8.5,,,12.0,,,,,,,39.7,,True,,,,True,True,True,,,True,,,,,,,False
27137,97,92.0,15.2,155.0,,,,62.0,195.1,74.4,153.8,62.5,102.0,,,,173.0,,,182.5,-5.0,-81.8,58.0,,,,-35.0,98.1,-22.6,56.8,-34.5,5.0,,,,76.0,,,85.5,False,False,,,,False,False,False,False,False,False,,,,False,,,False
27139,286,316.0,253.2,688.0,,,,204.0,260.3,257.6,391.8,263.8,306.0,,,,526.0,,,584.6,30.0,-32.8,402.0,,,,-82.0,-25.7,-28.4,105.8,-22.2,20.0,,,,240.0,,,298.6,False,False,,,,False,True,True,False,True,True,,,,False,,,False
27141,138,110.0,81.5,335.0,,,,94.0,157.3,79.6,142.4,50.6,114.0,,,,,,,270.3,-28.0,-56.5,197.0,,,,-44.0,19.3,-58.4,4.4,-87.4,-24.0,,,,,,,132.3,False,False,,,,False,True,False,True,False,True,,,,,,,False
27143,17,8.0,,0.0,,,,7.0,25.4,8.5,,,13.0,,,,,,,4.7,-9.0,,-17.0,,,,-10.0,8.4,-8.5,,,-4.0,,,,,,,-12.3,,False,,,,False,True,True,,,True,,,,,,,False
27145,216,302.0,62.4,466.0,,,,337.0,330.2,192.8,350.0,53.4,548.0,,,243.8,481.0,,,272.7,86.0,-153.6,250.0,,,,121.0,114.2,-23.2,134.0,-162.6,332.0,,,27.8,265.0,,,56.7,False,False,,,,False,False,True,False,False,False,,,True,False,,,True
27147,63,34.0,,44.0,,,,61.0,72.1,7.5,,50.6,55.0,,,,,,,28.2,-29.0,,-19.0,,,,-2.0,9.1,-55.5,,-12.4,-8.0,,,,,,,-34.8,,True,,,,True,True,False,,True,True,,,,,,,False
27149,4,14.0,,0.0,,,,14.0,15.8,0.7,,,21.0,,,,,,,122.6,10.0,,-4.0,,,,10.0,11.8,-3.3,,,17.0,,,,,,,118.6,,True,,,,False,False,True,,,False,,,,,,,False
27151,15,24.0,,0.0,,,,5.0,6.0,2.2,,,21.0,,,,,,,208.6,9.0,,-15.0,,,,-10.0,-9.0,-12.8,,,6.0,,,,,,,193.6,,False,,,,False,False,False,,,True,,,,,,,False
27153,7,4.0,,0.0,,,,42.0,18.4,0.1,,8.9,,,,,,,,1.3,-3.0,,-7.0,,,,35.0,11.4,-6.9,,1.9,,,,,,,,-5.7,,False,,,,False,False,False,,True,,,,,,,,False
27155,3,2.0,,0.0,,,,4.0,1.6,0.2,,,,,,,,,,12.5,-1.0,,-3.0,,,,1.0,-1.4,-2.8,,,,,,,,,,9.5,,False,,,,False,False,False,,,,,,,,,,False
27157,28,14.0,,15.0,,,,15.0,20.0,4.2,,,14.0,,,,,,,68.3,-14.0,,-13.0,,,,-13.0,-8.0,-23.8,,,-14.0,,,,,,,40.3,,True,,,,True,True,False,,,False,,,,,,,False
27159,3,4.0,,0.0,,,,5.0,7.3,1.0,,,,,,,,,,92.7,1.0,,-3.0,,,,2.0,4.3,-2.0,,,,,,,,,,89.7,,False,,,,False,False,False,,,,,,,,,,False
27161,34,26.0,,37.0,,,,21.0,36.5,12.7,,,27.0,,,,,,,17.7,-8.0,,3.0,,,,-13.0,2.5,-21.3,,,-7.0,,,,,,,-16.3,,True,,,,False,True,False,,,True,,,,,,,False
27163,376,372.0,359.9,630.0,,,,380.0,453.5,330.8,488.7,396.4,388.0,,,355.6,493.0,,,589.0,-4.0,-16.1,254.0,,,,4.0,77.5,-45.2,112.7,20.4,12.0,,,-20.4,117.0,,,213.0,False,False,,,,False,False,False,False,False,False,,,False,False,,,False
27165,23,102.0,,181.0,,,,38.0,66.6,46.9,,57.4,83.0,,,,,,,99.1,79.0,,158.0,,,,15.0,43.6,23.9,,34.4,60.0,,,,,,,76.1,,False,,,,True,True,True,,True,True,,,,,,,True
27167,1,4.0,,0.0,,,,7.0,2.3,1.8,,,,,,,,,,7.0,3.0,,-1.0,,,,6.0,1.3,0.8,,,,,,,,,,6.0,,True,,,,False,True,True,,,,,,,,,,False
27169,66,38.0,14.0,61.0,,,,46.0,40.7,16.1,50.8,29.8,43.0,,,,,,,50.5,-28.0,-52.0,-5.0,,,,-20.0,-25.3,-49.9,-15.2,-36.2,-23.0,,,,,,,-15.5,False,True,,,,True,True,False,True,False,True,,,,,,,True
27171,164,144.0,173.3,285.0,,,,131.0,349.9,66.7,186.3,111.5,152.0,,,,176.0,,,241.1,-20.0,9.3,121.0,,,,-33.0,185.9,-97.3,22.3,-52.5,-12.0,,,,12.0,,,77.1,True,False,,,,False,False,False,False,False,True,,,,True,,,False
27173,9,2.0,,0.0,,,,10.0,9.8,3.3,,,,,,,,,,1.1,-7.0,,-9.0,,,,1.0,0.8,-5.7,,,,,,,,,,-7.9,,False,,,,True,True,True,,,,,,,,,,False
28001,139,82.0,,224.0,,,,266.0,43.5,43.3,,52.0,135.0,,,,,,,90.8,-57.0,,85.0,,,,127.0,-95.5,-95.7,,-87.0,-4.0,,,,,,,-48.2,,False,,,,False,False,False,,False,True,,,,,,,True
28003,167,64.0,,130.0,,,,60.0,80.7,96.8,,49.5,78.0,,,,,,,108.9,-103.0,,-37.0,,,,-107.0,-86.3,-70.2,,-117.5,-89.0,,,,,,,-58.1,,True,,,,False,True,True,,False,True,,,,,,,True
28005,63,42.0,,22.0,,,,31.0,37.4,3.0,,21.4,54.0,,,,,,,35.9,-21.0,,-41.0,,,,-32.0,-25.6,-60.0,,-41.6,-9.0,,,,,,,-27.1,,False,,,,False,False,False,,False,True,,,,,,,False
28007,74,50.0,,33.0,,,,73.0,31.6,15.6,,11.2,117.0,,,,,,,25.8,-24.0,,-41.0,,,,-1.0,-42.4,-58.4,,-62.8,43.0,,,,,,,-48.2,,False,,,,True,False,False,,False,False,,,,,,,False
28009,42,24.0,,0.0,,,,15.0,18.8,3.6,,,27.0,,,,,,,31.6,-18.0,,-42.0,,,,-27.0,-23.2,-38.4,,,-15.0,,,,,,,-10.4,,False,,,,False,False,False,,,True,,,,,,,True
28011,336,142.0,,301.0,,,,134.0,85.1,118.1,,107.8,190.0,,,,,,,168.7,-194.0,,-35.0,,,,-202.0,-250.9,-217.9,,-228.2,-146.0,,,,,,,-167.3,,True,,,,False,False,False,,False,True,,,,,,,True
28013,171,70.0,,105.0,,,,42.0,40.0,41.6,,40.3,89.0,,,,,,,56.9,-101.0,,-66.0,,,,-129.0,-131.0,-129.4,,-130.7,-82.0,,,,,,,-114.1,,True,,,,False,False,False,,False,True,,,,,,,False
28015,50,34.0,,37.0,,,,30.0,23.7,14.4,,14.5,61.0,,,,,,,15.6,-16.0,,-13.0,,,,-20.0,-26.3,-35.6,,-35.5,11.0,,,,,,,-34.4,,True,,,,False,False,False,,False,True,,,,,,,False
28017,99,42.0,,83.0,,,,62.0,39.4,9.8,,49.0,92.0,,,,,,,38.5,-57.0,,-16.0,,,,-37.0,-59.6,-89.2,,-50.0,-7.0,,,,,,,-60.5,,True,,,,True,False,False,,True,True,,,,,,,False
28019,30,2.0,,0.0,,,,10.0,9.8,7.6,,,,,,,,,,3.4,-28.0,,-30.0,,,,-20.0,-20.2,-22.4,,,,,,,,,,-26.6,,False,,,,True,True,True,,,,,,,,,,True
28021,72,62.0,,127.0,,,,48.0,55.9,21.0,,22.5,104.0,,,,,,,30.2,-10.0,,55.0,,,,-24.0,-16.1,-51.0,,-49.5,32.0,,,,,,,-41.8,,False,,,,False,False,False,,False,False,,,,,,,False
28023,53,34.0,,0.0,,,,32.0,28.5,17.0,,20.9,71.0,,,,,,,21.2,-19.0,,-53.0,,,,-21.0,-24.5,-36.0,,-32.1,18.0,,,,,,,-31.8,,False,,,,False,False,False,,False,True,,,,,,,False
28025,77,18.0,,11.0,,,,40.0,52.1,5.8,,38.1,,,,,,,,16.5,-59.0,,-66.0,,,,-37.0,-24.9,-71.2,,-38.9,,,,,,,,-60.5,,False,,,,True,True,False,,True,,,,,,,,False
28027,286,46.0,,56.0,,,,140.0,46.7,19.8,,32.8,86.0,,,,,,,41.7,-240.0,,-230.0,,,,-146.0,-239.3,-266.2,,-253.2,-200.0,,,,,,,-244.3,,True,,,,True,True,False,,False,True,,,,,,,False
